ORF	hom | growth (relative abundance in pooled culture) | cisplatin [1 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [0.23 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | mitomycin C [0.5 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | oxaliplatin [10 mM] | Wu HI~Brown JM, 2004
YPL004C	-0.028	0.049	0.058	0.012
YPR145W	0.026	0.049	0.055	-0.021
YBR249C	0.115	0.050	0.030	0.170
YCR022C	0.019	0.050	0.022	0.003
YCR099C	-0.003	0.050	-0.027	-0.038
YDL125C	-0.070	0.050	0.091	-0.113
YDR128W	-0.030	0.050	0.032	-0.090
YDR469W	-0.108	0.050	0.003	-0.210
YGR146C	0.004	0.050	0.062	-0.204
YJL106W	0.070	0.050	-0.053	-0.006
YJR024C	0.004	0.050	0.071	0.032
YKL079W	0.024	0.050	0.063	-0.011
YKR030W	0.018	0.050	0.060	-0.119
YLR150W	0.064	0.050	0.097	0.423
YLR313C	0.025	0.050	0.076	0.093
YLR413W	0.039	0.050	0.064	-0.011
YMR083W	0.093	0.050	0.097	0.233
YBL049W	0.006	0.051	-0.023	0.076
YCL076W	0.064	0.051	-0.048	0.142
YCR006C	0.058	0.051	0.063	0.060
YDL074C	0.000	0.051	-0.159	-0.559
YGR135W	0.208	0.051	NaN	0.485
YJL134W	0.028	0.051	0.036	0.188
YKR105C	-0.022	0.051	0.292	-0.049
YMR173W	0.012	0.051	0.013	0.124
YNL239W	0.170	0.051	0.045	0.155
YNL315C	0.248	0.154	0.299	0.416
YOR264W	0.023	0.051	0.049	0.033
YBR232C	0.098	0.052	-0.017	0.147
YDR130C	0.049	0.052	0.012	0.077
YEL049W	-0.014	0.052	0.042	-0.015
YGL050W	0.007	0.052	0.053	0.079
YGR174C	0.068	0.052	0.194	0.117
YGR182C	0.097	0.052	-0.041	0.053
YIL017C	0.075	0.052	0.066	0.133
YKL149C	0.089	0.052	0.083	0.186
YKR016W	-0.040	0.052	0.064	0.002
YKR052C	-0.036	0.052	0.079	-0.100
YLR294C	-0.018	0.052	0.059	0.036
YMR120C	0.022	0.052	0.007	0.049
YNR006W	0.035	0.052	0.166	-0.391
YOR111W	0.005	0.052	-0.027	-0.007
YBR065C	0.130	0.053	0.029	0.056
YCL051W	0.016	0.053	0.069	-0.037
YDL179W	-0.093	0.053	-0.007	-0.053
YDL226C	-0.022	0.053	0.128	0.122
YGL063W	0.016	0.053	-0.021	0.063
YGL231C	0.029	0.053	0.100	0.076
YGR220C	0.261	0.053	0.369	0.548
YHR121W	0.067	0.053	-0.087	0.085
YJR056C	0.042	0.053	-0.080	0.204
YKR046C	0.038	0.053	0.077	-0.022
YLR206W	0.035	0.053	0.075	-0.024
YOR162C	-0.059	0.053	-0.084	-0.001
YBR180W	0.076	0.054	-0.009	0.070
YDL027C	-0.006	0.054	0.065	0.019
YDR184C	0.205	0.054	0.148	0.197
YDR330W	0.026	0.054	-0.010	0.107
YDR483W	-0.080	0.054	-0.050	0.067
YEL057C	-0.034	0.054	NaN	-0.089
YER039C	-0.038	0.054	-0.013	0.259
YGL157W	0.043	0.054	0.114	0.068
YJR026W	0.044	0.054	0.037	0.018
YKL197C	0.019	0.054	-0.006	0.038
YKR026C	0.015	0.054	-0.034	-0.083
YLR431C	0.054	0.054	0.117	0.019
YOR378W	-0.002	0.054	-0.086	0.005
YPL189W	-0.024	0.054	-0.041	-0.008
YBR023C	-0.055	0.055	0.084	-0.093
YBR259W	0.057	0.055	0.007	0.130
YDL036C	0.019	0.055	-0.007	0.015
YDL127W	-0.038	0.055	0.050	0.087
YDL134C	0.018	0.055	-0.044	0.025
YDR494W	0.115	0.055	-0.031	0.316
YGR204W	-0.003	0.055	0.376	0.415
YKL008C	0.038	0.055	-0.018	0.062
YKL175W	-0.034	0.055	0.046	-0.080
YML081C-A	-0.018	0.055	0.055	0.053
YMR135C	-0.043	0.055	0.020	0.166
YCR059C	0.076	0.056	-0.038	-0.010
YCR089W	0.029	0.056	0.015	0.110
YDL034W	0.037	0.056	0.006	0.006
YDR215C	0.003	0.056	-0.034	0.014
YDR534C	-0.014	0.056	0.071	0.028
YKL215C	0.005	0.056	-0.012	0.027
YLR290C	-0.011	0.056	0.085	0.017
YOR028C	-0.095	0.056	-0.083	-0.206
YOR107W	-0.054	0.056	-0.016	-0.154
YPR045C	-0.017	0.056	-0.029	0.057
YDL201W	0.009	0.057	0.065	0.140
YDR263C	0.063	0.057	0.126	0.290
YGL027C	-0.099	0.057	NaN	-0.256
YGL241W	0.068	0.057	-0.008	0.039
YGR133W	0.083	0.057	0.101	0.184
YGR137W	-0.057	0.057	0.003	-0.245
YHR167W	0.026	0.057	NaN	0.026
YJR134C	-0.039	0.057	0.019	0.014
YKL043W	0.073	0.057	0.092	0.059
YKL130C	0.015	0.057	-0.041	0.049
YKL140W	0.042	0.057	0.039	0.070
YPL229W	0.028	0.057	-0.068	0.073
YCL064C	0.055	0.058	0.095	-0.028
YDL026W	0.027	0.058	-0.038	0.076
YDL229W	0.120	0.058	0.023	0.135
YIR038C	0.078	0.058	-0.078	0.100
YKL038W	0.002	0.058	0.064	-0.082
YLR188W	-0.047	0.058	0.073	-0.191
YLR456W	-0.008	0.058	0.038	0.074
YMR052W	0.163	0.058	0.053	0.120
YBR035C	0.082	0.059	0.206	-0.222
YBR172C	0.049	0.059	-0.006	0.043
YDR018C	0.023	0.059	0.097	0.184
YGR035C	-0.165	0.059	0.076	-0.223
YGR139W	-0.021	0.059	0.107	0.002
YGR206W	0.164	0.059	0.064	0.045
YJL135W	0.107	0.059	0.008	0.276
YLR283W	0.020	0.059	-0.025	-0.070
YMR068W	-0.119	0.059	NaN	-0.030
YMR104C	0.016	0.059	-0.021	0.047
YBR176W	-0.016	0.060	0.014	-0.116
YBR281C	0.107	0.060	-0.040	0.066
YDL223C	0.028	0.060	0.053	0.024
YDR010C	0.041	0.060	-0.026	0.097
YDR125C	-0.004	0.060	0.134	0.177
YDR261C	0.038	0.060	0.075	0.050
YER181C	-0.023	0.060	0.033	0.004
YGR205W	0.097	0.060	0.054	0.112
YKL026C	0.020	0.060	0.120	-0.014
YKL128C	0.030	0.060	-0.008	0.044
YKL222C	0.085	0.060	0.008	0.199
YLR220W	0.081	0.060	0.014	0.108
YLR356W	-0.012	0.060	-0.020	-0.013
YMR065W	0.006	0.060	0.120	-0.138
YNL063W	-0.061	0.060	-0.017	0.010
YNR020C	-0.002	0.060	NaN	0.133
YOL122C	0.007	0.060	0.015	-0.519
YPR073C	-0.076	0.060	0.075	-0.101
YPR155C	-0.019	0.060	-0.041	0.016
YBR150C	0.160	0.061	-0.055	0.068
YCL063W	0.296	0.061	0.025	0.063
YCR011C	0.063	0.061	0.044	0.068
YDR195W	0.250	0.061	NaN	0.253
YGR131W	0.074	0.061	0.146	0.073
YJR092W	-0.024	0.061	-0.058	0.009
YKL207W	0.075	0.061	0.114	-0.004
YLR404W	-0.006	0.061	0.019	0.050
YNL079C	-0.267	0.061	NaN	NaN
YDR110W	0.048	0.062	-0.021	0.094
YDR312W	-0.003	0.062	0.069	0.063
YGR008C	0.003	0.062	-0.052	-0.003
YGR230W	0.082	0.062	0.013	0.051
YLR178C	0.011	0.062	0.000	0.029
YMR075W	-0.066	0.062	0.179	-0.344
YNL077W	0.066	0.062	0.039	0.088
YOL007C	0.048	0.062	0.031	0.178
YOL153C	0.093	0.062	0.034	0.154
YCL056C	0.026	0.063	0.043	0.075
YDR131C	-0.015	0.063	-0.005	0.059
YDR214W	0.023	0.063	-0.042	-0.016
YDR530C	-0.027	0.063	0.048	0.028
YFL027C	-0.003	0.063	0.011	0.027
YGR201C	0.082	0.063	-0.075	0.114
YGR236C	0.026	0.063	0.142	0.036
YGR250C	0.040	0.063	0.110	-0.062
YLR427W	0.036	0.063	0.187	0.019
YML120C	0.044	0.063	-0.087	-0.031
YMR101C	-0.006	0.063	0.010	0.055
YPR090W	-0.046	0.063	-0.021	-0.106
YAR050W	0.027	0.064	0.006	0.030
YDR169C	0.055	0.064	-0.035	0.017
YGL045W	0.232	0.064	0.100	0.495
YGL165C	0.035	0.064	0.001	0.111
YGR109C	0.001	0.064	-0.013	-0.080
YGR244C	0.029	0.064	-0.011	-0.014
YGR261C	0.056	0.064	0.175	-0.379
YJR080C	-0.024	0.064	0.051	-0.081
YKL117W	-0.036	0.064	0.007	-0.043
YMR069W	-0.033	0.064	0.032	0.074
YMR086W	0.022	0.064	0.029	0.057
YBR012C	0.102	0.065	0.102	0.103
YDL210W	0.047	0.065	0.151	0.055
YDR379W	0.050	0.065	-0.083	0.100
YDR441C	0.120	0.065	0.092	0.401
YFR024C-A	-0.047	0.065	0.073	-0.063
YGL109W	0.033	0.065	-0.067	0.076
YGR023W	-0.013	0.065	-0.050	-0.107
YHR158C	-0.054	0.065	-0.024	0.147
YJR050W	0.168	0.065	0.095	0.158
YKR014C	0.075	0.065	0.149	-0.023
YLR046C	0.040	0.065	NaN	NaN
YLR199C	0.136	0.065	-0.005	0.247
YNL274C	0.021	0.065	-0.098	-0.097
YNR013C	-0.082	0.065	0.003	-0.006
YOR325W	0.152	0.065	-0.005	0.222
YPR063C	-0.006	0.065	-0.103	0.003
YPR064W	0.093	0.065	0.044	0.089
YBR269C	0.043	0.066	-0.029	0.067
YDR321W	0.098	0.066	0.097	0.275
YHR155W	0.101	0.066	-0.002	0.220
YKL184W	0.043	0.066	0.016	0.008
YML068W	0.000	0.066	0.027	0.003
YNL089C	0.034	0.066	0.041	0.009
YOR220W	0.005	0.066	0.059	-0.009
YPR160W	0.019	0.066	0.072	0.097
YCL050C	0.053	0.067	0.017	0.112
YCR025C	0.083	0.067	-0.031	-0.006
YDL203C	0.030	0.067	0.003	-0.011
YDR319C	0.066	0.067	-0.023	-0.131
YFL032W	-0.002	0.067	-0.113	0.039
YJL062W	0.091	0.067	0.077	-0.471
YLR255C	0.069	0.067	0.023	0.080
YLR280C	0.042	0.067	-0.074	0.035
YMR087W	-0.011	0.067	0.037	0.044
YNR041C	-0.031	0.067	0.093	0.160
YCL030C	0.023	0.068	0.067	0.290
YDL134C-A	-0.042	0.068	-0.045	0.010
YDL225W	0.032	0.068	-0.059	-0.105
YDR284C	0.012	0.068	0.076	-0.076
YGL002W	-0.008	0.068	0.078	-0.023
YGL262W	0.040	0.068	-0.096	0.041
YGR070W	-0.049	0.068	0.058	-0.051
YGR126W	0.111	0.068	0.017	0.081
YGR227W	0.141	0.068	0.033	0.038
YKL129C	0.001	0.068	-0.007	0.043
YLR360W	-0.016	0.068	0.008	-0.289
YMR293C	0.305	0.068	NaN	0.726
YPL051W	0.104	0.068	0.021	0.088
YPR071W	-0.078	0.068	0.064	-0.097
YPR084W	-0.052	0.068	0.116	-0.097
YCL044C	0.063	0.069	0.092	0.093
YDR176W	0.202	0.069	NaN	0.981
YGL081W	0.030	0.069	-0.050	0.076
YGR012W	0.020	0.069	0.021	0.084
YGR071C	0.015	0.069	0.161	-0.238
YGR138C	-0.025	0.069	0.160	-0.044
YML118W	0.061	0.069	-0.105	-0.007
YNL010W	-0.065	0.069	0.080	-0.056
YNL032W	0.128	0.069	0.024	0.510
YPR065W	0.124	0.069	0.059	0.110
YPR128C	-0.013	0.069	0.035	0.064
YPR171W	-0.095	0.069	0.077	-0.076
YBR108W	-0.081	0.070	0.073	-0.044
YDR154C	0.153	0.070	-0.072	0.339
YFL040W	0.038	0.070	0.012	0.083
YGL034C	0.010	0.070	0.015	0.058
YGR088W	0.031	0.070	0.134	-0.013
YKL100C	-0.022	0.070	0.037	-0.009
YLR023C	-0.046	0.070	-0.012	0.027
YLR267W	-0.015	0.070	0.027	0.028
YLR282C	-0.014	0.070	-0.001	0.014
YLR311C	-0.013	0.070	-0.006	0.004
YML113W	0.057	0.070	-0.066	-0.100
YMR326C	0.039	0.070	0.032	0.096
YOL126C	0.018	0.070	-0.020	0.042
YPL088W	0.022	0.070	0.037	-0.081
YBR224W	0.279	0.071	0.031	0.504
YCR004C	0.092	0.071	0.072	0.176
YDL216C	0.026	0.071	0.151	-0.021
YDR119W	0.073	0.071	0.008	0.057
YDR142C	-0.006	0.071	-0.025	-0.048
YDR517W	-0.076	0.071	-0.034	-0.015
YGL179C	0.056	0.071	-0.060	0.055
YIR043C	0.093	0.071	0.027	0.092
YJR097W	0.145	0.071	0.072	0.081
YJR133W	-0.038	0.071	-0.039	-0.010
YKL029C	0.012	0.071	-0.043	-0.058
YKR013W	0.036	0.071	0.111	0.012
YMR082C	-0.030	0.071	-0.012	-0.051
YOL114C	-0.113	0.071	-0.034	-0.132
YBR162C	0.177	0.072	-0.064	0.764
YBR233W	0.090	0.072	-0.015	0.181
YDR007W	-0.084	0.072	0.010	0.037
YDR067C	0.041	0.072	0.028	0.229
YDR096W	0.024	0.072	-0.028	0.144
YGL176C	0.043	0.072	0.040	0.044
YGL224C	0.017	0.072	-0.045	-0.042
YLR344W	0.123	0.072	0.099	0.260
YLR438W	0.047	0.072	0.029	0.066
YNR039C	0.098	0.072	0.029	0.016
YOR007C	-0.002	0.072	-0.137	0.005
YPL041C	-0.011	0.072	NaN	-0.037
YPL087W	-0.006	0.072	-0.061	0.016
YDL053C	0.056	0.073	-0.004	0.024
YDL238C	-0.016	0.073	0.048	-0.002
YDR111C	0.077	0.073	-0.007	0.053
YFL030W	0.024	0.073	-0.006	0.017
YGL243W	0.055	0.073	-0.022	0.052
YIL037C	0.111	0.073	NaN	0.128
YKL070W	0.014	0.073	0.077	0.062
YKL132C	0.061	0.073	0.049	0.040
YLR375W	-0.069	0.073	0.033	0.026
YOR132W	0.040	0.073	0.022	-0.050
YOR215C	0.014	0.073	0.004	0.013
YOR305W	0.284	0.073	0.146	0.818
YOR330C	0.048	0.073	0.116	0.158
YPR051W	0.201	0.073	0.014	0.217
YCR092C	-0.033	0.074	0.034	-0.022
YDL131W	0.000	0.074	0.054	0.059
YDR528W	0.027	0.074	0.008	-0.013
YEL003W	-0.173	0.074	NaN	NaN
YGL057C	-0.039	0.074	0.124	0.095
YGL083W	-0.003	0.074	-0.014	0.088
YGL110C	0.062	0.074	0.011	0.126
YGR194C	0.032	0.074	-0.060	0.066
YGR241C	0.027	0.074	0.006	0.058
YLR142W	0.029	0.074	0.049	-0.074
YLR207W	0.025	0.074	0.010	0.044
YLR213C	0.008	0.074	0.009	0.111
YLR279W	0.025	0.074	0.041	-0.079
YLR420W	0.190	0.074	NaN	0.469
YOL090W	-0.157	0.074	-0.018	-0.196
YGL221C	0.081	0.075	-0.018	0.087
YGR045C	-0.030	0.075	0.031	0.063
YGR130C	0.017	0.075	0.127	0.052
YGR196C	-0.055	0.075	-0.009	-0.220
YGR226C	0.112	0.075	-0.007	0.126
YHR178W	0.219	0.075	NaN	0.026
YLR165C	0.028	0.075	0.049	0.092
YLR269C	0.073	0.075	0.039	0.025
YLR449W	0.000	0.075	-0.035	0.031
YAL059W	0.269	0.076	0.308	0.373
YCL045C	0.093	0.076	0.117	-0.008
YDL237W	0.058	0.076	-0.034	0.112
YDR001C	-0.012	0.076	0.119	-0.029
YDR515W	-0.057	0.076	0.066	-0.032
YGL051W	0.009	0.076	0.040	0.085
YGR039W	0.021	0.076	0.059	0.024
YGR044C	0.016	0.076	-0.052	-0.001
YJR084W	-0.060	0.076	0.025	-0.082
YKR093W	0.099	0.076	0.042	0.060
YNL020C	-0.049	0.076	0.065	-0.082
YOR134W	0.019	0.076	0.052	-0.016
YBR104W	0.097	0.077	-0.059	0.067
YCR015C	0.044	0.077	0.063	0.060
YDL122W	0.102	0.077	0.062	0.204
YDR501W	0.013	0.077	-0.022	0.037
YGL117W	0.054	0.077	0.042	0.092
YGL126W	0.038	0.077	0.027	0.056
YLR428C	0.004	0.077	0.108	0.054
YOL119C	-0.104	0.077	0.042	-0.760
YBR182C	-0.027	0.078	NaN	-0.108
YCL048W	0.053	0.078	0.031	-0.008
YCL074W	-0.028	0.078	0.061	-0.042
YDR099W	0.078	0.078	0.056	0.208
YGL049C	0.017	0.078	0.097	0.035
YKL047W	0.130	0.078	0.020	0.266
YKL050C	0.064	0.078	0.037	0.101
YKL115C	0.065	0.078	0.058	-0.478
YKR012C	0.014	0.078	-0.011	0.019
YLR407W	-0.030	0.078	0.030	-0.117
YLR421C	0.071	0.078	0.105	0.030
YLR444C	0.016	0.078	0.058	0.035
YBR006W	0.098	0.079	-0.029	-0.005
YCR077C	0.204	0.079	0.029	0.362
YDL243C	-0.031	0.079	0.035	0.052
YBR083W	0.061	0.080	0.060	0.101
YCL033C	0.045	0.080	0.044	0.129
YDL135C	0.063	0.080	0.045	0.153
YDL144C	-0.020	0.080	-0.007	0.046
YDL154W	0.018	0.080	-0.037	0.119
YGR232W	0.038	0.080	0.017	0.053
YJR078W	0.004	0.080	0.047	-0.014
YKL037W	0.149	0.080	0.109	0.163
YLR134W	-0.017	0.080	0.015	-0.116
YML022W	0.264	0.080	0.087	0.247
YNL014W	0.017	0.080	0.018	-0.016
YPR127W	0.054	0.080	0.005	0.000
YCR036W	0.280	0.081	0.154	0.122
YCR068W	0.264	0.081	-0.033	0.004
YFR010W	-0.070	0.081	-0.002	-0.385
YGL236C	0.099	0.081	0.007	0.593
YGR061C	-0.008	0.081	0.175	0.273
YIL084C	0.013	0.081	0.004	0.253
YKL161C	0.006	0.081	0.036	0.011
YKL162C	0.006	0.081	-0.045	0.030
YKR060W	0.047	0.081	0.180	0.100
YLR189C	0.028	0.081	0.027	0.115
YPL098C	0.153	0.081	0.203	0.265
YPL224C	0.012	0.081	-0.040	0.040
YPR069C	-0.005	0.081	0.006	-0.105
YBL036C	0.066	0.082	-0.056	0.113
YBR092C	0.067	0.082	0.004	0.116
YDR421W	0.063	0.082	0.029	0.145
YGL234W	-0.074	0.082	0.222	0.210
YGL235W	0.064	0.082	0.053	0.136
YGR238C	0.044	0.082	-0.008	0.079
YKL064W	0.033	0.082	0.078	0.059
YKL160W	0.103	0.082	0.001	-0.011
YKL201C	0.012	0.082	0.085	-0.029
YLR021W	0.160	0.082	-0.010	0.242
YLR179C	-0.025	0.082	0.010	0.112
YLR250W	-0.006	0.082	0.039	-0.029
YOL137W	0.019	0.082	0.172	0.066
YOR298C-A	0.096	0.172	-0.005	0.119
YOR379C	0.190	0.082	-0.021	0.280
YPL005W	0.058	0.082	NaN	0.503
YPR075C	-0.058	0.082	0.008	-0.051
YCL040W	0.201	0.083	0.148	0.246
YCR106W	-0.014	0.083	0.012	0.068
YDL057W	-0.075	0.083	0.001	-0.154
YDL197C	-0.022	0.083	0.010	0.032
YDR011W	0.089	0.083	-0.074	0.071
YDR357C	0.021	0.083	0.066	-0.024
YGR152C	-0.011	0.083	0.029	-0.070
YGR222W	0.283	0.083	0.238	0.179
YHR003C	0.007	0.083	0.102	0.039
YIL052C	0.149	0.083	0.063	0.297
YIR035C	0.054	0.083	0.043	0.192
YIR036C	0.051	0.083	0.030	0.215
YKL106W	-0.030	0.083	0.005	0.120
YKL124W	0.054	0.083	0.027	0.086
YKR017C	-0.031	0.083	0.102	-0.028
YKR044W	-0.006	0.083	0.013	0.000
YKR059W	0.051	0.083	0.064	0.048
YLR319C	-0.006	0.083	0.074	0.045
YMR158C-B	0.009	0.083	-0.007	0.077
YOR213C	0.051	0.083	-0.022	0.009
YOR332W	0.220	0.083	0.058	0.282
YBL048W	0.029	0.084	-0.005	0.033
YBR242W	0.126	0.084	0.050	0.172
YCR085W	0.127	0.084	-0.014	-0.093
YDL236W	-0.008	0.084	0.007	-0.166
YDR112W	0.051	0.084	0.035	0.081
YDR513W	0.027	0.084	0.021	0.018
YGL156W	-0.007	0.084	0.077	0.003
YGL222C	0.011	0.084	-0.033	0.042
YGR059W	0.035	0.084	-0.009	0.017
YGR125W	0.114	0.084	0.085	0.063
YKL027W	0.054	0.084	0.128	0.084
YKL217W	0.066	0.084	0.072	0.120
YLR177W	-0.085	0.084	0.009	-0.046
YML067C	0.003	0.084	-0.062	0.022
YMR071C	-0.027	0.084	-0.004	0.016
YOL125W	0.066	0.084	-0.009	0.077
YOR290C	-0.012	0.084	NaN	-0.159
YPL009C	0.065	0.084	0.002	0.206
YPR031W	-0.099	0.084	-0.033	-0.100
YPR032W	-0.053	0.084	-0.212	-0.050
YPR093C	-0.077	0.084	0.097	-0.073
YCR010C	0.078	0.085	-0.018	0.056
YDR031W	-0.008	0.085	0.041	0.042
YDR358W	-0.034	0.085	0.039	0.033
YER177W	0.163	0.085	0.161	0.403
YHR146W	0.083	0.085	0.057	0.102
YKL123W	0.025	0.085	0.007	0.021
YKR010C	0.010	0.085	0.075	-0.023
YMR085W	-0.077	0.085	0.005	0.039
YNL049C	-0.031	0.085	0.044	-0.052
YNR025C	-0.025	0.085	0.137	-0.015
YPR042C	0.012	0.085	-0.027	0.132
YPR098C	-0.079	0.085	-0.025	-0.065
YBR072W	0.173	0.086	0.098	0.164
YGR242W	0.033	0.086	0.009	0.038
YKR089C	0.052	0.086	0.117	0.067
YLR395C	0.029	0.086	0.014	0.038
YMR081C	-0.016	0.086	-0.009	-0.007
YNL146W	0.008	0.086	-0.077	-0.035
YOR227W	0.018	0.086	-0.023	0.019
YFL044C	0.041	0.087	0.045	0.037
YFR046C	0.018	0.087	-0.007	0.067
YGL053W	0.047	0.087	0.006	0.059
YGL079W	0.017	0.087	-0.011	0.084
YGR001C	0.075	0.087	0.048	-0.004
YGR234W	0.051	0.087	0.029	0.146
YKR041W	0.002	0.087	-0.096	-0.011
YOR030W	0.191	0.087	0.009	0.420
YPR004C	-0.051	0.087	0.046	-0.002
YCR050C	0.125	0.088	0.061	0.017
YDR445C	-0.031	0.088	0.095	-0.160
YGR233C	0.052	0.088	0.205	0.122
YIL135C	0.198	0.088	0.009	0.221
YJL012C	0.111	0.088	0.007	0.387
YLR205C	0.109	0.088	0.057	0.199
YLR278C	0.036	0.088	0.027	-0.070
YLR390W-A	0.094	0.088	-0.025	0.082
YLR453C	-0.034	0.088	0.025	0.039
YNR024W	0.033	0.088	0.031	0.115
YOR191W	0.023	0.088	0.160	0.245
YPR026W	0.046	0.088	-0.007	-0.012
YCL047C	-0.001	0.089	0.009	0.080
YDL072C	-0.002	0.089	-0.002	0.010
YDL199C	0.059	0.089	0.050	0.135
YDR202C	0.294	0.089	-0.059	-0.013
YDR266C	0.198	0.089	0.081	0.525
YFL041W	0.010	0.089	0.090	0.056
YFL051C	0.041	0.089	0.094	0.030
YGL042C	0.076	0.089	0.028	0.084
YGL062W	0.018	0.089	0.000	0.163
YGL159W	0.047	0.089	0.028	0.111
YGR161C	0.022	0.089	0.051	-0.063
YGR249W	0.028	0.089	0.011	0.031
YKL067W	0.064	0.089	0.015	0.080
YKL198C	0.092	0.089	0.016	0.134
YKR087C	0.032	0.089	-0.027	0.139
YLR164W	-0.024	0.089	0.043	0.052
YLR173W	0.064	0.089	0.082	0.061
YLR455W	0.031	0.089	0.093	0.016
YMR090W	-0.028	0.089	0.036	0.028
YOL088C	0.052	0.089	0.017	-0.017
YPL183C	0.099	0.089	-0.023	0.106
YPR079W	-0.046	0.089	-0.018	-0.032
YPR173C	-0.010	0.089	0.064	0.016
YGR108W	0.043	0.090	0.095	0.046
YOR339C	0.243	0.090	-0.133	0.453
YDR051C	-0.015	0.091	-0.005	-0.027
YDR144C	-0.007	0.091	0.043	-0.140
YDR329C	0.108	0.091	-0.184	0.342
YGL166W	0.052	0.091	0.018	0.147
YGR019W	-0.009	0.091	0.016	-0.011
YGR038W	0.042	0.091	0.073	-0.043
YGR127W	0.102	0.091	0.035	0.166
YIR034C	-0.018	0.091	0.006	0.130
YLR281C	-0.045	0.091	-0.015	-0.078
YLR335W	0.193	0.091	-0.013	0.026
YOL141W	0.042	0.091	-0.017	-0.020
YOR245C	0.020	0.091	0.028	0.052
YBR059C	0.224	0.092	0.071	0.098
YBR240C	0.105	0.092	0.068	0.177
YDL233W	0.055	0.092	0.059	0.112
YDR100W	0.094	0.092	0.044	0.088
YDR502C	0.037	0.092	0.025	0.034
YLR254C	-0.051	0.092	0.085	-0.056
YMR282C	-0.013	0.092	NaN	NaN
YDL024C	0.068	0.093	0.107	0.127
YGL059W	0.102	0.093	0.075	0.135
YGL203C	0.177	0.093	0.061	0.052
YGR089W	-0.005	0.093	0.053	0.059
YJR033C	0.352	0.093	-0.090	0.094
YKL107W	0.045	0.093	0.034	0.130
YKL133C	0.038	0.093	0.050	0.065
YLR133W	0.087	0.093	0.014	0.066
YLR248W	0.012	0.093	0.042	-0.057
YMR194C-A	0.030	0.093	0.006	0.049
YNL233W	0.070	0.093	0.028	0.085
YOR113W	0.003	0.093	-0.018	-0.034
YPR058W	0.004	0.093	-0.014	0.065
YDL215C	0.033	0.094	-0.018	0.055
YDR309C	0.111	0.094	0.071	0.036
YGL202W	0.080	0.094	-0.029	0.111
YLR303W	-0.043	0.094	0.026	0.053
YMR084W	-0.025	0.094	-0.004	-0.005
YNL086W	0.049	0.094	-0.098	0.099
YNR034W	0.056	0.094	0.124	0.071
YPR012W	-0.002	0.094	0.030	0.045
YPR114W	-0.039	0.094	0.077	0.073
YDL138W	0.096	0.095	0.063	0.040
YDL218W	0.048	0.095	0.032	0.082
YDR072C	-0.039	0.095	0.105	-0.259
YDR123C	0.029	0.095	0.044	0.068
YGL158W	0.010	0.095	0.033	0.073
YGL209W	0.027	0.095	0.046	0.021
YGR260W	-0.056	0.095	-0.071	-0.015
YNL229C	0.238	0.095	NaN	-0.082
YNR031C	0.085	0.095	-0.053	-0.169
YPR172W	0.033	0.095	0.013	0.029
YDR239C	0.019	0.096	0.019	-0.058
YDR351W	-0.015	0.096	0.025	0.008
YFL055W	0.038	0.096	-0.038	0.141
YGL152C	-0.035	0.096	-0.009	0.025
YGR136W	-0.004	0.096	0.062	-0.147
YIL038C	0.406	0.096	0.060	0.613
YKL020C	0.073	0.096	-0.015	0.060
YKL102C	0.022	0.096	0.024	0.072
YKR077W	-0.029	0.096	-0.025	-0.116
YKR098C	0.058	0.096	0.089	-0.038
YLR138W	0.083	0.096	0.086	-0.026
YLR460C	-0.006	0.096	0.033	0.024
YML076C	-0.018	0.096	0.016	0.052
YMR191W	0.032	0.096	0.043	0.128
YPL232W	0.080	0.096	-0.007	0.095
YBL028C	0.020	0.097	-0.001	0.122
YCR049C	0.079	0.097	0.040	-0.023
YDL230W	0.196	0.097	0.042	0.314
YGL028C	0.041	0.097	0.123	0.040
YGL177W	0.005	0.097	0.062	0.089
YGR247W	0.025	0.097	0.030	0.055
YIL018W	0.121	0.097	0.127	0.204
YKL051W	0.073	0.097	0.009	0.158
YKR027W	0.110	0.097	0.122	0.374
YKR065C	0.058	0.097	0.028	0.093
YLR219W	0.068	0.097	0.079	0.222
YLR247C	-0.018	0.097	0.116	0.004
YLR454W	0.015	0.097	0.046	0.078
YNR072W	-0.040	0.097	0.013	0.111
YOL129W	0.074	0.097	0.026	0.016
YOR112W	0.028	0.097	-0.036	0.275
YCR102W-A	-0.058	0.098	0.006	-0.017
YGR178C	-0.025	0.098	-0.100	0.070
YKL066W	0.037	0.098	0.032	0.080
YKR096W	0.044	0.098	0.074	-0.143
YLR047C	-0.037	0.098	NaN	NaN
YNR027W	-0.012	0.098	NaN	0.051
YOL117W	0.031	0.098	-0.030	-0.047
YDL239C	0.047	0.099	0.177	-0.011
YDR294C	0.035	0.099	0.026	0.218
YDR503C	-0.006	0.099	0.053	0.064
YER110C	0.257	0.099	0.030	0.198
YFR020W	0.038	0.099	0.080	0.159
YGL026C	0.188	0.099	0.026	0.487
YGL090W	0.032	0.099	-0.041	0.057
YGL217C	0.041	0.099	0.046	0.071
YGR077C	0.018	0.099	0.093	-0.034
YGR142W	0.000	0.099	0.084	-0.070
