orf	hom | sporulation efficiency | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | dyad formation (percentage of cells forming dyads) | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | chromosome segregation (percentage of tetrads with 1 chromosome/cell) | sporulation medium [unknown] | Marston AL~Amon A, 2004
YLR388W	52.0	35.0	80.0
YLR389C	52.0	40.0	80.0
YLR390W	54.0	33.0	67.0
YLR390W-A	56.0	27.0	77.5
YLR392C	72.0	44.0	84.0
YLR393W	56.0	27.0	84.0
YLR394W	56.0	52.0	82.0
YLR395C	62.0	26.0	88.0
YLR396C	65.0	45.0	84.0
YLR398C	52.0	37.0	82.0
YLR399C	46.0	35.0	65.0
YLR400W	68.0	49.0	74.0
YLR401C	80.0	24.0	90.0
YLR402W	45.0	58.0	79.0
YLR403W	62.0	37.0	86.0
YLR404W	39.0	26.0	90.0
YLR405W	63.0	25.0	83.0
YLR406C	61.0	44.0	81.0
YLR407W	57.0	25.0	90.0
YLR408C	57.0	32.0	82.0
YLR410W	68.0	31.0	79.0
YLR412W	63.0	40.0	88.0
YLR413W	38.0	8.0	90.0
YLR414C	68.0	46.0	80.0
YLR415C	21.0	24.0	90.0
YLR416C	58.0	36.0	89.0
YLR417W	52.0	46.0	84.0
YLR418C	69.0	39.0	82.0
YLR420W	23.0	22.0	33.0
YLR421C	74.0	28.0	84.0
YLR422W	49.0	12.0	82.0
YLR423C	26.0	27.0	80.0
YLR425W	49.0	39.0	87.0
YLR426W	45.0	30.0	86.0
YLR427W	49.0	27.0	88.0
YLR428C	46.0	22.0	82.0
YLR429W	30.0	17.0	84.0
YLR431C	40.0	10.0	79.0
YLR432W	42.0	29.0	88.0
YLR433C	32.0	22.0	71.0
YLR434C	44.0	32.0	64.0
YLR435W	36.0	28.0	63.0
YLR436C	44.0	23.0	71.0
YLR437C	33.0	42.0	92.0
YLR438W	43.0	30.0	86.0
YLR439W	46.0	39.0	85.0
YLR441C	35.0	9.0	72.0
YLR442C			
YLR443W	37.0	22.0	80.0
YLR444C	32.0	25.0	88.0
YLR445W	34.0	32.0	74.0
YLR446W	37.0	19.0	82.0
YLR447C	37.0	22.0	45.0
YLR448W	33.0	30.0	72.0
YLR449W	40.0	28.0	87.0
YLR450W	31.0	39.0	75.0
YLR451W	53.0	15.0	72.0
YLR452C	39.0	21.0	84.0
YLR453C	28.0	4.0	77.0
YLR454W	45.0	11.0	83.0
YLR455W	54.0	54.0	88.0
YLR456W	39.0	18.0	86.0
YLR460C	50.0	16.0	86.0
YLR461W	47.0	28.0	85.0
YML001W	25.0	44.0	81.0
YML002W	22.0	18.0	85.0
YML003W	24.0	46.0	74.0
YML004C	59.0	17.0	79.0
YML005W	53.0	57.0	94.0
YML006C	31.0	6.0	88.0
YML007W	16.0	50.0	91.0
YML008C	46.0	20.0	87.0
YML009C	41.0	22.0	77.5
YML009C-A	39.0	28.0	74.0
YML009W-B	29.0	41.0	88.0
YML011C	14.0	29.0	87.0
YML012C-A	49.0	24.0	92.0
YML012W	10.0	50.0	87.0
YML013W	62.0	26.0	74.0
YML014W	15.0	33.0	34.0
YML016C	47.0	28.0	79.0
YML017W	38.0	37.0	64.0
YML018C	55.0	36.0	50.0
YML019W	34.0	9.0	81.0
YML020W	43.0	37.0	56.0
YML021C	31.0	23.0	74.0
YML022W	59.0	31.0	81.0
YML024W	21.0	52.0	68.0
YML026C	40.0	23.0	88.0
YML027W	45.0	16.0	94.0
YML028W	27.0	26.0	78.0
YML029W	21.0	14.0	79.0
YML030W	58.0	26.0	71.0
YML032C	38.0	34.0	65.0
YML034C-A	33.0	36.0	88.0
YML034W	29.5	31.0	88.0
YML035C	51.0	37.0	80.0
YML036W	51.0	22.0	89.0
YML037C	27.0	30.0	81.0
YML038C	51.0	14.0	92.0
YML041C	55.0	40.0	78.0
YML042W	52.0	33.0	82.0
YML047C	49.0	20.0	84.0
YML047W-A	39.0	28.0	80.0
YML048W	53.0	43.0	64.0
YML050W	54.0	43.0	76.0
YML051W	39.0	44.0	58.0
YML052W	44.0	45.0	77.0
YML053C	46.0	37.0	74.0
YML054C	51.0	41.0	72.0
YML055W	56.0	36.0	78.0
YML056C	48.0	38.0	84.0
YML057C-A	42.0	40.0	79.0
YML058W	59.0	37.0	66.0
YML059C	49.0	43.0	82.0
YML060W	43.0	30.0	69.0
YML061C	34.0	68.0	
YML062C	61.0	41.0	72.0
YML063W	55.0	11.0	66.0
YML066C	7.0	43.0	
YML067C	49.0	40.0	92.0
YML068W	44.0	34.0	84.0
YML070W	49.0	47.0	86.0
YML071C	59.0	36.0	66.0
YML072C	48.0	32.0	74.0
YML073C	49.0	29.0	90.0
YML074C			
YML075C	48.0	33.0	61.0
YML076C	45.0	33.0	85.0
YML078W	51.0	39.0	
YML079W	44.0	45.0	
YML080W	51.0	43.0	
YML081C-A	31.0	39.0	94.0
YML081W	50.0	60.0	
YML082W	49.0	39.0	
YML083C	59.0	37.0	
YML084W	38.0	79.0	
YML086C	56.0	33.5	86.0
YML087C	39.0	54.0	
YML088W	25.0	28.0	
YML089C	33.0	18.0	
YML090W	51.0	49.0	73.0
YML094C-A	29.0	28.0	47.0
YML094W	50.0	30.0	76.0
YML095C	59.0	34.0	90.0
YML096W	56.0	48.0	67.0
YML097C	46.0	20.0	82.0
YML099C	58.0	38.0	88.0
YML100W	48.0	46.0	68.0
YML100W-A	41.0	29.0	70.0
YML101C	48.0	33.0	80.0
YML101C-A	49.0	43.0	84.0
YML102W	52.0	42.0	82.0
YML103C	58.0	48.0	74.0
YML104C	57.0	33.0	90.0
YML106W	62.0	34.0	76.0
YML107C	56.0	43.0	94.0
YML108W	70.0	50.0	84.0
YML109W	58.0	41.0	69.0
YML110C	51.0	39.0	86.0
YML111W	58.0	47.0	64.0
YML112W	55.0	51.0	82.0
YML113W	63.0	46.0	86.0
YML115C	20.0	50.0	69.0
YML116W	64.0	42.0	92.0
YML116W-A	40.0	20.0	98.0
YML117W	48.0	31.0	94.0
YML118W	61.0	31.0	84.0
YML119W	45.0	47.0	84.0
YML120C	39.0	26.0	59.0
YML121W	48.0	27.0	92.0
YML122C	64.0	42.0	88.0
YML123C	45.0	36.0	82.0
YML124C	65.0	35.0	74.0
YML128C	48.0	46.0	58.0
YML129C	21.0	38.0	92.0
YML131W	63.0	33.0	83.0
YMR002W	54.0	43.0	93.0
YMR003W	24.0	21.0	73.0
YMR004W	43.0	30.0	79.0
YMR006C	14.0	36.0	85.0
YMR007W	71.0	11.0	85.0
YMR008C	7.0	29.0	92.0
YMR009W	38.0	24.0	89.0
YMR010W	27.0	33.0	88.0
YMR011W	48.0	29.0	92.0
YMR012W	13.0	8.0	89.0
YMR014W	13.0	31.0	41.0
YMR015C	57.0	19.0	82.0
YMR016C	39.0	26.0	85.0
YMR017W	2.0	50.0	
YMR018W	38.0	37.0	88.0
YMR019W	27.0	37.0	82.0
YMR020W	16.0	50.0	
YMR021C	49.0	31.0	78.0
YMR022W	55.0	58.0	86.0
YMR023C	59.0	15.0	91.0
YMR024W	32.0	31.0	92.0
YMR025W	32.0	25.0	84.0
YMR026C	17.0	41.0	84.0
YMR027W	42.0	24.0	89.0
YMR029C	57.0	17.0	87.0
YMR030W	19.0	32.0	77.0
YMR031C	39.0	38.0	94.0
YMR031W-A	34.0	38.0	94.0
YMR032W	34.0	38.0	31.0
YMR034C	43.0	28.0	78.0
YMR035W	36.0	25.0	87.0
YMR036C	51.0	26.0	85.0
YMR037C	53.0	36.0	79.0
YMR038C	45.0	38.0	79.0
YMR039C	20.0	30.0	86.0
YMR040W	50.0	16.0	92.0
YMR041C	25.0	23.0	90.0
YMR042W	39.0	37.0	64.0
YMR044W	38.0	11.0	89.0
YMR048W	59.0	42.0	55.0
YMR052C-A	71.0	26.0	93.0
YMR052W	66.0	9.0	89.0
YMR053C	62.0	39.0	92.0
YMR054W	40.0	35.0	55.0
YMR055C	76.0	13.0	91.0
YMR056C	38.0	13.0	93.0
YMR057C	60.0	25.0	
YMR058W	56.0	23.0	28.0
YMR060C	29.0	21.0	74.0
YMR062C	85.0	54.0	76.0
YMR063W	80.0	38.0	63.0
YMR064W	67.0	28.0	74.0
YMR065W	58.0	45.0	76.0
YMR066W	49.0	47.0	86.0
YMR067C	61.0	44.0	70.0
YMR068W	61.0	34.0	80.0
YMR069W	42.0	36.0	76.0
YMR070W	46.0	59.0	78.0
YMR071C	58.0	38.0	82.0
YMR072W	49.0	39.0	76.0
YMR073C	50.0	52.0	94.0
YMR074C	58.0	34.0	91.0
YMR075C-A	56.0	36.0	78.0
YMR075W	54.0	43.0	69.0
YMR077C	63.0	35.0	78.0
YMR078C	44.0	23.0	70.0
YMR080C	73.0	16.0	80.0
YMR081C	67.0	19.0	63.0
YMR082C	47.0	30.0	96.0
YMR083W	49.0	31.0	88.0
YMR084W	66.0	36.0	72.0
YMR085W	53.0	64.0	74.0
YMR086C-A	49.0	37.0	65.0
YMR086W	51.0	37.0	90.0
YMR087W	28.0	32.0	88.0
YMR088C	75.0	43.0	74.0
YMR089C	48.0	33.0	72.0
YMR090W	54.0	48.0	83.0
YMR091C	52.0	31.0	5.0
YMR092C	50.0	38.0	80.0
YMR095C	64.0	48.0	81.0
YMR096W	52.0	33.0	84.0
YMR097C	54.0	35.0	83.0
YMR098C	61.0	39.0	88.0
YMR099C	55.0	35.0	80.0
YMR100W	67.0	34.0	31.0
YMR101C	24.0	29.0	
YMR102C	61.0	38.0	98.0
YMR103C	45.0	49.0	86.0
YMR104C	36.0	39.0	88.0
YMR105C	32.0	31.0	72.0
YMR106C	70.0	41.0	84.0
YMR107W	53.0	28.0	94.0
YMR109W	63.0	52.0	83.0
YMR110C	77.0	51.0	82.0
YMR111C	75.0	59.0	90.0
YMR114C	61.0	38.0	80.0
YMR115W	59.0	46.0	74.0
YMR116C	71.0	41.0	76.0
YMR118C	47.0	23.0	77.0
YMR119W	46.0	20.0	96.0
YMR119W-A	74.0	39.0	78.0
YMR120C	73.0	51.0	86.0
YMR121C	55.0	53.0	78.0
YMR122C	71.0	51.0	72.0
YMR123W	60.0	30.0	78.0
YMR124W	70.0	50.0	77.0
YMR125W	51.0	33.0	9.0
YMR126C	58.0	53.0	82.0
YMR127C	74.0	43.0	88.0
YMR129W	55.0	38.0	90.0
YMR130W	48.0	38.0	90.0
YMR132C	59.0	32.0	88.0
YMR133W	41.0	32.0	86.0
YMR135C	49.0	29.0	84.0
YMR135W-A	52.0	40.0	68.0
YMR136W	47.0	39.0	82.0
YMR137C	39.0	28.0	89.0
YMR138W	40.0	33.0	73.0
YMR139W	34.0	35.0	86.0
YMR140W	39.0	28.0	82.0
YMR141C	50.0	22.0	78.0
YMR142C	48.0	38.0	31.0
YMR143W	50.0	40.0	81.0
YMR144W	65.0	18.0	93.0
YMR145C	69.0	28.0	78.0
YMR147W	38.0	18.0	96.0
YMR148W	36.0	33.0	94.0
YMR150C	48.0	33.0	89.0
YMR151W	60.0	20.0	90.0
YMR152W	52.0	31.0	74.0
YMR153C-A	71.0	35.0	78.0
YMR153W	57.0	32.0	76.0
YMR154C	28.0	18.0	66.0
YMR155W	24.0	38.0	89.0
YMR156C	37.0	24.0	72.0
YMR157C	11.0	45.0	72.0
YMR158C-A	36.0	3.0	80.0
YMR158W	52.0	27.0	57.0
YMR158W-B	9.0	11.0	76.0
YMR159C	1.0	0.0	
YMR160W	38.0	33.5	77.0
YMR161W	58.0	14.0	86.0
YMR162C	73.0	21.0	92.0
YMR163C	81.0	33.0	78.0
YMR164C	56.0	32.0	84.0
YMR166C	62.0	42.0	67.0
YMR167W	37.0	22.0	82.0
YMR169C	30.0	28.5	76.0
YMR170C	61.0	13.0	77.0
YMR171C	38.0	34.0	94.0
YMR172C-A	39.0	15.0	80.0
YMR172W	35.0	48.0	81.0
YMR173W	51.0	24.0	92.0
YMR173W-A	17.0	41.0	66.0
YMR174C	52.0	24.5	64.5
YMR175W	51.0	31.0	76.0
YMR176W	72.0	32.0	67.0
YMR177W	72.0	36.0	90.0
YMR178W	46.0	28.0	88.0
YMR179W	46.0	37.0	59.0
YMR180C	55.0	18.0	80.0
YMR181C	73.0	34.0	82.0
YMR182C	20.0	20.0	92.0
YMR183C	5.0	0.0	90.0
YMR184W	70.0	29.0	
YMR185W	65.0	29.0	63.0
YMR186W	62.0	29.0	89.0
YMR187C	38.0	37.0	74.0
YMR188C	28.0	29.0	79.0
YMR189W	55.0	38.0	79.0
YMR190C	45.0	20.0	83.0
YMR191W	60.0	23.0	82.0
YMR192W	66.0	29.0	82.0
YMR193C-A	35.0	20.0	88.0
YMR193W	54.0	35.0	78.0
YMR194C-A	50.0	24.0	83.0
YMR194W	34.0	24.0	64.0
YMR195W	49.0	37.0	55.0
YMR196W	68.0	32.0	69.0
YMR198W	67.5	35.5	80.0
YMR199W	71.0	3.0	92.0
YMR201C	41.0	20.0	88.0
YMR202W	62.0	23.0	67.0
YMR204C	59.0	22.0	80.0
YMR205C	17.0	24.0	62.0
YMR206W	63.0	19.0	80.0
YMR207C	29.0	45.0	73.0
YMR209C	73.0	33.0	80.0
YMR210W	71.0	11.0	90.0
YMR214W	18.0	44.0	86.0
YMR215W	40.0	25.0	96.0
YMR216C	42.0	33.0	94.0
YMR219W	64.0	27.0	92.0
YMR221C	58.0	29.0	79.0
YMR222C	55.0	40.0	89.0
YMR223W	64.0	20.0	72.0
YMR224C	42.0	33.0	88.0
YMR225C	54.0	31.0	86.0
YMR226C	55.0	16.0	76.0
YMR228W	38.0	13.0	75.0
YMR230W	21.0	29.0	46.0
YMR231W	61.0	41.0	92.0
YMR232W	46.0	17.0	84.0
YMR233W	48.0	10.0	84.0
YMR234W	55.0	25.0	69.0
YMR237W	60.0	28.0	86.0
YMR238W	45.0	20.0	92.0
YMR241W	53.0	30.0	86.0
YMR242C	64.0	36.0	46.0
YMR243C	65.0	28.0	84.0
YMR244C-A	41.0	41.0	90.0
YMR244W	48.0	23.0	77.0
YMR245W	26.0	35.0	70.0
YMR246W	44.0	18.0	75.0
YMR247C	54.0	33.0	85.0
YMR250W	43.0	9.0	79.0
YMR251W	40.0	18.0	90.0
YMR251W-A	42.0	17.0	68.0
YMR252C	28.0	25.0	90.0
YMR253C	55.0	22.0	89.0
YMR254C	65.0	12.0	92.0
YMR255W	68.0	16.0	80.0
YMR256C	30.0	17.0	90.0
YMR257C	3.0	0.0	
YMR258C	55.0	18.0	89.0
YMR259C	65.0	9.0	84.0
YMR261C	47.0	11.0	69.0
YMR262W	55.0	24.0	86.0
YMR263W	36.0	19.0	91.0
YMR264W	58.0	10.0	85.0
YMR265C	48.0	27.0	89.0
YMR266W	38.0	24.0	82.0
YMR267W	25.0	4.0	81.0
YMR269W	60.0	20.0	86.0
YMR271C	53.0	49.0	65.0
YMR272C	48.0	19.0	82.0
YMR273C	58.0	19.0	84.0
YMR274C	65.0	12.0	81.0
YMR275C	62.0	13.0	78.0
YMR276W	62.0	23.0	87.0
YMR278W	44.0	14.0	90.0
YMR279C	67.0	61.0	88.0
YMR280C	44.0	23.0	82.0
YMR282C	29.0	14.0	90.0
YMR283C	45.0	9.0	89.0
YMR284W	58.0	26.0	85.0
YMR285C	69.0	14.0	80.0
YMR286W	26.0	8.0	71.0
YMR287C	26.0	31.0	93.0
YMR289W	48.0	15.0	89.0
YMR291W	39.0	15.0	89.0
YMR292W	55.0	18.0	81.0
YMR293C	40.0	28.0	82.0
YMR294W	72.0	11.0	82.0
YMR294W-A	50.0	14.0	83.0
YMR295C	53.0	11.0	83.0
YMR297W	22.0	23.0	76.0
YMR299C	47.0	15.0	81.0
YMR300C	35.0	20.0	85.0
YMR302C	74.0	15.0	75.0
YMR303C	73.0	22.0	93.0
YMR304C-A	27.0	52.0	87.0
YMR304W	57.0	21.0	80.0
YMR305C	44.0	27.0	90.0
YMR306C-A	48.0	15.0	78.0
YMR306W	54.0	28.0	86.0
YMR307W	47.0	15.0	67.0
YMR310C	42.0	17.0	89.0
YMR311C	63.0	22.0	77.0
YMR312W	67.0	42.0	62.0
YMR313C	56.0	27.0	70.0
YMR315W	47.0	40.0	84.0
YMR316C-A	73.0	37.0	90.0
YMR316C-B	74.0	30.0	92.0
YMR316W	57.0	32.0	95.0
YMR317W	63.0	37.0	90.0
YMR318C	60.0	43.0	92.0
YMR319C	74.0	62.0	86.0
YMR320W	76.0	41.0	78.0
YMR322C	74.0	18.0	80.0
YMR326C	62.0	23.0	88.0
YNL001W	32.0	13.0	84.0
YNL003C	47.0	17.0	91.0
YNL004W	38.0	0.0	94.0
YNL005C	37.0	8.0	82.0
YNL008C	61.0	15.0	83.0
YNL009W	52.0	23.0	86.0
YNL010W	65.0	22.0	82.0
YNL011C	50.5	37.5	72.5
YNL012W	15.0	33.0	86.0
YNL013C	39.0	10.0	93.0
YNL014W	45.5	28.5	92.0
YNL015W	39.0	21.0	86.0
YNL016W	45.0	13.0	80.0
YNL020C	31.0	6.0	97.0
YNL021W	45.0	13.0	76.0
YNL022C	57.0	16.0	80.0
YNL023C	36.0	11.0	79.0
YNL024C	56.0	34.0	62.0
YNL025C	42.0	31.0	96.0
YNL027W	40.0	3.0	96.0
YNL028W	47.0	4.0	94.0
YNL029C	33.0	3.0	92.0
YNL030W	31.0	10.0	91.0
YNL031C	46.0	24.0	96.0
YNL032W	49.0	16.0	92.0
YNL034W	60.0	28.0	86.0
YNL035C	38.0	21.0	68.0
YNL037C	41.0	37.0	82.0
YNL040W	47.0	6.0	86.0
YNL041C	32.0	16.0	86.0
YNL042W	49.0	16.0	91.0
YNL043C	37.0	24.0	80.0
YNL044W	38.0	26.0	86.0
YNL045W	21.0	14.0	92.0
YNL046W	53.0	21.0	83.0
YNL047C	55.0	31.0	77.0
YNL049C	49.0	18.0	64.0
YNL050C	58.0	16.0	75.0
YNL051W	64.0	47.0	82.0
YNL052W	68.0	59.0	85.0
YNL053W	81.0	12.0	75.0
YNL054W	35.0	31.0	47.0
YNL055C	69.0	32.0	67.0
YNL056W	47.0	57.0	84.0
YNL057W	39.0	13.0	76.0
YNL058C	38.0	42.0	68.0
YNL059C	40.0	33.0	0.0
YNL063W	37.0	22.0	76.0
YNL064C	30.0	33.0	60.0
YNL065W	33.0	55.0	76.0
YNL066W	71.0	37.0	82.0
YNL067W	37.0	43.0	88.0
YNL068C	50.0	48.0	79.0
YNL069C	35.0	37.0	68.0
YNL070W	50.0	46.0	58.0
YNL071W	81.0	56.0	74.0
YNL072W	46.0	54.0	53.0
YNL073W	58.0	59.0	69.0
YNL074C	62.0	31.0	87.0
YNL076W	68.0	41.0	85.0
YNL077W	30.0	17.0	89.0
YNL078W	65.0	54.0	84.0
YNL079C	33.0	33.0	87.0
YNL080C	67.0	55.0	72.0
YNL081C	6.0	50.0	51.0
YNL082W	59.0	61.0	70.0
YNL083W	53.0	32.0	70.0
YNL084C	80.0	19.0	84.0
YNL085W	42.0	48.0	83.0
YNL086W	46.0	33.0	84.0
YNL087W	66.0	55.0	86.0
YNL089C	51.0	33.0	73.0
YNL090W	33.0	45.0	88.0
YNL091W	61.0	57.0	76.0
YNL092W	33.0	16.0	84.0
YNL093W	60.0	33.0	74.0
YNL094W	31.0	19.0	73.0
YNL095C	57.0	56.0	82.0
YNL096C	45.0	22.0	80.0
YNL097C	64.0	39.0	89.0
YNL098C	25.0	16.0	73.0
YNL099C	71.0	54.0	84.0
YNL100W	48.0	42.0	98.0
YNL101W	44.0	7.0	86.0
YNL104C	75.0	47.0	84.0
YNL105W	47.0	38.0	73.0
YNL106C	63.0	46.0	76.0
YNL107W	55.0	55.0	68.0
YNL108C	37.0	27.0	80.0
YNL109W	27.0	56.0	88.0
YNL111C	60.0	35.0	80.0
YNL115C	61.0	46.0	86.0
YNL116W	56.0	21.0	86.0
YNL117W	38.0	42.0	94.0
YNL119W	62.0	47.0	94.0
YNL120C	69.0	58.0	88.0
YNL121C	53.0	42.0	67.0
YNL122C	20.0	50.0	83.0
YNL123W	54.0	37.0	84.0
YNL125C	66.0	36.0	94.0
YNL127W	18.0	6.0	92.0
YNL128W	47.0	30.0	80.0
YNL129W	23.0	22.0	81.0
YNL130C	64.0	50.0	82.0
YNL133C	40.0	33.0	85.0
YNL134C	36.0	42.0	86.0
YNL135C	66.0	14.0	59.0
YNL136W	41.0	20.0	85.0
YNL138W	71.0	20.0	74.0
YNL139C	30.0	57.0	11.0
YNL140C	59.0	22.0	49.0
YNL141W	38.0	29.0	70.0
YNL142W	65.0	49.0	88.0
YNL143C	61.0	23.0	82.0
YNL144C	53.0	38.0	80.0
YNL145W	21.0	29.0	74.0
YNL146W	15.0	40.0	72.0
YNL147W	71.0	41.0	81.0
YNL148C	42.0	29.0	79.0
YNL154C	69.0	14.0	
YNL155W	67.0	17.0	
YNL157W	46.0	22.0	95.0
YNL159C	50.0	22.0	
YNL160W	66.0	9.0	62.0
YNL167C	61.0	26.0	91.0
YNL168C	35.0	14.0	91.0
YNL170W	55.0	22.0	95.0
YNL173C	48.0	35.0	85.0
YNL175C	66.0	21.0	76.0
YNL176C	49.0	14.0	83.0
YNL177C	40.0	5.0	91.0
YNL179C	57.0	22.0	98.0
YNL180C	29.0	21.0	76.0
YNL183C	43.0	35.0	92.0
YNL184C	6.0	0.0	
YNL185C	22.0	14.0	53.0
YNL187W	40.0	23.0	84.0
YNL190W	49.0	31.0	98.0
YNL191W	44.0	18.0	98.0
YNL193W	59.0	27.0	93.0
YNL194C	46.0	24.0	95.0
YNL195C	44.0	9.0	95.0
YNL196C	42.0	17.0	69.0
YNL197C	9.0	11.0	
YNL198C	59.0	20.0	86.0
YNL199C	39.0	21.0	89.0
YNL200C	52.0	17.0	91.0
YNL201C	47.0	21.0	83.0
YNL202W	46.0	15.0	
YNL203C	60.0	20.0	92.0
YNL204C	37.0	32.0	94.0
YNL205C	46.0	37.0	
YNL206C	55.0	16.0	70.0
YNL210W	18.0	44.0	86.0
YNL211C	52.0	25.0	82.0
YNL212W	21.0	19.0	87.0
YNL213C	29.0	34.0	53.0
YNL214W	45.0	31.0	90.0
YNL215W	40.0	35.0	93.0
YNL217W	52.0	19.0	93.0
YNL218W	66.0	15.0	79.0
YNL219C	47.0	23.0	90.0
YNL220W	58.0	31.0	71.0
YNL224C	56.0	25.0	77.0
YNL225C	13.0	15.0	0.0
YNL226W	58.0	21.0	83.0
YNL227C	42.0	26.0	82.0
YNL228W	37.0	19.0	86.0
YNL229C	41.0	17.0	90.0
YNL230C	76.0	26.0	94.0
YNL231C	69.0	27.0	92.0
YNL233W	47.0	26.0	96.0
YNL235C	29.0	31.0	70.0
YNL236W	39.0	51.0	93.0
YNL237W	34.0	35.0	89.0
YNL239W	44.0	18.0	85.0
YNL241C	62.0	16.0	77.0
YNL242W	6.0	50.0	
YNL243W	33.0	33.0	54.0
YNL246W	35.0	17.0	93.0
YNL248C	39.0	31.0	93.0
YNL249C	39.0	13.0	94.0
YNL250W	64.0	53.0	88.0
YNL252C	47.0	40.0	84.0
YNL253W	48.0	10.0	90.0
YNL254C	34.0	15.0	84.0
YNL255C	33.0	27.0	85.0
YNL257C	34.0	29.0	76.0
YNL259C	44.0	20.0	88.0
YNL264C	55.0	25.0	77.0
YNL265C	33.0	24.0	98.0
YNL266W	51.0	21.0	84.0
YNL268W	59.0	25.0	85.0
YNL269W	48.0	38.0	84.0
YNL270C	53.0	12.0	93.0
YNL271C	23.0	35.0	87.0
YNL273W	56.0	16.0	44.0
YNL274C	35.0	54.0	84.0
YNL275W	47.0	13.0	85.0
YNL278W	47.0	23.0	92.0
YNL279W	48.0	48.0	92.0
YNL280C	32.0	22.0	90.0
YNL281W	46.0	67.0	81.0
YNL283C	41.0	27.0	81.0
YNL284C	50.0	32.0	85.0
YNL285W	67.0	16.0	69.0
YNL286W	49.0	29.0	83.0
YNL288W	27.0	22.0	80.0
YNL289W	43.0	12.0	84.0
YNL291C	35.0	11.0	40.0
YNL292W	39.0	15.0	90.0
YNL293W	46.0	11.0	93.0
YNL294C	23.0	30.0	98.0
YNL295W	45.0	38.0	86.0
YNL296W	19.0	26.0	81.0
YNL297C	36.0	14.0	60.0
YNL298W	49.0	39.0	80.0
YNL299W	29.0	21.0	80.0
YNL300W	54.0	30.0	98.0
YNL301C	61.0	23.0	75.0
YNL302C	34.0	29.0	83.0
YNL303W	36.0	25.0	85.0
YNL304W	43.0	16.0	88.0
YNL305C	45.0	11.0	77.0
YNL307C	29.0	38.0	89.0
YNL309W	22.0	23.0	
YNL311C	40.0	20.0	87.0
YNL314W	45.0	0.0	69.0
YNL315C	51.5	46.5	67.5
YNL316C	65.0	45.0	87.0
YNL318C	47.0	38.0	95.0
YNL319W	33.0	24.0	90.0
YNL320W	56.0	21.0	88.0
YNL321W	41.0	24.0	90.0
YNL322C			
YNL323W	30.0	20.0	90.0
YNL324W	72.0	27.0	90.0
YNL325C	53.0	37.0	77.0
YNL326C	37.0	32.0	83.0
YNL327W	52.0	12.0	83.0
YNL328C	43.0	23.0	84.0
YNL329C	34.0	26.0	77.0
YNL330C	31.0	19.0	86.0
YNL332W	47.0	9.0	64.0
YNL333W	68.0	21.0	82.0
YNL334C	45.0	18.0	77.0
YNL335W	47.0	21.0	77.0
YNL336W	42.0	21.0	82.0
YNL338W	51.0	22.0	79.0
YNL339C	71.0	32.0	65.0
YNR001C	43.0	16.0	64.0
YNR002C	46.0	9.0	94.0
YNR004W	38.0	18.0	74.0
YNR005C	34.0	21.0	74.0
YNR006W	12.0	33.0	80.0
YNR007C	53.0	4.0	66.0
YNR008W	60.0	22.0	82.0
YNR009W	59.0	31.0	86.0
YNR010W	59.0	19.0	54.0
YNR012W	50.0	38.0	70.0
YNR013C	56.0	20.0	70.0
YNR014W	30.0	20.0	84.0
YNR015W	40.0	8.0	82.0
YNR018W	58.0	7.0	77.0
YNR019W	42.0	7.0	86.0
YNR020C	47.0	40.0	81.0
YNR021W	41.0	59.0	76.0
YNR022C	55.0	29.0	77.0
YNR023W	50.0	46.0	68.0
YNR024W	53.0	30.0	86.0
YNR025C	45.0	27.0	81.0
YNR027W	40.0	18.0	92.0
YNR028W	44.0	20.0	76.0
YNR029C	47.0	28.0	84.0
YNR030W	25.0	12.0	80.0
YNR031C	32.0	19.0	80.0
YNR032C-A	42.0	26.0	90.0
YNR032W	41.0	17.0	68.0
YNR033W	51.0	18.0	76.0
YNR034W	40.0	10.0	74.0
YNR036C	36.0	31.0	90.0
YNR037C			
YNR039C	45.0	16.0	91.0
YNR040W	41.0	12.0	81.0
YNR041C	34.0	3.0	80.0
YNR042W	35.0	20.0	88.0
YNR044W	63.0	37.0	94.0
YNR045W	41.0	27.0	78.0
YNR047W	51.0	31.0	86.0
YNR048W	48.0	13.0	76.0
YNR049C	2.0	0.0	
YNR050C	28.0	25.0	67.0
YNR051C			
YNR052C	35.0	37.0	90.0
YNR055C	51.0	43.0	77.0
YNR056C	36.0	19.0	86.0
YNR057C	19.0	16.0	78.0
YNR058W	29.0	7.0	84.0
YNR059W	39.0	33.0	79.0
YNR060W	47.0	6.0	88.0
YNR061C	40.0	15.0	76.0
YNR062C	56.0	7.0	78.0
YNR063W	42.0	31.0	76.0
YNR064C	28.0	18.0	98.0
YNR065C	23.0	13.0	85.0
YNR066C	43.0	14.0	80.0
YNR067C	29.0	28.0	84.0
YNR068C	32.0	13.0	86.0
YNR069C	60.0	42.0	82.0
YNR070W	50.0	48.0	74.0
YNR071C	66.0	8.0	65.0
YNR072W	69.0	49.0	80.0
YNR073C	68.0	44.0	88.0
YNR074C	40.0	48.0	71.0
YNR075W	42.0	36.0	88.0
YOL001W	74.0	30.0	88.0
YOL002C	80.0	16.0	95.0
YOL003C	43.0	19.0	89.0
YOL004W	53.0	15.0	82.0
YOL006C	64.0	20.0	88.0
