ORF	hap alpha | protein/peptide methylation (H3K79) | standard [standard] | Vlaming H~Leeuwen F, 2016
YLR146C	-0.044
YLR149C	0.119
YLR151C	-0.255
YLR152C	-0.090
YLR154C	0.049
YLR154C-G	-0.087
YLR156C-A	-0.082
YLR156W	-0.182
YLR157C	-0.103
YLR158C	-0.197
YLR159C-A	0.023
YLR159W	-0.182
YLR160C	-0.232
YLR161W	-0.206
YLR162W	-0.082
YLR162W-A	0.193
YLR164W	-0.121
YLR165C	0.352
YLR168C	-0.064
YLR170C	-0.049
YLR172C	0.118
YLR173W	-0.232
YLR174W	0.048
YLR177W	0.372
YLR178C	-0.073
YLR179C	0.515
YLR180W	-0.116
YLR183C	0.301
YLR185W	-0.291
YLR187W	0.058
YLR188W	-0.062
YLR190W	-0.118
YLR191W	0.183
YLR192C	-0.182
YLR193C	-0.131
YLR194C	-0.143
YLR199C	-0.145
YLR201C	-0.163
YLR203C	0.098
YLR204W	-0.067
YLR205C	-0.009
YLR206W	-0.021
YLR207W	-0.082
YLR209C	-0.157
YLR210W	0.195
YLR211C	-0.222
YLR213C	-0.136
YLR216C	-0.059
YLR218C	0.436
YLR219W	0.136
YLR220W	-0.012
YLR221C	-0.080
YLR224W	-0.101
YLR225C	0.197
YLR226W	-0.656
YLR227C	0.136
YLR228C	-0.032
YLR231C	-0.028
YLR233C	-0.070
YLR234W	0.448
YLR237W	-0.089
YLR238W	-0.416
YLR239C	0.009
YLR241W	-0.118
YLR242C	0.349
YLR244C	0.804
YLR245C	0.097
YLR246W	-0.223
YLR247C	0.102
YLR248W	-0.168
YLR250W	0.146
YLR251W	-0.030
YLR253W	-0.076
YLR254C	0.172
YLR256W	-0.330
YLR257W	-0.103
YLR258W	-0.269
YLR260W	0.019
YLR262C	0.284
YLR262C-A	-0.228
YLR263W	0.133
YLR264C-A	0.089
YLR264W	-0.024
YLR265C	-0.066
YLR266C	0.057
YLR267W	-0.225
YLR268W	-0.169
YLR270W	0.062
YLR271W	0.006
YLR273C	0.511
YLR278C	0.003
YLR281C	0.094
YLR283W	0.249
YLR285C-A	-0.055
YLR287C	-0.179
YLR287C-A	-0.120
YLR288C	0.036
YLR289W	0.015
YLR290C	-0.116
YLR292C	0.140
YLR293C	-0.054
YLR295C	0.513
YLR297W	0.005
YLR299W	-0.054
YLR300W	-0.328
YLR301W	0.200
YLR303W	0.181
YLR304C	0.080
YLR306W	-0.101
YLR307C-A	0.022
YLR307W	-0.069
YLR308W	0.195
YLR309C	0.192
YLR312W-A	-0.020
YLR313C	-0.051
YLR315W	-0.133
YLR318W	0.622
YLR319C	0.029
YLR320W	1.239
YLR324W	0.061
YLR325C	0.112
YLR326W	-0.064
YLR327C	-0.175
YLR328W	0.432
YLR329W	0.006
YLR330W	0.038
YLR332W	-0.122
YLR333C	-0.253
YLR335W	0.197
YLR341W	0.263
YLR342W	-0.054
YLR343W	0.069
YLR344W	-0.179
YLR345W	0.293
YLR346C	-0.132
YLR348C	-0.037
YLR350W	0.074
YLR351C	-0.003
YLR352W	0.110
YLR353W	0.210
YLR356W	-0.066
YLR360W	0.442
YLR361C	-0.103
YLR361C-A	-0.072
YLR363C	-0.185
YLR363W-A	0.166
YLR364W	0.581
YLR367W	0.207
YLR368W	0.100
YLR370C	0.474
YLR371W	-0.268
YLR372W	-0.070
YLR373C	0.350
YLR375W	-0.183
YLR376C	0.124
YLR377C	-0.028
YLR381W	-0.062
YLR384C	-0.053
YLR385C	-0.040
YLR386W	0.147
YLR387C	0.006
YLR388W	-0.171
YLR389C	-0.175
YLR390W	-0.045
YLR390W-A	0.080
YLR392C	-0.009
YLR393W	-0.083
YLR394W	0.603
YLR395C	0.437
YLR398C	-0.147
YLR399C	-0.218
YLR401C	0.001
YLR403W	-0.049
YLR404W	-0.305
YLR405W	0.140
YLR406C	-0.056
YLR406C-A	0.330
YLR407W	-0.278
YLR408C	0.125
YLR410W	0.176
YLR411W	-0.099
YLR412C-A	-0.111
YLR412W	0.045
YLR413W	0.278
YLR414C	0.137
YLR415C	-0.027
YLR417W	-0.086
YLR418C	-0.337
YLR419W	-0.085
YLR420W	-0.019
YLR421C	-0.031
YLR423C	0.105
YLR425W	-0.001
YLR426W	0.777
YLR427W	-0.075
YLR429W	0.104
YLR431C	0.025
YLR432W	-0.137
YLR433C	-0.104
YLR436C	0.204
YLR437C	-0.029
YLR438W	-0.145
YLR439W	-0.054
YLR441C	-0.174
YLR443W	-0.257
YLR445W	-0.039
YLR446W	-0.096
YLR447C	-0.159
YLR448W	-0.377
YLR449W	-0.046
YLR450W	-0.046
YLR451W	0.074
YLR453C	0.064
YLR454W	-0.012
YLR455W	0.063
YLR456W	-0.069
YLR460C	1.279
YLR461W	0.044
YLR462W	-0.237
YLR464W	-0.143
YLR466C-B	-0.153
YLR467W	-0.210
YML002W	-0.246
YML003W	0.165
YML004C	0.122
YML005W	-0.050
YML006C	0.179
YML007C-A	0.095
YML007W	-0.070
YML008C	-0.501
YML009C	0.087
YML011C	0.176
YML012W	-0.388
YML014W	-0.035
YML016C	-0.402
YML017W	0.146
YML018C	-0.424
YML019W	-0.007
YML020W	-0.154
YML021C	1.443
YML022W	0.012
YML024W	-0.489
YML026C	-0.299
YML027W	-0.421
YML029W	-0.039
YML030W	0.151
YML032C	0.660
YML034W	0.018
YML035C	0.246
YML036W	0.052
YML038C	0.054
YML041C	0.002
YML042W	-0.270
YML047C	-0.005
YML048W	0.215
YML050W	-0.107
YML051W	-0.085
YML052W	0.129
YML053C	0.002
YML054C	0.097
YML054C-A	0.106
YML055W	0.102
YML056C	-0.178
YML057W	0.052
YML058W	-0.146
YML058W-A	-0.228
YML059C	0.111
YML060W	-0.275
YML061C	0.071
YML062C	0.368
YML063W	-0.018
YML066C	-0.085
YML067C	-0.033
YML068W	0.132
YML070W	-0.117
YML071C	-0.037
YML072C	0.066
YML073C	-0.372
YML074C	0.162
YML075C	0.063
YML076C	0.008
YML078W	0.040
YML080W	0.054
YML081C-A	-0.023
YML081W	0.111
YML082W	-0.180
YML083C	0.152
YML086C	0.067
YML087C	0.114
YML088W	-0.273
YML094W	0.863
YML095C	-0.040
YML096W	-0.550
YML097C	-0.135
YML099C	-0.145
YML099W-A	-0.038
YML100W	0.097
YML101C	-0.437
YML102W	0.273
YML103C	0.015
YML104C	-0.038
YML106W	-0.084
YML107C	-0.084
YML108W	0.163
YML109W	-0.190
YML110C	0.050
YML111W	0.026
YML113W	0.017
YML115C	0.020
YML116W	0.249
YML117W	0.096
YML118W	0.018
YML119W	-0.064
YML121W	-0.172
YML123C	0.332
YML124C	-0.095
YML128C	0.328
YML129C	0.040
YML131W	-0.067
YML133C	0.088
YMR001C-A	-0.156
YMR002W	-0.107
YMR003W	0.116
YMR004W	0.122
YMR006C	-0.206
YMR008C	0.138
YMR009W	-0.238
YMR010W	-0.155
YMR011W	0.208
YMR012W	-0.250
YMR013W-A	0.733
YMR014W	-0.162
YMR015C	0.063
YMR016C	0.065
YMR017W	-0.039
YMR018W	0.270
YMR019W	-0.257
YMR020W	-0.128
YMR021C	0.150
YMR022W	0.149
YMR023C	-0.067
YMR024W	-0.250
YMR025W	0.078
YMR026C	0.061
YMR027W	0.296
YMR029C	0.132
YMR030W	-0.008
YMR030W-A	-0.106
YMR031C	0.146
YMR034C	0.179
YMR035W	0.143
YMR036C	0.182
YMR037C	-0.120
YMR038C	0.742
YMR039C	0.066
YMR040W	0.063
YMR041C	-0.142
YMR042W	-0.079
YMR044W	0.101
YMR048W	0.160
YMR052W	0.216
YMR053C	0.140
YMR054W	0.104
YMR055C	0.047
YMR056C	-0.163
YMR058W	0.051
YMR060C	0.123
YMR062C	-0.102
YMR063W	0.105
YMR064W	-0.384
YMR065W	-0.102
YMR066W	0.316
YMR067C	0.050
YMR068W	0.041
YMR069W	0.031
YMR070W	-0.021
YMR071C	-0.068
YMR072W	-0.292
YMR073C	0.233
YMR074C	0.210
YMR075W	-0.619
YMR077C	-0.114
YMR078C	0.362
YMR080C	0.389
YMR081C	0.198
YMR083W	-0.013
YMR084W	-0.075
YMR085W	-0.151
YMR086W	-0.085
YMR087W	-0.069
YMR088C	-0.161
YMR089C	-0.138
YMR090W	0.219
YMR092C	-0.204
YMR095C	0.013
YMR096W	0.205
YMR097C	-0.361
YMR098C	0.539
YMR099C	-0.052
YMR100W	-0.131
YMR101C	0.072
YMR102C	-0.186
YMR104C	0.040
YMR105W-A	0.221
YMR106C	0.078
YMR107W	-0.046
YMR109W	0.217
YMR110C	-0.207
YMR111C	0.022
YMR114C	-0.034
YMR115W	0.189
YMR116C	0.079
YMR118C	-0.035
YMR119W	0.002
YMR121C	0.238
YMR122W-A	-0.256
YMR123W	-0.066
YMR124W	0.095
YMR125W	-0.057
YMR126C	-0.498
YMR127C	-0.431
YMR129W	-0.125
YMR130W	-0.040
YMR132C	0.142
YMR133W	-0.078
YMR135C	-0.077
YMR136W	-0.014
YMR137C	0.068
YMR138W	-0.041
YMR139W	0.045
YMR140W	-0.229
YMR143W	-0.086
YMR144W	0.039
YMR147W	0.051
YMR148W	0.029
YMR150C	0.034
YMR152W	0.096
YMR153W	0.065
YMR154C	-0.060
YMR155W	-0.161
YMR156C	-0.150
YMR157C	-0.073
YMR158C-A	-0.206
YMR158W	-0.273
YMR159C	0.052
YMR160W	0.024
YMR161W	-0.035
YMR162C	-0.255
YMR163C	-0.410
YMR164C	0.005
YMR165C	0.234
YMR166C	0.333
YMR169C	0.003
YMR171C	-0.083
YMR172W	-0.023
YMR173W	-0.203
YMR175W	-0.030
YMR175W-A	-0.218
YMR176W	0.091
YMR177W	-0.131
YMR178W	0.017
YMR179W	-0.351
YMR180C	0.126
YMR181C	-0.151
YMR182C	0.247
YMR182W-A	-0.157
YMR183C	-0.206
YMR184W	-0.204
YMR186W	-0.232
YMR187C	-0.144
YMR188C	-0.067
YMR190C	0.605
YMR191W	-0.011
YMR193W	-0.064
YMR194C-B	0.011
YMR194W	-0.183
YMR195W	0.379
YMR196W	0.009
YMR198W	0.293
YMR199W	-0.084
YMR201C	-0.043
YMR204C	-0.044
YMR206W	-0.058
YMR207C	-0.299
YMR209C	-0.115
YMR210W	0.087
YMR214W	-0.147
YMR215W	-0.029
YMR216C	0.232
YMR219W	0.056
YMR221C	0.023
YMR222C	0.130
YMR223W	0.415
YMR224C	0.439
YMR225C	-0.159
YMR226C	0.347
YMR228W	-0.100
YMR230W	-0.096
YMR230W-A	0.224
YMR232W	0.308
YMR233W	-0.009
YMR234W	-0.034
YMR237W	-0.107
YMR238W	0.013
YMR241W	0.099
YMR242C	0.038
YMR242W-A	-0.292
YMR243C	-0.180
YMR244C-A	-0.002
YMR244W	-0.046
YMR246W	0.115
YMR247C	-0.051
YMR247W-A	-0.398
YMR250W	-0.130
YMR251W	-0.016
YMR251W-A	-0.020
YMR252C	-0.154
YMR253C	0.231
YMR256C	-0.047
YMR257C	0.084
YMR258C	0.060
YMR259C	0.195
YMR261C	0.264
YMR262W	0.028
YMR263W	0.348
YMR264W	0.109
YMR265C	-0.148
YMR266W	-0.158
YMR267W	-0.239
YMR269W	-0.173
YMR271C	-0.024
YMR272C	-0.132
YMR272W-B	-0.079
YMR273C	-0.031
YMR274C	-0.098
YMR275C	0.190
YMR278W	-0.019
YMR279C	0.115
YMR280C	0.368
YMR282C	0.078
YMR283C	0.076
YMR284W	0.290
YMR285C	-0.135
YMR286W	-0.141
YMR287C	0.348
YMR289W	-0.016
YMR291W	0.007
YMR292W	-0.110
YMR293C	-0.030
YMR294W	-0.108
YMR295C	0.072
YMR297W	-0.027
YMR299C	0.024
YMR300C	0.219
YMR302C	-0.092
YMR303C	-0.009
YMR304W	-0.220
YMR305C	0.054
YMR306W	-0.045
YMR307W	0.215
YMR310C	0.030
YMR311C	-0.042
YMR312W	-0.063
YMR313C	-0.010
YMR315W	-0.219
YMR315W-A	0.380
YMR316W	0.184
YMR318C	0.083
YMR319C	0.391
YMR321C	-0.249
YMR322C	0.066
YMR323W	-0.049
YMR325W	-0.017
YNL001W	0.094
YNL004W	0.196
YNL008C	-0.295
YNL009W	-0.014
YNL010W	0.046
YNL012W	-0.090
YNL014W	-0.030
YNL015W	0.033
YNL016W	0.349
YNL018C	0.345
YNL019C	0.146
YNL020C	-0.071
YNL021W	-0.041
YNL022C	-0.162
YNL023C	-0.015
YNL024C	-0.660
YNL024C-A	0.164
YNL025C	0.295
YNL027W	0.301
YNL029C	-0.112
YNL030W	-0.215
YNL032W	0.201
YNL033W	-0.055
YNL034W	-0.127
YNL035C	-0.158
YNL037C	-0.073
YNL040W	-0.168
YNL041C	-0.041
YNL042W	0.205
YNL042W-B	0.147
YNL044W	-0.117
YNL045W	-0.122
YNL046W	0.232
YNL047C	-0.217
YNL048W	0.204
YNL049C	0.051
YNL050C	-0.072
YNL051W	-0.061
YNL052W	-0.073
YNL053W	0.033
YNL054W	0.267
YNL054W-B	0.111
YNL055C	0.264
YNL056W	0.153
YNL058C	-0.091
YNL063W	-0.027
YNL064C	0.427
YNL065W	0.127
YNL066W	-0.021
YNL067W	-0.333
YNL067W-A	0.583
YNL068C	-0.162
YNL069C	0.339
YNL070W	0.318
YNL071W	-0.130
YNL073W	-0.210
YNL074C	0.444
YNL076W	-0.007
YNL077W	-0.071
YNL078W	-0.148
YNL079C	0.175
YNL080C	0.194
YNL081C	-0.185
YNL082W	-0.031
YNL083W	0.122
YNL084C	0.315
YNL085W	-0.001
YNL086W	-0.050
YNL087W	0.084
YNL090W	-0.310
YNL091W	0.126
YNL093W	-0.219
YNL094W	0.046
YNL095C	0.171
YNL096C	-0.172
YNL097C	0.626
YNL097C-B	-0.265
YNL098C	0.121
YNL099C	0.024
YNL100W	0.026
YNL101W	-0.061
YNL104C	-0.146
YNL106C	-0.064
YNL108C	0.053
YNL111C	-0.018
YNL115C	-0.059
YNL116W	-0.091
YNL117W	-0.023
YNL119W	0.433
YNL121C	-0.272
YNL122C	-0.063
YNL123W	-0.078
YNL125C	0.201
YNL127W	-0.000
YNL128W	-0.050
YNL129W	-0.038
YNL130C	-0.031
YNL130C-A	0.005
YNL135C	-0.530
YNL136W	0.159
YNL138W	-0.071
YNL138W-A	0.137
YNL142W	0.101
YNL144C	0.122
YNL145W	0.028
YNL146C-A	-0.070
YNL146W	-0.004
YNL148C	0.364
YNL153C	0.290
YNL154C	-0.049
YNL155W	-0.109
YNL156C	0.159
YNL157W	-0.038
YNL159C	-0.109
YNL160W	-0.272
YNL162W-A	-0.134
YNL164C	-0.058
YNL165W	0.241
YNL166C	-0.028
YNL167C	-0.087
YNL168C	0.006
YNL169C	-0.121
YNL173C	0.045
YNL175C	0.019
YNL177C	0.040
YNL183C	0.147
YNL185C	0.657
YNL186W	-0.335
YNL187W	0.166
YNL190W	0.083
YNL191W	0.115
YNL193W	0.087
YNL194C	-0.230
YNL195C	0.174
YNL197C	-0.195
YNL200C	0.090
YNL201C	-0.033
YNL202W	0.143
YNL204C	-0.135
YNL208W	-0.178
YNL209W	-0.225
YNL210W	-0.119
YNL211C	0.625
YNL212W	0.117
YNL213C	-0.070
YNL214W	0.050
YNL215W	-0.069
YNL217W	0.106
YNL218W	-0.049
YNL219C	-0.081
YNL220W	-0.280
YNL223W	0.275
YNL224C	-0.118
YNL227C	0.036
YNL229C	-0.019
YNL230C	0.043
YNL233W	-0.048
YNL234W	-0.097
YNL236W	-0.007
YNL237W	0.090
YNL239W	0.222
YNL241C	-0.183
YNL242W	0.110
YNL249C	-0.281
YNL250W	0.399
YNL252C	0.106
YNL253W	-0.042
YNL254C	-0.182
YNL255C	0.040
YNL257C	-0.103
YNL264C	-0.077
YNL265C	0.086
YNL269W	-0.260
YNL270C	0.027
YNL271C	0.483
YNL273W	0.137
YNL274C	0.071
YNL275W	-0.052
YNL277W	-0.137
YNL277W-A	0.113
YNL278W	-0.173
YNL279W	-0.238
YNL281W	-0.159
YNL283C	0.267
YNL284C	-0.120
YNL286W	0.349
YNL288W	0.136
YNL289W	-0.052
YNL291C	-0.066
YNL292W	0.071
YNL293W	-0.208
YNL294C	-0.122
YNL295W	-0.022
YNL297C	-0.019
YNL298W	-0.013
YNL299W	-0.054
YNL300W	-0.041
YNL301C	0.246
YNL302C	0.026
YNL304W	-0.029
YNL305C	-0.041
YNL307C	-0.124
YNL311C	-0.099
YNL314W	0.176
YNL315C	0.386
YNL316C	-0.024
YNL318C	0.040
YNL321W	-0.038
YNL322C	-0.229
YNL323W	0.140
YNL325C	-0.135
YNL326C	-0.016
YNL327W	-0.164
YNL329C	0.092
YNL330C	0.495
YNL331C	-0.180
YNL332W	-0.048
YNL333W	0.043
YNL334C	0.129
YNL335W	-0.439
YNL336W	-0.226
YNL339C	-0.046
YNR001C	-0.249
YNR002C	-0.398
YNR004W	-0.112
YNR006W	-0.262
YNR007C	-0.047
YNR009W	-0.058
YNR010W	0.126
YNR012W	-0.171
YNR014W	0.681
YNR015W	-0.070
YNR018W	-0.181
YNR020C	0.266
YNR021W	0.060
YNR022C	-0.102
YNR023W	0.133
YNR024W	0.135
YNR027W	-0.307
YNR028W	-0.109
YNR029C	0.383
YNR030W	0.116
YNR031C	-0.060
YNR032C-A	-0.089
YNR032W	-0.125
YNR033W	-0.054
YNR034W	0.072
YNR034W-A	0.070
YNR036C	0.003
YNR037C	0.217
YNR039C	-0.285
YNR040W	0.079
YNR041C	-0.133
YNR044W	0.041
YNR045W	0.005
YNR047W	-0.128
YNR048W	-0.123
YNR049C	-0.124
YNR050C	0.097
YNR051C	0.035
YNR052C	-0.056
YNR055C	-0.163
YNR056C	-0.125
YNR057C	0.121
YNR058W	-0.100
YNR059W	0.093
YNR060W	0.371
YNR061C	0.063
YNR062C	0.081
YNR063W	-0.200
YNR064C	0.124
YNR065C	0.031
YNR066C	-0.075
YNR067C	0.217
YNR068C	-0.398
YNR069C	0.019
YNR070W	0.057
YNR071C	0.018
YNR073C	-0.083
YNR074C	-0.432
YNR075C-A	0.101
YNR075W	0.054
YNR076W	-0.119
YOL001W	0.033
YOL002C	-0.201
YOL003C	0.014
YOL004W	0.688
YOL006C	-0.212
YOL007C	0.145
YOL008W	0.381
YOL009C	0.513
YOL011W	0.015
YOL012C	-0.015
YOL013C	0.124
YOL013W-B	0.115
YOL014W	-0.042
YOL015W	0.373
YOL016C	0.394
YOL017W	-0.103
YOL018C	-0.070
YOL019W	0.009
YOL019W-A	0.119
YOL020W	-0.092
YOL023W	-0.290
YOL024W	-0.175
YOL025W	-0.005
YOL027C	-0.127
YOL028C	0.038
YOL029C	-0.074
YOL030W	0.178
YOL031C	0.007
YOL032W	0.029
YOL036W	0.009
YOL038C-A	0.008
YOL039W	-0.144
YOL041C	-0.147
YOL042W	0.017
YOL043C	0.281
YOL044W	0.272
YOL045W	-0.079
YOL047C	0.123
YOL048C	0.067
YOL049W	-0.253
YOL051W	0.226
YOL052C-A	-0.217
YOL053W	0.283
YOL054W	0.008
YOL056W	-0.102
YOL057W	-0.244
YOL060C	0.274
YOL061W	-0.117
YOL062C	-0.046
YOL063C	-0.078
YOL064C	-0.212
YOL065C	0.088
YOL068C	0.265
YOL070C	0.006
YOL071W	0.457
YOL073C	0.263
YOL075C	-0.019
YOL077W-A	-0.020
YOL080C	0.015
YOL081W	0.026
YOL082W	-0.048
YOL083W	0.116
YOL086W-A	0.057
YOL087C	-0.301
YOL088C	-0.127
YOL089C	-0.036
YOL090W	-0.171
YOL091W	-0.075
YOL092W	-0.216
YOL093W	-0.192
YOL096C	0.109
YOL097W-A	-0.043
YOL098C	0.077
YOL101C	0.001
YOL103W	0.067
YOL104C	-0.033
YOL105C	0.147
YOL107W	0.268
YOL108C	0.004
YOL109W	-0.157
YOL110W	-0.051
YOL111C	0.148
YOL112W	0.012
YOL113W	0.086
YOL114C	0.109
YOL115W	-0.084
YOL116W	-0.123
YOL117W	0.172
YOL119C	-0.100
YOL121C	-0.691
YOL122C	0.070
YOL124C	0.162
YOL125W	-0.401
YOL126C	0.095
YOL128C	0.079
YOL129W	0.266
YOL131W	-0.176
YOL132W	0.177
YOL136C	-0.170
YOL137W	0.079
YOL141W	-0.191
YOL143C	-0.131
YOL145C	-0.001
YOL147C	0.340
YOL151W	-0.343
YOL152W	-0.127
YOL153C	0.087
YOL154W	-0.239
YOL155C	-0.318
YOL156W	-0.088
YOL157C	-0.086
YOL159C	-0.072
YOL159C-A	-0.046
YOL161C	-0.157
YOL162W	-0.066
YOL163W	0.173
YOL164W	-0.133
YOL164W-A	-0.003
YOL166W-A	-0.087
YOR002W	0.221
YOR003W	-0.096
YOR005C	0.136
YOR006C	-0.062
YOR007C	0.059
YOR008C	-0.048
YOR008C-A	0.091
YOR009W	0.038
YOR010C	-0.013
YOR011W	-0.158
YOR011W-A	0.111
YOR012W	0.140
YOR014W	0.481
YOR016C	-0.149
YOR017W	-0.335
YOR018W	0.346
YOR019W	-0.154
YOR020W-A	0.102
YOR021C	-0.187
YOR022C	0.130
YOR023C	0.026
YOR025W	0.325
YOR026W	0.875
YOR027W	-0.132
YOR028C	0.057
YOR031W	-0.132
YOR032C	-0.241
YOR032W-A	0.001
YOR033C	0.358
YOR034C	-0.242
YOR034C-A	0.209
YOR035C	0.582
YOR036W	-0.065
YOR037W	-0.013
YOR038C	-0.195
YOR039W	-0.121
YOR040W	0.157
YOR042W	-0.040
YOR043W	-0.090
YOR044W	0.134
YOR045W	0.084
YOR047C	0.115
YOR049C	0.530
YOR051C	0.135
YOR052C	-0.180
YOR054C	-0.025
YOR059C	0.082
YOR062C	-0.163
YOR064C	0.127
YOR065W	-0.088
YOR066W	-0.356
YOR067C	-0.061
YOR068C	-0.266
YOR069W	0.186
YOR071C	0.038
YOR072W-B	0.199
YOR073W	0.543
YOR076C	-0.140
YOR078W	-0.636
YOR079C	-0.071
YOR080W	-0.157
YOR081C	0.053
YOR084W	-0.205
YOR085W	-0.182
YOR086C	-0.108
YOR087W	0.110
YOR089C	-0.326
YOR090C	-0.008
YOR091W	-0.014
YOR092W	0.102
YOR093C	-0.202
YOR094W	0.475
YOR096W	-0.275
YOR097C	0.006
YOR099W	-0.269
YOR100C	-0.239
YOR101W	0.064
YOR104W	-0.330
YOR106W	0.076
YOR107W	-0.083
YOR108W	-0.175
YOR109W	0.122
YOR111W	0.018
YOR112W	-0.027
YOR113W	0.026
YOR114W	0.075
YOR115C	-0.206
YOR118W	0.245
YOR120W	0.047
YOR123C	-0.408
YOR124C	-0.146
YOR125C	0.086
YOR126C	-0.178
YOR127W	0.053
YOR128C	0.096
YOR129C	0.048
YOR131C	-0.251
YOR132W	0.134
YOR133W	-0.187
YOR134W	0.097
YOR136W	0.060
YOR137C	0.044
YOR138C	-0.032
YOR140W	-0.165
YOR142W	-0.225
YOR144C	-0.018
YOR147W	-0.049
YOR150W	-0.064
YOR152C	-0.016
YOR154W	0.149
YOR155C	0.002
YOR156C	-0.139
YOR161C	-0.007
YOR161C-C	0.440
YOR163W	0.190
YOR164C	0.117
YOR165W	0.046
YOR166C	-0.158
YOR167C	0.004
YOR171C	-0.142
YOR173W	0.148
YOR177C	0.231
YOR178C	-0.032
YOR179C	-0.175
YOR180C	0.137
YOR182C	0.031
YOR183W	-0.075
YOR184W	0.015
YOR185C	-0.094
YOR186W	0.218
YOR187W	-0.178
YOR188W	0.257
YOR189W	-0.286
YOR190W	-0.016
YOR191W	-0.262
YOR192C	0.014
YOR192C-C	0.181
YOR193W	0.183
YOR195W	0.017
YOR197W	-0.104
YOR201C	-0.414
YOR205C	-0.163
YOR209C	0.474
YOR211C	0.337
YOR213C	-0.245
YOR214C	-0.078
YOR215C	0.071
YOR216C	-0.059
YOR219C	0.070
YOR220W	0.143
YOR222W	0.034
YOR223W	-0.321
YOR226C	0.012
YOR227W	-0.257
YOR228C	-0.113
YOR229W	-0.271
YOR230W	-0.089
YOR231W	-0.075
YOR233W	-0.096
YOR234C	0.085
YOR237W	-0.009
YOR238W	-0.401
YOR239W	-0.047
YOR241W	1.430
YOR242C	-0.108
YOR243C	-0.137
YOR246C	-0.209
YOR247W	0.030
YOR251C	-0.152
YOR252W	0.009
YOR253W	0.071
YOR255W	0.032
YOR264W	-0.324
YOR265W	0.063
YOR266W	0.128
YOR267C	-0.199
YOR268C	0.162
YOR269W	0.179
YOR270C	-0.111
YOR271C	-0.062
YOR273C	0.436
YOR274W	-0.179
YOR275C	-0.266
YOR276W	-0.167
YOR279C	0.092
YOR280C	0.028
YOR283W	-0.196
YOR284W	-0.157
YOR285W	0.192
YOR286W	0.239
YOR288C	0.030
YOR289W	-0.142
YOR291W	0.177
YOR292C	0.078
YOR293C-A	0.084
YOR295W	0.037
YOR296W	-0.046
YOR297C	0.093
YOR298C-A	-0.169
YOR298W	0.087
YOR299W	0.010
YOR301W	0.369
YOR302W	-0.394
YOR304C-A	-0.124
YOR304W	-0.343
YOR305W	0.158
YOR306C	0.236
YOR307C	1.386
YOR308C	0.020
YOR311C	-0.033
YOR312C	-0.328
YOR313C	-0.276
YOR315W	-0.068
YOR316C	0.115
YOR316C-A	0.174
YOR317W	0.165
YOR320C	0.083
YOR321W	0.408
YOR322C	-0.031
YOR324C	-0.030
YOR327C	-0.236
YOR328W	0.097
YOR330C	-0.336
YOR332W	-0.090
YOR334W	-0.124
YOR337W	-0.159
YOR338W	0.108
YOR339C	-0.020
YOR342C	-0.041
YOR346W	-0.145
YOR347C	-0.141
YOR348C	-0.209
YOR349W	-0.142
YOR351C	-0.033
YOR352W	0.007
YOR355W	-0.178
YOR356W	0.253
YOR357C	-0.082
YOR358W	-0.005
YOR359W	-0.007
YOR360C	0.077
YOR363C	0.147
YOR365C	-0.161
YOR367W	0.176
YOR368W	0.026
YOR369C	0.025
YOR371C	-0.113
YOR374W	0.013
YOR375C	0.139
YOR376W-A	0.077
YOR378W	0.062
YOR381W	0.081
YOR381W-A	0.148
YOR382W	0.034
YOR383C	-0.025
YOR384W	0.387
YOR387C	0.175
YOR388C	0.298
YOR389W	0.178
YOR390W	-0.061
YOR391C	0.498
YOR393W	-0.408
YOR394C-A	-0.004
YOR394W	0.050
YOR396W	0.034
YPL001W	0.101
YPL002C	-0.220
YPL003W	-0.111
YPL004C	-0.131
YPL005W	-0.049
YPL006W	-0.158
YPL008W	0.315
YPL009C	-0.055
YPL013C	-0.122
YPL014W	-0.012
YPL015C	-0.146
YPL017C	-0.118
YPL018W	-0.009
YPL019C	-0.142
YPL021W	-0.114
YPL022W	-0.187
YPL023C	0.026
YPL024W	0.255
YPL026C	-0.161
YPL027W	-0.160
YPL029W	0.003
YPL030W	-0.104
YPL031C	0.497
YPL032C	-0.092
YPL033C	-0.157
YPL034W	0.223
YPL036W	-0.257
YPL037C	0.117
YPL038W	-0.153
YPL038W-A	0.131
YPL039W	-0.118
YPL040C	0.086
YPL041C	-0.265
YPL045W	-0.155
YPL046C	-0.256
YPL047W	0.662
YPL048W	-0.201
YPL049C	0.005
YPL051W	-0.198
YPL052W	-0.146
YPL053C	0.158
YPL054W	0.021
YPL055C	-2.555
YPL057C	0.055
YPL058C	0.097
YPL060C-A	0.110
YPL060W	0.131
YPL061W	0.337
YPL064C	-0.028
YPL065W	-0.369
YPL066W	-0.354
YPL067C	0.457
YPL068C	-0.219
YPL069C	0.486
YPL070W	0.023
YPL071C	0.187
YPL072W	-0.110
YPL074W	0.067
YPL077C	-0.137
YPL078C	0.089
YPL079W	0.023
YPL081W	-0.125
YPL084W	-0.647
YPL086C	-0.145
YPL087W	-0.076
YPL088W	-0.015
YPL089C	-0.135
YPL090C	0.648
YPL091W	0.103
YPL092W	0.090
YPL095C	-0.144
YPL096C-A	0.948
YPL096W	-0.137
YPL097W	0.026
YPL098C	0.015
YPL099C	0.058
YPL100W	0.076
YPL101W	-0.194
YPL103C	-0.040
