ORF	hom | growth (relative abundance in pooled culture) | Osmotic Stress-Sorbitol (glucitol [0.6 M]) | Gonzalez R~Valero E, 2016	hom | growth (relative abundance in pooled culture) | High Osmostic Stress-Glucose (glucose [200 g/L]) | Gonzalez R~Valero E, 2016
YHR120W	-0.214	-0.409
YHR121W	0.528	-0.280
YHR123W	0.113	0.041
YHR124W	0.010	-0.015
YHR125W	0.344	0.062
YHR126C	0.209	-0.061
YHR127W	-0.280	-0.332
YHR129C	0.655	0.336
YHR130C	0.042	-0.239
YHR131C	0.070	-0.218
YHR132C	-0.316	-0.194
YHR133C	-0.143	-0.298
YHR134W	0.064	0.429
YHR135C	-0.293	-0.011
YHR136C	-0.169	-0.232
YHR137W	-0.021	-0.147
YHR138C	0.047	0.018
YHR139C	0.005	-0.268
YHR139C-A	0.366	0.175
YHR141C	28.480	0.000
YHR142W	0.253	-0.104
YHR143W	0.004	0.305
YHR146W	-0.582	-1.072
YHR147C	-0.360	-0.399
YHR150W	0.364	0.246
YHR151C	-0.845	-0.105
YHR152W	-0.154	-0.073
YHR153C	-0.445	-0.190
YHR154W	0.446	-0.222
YHR155W	-0.223	-0.286
YHR156C	0.022	-0.171
YHR157W	-0.180	-0.404
YHR158C	-0.092	0.194
YHR159W	0.199	-0.060
YHR160C	0.225	0.147
YHR161C	0.025	0.358
YHR162W	-0.027	0.152
YHR163W	-0.332	-0.256
YHR167W	-0.556	-0.300
YHR168W	-0.148	-0.359
YHR171W	-0.062	-0.118
YHR175W-A	0.158	-0.792
YHR176W	-0.253	-0.251
YHR177W	-0.281	-0.237
YHR178W	28.481	29.506
YHR179W	0.618	0.561
YHR180W	-0.174	-0.275
YHR182W	-0.133	-0.152
YHR183W	-1.038	0.598
YHR184W	-0.065	-0.014
YHR185C	-0.126	-0.014
YHR187W	2.472	0.482
YHR189W	0.165	-0.024
YHR192W	-0.745	-2.035
YHR193C	-0.312	0.059
YHR194W	-0.217	0.043
YHR195W	-0.030	-0.166
YHR198C	0.275	0.327
YHR199C	-0.131	-0.196
YHR200W	-0.729	-0.701
YHR202W	0.134	0.245
YHR203C	1.193	0.290
YHR204W	0.072	-0.413
YHR205W	0.726	-1.456
YHR206W	-0.051	-0.160
YHR207C	0.512	0.215
YHR209W	0.237	0.110
YHR210C	0.275	-0.070
YIL001W	-0.118	-0.122
YIL002C	-0.239	-0.361
YIL002W-A	-0.840	-2.218
YIL005W	-0.387	-0.559
YIL006W	-0.616	-0.156
YIL007C	-0.346	0.065
YIL008W	-0.465	0.307
YIL009C-A	-0.147	0.505
YIL009W	-0.341	-0.067
YIL011W	-0.070	0.072
YIL012W	-0.018	0.124
YIL013C	-0.679	-0.286
YIL014W	-0.483	-0.150
YIL015C-A	0.115	0.406
YIL015W	-0.353	-0.489
YIL016W	0.139	0.023
YIL017C	-1.710	-0.720
YIL020C	-0.059	0.186
YIL023C	-0.152	0.142
YIL024C	-0.311	-0.047
YIL025C	-0.336	-0.006
YIL027C	-0.649	-0.388
YIL029C	-0.441	-0.686
YIL032C	-0.221	-0.014
YIL035C	-0.155	-0.409
YIL037C	-0.093	0.292
YIL038C	0.197	0.569
YIL039W	-2.360	-1.131
YIL041W	0.085	-0.634
YIL043C	0.370	-0.095
YIL044C	-0.427	-0.518
YIL045W	0.137	0.086
YIL046W-A	0.473	-0.539
YIL047C	0.590	0.327
YIL050W	-0.322	-0.063
YIL054W	-0.979	0.070
YIL056W	0.698	-0.309
YIL057C	-0.120	-0.607
YIL058W	0.395	-0.119
YIL059C	-0.209	0.143
YIL064W	-0.325	-0.509
YIL065C	-0.639	-0.618
YIL066C	-0.173	0.047
YIL069C	0.658	0.342
YIL071C	-0.247	0.075
YIL072W	-0.548	-0.098
YIL073C	-0.367	-0.400
YIL076W	-0.453	-0.563
YIL077C	-0.282	-0.895
YIL084C	-0.505	0.070
YIL085C	0.167	-0.006
YIL086C	-0.263	-0.068
YIL087C	-0.091	-0.155
YIL088C	-0.382	-0.064
YIL089W	-0.174	0.040
YIL090W	-0.270	-0.564
YIL093C	-0.714	-0.807
YIL094C	0.000	0.000
YIL095W	-0.329	-0.440
YIL096C	0.045	-0.045
YIL097W	-1.083	0.856
YIL099W	-0.220	-0.514
YIL100W	0.730	0.593
YIL101C	0.786	-0.137
YIL102C	0.392	0.074
YIL105C	-0.783	0.095
YIL107C	1.166	-0.375
YIL108W	0.785	0.058
YIL110W	-0.087	-1.321
YIL111W	0.919	-0.572
YIL112W	0.917	0.272
YIL113W	0.006	-0.576
YIL114C	-0.299	-0.807
YIL119C	-0.505	-0.473
YIL120W	0.323	-0.376
YIL121W	0.019	0.131
YIL123W	0.533	-0.592
YIL125W	0.754	-0.431
YIL127C	0.432	-0.690
YIL130W	0.359	-0.490
YIL131C	-1.804	-1.375
YIL132C	0.471	-0.372
YIL135C	1.298	0.323
YIL136W	1.377	-0.193
YIL137C	0.856	-0.258
YIL139C	0.142	-0.261
YIL140W	0.130	-0.394
YIL141W	0.936	0.322
YIL145C	0.379	-0.095
YIL148W	0.204	0.125
YIL152W	0.414	-0.002
YIL153W	-0.738	-1.440
YIL154C	1.383	0.065
YIL155C	0.191	0.180
YIL156W	0.321	0.149
YIL158W	0.122	-0.594
YIL160C	0.890	-0.215
YIL161W	0.515	-0.346
YIL162W	0.180	-0.185
YIL163C	0.888	0.200
YIL164C	0.464	-0.008
YIL165C	0.338	-0.552
YIL167W	0.178	-0.183
YIL168W	0.200	-0.059
YIL173W	0.243	0.052
YIR003W	0.160	-0.302
YIR004W	0.841	-0.272
YIR005W	-0.038	-1.824
YIR013C	0.212	-0.394
YIR014W	0.263	-0.226
YIR016W	0.648	0.174
YIR017C	0.690	-0.081
YIR018C-A	0.290	0.134
YIR018W	0.187	0.105
YIR019C	-0.189	0.201
YIR020C	-0.204	0.173
YIR020W-B	-0.129	0.170
YIR021W	-0.075	-0.177
YIR021W-A	0.748	0.064
YIR023W	0.487	-0.075
YIR024C	-0.319	0.033
YIR025W	-0.231	-0.194
YIR026C	31.288	0.000
YIR027C	-0.284	-0.014
YIR028W	0.455	0.334
YIR029W	0.242	0.487
YIR030C	0.513	0.128
YIR031C	-0.189	0.364
YIR032C	0.199	-0.006
YIR033W	28.480	34.413
YIR034C	0.000	28.506
YIR035C	0.076	0.374
YIR036C	-0.071	0.090
YIR037W	0.150	0.189
YIR038C	-0.173	0.360
YIR039C	-0.226	0.081
YIR042C	-0.219	0.018
YIR043C	0.211	-0.561
YIR044C	0.060	-0.447
YJL003W	0.193	-1.572
YJL004C	-0.265	-0.178
YJL007C	-0.998	-0.593
YJL012C	-0.826	-0.094
YJL012C-A	1.962	-28.493
YJL013C	-0.148	0.341
YJL016W	0.040	0.419
YJL017W	-0.207	-0.316
YJL020C	-0.157	0.063
YJL021C	-0.373	0.110
YJL022W	-0.355	-0.833
YJL023C	-0.104	-1.117
YJL024C	0.122	-0.182
YJL027C	-0.120	0.023
YJL028W	-0.649	-0.193
YJL029C	0.000	0.000
YJL030W	0.016	-0.092
YJL036W	0.215	0.563
YJL037W	-0.049	0.296
YJL038C	-0.316	-0.027
YJL042W	-0.431	-0.371
YJL043W	-0.610	0.087
YJL044C	-0.161	0.110
YJL045W	-0.302	0.095
YJL046W	-0.319	-0.245
YJL047C	-0.459	-0.072
YJL047C-A	0.211	-0.039
YJL048C	0.072	0.344
YJL049W	0.106	0.383
YJL051W	0.424	0.362
YJL052W	-0.384	-0.341
YJL053W	0.854	0.211
YJL055W	-0.151	0.157
YJL056C	0.000	28.506
YJL057C	-0.427	0.118
YJL058C	0.020	0.189
YJL060W	-0.232	-0.002
YJL062W	-1.192	-1.388
YJL063C	0.961	-0.022
YJL064W	0.777	0.348
YJL065C	0.513	0.009
YJL066C	-0.328	0.020
YJL067W	-0.245	-0.019
YJL068C	-0.023	0.360
YJL070C	0.933	-0.084
YJL071W	-30.840	1.597
YJL073W	-0.711	-0.091
YJL077C	0.045	0.394
YJL077W-B	-0.400	-1.709
YJL078C	0.775	-0.442
YJL079C	-0.032	0.017
YJL080C	-1.800	-1.054
YJL082W	1.570	2.307
YJL083W	-0.023	0.284
YJL084C	-0.432	-0.052
YJL088W	0.000	29.506
YJL089W	-0.002	0.288
YJL092W	-0.366	0.052
YJL093C	-0.246	0.021
YJL094C	-0.217	-0.499
YJL095W	-0.610	1.119
YJL096W	-1.623	2.428
YJL098W	-0.088	0.130
YJL099W	-0.457	-0.738
YJL100W	-0.018	-0.004
YJL102W	0.025	-0.194
YJL103C	0.004	-0.338
YJL106W	-0.085	0.144
YJL107C	-0.213	0.083
YJL108C	-0.170	0.124
YJL110C	-0.002	-0.192
YJL112W	-0.279	0.141
YJL115W	1.962	3.598
YJL116C	-0.180	-0.034
YJL117W	-0.537	0.365
YJL118W	-0.070	-0.001
YJL119C	-0.234	0.193
YJL120W	0.341	0.105
YJL121C	0.689	0.473
YJL122W	0.193	0.387
YJL123C	-1.029	0.232
YJL124C	0.505	0.076
YJL126W	0.279	0.240
YJL127C-B	0.299	-1.326
YJL128C	-32.689	-4.157
YJL129C	0.000	16.045
YJL136C	-0.074	-0.310
YJL136W-A	0.024	-0.650
YJL137C	0.715	0.279
YJL138C	-1.222	-2.674
YJL139C	0.121	-0.541
YJL140W	14.240	14.253
YJL148W	0.955	-0.208
YJL152W	-0.193	0.297
YJL154C	1.065	-0.119
YJL157C	0.145	0.403
YJL160C	0.402	0.348
YJL161W	0.363	-0.311
YJL163C	-0.065	-0.161
YJL166W	-0.101	0.013
YJL168C	0.025	-0.034
YJL169W	-0.271	0.381
YJL172W	0.112	-0.160
YJL175W	-0.623	-0.572
YJL176C	0.962	2.598
YJL177W	0.788	0.239
YJL179W	-0.442	-0.045
YJL180C	0.185	2.785
YJL183W	-0.234	1.341
YJL184W	0.000	0.000
YJL188C	28.481	30.091
YJL189W	0.000	0.000
YJL191W	0.293	7.061
YJL200C	-1.040	-1.082
YJL201W	-1.478	-2.655
YJL204C	0.547	6.815
YJL206C	0.169	0.114
YJL209W	0.478	-0.257
YJL213W	0.383	0.082
YJR001W	-0.195	0.253
YJR003C	0.300	-0.257
YJR004C	-0.413	0.055
YJR005C-A	-0.226	-0.781
YJR005W	-0.492	-0.018
YJR008W	0.126	0.748
YJR009C	0.155	0.253
YJR011C	-0.038	0.346
YJR014W	0.263	0.030
YJR015W	-0.091	-0.010
YJR019C	-0.066	0.173
YJR020W	-0.247	0.004
YJR021C	-0.441	-0.216
YJR024C	-0.268	0.190
YJR025C	-0.484	-0.096
YJR026W	-0.391	-0.025
YJR031C	-0.626	-0.165
YJR032W	0.155	-1.572
YJR033C	-1.198	-1.213
YJR034W	0.387	-0.796
YJR036C	-0.280	0.021
YJR037W	-0.389	0.039
YJR038C	-0.494	-0.006
YJR039W	0.996	-0.292
YJR040W	-0.211	-0.261
YJR043C	0.175	-0.878
YJR047C	-0.562	0.687
YJR049C	-0.994	-0.544
YJR050W	-0.007	-0.322
YJR052W	-0.241	-0.058
YJR053W	-0.524	-0.081
YJR054W	-0.622	-0.249
YJR055W	0.196	0.952
YJR056C	0.351	0.547
YJR059W	-0.918	0.304
YJR060W	-0.090	0.534
YJR061W	-0.134	0.218
YJR062C	-0.167	0.088
YJR066W	1.402	2.160
YJR069C	-0.223	0.126
YJR070C	-0.548	-0.006
YJR073C	-0.231	1.536
YJR074W	-0.002	0.102
YJR075W	0.183	0.710
YJR077C	0.071	0.149
YJR078W	0.082	-0.263
YJR079W	0.264	0.402
YJR080C	-0.272	-0.015
YJR082C	-0.251	0.036
YJR083C	-0.140	-0.374
YJR084W	-0.245	-0.166
YJR085C	-0.057	-0.141
YJR087W	-0.427	0.005
YJR088C	-0.533	-0.204
YJR091C	0.510	0.104
YJR092W	0.251	0.226
YJR094C	-0.311	-0.050
YJR094W-A	0.395	0.199
YJR095W	-0.285	-0.117
YJR096W	-0.068	0.121
YJR097W	-0.845	-0.180
YJR098C	-0.101	0.160
YJR099W	-0.117	0.135
YJR100C	-0.471	-0.177
YJR101W	1.561	1.308
YJR102C	30.802	32.207
YJR103W	0.366	-0.070
YJR104C	-0.421	0.373
YJR105W	31.651	31.676
YJR106W	-0.008	0.578
YJR107W	-0.181	-0.099
YJR108W	-0.003	-0.378
YJR109C	28.481	34.829
YJR110W	0.116	-0.039
YJR111C	-0.121	-0.541
YJR112W-A	0.563	1.362
YJR113C	0.247	-0.783
YJR114W	0.371	-0.333
YJR115W	0.000	-0.343
YJR116W	-0.082	-0.115
YJR117W	0.262	-0.127
YJR118C	0.306	0.066
YJR119C	-0.381	-0.082
YJR120W	0.031	-0.032
YJR121W	-0.375	2.975
YJR122W	0.000	28.506
YJR124C	-0.028	0.133
YJR125C	-0.203	-0.447
YJR126C	0.240	0.134
YJR127C	0.347	-0.492
YJR128W	0.309	-0.145
YJR129C	0.211	0.286
YJR130C	0.229	-0.080
YJR131W	0.072	0.383
YJR133W	0.122	0.363
YJR134C	-0.293	0.317
YJR135C	-0.137	-0.140
YJR135W-A	1.146	0.946
YJR137C	-0.931	-0.650
YJR139C	0.000	0.000
YJR140C	-0.292	-0.028
YJR142W	-0.666	-0.247
YJR143C	0.644	-0.797
YJR144W	0.046	-2.156
YJR145C	0.095	-0.020
YJR147W	-0.506	-0.091
YJR148W	-0.378	0.134
YJR149W	0.117	-0.115
YJR150C	-0.253	0.161
YJR151C	0.643	-0.219
YJR151W-A	0.730	-0.988
YJR152W	0.187	-0.000
YJR153W	0.025	0.102
YJR154W	-0.124	-0.078
YKL001C	-1.890	-2.031
YKL002W	2.546	1.498
YKL003C	0.685	1.150
YKL005C	-0.167	0.137
YKL006W	-1.425	0.173
YKL007W	0.036	0.067
YKL008C	0.030	0.355
YKL009W	28.481	31.506
YKL010C	-0.710	0.344
YKL011C	-0.205	0.077
YKL015W	-0.286	0.145
YKL017C	-0.146	0.094
YKL018C-A	-0.066	-0.629
YKL020C	-0.100	-0.619
YKL023W	-0.096	-0.301
YKL025C	-0.399	-0.241
YKL026C	-0.275	-0.126
YKL027W	-0.440	0.044
YKL029C	-0.120	-0.587
YKL030W	0.196	0.011
YKL031W	-0.460	0.471
YKL032C	-1.038	0.967
YKL033W-A	-0.547	-0.018
YKL034W	-0.051	0.040
YKL037W	-0.647	-0.491
YKL038W	-0.195	-0.317
YKL039W	0.412	0.646
YKL040C	0.302	0.291
YKL041W	4.132	4.767
YKL043W	0.013	-0.031
YKL044W	0.337	0.291
YKL046C	0.474	0.072
YKL047W	0.012	0.228
YKL048C	-1.508	0.597
YKL050C	-0.149	0.210
YKL051W	-0.201	0.086
YKL053C-A	0.923	-0.191
YKL053W	0.168	0.048
YKL061W	-0.165	0.340
YKL065C	-0.311	-0.112
YKL066W	0.051	0.366
YKL073W	-1.037	-0.076
YKL075C	-1.255	0.264
YKL076C	-1.748	-0.130
YKL077W	-1.080	-0.468
YKL081W	0.026	0.293
YKL094W	-0.393	0.061
YKL096C-B	0.719	-0.547
YKL096W	-0.027	0.538
YKL096W-A	0.785	0.711
YKL098W	-0.918	-0.259
YKL105C	0.045	0.385
YKL106C-A	0.599	-0.250
YKL110C	-0.340	-0.624
YKL113C	-0.542	0.243
YKL114C	-1.121	-0.087
YKL115C	0.367	-0.573
YKL116C	-0.374	0.012
YKL118W	-29.519	-29.493
YKL119C	30.802	0.000
YKL126W	-29.518	-29.493
YKL127W	-0.124	0.395
YKL134C	-0.449	-2.465
YKL135C	0.435	0.608
YKL149C	0.442	0.794
YKL161C	-0.275	-0.114
YKL162C-A	-0.393	-0.020
YKL166C	-0.738	0.054
YKL168C	-0.257	0.167
YKL169C	-0.056	-0.653
YKL170W	0.249	-0.995
YKL176C	0.577	0.291
YKL178C	0.564	0.154
YKL179C	-0.445	0.403
YKL184W	-0.110	0.822
YKL185W	-0.538	0.135
YKL188C	0.247	0.187
YKL190W	-0.126	1.472
YKL191W	0.381	0.126
YKL197C	-0.885	-0.418
YKL198C	0.152	0.079
YKL199C	0.100	0.126
YKL200C	0.961	0.293
YKL201C	1.702	0.739
YKL202W	1.384	0.754
YKL205W	0.642	0.299
YKL206C	-0.120	-0.056
YKL207W	-0.493	-0.259
YKL208W	0.101	-0.321
YKL209C	0.000	0.000
YKL211C	-28.519	-28.493
YKL212W	0.962	0.013
YKL213C	2.319	1.768
YKL214C	0.152	0.198
YKL215C	0.792	0.110
YKL216W	-0.093	-1.194
YKL217W	0.280	0.252
YKL218C	0.006	-0.127
YKL222C	0.071	0.120
YKR001C	-0.623	-2.380
YKR003W	-0.133	-0.236
YKR004C-A	2.282	-0.988
YKR005C	0.233	-0.135
YKR006C	-0.294	-1.030
YKR007W	0.067	-0.682
YKR009C	-0.123	-0.119
YKR010C	0.500	0.073
YKR011C	-0.046	-0.030
YKR012C	0.229	-0.060
YKR013W	0.545	0.295
YKR014C	0.065	0.086
YKR015C	0.154	0.196
YKR016W	-0.960	-0.317
YKR017C	0.271	-0.215
YKR018C	-0.041	-0.146
YKR019C	4.042	3.820
YKR020W	-1.154	-1.255
YKR021W	0.058	0.069
YKR023W	0.193	-0.224
YKR024C	1.962	-28.493
YKR026C	-1.236	0.529
YKR027W	0.858	-0.007
YKR028W	0.934	-0.787
YKR029C	0.233	0.243
YKR030W	0.298	0.239
YKR031C	0.152	-0.277
YKR032W	0.346	-0.031
YKR033C	0.154	-0.152
YKR035C	-0.180	-0.842
YKR035W-A	1.080	0.586
YKR036C	0.196	-0.169
YKR041W	0.710	-0.089
YKR042W	0.547	0.380
YKR043C	-0.040	-0.135
YKR044W	0.368	-0.039
YKR045C	0.351	-0.260
YKR046C	0.375	-0.184
YKR047W	-0.652	-0.151
YKR048C	-0.097	0.289
YKR049C	0.152	-0.167
YKR050W	0.512	0.313
YKR051W	-0.831	0.150
YKR052C	0.058	-0.376
YKR053C	0.637	-0.259
YKR054C	0.559	0.560
YKR055W	0.056	0.026
YKR056W	-0.303	-0.176
YKR058W	0.267	0.189
YKR059W	0.403	-0.236
YKR060W	-0.176	0.297
YKR061W	0.024	0.104
YKR064W	-0.178	-0.458
YKR065C	0.151	0.115
YKR066C	0.294	0.582
YKR067W	0.287	-0.018
YKR069W	-0.228	-0.089
YKR070W	-0.201	0.005
YKR072C	-1.596	-0.032
YKR073C	-1.221	-0.124
YKR074W	0.109	0.305
YKR075C	-0.114	0.168
YKR076W	-0.261	0.200
YKR077W	0.033	0.256
YKR078W	-0.008	0.407
YKR080W	-0.156	0.144
YKR082W	-0.977	-3.511
YKR084C	-0.739	0.867
YKR085C	0.614	-2.795
YKR087C	-1.000	-0.546
YKR088C	0.235	-0.071
YKR089C	0.130	-0.283
YKR090W	0.084	0.014
YKR091W	-0.161	-0.039
YKR092C	0.721	0.289
YKR093W	0.119	-0.051
YKR094C	0.514	-1.087
YKR095W	0.646	-0.263
YKR096W	-0.085	-0.298
YKR097W	0.030	0.030
YKR098C	-0.221	-0.202
YKR099C-A	0.246	-0.107
YKR099W	3.869	5.895
YKR100C	-0.184	-0.223
YKR101W	0.102	0.449
YKR102W	1.233	0.791
YKR103W	0.167	0.151
YKR104W	0.075	0.134
YKR105C	0.229	-0.004
YKR106W	0.088	-0.222
YLL001W	-0.813	0.395
YLL002W	-1.623	-31.663
YLL005C	-0.036	0.181
YLL006W	0.382	-0.197
YLL006W-A	0.071	-0.370
YLL007C	-0.038	0.285
YLL009C	0.540	-0.714
YLL010C	-0.007	0.145
YLL012W	-0.088	0.136
YLL013C	0.478	0.369
YLL014W	-0.643	-0.204
YLL015W	0.163	0.337
YLL016W	0.006	0.138
YLL017W	-0.200	0.098
YLL018C-A	0.265	-0.179
YLL019C	-0.169	0.259
YLL020C	-0.437	-0.332
YLL021W	-0.080	-0.200
YLL023C	-0.614	-0.098
YLL024C	-0.098	0.191
YLL025W	-0.031	0.431
YLL026W	-0.367	0.182
YLL027W	-28.519	-28.493
YLL028W	-0.633	0.127
YLL029W	0.358	0.451
YLL030C	-0.136	0.186
YLL032C	-0.340	-0.011
YLL033W	0.492	0.013
YLL038C	-1.109	0.422
YLL039C	0.536	-0.294
YLL040C	0.193	-0.314
YLL041C	0.433	0.099
YLL042C	-0.053	0.152
YLL043W	0.870	1.264
YLL044W	-0.168	-0.101
YLL045C	0.255	0.120
YLL046C	-0.164	0.174
YLL047W	-0.067	0.165
YLL048C	-0.108	-0.105
YLL049W	0.216	0.178
YLL051C	0.003	0.201
YLL052C	-0.345	-0.039
YLL053C	0.183	0.360
YLL054C	-0.016	0.100
YLL055W	-0.196	0.107
YLL056C	-0.048	0.167
YLL057C	0.171	0.682
YLL058W	-0.031	0.366
YLL059C	-0.403	-0.090
YLL060C	0.298	0.615
YLL061W	-0.011	0.320
YLL062C	-0.279	0.023
YLL063C	-0.360	0.187
YLR001C	-0.332	0.184
YLR003C	-0.165	-0.389
YLR004C	-0.398	-0.325
YLR006C	-0.710	0.576
YLR011W	-0.156	0.279
YLR012C	-0.108	0.134
YLR013W	-0.207	0.068
YLR014C	0.377	1.013
YLR015W	-0.498	-0.277
YLR016C	0.040	0.232
YLR017W	-0.233	0.149
YLR018C	0.725	0.635
YLR019W	-0.227	-0.064
YLR020C	0.492	0.229
YLR021W	0.059	0.425
YLR023C	0.571	-0.070
YLR025W	0.000	29.506
YLR027C	-28.519	0.013
YLR028C	0.242	0.609
YLR030W	-0.087	0.161
YLR031W	-0.158	-0.003
YLR032W	-0.413	0.098
YLR034C	0.076	0.117
YLR035C	-0.022	0.188
YLR036C	-0.127	0.263
YLR037C	-0.549	-0.127
YLR038C	0.064	-0.212
YLR039C	0.302	0.390
YLR040C	-0.330	-0.034
YLR041W	-0.183	-0.024
YLR042C	-0.098	0.191
YLR043C	-0.244	0.099
YLR044C	-1.187	0.338
YLR046C	0.055	0.003
YLR047C	-0.230	-0.004
YLR048W	-2.846	0.205
YLR049C	-0.137	0.064
YLR050C	-0.661	-0.799
YLR052W	-1.083	-0.277
YLR053C	-0.266	-0.305
YLR054C	-0.378	0.036
YLR055C	0.530	0.628
YLR056W	-0.665	-3.074
YLR057W	-1.557	2.292
YLR058C	1.820	5.173
YLR059C	-0.418	-0.151
YLR061W	-31.978	0.554
YLR062C	28.480	0.000
YLR063W	-0.643	-0.400
YLR064W	-1.078	-0.290
YLR065C	-0.269	0.354
YLR067C	-0.066	-1.313
YLR068W	0.796	0.431
YLR069C	-0.631	-0.436
YLR070C	0.032	0.366
YLR072W	-0.138	0.161
YLR073C	0.295	0.131
YLR074C	0.088	-0.088
YLR077W	0.035	-0.103
YLR079W	-0.690	-0.446
YLR080W	0.338	0.737
YLR081W	0.136	0.488
YLR082C	-0.448	0.070
YLR083C	-0.256	-0.118
YLR084C	0.487	0.519
YLR085C	-1.178	0.135
YLR087C	-0.175	0.344
YLR089C	0.229	-4.145
YLR090W	-0.584	-0.251
YLR091W	-0.148	0.047
YLR092W	-0.053	0.111
YLR093C	0.135	0.198
YLR094C	-0.047	-0.279
YLR095C	0.361	0.166
YLR096W	-0.111	0.402
YLR097C	0.326	0.045
YLR098C	0.133	-0.093
YLR099C	-0.239	0.351
YLR102C	0.113	0.239
YLR104W	-0.279	-0.227
YLR107W	-0.450	-0.212
YLR108C	-0.308	-0.008
YLR109W	-0.310	-0.094
YLR110C	0.062	1.064
YLR111W	-0.998	-0.071
YLR112W	-0.318	-0.004
YLR113W	-37.976	-37.950
YLR114C	-0.386	0.369
YLR118C	-0.182	0.006
YLR119W	2.260	0.012
YLR120C	-0.033	-0.356
YLR121C	-0.159	0.041
YLR122C	-0.301	0.221
YLR123C	-0.227	0.003
YLR124W	0.004	0.126
YLR126C	-0.061	0.069
YLR128W	0.016	0.166
YLR130C	-0.038	0.098
YLR131C	0.413	1.112
YLR133W	0.038	0.024
YLR134W	0.137	0.115
YLR135W	-0.403	-0.016
YLR136C	-0.088	0.260
YLR137W	-0.146	0.075
YLR138W	-0.247	-0.236
YLR139C	0.209	0.259
YLR142W	-0.163	0.292
YLR143W	-1.021	-0.200
YLR144C	-0.204	0.288
YLR146C	-0.113	0.025
YLR149C	1.284	1.567
YLR150W	0.479	0.617
YLR151C	0.060	0.164
YLR152C	-0.272	0.020
YLR154C	-0.541	0.116
YLR164W	0.083	0.155
YLR165C	-0.355	-0.073
YLR168C	0.136	0.561
YLR169W	-0.429	-0.052
YLR170C	-0.603	-0.353
YLR171W	-0.541	-0.158
YLR172C	-0.893	-0.518
YLR173W	-0.302	-0.511
YLR174W	-0.233	0.264
YLR176C	0.159	0.044
YLR177W	-0.115	0.105
YLR178C	0.217	0.344
YLR179C	-0.390	-0.070
YLR180W	0.032	0.236
YLR181C	0.347	0.136
YLR182W	-1.623	-0.250
YLR183C	0.001	-0.289
YLR185W	-2.024	0.428
YLR187W	-0.195	0.010
YLR188W	-0.005	0.134
YLR189C	-0.355	-0.114
YLR190W	-4.039	-0.390
YLR191W	-1.494	-0.269
YLR192C	-29.518	2.013
YLR193C	-0.819	0.750
YLR199C	-0.237	0.117
YLR200W	-0.261	-0.446
YLR201C	0.028	-0.743
YLR202C	0.405	-0.827
YLR203C	0.781	-0.101
YLR204W	-0.328	0.022
YLR205C	-0.145	0.020
YLR206W	-0.177	0.268
YLR207W	0.084	0.435
YLR209C	-0.612	-0.313
YLR210W	-0.185	-0.184
YLR211C	-0.027	0.200
YLR213C	-0.113	0.110
YLR214W	-0.148	-0.200
YLR216C	0.347	0.450
YLR217W	0.215	0.516
YLR218C	0.163	0.300
YLR219W	0.026	-0.343
YLR220W	-0.966	-0.376
YLR221C	-0.163	-0.142
YLR224W	-1.122	-0.075
YLR225C	-0.519	-0.061
YLR227C	-0.032	0.210
YLR228C	-0.376	0.417
YLR232W	-0.163	-0.223
YLR233C	0.191	0.568
YLR237W	0.336	-0.260
YLR238W	-0.133	-0.073
YLR240W	0.000	0.000
YLR242C	0.769	2.472
YLR244C	33.181	32.206
YLR246W	1.064	0.265
YLR257W	-0.006	0.371
YLR260W	-1.702	-0.707
YLR261C	1.360	3.053
YLR262C	-31.841	3.757
YLR262C-A	0.025	-0.033
YLR264W	0.354	0.310
YLR265C	-0.240	0.070
YLR268W	-31.104	-0.987
YLR269C	-0.068	0.395
YLR270W	0.258	0.003
YLR278C	0.156	0.223
YLR279W	0.164	0.379
YLR281C	-0.058	0.430
YLR283W	0.299	0.324
YLR285C-A	0.524	-0.231
YLR287C-A	1.050	-0.633
YLR288C	0.193	0.712
YLR289W	-0.091	0.264
YLR292C	-0.216	0.326
YLR295C	-1.231	-0.180
YLR303W	-0.755	0.606
YLR304C	0.000	0.000
YLR306W	0.622	0.574
YLR307C-A	0.380	-0.891
YLR312C-B	0.093	-0.238
YLR312W-A	0.250	-0.807
YLR313C	-0.341	0.127
YLR315W	-0.071	-0.252
YLR318W	-0.020	0.444
YLR319C	-0.281	-0.251
YLR320W	1.547	0.598
YLR322W	-1.109	-2.795
YLR324W	-0.123	0.504
YLR325C	-0.227	0.160
YLR327C	0.394	0.637
YLR329W	0.125	0.222
YLR330W	0.611	0.023
YLR332W	-0.234	0.189
YLR334C	0.273	-0.102
YLR335W	-0.139	0.206
YLR338W	30.065	0.000
YLR342W	-1.305	-1.124
YLR342W-A	0.222	-0.921
YLR343W	-0.238	0.041
YLR344W	-0.037	0.116
YLR350W	0.492	1.665
YLR357W	-0.072	-0.243
YLR358C	2.662	0.013
YLR360W	-0.962	-0.237
YLR361C	0.702	-0.171
YLR361C-A	0.590	0.201
YLR363W-A	0.855	0.562
YLR366W	0.548	0.081
YLR367W	0.256	-0.067
YLR368W	-0.488	0.475
YLR369W	-1.562	-4.511
YLR371W	-1.746	-1.401
YLR372W	0.310	1.308
YLR373C	-0.333	0.930
YLR374C	0.018	0.627
YLR375W	0.464	0.223
YLR380W	-34.104	3.394
YLR381W	-0.287	-0.071
YLR382C	1.117	0.911
