ORF	hap a | growth (relative abundance in pooled culture) | selenomethionine [12 uM] | Plateau P~Lazard M, 2017	hap a | growth (relative abundance in pooled culture) | selenomethionine [20 uM] | Plateau P~Lazard M, 2017
YLR296W	-0.180	0.034
YDL218W	-0.171	-0.063
YGR263C	-0.189	0.139
YIR037W	-0.171	-0.000
YIL164C	-0.191	-0.231
YGR125W	-0.188	0.040
YIL114C	-0.214	-0.429
YKR017C	-0.196	0.036
YNL301C	-0.184	-0.046
YLR273C	-0.189	0.043
YNR075W	-0.164	0.171
YDR153C	-0.200	0.386
YGR207C	-0.175	-0.003
YCR090C	-0.186	0.201
YMR219W	-0.170	-0.022
YGL258W	-0.221	-0.036
YIL146C	-0.180	-0.128
YPR128C	-0.185	-0.280
YLR123C	-0.180	0.091
YPR043W	-0.001	NaN
YOR158W	-0.177	-0.467
YML013W	-0.177	-0.267
YBR139W	-0.166	0.062
YOL028C	-0.168	0.261
YDR001C	-0.191	-0.134
YMR030W	-0.211	0.063
YJR078W	-0.176	-0.079
YLR405W	-0.181	0.001
YMR318C	-0.177	-0.233
YGL194C	-0.171	0.191
YKR075C	-0.199	-0.174
YBR287W	-0.181	-0.132
YHL021C	-0.191	-0.118
YPL219W	-0.164	-0.235
YFL010C	-0.184	0.301
YOR291W	-0.156	-0.403
YJL045W	-0.176	-0.467
YIL122W	-0.182	-0.191
YIL137C	-0.171	0.032
YDL225W	-0.187	0.038
YHR104W	-0.173	0.021
YBR040W	-0.201	-0.047
YBR239C	-0.184	0.069
YDR287W	-0.164	0.054
YJL030W	-0.204	-0.341
YCL026C-A	-0.177	0.050
YKL093W	-0.173	0.108
YPR109W	-0.185	0.216
YDL078C	-0.183	-0.098
YHR167W	-0.061	-0.293
YGL036W	-0.189	-0.322
YBR027C	-0.179	-0.011
YDR430C	-0.184	-0.017
YNL134C	-0.191	0.302
YOR269W	-0.178	-0.058
YOR025W	-0.188	-0.064
YDR506C	-0.178	-0.010
YGR199W	-0.198	-0.208
YJR051W	-0.172	0.129
YLR346C	-0.177	0.052
YLR284C	-0.184	-0.073
YJL206C	-0.218	0.079
YER181C	-0.188	-0.074
YER033C	-0.192	-0.272
YDR312W	-0.187	-0.008
YKR093W	-0.178	-0.091
YNL087W	-0.265	-0.066
YMR011W	-0.169	0.018
YFL010W-A	-0.159	0.209
YAL029C	-0.192	0.134
YBR205W	-0.184	0.164
YPL054W	-0.167	-0.035
YKL211C	-0.188	-0.012
YJL151C	-0.182	0.020
YDR540C	-0.187	-0.071
YPR008W	-0.193	0.030
YDL181W	-0.158	-0.419
YJR098C	-0.262	-0.117
YMR221C	-0.181	-0.408
YOL011W	-0.168	0.040
YHL042W	-0.163	0.102
YJL089W	-0.182	0.008
YPR151C	-0.183	-0.531
YPL113C	-0.180	-0.095
YNL254C	-0.176	-0.037
YOR172W	-0.185	-0.221
YOR062C	-0.181	0.080
YLR285W	-0.178	-0.223
YBL049W	-0.173	0.176
YOR349W	-0.197	-0.183
YGR286C	-0.189	-0.067
YMR173W-A	-0.163	0.234
YML038C	-0.177	0.055
YOL098C	-0.175	-0.178
YJL133W	-0.163	-0.139
YER180C	-0.187	-0.016
YER073W	-0.148	-0.276
YMR107W	-0.152	0.045
YOR338W	-0.173	-0.051
YDR209C	-0.175	0.041
YBR223C	-0.174	0.083
YKL137W	-0.176	-0.025
YMR258C	-0.164	-0.028
YGL139W	-0.166	0.329
YMR233W	-0.188	-0.231
YCR067C	-0.178	0.139
YMR299C	-0.158	-0.096
YKL164C	-0.165	0.217
YPL003W	-0.170	-0.219
YIL120W	-0.163	-0.060
YDR400W	-0.133	0.069
YDR056C	-0.515	0.403
YML087C	-0.107	-0.188
YPR015C	-0.157	0.153
YJL100W	-0.160	-0.097
YER028C	-0.175	0.104
YMR209C	-0.183	0.003
YBR242W	-0.166	0.062
YHL046C	-0.643	0.034
YOR017W	-0.177	0.087
YGR217W	-0.184	-0.031
YDR282C	-0.153	0.044
YHR137W	-0.156	0.130
YFL052W	-0.166	0.012
YPL246C	-0.175	0.119
YDR133C	-0.177	0.103
YLL010C	0.037	-0.041
YOR385W	-0.162	0.443
YIL060W	-0.160	0.454
YJL016W	-0.186	0.300
YBL053W	-0.166	0.278
YAL068C	-0.178	-0.082
YDR019C	-0.169	0.043
YOR268C	-0.166	0.083
YHR011W	-0.341	-0.436
YGL053W	-0.154	0.090
YPL033C	-0.180	0.084
YOR307C	-0.166	-0.015
YPR054W	-0.161	-0.265
YKL161C	-0.170	-0.473
YKR021W	-0.179	0.168
YJL012C	-0.124	0.401
YJL112W	-0.182	-0.107
YOR027W	-0.155	0.073
YHR133C	-0.177	-0.359
YGL062W	-0.164	-0.091
YDR104C	-0.164	0.030
YNL068C	-0.165	0.079
YBL088C	-0.147	-0.004
YKL034W	-0.144	0.011
YLR213C	-0.171	-0.026
YHR097C	-0.148	0.101
YOL150C	-0.086	0.356
YPL119C	-0.140	0.171
YMR003W	-0.158	0.440
YFL027C	-0.161	0.305
YDR015C	-0.155	-0.077
YLR085C	-0.176	-1.010
YDL091C	-0.173	-0.226
YER010C	-0.160	0.015
YFR012W	-0.150	-0.099
YDL226C	-0.274	0.291
YHR125W	-0.164	-0.121
YKL188C	-0.151	0.087
YPL185W	-0.152	-0.033
YLR082C	-0.154	0.096
YML068W	-0.150	0.033
YLR081W	-0.150	-0.116
YOR152C	-0.143	-0.029
YBL008W	-0.146	0.067
YGR017W	-0.164	0.112
YOR339C	-0.170	0.004
YCR004C	-0.150	-0.467
YMR086W	-0.158	0.076
YGL032C	-0.172	0.142
YMR130W	-0.136	0.039
YCR006C	-0.139	0.000
YER116C	-0.037	-0.016
YIL165C	-0.166	-0.063
YJL200C	-0.153	-0.003
YKL215C	-0.161	0.196
YDR386W	-0.173	0.224
YNL168C	-0.163	-0.170
YOR343C	-0.153	0.002
YPL015C	-0.150	-0.135
YNL034W	-0.170	-0.085
YBL001C	-0.170	-0.064
YJL117W	-0.149	0.045
YER111C	-0.154	0.186
YKL128C	-0.152	0.008
YGL013C	-0.157	0.087
YOL082W	-0.178	0.091
YIL100W	-0.158	-0.019
YPL247C	-0.165	0.182
YNL212W	-0.142	-0.097
YDR057W	-0.163	0.353
YPR095C	-0.164	-0.005
YDR030C	-0.161	0.032
YDL121C	-0.146	-0.147
YDR277C	-0.157	-0.131
YER038W-A	-0.168	-0.584
YDR070C	-0.145	-0.013
YBR215W	-0.163	0.099
YDR171W	-0.102	-0.128
YMR254C	-0.155	-0.020
YOR121C	-0.145	-0.203
YKL123W	-0.139	0.147
YHL040C	-0.147	-0.100
YOR133W	-0.146	-0.105
YMR023C	-0.156	-0.190
YMR085W	-0.158	0.027
YNL123W	-0.154	-0.224
YFR007W	-0.156	-0.081
YER051W	-0.157	0.018
YKL105C	-0.155	0.004
YBL060W	-0.160	0.104
YDR242W	-0.149	0.088
YJL042W	-0.143	0.105
YPR058W	-0.132	-0.061
YDL138W	-0.165	-0.275
YER041W	-0.139	0.144
YCR010C	-0.156	0.239
YJR153W	-0.152	-0.021
YIL064W	-0.168	-0.161
YLR077W	-0.380	0.029
YMR319C	-0.163	-0.026
YGR254W	-0.150	0.028
YPR147C	-0.155	-0.070
YMR238W	-0.161	-0.053
YIL069C	-0.138	0.063
YGR042W	-0.143	0.142
YBR043C	-0.154	0.108
YJL078C	-0.301	-0.032
YDL054C	-0.143	-0.045
YER188W	-0.157	-0.096
YGR244C	-0.164	-0.008
YIL001W	-0.142	0.131
YLR040C	-0.161	-0.336
YDR274C	-0.147	-0.049
YDR194C	-0.150	-0.114
YPL177C	-0.159	-0.191
YNL106C	-0.182	-0.142
YPL025C	-0.142	0.291
YOL084W	-0.136	0.271
YMR090W	-0.145	-0.048
YKL039W	-0.136	-0.005
YHR139C	-0.146	-0.067
YKL071W	-0.135	0.116
YNL037C	-0.154	0.016
YDL009C	-0.177	0.632
YDR507C	-0.070	0.080
YIR036C	0.011	0.399
YPL263C	-0.144	-0.096
YJR116W	-0.137	0.119
YHR094C	-0.154	0.213
YNL253W	-0.155	0.061
YNL159C	-0.153	-0.058
YMR251W-A	-0.147	-0.063
YOR125C	-0.138	-0.248
YKL129C	-0.142	0.141
YDR330W	-0.154	-0.010
YEL004W	-0.142	0.081
YJL181W	-0.143	0.026
YJL073W	-0.133	0.169
YGR189C	-0.158	0.054
YHR153C	-0.156	0.048
YGR157W	-0.129	-0.586
YGL131C	-0.134	-0.063
YDR530C	-0.142	0.157
YEL005C	-0.143	0.012
YEL010W	-0.126	0.043
YOR365C	-0.151	-0.075
YBR264C	-0.134	-0.067
YKR091W	-0.150	0.087
YKR018C	-0.149	-0.605
YLR133W	-0.395	0.054
YLL026W	-0.163	0.082
YFR035C	-0.143	0.281
YNL063W	-0.138	0.059
YJR003C	-0.128	0.176
YFL034C-A	-0.176	-0.158
YMR082C	-0.149	0.094
YHR096C	-0.147	-0.138
YPL264C	-0.130	0.112
YNL277W	-0.153	0.146
YOL052C-A	-0.153	-0.513
YGR109C	-0.161	0.306
YHR136C	-0.141	0.003
YDR403W	-0.134	0.025
YJR150C	-0.144	-0.096
YGR266W	-0.120	0.221
YPL273W	-0.106	0.101
YLR012C	-0.140	-0.229
YMR086C-A	-0.141	0.104
YER001W	-0.137	-0.460
YGL208W	-0.138	0.290
YKR080W	-0.162	-0.055
YNR049C	-0.134	0.020
YKL100C	-0.136	0.079
YNL090W	-0.126	-0.101
YOL117W	-0.146	0.104
YMR170C	-0.278	-0.034
YDR368W	-0.138	0.126
YDL048C	-0.140	-0.089
YBR259W	-0.118	0.116
YDR014W	-0.133	-0.051
YMR292W	-0.139	-0.067
YDR009W	-0.144	-0.270
YBR233W	-0.139	-0.009
YCR001W	-0.136	0.033
YEL041W	-0.113	0.063
YJL146W	-0.172	-0.084
YGR225W	-0.133	-0.080
YNL054W	-0.153	-0.214
YML052W	-0.143	0.079
YDR285W	-0.138	0.143
YBR045C	-0.141	0.075
YAR035W	-0.137	0.148
YOR346W	-0.139	0.002
YJR062C	-0.158	-0.051
YML120C	-0.118	0.069
YPL267W	-0.148	-0.229
YKL079W	-0.132	0.038
YBR003W	-0.137	-0.081
YLR030W	-0.142	0.053
YKR011C	-0.143	0.115
YLR460C	-0.132	0.114
YIL173W	-0.143	-0.320
YDL194W	0.012	0.461
YIR032C	-0.144	0.060
YLR283W	-0.131	-0.033
YIL140W	-0.135	-0.133
YBR007C	-0.131	0.057
YBR214W	-0.136	0.219
YBL039C	-0.122	-0.005
YGL121C	-0.140	0.173
YIL113W	-0.134	0.003
YNL167C	-0.118	-0.085
YBR092C	-0.132	0.019
YGR209C	-0.122	0.061
YBL098W	-0.123	0.216
YBR129C	-0.795	0.365
YPR011C	-0.150	0.067
YJL003W	-0.112	-0.881
YGR213C	-0.129	0.019
YKR015C	-0.125	0.103
YJR148W	-0.150	-0.030
YGR123C	-0.152	-0.243
YHR016C	-0.130	0.066
YDR033W	-0.141	-0.013
YML003W	-0.081	0.061
YJR020W	-0.107	0.107
YGR067C	-0.127	0.073
YPR164W	-0.110	0.234
YBR200W	-0.368	0.324
YGR212W	-0.133	0.009
YFR053C	-0.123	-0.057
YJL217W	-0.135	0.030
YKR103W	-0.128	-0.004
YOL071W	-0.216	0.430
YAL065C	-0.138	-0.230
YPR079W	-0.137	0.013
YHR209W	-0.122	-0.246
YNL050C	-0.120	-0.086
YPR027C	-0.108	0.135
YFL063W	-0.131	0.236
YBR008C	-0.136	0.234
YLR154C	-0.154	0.091
YOL029C	-0.119	-0.259
YOR105W	-0.117	0.132
YOR273C	-0.130	-0.129
YGR049W	-0.125	0.176
YAL037W	-0.120	0.151
YLR432W	-0.130	0.011
YHL026C	-0.114	-0.776
YNL246W	-0.112	-0.305
YLR350W	-0.126	-0.288
YLL058W	-0.126	0.095
YEL065W	-0.114	0.008
YGR178C	-0.122	-0.140
YGR053C	-0.035	0.241
YBR074W	-0.133	-0.055
YOR156C	-0.137	0.113
YGR290W	-0.108	0.124
YNL206C	-0.125	-0.196
YBR108W	-0.137	0.043
YKL120W	-0.124	0.138
YMR176W	-0.120	0.160
YHL035C	-0.100	0.117
YML066C	-0.129	0.015
YMR191W	-0.113	-0.016
YBR063C	-0.112	-0.223
YMR092C	-0.109	-0.042
YML121W	-0.145	0.374
YAL019W	-0.120	-0.126
YOL131W	-0.126	0.001
YDR379W	-0.079	0.083
YOR099W	-0.131	0.130
YLL047W	-0.123	0.047
YBL031W	-0.116	0.152
YAL062W	-0.128	-0.145
YOR165W	-0.126	0.226
YAL028W	-0.117	-0.035
YNL268W	-0.047	0.002
YHR184W	-0.079	-0.014
YIL094C	-0.126	-0.052
YDR022C	-0.116	-0.151
YLR343W	-0.129	-0.230
YFR023W	-0.126	0.107
YDL037C	-0.123	-0.154
YLR037C	-0.116	0.163
YDL204W	-0.115	-0.063
YMR118C	-0.131	0.072
YJR070C	-0.122	0.088
YIL155C	-0.098	0.083
YHL043W	-0.113	0.021
YMR012W	-0.127	0.138
YOR263C	-0.112	-0.375
YGR196C	-0.142	-0.298
YNL022C	-0.142	0.070
YGR163W	-0.111	-0.166
YFL047W	-0.117	0.236
YDR284C	-0.107	-0.283
YDL231C	0.047	-0.397
YAR047C	-0.123	-0.291
YML053C	-0.122	-0.062
YPR172W	-0.115	0.148
YNL218W	-0.161	-0.261
YDL161W	-0.123	-0.059
YJL079C	-0.121	-0.055
YPL208W	-0.105	0.116
YIL141W	-0.126	0.224
YPL114W	-0.036	-0.095
YMR315W	-0.122	-0.116
YOR378W	-0.110	0.025
YHR140W	-0.101	-0.269
YPL183C	-0.119	0.207
YBR161W	-0.118	-0.011
YHR129C	-0.125	-0.223
YDL215C	-0.127	-0.042
YBR260C	-0.108	-0.054
YMR194C-A	-0.128	0.006
YLR036C	-0.105	0.062
YNL004W	-0.105	-0.083
YJR126C	-0.118	0.060
YNL115C	-0.112	0.109
YPL004C	-0.098	0.263
YDL154W	-0.119	-0.049
YGR247W	-0.124	-0.044
YIR005W	-0.020	0.307
YDR125C	-0.104	-0.354
YLR199C	-0.114	0.004
YEL011W	-0.096	0.116
YMR114C	-0.069	0.003
YBR296C	-0.125	-0.065
YAR027W	-0.102	-0.005
YEL016C	-0.100	0.013
YJR115W	-0.130	0.107
YFL031W	-0.101	0.112
YKL133C	-0.100	0.139
YNL292W	-0.105	-0.299
YEL020C	-0.120	0.037
YPR093C	-0.124	-0.412
YHR171W	-0.102	-0.160
YHR029C	-0.103	0.328
YDR213W	-0.112	-0.033
YPR021C	-0.108	-0.107
YLR034C	-0.113	-0.272
YHL012W	-0.075	-0.067
YNL303W	-0.120	-0.080
YDR444W	-0.113	0.120
YJL182C	-0.113	-0.322
YOR120W	-0.101	0.014
YCL002C	-0.100	0.087
YKL085W	-0.098	0.149
YBR148W	-0.101	0.110
YAL008W	-0.106	-0.320
YCL076W	-0.116	0.158
YJR140C	-0.084	-0.014
YDR119W	-0.116	0.031
YKL208W	-0.107	-0.469
YPL232W	-0.101	-0.085
YIL054W	-0.116	0.143
YOR155C	-0.105	0.143
YLR431C	-0.082	-0.228
YHL014C	-0.133	-0.073
YBR013C	-0.111	0.095
YPL057C	-0.100	0.074
YMR222C	-0.112	0.171
YIR003W	-0.100	-0.143
YPR154W	-0.103	0.114
YLR064W	-0.091	0.135
YJL160C	-0.099	-0.556
YNL154C	-0.096	0.193
YNL305C	-0.103	0.218
YDR309C	-0.116	-0.125
YGL059W	-0.083	-0.175
YMR313C	-0.105	0.057
YBR221C	-0.103	-0.286
YJR092W	-0.111	-0.171
YDR349C	-0.098	-0.118
YKL031W	-0.110	0.250
YCL048W	-0.109	0.150
YMR186W	-0.100	0.078
YKR090W	-0.098	0.107
YER144C	-0.096	0.103
YCR021C	-0.102	-0.244
YCR015C	-0.093	0.044
YPR185W	-0.090	0.202
YJL058C	-0.102	0.043
YIL145C	-0.071	0.318
YKL163W	-0.096	0.039
YER106W	-0.115	-0.107
YNR062C	-0.109	0.167
YPL224C	-0.093	0.129
YER152C	-0.092	0.143
YMR250W	-0.125	0.031
YEL056W	-0.235	-0.225
YGR273C	-0.087	-0.053
YGR281W	-0.105	0.185
YBL096C	-0.092	0.112
YGR127W	0.018	0.291
YMR199W	-0.085	-0.053
YDL242W	-0.095	0.011
YMR068W	-0.122	0.210
YGR016W	-0.098	0.188
YGR131W	-0.097	-0.123
YBR157C	-0.065	0.242
YJL020C	-0.095	-0.045
YOR225W	-0.099	-0.017
YBR227C	-0.095	0.151
YPL206C	-0.099	-0.069
YBR285W	-0.089	-0.042
YLR004C	-0.090	0.054
YER090W	-0.077	-0.083
YBR293W	-0.086	0.065
YNL283C	-0.060	-0.128
YNR033W	-0.312	-0.005
YJL165C	-0.086	-0.017
YPR116W	-0.099	-0.241
YGR194C	-0.096	-0.152
YKL030W	-0.077	-0.041
YBR073W	-0.065	0.389
YOR386W	-0.099	-0.023
YNR002C	-0.094	0.129
YCL034W	-0.101	-0.202
YFL056C	-0.072	-0.170
YGR043C	-0.127	0.105
YDR371W	-0.081	-0.152
YCR007C	-0.078	0.220
YDL203C	-0.097	0.303
YPR098C	-0.088	0.167
YFR049W	-0.077	0.219
YMR322C	-0.085	0.112
YOL002C	-0.058	0.091
YMR105C	-0.070	0.156
YLR019W	-0.087	0.148
YER087C-B	-0.076	0.009
YDR363W	-0.009	0.028
YOR242C	-0.071	-0.026
YMR135W-A	-0.087	0.057
YKL047W	-0.092	-0.032
YOR018W	-0.087	-0.021
YDL184C	-0.090	0.200
YNL314W	-0.104	-0.590
YIL086C	-0.197	-0.146
YLR187W	-0.081	0.351
YGL257C	-0.074	-0.250
YDR179C	-0.085	0.643
YNL010W	-0.086	0.093
YIL058W	-0.088	0.108
YDL034W	-0.078	0.050
YGR168C	-0.095	0.115
YGR149W	-0.080	0.208
YNL249C	-0.076	0.108
YCL049C	-0.084	0.055
YIL047C	-0.085	0.116
YNL223W	-0.076	0.011
YBR006W	-0.081	0.052
YIR035C	-0.087	0.127
YAR031W	-0.100	0.088
YOL081W	-0.073	0.110
YGR039W	-0.099	0.275
YDL170W	-0.089	0.005
YGR202C	-0.064	0.040
YOR185C	-0.091	0.207
YDR317W	-0.087	-0.034
YBR125C	-0.089	0.119
YPR020W	-0.084	-0.250
YKL171W	-0.067	-0.049
YOR137C	-0.070	0.062
YLR144C	-0.084	0.344
YMR014W	-0.045	NaN
YKL051W	-0.088	-0.075
YMR190C	-0.086	0.069
YBR037C	-0.094	-0.330
YKR049C	-0.064	0.236
YDR126W	-0.066	-0.089
YGR183C	-0.131	-0.657
YGL140C	-0.070	0.170
YOR147W	-0.076	-0.025
YBR050C	-0.079	-0.094
YNR061C	-0.086	0.037
YNL030W	-0.075	0.095
YDR402C	-0.076	0.066
YGL086W	-0.064	0.077
YOR055W	-0.062	0.010
YPL026C	-0.089	-0.242
YOR044W	-0.073	0.276
YOR271C	-0.085	-0.083
YBL080C	-0.058	-0.074
YOL116W	-0.069	-0.141
YEL071W	-0.076	0.132
YFR020W	-0.067	0.051
YBR089C-A	-0.092	-0.016
YBR116C	-0.071	0.227
YOR064C	-0.089	0.154
YOL163W	-0.071	-0.099
YKR089C	-0.078	0.073
YPL176C	-0.082	0.057
YLR013W	-0.069	0.334
YGL260W	-0.103	-0.126
YPL154C	-0.066	0.021
YBR138C	-0.077	-0.015
YDL223C	-0.155	0.058
YER066C-A	0.027	0.091
YKL068W	-0.168	0.365
YDR262W	-0.066	-0.177
YOR284W	-0.071	0.081
YKR045C	-0.043	0.064
YDR249C	-0.078	0.205
YML131W	-0.086	0.099
YHR035W	-0.078	0.024
YHR134W	-0.041	0.022
YNL176C	-0.065	0.131
YDR003W	-0.056	0.232
YKR098C	-0.054	-0.019
YNL194C	-0.053	-0.224
YBR023C	-0.081	0.069
YMR065W	-0.058	0.289
YLR299W	-0.080	-0.031
YOL056W	-0.335	0.154
YPL229W	-0.059	0.083
YLR449W	-0.064	0.065
YBR258C	-0.071	0.248
YCR043C	-0.064	0.060
YPL163C	-0.069	0.055
YBR156C	-0.075	0.159
YPR077C	-0.072	-0.045
YMR067C	-0.070	-0.463
YMR310C	-0.073	-0.148
YPL001W	-0.075	0.075
YIL095W	-0.069	-0.073
YER114C	-0.063	0.002
YNL320W	-0.063	0.108
YBR203W	-0.061	-0.140
YGR141W	-0.072	0.222
YLR017W	-0.047	0.258
YBR046C	-0.076	0.217
YLR210W	-0.062	-0.032
YDL171C	-0.075	0.244
YLR286C	-0.067	0.194
YCL040W	-0.076	-0.025
YDR511W	-0.062	0.035
YPL005W	-0.067	-0.008
YHL041W	-0.081	0.055
YJL201W	-0.052	-0.139
YKL217W	-0.067	0.054
YLR041W	-0.050	0.125
YAL015C	-0.072	-0.065
YFR018C	-0.075	-0.207
YNL322C	-0.131	0.173
YPR156C	-0.079	-0.225
YLR003C	-0.075	0.237
YIL124W	-0.076	-0.451
YIL161W	-0.075	0.106
YJR025C	-0.079	-0.314
YGR079W	-0.081	-0.509
YNR057C	-0.079	-0.097
YEL023C	-0.074	-0.012
YMR129W	-0.071	-0.003
YPL110C	-0.053	0.081
YER162C	-0.067	-0.045
YMR271C	-0.062	0.137
YJL128C	-0.015	-0.072
YGL067W	-0.036	0.210
YER109C	-0.059	0.119
YDL133W	-0.049	0.073
YOR205C	-0.050	-0.283
YDR380W	-0.053	0.094
YOR162C	-0.024	-1.137
YDR522C	-0.062	0.015
YOR104W	0.149	0.082
YDL238C	-0.071	0.060
YPL272C	-0.046	0.062
YNL230C	-0.048	-0.014
YGL157W	-0.071	-0.097
YLR425W	-0.054	-0.149
YPL095C	-0.056	-0.162
YJL213W	-0.052	-0.318
YDR074W	-0.044	-0.198
YDR093W	-0.057	0.085
YAL024C	-0.064	0.118
YDR516C	-0.064	-0.150
YPL107W	-0.060	0.072
YLR001C	-0.046	0.098
YNL300W	-0.070	-0.148
YNR039C	-0.062	0.081
YMR265C	-0.042	0.173
YOR216C	-0.058	-0.070
YFL053W	-0.045	0.134
YGR139W	-0.058	0.355
YPL164C	-0.039	0.191
YDL237W	-0.065	-0.229
YGR007W	-0.070	0.115
YHL038C	-0.051	-0.316
YLR128W	-0.055	-0.124
YNL196C	-0.066	-0.324
YOL092W	-0.058	0.096
YGR035C	-0.053	0.125
YBL106C	-0.043	0.238
YML020W	-0.062	-0.129
YDR142C	-0.028	0.209
YCL057W	-0.047	-0.035
YJR038C	-0.051	-0.196
YFL050C	-0.053	-0.373
YER183C	-0.044	0.141
YNR048W	-0.062	0.032
YER186C	-0.048	0.080
YNL316C	-0.049	0.026
YOL046C	-0.058	-0.001
YNL318C	-0.058	0.091
YOL106W	-0.047	0.096
YML110C	-0.054	-0.060
YNL255C	-0.032	-0.199
YOL043C	-0.047	0.126
YOL114C	-0.075	-0.382
YMR109W	-0.068	0.066
YGR044C	-0.044	0.137
YBR057C	-0.041	0.215
YEL052W	-0.041	-0.068
YOR320C	-0.027	0.172
YGL198W	-0.045	0.188
YHR046C	-0.044	0.024
YMR262W	-0.028	-0.075
YPR196W	-0.050	0.285
YIL116W	-0.048	-0.022
YJL166W	0.006	-0.464
YHR150W	-0.068	-0.227
YHL036W	-0.189	0.012
YOR318C	-0.025	-0.004
YDR229W	-0.044	-0.017
YDR446W	0.003	0.555
YOR076C	-0.033	0.046
YOR024W	-0.039	-0.005
YKL096W	-0.041	-0.020
YIL096C	-0.023	0.155
YNL311C	-0.032	0.057
YDR338C	-0.051	-0.014
YHR139C-A	-0.048	0.059
YCL030C	-0.029	0.036
YJL145W	-0.046	-0.136
YNL233W	-0.036	0.163
YDR293C	-0.201	0.006
YPL244C	-0.070	0.322
YBR218C	-0.039	0.114
YFL021W	-0.037	0.103
YDR020C	-0.034	0.100
YML018C	-0.040	0.146
YGL181W	-0.037	0.246
YDL039C	-0.039	-0.149
YCL069W	-0.043	-0.042
YER034W	-0.026	0.032
YOL104C	-0.045	-0.020
YDL066W	-0.038	0.092
YLR177W	-0.049	0.254
YNL234W	-0.040	-0.038
YMR096W	-0.033	-0.021
YLL038C	-0.044	-0.479
YGR256W	-0.039	-0.024
YBR066C	-0.231	0.018
YGL261C	-0.032	0.059
YER130C	-0.055	-0.519
YHR059W	-0.049	0.201
YNL093W	-0.029	0.203
YOR302W	-0.038	0.009
YGR284C	-0.040	-0.104
YJL212C	-0.037	0.081
YDL131W	-0.040	0.042
YBL052C	-0.028	0.219
YDR205W	-0.045	-0.252
YER039C-A	-0.031	0.093
YFL026W	-0.035	-0.051
YPL056C	-0.041	-0.113
YMR104C	-0.025	0.096
YJL083W	-0.040	0.088
YBR159W	-0.010	0.202
YER080W	-0.057	0.150
YHL037C	-0.039	0.119
YDR534C	-0.037	-0.031
YKL061W	0.004	0.142
YGL254W	-0.040	0.255
YBR206W	-0.050	-0.120
YKL038W	-0.029	-0.125
YDL032W	-0.164	0.066
YKR076W	-0.020	-0.065
YMR172W	-0.018	-0.019
YMR251W	-0.045	0.530
YCR014C	-0.033	0.147
YLR454W	-0.051	0.114
YNL053W	-0.042	-0.072
YOR303W	-0.030	-0.017
YBR158W	0.031	0.200
YDL128W	-0.007	-0.016
YJL144W	-0.021	0.184
YKL084W	-0.037	0.123
YIL015W	-0.062	-0.171
YAR050W	-0.027	0.199
YGR268C	-0.033	0.249
YJL147C	-0.074	-0.116
YOL155C	-0.022	0.204
YDR420W	-0.029	-0.155
YDR469W	-0.038	-0.155
YOR214C	-0.027	-0.024
YPL168W	-0.037	0.102
YGL205W	-0.026	0.571
YLL023C	-0.038	0.016
YBR131W	-0.029	-0.007
YMR245W	-0.032	0.061
YHR115C	-0.030	0.207
YNR066C	-0.022	-0.107
YKL162C-A	-0.029	-0.046
YNR056C	-0.025	0.024
YKL214C	-0.027	0.297
YBR210W	-0.035	-0.134
YKL032C	-0.020	0.199
YJR077C	0.016	0.181
YCR048W	-0.029	0.276
YEL040W	-0.012	-0.330
YPR097W	-0.032	-0.065
YNL177C	-0.008	-0.303
YMR234W	-0.030	0.055
YPL121C	-0.019	-0.005
YDR192C	-0.034	-0.136
YDL178W	-0.031	0.024
YOL128C	-0.010	0.178
YNL285W	-0.008	0.065
YPR149W	-0.022	0.199
YLL059C	-0.010	0.102
YDL239C	-0.012	0.423
YIL135C	-0.028	0.156
YKL202W	-0.018	-0.115
YER005W	-0.042	0.139
YER081W	-0.008	0.071
YGL004C	-0.040	0.098
YNL238W	-0.013	-0.479
YDR036C	-0.031	0.144
YGL156W	-0.016	0.029
YPL149W	-0.011	0.082
YLR294C	-0.028	0.146
YML008C	-0.001	0.109
YER137C	-0.037	-0.320
YDR273W	-0.183	0.021
YFL012W	-0.014	-0.192
YHR079C	0.007	0.135
YEL072W	-0.178	0.326
YKL222C	-0.014	-0.161
YJR053W	-0.009	0.113
YNL202W	-0.001	0.074
YCR049C	-0.020	-0.195
YFR017C	-0.021	0.083
YNL275W	-0.095	0.217
YGL109W	-0.018	-0.191
YML058W	-0.026	0.046
YGL028C	-0.070	0.135
YMR141C	-0.003	0.145
YMR246W	-0.018	-0.035
YGR210C	0.005	0.166
YPR133W-A	-0.791	-0.339
YFL034W	-0.009	0.275
YNL156C	-0.017	-0.100
YFL055W	-0.031	0.265
YDR152W	-0.014	0.407
YOR134W	-0.020	0.024
YLR104W	-0.016	0.148
YBR019C	-0.017	0.087
YNL031C	-0.011	0.001
YGR177C	-0.019	0.208
YKR066C	0.009	0.098
YJL162C	-0.008	0.161
YJR047C	-0.022	-0.330
YDR085C	-0.010	-0.001
YMR214W	-0.007	-0.019
YPL274W	-0.006	0.019
YJL048C	0.020	0.029
YNR050C	0.033	0.142
YGR068C	-0.017	-0.162
YNL081C	-0.007	0.011
YMR055C	-0.026	0.106
YAR030C	-0.014	-0.128
YMR087W	-0.008	0.166
YNL273W	0.022	0.192
