orf	hap a | cell death (frequency of dead cells) | tunicamycin [2.5 ug/ml] | quantitative | quantitative | quantitative	hap a | cell death (frequency of dead cells) | tacrolimus (anhydrous) [1 ug/ml], tunicamycin [2.5 ug/ml] | quantitative | quantitative | quantitative
YBR267W	1.6958735869797237	0.0007252356179322139
YBR268W	1.9039794503441012	0.14589283172305303
YBR269C	-0.8105888963615192	1.8896352868019988
YBR270C	0.17088125138515867	-0.5280793117118886
YBR271W	0.3417700656953672	-0.30102269478776245
YBR272C	0.3763821083292659	-0.2913593133249777
YBR273C	-0.3822196427205718	-0.1672502454884545
YBR274W	-0.31683075423366774	-0.1766987013379015
YBR275C	-0.21431852198188361	-0.7021151377329723
YBR276C	1.586219859168785	0.8317700402745941
YBR277C	-0.6971486744671211	1.9285271453995467
YBR278W	-0.9288577893969315	1.9863561669588008
YBR279W	2.099417538364292	0.6951590539046751
YBR280C	-0.1323815993921456	-0.2051414479685835
YBR281C	-1.052384772066298	2.0182236592888985
YBR282W	3.0029175080369064	-0.5990781732755391
YBR283C	0.3417700656953672	1.3931148356894532
YBR284W	-0.6603415199117891	2.0876915072780124
YBR285W	-0.3822196427205718	-0.11089648000767098
YBR286W	-0.6240155184253499	2.075125811078942
YBR287W	-0.21431852198188361	-0.46794128264770296
YBR288C	-0.7719212876062197	-2.879292722563851
YBR289W	0.2643071700828885	-4.236440315225262
YBR290W	0.5622389023962302	0.540612781816144
YBR291C	-0.4491843177778856	1.9414304715893724
YBR292C	-0.3822196427205718	-0.41832171168062277
YBR293W	-0.5881582526307458	-0.25287399314249037
YBR294W	-1.0275010200185346	-1.0898266577751707
YBR295W	-1.363947480515111	2.0309193455625536
YBR296C	-0.09937576007293308	-0.35936078406152316
YBR297W	-1.271308917486445	2.005498720256041
YBR298C	-0.7344498995264573	2.10648660572617
YBR299W	0.158741037896463	0.0015684047791843924
YBR300C	-0.04024800726316064	-0.06437033206536634
YBR301W	-0.2704748684269576	-0.9033450707171888
YCL001W	0.6911286848440001	0.7666194954258612
YCL001W-A	-0.5881582526307458	2.011864854790283
YCL002C	-0.11676245817194206	0.1635811463055395
YCL005W	2.6373191018223987	2.230734811590182
YCL007C	0.4744679155161848	-1.017610804858685
YCL008C	1.7663221514548688	0.9732500481101991
YCL009C	-0.11676245817194206	0.0789234289459816
YCL010C	-0.5412660165136044	0.645836566284349
YCL011C	-0.47092641097310217	-0.27757343281920455
YCL014W	-0.13746441759208838	0.7732151241308278
YCL016C	1.8741864194154083	1.0667682964575174
YCL022C	-1.052384772066298	0.009265706810716225
YCL023C	-0.4775128344777644	0.18888426832081873
YCL024W	-1.2873919320952267	-0.03929406477287616
YCL025C	-0.47092641097310217	-0.320035261921366
YCL026C-A	-0.2704748684269576	-1.179810254946646
YCL027W	-0.8449802003743921	-0.10370854992701287
YCL028W	-1.1006423886907026	-0.25229767117193724
YCL029C	0.2444183754194081	-0.11182915868720424
YCL030C	-1.1006423886907026	-0.12811688310056346
YCL032W	1.2282983059381682	1.5666514537669665
YCL033C	0.9553652512664925	1.6642577610450422
YCL034W	-0.303512001576466	0.36452362461029875
YCL035C	-0.053046293124411656	-0.5482717330990765
YCL036W	1.4580078781041967	1.939332988607146
YCL037C	-0.14690628033724698	-0.07137976943168718
YCL038C	-0.7120029376648479	-0.28641219332931506
YCL039W	-0.8048710809210304	0.7666194954258612
YCL040W	-0.40256846865355755	0.3499591783370618
YCL042W	0.056636039286289255	0.8517733907542004
YCL044C	-1.5430541204115373	-0.45882403472067473
YCL045C	-1.0123946097710284	0.3133290940655846
YCL046W	-0.9694457632771282	0.17879463341954155
YCL047C	-1.890294968718521	-0.611406926858208
YCL048W	-0.9694457632771282	-0.1608800276495723
YCL049C	-0.8048710809210304	0.1939540760604733
YCL050C	0.9165396793062706	1.6642577610450422
YCL051W	0.5129535195456585	1.1219110702598978
YCL055W	-0.057575463470914974	0.5004616798283178
YCL056C	0.5813114618652031	1.5666514537669665
YCL057W	-0.5772155107645995	0.45799985072615446
YCL058C	-0.5881582526307458	0.4989324247514172
YCL061C	0.63502649407526	1.246005070156144
YCL063W	-0.9129024330000352	0.1961396631929085
YCL064C	-0.20834111816261425	0.8840776980554418
YCL069W	0.11178719691693235	0.645836566284349
YCL076W	-0.2847043901529254	-0.009051461214844965
YCR001W	-0.5412660165136044	0.24659201272953035
YCR002C	-0.17742928001393987	0.7334101557188963
YCR003W	0.9360301172586063	1.0296065642334284
YCR004C	0.4897328018745309	0.4651062280815192
YCR005C	-1.7104685298081734	0.008386639266589037
YCR006C	-1.0561173508590178	0.1635811463055395
YCR007C	-0.8449802003743921	0.032028686528727666
YCR008W	-1.23933993655075	0.6797317295175288
YCR009C	-1.1459997182401007	-0.4853570442342273
YCR010C	-0.8857634541505232	0.10217895579522251
YCR011C	-0.8857634541505232	-0.023341228939392732
YCR014C	0.27009635555794365	0.8517733907542004
YCR015C	-0.7654141712496353	0.05554047391644305
YCR016W	-0.303512001576466	0.542505158984969
YCR017C	1.2282983059381682	1.2890465595688883
YCR019W	1.0682482314177224	1.4498820173508775
YCR020C	-0.4365067348746173	0.45799985072615446
YCR020C-A	0.4187068587593208	0.5004616798283178
YCR020W-B	2.546685271206574	1.4285845857279338
YCR021C	-0.8048710809210304	0.2540589938397999
YCR022C	-0.6137056191381839	0.14831322799470525
YCR023C	-0.7265885992894133	-0.015387119244676815
YCR024C	3.3258724999649787	-1.0343224609595387
YCR024C-A	-0.6603415199117891	1.6231121056833542
YCR025C	-0.888872933474801	1.8961363129758027
YCR026C	-0.6603415199117891	2.068832225102192
YCR027C	-1.0105960215384957	1.8439125564686334
YCR028C	0.5856896706150528	1.3502482212693105
YCR028C-A	1.7685086311842262	0.1625564599663739
YCR030C	-0.1323815993921456	0.00011471698384784867
YCR031C	-1.6100284758700034	0.4146159610653552
YCR032W	0.12282491933094239	-1.4708481453857927
YCR033W	0.30974209906264216	-1.8288640038604373
YCR034W	-0.3822196427205718	0.5571972420178983
YCR036W	0.046149610920376304	1.8961363129758027
YCR037C	0.6775624856249716	-0.15781792706077913
YCR043C	0.046149610920376304	0.1803140993719321
YCR044C	1.333402618117315	1.5202233717591398
YCR045C	-0.888872933474801	2.0499083193317897
YCR046C	1.8305180724120824	0.00011471698384784867
YCR047C	1.9617528806291844	-0.4480399238249843
YCR048W	-0.053046293124411656	-0.6813533798336063
YCR049C	-0.6971486744671211	-0.35936078406152316
YCR050C	-0.888872933474801	2.005498720256041
YCR051W	-1.052384772066298	-0.7021151377329723
YCR053W	1.9266396248680582	-2.7875018932003655
YCR059C	-0.4491843177778856	-0.47791892058649177
YCR060W	-0.07921252437464363	-0.7543635983723062
YCR061W	-0.8031208382138657	0.6882934396874949
YCR063W	-0.839174999625189	-0.33031363265111174
YCR065W	-0.7344498995264573	0.37197002639577215
YCR066W	-0.31683075423366774	-0.3301147081387544
YCR067C	-0.5086409258283222	-0.6710016971459564
YCR068W	0.7882902626554495	2.1500946695091443
YCR069W	-0.6041500895417228	-0.8283519733079768
YCR071C	0.1299418748964987	-1.9972101551239703
YCR073C	-0.7719212876062197	-1.1911619980943822
YCR073W-A	0.1573204169741048	0.04571878369633523
YCR075C	-0.7034552992656028	-0.6606693815092561
YCR076C	0.7223844176899915	-0.9357993527367714
YCR077C	0.6775624856249716	-0.38876256298543144
YCR079W	0.9362514196899645	-0.48791461760832205
YCR081W	1.017392937304337	2.463690146796218
YCR082W	0.26421434716637643	-0.5888794241223763
YCR083W	-0.8782714759224827	-0.33984620157649126
YCR084C	1.9733485035320795	0.03662804732772476
YCR085W	-0.9288577893969315	1.9927443933471265
YCR086W	1.5439667401907695	0.4821718015774539
YCR087C-A	-1.2261225634757895	1.973557502836773
YCR087W	-1.137896120255891	1.9863561669588008
YCR088W	0.14696860716718352	0.2507791203692476
YCR089W	-0.3279222778052046	-0.6400625624625599
YCR090C	-0.41500719586829965	0.034340294708421655
YCR091W	-1.0490268621426482	-0.3739394922741475
YCR092C	-0.741331999449891	-0.2948981983168491
YCR094W	0.8558154809224507	-0.3659598974194218
YCR095C	-1.105596508720985	-3.9482381738070416
YCR098C	-0.8392662170290521	-0.2251593380527178
YCR099C	-0.5574634701874573	0.16111090553785437
YCR100C	-0.4993872915764012	-0.12666339453003783
YCR101C	-0.64750814243679	-0.24054506139336648
YCR102C	-0.5870772430553084	0.04863961881567586
YCR102W-A	-0.07921252437464363	-0.7754021803754946
YCR105W	-0.41500719586829965	-0.14916447338765584
YCR106W	-0.3875736349380629	-0.09687064612907964
YCR107W	-0.15903762148066597	0.12452952983926124
YDL001W	-1.3122308890465462	-1.4708481453857927
YDL002C	-0.3571489531018806	-0.22418498786238233
YDL006W	-3.517191078744519	-0.6297879155976598
YDL009C	0.28712789719737786	-0.4084510725973776
YDL010W	-0.21431852198188361	-0.41832171168062277
YDL011C	-0.24223894933895246	-0.5381662936885578
YDL012C	-0.4469377352597819	-1.145894358606082
YDL013W	0.3763821083292659	-1.2597668691152686
YDL018C	-0.2990334907183012	-1.317595890674525
YDL019C	-0.38672151423917683	-0.6297879155976598
