ORF	hap a | growth (exponential growth rate) | temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (exponential growth rate) | temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [30°C], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [38ºC], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011
YFR045W	0.373	0.380	10.322	57.034	0.028	53.254	93.443	72.284
YFR046C	0.355	0.419	11.537	56.952	0.038	59.312	97.701	74.514
YFR047C	0.382	0.442	14.949	69.034	0.025	59.861	78.516	73.159
YFR048W	0.309	0.473	22.677	86.338	0.052	46.470	92.475	87.532
YFR049W	0.357	0.420	8.805	101.641	0.040	54.364	97.451	71.961
YFR053C	0.356	0.410	12.890	62.166	0.027	49.508	83.288	61.142
YFR054C	0.367	0.356	11.803	69.607	0.028	61.084	118.190	72.941
YFR055W	0.350	0.383	10.943	72.973	0.028	59.291	102.047	76.002
YFR056C	0.371	0.476	11.413	54.772	0.025	49.553	84.239	66.652
YFR057W	0.347	0.301	12.111	84.199	0.030	81.585	178.042	70.693
YGL002W	0.339	0.393	14.325	117.116	0.060	80.010	145.947	105.637
YGL003C	0.284	0.452	25.472	120.213	0.085	51.916	83.037	51.257
YGL004C	0.379	0.364	10.914	64.582	0.029	58.677	86.288	76.227
YGL005C	0.373	0.468	13.518	62.273	0.026	49.266	69.278	62.663
YGL006W	0.384	0.390	12.609	66.799	0.044	63.245	115.986	110.376
YGL007W	0.340	0.356	15.896	86.979	0.050	67.910	100.847	82.105
YGL009C	0.386	0.431	12.997	67.394	0.034	55.799	90.436	78.068
YGL010W	0.326	0.516	16.108	90.541	0.047	50.662	85.742	70.959
YGL013C	0.338	0.610	25.024	181.638	0.062	72.453	112.751	78.562
YGL014W	0.307	0.594	23.920	185.084	0.063	57.367	85.120	51.695
YGL015C	0.351	0.322	11.226	61.237	0.036	60.038	116.274	87.281
YGL016W	0.332	0.290	37.471	98.476	0.071	136.702	125.151	85.504
YGL017W	0.396	0.462	16.323	81.954	0.028	53.007	88.508	66.669
YGL020C	0.212	0.542	7.976	125.450	0.193	11.713	37.976	29.832
YGL021W	0.366	0.387	12.417	60.932	0.028	49.877	76.156	59.968
YGL027C	0.344	0.429	18.366	83.652	0.036	58.713	107.683	84.510
YGL028C	0.385	0.444	11.591	68.457	0.029	53.118	72.541	62.797
YGL031C	0.369	0.356	11.945	51.149	0.036	83.343	87.106	97.738
YGL032C	0.376	0.327	13.077	67.436	0.035	76.533	113.642	103.785
YGL033W	0.386	0.347	14.318	60.414	0.020	64.312	93.895	46.116
YGL034C	0.377	0.360	7.225	81.778	0.038	60.936	154.948	80.675
YGL035C	0.363	0.503	7.044	86.350	0.038	46.472	95.787	64.762
YGL036W	0.388	0.421	16.050	111.122	0.031	76.842	115.347	93.083
YGL037C	0.402	0.454	14.201	67.216	0.027	60.874	87.561	88.462
YGL039W	0.378	0.353	11.683	69.251	0.029	61.002	83.616	89.727
YGL041C	0.278	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL042C	0.450	0.490	25.133	111.403	0.038	80.875	142.821	139.567
YGL043W	0.314	0.295	28.637	88.701	0.078	84.273	97.404	166.028
YGL045W	0.364	0.404	20.246	113.703	0.060	73.272	110.462	99.310
YGL049C	0.356	0.476	12.329	70.954	0.033	46.573	85.469	64.198
YGL050W	0.362	0.405	12.178	60.477	0.031	58.740	101.691	71.374
YGL051W	0.384	0.352	10.982	56.751	0.026	58.484	88.637	72.284
YGL053W	0.374	0.455	14.417	76.378	0.030	59.195	108.544	77.265
YGL054C	0.385	0.443	15.895	72.817	0.033	62.702	80.999	73.432
YGL056C	0.369	0.364	12.414	76.403	0.032	62.116	101.060	77.120
YGL057C	0.394	0.352	13.085	69.269	0.024	58.538	100.324	79.114
YGL059W	0.403	0.403	13.000	62.175	0.023	55.307	81.928	80.264
YGL060W	0.343	0.356	15.460	65.654	0.038	52.800	118.705	71.550
YGL063W	0.350	0.357	13.544	92.235	0.043	82.306	146.597	89.764
YGL064C	0.357	0.176	6.815	62.237	0.030	181.205	189.112	133.860
YGL066W	0.309	0.260	18.184	100.904	0.108	65.243	57.760	37.996
YGL067W	0.387	0.363	12.538	69.025	0.026	60.199	112.832	83.212
YGL070C	0.413	0.213	4.257	26.692	0.059	13.638	73.774	50.346
YGL072C	0.388	0.182	27.266	10.375	0.022	85.000	41.695	39.850
YGL077C	0.321	0.374	20.134	100.564	0.057	56.827	123.631	62.438
YGL078C	0.393	0.432	8.553	83.671	0.036	66.163	124.342	100.428
YGL079W	0.388	0.451	10.115	67.707	0.027	47.295	75.436	69.069
YGL080W	0.355	0.598	60.105	88.212	0.067	70.714	78.131	96.260
YGL081W	0.352	0.428	14.283	93.181	0.030	59.945	97.994	57.892
YGL082W	0.382	0.389	12.906	68.596	0.025	57.489	99.515	68.691
YGL083W	0.371	0.473	13.539	74.757	0.029	49.566	78.469	63.154
YGL084C	0.288	0.333	26.835	82.307	0.073	107.510	55.096	61.553
YGL085W	0.390	0.352	13.405	64.874	0.028	57.961	96.311	85.891
YGL086W	0.389	0.349	13.611	60.523	0.027	54.350	85.736	106.810
YGL087C	0.276	0.392	13.633	181.668	0.069	85.940	150.586	61.013
YGL088W	0.325	0.175	34.635	24.764	0.093	116.231	123.982	NaN
YGL089C	0.374	0.293	10.240	43.021	0.033	77.664	92.153	92.073
YGL090W	0.344	0.422	13.421	90.157	0.033	53.799	75.791	73.021
YGL094C	0.384	0.408	12.409	62.140	0.030	53.391	87.473	64.723
YGL096W	0.378	0.413	12.173	57.832	0.025	55.501	79.399	77.392
YGL101W	0.340	0.328	9.615	69.458	0.037	44.334	113.353	65.411
YGL107C	0.331	0.309	11.473	71.896	0.058	74.785	137.074	133.797
YGL109W	0.354	0.324	10.357	62.495	0.028	46.506	140.932	74.386
YGL110C	0.374	0.348	10.486	62.620	0.029	53.494	103.378	79.917
YGL114W	0.395	0.300	7.765	54.798	0.031	73.073	137.097	99.619
YGL115W	0.423	0.352	5.498	34.703	0.025	51.047	75.631	46.249
YGL117W	0.349	0.392	11.673	79.029	0.033	56.520	95.703	78.972
YGL121C	0.384	0.445	12.787	53.712	0.027	46.984	85.752	62.782
YGL124C	0.311	0.487	17.837	101.024	0.106	66.439	111.036	88.585
YGL125W	0.380	0.309	13.668	64.660	0.026	58.012	95.781	83.029
YGL126W	0.383	0.380	11.562	55.121	0.028	46.573	96.369	72.414
YGL127C	0.215	0.313	2.099	NaN	0.553	NaN	NaN	46.064
YGL129C	0.314	0.421	15.822	183.374	0.079	63.582	167.727	61.836
YGL131C	0.374	0.402	12.537	66.120	0.029	49.169	95.646	81.749
YGL132W	0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL133W	0.362	0.336	8.869	56.651	0.029	52.437	101.969	67.646
YGL136C	0.374	0.315	20.240	66.711	0.043	65.833	93.475	33.896
YGL138C	0.365	0.431	11.291	67.151	0.027	45.976	98.068	64.934
YGL139W	0.356	0.465	13.140	69.700	0.029	45.552	83.987	64.886
YGL140C	0.302	0.467	6.567	53.098	0.029	41.053	85.634	67.632
YGL141W	0.295	0.449	9.462	59.966	0.062	24.285	99.120	46.067
YGL143C	0.264	0.423	11.494	94.145	0.074	62.433	55.700	65.002
YGL144C	0.339	0.389	12.221	74.640	0.030	61.002	89.012	74.875
YGL146C	0.386	0.354	10.458	60.837	0.034	72.280	93.051	92.594
YGL147C	0.304	0.527	25.671	127.629	0.095	73.551	145.757	86.738
YGL149W	0.345	0.341	19.595	67.737	0.045	84.373	110.396	79.425
YGL151W	0.320	0.323	15.762	93.376	0.096	62.447	123.701	82.332
YGL152C	0.335	0.293	6.505	65.931	0.054	77.820	112.628	148.455
YGL153W	0.359	0.328	6.965	77.842	0.048	84.560	126.896	136.371
YGL156W	0.368	0.355	13.174	86.127	0.039	75.102	114.322	89.465
YGL157W	0.378	0.383	11.768	73.407	0.029	64.445	95.115	69.637
YGL158W	0.373	0.382	11.203	68.085	0.031	57.685	100.994	69.812
YGL159W	0.371	0.473	13.619	67.899	0.031	53.783	90.092	74.761
YGL160W	0.350	0.376	19.716	82.463	0.037	67.771	110.174	81.879
YGL161C	0.356	0.423	11.817	63.964	0.034	44.451	102.659	69.167
YGL163C	0.351	0.674	7.525	90.813	0.087	42.570	64.594	60.475
YGL164C	0.381	0.453	13.309	70.787	0.028	66.333	92.728	79.187
YGL165C	0.360	0.459	14.587	77.441	0.036	63.808	98.474	64.817
YGL166W	0.362	0.469	13.642	65.779	0.034	60.828	90.331	75.293
YGL170C	0.370	0.446	12.915	75.368	0.031	52.947	90.253	67.093
YGL176C	0.349	0.350	12.960	88.063	0.037	73.988	124.500	85.916
YGL177W	0.350	0.390	9.706	61.243	0.032	47.789	102.233	65.466
YGL179C	0.359	0.292	9.353	72.146	0.032	65.932	123.843	93.486
YGL180W	0.361	0.411	11.218	79.185	0.033	53.420	83.932	75.822
YGL181W	0.351	0.472	14.747	92.478	0.031	60.894	81.289	58.009
YGL194C	0.366	0.334	17.221	78.862	0.043	68.830	109.018	69.717
YGL196W	0.402	0.412	9.079	45.872	0.025	52.285	94.136	100.523
YGL197W	0.354	0.307	17.619	56.864	0.057	73.099	110.541	92.423
YGL198W	0.367	0.284	10.896	107.297	0.061	81.995	200.769	161.730
YGL199C	0.366	0.311	14.591	70.792	0.053	72.245	107.800	135.540
YGL203C	0.374	0.411	16.964	84.711	0.042	59.003	111.437	119.960
YGL208W	0.342	0.359	9.655	50.951	0.026	41.823	79.125	66.392
YGL209W	0.364	0.420	12.383	68.630	0.030	50.540	83.555	66.655
YGL210W	0.360	0.195	7.825	61.447	0.038	86.451	147.371	102.366
YGL211W	0.376	0.336	35.474	132.246	0.076	131.104	110.754	85.278
YGL212W	0.408	0.291	14.230	78.406	0.063	114.827	92.617	204.245
YGL213C	0.316	0.315	15.444	59.599	0.047	56.535	75.925	47.805
YGL214W	0.326	0.302	23.304	82.011	0.049	59.967	103.959	101.798
YGL215W	0.350	0.337	15.238	78.328	0.043	89.546	130.890	95.388
YGL216W	0.396	0.336	9.619	55.101	0.025	69.093	106.154	85.320
YGL217C	0.366	0.366	12.760	68.459	0.036	59.134	109.205	98.821
YGL218W	0.340	0.459	6.989	71.646	0.136	43.071	99.239	37.943
YGL219C	0.286	0.234	17.344	52.391	0.298	76.725	108.605	139.304
YGL221C	0.391	0.375	12.172	69.028	0.030	64.370	98.391	88.984
YGL222C	0.377	0.351	11.245	54.809	0.027	48.666	100.145	72.956
YGL226W	0.310	0.446	13.969	83.758	0.041	64.611	143.290	67.661
YGL228W	0.365	0.336	10.412	60.269	0.040	53.526	116.784	101.560
YGL229C	0.385	0.492	17.439	109.225	0.043	68.557	80.352	112.082
YGL230C	0.379	0.385	12.438	60.886	0.023	53.829	84.127	73.535
YGL231C	0.397	0.396	11.396	75.567	0.030	55.076	104.949	87.756
YGL232W	0.379	0.295	7.574	67.377	0.033	89.229	138.331	113.918
YGL235W	0.384	0.301	15.015	58.168	0.038	68.783	116.980	92.780
YGL236C	0.386	0.388	8.993	53.989	0.026	53.212	99.463	84.577
YGL241W	0.335	0.361	11.469	73.117	0.037	51.124	125.131	72.168
YGL242C	0.349	0.380	15.791	128.649	0.050	92.011	98.885	72.916
YGL243W	0.374	0.353	10.889	63.582	0.031	57.554	94.335	76.014
YGL244W	0.307	0.176	19.537	71.297	0.155	76.239	158.034	38.157
YGL246C	0.236	0.102	39.205	80.952	0.636	NaN	NaN	NaN
YGL248W	0.323	0.471	12.752	61.796	0.065	47.061	131.739	95.702
YGL249W	0.376	0.363	11.292	54.406	0.028	66.006	98.910	83.676
YGL250W	0.378	0.402	11.427	65.859	0.033	54.223	81.806	71.814
YGL251C	0.424	0.192	5.212	26.077	0.024	59.662	135.452	119.223
YGL253W	0.339	0.409	34.482	97.769	0.088	68.116	103.328	83.959
YGL254W	0.371	0.374	11.126	57.878	0.031	55.026	108.946	80.707
YGL255W	0.332	NaN	81.789	118.287	1.997	56.556	74.503	34.178
YGL256W	0.377	0.379	12.264	63.400	0.030	55.951	89.410	67.730
YGL257C	0.361	0.524	15.956	83.882	0.035	52.664	86.295	70.122
YGL258W	0.332	0.461	16.676	83.284	0.042	72.082	103.210	50.656
YGL259W	0.372	0.399	14.410	46.272	0.031	62.901	99.011	67.312
YGL260W	0.383	0.331	10.750	49.056	0.026	56.370	104.946	67.713
YGL261C	0.373	0.337	10.389	67.798	0.024	65.000	107.903	73.669
YGL262W	0.359	0.499	14.711	47.927	0.030	44.062	72.420	58.241
YGL263W	0.377	0.321	11.923	58.311	0.025	56.511	103.670	73.203
YGR001C	0.370	0.397	11.778	61.897	0.030	47.513	96.908	74.573
YGR003W	0.381	0.359	12.688	48.568	0.028	52.709	96.492	75.110
YGR004W	0.385	0.596	18.254	142.712	0.031	58.764	58.890	49.505
YGR007W	0.406	0.332	13.487	57.004	0.028	96.432	133.915	95.998
YGR008C	0.383	0.426	11.304	44.736	0.026	48.992	81.014	61.788
YGR010W	0.330	0.379	12.988	54.656	0.041	60.777	109.584	78.621
YGR011W	0.352	0.409	19.853	52.160	0.041	53.101	87.305	57.061
YGR012W	0.382	0.456	18.207	62.793	0.037	58.194	100.460	71.502
YGR014W	0.370	0.347	8.698	58.842	0.028	52.043	97.170	82.278
YGR015C	0.363	0.268	11.753	84.937	0.034	85.973	139.327	73.625
YGR016W	0.359	0.287	10.615	60.212	0.031	74.262	108.214	92.856
YGR017W	0.358	0.350	14.510	69.726	0.034	78.047	111.949	89.829
YGR018C	0.298	0.333	12.819	49.994	0.037	51.845	90.182	60.896
YGR019W	0.351	0.375	13.067	53.658	0.031	54.377	81.903	67.891
YGR021W	0.387	0.346	12.385	61.731	0.020	58.698	61.269	75.426
YGR022C	0.382	0.388	11.606	60.765	0.032	56.949	91.195	79.960
YGR023W	0.348	0.723	7.802	46.583	0.024	35.169	60.760	41.022
YGR025W	0.358	0.417	16.029	78.909	0.038	53.688	101.895	76.035
YGR026W	0.367	0.382	13.083	60.869	0.031	48.440	70.951	11.775
YGR027C	0.321	0.277	15.108	62.760	0.038	80.365	117.432	102.712
YGR028W	0.398	0.409	12.792	52.320	0.020	49.943	82.554	72.615
YGR031W	0.373	0.396	14.759	59.690	0.024	47.002	74.171	57.358
YGR032W	0.388	0.446	13.970	70.723	0.024	50.413	80.011	68.428
YGR033C	0.426	0.366	11.807	55.790	0.025	75.028	82.518	101.767
YGR034W	0.368	0.417	10.691	69.494	0.032	50.859	96.414	74.679
YGR035C	0.394	0.454	17.142	46.878	0.033	53.975	79.210	77.018
YGR037C	0.377	0.389	14.587	64.505	0.026	57.817	106.040	83.809
YGR038W	0.370	0.513	17.110	95.018	0.039	59.942	88.128	62.431
YGR039W	0.338	0.583	15.228	82.202	0.043	69.281	100.270	67.993
YGR040W	0.374	0.408	9.854	39.884	0.032	57.829	93.411	65.388
YGR041W	0.403	0.277	10.137	33.933	0.020	62.717	115.043	109.344
YGR042W	0.362	0.394	11.801	51.729	0.027	47.651	73.237	67.844
YGR043C	0.368	0.359	13.663	52.178	0.034	70.933	83.764	72.380
YGR044C	0.415	0.317	9.694	54.116	0.019	66.943	86.074	100.084
YGR045C	0.355	0.341	11.323	54.858	0.031	48.346	82.385	64.721
YGR049W	0.337	0.561	15.202	77.281	0.039	52.977	92.549	57.479
YGR050C	0.388	0.343	8.133	63.187	0.029	75.251	107.105	68.958
YGR051C	0.365	0.325	9.154	49.522	0.027	69.332	101.966	82.240
YGR052W	0.356	0.565	7.905	75.757	0.037	55.237	63.002	71.119
YGR053C	0.363	0.448	11.250	64.817	0.042	63.387	68.546	100.135
YGR054W	0.408	0.441	16.308	31.584	0.019	50.795	59.291	75.495
YGR055W	0.354	0.459	15.477	47.028	0.037	67.128	69.830	73.676
YGR056W	0.219	0.049	77.075	218.152	1.009	NaN	NaN	NaN
YGR057C	0.282	NaN	24.024	124.055	0.479	99.197	188.175	NaN
YGR058W	0.371	0.526	16.853	86.854	0.034	62.810	95.160	70.948
YGR059W	0.423	0.319	15.257	59.470	0.029	99.158	101.645	123.314
YGR062C	0.370	0.293	21.968	84.241	0.186	NaN	NaN	NaN
YGR064W	0.330	0.238	43.224	112.636	0.110	NaN	362.128	NaN
YGR066C	0.380	0.362	17.058	55.866	0.031	68.029	107.404	112.890
YGR067C	0.360	0.444	14.332	69.357	0.036	60.952	94.485	75.856
YGR068C	0.385	0.222	17.553	27.635	0.030	64.097	145.162	116.338
YGR069W	0.338	0.410	12.200	59.707	0.044	77.374	196.946	72.012
YGR071C	0.374	0.400	11.113	58.227	0.034	61.230	79.034	78.490
YGR072W	0.325	0.336	20.853	76.247	0.047	59.205	95.742	77.666
YGR076C	0.191	0.417	5.599	139.366	0.199	68.549	152.041	75.689
YGR077C	0.326	0.356	6.894	84.975	0.057	79.174	136.087	85.677
YGR078C	0.351	0.255	6.753	32.588	0.035	69.733	39.122	61.809
YGR079W	0.311	0.242	7.397	54.402	0.037	57.849	139.992	61.296
YGR080W	0.353	0.348	13.232	67.148	0.038	63.917	108.279	95.143
YGR081C	0.277	0.490	22.631	98.740	0.048	41.352	76.693	42.515
YGR084C	0.367	0.453	11.158	56.224	0.028	48.504	84.481	74.437
YGR085C	0.320	0.457	13.885	66.844	0.087	75.557	117.246	92.918
YGR087C	0.328	0.319	14.108	95.744	0.058	98.437	184.355	97.211
YGR088W	0.395	0.365	8.961	72.461	0.027	59.846	101.656	83.725
YGR089W	0.368	0.346	9.552	74.079	0.036	62.974	89.129	76.805
YGR092W	0.356	0.699	10.793	91.544	0.068	3.544	20.979	5.292
YGR093W	0.304	0.375	16.761	97.387	0.055	80.809	258.425	71.149
YGR096W	0.349	0.513	15.895	86.856	0.040	42.856	59.081	78.866
YGR097W	0.273	0.351	11.184	79.270	0.051	38.052	153.947	54.218
YGR100W	0.366	0.441	12.580	56.970	0.031	54.047	76.812	64.818
YGR101W	0.384	0.336	14.453	50.632	0.024	77.317	101.628	74.887
YGR102C	0.341	0.158	8.689	39.583	0.056	138.701	151.108	261.385
YGR104C	0.327	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGR106C	0.381	0.311	7.043	65.022	0.041	67.939	143.527	NaN
YGR107W	0.380	0.456	13.449	65.110	0.028	54.361	80.719	68.185
YGR108W	0.392	0.366	12.117	53.983	0.025	62.348	88.540	69.627
YGR109C	0.360	0.384	13.652	52.502	0.026	57.945	81.375	72.434
YGR111W	0.327	0.342	6.128	59.323	0.039	50.529	89.838	58.407
YGR112W	0.335	0.523	15.311	110.527	0.083	86.311	110.919	75.874
YGR117C	0.374	0.339	9.718	47.943	0.025	54.146	87.619	53.936
YGR118W	0.396	0.415	22.655	39.137	0.029	63.802	75.218	71.298
YGR121C	0.356	0.307	6.895	61.898	0.034	54.274	100.999	89.896
YGR122C-A	0.365	0.331	5.495	48.154	0.021	50.216	76.201	40.915
YGR122W	0.355	0.348	17.520	56.838	0.060	68.507	131.331	114.832
YGR123C	0.375	0.432	13.155	36.814	0.047	52.064	82.605	91.203
YGR124W	0.384	0.468	10.747	78.277	0.035	51.016	79.922	77.843
YGR125W	0.357	0.387	10.138	76.377	0.032	59.977	92.634	76.630
YGR126W	0.370	0.494	13.745	60.343	0.035	54.457	77.734	77.768
YGR127W	0.374	0.446	16.064	71.565	0.026	52.669	80.556	80.178
YGR129W	0.318	0.508	13.381	71.468	0.112	61.416	NaN	NaN
YGR131W	0.396	0.403	12.260	60.557	0.033	59.214	85.188	80.905
YGR132C	0.339	0.382	17.570	73.149	0.064	72.625	119.747	87.145
YGR133W	0.337	0.364	4.500	94.457	0.073	99.220	175.627	143.110
YGR134W	0.389	0.360	16.121	71.713	0.026	63.236	86.974	81.517
YGR135W	0.352	0.261	35.878	50.212	0.067	95.767	53.607	154.982
YGR136W	0.365	0.332	12.299	70.277	0.038	64.659	108.953	84.976
YGR137W	0.249	0.359	12.973	84.610	0.082	73.320	130.352	77.896
YGR138C	0.362	0.348	11.808	48.502	0.033	62.088	100.860	76.445
YGR139W	0.370	0.335	12.776	38.505	0.031	54.518	81.595	84.895
YGR141W	0.388	0.418	12.171	67.166	0.035	58.818	73.833	79.884
YGR142W	0.340	0.373	12.022	77.463	0.038	63.183	95.091	71.546
YGR143W	0.387	0.304	12.126	61.332	0.026	82.191	102.758	91.400
YGR144W	0.356	0.359	10.630	66.405	0.031	48.776	86.673	81.091
YGR146C	0.353	0.471	11.723	66.357	0.039	45.776	81.111	58.367
YGR148C	0.301	0.430	18.813	106.036	0.057	71.905	89.076	84.718
YGR149W	0.348	0.360	12.429	37.894	0.038	67.807	123.848	102.838
YGR150C	0.361	0.550	8.417	51.473	0.143	108.955	121.821	72.981
YGR151C	0.371	0.478	15.505	87.927	0.035	59.033	83.663	64.067
YGR152C	0.351	0.435	11.889	66.308	0.033	50.551	72.354	67.793
YGR153W	0.382	0.425	13.623	61.479	0.032	62.938	71.103	60.743
YGR154C	0.361	0.412	12.851	54.439	0.028	44.676	77.777	66.545
YGR155W	0.390	0.215	20.685	133.944	0.034	NaN	286.733	176.117
YGR161C	0.424	0.343	11.430	34.420	0.020	61.591	104.520	90.527
YGR162W	0.137	0.490	45.721	NaN	1.669	31.156	60.394	97.049
YGR163W	0.341	0.298	27.226	58.098	0.115	70.173	112.455	133.876
YGR164W	0.362	0.369	12.988	43.360	0.036	47.530	NaN	NaN
YGR166W	0.348	0.356	16.208	50.622	0.052	52.203	81.064	108.636
YGR169C	0.383	0.375	16.463	68.693	0.031	76.797	100.773	81.414
YGR170W	0.394	0.458	14.358	50.832	0.026	45.226	68.221	67.960
YGR171C	0.370	0.272	7.557	57.993	0.037	67.888	113.425	108.533
YGR173W	0.374	0.334	11.817	50.639	0.025	56.294	101.569	81.666
YGR174C	0.366	0.291	9.810	78.577	0.033	87.345	115.072	87.606
YGR176W	0.369	0.361	11.091	53.425	0.026	50.198	91.937	77.446
YGR177C	0.349	0.506	12.213	44.129	0.030	37.692	76.101	56.409
YGR178C	0.387	0.367	8.865	56.683	0.020	57.713	92.495	73.911
YGR181W	0.365	0.417	46.734	74.296	0.170	158.886	144.566	132.710
YGR182C	0.348	0.409	23.707	91.317	0.084	88.448	112.376	101.805
YGR183C	0.360	0.318	12.371	77.212	0.050	109.584	159.077	106.781
YGR184C	0.345	0.316	14.259	97.150	0.026	82.590	189.328	65.584
YGR187C	0.330	0.354	16.813	89.476	0.038	67.911	104.701	65.922
YGR188C	0.309	0.491	26.637	132.101	0.116	32.391	25.844	46.700
YGR189C	0.369	0.405	12.381	69.657	0.027	53.273	83.104	68.883
YGR192C	0.255	0.435	35.391	137.076	0.114	65.972	85.274	70.709
YGR193C	0.374	0.338	16.474	46.051	0.024	63.123	61.925	78.438
YGR194C	0.373	0.373	11.504	59.850	0.024	54.146	98.014	72.212
YGR196C	0.354	0.380	12.363	50.815	0.029	40.800	96.985	80.481
YGR199W	0.375	0.351	13.023	65.037	0.027	59.595	86.879	81.100
YGR200C	0.266	0.542	45.445	111.262	0.123	50.657	94.733	35.285
YGR202C	0.375	0.397	13.103	54.497	0.028	62.889	72.973	64.054
YGR203W	0.357	0.430	12.905	65.578	0.032	64.123	77.665	57.780
YGR205W	0.367	0.378	12.467	53.703	0.030	62.134	87.110	80.451
YGR206W	0.332	0.419	21.081	70.879	0.060	40.796	84.287	88.630
YGR207C	0.355	0.446	14.111	64.519	0.036	59.484	95.209	66.925
YGR209C	0.359	0.396	11.665	53.209	0.029	47.184	79.883	53.985
YGR210C	0.344	0.390	10.764	58.687	0.030	36.872	83.664	68.157
YGR212W	0.377	0.368	12.393	56.825	0.032	57.334	92.301	76.166
YGR213C	0.373	0.396	12.385	49.051	0.028	53.560	92.479	72.112
YGR214W	0.308	0.341	21.306	66.174	0.047	77.124	128.493	101.415
YGR215W	0.349	0.535	9.087	50.594	0.077	77.277	66.413	63.290
YGR220C	0.385	0.421	10.355	85.767	0.059	96.542	94.036	81.471
YGR221C	0.382	0.383	12.483	58.231	0.026	58.175	90.882	77.465
YGR222W	0.317	0.465	9.512	60.829	0.077	61.171	111.995	60.168
YGR223C	0.360	0.482	17.428	59.376	0.028	38.728	79.963	74.726
YGR224W	0.375	0.383	8.997	68.063	0.034	61.021	109.032	75.668
YGR225W	0.365	0.518	14.907	53.891	0.032	46.498	93.321	71.003
YGR226C	0.368	0.412	13.595	48.893	0.028	53.320	87.236	68.871
YGR227W	0.356	0.366	13.633	52.074	0.030	58.640	92.149	75.073
YGR228W	0.366	0.363	15.676	75.884	0.035	84.772	124.065	98.328
YGR229C	0.388	0.343	15.503	50.617	0.023	68.653	87.523	107.258
YGR230W	0.390	0.402	10.647	38.804	0.022	49.790	116.044	79.835
YGR232W	0.397	0.272	8.981	67.896	0.028	77.219	120.927	87.371
YGR234W	0.359	0.388	9.584	61.142	0.024	45.065	82.167	69.589
YGR235C	0.370	0.315	10.475	70.351	0.027	68.296	118.252	88.216
YGR236C	0.384	0.344	9.883	68.480	0.028	62.432	94.720	87.939
YGR237C	0.366	0.375	11.316	83.448	0.031	58.288	105.239	82.570
YGR238C	0.352	0.495	14.120	81.235	0.039	60.293	76.019	84.954
YGR239C	0.317	0.461	9.788	76.497	0.059	62.675	134.243	79.525
YGR240C	0.363	0.162	37.199	2.994	0.050	NaN	3.944	3.241
YGR241C	0.369	0.389	11.126	60.924	0.031	58.460	81.513	67.061
YGR242W	0.368	0.388	8.182	52.876	0.023	42.675	77.585	60.267
YGR243W	0.347	0.369	11.933	74.274	0.028	48.733	90.597	67.664
YGR244C	0.333	0.201	21.580	99.460	0.037	140.276	163.952	126.718
YGR247W	0.353	0.439	11.185	66.711	0.034	47.148	85.054	62.801
YGR249W	0.366	0.408	13.057	65.291	0.033	55.187	107.115	84.707
YGR250C	0.362	0.392	12.556	78.976	0.037	69.786	96.509	71.307
YGR254W	0.366	0.383	12.528	75.170	0.027	52.940	92.658	69.505
YGR255C	0.278	0.174	19.451	130.736	0.320	68.015	124.121	NaN
YGR256W	0.362	0.389	11.643	63.664	0.030	51.469	83.062	65.292
YGR257C	0.190	NaN	21.361	102.578	1.015	NaN	169.293	NaN
YGR258C	0.351	0.315	11.264	71.395	0.033	61.258	110.965	91.470
YGR259C	0.353	0.351	12.371	73.689	0.029	63.511	101.947	73.963
YGR260W	0.358	0.464	11.811	64.560	0.028	52.654	95.703	58.187
YGR261C	0.375	0.307	9.895	54.007	0.021	57.463	89.872	96.981
YGR263C	0.397	0.396	13.089	59.051	0.025	53.547	97.286	83.400
YGR266W	0.381	0.540	13.893	72.043	0.034	41.793	75.336	55.393
YGR268C	0.354	0.453	9.943	89.383	0.041	51.152	95.146	81.918
YGR270W	0.349	0.378	44.455	117.376	0.129	87.132	117.850	73.516
YGR271W	0.333	0.319	15.821	99.232	0.067	71.184	171.556	74.426
YGR273C	0.380	0.393	12.739	59.065	0.025	50.339	89.472	78.070
YGR275W	0.388	0.344	10.964	55.840	0.030	62.589	97.710	82.894
YGR276C	0.391	0.356	7.810	40.039	0.022	40.689	83.494	66.322
YGR279C	0.277	0.266	11.231	66.993	0.038	69.155	119.673	55.753
YGR281W	0.371	0.338	13.628	63.822	0.027	63.464	94.692	80.987
