ORF	hom | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015
YGL212W	-3.387	-0.022	-0.872	0.083	0.988	-0.445
YGL213C	1.074	-0.630	0.222	0.179	-0.371	-0.097
YGL214W	0.003	0.034	0.290	0.381	0.021	-0.037
YGL215W	0.213	-0.022	-0.031	-0.083	1.142	-0.057
YGL216W	-0.573	-0.094	1.734	1.127	0.150	0.004
YGL217C	-0.004	0.035	-0.092	0.003	-0.231	-0.280
YGL218W	0.204	0.028	-1.858	0.132	0.093	-0.362
YGL219C	0.131	-0.472	0.026	-0.317	0.138	-0.532
YGL220W	-0.356	-0.276	-0.012	-0.057	1.651	-0.592
YGL221C	0.257	0.005	-0.055	0.052	0.130	-1.667
YGL222C	0.034	-0.652	-0.080	0.066	0.093	-0.504
YGL223C	NaN	-0.186	NaN	-0.377	NaN	-0.259
YGL224C	-0.010	NaN	0.034	NaN	1.131	NaN
YGL225W	NaN	0.102	NaN	-0.014	NaN	-0.159
YGL226C-A	-0.501	0.833	0.170	-0.007	-0.094	-0.090
YGL226W	-0.428	-0.216	-0.132	-0.047	-0.103	-0.638
YGL227W	0.003	-0.000	0.002	-0.032	0.787	-1.055
YGL228W	-1.094	0.014	0.223	-0.002	0.498	-0.041
YGL229C	-0.185	-0.125	-0.011	1.228	0.050	-0.051
YGL230C	0.063	0.957	-0.240	0.112	0.215	-1.008
YGL231C	-0.041	-0.115	0.147	0.098	-1.981	-0.849
YGL232W	0.041	-0.049	0.118	0.089	0.238	-0.579
YGL233W	NaN	-0.419	NaN	0.027	NaN	-0.121
YGL235W	-0.230	-0.007	-0.079	-0.976	-0.002	-0.125
YGL236C	NaN	-2.440	NaN	0.026	NaN	-0.327
YGL237C	0.398	-0.056	-0.009	-0.296	0.385	-0.086
YGL238W	1.920	-0.143	NaN	1.325	0.221	-0.039
YGL239C	NaN	-0.448	NaN	0.175	NaN	-0.346
YGL240W	NaN	-1.157	-0.994	-0.258	0.144	-0.808
YGL241W	0.055	0.040	0.186	0.007	-0.024	-0.090
YGL242C	-0.496	0.067	-0.091	-0.025	-1.421	-0.226
YGL243W	-0.129	0.037	-0.053	0.070	0.632	-0.005
YGL244W	2.190	0.194	-1.638	0.004	0.228	-0.673
YGL245W	NaN	0.203	NaN	-1.167	NaN	-1.701
YGL246C	NaN	0.988	NaN	0.978	NaN	-0.121
YGL247W	NaN	-0.303	NaN	-0.543	NaN	-0.145
YGL248W	0.211	0.173	0.008	-0.016	-0.020	-0.222
YGL249W	-0.302	-0.005	-0.019	-1.492	-0.009	-0.146
YGL250W	0.154	-0.143	0.002	-2.349	0.840	-0.656
YGL251C	NaN	-2.404	NaN	-1.609	NaN	-0.522
YGL252C	0.310	0.289	-0.025	-1.220	0.017	-0.457
YGL253W	-0.181	-0.571	-3.996	-0.073	-1.565	0.680
YGL254W	0.525	-0.049	1.325	0.017	-2.311	-0.241
YGL255W	-0.247	-0.082	-0.018	-0.019	-0.678	-0.397
YGL256W	0.150	-0.228	-0.162	0.883	-0.085	-0.706
YGL257C	0.796	-0.528	0.790	0.054	-2.317	-0.949
YGL258W	0.175	0.206	-0.859	0.408	1.287	-2.123
YGL259W	0.916	-1.175	-0.041	0.069	1.206	0.032
YGL260W	-0.930	-0.366	-0.025	-0.169	-1.726	-1.690
YGL261C	0.125	-0.030	-0.144	-0.110	-0.001	-0.008
YGL262W	0.739	-1.183	-0.004	-0.051	-0.093	-0.101
YGL263W	0.973	-0.292	0.104	-0.085	-0.023	-0.129
YGR001C	0.327	-0.222	-0.206	-0.052	1.774	-0.006
YGR002C	NaN	-0.267	NaN	0.031	NaN	0.596
YGR003W	0.491	-0.505	-0.788	-0.697	-0.051	0.144
YGR004W	-0.592	-0.059	0.005	1.439	-0.838	1.664
YGR005C	NaN	0.045	NaN	-0.002	NaN	0.372
YGR006W	NaN	-0.437	NaN	0.033	NaN	0.213
YGR007W	0.632	-0.042	1.012	1.311	-0.051	0.043
YGR008C	0.018	-0.563	0.010	-0.267	-0.475	0.018
YGR009C	0.508	0.691	NaN	1.430	NaN	0.167
YGR010W	0.781	0.020	-0.986	1.478	-0.631	0.455
YGR011W	0.069	-0.521	-0.055	-0.944	-1.771	-0.049
YGR012W	0.327	-0.173	-0.082	-0.008	0.439	0.065
YGR013W	NaN	-0.021	NaN	0.008	NaN	1.567
YGR014W	-0.214	0.032	0.374	-1.223	-3.167	-0.006
YGR015C	0.829	-0.251	-0.070	-0.006	-2.260	0.036
YGR016W	NaN	0.048	NaN	-0.008	NaN	1.725
YGR017W	-0.008	0.042	-0.041	-0.138	-2.668	1.486
YGR018C	-0.246	0.067	0.320	-0.059	-1.311	0.026
YGR019W	0.613	0.022	-0.621	0.057	0.003	1.772
YGR020C	-0.921	-0.032	-1.127	0.131	-1.693	-0.010
YGR021W	0.283	0.074	0.563	-0.214	-0.690	-1.423
YGR022C	0.133	-0.358	-0.662	-0.774	-0.645	0.223
YGR023W	-0.132	-0.546	0.151	-1.962	-0.044	0.742
YGR024C	NaN	-0.286	NaN	-1.028	NaN	0.269
YGR025W	-0.775	-0.023	1.019	0.013	-1.536	0.337
YGR026W	-0.024	0.014	1.398	0.059	-0.007	-0.156
YGR027C	0.132	-0.017	0.213	1.151	-0.639	-0.035
YGR028W	-0.125	-0.235	-0.551	-0.045	-0.169	-0.114
YGR029W	NaN	0.124	NaN	-0.167	NaN	-0.344
YGR030C	NaN	-0.026	NaN	-0.209	NaN	-0.026
YGR031W	-0.200	-0.676	0.002	0.178	-0.012	0.006
YGR032W	0.342	-0.826	0.115	1.643	-0.389	-0.063
YGR033C	-0.102	-0.009	0.035	0.423	0.058	0.064
YGR034W	0.016	0.345	0.010	0.665	-0.563	-0.050
YGR035C	-0.151	-0.100	-0.910	-0.116	-0.022	0.112
YGR036C	NaN	0.405	NaN	-0.229	NaN	-0.104
YGR037C	-4.816	-0.201	-2.824	-0.031	-5.480	-0.010
YGR038W	1.000	-0.018	-0.088	-0.141	-0.037	1.190
YGR039W	0.025	-0.001	-0.001	-1.058	-0.746	-0.045
YGR040W	1.204	-0.105	1.014	0.021	0.017	-0.503
YGR041W	-0.062	-1.603	-0.119	-0.049	-0.197	0.552
YGR042W	0.080	-0.700	-0.407	-0.347	-0.146	-0.050
YGR043C	0.121	0.072	-0.186	-2.252	0.017	0.262
YGR044C	-0.241	-0.151	0.706	-0.049	-0.017	-0.166
YGR045C	0.180	0.327	0.133	-0.047	-1.113	0.174
YGR046W	NaN	0.030	NaN	0.272	NaN	0.222
YGR047C	NaN	-0.074	NaN	-0.116	NaN	-0.211
YGR048W	NaN	-0.143	NaN	-0.098	NaN	0.188
YGR049W	-0.150	-0.752	-0.065	-0.120	-0.304	0.262
YGR050C	0.675	-0.780	0.226	-0.089	-0.876	0.076
YGR051C	0.421	0.296	-0.003	0.126	0.637	1.192
YGR052W	-0.491	-0.008	0.522	0.023	0.206	0.022
YGR053C	-0.159	0.047	0.010	-1.730	0.009	0.992
YGR054W	0.071	-0.007	0.038	0.086	-0.144	0.046
YGR055W	0.701	0.023	-0.027	0.036	-0.806	1.514
YGR056W	-0.065	0.011	0.489	0.231	-0.007	0.061
YGR057C	0.050	0.030	-0.045	0.533	0.582	-0.034
YGR058W	-0.802	-0.208	-0.317	-0.445	-0.011	0.071
YGR059W	0.709	-0.176	-0.014	-1.149	-0.088	0.641
YGR060W	NaN	0.574	NaN	1.292	NaN	0.126
YGR061C	NaN	0.066	NaN	-1.408	NaN	0.125
YGR062C	0.392	NaN	-0.031	NaN	0.044	NaN
YGR063C	0.817	0.456	2.476	-0.088	0.553	-0.134
YGR064W	0.606	-0.008	1.103	-0.013	0.173	0.101
YGR065C	NaN	0.044	NaN	-0.188	NaN	1.631
YGR066C	1.920	-0.033	0.070	-0.330	-1.669	-0.118
YGR067C	0.325	0.414	-0.012	-0.012	0.094	0.056
YGR068C	0.686	-0.055	0.068	0.022	-1.278	-0.533
YGR069W	-0.459	-0.973	0.176	0.222	-0.048	0.095
YGR070W	-0.013	0.017	1.374	-3.109	-0.006	0.578
YGR071C	0.077	0.030	-0.028	-0.007	-0.032	-0.074
YGR072W	0.109	1.026	0.175	-1.370	-0.866	-0.062
YGR073C	NaN	-0.449	NaN	0.352	NaN	0.303
YGR074W	NaN	0.919	NaN	0.331	NaN	0.171
YGR075C	NaN	0.767	NaN	-0.060	NaN	0.167
YGR076C	0.592	0.576	0.978	0.100	0.051	-0.045
YGR077C	-0.643	-0.529	-0.112	-1.280	-0.533	0.094
YGR078C	NaN	-0.381	NaN	0.185	NaN	0.005
YGR079W	0.054	0.155	-0.083	0.142	-0.151	0.874
YGR080W	0.697	0.051	-0.714	0.306	-0.131	-0.418
YGR081C	0.335	-0.324	1.274	-0.302	-1.262	0.103
YGR082W	NaN	0.316	NaN	-0.040	NaN	-0.004
YGR083C	NaN	0.430	NaN	-0.096	NaN	0.993
YGR084C	-0.079	0.600	-0.820	-0.740	0.124	0.266
YGR085C	0.028	-0.011	0.070	1.395	0.840	0.021
YGR086C	0.140	-0.414	-0.408	-0.106	-0.010	0.314
YGR087C	-0.199	-0.084	-0.120	-0.323	1.005	-0.061
YGR088W	0.016	1.514	0.008	-2.516	0.012	0.071
YGR089W	-1.336	-0.033	0.040	0.066	0.100	0.557
YGR090W	NaN	-0.511	NaN	0.075	NaN	-0.048
YGR091W	NaN	0.549	NaN	0.430	NaN	-0.008
YGR092W	0.006	0.171	-0.092	0.021	1.254	-0.005
YGR093W	0.388	-0.258	-0.028	1.343	-0.978	0.088
YGR094W	NaN	0.133	NaN	1.957	NaN	0.099
YGR095C	NaN	0.048	NaN	0.001	NaN	0.204
YGR096W	-0.119	-0.602	0.370	0.414	-1.305	-1.371
YGR097W	0.589	-0.146	0.024	0.021	-0.199	0.203
YGR098C	NaN	-0.272	NaN	-0.182	NaN	0.229
YGR099W	NaN	-0.901	NaN	0.550	NaN	0.422
YGR100W	0.046	-0.014	0.045	-0.032	-0.025	-0.138
YGR101W	-0.230	0.378	0.567	0.032	-0.024	0.030
YGR102C	-0.255	-0.033	0.204	-0.043	0.178	0.284
YGR103W	NaN	-0.038	NaN	0.016	NaN	-0.026
YGR104C	0.026	-0.455	-0.029	-0.223	0.040	-0.057
YGR105W	-0.963	0.727	-1.844	-0.043	-0.598	-0.049
YGR106C	-1.298	0.031	-0.341	0.010	0.488	0.249
YGR107W	-1.091	-0.062	0.231	-0.158	-0.614	0.134
YGR108W	0.914	0.554	-0.199	0.202	1.421	0.221
YGR109C	0.692	0.002	-0.649	-0.720	0.085	-0.022
YGR110W	0.081	NaN	0.188	NaN	-0.157	NaN
YGR111W	-0.033	-0.069	0.043	0.028	1.152	-0.216
YGR112W	0.618	0.307	0.091	0.101	0.286	0.211
YGR113W	NaN	-0.353	NaN	-0.084	NaN	-1.288
YGR114C	NaN	1.025	NaN	0.207	NaN	0.183
YGR115C	NaN	-0.034	NaN	0.897	NaN	0.051
YGR116W	NaN	0.041	NaN	0.115	NaN	0.009
YGR117C	-1.026	0.037	-1.468	-0.059	1.524	-0.002
YGR118W	0.275	-0.253	0.054	-0.149	-0.810	0.404
YGR119C	NaN	0.049	NaN	0.985	NaN	0.595
YGR120C	NaN	0.060	NaN	-0.071	NaN	-0.756
YGR121C	0.219	-0.403	-0.062	0.016	0.164	0.108
YGR122C-A	0.921	-0.047	0.299	0.049	-1.105	0.139
YGR122W	-0.474	-0.331	1.491	0.030	-0.268	1.033
YGR123C	-0.246	-0.055	0.015	0.225	-0.003	0.249
YGR124W	-0.023	0.752	0.127	-0.009	0.009	0.789
YGR125W	0.220	0.125	0.225	-1.097	-0.519	0.005
YGR126W	0.009	-0.020	0.241	0.016	-0.196	0.215
YGR127W	0.223	-0.771	-0.011	0.089	-2.098	0.033
YGR128C	NaN	0.875	NaN	0.090	NaN	0.848
YGR129W	0.498	-0.162	0.038	-0.038	-0.003	0.097
YGR130C	0.040	0.138	0.049	-1.056	-0.408	-0.005
YGR131W	1.041	0.256	-0.008	0.146	-0.022	0.078
YGR132C	-0.035	0.992	0.126	0.235	1.488	0.792
YGR133W	-0.066	0.514	-0.459	-0.053	0.005	-0.044
YGR134W	-0.214	-0.054	0.507	1.158	0.046	-0.018
YGR135W	-0.022	0.062	0.064	0.001	-0.012	0.313
YGR136W	-0.582	-0.038	-0.113	0.142	-0.492	0.073
YGR137W	0.039	-0.072	-1.495	0.340	-0.025	0.195
YGR138C	-0.025	-0.118	0.710	-0.055	-0.145	0.381
YGR139W	-0.035	-0.565	0.191	0.098	-0.322	0.008
YGR140W	NaN	-0.618	NaN	1.087	NaN	-0.190
YGR141W	0.479	0.222	0.122	0.480	-0.216	0.134
YGR142W	-0.705	-0.010	-0.037	0.153	0.394	0.105
YGR143W	-0.153	0.233	-5.115	-0.004	-0.451	0.272
YGR144W	0.061	1.426	-0.259	0.055	0.157	-0.099
YGR145W	NaN	0.597	NaN	-2.180	NaN	0.124
YGR146C	-0.122	0.120	0.852	1.370	-1.605	0.190
YGR147C	0.145	-0.005	NaN	0.310	NaN	0.074
YGR148C	0.150	0.564	-0.034	0.614	1.503	-0.030
YGR149W	0.861	0.053	-0.106	0.014	-0.705	0.067
YGR150C	-0.021	0.827	-1.030	1.004	0.286	0.126
YGR151C	1.097	0.185	0.071	1.027	0.352	-0.003
YGR152C	-0.021	0.421	0.225	2.162	-0.310	0.833
YGR153W	-0.009	-0.020	0.010	0.084	-2.346	0.349
YGR154C	0.277	0.015	-0.127	-1.941	1.785	0.158
YGR155W	0.526	-0.762	-0.195	0.777	0.303	0.580
YGR156W	NaN	0.190	NaN	0.105	NaN	0.735
YGR157W	-0.429	-1.332	0.023	0.286	0.072	0.046
YGR158C	NaN	0.429	NaN	0.003	NaN	0.413
YGR159C	1.767	-0.025	0.908	-0.067	0.080	0.174
YGR160W	-0.043	0.088	0.674	0.284	-0.074	0.713
YGR161C	0.659	-0.616	0.354	0.114	-0.799	2.347
YGR162W	0.014	0.042	0.059	2.340	0.028	0.549
YGR163W	-0.093	0.059	-1.976	0.193	0.096	0.005
YGR164W	0.177	-0.247	-0.060	1.680	0.194	1.404
YGR165W	-0.099	-0.113	0.258	0.408	-0.013	-0.022
YGR166W	-0.967	-0.598	-2.885	0.036	-0.091	-1.328
YGR167W	-2.225	-0.112	-1.191	-0.321	-0.885	-0.968
YGR168C	-0.042	-0.553	-0.152	0.010	-0.021	0.041
YGR169C	1.475	0.870	-0.028	-0.051	-1.151	-0.044
YGR170W	0.185	0.323	1.198	0.145	-0.039	0.175
YGR171C	0.012	-0.120	-0.018	0.002	0.036	-0.005
YGR172C	NaN	-0.255	NaN	0.266	NaN	0.054
YGR173W	0.262	0.596	-0.146	-0.030	-0.203	0.262
YGR174C	0.306	0.345	-0.043	0.017	-0.454	0.064
YGR175C	NaN	0.173	NaN	0.433	NaN	0.045
YGR176W	0.147	-0.095	0.469	0.291	-1.313	0.086
YGR177C	-0.021	-0.934	0.406	0.557	-2.269	-0.009
YGR178C	0.035	0.047	0.128	-0.012	-0.007	2.077
YGR179C	NaN	0.094	NaN	-0.154	NaN	-0.010
YGR180C	NaN	-0.138	NaN	0.314	NaN	1.116
YGR181W	0.026	0.184	-0.006	1.857	-0.512	0.066
YGR182C	0.243	0.014	0.117	0.508	-0.241	0.151
YGR183C	-0.070	0.323	-0.043	0.027	-0.020	0.123
YGR184C	0.146	0.209	-0.024	-0.153	0.127	0.410
YGR185C	NaN	0.477	NaN	-0.031	NaN	-0.007
YGR186W	NaN	-0.100	NaN	-0.307	NaN	-0.024
YGR187C	-0.118	-0.274	0.141	0.299	-0.022	0.044
YGR188C	NaN	0.164	NaN	0.095	NaN	0.163
YGR189C	-0.231	-0.137	-0.287	-0.155	-0.034	-0.003
YGR190C	NaN	-0.949	NaN	-0.953	NaN	-0.035
YGR191W	NaN	1.250	NaN	0.119	NaN	0.548
YGR192C	0.032	-0.246	0.252	0.717	0.674	0.529
YGR193C	-0.071	-0.029	2.179	2.646	-0.018	-0.660
YGR194C	0.197	-0.233	0.964	2.156	-0.684	-0.203
YGR195W	NaN	0.178	NaN	1.033	NaN	0.708
YGR196C	-3.769	-0.068	-7.474	-0.014	-0.647	-0.538
YGR197C	-1.905	-0.166	-3.293	0.798	-0.128	-0.415
YGR198W	NaN	-1.495	NaN	-0.137	NaN	-0.038
YGR199W	0.112	-0.054	-0.019	0.020	-0.107	0.077
YGR200C	0.337	0.010	0.231	0.191	0.099	-0.043
YGR201C	0.369	0.105	-0.029	0.014	-0.696	-0.173
YGR202C	0.491	0.044	-0.040	-0.648	-0.037	-0.059
YGR203W	0.698	0.010	0.047	0.171	-0.017	0.186
YGR204W	NaN	0.478	NaN	-0.013	NaN	-0.003
YGR205W	1.010	0.100	0.325	2.160	-0.395	0.599
YGR206W	-1.359	-0.692	-0.003	-0.148	-0.032	0.849
YGR207C	-1.059	0.170	-0.111	0.134	-0.548	0.577
YGR208W	0.012	-0.039	0.213	0.215	0.026	-0.285
YGR209C	0.453	-0.032	-0.058	-0.625	0.023	0.186
YGR210C	-0.099	-0.082	0.146	0.113	-0.297	-0.024
YGR211W	NaN	-1.199	NaN	0.070	NaN	-0.063
YGR212W	-0.324	1.382	-0.022	-0.059	-0.004	-0.023
YGR213C	-0.269	0.320	0.205	0.113	0.025	0.470
YGR214W	0.035	0.004	-0.351	0.971	-0.693	0.751
YGR215W	0.132	0.089	0.530	0.345	0.028	0.236
YGR216C	NaN	-0.599	NaN	0.061	NaN	0.014
YGR217W	-0.027	NaN	0.366	NaN	-2.291	NaN
YGR218W	NaN	-0.208	NaN	0.181	NaN	-0.476
YGR219W	-0.201	0.140	0.628	1.901	0.052	0.803
YGR220C	-0.100	0.153	0.106	-0.918	0.895	1.611
YGR221C	-0.159	0.148	0.532	0.338	-0.012	-0.004
YGR222W	0.571	-0.008	0.219	0.048	0.000	0.170
YGR223C	0.155	0.761	0.418	-0.056	0.523	0.434
YGR224W	0.099	-0.028	-0.060	-0.016	0.969	-0.041
YGR225W	0.000	0.292	0.071	0.009	-1.677	-0.522
YGR226C	-0.326	0.100	-1.428	0.002	-0.011	0.116
YGR227W	-1.961	0.259	-0.068	-3.014	0.029	0.173
YGR228W	-0.102	-0.456	-0.161	0.086	-0.017	-0.207
YGR229C	-1.769	0.884	-1.068	0.008	-0.124	-0.150
YGR230W	-0.171	-2.266	-0.003	NaN	0.370	NaN
YGR231C	0.030	0.019	0.712	0.836	-1.563	0.780
YGR232W	-0.846	0.336	0.004	-0.537	-1.858	-0.021
YGR233C	-1.109	-0.130	-1.282	-0.508	-0.062	-0.410
YGR234W	0.570	-0.035	0.105	1.457	0.147	-0.028
YGR235C	-0.230	-0.028	-0.005	0.416	-0.348	-0.281
YGR236C	1.071	-0.005	-0.054	-0.226	-0.043	-0.202
YGR237C	0.644	0.252	0.017	0.078	0.339	-0.242
YGR238C	0.638	-0.050	-0.051	0.038	0.093	0.130
YGR239C	0.052	-0.039	-0.009	-0.010	0.010	-1.143
YGR240C	NaN	0.652	-1.782	-0.318	NaN	0.098
YGR241C	0.222	-0.929	-0.068	-0.041	-0.038	-0.062
YGR242W	-0.030	-0.143	0.266	-0.174	-0.555	-0.409
YGR243W	0.227	-0.321	-0.125	0.175	0.048	-0.463
YGR244C	-0.212	NaN	-0.107	NaN	-0.783	NaN
YGR245C	NaN	-1.033	NaN	-0.147	NaN	0.165
YGR246C	NaN	0.001	NaN	0.092	NaN	-1.290
YGR247W	-0.335	0.623	0.871	-0.024	0.341	-0.025
YGR248W	0.063	NaN	-0.055	NaN	-0.082	NaN
YGR249W	0.222	0.087	0.144	-0.649	-0.035	-0.875
YGR250C	-0.863	-0.029	-0.394	0.463	0.130	0.449
YGR251W	NaN	-0.860	NaN	-0.018	NaN	-0.154
YGR252W	1.156	-0.246	0.005	-0.571	0.317	-0.032
YGR253C	NaN	0.111	NaN	-0.071	NaN	0.558
YGR254W	-1.578	-0.158	-0.005	1.436	-0.063	0.527
YGR255C	0.074	-0.806	-0.733	-0.723	-0.005	-2.259
YGR256W	0.150	-0.025	0.004	-0.200	0.273	0.120
YGR257C	-0.041	-0.562	0.014	-0.240	-1.233	-0.021
YGR258C	-0.359	-0.145	-0.081	-0.539	-0.492	-0.624
YGR259C	-0.362	-0.213	-0.305	0.081	-0.024	-0.786
YGR260W	0.056	0.047	-0.247	2.339	0.093	-0.102
YGR261C	-4.396	-0.472	-0.310	0.069	0.029	-0.122
YGR262C	0.047	-1.449	0.092	-0.040	0.325	-0.134
YGR263C	0.688	-0.206	0.003	-0.080	0.221	-1.838
YGR264C	NaN	-0.299	NaN	0.225	NaN	-0.029
YGR265W	NaN	-0.759	NaN	-0.573	NaN	-0.551
YGR266W	0.111	0.705	1.812	0.480	-0.110	-0.441
YGR267C	NaN	0.218	NaN	0.163	NaN	0.004
YGR268C	0.632	0.234	-0.189	0.010	0.065	-1.523
YGR269W	0.050	-0.861	-0.168	-0.227	0.910	-0.079
YGR270W	-0.713	-0.482	-0.590	-0.172	-0.800	0.048
YGR271W	-0.195	1.154	-1.288	-0.211	0.991	0.041
YGR272C	0.205	-0.006	0.098	-0.068	-0.065	-1.602
YGR273C	-0.542	0.492	0.098	1.276	-0.340	-1.229
YGR274C	NaN	-0.793	NaN	0.107	NaN	-0.615
YGR275W	0.303	-0.362	0.054	0.123	-0.351	-0.388
YGR276C	0.463	0.016	1.070	0.071	0.008	0.026
YGR277C	NaN	0.077	NaN	1.498	NaN	0.050
YGR278W	NaN	-0.092	NaN	1.385	NaN	-0.825
YGR279C	0.079	0.948	0.119	0.083	-0.038	-0.023
YGR280C	NaN	1.071	NaN	1.338	NaN	-0.119
YGR281W	-3.620	-0.665	-0.106	-0.831	0.479	-0.114
YGR282C	0.401	-1.353	1.687	-0.066	-0.221	-0.067
YGR283C	0.747	0.037	-0.009	0.035	0.189	-1.245
YGR284C	0.098	0.188	0.018	-0.608	-0.041	-0.109
YGR285C	0.862	-0.607	-0.006	0.136	0.587	-0.109
YGR286C	0.154	0.109	-1.869	-0.367	0.057	-0.190
YGR287C	-0.343	-0.592	0.173	-0.025	0.649	-0.080
YGR288W	1.302	-0.026	0.609	0.038	0.039	-0.048
YGR289C	0.174	0.310	0.011	-0.230	0.020	-0.115
YGR290W	-0.222	-0.788	-0.037	0.128	1.434	-0.027
YGR291C	-0.041	-0.106	-0.003	0.887	0.356	-0.237
YGR292W	0.416	-0.042	-0.579	-0.044	0.176	0.220
YGR295C	0.048	0.066	-0.037	-0.007	-0.016	-0.213
YHL002W	0.934	-0.485	0.944	0.207	-0.992	-0.433
YHL003C	-0.532	-0.525	-1.343	-0.041	-0.042	-1.186
YHL005C	0.044	-0.081	-0.468	0.112	1.024	-0.985
YHL006C	0.184	0.003	0.761	1.021	-1.998	-1.355
YHL007C	0.076	0.220	0.142	0.110	-0.144	-0.014
YHL008C	-0.719	-0.236	-0.029	-0.041	0.200	0.384
YHL009C	-0.112	0.264	0.246	0.623	0.323	-0.201
YHL010C	-0.008	0.289	-0.041	-0.062	-0.643	-0.007
YHL011C	0.141	0.045	0.084	0.041	0.616	0.134
YHL012W	-0.009	0.061	-0.035	-1.602	-1.010	-0.967
YHL013C	0.054	-0.849	0.253	0.138	0.195	-0.007
YHL014C	-0.056	0.045	-0.023	-0.512	0.240	-0.001
YHL015W	NaN	0.246	NaN	0.066	NaN	0.174
YHL016C	-0.131	0.145	0.002	-0.277	0.239	-0.579
YHL017W	0.192	-0.395	-0.151	-0.127	0.663	-0.018
YHL019C	0.013	0.360	0.170	-1.169	0.178	-0.255
YHL020C	0.115	-0.384	-0.715	0.873	0.002	-1.830
YHL021C	0.009	0.129	-0.149	0.078	-0.027	-0.067
YHL022C	0.126	0.127	0.081	0.081	-1.237	-0.436
YHL023C	-1.768	-0.063	-2.488	-0.400	-0.111	-0.288
YHL024W	-0.554	0.063	1.272	0.038	0.002	0.136
YHL025W	0.094	-0.647	-0.011	1.598	-0.001	-0.384
YHL026C	0.512	0.194	2.394	1.155	-1.296	-0.816
YHL027W	-0.034	0.047	0.096	0.002	1.347	-0.001
YHL028W	1.108	-0.907	-0.391	-0.040	-1.077	-0.105
YHL029C	0.055	-0.038	0.018	-0.023	0.852	-0.027
YHL030W	-0.438	-0.263	-0.096	-0.078	0.743	-0.072
YHL031C	NaN	1.187	NaN	0.732	NaN	0.073
YHL032C	-0.043	0.337	-1.189	0.274	-0.208	-0.044
YHL033C	-0.974	-0.113	0.025	1.720	0.175	-0.032
YHL034C	0.251	0.055	0.091	-0.033	0.191	0.003
YHL035C	0.344	-1.061	-0.507	-0.066	0.171	0.007
YHL036W	0.057	-0.027	-0.869	-0.416	0.320	-0.425
YHL037C	0.230	0.112	-0.053	0.482	-0.051	0.046
YHL038C	0.067	0.548	0.018	0.240	0.202	0.130
YHL039W	0.121	-0.882	0.143	-0.092	0.344	-0.224
YHL040C	-0.039	0.856	0.481	0.701	0.275	-0.001
YHL041W	0.135	-0.620	0.939	0.929	0.943	-0.248
YHL042W	0.755	0.025	0.039	1.390	0.016	0.109
YHL043W	-0.102	-0.425	1.176	0.935	-0.222	1.237
YHL044W	-0.054	0.293	-0.440	0.001	0.005	0.073
YHL045W	0.543	-0.582	-0.012	0.071	0.173	-0.033
YHL046C	1.144	-0.184	0.050	-0.014	2.330	0.071
YHL047C	-0.395	0.274	0.861	-0.573	0.468	-0.040
YHR001W-A	0.024	0.042	0.039	-0.320	0.049	-2.707
YHR003C	0.175	0.036	0.004	0.089	-0.816	-0.963
YHR004C	-2.720	-1.535	-3.636	-0.562	-1.005	-0.110
YHR005C	NaN	0.296	NaN	-0.002	NaN	0.033
YHR005C-A	NaN	-0.222	NaN	0.025	NaN	-0.049
YHR006W	-0.055	0.046	1.046	-0.139	0.151	-0.272
YHR007C	NaN	-0.066	NaN	-0.395	NaN	-0.031
YHR008C	-0.028	-0.053	0.141	1.772	0.032	-0.019
YHR009C	-0.488	-0.541	0.729	0.056	0.109	0.050
YHR010W	0.030	-1.041	1.020	-2.621	0.558	0.147
YHR011W	-0.085	-0.107	-0.034	-1.978	0.290	-0.715
YHR012W	-7.775	-0.052	-4.456	-0.004	-1.028	-0.336
YHR013C	0.253	-0.513	-0.171	-0.109	0.132	-0.132
YHR014W	-0.127	0.202	-0.357	-0.032	-0.000	0.057
YHR015W	-0.417	0.023	0.040	-0.007	0.147	0.005
YHR016C	-0.230	-0.321	-0.507	-0.021	-0.017	-0.192
YHR017W	-0.401	0.135	0.022	-0.068	0.735	-0.101
YHR018C	-0.191	0.098	-0.002	0.122	-0.004	-0.012
YHR019C	NaN	-0.389	NaN	0.038	NaN	-0.742
YHR020W	NaN	-0.121	NaN	-0.013	NaN	-0.004
YHR021C	NaN	-0.895	NaN	-0.109	NaN	0.751
YHR021W-A	0.150	0.012	0.067	-1.073	-0.827	-0.057
YHR022C	0.192	0.685	-0.036	-0.244	0.055	-0.257
YHR023W	NaN	-0.807	NaN	-1.366	NaN	-0.075
YHR024C	NaN	0.447	NaN	0.065	NaN	0.150
YHR025W	NaN	0.157	NaN	-0.209	NaN	0.027
YHR026W	-1.730	0.504	-1.044	-0.042	0.323	-0.042
YHR028C	-0.179	0.060	0.386	-0.085	0.468	0.046
