orf	hap alpha | growth (colony size) | polygodial [2 ug/ml] | SD + his + leu + lys + ura | Kipanga PN~Luyten W, 2021	hap alpha | growth (colony size) | polygodial [6 ug/ml] | SD + his + leu + lys + ura | Kipanga PN~Luyten W, 2021
YLR287C-A	3.5	5.0
YLR288C	3.5	3.5
YLR289W	3.5	3.5
YLR290C	3.5	3.5
YLR292C	3.5	3.5
YLR294C	3.5	3.5
YLR295C	3.5	3.5
YLR296W	3.5	3.5
YLR297W	3.5	3.5
YLR299W	3.5	3.5
YLR300W	3.5	3.5
YLR303W	3.5	3.5
YLR304C	3.5	5.0
YLR306W	3.5	3.5
YLR307W	3.5	3.5
YLR308W	3.5	3.5
YLR309C	3.5	3.5
YLR311C	3.5	3.5
YLR312C	3.5	3.5
YLR312W-A	3.5	3.5
YLR313C	3.5	3.5
YLR315W	3.5	3.5
YLR318W	3.5	3.5
YLR319C	3.5	3.5
YLR320W	3.5	3.5
YLR322W	1.0	3.5
YGL194C	3.5	5.0
YGL195W	3.5	3.5
YGL196W	3.5	3.5
YGL197W	3.5	6.0
YGL198W	3.5	3.5
YGL200C	3.5	3.5
YGL202W	3.5	3.5
YGL203C	3.5	3.5
YGL205W	3.5	3.5
YGL199C	3.5	3.5
YGL208W	3.5	3.5
YGL209W	3.5	3.5
YGL210W	3.5	3.5
YGL211W	3.5	3.5
YGL212W	0.0	3.5
YGL213C	3.5	3.5
YGL215W	3.5	5.0
YGL216W	3.5	3.5
YGL220W	3.5	3.5
YGL221C	3.5	3.5
YGL222C	3.5	3.5
YGL224C	3.5	3.5
YGL226C-A	3.5	3.5
YGL226W	3.5	3.5
YGL227W	3.5	3.5
YGL228W	3.5	3.5
YGL229C	3.5	3.5
YGL230C	3.5	3.5
YGL231C	3.5	3.5
YGL232W	3.5	3.5
YGL234W	3.5	3.5
YGL236C	3.5	3.5
YGL237C	3.5	6.0
YGL241W	3.5	3.5
YGL243W	3.5	3.5
YGL244W	1.0	3.5
YGL246C	3.5	3.5
YGL248W	3.5	3.5
YGL249W	3.5	3.5
YGL250W	3.5	5.0
YGL251C	3.5	3.5
YGL252C	3.5	3.5
YGL253W	3.5	3.5
YGL254W	3.5	3.5
YGL255W	3.5	3.5
YGL256W	3.5	3.5
YGL257C	3.5	3.5
YGL258W	3.5	3.5
YGL259W	3.5	3.5
YGL260W	3.5	3.5
YGL261C	3.5	3.5
YGL262W	3.5	3.5
YGL263W	3.5	3.5
YGR001C	3.5	3.5
YGR003W	3.5	3.5
YGR004W	3.5	3.5
YGR006W	3.5	3.5
YGR007W	3.5	3.5
YGR008C	3.5	3.5
YGR010W	3.5	3.5
YGR012W	3.5	3.5
YGR014W	3.5	3.5
YGR015C	3.5	3.5
YGR016W	3.5	3.5
YGR017W	3.5	3.5
YGR019W	3.5	3.5
YGR020C	0.0	3.5
YGR021W	3.5	3.5
YGR023W	3.5	3.5
YGR026W	3.5	3.5
YPL091W	3.5	3.5
YPL090C	3.5	3.5
YPL089C	3.5	3.5
YPL088W	3.5	3.5
YPL087W	3.5	3.5
YPL086C	3.5	3.5
YPL084W	3.5	3.5
YPL081W	3.5	3.5
YPL080C	3.5	3.5
YPL079W	3.5	3.5
YPL078C	3.5	3.5
YPL077C	3.5	3.5
YPL074W	3.5	3.5
YPL072W	3.5	3.5
YPL073C	3.5	3.5
YPL071C	3.5	3.5
YPL070W	3.5	3.5
YPL069C	3.5	3.5
YPL068C	3.5	3.5
YPL067C	3.5	3.5
YPL066W	3.5	3.5
YPL065W	3.5	3.5
YPL064C	3.5	3.5
YPL062W	3.5	3.5
YPL061W	3.5	3.5
YPL060W	3.5	3.5
YPL059W	3.5	3.5
YPL058C	3.5	3.5
YPL057C	3.5	3.5
YPL056C	3.5	3.5
YPL055C	3.5	3.5
YPL054W	3.5	3.5
YPL053C	3.5	3.5
YPL052W	3.5	3.5
YPL051W	3.5	3.5
YPL050C	3.5	3.5
YPL049C	3.5	3.5
YPL048W	3.5	3.5
YPL047W	3.5	3.5
YPL046C	3.5	3.5
YPL045W	0.0	3.5
YPL042C	0.0	3.5
YPL041C	3.5	3.5
YPL040C	3.5	3.5
YPL039W	3.5	3.5
YPL038W	3.5	3.5
YPL037C	3.5	3.5
YPL035C	3.5	3.5
YPL033C	3.5	3.5
YPL032C	3.5	3.5
YPL031C	0.0	3.5
YPL030W	3.5	3.5
YPL029W	3.5	3.5
YPL026C	3.5	3.5
YPL025C	3.5	3.5
YPL024W	3.5	3.5
YPL023C	3.5	3.5
YPL022W	3.5	3.5
YPL021W	3.5	3.5
YPL019C	3.5	3.5
YPL018W	3.5	3.5
YPL017C	3.5	3.5
YPL015C	3.5	3.5
YPL014W	3.5	3.5
YPL013C	3.5	3.5
YPL009C	3.5	3.5
YPL008W	3.5	3.5
YPL006W	3.5	3.5
YPL005W	3.5	3.5
YPL003W	3.5	3.5
YPL002C	3.5	3.5
YPL001W	3.5	3.5
YPR001W	3.5	3.5
YPR002W	3.5	3.5
YPR003C	3.5	3.5
YPR004C	3.5	3.5
YPR005C	3.5	3.5
YPR106W	3.5	3.5
YPR109W	3.5	3.5
YPR111W	3.5	3.5
YPR114W	3.5	3.5
YPR115W	3.5	3.5
YPR116W	3.5	3.5
YPR117W	3.5	3.5
YPR119W	3.5	3.5
YPR120C	3.5	3.5
YPR121W	3.5	3.5
YPR122W	3.5	3.5
YPR123C	3.5	3.5
YPR124W	3.5	3.5
YPR125W	3.5	3.5
YPR126C	3.5	3.5
YPR127W	3.5	3.5
YPR128C	3.5	3.5
YPR129W	3.5	3.5
YPR130C	3.5	3.5
YPR131C	3.5	3.5
YPR132W	3.5	3.5
YPR134W	3.5	3.5
YPR135W	1.0	3.5
YPR138C	3.5	3.5
YPR139C	1.0	3.5
YPR140W	3.5	3.5
YPR141C	3.5	3.5
YPR145W	3.5	3.5
YPR146C	3.5	3.5
YPR147C	3.5	3.5
YPR148C	3.5	3.5
YPR149W	3.5	3.5
YPR150W	3.5	3.5
YPR152C	3.5	3.5
YPR153W	3.5	3.5
YPR154W	3.5	3.5
YPR155C	3.5	3.5
YPR156C	3.5	3.5
YPR157W	3.5	3.5
YPR158W	3.5	3.5
YPR159W	3.5	3.5
YPR160W	3.5	3.5
YPR163C	0.0	3.5
YPR164W	3.5	3.5
YPR166C	3.5	3.5
YPR167C	3.5	3.5
YPR170C	3.5	3.5
YPR171W	3.5	3.5
YPR172W	3.5	3.5
YPR173C	3.5	3.5
YPR174C	3.5	3.5
YPR179C	3.5	3.5
YPR184W	3.5	3.5
YPR185W	1.0	3.5
YPR188C	3.5	3.5
YPR189W	3.5	3.5
YPR191W	3.5	3.5
YPR192W	3.5	3.5
YPR193C	3.5	3.5
YPR194C	3.5	3.5
YPR195C	3.5	3.5
YPR196W	3.5	3.5
YPR197C	3.5	3.5
YPR198W	3.5	3.5
YPR199C	3.5	3.5
YPR200C	3.5	3.5
YPR201W	3.5	3.5
YCR090C	3.5	3.5
YCR091W	3.5	3.5
YCR092C	3.5	3.5
YCR098C	3.5	3.5
YCR099C	3.5	3.5
YCR100C	3.5	3.5
YCR101C	3.5	3.5
YCR102C	3.5	3.5
YCR105W	3.5	3.5
YCR106W	3.5	3.5
YDL130W-A	3.5	3.5
YDR363W-A	3.5	3.5
YDR525W-A	3.5	3.5
YDR535C	3.5	3.5
YDR536W	3.5	3.5
YDR538W	3.5	3.5
YDR539W	3.5	3.5
YDR540C	3.5	3.5
YDR541C	3.5	3.5
YER039C-A	3.5	3.5
YER091C-A	1.0	3.5
YER144C	3.5	3.5
YER188W	3.5	3.5
YFL034C-A	3.5	3.5
YFR032C	3.5	3.5
YFR032C-A	3.5	5.0
YFR033C	3.5	3.5
YFR034C	3.5	3.5
YFR035C	3.5	3.5
YFR036W	3.5	3.5
YFR038W	3.5	3.5
YFR040W	3.5	3.5
YFR041C	3.5	3.5
YFR043C	3.5	3.5
YFR044C	3.5	3.5
YFR045W	3.5	3.5
YFR046C	3.5	3.5
YFR047C	3.5	3.5
YFR048W	3.5	3.5
YFR049W	3.5	3.5
YFR053C	3.5	3.5
YFR054C	3.5	3.5
YFR055W	3.5	3.5
YFR056C	3.5	3.5
YFR057W	3.5	3.5
YGR219W	3.5	5.0
YGR220C	3.5	3.5
YGR221C	3.5	3.5
YGR222W	3.5	3.5
YGR223C	3.5	3.5
YGR224W	3.5	3.5
YGR225W	3.5	3.5
YGR226C	3.5	3.5
YGR227W	3.5	3.5
YGR228W	3.5	3.5
YGR229C	1.0	3.5
YGR230W	3.5	3.5
YGR231C	3.5	3.5
YGR232W	3.5	3.5
YGR233C	3.5	3.5
YGR234W	3.5	3.5
YGR235C	3.5	3.5
YGR236C	3.5	3.5
YGR237C	3.5	3.5
YGR240C	3.5	3.5
YGR241C	3.5	3.5
YGR242W	3.5	3.5
YGR243W	3.5	3.5
YGR244C	3.5	3.5
YGR247W	3.5	3.5
YGR249W	3.5	3.5
YBL001C	3.5	3.5
YBL002W	3.5	3.5
YBL003C	3.5	3.5
YBL005W	3.5	3.5
YBL006C	3.5	3.5
YBL007C	3.5	6.0
YBL008W	3.5	3.5
YBL009W	3.5	3.5
YBL010C	3.5	3.5
YBL011W	3.5	3.5
YBL012C	3.5	3.5
YBL013W	3.5	3.5
YBL015W	3.5	3.5
YBL016W	3.5	5.0
YBL017C	3.5	3.5
YBL019W	3.5	3.5
YBL021C	3.5	3.5
YBL022C	3.5	3.5
YBL024W	3.5	3.5
YBL025W	3.5	3.5
YBL027W	3.5	3.5
YBL028C	3.5	3.5
YBL029W	3.5	3.5
YBL031W	3.5	3.5
YBL032W	3.5	3.5
YBL036C	3.5	3.5
YBL037W	3.5	3.5
YBL038W	3.5	3.5
YBL039C	3.5	3.5
YBL042C	3.5	3.5
YBL043W	3.5	3.5
YBL044W	3.5	3.5
YBL045C	3.5	3.5
YBL046W	3.5	3.5
YBL047C	3.5	3.5
YBL048W	3.5	3.5
YBL049W	3.5	3.5
YBL051C	3.5	3.5
YBL052C	3.5	3.5
YBL053W	3.5	3.5
YBL054W	3.5	3.5
YBL055C	3.5	3.5
YBL056W	3.5	3.5
YBL057C	3.5	3.5
YBL058W	0.0	3.5
YBL059W	3.5	3.5
YBL060W	3.5	3.5
YBL061C	3.5	3.5
YBL062W	3.5	3.5
YBL063W	3.5	3.5
YBL064C	3.5	3.5
YBL065W	3.5	3.5
YBL066C	3.5	3.5
YBL067C	3.5	3.5
YBL068W	3.5	3.5
YBL069W	3.5	3.5
YBL070C	3.5	3.5
YBL071C	3.5	3.5
YBL072C	3.5	3.5
YBL075C	3.5	3.5
YBL078C	1.0	3.5
YBL079W	3.5	3.5
YBL080C	3.5	3.5
YBL081W	3.5	3.5
YBL082C	3.5	3.5
YBL083C	3.5	3.5
YBL085W	3.5	3.5
YBL086C	3.5	3.5
YBL087C	3.5	5.0
YBL088C	3.5	3.5
YBL089W	3.5	3.5
YBL090W	3.5	3.5
YBL091C	3.5	3.5
YBL094C	3.5	3.5
YGL002W	3.5	3.5
YGL003C	3.5	3.5
YGL004C	3.5	3.5
YGL005C	3.5	3.5
YGL006W	3.5	3.5
YGL007W	3.5	3.5
YGL010W	3.5	3.5
YGL012W	3.5	3.5
YGL013C	3.5	3.5
YGL014W	3.5	3.5
YGL015C	3.5	3.5
YGL016W	3.5	3.5
YGL019W	3.5	3.5
YGL021W	3.5	3.5
YGL024W	1.0	3.5
YGL025C	3.5	3.5
YGL026C	0.0	3.5
YGL027C	3.5	3.5
YGL028C	3.5	3.5
YGL031C	3.5	5.0
YGL032C	3.5	3.5
YGL033W	3.5	3.5
YGL034C	3.5	3.5
YGL035C	3.5	3.5
YGL036W	3.5	3.5
YGL037C	3.5	3.5
YGL039W	3.5	3.5
YGL041C	3.5	3.5
YGL042C	3.5	3.5
YGL043W	3.5	3.5
YGL045W	3.5	3.5
YGL049C	3.5	3.5
YGL050W	3.5	3.5
YGL053W	3.5	3.5
YGL054C	3.5	3.5
YGL056C	3.5	3.5
YGL057C	3.5	3.5
YGL058W	3.5	3.5
YGL059W	3.5	3.5
YGL060W	3.5	3.5
YGL062W	3.5	3.5
YGL063W	3.5	3.5
YGL064C	3.5	3.5
YGL066W	3.5	3.5
YGL067W	3.5	3.5
YGL070C	3.5	3.5
YGL071W	3.5	3.5
YGL072C	3.5	3.5
YGL076C	3.5	3.5
YGL077C	3.5	3.5
YGL078C	3.5	3.5
YGL079W	3.5	3.5
YGL080W	3.5	3.5
YGL081W	3.5	3.5
YGL082W	3.5	3.5
YGL083W	3.5	3.5
YGL084C	3.5	3.5
YGL085W	3.5	3.5
YGL086W	3.5	3.5
YGL087C	3.5	5.0
YGL089C	3.5	3.5
YGL090W	3.5	3.5
YNL241C	3.5	3.5
YNL235C	3.5	3.5
YNL233W	3.5	3.5
YNL229C	1.0	3.5
YNL228W	3.5	3.5
YNL226W	3.5	3.5
YNL224C	3.5	3.5
YNL218W	3.5	3.5
YNL217W	3.5	3.5
YNL215W	3.5	3.5
YNL214W	3.5	3.5
YNL212W	3.5	3.5
YNL211C	3.5	3.5
YNL210W	3.5	3.5
YNL206C	3.5	3.5
YNL205C	3.5	3.5
YNL204C	3.5	3.5
YNL202W	3.5	3.5
YNL203C	3.5	3.5
YNL201C	3.5	3.5
YNL200C	3.5	3.5
YNL199C	3.5	3.5
YNL198C	3.5	3.5
YNL197C	3.5	3.5
YNL196C	3.5	3.5
YNL195C	3.5	3.5
YNL194C	3.5	3.5
YNL193W	3.5	3.5
YNL191W	3.5	3.5
YNL190W	3.5	3.5
YNL187W	3.5	3.5
YNL185C	3.5	3.5
YNL184C	3.5	3.5
YNL183C	3.5	3.5
YNL180C	3.5	3.5
YNL179C	3.5	3.5
YNL177C	3.5	3.5
YNL176C	3.5	3.5
YNL175C	3.5	3.5
YNL173C	3.5	3.5
YNL170W	3.5	3.5
YNL168C	3.5	3.5
YNL167C	3.5	3.5
YNL160W	3.5	3.5
YNL159C	3.5	3.5
YNL157W	3.5	3.5
YNL155W	3.5	3.5
YNL154C	3.5	3.5
YNL148C	3.5	3.5
YKL191W	3.5	3.5
YKL197C	3.5	3.5
YKL198C	3.5	3.5
YKL201C	3.5	6.0
YKL205W	3.5	3.5
YKL206C	3.5	3.5
YKL207W	3.5	3.5
YKL208W	3.5	3.5
YKL211C	3.5	3.5
YKL212W	3.5	3.5
YKL213C	3.5	3.5
YKL214C	3.5	3.5
YKL216W	3.5	3.5
YKL217W	3.5	3.5
YKL218C	3.5	3.5
YKL221W	3.5	3.5
YKL222C	3.5	3.5
YKR001C	3.5	3.5
YKR003W	3.5	3.5
YKR005C	3.5	3.5
YKR006C	3.5	3.5
YKR007W	3.5	3.5
YKR009C	3.5	3.5
YKR011C	3.5	3.5
YKR012C	3.5	3.5
YKR013W	3.5	3.5
YKR014C	3.5	3.5
YKR015C	3.5	3.5
YKR016W	3.5	3.5
YKR017C	3.5	3.5
YKR018C	3.5	3.5
YKR020W	3.5	3.5
YKR021W	3.5	3.5
YKR024C	3.5	3.5
YKR026C	3.5	3.5
YKR030W	3.5	3.5
YKR031C	3.5	3.5
YKR032W	3.5	3.5
YKR033C	3.5	3.5
YKR035C	3.5	3.5
YKR042W	3.5	3.5
YKR043C	3.5	3.5
YKR044W	3.5	3.5
YKR045C	3.5	3.5
YKR047W	3.5	3.5
YKR048C	3.5	3.5
YKR049C	3.5	3.5
YKR050W	3.5	3.5
YKR051W	3.5	3.5
YKR052C	3.5	3.5
YKR054C	3.5	3.5
YKR056W	3.5	3.5
YKR057W	3.5	3.5
YKR058W	3.5	3.5
YKR059W	3.5	3.5
YKR060W	3.5	3.5
YKR061W	3.5	3.5
YKR064W	3.5	3.5
YKR065C	3.5	3.5
YDR242W	3.5	3.5
YDR244W	3.5	3.5
YDR245W	3.5	3.5
YDR247W	3.5	3.5
YDR248C	3.5	3.5
YDR249C	3.5	3.5
YDR250C	3.5	3.5
YDR251W	3.5	3.5
YDR252W	3.5	3.5
YDR253C	3.5	3.5
YDR254W	3.5	3.5
YDR255C	3.5	3.5
YDR256C	3.5	3.5
YDR257C	3.5	3.5
YDR258C	3.5	3.5
YDR259C	3.5	3.5
YDR260C	3.5	3.5
YDR261C	3.5	3.5
YDR262W	3.5	3.5
YDR263C	3.5	3.5
YDR264C	3.5	3.5
YDR265W	3.5	3.5
YDR266C	3.5	3.5
YDR268W	3.5	3.5
YDR270W	3.5	3.5
YDR272W	3.5	3.5
YDR273W	3.5	3.5
YDR274C	3.5	3.5
YDR275W	3.5	3.5
YDR276C	3.5	3.5
YDR277C	3.5	3.5
YDR278C	3.5	3.5
YDR279W	3.5	3.5
YDR281C	3.5	3.5
YDR282C	3.5	3.5
YDR283C	3.5	3.5
YDR284C	3.5	3.5
YDR285W	3.5	3.5
YDR286C	3.5	3.5
YDR287W	3.5	3.5
YDR289C	3.5	3.5
YDR291W	3.5	3.5
YDR293C	3.5	3.5
YDR294C	3.5	3.5
YDR295C	3.5	3.5
YDR296W	3.5	3.5
YDR297W	3.5	3.5
YDR298C	3.5	3.5
YDR300C	0.0	3.5
YDR304C	3.5	3.5
YDR305C	3.5	3.5
YDR306C	3.5	3.5
YDR307W	3.5	3.5
YDR309C	3.5	3.5
YDR310C	3.5	3.5
YDR312W	3.5	3.5
YDR313C	3.5	3.5
YDR314C	3.5	3.5
YDR315C	3.5	3.5
YDR316W	3.5	3.5
YDR317W	3.5	3.5
YDR318W	3.5	3.5
YDR319C	3.5	3.5
YDR320C	3.5	3.5
YDR321W	3.5	3.5
YDR322W	3.5	6.0
YDR323C	3.5	3.5
YDR329C	3.5	3.5
YDR330W	3.5	3.5
YDR332W	3.5	3.5
YDR333C	3.5	3.5
YDR334W	3.5	3.5
YDR335W	3.5	3.5
YDR336W	3.5	3.5
YDR337W	3.5	3.5
YIL001W	3.5	3.5
YIL002C	3.5	3.5
YIL005W	3.5	3.5
YIL011W	3.5	3.5
YIL012W	3.5	3.5
YIL013C	3.5	3.5
YIL014W	3.5	3.5
YIL015W	3.5	3.5
YIL016W	3.5	3.5
YIL017C	3.5	3.5
YIL020C	3.5	3.5
YIL023C	3.5	3.5
YIL024C	3.5	3.5
YIL025C	3.5	3.5
YIL027C	3.5	3.5
YIL028W	3.5	3.5
YIL029C	3.5	3.5
YIL032C	3.5	3.5
YIL034C	3.5	3.5
YIL035C	3.5	3.5
YIL036W	3.5	3.5
YIL037C	3.5	3.5
YIL039W	3.5	5.0
YIL040W	3.5	5.0
YIL041W	3.5	5.0
YIL043C	3.5	3.5
YIL044C	3.5	3.5
YIL045W	3.5	3.5
YIL049W	3.5	3.5
YIL050W	3.5	3.5
YIL053W	3.5	3.5
YIL057C	3.5	3.5
YIL064W	3.5	3.5
YIL065C	3.5	3.5
YIL072W	3.5	5.0
YIL073C	3.5	3.5
YIL076W	1.0	3.5
YIL077C	3.5	3.5
YIL079C	3.5	3.5
YIL084C	3.5	3.5
YIL086C	3.5	3.5
YIL087C	3.5	3.5
YIL088C	3.5	3.5
YIL090W	3.5	5.0
YIL093C	3.5	3.5
YIL095W	3.5	3.5
YIL096C	1.0	3.5
YIL097W	3.5	3.5
YFL007W	3.5	3.5
YFL011W	3.5	5.0
YFL015C	3.5	5.0
YFL018C	3.5	3.5
YFL020C	3.5	3.5
YFL021W	3.5	3.5
YFL023W	3.5	3.5
YFL025C	3.5	3.5
YFL026W	3.5	3.5
YFL027C	3.5	3.5
YFL028C	3.5	3.5
YFL030W	3.5	3.5
YFL031W	3.5	3.5
YFL032W	3.5	5.0
YFL034W	3.5	5.0
YFL036W	3.5	3.5
YFL040W	3.5	3.5
YFL041W	3.5	3.5
YFL042C	3.5	3.5
YFL044C	3.5	3.5
YFL046W	3.5	3.5
YFL047W	3.5	3.5
YFL048C	3.5	3.5
YFL049W	3.5	3.5
YFL050C	3.5	5.0
YOR379C	3.5	3.5
YFL051C	3.5	3.5
YFL052W	3.5	3.5
YFL053W	3.5	3.5
YFL054C	3.5	3.5
YFL055W	3.5	3.5
YFR001W	3.5	3.5
YFR006W	3.5	3.5
YFR007W	3.5	3.5
YFR008W	3.5	3.5
YFR009W	3.5	3.5
YFR010W	3.5	3.5
YFR012W	3.5	3.5
YFR014C	3.5	3.5
YFR015C	3.5	3.5
YFR016C	3.5	3.5
YFR017C	3.5	3.5
YFR018C	3.5	3.5
YFR020W	3.5	3.5
YFR021W	3.5	3.5
YFR022W	3.5	3.5
YFR023W	3.5	5.0
YFR024C-A	3.5	3.5
YFR026C	3.5	3.5
YFR031C-A	3.5	3.5
YGR256W	3.5	3.5
YGR259C	3.5	3.5
YGR260W	3.5	3.5
YGR261C	3.5	3.5
YGR263C	3.5	3.5
YGR266W	3.5	3.5
YGR268C	3.5	3.5
YGR269W	3.5	3.5
YGR270W	3.5	3.5
YGR275W	3.5	3.5
YGR279C	3.5	3.5
YGR281W	3.5	3.5
YGR282C	3.5	3.5
YGR283C	3.5	3.5
YGR284C	3.5	3.5
YGR285C	3.5	3.5
YGR286C	3.5	3.5
YGR287C	3.5	3.5
YGR288W	3.5	3.5
YGR290W	3.5	3.5
YHR021W-A	3.5	3.5
YHR039C-A	3.5	3.5
YHR079C-A	3.5	3.5
YIL009C-A	3.5	3.5
YIR017C	3.5	3.5
YIR018W	3.5	3.5
YIR019C	3.5	3.5
YIR020C	3.5	3.5
YIR020W-A	3.5	3.5
YIR021W	3.5	3.5
YIR024C	3.5	3.5
YIR025W	3.5	3.5
YIR026C	3.5	3.5
YIR027C	3.5	3.5
YIR028W	3.5	3.5
YIR029W	3.5	3.5
YIR031C	3.5	3.5
YIR033W	3.5	3.5
YIR034C	3.5	3.5
YIR035C	3.5	3.5
YIR036C	3.5	3.5
YIR037W	3.5	3.5
YIR038C	3.5	3.5
YIR039C	3.5	3.5
YIR042C	3.5	3.5
YKL033W-A	3.5	3.5
YKL162C-A	3.5	3.5
YKR035W-A	3.5	3.5
YKR066C	3.5	3.5
YKR067W	3.5	3.5
YKR069W	3.5	3.5
YKR070W	3.5	3.5
YKR072C	3.5	3.5
YKR073C	3.5	3.5
YKR074W	3.5	3.5
YKR075C	3.5	3.5
YKR076W	3.5	3.5
YKR077W	3.5	3.5
YKR078W	3.5	3.5
YKR080W	3.5	3.5
YKR082W	3.5	3.5
YKR084C	3.5	3.5
YMR062C	3.5	3.5
YMR063W	3.5	3.5
YMR064W	3.5	3.5
YMR065W	3.5	3.5
YMR066W	3.5	3.5
YMR067C	3.5	3.5
YMR068W	3.5	3.5
YMR069W	3.5	3.5
YMR070W	3.5	3.5
YMR071C	3.5	3.5
YMR072W	3.5	3.5
YMR073C	3.5	3.5
YMR075C-A	3.5	3.5
YMR075W	3.5	3.5
YMR077C	3.5	3.5
YMR078C	3.5	3.5
YMR080C	3.5	3.5
YMR081C	3.5	3.5
YMR082C	3.5	3.5
YMR083W	3.5	3.5
YMR084W	3.5	3.5
YMR085W	3.5	3.5
YMR086C-A	3.5	3.5
YMR086W	3.5	3.5
YMR087W	3.5	3.5
YMR088C	3.5	3.5
YMR089C	3.5	3.5
YMR090W	3.5	3.5
YMR091C	3.5	3.5
YMR092C	3.5	3.5
YNR070W	3.5	3.5
YNR071C	3.5	3.5
YNR072W	3.5	3.5
YNR073C	3.5	3.5
YNR074C	3.5	3.5
YNR075W	3.5	3.5
YOL013W-A	3.5	3.5
YOL086C	1.0	3.5
YOL087C	3.5	3.5
YOL088C	3.5	3.5
YOL089C	3.5	3.5
YOL090W	3.5	3.5
YOL091W	3.5	3.5
YOL092W	3.5	3.5
YOL093W	3.5	3.5
YOL095C	3.5	3.5
YOL096C	3.5	3.5
YOL098C	3.5	3.5
YOL099C	3.5	3.5
YOL100W	3.5	3.5
YOL101C	3.5	3.5
YOL103W	3.5	3.5
YOL104C	3.5	3.5
YOL105C	3.5	3.5
YOL106W	3.5	3.5
YOL107W	3.5	3.5
YOL108C	3.5	3.5
YOL109W	3.5	3.5
YOL110W	3.5	3.5
YOL111C	3.5	3.5
YOL112W	3.5	3.5
YOL113W	3.5	3.5
YOL114C	3.5	3.5
YOL115W	3.5	3.5
YOL116W	3.5	3.5
YOL117W	3.5	3.5
YOL118C	3.5	3.5
YOL119C	3.5	3.5
YOL121C	3.5	3.5
YOL122C	3.5	3.5
YOL124C	3.5	3.5
YOL126C	3.5	3.5
YOL128C	3.5	3.5
YOL129W	3.5	3.5
YOL131W	3.5	3.5
YOL132W	3.5	3.5
YOL136C	3.5	3.5
YOL137W	3.5	3.5
YOL138C	3.5	3.5
YBR232C	3.5	3.5
YDR424C	3.5	3.5
YEL011W	3.5	3.5
YER064C	3.5	3.5
YER077C	3.5	3.5
YER078C	3.5	3.5
YER088C	3.5	3.5
YER090W	0.0	3.5
YER091C	3.5	3.5
YER092W	3.5	3.5
YER093C-A	3.5	3.5
YER095W	3.5	3.5
YER096W	3.5	3.5
YER097W	3.5	3.5
YER098W	3.5	3.5
YGR134W	3.5	3.5
YGR210C	3.5	3.5
YHL024W	3.5	3.5
YHL025W	1.0	3.5
YHR016C	3.5	3.5
YHR017W	3.5	3.5
YHR032W	3.5	3.5
YHR045W	3.5	3.5
YHR064C	3.5	3.5
YHR140W	3.5	3.5
YHR162W	3.5	3.5
YHR168W	3.5	3.5
YHR181W	3.5	3.5
YHR191C	3.5	3.5
YHR193C	3.5	3.5
YLL030C	3.5	3.5
YLL044W	3.5	3.5
YLL048C	3.5	3.5
YLL049W	3.5	3.5
YLL059C	3.5	3.5
YLR030W	3.5	3.5
YLR031W	3.5	3.5
YLR032W	3.5	3.5
YLR034C	3.5	3.5
YLR035C	3.5	3.5
YLR036C	3.5	3.5
YLR037C	3.5	3.5
YLR038C	3.5	3.5
YLR039C	3.5	3.5
YLR040C	3.5	3.5
YLR041W	3.5	3.5
YLR050C	3.5	3.5
YLR052W	3.5	3.5
YMR142C	1.0	3.5
YMR158W	3.5	3.5
YMR171C	3.5	3.5
YMR181C	3.5	3.5
YMR209C	3.5	3.5
YMR271C	3.5	3.5
YMR279C	3.5	3.5
YMR306W	3.5	3.5
YMR311C	3.5	3.5
YMR312W	3.5	3.5
YMR313C	3.5	3.5
YMR315W	3.5	3.5
YMR316C-A	3.5	3.5
YMR316C-B	3.5	3.5
YMR316W	3.5	3.5
YMR317W	3.5	3.5
YMR318C	3.5	3.5
YMR319C	3.5	3.5
YMR320W	3.5	3.5
YNL250W	3.5	3.5
YNL252C	3.5	3.5
YNL279W	3.5	3.5
YNL300W	3.5	3.5
YNL316C	3.5	3.5
YOL016C	3.5	3.5
YOR096W	3.5	3.5
YOR306C	3.5	3.5
YOR317W	3.5	3.5
YPL132W	3.5	3.5
YPL134C	3.5	3.5
YML124C	3.5	3.5
YML070W	3.5	3.5
YML071C	3.5	3.5
YML074C	3.5	3.5
YML090W	3.5	3.5
YML094W	3.5	3.5
YML095C	3.5	3.5
YML096W	3.5	3.5
YML097C	3.5	6.0
YML099C	3.5	3.5
YML100W	3.5	3.5
YML100W-A	3.5	3.5
YML101C	3.5	3.5
YML101C-A	3.5	3.5
YML102W	3.5	3.5
YML103C	3.5	3.5
YML104C	3.5	3.5
YML106W	3.5	3.5
YML107C	3.5	3.5
YML108W	3.5	3.5
YML109W	3.5	3.5
YML110C	3.5	3.5
YML111W	3.5	3.5
YML112W	3.5	3.5
YML113W	3.5	3.5
YML116W	3.5	3.5
YML117W	3.5	3.5
YML116W-A	3.5	3.5
YML118W	3.5	3.5
YML119W	3.5	3.5
YML120C	3.5	3.5
YML121W	3.5	6.0
YML122C	3.5	3.5
YML123C	3.5	3.5
YML128C	3.5	3.5
YML129C	3.5	3.5
YML131W	3.5	3.5
YMR004W	3.5	3.5
YMR095C	3.5	3.5
YMR096W	3.5	3.5
YMR097C	3.5	3.5
YMR098C	3.5	3.5
YMR099C	3.5	3.5
