ORF	hom | growth (relative abundance in pooled culture) | YPGal, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | YPGal, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Lys, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Trp, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Thr, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | standard | YPD | Giaever G~Johnston M, 2002	hom | cell size | standard | YPAD | Giaever G~Johnston M, 2002	hom | elongated cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | round cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | clumped cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | football cell shape | standard | YPAD | Giaever G~Johnston M, 2002
YDR158W	1.025	-39.089	-1527.165	-474.133	0.738	-1.331	-15.181	-1.864	1.961	-124.259	-4.379	-0.747	-7.947	-13.011	-12.436	-106.626	0.000	0.000	0.000	0.000	0.000	0.000
YDR159W	-0.216	-0.529	-8.446	-0.398	-0.869	1.378	-3.597	-7.447	-8.780	-8.298	-1.065	-0.221	0.836	-0.357	0.856	-0.686	-3.900	0.000	2.000	0.000	0.000	0.000
YDR161W	0.853	2.156	2.412	6.674	-1.237	0.355	-1.199	1.630	1.007	1.107	-1.963	-2.295	1.687	-1.787	0.883	-2.590	-9.100	-2.000	0.000	0.000	0.000	0.000
YDR162C	-37.548	13.485	-30.826	19.981	-39.408	-24.821	2.271	-55.737	0.392	-0.168	-22.062	-53.817	-22.605	-26.248	-25.091	-33.538	0.000	0.000	0.000	0.000	0.000	0.000
YDR163W	-2.156	-10.555	-0.699	10.047	-33.578	1.438	-1.738	-10.639	-9.160	-4.502	1.223	-7.672	-8.184	-11.937	-12.808	-20.090	0.000	0.000	0.000	0.000	0.000	0.000
YDR165W	-0.134	0.377	2.075	-1.046	-14.213	1.079	-0.906	3.254	4.583	1.296	-1.602	-4.870	7.235	-1.713	-3.262	16.672	0.000	0.000	0.000	0.000	0.000	0.000
YDR169C	0.501	2.131	1.119	-64.831	-7.882	2.139	2.617	1.629	-0.454	0.172	-45.273	1.538	-0.372	-1.855	-0.983	-5.253	0.000	0.000	0.000	0.000	0.000	0.000
YDR171W	-0.102	-6.678	-0.176	-23.892	0.016	-0.796	-3.600	0.449	-0.959	-6.080	-12.104	-1.521	-1.099	1.224	0.411	-1.462	0.000	0.000	0.000	0.000	0.000	0.000
YDR173C	-0.079	2.250	7.605	11.546	-0.787	0.191	3.973	-0.126	1.151	6.245	-0.842	-0.238	-1.324	-1.491	-0.857	-1.009	-6.000	0.000	0.000	0.000	0.000	3.000
YDR174W	-0.261	1.569	1.744	3.228	1.756	3.014	0.209	-0.106	-0.097	-0.852	-1.481	0.999	1.792	1.354	0.590	-0.394	-11.400	0.000	0.000	0.000	0.000	2.000
YDR175C	1.184	1.335	2.497	35.263	10.163	-3.157	87.660	5.707	9.511	9.409	0.703	47.965	22.222	28.379	33.247	34.256	-5.300	-2.000	0.000	0.000	0.000	0.000
YDR176W	1.324	1.315	-1.190	25.793	-2.415	-2.198	-1.739	-17.624	8.263	-3.813	-0.552	1.325	-1.205	-0.289	0.226	1.725	0.000	0.000	2.000	2.000	0.000	0.000
YDR178W	-2.119	1.933	0.035	-0.798	-0.083	1.297	1.898	-2.791	-1.892	2.434	1.076	-1.774	-10.739	-10.262	-12.994	-4.447	0.000	0.000	0.000	0.000	0.000	0.000
YDR179C	-8.625	-0.121	0.430	-5.213	-1.295	0.102	-2.712	-3.137	-2.263	1.333	0.797	3.076	-0.795	3.229	2.749	0.388	0.000	0.000	0.000	0.000	0.000	0.000
YDR179W-A	1.394	-8.813	0.857	-28.624	-29.458	-0.162	0.035	2.764	2.372	-1.495	-2.723	-0.205	-0.538	0.637	-0.273	1.227	0.000	0.000	0.000	0.000	0.000	0.000
YDR181C	-1.284	3.667	2.642	-1.057	-4.705	-1.118	1.132	1.711	0.036	-1.323	0.752	1.417	1.457	1.389	1.209	1.124	0.000	0.000	0.000	0.000	0.000	0.000
YDR183W	-0.163	7.367	0.422	-99.630	-21.208	0.695	-0.319	0.511	0.706	-0.810	3.612	-0.896	-1.198	-0.785	-0.941	-1.044	0.000	0.000	0.000	0.000	0.000	0.000
YDR184C	8.889	0.724	-0.369	8.994	3.646	-0.980	0.017	0.347	-0.373	0.475	-2.587	0.496	-1.096	1.841	-0.025	-4.368	0.000	0.000	0.000	0.000	0.000	0.000
YDR185C	1.971	2.992	-1.519	-37.807	-11.159	2.179	-0.451	1.216	-1.141	2.075	1.142	-2.356	-0.720	-0.347	-1.898	-2.372	0.000	0.000	0.000	0.000	0.000	0.000
YDR186C	1.613	0.040	-1.199	-14.107	-7.227	1.158	1.349	1.215	0.695	1.934	-4.621	-2.092	-1.441	-1.820	-3.550	-5.043	0.000	0.000	0.000	0.000	0.000	0.000
YDR191W	1.413	-0.546	-1.172	-14.276	-5.989	2.253	-1.433	1.603	-0.380	2.603	-3.787	-1.524	-0.461	-0.106	0.180	-2.348	0.000	0.000	0.000	0.000	0.000	0.000
YDR192C	1.603	3.993	-1.028	-10.465	-6.334	2.390	-1.277	-1.819	-2.652	-0.367	-0.133	-2.682	-1.315	-1.231	-2.016	-2.978	0.000	0.000	0.000	0.000	0.000	0.000
YDR193W	1.566	9.346	-0.665	-17.074	-5.133	2.584	1.791	1.836	-1.054	1.876	-2.929	-2.511	-2.329	-1.995	-2.173	1.387	0.000	0.000	0.000	0.000	0.000	0.000
YDR194C	-0.042	1.388	1.246	1.028	0.330	1.859	7.401	1.875	1.966	0.232	-0.021	2.303	1.471	1.194	1.763	-2.041	-5.200	0.000	0.000	0.000	0.000	0.000
YDR195W	0.220	1.555	-0.617	31.682	8.354	-3.781	2.662	-5.078	-3.791	-1.627	-0.227	2.022	-1.346	-4.839	-5.806	-1.922	-6.600	0.000	0.000	0.000	0.000	3.000
YDR197W	-19.217	-1.903	-6.458	-0.539	2.072	-2.525	-1.861	1.696	1.568	-5.750	-0.403	1.021	0.116	-1.081	0.057	-0.358	-3.400	0.000	0.000	0.000	0.000	0.000
YDR198C	-2.338	2.643	0.120	-15.707	0.406	-0.262	-0.128	0.599	0.085	-1.174	-1.626	1.361	-0.038	-0.696	-1.105	-1.926	0.000	0.000	0.000	0.000	0.000	0.000
YDR199W	-0.549	7.405	1.679	2.633	-9.865	-1.341	1.415	-16.960	-1.480	-1.241	1.110	-12.121	-4.265	-2.560	-10.752	-13.050	0.000	0.000	0.000	0.000	0.000	0.000
YDR200C	-0.253	0.207	2.062	17.328	0.310	-2.367	1.135	-11.557	-0.084	0.325	-2.171	-6.563	-2.554	0.694	0.594	-1.818	0.000	0.000	3.000	0.000	0.000	3.000
YDR202C	-20.002	-23.084	0.778	2.751	-31.843	0.719	-30.840	-11.850	1.993	-8.000	-38.935	-33.367	-5.330	-2.990	-3.665	-6.592	0.000	0.000	0.000	0.000	0.000	0.000
YDR203W	-28.875	1.319	1.421	0.601	-44.751	-0.647	1.327	-12.409	1.985	-0.496	-24.307	-15.788	-2.257	1.202	0.367	-2.464	0.000	0.000	0.000	0.000	0.000	0.000
YDR204W	-2.470	2.384	0.406	1.311	-0.023	-1.613	3.660	-1.351	2.084	0.614	0.638	-5.954	-4.591	-7.785	-6.468	-7.145	-4.000	0.000	0.000	0.000	0.000	0.000
YDR205W	-1.352	-3.749	-16.561	-30.270	-26.086	1.845	-5.584	-13.528	-11.436	-9.732	-2.964	-0.315	-0.332	0.686	1.271	-0.275	0.000	0.000	0.000	0.000	0.000	0.000
YDR206W	1.179	6.511	3.147	-5.256	-4.226	-1.094	1.984	2.317	2.512	1.237	-0.817	-4.745	-4.836	-2.366	-5.945	-9.946	0.000	0.000	0.000	0.000	0.000	0.000
YDR207C	-0.233	1.337	0.986	-0.451	0.058	-1.440	-0.395	-4.102	-2.862	0.679	1.320	-0.223	-0.098	1.402	0.375	2.353	-3.100	0.000	0.000	0.000	0.000	0.000
YDR209C	0.795	-5.875	-4.140	-7.479	-0.685	1.605	-1.929	0.144	-1.111	-1.151	-3.168	0.010	2.042	2.061	2.118	0.806	0.000	0.000	0.000	0.000	0.000	0.000
YDR210W	1.914	-2.811	-1.485	39.845	8.227	2.371	-2.343	2.359	4.037	2.008	1.481	-0.229	3.696	2.445	2.952	-0.161	0.000	0.000	0.000	0.000	0.000	0.000
YDR213W	0.425	-55.767	-2.374	-73.002	-6.218	-1.950	-48.032	-1.009	-0.922	-46.750	2.993	1.578	-2.165	-0.108	0.619	-8.922	0.000	0.000	0.000	0.000	0.000	0.000
YDR214W	-1.654	0.122	1.293	-13.097	-3.760	1.365	-0.943	0.195	-0.082	-0.380	1.516	-1.092	-0.964	2.271	-0.428	-0.640	0.000	0.000	0.000	0.000	0.000	0.000
YDR215C	-0.695	-56.224	-1.016	-66.374	-6.224	-1.788	-27.860	0.629	-0.827	-29.089	-5.401	2.747	5.027	2.515	3.154	9.954	0.000	0.000	0.000	0.000	0.000	0.000
YDR216W	-0.829	-3.209	-0.368	-14.832	-3.160	0.004	-1.298	-0.677	1.521	-0.638	0.356	0.319	0.095	-0.728	-0.032	-1.755	0.000	0.000	0.000	0.000	0.000	0.000
YDR217C	0.716	-0.163	-0.734	-17.145	-1.241	0.287	-0.319	-0.780	-0.628	-0.451	0.945	-3.411	-1.525	-0.039	-1.587	-2.272	0.000	0.000	0.000	0.000	0.000	0.000
YDR218C	0.236	5.038	-0.055	-36.280	-2.376	0.017	1.988	0.296	-1.266	-0.359	-2.140	-0.543	-1.482	-2.030	-3.945	-12.531	0.000	0.000	0.000	0.000	0.000	0.000
YDR219C	2.673	0.193	1.012	-5.811	0.793	-0.549	2.367	-0.344	-0.752	0.212	-1.973	-0.948	-0.787	-1.641	0.719	-0.074	0.000	0.000	0.000	0.000	0.000	0.000
YDR220C	0.659	-30.844	-8.669	-100.050	-24.418	-0.427	-6.394	-14.798	-16.485	-27.453	-1.844	-1.225	0.066	0.364	-0.873	-1.095	0.000	0.000	0.000	0.000	0.000	0.000
YDR221W	1.080	-6.181	-10.916	-26.406	-39.244	-0.202	-0.624	-1.874	-4.061	-4.203	-10.816	-0.588	1.369	0.112	0.371	-0.277	0.000	0.000	0.000	0.000	0.000	0.000
YDR222W	0.067	-5.155	2.368	-20.995	-3.707	1.751	-0.537	0.891	-0.398	0.677	2.215	-1.686	1.327	0.266	0.746	1.597	0.000	0.000	0.000	0.000	0.000	0.000
YDR223W	1.122	-2.065	-5.150	-26.233	-2.493	-0.363	-3.527	1.764	1.838	-0.129	-3.641	2.278	0.151	0.842	-0.116	-1.090	0.000	0.000	0.000	0.000	0.000	0.000
YDR225W	-4.264	-2.554	-0.715	0.379	-25.404	-2.106	-2.464	-6.455	1.720	-0.130	1.401	-0.103	0.186	-1.984	1.848	0.784	0.000	0.000	0.000	0.000	0.000	0.000
YDR226W	-2.481	0.899	-3.316	35.512	5.471	1.889	1.785	6.286	7.485	4.031	2.163	3.746	4.431	2.994	2.811	-1.061	-9.700	0.000	0.000	2.000	0.000	0.000
YDR229W	0.050	2.739	0.768	-10.176	-8.169	-0.068	2.230	0.882	0.986	2.261	-2.487	-1.201	-1.459	-0.769	1.276	-0.233	0.000	0.000	0.000	0.000	0.000	0.000
YDR230W	-10.066	-6.442	-3.405	0.367	1.231	-1.186	-1.684	-1.622	-1.638	-13.179	2.139	-1.481	-1.208	-2.545	-0.763	-5.164	0.000	0.000	0.000	0.000	0.000	0.000
YDR231C	-5.163	-2.751	-1.391	0.020	0.937	-1.677	-4.826	1.937	0.819	-3.966	0.489	0.820	-0.257	-0.912	-0.252	0.589	-3.600	-2.000	0.000	0.000	0.000	0.000
YDR233C	1.153	-2.329	-1.027	-11.291	-1.492	1.653	-6.975	1.872	-105.182	2.316	1.931	-2.998	-1.950	-1.137	-4.867	-1.045	0.000	0.000	0.000	0.000	0.000	0.000
YDR234W	1.161	-4.079	-151.713	-6.766	-4.151	0.143	-6.863	-1.434	-8.287	-31.557	-0.156	1.460	-1.968	-22.335	0.977	0.334	0.000	0.000	0.000	0.000	0.000	2.000
YDR237W	0.749	4.715	0.278	18.920	14.197	1.111	-5.487	0.469	0.673	-1.178	-1.565	0.883	-5.874	-11.932	-3.687	-4.740	0.000	-3.000	0.000	0.000	0.000	0.000
YDR239C	0.802	-2.033	-0.798	-27.929	-4.527	-0.557	-4.172	1.728	1.256	0.568	2.035	-0.178	1.098	-1.268	-1.723	0.052	0.000	0.000	0.000	0.000	0.000	0.000
YDR241W	0.744	1.710	-0.894	25.327	57.180	-1.443	8.800	2.410	3.308	8.050	-1.287	-1.706	2.201	1.193	0.372	-0.638	-6.500	-2.000	0.000	0.000	0.000	0.000
YDR242W	-1.119	2.558	3.230	-54.119	-2.911	-1.655	-1.534	-1.258	-4.547	0.661	-9.306	2.908	-5.123	5.840	4.635	-0.129	0.000	0.000	0.000	0.000	0.000	0.000
YDR244W	-0.297	0.526	-2.153	4.453	-1.197	0.504	0.492	-0.564	-0.315	1.704	-2.672	-1.780	2.342	2.497	2.262	1.675	0.000	0.000	0.000	0.000	0.000	0.000
YDR245W	0.512	0.934	-3.504	59.864	9.550	0.991	-2.970	4.237	0.226	1.863	3.382	-1.155	4.469	3.256	5.539	1.894	-14.700	3.000	0.000	4.000	0.000	0.000
YDR247W	-3.072	-21.516	-2.363	-38.537	-26.791	1.082	-15.640	-0.571	-1.932	-5.205	3.441	0.055	-0.387	-2.088	-1.416	-5.443	0.000	0.000	0.000	0.000	0.000	0.000
YDR248C	-0.818	-1.694	1.810	-8.635	0.365	-0.012	-2.057	2.054	0.397	0.150	1.351	-0.945	0.271	1.088	-0.281	-0.103	0.000	0.000	0.000	0.000	0.000	0.000
YDR249C	-1.080	-6.743	-4.537	-28.547	-10.225	1.607	-10.345	-8.769	-10.595	-4.834	-4.070	-3.412	-4.136	-6.205	-5.460	-5.601	0.000	0.000	0.000	0.000	0.000	0.000
YDR250C	-0.420	-12.607	0.219	-20.734	-2.010	-0.668	-16.226	-0.589	-2.093	-3.977	0.762	-2.204	-4.764	-4.925	-6.689	-8.069	0.000	0.000	0.000	0.000	0.000	0.000
YDR251W	-1.479	-11.133	-3.918	-25.064	-0.521	-1.038	-7.639	-2.188	-1.427	-3.713	-2.383	0.300	1.537	4.193	2.944	1.772	0.000	0.000	0.000	0.000	0.000	0.000
YDR252W	-1.355	-28.648	1.328	-7.104	-6.823	-0.145	-38.594	1.297	-0.150	-20.396	2.361	-3.959	-8.396	-8.281	-9.061	-8.679	0.000	0.000	0.000	0.000	0.000	0.000
YDR253C	-1.943	-9.378	-5.677	-11.048	-189.772	-2.187	-10.091	-16.266	0.702	-4.069	-14.573	-18.179	-2.798	-4.998	-8.685	-11.985	0.000	3.000	0.000	0.000	0.000	0.000
YDR254W	1.154	-0.673	-0.713	-0.884	-24.735	-3.521	1.678	-11.862	-1.659	-0.141	-0.658	-4.756	-9.770	-20.073	-23.355	-12.413	0.000	0.000	0.000	0.000	0.000	0.000
YDR255C	0.082	6.052	-2.451	-7.593	-45.648	-2.257	41.610	-17.764	0.539	-7.756	-0.763	66.681	76.592	92.043	82.668	99.248	0.000	0.000	0.000	0.000	0.000	0.000
YDR256C	-0.186	-36.277	-11.206	-17.218	-16.422	-2.567	-6.973	-0.325	1.002	-8.995	-1.382	-0.714	-0.063	-2.768	-2.868	-3.938	0.000	0.000	0.000	0.000	0.000	0.000
YDR257C	1.649	-6.828	1.742	-16.949	-1.436	0.474	-9.848	-1.090	-2.430	-4.123	-0.217	-0.562	-1.201	-3.003	-1.870	-3.445	0.000	0.000	0.000	0.000	0.000	0.000
YDR258C	1.546	-11.680	0.573	-11.042	-4.474	0.806	-16.464	-6.664	-4.417	-15.001	2.404	2.776	-8.230	-7.642	-8.177	-7.371	0.000	0.000	0.000	0.000	0.000	0.000
YDR259C	1.898	1.626	-2.190	-49.063	-3.252	0.762	0.146	0.483	-1.111	-1.385	-2.947	-2.551	2.024	1.789	1.898	0.440	0.000	0.000	0.000	0.000	0.000	0.000
YDR260C	0.068	-4.652	-0.877	-5.799	-35.155	-2.376	-3.414	0.347	1.682	-0.068	0.277	-0.496	-2.710	-6.752	-6.956	-6.588	0.000	0.000	0.000	0.000	0.000	0.000
YDR261C	-2.057	5.626	1.262	-16.807	-11.715	-0.325	-0.146	-7.575	-5.169	-1.263	3.132	-1.502	-4.896	-10.174	-9.749	-13.129	0.000	0.000	0.000	0.000	0.000	0.000
YDR262W	-1.982	-15.176	1.883	-21.067	-7.996	-0.889	-7.660	0.364	0.281	-3.249	-0.090	-1.873	-3.867	-3.282	-5.748	-4.942	0.000	0.000	0.000	0.000	0.000	0.000
YDR263C	-1.012	-2.901	-1.548	-19.744	-19.513	1.946	-3.003	0.606	0.431	1.371	-1.492	0.479	-3.352	-4.174	-4.101	-8.174	0.000	0.000	0.000	0.000	0.000	0.000
YDR264C	2.018	1.922	2.434	4.192	-1.854	1.546	1.031	0.840	0.667	-0.054	-2.047	1.119	0.951	0.711	0.266	0.216	-11.500	0.000	4.000	0.000	0.000	0.000
YDR265W	1.158	-4.402	-1.422	-24.273	-33.795	-0.064	-11.037	0.303	1.264	-3.475	-0.272	-1.049	-0.304	-1.044	0.113	-0.096	0.000	0.000	0.000	0.000	0.000	0.000
YDR266C	-0.582	-14.967	2.207	-50.047	6.164	0.783	-7.306	-1.655	-3.434	-0.435	-27.188	-2.076	-10.367	-6.805	-6.989	-8.278	0.000	0.000	0.000	0.000	0.000	0.000
YDR268W	1.783	-1.659	2.656	17.785	41.622	-1.819	8.988	11.869	0.151	-0.616	-1.505	-1.662	1.295	0.217	2.099	-2.624	-4.300	0.000	0.000	0.000	0.000	0.000
YDR269C	-484.551	-34.015	-744.032	-7.126	-83.686	-9.891	-19.709	0.012	0.853	-15.902	-149.846	-0.019	-0.530	-1.359	0.637	-0.195	0.000	0.000	0.000	0.000	0.000	0.000
YDR270W	-98.634	0.272	-112.513	42.233	-39.384	-10.297	-4.166	-25.586	-17.029	-18.115	-3.125	-5.251	-6.294	-9.690	-9.556	-8.420	0.000	0.000	0.000	0.000	0.000	0.000
YDR271C	-47.705	8.320	-70.041	10.529	-33.230	-7.094	-9.344	-1.644	1.921	-17.147	-2.787	0.293	1.183	0.394	1.562	1.659	0.000	0.000	0.000	0.000	0.000	0.000
YDR272W	-1.354	-7.716	-0.468	-19.018	-5.810	-0.013	-6.296	-0.790	3.907	-2.675	-11.333	0.392	-6.882	-11.646	-10.772	-19.403	0.000	0.000	0.000	0.000	0.000	0.000
YDR273W	-2.279	3.293	1.471	-32.317	-5.144	-0.664	1.166	0.137	-2.489	-0.544	-18.204	1.260	-2.039	-1.583	-1.830	-3.576	0.000	0.000	0.000	0.000	0.000	0.000
YDR274C	0.827	-7.110	-2.961	-36.470	-21.949	2.314	60.209	-8.892	-9.880	-5.936	1.350	157.336	191.861	184.152	184.297	191.020	0.000	0.000	0.000	0.000	0.000	0.000
YDR275W	1.126	-2.001	2.557	-1.706	-1.047	1.219	-5.572	-2.084	-4.971	-2.292	-0.067	0.544	0.073	-2.042	-1.840	-2.029	0.000	0.000	0.000	0.000	0.000	0.000
YDR276C	-7.287	-2.953	-10.207	-67.894	-57.023	-2.512	1.617	-5.194	-31.828	-2.406	1.380	-6.740	-9.671	-7.138	-6.139	-16.166	-3.400	0.000	0.000	3.000	0.000	0.000
YDR277C	3.199	4.368	-10.465	-25.435	-2.546	1.704	-5.248	-7.877	-8.340	-7.208	1.501	1.405	-6.626	-6.757	-7.250	-9.826	0.000	0.000	0.000	0.000	0.000	0.000
YDR278C	-0.364	-9.492	-2.830	-17.286	-5.732	0.294	-21.237	-2.677	-4.009	-11.963	0.169	1.662	-2.920	-2.941	-5.897	-1.754	0.000	0.000	0.000	0.000	0.000	0.000
YDR279W	1.823	4.494	-9.707	-32.499	-32.924	0.445	1.587	-7.262	-4.711	-1.316	0.299	-2.060	-6.601	-5.241	-9.278	-8.755	0.000	0.000	0.000	0.000	0.000	0.000
YDR281C	1.046	-7.054	-73.266	3.622	35.897	0.628	-2.495	-1.951	0.574	-27.264	3.899	2.360	2.954	-0.047	-2.125	-1.763	0.000	0.000	0.000	0.000	0.000	0.000
YDR282C	-0.720	-8.490	-0.203	-16.569	-5.743	1.097	-8.062	1.229	0.779	-6.331	1.121	-1.299	-2.453	-3.529	-3.428	-6.383	0.000	0.000	0.000	0.000	0.000	0.000
YDR283C	2.760	-13.158	-96.998	7.591	-34.342	8.870	-19.473	-38.712	-31.084	-52.095	-0.989	-2.952	0.225	-0.682	-123.546	1.233	0.000	0.000	0.000	0.000	0.000	0.000
YDR284C	-0.553	6.543	2.421	-19.531	-9.750	1.456	-0.041	-4.388	-5.661	0.360	0.193	-0.111	-0.796	-1.554	-0.117	0.736	0.000	0.000	0.000	0.000	0.000	0.000
YDR285W	-0.035	-12.526	0.786	-5.639	0.554	1.132	-20.154	-1.148	1.177	-17.235	1.572	0.032	0.095	0.895	-0.495	0.219	0.000	0.000	0.000	0.000	0.000	0.000
YDR286C	-0.442	-1.192	-0.882	-25.164	-3.824	-3.011	-2.780	-0.672	-2.602	-2.969	0.568	-9.938	-3.952	-16.505	-17.011	-14.752	0.000	0.000	0.000	0.000	0.000	0.000
YDR287W	-2.410	5.112	3.293	-6.354	2.582	-0.030	2.150	-1.935	-3.848	-0.675	-0.030	0.769	-11.909	-8.329	-9.743	-9.607	0.000	0.000	0.000	0.000	0.000	0.000
YDR289C	-59.516	-4.145	-29.861	-150.062	-145.415	-5.995	0.506	-17.316	-3.177	0.329	-0.741	1.431	-4.060	-6.844	-22.122	-1.487	0.000	0.000	0.000	0.000	0.000	0.000
YDR290W	-245.759	-7.461	-96.166	-100.647	-664.441	-28.941	-2.800	-56.198	-3.109	-0.822	-2.038	-3.002	-4.547	-16.094	-58.892	0.794	0.000	0.000	0.000	2.000	0.000	0.000
YDR291W	0.238	-12.102	-2.761	-3.851	-0.400	1.269	-5.682	1.688	1.101	-2.388	0.340	-0.551	-9.443	-7.893	-9.235	-10.620	0.000	0.000	0.000	0.000	0.000	0.000
YDR293C	-0.981	3.410	-2.659	15.578	-0.507	0.247	0.468	1.274	0.322	-1.817	1.264	-1.161	1.496	0.125	1.354	1.554	-6.300	0.000	0.000	2.000	0.000	0.000
YDR294C	-1.265	2.054	-11.171	-17.997	-3.778	0.315	1.981	0.856	-0.950	-0.314	-1.421	3.669	-9.020	-7.525	-9.861	-7.862	0.000	0.000	0.000	0.000	0.000	0.000
YDR295C	-0.955	-11.226	-11.303	-24.336	-4.845	0.296	-11.171	2.559	-0.320	-3.351	10.921	-0.302	-4.318	-5.371	-5.197	-4.905	0.000	0.000	0.000	0.000	0.000	0.000
YDR296W	0.723	1.671	3.957	29.602	3.353	1.182	0.711	2.305	0.573	0.818	-0.535	2.274	0.918	0.712	0.832	1.261	-5.700	-3.000	0.000	0.000	0.000	0.000
YDR297W	-1.133	5.105	-40.291	-6.973	-162.218	-2.446	1.247	-12.100	-1.428	-3.569	-44.971	-6.217	-4.774	-5.176	-13.609	0.033	0.000	0.000	0.000	0.000	0.000	0.000
YDR298C	0.149	-2.919	0.047	24.926	2.090	-0.391	-0.738	0.270	1.762	0.358	1.086	-1.546	0.530	-0.943	0.597	-1.503	-7.700	-3.000	0.000	0.000	0.000	0.000
YDR300C	-1.744	-2.997	-0.041	31.811	1.968	-1.166	9.052	-0.327	8.214	0.870	0.477	-2.199	-0.155	0.534	-0.791	-0.556	-12.600	3.000	0.000	0.000	0.000	3.000
YDR304C	-1.329	-0.265	1.689	-6.791	-2.353	-0.219	-2.362	-0.694	0.111	0.693	0.130	0.586	1.167	0.814	-0.193	-0.017	0.000	0.000	0.000	0.000	0.000	0.000
YDR305C	0.366	-7.051	0.119	-31.616	-7.976	0.790	-5.599	-0.624	-0.092	-1.194	2.875	-2.103	-0.238	1.940	1.651	1.469	0.000	0.000	0.000	0.000	0.000	0.000
YDR306C	-1.843	0.952	1.116	-19.364	-11.610	2.020	-18.701	-6.857	-2.833	-2.851	-0.348	-29.029	-33.743	-40.293	-48.347	-54.031	0.000	0.000	0.000	0.000	0.000	0.000
YDR307W	3.263	-10.857	3.385	-4.173	0.961	-1.098	-13.836	1.918	1.427	-2.240	0.444	1.025	1.299	0.931	-1.024	-0.397	0.000	0.000	0.000	0.000	0.000	0.000
YDR309C	0.907	-16.705	1.536	-4.095	-5.192	0.251	-11.304	1.984	-2.311	-3.537	0.849	0.191	-3.487	-4.775	-4.064	-2.734	0.000	0.000	0.000	0.000	0.000	0.000
YDR310C	1.742	-2.615	-1.978	-24.406	5.885	-0.591	-0.597	2.659	-1.559	1.004	-1.717	-8.281	-1.083	-3.623	-2.827	-13.348	0.000	0.000	0.000	3.000	0.000	0.000
YDR312W	-2.092	6.701	-1.002	-66.148	-39.312	-1.822	-5.845	-6.509	-5.010	-2.805	1.671	1.844	1.471	0.970	0.128	-3.105	0.000	0.000	0.000	0.000	0.000	0.000
YDR313C	1.165	-1.693	1.956	-24.215	-9.413	-0.079	-7.490	-0.977	-0.050	-1.325	3.223	0.600	-0.103	-0.812	-2.204	-3.203	0.000	0.000	0.000	0.000	0.000	0.000
YDR314C	-1.083	-9.859	-12.127	-66.870	0.440	-2.476	-46.071	-18.940	-35.721	-36.107	1.730	-48.609	-41.514	-57.035	-53.045	-56.430	0.000	0.000	0.000	0.000	0.000	0.000
YDR315C	15.696	-5.544	-0.738	13.385	8.285	-0.758	-1.903	2.911	4.492	-0.146	-0.706	-0.844	1.708	-0.433	-2.823	3.788	0.000	0.000	0.000	0.000	0.000	0.000
YDR316W	-2.732	-9.289	-1.119	-0.242	-5.380	-7.789	-13.189	0.939	1.624	-9.478	-0.446	2.365	5.318	4.881	-0.826	-4.118	0.000	0.000	0.000	0.000	0.000	0.000
YDR317W	-6.659	1.440	-0.611	-29.895	-7.094	-5.217	1.430	-5.010	-5.374	-0.797	-0.993	2.232	0.327	0.579	-0.200	-0.420	0.000	0.000	0.000	0.000	0.000	0.000
YDR318W	-2.781	-4.299	0.214	17.979	-8.513	0.369	2.066	-4.963	-4.778	-0.610	-0.664	-2.186	-0.829	1.531	0.968	0.175	0.000	2.000	2.000	0.000	0.000	0.000
