orf	hap a | growth (colony size) | camptothecin [15 ug/ml]	hap a | growth (colony size) | hydroxyurea [100 mM]	hap a | growth (colony size) | benomyl [15 ug/ml]	hap a | growth (colony size) | caffeine [0.15 %]	hap a | growth (colony size) | cycloheximide [0.1 ug/ml]	hap a | growth (colony size) | cyclosporin A [100 ug/ml]	hap a | growth (colony size) | tacrolimus (anhydrous) [2 ug/ml]	hap a | growth (colony size) | fluconazole [15 ug/ml]	hap a | growth (colony size) | sirolimus [0.015 ug/ml]	hap a | growth (colony size) | sulfometuron methyl [3 ug/ml]	hap a | growth (colony size) | tunicamycin [5 ug/ml]	hap a | growth (colony size) | wortmannin [1.3 ug/ml]
YLR337C	-0.0	-2.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-2.0	-1.0	-0.0	-0.0
YLR338W	-0.0	-1.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-1.0	-1.0	-0.0	-0.0
YLR342W	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0
YLR357W	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YLR358C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YLR360W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YLR371W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0
YLR372W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-1.0	-0.0	-0.0
YLR373C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YLR374C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YLR380W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YLR386W	-0.0	-0.0	-2.0	-2.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YLR399C	-2.0	-2.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YLR403W	-2.0	-2.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YLR417W	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-3.0	-2.0	-0.0	-1.0	-0.0
YLR418C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YLR425W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YLR426W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YLR434C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YLR447C	-0.0	-2.0	-0.0	-0.0	-0.0	-3.0	-3.0	-0.0	-0.0	-1.0	-2.0	-0.0
YML001W	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YML008C	-2.0	-1.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-1.0	-2.0	-0.0	-3.0
YML012C-A	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YML016C	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YML022W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YML024W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YML032C	-3.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YML058W	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YML062C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YML088W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0
YML094C-A	-0.0	-0.0	-3.0	-1.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-3.0
YML094W	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0
YML097C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YML103C	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YML106W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YML117W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YML121W	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-2.0
YML124C	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR007W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0
YMR014W	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR015C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-1.0	-0.0	-0.0	-0.0
YMR031W-A	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR032W	-2.0	-2.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-3.0	-0.0
YMR038C	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0
YMR042W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR048W	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR060C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0
YMR063W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-1.0	-0.0
YMR073C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0
YMR091C	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR116C	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR123W	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YMR138W	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR142C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0
YMR143W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR145C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-2.0	-0.0	-1.0	-0.0	-2.0
YMR152W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR154C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YMR164C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR166C	-1.0	-1.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YMR167W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR186W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YMR189W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR190C	-2.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR191W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR198W	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR202W	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-1.0	-0.0	-1.0	-3.0
YMR205C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0
YMR224C	-3.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR263W	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0
YMR272C	-1.0	-1.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YMR293C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0
YMR294W	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR304W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YMR307W	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0
YMR322C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL005C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0
YNL015W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YNL021W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YNL032W	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL056W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0
YNL064C	-0.0	-0.0	-1.0	-2.0	-0.0	-0.0	-0.0	-3.0	-2.0	-0.0	-0.0	-3.0
YNL067W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YNL081C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-1.0	-0.0
YNL097C	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL099C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL105W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL106C	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL119W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YNL125C	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL133C	-0.0	-1.5	-1.5	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0
YNL134C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL138W	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL139C	-1.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL153C	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL154C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL159C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL162W	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0
YNL175C	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL197C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YNL199C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL208W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL215W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YNL225C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL229C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-1.0	-0.0	-2.0	-0.0	-1.0
YNL231C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0
YNL235C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0
YNL236W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0
YNL238W	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-2.0	-3.0	-2.0	-1.0	-0.0	-0.0
YNL248C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL250W	-3.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL273W	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL281W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL288W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNL291C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-1.0	-0.0
YNL294C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0
YNL296W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-1.0
YNL298W	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL299W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNL304W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YNL322C	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-1.0	-0.0	-0.0	-0.0	-1.0	-0.0
YNL323W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-2.0	-0.0	-2.0
YNL325C	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNR006W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNR025C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNR049C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YNR051C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YNR052C	-2.0	-2.0	-3.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOL001W	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YOL004W	-0.0	-0.0	-0.0	-1.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0
YOL006C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0
YOL018C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0
YOL050C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-1.0
YOL051W	-2.0	-2.0	-0.0	-0.0	-3.0	-0.0	-0.0	-3.0	-0.0	-2.0	-2.0	-2.0
YOL072W	-0.0	-0.0	-0.0	-1.0	-0.0	-3.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOL076W	-1.0	-2.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YOL086C	-1.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOL093W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YOL148C	-3.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-3.0	-2.0	-3.0
YOR008C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-2.0
YOR026W	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR035C	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-3.0	-2.0	-0.0	-0.0	-3.0
YOR036W	-0.0	-1.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YOR068C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR069W	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR070C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR073W	-0.0	-1.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0
YOR080W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YOR089C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YOR106W	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YOR109W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR124C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR132W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR135C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YOR139C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0
YOR141C	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YOR153W	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-3.0
YOR171C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR184W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0
YOR198C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-2.0	-1.0	-0.0	-0.0
YOR199W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-3.0	-0.0
YOR201C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0
YOR221C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR241W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YOR242C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0
YOR246C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0
YOR270C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-2.0
YOR275C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0
YOR289W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR290C	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-3.0	-2.0	-0.0
YOR292C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR293W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR295W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR297C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR298C-A	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR306C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-2.0	-0.0
YOR309C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0
YOR312C	-0.0	-0.0	-0.0	-1.0	-2.0	-0.0	-0.0	-0.0	-1.0	-1.0	-0.0	-0.0
YOR320C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR321W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR322C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-1.0	-2.0	-0.0	-0.0
YOR323C	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR327C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-2.0	-0.0	-0.0	-0.0
YOR332W	-0.0	-0.0	-0.0	-1.0	-0.0	-2.0	-3.0	-0.0	-2.0	-2.0	-3.0	-2.0
YOR343C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YOR349W	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YOR359W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YOR368W	-2.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL002C	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-1.0	-0.0
YPL008W	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL045W	-0.0	-0.0	-0.0	-3.0	-0.0	-2.0	-2.0	-0.0	-3.0	-0.0	-0.0	-3.0
YPL058C	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL065W	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL069C	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL077C	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL079W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL084W	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL089C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0
YPL120W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YPL144W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0
YPL165C	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YPL170W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0	-0.0	-0.0
YPL172C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0
YPL174C	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-2.0	-0.0	-0.0
YPL180W	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-3.0	-0.0	-0.0	-0.0
YPL188W	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-1.0	-0.0	-0.0	-1.0
YPL189W	-0.0	-0.0	-1.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
