ORF	hap alpha | abundance of calcium | hypotonic shock (sodium 2-(N-morpholino)ethanesulfonate [10 mM], minimal complete-leu [standard]) | Loukin SH~Saimi Y, 2007
YMR003W	0.857
YML066C	0.857
YDR375C	0.857
YKL161C	0.857
YHR115C	0.857
YEL033W	0.857
YBR016W	0.857
YNL202W	0.857
YMR176W	0.857
YDL069C	0.857
YBR084W	0.857
YNL147W	0.857
YCR068W	0.857
YPL168W	0.857
YOR170W	0.857
YNR071C	0.857
YIL029C	0.857
YGR018C	0.996
YGR011W	1.153
YDR433W	0.857
YDL127W	0.857
YKL025C	0.857
YMR312W	0.857
YKR033C	0.857
YBR292C	0.857
YBR092C	0.857
YOR070C	0.857
YLR110C	0.857
YNL087W	0.857
YBR015C	0.857
YCR048W	0.857
YKL157W	0.875
YEL012W	0.875
YBR119W	0.875
YPR008W	0.875
YMR115W	0.875
YHR198C	0.875
YLR227C	0.875
YCR008W	0.875
YBR139W	0.875
YLL025W	0.875
YGR204C-A	0.875
YMR027W	0.875
YKR064W	0.875
YJR154W	0.875
YIL161W	0.875
YHL039W	0.875
YGR071C	0.875
YMR317W	0.875
YNL022C	0.875
YDR058C	0.875
YMR185W	0.875
YBR194W	0.875
YKL053C-A	0.875
YER039C	0.875
YPL027W	0.875
YDR466W	0.875
YPR061C	0.875
YPR017C	0.875
YBR169C	0.875
YFR013W	0.875
YHR008C	0.875
YGR288W	0.875
YLR018C	0.875
YPL141C	0.875
YOR343C	0.875
YOR050C	0.875
YOL160W	0.875
YLR415C	0.875
YLR171W	0.875
YER121W	0.875
YEL023C	0.875
YDR537C	0.875
YDR109C	0.875
YDR018C	0.875
YAL037W	0.875
YNL098C	0.875
YPR184W	0.875
YPL069C	0.875
YML048W	0.875
YDR290W	0.875
YOL122C	0.875
YKL096W-A	0.875
YNL082W	0.875
YBR026C	0.875
YER030W	0.875
YBR090C-A	0.875
YHL031C	0.894
YBR273C	0.894
YBL017C	0.894
YER118C	0.894
YKL015W	0.894
YLR354C	0.894
YJR010C-A	0.894
YKL068W	0.894
YPL050C	0.894
YNL020C	0.894
YNL197C	0.894
YJR026W	0.894
YLR199C	0.894
YIR007W	0.894
YFR017C	0.894
YGL176C	0.894
YHL010C	0.894
YNR059W	0.894
YLR082C	0.894
YPR174C	0.894
YCL045C	0.894
YCL036W	0.894
YLR327C	0.894
YDR511W	0.894
YDR507C	0.894
YLR264W	0.894
YDR471W	0.894
YNL001W	0.894
YMR166C	0.894
YMR318C	0.894
YJL180C	0.894
YMR066W	0.894
YLR023C	0.894
YAR050W	0.894
YPR039W	0.894
YPR012W	0.894
YPL260W	0.894
YPL080C	0.894
YOL024W	0.894
YNL324W	0.894
YJL028W	0.894
YER181C	0.894
YDR445C	0.894
YDR438W	0.894
YDR051C	0.894
YLR254C	0.894
YKR084C	0.894
YCR084C	0.894
YLL057C	0.894
YGR054W	0.894
YDR216W	0.894
YMR032W	0.894
YPR119W	0.894
YDR320C	0.894
YOR184W	0.894
YMR158C-B	0.894
YDR426C	0.894
YOR380W	0.913
YFL021W	0.913
YLR038C	0.913
YHL002W	0.913
YOR171C	0.913
YDR121W	0.913
YLR149C	0.913
YGL235W	1.623
YGR146C	0.913
YLR034C	0.913
YOR189W	0.913
YMR114C	0.913
YNR069C	0.913
YKR044W	0.913
YOR138C	0.913
YLR287C-A	0.913
YBR133C	0.913
YPL246C	0.913
YPR128C	0.913
YJL068C	0.913
YDL022W	0.913
YLR136C	0.913
YGR084C	0.913
YJR103W	0.913
YOL163W	0.913
YNL157W	0.913
YLR460C	0.913
YLR049C	0.913
YKL131W	0.913
YJL163C	0.913
YFL015C	0.913
YDR089W	0.913
YBR132C	0.913
YOR085W	0.913
YKL204W	0.913
YGL218W	10.957
YOR386W	0.913
YLR405W	0.913
YDR255C	0.913
YDL001W	0.913
YKL008C	0.913
YDR099W	0.913
YJL038C	0.913
YHL009C	0.913
YMR304W	0.933
YKL062W	0.933
YGL071W	0.933
YHR013C	0.933
YLR253W	0.933
YCR090C	0.933
YBR238C	0.933
YGR206W	0.933
YIR021W-A	0.933
YGR012W	0.933
YGL198W	0.933
YGL180W	0.933
YDR117C	0.933
YBR022W	0.933
YKL067W	0.933
YKL205W	0.933
YBR171W	0.933
YKR010C	0.933
YNR022C	0.933
YLR139C	0.933
YMR056C	0.933
YOL002C	0.933
YOR175C	0.933
YNL012W	0.933
YFL048C	0.933
YDR169C-A	0.933
YPL264C	0.933
YOR345C	0.933
YMR141C	0.933
YKR032W	0.933
YDR391C	0.933
YDR066C	0.933
YBL060W	0.933
YDL106C	0.933
YJL110C	0.933
YMR058W	0.933
YDR410C	0.933
YNR064C	0.933
YKL118W	0.933
YOR279C	0.933
YPL135W	0.933
YOR177C	0.933
YMR068W	0.933
YDL112W	0.933
YCL060C	0.933
YCL003W	0.933
YMR164C	0.955
YBL066C	0.955
YJR059W	0.955
YEL007W	0.955
YLR064W	0.955
YNR047W	0.955
YKL132C	0.955
YCR075C	0.955
YNL255C	0.955
YCR059C	0.955
YNL085W	0.955
YFR022W	1.201
YIL134W	0.955
YDR443C	0.955
YGR196C	0.955
YGR214W	0.955
YDR408C	0.955
YCL030C	0.955
YHR147C	0.955
YDR462W	0.955
YCR003W	0.955
YKR066C	0.955
YPR028W	0.955
YPL236C	0.955
YMR187C	0.955
YDR134C	0.955
YBR027C	0.955
YBL065W	0.955
YMR138W	0.955
YFL025C	0.955
YOR094W	0.955
YKL066W	0.955
YBR007C	0.955
YGR204W	0.955
YMR170C	0.955
YJL013C	0.955
YPL111W	0.955
YBR115C	0.955
YOR162C	0.977
YPL048W	0.977
YML062C	0.977
YLR020C	0.977
YDL159W	0.977
YHR049W	0.977
YIL122W	0.977
YCR036W	0.977
YLL053C	0.977
YCR015C	0.977
YHR035W	0.977
YFR012W-A	0.977
YGR026W	0.977
YJR052W	0.977
YGL161C	0.977
YPR040W	0.977
YHR158C	0.977
YCL034W	0.977
YOR359W	0.977
YCR082W	0.977
YGR187C	0.977
YLR353W	0.977
YEL063C	0.977
YHR160C	0.977
YAL051W	0.977
YPR030W	0.977
YHR200W	0.977
YKL167C	0.977
YER170W	0.977
YER078C	0.977
YAR035C-A	0.977
YBL008W-A	0.977
YPR013C	0.977
YPL114W	0.977
YOR292C	0.977
YLR444C	0.977
YEL059W	0.977
YFR025C	0.977
YCR022C	0.977
YBR174C	0.977
YML080W	0.977
YGR109C	0.977
YGR256W	0.977
YOR316C	1.000
YGL080W	1.000
YML053C	1.000
YLR001C	1.000
YLL032C	1.000
YAL053W	1.000
YLR356W	1.000
YGR001C	1.000
YMR087W	1.000
YDL049C	1.000
YLL013C	1.000
YLR453C	1.000
YGL179C	1.000
YHR021C	1.000
YDR450W	1.000
YDR533C	1.000
YGR281W	1.000
YFL014W	1.000
YGL153W	1.000
YEL049W	1.000
YNL069C	1.000
YPR166C	1.000
YJL096W	1.000
YDR077W	1.000
YPL110C	1.000
YLR144C	1.000
YPR071W	1.000
YOR296W	1.000
YOL118C	1.038
YNR066C	1.000
YJR128W	1.000
YHR100C	1.000
YDR215C	1.000
YDR179W-A	1.000
YDL177C	1.000
YAL049C	1.000
YLR368W	1.000
YDR294C	1.000
YPL008W	1.000
YHR047C	1.000
YDL125C	1.000
YOR033C	1.000
YML117W-A	1.000
YGL255W	1.000
YDR524W-A	1.000
YAR044W	1.000
YBR066C	1.024
YDR392W	1.024
YER019C-A	1.024
YEL062W	1.024
YJL118W	1.024
YMR073C	1.024
YOR166C	1.024
YHR112C	1.024
YGL231C	1.024
YFR016C	1.024
YOL098C	1.024
YDL169C	1.024
YOR252W	1.024
YGR096W	1.024
YLR348C	1.024
YDR534C	1.024
YDR335W	1.024
YOR139C	1.024
YJL027C	1.024
YDR326C	1.024
YDR157W	1.024
YDR056C	1.024
YAL046C	1.024
YMR120C	1.024
YML090W	1.024
YGL024W	1.024
YOL043C	1.024
YIL135C	1.024
YBL006C	1.024
YLL021W	1.024
YJR075W	1.024
YGL032C	1.024
YKL214C	1.024
YDL231C	1.050
YOR087W	1.050
YPR020W	1.050
YKL140W	1.050
YDR130C	1.050
YJL141C	1.050
YER068C-A	1.050
YHR080C	1.050
YBR221W-A	1.050
YNL115C	1.050
YHR097C	1.050
YJL037W	1.050
YHL012W	1.050
YNR055C	1.050
YLR213C	1.050
YLL051C	1.050
YHR111W	1.050
YBR158W	1.050
YOR228C	1.050
YLR004C	1.050
YMR139W	1.050
YDR162C	1.050
YGR008C	1.050
YDR528W	1.050
YIR013C	1.050
YOR369C	1.050
YER028C	1.050
YPL053C	1.050
YOR180C	1.050
YJR019C	1.050
YDR459C	1.050
YOL031C	1.050
YNL201C	1.050
YOR092W	1.050
YJL126W	1.050
YBR268W	1.050
YPL132W	1.050
YIL043C	1.050
YNL268W	1.050
YPL202C	1.050
YLR191W	1.050
YPL229W	1.050
YMR316C-B	1.050
YMR172C-A	1.050
YJL119C	1.050
YDR535C	1.050
YDL182W	1.050
YMR303C	1.050
YDL046W	1.050
YGR200C	1.050
YJL157C	1.050
YKL190W	1.050
YPR120C	1.050
YOR032C	1.050
YDR226W	1.050
YPL230W	1.077
YPL212C	1.077
YMR037C	1.077
YCR033W	1.077
YLR055C	1.077
YPR179C	1.077
YDR218C	1.077
YPR133W-A	1.077
YGR258C	1.077
YMR222C	1.077
YLR318W	1.077
YLR057W	1.077
YDL057W	1.077
YGR130C	1.077
YGR106C	1.077
YGL196W	1.077
YHL043W	1.077
YML038C	1.077
YLR165C	1.077
YPL181W	1.077
YOR066W	1.077
YCL014W	1.077
YGL209W	1.077
YGL084C	1.077
YPL036W	1.077
YOL147C	1.077
YLR357W	1.077
YLR332W	1.077
YNL315C	1.644
YOL023W	1.077
YOR058C	1.077
YPL004C	1.077
YER120W	1.077
YDR540C	1.077
YOL083W	1.077
YNL198C	1.077
YMR173W-A	1.077
YCR099C	1.077
YCL042W	1.077
YBR053C	1.077
YBL010C	1.077
YAL018C	1.077
YDR234W	1.077
YML123C	1.077
YLR092W	1.077
YBR018C	1.077
YGL199C	1.156
YAL054C	1.077
YNR058W	1.077
YDR379C-A	1.077
YCL028W	1.077
YBR072W	1.077
YOL013C	1.105
YER089C	1.105
YER154W	1.105
YHL027W	1.105
YBL005W	1.105
YPL167C	1.105
YHR081W	1.105
YDR453C	1.105
YHL007C	1.105
YDR156W	1.105
YHL045W	1.105
YLR414C	1.105
YGR174W-A	1.105
YPL224C	1.105
YPL098C	1.105
YBL029C-A	1.105
YLR099C	1.105
YKL206C	1.105
YIL123W	1.105
YHR087W	1.105
YCL032W	1.105
YER032W	1.105
YDR518W	1.105
YMR121C	1.105
YFR032C-A	1.105
YLR142W	1.105
YDR003W	1.105
YFR009W	1.105
YMR300C	1.105
YGR078C	1.105
YLR461W	1.105
YLR450W	1.105
YLR270W	1.105
YKR099W	1.105
YOR158W	1.105
YLR193C	1.105
YOR125C	1.105
YKL055C	1.105
YKR102W	1.105
YPL025C	1.105
YOL138C	1.105
YOL035C	1.105
YLR456W	1.105
YLR255C	1.105
YJL067W	1.105
YHR022C	1.105
YMR127C	1.105
YDL161W	1.105
YGR226C	1.105
YDR525W	1.105
YDR241W	1.105
YLL047W	1.105
YNL015W	1.105
YPL084W	1.105
YHR113W	1.105
YOR198C	1.105
YGL028C	1.105
YBR301W	1.105
YFR014C	1.105
YOR108W	1.105
YKL001C	1.105
YGR248W	1.105
YMR297W	1.135
YMR039C	1.135
YER109C	1.135
YEL036C	1.135
YKL016C	1.135
YLR345W	1.135
YCL010C	1.135
YOR201C	1.135
YJL057C	1.135
YLR283W	1.135
YKR070W	1.135
YKR043C	1.135
YML100W-A	1.135
YGL228W	1.135
YEL017C-A	1.135
YCR030C	1.135
YKR028W	1.135
YFL010W-A	1.135
YIL097W	1.135
YBR272C	1.135
YDL037C	1.135
YLR313C	1.135
YGR166W	1.135
YKR060W	1.135
YOR273C	1.135
YNL242W	1.135
YHR189W	1.135
YMR162C	1.135
YIL121W	1.135
YPL097W	1.135
YDR494W	1.135
YBL038W	1.135
YIL006W	1.135
YHR091C	1.135
YMR083W	1.135
YMR319C	1.135
YBR149W	1.135
YPL182C	1.135
YOR268C	1.135
YOR263C	1.135
YNR020C	1.135
YNL254C	1.135
YNL235C	1.135
YLR437C	1.135
YDR428C	1.135
YCR100C	1.135
YPL127C	1.135
YFR053C	1.135
YBR221C	1.135
YCR014C	1.135
YOL004W	1.135
YOR346W	1.135
YLR390W-A	1.135
YML111W	1.135
YDR079C-A	1.135
YIR018W	1.135
YHR183W	1.135
YPR006C	1.135
YML010C-B	1.135
YFR024C	1.135
YOR113W	1.167
YGL156W	1.167
YDL091C	1.167
YML028W	1.167
YGR184C	1.167
YPR163C	1.167
YMR263W	1.167
YLR295C	1.167
YNL003C	1.167
YLR441C	1.167
YBR218C	1.167
YFL052W	1.167
YHL046C	1.167
YBR196C-B	1.167
YGR150C	1.167
YHR151C	1.167
YKL128C	1.167
YHL044W	1.167
YKL072W	1.167
YOL019W	1.167
YAL059W	1.167
YCL026C-A	1.167
YPL186C	1.167
YCL001W	1.167
YLR386W	1.167
YNL253W	1.167
YLR329W	1.167
YJL108C	1.167
YGR133W	1.167
YPR021C	1.167
YMR228W	1.167
YJL045W	1.167
YGR087C	1.167
YPL145C	1.167
YGL248W	1.167
YFL055W	1.167
YPL023C	1.167
YIL099W	1.167
YML052W	1.167
YMR302C	1.167
YIL058W	1.167
YIL032C	1.167
YGL138C	1.167
YER066C-A	1.167
YDR307W	1.167
YDR154C	1.167
YBR028C	1.167
YBL055C	1.167
YBL044W	1.167
YPL223C	1.167
YER103W	1.167
YFL027C	1.167
YOR212W	1.167
YNR060W	1.167
YER111C	1.167
YLR119W	1.167
YMR161W	1.167
YOL124C	1.167
YLR433C	1.167
YKL010C	1.200
YLL039C	1.200
YMR054W	1.200
YDR179C	1.200
YBL024W	1.200
YBR212W	1.200
YER067C-A	1.200
YGL224C	1.200
YAL061W	1.200
YGR238C	1.200
YLR035C	1.200
YMR135C	1.200
YER158C	1.200
YNL204C	1.200
YLR238W	1.200
YDR364C	1.200
YMR008C	1.200
YDR479C	1.200
YBL008W	1.200
YDR512C	2.700
YJL133W	1.200
YPL089C	1.200
YNL194C	1.200
YOR379C	1.200
YOR215C	1.200
YLR365W	1.200
YIL024C	1.200
YHR126C	1.200
YGR153W	1.200
YER128W	1.200
YDR203W	1.200
YDL026W	1.200
YDR098C	1.200
YGL194C	1.200
YDR536W	1.200
YOR067C	1.200
YKL031W	1.200
YER119C-A	1.200
YML061C	1.200
YLR174W	1.200
YHL029C	1.200
YBR138C	1.200
YDR206W	1.200
YPL031C	1.200
YOR045W	1.200
YCR089W	1.200
YLL063C	1.200
YJL059W	1.200
YER129W	1.235
YDL190C	1.235
YER169W	1.235
YCR081W	1.235
YDR425W	1.235
YNR065C	1.235
YKL094W	1.235
YPR132W	1.235
YMR206W	1.235
YCL002C	1.235
YML131W	1.235
YOL042W	1.235
YER101C	1.235
YHR154W	1.235
YOR104W	1.235
YMR191W	1.235
YGR236C	1.235
YGL221C	1.235
YGR270W	1.235
YER088C	1.235
YJL105W	1.235
YDL154W	1.235
YLR176C	1.235
YLR324W	1.235
YDR184C	1.235
YML120C	1.235
YDR237W	1.235
YGR028W	1.235
YER061C	1.235
YLR044C	1.235
YML100W	1.235
YOR126C	1.235
YPL144W	1.235
YOR082C	1.235
YNR005C	1.235
YMR306C-A	1.235
YIR020C	1.235
YGL041C	1.235
YDR514C	1.235
YDR220C	1.235
YDR015C	1.235
YBR085C-A	1.235
YBL009W	1.235
YPL249C	1.235
YMR292W	1.235
YJL135W	1.235
YJL064W	1.235
YDR217C	1.235
YDR530C	1.235
YHR037W	1.235
YOR274W	1.235
YMR021C	1.235
YGL151W	1.235
YGR097W	1.235
YPR026W	1.235
YJL012C-A	1.235
YGR141W	1.273
YDR452W	1.273
YBR208C	1.273
YBR269C	1.273
YPR009W	1.273
YGR203W	1.273
YHR210C	1.273
YFR045W	1.273
YOL028C	1.273
YGR249W	1.273
YOR144C	1.273
YJL020C	1.273
YGR199W	1.273
YMR086W	1.273
YOR255W	1.273
YNL116W	1.273
YLR363C	1.273
YNL316C	1.273
YBR105C	1.273
YGR239C	1.273
YOR051C	1.273
YLR390W	1.273
YFR049W	1.273
YLR389C	1.273
YDR178W	1.273
YER179W	1.273
YNL045W	1.273
YFR046C	1.273
YDR100W	1.273
YCR067C	1.273
YPR130C	1.273
YPL261C	1.273
YPL191C	1.273
YPL108W	1.273
YPL062W	1.273
YLR257W	1.273
YCR049C	1.273
YBL052C	1.273
YBR229C	1.273
YAL015C	1.273
YER176W	1.273
YML113W	1.273
YGR142W	1.273
YLR308W	1.273
YNL160W	1.273
YBL037W	1.273
YIL014W	1.273
YGR276C	1.273
YCL026C	1.273
YJL197W	1.312
YGR003W	1.312
YIL101C	1.312
YLR454W	1.312
YNL233W	1.312
YDR165W	1.312
YGL252C	1.312
YHR086W	1.312
YOR134W	1.312
YGL232W	1.312
YNL092W	1.312
YPL184C	1.312
YJL043W	1.312
YIR042C	1.312
YLR392C	1.312
YLR281C	1.312
YGR015C	1.312
YBR141C	1.312
YLL058W	1.312
YNL095C	1.312
YKL098W	1.312
YLR247C	1.312
YDL002C	1.312
YLR262C-A	1.312
YGL258W	1.312
YGR081C	1.312
YDR125C	1.312
YPL032C	1.312
YDR525W-A	1.312
YPR164W	1.312
YMR096W	1.312
YDL130W-A	1.312
YGR221C	1.312
YLR333C	1.312
YNL097C	1.312
YDR329C	1.312
YOL105C	1.312
YFL028C	1.312
YLR443W	1.312
YLR312W-A	1.312
YOL101C	1.312
YOR258W	1.312
YOR247W	1.312
YGL216W	1.312
YPR150W	1.312
YOR277C	1.312
YOR059C	1.312
YNL190W	1.312
YMR279C	1.312
YMR085W	1.312
YHR125W	1.312
YDL172C	1.312
YLL061W	1.312
YBR294W	1.312
YOR133W	1.312
YLR331C	1.312
YPL102C	1.312
YLR434C	1.312
YGL152C	1.312
YLR427W	1.312
YOR163W	1.312
YNL328C	1.312
YDL042C	1.312
YER091C	1.312
YBR023C	1.312
YLR307W	1.312
YLR178C	1.312
YOR014W	1.312
YPL106C	1.312
YCR088W	1.312
YPL038W	1.355
YEL004W	1.355
YLR189C	1.355
YAL028W	1.355
YJL179W	1.355
YDR490C	1.355
YDR432W	1.355
YLR364W	1.355
YHR202W	1.355
YGR058W	1.355
YHL013C	1.355
YBR199W	1.355
YMR181C	1.355
YMR171C	1.355
YDR458C	1.355
YPL196W	1.355
YOR047C	1.355
YOR042W	1.355
YER056C-A	1.355
YLR185W	1.355
YOL044W	1.355
YPL192C	1.355
YHR135C	1.355
YPL139C	1.355
YPL140C	1.355
YGR220C	1.355
YMR282C	1.355
YOL033W	1.355
YKL011C	1.355
YCR092C	1.355
YOL088C	1.355
YMR237W	1.355
YDR151C	1.355
YNL219C	1.355
YGR289C	1.355
YCL025C	1.355
YPL155C	1.355
YPR092W	1.355
YPL185W	1.355
YPL056C	1.355
YOR289W	1.355
YNR063W	1.355
YNL193W	1.355
YLR416C	1.355
YIL012W	1.355
YHR139C-A	1.355
YHL041W	1.355
YGL230C	1.355
YDR049W	1.355
YBL012C	1.355
YNL339C	1.355
YLR306W	1.355
YDL009C	1.355
YLR288C	1.355
YDR148C	1.355
YPL061W	1.355
YPL042C	1.355
YMR038C	1.355
YNL220W	1.355
YLR241W	1.355
YHR207C	1.400
YCR106W	1.400
YKL160W	1.400
YPL103C	1.400
YOR253W	1.400
YEL059C-A	1.400
YOR234C	1.400
YNL050C	1.400
YLR040C	1.400
YBR241C	1.400
YJL055W	1.400
YLR285W	1.400
YHR140W	1.400
YNL325C	1.400
YLR250W	1.400
YOR355W	1.400
YPL070W	1.400
YMR306W	1.400
YOR354C	1.400
YER010C	1.400
YMR099C	1.400
YPL041C	1.400
YOL128C	1.400
YLR335W	1.400
YGR197C	1.400
YPL112C	1.400
YLR328W	1.400
YCR105W	1.400
YLR172C	1.400
YFL049W	1.400
YOR317W	1.400
YDR161W	1.400
YAL037C-A	1.400
YPR197C	1.400
YPL035C	1.400
YPL009C	1.400
YOR072W	1.400
YNL170W	1.400
YMR130W	1.400
YMR122C	1.400
YLR334C	1.400
YJL152W	1.400
YJL007C	1.400
YDR541C	1.400
YBR014C	1.400
YLR371W	1.400
YGR061C	1.400
YLR028C	1.400
YLR261C	1.400
YKL076C	1.400
YDL032W	1.400
YBR144C	1.400
YNR057C	1.400
YPL015C	1.400
YPL219W	1.400
YKL143W	1.400
YJL029C	1.400
YLR037C	1.400
YNL239W	1.400
YKL147W	1.400
YDR524C-B	1.400
YBR240C	1.448
YDR463W	1.448
YPL222W	1.448
YBR262C	1.448
YML081C-A	1.448
YPR072W	1.448
YPL147W	1.448
YKL048C	1.448
YCR091W	1.448
YML082W	1.448
YFR039C	1.448
YGR021W	1.448
YEL052W	1.448
YDR501W	1.448
YHL014C	1.448
YPL250C	1.448
YDR222W	1.448
YMR316W	1.448
YCL024W	1.448
YOL017W	1.448
YKL159C	1.448
YHR203C	1.448
YBR065C	1.448
YPR185W	1.448
YOL011W	1.448
YGR223C	1.448
YNR028W	1.448
YBR076W	1.448
YGR174C	1.448
YJL102W	1.448
YLR231C	1.448
YOR233W	1.448
YML104C	1.448
YLR432W	1.448
YPR116W	1.448
YOR044W	1.448
YNL300W	1.448
YNL266W	1.448
YGR127W	1.448
YDR199W	1.448
YCR045C	1.448
YCL076W	1.448
YBL083C	1.448
YOR027W	1.448
YPR124W	1.448
YDR221W	1.448
YPL256C	1.448
YEL047C	1.448
YLR041W	1.448
YGR219W	1.448
YGR151C	1.448
YJR074W	1.448
YOR297C	1.448
YDR363W-A	1.448
YPL087W	1.448
YJL186W	1.448
YBR223C	1.500
YBR006W	1.500
YDR192C	1.500
YHR123W	1.500
YLR442C	1.500
YBR233W	1.500
YFR047C	1.500
YJL103C	1.500
YOL080C	1.500
YJL185C	1.500
YHR182W	1.500
YGR273C	1.500
YLL054C	1.500
YML096W	1.500
YJL070C	1.500
YML108W	1.500
YNL144C	1.500
YAL055W	1.500
YIL108W	1.500
YNL257C	1.500
YMR111C	1.500
YKL183W	1.500
YOR183W	1.500
YHR153C	1.500
YDR068W	1.500
YNR007C	1.500
YOR030W	1.500
YIR043C	1.500
YOL109W	1.500
YGL157W	1.500
YBR214W	1.500
YMR190C	1.500
YKL084W	1.500
YHR116W	1.500
YBR188C	1.500
YCR073C	1.500
YOR225W	1.500
YOR093C	1.500
YOR021C	1.500
YOL153C	1.500
YMR304C-A	1.500
YLR326W	1.500
YLR236C	1.500
YGR016W	1.500
YEL048C	1.500
YML122C	1.500
YLR294C	1.500
YLR401C	1.500
YKL216W	1.500
YGL202W	1.500
YOR142W	1.500
YCR010C	1.500
YHR043C	1.500
YPL054W	1.556
YIR009W	1.556
YMR157C	1.556
YFL046W	1.556
YDR493W	1.556
YFR036W	1.556
YBR228W	1.556
YNR056C	1.556
YGR271W	1.556
YGR235C	1.556
YCR102C	1.556
YML081W	1.556
YLR408C	1.556
YLR211C	1.556
YKL151C	1.556
YDL027C	1.556
YPL113C	1.556
YGR161C	1.556
YOL030W	1.556
YOR321W	1.556
YLR248W	1.556
YMR052W	1.556
YKL074C	1.556
YGR041W	1.556
YLR448W	1.556
YAL029C	1.556
YDR225W	1.556
YMR276W	1.556
YGR234W	1.556
YAL060W	1.556
YOL103W	1.556
YGR014W	1.556
YKL150W	1.556
YIL013C	1.556
YER057C	1.556
YOR365C	1.556
YOR097C	1.556
YOL099C	1.556
YNR025C	1.556
YLR269C	1.556
YKR077W	1.556
YFR026C	1.556
YDR239C	1.556
YCL022C	1.556
YBR225W	1.556
YOL012C	1.556
YIR019C	1.556
YKL038W	1.556
YLR205C	1.556
YLR311C	1.556
YJL211C	1.556
YGL131C	1.556
YFR048W	1.556
YOL126C	1.556
YGR163W	1.556
YGR007W	1.556
YPR200C	1.556
YDR524C	1.556
YHR079C-B	1.556
YBL039W-A	1.556
YGR194C	1.615
YGL035C	1.615
YBR095C	1.615
YOR179C	1.615
YLR421C	1.615
YDR295C	1.615
YDR171W	1.615
YDR198C	1.615
YGR148C	1.615
YOR083W	1.615
YCR076C	1.615
YGR111W	1.615
YNL046W	1.615
YML109W	1.615
YKR075C	1.615
YER115C	1.615
YKR046C	1.615
YDR153C	1.615
YAL056W	1.615
YNR049C	1.615
YCR098C	1.615
YOR276W	1.615
YLR284C	1.615
YPR049C	1.615
YMR097C	1.615
YAL062W	1.615
YOR231W	1.615
YHR155W	1.615
YPL134C	1.615
YOR222W	1.615
YPR125W	1.615
YBL022C	1.615
YOR025W	1.615
YPL066W	1.615
YNR062C	1.615
YLR400W	1.615
YLR030W	1.615
YGL132W	1.615
YER185W	1.615
YDR193W	1.615
YBR012C	1.615
YAL065C	1.615
YOL020W	1.615
YAL016C-B	1.615
YJL073W	1.615
YDR194C	1.615
YPR139C	1.615
YMR186W	1.615
YOR086C	1.615
YKL096W	1.615
YBR069C	1.615
YBL015W	1.615
YMR289W	1.615
YBR249C	1.615
YDL061W	1.615
YLR278C	1.680
YKL146W	1.680
YER119C	1.680
YPL006W	1.680
YLR183C	1.680
YMR256C	1.680
YPL129W	1.680
YDR213W	1.680
YMR257C	1.680
YDR103W	1.680
YGL260W	1.680
YKL137W	1.680
YLR287C	1.680
YGR017W	1.680
YKR074W	1.680
YLL056C	1.680
YGR169C-A	1.680
YMR291W	1.680
YDR111C	1.680
YOR243C	1.680
YDR169C	1.680
YJL023C	1.680
YML107C	1.680
YBR137W	1.680
YPR043W	1.680
YCR069W	1.680
YEL016C	1.680
YOL071W	1.680
YPL021W	1.680
YHR156C	1.680
YCR083W	1.680
YDR191W	1.680
YOR202W	1.680
YPL073C	1.680
YPL068C	1.680
YOR192C	1.680
YLR312C	1.680
YLR252W	1.680
YGR131W	1.680
YER156C	1.680
YDR102C	1.680
YBR116C	1.680
YBR071W	1.680
YGR055W	1.680
YKL179C	1.680
YPL137C	1.680
YGR019W	1.680
YJL192C	1.680
YKL177W	1.680
YGL163C	1.680
YLR006C	1.680
YGR247W	1.680
YGL166W	1.680
YOL016C	1.680
YFL031W	1.680
YGR108W	1.680
YHR018C	1.680
YOR034C	1.680
YGR121C	1.680
YLR319C	1.680
YOR348C	1.680
YML095C-A	1.680
YKL175W	1.750
YPL099C	1.750
YKL166C	1.750
YJL166W	1.750
YLR170C	1.750
YKL130C	1.750
YPL115C	1.750
YGR232W	1.750
YPL052W	1.750
YGR149W	1.750
YKL071W	1.750
YHR033W	1.750
YKL187C	1.750
YKL064W	1.750
YMR273C	1.750
YMR102C	1.750
YHR050W-A	1.750
YBR129C	1.750
YHR142W	1.750
YGR241C	1.750
YNL004W	1.750
YBR222C	1.750
YDR516C	1.750
YPR160W	1.750
YGR165W	1.750
YDR116C	1.750
YGL236C	1.750
YDL044C	1.750
YOR351C	1.750
YNL079C	1.750
YBR067C	1.750
YPL047W	1.750
YGL200C	1.750
YPR157W	1.750
YPL257W	1.750
YOR352W	1.750
YOR053W	1.750
YLR296W	1.750
YLR280C	1.750
YFR054C	1.750
YBR013C	1.750
YDR152W	1.750
YBR264C	1.750
YJL171C	1.750
YBL011W	1.750
YMR151W	1.750
YFL063W	1.750
YGR242W	1.750
YGR228W	1.750
YLR027C	1.750
YLL009C	1.750
YNR010W	1.750
YDR465C	1.750
YDR441C	1.750
YDR085C	1.750
YOR377W	1.750
YDL137W	1.750
YLR451W	1.826
YJL178C	1.826
YIL154C	1.826
YLR395C	1.826
YFL013C	1.826
YGL070C	1.826
YLR220W	1.826
YPL026C	1.826
YDL038C	1.826
YKL171W	1.826
YGR250C	1.826
YGR035C	1.826
YJL062W-A	1.826
YNL108C	1.826
YFR055W	1.826
YLR209C	1.826
YMR064W	1.826
