ORF	hap a | protein/peptide metabolism (unfolded protein response (UPR)) | standard [standard] | Jonikas MC~Schuldiner M, 2009
YDL027C	-0.026
YER183C	-0.026
YBR137W	-0.026
YPR074C	-0.026
YCR102W-A	-0.026
YDR306C	-0.026
YDR264C	-0.026
YBR292C	-0.026
YBR104W	-0.026
YEL068C	-0.026
YAL022C	-0.026
YIL139C	-0.026
YJL145W	-0.026
YKL171W	-0.026
YNL309W	-0.026
YPR058W	-0.026
YNR007C	-0.026
YDR465C	-0.026
YJL027C	-0.026
YOL052C-A	-0.027
YBR233W	-0.027
YOR299W	-0.027
YPR117W	-0.027
YBR057C	-0.027
YNL230C	-0.027
YJL132W	-0.027
YGR259C	-0.027
YNL168C	-0.027
YOR380W	-0.027
YKL085W	-0.027
YBR223C	-0.027
YLR095C	-0.027
YBR141C	-0.027
YMR088C	-0.027
YNL204C	-0.027
YPR188C	-0.027
YCR098C	-0.028
YBL069W	-0.028
YGR059W	-0.028
YER128W	-0.028
YNL142W	-0.028
YDR219C	-0.028
YBR113W	-0.028
YHR046C	-0.028
YPL208W	-0.028
YMR152W	-0.028
YAR043C	-0.028
YKL174C	-0.028
YKR058W	-0.028
YBL106C	-0.028
YML051W	-0.028
YKL023W	-0.028
YNL316C	-0.028
YOR385W	-0.028
YBR178W	-0.028
YKL033W-A	-0.028
YDL133C-A	-0.053
YER020W	-0.028
YJR133W	-0.028
YPR156C	-0.028
YGR255C	-0.029
YKL044W	-0.029
YDR486C	-0.029
YKL166C	-0.029
YLR294C	-0.029
YKL053C-A	-0.029
YMR023C	-0.029
YDR520C	-0.029
YCL026C	-0.029
YLL055W	-0.029
YPR195C	-0.029
YOR382W	-0.029
YDL127W	-0.029
YLR047C	-0.029
YML022W	-0.029
YGR033C	-0.029
YDL210W	-0.029
YPR026W	-0.029
YNL334C	-0.029
YMR199W	-0.029
YBR065C	-0.030
YLR413W	-0.030
YNL165W	-0.030
YDR402C	-0.030
YNR015W	-0.030
YNL311C	-0.030
YML060W	-0.030
YJL051W	-0.030
YER150W	-0.030
YEL007W	-0.030
YJL134W	-0.030
YGL051W	-0.030
YOR177C	-0.030
YDL026W	-0.030
YMR034C	-0.030
YNL223W	-0.030
YPR007C	-0.031
YOR163W	-0.031
YGR182C	-0.031
YOR054C	-0.031
YGR248W	-0.031
YBL048W	-0.031
YAL060W	-0.031
YFL041W	-0.031
YDR505C	-0.031
YLR236C	-0.031
YER093C-A	-0.031
YDR209C	-0.031
YBL055C	-0.031
YGR044C	-0.031
YBR107C	-0.031
YMR177W	-0.031
YKL142W	-0.031
YMR175W	-0.036
YMR139W	-0.032
YPR192W	-0.032
YMR294W-A	-0.032
YGR050C	-0.032
YNL201C	-0.032
YPL112C	-0.032
YFL044C	-0.032
YMR195W	-0.032
YPR095C	-0.032
YCR061W	-0.060
YML099W-A	-0.032
YPL130W	-0.032
YDR070C	-0.032
YGR234W	-0.032
YHR209W	-0.032
YNL259C	-0.032
YAL036C	-0.032
YER132C	-0.032
YOR017W	-0.033
YHR028C	-0.033
YMR145C	-0.033
YMR196W	-0.033
YGL017W	-0.033
YFL051C	-0.033
YDR009W	-0.034
YOL091W	-0.034
YLR375W	-0.034
YML005W	-0.034
YKL037W	-0.034
YDR424C	-0.034
YML056C	-0.034
YHR132C	-0.034
YPL064C	-0.034
YJL043W	-0.034
YDR336W	-0.035
YPL164C	-0.035
YDR380W	-0.035
YIL136W	-0.035
YOR079C	-0.035
YIL173W	-0.035
YMR087W	-0.035
YOL128C	-0.035
YGL125W	-0.035
YHR117W	-0.035
YHR073W	-0.035
YBR098W	-0.100
YPR160W	-0.035
YML074C	-0.035
YNL056W	-0.035
YOR152C	-0.035
YHR037W	-0.035
YAR037W	-0.035
YPR132W	-0.035
YMR311C	-0.035
YKR014C	-0.035
YOR286W	-0.036
YBR101C	-0.036
YML003W	-0.036
YMR204C	-0.036
YER091C-A	-0.036
YBR121C	-0.036
YML057W	-0.036
YNL307C	-0.036
YOR367W	-0.036
YOR252W	-0.036
YLR098C	-0.036
YDL149W	-0.036
YPL230W	-0.037
YAR050W	-0.037
YMR184W	-0.037
YBR287W	-0.037
YJR038C	-0.037
YNL217W	-0.037
YDR488C	-0.037
YJL193W	-0.037
YBR271W	-0.037
YLR003C	-0.037
YNL077W	-0.038
YOR162C	-0.038
YDR483W	-0.038
YOL118C	-0.038
YGL180W	-0.038
YOR188W	-0.038
YLR353W	-0.038
YEL040W	-0.038
YGR142W	-0.038
YJL206C	-0.038
YPR079W	-0.038
YNL009W	-0.038
YKL175W	-0.038
YGR062C	-0.038
YPL168W	-0.038
YKL131W	-0.038
YGR039W	-0.038
YHL006C	-0.038
YML058W	-0.039
YDL172C	-0.039
YCR006C	-0.039
YBR227C	-0.039
YGR014W	-0.039
YGL259W	-0.039
YBL060W	-0.039
YMR042W	-0.039
YML129C	-0.039
YER109C	-0.040
YPL001W	-0.040
YDR501W	-0.040
YKL017C	-0.040
YLR173W	-0.040
YEL061C	-0.040
YBR149W	-0.040
YNL125C	-0.040
YDL175C	-0.040
YPL154C	-0.040
YBR184W	-0.040
YER158C	-0.040
YMR044W	-0.040
YMR162C	-0.040
YNL065W	-0.040
YKL127W	-0.040
YLR412W	-0.040
YJL103C	-0.041
YHL003C	-0.041
YPL027W	-0.041
YER152C	-0.041
YML011C	-0.041
YOR360C	-0.041
YNR008W	-0.041
YER039C-A	-0.041
YJL107C	-0.041
YJL059W	-0.041
YGR235C	-0.041
YKR032W	-0.041
YBL068W	-0.042
YJL199C	-0.042
YLR063W	-0.042
YLR135W	-0.042
YML030W	-0.042
YEL009C	-0.042
YPR050C	-0.042
YDR033W	-0.042
YDR263C	-0.042
YNL320W	-0.042
YCR073W-A	-0.042
YLR303W	-0.042
YPR151C	-0.042
YLR389C	-0.042
YER115C	-0.042
YMR284W	-0.043
YGL205W	-0.043
YJR106W	-0.043
YPR049C	-0.043
YER182W	-0.043
YGR022C	-0.043
YNR059W	-0.043
YBR206W	-0.043
YBR283C	-0.043
YLR154C	-0.043
YMR319C	-0.043
YER085C	-0.043
YGL166W	-0.043
YPR008W	-0.043
YNL321W	-0.044
YGR210C	-0.044
YCR036W	-0.044
YLR036C	-0.044
YMR025W	-0.044
YDR326C	-0.044
YDL121C	-0.044
YGL138C	-0.044
YML082W	-0.044
YFL056C	-0.044
YJR129C	-0.044
YBR064W	-0.045
YKL202W	-0.045
YDR480W	-0.045
YOR376W	-0.045
YGL181W	-0.045
YLR454W	-0.045
YDR259C	-0.045
YBR205W	-0.045
YDL076C	-0.045
YGR011W	-0.045
YBR138C	-0.045
YFR022W	-0.045
YIL002C	-0.046
YMR226C	-0.046
YLR380W	-0.046
YKL133C	-0.046
YER055C	-0.046
YOR292C	-0.046
YMR111C	-0.046
YLR014C	-0.046
YLR206W	-0.046
YLL041C	-0.046
YJR097W	-0.047
YFR034C	-0.047
YPL161C	-0.047
YOR118W	-0.047
YNL020C	-0.047
YMR232W	-0.047
YCR020C-A	-0.047
YLR324W	-0.047
YAL014C	-0.047
YKL109W	-0.047
YOL117W	-0.047
YGL023C	-0.047
YBR056W	-0.048
YKL010C	-0.048
YJL094C	-0.048
YCR030C	-0.048
YOR114W	-0.048
YDL179W	-0.048
YPL141C	-0.048
YDR321W	-0.048
YMR322C	-0.048
YLR447C	-0.048
YGR001C	-0.048
YMR084W	-0.048
YMR068W	-0.048
YER032W	-0.048
YMR106C	-0.048
YBL029W	-0.048
YJL028W	-0.048
YHR155W	-0.049
YJL052W	-0.049
YKL184W	-0.049
YER176W	-0.049
YMR294W	-0.049
YBR210W	-0.049
YPR119W	-0.049
YGR281W	-0.049
YHR047C	-0.049
YER178W	-0.049
YKR052C	-0.049
YGR049W	-0.049
YGL050W	-0.049
YDR445C	-0.049
YDR406W	-0.050
YDR129C	-0.050
YDL227C	-0.050
YER086W	-0.050
YCR095C	-0.050
YOR228C	-0.050
YDR092W	-0.050
YGR016W	-0.050
YDR270W	-0.050
YHR157W	-0.050
YNL050C	-0.050
YJR036C	-0.050
YKL156W	-0.050
YKL068W	-0.050
YDR312W	-0.051
YMR092C	-0.051
YGR093W	-0.051
YBR275C	-0.051
YHL014C	-0.051
YJL083W	-0.051
YDR157W	-0.051
YDL059C	-0.051
YKL183W	-0.051
YHL042W	-0.052
YHR045W	-0.052
YHL026C	-0.052
YPR147C	-0.052
YDL065C	-0.052
YLR395C	-0.052
YBL066C	-0.053
YDR014W	-0.053
YER067C-A	-0.053
YIL001W	-0.053
YMR081C	-0.053
YAR030C	-0.053
YGR026W	-0.053
YNR073C	-0.053
YCR008W	-0.053
YDL112W	-0.053
YGR243W	-0.053
YCR014C	-0.053
YGR015C	-0.053
YNR075W	-0.054
YBL101C	-0.054
YLR214W	-0.054
YHR061C	-0.054
YEL047C	-0.054
YNL098C	-0.054
YJL179W	-0.054
YAR047C	-0.054
YJL162C	-0.054
YNL004W	-0.054
YNL283C	-0.054
YLR446W	-0.055
YGL216W	-0.055
YML001W	-0.055
YCR010C	-0.055
YBR122C	-0.055
YJL150W	-0.055
YPL150W	-0.055
YPL024W	-0.055
YDR099W	-0.055
YIL098C	-0.055
YOR377W	-0.055
YJR096W	-0.056
YPR201W	-0.056
YHR146W	-0.056
YLR334C	-0.056
YEL053C	-0.056
YDR058C	-0.056
YJR034W	-0.056
YDL056W	-0.056
YDL238C	-0.056
YBL078C	-0.056
YNR074C	-0.056
YDR207C	-0.056
YDL162C	-0.056
YCR069W	-0.056
YGR045C	-0.056
YNL249C	-0.056
YGR233C	-0.056
YDR116C	-0.056
YEL038W	-0.057
YOR121C	-0.057
YJL218W	-0.057
YNL239W	-0.057
YOR129C	-0.057
YHR039C	-0.057
YLR346C	-0.057
YJL128C	-0.058
YDL167C	-0.058
YGL236C	-0.058
YPL015C	-0.058
YLR376C	-0.058
YOR304C-A	-0.058
YNL089C	-0.058
YKL062W	-0.058
YKR069W	-0.058
YHL044W	-0.058
YLR444C	-0.058
YGL010W	-0.059
YPL098C	-0.059
YPL229W	-0.059
YMR104C	-0.059
YAL051W	-0.059
YIL056W	-0.059
YPR059C	-0.059
YOL075C	-0.059
YIL079C	-0.059
YNL090W	-0.059
YOR379C	-0.059
YNL085W	-0.059
YDR363W	-0.059
YKL031W	-0.059
YBR217W	-0.059
YOL141W	-0.059
YMR231W	-0.060
YMR245W	-0.060
YHR139C	-0.060
YGL175C	-0.060
YGR117C	-0.060
YER066C-A	-0.060
YDR265W	-0.060
YDR071C	-0.060
YCL027W	-0.060
YGR193C	-0.060
YLR123C	-0.060
YBL031W	-0.060
YJR148W	-0.061
YNL301C	-0.061
YGR283C	-0.061
YOR384W	-0.061
YFL007W	-0.092
YPL138C	-0.061
YGR275W	-0.061
YER179W	-0.061
YJR077C	-0.061
YER185W	-0.061
YHL023C	-0.061
YPR037C	-0.062
YHL037C	-0.062
YPR073C	-0.062
YAL030W	-0.062
YPL108W	-0.062
YCL001W-A	-0.062
YOR037W	-0.062
YPL017C	-0.062
YDL229W	-0.063
YIL157C	-0.063
YOL126C	-0.063
YOL029C	-0.063
YPL095C	-0.063
YHR043C	-0.063
YPL263C	-0.063
YFR057W	-0.063
YMR097C	-0.063
YDR522C	-0.064
YIR014W	-0.064
YJR079W	-0.064
YGL227W	-0.064
YDL242W	-0.064
YBL028C	-0.064
YIL111W	-0.064
YLR282C	-0.064
YNL100W	-0.065
YMR121C	-0.065
YBR093C	-0.065
YNL166C	-0.065
YDR524C	-0.065
YPL109C	-0.065
YDR098C	-0.065
YML122C	-0.065
YLL057C	-0.065
YOL160W	-0.065
YDR117C	-0.065
YDR408C	-0.065
YGR028W	-0.065
YCL025C	-0.065
YIR024C	-0.065
YKL106W	-0.065
YPR200C	-0.066
YIL065C	-0.066
YOR138C	-0.066
YJR128W	-0.066
YML116W-A	-0.066
YDL106C	-0.066
YBR232C	-0.066
YNR044W	-0.066
YBR094W	-0.066
YLR050C	-0.066
YKR060W	-0.066
YOL137W	-0.067
YMR057C	-0.067
YLR232W	-0.067
YML078W	-0.067
YHR156C	-0.067
YLR124W	-0.067
YPL107W	-0.067
YOR383C	-0.067
YOR126C	-0.067
YDR354W	-0.067
YJL121C	-0.067
YDL177C	-0.068
YER060W-A	-0.068
YPR194C	-0.068
YOL107W	-0.068
YPR179C	-0.068
YDR123C	-0.068
YLR082C	-0.068
YGL242C	-0.068
YOR209C	-0.068
YPL071C	-0.069
YBR188C	-0.069
YNL211C	-0.069
YJR124C	-0.069
YNL072W	-0.069
YDL188C	-0.069
YDL171C	-0.069
YOR195W	-0.069
YML016C	-0.069
YDR095C	-0.069
YNL295W	-0.069
YKR085C	-0.069
YOR276W	-0.069
YKL185W	-0.069
YCR027C	-0.070
YOL100W	-0.070
YGR032W	-0.070
YJL182C	-0.070
YJR066W	-0.070
YGR250C	-0.070
YMR085W	-0.070
YML090W	-0.070
YJL155C	-0.071
YDL022W	-0.071
YER118C	-0.071
YIL149C	-0.071
YNR018W	-0.071
YDR255C	-0.071
YHL027W	-0.071
YGR112W	-0.071
YHR138C	-0.072
YDL018C	-0.072
YNL027W	-0.072
YBR037C	-0.072
YDR307W	-0.072
YCR005C	-0.072
YDR256C	-0.072
YGR054W	-0.072
YDR140W	-0.073
YJL190C	-0.073
YDR387C	-0.073
YKL197C	-0.073
YJL057C	-0.073
YIR002C	-0.073
YDR003W	-0.073
YCR087C-A	-0.073
YPR167C	-0.073
YIL138C	-0.073
YNL326C	-0.073
YGL177W	-0.073
YPL114W	-0.073
YPL096W	-0.073
YMR174C	-0.074
YGL248W	-0.074
YDR533C	-0.074
YDL154W	-0.075
YNL169C	-0.075
YAL068C	-0.075
YNL314W	-0.076
YOL124C	-0.076
YLL009C	-0.076
YDR297W	-0.076
YHR057C	-0.076
YNL190W	-0.076
YIL148W	-0.076
YDR503C	-0.076
YLR332W	-0.076
YNR027W	-0.076
YDR249C	-0.077
YGL210W	-0.077
YCL044C	-0.077
YHR136C	-0.077
YDR244W	-0.077
YOR058C	-0.078
YMR060C	-0.078
YMR299C	-0.078
YOR006C	-0.078
YKR059W	-0.078
YOR069W	-0.078
YJR154W	-0.078
YAL015C	-0.078
YMR066W	-0.078
YNL274C	-0.078
YMR144W	-0.078
YGL071W	-0.078
YHR210C	-0.079
YKL084W	-0.079
YBR083W	-0.079
YLL020C	-0.079
YBL086C	-0.079
YER034W	-0.079
YBR177C	-0.079
YJL131C	-0.079
YOR158W	-0.079
YKL201C	-0.118
YKR015C	-0.079
YBR286W	-0.079
YMR153W	-0.079
YHR113W	-0.080
YOL013W-B	-0.080
YPL066W	-0.080
YPL220W	-0.080
YBR185C	-0.080
YDR511W	-0.080
YNL084C	-0.080
YOR378W	-0.080
YNL194C	-0.080
YDL156W	-0.080
YDR330W	-0.080
YPL174C	-0.081
YOR220W	-0.081
YCR060W	-0.081
YDL037C	-0.081
YIL006W	-0.081
YPL248C	-0.081
YFR044C	-0.081
YDR446W	-0.081
YNL203C	-0.081
YGR266W	-0.081
YAL027W	-0.081
YLR368W	-0.081
YER144C	-0.081
YLR224W	-0.082
YNL285W	-0.082
YOR179C	-0.082
YER019C-A	-0.082
YGL049C	-0.082
YBR114W	-0.082
YDL118W	-0.082
YBR291C	-0.082
YKR034W	-0.082
YDL231C	-0.082
YAL055W	-0.082
YDR075W	-0.083
YLR433C	-0.083
YNL179C	-0.083
YMR276W	-0.083
YDR534C	-0.083
YGL254W	-0.084
YKL071W	-0.084
YOR366W	-0.084
YGL153W	-0.084
YDR250C	-0.084
YPR152C	-0.084
YCR025C	-0.084
YNL092W	-0.084
YJR080C	-0.084
YMR099C	-0.084
YKR078W	-0.084
YOL090W	-0.084
YGR040W	-0.085
YDL047W	-0.085
YOR135C	-0.085
YML061C	-0.085
YJR011C	-0.085
YLR455W	-0.086
YJL120W	-0.086
YDR214W	-0.086
YCL009C	-0.086
YKL075C	-0.086
YGL152C	-0.086
YNL042W	-0.086
YDL222C	-0.086
YMR031W-A	-0.086
YOR374W	-0.087
YNR055C	-0.087
YIL014C-A	-0.087
YDR540C	-0.087
YPL179W	-0.087
YIL137C	-0.088
YLR034C	-0.088
YPR141C	-0.088
YNL058C	-0.088
YPR064W	-0.088
YOR050C	-0.088
YMR122C	-0.088
YBL057C	-0.089
YNL034W	-0.089
YOR213C	-0.089
YGR125W	-0.089
YNR025C	-0.089
YFL014W	-0.089
YJL172W	-0.089
YLR138W	-0.089
YJR111C	-0.090
YOR371C	-0.090
YNR069C	-0.091
YOR322C	-0.091
YLR285W	-0.091
YCL050C	-0.091
YCL006C	-0.091
YGR260W	-0.091
YLR423C	-0.091
YLR449W	-0.092
YDR349C	-0.092
YGL002W	-0.092
YMR129W	-0.092
YDR277C	-0.092
YDR149C	-0.092
YIR034C	-0.092
YBR156C	-0.092
YDL168W	-0.092
YJL211C	-0.092
YKR040C	-0.092
YMR280C	-0.092
YMR026C	-0.092
YMR086W	-0.092
YJL070C	-0.093
YGR132C	-0.093
YNL328C	-0.093
YOL152W	-0.093
YDL186W	-0.093
YJR015W	-0.093
YLR164W	-0.093
YPL246C	-0.093
YER089C	-0.093
YFR014C	-0.094
YAL035W	-0.094
YJL208C	-0.094
YOR365C	-0.094
YEL024W	-0.094
YJL022W	-0.094
YLR077W	-0.094
YPR198W	-0.095
YDR458C	-0.095
YDR253C	-0.095
YLR335W	-0.095
YPL152W	-0.095
YOL024W	-0.095
YJL158C	-0.095
YJL067W	-0.095
YKR041W	-0.096
YBL042C	-0.096
YOL113W	-0.096
YLR233C	-0.096
YKR051W	-0.096
YDL071C	-0.096
YJL160C	-0.096
YPR065W	-0.096
YDR375C	-0.096
YPL014W	-0.096
YKL130C	-0.096
YPR123C	-0.097
YGR165W	-0.097
YDR152W	-0.097
YGL249W	-0.097
YLR290C	-0.097
YIR001C	-0.097
YOR375C	-0.098
YER167W	-0.098
YIL013C	-0.098
YMR058W	-0.098
YFR016C	-0.098
YMR114C	-0.099
YLL013C	-0.099
YEL041W	-0.099
YPL258C	-0.099
YBR290W	-0.099
YDR425W	-0.100
YDL134C	-0.100
YGR080W	-0.100
YGL037C	-0.100
YPL030W	-0.100
YJR044C	-0.100
YNL233W	-0.100
YDR383C	-0.101
YKL167C	-0.101
YGL140C	-0.101
YNL193W	-0.102
YLR270W	-0.102
YNL052W	-0.102
YML094W	-0.102
YGR133W	-0.102
YPL008W	-0.102
YDL189W	-0.102
YLL023C	-0.102
YHL034C	-0.102
YBR224W	-0.102
YML119W	-0.103
YBR239C	-0.103
YOR277C	-0.103
YCR045C	-0.104
YDR076W	-0.104
YJL159W	-0.104
YFR020W	-0.104
YHR006W	-0.104
YOL032W	-0.104
YKL121W	-0.104
YBL063W	-0.105
YMR083W	-0.105
YDR305C	-0.106
YGL014W	-0.106
YER124C	-0.106
YBR134W	-0.107
YMR190C	-0.107
YGR221C	-0.107
YDR430C	-0.107
YHR134W	-0.107
YIL005W	-0.107
YPR078C	-0.107
YOR193W	-0.107
YLR218C	-0.108
YML081C-A	-0.108
YMR127C	-0.108
YOR354C	-0.108
YLR177W	-0.108
YEL052W	-0.109
YOL044W	-0.109
YHR143W	-0.109
YLR006C	-0.109
YNR009W	-0.109
YLR299W	-0.110
YJR001W	-0.110
YDR386W	-0.110
YML099C	-0.110
YDR078C	-0.110
YNL257C	-0.111
YDR205W	-0.111
YBR021W	-0.111
YBR028C	-0.111
YCL016C	-0.111
YJL138C	-0.112
YDR329C	-0.112
YLL033W	-0.112
YOL049W	-0.112
YKL061W	-0.112
YPL023C	-0.112
YPL240C	-0.112
YNL170W	-0.112
YFR011C	-0.113
YGR282C	-0.113
YCR059C	-0.113
YJL201W	-0.113
YER103W	-0.113
YNL115C	-0.113
YML117W	-0.113
YJL092W	-0.113
YBR035C	-0.114
YOR191W	-0.114
YGR084C	-0.114
YLR283W	-0.114
YLR231C	-0.114
YFR048W	-0.114
YJL038C	-0.114
YBR165W	-0.115
YMR219W	-0.115
YJL095W	-0.115
YOR183W	-0.115
YDR097C	-0.115
YJR047C	-0.115
YBL070C	-0.116
YJR083C	-0.116
YGR183C	-0.116
YJL176C	-0.116
YDL161W	-0.116
YML095C	-0.116
YGL141W	-0.116
YKL148C	-0.116
YLL029W	-0.117
YKL136W	-0.117
YDR490C	-0.117
YKR016W	-0.118
YNR045W	-0.118
YER180C	-0.118
YGR102C	-0.118
YHR123W	-0.118
YBL091C	-0.118
YHR080C	-0.118
YNL196C	-0.118
YLR058C	-0.119
YER162C	-0.119
YLR235C	-0.119
YMR078C	-0.119
YMR207C	-0.120
YKR099W	-0.120
YKL027W	-0.121
YBL064C	-0.121
YLR080W	-0.121
YDL053C	-0.122
YML021C	-0.122
YDR391C	-0.122
YCL064C	-0.122
YOL060C	-0.122
YGR012W	-0.123
YPL198W	-0.123
YKL053W	-0.123
YJL024C	-0.123
YJL122W	-0.123
YHL041W	-0.123
YPL197C	-0.123
YJL141C	-0.124
YKR077W	-0.124
YDR426C	-0.125
YOR269W	-0.125
YGR174C	-0.125
YHR129C	-0.126
YDR512C	-0.127
YDR463W	-0.127
YGL221C	-0.128
YNR052C	-0.128
YDR204W	-0.128
YML107C	-0.128
YOR123C	-0.128
YPL156C	-0.128
YOR358W	-0.128
YLR059C	-0.129
YNL121C	-0.129
YEL008W	-0.129
YJL212C	-0.129
YGL250W	-0.130
YOL147C	-0.130
YCL030C	-0.130
YOL007C	-0.130
YOL011W	-0.131
YHR142W	-0.131
YNL076W	-0.131
YIL041W	-0.131
YOR297C	-0.131
YMR135C	-0.131
YPL060W	-0.131
YJL082W	-0.132
YJR050W	-0.132
YLR292C	-0.132
YHR195W	-0.132
YPL207W	-0.133
YNL086W	-0.133
YLR399C	-0.133
YGR231C	-0.133
YNR032C-A	-0.134
YDL180W	-0.134
YIR027C	-0.134
YKR073C	-0.134
YCR063W	-0.134
YLR201C	-0.135
YDR151C	-0.135
YIL017C	-0.135
YDL213C	-0.136
YOR137C	-0.136
YDR493W	-0.136
YKR027W	-0.136
YOL096C	-0.136
YHR009C	-0.137
YGR222W	-0.137
YOL089C	-0.137
YLR405W	-0.137
YDR257C	-0.137
YKL114C	-0.138
YGR079W	-0.138
YBL089W	-0.138
YBL038W	-0.138
YDR079W	-0.138
YDL032W	-0.139
YMR021C	-0.139
YDR159W	-0.139
YKL169C	-0.139
YPR134W	-0.140
YGL215W	-0.140
YOR333C	-0.140
YBL094C	-0.140
YPR158W	-0.141
YNL135C	-0.141
YHR125W	-0.141
YPR100W	-0.141
YLR044C	-0.141
YOR267C	-0.141
YDR417C	-0.142
YBR173C	-0.142
YGL064C	-0.142
YNL003C	-0.142
YJL157C	-0.142
YDL174C	-0.143
YNL252C	-0.143
YCR087W	-0.144
YMR012W	-0.144
YIL076W	-0.144
YBR099C	-0.145
YFR033C	-0.145
YCR003W	-0.145
YDL178W	-0.145
YJL210W	-0.145
YPL215W	-0.145
YDR231C	-0.146
YNL214W	-0.146
YPL270W	-0.146
YKL076C	-0.147
YDL067C	-0.147
YDR444W	-0.147
YNL281W	-0.148
YEL059W	-0.148
YHL030W	-0.149
YML034C-A	-0.149
YPL173W	-0.150
YNL187W	-0.150
YOR156C	-0.150
YGL232W	-0.151
YNL242W	-0.151
YPL125W	-0.152
YDR144C	-0.152
YBR078W	-0.152
YGL252C	-0.152
YMR166C	-0.152
YER010C	-0.152
YDL135C	-0.153
YJL129C	-0.153
YDL230W	-0.154
YDR431W	-0.154
YPR066W	-0.154
YMR035W	-0.154
YLR204W	-0.154
YJL047C	-0.155
YBR022W	-0.155
YMR156C	-0.155
YHR051W	-0.155
YAL039C	-0.156
YDR268W	-0.156
YHL013C	-0.156
YER090W	-0.156
YLR295C	-0.156
YER095W	-0.157
YHR179W	-0.157
YIL009C-A	-0.157
YBR003W	-0.158
YKL069W	-0.158
YOL098C	-0.159
YBR288C	-0.159
YMR040W	-0.159
YOL108C	-0.160
YNR070W	-0.160
YMR151W	-0.160
YPL032C	-0.160
YML007W	-0.161
YLR319C	-0.161
YPL147W	-0.162
YLR239C	-0.162
YGR150C	-0.162
YKL003C	-0.163
YMR256C	-0.163
YNL021W	-0.164
YMR024W	-0.164
YOL014W	-0.164
YDL033C	-0.165
YBL103C	-0.165
YGL163C	-0.165
YJR127C	-0.166
YJR094C	-0.166
YDR251W	-0.167
YDR150W	-0.168
YDR438W	-0.168
YGL244W	-0.168
YLR366W	-0.168
YBR270C	-0.168
YPR047W	-0.169
YER077C	-0.169
YAL042C-A	-0.189
YPL116W	-0.169
YDR514C	-0.169
YOL051W	-0.169
YPR046W	-0.170
YLR202C	-0.170
YNR036C	-0.171
YLR193C	-0.171
YBL071C	-0.172
YOR334W	-0.172
YJL183W	-0.172
YDR230W	-0.173
YKL008C	-0.173
YJL178C	-0.174
YLR038C	-0.174
YER153C	-0.174
YLR246W	-0.174
YNR072W	-0.174
YJL207C	-0.174
YHL039W	-0.175
YML067C	-0.175
YDR174W	-0.175
YDR295C	-0.175
YPL118W	-0.175
YBL088C	-0.176
YGR089W	-0.177
YMR241W	-0.177
YCL032W	-0.177
YHR091C	-0.177
YDR469W	-0.178
YKL205W	-0.179
YLR304C	-0.180
YOR045W	-0.180
YOR291W	-0.180
YGL237C	-0.181
YLL018C-A	-0.181
YBR261C	-0.181
YOR350C	-0.182
YDL224C	-0.182
YHR086W	-0.182
YMR310C	-0.183
YNL081C	-0.183
YPL029W	-0.183
YLR325C	-0.184
YMR064W	-0.184
YBL021C	-0.184
YMR039C	-0.185
YIL122W	-0.186
YPL172C	-0.187
YOR201C	-0.187
YCR065W	-0.187
YGR276C	-0.187
YNL299W	-0.187
YMR056C	-0.188
YBL024W	-0.188
YLR016C	-0.189
YNR041C	-0.189
YKR093W	-0.190
YDL157C	-0.190
YEL013W	-0.191
YJL055W	-0.191
YOR144C	-0.191
YDR049W	-0.191
YPR084W	-0.191
YJL188C	-0.191
YLR451W	-0.193
YPL091W	-0.193
YBL044W	-0.194
YDR262W	-0.194
YKL097C	-0.195
YJR069C	-0.195
YKR103W	-0.195
YOR199W	-0.195
YJL023C	-0.196
YER048C	-0.197
YOR153W	-0.197
YJL187C	-0.197
YLR032W	-0.197
YNL329C	-0.197
YOR200W	-0.197
YKL194C	-0.198
YMR150C	-0.200
YHR121W	-0.200
YDR435C	-0.200
YGR077C	-0.202
YNL035C	-0.202
YKL087C	-0.202
YOR014W	-0.202
YGL160W	-0.202
YLR367W	-0.203
YDR254W	-0.203
YLR203C	-0.203
YDR261C	-0.204
YBR059C	-0.205
YNL070W	-0.205
YJR082C	-0.205
YKL211C	-0.206
YOL095C	-0.206
YNL164C	-0.207
YHL038C	-0.207
YLR067C	-0.207
YNR064C	-0.208
YDR260C	-0.208
YPL214C	-0.209
YDL062W	-0.209
YML106W	-0.209
YNL111C	-0.209
YIL020C	-0.209
YGL026C	-0.209
YJL149W	-0.210
YDR154C	-0.210
YML109W	-0.210
YOL073C	-0.211
YLR309C	-0.211
YKL149C	-0.211
YAL042W	-0.212
YDR322W	-0.212
YOL052C	-0.212
YKL216W	-0.213
YBL091C-A	-0.213
YDR293C	-0.213
YNL029C	-0.213
YEL043W	-0.214
YGR270W	-0.214
YPL040C	-0.214
YBR172C	-0.215
YBR268W	-0.215
YJL096W	-0.216
YDR206W	-0.216
YMR282C	-0.216
YDR278C	-0.216
YPR116W	-0.217
YLR176C	-0.217
YHR116W	-0.217
YMR300C	-0.219
YLR015W	-0.219
YPR197C	-0.219
YHR154W	-0.219
YBR216C	-0.219
YOR150W	-0.220
YPL013C	-0.221
YNL082W	-0.222
YMR048W	-0.222
YNR029C	-0.222
YML063W	-0.222
YDR007W	-0.222
YOR196C	-0.222
YLR306W	-0.222
YJL136C	-0.223
YDR332W	-0.224
YLR020C	-0.225
YLR434C	-0.225
