ORF	het | growth (relative abundance in pooled culture) | time [20 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012	hom | growth (relative abundance in pooled culture) | time [5 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012
YOR183W	-0.702	NaN
YOR184W	-0.125	NaN
YOR185C	0.569	NaN
YOR186W	-0.947	NaN
YOR188W	0.324	NaN
YOR189W	0.810	NaN
YOR190W	-0.242	NaN
YOR191W	-0.477	NaN
YOR192C	0.357	NaN
YOR193W	-0.132	NaN
YOR194C	NaN	-0.853
YOR195W	-0.848	NaN
YOR196C	0.912	NaN
YOR197W	0.053	NaN
YOR198C	-1.814	NaN
YOR199W	-0.368	NaN
YOR200W	0.327	NaN
YOR202W	0.197	NaN
YOR203W	-0.095	NaN
YOR204W	NaN	-1.883
YOR205C	0.479	NaN
YOR206W	NaN	1.076
YOR207C	NaN	-2.022
YOR208W	-0.027	NaN
YOR209C	1.030	NaN
YOR210W	NaN	-2.562
YOR211C	0.069	NaN
YOR213C	-1.246	NaN
YOR214C	0.500	NaN
YOR215C	-0.026	NaN
YOR216C	0.188	NaN
YOR217W	NaN	-0.574
YOR218C	-1.160	NaN
YOR219C	0.644	NaN
YOR220W	0.254	NaN
YOR221C	0.364	NaN
YOR222W	-0.200	NaN
YOR223W	-0.235	NaN
YOR224C	NaN	-0.789
YOR225W	-0.354	NaN
YOR226C	-0.207	NaN
YOR227W	0.294	NaN
YOR228C	0.079	NaN
YOR229W	0.022	NaN
YOR230W	-0.066	NaN
YOR231W	0.126	NaN
YOR232W	NaN	-0.128
YOR233W	-0.814	NaN
YOR234C	0.207	NaN
YOR235W	-3.488	NaN
YOR236W	NaN	-2.408
YOR237W	0.029	NaN
YOR238W	-0.618	NaN
YOR239W	0.091	NaN
YOR242C	-0.269	NaN
YOR243C	-2.085	NaN
YOR244W	NaN	-3.500
YOR245C	-0.377	NaN
YOR246C	-0.736	NaN
YOR247W	0.996	NaN
YOR248W	1.361	NaN
YOR249C	NaN	-0.598
YOR250C	NaN	1.329
YOR251C	-0.273	NaN
YOR252W	0.125	NaN
YOR253W	-0.026	NaN
YOR254C	NaN	-0.104
YOR255W	-0.459	NaN
YOR256C	NaN	-2.188
YOR257W	NaN	-1.272
YOR258W	-2.596	NaN
YOR259C	NaN	-2.453
YOR260W	NaN	-0.627
YOR261C	NaN	-2.469
YOR262W	NaN	-0.368
YOR263C	-0.057	NaN
YOR264W	-0.039	NaN
YOR265W	-0.835	NaN
YOR266W	-0.090	NaN
YOR267C	-1.453	NaN
YOR268C	-0.132	NaN
YOR269W	-0.147	NaN
YOR270C	0.353	NaN
YOR271C	-0.282	NaN
YOR272W	NaN	-0.086
YOR273C	-0.407	NaN
YOR274W	-3.255	NaN
YOR275C	-2.534	NaN
YOR278W	NaN	-0.622
YOR279C	0.917	NaN
YOR280C	0.656	NaN
YOR282W	-1.320	NaN
YOR283W	0.590	NaN
YOR284W	0.241	NaN
YOR285W	-0.071	NaN
YOR286W	0.520	NaN
YOR288C	-0.081	NaN
YOR289W	-0.293	NaN
YOR290C	0.563	NaN
YOR292C	0.036	NaN
YOR293W	-2.587	NaN
YOR294W	NaN	0.024
YOR295W	-3.082	NaN
YOR296W	0.015	NaN
YOR297C	-0.677	NaN
YOR298C-A	-1.073	NaN
YOR298W	0.025	NaN
YOR299W	-0.205	NaN
YOR300W	-0.227	NaN
YOR301W	-0.174	NaN
YOR302W	0.508	NaN
YOR303W	-0.315	NaN
YOR304C-A	-0.735	NaN
YOR304W	-0.186	NaN
YOR305W	0.693	NaN
YOR306C	-0.232	NaN
YOR307C	-0.325	NaN
YOR308C	0.442	NaN
YOR309C	-0.117	NaN
YOR310C	NaN	-0.094
YOR311C	0.948	NaN
YOR312C	-2.333	NaN
YOR313C	-0.330	NaN
YOR314W	-0.284	NaN
YOR315W	-0.213	NaN
YOR316C	-0.050	NaN
YOR317W	-0.162	NaN
YOR318C	0.162	NaN
YOR319W	NaN	-1.206
YOR320C	-0.396	NaN
YOR321W	-0.125	NaN
YOR322C	0.263	NaN
YOR323C	-0.623	NaN
YOR324C	0.221	NaN
YOR325W	-0.916	NaN
YOR326W	NaN	0.394
YOR327C	0.453	NaN
YOR328W	-0.203	NaN
YOR329C	NaN	-0.389
YOR330C	0.164	NaN
YOR331C	1.242	NaN
YOR332W	0.691	NaN
YOR333C	-0.559	NaN
YOR334W	-0.748	NaN
YOR335C	NaN	-0.621
YOR336W	NaN	-1.248
YOR337W	0.938	NaN
YOR339C	-0.198	NaN
YOR340C	NaN	-2.605
YOR341W	NaN	-2.952
YOR342C	-0.339	NaN
YOR343C	-0.378	NaN
YOR344C	0.471	NaN
YOR345C	-0.875	NaN
YOR346W	-0.252	NaN
YOR347C	-0.064	NaN
YOR348C	-0.207	NaN
YOR349W	-0.310	NaN
YOR350C	-0.090	NaN
YOR352W	-0.038	NaN
YOR353C	NaN	0.066
YOR354C	0.688	NaN
YOR355W	-0.236	NaN
YOR356W	-0.052	NaN
YOR357C	-2.535	NaN
YOR358W	0.072	NaN
YOR359W	0.760	NaN
YOR360C	0.999	NaN
YOR361C	NaN	-0.703
YOR362C	NaN	-1.091
YOR363C	-0.150	NaN
YOR364W	0.439	NaN
YOR365C	0.110	NaN
YOR366W	-0.743	NaN
YOR367W	-0.145	NaN
YOR368W	0.326	NaN
YOR369C	-2.085	NaN
YOR370C	NaN	-1.027
YOR371C	0.067	NaN
YOR372C	NaN	-0.353
YOR373W	NaN	-0.814
YOR374W	0.129	NaN
YOR375C	0.346	NaN
YOR376W	-0.420	NaN
YOR377W	-1.089	NaN
YOR378W	-0.385	NaN
YOR379C	-1.090	NaN
YOR380W	0.525	NaN
YOR381W	-0.252	NaN
YOR382W	-0.001	NaN
YOR384W	0.059	NaN
YOR385W	-0.334	NaN
YPL001W	-0.042	NaN
YPL002C	-3.679	NaN
YPL003W	-0.165	NaN
YPL004C	-0.739	NaN
YPL006W	0.146	NaN
YPL007C	NaN	-1.513
YPL008W	0.337	NaN
YPL009C	0.213	NaN
YPL010W	NaN	-2.159
YPL011C	NaN	-0.236
YPL012W	NaN	-0.711
YPL013C	0.125	NaN
YPL014W	-0.149	NaN
YPL015C	-0.417	NaN
YPL016W	NaN	-2.068
YPL017C	0.038	NaN
YPL018W	0.513	NaN
YPL019C	-0.104	NaN
YPL020C	NaN	-1.655
YPL021W	0.097	NaN
YPL022W	-0.256	NaN
YPL023C	0.439	NaN
YPL027W	-0.140	NaN
YPL028W	NaN	-2.660
YPL029W	0.395	NaN
YPL030W	0.612	NaN
YPL031C	1.939	NaN
YPL032C	-0.115	NaN
YPL033C	-0.375	NaN
YPL034W	0.042	NaN
YPL035C	0.388	NaN
YPL036W	0.291	NaN
YPL037C	-1.018	NaN
YPL038W	-0.340	NaN
YPL039W	-0.147	NaN
YPL040C	-0.292	NaN
YPL042C	-1.293	NaN
YPL043W	NaN	0.312
YPL044C	-0.727	NaN
YPL045W	-1.694	NaN
YPL046C	0.065	NaN
YPL047W	0.386	NaN
YPL049C	-1.495	NaN
YPL051W	-2.491	NaN
YPL052W	-0.928	NaN
YPL053C	1.023	NaN
YPL054W	0.270	NaN
YPL055C	-0.205	NaN
YPL056C	-1.464	NaN
YPL057C	-2.579	NaN
YPL058C	-0.596	NaN
YPL060W	0.455	NaN
YPL061W	2.014	NaN
YPL062W	0.893	NaN
YPL063W	NaN	0.078
YPL064C	0.035	NaN
YPL065W	-2.185	NaN
YPL066W	0.027	NaN
YPL068C	-0.594	NaN
YPL070W	-0.436	NaN
YPL071C	-0.188	NaN
YPL072W	-0.165	NaN
YPL073C	0.048	NaN
YPL074W	-0.103	NaN
YPL076W	NaN	-2.167
YPL077C	0.547	NaN
YPL078C	0.264	NaN
YPL079W	-0.005	NaN
YPL080C	-0.144	NaN
YPL081W	-0.620	NaN
YPL082C	NaN	-0.458
YPL083C	NaN	-0.294
YPL084W	-0.043	NaN
YPL085W	NaN	-0.259
YPL087W	0.325	NaN
YPL088W	-0.327	NaN
YPL089C	0.279	NaN
YPL092W	0.069	NaN
YPL093W	NaN	1.023
YPL094C	NaN	-3.199
YPL095C	-0.249	NaN
YPL096W	-0.234	NaN
YPL097W	0.178	NaN
YPL098C	-0.062	NaN
YPL099C	-0.036	NaN
YPL100W	-0.261	NaN
YPL101W	-0.545	NaN
YPL102C	-0.445	NaN
YPL103C	-0.402	NaN
YPL104W	0.335	NaN
YPL105C	-0.761	NaN
YPL106C	-1.123	NaN
YPL107W	-0.132	NaN
YPL108W	0.044	NaN
YPL109C	-0.256	NaN
YPL110C	-0.137	NaN
YPL111W	-0.278	NaN
YPL112C	-0.321	NaN
YPL113C	-0.595	NaN
YPL114W	-0.388	NaN
YPL115C	-0.453	NaN
YPL116W	-0.274	NaN
YPL117C	NaN	-0.864
YPL118W	0.207	NaN
YPL119C	-0.268	NaN
YPL120W	-0.470	NaN
YPL121C	-0.164	NaN
YPL122C	NaN	-0.243
YPL123C	-0.378	NaN
YPL125W	-1.631	NaN
YPL126W	NaN	-1.125
YPL127C	-0.644	NaN
YPL128C	NaN	0.403
YPL130W	-0.463	NaN
YPL131W	NaN	0.786
YPL132W	0.073	NaN
YPL133C	-0.084	NaN
YPL134C	0.046	NaN
YPL135W	0.080	NaN
YPL136W	0.579	NaN
YPL137C	0.794	NaN
YPL138C	0.163	NaN
YPL139C	0.828	NaN
YPL140C	0.486	NaN
YPL141C	0.024	NaN
YPL142C	3.106	NaN
YPL143W	NaN	2.175
YPL144W	-1.301	NaN
YPL145C	-2.403	NaN
YPL146C	NaN	0.313
YPL147W	0.276	NaN
YPL148C	0.045	NaN
YPL150W	-1.456	NaN
YPL151C	NaN	-0.921
YPL152W	-0.691	NaN
YPL153C	NaN	-1.330
YPL154C	-0.503	NaN
YPL155C	-0.742	NaN
YPL156C	-0.068	NaN
YPL157W	-0.172	NaN
YPL158C	-0.618	NaN
YPL159C	-0.273	NaN
YPL160W	NaN	-1.929
YPL161C	2.443	NaN
YPL162C	-0.312	NaN
YPL163C	0.240	NaN
YPL164C	0.406	NaN
YPL165C	0.452	NaN
YPL166W	-0.131	NaN
YPL167C	-0.151	NaN
YPL168W	0.087	NaN
YPL169C	NaN	1.177
YPL170W	0.126	NaN
YPL171C	0.321	NaN
YPL173W	0.113	NaN
YPL174C	-0.074	NaN
YPL175W	NaN	-1.076
YPL176C	1.018	NaN
YPL177C	-0.116	NaN
YPL178W	-0.275	NaN
YPL179W	1.413	NaN
YPL180W	-1.851	NaN
YPL181W	0.249	NaN
YPL182C	0.649	NaN
YPL183C	0.403	NaN
YPL184C	0.722	NaN
YPL185W	-0.212	NaN
YPL187W	-0.138	NaN
YPL188W	0.345	NaN
YPL190C	NaN	-0.662
YPL191C	0.130	NaN
YPL192C	-0.125	NaN
YPL193W	-2.271	NaN
YPL194W	0.310	NaN
YPL195W	1.237	NaN
YPL196W	0.422	NaN
YPL198W	0.220	NaN
YPL199C	0.274	NaN
YPL200W	-0.100	NaN
YPL201C	0.125	NaN
YPL202C	-2.454	NaN
YPL203W	0.772	NaN
YPL204W	NaN	-2.278
YPL205C	-0.294	NaN
YPL206C	-0.110	NaN
YPL208W	0.335	NaN
YPL210C	NaN	-1.973
YPL211W	NaN	-0.499
YPL212C	-0.041	NaN
YPL213W	0.968	NaN
YPL214C	0.166	NaN
YPL217C	NaN	-0.205
YPL218W	NaN	3.704
YPL219W	-0.003	NaN
YPL220W	0.822	NaN
YPL221W	0.161	NaN
YPL222W	0.121	NaN
YPL223C	0.023	NaN
YPL224C	0.392	NaN
YPL225W	-0.306	NaN
YPL226W	-0.945	NaN
YPL227C	-0.990	NaN
YPL228W	NaN	0.088
YPL229W	0.205	NaN
YPL230W	0.137	NaN
YPL231W	NaN	-1.692
YPL232W	1.764	NaN
YPL233W	NaN	1.335
YPL234C	1.700	NaN
YPL236C	0.324	NaN
YPL237W	NaN	0.405
YPL238C	-2.641	NaN
YPL239W	-2.706	NaN
YPL240C	0.056	NaN
YPL241C	-0.079	NaN
YPL242C	NaN	-0.451
YPL244C	0.591	NaN
YPL245W	0.260	NaN
YPL246C	0.735	NaN
YPL247C	0.053	NaN
YPL248C	0.089	NaN
YPL249C	0.215	NaN
YPL250C	-0.109	NaN
YPL251W	-0.336	NaN
YPL252C	NaN	-2.456
YPL253C	0.187	NaN
YPL254W	1.101	NaN
YPL255W	NaN	-0.963
YPL256C	0.086	NaN
YPL257W	0.226	NaN
YPL258C	0.022	NaN
YPL259C	0.038	NaN
YPL260W	0.563	NaN
YPL261C	0.588	NaN
YPL262W	0.815	NaN
YPL263C	-0.406	NaN
YPL264C	0.243	NaN
YPL266W	NaN	0.604
YPL267W	0.421	NaN
YPL269W	-1.840	NaN
YPL270W	0.141	NaN
YPL271W	1.478	NaN
YPL272C	0.242	NaN
YPL273W	0.591	NaN
YPL274W	1.109	NaN
YPR001W	-0.255	NaN
YPR002W	0.181	NaN
YPR006C	-0.117	NaN
YPR007C	0.075	NaN
YPR008W	0.500	NaN
YPR009W	0.192	NaN
YPR010C	NaN	-2.477
YPR011C	-0.331	NaN
YPR013C	0.241	NaN
YPR014C	0.029	NaN
YPR015C	-0.008	NaN
YPR016C	NaN	1.321
YPR017C	0.447	NaN
YPR018W	0.328	NaN
YPR019W	NaN	-0.406
YPR020W	0.398	NaN
YPR021C	0.154	NaN
YPR022C	0.797	NaN
YPR023C	-1.043	NaN
YPR024W	-1.203	NaN
YPR025C	NaN	1.626
YPR026W	0.245	NaN
YPR027C	-0.168	NaN
YPR028W	0.286	NaN
YPR029C	-1.148	NaN
YPR030W	0.095	NaN
YPR031W	-1.125	NaN
YPR032W	-1.237	NaN
YPR033C	NaN	-3.303
YPR034W	NaN	-2.439
YPR035W	NaN	-0.022
YPR037C	0.424	NaN
YPR038W	-0.043	NaN
YPR039W	0.053	NaN
YPR040W	1.345	NaN
YPR041W	NaN	-1.542
YPR042C	-0.109	NaN
YPR043W	0.096	NaN
YPR044C	0.634	NaN
YPR045C	0.194	NaN
YPR046W	0.097	NaN
YPR047W	-0.791	NaN
YPR048W	NaN	-0.437
YPR049C	-0.595	NaN
YPR050C	-1.884	NaN
YPR052C	-1.388	NaN
YPR053C	-0.503	NaN
YPR054W	0.565	NaN
YPR055W	NaN	1.567
YPR057W	0.176	NaN
YPR058W	-0.302	NaN
YPR059C	0.385	NaN
YPR060C	0.930	NaN
YPR061C	0.882	NaN
YPR062W	0.448	NaN
YPR064W	0.102	NaN
YPR065W	-0.133	NaN
YPR066W	-0.329	NaN
YPR067W	1.136	NaN
YPR068C	-0.584	NaN
YPR069C	1.075	NaN
YPR070W	0.616	NaN
YPR072W	-2.700	NaN
YPR073C	-0.108	NaN
YPR074C	-0.115	NaN
YPR076W	0.390	NaN
YPR078C	-0.140	NaN
YPR079W	-0.531	NaN
YPR083W	0.667	NaN
YPR085C	NaN	-1.470
YPR086W	NaN	-1.278
YPR087W	-2.811	NaN
YPR088C	NaN	-1.882
YPR089W	-0.024	NaN
YPR091C	-2.378	NaN
YPR092W	-1.169	NaN
YPR093C	0.024	NaN
YPR094W	NaN	-0.548
YPR095C	0.313	NaN
YPR096C	-0.255	NaN
YPR097W	0.245	NaN
YPR098C	-0.502	NaN
YPR099C	0.319	NaN
YPR100W	-0.003	NaN
YPR101W	-0.226	NaN
YPR103W	NaN	-1.399
YPR104C	NaN	0.597
YPR106W	-1.516	NaN
YPR107C	NaN	0.901
YPR108W	NaN	-1.515
YPR109W	0.067	NaN
YPR111W	-0.215	NaN
YPR112C	NaN	-0.228
YPR114W	-1.856	NaN
YPR115W	0.135	NaN
YPR117W	0.031	NaN
YPR118W	-0.298	NaN
YPR119W	0.241	NaN
YPR120C	-0.906	NaN
YPR121W	0.596	NaN
YPR122W	0.493	NaN
YPR123C	1.265	NaN
YPR124W	2.189	NaN
YPR126C	0.497	NaN
YPR127W	-0.436	NaN
YPR129W	1.115	NaN
YPR130C	0.210	NaN
YPR131C	-1.801	NaN
YPR133C	NaN	1.496
YPR133W-A	-1.831	NaN
YPR136C	-2.109	NaN
YPR137W	NaN	-3.348
YPR138C	0.599	NaN
YPR139C	-3.643	NaN
YPR140W	0.265	NaN
YPR142C	0.833	NaN
YPR143W	NaN	-0.268
YPR144C	NaN	0.925
YPR145W	0.087	NaN
YPR146C	0.442	NaN
YPR147C	-0.224	NaN
YPR148C	-1.690	NaN
YPR149W	0.365	NaN
YPR150W	-0.144	NaN
YPR151C	-0.391	NaN
YPR152C	0.531	NaN
YPR153W	0.677	NaN
YPR154W	0.217	NaN
YPR155C	-0.269	NaN
YPR156C	-0.626	NaN
YPR157W	0.126	NaN
YPR158W	0.690	NaN
YPR159W	0.254	NaN
YPR160W	-0.160	NaN
YPR162C	NaN	-0.028
YPR164W	0.128	NaN
YPR165W	NaN	-0.956
YPR166C	-0.025	NaN
YPR167C	0.238	NaN
YPR168W	NaN	-0.147
YPR169W	NaN	-0.296
YPR170C	1.531	NaN
YPR171W	-0.266	NaN
YPR172W	-0.052	NaN
YPR173C	-0.906	NaN
YPR174C	0.053	NaN
YPR175W	NaN	-0.050
YPR176C	NaN	-0.054
YPR177C	-0.231	NaN
YPR178W	NaN	-0.145
YPR179C	0.104	NaN
YPR180W	NaN	1.087
YPR181C	NaN	4.015
YPR182W	NaN	-2.499
YPR183W	NaN	-1.865
YPR184W	0.691	NaN
YPR185W	0.159	NaN
YPR186C	NaN	-1.000
YPR188C	0.472	NaN
YPR189W	-0.296	NaN
YPR190C	NaN	-1.325
YPR191W	-0.320	NaN
YPR192W	-0.283	NaN
YPR193C	0.173	NaN
YPR194C	-0.162	NaN
YPR195C	-0.045	NaN
YPR196W	0.409	NaN
YPR197C	0.679	NaN
YPR198W	-0.075	NaN
YPR199C	0.859	NaN
YPR200C	-0.478	NaN
YPR201W	-0.607	NaN
