ORF	hap a | growth (colony size) | Chimaphylin [0.05 mg/mL] | Galvan IJ~Smith ML, 2008
YGR222W	1.059
YPR132W	0.978
YGR223C	0.719
YPR134W	1.155
YGR224W	0.746
YPR135W	0.815
YGR225W	1.132
YPR138C	0.838
YGR226C	0.865
YPR139C	0.377
YGR227W	0.693
YPR140W	0.927
YGR228W	1.021
YPR141C	1.128
YGR229C	1.005
YPR145W	0.779
YGR230W	1.080
YPR146C	0.789
YGR231C	0.642
YPR147C	1.001
YBR159W	0.849
YBR045C	0.858
YBR161W	0.934
YBR046C	0.830
YBR162C	0.817
YBR047W	0.842
YBR162W-A	0.952
YBR048W	0.780
YBR163W	NaN
YBR050C	0.965
YBR164C	0.937
YBR051W	1.116
YBR165W	1.014
YBR052C	0.896
YBR166C	1.153
YBR053C	1.439
YBR170C	1.008
YBR054W	0.786
YBR171W	1.128
YBR056W	0.828
YBR172C	1.325
YBR057C	1.102
YDL001W	1.245
YBR058C	0.871
YFR044C	0.862
YPR117W	1.080
YFR045W	1.082
YPR119W	0.567
YFR046C	1.018
YPR120C	1.041
YFR047C	1.121
YPR121W	1.217
YFR048W	0.974
YPR122W	1.055
YFR049W	0.854
YPR123C	0.800
YFR053C	1.113
YPR124W	NaN
YFR054C	1.013
YPR125W	1.061
YFR055W	1.305
YPR126C	1.157
YFR056C	1.104
YPR127W	0.781
YFR057W	0.955
YPR128C	1.411
YGR219W	1.209
YPR129W	0.950
YBR139W	0.804
YBR031W	1.210
YBR141C	0.697
YBR032W	1.039
YBR144C	0.993
YBR033W	1.113
YBR145W	0.851
YBR034C	0.942
YBR146W	1.215
YBR035C	0.955
YBR147W	1.024
YBR036C	1.210
YBR148W	1.206
YBR037C	NaN
YBR149W	0.727
YBR040W	1.350
YBR151W	1.278
YBR041W	1.151
YBR156C	1.032
YBR042C	1.540
YBR157C	1.354
YBR043C	1.052
YBR158W	1.088
YBR044C	1.186
YER188W	1.120
YPR096C	1.275
YFL034C-A	1.116
YPR097W	0.988
YFR032C	0.946
YPR098C	1.055
YFR032C-A	0.850
YPR099C	NaN
YFR033C	1.016
YPR100W	0.753
YFR034C	0.949
YPR101W	0.777
YFR035C	1.141
YPR106W	1.143
YFR036W	1.300
YPR109W	1.187
YFR038W	1.213
YPR111W	1.224
YFR040W	1.179
YPR114W	1.222
YFR041C	0.871
YPR115W	1.185
YFR043C	1.223
YPR116W	0.738
YBR121C	1.323
YBR018C	1.046
YBR122C	0.684
YBR019C	0.912
YBR126C	0.673
YBR020W	1.068
YBR127C	NaN
YBR021W	0.543
YBR128C	1.119
YBR022W	1.094
YBR129C	1.065
YBR023C	1.074
YBR130C	1.252
YBR024W	1.079
YBR132C	NaN
YBR025C	0.888
YBR133C	0.928
YBR026C	1.059
YBR134W	0.971
YBR027C	1.130
YBR137W	1.300
YBR028C	1.143
YBR138C	0.935
YBR030W	0.761
YDL130W-A	1.355
YPR074C	1.255
YDR363W-A	1.322
YPR075C	1.130
YDR525W-A	0.991
YPR076W	1.259
YDR535C	1.077
YPR077C	1.111
YDR536W	0.941
YPR079W	1.182
YDR538W	1.282
YPR084W	0.737
YDR539W	1.205
YPR087W	0.982
YDR540C	1.217
YPR089W	1.117
YDR541C	1.190
YPR090W	1.302
YER039C-A	1.351
YPR092W	1.180
YER091C-A	1.192
YPR093C	1.084
YER144C	1.105
YPR095C	0.952
YBR104W	1.115
YBR003W	NaN
YBR105C	0.833
YBR005W	1.311
YBR106W	1.018
YBR006W	0.858
YBR107C	0.875
YBR007C	1.079
YBR108W	1.008
YBR008C	1.079
YBR111C	1.076
YBR009C	1.136
YBR113W	1.074
YBR010W	1.088
YBR114W	1.264
YBR012C	1.299
YBR115C	1.209
YBR013C	1.053
YBR116C	1.334
YBR014C	1.186
YBR119W	1.286
YBR015C	1.260
YBR120C	NaN
YBR016W	0.895
YPR201W	0.924
YPR060C	0.838
YCR090C	0.951
YPR061C	1.042
YCR091W	0.923
YPR062W	0.873
YCR092C	0.921
YPR063C	0.875
YCR094W	0.932
YPR065W	0.693
YCR098C	1.005
YPR066W	0.865
YCR099C	1.035
YPR068C	1.122
YCR100C	1.176
YPR069C	0.990
YCR101C	1.433
YPR070W	1.272
YCR102C	1.274
YPR071W	1.208
YCR105W	1.198
YPR072W	NaN
YCR106W	1.154
YPR073C	0.949
YBR084W	0.739
YBL095W	0.748
YBR085W	1.008
YBL096C	0.844
YBR090C-A	0.849
YBL098W	0.811
YBR092C	0.832
YBL099W	NaN
YBL100C	0.815
YBR094W	0.929
YBL101C	1.053
YBR095C	0.834
YBL102W	1.187
YBR097W	NaN
YBL103C	1.242
YBR098W	1.254
YBL104C	0.853
YBR099C	1.185
YBL106C	1.299
YBR100W	1.237
YBL107C	1.116
YBR103W	1.119
YBR001C	1.145
YPR188C	0.996
YPR044C	1.517
YPR189W	0.756
YPR045C	0.689
YPR191W	0.911
YPR046W	0.886
YPR192W	0.907
YPR047W	NaN
YPR193C	0.809
YPR049C	0.900
YPR194C	0.908
YPR051W	0.689
YPR195C	1.037
YPR052C	0.935
YPR196W	0.988
YPR053C	1.161
YPR197C	1.041
YPR054W	1.394
YPR198W	0.970
YPR057W	0.783
YPR199C	0.858
YPR058W	1.207
YPR200C	0.769
YPR059C	0.905
YDL117W	0.118
YJR092W	1.488
YDL119C	1.849
YJR102C	1.469
YDL121C	1.901
YJR103W	1.466
YDL122W	1.941
YJR105W	1.224
YDL123W	1.912
YJR108W	1.370
YDL124W	1.564
YJR110W	1.485
YDL125C	2.037
YJR111C	1.301
YDL127W	1.215
YJR115W	1.330
YDL128W	1.379
YJR127C	1.286
YDL129W	1.698
YJR128W	1.012
YDL130W	1.761
YJR129C	1.239
YDL131W	1.204
YJR130C	0.884
YGL144C	0.982
YDR511W	0.980
YGL146C	1.377
YDR512C	0.958
YGL147C	0.918
YDR513W	0.938
YGL148W	0.433
YDR514C	0.945
YGL149W	0.745
YDR516C	0.870
YGL151W	0.862
YDR517W	0.905
YGL152C	1.049
YDR518W	NaN
YGL153W	0.905
YDR519W	0.726
YGL154C	1.038
YDR520C	0.860
YGL156W	0.980
YDR522C	0.942
YGL157W	1.082
YDR524C	0.805
YGL158W	1.064
YDR525W	1.037
YDL101C	0.723
YML051W	1.001
YDL118W	0.916
YML050W	0.836
YIR005W	1.106
YML048W	0.577
YDL104C	NaN
YML048W-A	0.894
YDL106C	0.729
YML049C	0.819
YDL107W	NaN
YJR073C	0.710
YDL109C	0.950
YJR075W	0.842
YDL110C	0.844
YJR078W	1.093
YDL112W	0.832
YJR079W	1.060
YDL113C	0.974
YJR082C	0.952
YDL114W	1.002
YJR083C	0.833
YDL116W	0.851
YJR088C	0.854
YGL127C	1.225
YDR495C	0.514
YGL129C	NaN
YDR496C	0.726
YGL131C	1.092
YDR497C	0.916
YGL132W	0.915
YDR500C	0.914
YGL133W	1.026
YDR501W	0.866
YGL135W	NaN
YDR503C	1.001
YGL136C	0.540
YDR504C	0.857
YGL138C	0.673
YDR505C	0.922
YGL139W	1.053
YDR506C	0.881
YGL140C	1.043
YDR507C	NaN
YGL141W	1.054
YDR508C	0.994
YGL143C	NaN
YDR509W	1.341
YIR001C	0.720
YML062C	0.929
YIR002C	0.987
YML061C	NaN
YIR003W	1.321
YML060W	1.043
YML059C	1.233
YIR007W	1.216
YML058W	0.936
YIR009W	1.185
YML057W	1.135
YIR013C	1.044
YML058C-A	1.153
YIR014W	0.963
YML056C	0.975
YIR016W	1.093
YML055W	1.010
YDL096C	1.447
YML054C	1.100
YDL099W	1.022
YML053C	1.240
YDL100C	0.917
YML052W	1.001
YGL107C	1.037
YDR479C	0.898
YGL108C	0.751
YDR480W	0.824
YGL109W	1.006
YDR481C	1.048
YGL110C	1.205
YDR482C	0.918
YGL114W	0.966
YDR484W	0.467
YGL115W	0.992
YDR485C	0.572
YGL117W	1.171
YDR486C	0.864
YGL118C	0.678
YDR488C	0.965
YGL121C	0.948
YDR490C	0.955
YGL124C	NaN
YDR491C	1.016
YGL125W	0.967
YDR492W	1.171
YGL126W	0.906
YDR494W	0.431
YIL159W	0.706
YML089C	0.753
YIL160C	0.988
YML088W	NaN
YIL161W	1.050
YML087C	1.061
YIL162W	1.016
YML086C	1.070
YIL163C	1.042
YML084W	0.913
YIL164C	1.036
YML083C	0.985
YIL165C	0.905
YML082W	0.979
YIL166C	0.692
YML081W	0.898
YIL167W	1.121
YML080W	0.982
YIL168W	0.943
YML079W	0.947
YIL170W	1.110
YML078W	1.070
YIL173W	1.153
YML063W	1.022
YFR017C	0.713
YDR459C	0.993
YFR018C	0.967
YDR462W	0.268
YFR020W	0.942
YDR463W	1.256
YFR021W	1.167
YDR465C	1.017
YFR022W	1.110
YDR466W	0.978
YFR023W	1.149
YDR467C	0.791
YFR024C-A	0.885
YDR469W	0.711
YFR026C	0.816
YDR470C	NaN
YFR031C-A	0.775
YDR471W	0.615
YGL101W	0.997
YDR474C	0.981
YGL104C	0.818
YDR475C	1.048
YGL105W	0.799
YDR476C	1.311
YIL140W	0.811
YIL069C	0.960
YIL141W	0.752
YIL070C	0.914
YIL145C	1.143
YIL071C	1.052
YIL146C	1.042
YIL074C	0.971
YIL148W	0.907
YIL089W	0.832
YIL149C	0.917
YIL092W	1.067
YIL152W	1.253
YIL153W	0.975
YIL154C	0.555
YIL155C	0.643
YIL156W	1.043
YLR226W	0.309
YIL157C	1.127
YFL055W	0.772
YDR443C	1.052
YFL056C	1.145
YDR446W	1.186
YFR001W	1.091
YDR447C	1.109
YFR006W	1.057
YDR448W	1.070
YFR007W	1.185
YDR450W	1.109
YFR008W	0.938
YDR451C	1.039
YFR009W	1.182
YDR452W	1.011
YFR010W	1.045
YDR453C	0.729
YFR012W	0.885
YDR455C	1.021
YFR014C	1.035
YDR456W	0.879
YFR015C	0.780
YDR457W	1.218
YFR016C	0.614
YDR458C	0.776
YIL123W	0.824
YIL015C-A	0.950
YIL124W	0.898
YIL018W	0.884
YIL125W	0.823
YIL038C	1.052
YIL128W	0.761
YIL042C	1.105
YIL130W	1.029
YIL047C	1.000
YIL132C	1.064
YIL052C	0.860
YIL133C	1.111
YIL054W	1.137
YIL134W	0.953
YIL055C	0.887
YIL135C	1.004
YIL059C	0.887
YIL137C	0.763
YIL060W	0.847
YIL138C	0.694
YIL066C	0.487
YIL139C	0.000
YIL067C	0.554
YFL041W	0.856
YDL088C	1.151
YFL043C	0.974
YDL089W	1.160
YFL044C	1.068
YDL090C	0.792
YFL046W	1.155
YDL091C	1.054
YFL047W	1.125
YDL093W	1.266
YFL048C	1.115
YDL094C	1.085
YFL049W	1.082
YDL095W	1.003
YFL050C	1.089
YDR438W	0.967
YFL051C	0.874
YDR439W	0.729
YFL052W	0.995
YDR440W	1.069
YFL053W	0.734
YDR441C	0.923
YFL054C	0.723
YDR442W	0.645
YIL105C	1.086
YGL174W	0.992
YIL107C	0.970
YGL175C	0.973
YIL108W	0.962
YGL176C	0.998
YIL110W	0.938
YGL177W	0.856
YIL112W	0.979
YGL179C	0.887
YIL113W	1.079
YGL180W	1.143
YIL114C	1.148
YGL181W	1.064
YIL116W	0.932
YIL006W	1.166
YIL117C	0.858
YIL007C	0.879
YIL119C	0.906
YIL008W	0.591
YIL120W	0.891
YIL009W	0.889
YIL121W	0.336
YIL010W	1.121
YFL023W	1.087
YDL071C	1.037
YFL025C	NaN
YDL073W	NaN
YFL026W	0.962
YDL076C	0.811
YFL027C	0.878
YDL077C	NaN
YFL028C	1.197
YDL078C	1.082
YFL030W	0.908
YDL079C	0.934
YFL031W	1.043
YDL080C	1.158
YFL032W	1.071
YDL081C	0.977
YFL034W	0.769
YDL082W	0.865
YFL035C-B	0.896
YDL083C	0.806
YFL036W	0.377
YDL085W	0.967
YFL040W	1.101
YDL086W	0.937
YJR135C	0.658
YGL159W	1.209
YJR137C	0.959
YGL160W	0.648
YJR146W	0.992
YGL161C	0.823
YJR147W	0.914
YGL162W	0.803
YJR149W	0.856
YGL163C	0.756
YJR152W	1.043
YGL164C	0.835
YJR154W	1.101
YGL165C	0.727
YIL098C	1.083
YGL166W	1.081
YIL099W	1.373
YGL167C	0.252
YIL100W	0.927
YGL168W	0.367
YIL101C	1.119
YGL170C	1.036
YIL103W	0.924
YGL173C	0.841
YDR528W	0.948
YDL054C	0.816
YDR529C	NaN
YDL056W	0.924
YDR530C	0.904
YDL057W	NaN
YDR532C	0.583
YDL059C	1.090
YDR533C	0.891
YDL061C	1.010
YDR534C	0.868
YDL062W	NaN
YFL006W	0.991
YDL063C	NaN
YFL011W	0.720
YDL065C	0.801
YFL015C	1.017
YDL066W	0.795
YFL018C	0.506
YDL068W	NaN
YFL020C	0.521
YDL069C	NaN
YFL021W	0.901
YDL070W	0.571
YGR281W	0.871
YGR282C	1.113
YGR283C	1.383
YGR284C	1.232
YGR285C	1.092
YGR286C	1.312
YGR287C	1.220
YGR288W	0.858
YGR290W	1.214
YHR021W-A	1.701
YHR039C-B	NaN
YHR079C-B	1.189
YNL094W	0.968
YNL092W	0.868
YNL089C	0.685
YNL084C	NaN
YNL081C	NaN
YNL077W	0.781
YNL069C	0.906
YNL064C	0.862
YNL063W	0.814
YNL057W	0.462
YNL058C	0.968
YNL054W	0.351
YGR256W	0.896
YGR259C	1.031
YGR260W	1.177
YGR261C	1.336
YGR262C	0.723
YGR263C	1.232
YGR266W	0.905
YGR268C	1.211
YGR269W	1.128
YGR270W	1.097
YGR275W	1.151
YGR279C	0.590
YNL134C	0.814
YNL133C	NaN
YNL129W	0.950
YNL128W	0.983
YNL127W	1.013
YNL123W	0.935
YNL122C	0.774
YNL117W	0.916
YNL116W	0.881
YNL108C	1.084
YNL101W	0.868
YNL098C	0.327
YCR068W	0.984
YNR034W	0.700
YCR071C	NaN
YNR036C	NaN
YCR073W-A	0.843
YNR037C	NaN
YCR076C	1.022
YNR039C	0.775
YCR077C	0.982
YNR040W	0.983
YCR079W	0.815
YNR041C	NaN
YCR081W	0.551
YNR042W	0.689
YCR082W	0.945
YNR045W	0.956
YCR085W	1.012
YNR047W	0.897
YCR086W	1.124
YNR048W	1.155
YCR087C-A	0.974
YNR049C	0.826
YCR087W	0.992
YNL146W	0.697
YNL145W	0.810
YNL144C	0.398
YNL143C	0.800
YNL141W	0.895
YNL139C	0.556
YNL136W	0.804
YNL135C	1.013
YCR034W	0.688
YNR019W	1.070
YCR036W	0.721
YNR020C	0.649
YCR043C	1.058
YNR021W	0.958
YCR044C	NaN
YNR022C	0.825
YCR045C	0.873
YNR024W	0.951
YCR049C	1.099
YNR025C	0.882
YCR050C	1.015
YNR027W	0.963
YCR051W	1.140
YNR028W	0.875
YCR059C	0.761
YNR029C	0.752
YCR061W	1.288
YNR030W	0.837
YCR063W	0.860
YNR031C	0.987
YCR065W	1.000
YNR032W	0.824
YBR297W	1.052
YNR004W	1.124
YBR298C	1.006
YNR005C	1.114
YBR300C	1.057
YNR006W	1.493
YCL001W-A	1.160
YNR007C	0.916
YCR020W-B	0.576
YNR008W	1.223
YCR024C	NaN
YNR009W	1.277
YCR024C-A	1.269
YNR010W	0.870
YCR025C	1.229
YNR012W	1.203
YCR026C	1.083
YNR013C	0.836
YCR027C	0.822
YNR014W	1.002
YCR028C	1.095
YNR015W	0.738
YCR031C	1.110
YNR018W	0.914
YDL183C	1.248
YDL184C	1.081
YDL186W	1.278
YDL187C	0.837
YDL188C	1.215
YDL189W	0.895
YDL190C	0.855
YBR281C	0.974
YNL035C	0.919
YBR282W	NaN
YNL037C	1.209
YBR283C	0.938
YNL040W	1.349
YBR284W	1.129
YNL041C	1.108
YBR285W	1.028
YNL043C	0.856
YBR286W	1.210
YNL044W	1.002
YBR290W	1.258
YNL045W	1.321
YBR291C	1.046
YNL046W	1.121
YBR292C	1.202
YNL049C	0.614
YBR293W	1.228
YNL050C	1.210
YBR295W	1.104
YNR001C	0.623
YBR296C	0.864
YNR002C	0.661
YDL171C	1.330
YDL172C	0.667
YDL173W	1.190
YDL174C	1.269
YDL175C	1.054
YDL176W	1.306
YDL177C	1.302
YDL178W	1.108
YDL179W	1.222
YDL180W	1.048
YDL181W	0.838
YDL182W	1.188
YNL021W	1.176
YNL022C	1.265
YNL023C	1.053
YAL064C-A	1.281
YNL024C	1.359
YBL091C-A	0.942
YBR269C	1.071
YNL027W	1.176
YBR271W	1.085
YNL028W	1.153
YBR273C	1.282
YNL029C	0.857
YBR274W	1.125
YNL030W	1.132
YBR277C	1.029
YNL031C	1.126
YBR278W	1.215
YNL032W	1.413
YBR279W	0.533
YNL034W	1.190
YDL154W	0.916
YDL155W	0.823
YDL156W	1.158
YDL157C	0.765
YDL159W	1.129
YDL160C	1.060
YDL161W	1.055
YDL162C	1.029
YDL167C	1.131
YDL168W	1.353
YDL169C	0.967
YDL170W	0.811
YNL001W	0.574
YNL003C	NaN
YNL004W	0.755
YNL005C	NaN
YNL008C	0.518
YNL009W	1.078
YNL010W	1.023
YNL012W	1.379
YNL013C	0.994
YNL015W	0.961
YNL016W	0.961
YNL020C	1.473
YDL133W	0.000
YDL134C	0.645
YDL134C-A	0.447
YDL135C	0.678
YDL136W	1.206
YDL137W	1.190
YDL138W	1.340
YDL142C	1.184
YDL144C	1.321
YDL146W	1.605
YDL149W	1.134
YDL151C	0.937
YJL013C	1.618
YJL175W	2.324
YJL016W	1.698
YJL017W	1.385
YJL020C	1.332
YJL021C	1.709
YJL213W	0.888
YJL022W	1.519
YKL096W-A	1.488
YJL023C	1.032
YKL115C	1.261
YJL024C	1.029
YKL139W	0.961
YJL027C	0.935
YKL194C	NaN
YJL028W	0.987
YKL201C	0.857
YJL029C	0.836
YKL202W	0.987
YJR001W	0.989
YMR138W	2.016
YER163C	1.538
YMR139W	1.464
YER164W	0.948
YMR160W	1.813
YER166W	0.868
YER167W	0.968
YER169W	NaN
YOR298C-A	1.197
YER170W	0.853
YOR364W	0.908
YER173W	1.194
YPL148C	NaN
YER174C	0.768
YPL183C	0.854
YER175C	0.560
YPL183W-A	0.862
YER176W	1.221
YER177W	1.186
YPL224C	0.751
YER178W	1.053
YML067C	1.267
YJL132W	0.905
YML068W	1.137
YJL136C	0.733
YML072C	1.214
YJL137C	1.373
YMR136W	1.071
YMR172W	1.018
YOR300W	1.054
YJL141C	0.882
YOR309C	1.012
YJL003W	NaN
YJL160C	1.410
YJL004C	1.092
YJL006C	0.729
YJL007C	0.863
YJL012C	0.887
YML027W	0.999
YER145C	0.844
YML036W	1.284
YER149C	1.075
YML038C	0.945
YER150W	0.795
YML041C	1.795
YER151C	0.867
YML042W	1.189
YER152C	1.487
YML047C	0.879
YER153C	NaN
YML075C	1.197
YER154W	NaN
YML076C	1.025
YER155C	0.873
YER156C	1.007
YMR048W	1.044
YER158C	0.745
YMR135W-A	0.761
YER161C	0.861
YMR137C	1.026
YER162C	0.692
YGR063C	0.874
YJR140C	0.691
YGR086C	1.621
YJR142W	1.140
YGR089W	0.861
YJR144W	NaN
YGR092W	0.947
YJR145C	1.104
YGR093W	1.005
YJR148W	0.920
YGR106C	1.093
YJR150C	1.198
YGR110W	1.151
YJR153W	1.457
YGR117C	1.039
YKL005C	1.178
YGR238C	1.034
YKL030W	1.194
YGR239C	0.883
YLR146C	0.674
YGR248W	1.053
YLR286C	0.292
YGR250C	1.212
YLR343W	0.972
YER037W	0.730
YER129W	0.948
YLR237W	1.083
YER130C	0.766
YLR246W	0.930
YER131W	0.959
YLR334C	1.291
YER132C	1.216
YLR346C	1.512
YER134C	1.022
YLR358C	1.294
YER135C	0.954
YLR361C	1.230
YER137C	1.075
YLR370C	0.980
YER139C	0.924
YLR382C	NaN
YER140W	0.903
YLR394W	0.822
YER141W	NaN
YLR406C	0.817
YER142C	0.819
YML022W	0.774
YER143W	0.801
YDR202C	0.877
YJR118C	0.812
YDR205W	1.177
YJR119C	0.702
YDR445C	1.128
YJR120W	0.808
YDR537C	1.212
YJR121W	0.823
YFR039C	1.079
YJR122W	0.999
YGL219C	1.055
YJR124C	1.267
YGR028W	1.079
YJR125C	1.313
YGR032W	1.191
YJR126C	1.065
YGR038W	0.994
YJR131W	0.943
YGR040W	0.902
YJR133W	1.010
YGR050C	0.797
YJR134C	0.694
YGR053C	0.759
YJR139C	0.969
YOL158C	0.932
YER115C	1.199
YOL159C	0.852
YER116C	1.020
YOL160W	1.076
YER117W	0.961
YOL162W	1.042
YER118C	1.082
YOL163W	1.053
YER119C	1.121
YOR008C-A	1.617
YER119C-A	1.105
YGR204W	0.973
YER120W	0.864
YBR191W	NaN
YER121W	0.868
YCL035C	1.013
YER122C	NaN
YDR071C	0.932
YER123W	1.100
YDR074W	0.908
YER124C	1.214
YER027C	0.193
YER128W	0.737
YJR058C	0.872
YJR096W	1.023
YJR059W	0.656
YJR097W	1.109
YJR060W	1.227
YJR098C	0.886
YJR061W	1.024
YJR099W	0.971
YJR062C	1.039
YJR100C	0.922
YJR063W	0.972
YJR104C	0.000
YBR189W	1.081
YJR106W	0.994
YCR095C	0.730
YJR107W	1.173
YCR102W-A	0.812
YJR109C	1.085
YDL133C-A	0.806
YJR113C	NaN
YDR058C	0.782
YJR116W	1.064
YDR174W	0.868
YJR117W	0.894
YHR059W	0.663
YKR080W	0.948
YHR067W	0.744
YKR082W	0.763
YHR127W	0.950
YKR084C	0.813
YHR131C	0.898
YER101C	0.935
YHR180W	1.088
YER103W	NaN
YHR185C	0.917
YER106W	1.101
YHR194W	0.984
YER108C	0.826
YLL007C	1.193
YER109C	0.816
YMR154C	0.900
YER110C	NaN
YNL274C	0.893
YER111C	0.539
YOL141W	0.880
YER113C	1.037
YOL150C	0.768
YER114C	0.744
YJR040W	0.725
YJR070C	0.870
YJR043C	0.762
YJR074W	0.726
YJR047C	0.785
YJR077C	1.059
YJR048W	0.790
YJR080C	0.956
YJR049C	0.619
YJR084W	1.135
YJR050W	0.655
YJR051W	0.943
YJR087W	0.878
YJR052W	0.666
YJR090C	NaN
YJR053W	0.777
YJR091C	0.762
YJR054W	0.892
YJR094C	1.261
YJR055W	0.770
YJR094W-A	0.962
YJR056C	0.905
YJR095W	0.914
YKR035W-A	0.972
YHL002W	0.757
YKR066C	0.838
YHL011C	0.907
YKR067W	1.186
YHL039W	0.963
YKR069W	1.171
YHR003C	1.107
YKR070W	0.771
YHR004C	0.904
YKR072C	0.756
YHR005C	0.876
YKR073C	0.799
YHR006W	1.013
YKR074W	0.949
YHR008C	NaN
YKR075C	1.003
YHR025W	0.928
YKR076W	1.086
YHR009C	1.072
YKR077W	0.592
YHR041C	0.578
YKR078W	0.858
YJR021C	1.063
YCL075W	0.727
YJR024C	0.776
YCL076W	0.772
YJR025C	0.760
YGL199C	0.827
YJR026W	0.432
YGL214W	0.572
YJR030C	0.847
YGL217C	0.738
YJR031C	0.816
YGL218W	NaN
YJR032W	0.976
YGL235W	0.984
YJR033C	1.038
YGR011W	0.866
YJR035W	0.990
YGR018C	0.842
YJR036C	0.995
YGR022C	0.933
YJR037W	1.000
YGR025W	1.133
YJR038C	1.057
YJR069C	1.107
YMR054W	0.844
YIR029W	0.881
YMR055C	1.193
YIR031C	0.833
YMR056C	0.789
YIR033W	0.620
YMR057C	0.830
YIR034C	0.922
YMR058W	1.117
YIR035C	1.226
YEL012W	0.980
YIR036C	1.015
YER031C	0.858
YIR037W	1.097
YER046W	1.129
YIR038C	1.064
YER063W	1.037
YIR039C	1.000
YER066W	0.892
YIR042C	0.983
YGR188C	0.955
YKL033W-A	1.137
YGR201C	0.733
YKL162C-A	0.891
YJR004C	NaN
YAL012W	0.964
YJR005W	0.618
YAL016W	NaN
YJR008W	0.243
YAL047C	0.000
YJR009C	0.000
YAL054C	0.724
YJR010C-A	0.000
YAL058C-A	0.787
YJR010W	0.938
YAR050W	0.883
YJR011C	0.742
YJR014W	0.931
YCL022C	1.038
YJR015W	0.900
YJR018W	0.796
YCL038C	0.918
YJR019C	0.899
YCL058C	0.890
YJR020W	1.230
YCL074W	1.038
YER179W	1.066
YIL009C-A	0.743
YER180C	1.120
YIR017C	0.608
YER181C	0.552
YIR018W	0.546
YER182W	1.024
YIR019C	0.544
YER183C	0.576
YIR020C	1.064
YER184C	0.683
YIR020W-B	1.096
YER185W	0.968
YIR021W	1.317
YER186C	0.593
YIR024C	1.301
YER187W	0.904
YIR025W	1.255
YMR052C-A	1.286
YIR026C	1.437
YMR052W	1.366
YIR027C	1.173
YMR053C	1.136
YIR028W	0.656
YOR271C	0.850
YBR280C	0.891
YOR273C	0.999
YBR287W	0.726
YOR274W	0.929
YBR288C	1.035
YOR275C	1.020
YBR289W	NaN
YOR276W	1.061
YBR294W	1.293
YBR301W	1.081
YCL026C-A	1.106
YCR028C-A	1.186
YPL004C	0.988
YCR030C	1.058
YCR032W	1.122
YPL027W	1.054
YCR033W	0.860
YPL034W	1.183
YCR046C	2.279
YNL140C	0.658
YBR090C	0.907
YNL142W	1.065
YNL315C	0.699
YBR112C	NaN
YOL151W	0.998
YBR125C	0.736
YOL152W	0.989
YBR131W	0.920
YOL155C	1.050
YBR150C	1.003
YOR265W	0.712
YBR168W	0.716
YOR266W	0.952
YBR169C	0.947
YOR267C	0.657
YBR270C	0.997
YOR268C	1.156
YBR272C	1.099
YOR269W	1.250
YBR275C	1.262
YOR270C	1.112
YBR276C	1.677
YIR023W	1.082
YPR008W	0.860
YIR030C	1.035
YPR013C	1.363
YIR032C	0.944
YPR022C	0.977
YIR043C	0.932
YPR023C	1.056
YIR044C	1.059
YPR024W	0.639
YJR003C	0.990
YPR026W	0.999
YPR031W	0.497
YKL053C-A	1.121
YPR037C	0.350
YKR106W	0.412
YPR043W	0.000
YAR002C-A	0.734
YMR322C	0.745
YBR083W	0.603
YNL138W	0.241
YBR084C-A	1.052
YNL107W	0.908
YML066C	0.927
YNL115C	1.165
YML115C	1.042
YNL119W	0.967
YMR037C	0.898
YNL120C	0.876
YMR104C	0.896
YNL121C	1.147
YMR119W	1.061
YNL125C	1.024
YNR052C	0.890
YNL130C	0.766
YNR055C	0.563
YGR295C	1.131
YNR069C	0.854
YHR132W-A	0.929
YOL125W	0.114
YIL030C	0.533
YOL147C	0.932
YIL058W	0.900
YPL268W	0.000
YPR007C	1.240
YNL085W	1.222
YJL105W	0.947
YNL087W	1.082
YJL128C	0.916
YNL090W	1.038
YKR085C	NaN
YNL091W	1.198
YKR094C	0.989
YNL093W	1.114
YKR095W	1.270
YNL095C	0.875
YKR096W	0.866
YNL097C	0.199
YKR102W	0.860
YNL099C	0.891
YLR110C	0.695
YNL100W	0.867
YLR390W-A	0.501
YNL104C	0.917
YLR439W	NaN
YNL105W	0.669
YLR442C	1.312
YNL106C	0.748
YLR455W	1.059
YNL068C	1.147
YFL042C	1.072
YNL070W	0.906
YFR019W	1.199
YNL071W	0.997
YFR024C	1.223
YNL072W	1.021
YFR025C	1.163
YNL073W	NaN
YFR030W	1.023
YNL074C	1.205
YHR146W	1.049
YNL076W	0.885
YHR171W	1.012
YNL078W	0.996
YJL042W	0.886
YNL079C	0.812
YJL070C	0.846
YNL080C	1.408
YJL078C	1.500
YNL082W	1.158
YJL094C	0.605
YNL083W	1.472
YJL101C	1.017
YCR089W	0.858
YKR040C	0.775
YDL194W	0.835
YKR041W	0.881
YDR007W	0.736
YKR046C	NaN
YDR048C	0.899
YKR053C	0.743
YFR011C	0.715
YFR013W	0.957
YPR050C	0.921
YNL051W	0.818
YPR064W	0.728
YNL052W	0.926
YPR067W	NaN
YNL056W	0.933
YPR078C	1.110
YNL065W	1.292
YFL013W-A	1.393
YNL066W	1.137
YFL014W	0.904
YNL067W	1.309
YFL019C	1.148
YPL137C	1.035
YCR037C	0.656
YCR066W	0.655
YBR081C	NaN
YBR101C	0.855
YDL040C	1.115
YDL072C	0.872
YHR026W	NaN
YGR155W	1.344
