ORF	hom | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	hom | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007
YHR091C	0.201	NaN	0.291	NaN
YHR092C	-0.287	NaN	-0.096	NaN
YHR093W	-0.005	NaN	-0.105	NaN
YHR094C	-0.033	NaN	-0.021	NaN
YHR095W	0.165	NaN	-0.105	NaN
YHR096C	-0.048	NaN	-0.041	NaN
YHR097C	0.088	NaN	-0.127	NaN
YHR100C	-0.061	NaN	-0.247	NaN
YHR101C	NaN	-0.356	NaN	-0.031
YHR103W	0.141	NaN	0.066	NaN
YHR104W	0.041	NaN	0.074	NaN
YHR105W	-0.034	NaN	-0.028	NaN
YHR106W	-0.141	NaN	0.059	NaN
YHR107C	NaN	-0.141	NaN	0.208
YHR108W	-0.298	NaN	-0.626	NaN
YHR109W	-0.081	NaN	0.057	NaN
YHR110W	0.050	NaN	-0.146	NaN
YHR111W	0.081	NaN	0.018	NaN
YHR112C	-0.088	NaN	0.115	NaN
YHR113W	-0.051	NaN	0.027	NaN
YHR114W	-0.307	NaN	0.005	NaN
YHR115C	0.039	NaN	-0.172	NaN
YHR116W	-0.005	NaN	0.110	NaN
YHR117W	-0.087	NaN	-0.160	NaN
YHR118C	NaN	0.048	NaN	0.091
YHR120W	1.353	NaN	NaN	NaN
YHR121W	-0.023	NaN	-0.081	NaN
YHR122W	NaN	0.125	NaN	-0.012
YHR123W	0.124	NaN	-0.134	NaN
YHR124W	0.075	NaN	-0.034	NaN
YHR125W	-0.108	NaN	-0.022	NaN
YHR126C	-0.145	NaN	-0.027	NaN
YHR127W	-0.071	NaN	-0.009	NaN
YHR129C	0.734	NaN	1.214	NaN
YHR130C	-0.096	NaN	-0.040	NaN
YHR131C	0.044	NaN	0.418	NaN
YHR132C	0.052	NaN	-0.051	NaN
YHR132W-A	0.104	NaN	0.088	NaN
YHR133C	-0.079	NaN	-0.007	NaN
YHR134W	0.176	NaN	0.010	NaN
YHR135C	0.262	NaN	0.269	NaN
YHR136C	0.108	NaN	0.248	NaN
YHR137W	0.266	NaN	0.131	NaN
YHR138C	-0.001	NaN	-0.094	NaN
YHR139C	0.041	NaN	-0.154	NaN
YHR139C-A	0.017	NaN	-0.027	NaN
YHR140W	0.616	NaN	-0.044	NaN
YHR142W	0.268	NaN	0.183	NaN
YHR143W	-0.563	NaN	-0.029	NaN
YHR143W-A	NaN	0.066	NaN	0.135
YHR146W	0.007	NaN	0.027	NaN
YHR147C	0.175	NaN	-0.467	NaN
YHR148W	NaN	-0.133	NaN	0.216
YHR150W	-0.147	NaN	-0.311	NaN
YHR151C	-0.332	NaN	-0.059	NaN
YHR152W	0.216	NaN	-0.213	NaN
YHR153C	-0.075	NaN	-0.186	NaN
YHR154W	0.835	NaN	1.073	NaN
YHR155W	0.042	NaN	0.138	NaN
YHR156C	-0.057	NaN	-0.019	NaN
YHR157W	-0.047	NaN	0.015	NaN
YHR158C	-0.147	NaN	-0.230	NaN
YHR159W	0.233	NaN	0.020	NaN
YHR160C	0.066	NaN	-0.007	NaN
YHR161C	-0.114	NaN	-0.173	NaN
YHR162W	-0.054	NaN	-0.154	NaN
YHR163W	-0.044	NaN	-0.121	NaN
YHR164C	NaN	0.240	NaN	-0.236
YHR166C	NaN	0.018	NaN	-0.131
YHR167W	0.256	NaN	-0.185	NaN
YHR168W	-0.024	NaN	-0.375	NaN
YHR170W	NaN	0.054	NaN	-0.341
YHR171W	-0.077	NaN	-0.055	NaN
YHR172W	NaN	0.152	NaN	-0.275
YHR176W	-0.123	NaN	-0.080	NaN
YHR177W	-0.006	NaN	-0.099	NaN
YHR178W	-0.022	NaN	0.120	NaN
YHR179W	-0.063	NaN	-0.118	NaN
YHR180W	0.054	NaN	-0.036	NaN
YHR181W	0.202	NaN	0.098	NaN
YHR182W	0.194	NaN	0.038	NaN
YHR184W	-0.059	NaN	0.016	NaN
YHR185C	-0.042	NaN	-0.036	NaN
YHR186C	NaN	-0.019	NaN	0.100
YHR188C	NaN	-0.109	NaN	0.029
YHR189W	-0.055	NaN	-0.039	NaN
YHR190W	NaN	-0.262	NaN	0.387
YHR191C	0.004	NaN	0.527	NaN
YHR193C	-0.134	NaN	-0.077	NaN
YHR194W	-0.304	NaN	-0.402	NaN
YHR195W	0.052	NaN	-0.175	NaN
YHR196W	NaN	0.097	NaN	0.258
YHR197W	NaN	0.145	NaN	-0.120
YHR198C	0.192	NaN	-0.105	NaN
YHR199C	0.057	NaN	-0.193	NaN
YHR200W	-0.233	NaN	-0.966	NaN
YHR202W	-0.152	NaN	-0.167	NaN
YHR203C	0.255	NaN	0.464	NaN
YHR204W	-0.168	NaN	-0.010	NaN
YHR206W	0.528	NaN	1.067	NaN
YHR207C	0.579	NaN	0.802	NaN
YHR209W	0.009	NaN	-0.177	NaN
YHR210C	-0.149	NaN	-0.217	NaN
YIL001W	-0.119	NaN	0.251	NaN
YIL002C	0.427	NaN	1.133	NaN
YIL003W	NaN	-0.032	NaN	-0.057
YIL004C	NaN	-0.255	NaN	0.203
YIL005W	-0.099	NaN	0.372	NaN
YIL006W	0.013	NaN	0.312	NaN
YIL007C	-0.151	NaN	-0.028	NaN
YIL008W	-0.098	NaN	0.028	NaN
YIL009C-A	0.683	NaN	0.972	NaN
YIL009W	-0.214	NaN	0.055	NaN
YIL010W	-0.233	NaN	0.112	NaN
YIL011W	0.211	NaN	0.962	NaN
YIL012W	-0.240	NaN	-0.014	NaN
YIL013C	-0.131	NaN	0.089	NaN
YIL014W	-0.191	NaN	-0.012	NaN
YIL015C-A	-0.216	NaN	-0.330	NaN
YIL015W	-0.095	NaN	0.439	NaN
YIL016W	-0.012	NaN	0.541	NaN
YIL017C	1.882	NaN	0.660	NaN
YIL018W	-0.314	NaN	-0.392	NaN
YIL019W	NaN	0.006	NaN	0.476
YIL020C	0.086	NaN	0.479	NaN
YIL021W	NaN	-0.174	NaN	-0.225
YIL022W	NaN	-0.496	NaN	0.270
YIL023C	0.106	NaN	0.307	NaN
YIL024C	0.025	NaN	0.204	NaN
YIL025C	0.138	NaN	-0.225	NaN
YIL026C	NaN	0.043	NaN	0.226
YIL027C	1.799	NaN	1.478	NaN
YIL028W	0.273	NaN	0.166	NaN
YIL029C	0.526	NaN	1.125	NaN
YIL030C	0.121	NaN	0.075	NaN
YIL031W	NaN	-0.290	NaN	0.020
YIL032C	0.012	NaN	0.132	NaN
YIL034C	2.499	NaN	4.306	NaN
YIL035C	0.138	NaN	0.706	NaN
YIL036W	-0.756	NaN	-0.638	NaN
YIL037C	NaN	NaN	-0.689	NaN
YIL038C	-0.003	NaN	-0.003	NaN
YIL041W	0.824	NaN	2.978	NaN
YIL042C	0.086	NaN	0.084	NaN
YIL043C	0.094	NaN	0.602	NaN
YIL044C	-0.183	NaN	-0.546	NaN
YIL045W	0.328	NaN	0.553	NaN
YIL046W	NaN	-0.408	NaN	0.303
YIL047C	-0.143	NaN	0.275	NaN
YIL048W	NaN	-0.517	NaN	0.889
YIL049W	1.785	NaN	0.634	NaN
YIL050W	-0.033	NaN	0.449	NaN
YIL051C	NaN	-0.644	NaN	-0.097
YIL052C	0.945	NaN	2.041	NaN
YIL053W	0.603	NaN	0.780	NaN
YIL054W	-0.136	NaN	0.041	NaN
YIL055C	0.046	NaN	0.380	NaN
YIL056W	-0.132	NaN	0.142	NaN
YIL057C	0.315	NaN	0.516	NaN
YIL058W	0.178	NaN	-0.038	NaN
YIL059C	-0.175	NaN	0.159	NaN
YIL060W	0.509	NaN	0.224	NaN
YIL061C	NaN	-0.438	NaN	0.625
YIL062C	NaN	-0.330	NaN	0.289
YIL063C	NaN	-0.699	NaN	0.094
YIL064W	0.140	NaN	0.405	NaN
YIL065C	0.596	NaN	0.946	NaN
YIL066C	-0.126	NaN	0.174	NaN
YIL067C	0.621	NaN	1.285	NaN
YIL068C	NaN	-0.716	NaN	0.083
YIL069C	0.120	NaN	0.692	NaN
YIL070C	-0.158	NaN	0.106	NaN
YIL071C	-0.140	NaN	0.210	NaN
YIL072W	-0.057	NaN	0.120	NaN
YIL073C	0.003	NaN	0.373	NaN
YIL074C	0.096	NaN	0.091	NaN
YIL075C	NaN	-0.786	NaN	0.211
YIL076W	0.420	NaN	0.612	NaN
YIL077C	0.566	NaN	1.114	NaN
YIL078W	NaN	-0.961	NaN	0.169
YIL079C	0.142	NaN	0.320	NaN
YIL083C	NaN	-0.717	NaN	0.301
YIL084C	-0.016	NaN	0.307	NaN
YIL085C	-0.106	NaN	0.036	NaN
YIL086C	-0.214	NaN	0.085	NaN
YIL087C	0.093	NaN	0.219	NaN
YIL088C	0.040	NaN	-0.017	NaN
YIL089W	0.035	NaN	0.034	NaN
YIL090W	0.002	NaN	-0.027	NaN
YIL091C	NaN	-0.624	NaN	-0.222
YIL092W	0.555	NaN	0.188	NaN
YIL093C	-0.065	NaN	0.244	NaN
YIL094C	0.065	NaN	-0.157	NaN
YIL095W	0.436	NaN	0.275	NaN
YIL096C	0.286	NaN	0.154	NaN
YIL098C	0.738	NaN	1.364	NaN
YIL099W	-0.164	NaN	-0.029	NaN
YIL100W	0.156	NaN	-0.077	NaN
YIL101C	-0.137	NaN	0.518	NaN
YIL102C	-0.327	NaN	0.030	NaN
YIL104C	NaN	-0.034	NaN	0.042
YIL105C	-0.129	NaN	-0.133	NaN
YIL106W	NaN	-0.208	NaN	0.129
YIL107C	0.304	NaN	0.739	NaN
YIL108W	-0.035	NaN	0.161	NaN
YIL109C	NaN	-0.301	NaN	-0.043
YIL110W	-0.271	NaN	0.015	NaN
YIL111W	0.060	NaN	0.117	NaN
YIL112W	-0.071	NaN	0.415	NaN
YIL113W	-0.014	NaN	-0.010	NaN
YIL114C	-0.109	NaN	-0.009	NaN
YIL116W	0.283	NaN	0.371	NaN
YIL117C	-0.079	NaN	-0.051	NaN
YIL118W	NaN	-0.055	NaN	-0.100
YIL119C	0.096	NaN	0.350	NaN
YIL120W	-0.091	NaN	0.082	NaN
YIL121W	-0.101	NaN	0.716	NaN
YIL122W	-0.616	NaN	1.404	NaN
YIL123W	0.206	NaN	-0.027	NaN
YIL124W	0.228	NaN	0.505	NaN
YIL125W	0.295	NaN	0.422	NaN
YIL126W	NaN	-0.126	NaN	0.293
YIL129C	NaN	-0.122	NaN	0.136
YIL130W	-0.024	NaN	0.090	NaN
YIL131C	-0.045	NaN	-0.133	NaN
YIL132C	0.093	NaN	-0.074	NaN
YIL133C	-0.201	NaN	-0.440	NaN
YIL134W	0.108	NaN	0.409	NaN
YIL135C	0.215	NaN	0.387	NaN
YIL136W	-0.102	NaN	0.014	NaN
YIL137C	0.241	NaN	0.370	NaN
YIL138C	0.228	NaN	-0.210	NaN
YIL139C	0.430	NaN	-0.252	NaN
YIL140W	-0.042	NaN	0.103	NaN
YIL141W	-0.098	NaN	0.021	NaN
YIL142W	NaN	-0.029	NaN	0.161
YIL143C	NaN	0.014	NaN	0.157
YIL144W	NaN	0.176	NaN	-0.142
YIL145C	-0.105	NaN	-0.172	NaN
YIL146C	0.077	NaN	0.235	NaN
YIL148W	0.681	NaN	1.620	NaN
YIL149C	0.272	NaN	-0.157	NaN
YIL150C	NaN	0.081	NaN	0.371
YIL152W	-0.017	NaN	-0.100	NaN
YIL153W	0.346	NaN	1.143	NaN
YIL154C	0.944	NaN	2.250	NaN
YIL155C	0.058	NaN	-0.091	NaN
YIL156W	-0.338	NaN	-0.036	NaN
YIL157C	-0.086	NaN	0.123	NaN
YIL158W	0.271	NaN	0.300	NaN
YIL159W	0.120	NaN	0.041	NaN
YIL160C	0.273	NaN	0.251	NaN
YIL161W	-0.005	NaN	0.076	NaN
YIL162W	-0.048	NaN	-0.077	NaN
YIL163C	-0.117	NaN	-0.138	NaN
YIL164C	-0.012	NaN	-0.122	NaN
YIL165C	-0.055	NaN	0.182	NaN
YIL166C	-0.126	NaN	-0.109	NaN
YIL167W	-0.123	NaN	-0.113	NaN
YIL168W	-0.179	NaN	0.022	NaN
YIL170W	-0.068	NaN	-0.065	NaN
YIL171W	NaN	-0.177	NaN	0.207
YIL173W	-0.309	NaN	-0.057	NaN
YIR001C	-0.037	NaN	-0.060	NaN
YIR002C	0.095	NaN	0.116	NaN
YIR003W	0.180	NaN	0.249	NaN
YIR004W	0.073	NaN	-0.159	NaN
YIR005W	0.226	NaN	0.478	NaN
YIR006C	NaN	-0.276	NaN	0.175
YIR007W	-0.018	NaN	0.095	NaN
YIR008C	NaN	-0.031	NaN	0.230
YIR009W	0.557	NaN	1.590	NaN
YIR010W	NaN	-0.442	NaN	0.011
YIR011C	NaN	-0.499	NaN	0.145
YIR012W	NaN	-0.251	NaN	0.173
YIR013C	0.020	NaN	0.029	NaN
YIR014W	-0.046	NaN	0.104	NaN
YIR015W	NaN	-0.281	NaN	-0.383
YIR016W	0.084	NaN	-0.094	NaN
YIR017C	0.043	NaN	0.196	NaN
YIR018W	0.104	NaN	0.005	NaN
YIR019C	0.399	NaN	0.037	NaN
YIR020C	0.111	NaN	0.067	NaN
YIR020W-B	0.109	NaN	0.097	NaN
YIR021W	0.207	NaN	0.111	NaN
YIR022W	NaN	0.258	NaN	0.053
YIR023W	0.275	NaN	0.181	NaN
YIR024C	-0.017	NaN	0.031	NaN
YIR025W	0.027	NaN	-0.039	NaN
YIR026C	0.241	NaN	-1.575	NaN
YIR027C	-0.163	NaN	-0.154	NaN
YIR028W	0.132	NaN	0.167	NaN
YIR029W	0.089	NaN	0.039	NaN
YIR030C	0.107	NaN	-0.122	NaN
YIR031C	0.160	NaN	-0.154	NaN
YIR032C	0.137	NaN	-0.048	NaN
YIR033W	-0.227	NaN	-0.029	NaN
YIR034C	0.491	NaN	-0.186	NaN
YIR035C	0.002	NaN	-0.039	NaN
YIR036C	0.011	NaN	-0.055	NaN
YIR037W	1.150	NaN	-0.197	NaN
YIR038C	0.096	NaN	-0.034	NaN
YIR039C	0.187	NaN	-0.079	NaN
YIR042C	0.063	NaN	-0.074	NaN
YIR043C	0.217	NaN	0.056	NaN
YIR044C	-0.048	NaN	0.007	NaN
YJL002C	NaN	-0.193	NaN	-0.054
YJL003W	0.183	NaN	0.267	NaN
YJL004C	0.824	NaN	1.356	NaN
YJL005W	NaN	-0.433	NaN	-0.047
YJL007C	-0.112	NaN	-0.092	NaN
YJL008C	NaN	-0.449	NaN	-0.244
YJL009W	NaN	0.284	NaN	-0.315
YJL010C	NaN	-0.345	NaN	0.090
YJL011C	NaN	-0.831	NaN	0.083
YJL012C	-0.113	NaN	-0.104	NaN
YJL013C	-0.271	NaN	-0.238	NaN
YJL014W	NaN	-0.440	NaN	-0.498
YJL015C	NaN	-0.250	NaN	0.210
YJL016W	-0.064	NaN	-0.066	NaN
YJL017W	0.035	NaN	-0.226	NaN
YJL018W	NaN	-0.414	NaN	0.189
YJL019W	NaN	-0.090	NaN	0.298
YJL020C	0.511	NaN	0.840	NaN
YJL021C	0.089	NaN	0.378	NaN
YJL022W	0.067	NaN	0.231	NaN
YJL023C	0.015	NaN	0.131	NaN
YJL024C	-0.419	NaN	-0.670	NaN
YJL025W	NaN	-0.115	NaN	-0.493
YJL027C	0.143	NaN	0.172	NaN
YJL028W	-0.014	NaN	-0.143	NaN
YJL030W	-0.087	NaN	-0.049	NaN
YJL031C	NaN	0.270	NaN	-0.330
YJL032W	NaN	-0.831	NaN	0.138
YJL033W	NaN	-0.598	NaN	-0.060
YJL034W	NaN	-0.690	NaN	-0.192
YJL035C	NaN	-1.494	NaN	0.196
YJL036W	-0.158	NaN	-0.049	NaN
YJL037W	0.017	NaN	0.014	NaN
YJL038C	-0.043	NaN	-0.100	NaN
YJL039C	NaN	-0.527	NaN	-0.366
YJL041W	NaN	0.377	NaN	0.149
YJL042W	0.111	NaN	0.052	NaN
YJL043W	0.027	NaN	-0.095	NaN
YJL044C	-0.160	NaN	-0.418	NaN
YJL045W	0.033	NaN	-0.018	NaN
YJL046W	0.403	NaN	0.167	NaN
YJL047C	0.483	NaN	0.185	NaN
YJL048C	-0.020	NaN	-0.084	NaN
YJL049W	0.040	NaN	0.047	NaN
YJL050W	NaN	-0.942	NaN	0.093
YJL051W	-0.246	NaN	-0.207	NaN
YJL052W	0.294	NaN	0.222	NaN
YJL053W	0.716	NaN	1.331	NaN
YJL054W	NaN	-1.039	NaN	0.075
YJL055W	0.003	NaN	-0.017	NaN
YJL056C	1.544	NaN	0.258	NaN
YJL057C	-0.136	NaN	0.031	NaN
YJL058C	0.012	NaN	-0.080	NaN
YJL059W	-0.860	NaN	-0.252	NaN
YJL060W	-0.106	NaN	-0.162	NaN
YJL061W	NaN	-0.845	NaN	0.120
YJL062W	2.880	NaN	4.157	NaN
YJL063C	0.140	NaN	-0.333	NaN
YJL064W	0.019	NaN	0.135	NaN
YJL065C	-0.026	NaN	0.144	NaN
YJL066C	-0.164	NaN	-0.119	NaN
YJL067W	-0.149	NaN	0.016	NaN
YJL068C	-0.186	NaN	-0.027	NaN
YJL069C	NaN	-0.946	NaN	-0.346
YJL070C	-0.196	NaN	-0.137	NaN
YJL071W	-0.075	NaN	0.170	NaN
YJL072C	NaN	-0.838	NaN	0.047
YJL073W	0.373	NaN	0.610	NaN
YJL074C	NaN	-1.119	NaN	-0.122
YJL076W	NaN	-1.079	NaN	0.056
YJL077C	-0.032	NaN	0.000	NaN
YJL078C	-0.045	NaN	0.007	NaN
YJL079C	-0.143	NaN	-0.108	NaN
YJL080C	1.714	NaN	2.986	NaN
YJL081C	NaN	-0.808	NaN	0.099
YJL082W	-0.263	NaN	-0.186	NaN
YJL083W	-0.092	NaN	-0.028	NaN
YJL084C	-0.136	NaN	-0.056	NaN
YJL085W	NaN	-0.687	NaN	-0.697
YJL086C	NaN	-0.818	NaN	0.265
YJL087C	NaN	-0.626	NaN	-0.223
YJL089W	-0.195	NaN	-0.065	NaN
YJL091C	NaN	-1.887	NaN	0.109
YJL092W	-0.214	NaN	-0.108	NaN
YJL093C	-0.376	NaN	-0.095	NaN
YJL094C	0.188	NaN	0.535	NaN
YJL095W	-0.107	NaN	0.050	NaN
YJL096W	0.024	NaN	1.133	NaN
YJL097W	NaN	-0.885	NaN	0.260
YJL098W	-0.067	NaN	0.081	NaN
YJL099W	0.253	NaN	0.465	NaN
YJL100W	0.092	NaN	-0.082	NaN
YJL101C	-0.083	NaN	-0.140	NaN
YJL102W	0.208	NaN	-0.479	NaN
YJL103C	-0.050	NaN	-0.068	NaN
YJL104W	NaN	-0.857	NaN	-0.125
YJL105W	-0.214	NaN	0.077	NaN
YJL106W	-0.016	NaN	0.002	NaN
YJL107C	0.137	NaN	0.263	NaN
YJL108C	0.221	NaN	0.083	NaN
YJL109C	NaN	-0.800	NaN	0.122
YJL110C	0.210	NaN	0.211	NaN
YJL111W	NaN	-1.049	NaN	-0.025
YJL112W	0.068	NaN	-0.014	NaN
YJL115W	0.609	NaN	0.653	NaN
YJL116C	0.028	NaN	0.083	NaN
YJL117W	0.501	NaN	0.566	NaN
YJL118W	0.042	NaN	-0.003	NaN
YJL119C	-0.047	NaN	0.103	NaN
YJL120W	-0.178	NaN	-0.462	NaN
YJL121C	0.035	NaN	1.185	NaN
YJL122W	-0.483	NaN	0.212	NaN
YJL123C	0.130	NaN	0.727	NaN
YJL124C	0.752	NaN	1.263	NaN
YJL125C	NaN	-0.908	NaN	0.010
YJL126W	-0.183	NaN	0.077	NaN
YJL127C	-0.228	NaN	-0.505	NaN
YJL128C	1.851	NaN	4.458	NaN
YJL129C	1.053	NaN	1.530	NaN
YJL130C	-0.280	NaN	-0.131	NaN
YJL131C	-0.163	NaN	-0.140	NaN
YJL132W	0.082	NaN	0.070	NaN
YJL133W	0.121	NaN	0.194	NaN
YJL134W	-0.274	NaN	-0.415	NaN
YJL135W	-0.168	NaN	-0.231	NaN
YJL136C	0.093	NaN	0.795	NaN
YJL137C	0.070	NaN	-0.111	NaN
YJL139C	0.486	NaN	0.106	NaN
YJL141C	0.199	NaN	0.642	NaN
YJL142C	-0.040	NaN	0.049	NaN
YJL143W	NaN	-0.061	NaN	-0.032
YJL144W	0.200	NaN	0.399	NaN
YJL145W	-0.124	NaN	-0.142	NaN
YJL146W	-0.019	NaN	0.182	NaN
YJL147C	0.256	NaN	0.327	NaN
YJL148W	-0.073	NaN	0.130	NaN
YJL149W	0.003	NaN	-0.167	NaN
YJL150W	-0.084	NaN	0.248	NaN
YJL151C	0.901	NaN	1.351	NaN
YJL152W	0.738	NaN	1.335	NaN
YJL153C	0.425	NaN	0.315	NaN
YJL154C	1.097	NaN	1.802	NaN
YJL155C	0.233	NaN	0.478	NaN
YJL156C	NaN	-0.006	NaN	-0.042
YJL157C	0.338	NaN	0.463	NaN
YJL158C	0.447	NaN	0.762	NaN
YJL159W	0.386	NaN	0.462	NaN
YJL160C	0.365	NaN	-0.013	NaN
YJL161W	0.235	NaN	0.112	NaN
YJL162C	0.432	NaN	0.348	NaN
YJL163C	0.281	NaN	-0.018	NaN
YJL164C	0.413	NaN	0.588	NaN
YJL165C	0.675	NaN	0.819	NaN
YJL166W	0.060	NaN	0.384	NaN
YJL167W	NaN	0.287	NaN	-0.333
YJL168C	0.207	NaN	0.646	NaN
YJL169W	0.328	NaN	0.446	NaN
YJL170C	0.162	NaN	0.127	NaN
YJL171C	0.394	NaN	0.039	NaN
YJL172W	0.321	NaN	-0.167	NaN
YJL173C	NaN	0.118	NaN	-0.016
YJL174W	NaN	0.197	NaN	0.195
YJL175W	0.625	NaN	0.289	NaN
YJL176C	0.322	NaN	-0.650	NaN
YJL177W	-0.029	NaN	-0.556	NaN
YJL178C	0.289	NaN	0.186	NaN
YJL179W	0.313	NaN	0.221	NaN
YJL180C	0.749	NaN	1.015	NaN
YJL181W	0.558	NaN	0.103	NaN
YJL182C	0.248	NaN	0.162	NaN
YJL183W	0.525	NaN	2.289	NaN
YJL184W	3.096	NaN	NaN	NaN
YJL185C	0.585	NaN	0.706	NaN
YJL186W	0.496	NaN	0.466	NaN
YJL187C	0.127	NaN	0.058	NaN
YJL188C	-1.150	NaN	NaN	NaN
YJL189W	0.631	NaN	0.181	NaN
YJL190C	0.217	NaN	0.255	NaN
YJL191W	0.394	NaN	0.266	NaN
YJL192C	1.101	NaN	1.786	NaN
YJL193W	0.012	NaN	-0.196	NaN
YJL194W	NaN	-1.180	NaN	0.094
YJL195C	NaN	-0.502	NaN	-0.097
YJL196C	0.034	NaN	0.067	NaN
YJL197W	-0.096	NaN	-0.450	NaN
YJL198W	-0.085	NaN	-0.392	NaN
YJL199C	0.404	NaN	0.391	NaN
YJL200C	0.219	NaN	-0.010	NaN
YJL202C	NaN	0.004	NaN	0.778
YJL203W	NaN	-0.774	NaN	0.039
YJL204C	-0.114	NaN	-0.241	NaN
YJL206C	0.184	NaN	-0.168	NaN
YJL206C-A	0.105	NaN	-0.095	NaN
YJL207C	0.016	NaN	-0.171	NaN
YJL208C	0.751	NaN	0.124	NaN
YJL209W	0.145	NaN	0.019	NaN
YJL210W	0.493	NaN	0.701	NaN
YJL211C	0.027	NaN	0.369	NaN
YJL212C	0.379	NaN	0.358	NaN
YJL213W	0.128	NaN	-0.087	NaN
YJL214W	0.126	NaN	-0.217	NaN
YJL215C	0.197	NaN	0.310	NaN
YJL216C	0.013	NaN	-0.100	NaN
YJL217W	0.314	NaN	0.469	NaN
YJL218W	0.170	NaN	0.237	NaN
YJR001W	-0.173	NaN	0.037	NaN
YJR002W	NaN	0.213	NaN	-0.462
YJR003C	0.068	NaN	-0.101	NaN
YJR004C	0.042	NaN	-0.124	NaN
YJR005W	-0.358	NaN	-0.245	NaN
YJR006W	NaN	-0.028	NaN	-0.063
YJR008W	-0.113	NaN	0.034	NaN
YJR009C	-0.057	NaN	-0.085	NaN
YJR010C-A	0.162	NaN	-0.538	NaN
YJR010W	-0.087	NaN	-0.001	NaN
YJR011C	0.118	NaN	-0.109	NaN
YJR012C	NaN	-0.464	NaN	0.033
YJR013W	NaN	0.935	NaN	1.376
YJR014W	0.143	NaN	0.211	NaN
YJR015W	0.020	NaN	-0.062	NaN
YJR016C	NaN	-0.174	NaN	0.052
YJR017C	NaN	-0.013	NaN	-0.081
YJR018W	-0.130	NaN	-0.241	NaN
YJR019C	-0.079	NaN	-0.048	NaN
YJR020W	-0.087	NaN	0.023	NaN
YJR021C	-0.062	NaN	-0.181	NaN
YJR022W	NaN	-0.380	NaN	-0.043
YJR023C	NaN	-0.182	NaN	0.177
YJR024C	0.647	NaN	-0.106	NaN
YJR025C	-0.071	NaN	0.037	NaN
YJR026W	0.078	NaN	-0.071	NaN
YJR031C	0.131	NaN	0.151	NaN
YJR032W	0.035	NaN	-0.137	NaN
YJR033C	-0.280	NaN	-0.281	NaN
YJR034W	-0.117	NaN	0.169	NaN
YJR035W	-0.171	NaN	0.046	NaN
YJR036C	-0.059	NaN	-0.076	NaN
YJR037W	0.007	NaN	-0.209	NaN
YJR038C	-0.176	NaN	-0.066	NaN
YJR039W	0.098	NaN	0.041	NaN
YJR040W	0.492	NaN	1.334	NaN
YJR041C	NaN	-0.096	NaN	0.024
YJR042W	NaN	-0.075	NaN	0.016
YJR043C	-0.056	NaN	0.223	NaN
YJR044C	0.222	NaN	-0.180	NaN
YJR045C	NaN	-0.058	NaN	0.163
YJR046W	NaN	0.380	NaN	-0.115
YJR047C	-0.028	NaN	-0.222	NaN
YJR048W	-0.152	NaN	-0.166	NaN
YJR049C	0.258	NaN	0.315	NaN
YJR050W	0.308	NaN	0.219	NaN
YJR051W	-0.085	NaN	-0.004	NaN
YJR052W	-0.166	NaN	-0.087	NaN
YJR053W	-0.122	NaN	-0.319	NaN
YJR054W	0.871	NaN	1.391	NaN
YJR055W	-0.419	NaN	-0.986	NaN
YJR056C	-0.217	NaN	-0.194	NaN
YJR057W	NaN	0.406	NaN	0.091
YJR058C	-0.356	NaN	-0.337	NaN
YJR059W	0.207	NaN	0.506	NaN
YJR060W	0.344	NaN	0.282	NaN
YJR061W	-0.045	NaN	-0.126	NaN
YJR062C	-0.161	NaN	-0.080	NaN
YJR063W	0.752	NaN	NaN	NaN
YJR064W	NaN	0.222	NaN	-0.260
YJR065C	NaN	0.081	NaN	0.101
YJR066W	-0.108	NaN	0.073	NaN
YJR067C	NaN	-0.070	NaN	0.001
YJR068W	NaN	0.021	NaN	-0.162
YJR069C	-0.063	NaN	0.057	NaN
YJR070C	-0.024	NaN	0.033	NaN
YJR072C	NaN	0.435	NaN	-0.472
YJR073C	1.172	NaN	2.474	NaN
YJR074W	1.408	NaN	3.134	NaN
YJR075W	0.980	NaN	1.646	NaN
YJR076C	NaN	-0.035	NaN	0.075
YJR077C	0.062	NaN	0.034	NaN
YJR078W	0.123	NaN	-0.005	NaN
YJR079W	-0.204	NaN	-0.088	NaN
YJR080C	-0.198	NaN	0.052	NaN
YJR082C	-0.016	NaN	-0.098	NaN
YJR083C	-0.024	NaN	0.170	NaN
YJR084W	-0.090	NaN	0.050	NaN
YJR087W	0.299	NaN	0.618	NaN
YJR088C	0.369	NaN	0.604	NaN
YJR091C	-0.313	NaN	-0.065	NaN
YJR092W	0.270	NaN	0.328	NaN
YJR093C	NaN	0.093	NaN	-0.011
YJR094C	-0.048	NaN	0.065	NaN
YJR094W-A	-0.305	NaN	-0.474	NaN
YJR095W	-0.127	NaN	-0.304	NaN
YJR096W	-0.105	NaN	-0.065	NaN
YJR097W	0.126	NaN	0.025	NaN
YJR098C	-0.204	NaN	-0.071	NaN
