orf	hap a | cell size | standard | YPD | Shimasawa M~Mizushima N, 2023
YLR017W	1.075
YLR018C	1.077
YLR019W	1.137
YLR020C	0.935
YLR021W	1.783
YLR023C	1.112
YLR024C	1.307
YLR025W	0.828
YLR027C	0.611
YLR028C	0.7
YLR030W	0.543
YLR031W	0.586
YLR032W	1.234
YLR034C	1.043
YLR035C	1.028
YLR036C	0.967
YLR037C	1.018
YLR038C	0.952
YLR039C	0.508
YLR040C	0.57
YLR041W	0.5
YLR042C	0.813
YLR043C	0.724
YLR044C	0.698
YLR046C	0.671
YLR047C	0.866
YLR048W	1.322
YLR049C	1.426
YLR050C	0.411
YLR052W	0.521
YLR053C	1.282
YLR054C	1.256
YLR055C	1.598
YLR056W	0.475
YLR057W	0.686
YLR058C	0.824
YLR059C	0.663
YLR061W	2.448
YLR062C	0.977
YLR063W	0.586
YLR064W	1.375
YLR065C	2.065
YLR067C	1.375
YLR068W	1.34
YLR072W	1.69
YLR073C	0.448
YLR074C	0.755
YLR077W	0.74
YLR079W	1.722
YLR080W	1.4
YLR081W	0.623
YLR082C	2.065
YLR083C	1.336
YLR084C	1.101
YLR085C	0.848
YLR087C	1.995
YLR089C	1.6
YLR090W	1.199
YLR091W	1.195
YLR092W	0.911
YLR093C	0.822
YLR094C	0.712
YLR095C	0.767
YLR096W	0.968
YLR097C	1.336
YLR098C	1.224
YLR099C	0.819
YLR102C	0.929
YLR104W	0.712
YLR107W	2.088
YLR108C	2.312
YLR109W	2.961
YLR110C	1.027
YLR111W	3.941
YLR112W	2.01
YLR113W	1.025
YLR114C	0.96
YLR118C	1.195
YLR119W	0.88
YLR120C	0.74
YLR121C	0.767
YLR122C	1.143
YLR123C	0.869
YLR124W	0.936
YLR125W	0.866
YLR126C	0.537
YLR128W	0.737
YLR130C	0.681
YLR131C	4.651
YLR133W	0.946
YLR134W	1.222
YLR135W	1.503
YLR136C	1.005
YLR137W	1.097
YLR138W	0.579
YLR139C	0.404
YLR142W	0.615
YLR143W	0.62
YLR144C	0.612
YLR146C	1.28
YLR148W	0.868
YLR149C	0.891
YLR150W	1.093
YLR151C	1.0
YLR152C	0.984
YLR154C	1.09
YLR164W	1.059
YLR165C	1.191
YLR168C	0.9
YLR169W	1.341
YLR170C	0.991
YLR171W	1.059
YLR172C	1.0
YLR173W	1.044
YLR174W	0.935
YLR176C	1.106
YLR177W	1.054
YLR178C	0.982
YLR179C	0.977
YLR180W	0.768
YLR181C	2.009
YLR182W	6.886
YLR183C	1.141
YLR184W	1.314
YLR185W	1.398
YLR187W	1.106
YLR188W	1.142
YLR189C	1.052
YLR190W	0.793
YLR191W	0.897
YLR192C	0.888
YLR193C	0.818
YLR194C	0.882
YLR199C	1.032
YLR200W	0.973
YLR201C	0.786
YLR202C	0.764
YLR203C	0.742
YLR204W	0.775
YLR205C	0.917
YLR206W	1.194
YLR207W	0.964
YLR209C	0.982
YLR210W	1.027
YLR211C	1.209
YLR213C	1.177
YLR214W	1.014
YLR216C	1.068
YLR217W	1.095
YLR218C	0.933
YLR219W	1.059
YLR220W	1.137
YLR221C	1.036
YLR224W	1.036
YLR225C	0.938
YLR226W	1.49
YLR227C	1.055
YLR228C	1.077
YLR231C	1.306
YLR232W	1.167
YLR233C	0.975
YLR234W	1.552
YLR235C	1.194
YLR236C	1.096
YLR237W	0.893
YLR238W	1.058
YLR239C	0.567
YLR240W	1.86
YLR241W	0.788
YLR242C	2.272
YLR246W	1.008
YLR247C	0.763
YLR248W	0.988
YLR250W	1.105
YLR251W	1.235
YLR252W	1.231
YLR253W	1.157
YLR254C	1.006
YLR255C	0.676
YLR257W	0.673
YLR258W	0.59
YLR260W	0.481
YLR261C	0.647
YLR262C	0.545
YLR262C-A	1.032
YLR263W	0.975
YLR264W	0.969
YLR265C	1.228
YLR266C	1.065
YLR267W	1.167
YLR268W	1.074
YLR269C	0.843
YLR270W	0.391
YLR271W	0.888
YLR273C	0.583
YLR278C	0.76
YLR279W	0.628
YLR280C	0.963
YLR281C	1.148
YLR282C	1.231
YLR283W	0.951
YLR284C	1.191
YLR285W	0.881
YLR286C	3.227
YLR287C	0.683
YLR287C-A	0.699
YLR288C	0.51
YLR289W	0.529
YLR290C	0.747
YLR292C	1.398
YLR294C	1.039
YLR295C	2.228
YLR296W	1.181
YLR297W	1.16
YLR299W	1.668
YLR300W	1.16
YLR303W	1.163
YLR304C	1.227
YLR306W	1.293
YLR307W	1.541
YLR308W	1.169
YLR309C	1.068
YLR311C	1.32
YLR312C	1.134
YLR312W-A	0.979
YLR313C	1.166
YLR315W	1.134
YLR318W	1.486
YLR319C	0.813
YLR320W	1.332
YLR322W	1.266
YLR324W	1.111
YLR325C	1.093
YLR326W	1.046
YLR327C	0.992
YLR328W	0.932
YLR329W	0.943
YLR330W	0.88
YLR331C	0.943
YLR332W	0.891
YLR333C	1.127
YLR334C	0.976
YLR335W	1.281
YLR337C	6.512
YLR338W	1.689
YLR341W	0.969
YLR342W	1.343
YLR344W	0.938
YLR345W	1.068
YLR346C	1.011
YLR348C	0.886
YLR349W	0.967
YLR350W	1.136
YLR351C	0.997
YLR352W	1.262
YLR353W	1.377
YLR354C	1.065
YLR356W	1.164
YLR357W	1.463
YLR358C	1.079
YLR360W	1.414
YLR361C	0.994
YLR362W	1.225
YLR363C	1.282
YLR364W	1.087
YLR365W	1.199
YLR366W	1.067
YLR367W	1.141
YLR368W	1.301
YLR369W	0.866
YLR370C	1.101
YLR371W	1.262
YLR372W	0.997
YLR373C	1.312
YLR374C	1.086
YLR375W	1.077
YLR376C	1.34
YLR377C	1.003
YLR380W	1.365
YLR381W	1.016
YLR382C	0.918
YLR384C	1.779
YLR385C	1.147
YLR386W	1.21
YLR387C	1.179
YLR388W	1.0
YLR389C	0.86
YLR390W	0.957
YLR390W-A	1.043
YLR392C	0.963
YLR393W	0.914
YLR394W	0.93
YLR395C	1.029
YLR396C	0.975
YLR398C	1.154
YLR399C	1.376
YLR400W	1.25
YLR401C	0.997
YLR402W	1.067
YLR403W	1.174
YLR404W	0.554
YLR405W	1.102
YLR406C	0.972
YLR407W	1.12
YLR408C	1.235
YLR410W	1.599
YLR412W	1.176
YLR413W	1.145
YLR414C	1.375
YLR415C	1.128
YLR416C	1.138
YLR417W	1.231
YLR418C	1.074
YLR420W	0.582
YLR421C	1.006
YLR422W	1.155
YLR423C	1.787
YLR425W	1.131
YLR426W	1.065
YLR427W	1.126
YLR428C	1.257
YLR429W	1.216
YLR431C	1.161
YLR432W	1.384
YLR433C	1.293
YLR434C	1.239
YLR435W	1.021
YLR436C	1.125
YLR437C	1.047
YLR438W	0.991
YLR439W	1.056
YLR441C	0.938
YLR442C	1.103
YLR443W	0.937
YLR444C	1.336
YLR445W	0.671
YLR446W	0.735
YLR447C	0.748
YLR448W	0.741
YLR449W	0.759
YLR450W	1.005
YLR451W	0.584
YLR452C	1.188
YLR453C	1.15
YLR454W	0.967
YLR455W	1.112
YLR456W	1.06
YLR460C	1.21
YLR461W	0.728
YML001W	0.857
YML002W	0.971
YML003W	0.821
YML004C	1.025
YML005W	0.873
YML006C	0.86
YML007W	0.936
YML008C	0.77
YML009C	0.7865
YML011C	1.07
YML012W	1.105
YML013W	0.876
YML014W	1.507
YML016C	1.018
YML017W	1.247
YML018C	0.962
YML019W	0.76
YML020W	0.825
YML021C	0.662
YML022W	1.052
YML024W	1.025
YML026C	0.757
YML027W	0.938
YML028W	0.796
YML029W	0.794
YML030W	0.87
YML032C	1.491
YML034W	0.937
YML035C	1.049
YML036W	0.944
YML037C	0.848
YML038C	0.927
YML041C	1.019
YML042W	1.156
YML047C	1.091
YML048W	0.901
YML050W	0.817
YML051W	1.125
YML052W	0.953
YML053C	0.969
YML054C	1.405
YML055W	1.136
YML056C	1.079
YML057W	0.799
YML058W	0.701
YML059C	0.716
YML060W	0.848
YML061C	0.759
YML062C	0.975
YML063W	0.897
YML066C	1.019
YML070W	1.255
YML071C	1.333
YML072C	1.089
YML073C	2.091
YML074C	1.392
YML075C	1.018
YML078W	0.92
YML079W	0.939
YML080W	1.093
YML081C-A	0.672
YML081W	0.796
YML082W	1.009
YML083C	0.903
YML084W	0.771
YML086C	0.879
YML087C	0.907
YML088W	0.796
YML089C	1.35
YML090W	1.131
YML094W	1.197
YML095C	1.343
YML096W	1.406
YML097C	1.491
YML099C	0.77
YML100W	1.214
YML100W-A	1.202
YML101C	1.401
YML102W	1.465
YML103C	1.516
YML104C	1.2
YML106W	1.343
YML107C	1.268
YML108W	1.223
YML109W	0.993
YML110C	0.816
YML111W	1.093
YML112W	1.155
YML113W	1.183
YML115C	1.042
YML116W	1.122
YML117W	1.375
YML118W	1.161
YML119W	1.387
YML120C	1.075
YML121W	1.002
YML122C	1.113
YML123C	1.225
YML124C	1.336
YML128C	1.127
YML129C	0.864
YML131W	0.669
YMR002W	0.916
YMR003W	0.809
YMR004W	0.843
YMR006C	0.988
YMR007W	0.885
YMR008C	0.957
YMR009W	0.809
YMR010W	0.819
YMR011W	0.898
YMR012W	0.846
YMR014W	0.869
YMR015C	0.869
YMR016C	1.305
YMR017W	1.136
YMR018W	0.94
YMR019W	0.866
YMR020W	0.823
YMR021C	0.755
YMR022W	0.887
YMR023C	0.776
YMR024W	0.695
YMR025W	1.215
YMR026C	1.09
YMR027W	0.943
YMR029C	0.951
YMR030W	0.938
YMR031C	0.912
YMR031W-A	1.228
YMR032W	1.63
YMR034C	0.796
YMR035W	0.706
YMR036C	1.349
YMR037C	0.99
YMR039C	1.171
YMR040W	1.023
YMR041C	0.998
YMR042W	0.903
YMR044W	0.772
YMR048W	0.9
YMR052C-A	1.179
YMR052W	1.163
YMR053C	1.172
YMR054W	1.102
YMR055C	1.302
YMR056C	0.978
YMR057C	0.955
YMR058W	0.962
YMR060C	0.806
YMR062C	0.841
YMR063W	0.655
YMR064W	0.831
YMR065W	0.99
YMR066W	0.843
YMR067C	0.916
YMR068W	1.19
YMR069W	0.81
YMR070W	1.025
YMR071C	0.803
YMR073C	0.858
YMR074C	0.709
YMR075C-A	0.768
YMR075W	0.867
YMR077C	0.706
YMR078C	0.763
YMR080C	1.101
YMR081C	0.936
YMR082C	0.995
YMR083W	0.786
YMR084W	0.882
YMR085W	1.081
YMR086C-A	0.856
YMR086W	0.777
YMR087W	0.923
YMR088C	1.044
YMR089C	0.777
YMR090W	0.878
YMR091C	1.165
YMR092C	0.97
YMR095C	1.127
YMR096W	1.292
YMR099C	1.105
YMR100W	1.243
YMR101C	1.095
YMR102C	1.314
YMR103C	0.664
YMR104C	1.194
YMR105C	0.65
YMR106C	0.925
YMR107W	1.221
YMR109W	1.315
YMR110C	1.12
YMR111C	1.163
YMR114C	1.479
YMR115W	1.034
YMR116C	1.672
YMR118C	0.884
YMR119W	0.954
YMR119W-A	1.178
YMR120C	1.017
YMR121C	1.099
YMR122C	1.181
YMR123W	1.068
YMR124W	0.716
YMR125W	1.035
YMR126C	0.685
YMR127C	1.62
YMR129W	1.204
YMR130W	1.294
YMR132C	1.491
YMR133W	1.36
YMR135W-A	0.885
YMR136W	1.812
YMR137C	0.898
YMR139W	0.981
YMR140W	0.907
YMR141C	0.909
YMR142C	0.415
YMR144W	0.882
YMR145C	1.077
YMR147W	0.802
YMR148W	0.82
YMR150C	0.704
YMR151W	0.741
YMR152W	0.868
YMR153C-A	0.92
YMR153W	0.802
YMR154C	0.537
YMR155W	0.835
YMR156C	0.92
YMR157C	0.787
YMR158W	0.95
YMR159C	0.791
YMR160W	1.092
YMR161W	0.823
YMR162C	0.9
YMR163C	0.764
YMR164C	0.925
YMR166C	1.411
YMR167W	1.061
YMR169C	1.032
YMR170C	0.966
YMR171C	0.966
YMR172C-A	0.842
YMR172W	1.282
YMR173W	1.033
YMR173W-A	0.776
YMR174C	1.1045
YMR175W	0.9415
YMR176W	1.207
YMR177W	1.031
YMR178W	0.795
YMR179W	0.827
YMR180C	0.898
YMR181C	1.054
YMR182C	0.977
YMR183C	0.882
YMR184W	0.624
YMR186W	0.97
YMR188C	1.103
YMR189W	0.889
YMR190C	1.175
YMR191W	1.0155
YMR192W	0.82
YMR193C-A	0.703
YMR193W	0.929
YMR194C-A	0.976
YMR194W	0.887
YMR195W	0.962
YMR196W	0.867
YMR198W	1.217
YMR199W	1.002
YMR201C	0.956
YMR202W	0.768
YMR204C	0.946
YMR205C	0.777
YMR206W	0.737
YMR207C	0.862
YMR209C	1.01
YMR210W	0.737
YMR214W	0.918
YMR215W	0.873
YMR216C	0.762
YMR219W	0.958
YMR221C	0.766
YMR222C	0.804
YMR223W	0.681
YMR224C	1.257
YMR225C	0.823
YMR226C	0.825
YMR228W	0.775
YMR230W	0.889
YMR231W	0.882
YMR232W	0.833
YMR233W	0.781
YMR234W	0.738
YMR237W	0.781
YMR238W	0.835
YMR241W	0.923
YMR242C	0.63
YMR243C	0.779
YMR244C-A	0.776
YMR244W	0.864
YMR245W	0.806
YMR246W	0.888
YMR247C	0.85
YMR250W	0.819
YMR251W	0.797
YMR251W-A	0.804
YMR252C	0.783
YMR253C	0.874
YMR254C	1.029
YMR255W	0.54
YMR256C	0.848
YMR257C	0.778
YMR258C	1.145
YMR259C	0.804
YMR261C	1.028
YMR262W	0.578
YMR263W	0.663
YMR264W	0.853
YMR265C	0.86
YMR266W	0.822
YMR267W	0.424
YMR269W	0.526
YMR271C	1.112
YMR272C	0.619
YMR273C	1.051
YMR274C	0.753
YMR275C	1.004
YMR276W	1.226
YMR278W	0.499
YMR279C	0.486
YMR280C	0.537
YMR282C	0.892
YMR283C	0.862
YMR284W	1.178
YMR285C	0.497
YMR286W	0.499
YMR287C	0.474
YMR289W	0.823
YMR291W	0.9
YMR292W	0.908
YMR293C	0.746
YMR294W	0.876
YMR294W-A	0.797
YMR295C	0.905
YMR297W	0.876
YMR299C	1.244
YMR300C	0.698
YMR302C	0.546
YMR303C	0.58
YMR304C-A	0.742
YMR304W	0.928
YMR305C	0.942
YMR306C-A	0.797
YMR306W	0.548
YMR307W	3.175
YMR310C	0.81
YMR311C	0.441
YMR312W	0.633
YMR313C	0.589
YMR315W	0.588
YMR316C-A	0.986
YMR316C-B	0.8
YMR316W	1.124
YMR317W	0.953
YMR318C	1.268
YMR319C	1.136
YMR320W	1.258
YMR322C	1.108
YMR326C	0.89
YNL001W	0.991
YNL003C	0.904
YNL004W	0.996
YNL005C	0.789
YNL008C	0.871
YNL009W	0.88
YNL010W	0.913
YNL011C	1.062
YNL012W	0.969
YNL013C	0.782
YNL014W	0.911
YNL015W	0.911
YNL016W	0.865
YNL020C	0.911
YNL021W	0.991
YNL022C	1.084
YNL023C	1.785
YNL024C	1.0
YNL025C	1.136
YNL027W	0.981
YNL028W	0.817
YNL029C	0.892
YNL030W	0.937
YNL031C	0.913
YNL032W	1.18
YNL034W	1.073
YNL035C	0.945
YNL037C	0.929
YNL040W	0.933
YNL041C	0.953
YNL043C	0.88
YNL044W	0.873
YNL045W	0.878
YNL046W	0.925
YNL047C	0.518
YNL049C	0.972
YNL050C	0.977
YNL051W	0.914
YNL052W	0.993
YNL053W	0.554
YNL054W	0.5
YNL055C	0.691
YNL056W	1.045
YNL057W	0.634
YNL058C	0.52
YNL059C	0.993
YNL063W	1.105
YNL064C	1.3
YNL065W	1.031
YNL066W	1.14
YNL067W	0.967
YNL068C	0.961
YNL069C	0.855
YNL070W	0.895
YNL071W	0.848
YNL072W	0.901
YNL073W	0.864
YNL074C	0.772
YNL076W	0.847
YNL077W	1.03
YNL078W	0.985
YNL079C	0.999
YNL080C	1.008
YNL081C	0.929
YNL082W	0.929
YNL083W	0.968
YNL084C	0.957
YNL085W	1.051
YNL086W	0.928
YNL087W	0.924
YNL089C	1.011
YNL090W	1.081
YNL091W	0.988
YNL092W	0.593
YNL093W	0.979
YNL094W	0.614
YNL095C	1.109
YNL096C	0.525
YNL097C	0.979
YNL098C	0.48
YNL099C	1.043
YNL100W	1.055
YNL101W	0.596
YNL104C	0.954
YNL105W	1.057
YNL106C	1.024
YNL107W	1.064
YNL108C	0.579
YNL109W	1.051
YNL111C	1.049
YNL115C	0.957
YNL116W	0.5
YNL117W	0.902
YNL119W	1.068
YNL120C	1.033
YNL121C	0.895
YNL122C	0.996
YNL123W	0.948
YNL125C	0.942
YNL127W	0.946
YNL128W	0.954
YNL129W	0.952
YNL130C	1.055
YNL133C	1.821
YNL134C	0.484
YNL135C	0.541
YNL136W	0.451
YNL138W	1.111
YNL139C	0.732
YNL140C	1.113
YNL141W	0.557
YNL142W	1.113
YNL143C	1.031
YNL144C	0.922
YNL145W	0.949
YNL146W	0.969
YNL147W	0.843
YNL148C	1.223
YNL153C	0.998
YNL154C	1.071
YNL155W	1.003
YNL156C	0.995
YNL157W	0.989
YNL159C	1.005
YNL162W	1.051
YNL164C	1.214
YNL165W	0.962
YNL166C	1.385
YNL167C	1.011
YNL168C	0.896
YNL169C	0.876
YNL171C	1.523
YNL173C	0.916
YNL175C	0.898
YNL176C	0.997
YNL177C	0.817
YNL179C	0.737
YNL183C	0.816
YNL184C	0.494
YNL187W	0.585
YNL190W	0.63
YNL191W	0.726
YNL192W	0.905
YNL193W	0.893
YNL194C	0.99
YNL195C	0.895
YNL196C	0.952
YNL197C	0.904
YNL198C	0.986
YNL199C	1.031
YNL200C	0.653
YNL201C	0.828
YNL202W	0.905
YNL203C	0.701
YNL204C	0.919
YNL205C	0.726
YNL206C	0.881
YNL208W	0.888
YNL211C	0.936
YNL212W	0.616
YNL213C	0.511
YNL214W	0.59
YNL215W	0.63
YNL217W	0.616
YNL218W	0.746
YNL219C	1.01
YNL220W	0.753
YNL223W	0.876
YNL224C	0.876
YNL225C	1.264
YNL226W	0.757
YNL227C	0.831
YNL228W	0.754
YNL229C	0.718
YNL230C	0.734
YNL231C	0.582
YNL233W	0.944
YNL234W	0.686
YNL235C	0.782
YNL236W	0.766
YNL237W	0.905
YNL238W	1.513
YNL239W	0.959
YNL241C	0.838
YNL242W	1.026
YNL246W	1.0
YNL248C	0.37
YNL249C	0.427
YNL250W	1.786
YNL252C	0.869
YNL253W	0.429
YNL254C	0.63
YNL255C	0.731
YNL257C	0.749
YNL259C	0.658
YNL264C	1.781
YNL265C	0.979
YNL266W	0.736
YNL268W	1.0779999999999998
YNL269W	1.332
YNL270C	0.423
YNL271C	1.217
YNL273W	0.756
YNL274C	0.668
YNL275W	0.598
YNL276C	0.731
YNL277W	0.801
YNL278W	0.544
YNL279W	1.321
YNL280C	0.484
YNL281W	0.9
YNL283C	1.145
YNL284C	0.703
YNL285W	0.902
YNL286W	0.944
YNL288W	0.549
YNL291C	0.91
YNL292W	0.734
YNL293W	0.552
YNL294C	0.448
YNL295W	0.61
YNL296W	1.012
YNL297C	0.748
YNL298W	2.179
YNL299W	0.718
YNL300W	2.64
YNL301C	0.625
YNL302C	0.652
YNL303W	0.91
YNL304W	0.962
YNL305C	0.869
YNL307C	0.718
YNL309W	0.574
YNL311C	0.467
YNL314W	0.861
YNL315C	0.9259999999999999
YNL316C	1.467
YNL318C	0.793
YNL319W	0.806
YNL320W	0.564
YNL321W	0.497
YNL322C	0.63
YNL323W	0.578
YNL324W	0.953
YNL325C	0.944
YNL326C	0.586
YNL327W	1.132
YNL328C	0.84
YNL329C	0.439
YNL330C	0.9
YNL332W	0.953
YNL333W	0.709
YNL334C	0.535
YNL335W	0.499
YNL336W	0.858
YNL338W	0.989
YNL339C	0.788
YNR001C	0.851
YNR002C	1.016
YNR004W	0.956
YNR005C	1.153
YNR006W	1.071
YNR007C	0.854
YNR008W	0.904
YNR009W	0.96
YNR010W	0.913
YNR012W	0.847
YNR013C	0.948
YNR014W	1.029
YNR015W	0.978
YNR018W	0.942
YNR019W	1.18
YNR020C	0.856
YNR021W	0.778
YNR022C	0.812
YNR024W	1.016
YNR025C	1.099
YNR027W	0.962
YNR028W	0.93
YNR029C	0.885
YNR030W	1.211
YNR031C	1.133
YNR032C-A	0.942
YNR032W	0.965
YNR033W	1.053
YNR034W	1.033
YNR036C	0.942
YNR037C	0.517
YNR039C	0.927
YNR040W	0.885
YNR041C	0.796
YNR042W	0.998
YNR045W	0.8
YNR047W	0.833
YNR048W	1.142
YNR049C	1.129
YNR050C	1.145
YNR051C	2.147
YNR052C	1.213
YNR055C	1.043
YNR056C	0.659
YNR057C	0.939
YNR058W	1.082
YNR059W	0.934
YNR060W	1.088
YNR061C	1.017
YNR062C	0.965
YNR063W	1.06
YNR064C	1.052
YNR065C	1.398
YNR066C	1.329
YNR067C	1.913
YNR068C	0.987
YNR069C	1.061
YNR070W	0.931
YNR071C	0.899
YNR072W	0.901
YNR073C	1.025
YNR074C	1.0
YNR075W	1.073
YOL001W	0.941
YOL002C	1.012
YOL003C	1.191
YOL004W	0.974
YOL006C	1.113
YOL007C	1.284
YOL008W	0.741
YOL009C	0.769
YOL011W	0.948
YOL012C	1.267
YOL013C	1.079
YOL013W-A	0.777
YOL014W	1.106
YOL015W	1.032
YOL016C	1.096
YOL017W	1.364
YOL018C	1.199
YOL019W	0.899
YOL020W	1.031
YOL023W	1.173
YOL024W	0.943
YOL027C	0.984
YOL028C	0.797
YOL029C	0.782
YOL030W	0.481
YOL031C	0.545
YOL032W	0.562
YOL033W	0.886
YOL035C	0.948
YOL036W	1.209
YOL037C	1.307
YOL039W	0.899
YOL041C	1.028
YOL042W	1.105
YOL043C	0.873
YOL044W	0.656
YOL045W	0.577
YOL046C	0.634
YOL047C	0.531
YOL048C	1.14
YOL049W	0.987
YOL050C	1.401
YOL051W	1.008
YOL052C	1.078
YOL053W	0.928
YOL054W	0.811
YOL055C	0.615
YOL056W	0.517
YOL057W	0.567
YOL058W	0.488
YOL059W	1.178
YOL060C	1.147
YOL061W	1.065
YOL062C	1.021
YOL063C	1.005
YOL064C	1.32
YOL065C	1.117
YOL067C	0.962
YOL068C	0.646
YOL070C	0.679
YOL071W	0.562
YOL072W	1.559
YOL075C	1.137
YOL076W	2.269
YOL079W	1.062
YOL080C	0.85
YOL081W	1.049
YOL082W	0.974
YOL083W	0.902
YOL084W	0.938
YOL085C	0.502
YOL087C	0.965
YOL088C	1.03
YOL089C	1.113
YOL090W	1.51
YOL091W	0.833
YOL092W	1.076
YOL093W	0.941
YOL095C	0.685
YOL096C	0.623
YOL098C	0.695
YOL099C	0.627
YOL100W	0.671
YOL101C	0.745
YOL103W	0.447
YOL104C	0.399
YOL105C	1.0
YOL106W	1.093
YOL107W	0.806
YOL108C	0.864
YOL109W	0.769
YOL110W	0.77
YOL111C	0.804
YOL112W	0.782
YOL113W	0.745
YOL114C	0.677
YOL115W	1.073
YOL116W	0.77
YOL117W	0.99
YOL118C	0.672
YOL119C	0.72
YOL121C	0.73
YOL122C	0.783
YOL124C	0.742
YOL125W	0.992
YOL126C	0.75
YOL128C	0.723
YOL129W	0.67
YOL131W	0.735
YOL132W	0.831
YOL136C	0.725
YOL137W	0.76
YOL138C	1.129
YOL141W	0.582
YOL147C	0.983
YOL150C	0.72
YOL151W	1.1095000000000002
YOL152W	1.233
YOL155C	0.985
YOL158C	0.983
YOL159C	0.882
YOL160W	0.97
YOL162W	1.215
YOL163W	0.972
YOR001W	1.149
YOR002W	1.167
YOR003W	1.235
YOR005C	0.987
YOR006C	0.603
YOR007C	0.699
YOR008C	0.703
YOR008C-A	0.725
YOR009W	0.596
YOR010C	0.488
YOR011W	0.446
YOR012W	0.825
YOR013W	1.097
YOR014W	1.386
YOR015W	0.971
YOR016C	1.018
YOR017W	0.883
YOR018W	0.587
YOR019W	0.859
YOR021C	0.697
YOR022C	0.802
YOR023C	0.476
YOR024W	0.474
YOR025W	0.556
YOR026W	1.548
YOR027W	1.162
YOR028C	0.943
YOR029W	0.607
YOR030W	0.7
YOR032C	0.686
YOR033C	0.615
YOR034C	0.453
YOR035C	5.008
YOR036W	0.562
YOR037W	0.379
YOR038C	1.112
YOR039W	1.29
YOR040W	1.057
YOR041C	0.924
YOR042W	1.196
YOR043W	0.676
YOR044W	0.691
YOR045W	0.714
YOR047C	0.425
YOR049C	0.451
YOR050C	0.417
YOR051C	0.373
YOR052C	1.057
YOR053W	1.063
YOR054C	1.178
YOR055W	0.943
YOR058C	2.595
YOR059C	0.653
YOR061W	0.587
YOR062C	0.705
YOR064C	0.419
YOR065W	0.385
YOR066W	0.579
YOR067C	0.587
YOR068C	1.089
YOR069W	1.141
YOR070C	0.956
YOR071C	0.773
YOR072W	1.008
YOR073W	0.601
YOR076C	0.665
YOR078W	0.53
YOR079C	0.43
YOR080W	1.377
YOR081C	0.44
YOR082C	1.07
YOR083W	0.877
YOR084W	0.966
YOR085W	1.901
YOR086C	1.102
YOR087W	0.721
YOR089C	1.022
YOR090C	1.0
YOR091W	0.857
YOR092W	0.981
YOR093C	1.083
YOR094W	1.226
YOR096W	0.864
YOR097C	1.085
YOR099W	1.203
YOR100C	1.206
YOR101W	0.965
YOR104W	0.627
YOR105W	0.696
YOR106W	0.547
YOR107W	0.823
YOR108W	0.642
YOR109W	1.02
YOR111W	1.02
YOR112W	1.072
YOR113W	1.425
YOR114W	1.095
YOR115C	0.961
YOR118W	0.835
YOR120W	0.772
YOR121C	0.665
YOR123C	0.744
YOR124C	0.646
YOR125C	0.56
YOR126C	1.186
YOR127W	1.536
YOR128C	0.665
YOR129C	1.075
YOR130C	1.232
YOR131C	1.049
YOR132W	0.687
YOR133W	0.816
YOR134W	0.646
YOR135C	0.604
YOR136W	0.608
YOR137C	0.649
YOR138C	1.378
YOR139C	1.087
YOR140W	0.895
YOR141C	1.33
YOR142W	1.234
YOR144C	1.631
YOR147W	0.986
YOR150W	1.127
YOR152C	1.064
YOR153W	1.162
YOR154W	1.126
YOR155C	0.978
YOR156C	1.146
YOR158W	0.932
YOR161C	1.095
YOR162C	1.114
YOR163W	1.117
YOR164C	1.159
YOR165W	1.234
YOR166C	0.988
YOR167C	1.051
YOR170W	1.207
YOR171C	1.129
YOR172W	1.092
YOR173W	0.88
YOR175C	1.14
YOR177C	1.072
YOR178C	1.243
YOR179C	1.364
YOR180C	1.208
YOR182C	1.468
YOR183W	1.489
YOR184W	1.075
YOR185C	1.015
YOR186W	1.151
YOR187W	1.028
YOR188W	1.303
YOR189W	1.473
YOR190W	1.204
YOR191W	1.162
YOR192C	0.997
YOR193W	1.105
YOR195W	1.243
YOR196C	1.15
YOR197W	0.994
YOR198C	1.111
YOR199W	0.756
YOR200W	0.706
YOR201C	0.826
YOR202W	0.98
YOR205C	0.924
YOR208W	1.073
YOR209C	1.0
YOR211C	0.733
YOR212W	0.94
YOR213C	1.222
YOR214C	1.126
YOR215C	1.252
YOR216C	1.457
YOR219C	1.151
YOR220W	1.067
YOR221C	0.894
YOR222W	1.19
YOR223W	1.333
YOR225W	1.219
YOR226C	0.982
YOR227W	1.147
YOR228C	0.997
YOR229W	1.066
YOR230W	1.156
YOR231W	1.115
YOR233W	1.255
YOR234C	0.978
YOR235W	1.347
YOR237W	1.059
YOR238W	0.983
YOR239W	1.036
YOR241W	0.724
YOR242C	0.985
YOR243C	1.063
YOR245C	1.09
YOR246C	1.078
YOR247W	1.176
YOR248W	1.289
YOR251C	1.062
YOR252W	0.964
YOR253W	1.132
YOR255W	0.928
YOR258W	1.91
YOR263C	1.054
YOR264W	1.102
YOR265W	0.964
YOR266W	0.914
YOR267C	1.103
YOR268C	1.154
YOR269W	1.138
YOR270C	1.141
YOR271C	1.137
YOR273C	1.105
YOR274W	1.023
YOR275C	0.958
YOR276W	0.996
YOR277C	1.012
YOR279C	1.09
YOR280C	1.109
YOR283W	1.325
YOR284W	1.179
YOR285W	1.112
YOR286W	0.989
YOR288C	1.034
YOR289W	1.161
YOR290C	2.965
YOR291W	1.094
YOR292C	1.144
YOR293W	1.003
YOR295W	0.992
YOR296W	1.124
