ORF	hap a | abundance of alanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of aspartic acid | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamate | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of phenylalanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glycine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of histidine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of isoleucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of lysine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of leucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of methionine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of asparagine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of proline | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of arginine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of serine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of threonine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of valine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tryptophan | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tyrosine | minimal [standard] | Mulleder M~Ralser M, 2016
YBL102W	6.127	5.202	21.098	0.300	1.756	4.455	0.425	0.646	0.319	0.150	1.138	1.196	26.619	2.536	2.120	4.017	1.316	0.045	3.718
YBL103C	8.499	5.036	17.694	0.292	2.473	4.451	0.432	0.705	0.221	0.080	1.204	0.877	17.410	6.079	2.180	5.063	1.467	0.040	3.685
YBL104C	7.363	5.855	25.788	0.242	1.452	4.030	0.388	0.730	0.264	0.123	1.804	1.194	37.198	1.915	2.162	3.979	1.363	0.040	2.791
YBL106C	6.456	5.071	19.789	0.296	1.890	4.798	0.367	0.781	0.236	0.129	1.120	1.154	26.038	3.202	1.998	3.864	1.354	0.037	2.652
YBL107C	6.195	5.905	22.553	0.263	1.664	3.422	0.391	0.708	0.275	0.114	1.275	1.033	28.244	1.997	2.486	4.138	1.267	0.040	3.930
YBR001C	6.208	5.038	22.956	0.272	1.667	3.967	0.384	0.601	0.284	0.136	1.214	1.209	30.770	1.684	2.285	4.099	1.344	0.039	2.662
YBR003W	6.325	4.748	17.576	0.256	2.601	4.276	0.395	0.863	0.268	0.111	1.262	1.024	27.918	2.897	2.654	4.185	1.428	0.039	1.865
YBR005W	6.014	5.123	22.868	0.286	1.537	3.418	0.399	0.672	0.295	0.133	1.192	1.190	29.355	1.630	2.153	3.934	1.326	0.041	3.718
YBR006W	5.796	4.722	22.869	0.284	1.751	6.367	0.377	0.875	0.308	0.126	1.373	1.146	27.800	3.625	2.005	3.412	1.349	0.042	2.303
YBR007C	5.821	4.589	18.614	0.278	2.459	6.568	0.393	1.114	0.278	0.126	1.230	1.037	25.943	5.135	2.358	3.743	1.421	0.039	2.415
YBR008C	5.677	4.350	20.837	0.307	1.888	5.335	0.399	0.576	0.309	0.152	1.199	1.140	29.205	2.048	2.146	3.811	1.400	0.045	1.645
YBR009C	5.919	4.130	19.520	0.341	1.527	6.125	0.413	0.860	0.298	0.126	1.369	0.985	27.732	4.891	2.217	3.678	1.311	0.049	4.055
YBR010W	6.400	4.890	21.466	0.200	1.863	5.713	0.335	1.094	0.151	0.083	1.292	0.988	28.352	5.385	2.569	3.488	1.174	0.030	2.940
YBR012C	6.373	4.801	21.562	0.270	1.739	6.029	0.365	0.892	0.234	0.124	1.301	1.073	31.587	4.141	2.475	3.857	1.375	0.039	2.242
YBR013C	6.032	4.643	21.992	0.332	2.272	5.500	0.414	0.697	0.340	0.147	1.224	1.121	27.387	2.808	2.198	3.748	1.376	0.048	2.386
YBR014C	6.064	7.428	22.080	0.260	2.028	5.638	0.364	1.234	0.256	0.081	1.103	1.183	28.244	2.679	2.542	4.254	1.163	0.029	3.035
YBR015C	5.891	6.322	24.654	0.250	2.101	6.271	0.353	1.181	0.226	0.075	1.150	1.162	29.593	6.926	1.973	3.996	1.150	0.031	4.024
YBR016W	6.178	4.681	21.586	0.275	1.681	4.609	0.399	0.846	0.280	0.121	1.147	1.196	28.701	3.489	2.211	4.017	1.264	0.036	3.178
YBR018C	6.268	5.267	22.350	0.261	1.653	4.750	0.393	0.924	0.285	0.110	1.091	1.190	28.452	3.055	2.273	3.989	1.207	0.038	3.266
YBR019C	6.460	5.057	21.552	0.270	1.705	4.783	0.381	0.870	0.258	0.115	1.142	1.128	29.519	3.142	2.351	3.896	1.228	0.036	3.296
YBR020W	5.802	6.540	20.069	0.238	2.213	6.061	0.365	1.127	0.261	0.102	1.117	1.108	27.068	4.263	2.291	3.846	1.206	0.030	1.900
YBR021W	6.391	5.036	18.117	0.338	1.824	5.963	0.403	1.058	0.252	0.114	1.230	0.759	21.349	8.343	1.861	3.823	1.312	0.045	4.144
YBR022W	6.506	4.690	19.934	0.285	1.745	5.005	0.414	0.758	0.267	0.134	1.224	1.120	29.587	3.140	2.268	4.181	1.344	0.038	2.779
YBR023C	6.106	4.418	21.670	0.324	1.853	4.769	0.423	0.672	0.322	0.141	1.101	1.141	27.683	2.705	2.244	3.816	1.354	0.046	2.407
YBR024W	6.626	4.418	21.433	0.294	1.622	3.989	0.416	0.557	0.268	0.164	1.117	1.296	29.686	2.106	2.093	4.110	1.440	0.039	2.506
YBR025C	7.520	4.703	21.466	0.271	1.607	4.943	0.419	0.820	0.236	0.106	1.199	0.964	30.250	3.136	1.861	4.027	1.441	0.033	3.157
YBR026C	5.652	3.829	20.394	0.355	1.231	3.091	0.427	0.765	0.326	0.159	1.182	1.145	33.046	2.723	2.263	3.401	1.456	0.043	3.140
YBR027C	6.044	5.392	22.449	0.280	1.645	4.175	0.403	0.634	0.271	0.101	1.231	1.197	29.809	1.524	2.423	4.041	1.294	0.037	2.616
YBR028C	5.920	5.805	22.112	0.254	1.646	4.983	0.374	0.983	0.235	0.112	1.451	1.128	30.391	2.920	2.749	3.935	1.279	0.036	3.201
YBR030W	6.155	5.627	22.957	0.282	1.649	4.670	0.399	0.884	0.300	0.116	1.166	1.184	30.807	2.595	2.271	3.903	1.301	0.039	3.430
YBR031W	6.627	5.431	20.320	0.271	1.432	4.795	0.428	0.834	0.321	0.106	1.224	1.115	26.008	2.843	2.028	4.027	1.227	0.043	3.715
YBR032W	6.280	4.523	21.640	0.286	1.496	3.708	0.401	0.594	0.314	0.151	1.213	1.160	29.156	1.941	2.133	3.791	1.323	0.043	2.758
YBR033W	5.785	5.036	21.896	0.277	1.438	5.059	0.391	0.856	0.295	0.123	1.182	1.171	29.366	2.973	2.111	3.760	1.261	0.040	2.845
YBR034C	6.245	5.549	20.718	0.261	2.569	4.765	0.394	1.054	0.229	0.130	1.158	0.937	21.316	5.291	2.271	3.844	1.425	0.040	2.966
YBR035C	5.386	4.353	33.274	0.221	3.806	5.498	0.283	1.128	0.163	0.071	1.224	1.197	32.915	5.990	2.109	2.963	1.179	0.044	3.220
YBR036C	6.649	5.895	25.364	0.219	2.284	4.765	0.351	0.902	0.207	0.120	1.082	1.361	28.213	4.063	2.305	3.975	1.363	0.029	2.009
YBR037C	5.982	5.721	22.515	0.254	2.041	4.667	0.365	1.141	0.208	0.105	1.240	1.341	26.560	2.880	2.432	4.466	1.297	0.025	3.447
YBR040W	6.455	3.875	21.284	0.328	1.659	3.409	0.433	0.508	0.343	0.185	1.034	1.299	28.244	1.680	2.251	3.903	1.440	0.047	2.811
YBR041W	6.285	5.386	23.416	0.280	1.497	5.388	0.375	0.895	0.284	0.118	1.188	1.115	28.183	3.190	2.085	3.835	1.256	0.040	3.084
YBR042C	7.322	5.078	25.075	0.279	1.556	3.485	0.384	0.559	0.260	0.143	1.164	1.270	31.697	1.356	2.299	4.119	1.374	0.039	2.751
YBR043C	6.163	6.002	25.242	0.255	1.784	4.765	0.386	0.834	0.254	0.106	1.230	1.237	32.112	1.996	2.823	4.242	1.312	0.036	2.600
YBR044C	6.711	4.487	21.593	0.296	1.403	3.320	0.402	0.461	0.321	0.155	1.055	1.259	28.509	1.288	2.004	3.842	1.294	0.042	2.758
YBR045C	6.127	5.018	21.915	0.273	1.752	4.414	0.400	0.760	0.276	0.127	1.170	1.199	30.130	2.471	2.523	4.159	1.316	0.036	2.855
YBR046C	6.651	5.908	23.514	0.241	1.727	4.444	0.379	0.880	0.250	0.102	1.299	1.144	30.276	2.564	2.273	4.270	1.286	0.035	2.868
YBR047W	6.127	5.132	24.017	0.269	1.759	4.681	0.382	0.771	0.276	0.135	1.265	1.234	30.723	2.672	2.291	3.945	1.326	0.037	2.702
YBR048W	6.687	4.809	21.365	0.265	1.468	5.984	0.432	1.132	0.290	0.085	1.264	0.878	29.302	2.880	2.413	3.851	1.293	0.032	3.655
YBR050C	6.549	4.772	20.098	0.253	2.640	5.728	0.387	0.953	0.217	0.123	1.124	1.138	28.244	4.947	2.402	4.473	1.429	0.033	2.229
YBR051W	6.193	5.180	20.803	0.280	1.649	4.511	0.399	0.689	0.292	0.142	1.297	1.237	25.836	2.706	2.338	3.895	1.311	0.044	2.656
YBR052C	5.871	4.819	19.829	0.277	2.040	5.012	0.389	0.796	0.263	0.129	1.144	1.169	29.217	2.738	2.324	4.191	1.354	0.039	2.420
YBR053C	6.814	4.944	22.709	0.207	1.753	5.175	0.386	0.765	0.167	0.138	1.163	1.315	33.823	3.154	2.237	4.387	1.421	0.025	1.594
YBR054W	6.644	4.709	20.668	0.281	1.546	4.368	0.400	0.640	0.277	0.129	1.153	1.128	30.412	2.203	2.228	4.144	1.312	0.039	2.830
YBR056W	6.393	5.276	21.815	0.280	1.544	4.200	0.390	0.653	0.266	0.147	1.204	1.206	26.157	2.285	2.276	3.793	1.358	0.040	2.813
YBR056W-A	5.752	4.230	21.810	0.316	1.669	5.089	0.412	0.777	0.347	0.138	1.122	1.175	28.244	2.723	2.090	3.585	1.285	0.051	2.703
YBR057C	5.764	6.280	20.871	0.278	2.185	4.836	0.399	0.941	0.254	0.103	1.252	1.127	24.985	3.143	2.645	4.108	1.339	0.038	2.902
YBR058C	6.203	5.342	26.356	0.255	1.959	3.828	0.361	0.978	0.268	0.116	1.329	1.238	30.709	2.129	2.255	3.761	1.241	0.036	3.880
YBR059C	6.127	4.843	22.538	0.260	1.949	4.631	0.389	0.786	0.276	0.122	1.094	1.107	28.391	2.895	2.403	4.252	1.316	0.039	2.639
YBR061C	5.811	5.036	20.888	0.319	1.628	5.685	0.405	1.141	0.264	0.107	1.375	0.898	23.637	11.996	2.110	4.148	1.273	0.044	5.026
YBR062C	5.780	5.841	23.150	0.239	1.990	5.668	0.378	1.021	0.253	0.123	1.359	1.179	29.392	3.096	2.554	4.012	1.369	0.034	2.211
YBR063C	5.996	4.714	23.662	0.272	1.922	3.681	0.399	0.563	0.299	0.154	1.137	1.340	28.989	1.664	2.249	4.015	1.375	0.040	2.397
YBR064W	6.127	5.370	21.923	0.278	1.597	4.718	0.385	0.709	0.277	0.148	1.355	1.258	25.972	2.778	2.304	3.988	1.387	0.040	2.475
YBR065C	6.524	4.648	22.617	0.277	1.602	5.463	0.384	0.690	0.264	0.133	1.241	1.200	30.414	2.928	2.156	3.996	1.364	0.038	2.100
YBR066C	8.018	4.023	21.043	0.268	1.788	3.161	0.436	0.381	0.268	0.180	1.295	1.398	32.412	0.929	2.520	4.684	1.577	0.038	2.038
YBR067C	6.127	4.496	21.294	0.348	1.625	4.372	0.442	0.697	0.376	0.153	1.081	1.143	28.319	2.290	2.253	3.770	1.415	0.051	2.887
YBR068C	6.239	4.528	23.420	0.316	1.424	3.515	0.418	0.490	0.341	0.167	1.146	1.205	29.309	1.584	2.195	3.832	1.354	0.045	2.754
YBR069C	5.726	5.732	23.044	0.302	1.645	5.247	0.387	0.792	0.289	0.104	1.224	1.108	29.198	2.370	2.554	3.730	1.295	0.039	3.288
YBR071W	6.127	7.058	21.533	0.195	2.047	6.263	0.322	1.251	0.224	0.071	1.238	1.114	29.288	3.134	2.430	3.975	1.112	0.026	2.341
YBR072C-A	5.951	5.204	21.466	0.250	1.973	5.622	0.369	1.048	0.310	0.122	1.234	1.332	28.738	2.354	2.390	3.930	1.213	0.033	2.010
YBR072W	6.529	5.683	24.436	0.250	1.783	4.742	0.377	0.888	0.234	0.132	1.220	1.324	33.080	2.661	2.423	4.418	1.340	0.034	2.758
YBR073W	6.110	5.352	21.466	0.189	1.815	4.895	0.331	1.019	0.176	0.106	1.240	1.144	29.598	3.705	2.292	4.046	1.219	0.024	2.546
YBR074W	5.898	4.944	22.198	0.254	1.993	4.874	0.374	0.936	0.274	0.117	1.173	1.100	28.155	3.397	2.235	3.867	1.277	0.037	3.100
YBR076W	6.124	5.112	23.496	0.229	2.138	5.322	0.349	0.892	0.233	0.135	1.237	1.249	29.762	2.794	2.198	3.996	1.284	0.036	2.039
YBR077C	12.163	6.279	31.292	0.223	1.622	4.102	0.398	0.691	0.231	0.118	2.322	1.482	40.434	2.774	1.815	4.082	1.652	0.039	2.943
YBR078W	6.127	4.396	19.057	0.255	1.802	4.383	0.429	0.689	0.269	0.130	1.389	1.160	33.377	1.762	2.568	4.422	1.436	0.035	2.460
YBR082C	7.638	4.389	19.871	0.310	1.723	4.284	0.408	0.683	0.293	0.150	1.128	1.070	28.244	2.307	2.344	4.200	1.388	0.038	2.955
YBR083W	6.085	5.053	21.320	0.245	2.187	5.187	0.404	0.924	0.231	0.142	1.225	1.128	27.368	4.832	2.221	3.973	1.392	0.035	2.499
YBR084C-A	7.869	5.182	20.829	0.219	2.602	8.084	0.405	1.510	0.215	0.079	1.351	1.054	24.899	8.963	2.273	4.534	1.327	0.031	2.491
YBR084W	6.329	4.788	20.587	0.280	1.738	5.005	0.420	0.946	0.272	0.118	1.074	1.099	27.483	3.792	2.319	3.996	1.344	0.037	2.947
YBR085C-A	7.834	6.380	21.466	0.176	3.023	4.095	0.400	0.603	0.240	0.138	1.263	1.651	23.278	0.703	1.572	6.076	1.953	0.018	0.703
YBR085W	6.741	5.537	21.292	0.265	1.822	4.471	0.445	0.732	0.277	0.118	1.271	1.128	28.990	2.924	2.263	4.615	1.398	0.036	2.646
YBR089C-A	5.965	4.688	18.835	0.323	2.267	4.765	0.423	0.954	0.255	0.104	1.199	0.947	23.713	5.703	2.428	3.831	1.403	0.041	3.422
YBR090C	5.794	4.846	19.183	0.273	2.185	6.587	0.411	0.934	0.274	0.147	1.226	1.085	25.881	4.572	2.273	4.039	1.335	0.035	1.883
YBR092C	5.499	4.874	20.460	0.275	1.903	6.187	0.399	1.128	0.264	0.115	1.255	1.093	28.836	5.110	2.350	6.659	1.276	0.035	2.848
YBR093C	6.153	5.002	22.450	0.236	1.859	6.150	0.395	1.122	0.224	0.099	1.449	1.064	30.075	3.417	2.546	3.923	1.354	0.031	2.337
YBR094W	6.101	4.864	22.798	0.262	2.165	6.917	0.399	1.255	0.233	0.100	1.235	1.106	32.328	5.397	2.616	3.974	1.352	0.036	3.027
YBR095C	4.815	5.036	21.632	0.311	2.425	3.651	0.380	0.815	0.270	0.079	1.123	1.180	23.774	1.831	2.395	4.132	1.314	0.040	2.730
YBR098W	5.607	4.881	20.273	0.291	1.963	5.348	0.412	0.988	0.293	0.115	1.194	1.024	27.412	4.298	2.352	3.856	1.323	0.042	3.532
YBR099C	5.545	5.036	19.392	0.287	2.331	5.572	0.405	1.215	0.273	0.092	1.123	0.972	21.073	5.758	2.339	3.562	1.354	0.038	3.208
YBR101C	6.127	4.485	19.792	0.348	1.317	5.478	0.439	0.940	0.420	0.119	1.008	1.335	25.224	3.622	1.879	3.462	1.243	0.050	5.285
YBR103W	5.417	5.036	20.106	0.306	1.814	3.126	0.451	0.523	0.313	0.164	1.305	1.048	27.765	2.938	1.898	4.251	1.577	0.041	2.675
YBR104W	4.114	4.631	20.011	0.290	1.828	4.572	0.411	0.758	0.317	0.129	1.181	1.095	28.686	3.104	2.161	4.196	1.260	0.042	2.848
YBR105C	6.885	4.522	21.076	0.288	1.765	4.349	0.423	0.659	0.319	0.131	1.199	1.090	28.687	2.803	2.200	3.873	1.393	0.042	2.832
YBR106W	5.412	5.036	24.109	0.298	1.363	5.953	0.401	1.022	0.336	0.101	1.428	1.014	27.716	2.178	1.894	3.291	1.138	0.046	3.454
YBR107C	6.033	4.853	18.938	0.298	1.828	5.751	0.426	0.882	0.276	0.071	1.145	0.903	25.148	4.382	2.666	3.637	1.265	0.050	3.854
YBR108W	6.342	5.838	21.466	0.268	1.765	4.967	0.406	0.738	0.256	0.134	1.268	1.081	29.865	2.763	2.509	4.159	1.353	0.039	2.725
YBR111C	5.790	4.545	21.116	0.295	1.997	5.179	0.415	0.909	0.278	0.104	1.184	0.975	29.052	2.414	2.427	3.966	1.365	0.039	2.673
YBR111W-A	7.729	3.422	18.301	0.273	2.159	4.238	0.427	0.940	0.264	0.113	1.361	1.033	32.323	2.434	2.682	4.023	1.474	0.036	2.758
YBR113W	6.259	5.292	22.025	0.250	1.780	5.748	0.380	0.934	0.228	0.120	1.288	1.102	30.986	3.612	2.273	4.124	1.308	0.032	2.567
YBR114W	6.627	4.989	19.523	0.297	1.717	5.262	0.407	0.765	0.251	0.134	1.125	0.985	25.790	3.484	2.204	4.039	1.364	0.039	2.654
YBR116C	5.324	5.042	20.396	0.299	2.230	5.360	0.437	0.739	0.336	0.101	1.156	1.102	27.343	2.208	2.985	3.996	1.272	0.061	3.285
YBR119W	5.158	5.084	19.557	0.302	2.124	5.210	0.427	0.838	0.321	0.126	1.157	1.062	27.073	2.774	2.728	3.691	1.272	0.050	2.739
YBR120C	6.024	5.320	18.869	0.320	2.190	3.931	0.443	0.689	0.304	0.120	1.180	1.059	23.281	2.380	2.273	4.082	1.361	0.051	3.565
YBR121C	5.956	5.274	27.418	0.277	1.531	4.701	0.406	0.903	0.321	0.120	1.158	1.208	29.918	1.985	2.273	3.878	1.148	0.040	2.833
YBR122C	6.307	7.260	22.997	0.287	1.873	4.536	0.408	0.838	0.156	0.102	1.479	0.909	20.447	2.382	1.700	4.229	1.457	0.038	5.102
YBR125C	6.069	5.103	20.804	0.271	1.567	7.018	0.399	1.020	0.251	0.115	1.357	1.145	30.703	5.171	2.375	4.054	1.306	0.036	2.272
YBR126C	6.091	5.036	28.555	0.356	1.720	3.951	0.415	0.684	0.298	0.095	1.365	1.359	26.038	1.818	2.683	3.747	1.352	0.049	4.915
YBR128C	6.127	5.935	21.345	0.262	1.722	5.598	0.387	0.639	0.275	0.133	1.292	1.167	29.865	2.251	2.505	4.026	1.286	0.038	2.621
YBR129C	6.127	4.788	23.111	0.230	1.976	5.386	0.374	1.073	0.247	0.113	1.269	1.192	29.872	3.627	2.327	3.806	1.295	0.036	2.503
YBR130C	5.791	5.626	21.658	0.242	1.694	5.771	0.364	0.851	0.255	0.144	1.356	1.229	29.863	2.947	2.166	3.996	1.295	0.034	2.321
YBR131W	8.421	9.091	38.250	0.269	1.941	1.806	0.335	0.660	0.284	0.113	1.344	1.556	23.867	1.689	1.808	3.893	1.370	0.039	3.039
YBR132C	6.127	7.117	17.819	0.297	1.718	3.416	0.422	0.434	0.266	0.132	1.477	0.901	22.001	1.434	1.499	4.367	1.668	0.045	4.030
YBR133C	7.227	4.159	25.543	0.263	1.787	5.048	0.399	1.229	0.268	0.102	1.666	1.315	33.437	2.835	2.365	3.912	1.301	0.034	2.400
YBR134W	7.217	3.915	19.317	0.207	2.104	4.537	0.368	0.774	0.205	0.118	1.347	1.146	34.073	2.954	2.720	4.468	1.354	0.028	1.935
YBR137W	5.880	5.120	20.820	0.269	1.662	6.698	0.390	0.992	0.262	0.150	1.353	1.169	31.374	4.229	2.308	3.811	1.326	0.039	2.225
YBR138C	6.251	3.917	19.699	0.314	1.717	4.759	0.399	0.495	0.315	0.150	1.256	1.188	30.217	2.106	2.360	3.956	1.305	0.043	2.301
YBR139W	7.390	4.921	20.019	0.352	2.169	4.887	0.399	0.759	0.319	0.153	1.137	1.093	25.748	3.638	2.203	4.058	1.433	0.036	2.668
YBR141C	5.990	6.097	19.720	0.254	1.769	5.441	0.386	0.787	0.262	0.139	1.306	1.018	27.846	3.545	2.308	4.053	1.257	0.039	2.792
YBR144C	5.856	5.783	22.346	0.248	1.604	5.502	0.388	0.779	0.269	0.101	1.251	1.086	30.272	2.098	2.273	4.080	1.180	0.038	3.189
YBR145W	10.186	4.800	17.794	0.239	3.501	5.161	0.414	0.882	0.268	0.091	1.345	1.141	26.217	2.772	1.921	5.073	1.313	0.039	1.796
YBR146W	5.032	4.459	23.837	0.243	1.839	5.840	0.358	1.442	0.268	0.101	1.297	1.128	29.750	5.056	2.422	3.443	1.169	0.034	2.117
YBR148W	5.298	5.234	21.075	0.311	1.670	4.765	0.423	0.588	0.335	0.124	1.328	1.138	27.794	4.062	1.995	3.736	1.311	0.045	3.152
YBR149W	5.956	5.403	22.235	0.273	1.473	5.448	0.399	1.063	0.300	0.121	1.182	1.176	30.883	3.410	2.368	3.507	1.348	0.039	2.593
YBR150C	6.459	5.271	21.294	0.286	1.620	5.275	0.399	0.813	0.274	0.124	1.304	1.105	28.893	3.527	2.154	3.925	1.311	0.036	2.686
YBR151W	6.446	5.889	20.232	0.270	1.722	5.683	0.388	0.628	0.275	0.134	1.300	1.203	30.594	2.524	2.226	3.959	1.354	0.040	2.614
YBR156C	5.688	4.913	20.604	0.298	1.700	6.348	0.384	0.799	0.306	0.168	1.224	1.154	28.819	3.399	2.156	3.626	1.307	0.044	2.369
YBR157C	6.030	5.549	20.739	0.264	1.745	5.220	0.393	0.913	0.293	0.136	1.200	1.178	30.284	2.380	2.517	3.969	1.344	0.037	2.219
YBR158W	5.801	4.747	18.872	0.277	1.842	5.600	0.400	0.760	0.310	0.153	1.239	1.156	27.634	2.880	2.298	3.761	1.278	0.042	2.658
YBR159W	5.727	5.070	19.673	0.266	1.865	6.100	0.382	0.913	0.268	0.144	1.301	1.114	28.165	3.939	2.362	3.824	1.291	0.039	2.419
YBR161W	5.576	5.873	19.453	0.273	1.680	5.741	0.403	0.851	0.293	0.115	1.232	1.063	28.244	3.246	2.229	3.905	1.282	0.040	3.006
YBR162C	7.702	4.751	21.466	0.227	2.372	4.524	0.356	1.083	0.225	0.133	1.338	1.203	28.067	4.185	2.390	4.456	1.330	0.028	2.682
YBR162W-A	5.622	4.958	20.241	0.310	1.798	5.399	0.419	0.748	0.317	0.125	1.214	1.121	27.828	3.522	2.436	3.803	1.296	0.045	3.277
YBR163W	6.406	6.083	19.548	0.301	1.912	2.339	0.399	0.368	0.223	0.122	1.516	1.020	21.344	0.737	1.755	4.597	1.497	0.041	3.861
YBR164C	5.908	6.646	38.207	0.247	2.084	7.001	0.399	1.555	0.289	0.088	1.003	1.267	25.809	5.394	2.502	3.908	1.340	0.035	1.251
YBR165W	6.083	6.212	23.248	0.269	1.620	5.124	0.383	0.618	0.281	0.147	1.324	1.349	30.395	1.872	2.282	3.942	1.354	0.037	2.553
YBR166C	6.008	5.960	21.102	0.259	1.808	5.940	0.382	0.670	0.261	0.156	1.352	1.187	30.500	2.144	2.574	4.401	1.299	0.040	2.758
YBR168W	5.590	4.515	19.862	0.405	1.471	5.490	0.425	0.765	0.359	0.119	1.393	0.886	26.885	4.446	2.628	3.613	1.238	0.056	4.156
YBR169C	6.127	4.782	22.851	0.249	1.833	5.179	0.401	0.726	0.276	0.137	1.218	1.151	31.329	2.584	2.360	3.842	1.335	0.034	2.713
YBR170C	5.950	5.441	21.381	0.270	1.703	5.798	0.390	0.674	0.278	0.141	1.294	1.272	30.755	2.612	2.319	4.024	1.354	0.038	2.409
YBR171W	5.927	4.808	19.196	0.250	2.018	5.206	0.408	0.544	0.254	0.138	1.310	1.236	31.733	2.661	2.273	4.213	1.392	0.035	2.035
YBR172C	6.127	5.276	20.053	0.328	1.764	5.297	0.421	0.546	0.345	0.159	1.177	1.213	27.571	2.040	2.163	3.648	1.338	0.047	3.070
YBR173C	7.421	4.493	22.506	0.224	1.805	4.595	0.373	1.076	0.224	0.133	2.070	1.012	35.979	2.095	2.463	3.996	1.386	0.030	2.865
YBR174C	7.837	3.679	14.427	0.241	2.100	4.462	0.410	0.953	0.281	0.088	1.211	0.867	24.982	2.880	2.283	4.065	1.299	0.046	5.646
YBR175W	8.269	6.379	20.788	0.222	2.292	3.987	0.411	0.921	0.173	0.126	1.488	1.102	25.917	2.138	2.026	4.788	1.512	0.037	4.718
YBR176W	7.611	6.780	22.761	0.170	2.122	3.534	0.378	1.216	0.201	0.057	1.996	0.684	28.244	2.079	2.446	4.095	1.049	0.028	6.218
YBR177C	7.340	5.283	20.507	0.265	3.003	4.111	0.409	0.728	0.258	0.102	1.280	1.080	23.806	4.199	2.668	4.490	1.297	0.039	3.730
YBR178W	5.843	4.543	18.758	0.260	1.973	4.805	0.418	0.902	0.298	0.103	1.224	1.058	22.828	4.485	2.344	3.852	1.274	0.040	3.967
YBR179C	6.871	6.215	19.195	0.304	1.823	3.081	0.399	0.585	0.215	0.140	1.412	1.015	23.716	0.534	1.578	4.309	1.560	0.046	3.485
YBR180W	6.190	5.036	21.491	0.250	1.565	6.529	0.367	1.113	0.246	0.097	1.232	0.959	27.609	5.362	2.337	3.496	1.227	0.039	3.181
YBR181C	6.971	3.870	16.806	0.369	2.154	3.495	0.468	0.535	0.366	0.102	0.889	0.937	23.179	3.533	2.514	3.340	1.354	0.049	4.695
YBR182C	5.082	4.738	19.989	0.285	3.016	5.638	0.413	0.916	0.305	0.116	1.224	1.050	26.497	4.806	2.173	3.812	1.279	0.044	3.219
YBR182C-A	6.100	5.002	21.740	0.229	2.300	6.922	0.358	1.009	0.229	0.128	1.224	1.283	30.842	3.016	2.759	3.879	1.299	0.032	1.517
YBR183W	4.905	4.324	19.238	0.288	3.074	5.325	0.399	0.874	0.300	0.114	1.157	1.007	24.624	4.622	2.340	3.542	1.267	0.044	3.149
YBR184W	5.191	5.036	21.738	0.288	1.636	5.208	0.393	0.695	0.290	0.138	1.118	1.154	28.161	3.240	2.283	3.792	1.239	0.043	2.679
YBR185C	6.100	4.939	20.163	0.258	2.118	6.324	0.399	1.278	0.292	0.108	1.289	1.078	27.062	6.313	2.320	3.803	1.266	0.040	3.460
YBR186W	5.998	4.942	19.773	0.250	2.040	6.593	0.402	1.251	0.297	0.101	1.288	1.040	26.342	6.338	2.478	3.704	1.252	0.039	3.601
YBR187W	5.989	5.028	19.395	0.267	2.335	6.448	0.411	1.248	0.279	0.120	1.274	1.001	26.062	7.077	2.273	3.949	1.319	0.040	3.066
YBR188C	6.142	4.008	21.397	0.248	1.867	5.380	0.399	1.503	0.278	0.104	1.067	1.070	30.747	2.265	2.422	4.073	1.371	0.033	1.523
YBR189W	6.509	5.077	20.493	0.283	1.461	4.737	0.445	0.798	0.323	0.098	1.315	0.792	27.212	2.102	2.216	3.766	1.354	0.040	3.640
YBR191W	8.865	6.689	19.177	0.253	3.172	3.619	0.461	1.343	0.330	0.103	1.657	0.953	23.520	2.740	2.273	3.938	1.366	0.032	3.875
YBR194W	6.030	4.643	21.065	0.304	1.388	4.815	0.406	0.701	0.340	0.128	1.267	1.157	29.960	1.593	2.273	3.761	1.292	0.045	2.642
YBR195C	6.133	4.513	19.337	0.248	2.416	5.092	0.399	0.893	0.261	0.115	1.271	1.095	23.999	4.644	2.148	4.134	1.311	0.040	3.090
YBR196C-A	6.221	4.812	27.390	0.266	1.863	4.765	0.408	0.972	0.364	0.094	1.072	1.086	21.260	4.497	1.392	3.212	1.344	0.046	3.372
