ORF	Growth, OD600;external pH 2.7	Growth, OD600;external pH 4.0	Growth, OD600;external pH 7.0	Vacuolar pH (pHv);external pH 2.7	Vacuolar pH (pHv);external pH 4.0	Vacuolar pH (pHv);external pH 7.0
YCL032W	101.190	95.998	96.573	4.342	4.866	5.867
YCL033C	100.752	98.637	99.859	5.356	5.288	6.038
YCL034W	102.855	101.337	101.093	5.403	5.270	5.962
YCL035C	105.501	105.917	104.963	5.298	5.325	5.498
YCL036W	104.436	102.415	103.034	5.399	5.284	5.877
YCL037C	78.189	94.339	94.665	4.372	5.163	6.050
YCL038C	93.551	93.584	99.644	5.294	5.323	5.883
YCL039W	97.836	96.559	99.936	5.191	5.168	6.051
YCL040W	93.768	101.272	96.195	5.366	5.260	6.120
YCL042W	87.460	101.246	92.274	5.344	5.293	6.109
YCL044C	93.968	101.974	103.779	5.289	5.244	5.879
YCL045C	95.165	100.623	102.764	5.383	5.296	5.938
YCL046W	99.171	102.830	96.311	5.307	5.342	6.093
YCL047C	96.055	98.364	97.018	5.369	5.266	6.054
YCL048W	96.224	98.156	101.337	5.372	5.282	5.860
YCL049C	100.967	102.090	101.157	5.360	5.277	5.936
YCL050C	101.182	98.767	102.095	5.270	5.266	5.965
YCL051W	99.893	103.168	103.509	5.359	5.259	5.938
YCL055W	102.533	100.792	101.568	5.314	5.251	5.945
YCL056C	101.090	99.753	104.319	5.326	5.262	5.950
YCL057W	101.781	102.467	106.260	5.362	5.303	5.977
YCL058C	97.923	68.280	107.425	5.328	5.353	5.792
YCL060C	80.138	81.719	73.866	5.411	5.421	6.043
YCL061C	86.569	69.683	80.100	5.390	5.384	6.051
YCL062W	86.339	98.429	98.136	5.388	5.400	5.992
YCL063W	101.934	104.986	108.651	5.374	5.297	5.893
YCL064C	98.665	98.195	104.075	5.345	5.267	5.917
YCL069W	96.961	100.312	99.344	5.407	5.274	5.964
YCL074W	98.813	72.174	106.812	5.326	5.345	5.806
YCL075W	96.408	89.339	106.188	5.329	5.337	5.777
YCL076W	92.251	95.134	102.763	5.326	5.353	5.864
YCR001W	93.906	96.754	91.580	5.379	5.330	6.122
YCR002C	78.226	84.492	88.670	4.093	4.873	5.703
YCR003W	44.144	72.370	76.625	5.268	5.324	5.611
YCR004C	100.384	98.922	102.532	5.425	5.268	5.958
YCR005C	96.669	96.157	99.756	5.362	5.239	5.959
YCR006C	102.671	98.026	102.982	5.301	5.241	5.936
YCR007C	95.932	98.143	102.430	5.367	5.301	5.988
YCR008W	91.205	89.327	77.079	5.301	5.293	6.067
YCR009C	51.972	87.834	94.279	5.404	5.277	6.013
YCR010C	100.031	98.831	101.260	5.421	5.310	5.989
YCR011C	94.658	99.468	98.869	5.539	5.307	6.035
YCR014C	98.880	97.312	98.894	5.451	5.292	6.060
YCR015C	96.976	95.547	94.922	5.426	5.284	6.051
YCR016W	96.761	97.507	99.177	5.352	5.268	5.958
YCR017C	NaN	NaN	NaN	NaN	NaN	NaN
YCR019W	102.379	99.701	102.250	5.421	5.262	5.908
YCR020C	93.185	96.365	92.493	5.415	5.308	6.115
YCR020C-A	99.877	97.273	106.389	5.298	5.270	5.834
YCR020W-B	NaN	NaN	NaN	NaN	NaN	NaN
YCR021C	99.309	100.260	105.271	5.356	5.268	5.895
YCR022C	102.379	99.507	107.147	5.449	5.296	5.959
YCR023C	102.594	98.169	99.537	5.375	5.294	6.075
YCR024C	91.027	96.267	98.763	5.296	5.334	5.727
YCR024C-A	104.305	102.609	105.862	5.313	5.341	5.811
YCR025C	87.426	90.576	97.325	5.270	5.352	5.923
YCR026C	83.950	88.675	97.050	5.283	5.342	5.854
YCR027C	107.294	109.264	104.438	5.303	5.333	5.717
YCR028C	93.460	87.503	93.938	NaN	5.351	5.600
YCR028C-A	NaN	NaN	NaN	NaN	NaN	NaN
YCR030C	104.806	104.354	94.787	5.275	5.300	5.475
YCR031C	100.273	103.912	104.975	5.299	5.335	5.748
YCR032W	98.549	103.417	88.312	5.273	5.308	5.518
YCR033W	88.107	99.471	91.350	5.277	5.315	5.539
YCR034W	NaN	NaN	NaN	NaN	NaN	NaN
YCR036W	84.214	91.370	96.250	5.286	5.342	5.977
YCR037C	104.569	99.497	105.350	5.277	5.344	5.772
YCR043C	98.646	83.270	97.362	5.290	5.338	5.788
YCR044C	103.763	85.028	100.950	NaN	5.371	5.702
YCR045C	91.083	97.009	99.275	5.305	5.364	5.967
YCR046C	89.637	99.380	96.525	NaN	NaN	NaN
YCR047C	77.846	91.488	81.350	5.310	5.337	5.535
YCR048W	90.360	97.465	83.888	5.280	5.312	5.550
YCR049C	88.691	93.415	99.275	5.295	5.358	5.981
YCR050C	90.971	93.858	99.162	5.292	5.352	5.942
YCR051W	94.197	87.594	94.862	5.285	5.354	5.895
YCR053W	NaN	NaN	NaN	NaN	NaN	NaN
YCR059C	85.924	95.121	96.850	5.295	5.356	5.973
YCR060W	101.594	105.097	99.525	5.287	5.314	5.495
YCR061W	89.359	91.826	97.225	5.319	5.354	5.971
YCR062W	99.077	97.895	93.750	5.289	5.319	5.518
YCR063W	56.490	81.004	92.375	NaN	5.366	5.734
YCR065W	96.728	91.982	98.388	5.296	5.344	5.797
YCR066W	100.871	93.493	100.138	5.297	5.345	5.714
YCR067C	92.960	90.368	81.662	5.277	5.309	5.547
YCR068W	84.131	94.574	94.425	5.300	5.359	5.878
YCR069W	95.240	101.125	89.850	5.289	5.310	5.464
YCR071C	92.612	85.940	98.225	NaN	5.334	5.530
YCR073C	84.242	72.513	67.775	5.290	5.317	5.599
YCR073W-A	101.371	97.413	97.150	5.303	5.346	5.842
YCR075C	81.434	80.952	79.287	5.286	5.310	5.496
YCR076C	102.442	101.620	105.463	5.320	5.352	5.854
YCR077C	87.204	95.785	110.138	5.293	5.361	5.855
YCR079W	88.107	93.962	95.237	5.317	5.363	6.007
YCR081W	NaN	NaN	NaN	NaN	NaN	NaN
YCR082W	97.604	102.310	103.325	5.300	5.345	5.838
YCR083W	98.215	99.744	88.438	5.278	5.312	5.514
YCR084C	81.475	83.465	72.362	5.282	5.334	5.352
YCR085W	99.856	99.288	103.263	5.326	5.338	5.778
YCR086W	76.818	86.799	91.900	5.286	5.349	5.969
YCR087C-A	83.853	92.152	95.125	5.314	5.356	5.968
YCR087W	80.697	89.482	94.037	5.325	5.359	5.933
YCR088W	80.905	92.647	87.400	5.284	5.310	5.492
YCR089W	80.182	99.158	75.700	5.288	5.308	5.500
YCR090C	100.851	99.831	113.341	4.877	4.765	5.613
YCR091W	101.076	103.648	112.491	4.819	4.791	5.505
YCR092C	97.917	101.535	109.122	4.892	4.790	5.608
YCR094W	102.428	93.910	86.912	NaN	5.346	5.637
YCR095C	NaN	34.694	NaN	NaN	5.342	NaN
YCR098C	109.427	105.466	120.641	4.901	4.750	5.508
YCR099C	113.108	104.226	108.780	4.883	4.772	5.559
YCR100C	114.062	106.353	114.477	4.921	4.791	5.558
YCR101C	111.892	103.888	109.451	4.914	4.759	5.593
YCR102C	103.247	98.732	103.945	4.846	4.818	5.596
YCR102W-A	87.565	78.985	73.588	5.286	5.337	5.595
YCR105W	101.823	105.339	110.985	4.752	4.775	5.468
YCR106W	102.951	98.549	109.684	4.770	4.785	5.645
YCR107W	98.966	101.216	91.175	5.281	5.328	5.561
YDL001W	90.096	93.454	110.263	5.312	5.323	5.503
YDL002C	NaN	60.935	94.300	NaN	5.341	5.628
YDL005C	64.777	90.524	97.925	5.347	5.344	5.504
YDL006W	73.509	93.949	107.175	5.286	5.331	5.388
YDL009C	64.402	101.060	101.237	5.292	5.322	5.542
YDL010W	96.575	95.681	99.425	5.291	5.323	5.521
YDL011C	113.287	94.222	93.025	5.293	5.325	5.561
YDL012C	113.023	92.829	98.362	NaN	NaN	NaN
YDL013W	108.421	88.089	87.338	5.297	5.319	5.549
YDL018C	118.097	89.130	93.713	5.294	5.316	5.508
YDL019C	119.293	91.292	89.400	5.305	5.327	5.516
YDL020C	NaN	NaN	NaN	NaN	NaN	NaN
YDL021W	101.079	90.928	95.925	5.296	5.320	5.540
YDL022W	91.625	90.237	87.725	5.328	5.330	5.546
YDL023C	76.317	84.650	83.500	5.297	5.324	5.592
YDL024C	62.372	95.473	103.750	5.289	5.325	5.581
YDL025C	93.669	99.562	108.075	5.303	5.329	5.564
YDL026W	98.994	99.796	111.375	5.291	5.329	5.508
YDL027C	94.906	100.122	108.513	5.300	5.320	5.520
YDL032W	63.470	83.088	93.650	5.302	5.326	5.443
YDL033C	102.414	94.639	112.987	5.286	5.324	5.521
YDL034W	95.560	88.531	105.100	5.318	5.338	5.536
YDL035C	79.251	74.297	97.963	5.303	5.329	5.586
YDL036C	97.451	93.376	105.525	5.300	5.321	5.499
YDL037C	96.074	93.584	104.200	5.298	5.327	5.507
YDL038C	88.552	90.159	89.463	5.297	5.326	5.494
YDL039C	83.575	93.207	91.713	5.287	5.324	5.531
YDL040C	62.719	96.619	98.263	5.296	5.323	5.511
YDL041W	30.574	90.446	99.325	5.315	5.333	5.535
YDL042C	88.650	93.415	103.037	5.314	5.327	5.520
YDL044C	78.945	84.624	92.862	5.299	5.312	5.535
YDL045W-A	75.942	85.106	89.575	5.299	5.315	5.545
YDL046W	96.450	97.934	96.412	5.298	5.314	5.509
YDL047W	62.872	64.569	57.400	NaN	5.348	5.515
YDL048C	95.574	93.155	90.662	5.296	5.316	5.509
YDL049C	98.007	94.249	96.112	5.302	5.322	5.514
YDL050C	97.756	88.557	87.625	5.293	5.325	5.521
YDL051W	97.701	91.618	91.750	5.297	5.327	5.533
YDL052C	63.039	83.986	87.112	5.319	5.319	5.457
YDL053C	86.800	93.207	89.388	5.292	5.330	5.498
YDL054C	47.467	94.040	84.263	5.298	5.326	5.679
YDL056W	43.908	102.948	87.787	5.296	5.301	5.626
YDL057W	54.864	106.933	90.588	5.302	5.324	5.585
YDL059C	87.106	95.186	86.812	5.292	5.323	5.584
YDL061W	98.966	90.172	86.912	5.284	5.357	5.520
YDL062W	82.296	94.327	95.325	5.296	5.320	5.521
YDL063C	74.037	87.620	91.013	5.299	5.327	5.553
YDL065C	91.138	93.519	82.650	5.293	5.318	5.456
YDL066W	85.869	97.009	90.862	5.309	5.323	5.589
YDL067C	NaN	NaN	NaN	NaN	NaN	NaN
YDL068W	81.475	84.130	86.713	5.294	5.315	5.632
YDL069C	83.700	89.495	82.525	5.293	5.328	5.471
YDL070W	85.035	98.234	86.125	5.296	5.333	5.597
YDL071C	63.748	87.971	77.375	5.301	5.337	5.691
YDL072C	53.626	95.942	92.275	5.271	5.336	5.669
YDL073W	82.560	93.597	91.675	5.297	5.327	5.509
YDL074C	55.976	79.142	75.562	5.289	5.322	5.602
YDL075W	38.805	91.787	97.963	5.270	5.316	5.423
YDL076C	86.967	88.010	88.025	5.293	5.316	5.512
YDL077C	79.765	85.367	90.525	5.287	5.333	5.497
YDL078C	89.609	90.524	83.138	5.292	5.329	5.571
YDL079C	91.973	93.129	92.275	5.293	5.327	5.561
YDL080C	88.288	92.725	97.725	5.297	5.322	5.508
YDL081C	81.489	89.196	86.725	5.288	5.331	5.514
YDL082W	83.352	88.909	97.750	5.301	5.330	5.478
YDL083C	91.875	96.710	89.138	5.319	5.329	5.559
YDL085W	98.897	106.269	100.475	5.280	5.329	5.556
YDL086W	96.227	103.104	95.725	5.282	5.313	5.597
YDL088C	96.602	102.557	98.463	5.275	5.324	5.520
YDL089W	102.039	104.016	91.925	5.277	5.307	5.579
YDL090C	70.561	96.697	90.638	5.277	5.333	5.515
YDL091C	NaN	NaN	NaN	NaN	NaN	NaN
YDL093W	NaN	NaN	NaN	NaN	NaN	NaN
YDL094C	101.608	99.640	83.975	5.289	5.326	5.543
YDL095W	55.781	85.067	92.575	5.307	5.332	5.480
YDL096C	94.142	96.905	96.125	5.297	5.324	5.729
YDL099W	98.257	96.124	97.925	NaN	NaN	NaN
YDL100C	95.365	98.221	106.513	5.284	5.324	5.733
YDL101C	93.405	96.007	105.662	5.328	5.316	5.670
YDL104C	99.939	100.213	107.138	5.320	5.315	5.709
YDL106C	90.443	92.451	99.362	5.301	5.325	5.633
YDL107W	95.087	93.050	102.362	5.304	5.317	5.649
YDL109C	101.636	101.034	104.062	5.297	5.319	5.723
YDL110C	105.125	99.914	103.475	5.301	5.306	5.529
YDL112W	96.241	97.569	102.900	5.289	5.325	5.791
YDL113C	98.924	92.425	100.362	5.272	5.322	5.774
YDL114W	96.881	94.613	99.162	NaN	5.307	5.565
YDL115C	93.516	97.205	99.112	NaN	5.332	5.501
YDL116W	87.482	100.929	97.912	NaN	5.332	5.686
YDL117W	96.589	99.354	106.725	5.300	5.326	5.690
YDL118W	95.824	95.668	107.925	5.300	5.339	5.596
YDL119C	89.164	90.954	101.213	NaN	5.336	5.738
YDL121C	97.729	96.775	101.150	5.317	5.324	5.866
YDL122W	94.962	96.072	101.300	5.323	5.323	5.825
YDL123W	102.762	101.385	107.263	5.316	5.320	5.747
YDL124W	101.955	98.455	102.412	5.326	5.321	5.753
YDL125C	99.578	99.940	103.638	5.299	5.322	5.694
YDL127W	101.191	97.804	101.175	5.309	5.320	5.748
YDL128W	96.116	92.868	97.338	5.297	5.335	5.899
YDL129W	93.474	91.683	111.162	NaN	5.334	5.855
YDL130W	94.169	92.660	101.800	5.314	5.331	5.697
YDL130W-A	90.903	90.928	97.685	4.876	4.831	5.791
YDL131W	84.576	97.582	107.037	5.302	5.339	5.960
YDL133C-A	94.142	92.529	85.125	5.284	5.340	5.618
YDL133W	87.287	97.192	105.050	5.314	5.322	5.841
YDL134C	80.210	92.009	92.650	NaN	5.335	5.902
YDL134C-A	95.462	100.135	105.475	5.321	5.309	5.795
YDL135C	96.561	99.223	102.750	5.304	5.325	5.884
YDL136W	93.891	89.326	101.200	5.322	5.320	5.780
YDL137W	99.925	98.924	97.475	5.326	5.327	5.857
YDL138W	103.109	105.605	101.825	5.310	5.313	5.739
YDL142C	101.135	96.541	100.037	5.314	5.322	5.719
YDL144C	98.229	97.413	100.350	5.310	5.337	5.921
YDL146W	92.417	95.824	103.737	5.343	5.336	5.741
YDL149W	107.030	101.893	101.412	5.266	5.302	5.843
YDL151C	104.361	97.387	92.625	5.283	5.291	5.739
YDL154W	107.586	101.620	98.737	5.284	5.294	5.737
YDL155W	107.906	102.505	100.237	5.273	5.282	5.624
YDL156W	105.751	101.932	96.188	5.277	5.287	5.754
YDL157C	91.750	95.382	91.737	5.298	5.279	5.721
YDL158C	108.226	101.997	98.075	5.288	5.286	5.748
YDL159W	105.751	98.351	96.838	5.276	5.288	5.820
YDL160C	35.649	67.043	70.725	NaN	5.309	5.704
YDL161W	103.221	53.121	96.600	5.273	5.304	5.807
YDL162C	99.633	51.311	97.112	5.264	5.307	5.848
YDL167C	102.553	60.506	105.075	5.283	5.309	5.922
YDL168W	106.307	102.128	105.250	5.291	5.317	5.882
YDL169C	109.269	103.664	103.050	5.295	5.306	5.792
YDL170W	108.226	101.346	105.787	5.292	5.289	5.698
YDL171C	105.237	101.646	99.800	5.285	5.298	5.771
YDL172C	110.617	117.130	101.138	5.278	5.285	5.657
YDL173W	112.258	112.846	102.763	5.275	5.285	5.723
YDL174C	105.070	102.896	98.800	5.289	5.283	5.717
YDL175C	103.721	100.747	93.250	5.255	5.291	5.846
YDL176W	103.860	102.987	99.925	5.287	5.292	5.706
YDL177C	104.792	97.465	99.263	5.292	5.294	5.737
YDL178W	91.569	50.803	89.400	5.256	5.309	5.970
YDL179W	101.622	103.104	105.000	5.278	5.307	5.858
YDL180W	102.053	97.166	98.800	5.274	5.307	5.768
YDL181W	105.195	99.406	101.338	5.274	5.310	5.779
YDL182W	107.016	101.528	99.838	5.275	5.302	5.768
YDL183C	106.321	102.154	97.775	5.279	5.300	5.687
YDL184C	107.531	102.232	98.938	5.273	5.304	5.731
YDL185W	NaN	68.801	NaN	NaN	5.482	NaN
YDL186W	103.193	100.734	98.188	5.293	5.302	5.677
YDL187C	103.957	104.654	99.950	5.291	5.299	5.658
YDL188C	105.320	97.543	98.463	5.269	5.304	5.829
YDL189W	102.943	96.124	99.175	5.293	5.301	5.691
YDL190C	106.418	93.949	101.250	5.282	5.303	5.736
YDL191W	93.419	90.016	92.213	5.310	5.343	5.707
YDL192W	90.610	83.322	92.375	NaN	5.378	5.794
YDL194W	77.707	71.914	73.600	5.279	5.329	5.946
YDL197C	101.747	96.280	99.812	5.313	5.336	5.826
YDL198C	96.894	96.124	105.525	5.331	5.333	5.687
YDL199C	99.369	97.153	104.600	5.322	5.362	5.884
YDL200C	95.601	92.634	96.888	5.322	5.371	5.857
YDL201W	72.327	85.940	86.838	5.310	5.376	5.986
YDL202W	71.757	92.204	92.037	NaN	5.334	5.835
YDL203C	31.853	95.082	97.737	5.315	5.341	5.660
YDL204W	92.348	86.252	97.838	5.316	5.355	5.826
YDL206W	97.784	95.264	99.300	5.316	5.361	5.879
YDL210W	96.158	94.835	101.575	5.313	5.342	5.789
YDL211C	100.217	95.538	101.787	5.308	5.339	5.734
YDL213C	93.307	91.462	94.412	5.308	5.402	5.931
YDL214C	94.670	91.670	54.362	5.307	5.356	5.882
YDL215C	98.507	99.653	101.112	5.320	5.347	5.713
YDL216C	99.745	100.474	98.812	5.323	5.354	5.808
YDL218W	100.815	98.872	101.375	5.325	5.340	5.712
YDL219W	98.299	98.025	98.450	5.316	5.333	5.735
YDL222C	99.091	100.617	98.625	5.318	5.347	5.795
YDL223C	93.530	97.700	96.638	5.324	5.359	5.812
YDL224C	92.209	93.597	94.225	5.329	5.362	5.793
YDL225W	88.080	95.225	92.312	5.318	5.339	5.796
YDL226C	79.501	89.547	94.737	5.314	5.358	5.776
YDL227C	90.554	91.683	98.737	5.316	5.369	5.850
YDL229W	91.472	93.728	97.500	5.317	5.350	5.803
YDL230W	89.943	89.834	95.537	5.320	5.357	5.831
YDL231C	94.670	95.642	103.987	5.325	5.353	5.797
YDL232W	81.281	87.203	111.050	NaN	NaN	NaN
YDL233W	93.154	96.996	101.600	5.315	5.349	5.768
YDL234C	92.028	96.931	99.725	5.317	5.338	5.771
YDL236W	93.641	94.327	97.537	5.322	5.342	5.793
YDL237W	92.918	95.707	99.550	5.322	5.342	5.710
YDL238C	91.055	94.118	96.838	5.318	5.337	5.760
YDL239C	89.512	91.553	97.475	5.330	5.357	5.777
YDL240W	88.691	92.621	100.787	5.331	5.359	5.736
YDL241W	84.339	91.540	95.688	5.322	5.380	5.877
YDL242W	89.414	90.459	93.750	5.317	5.367	5.941
YDL243C	108.323	107.649	102.600	5.293	5.317	5.774
YDR001C	104.875	101.945	104.912	5.289	5.324	5.831
YDR003W	108.796	103.300	102.862	5.301	5.310	5.707
YDR004W	103.179	99.562	98.763	5.282	5.313	5.735
YDR005C	97.464	89.065	101.037	5.243	5.313	5.871
YDR006C	98.382	96.918	96.125	5.244	5.308	5.686
YDR007W	91.694	93.311	90.875	5.287	5.327	5.950
YDR008C	105.723	102.128	104.000	5.283	5.315	5.830
YDR009W	100.593	102.206	101.925	5.292	5.314	5.794
YDR010C	94.239	91.149	97.963	5.274	5.307	5.764
YDR011W	103.860	102.049	101.350	5.283	5.311	5.749
YDR014W	100.217	97.661	97.875	5.302	5.311	5.814
YDR015C	100.662	98.403	98.037	5.300	5.319	5.805
YDR017C	67.697	82.697	81.000	NaN	5.331	5.811
YDR018C	104.708	101.945	104.950	5.281	5.326	5.715
YDR019C	106.836	101.398	107.763	5.289	5.321	5.799
YDR020C	103.360	101.034	105.125	5.298	5.318	5.790
YDR022C	102.831	97.244	102.338	5.276	5.325	5.690
YDR024W	90.680	96.892	100.138	5.271	5.324	5.773
YDR025W	94.308	101.594	103.662	5.264	5.329	5.848
YDR026C	105.278	100.864	103.537	5.285	5.319	5.707
YDR027C	NaN	31.399	74.275	NaN	5.390	5.799
YDR028C	30.852	77.058	91.100	NaN	5.343	5.696
YDR029W	101.538	101.229	107.925	5.298	5.303	5.653
YDR030C	96.686	105.006	99.013	5.270	5.318	5.766
YDR031W	107.711	107.428	106.475	5.287	5.332	5.677
YDR032C	105.098	104.485	106.263	5.279	5.330	5.679
YDR033W	104.194	106.699	105.638	5.264	5.318	5.691
YDR034C	103.318	103.052	105.350	5.273	5.332	5.718
YDR035W	103.735	99.588	105.537	5.280	5.327	5.666
YDR036C	106.196	99.315	105.950	5.293	5.318	5.685
YDR042C	104.263	104.407	106.237	5.285	5.318	5.674
YDR043C	105.515	103.742	106.987	5.262	5.328	5.664
YDR046C	103.068	102.258	105.537	5.292	5.325	5.716
YDR048C	65.834	82.241	79.812	5.282	5.333	6.000
YDR049W	102.727	97.054	99.091	5.198	5.070	5.854
YDR051C	103.381	98.100	104.737	5.234	5.098	5.786
YDR055W	106.575	97.373	102.023	5.256	5.102	5.838
YDR056C	106.762	97.105	105.928	5.335	5.132	5.680
YDR057W	105.126	98.010	94.777	5.109	5.125	6.107
YDR058C	89.929	93.076	80.700	5.288	5.338	5.564
YDR059C	110.237	97.462	102.304	5.310	5.138	5.674
YDR061W	111.873	98.776	100.986	5.284	5.105	5.828
YDR063W	107.354	97.794	100.883	5.233	5.099	5.798
YDR065W	NaN	NaN	NaN	NaN	NaN	NaN
YDR066C	112.543	97.028	102.381	5.254	5.067	5.778
YDR067C	118.417	103.176	104.058	5.299	5.082	5.695
YDR068W	110.190	99.732	103.444	4.757	4.966	5.148
YDR069C	83.001	79.798	84.816	4.720	5.164	6.045
YDR070C	105.765	98.355	106.888	5.244	5.071	5.796
YDR071C	98.466	100.500	102.625	5.289	5.319	5.541
YDR072C	107.931	97.755	104.545	5.028	5.109	5.654
YDR073W	112.558	99.796	107.592	5.255	5.151	5.616
YDR074W	66.223	58.318	67.225	5.289	5.324	5.634
YDR075W	107.744	93.190	98.630	5.179	5.171	5.905
YDR076W	106.326	94.950	98.502	5.242	5.129	5.676
YDR077W	NaN	NaN	NaN	NaN	NaN	NaN
YDR078C	107.510	99.362	97.350	5.336	5.125	5.945
YDR079W	NaN	NaN	NaN	NaN	NaN	NaN
YDR080W	85.058	95.256	84.983	4.756	5.153	6.162
YDR083W	105.687	94.542	99.475	5.272	5.098	5.785
YDR084C	109.131	95.881	99.974	5.328	5.101	5.841
YDR085C	110.517	98.929	99.885	5.159	5.014	5.607
YDR089W	102.446	93.968	101.472	5.224	5.100	5.775
YDR090C	101.558	98.954	104.570	5.260	5.115	5.845
YDR092W	98.847	96.837	105.940	4.921	5.056	5.808
YDR093W	98.722	95.957	105.454	5.332	5.175	5.593
YDR094W	105.905	96.455	103.623	5.236	5.129	5.850
YDR095C	108.772	94.695	102.279	5.309	5.085	5.620
YDR096W	107.432	95.307	99.360	5.307	5.167	5.873
YDR097C	97.351	94.669	94.418	5.403	5.183	6.014
YDR098C	102.477	94.082	99.846	5.352	5.095	5.874
YDR099W	108.757	96.429	97.760	5.292	5.127	5.926
YDR100W	106.186	95.294	101.818	5.233	5.075	5.825
YDR101C	102.914	95.141	103.277	5.050	4.816	5.628
YDR102C	99.579	95.307	101.075	5.264	5.069	5.863
YDR103W	99.762	100.284	97.939	4.933	4.897	5.800
YDR104C	100.561	97.130	105.019	5.267	5.076	5.846
YDR105C	101.667	94.542	102.650	5.233	5.083	5.898
YDR107C	100.857	95.791	104.737	5.261	5.160	5.676
YDR108W	99.969	95.205	102.023	5.086	5.116	5.898
YDR109C	104.145	96.327	102.996	5.329	5.118	5.852
YDR110W	98.863	95.613	100.704	5.340	5.130	5.901
YDR111C	100.608	96.391	102.343	5.342	5.084	5.884
YDR112W	102.431	94.695	100.589	5.302	5.100	5.890
YDR114C	100.815	96.632	91.537	5.288	5.314	5.554
YDR115W	89.094	88.649	91.312	5.268	5.319	5.558
YDR116C	100.888	92.488	99.770	5.206	5.085	5.889
YDR117C	102.041	96.289	99.578	5.311	5.137	5.873
YDR119W	104.519	96.786	101.856	5.021	4.865	5.648
YDR120C	97.850	90.996	97.913	5.202	5.080	5.984
YDR121W	98.722	93.559	95.878	5.252	5.297	5.881
YDR122W	100.779	96.977	104.263	5.243	5.112	5.922
YDR123C	38.766	46.435	55.140	5.313	5.357	5.874
YDR124W	98.395	98.202	104.763	5.301	5.168	5.890
YDR125C	95.949	94.873	102.599	5.286	5.111	5.827
YDR126W	93.362	89.963	98.809	5.479	5.403	5.849
YDR127W	NaN	NaN	NaN	NaN	NaN	NaN
YDR128W	107.323	103.979	100.038	5.386	5.283	5.911
YDR129C	87.940	87.042	74.702	5.192	5.170	6.135
YDR130C	99.969	94.644	102.484	5.272	5.092	5.849
YDR131C	101.387	95.549	102.906	5.198	5.027	5.622
YDR132C	95.232	95.651	97.478	5.272	5.189	5.965
YDR133C	101.480	96.008	103.482	5.274	5.142	5.852
YDR134C	101.028	94.235	102.484	5.220	5.123	5.832
YDR135C	NaN	NaN	NaN	NaN	NaN	NaN
YDR136C	91.901	91.750	107.274	4.780	5.257	5.827
YDR137W	89.136	90.387	107.038	4.859	5.270	5.848
YDR138W	97.506	94.092	94.075	NaN	5.337	5.549
YDR139C	101.883	96.386	103.842	5.099	4.951	5.825
YDR140W	85.475	83.451	97.302	4.789	4.972	5.781
YDR142C	102.839	96.909	105.944	5.046	4.973	5.814
YDR143C	101.195	96.751	103.233	5.111	4.942	5.786
YDR144C	101.973	94.646	102.947	5.049	4.977	5.817
YDR146C	96.877	89.328	103.308	4.961	5.091	5.916
YDR147W	98.716	100.582	90.279	5.048	5.128	5.825
YDR148C	91.135	90.358	83.667	4.941	4.934	5.765
YDR149C	82.490	94.267	91.311	4.741	4.964	5.787
YDR150W	76.319	93.477	88.444	4.714	5.046	5.708
YDR151C	96.774	100.764	92.012	5.100	5.165	5.639
YDR152W	83.336	94.461	75.220	4.808	4.167	NaN
YDR153C	105.591	99.224	105.861	5.207	5.244	5.862
YDR154C	105.309	95.056	99.822	5.134	5.155	5.876
YDR155C	86.218	95.056	85.756	5.132	5.076	5.996
YDR156W	94.049	94.215	96.254	5.162	5.194	5.770
YDR157W	97.197	98.227	95.362	5.161	5.164	5.781
YDR158W	NaN	NaN	NaN	NaN	NaN	NaN
YDR159W	24.244	90.022	93.974	5.135	5.313	5.624
YDR161W	92.576	96.752	102.242	5.050	5.030	5.782
YDR162C	54.628	97.101	108.995	4.961	5.202	5.517
YDR163W	88.144	97.903	98.535	5.217	5.099	5.824
YDR165W	93.594	98.745	96.586	5.036	5.153	5.759
YDR169C	90.540	98.706	98.637	4.961	4.834	NaN
YDR171W	104.041	101.980	102.230	5.038	5.050	5.762
YDR173C	27.154	82.234	80.412	4.660	4.947	5.899
YDR174W	67.002	87.776	75.300	5.282	5.337	5.436
YDR175C	NaN	66.158	75.025	NaN	5.318	5.479
YDR176W	60.313	72.654	89.323	4.646	4.928	6.011
YDR178W	102.099	97.632	102.357	5.060	5.115	5.755
YDR179C	101.801	96.325	90.457	5.086	5.182	5.955
YDR179W-A	104.933	101.644	100.535	5.100	5.043	5.681
YDR181C	108.473	102.679	101.618	5.180	5.156	5.792
YDR183W	108.692	100.647	102.867	5.096	5.044	5.594
YDR184C	107.768	101.087	105.899	5.131	5.093	5.659
YDR185C	107.345	95.354	95.834	5.145	5.138	5.752
YDR186C	105.106	100.220	104.599	4.976	5.101	5.795
YDR191W	100.423	89.880	88.890	4.003	4.172	5.847
YDR192C	86.066	92.239	92.666	4.815	4.995	5.851
YDR193W	82.050	90.792	88.771	4.839	5.002	5.908
YDR194C	NaN	28.117	27.613	NaN	5.322	5.550
YDR195W	45.358	77.555	72.825	6.091	5.544	6.000
YDR197W	61.760	62.159	67.200	5.275	5.330	5.606
YDR198C	86.542	91.360	90.175	4.976	4.998	5.924
YDR199W	81.908	88.981	82.752	4.824	5.010	6.036
YDR200C	69.179	77.731	80.551	5.028	5.151	5.900
YDR202C	85.174	90.941	82.138	5.296	5.329	5.524
