ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013
YOL060C	-0.366	-0.507	-0.789	-0.047	NaN	NaN	NaN	NaN
YOL061W	-0.195	0.731	-0.409	-0.079	NaN	NaN	NaN	NaN
YOL062C	-0.298	-0.055	0.100	0.032	NaN	NaN	NaN	NaN
YOL063C	0.315	0.020	0.188	-0.313	NaN	NaN	NaN	NaN
YOL064C	-0.328	0.388	-0.127	-0.263	NaN	NaN	NaN	NaN
YOL065C	-0.074	0.233	0.067	0.244	NaN	NaN	NaN	NaN
YOL066C	NaN	NaN	NaN	NaN	-0.291	0.007	0.335	-0.048
YOL067C	-0.787	-0.158	-0.663	-0.105	NaN	NaN	NaN	NaN
YOL068C	0.201	-0.220	-0.165	0.609	NaN	NaN	NaN	NaN
YOL069W	NaN	NaN	NaN	NaN	-0.174	0.088	-0.141	0.188
YOL070C	0.203	0.155	-0.413	-0.232	NaN	NaN	NaN	NaN
YOL071W	-0.163	0.018	-0.060	0.086	NaN	NaN	NaN	NaN
YOL072W	-0.126	-0.192	0.355	0.559	NaN	NaN	NaN	NaN
YOL075C	0.404	-0.285	-0.513	0.222	NaN	NaN	NaN	NaN
YOL076W	0.076	-0.001	-0.175	-0.092	NaN	NaN	NaN	NaN
YOL077C	NaN	NaN	NaN	NaN	0.184	-0.528	0.117	-0.285
YOL078W	NaN	NaN	NaN	NaN	-0.289	0.232	-0.451	-0.271
YOL079W	0.128	0.086	0.086	0.255	NaN	NaN	NaN	NaN
YOL080C	0.310	0.182	-0.352	-0.024	NaN	NaN	NaN	NaN
YOL081W	0.257	-0.315	-0.140	-0.324	NaN	NaN	NaN	NaN
YOL082W	0.449	-0.083	-0.186	0.145	NaN	NaN	NaN	NaN
YOL083W	-0.066	-0.549	0.021	-0.086	NaN	NaN	NaN	NaN
YOL084W	0.005	0.012	0.065	-0.184	NaN	NaN	NaN	NaN
YOL085C	0.502	-0.089	-0.144	-0.207	NaN	NaN	NaN	NaN
YOL086C	0.135	0.013	0.578	-0.018	NaN	NaN	NaN	NaN
YOL087C	0.330	0.306	0.288	-0.002	NaN	NaN	NaN	NaN
YOL088C	-0.034	0.074	-0.213	-0.134	NaN	NaN	NaN	NaN
YOL089C	-0.038	-0.074	0.224	-0.580	NaN	NaN	NaN	NaN
YOL090W	0.043	-0.115	-0.262	0.170	NaN	NaN	NaN	NaN
YOL091W	-0.340	-0.019	-0.116	-0.626	NaN	NaN	NaN	NaN
YOL092W	-0.035	-0.290	0.573	0.108	NaN	NaN	NaN	NaN
YOL093W	0.232	0.173	0.001	0.132	NaN	NaN	NaN	NaN
YOL094C	NaN	NaN	NaN	NaN	-0.123	0.130	-0.008	-0.115
YOL095C	1.051	0.490	0.481	0.181	NaN	NaN	NaN	NaN
YOL096C	0.239	0.072	0.193	0.516	NaN	NaN	NaN	NaN
YOL097C	NaN	NaN	NaN	NaN	-0.150	-0.437	0.330	0.004
YOL098C	0.281	0.057	0.399	0.237	NaN	NaN	NaN	NaN
YOL099C	0.243	-0.286	0.138	0.149	NaN	NaN	NaN	NaN
YOL100W	1.374	-0.014	-0.126	0.900	NaN	NaN	NaN	NaN
YOL101C	-0.014	0.327	0.106	0.102	NaN	NaN	NaN	NaN
YOL102C	NaN	NaN	NaN	NaN	-0.691	-0.387	-0.480	-0.618
YOL103W	0.305	0.065	-0.282	0.235	NaN	NaN	NaN	NaN
YOL104C	0.321	-0.274	-0.499	-0.432	NaN	NaN	NaN	NaN
YOL105C	0.418	0.171	0.137	0.390	NaN	NaN	NaN	NaN
YOL106W	0.414	-0.130	0.001	0.023	NaN	NaN	NaN	NaN
YOL107W	0.242	0.131	0.631	0.057	NaN	NaN	NaN	NaN
YOL108C	0.322	0.325	-0.311	-0.151	NaN	NaN	NaN	NaN
YOL109W	0.261	0.441	-0.226	-0.050	NaN	NaN	NaN	NaN
YOL110W	0.145	0.308	-0.631	-0.341	NaN	NaN	NaN	NaN
YOL111C	0.107	0.108	-0.319	-0.093	NaN	NaN	NaN	NaN
YOL112W	0.022	0.232	-0.051	-0.109	NaN	NaN	NaN	NaN
YOL113W	0.074	0.020	-0.222	0.615	NaN	NaN	NaN	NaN
YOL114C	0.081	-0.154	-0.324	0.063	NaN	NaN	NaN	NaN
YOL115W	0.030	0.253	0.050	-0.580	NaN	NaN	NaN	NaN
YOL116W	-0.217	-0.364	0.343	-0.312	NaN	NaN	NaN	NaN
YOL117W	0.600	-0.227	0.192	0.675	NaN	NaN	NaN	NaN
YOL118C	-0.203	0.013	0.233	-0.234	NaN	NaN	NaN	NaN
YOL119C	0.062	0.210	-0.099	-0.161	NaN	NaN	NaN	NaN
YOL120C	NaN	NaN	NaN	NaN	-0.335	0.343	-0.015	-0.573
YOL121C	-0.881	-0.684	0.013	-0.789	NaN	NaN	NaN	NaN
YOL122C	0.323	-0.220	-0.160	-0.106	NaN	NaN	NaN	NaN
YOL123W	NaN	NaN	NaN	NaN	-0.532	-0.111	-0.121	0.163
YOL124C	0.312	-0.311	0.181	0.539	NaN	NaN	NaN	NaN
YOL125W	-0.079	0.340	0.033	-0.091	NaN	NaN	NaN	NaN
YOL126C	-0.088	0.597	-0.067	0.067	NaN	NaN	NaN	NaN
YOL127W	NaN	NaN	NaN	NaN	-0.762	0.542	-0.563	-0.687
YOL128C	0.199	0.059	-0.163	-0.032	NaN	NaN	NaN	NaN
YOL129W	0.284	0.555	-0.150	0.007	NaN	NaN	NaN	NaN
YOL130W	NaN	NaN	NaN	NaN	0.213	0.051	0.069	-0.102
YOL131W	0.181	-0.097	0.460	0.217	NaN	NaN	NaN	NaN
YOL132W	-0.024	0.340	0.223	-0.195	NaN	NaN	NaN	NaN
YOL133W	NaN	NaN	NaN	NaN	-0.073	0.108	0.843	-0.626
YOL134C	-0.264	-0.989	-0.662	0.464	NaN	NaN	NaN	NaN
YOL135C	NaN	NaN	NaN	NaN	0.319	-0.250	0.313	0.292
YOL136C	0.119	0.491	0.120	0.106	NaN	NaN	NaN	NaN
YOL137W	0.229	0.236	0.139	0.204	NaN	NaN	NaN	NaN
YOL138C	-0.536	0.838	0.287	-0.888	NaN	NaN	NaN	NaN
YOL139C	NaN	NaN	NaN	NaN	-0.707	-0.827	-0.968	-0.335
YOL141W	0.351	0.055	-0.214	-0.431	NaN	NaN	NaN	NaN
YOL143C	0.120	-0.182	-0.081	0.191	NaN	NaN	NaN	NaN
YOL144W	NaN	NaN	NaN	NaN	-0.705	-1.497	-1.198	-0.748
YOL146W	NaN	NaN	NaN	NaN	0.154	0.101	0.252	-0.013
YOL147C	0.231	0.271	0.630	0.052	NaN	NaN	NaN	NaN
YOL148C	-0.139	-0.094	-0.236	-0.067	NaN	NaN	NaN	NaN
YOL149W	NaN	NaN	NaN	NaN	-0.038	-0.141	0.077	-0.071
YOL150C	-0.221	-0.090	0.183	0.380	NaN	NaN	NaN	NaN
YOL151W	0.438	0.070	-0.038	-0.203	NaN	NaN	NaN	NaN
YOL152W	0.318	-0.109	-0.046	0.458	NaN	NaN	NaN	NaN
YOL153C	0.020	0.182	0.114	0.252	NaN	NaN	NaN	NaN
YOL155C	-0.061	0.262	-0.253	0.314	NaN	NaN	NaN	NaN
YOL158C	0.188	0.200	-0.306	0.553	NaN	NaN	NaN	NaN
YOL159C	0.084	0.119	0.148	0.242	NaN	NaN	NaN	NaN
YOL160W	0.078	-0.146	-0.329	-0.499	NaN	NaN	NaN	NaN
YOL162W	-0.219	-0.327	0.010	-0.240	NaN	NaN	NaN	NaN
YOL163W	0.021	0.099	-0.835	-0.111	NaN	NaN	NaN	NaN
YOL166C	0.014	-0.307	0.331	-0.165	NaN	NaN	NaN	NaN
YOR001W	-0.316	0.556	0.982	0.131	NaN	NaN	NaN	NaN
YOR002W	-0.650	-0.417	-0.762	-1.177	NaN	NaN	NaN	NaN
YOR003W	-0.248	0.299	-0.142	-0.318	NaN	NaN	NaN	NaN
YOR004W	NaN	NaN	NaN	NaN	-0.260	-0.276	0.097	0.316
YOR005C	0.136	0.238	-1.314	1.068	NaN	NaN	NaN	NaN
YOR006C	-0.237	-0.108	-0.545	0.295	NaN	NaN	NaN	NaN
YOR007C	0.108	-0.249	-0.340	0.027	NaN	NaN	NaN	NaN
YOR008C	0.809	0.273	-0.535	0.271	NaN	NaN	NaN	NaN
YOR008C-A	-0.108	0.292	-0.208	0.014	NaN	NaN	NaN	NaN
YOR009W	0.043	-0.360	-0.080	0.043	NaN	NaN	NaN	NaN
YOR010C	-0.271	-0.384	0.210	-0.189	NaN	NaN	NaN	NaN
YOR011W	-0.163	-0.482	-0.258	-0.312	NaN	NaN	NaN	NaN
YOR012W	0.019	-0.240	0.020	0.025	NaN	NaN	NaN	NaN
YOR013W	-0.288	-0.170	-0.042	0.188	NaN	NaN	NaN	NaN
YOR014W	-0.002	-0.345	0.541	-0.363	NaN	NaN	NaN	NaN
YOR015W	0.137	-0.073	0.348	-0.168	NaN	NaN	NaN	NaN
YOR016C	-0.354	0.089	0.093	-0.547	NaN	NaN	NaN	NaN
YOR017W	0.025	-0.011	0.093	0.082	NaN	NaN	NaN	NaN
YOR018W	0.050	-0.678	-0.004	-0.138	NaN	NaN	NaN	NaN
YOR019W	-0.201	-0.229	0.399	0.121	NaN	NaN	NaN	NaN
YOR020C	NaN	NaN	NaN	NaN	0.245	-0.299	-0.178	-0.344
YOR021C	-0.214	-0.193	-0.038	-0.370	NaN	NaN	NaN	NaN
YOR022C	0.405	0.417	0.025	-0.363	NaN	NaN	NaN	NaN
YOR023C	-0.398	0.115	-0.325	-0.202	NaN	NaN	NaN	NaN
YOR024W	0.226	0.545	0.183	0.291	NaN	NaN	NaN	NaN
YOR025W	-0.286	-0.029	-0.097	-0.221	NaN	NaN	NaN	NaN
YOR026W	0.517	-0.008	0.064	1.014	NaN	NaN	NaN	NaN
YOR027W	-0.158	0.240	0.344	-0.334	NaN	NaN	NaN	NaN
YOR028C	0.038	0.352	0.211	-0.004	NaN	NaN	NaN	NaN
YOR029W	0.160	0.014	-0.220	0.026	NaN	NaN	NaN	NaN
YOR030W	-1.716	-2.939	-1.798	-1.954	NaN	NaN	NaN	NaN
YOR031W	-0.076	0.493	-0.092	0.070	NaN	NaN	NaN	NaN
YOR032C	0.213	0.406	-0.547	0.118	NaN	NaN	NaN	NaN
YOR033C	-0.170	0.134	-0.070	0.011	NaN	NaN	NaN	NaN
YOR034C	-0.203	-0.534	0.339	-0.589	NaN	NaN	NaN	NaN
YOR035C	-0.988	-0.008	-0.281	-1.105	NaN	NaN	NaN	NaN
YOR036W	0.696	1.119	0.226	-0.394	NaN	NaN	NaN	NaN
YOR037W	0.075	0.333	0.213	0.110	NaN	NaN	NaN	NaN
YOR038C	-0.215	0.159	0.115	-0.246	NaN	NaN	NaN	NaN
YOR039W	0.002	-0.215	0.395	-0.343	NaN	NaN	NaN	NaN
YOR040W	0.144	0.382	-0.281	0.231	NaN	NaN	NaN	NaN
YOR041C	0.307	0.417	-0.375	0.669	NaN	NaN	NaN	NaN
YOR042W	0.461	0.492	-0.203	0.629	NaN	NaN	NaN	NaN
YOR043W	-3.192	-2.408	-3.148	-2.709	NaN	NaN	NaN	NaN
YOR044W	-0.092	0.405	-0.121	-0.097	NaN	NaN	NaN	NaN
YOR045W	0.373	-0.095	-0.268	-0.229	NaN	NaN	NaN	NaN
YOR046C	NaN	NaN	NaN	NaN	0.113	-0.506	0.310	0.194
YOR047C	0.613	-0.073	-0.331	0.021	NaN	NaN	NaN	NaN
YOR048C	NaN	NaN	NaN	NaN	-0.205	0.001	-0.324	-0.584
YOR049C	0.315	0.168	0.098	0.357	NaN	NaN	NaN	NaN
YOR050C	0.264	-0.239	0.075	-0.183	NaN	NaN	NaN	NaN
YOR051C	-0.995	-1.176	-0.960	-1.222	NaN	NaN	NaN	NaN
YOR052C	0.197	-0.045	-0.193	-0.418	NaN	NaN	NaN	NaN
YOR053W	0.319	0.277	0.441	0.103	NaN	NaN	NaN	NaN
YOR054C	0.485	0.153	0.826	0.160	NaN	NaN	NaN	NaN
YOR055W	0.091	0.284	0.157	-0.417	NaN	NaN	NaN	NaN
YOR056C	NaN	NaN	NaN	NaN	0.501	-0.109	0.366	0.008
YOR057W	NaN	NaN	NaN	NaN	-0.059	-0.497	-0.910	-0.218
YOR058C	0.028	0.474	-0.222	0.522	NaN	NaN	NaN	NaN
YOR059C	0.009	0.323	-0.166	-0.686	NaN	NaN	NaN	NaN
YOR060C	NaN	NaN	NaN	NaN	-0.237	-0.148	-0.075	-0.141
YOR061W	-0.590	-1.435	-2.134	-1.685	NaN	NaN	NaN	NaN
YOR062C	0.110	-0.243	0.226	0.130	NaN	NaN	NaN	NaN
YOR063W	NaN	NaN	NaN	NaN	0.063	-0.247	-0.133	-0.085
YOR064C	0.020	0.236	0.097	-0.242	NaN	NaN	NaN	NaN
YOR065W	0.517	0.202	0.224	0.437	NaN	NaN	NaN	NaN
YOR066W	-0.416	-0.154	-0.067	-0.268	NaN	NaN	NaN	NaN
YOR067C	-0.258	-0.159	-0.669	-0.863	NaN	NaN	NaN	NaN
YOR068C	-0.730	0.568	0.111	-1.535	NaN	NaN	NaN	NaN
YOR069W	-1.087	0.534	-0.410	-0.888	NaN	NaN	NaN	NaN
YOR070C	-0.064	0.021	0.073	-0.045	NaN	NaN	NaN	NaN
YOR071C	0.175	-0.015	-0.288	-0.228	NaN	NaN	NaN	NaN
YOR072W	-0.086	-0.090	0.294	-0.248	NaN	NaN	NaN	NaN
YOR073W	0.328	0.824	0.257	0.206	NaN	NaN	NaN	NaN
YOR074C	NaN	NaN	NaN	NaN	0.150	-0.150	0.326	0.340
YOR075W	NaN	NaN	NaN	NaN	-0.186	0.195	-0.184	-0.041
YOR076C	-0.078	0.094	0.028	-0.173	NaN	NaN	NaN	NaN
YOR077W	NaN	NaN	NaN	NaN	0.334	-0.313	0.287	-0.124
YOR078W	-0.435	0.300	0.794	0.094	NaN	NaN	NaN	NaN
YOR079C	0.105	0.047	-0.179	0.228	NaN	NaN	NaN	NaN
YOR080W	-0.024	0.008	-0.130	0.277	NaN	NaN	NaN	NaN
YOR081C	0.318	0.576	0.119	0.027	NaN	NaN	NaN	NaN
YOR082C	0.611	0.492	0.161	0.269	NaN	NaN	NaN	NaN
YOR083W	0.873	0.131	0.144	0.240	NaN	NaN	NaN	NaN
YOR084W	0.095	-0.182	-0.211	-0.437	NaN	NaN	NaN	NaN
YOR085W	-0.137	-0.255	-0.296	-0.776	NaN	NaN	NaN	NaN
YOR086C	-0.226	0.504	0.189	-0.346	NaN	NaN	NaN	NaN
YOR087W	0.248	0.259	0.053	0.007	NaN	NaN	NaN	NaN
YOR088W	0.058	0.322	0.136	0.284	NaN	NaN	NaN	NaN
YOR089C	0.138	2.068	-0.220	-0.582	NaN	NaN	NaN	NaN
YOR090C	-0.254	0.322	-0.504	0.200	NaN	NaN	NaN	NaN
YOR091W	-0.941	-1.051	-1.238	-1.746	NaN	NaN	NaN	NaN
YOR092W	-0.019	0.364	0.212	-0.139	NaN	NaN	NaN	NaN
YOR093C	0.889	0.383	-0.462	0.458	NaN	NaN	NaN	NaN
YOR094W	0.110	-0.131	-0.075	-0.299	NaN	NaN	NaN	NaN
YOR095C	NaN	NaN	NaN	NaN	-0.177	-0.251	-0.170	-0.110
YOR096W	-0.383	0.433	0.615	-0.045	NaN	NaN	NaN	NaN
YOR097C	0.333	-0.210	0.003	-0.135	NaN	NaN	NaN	NaN
YOR098C	NaN	NaN	NaN	NaN	0.130	0.384	-0.103	0.235
YOR099W	0.072	-0.305	0.195	0.088	NaN	NaN	NaN	NaN
YOR100C	0.217	-0.143	-0.372	0.207	NaN	NaN	NaN	NaN
YOR101W	-0.045	-0.336	-0.713	-0.026	NaN	NaN	NaN	NaN
YOR102W	0.114	-0.492	-0.204	-0.132	NaN	NaN	NaN	NaN
YOR103C	NaN	NaN	NaN	NaN	0.077	0.163	-0.227	0.192
YOR104W	-0.790	-0.468	-0.507	-0.794	NaN	NaN	NaN	NaN
YOR105W	0.087	-0.065	-0.339	-0.286	NaN	NaN	NaN	NaN
YOR106W	0.003	-0.086	0.045	-0.310	NaN	NaN	NaN	NaN
YOR107W	-0.026	-0.265	-0.357	0.099	NaN	NaN	NaN	NaN
YOR108W	0.036	0.009	0.018	-0.034	NaN	NaN	NaN	NaN
YOR109W	-0.443	-0.410	-0.454	-0.682	NaN	NaN	NaN	NaN
YOR110W	-0.393	-0.434	0.146	-0.576	NaN	NaN	NaN	NaN
YOR111W	-0.009	0.080	-0.144	0.577	NaN	NaN	NaN	NaN
YOR112W	-0.155	0.048	-0.140	-0.034	NaN	NaN	NaN	NaN
YOR113W	-0.053	-0.527	-0.661	0.010	NaN	NaN	NaN	NaN
YOR114W	-0.076	0.052	-0.253	-0.615	NaN	NaN	NaN	NaN
YOR115C	0.264	-0.025	-0.082	-0.506	NaN	NaN	NaN	NaN
YOR116C	NaN	NaN	NaN	NaN	-0.239	-0.889	0.228	-0.231
YOR117W	NaN	NaN	NaN	NaN	-0.121	-0.380	-0.212	0.008
YOR118W	-0.185	-0.319	-0.222	-0.170	NaN	NaN	NaN	NaN
YOR119C	NaN	NaN	NaN	NaN	-0.259	-0.458	-0.281	-0.353
YOR120W	-0.162	0.446	0.015	-0.172	NaN	NaN	NaN	NaN
YOR121C	-0.127	-0.063	-0.136	0.127	NaN	NaN	NaN	NaN
YOR122C	NaN	NaN	NaN	NaN	-0.030	0.148	-0.490	-0.482
YOR123C	-0.488	-0.228	-0.238	0.069	NaN	NaN	NaN	NaN
YOR124C	-1.035	0.068	-0.458	-0.653	NaN	NaN	NaN	NaN
YOR125C	0.216	-0.205	-0.245	0.406	NaN	NaN	NaN	NaN
YOR126C	-0.025	-0.200	0.155	0.466	NaN	NaN	NaN	NaN
YOR127W	-0.259	0.241	0.897	-0.039	NaN	NaN	NaN	NaN
YOR128C	0.266	0.077	0.307	-0.281	NaN	NaN	NaN	NaN
YOR129C	-0.154	0.336	-0.063	0.192	NaN	NaN	NaN	NaN
YOR130C	-0.128	-0.216	-0.292	-0.174	NaN	NaN	NaN	NaN
YOR131C	-0.016	-0.312	-0.009	0.033	NaN	NaN	NaN	NaN
YOR132W	-0.155	0.427	-0.061	0.180	NaN	NaN	NaN	NaN
YOR133W	0.129	-0.099	0.361	0.274	NaN	NaN	NaN	NaN
YOR134W	0.042	0.048	-0.156	0.394	NaN	NaN	NaN	NaN
YOR135C	0.085	-0.169	0.161	0.110	NaN	NaN	NaN	NaN
YOR136W	0.046	-0.386	0.154	-0.018	NaN	NaN	NaN	NaN
YOR137C	-0.169	-0.487	-0.185	-0.779	NaN	NaN	NaN	NaN
YOR138C	-0.254	0.289	-0.225	-0.399	NaN	NaN	NaN	NaN
YOR139C	0.184	0.231	0.500	-0.135	NaN	NaN	NaN	NaN
YOR140W	0.058	0.376	0.280	-0.183	NaN	NaN	NaN	NaN
YOR141C	-0.124	-0.017	-0.438	-0.595	NaN	NaN	NaN	NaN
YOR142W	-0.236	-0.324	-1.167	-0.167	NaN	NaN	NaN	NaN
YOR143C	NaN	NaN	NaN	NaN	-0.229	-0.238	-0.305	-0.304
YOR144C	-0.311	0.065	-0.115	-0.295	NaN	NaN	NaN	NaN
YOR145C	-0.144	-0.064	-0.137	-0.181	NaN	NaN	NaN	NaN
YOR146W	-0.528	-0.767	-0.637	-0.673	NaN	NaN	NaN	NaN
YOR147W	-0.114	-0.257	0.027	-0.283	NaN	NaN	NaN	NaN
YOR148C	NaN	NaN	NaN	NaN	-0.652	-0.789	-0.522	-0.446
YOR149C	NaN	NaN	NaN	NaN	0.062	-0.405	0.206	0.150
YOR150W	-0.204	0.528	0.332	-0.227	NaN	NaN	NaN	NaN
YOR151C	NaN	NaN	NaN	NaN	-0.015	0.246	-0.013	0.476
YOR152C	-0.736	-0.806	-0.879	-0.343	NaN	NaN	NaN	NaN
YOR153W	0.251	-0.003	0.226	-0.099	NaN	NaN	NaN	NaN
YOR154W	0.340	-0.073	-0.039	0.140	NaN	NaN	NaN	NaN
YOR155C	0.160	0.160	0.021	0.191	NaN	NaN	NaN	NaN
YOR156C	0.253	-0.019	-0.184	0.120	NaN	NaN	NaN	NaN
YOR157C	NaN	NaN	NaN	NaN	-0.101	-0.176	-0.436	-0.248
YOR158W	0.265	0.135	0.690	-0.343	NaN	NaN	NaN	NaN
YOR159C	NaN	NaN	NaN	NaN	-0.747	-0.429	-0.266	-0.264
YOR160W	NaN	NaN	NaN	NaN	-0.487	-0.461	0.300	-0.210
YOR161C	0.030	0.092	0.191	-0.156	NaN	NaN	NaN	NaN
YOR162C	-0.065	0.137	0.255	0.109	NaN	NaN	NaN	NaN
YOR163W	0.126	-0.060	-0.484	-0.132	NaN	NaN	NaN	NaN
YOR164C	-0.281	-0.030	0.041	0.127	NaN	NaN	NaN	NaN
YOR165W	-0.032	0.224	0.103	0.075	NaN	NaN	NaN	NaN
YOR166C	-0.140	0.080	-0.052	-0.083	NaN	NaN	NaN	NaN
YOR167C	-0.578	-0.537	-0.267	-0.752	NaN	NaN	NaN	NaN
YOR168W	NaN	NaN	NaN	NaN	-0.320	0.282	0.016	0.033
YOR169C	-0.387	-0.159	-0.179	0.507	NaN	NaN	NaN	NaN
YOR170W	0.316	-0.037	-0.286	0.343	NaN	NaN	NaN	NaN
YOR171C	-0.328	-0.362	0.025	-0.044	NaN	NaN	NaN	NaN
YOR172W	0.037	0.137	-0.330	-0.054	NaN	NaN	NaN	NaN
YOR173W	-0.973	-0.423	-2.019	-0.703	NaN	NaN	NaN	NaN
YOR174W	NaN	NaN	NaN	NaN	-1.429	0.369	-0.526	-0.187
YOR175C	-0.188	-0.214	-0.543	0.205	NaN	NaN	NaN	NaN
YOR176W	NaN	NaN	NaN	NaN	-0.187	0.054	-0.427	-0.407
YOR177C	-0.112	-0.213	-0.334	-0.491	NaN	NaN	NaN	NaN
YOR178C	0.109	0.068	0.017	-0.141	NaN	NaN	NaN	NaN
YOR179C	-2.765	-1.193	-1.305	-1.157	NaN	NaN	NaN	NaN
YOR180C	0.205	0.205	0.264	-0.180	NaN	NaN	NaN	NaN
YOR181W	NaN	NaN	NaN	NaN	-0.182	0.053	0.231	-0.319
YOR182C	-0.776	-0.056	-0.089	-0.491	NaN	NaN	NaN	NaN
YOR183W	-0.258	-0.046	0.346	0.024	NaN	NaN	NaN	NaN
YOR184W	0.068	0.164	0.300	0.154	NaN	NaN	NaN	NaN
YOR185C	-0.003	0.418	0.067	0.753	NaN	NaN	NaN	NaN
YOR186W	0.011	0.381	0.143	0.061	NaN	NaN	NaN	NaN
YOR187W	0.603	0.209	0.485	0.350	NaN	NaN	NaN	NaN
YOR188W	-0.013	0.217	0.036	0.234	NaN	NaN	NaN	NaN
YOR189W	0.333	-0.187	-0.006	-1.089	NaN	NaN	NaN	NaN
YOR190W	0.257	0.006	-0.046	-0.151	NaN	NaN	NaN	NaN
YOR191W	-0.048	0.873	0.260	-0.386	NaN	NaN	NaN	NaN
YOR192C	0.037	0.029	-0.092	0.324	NaN	NaN	NaN	NaN
YOR193W	0.258	-0.276	-0.126	-0.858	NaN	NaN	NaN	NaN
YOR194C	NaN	NaN	NaN	NaN	-0.050	-0.043	-0.560	0.806
YOR195W	0.253	0.066	-0.017	0.116	NaN	NaN	NaN	NaN
YOR196C	-0.074	0.063	0.070	-0.092	NaN	NaN	NaN	NaN
YOR197W	0.070	-0.516	-0.327	-0.182	NaN	NaN	NaN	NaN
YOR198C	0.228	0.072	0.172	-0.023	NaN	NaN	NaN	NaN
YOR199W	0.257	0.214	0.047	-0.071	NaN	NaN	NaN	NaN
YOR200W	0.392	0.049	0.381	0.146	NaN	NaN	NaN	NaN
YOR201C	0.378	0.065	0.251	0.272	NaN	NaN	NaN	NaN
YOR202W	0.146	0.207	-0.184	0.442	NaN	NaN	NaN	NaN
YOR203W	-0.155	-0.002	-0.118	0.305	NaN	NaN	NaN	NaN
YOR204W	NaN	NaN	NaN	NaN	-0.116	-0.274	0.090	-0.168
YOR205C	1.029	0.188	0.436	0.021	NaN	NaN	NaN	NaN
YOR206W	NaN	NaN	NaN	NaN	-0.206	-0.053	0.109	0.347
YOR207C	NaN	NaN	NaN	NaN	-0.127	-0.365	-0.011	0.105
YOR208W	0.050	0.147	0.041	0.800	NaN	NaN	NaN	NaN
YOR209C	-0.190	-0.708	-0.230	-0.039	NaN	NaN	NaN	NaN
YOR210W	NaN	NaN	NaN	NaN	-0.788	-0.637	-0.936	-0.866
YOR211C	1.319	0.433	0.821	1.221	NaN	NaN	NaN	NaN
YOR212W	-0.060	0.031	0.017	0.158	NaN	NaN	NaN	NaN
YOR213C	0.061	-0.088	0.551	0.364	NaN	NaN	NaN	NaN
YOR214C	-0.007	-0.051	-0.080	0.741	NaN	NaN	NaN	NaN
YOR215C	-0.036	-0.218	0.113	-0.077	NaN	NaN	NaN	NaN
YOR216C	-0.903	0.071	-0.252	-1.288	NaN	NaN	NaN	NaN
YOR217W	NaN	NaN	NaN	NaN	0.076	-0.208	0.106	-0.195
YOR218C	0.525	-0.149	-0.120	0.191	NaN	NaN	NaN	NaN
YOR219C	0.419	0.364	-0.658	0.274	NaN	NaN	NaN	NaN
YOR220W	-0.490	0.345	-0.228	0.944	NaN	NaN	NaN	NaN
YOR221C	-0.013	-0.416	0.101	0.537	NaN	NaN	NaN	NaN
YOR222W	-0.038	-0.095	0.031	0.372	NaN	NaN	NaN	NaN
YOR223W	-0.465	-0.113	-0.319	-0.670	NaN	NaN	NaN	NaN
YOR224C	NaN	NaN	NaN	NaN	-0.836	-1.761	-0.836	-0.417
YOR225W	-0.330	0.192	-1.174	0.059	NaN	NaN	NaN	NaN
YOR226C	-0.307	-0.236	-0.090	0.103	NaN	NaN	NaN	NaN
YOR227W	0.158	0.256	-0.169	-0.416	NaN	NaN	NaN	NaN
YOR228C	-0.313	0.050	-0.092	-0.017	NaN	NaN	NaN	NaN
YOR229W	0.222	-0.100	-0.557	0.137	NaN	NaN	NaN	NaN
YOR230W	0.212	-0.117	-0.057	0.366	NaN	NaN	NaN	NaN
YOR231W	-0.110	-0.124	-0.064	0.153	NaN	NaN	NaN	NaN
YOR232W	NaN	NaN	NaN	NaN	-0.016	-0.075	-0.569	0.116
YOR233W	-0.365	0.005	-0.071	-1.607	NaN	NaN	NaN	NaN
YOR234C	-0.180	0.163	0.363	0.227	NaN	NaN	NaN	NaN
YOR235W	-0.611	-0.271	-0.089	-0.739	NaN	NaN	NaN	NaN
YOR236W	NaN	NaN	NaN	NaN	0.536	0.057	-0.151	0.229
YOR237W	-0.290	0.460	-0.332	0.103	NaN	NaN	NaN	NaN
YOR238W	-0.098	-0.375	0.018	-0.042	NaN	NaN	NaN	NaN
YOR239W	0.129	-0.011	0.161	0.290	NaN	NaN	NaN	NaN
YOR240W	-0.364	-0.385	-0.176	-0.646	NaN	NaN	NaN	NaN
YOR241W	-0.223	0.207	0.654	-0.188	NaN	NaN	NaN	NaN
