ORF	hom | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012	het | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012
YNL143C	0.111	NaN
YCL001W	0.111	NaN
YOL046C	0.111	NaN
YGL086W	0.111	NaN
YBR024W	0.110	NaN
YIL044C	0.110	NaN
YLR382C	0.110	NaN
YDR225W	0.110	NaN
YER184C	0.110	NaN
YKR091W	0.109	NaN
YNL154C	0.109	NaN
YNL136W	0.109	NaN
YBR217W	0.109	NaN
YLR306W	0.109	NaN
YDR060W	NaN	0.109
YDR126W	0.108	NaN
YOR113W	0.108	NaN
YOR370C	NaN	0.108
YKL076C	0.108	NaN
YOR164C	0.108	NaN
YLR278C	0.108	NaN
YGL146C	0.107	NaN
YLR417W	0.107	NaN
YKL066W	0.107	NaN
YMR290W-A	NaN	0.107
YOL159C	0.107	NaN
YOR239W	0.106	NaN
YCR043C	0.106	NaN
YPL119C	0.106	NaN
YBR108W	0.105	NaN
YDL133C-A	0.105	NaN
YOR116C	NaN	0.105
YNL297C	0.105	NaN
YOR013W	0.104	NaN
YFL051C	0.104	NaN
YGR277C	NaN	0.104
YNL158W	NaN	0.104
YDR213W	0.104	NaN
YOR271C	0.104	NaN
YNL214W	0.103	NaN
YPR041W	NaN	0.103
YER001W	0.103	NaN
YMR191W	0.103	NaN
YGL081W	0.103	NaN
YIL024C	0.103	NaN
YOL097C	NaN	0.103
YGL172W	NaN	0.102
YBR161W	0.102	NaN
YDL167C	0.102	NaN
YER098W	0.102	NaN
YLR033W	NaN	0.102
YPL044C	NaN	0.102
YKR004C	0.102	NaN
YDL128W	0.101	NaN
YAL032C	NaN	0.101
YOR289W	0.101	NaN
YDR243C	NaN	0.101
YMR174C	0.045	NaN
YOL053C-A	NaN	0.101
YML070W	0.101	NaN
YLR021W	0.100	NaN
YOR191W	0.100	NaN
YGR248W	0.100	NaN
YNL051W	0.100	NaN
YOL078W	NaN	0.100
YER078C	0.099	NaN
YOR252W	0.099	NaN
YOL069W	NaN	0.099
YGR214W	0.099	NaN
YKL202W	0.099	NaN
YER120W	0.099	NaN
YML035C	0.099	NaN
YNR014W	0.098	NaN
YPL122C	NaN	0.098
YNL197C	0.098	NaN
YGR292W	0.098	NaN
YML098W	NaN	0.098
YCR046C	0.098	NaN
YPL272C	0.097	NaN
YNL310C	NaN	0.097
YBL092W	NaN	0.097
YFR016C	0.096	NaN
YJR004C	0.096	NaN
YBR040W	0.096	NaN
YKL065C	0.096	NaN
YLR277C	NaN	0.096
YDR112W	0.096	NaN
YGR121C	0.096	NaN
YGL262W	0.095	NaN
YKR083C	NaN	0.095
YNL255C	0.095	NaN
YOR079C	0.095	NaN
YLR194C	0.095	NaN
YDL097C	NaN	0.095
YGR187C	0.094	NaN
YER053C	0.094	NaN
YER156C	0.094	NaN
YKL133C	0.093	NaN
YER039C	0.093	NaN
YLR053C	0.093	NaN
YNL251C	NaN	0.093
YML124C	0.093	NaN
YLR006C	0.093	NaN
YJR039W	0.092	NaN
YDR262W	0.092	NaN
YNL172W	NaN	0.092
YOR251C	0.092	NaN
YPL245W	0.091	NaN
YEL010W	0.091	NaN
YDR506C	0.078	NaN
YDR183W	0.091	NaN
YBL107C	0.091	NaN
YBR139W	0.091	NaN
YGL073W	NaN	0.091
YPL020C	NaN	0.090
YOR375C	0.089	NaN
YJR064W	NaN	0.089
YBL004W	NaN	0.089
YGR146C	0.089	NaN
YKR051W	0.088	NaN
YKL071W	0.088	NaN
YMR195W	0.088	NaN
YDR397C	NaN	0.088
YOR341W	NaN	0.088
YPL127C	0.088	NaN
YMR308C	NaN	0.087
YOR226C	0.087	NaN
YBR213W	0.087	NaN
YGL255W	0.087	NaN
YLR010C	NaN	0.087
YIL032C	0.087	NaN
YJL027C	0.087	NaN
YML122C	0.087	NaN
YGR152C	0.087	NaN
YMR075C-A	0.087	NaN
YFL031W	0.087	NaN
YKR036C	0.086	NaN
YOL151W	0.086	NaN
YCL006C	0.086	NaN
YIL117C	0.086	NaN
YDR486C	0.086	NaN
YLR253W	0.085	NaN
YPL270W	0.085	NaN
YPR184W	0.085	NaN
YGR091W	NaN	0.085
YLL020C	0.085	NaN
YCR083W	0.085	NaN
YGL231C	0.084	NaN
YOR189W	0.084	NaN
YOR087W	0.084	NaN
YKL040C	0.084	NaN
YGL243W	0.084	NaN
YMR111C	0.084	NaN
YGL079W	0.084	NaN
YLR110C	0.084	NaN
YMR028W	NaN	0.084
YJL044C	0.083	NaN
YLR178C	0.083	NaN
YER142C	0.083	NaN
YNL034W	0.083	NaN
YBR060C	NaN	0.082
YCL031C	NaN	0.082
YGL118C	0.082	NaN
YPL149W	0.082	NaN
YER118C	0.082	NaN
YOR353C	NaN	0.082
YCL009C	0.081	NaN
YOR246C	0.081	NaN
YJL174W	NaN	0.081
YDR139C	0.081	NaN
YML064C	NaN	0.081
YGL126W	0.081	NaN
YIL084C	0.081	NaN
YMR210W	0.081	NaN
YDL158C	NaN	0.081
YKL056C	0.080	NaN
YBR185C	0.080	NaN
YPR197C	0.080	NaN
YNL075W	NaN	0.080
YKR007W	0.080	NaN
YJR077C	0.080	NaN
YHR166C	NaN	0.080
YLR179C	0.080	NaN
YOR327C	0.080	NaN
YDR528W	0.079	NaN
YGL258W	0.079	NaN
YER143W	0.079	NaN
YKR029C	0.079	NaN
YBR290W	0.079	NaN
YMR109W	0.079	NaN
YOL042W	0.079	NaN
YMR017W	0.079	NaN
YOR076C	0.079	NaN
YDR360W	0.079	NaN
YOL029C	0.079	NaN
YDR193W	0.079	NaN
YER130C	0.078	NaN
YNR031C	0.078	NaN
YLR001C	0.078	NaN
YER013W	NaN	0.078
YLR036C	0.078	NaN
YMR134W	NaN	0.077
YDR498C	NaN	0.077
YGL157W	0.077	NaN
YIL051C	NaN	0.077
YLR412W	0.076	NaN
YLR138W	0.076	NaN
YBL047C	0.076	NaN
YOR101W	0.076	NaN
YDR065W	0.076	NaN
YPL068C	0.075	NaN
YEL053C	0.075	NaN
YER045C	0.075	NaN
YGR184C	0.074	NaN
YMR234W	0.074	NaN
YOR069W	0.074	NaN
YAR002W	0.074	NaN
YPL049C	0.074	NaN
YKR008W	NaN	0.073
YKR096W	0.073	NaN
YAL028W	0.073	NaN
YPL082C	NaN	0.073
YHR049C-A	0.073	NaN
YBR130C	0.073	NaN
YLL028W	0.073	NaN
YER139C	0.072	NaN
YFL019C	0.072	NaN
YKL147C	0.072	NaN
YOR112W	0.072	NaN
YCR022C	0.072	NaN
YDR272W	0.072	NaN
YNL025C	0.072	NaN
YPL137C	0.072	NaN
YBR267W	0.071	NaN
YOR035C	0.071	NaN
YBR287W	0.071	NaN
YGR142W	0.070	NaN
YLR206W	0.070	NaN
YNL100W	0.070	NaN
YFL040W	0.070	NaN
YDR437W	NaN	0.069
YDR211W	NaN	0.069
YLR032W	0.069	NaN
YOR174W	NaN	0.069
YGR056W	0.068	NaN
YLR287C-A	0.068	NaN
YOR145C	NaN	0.068
YGL023C	0.068	NaN
YMR245W	0.068	NaN
YOR382W	0.067	NaN
YAL027W	0.067	NaN
YCR100C	0.067	NaN
YMR007W	0.067	NaN
YPR004C	0.067	NaN
YIL086C	0.067	NaN
YGL263W	0.066	NaN
YER018C	NaN	0.066
YGR154C	0.066	NaN
YDR122W	0.066	NaN
YLR416C	0.065	NaN
YHR028C	0.065	NaN
YKL141W	NaN	0.065
YCR010C	0.065	NaN
YLL055W	0.065	NaN
YHR023W	NaN	0.065
YMR279C	0.065	NaN
YOR222W	0.064	NaN
YLR104W	0.064	NaN
YDR412W	NaN	0.064
YPR040W	0.064	NaN
YEL019C	NaN	0.064
YNL202W	0.064	NaN
YGR060W	NaN	0.063
YOR103C	NaN	0.063
YJR107W	0.063	NaN
YDL082W	0.063	NaN
YJR005W	0.062	NaN
YDR034C	0.062	NaN
YLR345W	0.062	NaN
YBL098W	0.062	NaN
YER060W-A	0.062	NaN
YER182W	0.062	NaN
YPL093W	NaN	0.062
YBR067C	0.062	NaN
YNR032W	0.061	NaN
YOL049W	0.061	NaN
YNR024W	0.061	NaN
YCR025C	0.061	NaN
YOR052C	0.061	NaN
YMR190C	0.061	NaN
YER091C	0.060	NaN
YKL168C	0.060	NaN
YJL032W	NaN	0.060
YNL155W	0.060	NaN
YHR029C	0.060	NaN
YJR040W	0.060	NaN
YHR097C	0.060	NaN
YLL052C	0.060	NaN
YOR175C	0.060	NaN
YGR098C	NaN	0.059
YJR024C	0.059	NaN
YBR175W	0.059	NaN
YDR073W	0.059	NaN
YKL033W	NaN	0.059
YMR006C	0.059	NaN
YLR408C	0.059	NaN
YLR164W	0.059	NaN
YDL142C	0.059	NaN
YPR018W	0.058	NaN
YOR219C	0.058	NaN
YMR317W	0.058	NaN
YOR156C	0.058	NaN
YOR361C	NaN	0.058
YGL035C	0.058	NaN
YMR063W	0.058	NaN
YJL144W	0.058	NaN
YKL140W	0.058	NaN
YDR134C	0.058	NaN
YOR216C	0.057	NaN
YER007C-A	0.057	NaN
YKL031W	0.057	NaN
YPR056W	NaN	0.057
YJR113C	0.056	NaN
YEL039C	0.056	NaN
YPR171W	0.056	NaN
YNL236W	0.056	NaN
YMR068W	0.056	NaN
YHR158C	0.055	NaN
YPL226W	0.055	NaN
YJR067C	NaN	0.055
YGR168C	0.055	NaN
YDL187C	0.055	NaN
YJL099W	0.054	NaN
YNL329C	0.054	NaN
YHR171W	0.054	NaN
YER181C	0.054	NaN
YFL029C	NaN	0.054
YNL194C	0.054	NaN
YDL239C	0.054	NaN
YDR318W	0.054	NaN
YHR036W	NaN	0.053
YDR469W	0.053	NaN
YPL202C	0.053	NaN
YLR168C	0.053	NaN
YER090W	0.053	NaN
YLR270W	0.052	NaN
YNL220W	0.052	NaN
YIL166C	0.052	NaN
YMR123W	0.052	NaN
YBR042C	0.052	NaN
YLR450W	0.052	NaN
YHL037C	0.052	NaN
YNR070W	0.051	NaN
YDR111C	0.051	NaN
YDR146C	0.051	NaN
YDL028C	NaN	0.051
YLL037W	NaN	0.051
YPR178W	NaN	0.051
YLR310C	NaN	0.051
YOR157C	NaN	0.051
YFR031C	NaN	0.050
YNL049C	0.050	NaN
YGR210C	0.050	NaN
YDR433W	0.050	NaN
YDR362C	NaN	0.050
YMR215W	0.050	NaN
YFR029W	NaN	0.050
YGL167C	0.050	NaN
YLR192C	0.050	NaN
YLR045C	NaN	0.049
YMR020W	0.049	NaN
YOR182C	0.049	NaN
YER172C	NaN	0.049
YOR262W	NaN	0.049
YNR067C	0.049	NaN
YDR510W	NaN	0.049
YPR172W	0.048	NaN
YJL181W	0.048	NaN
YPR117W	0.048	NaN
YIL061C	NaN	0.048
YNL146W	0.048	NaN
YDR255C	0.047	NaN
YER111C	0.047	NaN
YNL230C	0.047	NaN
YMR294W	0.047	NaN
YDR180W	NaN	0.047
YBR083W	0.047	NaN
YPL155C	0.047	NaN
YLL056C	0.047	NaN
YDR407C	NaN	0.047
YDR515W	0.046	NaN
YPR195C	0.046	NaN
YMR295C	0.046	NaN
YML102C-A	NaN	0.046
YAR040C	0.046	NaN
YKL128C	0.046	NaN
YER030W	0.046	NaN
YGR230W	0.046	NaN
YOR015W	0.046	NaN
YPL183C	0.045	NaN
YOL152W	0.045	NaN
YOL125W	0.045	NaN
YIL089W	0.045	NaN
YPL224C	0.045	NaN
YGR140W	NaN	0.045
YHR032W	0.045	NaN
YLR171W	0.045	NaN
YIL022W	NaN	0.045
YNR032C-A	0.044	NaN
YMR185W	NaN	0.044
YKL005C	0.044	NaN
YGR131W	0.044	NaN
YNR050C	0.044	NaN
YPL230W	0.044	NaN
YML130C	NaN	0.044
YGL164C	0.043	NaN
YER101C	0.043	NaN
YCL003W	NaN	0.043
YML078W	0.043	NaN
YOL039W	0.043	NaN
YLR112W	0.043	NaN
YDR155C	0.043	NaN
YOR044W	0.043	NaN
YNL157W	0.043	NaN
YBL046W	0.042	NaN
YGR202C	0.042	NaN
YOR268C	0.042	NaN
YGL155W	NaN	0.042
YBR277C	0.042	NaN
YNL118C	NaN	0.042
YOR245C	0.041	NaN
YMR112C	NaN	0.041
YBL072C	0.041	NaN
YOR165W	0.041	NaN
YLR070C	0.040	NaN
YKL115C	0.040	NaN
YIL137C	0.040	NaN
YBR144C	0.040	NaN
YBL051C	0.040	NaN
YJL153C	0.040	NaN
YJL128C	0.040	NaN
YHR040W	NaN	0.040
YDL035C	0.039	NaN
YLR272C	NaN	0.039
YNL338W	0.039	NaN
YBL001C	0.039	NaN
YMR022W	0.039	NaN
YKL185W	0.039	NaN
YOL063C	0.038	NaN
YOR088W	NaN	0.038
YBR084W	0.038	NaN
YNL022C	0.038	NaN
YPL187W	0.038	NaN
YOL009C	0.037	NaN
YOL052C	0.037	NaN
YDL037C	0.037	NaN
YEL071W	0.037	NaN
YKL057C	0.037	NaN
YPR151C	0.037	NaN
YEL025C	0.037	NaN
YPL198W	0.037	NaN
YOL149W	NaN	0.036
YPR073C	0.036	NaN
YGR249W	0.036	NaN
YIL164C	0.036	NaN
YFR043C	0.036	NaN
YNL090W	0.035	NaN
YPR065W	0.035	NaN
YML016C	0.035	NaN
YML056C	0.035	NaN
YER075C	0.035	NaN
YCR082W	0.035	NaN
YJR142W	0.035	NaN
YFR035C	0.035	NaN
YDR128W	0.035	NaN
YAR007C	NaN	0.034
YPR107C	NaN	0.034
YJL093C	0.034	NaN
YGR030C	NaN	0.034
YGL087C	0.034	NaN
YLR035C	0.034	NaN
YEL072W	0.034	NaN
YER132C	0.034	NaN
YKL153W	NaN	0.033
YLR135W	0.033	NaN
YDR105C	0.033	NaN
YPL052W	0.033	NaN
YKL053C-A	0.033	NaN
YER166W	0.033	NaN
YBR005W	0.033	NaN
YJL162C	0.032	NaN
YFL004W	0.032	NaN
YMR197C	NaN	0.032
YDR434W	NaN	0.032
YBR090C	0.032	NaN
YJL121C	0.032	NaN
YDR513W	0.031	NaN
YKR012C	0.031	NaN
YDR282C	0.031	NaN
YAL055W	0.031	NaN
YGL228W	0.031	NaN
YJR068W	NaN	0.031
YPR012W	0.031	NaN
YOR238W	0.031	NaN
YER112W	NaN	0.031
YJR037W	0.030	NaN
YDR037W	NaN	0.030
YMR276W	0.030	NaN
YPR037C	0.030	NaN
YPR038W	0.030	NaN
YKL163W	0.029	NaN
YKL177W	NaN	0.029
YLR298C	NaN	0.029
YMR119W	0.029	NaN
YLR072W	0.029	NaN
YDR026C	0.029	NaN
YMR001C	NaN	0.028
YAL038W	NaN	0.028
YJL070C	0.028	NaN
YBR001C	0.028	NaN
YPL185W	0.027	NaN
YJL213W	0.027	NaN
YBR011C	NaN	0.027
YNL063W	0.027	NaN
YDR084C	0.027	NaN
YDL121C	0.027	NaN
YLR050C	0.027	NaN
YGR215W	0.026	NaN
YDR269C	0.026	NaN
YIL140W	0.026	NaN
YBR248C	0.026	NaN
YHR017W	0.026	NaN
YHR176W	0.026	NaN
YBL028C	0.025	NaN
YIL047C	0.025	NaN
YEL067C	0.025	NaN
YKL035W	NaN	0.025
YGR072W	0.024	NaN
YBR253W	NaN	0.024
YCL016C	0.024	NaN
YBL088C	0.024	NaN
YJR012C	NaN	0.024
YKR055W	0.023	NaN
YBR028C	0.023	NaN
YCR050C	0.023	NaN
YLR031W	0.023	NaN
YML110C	0.023	NaN
YOR275C	0.023	NaN
YHR047C	0.023	NaN
YIR019C	0.023	NaN
YHR189W	0.022	NaN
YHL016C	0.022	NaN
YOL003C	0.022	NaN
YGL139W	0.022	NaN
YML087C	0.021	NaN
YJL047C	0.021	NaN
YMR237W	0.020	NaN
YLR028C	0.020	NaN
YMR065W	0.020	NaN
YDR473C	NaN	0.020
YDR502C	0.020	NaN
YOR097C	0.020	NaN
YFL039C	NaN	0.020
YJR026W	0.020	NaN
YGR051C	0.019	NaN
YKL074C	0.019	NaN
YBR059C	0.019	NaN
YER025W	NaN	0.019
YPL144W	0.019	NaN
YJL158C	0.019	NaN
YOR223W	0.018	NaN
YDR470C	0.018	NaN
YDL112W	0.018	NaN
YOR173W	0.018	NaN
YMR171C	0.018	NaN
YLR379W	NaN	0.017
YHR163W	0.017	NaN
YOL083W	0.017	NaN
YDR019C	0.017	NaN
YDR491C	0.017	NaN
YPL033C	0.017	NaN
YBL034C	NaN	0.017
YBR199W	0.016	NaN
YDR223W	0.016	NaN
YPL054W	0.016	NaN
YLL011W	NaN	0.016
YHR068W	NaN	0.016
YMR243C	0.016	NaN
YLR040C	0.016	NaN
YJL216C	0.015	NaN
YGL091C	NaN	0.015
YOR376W	0.015	NaN
YKL010C	0.015	NaN
YKL124W	0.015	NaN
YOR100C	0.014	NaN
YOR315W	0.014	NaN
YJL083W	0.014	NaN
YMR166C	0.014	NaN
YLR075W	NaN	0.014
YKL077W	0.014	NaN
YCR020C-A	0.013	NaN
YIR015W	NaN	0.013
YLR343W	0.013	NaN
YPL112C	0.013	NaN
YDR251W	0.013	NaN
YJR020W	0.013	NaN
YJR147W	0.012	NaN
YMR105W-A	0.012	NaN
YLR239C	0.012	NaN
YGL120C	NaN	0.012
YKL173W	NaN	0.012
YDL046W	0.012	NaN
YIL159W	0.012	NaN
YOR181W	NaN	0.012
YGR185C	NaN	0.012
YPR152C	0.011	NaN
YER096W	0.011	NaN
YOR129C	0.010	NaN
YJL142C	0.010	NaN
YPR126C	0.009	NaN
YNL244C	NaN	0.009
YKL201C	0.009	NaN
YBL091C	0.009	NaN
YFL028C	0.009	NaN
YPL139C	0.009	NaN
YOR163W	0.009	NaN
YGL163C	0.008	NaN
YDL058W	NaN	0.008
YDR495C	0.008	NaN
YDR062W	NaN	0.008
YPR147C	0.008	NaN
YOR263C	0.008	NaN
YDL047W	0.008	NaN
YER051W	0.008	NaN
YMR196W	0.007	NaN
YGL221C	0.007	NaN
YDR483W	0.007	NaN
YOL065C	0.007	NaN
YHR123W	0.006	NaN
YIL070C	0.006	NaN
YBR047W	0.006	NaN
YOR242C	0.006	NaN
YDL179W	0.006	NaN
YGR254W	0.006	NaN
YEL011W	0.006	NaN
YLR205C	0.005	NaN
YFL023W	0.005	NaN
YDL016C	NaN	0.005
YDR104C	0.005	NaN
YPL109C	0.005	NaN
YLR049C	0.004	NaN
YHR139C-A	0.004	NaN
YDR326C	0.004	NaN
YMR034C	0.004	NaN
YGL225W	NaN	0.004
YEL047C	0.004	NaN
YGR173W	0.004	NaN
YNL294C	0.004	NaN
YJL060W	0.003	NaN
YLR089C	0.003	NaN
YDR475C	0.003	NaN
YMR322C	0.003	NaN
YHL021C	0.003	NaN
YDL070W	0.003	NaN
YOR195W	0.002	NaN
YLR384C	0.002	NaN
YER027C	0.002	NaN
YNL332W	0.002	NaN
YLR452C	0.002	NaN
YGL061C	NaN	0.002
YML018C	0.002	NaN
YPL194W	0.002	NaN
YJR093C	NaN	0.002
YKR035W-A	0.002	NaN
YOR177C	0.001	NaN
YJL067W	0.001	NaN
YGR213C	0.001	NaN
YGR075C	NaN	0.001
YDR348C	0.001	NaN
YBR141C	0.000	NaN
YMR306W	0.000	NaN
YDR398W	NaN	0.000
YIL054W	0.000	NaN
YDR150W	0.000	NaN
YMR142C	-0.000	NaN
YAL036C	-0.000	NaN
YEL059W	-0.000	NaN
YDR107C	-0.000	NaN
YCR069W	-0.001	NaN
YCL014W	-0.001	NaN
YLR039C	-0.001	NaN
YBR010W	-0.001	NaN
YOL092W	-0.001	NaN
YOR385W	-0.002	NaN
YAL008W	-0.002	NaN
YBR152W	NaN	-0.003
YIL145C	-0.003	NaN
YLR127C	NaN	-0.003
YBL064C	-0.003	NaN
YHR106W	-0.003	NaN
YNR069C	-0.003	NaN
YDL190C	-0.003	NaN
YLR084C	-0.003	NaN
YOL118C	-0.003	NaN
YDL174C	-0.004	NaN
YKL130C	-0.004	NaN
YOR118W	-0.004	NaN
YJL028W	-0.004	NaN
YJR019C	-0.004	NaN
YGL109W	-0.004	NaN
YOL158C	-0.004	NaN
YDR432W	-0.005	NaN
YMR240C	NaN	-0.005
YKL179C	-0.005	NaN
YFL018W-A	NaN	-0.005
YHR081W	-0.005	NaN
YOR364W	-0.192	NaN
YMR130W	-0.005	NaN
YBR055C	NaN	-0.006
YFL053W	-0.006	NaN
YNL024C-A	NaN	-0.006
YIR002C	-0.006	NaN
YNR005C	-0.006	NaN
YOR008C-A	-0.006	NaN
YPR160W	-0.006	NaN
YKL014C	NaN	-0.007
YIL101C	-0.007	NaN
YOR232W	NaN	-0.007
YDR238C	NaN	-0.007
YBR050C	-0.007	NaN
YHR109W	-0.007	NaN
YBR114W	-0.008	NaN
YMR010W	-0.008	NaN
YDR379W	-0.009	NaN
YDL200C	-0.009	NaN
YBL094C	-0.009	NaN
YJL085W	NaN	-0.009
YOL105C	-0.009	NaN
YER035W	NaN	-0.009
YNL205C	-0.009	NaN
YNL011C	-0.009	NaN
YLR047C	-0.010	NaN
YLR394W	-0.010	NaN
YOR274W	-0.011	NaN
YBR214W	-0.011	NaN
YAL048C	-0.011	NaN
YML022W	-0.011	NaN
YBR092C	-0.011	NaN
YLR215C	NaN	-0.011
YIL162W	-0.011	NaN
YKR025W	NaN	-0.011
YLR140W	NaN	-0.012
YDR023W	NaN	-0.012
YLR180W	-0.012	NaN
YML021C	-0.012	NaN
YNL114C	NaN	-0.012
YJL092W	-0.012	NaN
YGR077C	-0.012	NaN
YOR307C	-0.013	NaN
YOR367W	-0.013	NaN
YLR015W	-0.013	NaN
YIL045W	-0.013	NaN
YIL008W	-0.013	NaN
YKL199C	NaN	-0.014
YGL040C	NaN	-0.014
YMR077C	-0.014	NaN
YKL104C	NaN	-0.014
YMR128W	NaN	-0.014
YHR074W	NaN	-0.015
YLR334C	-0.015	NaN
YGL236C	-0.015	NaN
YIL052C	-0.015	NaN
YIL100W	-0.015	NaN
YNL007C	NaN	-0.015
YHR153C	-0.016	NaN
YKR044W	-0.016	NaN
YNL101W	-0.016	NaN
YDL216C	-0.016	NaN
YER069W	-0.016	NaN
YGL066W	-0.016	NaN
YBR051W	-0.016	NaN
YDR172W	NaN	-0.016
YPR011C	-0.016	NaN
YHR122W	NaN	-0.017
YEL054C	-0.017	NaN
YCL075W	-0.017	NaN
YDL026W	-0.017	NaN
YER134C	-0.017	NaN
YCR086W	-0.017	NaN
YDR270W	-0.018	NaN
YLR314C	NaN	-0.018
YLR309C	-0.018	NaN
YER067C-A	-0.018	NaN
YOL084W	-0.018	NaN
YAL022C	-0.019	NaN
YMR135W-A	-0.019	NaN
YGR104C	-0.019	NaN
YMR206W	-0.019	NaN
YER167W	-0.019	NaN
YHR058C	NaN	-0.020
YGL247W	NaN	-0.020
YGL046W	NaN	-0.020
YNL276C	NaN	-0.020
YHR110W	-0.020	NaN
YOR155C	-0.020	NaN
YDL188C	-0.020	NaN
YEL017C-A	-0.020	NaN
YGR141W	-0.020	NaN
YHL028W	-0.021	NaN
YMR155W	-0.021	NaN
YDL127W	-0.021	NaN
YGR203W	-0.021	NaN
YJR006W	NaN	-0.021
YDR519W	-0.021	NaN
YER129W	-0.022	NaN
YKL027W	-0.022	NaN
YOR021C	-0.022	NaN
YML099C	-0.022	NaN
YBR031W	-0.022	NaN
YMR281W	NaN	-0.022
YAL025C	NaN	-0.022
YNR071C	-0.023	NaN
YNL160W	-0.023	NaN
YOR119C	NaN	-0.023
YOR332W	-0.023	NaN
YBR116C	-0.023	NaN
YGR089W	-0.023	NaN
YGR153W	-0.023	NaN
YKL216W	-0.023	NaN
YKR018C	-0.024	NaN
YMR280C	-0.024	NaN
YNL149C	NaN	-0.024
YLR195C	NaN	-0.025
YOL014W	-0.025	NaN
YNR056C	-0.025	NaN
YBL057C	-0.025	NaN
YER158C	-0.025	NaN
YOR240W	NaN	-0.026
YDR192C	-0.026	NaN
YDL224C	-0.026	NaN
YER005W	-0.026	NaN
YKL125W	NaN	-0.027
YJR094C	-0.027	NaN
YBR239C	-0.028	NaN
YPR054W	-0.028	NaN
YOR074C	NaN	-0.028
YNL238W	NaN	-0.028
YLR059C	-0.028	NaN
YIL011W	-0.028	NaN
YBL003C	-0.028	NaN
YER185W	-0.029	NaN
YJL112W	-0.029	NaN
YJL018W	NaN	-0.029
YHL019C	-0.029	NaN
YDR353W	NaN	-0.029
YIL121W	-0.029	NaN
YOR273C	-0.029	NaN
YOL107W	-0.029	NaN
YJR075W	-0.030	NaN
YBL071C	-0.030	NaN
YHR035W	-0.030	NaN
YDR209C	-0.030	NaN
YOR247W	-0.030	NaN
YHL032C	-0.030	NaN
YBR249C	-0.030	NaN
YDR385W	-0.030	NaN
YNR030W	-0.030	NaN
YDL001W	-0.031	NaN
YFL037W	NaN	-0.031
YJL011C	NaN	-0.031
YBR123C	NaN	-0.031
YLR214W	-0.031	NaN
YLR071C	NaN	-0.031
YNL246W	-0.031	NaN
YJL017W	NaN	-0.031
YML049C	NaN	-0.032
YDR246W	NaN	-0.032
YMR192W	-0.032	NaN
YGR287C	-0.032	NaN
YLR291C	NaN	-0.032
YDR216W	-0.032	NaN
YOL099C	-0.032	NaN
YDR070C	-0.033	NaN
YMR149W	NaN	-0.033
YHR039C	-0.033	NaN
YBR121C	NaN	-0.033
YOR308C	-0.033	NaN
YBL050W	NaN	-0.034
YOR194C	NaN	-0.034
YCL022C	-0.034	NaN
YLR381W	-0.034	NaN
YER145C	-0.034	NaN
YHL014C	-0.034	NaN
YJL074C	NaN	-0.035
YGR290W	-0.035	NaN
YDL243C	-0.035	NaN
YDR449C	NaN	-0.035
YMR318C	-0.035	NaN
YPR057W	-0.035	NaN
YOR170W	-0.036	NaN
YER011W	-0.036	NaN
YDL017W	NaN	-0.036
YGL253W	-0.036	NaN
YGR024C	NaN	-0.036
YER063W	-0.036	NaN
YBR063C	-0.036	NaN
YAL068C	-0.036	NaN
YIL036W	-0.036	NaN
YMR033W	NaN	-0.036
YGL161C	-0.036	NaN
YCR032W	-0.036	NaN
YDR525W	-0.036	NaN
YOL130W	NaN	-0.036
YGL024W	NaN	-0.037
YDR319C	-0.037	NaN
YKL093W	-0.037	NaN
YDR427W	NaN	-0.075
YJL068C	-0.037	NaN
YBR089W	NaN	-0.037
YLR051C	NaN	-0.037
YPL133C	-0.038	NaN
YOL047C	-0.038	NaN
YPL116W	-0.038	NaN
YPL241C	-0.039	NaN
YKL025C	-0.039	NaN
YPL028W	NaN	-0.039
YHR024C	NaN	-0.039
YMR182C	-0.039	NaN
YNL062C	NaN	-0.039
YPL259C	-0.039	NaN
YMR264W	-0.040	NaN
YGR252W	-0.040	NaN
YNL104C	-0.040	NaN
YMR296C	NaN	-0.040
YJR141W	NaN	-0.040
YML068W	-0.040	NaN
YML063W	-0.040	NaN
YLR424W	NaN	-0.040
YPL255W	NaN	-0.041
YDL212W	NaN	-0.041
YIL149C	-0.041	NaN
YOR378W	-0.041	NaN
YEL026W	NaN	-0.041
YGL092W	NaN	-0.041
YLR074C	-0.041	NaN
YPL091W	-0.041	NaN
YLR368W	-0.041	NaN
YLR340W	NaN	-0.041
YJR146W	-0.041	NaN
YDR256C	-0.041	NaN
YPL246C	-0.041	NaN
YGL233W	NaN	-0.041
YNL256W	NaN	-0.042
YGL047W	NaN	-0.042
YER059W	-0.042	NaN
YDR396W	NaN	-0.042
YJL131C	-0.043	NaN
YGR012W	-0.043	NaN
YOL109W	-0.043	NaN
YHR038W	-0.043	NaN
YOL025W	-0.043	NaN
YBL077W	NaN	-0.043
YGL218W	-0.043	NaN
YPL164C	-0.043	NaN
YNL109W	-0.043	NaN
YHR072W	NaN	-0.043
YNR043W	NaN	-0.043
YDR372C	-0.044	NaN
YDR297W	-0.044	NaN
YDL124W	-0.044	NaN
YBL095W	-0.044	NaN
YER028C	-0.044	NaN
YML054C	-0.044	NaN
