ORF	hom | growth (culture turbidity) | sodium arsenite [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [5 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [10 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [19 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [1 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [5 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | sodium arsenite [1.25 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [25 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [900 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [7 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [20 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [49 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [2 mM] | Jin YH~Freedman JH, 2008
YML096W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	-0.385	-0.743	0.066	-0.021	0.126	0.167
YML097C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.194	-0.326	-0.649	-0.565	-0.036	0.072	-0.019
YML110C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.116	-0.134	-0.559	0.041	-0.186	0.104	0.004
YML117W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	-0.339	-0.670	0.184	0.005	0.013	-0.179
YMR003W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.217	-0.520	-0.049	-0.367	0.036	0.020	0.131
YMR032W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.114	-0.646	0.099	0.031	-0.027	0.084	-0.071
YMR035W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	-0.321	-0.985	-0.959	0.047	0.012	-0.967
YMR036C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.049	-0.722	0.112	-0.176	0.020	0.016	-0.031
YMR038C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	-0.761	-0.721	0.007	0.033	0.040	-0.007
YMR060C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.083	-0.653	0.013	0.011	0.005	0.010	-0.124
YMR073C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	-0.323	-0.674	0.185	0.036	0.037	0.006
YMR077C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.211	-0.179	-0.653	-0.032	0.032	0.044	-0.095
YMR091C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.108	-0.558	-0.277	-0.072	-0.110	-0.068	0.023
YMR097C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-0.505	0.053	0.137	-0.097	0.127	0.026
YMR115W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.143	-0.532	0.093	-0.087	-0.008	0.000	-0.055
YMR123W	0.035	-0.190	0.039	0.080	-0.293	-0.881	0.063	0.289	-0.623	-0.823	0.123	0.010	0.087	-0.985
YMR125W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.216	-0.494	-0.614	0.141	0.083	0.005	-0.098
YMR126C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	-0.343	-0.039	-0.399	0.039	0.003	-0.868
YMR138W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.171	-0.086	-0.538	0.019	0.094	0.085	-0.122
YMR142C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.220	-0.131	-0.646	0.053	-0.003	0.005	0.038
YMR152W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.094	-0.571	0.006	0.002	-0.019	0.021	-0.112
YMR156C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	-0.621	-0.161	0.032	0.008	0.007	0.004
YMR202W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.147	0.080	-0.416	0.080	0.060	0.180	-0.791
YMR205C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	-0.687	-0.626	0.128	0.002	0.120	-0.690
YMR216C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	-0.506	-0.719	0.140	-0.012	0.059	-0.034
YMR243C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	-0.098	0.205	0.154	0.031	-0.007	-0.675
YMR275C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.993	-0.151	0.198	0.034	0.006	0.025	-0.011
YMR276W	0.037	0.025	0.297	-0.287	0.296	-0.590	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YMR291W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.082	-0.356	-0.054	-0.907	-0.024	-0.139	-0.012
YMR294W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.153	-0.375	-0.097	0.350	0.227	0.265	-0.789
YMR315W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	-0.321	-0.186	-0.819	-0.035	0.097	-0.012
YNL025C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.943	-0.669	0.197	-0.468	0.032	0.038	0.067
YNL032W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	-0.180	0.019	-0.628	0.085	0.142	0.200
YNL054W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.176	-0.633	-0.104	0.038	0.050	0.077	0.074
YNL059C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.163	-0.672	-0.349	0.102	0.035	0.045	0.188
YNL064C	0.058	0.054	-0.010	0.056	-0.763	-0.064	0.023	-0.994	-0.047	-0.897	0.059	-0.017	0.048	0.084
YNL070W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	-0.594	-0.430	-0.134	-0.077	-0.092	-0.638
YNL079C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.267	-0.534	-0.801	-0.867	-0.181	-0.074	-0.204
YNL080C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	-0.689	-0.297	0.071	-0.097	-0.088	-0.591
YNL084C	-0.001	-0.158	0.026	0.050	-0.782	0.012	-0.006	0.072	-0.517	-0.921	-0.963	-0.042	0.058	-0.073
YNL099C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.064	-0.243	-0.318	-0.509	-0.069	-0.082	-0.141
YNL105W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.009	-0.200	-0.210	-0.532	-0.069	-0.088	-0.151
YNL106C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	-0.211	-0.164	-0.569	-0.032	-0.036	-0.137
YNL119W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.118	-0.232	-0.531	-0.887	-0.096	0.015	-0.313
YNL120C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.164	-0.287	-0.296	-0.882	-0.087	-0.005	-0.124
YNL140C	0.021	-0.561	-0.010	0.040	-0.951	0.034	-0.544	-0.822	-0.898	-0.953	-0.961	-0.431	-0.483	-0.224
YNL147W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	-0.569	0.111	0.084	-0.001	0.033	0.113
YNL184C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.105	-0.201	-0.651	0.083	0.090	0.100	0.027
YNL197C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.239	-0.645	0.075	0.042	-0.010	0.014	0.050
YNL206C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.075	-0.149	-0.178	-0.129	-0.024	0.008	-0.579
YNL220W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	-0.655	-0.172	0.070	-0.016	-0.033	-0.019
YNL229C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.926	-0.560	-0.911	0.006	0.024	0.068	0.034
YNL236W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.182	-0.288	-0.784	-0.809	-0.041	-0.035	-0.052
YNL250W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.202	-0.040	-0.536	0.031	-0.536	0.034	0.038
YNL271C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.116	-0.464	-0.547	-0.509	-0.147	-0.038	-0.236
YNL284C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	-0.501	0.287	-0.014	0.003	0.040	0.036
YNL296W	0.181	0.164	0.122	0.041	-0.515	-0.939	0.209	0.107	-0.364	-0.764	-0.048	0.148	0.085	-0.979
YNL297C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.978	-0.161	-0.365	-0.797	0.066	0.031	-0.712
YNR005C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.235	-0.526	-0.060	-0.134	0.064	0.135	0.114
YNR006W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.314	-0.610	-0.166	-0.783	0.041	0.186	-0.019
YNR029C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	-0.187	0.147	-0.622	0.083	0.169	0.131
YNR031C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.988	-0.186	-0.065	0.250	0.075	0.169	0.132
YNR037C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	-0.181	-0.543	0.007	-0.044	0.003	-0.016
YNR052C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.179	-0.516	-0.539	-0.050	-0.053	0.081	-0.732
YNR060W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.146	-0.384	-0.033	-0.575	-0.001	-0.049	-0.111
YOL001W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	-0.803	-0.105	-0.682	0.042	-0.088	-0.263
YOL004W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.974	-0.485	0.070	0.156	0.009	-0.028	-0.094
YOL018C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	-0.142	0.166	-0.406	0.055	0.020	-0.777
YOL033W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	-0.201	-0.585	-0.015	0.052	0.071	-0.018
YOL049W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	-0.844	-0.752	0.008	0.016	0.025	-0.085
YOL051W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.014	-0.612	-0.143	-0.034	0.002	0.075
YOL060C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.110	-0.520	-0.429	-0.051	-0.061	-0.035	-0.134
YOL064C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.187	0.058	0.087	-0.087	0.037	0.038	-0.611
YOL067C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.071	-0.481	-0.575	-0.131	-0.020	-0.024	-0.133
YOL072W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	-0.362	-0.507	-0.074	-0.218	-0.045	-0.487
YOL075C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.113	-0.414	-0.425	-0.713	-0.203	-0.115	-0.439
YOL076W	0.021	-0.044	-0.028	0.030	-0.822	-0.045	-0.025	0.095	-0.268	-0.895	-0.041	-0.085	-0.052	-0.308
YOL081W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.932	-0.662	-0.520	0.017	0.042	-0.036	-0.645
YOL086C	-0.948	-0.690	-0.097	-0.421	-0.260	-0.455	-0.493	-0.995	-0.972	-0.959	-0.532	-0.326	-0.614	-0.625
YOL089C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.101	-0.623	0.014	0.011	-0.037	-0.077	-0.009
YOL121C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	-0.504	-0.066	-0.076	-0.017	-0.094	-0.125
YOL148C	-0.174	-0.765	-0.052	0.044	0.015	0.039	0.033	-0.641	-0.932	-0.260	0.076	-0.092	0.052	0.090
YOR014W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.306	-0.077	-0.682	-0.275	-0.027	0.064	0.099
YOR028C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.042	-0.259	0.095	-0.531	-0.020	-0.078	-0.072
YOR035C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	-0.269	-0.895	-0.868	-0.002	0.045	0.134
YOR036W	0.009	-0.328	0.001	0.023	-0.432	-0.507	-0.018	0.261	-0.780	-0.776	-0.425	-0.013	0.026	-0.872
YOR043W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.086	-0.525	0.402	-0.501	0.032	0.018	0.038
YOR079C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.083	-0.599	0.063	-0.062	-0.002	-0.013	0.019
YOR080W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.028	-0.362	-0.624	0.132	0.062	0.081	0.021
YOR093C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.068	-0.611	0.184	-0.047	-0.002	-0.041	0.005
YOR096W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.278	-0.420	-0.812	0.048	0.013	0.091	0.136
YOR104W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	-0.604	-0.043	0.059	0.093	0.069	-0.016
YOR106W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	-0.154	-0.572	0.051	0.029	0.045	-0.296
YOR109W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.114	-0.194	-0.519	-0.098	0.011	-0.014	-0.021
YOR127W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	-0.567	-0.308	0.008	0.047	0.057	0.082
YOR198C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	-0.684	0.250	0.061	0.053	0.042	0.050
YOR200W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.063	-0.108	-0.524	0.102	0.140	0.023	0.051
YOR209C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.027	-0.160	-0.452	-0.501	0.156	0.102	-0.439
YOR231W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.107	-0.540	-0.205	-0.042	0.059	0.040	-0.052
YOR271C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.236	-0.137	-0.404	0.141	-0.037	-0.039	-0.575
YOR290C	0.017	-0.707	-0.076	-0.024	0.263	0.100	-0.105	0.087	-0.836	0.210	-0.076	0.003	-0.003	-0.013
YOR305W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.186	0.076	-0.558	0.074	0.078	0.157	0.082
YOR312C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.151	-0.288	-0.117	-0.537	0.011	-0.006	-0.024
YOR322C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.035	-0.519	-0.124	0.109	0.034	0.016	-0.085
YOR323C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.143	-0.313	0.183	-0.034	0.031	-0.016	-0.615
YOR331C	0.003	-0.018	0.039	0.013	-0.926	-0.989	-0.021	0.184	-0.285	-0.927	0.059	0.037	0.009	-0.995
YOR332W	0.008	-0.012	-0.053	0.068	-0.923	-0.965	0.021	0.209	-0.580	-0.943	0.010	-0.011	-0.072	-0.974
YOR364W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	-0.520	-0.135	-0.023	0.083	0.076	-0.024
YPL002C	0.001	-0.050	-0.064	0.008	-0.544	-0.078	-0.006	0.091	-0.402	-0.790	-0.370	-0.024	0.035	-0.122
YPL004C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	-0.121	-0.087	-0.594	-0.027	0.001	-0.038
YPL013C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.072	-0.189	-0.552	-0.030	0.003	0.037	-0.006
YPL029W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.160	-0.575	0.061	-0.007	0.088	0.030
YPL031C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.681	-0.045	-0.228	-0.051	0.017	0.011	-0.018
YPL038W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.059	-0.207	-0.668	-0.049	-0.028	-0.051	-0.026
YPL040C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.008	-0.131	-0.540	0.018	0.062	0.065	-0.029
YPL042C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.709	-0.769	-0.014	-0.358	-0.039	-0.001	-0.070
YPL045W	0.038	-0.350	0.067	0.076	-0.900	-0.785	-0.023	0.030	-0.869	-0.935	-0.448	-0.235	0.160	-0.963
YPL050C	0.025	-0.337	-0.015	0.102	-0.697	0.006	-0.430	-0.070	-0.922	-0.878	-0.889	-0.036	-0.987	-0.702
YPL057C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.126	-0.401	-0.554	0.126	-0.071	0.016	0.027
YPL065W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	-0.216	-0.645	-0.101	0.006	0.141	0.037
YPL084W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.172	-0.602	-0.415	-0.337	0.065	0.030	0.146
YPL089C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	-0.741	0.003	-0.037	0.047	-0.016	0.009
YPL090C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.130	-0.229	-0.650	-0.081	0.041	-0.012	-0.061
YPL097W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	-0.202	-0.540	0.023	0.018	0.046	-0.005
YPL102C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.127	-0.150	-0.550	-0.070	0.001	-0.003	-0.004
YPL104W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	-0.095	-0.826	-0.079	0.006	0.031	0.104
YPL106C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.112	-0.308	-0.015	-0.127	-0.015	0.042	-0.519
YPL137C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.134	-0.122	-0.565	-0.020	0.070	0.041	-0.010
YPL161C	-0.073	-0.117	0.007	-0.010	-0.576	-0.019	-0.024	-0.178	-0.143	-0.812	-0.509	-0.007	0.057	-0.106
YPL163C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.044	-0.528	-0.230	0.001	-0.013	0.007	0.006
YPL173W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.172	-0.299	-0.500	-0.045	0.003	0.019	-0.049
YPL177C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.097	-0.442	-0.519	-0.069	-0.011	0.006	0.002
YPL178W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.014	-0.626	-0.513	-0.019	-0.039	-0.036	-0.324
YPL183C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.144	-0.094	-0.554	0.041	0.167	0.105	0.174
YPL254W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.094	-0.735	-0.161	-0.111	-0.053	-0.017	0.000
YPL268W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.283	-0.265	0.047	-0.017	0.100	0.123	-0.533
YPL269W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.174	-0.495	-0.525	-0.163	-0.081	-0.065	-0.603
YPL271W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.262	-0.742	-0.644	0.006	0.029	0.107	0.007
YPR032W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.033	-0.165	-0.659	0.044	0.029	0.138
YPR036W	0.103	0.051	0.088	0.124	-0.907	-0.977	0.078	0.188	-0.378	-0.908	0.149	0.056	-0.223	-0.988
YPR040W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	-0.381	-0.533	0.030	-0.042	0.004	0.093
YPR047W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.132	-0.435	-0.556	0.060	0.069	0.169	0.066
YPR060C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.064	-0.473	-0.668	-0.067	0.016	0.093	0.061
YPR067W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.279	-0.624	0.099	0.057	0.132	0.177	0.167
YPR070W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.143	-0.508	-0.036	0.024	0.008	0.084	-0.009
YPR072W	0.061	-0.003	0.019	0.061	-0.759	0.048	-0.258	-0.372	-0.653	-0.806	-0.386	0.014	0.013	0.115
YPR075C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	-0.582	-0.070	0.035	0.009	0.109	0.057
YPR076W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.010	-0.549	0.204	0.045	0.038	0.081	-0.007
YPR101W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	-0.514	0.087	0.024	-0.013	0.037	0.148
YPR123C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	-0.073	-0.698	0.093	0.009	-0.002	0.034
YPR133W-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	-0.666	-0.457	0.036	0.012	0.063	-0.205
YPR135W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.214	-0.408	-0.590	-0.008	-0.085	-0.017	-0.125
YPR139C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	-0.755	-0.034	0.094	0.073	0.195	0.172
YPR199C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.555	0.019	0.252	-0.022	0.005	0.110	0.054
YPR201W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.712	0.001	0.225	0.024	-0.010	0.084	0.069
