ORF	hap alpha | growth (exponential growth rate) | standard [standard] | Yoshikawa K~Shimizu H, 2011
YOL088C	0.315
YOL089C	0.327
YOL090W	0.277
YOL091W	0.335
YOL092W	0.342
YOL093W	0.358
YOL095C	0.288
YOL096C	0.265
YOL098C	0.323
YOL099C	0.330
YOL100W	0.335
YOL101C	0.336
YOL103W	0.334
YOL104C	0.333
YOL105C	0.354
YOL106W	0.340
YOL107W	0.352
YOL108C	0.334
YOL109W	0.332
YOL110W	0.323
YOL111C	0.336
YOL112W	0.340
YOL113W	0.309
YOL114C	0.333
YOL115W	0.222
YOL116W	0.308
YOL117W	0.326
YOL118C	0.332
YOL119C	0.329
YOL121C	0.279
YOL122C	0.340
YOL124C	0.340
YOL126C	0.340
YOL128C	0.356
YOL129W	0.348
YOL131W	0.335
YOL132W	0.340
YOL136C	0.340
YOL137W	0.343
YOL138C	0.338
YBR232C	0.349
YDR424C	0.341
YEL011W	0.333
YER064C	0.334
YER077C	0.331
YER078C	0.335
YER088C	0.329
YER090W	0.337
YER091C	0.327
YER092W	0.331
YER093C-A	0.353
YER095W	0.315
YER096W	0.340
YER097W	0.336
YER098W	0.336
YGR134W	0.322
YGR210C	0.335
YHL024W	0.341
YHL025W	0.140
YHR016C	0.341
YHR017W	0.342
YHR032W	0.339
YHR045W	0.341
YHR064C	0.289
YHR140W	0.337
YHR162W	0.338
YHR168W	0.303
YHR181W	0.342
YHR191C	0.341
YHR193C	0.315
YLL030C	0.341
YLL044W	0.329
YLL048C	0.336
YLL049W	0.318
YLL059C	0.361
YLR030W	0.330
YLR031W	0.333
YLR032W	0.335
YLR034C	0.332
YLR035C	0.336
YLR036C	0.336
YLR037C	0.328
YLR038C	0.324
YLR039C	0.316
YLR040C	0.330
YLR041W	0.339
YLR050C	0.339
YLR052W	0.327
YMR142C	0.257
YMR158W	0.338
YMR171C	0.337
YMR181C	0.343
YMR209C	0.331
YMR271C	0.339
YMR279C	0.332
YMR306W	0.342
YMR311C	0.342
YMR312W	0.282
YMR313C	0.349
YMR315W	0.350
YMR316C-A	0.348
YMR316C-B	0.337
YMR316W	0.331
YMR317W	0.337
YMR318C	0.341
YMR319C	0.329
YMR320W	0.333
YNL250W	0.317
YNL252C	0.296
YNL279W	0.335
YNL300W	0.329
YNL316C	0.329
YOL016C	0.325
YOR096W	0.278
YOR306C	0.347
YOR317W	0.341
YPL132W	0.291
YPL134C	0.339
YML124C	0.315
YML070W	0.338
YML071C	0.328
YML074C	0.335
YML090W	0.319
YML094W	0.335
YML095C	0.340
YML096W	0.332
YML097C	0.313
YML099C	0.321
YML100W	0.338
YML099W-A	0.328
YML101C	0.326
YML101C-A	0.309
YML102W	0.311
YML103C	0.326
YML104C	0.329
YML106W	0.329
YML107C	0.333
YML108W	0.322
YML109W	0.329
YML110C	0.290
YML111W	0.335
YML113W	0.341
YML116W	0.345
YML117W	0.348
YML116W-A	0.347
YML118W	0.350
YML119W	0.353
YML120C	0.345
YML121W	0.245
YML122C	0.332
YML123C	0.343
YML128C	0.338
YML129C	0.280
YML131W	0.340
YMR004W	0.340
YMR095C	0.341
YMR096W	0.334
YMR097C	0.273
YMR098C	0.287
YMR099C	0.348
YMR100W	0.314
YMR101C	0.333
YMR102C	0.324
YMR103C	0.319
YMR105C	0.156
YMR106C	0.344
YMR107W	0.337
YMR109W	0.340
YMR110C	0.325
YMR111C	0.322
YMR114C	0.333
YMR115W	0.339
YMR116C	0.303
YMR119W-A	0.332
YMR120C	0.321
YMR121C	0.330
YMR122C	0.346
YMR123W	0.330
YMR124W	0.336
YMR125W	0.267
YMR126C	0.310
YMR127C	0.344
YMR129W	0.328
YMR130W	0.328
YMR132C	0.331
YMR133W	0.329
YMR135C	0.332
YPR006C	0.316
YPR009W	0.319
YPR012W	0.322
YPR014C	0.331
YPR015C	0.331
YPR017C	0.330
YPR018W	0.294
YPR020W	0.334
YPR027C	0.342
YPR028W	0.347
YPR029C	0.342
YPR030W	0.333
YPR032W	0.348
YPR036W	0.300
YPR038W	0.353
YPR039W	0.343
YPR040W	0.331
YPR042C	0.337
YPR044C	0.346
YPR045C	0.348
YPR046W	0.347
YPR047W	0.336
YPR049C	0.338
YPR051W	0.319
YPR052C	0.335
YPR053C	0.331
YPR054W	0.341
YPR057W	0.272
YPR058W	0.354
YPR059C	0.349
YPR060C	0.305
YPR061C	0.333
YPR062W	0.352
YPR063C	0.340
YPR065W	0.332
YPR066W	0.334
YPR068C	0.336
YPR069C	0.282
YPR070W	0.361
YPR071W	0.329
YPR073C	0.338
YPR074C	0.323
YPR075C	0.296
YPR076W	0.305
YPR077C	0.355
YPR079W	0.333
YPR084W	0.315
YPR087W	0.309
YPR089W	0.330
YPR092W	0.330
YPR093C	0.329
YPR095C	0.312
YPR096C	0.324
YPR097W	0.321
YPR098C	0.321
YPR099C	0.268
YPR100W	0.319
YPR101W	0.288
YJL126W	0.331
YJL123C	0.339
YJL122W	0.347
YJL120W	0.322
YJL121C	0.298
YJL118W	0.346
YJL119C	0.361
YJL117W	0.379
YJL116C	0.342
YJL115W	0.290
YJL112W	0.340
YJL110C	0.349
YJL108C	0.340
YJL107C	0.340
YJL106W	0.337
YJL100W	0.353
YJL099W	0.343
YJL098W	0.339
YJL095W	0.296
YJL093C	0.353
YJL092W	0.345
YJL089W	0.339
YJL088W	0.336
YJL083W	0.339
YJL082W	0.331
YJL080C	0.334
YJL077C	0.362
YJL073W	0.333
YJL071W	0.328
YJL068C	0.335
YJL067W	0.346
YJL066C	0.342
YJL064W	0.352
YJL065C	0.366
YJL063C	0.275
YJL062W	0.311
YJL060W	0.337
YJL059W	0.338
YJL058C	0.328
YJL057C	0.332
YJL056C	0.161
YJL055W	0.336
YJL053W	0.355
YJL052W	0.317
YJL051W	0.325
YJL049W	0.333
YJL048C	0.333
YJL047C	0.316
YJL046W	0.318
YJL045W	0.318
YJL044C	0.332
YJL043W	0.330
YJL038C	0.331
YJL037W	0.324
YJL036W	0.332
YJL030W	0.333
YJR073C	0.332
YJR075W	0.336
YJR078W	0.335
YJR079W	0.325
YJR082C	0.308
YJR083C	0.339
YJR088C	0.337
YJR092W	0.315
YJR102C	0.342
YJR103W	0.353
YJR105W	0.253
YJR108W	0.328
YJR110W	0.319
YJR111C	0.321
YJR115W	0.339
YJR127C	0.339
YJR128W	0.340
YJR129C	0.321
YJR130C	0.335
YJR135C	0.338
YJR137C	0.332
YJR146W	0.328
YJR147W	0.328
YJR149W	0.336
YJR152W	0.341
YJR154W	0.339
YEL012W	0.319
YER031C	0.329
YER046W	0.330
YER063W	0.315
YER066W	0.334
YGR188C	0.233
YGR201C	0.330
YGR204W	0.306
YHL002W	0.341
YHL011C	0.277
YHL039W	0.324
YHR003C	0.336
YHR004C	0.287
YHR005C	0.318
YHR006W	0.292
YHR008C	0.336
YHR009C	0.300
YHR025W	0.281
YHR026W	0.193
YHR041C	0.312
YHR059W	0.320
YHR067W	0.314
YHR127W	0.327
YHR131C	0.336
YHR180W	0.332
YHR185C	0.326
YHR194W	0.277
YLL007C	0.340
YMR154C	0.317
YNL274C	0.332
YOL141W	0.342
YOL150C	0.338
YOL158C	0.329
YOL159C	0.333
YOL160W	0.334
YOL162W	0.335
YOL163W	0.334
YOR008C-A	0.326
YKR087C	0.318
YKR088C	0.336
YKR089C	0.333
YKR090W	0.332
YKR091W	0.338
YKR092C	0.320
YKR093W	0.331
YKR097W	0.334
YKR099W	0.326
YKR100C	0.329
YKR101W	0.306
YKR103W	0.374
YKR104W	0.330
YKR105C	0.328
YLL018C-A	0.278
YLR262C-A	0.340
YLR422W	0.310
YLR423C	0.245
YLR425W	0.312
YLR426W	0.335
YLR427W	0.330
YLR428C	0.339
YLR429W	0.333
YLR431C	0.310
YLR432W	0.339
YLR433C	0.324
YLR434C	0.326
YLR436C	0.288
YLR437C	0.319
YLR438W	0.302
YLR441C	0.293
YLR443W	0.336
YLR444C	0.337
YLR445W	0.321
YLR446W	0.324
YLR447C	0.311
YLR448W	0.248
YLR449W	0.326
YLR450W	0.326
YLR452C	0.319
YLR453C	0.327
YLR454W	0.335
YLR456W	0.349
YLR460C	0.328
YLR461W	0.349
YML009C-A	0.336
YML021C	0.312
YML081C-A	0.333
YMR060C	0.326
YMR158C-A	0.332
YMR194C-A	0.338
YMR326C	0.334
YNR032C-A	0.340
YNR050C	0.299
YNR051C	0.310
YNR056C	0.346
YNR057C	0.343
YNR058W	0.348
YNR059W	0.330
YNR060W	0.338
YNR061C	0.335
YNR062C	0.337
YNR063W	0.314
YNR064C	0.333
YNR065C	0.348
YNR066C	0.348
YNR067C	0.331
YNR068C	0.321
YAL012W	0.336
YAL047C	0.223
YAL054C	0.335
YAL056C-A	0.322
YAR050W	0.332
YCL006C	0.328
YCL022C	0.337
YCL023C	0.339
YCL038C	0.331
YCL058C	0.255
YCL074W	0.341
YCL075W	0.334
YCL076W	0.351
YGL214W	0.332
YGL217C	0.335
YGL235W	0.324
YGR011W	0.336
YGR018C	0.319
YGR022C	0.326
YGR025W	0.330
YJR069C	0.334
YJR070C	0.318
YJR074W	0.249
YJR077C	0.314
YJR080C	0.331
YJR084W	0.349
YJR087W	0.356
YJR090C	0.344
YJR091C	0.343
YJR094C	0.350
YJR094W-A	0.328
YJR095W	0.344
YJR096W	0.348
YJR097W	0.322
YJR098C	0.343
YJR099W	0.333
YJR100C	0.337
YJR104C	0.308
YJR106W	0.334
YJR107W	0.338
YJR109C	0.350
YJR113C	0.304
YJR116W	0.340
YJR117W	0.327
YJR118C	0.322
YJR119C	0.331
YJR120W	0.341
YJR121W	0.281
YJR122W	0.278
YJR124C	0.341
YJR125C	0.332
YJR126C	0.340
YJR131W	0.338
YJR133W	0.339
YJR134C	0.324
YJR139C	0.275
YJR140C	0.303
YJR142W	0.341
YJR144W	0.286
YJR145C	0.331
YJR148W	0.335
YJR150C	0.340
YJR153W	0.349
YKL005C	0.337
YKL030W	0.311
YLR146C	0.337
YLR286C	0.315
YLR343W	0.325
YML067C	0.334
YML068W	0.327
YML072C	0.329
YMR136W	0.331
YMR172W	0.338
YOR309C	0.309
YDL191W	0.308
YDL192W	0.246
YDL197C	0.348
YDL198C	0.361
YDL199C	0.350
YDL200C	0.328
YDL201W	0.358
YDL202W	0.347
YDL203C	0.342
YDL204W	0.344
YDL206W	0.338
YDL210W	0.338
YDL211C	0.346
YDL213C	0.348
YDL214C	0.346
YDL215C	0.338
YDL216C	0.335
YDL218W	0.341
YDL219W	0.327
YDL222C	0.326
YDL223C	0.355
YDL224C	0.356
YDL225W	0.333
YDL226C	0.334
YDL227C	0.340
YDL229W	0.333
YDL230W	0.337
YDL231C	0.338
YDL232W	0.260
YDL233W	0.335
YDL234C	0.346
YDL236W	0.331
YDL237W	0.329
YDL238C	0.338
YDL239C	0.350
YDL240W	0.330
YDL241W	0.335
YDL242W	0.334
YDL243C	0.337
YDR001C	0.325
YDR003W	0.342
YDR004W	0.332
YDR005C	0.280
YDR006C	0.307
YDR008C	0.335
YDR009W	0.352
YDR010C	0.301
YDR011W	0.324
YDR014W	0.326
YDR015C	0.330
YDR017C	0.231
YDR018C	0.332
YDR019C	0.327
YDR020C	0.332
YDR022C	0.345
YDR024W	0.291
YDR025W	0.294
YDR026C	0.356
YDR027C	0.321
YDR028C	0.340
YDR029W	0.344
YDR030C	0.340
YDR031W	0.343
YDR032C	0.339
YDR033W	0.343
YDR034C	0.342
YDR035W	0.346
YDR036C	0.352
YDR042C	0.340
YDR043C	0.345
YDR046C	0.350
YAL064C-A	0.331
YBL091C-A	0.335
YBR269C	0.343
YBR271W	0.345
YBR273C	0.342
YBR274W	0.343
YBR277C	0.337
YBR278W	0.334
YBR279W	0.209
YBR281C	0.339
YBR282W	0.306
YBR283C	0.335
YBR284W	0.338
YBR285W	0.342
YBR286W	0.344
YBR290W	0.338
YBR291C	0.317
YBR292C	0.305
YBR293W	0.338
YBR295W	0.321
YBR296C	0.333
YBR297W	0.342
YBR298C	0.314
YBR300C	0.317
YCL001W-A	0.318
YCR024C	0.296
YCR024C-A	0.322
YCR025C	0.313
YCR026C	0.297
YCR027C	0.336
YCR028C	0.113
YCR031C	0.309
YCR034W	0.357
YCR036W	0.316
YCR037C	0.332
YCR043C	0.335
YCR044C	0.279
YCR045C	0.306
YCR049C	0.335
YCR050C	0.327
YCR051W	0.296
YCR059C	0.320
YCR061W	0.331
YCR063W	0.324
YCR065W	0.347
YCR066W	0.323
YCR068W	0.316
YCR071C	0.295
YCR073W-A	0.359
YCR076C	0.364
YCR077C	0.324
YCR079W	0.343
YCR082W	0.346
YCR085W	0.346
YCR086W	0.246
YCR087C-A	0.319
YCR087W	0.310
YJL003W	0.285
YJL004C	0.329
YJL006C	0.335
YJL007C	0.336
YJL012C	0.319
YJL013C	0.349
YJL016W	0.321
YJL020C	0.358
YJL022W	0.332
YJL023C	0.324
YJL024C	0.334
YJL027C	0.344
YJL028W	0.336
YJL029C	0.330
YJR001W	0.345
YJR004C	0.343
YJR005W	0.345
YJR008W	0.335
YJR009C	0.342
YJR010C-A	0.341
YJR010W	0.333
YJR011C	0.324
YJR014W	0.333
YJR015W	0.339
YJR018W	0.306
YJR019C	0.346
YJR020W	0.338
YJR021C	0.335
YJR024C	0.331
YJR025C	0.337
YJR026W	0.332
YJR030C	0.337
YJR031C	0.359
YJR032W	0.245
YJR033C	0.349
YJR035W	0.361
YJR036C	0.350
YJR037W	0.352
YJR038C	0.346
YJR040W	0.300
YJR043C	0.345
YJR047C	0.339
YJR048W	0.366
YJR049C	0.361
YJR050W	0.348
YJR051W	0.345
YJR052W	0.346
YJR053W	0.321
YJR054W	0.348
YJR055W	0.348
YJR056C	0.358
YJR058C	0.348
YJR059W	0.367
YJR060W	0.235
YJR061W	0.336
YJR062C	0.350
YJR063W	0.255
YDL096C	0.356
YDL099W	0.302
YDL100C	0.345
YDL101C	0.358
YDL104C	0.338
YDL106C	0.341
YDL107W	0.291
YDL109C	0.345
YDL110C	0.349
YDL112W	0.341
YDL113C	0.345
YDL114W	0.305
YDL115C	0.290
YDL116W	0.231
YDL117W	0.300
YDL118W	0.231
YDL119C	0.340
YDL121C	0.344
YDL122W	0.348
YDL123W	0.345
YDL124W	0.335
YDL125C	0.346
YDL127W	0.336
YDL128W	0.348
YDL130W	0.283
YDL131W	0.335
YDL133W	0.301
YDL134C	0.341
YDL133C-A	0.328
YDL135C	0.352
YDL136W	0.325
YDL137W	0.340
YDL138W	0.348
YDL142C	0.322
YDL144C	0.328
YDL146W	0.350
YDL149W	0.341
YDL151C	0.272
YDL154W	0.345
YDL155W	0.348
YDL156W	0.359
YDL158C	0.317
YDL159W	0.324
YDL160C	0.261
YDL161W	0.348
YDL162C	0.350
YDL167C	0.334
YDL168W	0.313
YDL169C	0.325
YDL170W	0.335
YDL171C	0.341
YDL172C	0.265
YDL173W	0.277
YDL174C	0.345
YDL175C	0.332
YDL176W	0.339
YDL177C	0.331
YDL178W	0.335
YDL179W	0.338
YDL180W	0.310
YDL181W	0.322
YDL182W	0.334
YDL183C	0.338
YDL184C	0.340
YDL185W	0.169
YDL186W	0.340
YDL187C	0.329
YDL188C	0.330
YDL189W	0.319
YDL190C	0.298
YDR269C	0.308
YDR271C	0.312
YDR290W	0.211
YGL017W	0.258
YGL020C	0.298
YGL023C	0.259
YGL051W	0.337
YGL088W	0.272
YGL094C	0.350
YGL095C	0.303
YGL096W	0.347
YIL006W	0.351
YIL007C	0.334
YIL008W	0.275
YIL009W	0.304
YIL010W	0.341
YIL014C-A	0.332
YIL018W	0.289
YIL038C	0.328
YIL042C	0.339
YIL047C	0.332
YIL052C	0.280
YIL054W	0.336
YIL055C	0.338
YIL059C	0.333
YIL060W	0.336
YIL066C	0.340
YIL067C	0.337
YIL069C	0.297
YIL070C	0.331
YIL071C	0.344
YIL074C	0.320
YIL089W	0.325
YIL092W	0.345
YBL095W	0.326
YBL096C	0.328
YBL098W	0.327
YBL099W	0.272
YBL100C	0.271
YBL101C	0.350
YBL102W	0.332
YBL103C	0.306
YBL104C	0.309
YBL106C	0.336
YBL107C	0.334
YBR001C	0.311
YBR003W	0.280
YBR005W	0.334
YBR006W	0.311
YBR007C	0.328
YBR008C	0.353
YBR009C	0.297
YBR010W	0.308
YBR012C	0.332
YBR013C	0.354
YBR014C	0.369
YBR015C	0.356
YBR016W	0.364
YBR018C	0.096
YBR019C	0.023
YBR020W	0.374
YBR021W	0.309
YBR022W	0.345
YBR023C	0.350
YBR024W	0.347
YBR025C	0.327
YBR026C	0.313
YBR027C	0.341
YBR028C	0.309
YBR030W	0.342
YBR031W	0.339
YBR032W	0.354
YBR033W	0.348
YBR034C	0.306
YBR035C	0.152
YBR036C	0.338
YBR037C	0.317
YBR040W	0.340
YBR041W	0.362
YBR042C	0.345
YBR043C	0.346
YBR044C	0.294
YBR045C	0.346
YBR046C	0.330
YBR047W	0.320
YBR048W	0.240
YBR050C	0.309
YBR051W	0.324
YBR052C	0.337
YBR053C	0.307
YBR054W	0.340
YBR056W	0.332
YBR057C	0.318
YBR058C	0.328
YBR059C	0.352
YBR062C	0.306
YBR063C	0.303
YBR064W	0.331
YBR065C	0.342
YBR066C	0.326
YBR067C	0.327
YBR068C	0.333
YBR069C	0.322
YBR071W	0.243
YBR072W	0.325
YBR073W	0.329
YBR074W	0.320
YBR076W	0.353
YBR077C	0.339
YBR078W	0.368
YNL001W	0.364
YNL003C	0.352
YNL004W	0.318
YNL005C	0.331
YNL008C	0.347
YNL009W	0.353
YNL010W	0.349
YNL011C	0.300
YNL012W	0.347
YNL013C	0.308
YNL014W	0.340
YNL015W	0.314
YNL016W	0.324
YNL020C	0.335
YNL021W	0.352
YNL022C	0.344
YNL023C	0.355
YNL024C	0.354
YNL025C	0.390
YNL027W	0.343
YNL028W	0.318
YNL029C	0.346
YNL030W	0.330
YNL031C	0.332
YNL032W	0.341
YNL034W	0.335
YNL035C	0.310
YNL037C	0.268
YNL040W	0.324
YNL041C	0.325
YNL042W	0.345
YNL043C	0.319
YNL044W	0.337
YNL045W	0.295
YNL046W	0.339
YNL049C	0.336
YNL050C	0.339
YNR001C	0.309
YNR002C	0.327
YNR004W	0.333
YNR005C	0.349
YNR006W	0.347
YNR007C	0.323
YNR008W	0.318
YNR009W	0.323
YNR010W	0.370
YNR012W	0.329
YNR013C	0.316
YNR014W	0.320
YNR015W	0.336
YNR018W	0.322
YNR019W	0.347
YNR020C	0.325
YNR021W	0.354
YNR022C	0.344
YNR023W	0.203
YNR024W	0.343
YNR025C	0.314
YNR027W	0.346
YNR028W	0.348
YNR029C	0.333
YNR030W	0.360
YNR031C	0.329
YNR032W	0.355
YNR033W	0.323
YNR034W	0.324
YNR036C	0.343
YNR037C	0.296
YNR039C	0.340
YNR040W	0.335
YNR041C	0.283
YNR042W	0.251
YNR044W	0.333
YNR045W	0.340
YNR047W	0.324
YNR048W	0.315
YNR049C	0.327
YNL146W	0.329
YNL145W	0.334
YNL144C	0.320
YNL143C	0.322
YNL141W	0.302
YNL136W	0.335
YNL135C	0.332
YNL134C	0.332
YNL133C	0.228
YNL129W	0.335
YNL128W	0.313
YNL127W	0.340
YNL123W	0.345
YNL122C	0.334
YNL117W	0.332
YNL116W	0.332
YNL108C	0.339
YNL101W	0.332
YNL098C	0.341
YNL094W	0.329
YNL092W	0.332
YNL084C	0.367
YNL081C	0.279
YNL077W	0.315
YNL064C	0.327
YNL063W	0.343
YNL057W	0.307
YNL058C	0.337
YNL054W	0.356
YIL098C	0.316
YIL099W	0.354
YIL100W	0.334
YIL101C	0.340
YIL103W	0.315
YIL105C	0.339
YIL107C	0.355
YIL108W	0.340
YIL110W	0.267
YIL112W	0.323
YIL113W	0.351
YIL114C	0.322
YIL116W	0.318
YIL117C	0.338
YIL119C	0.344
YIL120W	0.344
YIL121W	0.332
YIL123W	0.346
YIL124W	0.270
YIL125W	0.307
YIL128W	0.352
YIL130W	0.335
YIL132C	0.321
YIL133C	0.282
YIL134W	0.347
YIL135C	0.349
YIL137C	0.321
YIL138C	0.338
YIL139C	0.339
YIL140W	0.328
YIL141W	0.316
YIL145C	0.332
YIL146C	0.296
YIL148W	0.279
YIL149C	0.344
YIL152W	0.345
YIL153W	0.348
YIL155C	0.324
YIL156W	0.322
YIL157C	0.256
YIL159W	0.350
YIL160C	0.334
YIL161W	0.337
YIL162W	0.295
YIL163C	0.352
YIL164C	0.324
YIL165C	0.294
YIL166C	0.329
YIL167W	0.334
YIL168W	0.322
YIL170W	0.346
YIL173W	0.335
YIR001C	0.327
YIR002C	0.344
YIR003W	0.351
YIR005W	0.289
YIR007W	0.347
YIR009W	0.318
YIR013C	0.356
YIR014W	0.349
YIR016W	0.339
YOR325W	0.342
YOR331C	0.262
YOR333C	0.326
YOR345C	0.330
YOR366W	0.327
YOR125C	0.334
YOR128C	0.302
YOR141C	0.244
YOR147W	0.346
YOR150W	0.318
YOR187W	0.254
YDL194W	0.275
YDR007W	0.325
YDR048C	0.325
YFR011C	0.332
YFR013W	0.322
YNL051W	0.270
YNL052W	0.313
YNL056W	0.347
YNL065W	0.309
YNL066W	0.319
YNL067W	0.287
YNL068C	0.317
YNL070W	0.330
YNL071W	0.303
YNL072W	0.300
YNL073W	0.279
YNL074C	0.336
YNL076W	0.323
YNL078W	0.333
YNL079C	0.280
YNL080C	0.317
YNL082W	0.292
YNL083W	0.344
YNL085W	0.336
YNL087W	0.341
YNL090W	0.338
YNL091W	0.317
YNL093W	0.319
YNL095C	0.319
YNL097C	0.273
YNL099C	0.333
YNL100W	0.305
YNL104C	0.320
YNL105W	0.361
YNL106C	0.368
YNL107W	0.307
YNL115C	0.323
YNL119W	0.245
YNL120C	0.275
YNL121C	0.327
YNL125C	0.330
YNL130C	0.310
YBR189W	0.230
YCR095C	0.345
YCR102W-A	0.345
YDR058C	0.344
YDR174W	0.289
YDR202C	0.335
YDR205W	0.334
YDR445C	0.335
YDR537C	0.340
YFR039C	0.313
YGL219C	0.339
YGR032W	0.334
YGR038W	0.333
YGR040W	0.338
YGR050C	0.343
YGR053C	0.351
YGR063C	0.388
YGR086C	0.336
YGR089W	0.334
YGR092W	0.320
YGR093W	0.335
YGR106C	0.334
YGR110W	0.333
YGR117C	0.317
YGR238C	0.178
YGR239C	0.338
YGR248W	0.324
YGR250C	0.330
YJL136C	0.327
YJL137C	0.328
YJL139C	0.269
YJL140W	0.276
YJL141C	0.351
YJL151C	0.337
YJL161W	0.319
YJL163C	0.339
YJL165C	0.316
YJL172W	0.334
YJL175W	0.128
YJL177W	0.263
YJL189W	0.215
YJL191W	0.353
YJL196C	0.325
YJL200C	0.344
YJL206C	0.344
YJL213W	0.294
YKL096W-A	0.355
YKL115C	0.345
YKL139W	0.319
YKL194C	0.284
YKL202W	0.373
YKL204W	0.293
YKL215C	0.332
YKL220C	0.313
YKR010C	0.332
YKR019C	0.323
YKR023W	0.362
YKR027W	0.351
YKR028W	0.352
YKR029C	0.354
YKR034W	0.353
YKR036C	0.343
YKR039W	0.347
YKR040C	0.335
YKR041W	0.327
YKR046C	0.358
YKR053C	0.341
YML035C	0.268
YAR002C-A	0.356
YBR083W	0.333
YBR084C-A	0.263
YBR090C	0.338
YBR098W	0.346
YBR112C	0.345
YBR125C	0.354
YBR131W	0.345
YBR150C	0.337
YBR168W	0.297
YBR169C	0.357
YBR270C	0.357
YBR272C	0.354
YBR275C	0.348
YBR276C	0.340
YBR280C	0.347
YBR287W	0.343
YBR288C	0.337
YBR289W	0.204
YBR294W	0.348
YBR301W	0.341
YCL026C-A	0.338
YCR028C-A	0.283
YCR030C	0.340
YCR032W	0.339
YCR033W	0.340
YCR046C	0.312
YCR047C	0.346
YCR048W	0.346
YCR053W	0.177
YCR060W	0.343
YCR067C	0.342
YCR069W	0.348
YCR073C	0.341
YCR075C	0.342
YCR083W	0.347
YCR088W	0.354
YCR089W	0.356
YBR191W	0.265
YCL035C	0.300
YDR071C	0.328
YDR074W	0.258
YER027C	0.334
YER037W	0.307
YGR155W	0.200
YLR192C	0.248
YLR237W	0.296
YLR246W	0.323
YLR334C	0.328
YLR346C	0.313
YLR358C	0.260
YLR361C	0.340
YLR370C	0.305
YLR394W	0.317
YLR406C	0.290
YML022W	0.327
YML027W	0.322
YML036W	0.224
YML038C	0.339
YML041C	0.328
YML042W	0.333
YML047C	0.320
YML075C	0.314
YML076C	0.324
YML086C	0.285
YMR048W	0.328
YMR135W-A	0.307
YMR137C	0.329
YMR138W	0.328
YMR139W	0.319
YMR173W	0.310
YOR298C-A	0.329
YPL183C	0.299
YPL183W-A	0.354
YPL224C	0.340
YGR295C	0.312
YHR132W-A	0.337
YIL030C	0.332
YIL058W	0.343
YIR023W	0.306
YIR030C	0.342
YIR032C	0.341
YIR043C	0.350
YIR044C	0.347
YJR003C	0.341
YKL053C-A	0.311
YKR106W	0.338
YMR191W	0.336
YMR322C	0.335
YNL140C	0.288
YNL142W	0.329
YOL151W	0.335
YOL152W	0.349
YOL155C	0.368
YOR265W	0.318
YOR266W	0.351
YOR267C	0.359
YOR268C	0.334
YOR269W	0.313
YOR270C	0.332
YOR271C	0.328
YOR273C	0.334
YOR274W	0.287
YOR275C	0.320
YOR276W	0.354
YPL004C	0.330
YPL027W	0.321
YPL034W	0.340
YPL036W	0.341
YPL137C	0.333
YIL102C	0.319
YFL012W-A	0.312
YFL014W	0.329
YFL019C	0.329
YFR019W	0.295
YFR025C	0.350
YFR030W	0.355
YHR146W	0.373
YHR171W	0.365
YJL042W	0.357
YJL070C	0.357
YJL078C	0.355
YJL094C	0.355
YJL101C	0.310
YJL105W	0.352
YJL128C	0.313
YKR085C	0.312
YKR094C	0.341
YKR095W	0.342
YKR096W	0.376
YKR102W	0.359
YLR110C	0.358
YLR439W	0.299
YLR442C	0.338
YLR455W	0.332
YML066C	0.349
YML115C	0.249
YMR037C	0.244
YMR104C	0.347
YMR119W	0.336
YNR052C	0.243
YNR055C	0.346
YNR069C	0.336
YOL125W	0.351
YOL147C	0.338
YPR007C	0.344
YPR008W	0.329
YPR013C	0.335
YPR022C	0.332
YPR023C	0.351
YPR024W	0.332
YPR026W	0.338
YPR031W	0.340
YPR037C	0.327
YPR043W	0.146
YPR050C	0.335
YPR064W	0.335
YPR078C	0.337
YBR081C	0.255
YBR084W	0.299
YBR085W	0.336
YBR089C-A	0.335
YBR092C	0.339
YBR093C	0.342
YBR094W	0.335
YBR095C	0.293
YBR096W	0.349
YBR099C	0.335
YBR101C	0.326
YBR103W	0.334
YBR104W	0.335
YBR105C	0.336
YBR106W	0.316
YBR107C	0.330
YBR108W	0.315
YBR111C	0.347
YBR113W	0.327
YBR114W	0.325
YBR115C	0.335
YBR116C	0.337
YBR117C	0.337
YBR119W	0.209
YBR120C	0.308
YBR126C	0.325
YBR127C	0.195
YBR129C	0.315
YBR130C	0.223
YBR132C	0.341
YBR133C	0.329
YBR134W	0.363
YBR137W	0.326
YBR138C	0.338
YBR139W	0.323
YBR141C	0.315
YBR144C	0.338
YBR145W	0.323
YBR146W	0.276
YBR147W	0.336
YBR148W	0.327
YBR149W	0.333
YBR151W	0.329
YBR156C	0.230
YBR157C	0.327
YBR158W	0.336
YBR159W	0.334
YBR161W	0.316
YBR162C	0.319
YBR162W-A	0.291
YBR163W	0.325
YBR164C	0.308
YBR165W	0.312
YBR166C	0.291
YBR170C	0.308
YBR171W	0.314
YBR172C	0.321
YDL001W	0.321
YDL002C	0.304
YDL005C	0.260
YDL006W	0.217
YDL009C	0.351
YDL010W	0.352
YDL011C	0.350
YDL012C	0.315
YDL013W	0.343
YDL018C	0.347
YDL019C	0.363
YDL020C	0.339
YDL021W	0.329
YDL022W	0.307
YDL023C	0.356
YDL024C	0.344
YDL025C	0.341
YDL026W	0.341
YDL027C	0.336
