ORF	hap a | growth (colony size) | nicotinamide [120 mM]
YLR313C	1.058
YLR315W	1.175
YLR318W	1.132
YLR319C	1.049
YLR320W	0.918
YLR324W	1.223
YLR325C	1.027
YLR326W	0.993
YLR327C	0.888
YLR328W	0.961
YLR329W	1.037
YLR330W	1.246
YLR332W	0.802
YLR333C	0.858
YLR334C	1.141
YLR335W	1.047
YLR337C	4.483
YLR338W	1.269
YLR341W	0.885
YLR342W	1.042
YLR343W	1.443
YLR344W	0.968
YLR345W	0.960
YLR346C	0.979
YLR348C	0.966
YLR349W	0.949
YLR350W	1.014
YLR351C	0.956
YLR352W	1.316
YLR353W	0.882
YLR354C	0.892
YLR356W	0.944
YLR357W	3.528
YLR360W	1.217
YLR361C	1.219
YLR362W	1.009
YLR363C	1.051
YLR364W	0.916
YLR365W	0.936
YLR366W	1.111
YLR367W	0.847
YLR368W	0.886
YLR370C	1.107
YLR371W	1.258
YLR372W	5.454
YLR373C	1.107
YLR374C	0.979
YLR375W	0.851
YLR376C	1.088
YLR377C	0.971
YLR380W	0.884
YLR381W	1.162
YLR384C	0.883
YLR385C	1.203
YLR386W	1.158
YLR387C	0.959
YLR388W	0.940
YLR389C	1.063
YLR390W	0.930
YLR390W-A	1.172
YLR391W	1.050
YLR392C	0.902
YLR393W	0.794
YLR394W	1.437
YLR395C	0.865
YLR398C	1.024
YLR400W	0.932
YLR401C	0.973
YLR402W	1.662
YLR404W	1.092
YLR405W	0.903
YLR406C	0.950
YLR407W	1.147
YLR408C	1.013
YLR410W	1.144
YLR412W	1.139
YLR413W	0.888
YLR414C	1.066
YLR415C	1.038
YLR416C	0.926
YLR418C	0.937
YLR420W	0.896
YLR421C	0.893
YLR422W	0.993
YLR423C	0.954
YLR425W	0.748
YLR426W	1.057
YLR427W	0.817
YLR428C	0.880
YLR429W	1.158
YLR431C	1.266
YLR432W	1.307
YLR433C	0.712
YLR434C	0.868
YLR435W	1.289
YLR436C	1.177
YLR437C	0.792
YLR438W	0.827
YLR441C	1.725
YLR442C	0.775
YLR443W	0.892
YLR444C	0.796
YLR445W	1.279
YLR446W	1.074
YLR448W	1.201
YLR449W	1.444
YLR450W	1.238
YLR451W	1.117
YLR452C	0.645
YLR453C	0.780
YLR454W	1.361
YLR455W	1.396
YLR456W	1.137
YLR460C	0.985
YLR461W	0.961
YML001W	1.894
YML002W	0.921
YML003W	0.886
YML004C	0.952
YML005W	0.889
YML006C	1.241
YML007W	1.240
YML008C	Inf
YML009C	0.761
YML010C-B	1.012
YML011C	2.971
YML012W	0.813
YML013C-A	1.302
YML013W	0.906
YML016C	1.169
YML017W	0.871
YML018C	1.223
YML019W	0.993
YML020W	0.826
YML021C	1.629
YML022W	0.951
YML026C	0.976
YML027W	1.427
YML028W	0.974
YML029W	1.003
YML030W	0.778
YML032C	1.252
YML033W	0.773
YML034W	0.835
YML035C	1.624
YML035C-A	0.974
YML036W	1.216
YML037C	0.962
YML038C	0.891
YML041C	1.788
YML042W	1.099
YML047C	1.513
YML048W	0.984
YML048W-A	1.015
YML050W	1.033
YML051W	0.880
YML052W	1.107
YML053C	0.972
YML054C	1.104
YML055W	0.803
YML056C	1.042
YML057W	1.583
YML058C-A	0.908
YML058W	0.979
YML059C	1.002
YML060W	1.420
YML062C	1.512
YML063W	2.300
YML066C	1.201
YML067C	0.948
YML068W	1.095
YML070W	0.880
YML071C	5.122
YML072C	1.069
YML074C	0.759
YML075C	0.877
YML076C	1.181
YML081C-A	0.675
YML090W	0.748
YML094W	0.865
YML095C	0.971
YML096W	1.815
YML097C	25.769
YML099C	0.793
YML100W	0.865
YML100W-A	0.801
YML101C	0.802
YML102C-A	0.944
YML102W	1.293
YML103C	1.012
YML104C	0.974
YML106W	1.431
YML107C	0.909
YML108W	1.043
YML109W	0.943
YML111W	1.195
YML112W	0.821
YML113W	0.877
YML116W	1.121
YML117W	0.940
YML117W-A	1.059
YML118W	0.824
YML119W	0.970
YML120C	1.030
YML121W	1.288
YML122C	1.003
YML123C	0.923
YML124C	1.137
YML128C	0.843
YML129C	6.911
YML131W	0.958
YMR002W	1.105
YMR003W	0.942
YMR004W	1.074
YMR006C	0.854
YMR007W	1.331
YMR008C	0.833
YMR009W	0.808
YMR010W	0.993
YMR011W	0.848
YMR012W	0.792
YMR015C	1.435
YMR016C	0.940
YMR017W	0.746
YMR018W	1.225
YMR019W	0.925
YMR020W	0.914
YMR021C	0.247
YMR022W	0.890
YMR023C	0.824
YMR025W	0.839
YMR026C	0.989
YMR027W	1.473
YMR029C	0.827
YMR030W	0.810
YMR031C	0.946
YMR031W-A	9.611
YMR034C	0.919
YMR035W	0.961
YMR036C	0.943
YMR037C	1.315
YMR038C	1.214
YMR039C	0.738
YMR040W	1.070
YMR041C	1.073
YMR042W	1.015
YMR044W	0.966
YMR048W	1.071
YMR052C-A	0.893
YMR052W	0.876
YMR053C	0.938
YMR054W	0.800
YMR055C	0.859
YMR056C	0.785
YMR057C	1.015
YMR058W	1.237
YMR060C	0.679
YMR063W	0.955
YMR065W	0.724
YMR067C	0.608
YMR068W	0.886
YMR070W	0.583
YMR073C	1.249
YMR074C	1.107
YMR075C-A	0.957
YMR075W	1.059
YMR078C	3.585
YMR080C	1.296
YMR085W	1.147
YMR086C-A	1.107
YMR086W	0.874
YMR087W	1.413
YMR088C	0.937
YMR092C	1.133
YMR095C	0.803
YMR096W	0.940
YMR099C	1.118
YMR100W	0.943
YMR101C	0.878
YMR102C	0.674
YMR103C	1.510
YMR104C	2.549
YMR105C	0.934
YMR106C	1.060
YMR107W	0.805
YMR109W	0.759
YMR110C	0.970
YMR111C	0.902
YMR114C	0.963
YMR115W	1.009
YMR116C	5.735
YMR118C	0.946
YMR119W	0.961
YMR119W-A	0.828
YMR120C	0.844
YMR121C	0.779
YMR122C	1.074
YMR123W	4.069
YMR124W	0.904
YMR126C	0.970
YMR127C	1.196
YMR129W	1.054
YMR130W	0.921
YMR132C	0.874
YMR133W	0.878
YMR135C	0.973
YMR135W-A	1.098
YMR136W	0.863
YMR137C	1.150
YMR138W	1.341
YMR139W	1.065
YMR140W	0.902
YMR141C	0.970
YMR143W	1.398
YMR144W	0.692
YMR145C	1.049
YMR147W	0.944
YMR148W	0.875
YMR152W	0.832
YMR153C-A	0.988
YMR153W	1.012
YMR154C	1.088
YMR155W	1.173
YMR156C	1.164
YMR157C	0.948
YMR158C-B	0.889
YMR158W-A	0.967
YMR159C	0.931
YMR160W	0.975
YMR161W	0.900
YMR162C	1.138
YMR163C	1.290
YMR164C	1.176
YMR165C	6.607
YMR166C	3.231
YMR167W	2.046
YMR169C	0.956
YMR170C	0.866
YMR171C	0.970
YMR172C-A	0.989
YMR172W	0.870
YMR173W	1.298
YMR173W-A	0.961
YMR174C	1.151
YMR175W	0.933
YMR176W	0.905
YMR177W	0.939
YMR178W	0.834
YMR179W	1.331
YMR180C	0.928
YMR181C	0.957
YMR182C	0.953
YMR183C	1.166
YMR186W	1.301
YMR187C	0.944
YMR188C	0.851
YMR189W	1.107
YMR190C	2.330
YMR191W	0.989
YMR192W	0.823
YMR193C-A	1.383
YMR194C-A	0.686
YMR194W	1.037
YMR195W	0.968
YMR196W	0.850
YMR198W	1.216
YMR199W	0.996
YMR201C	1.664
YMR202W	2.123
YMR204C	0.961
YMR205C	2.399
YMR206W	0.946
YMR207C	1.086
YMR209C	1.105
YMR210W	0.958
YMR214W	0.957
YMR215W	1.121
YMR216C	1.576
YMR219W	1.303
YMR221C	0.898
YMR222C	0.927
YMR223W	1.323
YMR224C	2.173
YMR225C	1.042
YMR226C	1.094
YMR230W	1.002
YMR232W	1.285
YMR233W	0.917
YMR234W	0.900
YMR237W	0.948
YMR238W	0.862
YMR241W	0.958
YMR243C	0.906
YMR244C-A	0.879
YMR244W	0.976
YMR245W	1.016
YMR246W	0.834
YMR247C	1.219
YMR250W	1.166
YMR251W	0.889
YMR251W-A	1.246
YMR252C	0.852
YMR253C	1.120
YMR254C	0.965
YMR255W	0.931
YMR256C	2.290
YMR258C	1.023
YMR259C	1.011
YMR261C	0.743
YMR262W	1.114
YMR263W	1.020
YMR264W	0.917
YMR265C	0.912
YMR266W	0.899
YMR269W	1.522
YMR271C	1.021
YMR272C	0.827
YMR273C	1.043
YMR274C	0.954
YMR275C	1.055
YMR276W	1.022
YMR278W	1.369
YMR279C	1.001
YMR280C	0.862
YMR282C	0.870
YMR283C	1.003
YMR284W	0.880
YMR285C	0.938
YMR289W	0.893
YMR291W	0.981
YMR292W	0.960
YMR294W	0.932
YMR294W-A	0.902
YMR295C	1.060
YMR297W	0.901
YMR299C	1.097
YMR300C	Inf
YMR302C	1.111
YMR303C	0.960
YMR304C-A	0.940
YMR304W	2.097
YMR305C	1.079
YMR306C-A	0.881
YMR306W	1.062
YMR307W	2.562
YMR310C	0.919
YMR311C	0.946
YMR312W	1.798
YMR313C	1.207
YMR315W	1.056
YMR316C-A	1.021
YMR316C-B	0.944
YMR316W	0.828
YMR317W	1.079
YMR318C	1.000
YMR319C	0.897
YMR320W	0.913
YMR322C	0.961
YMR326C	0.945
YNL001W	0.976
YNL003C	1.141
YNL004W	0.844
YNL008C	1.064
YNL009W	1.008
YNL010W	1.090
YNL011C	1.637
YNL012W	0.912
YNL013C	0.956
YNL014W	0.983
YNL015W	1.564
YNL016W	1.008
YNL020C	0.979
YNL021W	1.340
YNL022C	1.442
YNL023C	0.882
YNL024C	1.088
YNL027W	0.891
YNL028W	1.061
YNL029C	0.916
YNL030W	1.219
YNL031C	1.115
YNL032W	1.040
YNL034W	0.995
YNL035C	0.839
YNL037C	1.131
YNL040W	1.960
YNL041C	3.980
YNL042W	0.847
YNL043C	1.184
YNL044W	0.939
YNL045W	1.038
YNL046W	1.266
YNL047C	1.509
YNL049C	1.000
YNL050C	0.953
YNL051W	2.050
YNL052W	0.734
YNL053W	0.911
YNL054W	1.012
YNL056W	1.731
YNL057W	0.875
YNL058C	1.466
YNL063W	0.829
YNL064C	0.815
YNL065W	1.108
YNL066W	0.878
YNL067W	1.287
YNL068C	1.012
YNL069C	2.174
YNL070W	1.490
YNL071W	0.920
YNL072W	0.870
YNL074C	1.043
YNL076W	1.239
YNL077W	1.083
YNL078W	1.710
YNL079C	1.302
YNL080C	0.969
YNL081C	NaN
YNL082W	1.320
YNL083W	1.308
YNL085W	1.103
YNL086W	0.770
YNL087W	0.946
YNL089C	1.211
YNL090W	0.950
YNL091W	0.867
YNL092W	0.944
YNL093W	1.031
YNL094W	0.972
YNL095C	1.153
YNL096C	1.023
YNL097C	1.553
YNL098C	0.952
YNL099C	1.368
YNL100W	1.062
YNL101W	0.949
YNL104C	0.997
YNL105W	0.945
YNL106C	2.655
YNL107W	1.043
YNL108C	1.198
YNL109W	0.948
YNL111C	0.585
YNL115C	1.024
YNL116W	0.880
YNL117W	0.994
YNL119W	1.219
YNL120C	1.436
YNL121C	1.061
YNL122C	1.119
YNL123W	0.967
YNL125C	1.257
YNL127W	0.897
YNL128W	0.993
YNL129W	0.930
YNL130C	1.479
YNL134C	1.540
YNL135C	1.389
YNL136W	0.967
YNL140C	0.893
YNL141W	1.627
YNL142W	0.899
YNL143C	1.113
YNL144C	0.961
YNL145W	0.889
YNL146W	0.850
YNL147W	1.408
YNL153C	0.971
YNL154C	1.076
YNL155W	1.423
YNL156C	1.200
YNL157W	0.850
YNL159C	1.308
YNL162W	1.255
YNL164C	0.944
YNL165W	0.936
YNL166C	1.213
YNL167C	0.944
YNL168C	1.037
YNL169C	0.904
YNL170W	1.547
YNL171C	3.435
YNL173C	1.016
YNL175C	0.925
YNL176C	1.059
YNL179C	1.191
YNL180C	0.811
YNL183C	1.371
YNL187W	0.960
YNL190W	1.183
YNL191W	0.898
YNL192W	1.172
YNL193W	0.965
YNL194C	1.040
YNL195C	1.084
YNL196C	1.027
YNL197C	1.128
YNL198C	1.179
YNL199C	1.376
YNL200C	0.899
YNL201C	2.663
YNL202W	1.125
YNL203C	1.252
YNL204C	0.985
YNL205C	1.614
YNL206C	1.038
YNL208W	0.993
YNL211C	0.993
YNL212W	1.031
YNL214W	0.970
YNL215W	1.020
YNL217W	1.051
YNL218W	0.867
YNL219C	1.187
YNL223W	1.548
YNL224C	1.086
YNL226W	0.857
YNL227C	0.852
YNL228W	1.423
YNL229C	1.095
YNL230C	1.023
YNL231C	1.037
YNL233W	1.056
YNL234W	1.363
YNL235C	0.895
YNL236W	1.691
YNL237W	0.937
YNL238W	1.495
YNL239W	0.881
YNL241C	1.202
YNL242W	1.162
YNL246W	0.907
YNL249C	0.992
YNL253W	0.914
YNL254C	0.961
YNL255C	0.873
YNL257C	1.321
YNL259C	1.050
YNL265C	1.046
YNL266W	0.879
YNL268W	0.943
YNL270C	0.844
YNL271C	1.149
YNL273W	1.500
YNL274C	1.240
YNL275W	0.861
YNL277W	0.851
YNL278W	0.940
YNL279W	0.889
YNL280C	1.058
YNL281W	1.124
YNL283C	1.026
YNL284C	1.120
YNL285W	1.043
YNL286W	1.134
YNL288W	0.939
YNL289W	0.984
YNL291C	1.493
YNL292W	0.911
YNL293W	0.882
YNL294C	1.126
YNL295W	0.854
YNL296W	1.035
YNL297C	0.874
YNL298W	0.925
YNL299W	0.948
YNL300W	0.987
YNL301C	1.054
YNL302C	1.478
YNL303W	0.934
YNL304W	1.015
YNL305C	1.159
YNL307C	0.984
YNL309W	1.005
YNL311C	0.981
YNL314W	0.762
YNL315C	0.787
YNL316C	0.785
YNL318C	1.110
YNL319W	0.924
YNL320W	0.994
YNL321W	0.815
YNL322C	1.634
YNL323W	1.110
YNL324W	0.959
YNL325C	1.143
YNL326C	1.022
YNL327W	0.993
YNL328C	1.077
YNL329C	0.915
YNL330C	0.944
YNL332W	0.962
YNL333W	0.953
YNL334C	0.895
YNL335W	1.066
YNL336W	0.939
YNL338W	0.833
YNL339C	0.871
YNR001C	0.956
YNR002C	1.127
YNR004W	1.035
YNR005C	0.941
YNR006W	1.586
YNR007C	1.303
YNR008W	1.044
YNR009W	0.965
YNR010W	1.441
YNR012W	0.880
YNR013C	1.161
YNR014W	0.940
YNR015W	0.894
YNR018W	0.844
YNR019W	1.287
YNR020C	0.706
YNR021W	1.050
YNR022C	1.284
YNR024W	1.024
YNR025C	1.112
YNR027W	1.055
YNR028W	0.969
YNR029C	1.056
YNR030W	0.787
YNR031C	1.063
YNR032C-A	0.854
YNR032W	1.115
YNR033W	1.087
YNR034W	0.988
YNR039C	1.224
YNR040W	0.982
YNR041C	NaN
YNR042W	1.279
YNR044W	1.042
YNR045W	0.949
YNR047W	2.264
YNR048W	0.923
YNR049C	1.427
YNR050C	0.989
YNR051C	2.006
YNR055C	1.211
YNR056C	1.084
YNR057C	1.011
YNR058W	1.290
YNR059W	1.148
YNR060W	1.248
YNR061C	1.174
YNR062C	1.074
YNR063W	0.921
YNR064C	1.024
YNR065C	1.166
YNR066C	0.744
YNR067C	0.991
YNR069C	1.011
YNR071C	0.888
YNR072W	0.843
YNR073C	1.139
YNR074C	1.039
YNR075W	1.010
YOL001W	2.147
YOL002C	1.041
YOL003C	0.984
YOL004W	1.108
YOL006C	0.912
YOL007C	1.087
YOL008W	0.734
YOL009C	1.971
YOL011W	0.841
YOL012C	2.257
YOL013C	0.715
YOL013W-A	1.121
YOL014W	0.815
YOL015W	1.123
YOL016C	1.009
YOL017W	1.184
YOL018C	2.225
YOL019W	0.974
YOL020W	0.981
YOL024W	0.991
YOL025W	0.900
YOL027C	0.812
YOL028C	0.933
YOL029C	0.820
YOL030W	0.964
YOL031C	1.396
YOL032W	0.869
YOL035C	0.919
YOL036W	0.964
YOL037C	0.899
YOL039W	1.035
YOL041C	0.754
YOL042W	1.053
YOL043C	0.938
YOL044W	0.704
YOL045W	0.911
YOL046C	0.982
YOL047C	0.901
YOL048C	0.865
YOL049W	0.850
YOL050C	0.839
YOL052C	0.848
YOL053C-A	0.876
YOL053W	0.934
YOL054W	1.192
YOL055C	1.017
YOL056W	0.938
YOL057W	0.872
YOL058W	1.078
YOL059W	1.018
YOL060C	0.877
YOL061W	0.864
YOL062C	0.914
YOL063C	1.057
YOL064C	0.712
YOL065C	0.766
YOL067C	1.263
YOL068C	1.011
YOL070C	0.860
YOL071W	0.819
YOL073C	1.009
YOL075C	0.913
YOL079W	0.863
YOL080C	0.779
YOL081W	7.959
YOL082W	0.907
YOL083W	0.894
YOL084W	0.939
YOL085C	0.869
YOL086C	1.175
YOL087C	1.214
YOL088C	1.110
YOL089C	0.836
YOL090W	1.820
YOL091W	1.037
YOL092W	1.012
YOL093W	1.257
YOL095C	0.532
YOL098C	0.967
YOL099C	0.864
YOL101C	0.936
YOL103W	1.034
YOL104C	1.093
YOL105C	1.073
YOL106W	1.132
YOL107W	0.830
YOL108C	1.158
YOL109W	0.832
YOL110W	0.976
YOL111C	1.081
YOL112W	0.891
YOL113W	1.000
YOL114C	1.028
YOL115W	3.404
YOL116W	1.379
YOL117W	1.018
YOL118C	1.061
YOL119C	1.074
YOL121C	0.969
YOL122C	0.886
YOL124C	1.413
YOL126C	1.028
YOL128C	0.825
YOL129W	0.866
YOL131W	1.050
YOL132W	0.937
YOL136C	1.003
YOL137W	1.126
YOL138C	1.505
YOL141W	0.936
YOL147C	1.119
YOL150C	0.884
YOL151W	1.063
YOL152W	1.061
YOL153C	1.006
YOL155C	1.167
YOL158C	0.980
YOL159C	1.016
YOL160W	0.982
YOL162W	1.064
YOL163W	1.057
YOR001W	1.709
YOR002W	1.193
YOR003W	1.086
YOR005C	1.009
YOR006C	1.572
YOR007C	1.094
YOR008C	1.348
YOR008C-A	1.124
YOR009W	0.930
YOR010C	0.797
YOR011W	1.051
YOR012W	1.048
YOR013W	0.962
YOR014W	1.735
YOR015W	1.068
YOR016C	0.909
YOR017W	0.796
YOR018W	0.967
YOR019W	0.932
YOR021C	0.957
YOR022C	0.888
YOR023C	0.848
YOR024W	1.227
YOR025W	0.853
YOR026W	7.424
YOR027W	0.995
YOR028C	1.290
YOR029W	0.706
YOR030W	0.889
YOR031W	0.935
YOR032C	0.799
YOR033C	0.643
YOR034C	0.985
YOR035C	3.096
YOR037W	0.679
YOR038C	1.341
YOR039W	1.499
YOR040W	1.260
YOR041C	1.123
YOR042W	0.909
YOR043W	1.038
YOR044W	0.878
YOR045W	0.904
YOR047C	0.933
YOR049C	1.143
YOR050C	1.088
YOR051C	0.841
YOR052C	1.026
YOR053W	1.070
YOR054C	1.538
YOR055W	0.851
YOR058C	1.145
YOR059C	0.911
YOR061W	0.990
YOR062C	1.027
YOR064C	0.960
YOR065W	0.739
YOR066W	1.075
YOR067C	1.037
YOR068C	3.352
YOR069W	1.421
YOR070C	2.020
YOR071C	0.877
YOR072W	0.828
YOR076C	0.952
YOR078W	1.054
YOR079C	0.890
YOR080W	2.915
YOR081C	0.874
YOR082C	1.049
YOR083W	1.065
YOR084W	0.822
YOR085W	1.625
YOR086C	0.942
YOR087W	0.885
YOR088W	0.925
YOR089C	1.258
YOR090C	0.948
YOR091W	1.091
YOR092W	0.931
YOR093C	0.773
YOR094W	0.970
YOR097C	0.954
YOR099W	0.873
YOR100C	0.888
YOR101W	0.946
YOR104W	0.903
YOR105W	1.074
YOR106W	3.668
YOR107W	1.059
YOR108W	1.139
YOR109W	1.307
YOR111W	0.956
YOR112W	0.937
YOR113W	1.888
YOR114W	0.923
YOR115C	0.852
YOR118W	0.994
YOR120W	1.108
YOR121C	1.037
YOR123C	1.239
YOR124C	1.169
YOR125C	0.579
YOR126C	1.099
YOR127W	0.972
YOR128C	7.527
YOR129C	1.165
YOR131C	0.971
YOR132W	1.169
YOR133W	1.127
YOR134W	0.883
YOR135C	0.937
YOR136W	0.899
YOR137C	0.843
YOR138C	0.780
YOR139C	0.767
YOR140W	0.806
YOR141C	0.965
YOR142W	0.928
YOR144C	1.005
YOR152C	1.040
YOR153W	0.954
YOR154W	1.076
YOR155C	1.388
YOR156C	1.201
YOR158W	1.207
YOR161C	0.952
YOR162C	1.252
YOR163W	0.938
YOR164C	1.165
YOR165W	0.921
YOR166C	0.885
YOR167C	1.011
YOR170W	1.187
YOR171C	1.281
YOR172W	1.026
YOR173W	0.757
YOR175C	1.188
YOR177C	0.988
YOR178C	0.873
YOR179C	0.632
YOR180C	0.810
YOR182C	0.875
YOR183W	0.882
YOR184W	1.209
YOR185C	1.145
YOR186W	1.240
YOR188W	0.919
YOR189W	1.136
YOR190W	1.020
YOR191W	1.082
YOR192C	0.983
YOR193W	1.005
YOR195W	0.814
YOR196C	0.662
YOR197W	1.072
YOR202W	0.997
YOR208W	0.840
YOR209C	1.364
YOR212W	1.048
YOR213C	0.934
YOR214C	0.969
YOR215C	0.995
YOR216C	1.100
YOR219C	0.818
YOR220W	1.246
YOR221C	0.779
YOR222W	0.811
YOR223W	0.870
YOR225W	1.232
YOR226C	1.422
YOR227W	0.952
YOR228C	0.876
YOR229W	1.319
YOR230W	1.297
YOR231W	0.833
YOR233W	0.972
YOR234C	0.961
YOR235W	0.586
YOR237W	0.962
YOR238W	0.890
YOR239W	0.977
YOR240W	1.033
YOR242C	1.098
YOR243C	1.716
YOR245C	0.873
YOR246C	1.084
YOR247W	1.062
YOR248W	0.983
YOR251C	0.786
YOR252W	1.132
YOR253W	0.986
YOR255W	1.034
YOR263C	0.742
YOR264W	0.654
YOR265W	0.810
YOR266W	0.879
YOR267C	1.428
YOR268C	1.185
YOR269W	1.292
YOR270C	1.433
YOR271C	0.993
YOR273C	1.463
YOR274W	0.865
YOR275C	0.947
YOR276W	0.945
YOR277C	0.890
YOR279C	0.910
YOR280C	0.890
YOR283W	1.039
YOR284W	1.128
YOR285W	0.824
YOR286W	0.877
YOR288C	1.299
YOR289W	1.000
YOR291W	0.897
YOR292C	0.866
YOR293W	1.109
YOR296W	0.841
YOR297C	0.657
YOR298C-A	0.896
YOR298W	0.902
YOR299W	1.161
YOR300W	1.080
YOR301W	0.837
YOR302W	0.838
YOR303W	0.919
YOR304C-A	1.027
YOR304W	0.917
YOR306C	1.085
YOR307C	0.852
YOR308C	0.758
YOR309C	1.309
YOR311C	1.306
YOR312C	1.579
YOR313C	1.279
YOR314W	0.801
YOR315W	1.200
YOR316C	1.055
YOR317W	1.025
YOR318C	0.847
YOR320C	1.047
YOR321W	0.993
YOR322C	0.940
YOR324C	0.992
YOR325W	1.029
YOR327C	0.873
YOR328W	1.091
YOR333C	0.683
YOR334W	0.817
YOR337W	1.175
YOR338W	1.036
YOR339C	0.908
YOR342C	0.903
YOR343C	1.425
YOR344C	1.119
YOR345C	0.830
YOR346W	0.805
YOR347C	0.975
YOR348C	0.940
YOR349W	1.093
YOR350C	0.799
YOR351C	1.206
YOR352W	0.994
YOR354C	0.809
YOR355W	0.819
YOR356W	1.019
YOR357C	1.582
YOR358W	0.705
YOR359W	1.011
YOR360C	0.924
YOR363C	1.020
YOR364W	1.474
YOR365C	1.087
YOR366W	1.080
YOR367W	0.804
YOR368W	1.048
YOR371C	1.015
YOR374W	0.727
YOR375C	1.045
YOR376W	0.781
YOR377W	0.772
YOR378W	1.228
YOR379C	1.166
YOR380W	1.014
YOR381W	1.018
YOR382W	0.981
YOR383C	0.959
YOR384W	1.088
YOR385W	0.944
YOR386W	1.211
YPL001W	0.973
YPL003W	0.937
YPL004C	1.247
YPL008W	1.821
YPL009C	1.073
YPL014W	0.926
YPL015C	0.901
YPL017C	1.029
YPL018W	0.858
YPL019C	0.812
YPL021W	1.030
YPL022W	1.844
YPL023C	0.672
YPL024W	1.995
YPL025C	1.764
YPL026C	1.093
YPL027W	1.176
YPL030W	1.238
YPL032C	1.049
YPL033C	1.186
YPL034W	1.124
YPL035C	0.870
YPL036W	1.252
YPL037C	0.788
YPL038W	1.350
YPL039W	0.779
YPL041C	1.024
YPL046C	0.773
YPL047W	1.314
YPL048W	1.180
YPL051W	1.834
YPL052W	0.950
YPL053C	0.994
YPL054W	1.146
YPL055C	1.111
YPL056C	0.830
YPL057C	0.898
YPL058C	0.867
YPL060W	0.748
YPL061W	0.708
YPL062W	0.865
YPL064C	1.067
YPL066W	1.336
YPL067C	0.787
YPL068C	0.821
YPL069C	1.290
YPL070W	0.957
YPL071C	0.800
YPL072W	1.024
YPL073C	1.205
YPL074W	1.136
YPL079W	1.279
YPL080C	1.634
YPL081W	1.092
YPL086C	1.183
YPL087W	1.026
YPL088W	0.818
YPL089C	0.883
YPL090C	1.400
YPL091W	0.897
YPL092W	1.022
YPL095C	0.935
YPL096W	0.666
YPL098C	0.933
YPL099C	1.075
YPL100W	0.816
YPL101W	1.522
YPL102C	1.060
YPL103C	1.319
YPL105C	1.456
YPL106C	0.806
YPL107W	1.062
YPL108W	0.891
YPL109C	1.061
YPL110C	1.001
YPL111W	0.897
YPL112C	1.013
YPL113C	1.057
YPL114W	1.358
YPL115C	0.889
YPL116W	0.930
YPL119C	0.607
YPL120W	1.361
YPL121C	0.855
YPL123C	1.765
YPL125W	1.022
YPL127C	1.227
YPL130W	0.960
YPL133C	0.977
YPL134C	0.856
YPL135W	0.847
YPL136W	0.820
YPL137C	1.207
YPL138C	0.834
YPL139C	1.075
YPL140C	0.737
YPL141C	1.005
YPL144W	1.026
YPL145C	1.554
YPL147W	1.039
YPL149W	1.157
YPL150W	1.170
YPL152W	1.021
YPL154C	1.180
YPL155C	1.234
YPL156C	1.132
YPL157W	0.793
YPL158C	1.048
YPL159C	0.922
YPL161C	2.220
YPL162C	0.832
YPL163C	1.278
YPL164C	1.014
YPL165C	1.178
YPL166W	1.205
YPL167C	0.945
YPL168W	0.972
YPL170W	1.059
YPL171C	0.873
YPL172C	1.123
YPL174C	0.626
YPL176C	1.076
YPL177C	1.220
YPL178W	1.532
YPL179W	0.927
YPL180W	1.093
YPL181W	1.425
YPL182C	1.012
YPL183C	0.926
YPL183W-A	0.716
YPL184C	1.151
YPL185W	1.026
YPL186C	0.961
YPL187W	0.742
YPL189W	1.252
YPL191C	0.646
YPL192C	0.801
YPL194W	1.185
YPL195W	1.486
YPL196W	0.851
YPL197C	1.067
YPL198W	1.015
YPL199C	0.988
YPL200W	1.080
YPL201C	0.675
YPL202C	0.933
YPL203W	0.877
YPL205C	0.570
YPL206C	1.236
YPL207W	0.832
YPL208W	1.064
YPL212C	0.860
YPL213W	3.122
YPL214C	0.601
YPL216W	1.114
YPL219W	1.358
YPL220W	0.981
YPL221W	0.924
YPL222W	0.759
YPL223C	0.962
YPL224C	1.591
YPL225W	0.905
YPL226W	0.968
YPL227C	0.929
YPL229W	1.080
YPL230W	1.316
YPL232W	0.937
YPL236C	0.982
YPL239W	0.842
YPL240C	1.204
YPL241C	1.064
YPL244C	0.823
YPL245W	1.317
YPL246C	0.773
YPL247C	0.833
YPL248C	0.631
YPL249C	0.974
YPL250C	1.161
YPL253C	1.282
YPL256C	0.891
YPL257W	1.042
YPL258C	0.986
YPL259C	0.864
YPL260W	0.796
YPL261C	0.887
YPL262W	0.835
YPL263C	0.964
YPL264C	1.287
YPL265W	1.054
YPL267W	0.827
YPL269W	0.917
YPL270W	0.891
YPL272C	0.938
YPL273W	0.603
YPL274W	1.196
YPR001W	0.707
YPR002W	0.716
YPR003C	1.067
YPR004C	1.129
YPR005C	0.935
YPR006C	0.878
YPR007C	1.119
YPR008W	1.043
YPR009W	0.691
YPR011C	0.903
YPR012W	0.965
YPR013C	1.363
YPR014C	0.914
YPR015C	1.114
YPR017C	0.961
YPR018W	0.882
YPR020W	0.884
YPR021C	1.023
YPR022C	0.920
YPR023C	1.035
YPR024W	0.933
YPR026W	1.308
YPR027C	0.913
YPR028W	1.126
YPR029C	1.102
YPR030W	1.260
YPR031W	0.691
YPR032W	1.205
YPR037C	1.139
YPR038W	0.839
YPR039W	0.687
YPR040W	1.179
YPR042C	1.048
YPR043W	0.892
