orf	hom | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020
YIL090W	-0.107	-0.165	-0.273			
YIL091C				-0.351	-0.134	0.714
YIL092W	0.10400000000000001	0.3245	0.015000000000000006			
YIL093C	-0.046	0.186	0.867			
YIL094C	0.074	0.098	-0.229			
YIL095W	-0.161	-0.097	-0.12			
YIL096C	-0.327	-0.109	-0.277			
YIL097W	-0.686	0.283	1.317			
YIL098C	0.021	-0.127	2.401			
YIL099W	0.088	-0.142	-0.101			
YIL100W	0.284	0.37	-0.454			
YIL101C	0.014	0.03	-0.015			
YIL102C	-0.112	-0.016	-0.406			
YIL103W	0.415	0.096	0.082			
YIL104C				-0.085	-0.276	-0.309
YIL105C	0.062	-0.029	0.252			
YIL106W				-0.003	-0.137	-0.02
YIL107C	0.069	0.016	0.172			
YIL108W	0.122	0.055	0.118			
YIL109C				0.241	0.166	0.227
YIL110W	-0.016	0.071	2.639			
YIL111W	-0.028	0.103	0.126			
YIL112W	0.363	0.16	-0.297			
YIL113W	-0.201	-0.151	0.147			
YIL114C	-0.13	-0.135	0.03			
YIL115C				0.097	-0.219	-0.084
YIL116W	0.088	0.121	0.138			
YIL117C	0.131	0.388	-0.29			
YIL118W				0.108	0.078	-0.075
YIL119C	0.134	0.348	0.608			
YIL120W	0.058	-0.009	0.07			
YIL121W	0.483	0.112	0.157			
YIL122W	0.08	0.326	-0.228			
YIL123W	-0.366	-0.074	-0.403			
YIL124W	-0.07	0.046	-0.47			
YIL125W	0.008	-0.163	0.49			
YIL126W				-0.205	-0.065	0.053
YIL129C				-0.014	-0.078	0.071
YIL130W	0.016	0.136	0.059			
YIL131C	0.179	0.272	-0.079			
YIL132C	0.063	0.212	0.007			
YIL133C	-0.035	-0.073	0.817			
YIL134W	0.51	1.91	1.66			
YIL135C	0.081	0.092	-0.22			
YIL136W	0.532	0.31	-0.023			
YIL137C	-0.319	0.085	-0.346			
YIL138C	0.1	0.154	-0.308			
YIL139C	0.009	0.116	-0.258			
YIL140W	0.121	0.02	-0.218			
YIL141W	-0.01	0.081	0.049			
YIL142W				-0.212	-0.13	0.086
YIL143C				-0.162	0.097	-0.044
YIL144W				-0.169	0.144	-0.503
YIL145C	-0.003	-0.081	0.186			
YIL146C	0.282	0.343	0.272			
YIL147C				-0.059	0.048	0.283
YIL148W	-0.359	0.099	0.5			
YIL149C	-0.077	-0.077	0.205			
YIL150C				0.256	-0.11	-0.023
YIL152W	0.463	0.214	-0.25			
YIL153W	0.404	0.369	0.784			
YIL154C	0.154	-0.413	-0.503			
YIL155C	0.413	0.339	0.054			
YIL156W	0.05	0.663	0.229			
YIL158W	-0.005	0.135	0.312			
YIL159W	-0.076	0.096	-0.191			
YIL160C	0.136	0.18	0.155			
YIL161W	0.286	0.231	-0.056			
YIL162W	0.031	0.054	0.295			
YIL163C	0.076	-0.068	-0.354			
YIL164C	-0.41	-0.014	-0.379			
YIL165C	0.2	0.014	0.063			
YIL166C	0.349	-0.053	0.15			
YIL173W	-0.015	-0.057	0.022			
YIR001C	-0.307	0.372	-0.003			
YIR002C	0.394	0.291	-0.515			
YIR003W	0.051	0.269	0.201			
YIR004W	-0.229	-0.116	-0.403			
YIR005W	-0.562	-0.652	0.579			
YIR006C				-0.021	-0.017	-0.059
YIR007W	0.114	0.181	-0.179			
YIR008C				-0.226	-0.165	-0.097
YIR010W				0.091	-0.062	-0.206
YIR011C				-0.129	-0.292	-0.236
YIR012W				0.086	0.118	-0.005
YIR013C	-0.015	-0.1	0.017			
YIR014W	-0.073	-0.072	-0.241			
YIR015W				-0.07	-0.063	-0.062
YIR016W	-0.005	-0.348	-0.493			
YIR017C	-0.17	-0.257	-0.448			
YIR018W	-0.071	0.034	-0.127			
YIR019C	-0.046	0.247	0.118			
YIR020C	0.209	-0.037	-0.263			
YIR020W-A	0.044	-0.063	-0.055			
YIR021W	-0.068	0.038	1.786			
YIR022W				-0.091	0.0	-0.184
YIR023W	0.429	0.008	0.316			
YIR024C	0.109	0.293	0.005			
YIR025W	-0.12	0.185	0.361			
YIR026C	0.164	-0.188	0.297			
YIR027C	0.328	0.158	-0.108			
YIR028W	-0.047	-0.03	-0.059			
YIR029W	0.009	-0.138	-0.139			
YIR030C	-0.05	0.124	-0.085			
YIR031C	-0.383	-0.209	-0.355			
YIR032C	-0.01	-0.068	-0.235			
YIR033W	0.001	1.27	-0.1			
YIR034C	0.099	0.44	0.246			
YIR035C	-0.078	0.325	-0.116			
YIR036C	-0.075	0.177	0.024			
YIR037W	0.413	0.023	0.128			
YIR038C	0.034	-0.026	-0.162			
YIR039C	0.33	-0.071	-0.278			
YIR042C	0.032	0.083	-0.172			
YJL001W				-0.127	0.648	0.254
YJL002C				0.045	-0.129	-0.006
YJL003W	0.04	0.182	1.102			
YJL004C	-0.532	0.974	0.242			
YJL005W				0.454	0.172	0.113
YJL007C	-0.087	0.156	0.451			
YJL008C				1.221	-0.139	-0.4
YJL009W				0.126	0.021	0.067
YJL010C				0.26	-0.206	0.035
YJL011C				0.203	-0.199	-0.408
YJL012C	-0.103	0.078	-0.457			
YJL013C	-0.271	-0.296	0.165			
YJL014W				-0.003	-0.028	0.284
YJL015C				0.254	0.05	0.12
YJL016W	0.19899999999999998	0.20450000000000002	0.34850000000000003			
YJL019W				-0.008	-0.0485	-0.11649999999999999
YJL020C	0.011500000000000003	-0.0395	0.041			
YJL022W	0.014	0.061	0.578			
YJL023C	-0.025	0.026	1.014			
YJL024C	-0.065	0.03	-0.093			
YJL025W				-0.03	-0.131	-0.026
YJL026W				-0.267	-0.511	-0.349
YJL027C	0.138	0.001	-0.062			
YJL028W	-0.078	-0.161	-0.073			
YJL029C	-0.444	0.73	0.06			
YJL030W	-0.225	0.053	-0.261			
YJL031C				0.093	0.108	0.232
YJL032W				-0.094	-0.098	0.073
YJL033W				-0.244	0.071	-0.064
YJL034W				0.047	0.094	0.222
YJL035C				0.204	0.032	0.0
YJL036W	0.135	0.297	-0.276			
YJL037W	0.423	0.115	-0.306			
YJL038C	-0.181	-0.253	-0.729			
YJL039C				0.242	-0.16	-0.385
YJL041W				-0.144	-0.228	0.039
YJL042W	-0.026	0.195	-0.041			
YJL043W	-0.004	0.237	-0.174			
YJL044C	0.057	-0.234	-0.293			
YJL045W	-0.005	-0.043	-0.041			
YJL046W	-0.066	-0.024	0.682			
YJL047C	0.112	0.075	0.461			
YJL048C	0.085	0.189	0.041			
YJL049W	0.548	0.258	0.196			
YJL050W				-0.234	-0.036	-0.328
YJL051W	0.062	-0.062	-0.154			
YJL052W	0.12	-0.33	-0.327			
YJL053W	0.055	0.045	0.101			
YJL054W				-0.021	-0.065	-0.237
YJL055W	-0.028	-0.126	-0.137			
YJL056C	0.746	0.55	1.474			
YJL057C	0.524	0.151	0.494			
YJL058C	0.041	-0.122	0.016			
YJL060W	0.058	-0.034	-0.133			
YJL061W				-0.013	-0.177	-0.305
YJL062W	0.491	0.987	5.12			
YJL063C	-0.121	-0.132	0.038			
YJL064W	0.085	0.173	-0.073			
YJL065C	0.143	-0.13	-0.198			
YJL066C	0.219	-0.005	0.19			
YJL067W	-0.119	-0.022	-0.026			
YJL068C	0.027	0.099	-0.013			
YJL069C				-0.205	-0.265	-0.273
YJL070C	0.026	-0.038	0.133			
YJL071W	-0.004	-0.06	-0.186			
YJL072C				0.039	0.195	-0.357
YJL073W	0.024	-0.014	-0.169			
YJL074C				-0.344	-0.186	0.071
YJL075C	0.183	0.733	2.511			
YJL076W				0.108	-0.11	0.196
YJL077C	-0.055	0.042	-0.093			
YJL078C	0.0	0.103	-0.097			
YJL079C	0.151	0.206	0.232			
YJL080C	0.056	0.174	0.307			
YJL081C				-0.11	0.019	-0.521
YJL082W	0.121	0.124	0.486			
YJL083W	-0.057	0.023	0.102			
YJL084C	0.207	0.287	-0.063			
YJL085W				-0.612	-0.407	-0.465
YJL086C				-0.051	0.169	0.202
YJL087C				-0.043	-0.14	-0.221
YJL088W	0.236	0.191	0.061			
YJL089W	0.348	0.261	0.161			
YJL090C				-0.074	0.143	0.976
YJL091C				0.14	0.097	0.395
YJL092W	0.066	0.107	0.378			
YJL093C	0.105	0.214	-0.081			
YJL094C	0.213	0.042	0.028			
YJL095W	-0.051	0.038	0.011			
YJL096W	0.304	-0.429	0.846			
YJL097W				0.338	-0.123	-0.074
YJL098W	-0.051	0.058	0.334			
YJL099W	0.136	0.706	-0.353			
YJL100W	-0.288	0.057	-0.517			
YJL101C	0.142	0.168	0.046			
YJL102W	-0.022	-0.12	0.171			
YJL103C	0.211	-0.093	-0.16			
YJL104W				-0.115	0.015	-0.272
YJL105W	-0.109	-0.228	-0.333			
YJL106W	0.029	-0.247	-0.274			
YJL107C	0.069	0.297	0.173			
YJL108C	-0.01	-0.034	-0.175			
YJL109C				-0.092	-0.267	-0.197
YJL110C	-0.191	-0.259	-0.144			
YJL111W				0.24	0.115	0.347
YJL112W	0.074	-0.067	-0.371			
YJL115W	-0.514	-0.159	0.37			
YJL116C	0.124	-0.116	-0.128			
YJL117W	0.223	0.28	0.966			
YJL118W	0.042	0.257	-0.17			
YJL119C	-0.113	0.345	-0.003			
YJL120W	-0.052	-0.091	0.418			
YJL121C	-0.002	-0.064	0.811			
YJL122W	0.169	-0.227	-0.159			
YJL123C	-0.052	0.555	-0.243			
YJL124C	0.034	0.206	2.63			
YJL125C				-0.102	-0.351	-0.241
YJL126W	0.492	0.73	0.177			
YJL128C	-0.009	-0.108	0.356			
YJL129C	0.496	0.629	-0.038			
YJL130C	0.062	0.0	0.251			
YJL131C	0.469	-0.195	-0.15			
YJL132W	0.2225	0.096	-0.045500000000000006			
YJL133W	0.238	-0.423	0.082			
YJL134W	-0.15	-0.115	-0.01			
YJL135W	-0.343	-0.335	-0.427			
YJL136C	0.201	0.157	-0.809			
YJL137C	0.128	0.198	-0.248			
YJL138C	-0.243	-0.371	0.045			
YJL139C	0.029	0.01	-0.11			
YJL140W	0.6575	0.8879999999999999	0.331			
YJL141C	0.14	0.096	1.113			
YJL142C	0.112	0.041	0.197			
YJL143W				-0.013	-0.072	0.051
YJL144W	-0.387	0.131	-0.265			
YJL145W	-0.017	0.207	-0.271			
YJL146W	0.219	-0.032	-0.241			
YJL147C	0.099	0.212	0.239			
YJL148W	-0.095	-0.089	0.083			
YJL149W	-0.047	0.232	0.241			
YJL150W	-0.211	-0.09	0.1			
YJL151C	0.01	0.364	-0.194			
YJL152W	0.072	0.308	0.13			
YJL153C	-0.243	0.016	0.04			
YJL154C	0.142	0.814	-0.308			
YJL155C	-0.082	-0.234	1.184			
YJL156C				-0.125	0.249	0.209
YJL157C	0.049	-0.183	-0.182			
YJL158C	-0.246	0.317	-0.094			
YJL159W	-0.116	-0.269	0.632			
YJL160C	-0.214	-0.63	-0.496			
YJL161W	-0.217	-0.012	0.106			
YJL162C	-0.027	-0.164	-0.204			
YJL163C	-0.682	-0.339	-0.854			
YJL164C	0.111	-0.162	0.155			
YJL165C	0.148	0.055	-0.174			
YJL166W	0.042	-0.334	-0.104			
YJL167W				-0.105	-0.004	0.003
YJL168C	0.033	0.05	1.269			
YJL169W	-0.054	-0.061	0.804			
YJL170C	0.195	-0.052	-0.507			
YJL171C	0.148	0.095	-0.214			
YJL172W	-0.249	-0.856	-0.407			
YJL173C				0.166	0.02	0.18
YJL174W				-0.207	-0.265	-0.124
YJL175W	0.02	0.686	0.644			
YJL176C	0.873	0.843	1.904			
YJL177W	0.039	0.132	0.041			
YJL178C	-0.082	-0.027	-0.227			
YJL179W	0.108	0.113	0.034			
YJL180C	0.003	-0.42	1.266			
YJL181W	0.123	0.043	-0.144			
YJL182C	-0.005	0.165	0.141			
YJL183W	0.17	-0.046	0.998			
YJL184W	1.547	-0.161	1.585			
YJL185C	-0.023	-0.093	0.225			
YJL186W	0.134	0.007	0.132			
YJL187C	0.049	0.019	0.227			
YJL188C	1.05	-0.45	0.033			
YJL189W	-0.232	0.45	0.607			
YJL190C	-0.336	-0.426	-0.533			
YJL191W	-0.066	-0.237	-0.294			
YJL192C	0.301	0.323	0.488			
YJL193W	-0.113	-0.159	0.098			
YJL194W				-0.122	-0.118	-0.05
YJL195C				-0.241	-0.3355	-0.345
YJL196C	-0.142	0.095	0.018			
YJL197W	-0.239	-0.221	-0.423			
YJL198W	0.257	-0.129	-0.084			
YJL199C	0.086	0.033	0.167			
YJL200C	-0.116	0.125	-0.069			
YJL201W	0.054	-0.031	0.228			
YJL202C				0.013000000000000001	-0.011500000000000003	0.354
YJL203W				-0.106	-0.098	-0.019
YJL204C	-0.254	0.108	0.211			
YJL205C	0.056	0.064	-0.083			
YJL206C	-0.1965	0.0315	0.07950000000000002			
YJL207C	-0.047	-0.003	-0.059			
YJL208C	-0.381	0.008	-0.208			
YJL209W	-0.04	0.118	-0.196			
YJL210W	-0.216	-0.425	-0.261			
YJL211C	0.128	-0.048	0.226			
YJL212C	-0.114	-0.1	-0.211			
YJL213W	0.134	0.242	-0.045			
YJL214W	0.161	0.06	-0.175			
YJL215C	0.034	0.154	0.291			
YJL216C	-0.094	0.269	-0.186			
YJL217W	-0.003	0.158	0.356			
YJL218W	-0.287	0.63	-0.197			
YJR001W	0.168	0.542	0.395			
YJR002W				-0.043	-0.238	-0.196
YJR003C	0.031	0.076	-0.299			
YJR004C	0.116	0.219	-0.001			
YJR005W	0.004	-0.009	-0.415			
YJR006W				-0.335	0.049	0.017
YJR007W				-0.116	1.871	-0.037
YJR008W	0.006	-0.048	-0.282			
YJR009C	0.116	0.001	-0.194			
YJR010C-A	-0.144	0.034	-0.215			
YJR010W	-0.17	-0.01	-0.033			
YJR011C	0.06	0.048	-0.156			
YJR012C				0.135	-0.042	-0.519
YJR013W				-0.02	-0.055	0.422
YJR014W	-0.104	0.463	-0.373			
YJR015W	0.152	0.384	0.031			
YJR016C				-0.115	0.001	0.18
YJR017C				-0.07	0.075	0.042
YJR019C	0.282	-0.076	0.188			
YJR020W	0.239	0.239	0.096			
YJR021C	0.148	0.057	0.065			
YJR022W				-0.034	0.015	0.114
YJR023C				0.275	0.278	0.413
YJR024C	-0.076	-0.47	-0.296			
YJR025C	0.15	0.038	-0.121			
YJR030C	-0.014	-0.113	-0.054			
YJR031C	0.143	0.125	0.359			
YJR032W	0.052	0.768	0.655			
YJR033C	-0.154	0.172	0.916			
YJR034W	0.186	0.113	1.053			
YJR035W	0.514	0.439	0.177			
YJR036C	0.36	0.782	0.024			
YJR037W	0.093	0.222	0.08			
YJR038C	0.091	0.165	0.053			
YJR039W	-0.049	0.04	-0.257			
YJR040W	0.214	0.449	0.421			
YJR041C				-0.203	-0.148	0.208
YJR042W				-0.313	-0.31	-0.069
YJR043C	-0.138	-0.01	-0.018			
YJR044C	-0.028	-0.18	-0.263			
YJR045C				-0.152	0.106	-0.1
YJR046W				0.198	-0.755	-0.626
YJR047C	0.142	-0.047	-0.575			
YJR048W	0.261	0.011	0.547			
YJR049C	0.191	0.578	0.203			
YJR050W	0.157	0.089	0.86			
YJR051W	-0.002	0.025	0.297			
YJR052W	0.029	-0.019	-0.134			
YJR053W	0.157	0.25	-0.243			
YJR054W	0.043	0.444	0.427			
YJR055W	-0.404	-0.232	-0.836			
YJR056C	0.24	0.001	-0.238			
YJR057W				0.04	-0.203	-0.206
YJR058C	-0.015	-0.04	0.142			
YJR059W	0.029	0.076	0.299			
YJR060W	0.021	0.165	0.283			
YJR061W	-0.028	0.261	0.054			
YJR062C	-0.041	0.016	0.376			
YJR063W	0.612	0.438	1.173			
YJR064W				0.017	-0.115	0.202
YJR065C				0.261	0.038	0.074
YJR066W	0.16	0.156	0.074			
YJR067C				0.07	0.052	-0.054
YJR068W				-0.117	-0.181	-0.379
YJR069C	-0.226	-0.355	-0.23			
YJR070C	-0.03	0.066	-0.498			
YJR072C				-0.079	-0.079	-0.27
YJR073C	0.786	1.587	2.142			
YJR074W	0.076	0.414	2.523			
YJR075W	0.183	-0.05	0.577			
YJR076C				0.085	0.004	-0.005
YJR077C	-0.022	0.026	0.711			
YJR078W	0.041	-0.235	-0.048			
YJR079W	-0.4	0.23	-0.28			
YJR080C	0.119	0.103	-0.097			
YJR082C	0.122	0.245	-0.144			
YJR083C	-0.163	0.214	1.339			
YJR084W	0.069	0.081	-0.141			
YJR087W	0.126	-0.006	-0.143			
YJR088C	0.266	0.443	-0.078			
YJR090C	1.587	0.106	0.674			
YJR091C	0.103	0.035	-0.123			
YJR092W	-0.073	0.062	0.017			
YJR093C				0.149	-0.235	-0.003
YJR094C	0.06	0.088	0.046			
YJR094W-A	0.08	0.052	0.205			
YJR095W	0.48	0.172	0.33			
YJR096W	0.398	0.163	-0.236			
YJR097W	-0.271	0.105	-0.002			
YJR098C	-0.241	-0.228	-0.38			
YJR099W	0.124	0.114	-0.114			
YJR100C	0.343	0.098	0.092			
YJR102C	-0.074	0.083	0.102			
YJR103W	-0.103	-0.041	0.123			
YJR104C	0.057	0.13	0.306			
YJR105W	0.361	-0.556	0.106			
YJR106W	0.168	0.146	0.132			
YJR107W	0.112	0.122	-0.041			
YJR108W	0.132	-0.129	-0.063			
YJR109C	0.079	0.003	-0.045			
YJR110W	-0.03	0.089	-0.051			
YJR111C	0.519	-0.029	0.112			
YJR112W				-0.214	-0.295	0.081
YJR113C	-0.066	-0.074	-0.228			
YJR115W	0.146	0.117	-0.234			
YJR116W	-0.148	0.071	-0.018			
YJR117W	-0.054	-0.003	-0.36			
YJR118C	0.155	0.017	2.333			
YJR119C	0.01	0.279	0.138			
YJR120W	-0.241	-0.082	0.244			
YJR121W	0.04	0.083	1.105			
YJR122W	-0.131	0.325	0.628			
YJR123W				0.21	0.232	0.307
YJR124C	0.156	0.347	0.06			
YJR125C	0.614	0.129	-0.097			
YJR126C	-0.179	-0.005	-0.221			
YJR127C	0.067	-0.02	-0.034			
YJR128W	-0.042	0.063	-0.253			
YJR129C	0.004	0.204	-0.271			
YJR130C	-0.172	-0.187	0.009			
YJR131W	0.07	0.095	-0.102			
YJR133W	-0.121	-0.031	-0.113			
YJR134C	-0.114	-0.109	-0.12			
YJR135C	0.209	0.518	0.152			
YJR137C	-0.065	0.077	-0.256			
YJR139C	0.059	-0.005	0.199			
YJR140C	-0.004	0.306	-0.157			
YJR141W				-0.341	-0.438	-0.504
YJR142W	0.077	-0.022	0.028			
YJR144W	0.002	0.435	1.045			
YJR145C	0.212	0.024	0.405			
YJR146W	-0.078	0.001	-0.092			
YJR147W	-0.028	0.011	-0.03			
YJR148W	0.024	0.037	-0.12			
YJR149W	0.02	0.043	0.03			
YJR150C	-0.049	0.062	0.189			
YJR152W	-0.165	-0.167	-0.171			
YJR153W	0.13	0.153	-0.15			
YJR154W	0.48	0.346	0.2			
YKL001C	-0.076	-0.028	-0.013			
YKL002W	0.636	1.033	1.28			
YKL004W				-0.515	-0.529	-0.842
YKL005C	-0.002	0.049	-0.035			
YKL006C-A				-0.31	-0.03	-0.02
YKL006W	0.692	0.371	0.494			
YKL007W	0.042	0.008	0.276			
YKL008C	0.058	0.191	-0.314			
YKL009W	0.701	0.2	-0.752			
YKL010C	-0.138	0.014	-0.058			
YKL011C	-0.142	-0.358	-0.672			
YKL012W				-0.289	-0.112	-0.054
YKL013C				-0.214	-0.291	-0.342
YKL014C				0.029	-0.033	-0.02
YKL015W	-0.199	-0.146	-0.145			
YKL016C	0.23	-0.338	1.514			
YKL017C	0.083	-0.016	-0.166			
YKL018W				-0.031	-0.075	-0.141
YKL019W				0.073	0.018	0.105
YKL020C	-0.097	0.017	0.118			
YKL021C				0.122	0.202	0.531
YKL022C				0.014	-0.014	0.06
YKL023W	0.131	-0.055	0.239			
YKL024C				-0.117	0.035	0.728
YKL025C	-0.076	0.024	0.227			
YKL026C	0.18	0.072	-0.175			
YKL027W	0.123	-0.012	0.052			
YKL028W				-0.356	-0.287	-0.344
YKL029C	0.238	0.083	0.16			
YKL030W	0.187	-0.012	-0.003			
YKL031W	0.101	-0.011	-0.086			
YKL032C	-0.067	-0.091	0.701			
YKL033W				-0.059	-0.531	0.479
YKL033W-A	-0.038	0.137	-0.111			
YKL034W	0.126	0.092	-0.343			
YKL035W				-0.108	0.093	0.17
YKL036C				0.043	-0.08	-0.003
YKL037W	1.344	0.219	3.172			
YKL038W	0.214	0.023	-0.506			
YKL039W	0.315	0.374	0.431			
YKL040C	0.162	-0.069	-0.059			
YKL041W	0.268	0.845	0.204			
YKL042W				0.78	0.275	-0.09
YKL043W	-0.23	-0.177	-0.193			
YKL044W	-0.105	0.137	-0.161			
YKL045W				-0.17	0.039	0.149
YKL046C	0.072	0.012	-0.284			
YKL047W	0.005	0.101	-0.034			
YKL048C	-0.715	-0.545	-0.04			
YKL049C				-0.246	0.096	-0.038
YKL050C	-0.158	0.098	-0.091			
YKL051W	-0.072	-0.029	-0.126			
YKL052C				-0.142	-0.049	-0.126
YKL053C-A	-0.073	-0.118	0.128			
YKL053W	-0.037	-0.037	0.093			
YKL055C	0.069	0.05	1.024			
YKL056C	-0.239	-0.196	-0.155			
YKL057C	-0.391	-0.594	0.57			
YKL058W				0.265	0.102	0.99
YKL059C				-0.185	-0.231	-0.054
YKL060C				-0.171	-0.114	-0.229
YKL061W	-0.021	0.008	0.084			
YKL062W	-0.059	0.089	0.669			
YKL063C	0.085	0.039	0.192			
YKL064W	0.239	0.193	0.045			
YKL065C	-0.13	0.13	-0.028			
YKL066W	0.089	-0.218	-0.185			
YKL067W	-0.094	0.0	-0.207			
YKL068W	0.203	0.384	-0.188			
YKL069W	0.07	0.126	0.373			
YKL070W	-0.036	0.006	-0.055			
YKL071W	-0.007	0.056	-0.053			
YKL072W	0.143	-0.024	-0.211			
YKL073W	0.219	0.146	1.274			
YKL074C	-0.022	0.188	0.997			
YKL075C	-0.568	-0.472	-0.59			
YKL076C	-0.054	-0.093	-0.311			
YKL077W	-0.708	-0.457	-0.778			
YKL078W				0.103	0.224	0.227
YKL079W	-0.084	-0.003	0.081			
YKL080W	1.986	0.599	0.376			
YKL081W	0.101	-0.072	0.303			
YKL082C				0.169	-0.023	0.013
YKL083W				-0.123	-0.104	-0.134
YKL084W	0.083	-0.122	-0.002			
YKL085W	-0.009	0.039	0.302			
YKL086W	0.292	0.308	0.036			
YKL087C	-0.178	0.315	0.656			
YKL088W				-0.045	-0.042	0.507
YKL089W				0.178	0.108	0.167
YKL090W	-0.09	-0.167	-0.088			
YKL091C	-0.303	-0.01	-0.097			
YKL092C	0.022	0.047	-0.233			
YKL093W	-0.007	0.212	-0.037			
YKL094W	0.231	-0.028	0.012			
YKL095W				-0.157	-0.154	0.244
YKL096W	0.076	-0.022	-0.037			
YKL096W-A	0.06	0.222	0.303			
YKL097C	0.148	0.191	0.479			
YKL098W	-0.01	0.05	0.161			
YKL099C				-0.352	-0.498	-0.646
YKL100C	0.049	0.079	0.288			
YKL101W	-0.997	-0.211	-1.436			
YKL102C	-0.187	-0.039	-0.041			
YKL103C	0.154	0.083	0.042			
YKL104C				-0.28	-0.445	-0.496
YKL105C	0.003	0.149	0.009			
YKL106W	-0.003	-0.053	0.109			
YKL107W	0.081	-0.202	-0.268			
YKL108W				0.082	0.127	-0.149
YKL109W	-0.937	-0.98	0.353			
YKL110C	-0.059	0.063	0.101			
YKL111C				-0.123	0.004	-0.049
YKL112W				0.102	-0.065	-0.017
YKL113C	-0.099	0.005	1.292			
YKL114C	-0.238	0.186	0.717			
YKL115C	0.231	0.185	-0.015			
YKL116C	-0.307	-0.133	-0.268			
YKL117W	-0.108	0.145	-0.019			
YKL118W	0.616	0.663	2.887			
YKL119C	0.375	2.91	2.797			
YKL120W	0.138	0.106	0.148			
YKL121W	0.459	0.237	0.241			
YKL122C				-0.065	-0.28	-0.175
YKL123W	0.3	0.262	-0.462			
YKL124W	-0.107	-0.143	0.044			
YKL125W				-0.229	0.066	-0.089
YKL126W	0.032	-0.103	0.84			
YKL127W	0.125	0.085	0.114			
YKL128C	0.244	-0.028	-0.035			
YKL129C	0.217	0.029	0.041			
YKL130C	0.214	0.235	0.059			
YKL131W	-0.017	-0.132	0.042			
YKL132C	0.132	-0.059	0.016			
YKL133C	-0.019	0.047	-0.299			
YKL134C	0.695	1.184	3.792			
YKL135C	0.262	0.079	0.618			
YKL136W	-0.219	-0.344	-0.166			
YKL137W	-0.002	-0.126	-0.034			
YKL138C	0.179	0.318	0.611			
YKL139W	-0.194	-0.483	0.366			
YKL140W	-0.009	-0.026	-0.101			
YKL141W				-0.061	-0.059	-0.105
YKL142W	0.055	-0.105	-0.034			
YKL144C				-0.19	-0.419	-0.293
YKL145W				-0.252	-0.243	0.316
YKL146W	0.042	0.178	0.075			
YKL147C	0.004	-0.072	-0.158			
YKL149C	0.013	-0.118	-0.039			
YKL150W	0.088	0.203	0.016			
YKL151C	0.08	-0.182	-0.197			
YKL152C				-0.162	0.4	-0.042
YKL153W				0.371	-0.056	-0.349
YKL154W				-0.029	-0.001	0.136
YKL155C	-0.013	0.087	2.154			
YKL156W	-0.083	-0.167	0.144			
YKL157W	-0.0495	-0.21899999999999997	-0.1845			
YKL159C	-0.051	-0.034	-0.276			
YKL160W	-0.013	-0.223	-0.172			
YKL161C	-0.236	-0.076	-0.21			
YKL162C	-0.045	-0.022	-0.039			
YKL162C-A	-0.208	0.103	-0.244			
YKL163W	0.092	0.159	-0.16			
YKL164C	0.036	-0.095	0.022			
YKL165C				-0.216	-0.102	0.169
YKL166C	0.008	0.092	-0.084			
YKL167C	-0.162	-0.174	0.112			
YKL168C	0.098	-0.045	-0.116			
YKL169C	-0.161	-0.154	0.021			
YKL170W	0.112	0.078	0.544			
YKL171W	-0.048	0.122	0.194			
YKL172W				0.24	-0.173	-0.655
YKL173W				-0.145	-0.069	-0.006
YKL174C	-0.224	-0.071	-0.25			
YKL175W	-0.185	-0.051	-0.151			
YKL176C	0.084	0.168	0.785			
YKL177W	-0.059	0.166	0.31			
YKL178C	0.066	-0.084	0.11			
YKL179C	-0.119	-0.211	-0.101			
YKL180W				0.244	-0.004	0.177
YKL181W	1.134	1.256	0.911			
YKL182W				0.04	-0.322	0.264
YKL183W	-0.098	-0.045	-0.102			
YKL184W	0.062	0.001	0.043			
YKL185W	0.086	0.011	-0.114			
YKL186C				-0.226	-0.056	-0.019
YKL187C	0.084	0.037	0.178			
YKL188C	-0.191	-0.051	-0.113			
YKL189W				-0.193	-0.214	-0.054
YKL190W	0.001	-0.135	-0.018			
YKL191W	-0.222	-0.233	-0.135			
YKL192C				-0.166	0.096	0.043
YKL193C				-0.046	-0.239	-0.102
YKL195W				-0.149	0.091	0.083
YKL196C				0.119	0.009	0.292
YKL197C	0.047	0.631	0.35			
YKL198C	0.328	0.323	-0.048			
YKL201C	-0.1255	-0.097	-0.021000000000000005			
YKL202W	-0.062	-0.011	-0.188			
YKL203C				-0.526	-0.608	0.071
YKL205W	-0.052	-0.156	-0.067			
YKL206C	0.034	0.23	-0.038			
YKL207W	0.183	0.156	0.072			
YKL208W	0.083	0.12	0.697			
YKL209C	-0.1045	-0.0135	-0.034999999999999996			
YKL210W				-0.152	0.121	-0.796
