Plate,Row,Column,ORF,Name,Thiamethoxam,Actara,Acetamiprid,Mospilan,DMSO+Pyrrolidone,Confidor 
8,5,20,YJR119C,,0.106,-0.532,-0.652,0.086,0.125,0.281
8,5,21,YKL075C,,-0.041,-2.165,0.134,0.031,-0.046,0.365
8,5,22,YJR118C,ILM1,-0.194,0.656,-0.72,-0.674,0.522,-0.094
8,5,23,YKL074C,MUD2,0.086,0.656,-1.133,0.284,0.152,0.404
8,6,2,YKL218C,SRY1,-0.148,0.213,0.541,-0.205,0.156,0.104
8,6,3,YKR092C,SRP40,0.385,2.935,0.168,0.076,0.359,-0.184
8,6,4,YKL217W,JEN1,-0.336,-0.146,0.337,-0.52,0.291,-0.069
8,6,5,YKR091W,SRL3,-0.532,0.073,-0.076,-0.539,0.25,0.296
8,6,6,YKL216W,URA1,-0.019,0.102,-0.295,-0.398,0.527,-0.603
8,6,7,YKR090W,PXL1,0.129,-1.911,0.417,-0.032,-0.042,-0.108
8,6,8,YKL215C,,-0.118,0.06,-0.332,-0.41,0.362,-0.018
8,6,9,YKR089C,STC1,0.009,0.189,-0.006,-0.658,0.33,-0.096
8,6,10,YKL214C,YRA2,-0.023,0.752,0.195,-0.605,0.313,-0.148
8,6,11,YKR088C,TVP38,0.397,0.297,-0.493,-0.308,0.393,-0.19
8,6,12,YKL213C,DOA1,1.072,-0.04,-0.276,-0.009,0.14,-0.041
8,6,13,YKR087C,OMA1,-0.129,-2.642,-0.687,0.105,0.124,-0.07
8,6,14,YKL212W,SAC1,0.234,0.656,-0.032,-4.863,0.042,-0.342
8,6,15,YKR084C,HBS1,-0.642,-1.686,-0.278,-0.024,0.069,-0.164
8,6,16,YKL211C,TRP3,-0.33,-3.633,0.131,-0.551,0.296,-1.071
8,6,17,YKR082W,NUP133,0.272,0.962,-0.574,0.308,0.227,-1.337
8,6,18,YKL208W,CBT1,-1.111,0.656,-0.252,-0.347,-0.055,-0.892
8,6,19,YKR080W,MTD1,0.316,-0.246,-0.113,-0.125,0.388,-0.218
8,6,20,YKL207W,,0.014,0.015,-0.113,-0.146,0.025,-0.026
8,6,21,YKR078W,,-0.109,-0.28,-0.384,0.067,0.045,-0.151
8,6,22,YKL206C,,-0.013,0.656,-0.136,0.002,0.24,-0.284
8,6,23,YKR077W,,-0.331,0.387,0.685,0.195,0.104,0.012
8,7,2,YJR147W,HMS2,-0.281,-2.487,-0.08,0.035,-0.082,0.32
8,7,3,YKL103C,LAP4,-0.309,-0.527,-0.112,0.275,0.019,0.063
8,7,4,YJR146W,,0.618,-0.458,-0.2,-0.065,-0.002,0.147
8,7,5,YKL102C,,0.793,-2.018,-0.429,-0.005,0.065,0.15
8,7,6,YJR145C,RPS4A,0.083,-2.287,0.383,0.151,0.392,0.284
8,7,7,YKL101W,HSL1,0.124,-0.456,-0.165,-5.053,0.417,0.012
8,7,8,YJR142W,,0.162,-0.061,0.44,-0.439,0.325,0.017
8,7,9,YKL100C,,-0.262,0.656,0.118,-0.04,0.031,-0.093
8,7,10,YJR140C,HIR3,0.862,-0.008,-0.207,-0.376,-0.015,-1.509
8,7,11,YKL098W,,0.007,-2.203,0.094,0.136,0.159,-0.102
8,7,12,YJR139C,HOM6,-0.017,-2.789,-0.002,-0.464,0.105,-0.216
8,7,13,YKL097C,,0.346,-1.816,-0.268,0.026,0.218,-0.256
8,7,14,YJR137C,ECM17,-0.706,0.06,-0.136,0.005,0.374,0.154
8,7,15,YKL096W-A,CWP2,-0.018,0.531,-0.46,-0.253,-0.012,-0.582
8,7,16,YJR135C,MCM22,2.112,0.002,1.076,0.178,-0.073,0.017
8,7,17,YKL096W,CWP1,0.061,0.105,-0.061,0.076,0.146,0.113
8,7,18,YJR134C,SGM1,0.25,0.434,0.235,-0.42,0.405,-0.122
8,7,19,YKL094W,YJU3,0.093,-1.997,-0.756,-0.163,-0.05,-0.087
8,7,20,YJR133W,XPT1,0.031,0.86,-0.064,-0.322,0.151,0.007
8,7,21,YKL093W,MBR1,-0.207,0.547,-0.644,-0.293,-0.02,0.194
8,7,22,YJR131W,MNS1,0.13,0.651,-0.31,-0.547,0.179,-0.241
8,7,23,YKL092C,BUD2,-0.168,-1.91,-1.809,-0.022,0.124,-0.004
8,8,2,YKR012C,,0.27,-0.324,0.427,-0.502,0.183,-0.379
8,8,3,YKR103W,NFT1,-0.428,0.344,0.114,-0.307,0.116,0.058
8,8,4,YKR011C,TOS5,0.049,0.45,0.332,-0.376,0.275,-0.449
8,8,5,YKR102W,FLO10,0.173,0.113,-0.088,-0.85,0.315,-0.027
8,8,6,YKR010C,TOF2,-0.081,-0.064,-0.027,-0.476,0.324,-0.09
8,8,7,YKR101W,SIR1,-0.022,0.097,0.238,-0.055,0.032,-0.005
8,8,8,YKR009C,FOX2,0.137,0.15,-0.1,-1.05,0.245,-0.479
8,8,9,YKR100C,SKG1,-0.058,-0.169,-0.08,-0.291,0.06,-0.046
8,8,10,YKR007W,MEH1,0.024,0.01,0.235,-0.185,0.316,0.145
8,8,11,YKR099W,BAS1,0.038,0.441,-0.187,-0.014,0.507,0.2
8,8,12,YKR005C,,0.09,-2.177,0.969,-0.025,0.132,-0.08
8,8,13,YKR098C,UBP11,0.08,0.217,0.153,-0.349,0.289,0.009
8,8,14,YKR003W,OSH6,0.527,-0.064,0.088,-0.502,0.344,-0.385
8,8,15,YKR097W,PCK1,0.164,0.036,-0.451,-0.591,0.488,-0.271
8,8,16,YKR001C,VPS1,0.434,-3.767,-0.078,-2.218,-1.181,-4.547
8,8,17,YKR096W,,-0.333,0.109,0.144,-0.343,0.251,-0.375
8,8,18,YKL222C,,-0.145,0.579,-0.279,-0.421,0.326,-0.165
8,8,19,YKR095W,MLP1,0.181,-0.073,0.798,-0.512,0.186,-0.105
8,8,20,YKL221W,MCH2,0.056,0.777,-0.055,-0.459,0.298,-0.415
8,8,21,YKR094C,RPL40B,0.162,-2.296,-0.215,-0.252,0.101,0.477
8,8,22,YKL220C,FRE2,-0.021,0.824,0.28,-0.225,0.194,-0.058
8,8,23,YKR093W,PTR2,-0.081,0.872,0.726,-0.413,0.312,-0.766
8,9,2,YKL008C,LAC1,0.122,-0.241,-0.303,-0.223,-0.208,0.113
8,9,3,YKL120W,OAC1,0.303,-0.069,-0.48,-0.098,-0.211,0.23
8,9,4,YKL007W,CAP1,0.16,-0.391,0.076,-0.512,-0.058,-0.191
8,9,5,YKL117W,SBA1,-0.232,-0.301,-0.095,-0.108,0.13,0.213
8,9,6,YKL006W,RPL14A,-0.072,0.781,-0.185,0.295,0.469,0.396
8,9,7,YKL116C,PRR1,0.234,0.315,0.167,-0.363,0.346,-0.237
8,9,8,YKL005C,BYE1,0.281,-0.099,0.02,0.018,0.36,-0.091
8,9,9,YKL115C,,-0.257,0.328,-1.465,-0.444,0.35,-0.397
8,9,10,YKL001C,MET14,-0.179,0.715,-0.307,-0.561,0.227,-0.051
8,9,11,YKL114C,APN1,-0.148,0.102,-0.001,0.006,0.259,-0.238
8,9,12,YJR154W,,0.068,-0.229,-0.511,-0.034,0.064,-0.155
8,9,13,YKL113C,RAD27,0.111,0.616,0.19,0.328,-0.273,-4.011
8,9,14,YJR153W,PGU1,-0.079,0.414,0.213,-0.003,-0.06,-0.133
8,9,15,YKL110C,KTI12,-0.504,0.656,-0.417,0.02,0.35,-0.21
8,9,16,YJR152W,DAL5,0.045,0.271,0.094,-0.305,0.312,-0.497
8,9,17,YKL109W,HAP4,-0.006,-2.126,-0.444,-0.589,-0.178,-0.005
8,9,18,YJR150C,DAN1,-0.303,-1.744,-0.063,-0.145,0.392,-0.366
8,9,19,YKL107W,,-0.362,0.636,0.225,-0.403,0.211,-0.397
8,9,20,YJR149W,,0.087,-2.36,-0.181,0.021,0.102,-0.077
8,9,21,YKL106W,AAT1,-0.238,-0.805,-0.126,-0.159,0.082,-0.144
8,9,22,YJR148W,BAT2,-0.209,0.656,0.726,0.162,0.073,-0.05
8,9,23,YKL105C,,0.266,-0.272,-0.529,0.054,-0.009,0.237
8,10,2,YKR024C,DBP7,0.088,0.656,0.126,0.064,0.564,0.16
8,10,3,YLL013C,PUF3,0.118,0.357,-0.996,-0.439,0.142,-0.095
8,10,4,YKR023W,,0.06,-0.355,-0.234,-0.252,0.027,0.061
8,10,5,YLL012W,YEH1,0.072,-0.096,-0.286,-0.06,0.102,0.148
8,10,6,YKR021W,,0.114,0.273,-0.685,-0.256,0.379,0.215
8,10,7,YLL010C,PSR1,1.005,-0.113,-0.076,-0.021,0.407,-0.062
8,10,8,YKR020W,VPS51,-0.151,-2.865,0.294,-0.534,-0.564,-0.602
8,10,9,YLL009C,COX17,0.18,0.656,-0.308,2.265,2.864,-0.044
8,10,10,YKR019C,IRS4,-0.004,-3.171,-0.133,-1.171,0.209,-1.056
8,10,11,YLL007C,,-0.202,0.447,-0.104,-0.218,0.235,0.364
8,10,12,YKR018C,,0.058,-0.182,-0.059,-0.405,0.293,-0.148
8,10,13,YLL006W,MMM1,0.059,0.656,-0.06,2.511,-0.49,-0.063
8,10,14,YKR017C,,-0.064,-0.767,0.371,-0.219,0.136,-0.068
8,10,15,YLL005C,SPO75,0.123,0.177,0.26,-0.159,0.384,0.111
8,10,16,YKR016W,FMP13,-0.031,-0.219,0.261,-0.107,0.06,-0.293
8,10,17,YLL002W,RTT109,0.007,0.618,0.001,-0.098,-0.266,-1.443
8,10,18,YKR015C,,0.139,0.532,0.328,0.014,0.067,-0.172
8,10,19,YLL001W,DNM1,0.093,-2.476,0.297,0.073,0.013,-0.094
8,10,20,YKR014C,YPT52,-0.033,0.275,0.395,-0.366,0.237,0.687
8,10,21,YKR106W,,-0.095,0.468,-0.197,-0.247,0.286,-0.107
8,10,22,YKR013W,PRY2,0.177,-0.412,-0.32,-0.232,0.028,-0.103
8,10,23,YKR105C,,-0.185,-0.492,0.756,-0.075,-0.026,-0.178
8,11,2,YKL030W,,-0.033,-0.17,0.228,-0.143,-0.157,0.356
8,11,3,YKL136W,,0.229,-0.354,0.094,-0.005,-0.14,-0.512
8,11,4,YKL029C,MAE1,-0.274,-0.168,0.218,-0.449,0.018,0.137
8,11,5,YKL133C,,-0.281,-2.546,-0.368,-0.101,-0.017,-0.079
8,11,6,YKL027W,,-0.124,0.606,0.383,0.169,0.052,-0.329
8,11,7,YKL132C,RMA1,-0.03,-0.203,-0.223,-0.032,-0.007,0.228
8,11,8,YKL026C,GPX1,1.614,-0.291,1.719,-0.098,-0.073,-0.182
8,11,9,YKL131W,,-0.123,0.091,-0.193,-0.235,0.153,-0.072
8,11,10,YKL025C,PAN3,0.035,-0.452,-0.155,-0.152,0.112,0.105
8,11,11,YKL130C,SHE2,-0.001,-0.126,-0.203,-0.212,0.425,0.025
8,11,12,YKL023W,,0.073,-0.115,0.527,-0.276,0.412,-0.007
8,11,13,YKL129C,MYO3,-0.033,0.163,-0.087,-0.509,0.241,0.016
8,11,14,YKL020C,SPT23,-0.139,0.359,-0.078,-0.355,0.345,-0.232
8,11,15,YKL128C,PMU1,0.15,0.073,-1.394,0.03,0.337,-0.083
8,11,16,YKL017C,HCS1,0.08,-0.788,-0.291,0.064,0.013,-0.014
8,11,17,YKL127W,PGM1,-0.035,0.393,-0.154,-0.317,0.514,0.32
8,11,18,YKL015W,PUT3,-0.041,-2.598,0.022,-0.026,0.087,0.293
8,11,19,YKL124W,SSH4,-0.262,0.55,0.112,-0.453,0.141,0.13
8,11,20,YKL010C,UFD4,0.075,-0.229,-0.537,-0.223,0.033,-0.221
8,11,21,YKL123W,,-0.135,0.998,-0.291,0.036,0.028,-0.161
8,11,22,YKL009W,MRT4,-0.08,0.656,0.09,0.057,0.413,0.401
8,11,23,YKL121W,,-0.05,0.474,0.042,0.194,0.066,-0.122
8,12,2,YKR035W-A,DID2,0.278,-0.237,-0.419,-0.322,0.173,-0.06
8,12,3,YLL026W,HSP104,1.133,-2.479,-1.053,-0.597,-0.273,0.023
8,12,4,YKR035C,,-0.008,-0.076,-0.022,0.009,0.086,-0.067
8,12,5,YLL025W,,-0.204,-0.141,0.601,-0.512,0.346,-0.213
8,12,6,YKR034W,DAL80,0.147,-0.047,0.666,-0.371,0.356,-0.171
8,12,7,YLL024C,SSA2,0.019,-0.404,-0.749,-0.231,0.456,-0.338
8,12,8,YKR033C,,0.055,0.471,-0.449,-0.871,0.278,-0.386
8,12,9,YLL023C,,0.473,0.113,-0.911,-0.345,0.446,-0.013
8,12,10,YKR032W,,0.044,0.458,-0.131,-0.327,0.297,0.22
8,12,11,YLL021W,SPA2,0.326,-0.719,-0.513,0.013,0.247,-0.516
8,12,12,YKR031C,SPO14,-0.006,0.182,-1.909,-0.075,0.243,0.287
8,12,13,YLL020C,,0.153,-0.372,-0.539,-0.359,0.335,-0.645
8,12,14,YKR030W,GMH1,-0.186,0.516,0.107,-0.215,0.463,0.143
8,12,15,YLL019C,KNS1,1.108,0.23,-0.457,-0.513,0.136,0.085
8,12,16,YKR029C,SET3,-0.18,-0.228,0.372,-0.203,0.391,-2.121
8,12,17,YLL017W,SDC25,1.061,-2.206,0.011,-0.009,0.077,0.082
8,12,18,YKR028W,SAP190,-0.195,0.201,-0.111,-0.389,0.269,-1.745
8,12,19,YLL016W,SDC25,-0.033,-1.77,-0.7,-0.007,0.115,0.085
8,12,20,YKR027W,FMP50,0.055,0.927,-0.009,-0.112,0.628,0.135
8,12,21,YLL015W,BPT1,-0.146,-0.215,-0.694,-0.005,0.115,0.007
8,12,22,YKR026C,GCN3,-0.181,3.403,-0.324,-0.03,0.017,-0.26
8,12,23,YLL014W,,0.317,0.034,-0.321,-0.11,0.116,0.066
8,13,2,YKL044W,,-0.004,0.171,0.44,0.176,-0.229,0.607
8,13,3,YKL156W,RPS27A,0.501,0.127,0.139,0.049,0.136,0.222
8,13,4,YKL043W,PHD1,-0.311,-0.377,0.304,0.134,-0.006,
8,13,5,YKL151C,,-0.124,-0.078,-1.944,-0.61,0.172,
8,13,6,YKL041W,VPS24,0.192,-2.708,-0.363,-0.226,0.302,-0.268
8,13,7,YKL150W,MCR1,0.144,0.175,0.078,-0.152,0.295,-0.262
8,13,8,YKL040C,NFU1,-0.081,-2.35,-0.622,0.261,-0.094,-0.214
8,13,9,YKL149C,DBR1,-0.016,-0.235,0.794,-0.003,0.286,-0.136
8,13,10,YKL039W,PTM1,-0.197,0.323,0.148,-0.098,0.31,0.092
8,13,11,YKL148C,SDH1,0.093,-2.409,-0.112,-0.179,0.241,-0.524
8,13,12,YKL038W,RGT1,-0.042,-0.637,0.124,-0.106,0.327,0.002
8,13,13,YKL147C,,0.102,0.398,-0.662,0.041,1.057,-0.044
8,13,14,YKL037W,,-0.144,0.656,-0.051,-0.834,0.07,-4.546
8,13,15,YKL146W,AVT3,0.055,-0.123,-0.178,-0.191,0.385,0.254
8,13,16,YKL034W,TUL1,-0.075,0.085,-0.344,-0.253,0.166,-0.087
8,13,17,YKL142W,MRP8,-0.059,0.099,-0.056,0.081,0.09,-0.039
8,13,18,YKL033W-A,,-0.035,-0.003,-0.28,-0.293,0.024,-0.811
8,13,19,YKL140W,TGL1,-0.132,-1.561,-0.378,0.057,0.041,-0.007
8,13,20,YKL032C,IXR1,-0.223,0.656,0.528,0.288,0.016,-0.679
8,13,21,YKL139W,CTK1,0.635,0.656,-0.126,-0.112,-2.058,-3.804
8,13,22,YKL031W,,-0.353,-0.345,-0.942,0.013,0.131,-0.122
8,13,23,YKL137W,,-0.393,-2.358,0.261,-0.198,0.092,0.393
8,14,2,YKR048C,NAP1,0.157,-0.651,-1.77,0.197,-0.139,0.339
8,14,3,YLL045C,RPL8B,-0.122,-0.436,-0.019,0.102,-0.031,0.359
8,14,4,YKR047W,,-0.189,-0.368,0.73,0.113,-0.044,
8,14,5,YLL044W,,-0.014,0.334,0.024,-0.379,0.018,-0.148
8,14,6,YKR046C,PET10,-0.181,-0.009,0.737,-0.608,0.194,-0.611
8,14,7,YLL043W,FPS1,0.117,0.158,0.079,0.031,0.03,-0.013
8,14,8,YKR045C,,-0.298,0.307,-0.242,0.044,0.232,0.246
8,14,9,YLL042C,ATG10,0.045,-0.006,-0.089,-0.473,0.213,-0.275
8,14,10,YKR044W,UIP5,0.178,-0.442,0.778,-0.152,0.114,-0.451
8,14,11,YLL041C,SDH2,-0.273,-1.649,-0.651,0.345,0.002,-0.596
8,14,12,YKR043C,,0.044,-0.348,-0.02,-0.408,0.405,0.127
8,14,13,YLL040C,VPS13,-0.101,-0.94,-0.001,-0.151,0.022,-0.054
8,14,14,YKR042W,UTH1,0.349,0.004,0.143,-0.192,0.672,-0.219
8,14,15,YLL039C,UBI4,-0.532,-2.689,-0.425,-0.346,0.512,0.023
8,14,16,YKR041W,,-0.029,0.656,-0.256,0.07,0.601,0.057
8,14,17,YLL038C,ENT4,0.008,0.387,-0.056,-0.425,0.47,-0.212
8,14,18,YKR040C,,-0.113,-0.147,0.268,-0.509,0.309,0.33
8,14,19,YLL032C,,0.053,-0.014,-0.627,-0.07,0.357,
8,14,20,YKR039W,GAP1,0.026,-0.117,0.082,-0.082,0.387,-0.114
8,14,21,YLL029W,,-0.02,0.656,0.197,-0.167,0.371,-0.62
8,14,22,YKR036C,CAF4,0.204,0.434,-0.124,-0.134,0.451,0.363
8,14,23,YLL028W,TPO1,0.018,-0.464,-0.976,-1.598,0.246,-0.673
8,15,2,YKL062W,MSN4,0.18,-0.338,-0.679,0.095,-0.103,0.415
8,15,3,YKL168C,KKQ8,0.589,0.246,-0.08,-0.042,-0.172,-0.28
8,15,4,YKL061W,,0.427,-0.517,-0.092,-0.173,-0.179,-0.068
8,15,5,YKL167C,MRP49,-0.215,-2.237,-0.724,0.047,-0.021,-0.054
8,15,6,YKL056C,RBF18,0.175,0.38,-0.489,-1.036,-0.126,-0.289
8,15,7,YKL166C,TPK3,-0.021,0.232,0.708,0.107,-0.238,-0.066
8,15,8,YKL055C,OAR1,-0.08,-3.263,-0.003,-0.462,0.03,-0.036
8,15,9,YKL164C,PIR1,0.102,-0.163,-0.148,-0.108,-0.04,-0.148
8,15,10,YKL053W,,0.195,-0.226,-1.215,-0.386,0.078,-0.619
8,15,11,YKL163W,PIR3,-0.657,-2.635,0.016,-0.35,-0.114,-0.058
8,15,12,YKL053C-A,MDM35,-0.399,-2.795,-0.005,0.076,0.039,0.01
8,15,13,YKL162C,,0.117,-0.004,0.191,-0.058,0.345,-0.124
8,15,14,YKL051W,SFK1,0.205,-0.347,-1.3,-0.341,0.416,-0.13
8,15,15,YKL161C,,0.12,-0.216,0.349,0.095,0.233,-0.012
8,15,16,YKL050C,,0.121,0.105,0.307,-0.05,-0.204,-0.086
8,15,17,YKL160W,ELF1,-0.02,0.656,0.278,0.042,0.386,-0.127
8,15,18,YKL048C,ELM1,0.007,-2.894,0.303,-1.055,-0.097,
8,15,19,YKL159C,RCN1,0.078,0.375,0.018,-0.455,0.399,-0.403
8,15,20,YKL047W,,0.122,-0.073,-0.064,0.133,0.264,-0.089
8,15,21,YKL158W,,-0.097,0.459,-0.494,-0.399,0.303,-0.124
8,15,22,YKL046C,DCW1,-0.244,0.47,-2.453,-0.197,0.313,0.021
8,15,23,YKL157W,APE2,0.664,-0.309,0.281,0.368,0.066,0.578
9,2,2,YLR217W,,-0.317,-0.129,0.38,-1.947,-0.588,-0.24
9,2,3,YLR330W,CHS5,-0.228,-1.127,-0.416,-5.445,0.097,-1.011
9,2,4,YLR216C,CPR6,-0.187,0.243,0.248,-0.533,-0.411,-0.48
9,2,5,YLR329W,REC102,0.005,-2.398,-0.225,-5.081,-0.125,-0.13
9,2,6,YLR214W,FRE1,-0.086,-0.451,0.099,-1.958,0.366,-0.407
9,2,7,YLR328W,NMA1,0.033,0.198,-0.125,-0.072,-0.012,-0.021
9,2,8,YLR213C,CRR1,-0.041,-0.195,-0.066,-0.51,0.268,0.051
9,2,9,YLR327C,RBF9,-0.683,-1.871,0.18,-0.2,-0.052,-0.215
9,2,10,YLR211C,,-0.73,-0.145,-0.256,-1.824,0.064,-0.111
9,2,11,YLR326W,,0.063,-0.101,0.218,-0.184,-0.533,-0.062
9,2,12,YLR210W,CLB4,0.363,-0.04,-0.789,-0.264,-0.428,0.185
9,2,13,YLR325C,RPL38,-0.746,-0.144,-0.421,0.032,-0.49,-0.094
9,2,14,YLR209C,PNP1,0.099,0.436,0.278,-1.295,-0.195,-0.071
9,2,15,YLR324W,PEX30,-0.413,-0.007,-0.92,-2.059,-0.379,0.719
9,2,16,YLR207W,HRD3,0.254,-2.063,-0.855,-0.297,0.117,0.408
9,2,17,YLR320W,MMS22,-1.228,0.751,-0.135,0.494,0.214,-0.973
9,2,18,YLR206W,ENT2,-0.417,0.049,0.506,-0.41,0.275,0.232
9,2,19,YLR319C,BUD6,-0.564,0.543,0.123,-0.979,-0.276,-0.252
9,2,20,YLR205C,HMX1,-0.41,-0.327,0.239,-0.106,-0.006,0.37
9,2,21,YLR318W,EST2,-0.499,-1.935,0.188,-0.259,-0.298,-0.236
9,2,22,YLR200W,YKE2,-0.073,0.751,0.49,-1.086,0.182,-0.337
9,2,23,YLR315W,NKP2,0.132,0.048,-2.181,-0.513,-0.614,-0.735
9,3,2,YLL057C,JLP1,-0.279,-2.237,-0.328,-0.169,0.2,0.057
9,3,3,YLR098C,CHA4,-0.421,0.226,-0.141,-5.263,-0.431,-0.602
9,3,4,YLL056C,,0.198,-0.082,-0.077,-1.059,0.145,-0.28
9,3,5,YLR097C,HRT3,-0.047,0.105,-0.365,-0.216,-0.075,0.099
9,3,6,YLL055W,,0.164,0.036,-0.436,-0.636,0.434,0.049
9,3,7,YLR096W,KIN2,-0.033,0.751,-0.48,-0.479,-0.23,-0.364
9,3,8,YLL054C,,0.208,0.255,-0.463,-0.571,0.268,0.144
9,3,9,YLR095C,IOC2,-0.27,0.213,-0.352,-1.175,0.394,-1.452
9,3,10,YLL053C,,0.457,0.298,-0.963,-0.675,0.293,0.19
9,3,11,YLR094C,GIS3,-0.473,0.751,-0.474,-1.206,0.072,0.166
9,3,12,YLL052C,AQY2,-0.827,0.19,0.259,-2.18,0.217,-0.358
9,3,13,YLR093C,NYV1,0.142,-1.826,-0.151,0.019,0.116,-0.126
9,3,14,YLL051C,FRE6,-1.163,0.262,-0.42,-0.294,0.246,0.155
9,3,15,YLR092W,SUL2,-0.855,-0.083,-0.422,-1.333,0.242,0.612
9,3,16,YLL049W,,-0.835,-0.228,0.203,0.092,-0.092,-0.656
9,3,17,YLR091W,,0.514,-0.131,-0.64,-2.158,-0.191,0.081
9,3,18,YLL048C,YBT1,0.087,-1.989,-0.505,-0.594,-0.265,-0.052
9,3,19,YLR090W,XDJ1,0.315,-2.031,-1.131,0.201,-0.079,-0.081
9,3,20,YLL047W,,-0.321,0.382,-0.644,-1.45,0.191,0.2
9,3,21,YLR089C,ALT1,0.204,-0.193,-0.188,-0.318,0.218,0.403
9,3,22,YLL046C,RNP1,0.108,-0.019,-0.21,-5.279,0.069,0.161
9,3,23,YLR087C,CSF1,0.387,-0.512,-0.75,-0.379,-0.259,-0.379
9,4,2,YLR234W,TOP3,0.075,3.428,-0.067,0.243,-0.379,-0.451
9,4,3,YLR345W,,0.132,3.617,0.191,0.362,-0.199,-0.244
9,4,4,YLR233C,EST1,0.034,0.751,0.336,1.895,0.385,-0.481
9,4,5,YLR344W,RPL26A,0.106,4.241,-0.08,0.723,0.293,0.196
9,4,6,YLR232W,,0.421,3.103,0.204,0.424,-0.554,0.19
9,4,7,YLR343W,GAS2,0.333,1.802,-1.595,-5.265,0.32,-0.495
9,4,8,YLR231C,BNA5,-0.742,0.751,0.269,-0.005,-0.457,-0.387
9,4,9,YLR342W,FKS1,-0.368,3.031,-0.289,0.525,0.122,-0.248
9,4,10,YLR228C,ECM22,-0.577,2.902,-0.237,0.079,0.105,-0.217
9,4,11,YLR341W,SPO77,0.556,3.311,0,-0.453,0.202,-0.229
9,4,12,YLR225C,,-0.13,4.102,-0.199,0.072,0.138,-0.172
9,4,13,YLR338W,,-0.121,4.096,-0.098,-3.014,0.76,-0.174
9,4,14,YLR224W,,-0.208,3.68,-0.162,-0.049,0.235,-0.197
9,4,15,YLR337C,VRP1,0.135,4.08,0.144,-0.053,0.104,0.536
9,4,16,YLR221C,RSA3,0.47,0.751,0.36,-0.231,0.071,0.218
9,4,17,YLR335W,NUP2,-0.838,4.561,-0.629,-0.379,-0.07,-0.413
9,4,18,YLR220W,CCC1,0.28,3.382,0.136,0.77,0.059,0.006
9,4,19,YLR334C,,0.438,4.41,0.133,0.084,-0.25,-0.83
9,4,20,YLR219W,MSC3,0.323,2.422,1.252,-0.378,0.285,-0.458
9,4,21,YLR333C,RPS25B,0.418,4.189,-2.15,0.606,0.207,0.182
9,4,22,YLR218C,,0.12,0.751,0.696,0.373,-0.588,-0.887
9,4,23,YLR332W,MID2,0.538,4.801,-0.412,-5.017,0.087,-0.619
9,5,2,YLR011W,LOT6,-0.233,0.35,0.667,0.251,0.303,-0.277
9,5,3,YLR114C,,-0.35,0.751,-0.01,0.072,-0.192,0.755
9,5,4,YLR006C,SSK1,-0.066,-2.462,0.027,0.295,0.021,-0.722
9,5,5,YLR113W,HOG1,-0.037,0.134,-0.29,0.067,0.241,-1.238
9,5,6,YLR004C,,0.24,-0.081,-0.345,-0.345,-0.108,0
9,5,7,YLR112W,,-0.619,-0.106,0.3,-0.24,-0.239,-0.292
9,5,8,YLR003C,,-0.535,0.385,-0.196,-5.112,0.406,-0.416
9,5,9,YLR111W,,0.221,-2.27,0.361,0.306,0.33,0.466
9,5,10,YLR001C,,0.139,0.631,-1.083,-4.994,0.564,-0.261
9,5,11,YLR110C,CCW12,0.572,0.393,0.26,-0.281,-0.297,-0.015
9,5,12,YLL063C,AYT1,-0.845,-0.221,-0.274,-0.342,0.021,-0.16
9,5,13,YLR109W,AHP1,0.409,-0.247,-1.212,-0.61,0.206,-0.277
9,5,14,YLL062C,MHT1,-1.152,0.211,-0.061,0.181,0.36,-0.124
9,5,15,YLR108C,,-0.352,-2.281,0.379,0.215,0.133,-0.27
9,5,16,YLL061W,MMP1,0.714,-0.23,-0.351,-0.208,0.236,-0.096
9,5,17,YLR107W,REX3,-1.255,0.463,0.161,-0.31,0.443,0.181
9,5,18,YLL060C,GTT2,-0.399,-1.659,0.177,0.174,-0.046,-0.18
9,5,19,YLR104W,,0.176,-2.429,-0.142,0.33,0.084,0.238
9,5,20,YLL059C,,-0.097,-1.407,-0.419,-0.613,-0.167,0.434
9,5,21,YLR102C,APC9,0.015,-0.628,-1.162,0.263,-0.202,-0.065
9,5,22,YLL058W,,-0.024,-0.002,0.108,-0.31,-0.238,-0.193
9,5,23,YLR099C,ICT1,-0.143,1.712,-0.213,-2.698,0.162,-0.314
9,6,2,YLR251W,SYM1,-0.157,0.228,-0.373,-0.099,0.136,0.378
9,6,3,YLR360W,VPS38,-0.018,-0.306,0.166,-5.127,-0.246,0.244
9,6,4,YLR250W,SSP120,-0.273,-0.053,-0.421,0.222,0.06,-0.303
9,6,5,YLR357W,RSC2,0.248,0.751,-0.207,-1.237,-0.815,-4.564
9,6,6,YLR248W,RCK2,-0.72,0.306,-0.112,-5.218,0.457,0.065
9,6,7,YLR356W,,-0.669,-0.329,0.22,-0.433,0.128,-0.274
9,6,8,YLR247C,,-1.062,-0.152,-0.234,0.175,0.205,-0.302
9,6,9,YLR354C,TAL1,0.338,0.374,0.222,0.189,0.357,-0.415
9,6,10,YLR246W,ERF2,-0.393,0.307,0.091,-0.777,-0.474,0.05
9,6,11,YLR353W,BUD8,0.071,0.542,0.253,-0.684,0.281,-0.034
9,6,12,YLR242C,ARV1,-0.396,0.751,0.468,-0.354,-0.483,-1.151
9,6,13,YLR352W,,0.236,-0.412,0.051,-0.295,-0.104,0.332
