ORF	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011
YLR004C	0.314	0.351	0.193	0.486	-0.064	0.229	0.003	0.396	0.390	0.271	-0.753	-0.102
YLR005W	NaN	NaN	NaN	NaN	NaN	NaN	-0.350	-0.515	-0.112	-0.803	-0.041	0.391
YLR006C	0.348	-0.176	1.011	0.876	0.206	0.281	-0.457	0.944	-0.493	1.415	0.549	0.551
YLR007W	NaN	NaN	NaN	NaN	NaN	NaN	-0.957	0.897	-0.241	-0.130	0.589	0.962
YLR008C	NaN	NaN	NaN	NaN	NaN	NaN	0.855	1.796	0.082	-0.313	-0.464	1.357
YLR009W	NaN	NaN	NaN	NaN	NaN	NaN	1.571	0.733	-1.850	-1.073	-3.335	1.701
YLR010C	NaN	NaN	NaN	NaN	NaN	NaN	-1.877	3.648	-0.197	0.425	0.777	1.092
YLR011W	0.037	0.226	-0.098	0.105	0.184	0.178	1.031	0.517	0.857	1.632	-0.207	1.325
YLR012C	-0.476	-0.614	-0.156	-0.424	-0.170	-0.420	-1.234	0.659	1.186	0.606	1.222	0.165
YLR013W	0.147	0.458	0.465	0.151	0.488	-0.648	-0.512	-0.453	-0.420	0.594	-1.059	-0.614
YLR014C	-0.940	NaN	0.685	0.188	-0.204	-0.770	-1.210	-0.822	-2.534	-1.622	0.034	0.401
YLR015W	NaN	NaN	NaN	NaN	NaN	NaN	-0.092	0.992	1.303	-0.763	0.200	-0.274
YLR016C	-0.341	-0.194	-0.244	-0.227	-0.242	-0.881	0.735	0.064	-0.920	-0.607	0.398	-1.954
YLR017W	-0.432	1.597	0.234	0.294	-0.293	0.515	-0.415	-0.092	-0.890	0.650	0.000	0.179
YLR018C	0.019	0.106	0.366	-0.146	0.516	0.220	0.415	-0.379	0.604	-0.307	0.160	0.739
YLR019W	0.861	0.676	0.156	0.240	0.241	0.800	0.415	-0.117	0.249	0.599	1.695	-0.509
YLR020C	-0.306	-0.333	-0.270	0.412	-0.626	-0.335	-0.741	0.470	0.024	0.999	-0.009	-0.133
YLR021W	NaN	NaN	NaN	NaN	NaN	NaN	0.691	0.336	1.201	0.793	-0.683	-1.189
YLR022C	NaN	NaN	NaN	NaN	NaN	NaN	1.027	-0.739	0.414	0.479	-0.319	1.089
YLR023C	0.368	-0.159	0.408	0.207	-0.802	-0.543	0.196	-0.268	-0.185	-1.098	-1.758	-0.454
YLR024C	-2.900	-0.261	-2.066	-1.494	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLR025W	NaN	NaN	NaN	NaN	NaN	NaN	-0.379	-0.762	-0.210	-0.771	-0.916	-0.560
YLR026C	NaN	NaN	NaN	NaN	NaN	NaN	-0.379	0.363	-0.291	-0.493	-1.025	-1.541
YLR027C	NaN	NaN	NaN	NaN	NaN	NaN	-0.372	0.135	-0.490	-0.346	-0.211	0.187
YLR028C	0.927	0.259	0.760	-0.134	0.598	0.139	-0.073	0.449	-0.943	0.375	-0.212	1.890
YLR030W	0.174	0.034	-0.327	-0.275	-0.147	0.020	0.541	0.704	0.882	0.094	-0.179	-0.424
YLR031W	0.043	0.390	-0.077	-0.410	0.594	0.668	-0.387	0.131	-0.601	0.243	1.735	0.034
YLR032W	-0.337	0.129	0.953	-0.329	0.246	-0.386	0.274	0.064	0.146	-0.320	0.261	-0.062
YLR033W	NaN	NaN	NaN	NaN	NaN	NaN	1.281	1.004	1.395	-0.047	-0.454	0.951
YLR034C	1.128	0.520	1.070	0.819	0.881	0.280	-0.283	1.006	-0.091	0.688	-0.035	-0.216
YLR035C	0.452	-0.493	0.381	-0.053	0.447	0.105	0.484	0.647	0.748	-0.163	0.491	-0.123
YLR036C	-0.167	0.036	0.666	0.384	0.251	-0.151	1.129	-0.639	0.788	-0.049	-0.911	0.735
YLR037C	0.348	0.055	0.536	0.031	0.196	-0.079	-0.405	-0.168	0.922	0.090	0.335	0.294
YLR038C	1.380	0.800	-1.014	0.900	-0.781	0.925	-0.061	-0.260	-0.218	0.792	-0.317	0.247
YLR039C	NaN	NaN	NaN	NaN	NaN	NaN	-0.231	-0.765	-0.254	0.558	1.066	0.582
YLR040C	0.075	0.110	-0.305	-0.396	0.347	0.599	-0.161	0.401	-0.044	-0.651	0.262	0.642
YLR041W	-0.032	0.132	-0.015	0.318	0.135	0.219	-0.041	-0.721	0.736	-0.693	-0.318	-0.485
YLR042C	0.438	-0.114	0.454	0.617	0.681	1.238	0.501	0.554	-0.380	0.922	0.220	1.544
YLR043C	-0.767	-0.748	0.151	0.259	0.614	1.116	NaN	NaN	NaN	NaN	NaN	NaN
YLR044C	-2.333	-1.510	-1.549	0.380	-2.050	-0.223	-3.079	-0.958	-0.133	-2.451	-1.342	-0.208
YLR045C	NaN	NaN	NaN	NaN	NaN	NaN	-0.436	0.544	-0.512	-0.113	0.019	-0.218
YLR046C	-0.370	-0.073	-0.599	-0.091	-0.494	0.068	-0.509	0.315	0.455	-0.563	0.218	0.379
YLR047C	0.290	1.135	-0.453	-0.018	0.105	-0.287	-1.084	0.311	-0.838	-0.397	0.734	0.073
YLR048W	NaN	NaN	NaN	NaN	NaN	NaN	-0.522	-1.308	0.548	-0.530	-0.929	-0.172
YLR049C	-0.642	0.166	-0.402	0.056	-0.081	-0.024	0.343	-1.083	0.600	0.603	-1.274	-0.850
YLR050C	0.586	-0.230	0.213	0.119	0.576	-0.343	0.431	-0.352	-0.141	-0.034	-0.149	-0.055
YLR051C	NaN	NaN	NaN	NaN	NaN	NaN	0.051	-1.404	-0.025	-1.363	-0.047	-1.826
YLR052W	NaN	NaN	NaN	NaN	NaN	NaN	2.033	1.189	1.826	1.587	0.698	-0.711
YLR053C	0.392	-0.925	0.332	-1.218	0.881	-0.241	0.048	-0.241	-1.896	-1.186	-0.402	-0.516
YLR054C	-1.189	-0.746	-0.423	-0.682	0.525	0.149	NaN	NaN	NaN	NaN	NaN	NaN
YLR055C	NaN	4.505	NaN	3.311	NaN	2.800	0.547	-0.904	0.396	-0.121	-0.488	0.069
YLR056W	NaN	NaN	NaN	NaN	NaN	NaN	0.422	0.580	0.074	0.760	1.145	-0.584
YLR057W	-0.726	-0.369	-0.186	-0.053	0.261	1.239	-0.152	-0.331	0.021	0.197	-0.264	0.394
YLR058C	-1.671	-0.314	-1.071	-0.761	-1.478	-1.058	-1.071	-0.404	0.092	0.469	-0.772	0.232
YLR059C	0.359	1.147	0.207	0.274	-0.084	0.069	1.677	0.550	-0.416	-0.606	-0.341	0.697
YLR060W	NaN	NaN	NaN	NaN	NaN	NaN	-1.597	-0.627	-0.124	-1.138	-1.195	1.275
YLR061W	NaN	NaN	NaN	NaN	NaN	NaN	0.481	1.655	5.346	-0.686	2.815	3.958
YLR063W	0.487	-0.186	0.756	0.700	0.332	0.513	-1.120	0.081	-0.109	0.446	-0.384	-1.024
YLR064W	0.262	0.570	-0.516	0.133	0.148	-0.332	0.808	-0.968	0.010	-1.104	-0.748	-1.040
YLR065C	-0.609	1.783	NaN	-1.463	NaN	NaN	-2.661	-0.318	0.170	-0.588	-0.387	0.194
YLR067C	NaN	NaN	NaN	NaN	NaN	NaN	0.346	-0.290	0.477	-0.396	-0.544	0.112
YLR068W	NaN	NaN	NaN	NaN	NaN	NaN	-0.143	-0.522	1.007	-1.175	-1.109	-0.195
YLR069C	NaN	NaN	NaN	NaN	NaN	NaN	0.029	0.025	-0.974	-0.167	-0.189	-0.062
YLR070C	0.436	0.197	0.272	0.456	0.231	-0.230	-0.304	0.117	1.105	-0.506	0.257	-0.425
YLR072W	0.083	0.153	0.089	0.140	0.440	-0.175	1.931	0.575	-0.161	1.644	1.050	1.087
YLR073C	-1.531	-0.791	-0.400	-1.037	-0.064	0.484	0.441	1.163	1.814	0.637	0.205	1.750
YLR074C	NaN	NaN	NaN	NaN	NaN	NaN	0.157	0.129	0.232	0.635	-1.225	0.600
YLR075W	NaN	NaN	NaN	NaN	NaN	NaN	1.256	0.617	1.246	2.840	-0.050	-0.536
YLR077W	0.781	-0.459	-0.362	0.771	0.572	-0.018	0.328	0.422	0.151	0.177	-0.214	-0.252
YLR078C	NaN	NaN	NaN	NaN	NaN	NaN	0.368	0.058	-0.499	-0.905	-0.574	-0.315
YLR079W	NaN	NaN	NaN	NaN	NaN	NaN	0.495	0.017	-0.061	0.097	-0.187	0.466
YLR080W	0.067	-0.674	0.523	0.799	0.615	0.601	-1.854	-0.852	0.671	0.021	-0.034	-0.710
YLR081W	0.129	-0.291	0.757	-0.224	0.844	-0.455	0.182	0.812	-0.709	-0.733	0.409	0.956
YLR082C	0.295	1.084	0.230	-0.072	0.261	0.209	-0.322	0.047	-0.856	2.140	0.727	-0.748
YLR083C	0.857	NaN	-0.209	1.420	-0.390	NaN	-0.821	0.387	0.681	-0.805	-0.046	1.592
YLR084C	0.005	0.065	0.016	-0.485	0.398	1.049	NaN	NaN	NaN	NaN	NaN	NaN
YLR085C	2.248	-0.517	-0.179	-0.540	1.648	0.519	-0.223	0.909	0.067	-1.078	0.959	-0.054
YLR086W	NaN	NaN	NaN	NaN	NaN	NaN	1.164	0.300	-1.135	-1.079	0.463	-0.068
YLR087C	NaN	NaN	NaN	NaN	NaN	NaN	0.587	0.286	0.336	-0.229	0.973	-0.166
YLR088W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.588	1.683	4.038	2.998	5.269
YLR089C	0.102	3.061	3.597	1.481	3.009	0.471	1.445	0.330	-0.009	0.640	0.309	0.912
YLR090W	-0.141	0.588	-0.117	1.071	0.148	0.279	-1.968	-0.016	-0.575	0.844	1.052	0.649
YLR091W	NaN	NaN	NaN	NaN	NaN	NaN	-0.170	0.125	-0.187	-0.690	0.458	-0.513
YLR092W	0.258	-0.651	-0.224	0.505	0.153	0.178	0.714	0.807	0.031	0.185	-0.185	-0.618
YLR093C	0.377	0.632	0.088	0.724	0.784	0.449	0.916	0.393	-0.833	0.003	0.780	0.079
YLR094C	1.127	0.227	0.085	0.012	0.288	0.137	0.019	-0.379	-0.432	-0.393	-1.076	-0.528
YLR095C	0.802	0.402	-0.345	0.007	0.644	-0.329	-0.090	-1.154	-0.233	0.022	0.182	-0.105
YLR096W	-0.305	0.501	-0.288	0.174	0.240	-0.048	-0.361	-1.024	0.888	-0.012	0.569	-0.117
YLR097C	-0.746	0.050	-0.236	0.058	-0.132	0.304	-0.882	-0.111	2.044	0.733	-0.542	0.385
YLR098C	-0.499	0.360	0.318	-0.808	0.584	-0.228	-3.270	-0.743	0.794	-1.124	0.359	-0.590
YLR099C	0.078	0.128	0.016	0.954	0.591	-0.112	-0.007	0.436	0.059	-0.452	-0.574	0.319
YLR100W	NaN	NaN	NaN	NaN	NaN	NaN	0.640	-0.626	-0.108	-1.005	1.113	0.927
YLR101C	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.256	-0.367	0.730	-0.072	0.762
YLR102C	0.008	-0.009	0.606	-0.421	0.131	-0.450	1.078	0.588	-0.950	-0.449	0.239	0.268
YLR103C	NaN	NaN	NaN	NaN	NaN	NaN	0.260	-0.262	0.732	0.381	-0.265	-0.240
YLR104W	0.089	0.460	0.801	0.150	0.735	0.064	-1.667	0.289	-1.126	0.113	-0.273	0.349
YLR105C	NaN	NaN	NaN	NaN	NaN	NaN	0.403	1.002	0.545	-0.602	0.482	-1.077
YLR106C	NaN	NaN	NaN	NaN	NaN	NaN	0.307	0.904	1.238	-1.501	1.250	-0.274
YLR107W	0.032	0.612	0.047	0.051	0.069	-0.254	0.350	1.372	0.783	0.057	0.022	0.086
YLR108C	-0.676	-0.183	0.343	0.096	0.185	0.093	-0.132	-0.352	1.069	-0.795	1.037	0.389
YLR109W	-0.170	0.020	0.436	0.134	-0.401	0.031	-1.713	-1.439	0.236	0.434	0.346	-1.084
YLR110C	1.914	1.944	3.708	3.587	4.307	1.207	0.347	0.432	-0.327	0.527	0.080	0.418
YLR111W	2.209	2.185	2.123	1.191	1.574	0.840	0.614	0.120	-1.960	0.889	2.541	0.873
YLR112W	0.137	-0.362	0.624	-0.063	0.408	-0.407	0.706	0.988	0.361	-0.203	-0.448	-0.728
YLR113W	NaN	NaN	NaN	NaN	NaN	NaN	1.194	0.259	0.069	-1.297	-0.835	-1.509
YLR114C	-2.173	-0.119	-0.758	-0.247	-0.500	-0.258	0.602	-0.797	1.398	-0.118	0.668	0.575
YLR118C	-0.277	-0.213	-0.637	-0.239	-0.498	-0.321	NaN	NaN	NaN	NaN	NaN	NaN
YLR119W	0.147	-0.032	-0.678	-0.753	-0.657	-0.637	0.179	0.277	0.037	0.449	0.398	-0.352
YLR120C	-0.502	-1.063	0.092	-0.433	-0.469	0.120	1.298	-1.045	-0.435	1.413	-0.099	0.440
YLR121C	0.120	0.188	0.125	0.104	0.071	-0.059	0.218	-0.106	-0.095	-0.203	-0.074	-0.147
YLR122C	-0.423	0.122	-0.030	-0.210	0.373	2.098	-0.881	1.757	-0.969	-0.738	-1.144	-0.598
YLR123C	0.415	-0.182	-0.117	-0.159	0.139	-0.432	-1.603	-1.518	-0.408	-0.926	-0.095	-1.246
YLR124W	0.898	0.237	0.519	-0.464	1.406	-0.431	NaN	NaN	NaN	NaN	NaN	NaN
YLR125W	-0.161	-0.821	-0.550	0.060	0.017	-0.095	NaN	NaN	NaN	NaN	NaN	NaN
YLR126C	0.078	-0.273	-0.626	0.035	-0.047	0.155	-0.516	-0.269	-0.159	-1.006	0.276	-0.430
YLR127C	NaN	NaN	NaN	NaN	NaN	NaN	-0.442	1.237	0.068	-0.052	-0.872	1.025
YLR128W	0.015	4.087	-1.459	10.169	0.555	4.780	1.382	7.044	1.250	2.056	1.407	3.245
YLR129W	NaN	NaN	NaN	NaN	NaN	NaN	-0.273	0.982	-0.642	-0.731	-0.321	0.577
YLR130C	0.696	-0.887	-0.405	0.511	0.968	0.349	0.104	-0.172	0.925	-0.270	0.153	0.444
YLR131C	-1.021	-1.016	-1.747	-0.772	-2.077	-0.816	0.403	-0.292	-0.307	-0.051	0.436	-0.356
YLR132C	NaN	NaN	NaN	NaN	NaN	NaN	0.391	0.547	-0.455	-0.302	-1.117	-0.051
YLR133W	-0.979	0.309	-0.691	-0.170	-0.576	1.812	0.562	0.705	0.830	0.908	0.150	0.153
YLR134W	0.815	1.145	-0.038	0.647	0.731	-0.077	NaN	NaN	NaN	NaN	NaN	NaN
YLR135W	-0.543	-0.803	0.435	0.155	0.703	-0.111	-0.590	0.075	0.397	0.053	0.446	-0.385
YLR136C	0.166	0.480	0.680	0.298	0.324	-0.089	-0.791	-0.195	0.055	0.164	-0.586	0.118
YLR137W	0.466	0.014	0.111	-0.121	0.245	-0.407	1.004	-0.172	-0.304	0.602	0.736	-0.002
YLR138W	-0.426	0.024	-0.476	0.433	0.107	-0.593	0.666	-0.216	-0.015	0.423	0.977	-1.018
YLR139C	NaN	NaN	NaN	NaN	NaN	NaN	0.261	-0.168	-0.283	-0.914	-1.372	-0.609
YLR140W	NaN	NaN	NaN	NaN	NaN	NaN	0.087	1.365	-0.670	0.045	-0.305	-0.416
YLR141W	NaN	NaN	NaN	NaN	NaN	NaN	-0.454	0.461	-0.215	0.184	0.558	-0.411
YLR142W	-0.864	0.136	-0.414	0.408	-0.230	-0.270	-0.667	0.782	0.224	1.389	0.233	-0.013
YLR143W	1.094	NaN	0.451	1.209	0.389	NaN	0.388	1.499	0.413	0.026	0.589	-0.096
YLR144C	-0.446	0.023	-0.903	1.187	-0.131	-0.145	1.442	0.545	-0.132	1.040	-0.820	1.086
YLR145W	NaN	NaN	NaN	NaN	NaN	NaN	0.425	0.238	-0.551	-0.467	-0.097	0.417
YLR146C	0.018	0.135	-0.039	0.061	0.151	0.318	-0.321	0.986	-0.558	0.012	0.334	-0.356
YLR147C	NaN	NaN	NaN	NaN	NaN	NaN	1.261	-0.022	-0.156	-0.114	0.582	0.121
YLR148W	NaN	NaN	NaN	NaN	NaN	NaN	0.405	0.180	0.078	0.027	0.964	-0.390
YLR149C	NaN	NaN	NaN	NaN	NaN	NaN	0.418	1.316	0.652	0.571	0.114	-1.169
YLR150W	-0.470	-3.414	-0.275	-1.028	-2.093	-1.373	-0.531	-1.074	-0.312	-0.606	0.042	-0.136
YLR151C	-0.264	0.568	-0.061	1.156	0.333	0.383	-0.815	0.577	0.450	-0.000	-0.311	0.043
YLR152C	0.802	0.245	0.967	1.296	0.891	1.365	1.724	0.617	1.036	0.727	0.719	-0.063
YLR153C	NaN	NaN	NaN	NaN	NaN	NaN	0.351	-0.653	-0.053	-0.236	-0.126	-0.090
YLR154C	0.119	-0.054	0.238	0.197	-0.113	-0.320	-0.284	-0.518	-0.652	0.079	-0.924	-0.481
YLR163C	NaN	NaN	NaN	NaN	NaN	NaN	-0.193	0.402	-0.430	-1.305	0.352	-0.571
YLR164W	-0.436	0.022	0.419	-0.150	0.340	-0.407	-1.487	-0.573	-0.219	-0.739	-0.586	-0.511
YLR165C	0.212	0.334	0.442	0.597	0.757	-0.071	1.514	1.258	0.429	0.200	0.544	1.518
YLR166C	NaN	NaN	NaN	NaN	NaN	NaN	0.952	-0.899	0.370	-0.694	-0.259	0.315
YLR167W	NaN	NaN	NaN	NaN	NaN	NaN	1.414	1.216	0.196	0.589	1.365	1.549
YLR168C	0.660	NaN	-3.334	-0.850	-1.888	-0.249	0.106	0.411	-0.302	0.392	0.132	0.546
YLR169W	0.525	-0.887	0.415	0.451	-0.191	-0.678	-0.642	-0.081	0.896	0.513	0.856	-0.923
YLR170C	0.056	0.113	0.321	0.434	0.049	0.031	0.439	0.520	0.487	-0.082	0.460	-0.742
YLR171W	-0.367	0.115	-0.185	0.417	0.277	-0.105	-0.005	-0.060	-1.153	0.635	0.472	-0.616
YLR172C	-2.564	1.029	-1.658	-1.208	-0.414	-0.161	-0.125	0.215	-0.961	0.150	-0.412	0.440
YLR173W	-0.396	0.165	-0.487	-0.125	-0.493	0.164	0.364	-0.472	0.090	-0.695	-0.297	0.364
YLR174W	-0.094	-0.380	-0.298	-0.016	-0.343	0.010	-0.280	-0.555	0.697	-0.930	0.135	0.967
YLR175W	NaN	NaN	NaN	NaN	NaN	NaN	-0.136	-0.140	-0.657	0.248	-0.872	0.136
YLR176C	-0.851	0.871	-0.619	-0.940	-0.013	-1.088	0.325	-0.223	0.488	0.089	1.225	-0.195
YLR177W	-0.541	-1.945	0.528	-0.560	-0.689	0.266	-1.169	0.532	-1.081	-0.391	-0.193	0.125
YLR178C	-0.590	0.214	0.341	0.162	0.292	-0.421	-1.092	-0.442	-1.065	1.318	0.386	-1.179
YLR179C	-0.361	0.955	0.466	-0.044	-0.174	-0.557	-0.142	0.772	-0.865	1.765	0.334	0.288
YLR180W	0.111	0.461	0.087	-0.134	0.490	0.043	0.225	-0.123	-0.262	-0.224	-0.818	-0.094
YLR181C	0.097	0.174	-1.066	-0.483	0.130	-0.819	-0.871	-0.549	-0.385	0.473	-0.875	-0.714
YLR182W	NaN	NaN	NaN	NaN	NaN	NaN	0.512	-0.780	-0.792	1.015	0.871	0.298
YLR183C	-0.702	0.085	0.516	-0.158	-0.015	-0.671	0.288	-0.259	-0.687	0.313	0.685	0.158
YLR184W	NaN	NaN	NaN	NaN	NaN	NaN	0.253	-2.432	1.474	0.598	2.046	0.909
YLR185W	NaN	NaN	NaN	NaN	NaN	NaN	0.064	1.808	-0.630	0.395	0.849	0.679
YLR186W	NaN	NaN	NaN	NaN	NaN	NaN	-0.050	0.323	-0.308	-0.475	0.903	0.162
YLR187W	0.114	-0.110	-0.468	-0.392	0.235	-0.101	0.027	-0.409	-0.274	-0.585	0.347	-0.652
YLR188W	-0.634	-0.751	0.301	-0.126	-0.595	0.562	-1.523	-0.385	0.042	0.219	-0.325	-0.265
YLR189C	-0.336	-0.003	0.312	-0.042	0.362	-0.022	-0.125	0.342	-0.799	-0.060	-0.021	-0.009
YLR190W	NaN	NaN	NaN	NaN	NaN	NaN	-1.282	-0.616	-1.724	-0.539	0.764	-0.851
YLR191W	0.589	0.698	1.558	2.125	-0.135	0.643	-0.510	0.767	-0.376	-0.287	0.598	0.824
YLR192C	NaN	NaN	NaN	NaN	NaN	NaN	-1.298	-0.448	0.026	0.651	0.767	-0.652
YLR193C	NaN	NaN	NaN	NaN	NaN	NaN	0.570	-0.217	-0.424	0.407	0.376	0.530
YLR194C	-0.474	-0.714	-0.226	-0.127	0.012	-1.109	0.395	0.043	-1.306	0.213	0.119	-0.021
YLR195C	NaN	NaN	NaN	NaN	NaN	NaN	1.868	1.691	2.496	1.110	0.479	-0.058
YLR196W	NaN	NaN	NaN	NaN	NaN	NaN	0.271	-0.325	-0.721	0.273	0.540	-0.405
YLR197W	NaN	NaN	NaN	NaN	NaN	NaN	-0.752	-3.184	-1.208	-2.018	-1.790	-2.076
YLR198C	NaN	NaN	NaN	NaN	NaN	NaN	-0.377	0.027	-0.656	0.838	0.310	0.571
YLR199C	-1.164	0.269	-0.659	0.017	-1.048	-0.218	0.206	-2.532	-0.318	0.245	-1.620	-0.738
YLR200W	NaN	NaN	NaN	NaN	NaN	NaN	-0.999	-0.424	0.346	0.307	-0.037	-0.056
YLR201C	NaN	NaN	NaN	NaN	NaN	NaN	0.266	0.900	-1.005	0.326	0.587	0.702
YLR202C	NaN	NaN	NaN	NaN	NaN	NaN	-0.091	0.014	-1.276	-1.324	0.408	1.223
YLR203C	0.639	3.770	0.453	3.279	NaN	NaN	-0.153	0.737	0.282	0.185	0.035	0.300
YLR204W	-0.714	1.002	1.002	2.695	0.921	NaN	-0.238	-0.460	-1.112	0.064	-0.511	-2.602
YLR205C	-0.422	0.163	-0.686	0.282	0.124	-0.146	-0.237	0.632	-0.383	0.494	-0.821	-0.603
YLR206W	0.657	0.749	0.332	0.643	-0.194	0.330	0.772	0.025	0.010	-0.608	-0.274	0.782
YLR207W	0.342	-0.162	0.417	0.441	0.171	-0.163	-0.374	-0.203	0.354	0.443	0.636	-0.252
YLR208W	NaN	NaN	NaN	NaN	NaN	NaN	1.112	0.799	2.552	-0.619	-0.598	-0.589
YLR209C	-0.084	0.040	-0.040	0.321	0.459	1.049	-0.448	-0.634	0.186	-0.103	0.573	0.104
YLR210W	-0.154	-0.479	-0.362	0.068	-0.176	0.303	0.721	0.794	-2.178	-0.188	-0.762	1.119
YLR211C	-0.280	-0.315	-0.620	-1.241	-0.416	-0.643	-0.192	0.050	0.870	-0.262	-0.676	0.993
YLR212C	NaN	NaN	NaN	NaN	NaN	NaN	-0.156	-0.991	0.281	-0.043	-0.484	1.344
YLR213C	-0.668	0.655	-0.387	-0.036	0.063	0.487	0.908	0.513	-0.477	-0.021	-0.235	-0.230
YLR214W	-1.054	-1.134	-0.788	1.696	-0.396	1.390	0.376	-1.565	-0.909	-0.636	0.694	-0.464
YLR215C	NaN	NaN	NaN	NaN	NaN	NaN	0.658	2.445	1.949	1.233	1.642	1.419
YLR216C	-0.035	0.218	-1.095	1.175	-0.572	1.357	-0.041	-0.215	0.714	0.032	0.236	-0.602
YLR217W	-0.202	-0.729	0.470	0.760	-0.885	0.429	-0.782	0.074	0.008	-1.111	0.330	0.404
YLR218C	-1.110	0.367	-1.441	-0.832	-2.596	-0.047	-0.757	-0.888	0.408	-0.381	0.287	0.027
YLR219W	-0.554	-0.978	-0.473	0.180	-1.093	0.007	-0.391	-0.311	-0.374	-0.322	-0.755	-0.063
YLR220W	-0.451	-0.472	0.240	0.318	-0.438	0.302	0.292	-0.252	-0.371	0.719	-0.357	0.495
YLR221C	-0.477	-0.555	-0.202	0.403	0.639	0.698	1.122	1.270	1.625	0.901	1.043	1.613
YLR222C	NaN	NaN	NaN	NaN	NaN	NaN	0.506	-0.472	0.125	-0.671	1.322	0.767
YLR223C	NaN	NaN	NaN	NaN	NaN	NaN	-0.030	-0.566	-0.067	-0.103	0.471	0.429
YLR224W	-0.730	-0.152	0.290	0.811	0.392	0.542	-0.772	-0.754	-0.088	-0.782	-0.700	0.101
YLR225C	-0.314	-0.012	-0.337	-0.065	-0.178	-0.021	-1.357	-0.555	1.210	0.537	0.598	-0.322
YLR226W	NaN	NaN	NaN	NaN	NaN	NaN	-0.592	-0.878	-0.536	-0.073	0.055	0.534
YLR227C	-0.359	-0.968	-0.173	-0.406	-1.732	0.217	-1.041	-1.171	-0.419	-0.303	-0.423	1.213
YLR228C	0.234	-0.248	-0.345	-0.764	-0.073	1.542	0.348	1.342	0.207	-1.628	1.465	1.092
YLR230W	NaN	NaN	NaN	NaN	NaN	NaN	-0.873	0.112	0.797	0.224	0.416	1.032
YLR231C	-0.378	-0.197	-0.475	0.278	-0.151	0.304	-0.791	0.183	1.472	0.747	-0.192	-0.807
YLR232W	1.848	2.817	-0.718	NaN	-0.088	0.517	-0.181	0.098	-1.109	-0.629	2.028	-0.385
YLR233C	NaN	NaN	NaN	NaN	NaN	NaN	0.198	-0.892	0.253	0.010	-2.497	-0.507
YLR234W	NaN	NaN	NaN	NaN	NaN	NaN	-0.790	-0.458	0.518	-3.020	0.123	-1.568
YLR235C	NaN	NaN	NaN	NaN	NaN	NaN	0.417	0.388	0.085	0.324	-0.757	-0.067
YLR236C	0.902	1.805	-0.429	0.812	0.533	0.555	-0.264	-0.075	-0.374	-0.183	-0.385	-1.146
YLR237W	0.468	-0.579	-0.321	0.401	-0.027	0.298	0.745	1.041	0.158	-0.129	-0.702	-0.471
YLR238W	-0.439	0.926	-1.631	-0.532	-0.714	-1.527	-0.520	-0.167	1.173	-0.034	0.196	-0.215
YLR239C	NaN	NaN	NaN	NaN	NaN	NaN	-0.133	-0.462	-0.561	0.951	-0.156	-1.914
YLR240W	NaN	NaN	NaN	NaN	NaN	NaN	0.327	0.354	0.388	-0.436	-0.447	1.683
YLR241W	-0.360	0.460	-0.737	-0.128	0.009	-0.946	0.676	-0.126	1.139	-0.576	0.911	0.188
YLR242C	NaN	NaN	NaN	NaN	NaN	NaN	-0.415	0.989	0.201	1.251	1.117	-1.000
YLR243W	NaN	NaN	NaN	NaN	NaN	NaN	-0.574	0.172	0.728	-0.815	-0.858	-0.135
YLR244C	NaN	NaN	NaN	NaN	NaN	NaN	0.184	0.215	0.021	1.010	0.722	0.496
YLR246W	0.317	-2.132	0.654	0.809	0.607	0.630	-0.129	0.369	-0.270	0.856	0.747	-0.373
YLR247C	0.879	0.432	0.247	0.106	0.143	0.205	0.780	-0.835	0.241	0.279	0.331	-0.429
YLR248W	0.942	0.989	-0.085	0.567	-0.305	0.772	1.041	-0.289	0.964	0.363	-0.199	-0.658
YLR249W	NaN	NaN	NaN	NaN	NaN	NaN	0.455	-0.390	0.212	0.324	-1.334	-1.565
