ORF	hap a | transport to mitochondria (Om14-GFP) | standard | SD + Met | Sauerwald J~Rapaport D, 2015	hap a | protein insertion into the MOM (Ura3-HA-Om14-SL17) | standard | SD + Met | Sauerwald J~Rapaport D, 2015
YOL085C	0.000	-0.543
YOL110W	0.000	-0.508
YOL118C	0.000	-0.273
YOL119C	0.000	-0.246
YOL136C	0.000	-0.252
YOL137W	0.000	-0.538
YOL138C	0.000	-0.205
YOL141W	0.000	-0.314
YOL151W	0.000	-0.245
YOL153C	0.000	-0.361
YOL159C-A	0.000	-0.270
YOL164W-A	0.000	-0.240
YOR001W	-1.000	-0.213
YOR002W	0.000	-0.371
YOR003W	0.000	-0.211
YOR005C	0.000	-0.381
YOR008C	0.000	-0.467
YOR009W	0.000	-0.433
YOR010C	0.000	-0.530
YOR011W	0.000	-0.538
YOR012W	0.000	-0.519
YOR013W	0.000	-0.496
YOR014W	0.000	-0.408
YOR015W	0.000	-0.277
YOR016C	0.000	-0.350
YOR017W	0.000	-0.365
YOR018W	0.000	-0.282
YOR019W	0.000	-0.458
YOR020W-A	0.000	-0.235
YOR021C	0.000	-0.424
YOR022C	0.000	-0.452
YOR023C	0.000	-0.447
YOR024W	0.000	-0.442
YOR025W	0.000	-0.426
YOR026W	0.000	-0.222
YOR027W	0.000	-0.302
YOR028C	0.000	-0.433
YOR029W	0.000	-0.379
YOR030W	0.000	-0.387
YOR031W	0.000	-0.400
YOR032C	0.000	-0.413
YOR034C	0.000	-0.491
YOR035C	0.000	-0.492
YOR037W	0.000	-0.352
YOR038C	0.000	-0.477
YOR039W	0.000	-0.340
YOR040W	0.000	-0.489
YOR041C	0.000	-0.427
YOR042W	0.000	-0.238
YOR044W	0.000	-0.446
YOR045W	0.000	-0.464
YOR047C	0.000	-0.444
YOR049C	0.000	-0.504
YOR050C	0.000	-0.556
YOR051C	0.000	-0.529
YOR052C	0.000	-0.472
YOR053W	0.000	-0.542
YOR054C	0.000	-0.486
YOR058C	0.000	-0.370
YOR061W	0.000	-0.475
YOR062C	0.000	-0.443
YOR064C	0.000	-0.431
YOR066W	0.000	-0.459
YOR068C	-1.000	-0.509
YOR069W	0.000	-0.598
YOR071C	0.000	-0.531
YOR072W	0.000	-0.462
YOR076C	0.000	-0.360
YOR079C	0.000	-0.471
YOR082C	0.000	-0.427
YOR083W	0.000	-0.535
YOR084W	0.000	-0.504
YOR085W	0.000	-0.533
YOR086C	0.000	-0.304
YOR087W	-1.000	-0.384
YOR091W	0.000	-0.514
YOR092W	0.000	-0.444
YOR093C	0.000	-0.389
YOR094W	0.000	-0.346
YOR096W	0.000	-0.313
YOR097C	0.000	-0.268
YOR099W	0.000	-0.256
YOR100C	0.000	-0.326
YOR104W	0.000	-0.198
YOR107W	0.000	-0.216
YOR109W	-1.000	0.000
YOR115C	0.000	-0.225
YOR120W	0.000	-0.219
YOR155C	0.000	-0.239
YOR156C	0.000	-0.216
YOR162C	0.000	-0.769
YOR164C	-1.000	0.000
YOR165W	0.000	-0.241
YOR166C	0.000	-0.386
YOR167C	0.000	-0.439
YOR170W	0.000	-0.395
YOR173W	0.000	-0.348
YOR175C	0.000	-0.415
YOR182C	0.000	-0.284
YOR183W	0.000	-0.333
YOR184W	0.000	-0.346
YOR185C	0.000	-0.291
YOR186W	0.000	-0.453
YOR187W	0.000	-0.400
YOR188W	0.000	-0.412
YOR189W	0.000	-0.243
YOR191W	0.000	-0.405
YOR195W	0.000	-0.231
YOR202W	0.000	-0.434
YOR208W	0.000	-0.221
YOR213C	0.000	-0.270
YOR227W	0.000	-0.225
YOR228C	0.000	-0.198
YOR229W	0.000	-0.274
YOR230W	0.000	-0.198
YOR233W	0.000	-0.262
YOR234C	0.000	-0.239
YOR235W	0.000	-0.442
YOR243C	0.000	-0.264
YOR248W	-1.000	0.000
YOR273C	0.000	-0.387
YOR274W	0.000	-0.710
YOR289W	0.000	-0.355
YOR291W	0.000	-0.336
YOR292C	0.000	-0.577
YOR296W	0.000	-0.456
YOR298C-A	0.000	-0.389
YOR298W	0.000	-0.485
YOR299W	0.000	-0.460
YOR303W	0.000	-0.565
YOR304W	0.000	-0.295
YOR308C	0.000	-0.440
YOR309C	-1.000	0.000
YOR311C	0.000	-0.526
YOR312C	0.000	-0.328
YOR313C	0.000	-0.477
YOR314W	0.000	-0.451
YOR315W	0.000	-0.487
YOR316C	0.000	-0.372
YOR317W	-1.000	0.000
YOR318C	0.000	-0.458
YOR320C	0.000	-0.354
YOR324C	0.000	-0.373
YOR327C	0.000	-0.496
YOR328W	0.000	-0.403
YOR334W	0.000	-0.324
YOR337W	0.000	-0.374
YOR338W	0.000	-0.424
YOR342C	0.000	-0.339
YOR343C	0.000	-0.382
YOR344C	0.000	-0.443
YOR347C	0.000	-0.340
YOR348C	0.000	-0.515
YOR349W	0.000	-0.473
YOR351C	0.000	-0.544
YOR354C	0.000	-0.385
YOR357C	0.000	-0.286
YOR358W	0.000	-0.300
YOR360C	0.000	-0.296
YOR363C	0.000	-0.440
YOR365C	0.000	-0.487
YOR366W	0.000	-0.254
YOR367W	0.000	-0.531
YOR371C	0.000	-0.592
YOR374W	0.000	-0.562
YOR376W	-1.000	-0.487
YOR377W	0.000	-0.430
YOR378W	0.000	-0.384
YOR380W	0.000	-0.423
YOR381W	0.000	-0.406
YOR382W	0.000	-0.463
YOR383C	-1.000	-0.417
YOR384W	0.000	-0.528
YOR385W	0.000	-0.540
YOR386W	0.000	-0.552
YPL001W	0.000	-0.313
YPL002C	0.000	-0.364
YPL003W	0.000	-0.278
YPL005W	0.000	-0.476
YPL014W	0.000	-0.338
YPL019C	0.000	-0.303
YPL021W	-1.000	0.000
YPL022W	0.000	-0.243
YPL023C	0.000	-0.309
YPL025C	0.000	-0.267
YPL026C	0.000	-0.415
YPL027W	0.000	-0.226
YPL028W	-1.000	0.000
YPL030W	0.000	-0.210
YPL032C	0.000	-0.211
YPL034W	0.000	-0.381
YPL036W	0.000	-0.426
YPL037C	0.000	-0.378
YPL040C	0.000	-0.231
YPL041C	0.000	-0.269
YPL042C	0.000	-0.255
YPL046C	0.000	-0.370
YPL047W	0.000	-0.348
YPL051W	0.000	-0.737
YPL067C	-1.000	0.000
YPL085W	-1.000	0.000
YPL088W	0.000	-0.198
YPL090C	0.000	-0.280
YPL092W	0.000	-0.294
YPL095C	0.000	-0.366
YPL096W	0.000	-0.351
YPL098C	0.000	-0.432
YPL099C	0.000	-0.470
YPL103C	0.000	-0.514
YPL104W	0.000	-0.467
YPL105C	0.000	-0.525
YPL108W	0.000	-0.414
YPL109C	0.000	-0.429
YPL110C	0.000	-0.404
YPL111W	0.000	-0.323
YPL112C	0.000	-0.272
YPL113C	0.000	-0.410
YPL116W	0.000	-0.531
YPL119C	0.000	-0.545
YPL120W	0.000	-0.588
YPL121C	0.000	-0.389
YPL122C	-1.000	0.000
YPL125W	0.000	-0.495
YPL127C	0.000	-0.564
YPL133C	0.000	-0.364
YPL134C	-1.000	0.000
YPL135W	0.000	-0.435
YPL136W	0.000	-0.567
YPL138C	0.000	-0.583
YPL139C	0.000	-0.496
YPL140C	0.000	-0.532
YPL141C	0.000	-0.504
YPL144W	0.000	-0.567
YPL145C	0.000	-0.412
YPL147W	0.000	-0.439
YPL149W	0.000	-0.326
YPL150W	0.000	-0.276
YPL152W	0.000	-0.302
YPL154C	0.000	-0.466
YPL155C	0.000	-0.506
YPL156C	0.000	-0.469
YPL157W	-1.000	-0.443
YPL159C	0.000	-0.466
YPL161C	0.000	-0.523
YPL162C	0.000	-0.513
YPL163C	0.000	-0.423
YPL164C	0.000	-0.427
YPL165C	0.000	-0.443
YPL166W	0.000	-0.312
YPL167C	0.000	-0.352
YPL168W	0.000	-0.481
YPL170W	0.000	-0.415
YPL171C	0.000	-0.557
YPL172C	0.000	-0.538
YPL173W	0.000	-0.454
YPL177C	0.000	-0.470
YPL181W	0.000	-0.391
YPL182C	0.000	-0.360
YPL184C	-1.000	-0.229
YPL185W	0.000	-0.468
YPL189W	0.000	-0.454
YPL194W	0.000	-0.372
YPL195W	0.000	-0.303
YPL196W	0.000	-0.336
YPL197C	0.000	-0.357
YPL198W	0.000	-0.356
YPL199C	0.000	-0.440
YPL200W	0.000	-0.524
YPL201C	0.000	-0.500
YPL202C	0.000	-0.515
YPL207W	0.000	-0.396
YPL214C	-1.000	-0.381
YPL215W	0.000	-0.317
YPL216W	0.000	-0.439
YPL219W	0.000	-0.545
YPL220W	0.000	-0.366
YPL222W	0.000	-0.323
YPL223C	0.000	-0.370
YPL229W	0.000	-0.479
YPL230W	0.000	-0.412
YPL232W	0.000	-0.364
YPL240C	0.000	-0.342
YPL241C	0.000	-0.482
YPL245W	0.000	-0.463
YPL246C	0.000	-0.474
YPL247C	0.000	-0.550
YPL249C	0.000	-0.558
YPL253C	0.000	-0.464
YPL257W	0.000	-0.363
YPL258C	0.000	-0.198
YPL260W	0.000	-0.538
YPL261C	0.000	-0.475
YPL262W	0.000	-0.339
YPL263C	0.000	-0.513
YPL264C	0.000	-0.532
YPL265W	0.000	-0.519
YPL267W	0.000	-0.542
YPL269W	0.000	-0.383
YPL271W	0.000	-0.200
YPL272C	-1.000	-0.246
YPL274W	0.000	-0.378
YPR005C	0.000	-0.310
YPR008W	0.000	-0.379
YPR021C	0.000	-0.406
YPR022C	0.000	-0.347
YPR028W	0.000	-0.260
YPR029C	0.000	-0.256
YPR049C	0.000	-0.336
YPR052C	0.000	-0.606
YPR058W	0.000	-0.237
YPR061C	0.000	-0.407
YPR069C	-1.000	0.000
YPR077C	0.000	-0.463
YPR078C	0.000	-0.236
YPR083W	0.000	-0.468
YPR089W	0.000	-0.198
YPR091C	0.000	-0.540
YPR095C	-1.000	0.000
YPR098C	0.000	-0.328
YPR101W	-1.000	0.000
YPR106W	0.000	-0.310
YPR118W	0.000	-0.435
YPR123C	0.000	-0.247
YPR124W	0.000	-0.383
YPR125W	0.000	-0.303
YPR129W	0.000	-0.256
YPR130C	0.000	-0.235
YPR141C	0.000	-0.197
YPR159W	0.000	-0.265
YPR174C	-1.000	0.000
YPR189W	0.000	-0.225
YPR191W	0.000	-0.224
YPR193C	0.000	-0.200
YPR194C	0.000	-0.359
YPR195C	0.000	-0.203
YPR196W	0.000	-0.284
YPR197C	0.000	-0.262
YPR198W	0.000	-0.205
YPR200C	0.000	-0.565
