ORF	het | chromosome instability (qCTF) | standard | None | Zhu J~Li R, 2015
YIL032C	1.720
YIL034C	1.500
YIL035C	1.485
YIL036W	1.183
YIL037C	1.517
YIL039W	1.595
YIL040W	2.341
YIL041W	1.267
YIL043C	1.832
YIL044C	1.791
YIL045W	1.971
YIL049W	1.367
YIL050W	1.275
YIL053W	1.349
YIL057C	1.655
YIL064W	1.184
YIL065C	1.220
YIL072W	1.793
YIL073C	1.207
YIL076W	0.793
YIL077C	1.051
YIL079C	1.200
YIL084C	NaN
YIL086C	1.133
YIL087C	1.065
YIL088C	1.154
YIL090W	0.938
YIL093C	1.132
YIL095W	0.760
YIL096C	1.075
YIL097W	1.128
YIL006W	1.087
YIL007C	0.929
YIL008W	0.439
YIL009W	1.109
YIL010W	0.955
YIL014C-A	1.020
YIL038C	1.543
YIL042C	1.178
YIL047C	1.716
YIL052C	2.796
YIL054W	1.331
YIL055C	1.347
YIL059C	1.223
YIL060W	1.313
YIL067C	1.248
YIL069C	NaN
YIL070C	1.002
YIL071C	1.230
YIL074C	1.539
YIL089W	0.862
YIL092W	1.324
YFL007W	1.244
YFL011W	1.032
YFL015C	1.149
YFL020C	1.415
YFL021W	1.232
YFL023W	1.128
YFL025C	1.270
YFL026W	NaN
YFL027C	1.679
YFL028C	1.375
YFL030W	1.168
YFL031W	1.302
YFL032W	1.399
YFL034W	1.292
YFL036W	1.352
YFL040W	1.065
YFL041W	1.209
YFL042C	1.337
YFL044C	1.379
YFL046W	1.451
YFL047W	1.400
YFL048C	1.367
YFL049W	1.362
YFL050C	1.377
YFL051C	1.875
YFL052W	1.297
YFL053W	1.420
YFL054C	1.372
YFL055W	1.291
YFL056C	1.231
YFR001W	0.889
YFR006W	1.435
YFR007W	1.495
YFR008W	1.423
YFR009W	1.382
YFR010W	1.894
YFR012W	1.358
YFR014C	1.163
YFR015C	1.484
YFR016C	1.709
YFR017C	1.260
YFR018C	1.292
YFR020W	1.687
YFR021W	1.496
YFR022W	1.888
YFR023W	1.446
YFR024C-A	1.439
YFR026C	1.439
YFR031C-A	1.334
YGR256W	1.605
YGR259C	1.354
YGR260W	1.898
YGR261C	1.927
YGR263C	1.717
YGR266W	2.087
YGR268C	1.153
YGR269W	1.362
YGR270W	1.425
YGR275W	1.221
YGR279C	1.945
YGR281W	1.139
YGR282C	1.221
YGR283C	0.915
YGR284C	0.818
YGR285C	1.369
YGR286C	1.393
YGR287C	1.060
YGR288W	1.106
YGR290W	0.944
YHR021W-A	0.526
YHR039C-A	0.949
YHR079C-A	1.048
YIL009C-A	1.061
YIR017C	0.929
YIR018W	1.039
YIR019C	0.992
YIR020C	0.710
YIR020W-A	1.255
YIR021W	1.462
YIR024C	1.232
YIR025W	1.349
YIR026C	1.060
YIR027C	1.078
YIR028W	0.947
YIR029W	0.829
YIR031C	1.096
YIR033W	1.666
YIR034C	1.305
YIR035C	1.271
YIR036C	1.214
YIR037W	1.234
YIR038C	1.365
YIR039C	1.315
YIR042C	1.217
YKL033W-A	0.945
YKL162C-A	1.195
YKR035W-A	1.407
YKR066C	1.256
YKR067W	1.457
YKR069W	1.460
YKR070W	1.051
YKR072C	1.055
YKR073C	1.352
YKR074W	1.170
YKR075C	1.347
YKR076W	1.096
YKR077W	1.707
YKR078W	0.207
YKR080W	1.272
YKR082W	1.354
YKR084C	1.225
YMR062C	1.194
YMR063W	1.155
YMR065W	1.109
YMR067C	1.149
YMR068W	1.504
YMR069W	1.651
YMR070W	1.668
YMR071C	2.045
YMR072W	1.026
YMR073C	1.060
YMR075C-A	1.183
YMR075W	1.383
YMR077C	1.184
YMR078C	1.063
YMR080C	1.300
YMR081C	1.362
YMR082C	1.342
YMR083W	1.470
YMR084W	1.550
YMR085W	2.038
YMR086C-A	1.201
YMR086W	1.254
YMR087W	1.246
YMR088C	1.723
YMR089C	1.306
YMR090W	1.448
YMR091C	4.229
YMR092C	1.377
YNR070W	1.347
YNR071C	1.797
YNR072W	1.963
YNR073C	1.150
YNR074C	1.221
YNR075W	1.287
YOL013W-B	1.499
YOL086C	1.673
YOL087C	1.423
YOL088C	1.608
YOL089C	1.730
YOL090W	1.250
YOL091W	1.349
YOL092W	1.127
YOL093W	1.394
YOL095C	0.692
YOL096C	0.903
YOL098C	1.612
YOL099C	0.876
YOL100W	1.221
YOL101C	0.991
YOL103W	1.008
YOL104C	0.727
YOL105C	0.958
YOL106W	0.970
YOL107W	1.065
YOL108C	1.442
YOL109W	0.957
YOL110W	0.873
YOL111C	1.177
YOL112W	1.128
YOL113W	0.992
YOL114C	1.005
YOL115W	0.800
YOL116W	0.882
YOL117W	0.570
YOL118C	1.105
YOL119C	1.283
YOL121C	2.122
YOL122C	0.769
YOL124C	1.052
YOL126C	0.955
YOL128C	0.844
YOL129W	1.031
YOL131W	1.190
YOL132W	0.678
YOL136C	1.094
YOL137W	0.584
YOL138C	0.753
YBR232C	0.904
YDR424C	1.029
YEL011W	1.154
YER064C	1.016
YER077C	1.148
YER078C	0.999
YER088C	1.102
YER090W	1.029
YER091C	0.973
YER092W	1.031
YER093C-A	1.198
YER095W	0.575
YER096W	0.925
YER097W	0.743
YER098W	1.348
YGR134W	1.096
YGR210C	1.106
YHL024W	1.045
YHL025W	0.858
YHR016C	0.965
YHR017W	1.378
YHR032W	1.056
YHR045W	0.925
YHR064C	1.565
YHR140W	1.136
YHR162W	1.122
YHR168W	1.084
YHR181W	1.446
YHR191C	1.076
YHR193C	NaN
YLL030C	1.044
YLL044W	1.225
YLL048C	1.201
YLL049W	1.001
YLL059C	1.363
YLR030W	1.571
YLR031W	1.150
YLR032W	1.094
YLR034C	1.156
YLR035C	1.367
YLR036C	1.361
YLR037C	1.064
YLR038C	1.182
YLR039C	1.372
YLR040C	1.063
YLR041W	1.027
YLR050C	1.093
YLR052W	0.896
YMR142C	0.534
YMR158W	1.581
YMR171C	1.261
YMR181C	1.313
YMR209C	1.258
YMR271C	1.389
YMR279C	1.788
YMR306W	1.767
YMR311C	1.519
YMR312W	1.276
YMR313C	1.385
YMR315W	1.207
YMR316C-A	1.032
YMR316C-B	0.948
YMR316W	1.034
YMR317W	0.876
YMR318C	0.928
YMR319C	1.015
YMR320W	0.792
YNL250W	0.908
YNL252C	0.698
YNL279W	1.073
YNL300W	0.657
YNL316C	0.893
YOL016C	0.933
YOR096W	1.200
YOR306C	1.379
YOR317W	1.256
YPL132W	1.346
YPL134C	1.394
YML070W	0.911
YML071C	0.723
YML074C	0.952
YML090W	1.045
YML094W	1.588
YML095C	1.366
YML094C-A	1.147
YML096W	1.084
YML097C	0.967
YML099C	0.693
YML100W	1.082
YML099W-A	0.890
YML101C	0.813
YML101C-A	0.915
YML102W	0.623
YML103C	4.610
YML104C	1.104
YML106W	0.889
YML107C	1.367
YML108W	0.974
YML109W	1.079
YML113W	1.179
YML116W	0.958
YML117W	0.749
YML116W-A	1.221
YML118W	1.058
YML119W	1.199
YML120C	0.933
YML121W	1.257
YML122C	1.050
YML123C	1.332
YML124C	1.125
YML128C	1.214
YML131W	1.206
YMR004W	1.109
YMR095C	0.669
YMR096W	1.124
YMR099C	1.186
YMR100W	0.798
YMR101C	1.510
YMR102C	0.662
YMR103C	0.799
YMR105C	1.156
YMR106C	1.189
YMR107W	1.250
YMR109W	1.027
YMR110C	0.973
YMR111C	1.286
YMR114C	0.881
YMR115W	1.163
YMR116C	1.261
YMR119W-A	1.035
YMR120C	0.799
YMR121C	0.996
YMR122C	1.330
YMR123W	1.411
YMR124W	1.298
YMR125W	1.281
YMR126C	1.256
YMR127C	0.972
YMR129W	1.158
YMR130W	1.168
YMR132C	1.325
YMR133W	1.078
YMR135C	1.114
YPR006C	1.214
YPR009W	1.126
YPR012W	1.416
YPR014C	1.478
YPR015C	1.577
YPR017C	1.238
YPR018W	1.576
YPR020W	1.601
YPR027C	1.391
YPR028W	1.318
YPR029C	1.493
YPR030W	0.824
YPR032W	1.077
YPR036W	0.927
YPR038W	1.220
YPR039W	0.897
YPR040W	1.107
YPR042C	1.225
YPR044C	0.671
YPR045C	0.488
YPR046W	0.885
YPR047W	1.158
YPR049C	1.431
YPR051W	1.015
YPR052C	0.903
YPR053C	1.019
YPR054W	0.939
YPR057W	0.640
YPR058W	0.920
YPR059C	1.124
YPR060C	0.719
YPR061C	1.219
YPR062W	1.121
YPR063C	1.433
YPR065W	1.453
YPR066W	0.930
YPR068C	1.118
YPR069C	0.978
YPR070W	0.496
YPR071W	0.840
YPR073C	0.842
YPR074C	1.047
YPR075C	0.586
YPR076W	0.544
YPR077C	0.766
YPR079W	1.120
YPR084W	1.062
YPR087W	1.078
YPR089W	0.901
YPR092W	0.926
YPR093C	1.083
YPR095C	1.109
YPR096C	1.012
YPR097W	0.956
YPR098C	1.061
YPR099C	1.620
YPR100W	1.548
YPR101W	0.678
YJL127C	0.755
YJL126W	0.974
YJL124C	0.935
YJL123C	0.471
YJL122W	0.697
YJL120W	0.955
YJL121C	0.717
YJL118W	1.162
YJL119C	1.409
YJL117W	0.934
YJL116C	1.474
YJL115W	1.523
YJL112W	1.416
YJL110C	0.930
YJL108C	1.034
YJL107C	0.947
YJL106W	1.086
YJL102W	0.977
YJL100W	0.880
YJL099W	0.970
YJL098W	1.192
YJL096W	1.059
YJL095W	1.382
YJL093C	0.854
YJL092W	0.987
YJL089W	0.738
YJL088W	1.056
YJL084C	0.811
YJL083W	1.143
YJL082W	0.898
YJL080C	2.078
YJL079C	1.274
YJL077C	1.086
YJL073W	1.630
YJL071W	1.383
YJL068C	1.185
YJL067W	1.299
YJL066C	0.920
YJL064W	0.874
YJL065C	1.103
YJL063C	1.027
YJL062W	1.235
YJL060W	1.169
YJL059W	1.074
YJL058C	1.129
YJL057C	1.380
YJL056C	1.015
YJL055W	1.190
YJL053W	1.119
YJL052W	0.841
YJL051W	1.151
YJL049W	1.199
YJL048C	1.250
YJL047C	0.735
YJL046W	0.887
YJL045W	1.051
YJL044C	1.369
YJL043W	1.318
YJL038C	1.679
YJL037W	0.746
YJL036W	1.330
YJL030W	1.540
YEL012W	0.812
YER031C	1.180
YER046W	0.924
YER063W	1.040
YER066W	1.021
YGR188C	1.139
YGR201C	1.462
YGR204W	1.005
YHL002W	1.604
YHL011C	1.720
YHL039W	0.863
YHR003C	1.048
YHR004C	0.651
YHR006W	0.586
YHR008C	0.687
YHR009C	0.991
YHR025W	1.015
YHR026W	0.809
YHR041C	0.976
YHR059W	1.583
YHR067W	0.878
YHR127W	1.146
YHR131C	0.742
YHR180W	0.656
YHR185C	0.603
YHR194W	0.703
YLL007C	0.826
YMR154C	0.656
YNL274C	1.030
YOL141W	1.057
YOL150C	1.052
YOL158C	1.248
YOL159C	1.273
YOL160W	1.359
YOL162W	1.014
YOL163W	0.745
YJR073C	0.643
YJR075W	0.889
YJR078W	0.938
YJR079W	0.635
YJR082C	1.214
YJR083C	1.459
YJR088C	0.918
YJR092W	1.562
YJR102C	0.907
YJR103W	1.143
YJR105W	0.777
YJR108W	0.911
YJR110W	0.663
YJR111C	0.894
YJR115W	0.544
YJR127C	0.741
YJR128W	1.172
YJR129C	1.294
YJR130C	0.656
YJR135C	1.647
YJR137C	0.871
YJR146W	1.066
YJR147W	1.078
YJR149W	0.939
YJR152W	0.928
YJR154W	0.733
YKR087C	0.355
YKR088C	0.560
YKR089C	1.137
YKR090W	0.814
YKR091W	1.127
YKR092C	1.392
YKR093W	1.252
YKR097W	1.419
YKR098C	0.924
YKR099W	1.287
YKR100C	0.866
YKR101W	0.868
YKR103W	0.500
YKR104W	1.134
YKR105C	1.016
YLL018C-A	1.007
YLR262C-A	1.015
YLR422W	1.190
YLR423C	1.119
YLR425W	0.841
YLR426W	1.151
YLR427W	1.199
YLR428C	1.250
YLR429W	0.735
YLR431C	0.887
YLR432W	1.051
YLR433C	1.369
YLR434C	1.318
YLR435W	1.679
YLR436C	0.746
YLR437C	1.330
YLR438W	1.540
YLR441C	0.812
YLR443W	1.180
YLR444C	0.924
YLR445W	1.016
YLR446W	1.021
YLR447C	1.139
YLR448W	1.462
YLR449W	1.005
YLR450W	1.604
YLR452C	1.720
YLR453C	0.863
YLR454W	1.048
YLR456W	0.651
YLR460C	0.586
YLR461W	0.687
YML009C-A	1.015
YML021C	0.809
YML081C-A	0.976
YMR060C	1.211
YMR158C-A	0.878
YMR194C-A	0.603
YMR326C	0.703
YNR032C-A	0.826
YNR050C	0.656
YNR051C	1.030
YNR056C	1.057
YNR057C	1.052
YNR058W	1.248
YNR059W	1.273
YNR060W	1.359
YNR061C	1.014
YNR062C	0.745
YNR063W	0.643
YNR064C	0.889
YNR065C	0.938
YNR066C	0.635
YNR067C	1.214
YNR068C	1.459
YAL012W	0.918
YAL047C	1.562
YAL054C	0.907
YAL056C-A	1.143
YAR050W	0.777
YCL006C	0.903
YCL022C	0.663
YCL038C	1.040
YCL058C	0.741
YCL074W	1.172
YCL075W	1.294
YCL076W	0.656
YJR069C	0.560
YJR070C	1.137
YJR074W	0.814
YJR077C	0.932
YJR080C	1.392
YJR084W	1.252
YJR087W	1.419
YJR091C	0.924
YJR094C	1.287
YJR094W-A	0.548
YJR095W	0.868
YJR096W	0.500
YJR097W	1.134
YJR098C	1.016
YJR099W	1.007
YJR100C	0.838
YJR104C	0.779
YJR106W	1.201
YJR107W	1.125
YJR109C	1.185
YJR113C	1.170
YJR116W	0.940
YJR117W	0.968
YJR118C	0.974
YJR119C	0.834
YJR120W	0.458
YJR121W	1.116
YJR122W	0.813
YJR124C	0.820
YJR125C	1.202
YJR126C	1.174
YJR131W	0.849
YJR133W	1.378
YJR134C	1.362
YJR139C	1.479
YJR140C	1.295
YJR142W	1.332
YJR144W	1.778
YJR145C	2.420
YJR148W	1.029
YJR150C	1.332
YJR153W	1.167
YKL005C	0.754
YKL030W	0.281
YLR146C	0.868
YLR343W	0.827
YML067C	1.055
YML068W	1.162
YML072C	1.438
YMR136W	1.332
YMR172W	1.062
YOR300W	1.390
YOR309C	1.316
YDL191W	1.231
YDL192W	1.160
YDL197C	0.962
YDL198C	0.772
YDL199C	1.252
YDL200C	1.085
YDL201W	0.928
YDL203C	1.391
YDL204W	1.153
YDL206W	1.242
YDL210W	1.318
YDL211C	1.181
YDL213C	0.896
YDL214C	0.677
YDL215C	0.738
YDL216C	1.259
YDL218W	1.221
YDL219W	1.068
YDL222C	1.213
YDL223C	1.253
YDL224C	1.444
YDL225W	NaN
YDL226C	1.246
YDL227C	1.530
YDL229W	1.187
YDL230W	1.374
YDL231C	1.379
YDL232W	1.221
YDL233W	1.342
YDL234C	1.353
YDL236W	1.269
YDL237W	1.397
YDL238C	1.359
YDL239C	1.507
YDL240W	1.234
YDL241W	1.275
YDL242W	1.366
YDL243C	1.479
YDR001C	1.458
YDR003W	1.670
YDR004W	1.478
YDR005C	1.787
YDR006C	1.399
YDR008C	0.980
YDR009W	1.244
YDR010C	1.203
YDR011W	1.738
YDR014W	1.858
YDR015C	1.595
YDR017C	1.979
YDR018C	1.981
YDR019C	1.597
YDR020C	1.333
YDR022C	1.627
YDR024W	1.035
YDR025W	1.046
YDR026C	0.949
YDR027C	1.811
YDR028C	1.593
YDR029W	1.189
YDR030C	1.306
YDR031W	1.173
YDR032C	1.596
YDR033W	1.305
YDR034C	1.484
YDR035W	0.957
YDR036C	1.492
YDR042C	1.053
YDR043C	1.351
YDR046C	1.082
YAL064C-A	1.677
YBL091C-A	1.170
YBR269C	1.323
YBR271W	1.299
YBR273C	1.890
YBR274W	1.094
YBR277C	1.379
YBR278W	1.321
YBR281C	1.745
YBR282W	1.394
YBR283C	1.179
YBR284W	1.891
YBR285W	1.537
YBR286W	1.752
YBR290W	1.087
YBR291C	1.481
YBR292C	1.550
YBR293W	1.174
YBR295W	1.441
YBR296C	1.417
YBR297W	2.073
YBR298C	1.649
YBR300C	0.951
YCL001W-A	2.123
YCR020W-B	2.620
YCR024C	1.040
YCR024C-A	1.028
YCR025C	1.286
YCR026C	1.622
YCR027C	1.384
YCR028C	1.034
YCR031C	1.657
YCR034W	1.180
YCR036W	1.290
YCR037C	1.539
YCR043C	1.251
YCR045C	1.704
YCR049C	1.295
YCR050C	1.876
YCR051W	0.926
YCR059C	1.347
YCR061W	1.241
YCR065W	1.302
YCR066W	1.296
YCR068W	1.190
YCR071C	1.147
YCR073W-A	1.650
YCR076C	1.528
YCR077C	1.385
YCR079W	0.992
YCR081W	1.716
YCR082W	1.145
YCR085W	1.433
YCR086W	0.997
YCR087C-A	1.754
YCR087W	1.543
YJL007C	1.219
YJL016W	1.238
YJL020C	1.208
YJL022W	1.115
YJL023C	1.001
YJL024C	1.109
YJL029C	1.469
YJR001W	1.508
YJR005W	1.308
YJR008W	1.737
YJR009C	1.254
YJR010C-A	1.898
YJR010W	1.282
YJR011C	1.411
YJR014W	1.219
YJR015W	1.155
YJR018W	1.695
YJR019C	1.284
YJR020W	1.113
YJR021C	1.229
YJR024C	1.392
YJR025C	1.495
YJR026W	0.864
YJR030C	2.022
YJR031C	1.189
YJR033C	1.175
YJR035W	1.497
YJR036C	1.364
YJR043C	1.280
YJR048W	1.179
YJR049C	1.398
YJR050W	NaN
YJR051W	1.537
YJR052W	1.272
YJR053W	1.131
YJR054W	1.122
YJR055W	1.355
YJR056C	1.065
YJR058C	1.138
YJR059W	1.415
YJR060W	0.986
YJR061W	1.345
YJR062C	1.252
YJR063W	1.054
YDL096C	0.933
YDL099W	1.362
YDL100C	1.066
YDL101C	1.873
YDL104C	1.221
YDL106C	1.512
YDL107W	0.832
YDL109C	1.126
YDL110C	0.995
YDL112W	0.827
YDL113C	0.875
YDL114W	0.987
YDL116W	0.922
YDL117W	1.517
YDL118W	1.880
YDL119C	1.519
YDL121C	1.210
YDL122W	1.229
YDL123W	1.250
YDL124W	0.984
YDL125C	0.946
YDL127W	0.935
YDL128W	1.426
YDL129W	1.070
YDL130W	1.048
YDL131W	1.694
YDL133W	1.514
YDL134C	1.208
YDL133C-A	1.153
YDL135C	1.210
YDL136W	1.119
YDL137W	1.172
YDL138W	1.274
YDL142C	1.085
YDL144C	1.268
YDL146W	1.109
YDL149W	0.992
YDL151C	1.289
YDL154W	1.493
YDL155W	1.152
YDL156W	1.133
YDL157C	0.886
YDL159W	NaN
YDL161W	1.247
YDL162C	0.803
YDL168W	1.170
YDL169C	1.305
YDL170W	1.448
YDL171C	1.193
YDL172C	1.013
YDL173W	1.069
YDL174C	1.278
YDL175C	1.238
YDL176W	1.212
YDL177C	1.246
YDL178W	1.197
YDL179W	0.982
YDL180W	1.317
YDL181W	NaN
YDL182W	1.821
YDL183C	1.271
YDL184C	0.776
YDL186W	1.881
YDL187C	1.256
YDL188C	0.804
YDL189W	1.117
YDL190C	0.965
YOR325W	1.194
YOR333C	0.951
YOR345C	0.850
YOR366W	1.362
YOR379C	1.202
YNL001W	0.978
YNL004W	1.070
YNL005C	1.012
YNL008C	1.095
YNL009W	0.459
YNL010W	0.751
YNL012W	0.823
YNL013C	0.907
YNL015W	1.293
YNL016W	1.011
YNL020C	1.686
YNL021W	1.804
YNL022C	1.127
YNL023C	1.274
YNL024C	1.320
YNL025C	1.430
YNL027W	1.326
YNL028W	0.925
YNL029C	0.944
YNL030W	1.046
YNL031C	1.011
YNL032W	1.064
YNL034W	1.073
YNL035C	1.598
YNL037C	1.012
YNL040W	1.221
YNL041C	0.782
YNL043C	1.000
YNL044W	0.589
YNL045W	0.993
YNL046W	1.401
YNL049C	0.941
YNL050C	1.373
YNR001C	1.424
YNR002C	1.147
YNR004W	1.054
YNR005C	1.384
YNR006W	1.045
YNR007C	1.064
YNR008W	1.277
YNR009W	1.403
YNR010W	1.537
YNR012W	0.719
YNR013C	1.196
YNR014W	1.174
YNR015W	1.467
YNR018W	1.664
YNR019W	1.095
YNR020C	1.081
YNR021W	0.902
YNR022C	1.390
YNR024W	1.424
YNR025C	1.068
YNR027W	0.804
YNR028W	1.201
YNR029C	1.137
YNR030W	1.534
YNR031C	0.990
YNR032W	1.323
YNR034W	1.366
YNR036C	1.016
YNR037C	0.924
YNR039C	1.249
YNR040W	1.170
YNR041C	1.146
YNR042W	1.157
YNR045W	1.243
YNR047W	1.160
YNR048W	1.136
YNR049C	1.483
YBL095W	1.253
YBL096C	1.270
YBL098W	1.190
YBL099W	1.095
YBL100C	0.924
YBL101C	1.428
YBL102W	1.387
YBL103C	1.371
YBL104C	1.345
YBL106C	1.152
YBL107C	1.328
YBR001C	1.381
YBR003W	1.353
YBR005W	1.178
YBR006W	1.402
YBR007C	1.253
YBR008C	1.191
YBR009C	1.585
YBR010W	1.366
YBR012C	1.640
YBR013C	1.152
YBR014C	1.123
YBR015C	1.273
YBR016W	1.207
YBR018C	1.221
YBR019C	0.724
YBR020W	1.019
YBR021W	0.861
YBR022W	0.937
YBR023C	0.917
YBR024W	0.599
YBR025C	0.739
YBR026C	1.100
YBR027C	0.960
YBR028C	1.021
YBR030W	1.396
YBR031W	1.257
YBR032W	0.842
YBR033W	1.188
YBR034C	1.563
YBR036C	0.969
YBR037C	0.811
YBR040W	0.725
YBR041W	0.845
YBR042C	0.665
YBR043C	1.201
YBR044C	1.036
YBR045C	1.185
YBR046C	1.168
YBR047W	1.153
YBR048W	0.796
YBR050C	0.919
YBR051W	0.900
YBR052C	0.683
YBR053C	0.442
YBR054W	0.806
YBR056W	0.819
YBR057C	0.621
YBR058C	0.893
YBR059C	0.970
YBR061C	0.952
YBR062C	1.157
YBR063C	0.707
YBR064W	1.002
YBR065C	0.852
YBR066C	1.125
YBR067C	0.802
YBR068C	0.687
YBR069C	0.746
YBR071W	1.150
YBR072W	1.031
YBR073W	1.208
YBR074W	0.924
YBR076W	1.127
YBR077C	1.360
YNL146W	0.911
YNL145W	0.701
YNL144C	1.397
YNL143C	0.969
YNL141W	1.534
YNL139C	0.972
YNL136W	0.976
YNL135C	1.010
YNL134C	1.183
YNL133C	2.688
YNL129W	1.330
YNL128W	1.088
YNL127W	1.121
YNL123W	1.253
YNL122C	1.051
YNL117W	0.904
YNL116W	1.343
YNL108C	1.107
YNL101W	1.086
YNL098C	1.050
YNL094W	0.902
YNL092W	1.104
YNL081C	1.384
YNL077W	1.203
YNL069C	1.047
YNL064C	1.125
YNL063W	1.094
YNL057W	1.223
YNL058C	1.371
YNL054W	1.263
YIL099W	1.264
YIL100W	1.199
YIL101C	1.204
YIL103W	0.904
YIL105C	1.135
YIL107C	1.049
YIL108W	1.092
YIL110W	1.073
YIL112W	1.088
YIL113W	1.172
YIL114C	1.280
YIL116W	1.233
YIL117C	0.866
YIL119C	1.220
YIL120W	1.266
YIL121W	NaN
YIL123W	0.781
YIL124W	1.278
YIL125W	NaN
YIL128W	1.242
YIL130W	0.581
YIL132C	1.082
YIL133C	0.995
YIL134W	0.969
YIL135C	1.244
YIL137C	0.878
YIL138C	1.080
YIL139C	0.979
YIL140W	1.000
YIL141W	1.039
YIL145C	1.131
YIL146C	1.617
YIL148W	0.960
YIL149C	0.879
YIL152W	1.167
YIL153W	1.277
YIL154C	1.206
YIL155C	0.842
YIL156W	1.023
YIL157C	0.858
YIL159W	0.930
YIL160C	1.202
YIL161W	1.366
YIL162W	1.229
YIL163C	0.966
YIL164C	1.000
YIL165C	1.056
YIL166C	1.277
YIL167W	0.794
YIL168W	1.027
YIL170W	1.127
YIL173W	0.881
YIR001C	0.881
YIR002C	1.027
YIR003W	1.077
YIR005W	1.090
YIR007W	1.134
YIR009W	0.000
YIR013C	1.231
YIR014W	1.015
YIR016W	0.912
YDL194W	1.019
YDR007W	0.657
YDR048C	0.916
YFR011C	1.354
YFR013W	1.171
YNL051W	1.386
YNL052W	1.196
YNL056W	1.214
YNL065W	1.048
YNL066W	1.607
YNL067W	1.347
YNL068C	1.039
YNL070W	0.879
YNL071W	0.795
YNL072W	1.311
YNL073W	1.079
YNL074C	0.937
YNL076W	1.403
YNL078W	1.366
YNL079C	1.006
YNL080C	1.064
YNL082W	1.749
YNL083W	1.400
YNL085W	1.086
YNL087W	1.180
YNL090W	1.135
YNL091W	1.129
YNL093W	1.306
YNL095C	1.091
YNL097C	1.411
YNL099C	1.015
YNL100W	1.188
YNL104C	0.857
YNL105W	1.232
YNL106C	1.993
YNL107W	1.844
YNL115C	1.041
YNL119W	1.119
YNL120C	1.338
YNL121C	1.091
YNL125C	1.095
YNL130C	1.010
YBR189W	0.814
YCR095C	0.945
YCR102W-A	1.139
YDR058C	0.943
YDR174W	0.889
YDR202C	0.970
YDR205W	0.822
YDR445C	1.026
YDR537C	1.489
YFR039C	1.466
YGL219C	0.787
YGR028W	0.926
YGR032W	0.951
YGR038W	1.021
YGR040W	0.943
YGR050C	0.971
YGR053C	0.892
YGR063C	0.853
YGR086C	1.140
YGR089W	1.104
YGR092W	2.287
YGR093W	1.077
YGR106C	1.232
YGR110W	0.994
YGR117C	1.019
YGR238C	1.116
YGR239C	0.817
YGR248W	0.916
YGR250C	0.932
YJL136C	1.446
YJL137C	1.146
YOL125W	0.964
YJL141C	0.982
YJL160C	0.882
YJL175W	1.223
YJL177W	1.538
YJL213W	0.618
YKL096W-A	0.809
YKL115C	0.814
YKL139W	0.795
YKL194C	0.570
YKL202W	1.299
YKL204W	0.995
YKL215C	0.763
YKL220C	0.897
YKR010C	0.881
YKR019C	0.985
YKR023W	0.916
YKR027W	0.932
YKR028W	0.845
YKR029C	0.785
YKR034W	0.945
YKR036C	0.957
YKR039W	0.708
YKR040C	0.728
YKR041W	1.067
YKR046C	1.189
YKR053C	1.111
YAR002C-A	1.064
YBR083W	1.487
YBR084C-A	1.278
YBR090C	1.290
YBR098W	1.219
YMR119W	1.073
YBR125C	0.718
YBR131W	0.694
YBR150C	1.117
YBR168W	1.393
YBR169C	1.063
YBR270C	1.089
YBR272C	1.003
YBR275C	1.054
YBR276C	1.012
YBR280C	0.570
YBR287W	0.875
YBR288C	1.017
YBR289W	1.194
YBR294W	1.142
YBR301W	1.440
YCL026C-A	1.328
YCR028C-A	1.920
YCR030C	1.678
YCR032W	1.412
YCR033W	2.124
YCR046C	1.377
YCR047C	2.030
YCR048W	1.677
YCR053W	1.669
YCR060W	1.444
YCR067C	1.570
YCR069W	1.762
YCR073C	1.556
YCR075C	1.544
YCR083W	1.382
YCR084C	NaN
YCR088W	1.609
YCR089W	1.127
YBR191W	1.640
YCL035C	1.256
YDR071C	1.559
YDR074W	1.372
YER027C	1.722
YER037W	1.523
YGR155W	1.275
YLR192C	1.616
YLR237W	1.604
YLR246W	1.353
YLR334C	1.075
YLR346C	1.063
YLR358C	1.138
YLR361C	1.254
YLR370C	1.492
YLR382C	1.100
YLR394W	1.557
YLR406C	1.470
YML022W	1.045
YML027W	1.361
YML036W	1.108
YML038C	1.041
YML041C	1.540
YML042W	1.164
YML047C	1.410
YML075C	1.350
YML076C	1.421
YMR048W	0.993
YMR135W-A	1.339
YMR137C	0.989
YMR138W	1.312
YMR139W	1.154
YMR160W	1.414
YMR173W	1.197
YOR298C-A	1.451
YOR364W	1.135
YPL183C	1.510
YPL183W-A	1.239
YPL224C	1.186
YGR295C	1.524
YHR132W-A	1.114
YIL030C	1.887
YIL058W	1.510
YIR023W	1.403
YIR030C	1.577
YIR032C	1.745
YIR043C	1.564
YIR044C	1.727
YJR003C	1.885
YKL053C-A	1.806
YKR106W	1.564
YMR322C	1.328
YNL138W	NaN
YNL140C	2.003
YNL142W	1.668
YNL315C	1.277
YOL155C	1.963
YOR265W	1.887
YOR266W	1.435
YOR267C	1.732
YOR268C	1.817
YOR269W	2.162
YOR270C	1.851
YOR271C	1.374
YOR273C	1.838
YOR274W	1.148
YOR275C	1.621
YOR276W	1.376
YPL004C	1.236
YPL017C	2.125
YPL027W	1.487
YPL034W	1.146
YPL036W	1.111
YPL137C	1.199
YHR005C	NaN
