ORF	hap alpha | chronological lifespan | nonrestricted diet medium (glutamine [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018	hap alpha | chronological lifespan | dietary-restricted medium (gamma-aminobutyric acid [25 mM], minimal complete [standard]) | Campos SE~DeLuna A, 2018
YPR127W	-0.000	-0.003
YPR128C	0.002	0.001
YPR129W	0.005	0.011
YPR130C	0.019	0.031
YPR133W-A	0.005	0.017
YPR134W	-0.007	0.001
YPR138C	-0.001	0.001
YPR140W	0.007	0.001
YPR145W	0.000	-0.002
YPR146C	0.005	0.006
YPR147C	-0.001	0.004
YPR148C	-0.005	0.003
YPR151C	0.006	0.002
YPR152C	0.003	0.005
YPR153W	-0.011	-0.005
YPR154W	0.001	-0.005
YPR155C	-0.001	-0.004
YPR156C	-0.002	-0.002
YPR157W	-0.008	0.002
YPR158W	-0.008	-0.003
YPR163C	0.001	-0.003
YPR164W	-0.003	0.000
YPR166C	-0.001	-0.002
YPR167C	0.002	0.000
YPR170C	0.018	0.012
YPR171W	0.006	0.001
YPR172W	0.012	0.003
YPR173C	-0.048	-0.059
YPR174C	0.004	-0.001
YPR179C	0.010	0.012
YPR184W	-0.017	-0.024
YPR185W	-0.014	-0.039
YPR189W	-0.004	-0.002
YPR191W	-0.003	-0.017
YPR193C	0.003	-0.002
YPR194C	0.001	0.000
YPR195C	0.002	-0.003
YPR196W	-0.005	0.005
YPR197C	-0.006	-0.010
YPR198W	0.005	-0.002
YPR199C	-0.004	-0.002
YPR200C	-0.003	-0.008
YPR201W	0.007	-0.002
