ORF	hap alpha | growth (pooled culture) | gamma-valerolactone [2.3%] | YPGal [2%] | Bottoms S~Piotrowski JS, 2018
YNR025C	0.859
YMR073C	0.685
YOR291W	1.204
YMR092C	0.767
YCL063W	1.191
YGR125W	0.767
YER127W	4.335
YDR214W	0.563
YOL158C	0.881
YKR051W	0.837
YMR192W	1.179
YOR008C	1.461
YPR054W	1.206
YOL112W	0.850
YHR097C	0.780
YOR013W	0.548
YLR041W	0.822
YNL008C	0.857
YOR090C	1.165
YDR314C	0.839
YOL004W	0.705
YGL221C	0.832
YOR283W	1.176
YOL083W	0.840
YPL051W	1.197
YKR036C	0.810
YJR008W	0.798
YIL089W	1.173
YPR073C	0.843
YLL026W	1.169
YKR076W	1.208
YBR185C	0.834
YNR033W	0.838
YGR027C	1.365
YKL038W	0.827
YGL083W	1.171
YBR041W	0.691
YMR316W	1.182
YOR230W	0.802
YIL088C	1.212
YDR085C	1.235
YHR202W	0.882
YHL030W	0.853
YCL013W	0.800
YKL213C	1.732
YMR272C	0.506
YNR030W	1.187
YOL059W	1.185
YEL017C-A	0.840
YBR138C	1.163
YGR268C	1.150
YBR098W	0.923
YCR087C-A	0.825
YDR517W	0.835
YOR014W	0.496
YPL245W	0.811
YGL085W	0.793
YHR152W	0.834
YJL210W	0.864
YKR003W	1.186
YMR320W	1.144
YPR015C	0.822
YLR109W	1.250
YOR316C	1.149
YMR306W	0.868
YLR367W	0.501
YMR146C	5.545
YDL125C	5.918
YOR079C	0.715
YHR131C	0.343
YML038C	1.149
YOR139C	0.701
YDR132C	0.760
YHR155W	1.186
YMR174C	1.192
YNL024C	0.859
YER186C	1.154
YJL150W	0.832
YKL053W	0.701
YER118C	1.182
YGR086C	0.799
YDR419W	3.709
YOR191W	1.216
YBR189W	0.668
YER085C	0.795
YAL034C	0.860
YNL332W	0.867
YNL234W	1.191
YDL089W	0.862
YKR026C	0.834
YBR298C	1.183
YHR132C	0.848
YGR088W	1.229
YPR077C	0.873
YBR261C	1.185
YGL094C	1.175
YIL007C	1.124
YDL169C	0.792
YGL086W	1.204
YOR052C	1.176
YHR114W	1.159
YOL084W	1.170
YGR247W	0.868
YMR095C	0.643
YPL025C	1.253
YHL010C	0.843
YOL136C	0.843
YLL063C	0.874
YNL291C	0.713
YBR037C	10.143
YJR057W	10.142
YLR181C	1.464
YLR208W	10.142
YOR250C	3.868
YOL143C	10.141
YCL049C	1.128
YLL010C	1.138
YPR146C	2.437
YMR184W	10.141
YDR290W	1.191
YMR153W	0.831
YDL090C	10.141
YOL123W	10.141
YDR087C	10.140
YOR337W	0.815
YMR246W	1.159
YDR321W	1.240
YGR174C	0.861
YHR112C	1.167
YKL211C	0.400
YDR147W	4.783
YHR143W-A	8.481
YGL130W	8.481
YPL184C	1.144
YBR067C	8.482
YER161C	8.475
YPL037C	1.164
YJL089W	0.829
YNL141W	1.136
YER121W	1.198
YGL087C	0.840
YAL064C-A	0.868
YPL141C	0.870
YDR520C	1.162
YNL279W	0.869
YDR363W	0.733
YML052W	1.139
YDL229W	1.153
YLR108C	0.489
YGR275W	1.855
YKR093W	1.142
YBR064W	1.167
YOL039W	1.148
YDL035C	1.172
YDR072C	0.831
YNL125C	1.172
YLR237W	1.237
YFR033C	0.839
YBR270C	1.179
YOR376W	0.853
YLR218C	0.724
YEL009C	3.269
YOR245C	0.831
YHR163W	1.119
YOR306C	0.881
YLR374C	0.754
YDR159W	1.326
YLR443W	0.351
YOL117W	1.214
YLR392C	0.720
YFL012W	0.896
YBR214W	0.860
YEL042W	1.211
YER067W	0.840
YOL052C	0.833
YML020W	0.844
YNL092W	0.829
YCR006C	0.160
YGR053C	1.177
YDR358W	0.160
YHL019C	1.157
YPL062W	0.613
YDR477W	0.691
YIL045W	0.865
YNL322C	0.753
YCR017C	0.791
YHR111W	0.751
YNL067W	1.240
YBR277C	1.227
YJR050W	0.600
YHL024W	1.162
YCR099C	1.148
YMR271C	0.885
YDL156W	0.851
YNL085W	1.232
YOR348C	0.876
YOR288C	0.867
YNL081C	0.715
YER091C	1.178
YER180C	0.878
YDL179W	1.165
YOR365C	1.184
YBL106C	1.157
YPL073C	0.809
YMR209C	1.144
YBR083W	0.847
YOR346W	1.146
YNL206C	1.182
YDL201W	1.167
YJL013C	0.846
YDR163W	1.330
YMR106C	0.829
YPL203W	0.880
YPL250C	0.120
YDR059C	1.200
YDL184C	0.869
YHR140W	2.151
YDR503C	0.876
YDL106C	0.800
YGL037C	1.169
YJL170C	0.880
YBR014C	0.867
YIR015W	8.295
YBR099C	1.133
YGR287C	1.119
YML090W	0.886
YPL232W	1.164
YKR069W	1.201
YOR035C	0.514
YBR250W	1.130
YLR128W	0.834
YMR194C-A	1.281
YPL179W	1.169
YBR008C	1.126
YPL206C	1.227
YML079W	4.070
YLR015W	0.707
YML106W	3.968
YLR390W	2.089
YIL010W	1.160
YGR016W	1.205
YOR237W	0.596
YGR153W	4.678
YJR094W-A	1.127
YLR291C	8.100
YDR165W	8.125
YMR173W-A	0.865
YDR070C	0.614
YOL164W-A	3.133
YDL098C	3.133
YGL024W	0.492
YOL013W-B	1.155
YJR134C	1.156
YDR349C	0.863
YHR130C	1.157
YOR121C	0.556
YEL023C	1.139
YLR394W	0.841
YDR335W	0.781
YKL087C	1.279
YIR016W	1.106
YMR099C	0.856
YHL005C	0.360
YGL263W	1.129
YCR007C	0.757
YKL139W	0.163
YOR186W	0.165
YOL016C	0.876
YDL109C	0.832
YKL101W	0.776
YLR406C	0.745
YNL205C	1.165
YHR129C	0.828
YKR096W	0.848
YMR186W	1.143
YMR078C	0.160
YER130C	0.371
YLR087C	1.146
YMR294W-A	1.138
YOR100C	1.176
YPL095C	1.134
YPL038W	0.528
YIL153W	0.401
YDR541C	1.111
YOR184W	1.111
YIL014W	1.135
YEL059W	1.155
YKR021W	1.172
YKR056W	0.799
YJL201W	1.130
YNL339C	0.905
YNL023C	0.901
YOL155C	1.136
YFR010W	1.270
YNR010W	0.760
YJR030C	0.646
YLR233C	1.196
YOR208W	0.871
YLR456W	0.885
YMR026C	0.531
YJL206C	1.130
YDR447C	1.172
YKL156W	0.847
YOR322C	0.892
YKL040C	1.222
YJL175W	1.203
YDR255C	0.672
YMR302C	0.754
YML072C	1.123
YPL174C	0.733
YLR435W	0.811
YGR040W	0.873
YDR033W	1.250
YBR031W	1.197
YDR469W	1.257
YDL114W	0.592
YML030W	0.882
YKL150W	0.876
YGR011W	1.146
YEL048C	0.877
YPR042C	0.858
YLR169W	0.756
YJL196C	1.140
YLR187W	0.736
YJR078W	0.877
YBR061C	0.779
YAR031W	1.141
YGL222C	1.138
YDR513W	0.871
YOL019W	0.889
YBR230C	1.157
YIL105C	1.122
YKR074W	0.840
YPR156C	1.139
YOR333C	1.132
YDL188C	1.139
YDR213W	0.827
YLR388W	1.198
YBL061C	1.148
YOR382W	0.895
YNL109W	0.789
YFR035C	1.125
YOL093W	0.899
YJL043W	1.157
YBR051W	0.763
YMR110C	0.849
YGR014W	0.814
YNL063W	1.158
YMR250W	1.117
YOL116W	1.109
YBR028C	0.854
YNL034W	0.892
YDL199C	0.914
YLR309C	0.877
YPL007C	8.219
YGR107W	0.839
YMR226C	1.248
YDL129W	8.219
YDR185C	0.851
YNL182C	8.219
YDR179W-A	2.107
YOL097C	8.219
YOR221C	1.261
YJL203W	8.219
YDL048C	1.157
YBL029C-A	8.219
YLR340W	8.219
YDR237W	8.219
YLR424W	8.219
YML129C	8.219
YJL011C	8.219
YPR062W	0.899
YGR003W	0.763
YLL035W	8.219
YPL136W	0.866
YGR076C	8.219
YLR152C	1.265
YDL064W	8.219
YDL141W	8.218
YGR041W	8.218
YOR165W	1.136
YBR209W	0.882
YOR305W	8.218
YDR240C	8.218
YJL096W	8.218
YOR158W	8.218
YCR052W	8.218
YDR395W	0.895
YER082C	8.218
YIL108W	0.873
YMR208W	8.218
YPL246C	0.893
YCR054C	8.218
YKL137W	4.609
YPL042C	8.218
YHR132W-A	1.110
YJR022W	8.218
YOR312C	0.530
YDL044C	8.218
YGR172C	8.218
YPL178W	0.770
YLR457C	8.218
YJR096W	1.109
YML130C	8.218
YHR037W	1.102
YBR152W	8.218
YNR049C	1.135
YLR363W-A	8.218
YBR279W	8.218
YBR044C	0.400
YBR022W	1.099
YER185W	1.111
YJL180C	8.218
YGR005C	8.218
YIL040W	1.122
YNL169C	0.789
YBR252W	8.218
YDL028C	8.218
YGL170C	0.867
YLR065C	8.218
YOR057W	8.218
YMR222C	0.892
YPL070W	1.157
YKL078W	8.218
YCL028W	0.884
YNR070W	8.218
YIL075C	8.218
YDR500C	8.218
YJL077W-B	8.218
YIL106W	7.871
YHL015W-A	8.218
YLR438C-A	7.871
YOR266W	0.873
YBR109C	8.218
YPL087W	0.858
YBR202W	7.871
YML110C	8.218
YCL033C	7.870
YIL158W	0.899
YDL031W	8.218
YJL143W	7.870
YEL055C	8.218
YPR159C-A	7.870
YKL015W	1.189
YEL058W	8.218
YLR275W	7.869
YDL171C	0.879
YDR299W	8.218
YGL131C	0.904
YDR182W-A	7.869
YMR130W	0.889
YDL166C	8.218
YEL068C	0.886
YDR188W	7.869
YNL240C	8.217
YIL009W	7.869
YDR432W	8.217
YNL330C	7.868
YER148W	8.217
YMR247C	1.115
YPL194W	4.609
YBR217W	0.894
YGL254W	1.106
YBL052C	1.131
YAL022C	0.861
YGR207C	0.857
YGL035C	1.185
YNL134C	1.147
YHR043C	1.100
YCL075W	0.888
YGL230C	1.117
YML021C	0.862
YLR415C	1.137
YHR125W	1.144
YHL047C	1.093
YER128W	0.874
YOR083W	1.098
YDR055W	0.568
YGR203W	1.125
YPR061C	0.885
YPR118W	1.113
YMR086W	1.303
YOR007C	0.880
YMR251W-A	0.886
YCL027W	0.683
YDR389W	0.420
YLR093C	1.130
YML058W	1.111
YFR045W	1.111
YHR032W	0.909
YNL031C	0.880
YPR167C	1.136
YPL121C	0.445
YNL334C	0.696
YML095C	1.122
YJL132W	1.147
YBR162W-A	1.159
YBR287W	0.890
YLR120C	0.870
YDR248C	0.809
YPL189W	0.898
YKL065C	0.946
YNL290W	4.085
YLR107W	0.832
YMR019W	1.104
YOR010C	1.119
YER162C	0.898
YLR312C	0.893
YDR504C	0.905
YML035C	0.604
YIL099W	0.874
YOR280C	1.100
YDR107C	0.817
YCR107W	1.109
YMR318C	1.099
YKL123W	0.887
YNL327W	0.896
YLR279W	0.901
YMR159C	0.868
YBR188C	0.870
YOR097C	1.111
YNL093W	0.372
YCR027C	1.173
YGR085C	1.260
YMR124W	0.580
YGR149W	0.575
YNL181W	0.154
YNR040W	1.101
YGL217C	1.134
YJR026W	0.858
YOR005C	0.858
YGL228W	1.249
YLR342W	0.870
YDR156W	0.799
YKL124W	0.843
YKR106W	1.093
YKL017C	0.889
YMR063W	1.104
YGL080W	0.896
YBR271W	0.865
YJL007C	0.894
YMR305C	0.897
YML046W	2.207
YGR122W	1.157
YLR176C	1.231
YER144C	1.102
YKL081W	0.787
YJR053W	0.583
YNR057C	0.898
YHR077C	0.889
YOR066W	0.738
YJR145C	1.243
YLR376C	1.129
YDR139C	0.459
YHR156C	1.290
YJL044C	0.870
YCR098C	0.908
YHR076W	1.143
YLR429W	0.834
YHR096C	0.599
YER035W	0.901
YDL192W	1.194
YER020W	0.725
YBR301W	1.139
YBR228W	0.906
YDR256C	0.844
YBR072W	1.107
YOR247W	1.138
YKL074C	1.097
YAR047C	0.922
YKR102W	0.908
YFR011C	1.123
YGR080W	0.879
YAL028W	1.097
YHL021C	1.077
YKR090W	0.899
YDR528W	1.093
YPR125W	1.110
YJR052W	0.565
YOR275C	1.223
YLR134W	0.888
YGL050W	0.884
YFL034W	1.107
YHL009C	1.127
YPL003W	0.851
YJR039W	0.900
YPL055C	0.841
YAL017W	0.926
YIL152W	1.102
YDR206W	1.587
YLR380W	0.900
YMR299C	0.852
YOR081C	0.885
YNL095C	1.095
YFR054C	1.102
YKL197C	0.875
YCR091W	0.898
YGR292W	0.921
YMR121C	0.872
YAL031C	0.919
YKL147C	0.907
YIL136W	0.911
YGR008C	0.885
YIL028W	0.667
YDR458C	0.593
YOL104C	1.098
YBR212W	1.080
YIR007W	1.086
YLR448W	0.673
YBR182C	1.092
YGR038W	0.921
YLL055W	0.728
YDR310C	0.860
YHR044C	1.091
YAR003W	0.651
YLL056C	0.898
YLR413W	0.724
YGL067W	0.845
YGR263C	0.909
YJL117W	1.137
YDR110W	0.895
YDR119W	0.876
YHR108W	1.121
YJR116W	1.093
YGL253W	1.105
YHR061C	0.610
YCR001W	0.593
YOR379C	1.098
YDL019C	0.677
YNL054W	0.584
YDR218C	1.149
YOR381W	1.073
YPL229W	0.907
YFL027C	0.898
YAL008W	1.097
YDR171W	1.121
YMR027W	0.908
YEL028W	0.903
YGR035C	0.874
YLR031W	1.122
YDL080C	0.453
YCR092C	1.119
YDR493W	0.914
YER041W	0.891
YDL186W	0.919
YGR273C	0.911
YPR199C	1.075
YER158C	1.093
YKL056C	2.106
YOR140W	0.863
YBL091C-A	1.085
YOR368W	0.909
YIL030C	0.879
YHR103W	0.881
YKR098C	1.093
YHR021W-A	0.907
YKL174C	1.100
YOR345C	1.099
YMR304W	2.421
YFR039C	1.089
YKR050W	0.886
YGL248W	0.871
YNL065W	0.901
YGL199C	1.108
YNL106C	0.899
YJL149W	0.697
YDR202C	1.420
YFR055W	1.081
YNL030W	1.085
YOR173W	0.904
YIR020C	0.932
YAR050W	1.070
YDR524W-C	2.598
YFR013W	1.099
YGL151W	0.866
YOR161C	2.511
YPR154W	0.845
YKL161C	1.094
YER098W	1.095
YNL304W	1.099
YGL175C	0.918
YNL198C	0.711
YLR451W	0.833
YDR304C	1.093
YML048W	0.923
YKR052C	1.127
YER073W	0.907
YCR076C	1.073
YMR233W	1.107
YGL205W	0.908
YDR297W	1.079
YGL015C	0.778
YEL012W	0.933
YFR020W	0.914
YMR172C-A	0.912
YPL140C	1.081
YGR049W	0.887
YML111W	0.922
YLL032C	0.924
YOR188W	0.906
YBR065C	1.098
YER019C-A	1.103
YKL177W	0.923
YLR341W	1.106
YLR426W	0.886
YLR453C	1.079
YDR099W	0.869
YGR060W	5.729
YNL159C	0.916
YPL271W	5.729
YIL146C	0.925
YLR131C	1.134
YEL010W	0.168
YPL046C	0.174
YGL060W	0.735
YBR284W	0.885
YNL145W	1.080
YER137C	1.092
YBR280C	0.915
YPL074W	0.929
YMR137C	1.097
YMR100W	1.188
YIL096C	0.901
YJL107C	0.934
YDR026C	0.885
YGR127W	1.080
YLR262C	0.237
YLR097C	0.905
YER056C	1.067
YGL138C	0.228
YBL037W	0.228
YKR032W	0.222
YDR217C	0.225
YER153C	0.920
YIL140W	0.926
YLR042C	0.906
YER120W	0.914
YGL121C	0.911
YGL146C	0.701
YLL005C	0.884
YOL098C	1.093
YBR019C	0.928
YPL191C	0.508
YOL038W	2.014
YGR239C	0.929
YMR164C	0.922
YNR018W	0.936
YHR025W	0.817
YOR166C	1.073
YDL189W	1.068
YHL013C	0.914
YNR061C	0.856
YPR185W	1.110
YER053C	0.919
YOR125C	1.236
YMR205C	0.843
YPL127C	1.086
YKL106W	1.111
YLR126C	1.080
YEL041W	1.084
YBR118W	0.554
YMR002W	0.909
YLR189C	0.783
YNL015W	0.927
YHR123W	0.928
YNL208W	1.094
YDR253C	1.092
YOR314W	0.932
YER089C	1.069
YJR150C	1.093
YER072W	0.918
YLR205C	1.088
YOL032W	0.915
YLR164W	0.851
YIL148W	0.887
YOL001W	1.141
YJL165C	0.924
YJL099W	0.688
YNL325C	0.913
YML028W	0.925
YMR135W-A	1.073
YNL253W	0.918
YMR300C	0.914
YGR183C	0.643
YNL219C	0.907
YKR104W	0.905
YGL132W	0.593
YPL130W	1.081
YOR163W	1.114
YKL058W	2.245
YHR049W	1.066
YOR225W	0.917
YHR150W	0.932
YPL128C	5.814
YER175W-A	2.435
YML042W	0.933
YKR002W	5.814
YMR147W	0.932
YCR095W-A	5.814
YKL218C	5.814
YDL110C	1.069
YOL049W	5.814
YLR074C	5.814
YFR003C	5.814
YHR159W	5.977
YHR088W	4.612
YKL068W-A	5.972
YDR090C	1.091
YPR088C	5.814
YGL246C	5.973
YHL042W	5.814
YIL001W	0.940
YKR022C	5.814
YMR182W-A	5.814
YGR111W	0.933
YJR054W	5.814
YJR069C	1.068
YLR412C-A	5.814
YNL317W	5.814
YNL158W	5.814
YNL311C	1.068
YKR072C	0.917
YBR102C	5.814
YMR033W	5.814
YLR177W	1.125
YNL308C	5.814
YCL010C	1.112
YKL006C-A	5.814
YBR184W	1.085
YFL016C	5.814
YBL080C	5.814
YDR509W	1.076
YGR184C	1.075
YPL228W	5.814
YGL110C	0.868
YDL217C	5.814
YAL046C	0.923
YAL032C	5.814
YLR460C	1.062
YOR319W	5.814
YOL015W	1.107
YGL250W	5.814
YNL329C	5.814
YDR145W	5.814
YHR184W	1.064
YLR295C	5.814
YGR271C-A	1.926
YHR071W	5.814
YPL218W	5.814
YOR161C-C	5.814
YPL259C	0.934
YCL026C-B	5.598
YPL076W	5.814
YNL152W	5.598
YDR179C	5.814
YHR026W	5.598
YHR065C	5.814
YNL312W	5.597
YGL070C	5.814
YBR221W-A	5.597
YLL001W	1.115
YOR150W	5.814
YMR172W	1.076
YBL016W	5.814
YNL231C	0.932
YDR178W	5.814
YDL107W	5.814
YDR324C	5.813
YBL003C	5.813
YJL012C	5.813
YML047C	1.063
YJR152W	0.908
YKL136W	0.932
YER054C	1.057
YDR269C	0.886
YMR067C	0.903
YJR137C	1.088
YML034C-A	1.071
YBR047W	1.071
YFL025C	0.932
YOR015W	1.082
YDL010W	0.875
YDR144C	0.882
YFL049W	0.924
YDL202W	0.178
YEL033W	0.915
YDR461W	1.053
YGR270W	0.888
YER014C-A	0.178
YLR064W	0.527
YNL307C	0.915
YGR093W	0.172
YLR238W	0.908
YGR084C	0.918
YBR001C	1.061
YLR135W	1.096
YOR042W	1.087
YOR268C	0.927
YNL136W	0.913
YPR055W	0.244
YPR193C	0.937
YLR334C	0.244
YJL128C	0.684
YGL192W	0.244
YNL032W	0.237
YHR085W	0.244
YBR207W	1.074
YDL063C	1.127
YEL039C	0.927
YAL030W	1.067
YPR094W	0.215
YER052C	0.215
YAR014C	0.215
YGL004C	0.840
YHL016C	0.925
YNL249C	1.072
YOR229W	0.909
YGR209C	0.952
YGR225W	1.062
YJL105W	0.942
YLR180W	1.154
YKR029C	0.918
YNL010W	1.052
YBR273C	1.073
YGL249W	0.938
YAR027W	1.059
YNL020C	1.074
YIL139C	0.934
YGR221C	1.073
YDR112W	0.922
YFL044C	0.936
YAL068C	1.061
YCR069W	1.060
YLL062C	1.070
YJR083C	1.061
YMR261C	0.933
YOR367W	1.089
YIL114C	1.076
YOL063C	1.103
YBR066C	0.896
YLR210W	1.060
YOR008C-A	1.075
YNL199C	1.125
YGR142W	0.924
YJR038C	0.936
YGR017W	0.928
YOL070C	0.925
YMR068W	0.709
YGR071C	0.947
YJL084C	0.948
YBL062W	1.070
YNL071W	0.779
YGR026W	1.081
YJR091C	0.932
YIL137C	0.952
YGL226C-A	0.921
YCR087W	0.942
YNL089C	1.090
YFR047C	1.058
YMR313C	1.047
YNL090W	0.940
YNL315C	1.818
YDR153C	0.926
YOR012W	1.076
YER047C	0.592
YML120C	0.939
YDL170W	0.752
YIR042C	0.943
YPR039W	0.938
YKR005C	0.453
YOR243C	0.916
YPR114W	0.951
YGR276C	1.071
YDR281C	0.942
YLR436C	0.932
YPR030W	0.941
YMR111C	0.924
YKL097C	0.932
YML027W	0.437
YLR398C	0.885
YKR010C	1.568
YJL057C	1.068
YGR045C	1.056
YDR142C	0.907
YPL072W	1.211
YFL014W	0.544
YDL224C	1.063
YOR115C	0.899
YOL095C	0.843
YDR207C	0.882
YGR199W	1.062
YER044C	1.877
YLR297W	1.510
YOR124C	0.913
YBR292C	1.069
YBR111C	0.941
YMR065W	0.893
YOR103C	2.048
YER124C	0.955
YPL033C	1.072
YNL323W	1.072
YJR019C	0.931
YEL067C	0.949
YCL057W	1.070
YMR123W	0.890
YPL256C	0.938
YMR224C	0.786
YGR050C	0.949
YMR199W	0.940
YML008C	0.800
YNL223W	0.794
YBR178W	0.844
YKR023W	1.067
YMR104C	1.061
YEL056W	0.949
YPR129W	1.067
YNL305C	1.065
YER184C	1.065
YEL014C	1.049
YBL060W	1.056
YGL133W	0.944
YLR054C	2.928
YBL048W	1.053
YIL165C	1.047
YKL100C	0.927
YHR199C	1.054
YOR108W	0.722
YPR006C	1.056
YDR063W	0.846
YLR122C	1.142
YOR255W	1.054
YLR151C	0.546
YGR144W	1.052
YDR537C	1.050
YPL205C	1.055
YKL157W	1.058
YDR277C	0.932
YLR170C	0.913
YKR046C	0.911
YNL068C	0.935
YDR378C	1.231
YDR522C	0.947
YMR254C	1.047
YNL043C	0.862
YDR326C	0.923
YMR087W	1.048
YBL066C	0.956
YHR110W	0.937
YPL187W	0.937
YGL208W	1.042
YGR286C	1.047
YGR069W	0.767
YCR015C	0.940
YMR143W	1.108
YCL046W	0.943
YGL028C	1.072
YML123C	1.047
YJR061W	0.942
YLR290C	0.944
YGL149W	0.917
YNL227C	1.149
YML016C	1.085
YOL090W	0.937
YFR007W	1.042
YLR344W	0.933
YLR287C-A	0.912
YBR244W	0.934
YDR319C	1.150
YIL014C-A	0.965
YDL190C	0.633
YCR036W	0.947
YGR129W	1.055
YGL039W	0.925
YDR124W	0.917
YCR037C	1.045
YDR152W	0.933
YOR271C	1.044
YIL065C	0.959
YBR281C	0.951
YNL187W	2.829
YGR197C	1.047
YHR134W	1.103
YPL177C	0.954
YJL199C	1.046
YMR276W	1.047
YDR116C	0.912
YER030W	1.092
YNR058W	1.042
YOR058C	0.934
YGR213C	1.049
YER061C	0.893
YCR044C	1.050
YBR036C	1.122
YIL092W	1.056
YJL212C	1.039
YMR053C	0.958
YDR155C	0.929
YER060W	0.957
YDL001W	1.085
YOL088C	0.953
YJL126W	0.850
YDL130W	1.237
YHR017W	1.042
YGR223C	1.046
YLR057W	0.840
YLR191W	0.635
YDR383C	1.131
YGL158W	1.052
YLR324W	0.951
YDR258C	1.096
YJR127C	1.044
YGL235W	0.925
YDR169C	1.065
YOL114C	1.038
YPL048W	0.950
YFL010W-A	1.363
YHR182W	1.045
YBL036C	1.037
YOR301W	0.960
YER034W	1.046
YGL032C	1.082
YFR023W	0.947
YGR032W	0.943
YJR103W	0.965
YLR445W	0.956
YPR028W	1.037
YMR195W	1.041
YDR242W	1.054
YLL042C	1.040
YER010C	1.042
YER081W	1.055
YAL067C	0.964
YGR126W	0.959
YAL023C	0.960
YKR091W	0.949
YBL053W	1.041
YLR110C	1.081
YBR073W	1.044
YCR028C-A	1.117
YDR307W	0.946
YOR164C	1.043
YGR208W	0.966
YBR043C	1.048
YCR011C	0.955
YGL256W	1.036
YDR051C	0.954
YJR130C	1.313
YDL133C-A	0.931
YOL048C	0.963
YCL036W	1.392
YPR200C	0.955
YDR272W	1.046
YIL054W	0.954
YGR157W	0.930
YOL101C	1.046
YMR161W	1.048
YER091C-A	1.036
YCR071C	0.929
YOR385W	1.038
YLR098C	0.962
YOR011W	0.963
YDR210W	1.065
YJL178C	0.953
YGR007W	1.035
YOR027W	1.042
YCL048W	0.958
YOR033C	0.847
YNL004W	1.033
YGL260W	0.950
YLR075W	1.684
YCL011C	0.941
YOR156C	0.946
YPL152W-A	1.523
YBR058C	1.046
YNL165W	1.039
YDR056C	0.958
YJL065C	1.038
YER142C	0.973
YMR253C	1.032
YML107C	0.948
YOR356W	1.034
YDL023C	0.914
YNL292W	1.035
YGR271W	1.028
YMR238W	0.959
YBL089W	1.033
YDR317W	0.957
YHR185C	1.034
YOL106W	0.968
YNR056C	0.967
YKL142W	1.058
YLR154C	1.073
YOR137C	0.951
YPR155C	0.962
YER129W	1.041
YIL036W	0.964
YDL164C	0.699
YHR001W-A	0.963
YDR130C	0.907
YNL122C	0.967
YMR170C	0.967
YJL047C	0.925
YIL050W	1.028
YMR074C	0.967
YBL047C	1.054
YER096W	0.966
YAL048C	0.957
YJL115W	0.920
YER145C	0.975
YDR271C	0.820
YOL013C	1.028
YBL104C	1.032
YEL053C	0.970
YDR516C	1.032
YCR063W	0.912
YOL042W	0.943
YCR020C	1.033
YOR055W	0.959
YOL128C	0.975
YBR057C	1.028
YER181C	1.026
YNL233W	1.032
YPL137C	1.032
YBR295W	1.045
YDR360W	1.067
YER066W	0.896
YHL036W	1.391
YBR034C	1.032
YOR016C	1.030
YBL049W	1.033
YOR277C	0.957
YHL006C	0.976
YJL208C	0.700
YBR053C	1.039
YGL049C	1.031
YIR002C	1.024
YLR213C	0.961
YDL076C	0.936
YML128C	1.033
YMR119W-A	0.974
YHR139C	1.039
YFR015C	0.974
YKL091C	0.975
YLL025W	0.964
YPR011C	0.951
YKL163W	1.034
YHR106W	0.973
YML055W	0.973
YAR030C	0.977
YIR003W	0.971
YBR241C	0.960
YOR113W	0.969
YNL116W	1.035
YMR011W	1.034
YDL154W	1.039
YML109W	0.970
YDR123C	1.110
YJR032W	0.924
YAL066W	0.973
YBR010W	1.030
YIL100W	0.885
YGR148C	1.041
YDL203C	1.025
YOL030W	0.975
YMR160W	1.026
YKL183W	0.978
YNL295W	0.967
YLR393W	0.914
YLR239C	0.895
YPR151C	0.972
YLR062C	0.967
YMR163C	1.024
YPR170C	0.971
YCL069W	0.976
YDL054C	0.979
YOL113W	1.020
YHR153C	0.945
YML099C	1.171
YBR006W	0.978
YGL140C	0.973
YPL240C	1.020
YDR244W	0.947
YML012W	0.974
YBR260C	1.029
YDL180W	0.969
YOR298C-A	0.972
YLL054C	0.978
YBR105C	1.025
YGR061C	1.043
YJR092W	0.978
YJL024C	0.961
YDR209C	1.041
YNL333W	0.980
YBL088C	1.021
YOL081W	1.042
YGL211W	0.970
YPL088W	1.024
YPL109C	1.024
YGR117C	0.976
YPL207W	0.977
YFL004W	0.984
YER175C	0.979
YPL236C	1.025
YNL156C	0.977
YJL197W	1.021
YKL208W	1.029
YDR120C	1.081
YGL124C	1.041
YOR175C	0.980
YBL064C	1.018
YPL196W	0.977
YDR095C	0.961
YGR232W	1.026
YCL009C	0.978
YDR320C	0.968
YKL005C	1.021
YOR252W	1.017
YDR476C	0.982
YLR184W	1.044
YFR040W	0.974
YER113C	0.984
YLR183C	1.037
YMR317W	0.984
YBR258C	0.976
YPR188C	1.023
YDR143C	1.027
YML102W	0.969
YNR014W	1.020
YJR037W	0.984
YKL179C	0.982
YOR339C	0.980
YHR124W	0.978
YLR422W	0.979
YKL201C	1.010
YMR251W	0.978
YLR194C	1.020
YNL324W	0.978
YJL198W	0.982
YGL215W	1.017
YIL085C	0.983
YBR085W	0.981
YJL134W	0.982
YOR044W	0.884
YMR116C	0.927
YNL104C	1.030
YPL214C	0.956
YNL009W	1.015
YHR067W	0.952
YCR008W	0.981
YML076C	1.013
YHR115C	1.020
YCR032W	1.013
YPL195W	0.981
YOL062C	1.016
YNL029C	1.014
YDR250C	1.037
YLR143W	0.971
YPL135W	1.022
YLR320W	1.035
YOR334W	0.980
YER057C	0.983
YHR105W	0.988
YMR278W	0.984
YLL002W	0.933
YKR094C	0.984
YOR195W	0.986
YMR279C	0.986
YDR219C	1.025
YER108C	0.982
YDR430C	1.012
YIL044C	0.984
YEL047C	0.984
YJL095W	1.013
YMR306C-A	0.988
YBL107C	1.015
YOR178C	0.974
YLR220W	0.973
YPL099C	1.016
YGL059W	1.010
YMR101C	1.012
YDR203W	0.984
YDR233C	1.010
YML050W	0.988
YDR488C	1.014
YBR084C-A	0.974
YPR022C	1.013
YKL140W	1.011
YJR062C	1.011
YJR124C	1.010
YPL248C	0.986
YGR118W	0.974
YKR033C	1.011
