ORF	hap a | cytosolic pH | standard [standard] | Orij R~Smits GJ, 2012
YPR070W	7.055
YPR071W	7.004
YPR073C	7.012
YPR074C	7.004
YPR075C	7.018
YPR076W	6.996
YPR077C	7.001
YPR078C	7.000
YPR079W	7.038
YPR083W	6.984
YPR084W	7.009
YPR089W	7.025
YPR091C	7.011
YPR092W	6.986
YPR093C	7.016
YPR095C	6.981
YPR096C	7.026
YPR097W	7.033
YPR098C	6.999
YPR106W	6.986
YPR109W	6.992
YPR111W	6.958
YPR114W	7.008
YPR115W	6.983
YPR117W	6.958
YPR118W	7.021
YPR119W	6.975
YPR120C	6.970
YPR121W	7.012
YPR122W	6.979
YPR123C	6.968
YPR125W	6.984
YPR126C	7.044
YPR127W	7.059
YPR128C	7.004
YPR129W	6.969
YPR130C	7.026
YPR132W	7.009
YPR134W	6.990
YPR135W	7.029
YPR138C	6.979
YPR140W	7.007
YPR141C	7.037
YPR145W	7.029
YPR146C	6.989
YPR147C	7.016
YPR148C	6.976
YPR149W	6.975
YPR150W	7.018
YPR151C	6.980
YPR152C	6.962
YPR153W	7.002
YPR154W	7.038
YPR155C	7.049
YPR156C	7.041
YPR157W	7.040
YPR158W	7.050
YPR160W	7.024
YPR164W	7.028
YPR167C	7.015
YPR170C	7.032
YPR171W	7.014
YPR172W	6.992
YPR173C	7.048
YPR174C	7.036
YPR179C	7.021
YPR184W	7.026
YPR185W	7.051
YPR188C	7.029
YPR189W	7.010
YPR191W	7.019
YPR192W	7.016
YPR193C	6.986
YPR194C	7.041
YPR195C	7.066
YPR196W	7.050
YPR197C	6.934
YPR198W	7.026
YPR199C	6.998
YPR200C	7.012
YPR201W	7.009
