orf	hom | growth (spot assay) | cumene hydroperoxide [0.035-0.11 mM] | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | diamide | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | hydrogen peroxide [0.75-1.6 mM] | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | linoleic acid hydroperoxide [0.045-0.08 mM] | SC | Thorpe GW~Dawes IW, 2004	hom | growth (spot assay) | menadione [0.5-1.2 mM] | SC | Thorpe GW~Dawes IW, 2004
YPR036W	0.0	-3.328420006692352	-0.030038478540162818	0.0	-13.108718828198665
YPR043W	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YPR047W	0.0	0.01124466218477178	-5.977657229492232	0.0	-2.1847864713664444
YPR058W	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YPR059C	0.0	-3.328420006692352	-0.030038478540162818	0.0	0.0
YPR074C	-1.3280792850420304	-1.1019768941076027	-4.986387437666887	-2.2834666816542724	-4.369572942732889
YPR078C	0.0	0.01124466218477178	-0.030038478540162818	0.0	-2.1847864713664444
YPR087W	0.0	-4.441641562984726	-0.030038478540162818	-1.1417333408271362	0.0
YPR099C	0.0	0.01124466218477178	-5.977657229492232	-1.1417333408271362	0.0
YPR100W	0.0	0.01124466218477178	-5.977657229492232	0.0	0.0
YPR101W	-1.3280792850420304	-1.1019768941076027	-1.0213082703655076	-1.1417333408271362	0.0
YPR116W	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YPR123C	0.0	0.01124466218477178	-1.0213082703655076	-4.566933363308545	-15.29350529956511
YPR124W	0.0	0.01124466218477178	-1.0213082703655076	-4.566933363308545	-15.29350529956511
YPR126C	0.0	0.01124466218477178	-6.968927021317577	0.0	0.0
YPR135W	0.0	-4.441641562984726	-0.030038478540162818	-3.425200022481409	0.0
YPR139C	-1.3280792850420304	-4.441641562984726	-0.030038478540162818	0.0	-2.1847864713664444
YPR146C	0.0	-4.441641562984726	-0.030038478540162818	-4.566933363308545	0.0
YPR163C	-1.3280792850420304	-3.328420006692352	-1.0213082703655076	-7.992133385789954	0.0
YPR166C	-1.3280792850420304	0.01124466218477178	-6.968927021317577	0.0	-2.1847864713664444
