ORF	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YOR347C	0.065	-0.146	0.834	0.822	-0.263	0.002	-0.464	0.051	NaN	-0.671	NaN	NaN	-0.313	-0.867
YOR348C	0.140	0.014	0.474	0.265	-0.024	0.479	-1.101	-0.606	-0.040	-0.609	0.407	-0.144	0.009	0.534
YOR349W	-0.088	-0.377	-0.155	-0.057	-0.305	-0.630	-0.699	-0.482	-0.148	-0.382	-0.413	-0.383	-0.121	0.049
YOR350C	-0.303	-0.121	-0.165	0.226	2.027	0.228	0.613	0.734	-0.000	0.260	0.381	0.460	0.172	-0.211
YOR351C	-0.140	-0.200	0.362	0.569	-1.504	-0.714	-0.632	-0.517	NaN	-0.891	NaN	NaN	0.527	1.095
YOR352W	0.191	0.128	-0.312	-0.090	-0.359	0.186	-0.078	-0.049	-0.000	0.148	0.310	0.283	0.294	-0.181
YOR353C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.683	NaN	NaN	-0.584	-2.120
YOR354C	0.922	1.032	0.478	0.382	1.191	-0.174	1.197	1.186	NaN	0.268	NaN	NaN	-0.326	-1.002
YOR355W	-0.601	-1.729	0.665	0.002	-1.595	-1.425	-0.783	-0.729	-0.000	-0.261	0.706	0.544	-1.866	-0.950
YOR356W	-0.230	-0.504	0.463	0.570	-0.017	-1.079	-0.370	-0.328	NaN	-1.031	NaN	NaN	-0.267	-0.258
YOR357C	NaN	NaN	NaN	NaN	-0.291	-2.047	NaN	NaN	NaN	0.666	NaN	NaN	0.551	-0.223
YOR358W	NaN	NaN	NaN	NaN	-0.386	-0.580	NaN	NaN	0.292	-0.320	-0.197	0.019	0.304	-0.365
YOR359W	-0.320	-0.843	0.251	-0.179	-0.880	-0.517	-0.534	-0.082	NaN	NaN	NaN	NaN	NaN	NaN
YOR360C	0.146	-1.170	0.191	0.695	-1.120	1.302	-0.902	-0.581	NaN	0.672	NaN	NaN	0.290	0.948
YOR361C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.959	0.356	0.427	-0.052	0.258
YOR362C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.098	-0.206	-0.826	-0.715	-0.015	-0.533
YOR363C	0.158	0.216	-0.180	-0.096	-0.431	0.375	0.234	0.164	-0.118	-1.061	-0.023	-0.004	1.112	0.372
YOR364W	-0.491	-0.697	0.577	0.429	-0.401	0.107	-1.100	-0.138	NaN	-0.281	NaN	NaN	0.574	0.728
YOR365C	0.736	0.901	-0.073	0.297	-0.083	0.306	0.751	0.144	NaN	NaN	NaN	NaN	0.179	-0.309
YOR366W	-0.219	-1.994	0.829	0.728	-0.962	0.500	-0.198	0.662	NaN	-0.616	NaN	NaN	0.444	0.273
YOR367W	-0.595	-0.528	0.890	0.564	-0.609	-0.212	-0.746	-1.120	NaN	-0.320	NaN	NaN	0.407	-1.424
YOR368W	0.218	-0.140	-0.007	0.031	-0.238	-0.012	0.266	-0.361	NaN	-0.230	NaN	NaN	-0.311	-1.298
YOR369C	0.351	0.150	-0.496	-0.496	0.718	0.850	NaN	NaN	NaN	0.010	-0.388	0.255	-0.578	-0.147
YOR370C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.116	0.705	0.444	0.441	0.126	0.180
YOR371C	-1.130	-1.117	0.625	0.655	-1.263	-0.344	-0.019	0.216	-0.000	-0.145	0.356	0.430	0.090	-0.001
YOR372C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.160	-0.548	-0.345	-0.191	0.071
YOR373W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.154	0.264	0.441	0.347	0.006
YOR374W	-0.342	-0.221	0.075	0.189	0.155	-0.530	-0.272	-0.066	-0.229	-0.010	0.254	0.328	-0.148	0.045
YOR375C	-0.063	0.832	0.610	0.427	-0.764	-0.255	0.595	0.157	-0.000	-0.083	-0.387	-0.282	0.137	0.114
YOR376W	0.493	-0.372	-0.151	0.345	-0.179	0.647	-0.227	0.007	0.338	0.346	0.504	0.205	-0.292	-0.359
YOR377W	0.187	0.361	-0.154	0.066	-0.347	-0.267	0.170	-0.450	-0.000	0.300	-0.033	0.145	0.325	-0.183
YOR378W	0.255	-0.328	0.977	0.921	0.287	0.562	0.187	0.022	NaN	NaN	NaN	NaN	NaN	NaN
YOR379C	-0.149	0.510	-0.566	-0.205	0.099	0.114	0.080	0.104	NaN	-0.343	NaN	NaN	-0.151	0.159
YOR380W	0.262	0.163	0.466	0.063	NaN	NaN	-0.801	0.271	NaN	-0.384	NaN	NaN	0.126	1.372
YOR381W	0.031	-1.200	-0.087	-0.091	-0.612	0.789	-0.390	-0.868	NaN	0.597	NaN	NaN	-0.759	-0.743
YOR382W	0.435	0.071	-0.541	-0.174	0.399	-0.060	0.092	-0.386	NaN	-0.035	NaN	NaN	-0.171	-0.272
YOR383C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.196	NaN	NaN	-0.599	-1.043
YOR384W	0.396	-0.262	-0.368	-0.124	0.036	1.036	0.665	-0.004	0.174	0.073	0.597	0.241	0.003	0.538
YOR385W	-0.090	-1.097	0.520	0.260	0.485	1.139	-0.297	-0.095	-0.000	-0.129	-0.436	-0.401	0.155	-0.106
YOR386W	0.115	-0.000	-0.303	-0.099	-0.311	0.667	0.725	0.118	NaN	0.181	NaN	NaN	-0.270	-0.093
YPL001W	-0.640	-0.610	0.371	-0.079	-0.682	-1.084	-0.637	-0.326	-0.000	-0.796	-0.832	-0.809	-0.281	0.413
YPL002C	-0.962	-3.068	0.832	-0.003	NaN	NaN	NaN	NaN	NaN	-0.604	NaN	NaN	1.527	1.220
YPL003W	NaN	NaN	0.472	0.464	NaN	NaN	-0.340	-0.224	NaN	-0.503	NaN	NaN	0.219	-0.065
YPL004C	-0.141	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.753	NaN	NaN	-0.473	-0.435
YPL005W	-0.630	-0.764	0.638	-0.113	-0.501	-0.540	-0.114	-0.451	-0.000	-0.531	NaN	NaN	0.646	-0.638
YPL006W	-0.705	-0.705	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.168	NaN	NaN	0.286	1.105
YPL007C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.480	-0.741	-0.380	1.074	0.635
YPL008W	-0.885	-0.885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL009C	-0.139	-0.387	0.460	-0.114	-0.158	-0.285	-0.048	0.068	NaN	-0.279	NaN	NaN	1.112	1.252
YPL010W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.547	NaN	NaN	NaN	NaN
YPL011C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.663	NaN	NaN	-0.654	-1.589
YPL012W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.654	NaN	NaN	NaN	NaN
YPL013C	-0.642	0.969	1.104	0.788	-1.128	-2.871	-1.258	-0.396	NaN	-1.152	NaN	NaN	-0.358	0.050
YPL014W	-0.173	-0.642	0.576	-0.068	-0.490	-0.152	-0.420	-0.161	NaN	0.154	NaN	NaN	0.816	1.323
YPL015C	-0.731	-1.083	0.137	0.335	0.103	0.143	-0.218	0.277	NaN	NaN	NaN	NaN	NaN	NaN
YPL016W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.168	NaN	NaN	-0.165	-1.757
YPL017C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.799	-0.222	-0.204	0.163	0.995
YPL018W	-1.045	-1.045	NaN	NaN	-1.108	-1.108	NaN	NaN	NaN	NaN	NaN	NaN	-0.014	-0.502
YPL019C	NaN	NaN	-1.053	0.651	0.126	0.013	-0.796	-0.555	-0.000	NaN	-0.602	-0.442	NaN	NaN
YPL020C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.095	NaN	NaN	0.527	-0.535
YPL021W	-0.399	-0.397	0.494	0.640	-0.447	0.385	-0.699	-0.326	NaN	-0.663	NaN	NaN	-0.535	0.574
YPL022W	-0.298	-0.840	0.404	-0.107	-0.894	0.103	0.114	0.042	NaN	NaN	NaN	NaN	0.350	1.837
YPL023C	-0.746	0.025	0.683	0.255	-0.220	0.256	NaN	NaN	-0.000	-0.037	NaN	NaN	0.719	-0.309
YPL025C	-0.163	-0.274	NaN	NaN	-0.433	-0.322	NaN	NaN	NaN	-0.431	NaN	NaN	0.453	0.898
YPL026C	NaN	NaN	NaN	NaN	-0.728	-0.728	NaN	NaN	NaN	NaN	NaN	NaN	0.642	-0.087
YPL027W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.424	NaN	NaN	NaN	NaN
YPL028W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.050	-0.611	-0.559	-0.393	0.112	0.121
YPL029W	-1.192	0.274	0.478	0.008	-1.256	-3.455	-0.568	-0.502	NaN	-0.501	-0.301	-0.134	-0.547	0.483
YPL030W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.168	NaN	NaN	0.880	0.465
YPL032C	-0.557	-0.156	-0.141	0.488	-0.297	-0.060	-0.197	0.293	NaN	0.579	NaN	NaN	0.295	0.738
YPL033C	-0.634	-1.606	0.708	0.363	0.991	0.554	-0.482	-0.739	NaN	0.484	NaN	NaN	-0.132	0.635
YPL034W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.417	NaN	NaN	0.626	0.150
YPL035C	-0.025	-0.517	0.577	0.236	-0.836	-0.122	-0.995	-0.430	NaN	-1.031	NaN	NaN	-0.406	0.565
YPL036W	-0.371	-0.321	0.100	0.165	-0.099	-0.528	-1.021	-0.031	NaN	-0.458	NaN	NaN	0.527	1.298
YPL037C	-0.485	-0.628	0.419	0.427	-0.523	-0.430	-0.340	-0.023	NaN	NaN	NaN	NaN	NaN	NaN
YPL038W	NaN	NaN	NaN	NaN	-0.235	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL039W	0.426	-1.092	-0.292	-0.264	0.082	0.610	-0.373	-1.116	NaN	-0.230	NaN	NaN	-0.111	-0.002
YPL040C	NaN	NaN	NaN	NaN	-1.742	-1.742	-0.876	-0.760	-0.000	-0.905	-0.276	-0.127	-0.473	0.372
YPL041C	-0.653	-0.229	0.683	0.609	0.806	0.026	-2.222	-1.071	NaN	-0.609	NaN	NaN	-0.336	-0.824
YPL042C	-1.332	-2.640	-0.020	-1.113	NaN	NaN	NaN	NaN	NaN	0.002	NaN	NaN	0.140	-1.589
YPL043W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.699	NaN	NaN	1.190	1.220
YPL044C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.692	NaN	NaN	-0.210	-0.227
YPL045W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.431	NaN	NaN	0.996	0.520
YPL047W	-0.909	-1.306	0.595	0.185	-1.330	-1.205	-1.284	-1.070	NaN	-0.671	NaN	NaN	0.749	1.429
YPL048W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.753	NaN	NaN	0.012	-0.102
YPL049C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.131	NaN	NaN	-0.391	-0.282
YPL050C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.008	NaN	NaN	-1.795	-1.365
YPL051W	-0.742	-0.067	0.792	-0.079	-0.389	0.667	-0.218	0.277	NaN	0.046	NaN	NaN	0.401	0.220
YPL052W	NaN	NaN	0.685	0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL053C	-0.521	-0.612	0.542	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL054W	-0.629	-1.267	0.455	-0.062	-0.293	0.062	-0.720	-0.538	NaN	-0.077	NaN	NaN	-0.326	-0.365
YPL055C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.168	NaN	NaN	0.112	0.542
YPL056C	-0.665	0.156	0.988	0.921	-0.431	-0.605	-0.719	0.345	NaN	-0.448	NaN	NaN	-0.714	-0.065
YPL057C	-0.341	-0.096	0.702	0.758	0.317	-1.354	0.002	-0.350	NaN	NaN	NaN	NaN	1.613	0.722
YPL058C	-0.005	-1.109	0.966	0.611	0.017	0.567	-0.481	-0.227	-0.298	-0.268	NaN	NaN	-1.473	-0.517
YPL059W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.490	NaN	NaN	-0.095	0.220
YPL060W	NaN	NaN	NaN	NaN	-0.739	-0.910	NaN	NaN	NaN	NaN	NaN	NaN	1.028	1.137
YPL061W	NaN	NaN	NaN	NaN	-0.062	-0.264	NaN	NaN	NaN	NaN	-0.108	0.113	NaN	NaN
YPL062W	NaN	NaN	NaN	NaN	0.027	-1.588	-0.507	0.241	NaN	NaN	NaN	NaN	NaN	NaN
YPL064C	-1.244	-1.304	NaN	NaN	-0.275	0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL065W	-0.163	-4.095	-0.136	-0.421	NaN	NaN	-0.091	-0.703	NaN	NaN	NaN	NaN	NaN	NaN
YPL066W	-0.070	0.055	0.516	0.630	-0.461	-0.209	-0.015	0.092	NaN	-0.221	NaN	NaN	0.164	0.925
YPL067C	-0.153	-0.922	-0.184	-0.246	0.245	0.554	0.212	0.326	NaN	-0.311	NaN	NaN	0.104	-0.341
YPL069C	NaN	NaN	NaN	NaN	NaN	NaN	-0.710	-0.576	NaN	-0.583	NaN	NaN	0.453	0.014
YPL070W	-1.012	-1.836	1.477	1.500	-0.794	-0.095	-0.748	-0.147	NaN	NaN	NaN	NaN	-0.184	-0.535
YPL071C	-0.938	-0.800	0.582	0.314	-1.464	-0.535	-0.426	-0.426	NaN	0.247	NaN	NaN	NaN	NaN
YPL072W	-0.750	-0.750	0.523	0.337	NaN	NaN	NaN	NaN	NaN	-0.246	NaN	NaN	1.028	2.044
YPL073C	-0.629	-0.641	1.508	0.817	-1.457	-0.977	-1.234	-0.855	NaN	-0.737	NaN	NaN	NaN	NaN
YPL074W	-0.542	-0.847	0.925	0.683	-0.369	0.287	-0.993	-0.340	NaN	0.054	NaN	NaN	1.112	-0.502
YPL075W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.879	NaN	NaN	0.836	1.459
YPL076W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.066	NaN	NaN	NaN	NaN
YPL077C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.268	NaN	NaN	-0.267	-0.065
YPL078C	-0.764	-0.272	-0.508	-1.191	0.199	-1.879	0.047	-0.523	NaN	-0.056	NaN	NaN	-0.581	-0.283
YPL079W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.107	NaN	NaN	0.465	0.751
YPL080C	-0.338	0.574	0.483	0.132	-0.071	-1.072	-1.454	-0.490	NaN	-0.796	NaN	NaN	0.112	1.095
YPL081W	-0.325	0.070	-0.069	0.013	-0.315	-0.513	-0.324	0.268	-0.227	-0.344	0.099	0.071	0.209	-0.013
YPL082C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.059	NaN	NaN	NaN	NaN
YPL083C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.268	NaN	NaN	0.816	0.465
YPL084W	-0.294	-0.547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.144	NaN	NaN	-0.037	0.940
YPL086C	-0.702	-1.042	0.322	-0.343	-1.646	-1.786	-1.608	-0.907	NaN	-1.094	NaN	NaN	0.790	1.050
YPL087W	-0.206	-1.021	0.601	0.850	-0.183	0.613	-0.374	0.563	NaN	-0.609	NaN	NaN	-0.888	-0.628
YPL088W	0.102	0.361	0.579	0.045	-0.151	-0.049	-0.748	-0.369	NaN	-1.611	NaN	NaN	0.807	0.998
YPL089C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.334	-0.549	-0.671	-0.751	NaN	NaN
YPL090C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	NaN	NaN	NaN	0.074	-0.258
YPL091W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.294	NaN	NaN	0.227	-0.502
YPL092W	0.040	-0.579	-0.198	0.061	-0.147	0.304	0.073	0.072	-0.028	0.138	0.329	-0.092	0.198	-0.798
YPL093W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.466	-0.525	0.150	-0.362	0.657	0.637
YPL094C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.567	NaN	NaN	0.775	-0.365
YPL095C	-0.347	-0.169	0.652	0.707	-0.720	-0.916	-1.416	-0.362	NaN	-0.531	NaN	NaN	-0.058	-0.950
YPL096W	-0.008	0.121	-0.103	-0.157	-0.008	0.376	0.234	-0.212	NaN	NaN	NaN	NaN	NaN	NaN
YPL097W	-0.076	0.987	0.073	-0.484	0.052	-1.268	0.477	0.082	-0.000	0.597	0.005	-0.127	0.292	0.483
YPL098C	-0.110	1.117	0.277	0.283	0.420	-0.637	-1.265	0.412	0.077	-0.692	-0.122	-0.286	-0.080	-0.712
YPL099C	-0.229	-1.498	0.702	0.929	-0.279	0.264	-1.048	-0.932	NaN	-1.101	NaN	NaN	0.074	-0.743
YPL100W	0.002	-0.362	0.606	0.337	-0.489	0.224	0.147	-0.239	0.035	-0.347	-0.235	-0.513	-0.924	-0.635
YPL101W	-0.378	-0.566	-0.598	-0.908	0.381	-1.791	-0.466	-0.729	-0.000	-0.148	0.368	0.478	0.431	0.157
YPL102C	-1.074	-0.808	-0.374	-1.740	-1.250	-1.746	-0.540	-1.121	-0.000	-0.611	-0.442	-0.334	-0.410	-0.525
YPL103C	-0.803	-0.693	0.958	0.649	-1.427	-0.179	-1.015	0.102	-0.000	-0.454	NaN	NaN	0.490	-1.365
YPL104W	-0.120	2.299	-0.120	-0.660	-0.083	-2.614	0.661	0.535	NaN	-0.306	NaN	NaN	0.610	0.074
YPL105C	-0.497	-1.264	0.257	0.309	-0.550	-0.053	-0.855	-0.306	-0.000	0.210	NaN	NaN	0.179	-0.309
YPL106C	-0.067	-2.882	-1.606	-2.173	-0.667	-1.110	-0.386	-0.688	-0.000	0.123	-0.153	-0.395	-0.270	-0.133
YPL107W	0.228	-0.962	0.138	-0.129	-0.383	0.779	0.234	-0.317	-0.000	1.054	-0.162	-0.009	0.849	-0.502
YPL108W	0.033	-0.586	0.447	0.341	-0.509	-0.168	0.306	0.107	0.055	-0.098	0.145	-0.076	-0.367	-0.502
YPL109C	0.160	-0.964	0.469	0.022	-0.318	0.133	-0.387	-0.311	-0.000	0.170	-0.213	-0.160	-0.738	-0.445
YPL110C	-0.497	0.210	0.238	0.442	-0.922	-0.654	-0.742	-0.161	-0.212	NaN	-0.475	-0.506	NaN	NaN
YPL111W	-0.539	-0.225	0.974	0.647	-1.453	-0.836	-1.458	-0.332	NaN	-1.107	NaN	NaN	0.164	0.273
YPL112C	0.053	-0.477	-0.365	-0.467	-0.095	0.260	0.880	0.587	-0.000	-0.045	-0.589	-0.444	0.597	-0.950
YPL113C	-0.394	-0.983	0.265	0.838	-1.181	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL114W	0.133	-0.430	0.155	0.160	0.033	-0.089	0.005	-0.128	-0.066	-0.217	-0.018	-0.728	-0.749	-0.566
YPL115C	-0.125	-0.125	0.647	0.268	-0.931	0.013	-1.246	-0.576	0.229	-0.361	0.318	0.152	0.040	-0.081
YPL116W	0.333	0.304	-0.646	-0.386	0.215	0.387	0.318	-0.563	NaN	0.131	NaN	NaN	-0.452	-1.109
YPL117C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.663	NaN	NaN	0.148	-0.158
YPL118W	-0.520	-0.998	-0.867	-1.316	-1.136	-2.013	-0.218	-1.079	NaN	1.359	NaN	NaN	-0.293	-0.102
YPL119C	0.118	0.280	0.102	-0.031	0.199	0.436	-0.156	-0.574	NaN	-2.675	NaN	NaN	0.444	-0.419
YPL120W	-0.169	-2.801	0.247	0.076	-0.165	1.628	0.147	0.245	NaN	0.024	NaN	NaN	-0.348	-0.502
YPL121C	-1.770	-0.273	3.345	3.278	1.958	-1.049	0.914	0.595	NaN	0.528	NaN	NaN	-0.086	-0.895
YPL122C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.272	-0.292	-0.961	-1.101	-0.130
YPL123C	0.222	0.014	-0.344	-0.014	1.328	0.802	0.304	0.145	-0.000	-0.773	0.250	-0.256	-0.288	-0.586
YPL124W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.217	NaN	NaN	0.227	0.635
YPL125W	-0.139	-1.972	-0.846	-1.751	NaN	NaN	-0.951	-1.066	NaN	0.484	NaN	NaN	-0.406	-0.298
YPL127C	0.582	0.145	-0.028	-0.131	0.548	0.469	0.050	0.048	NaN	0.124	NaN	NaN	0.361	-0.081
YPL128C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.047	NaN	NaN	0.140	-0.130
YPL129W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.490	NaN	NaN	-1.202	-1.065
YPL130W	0.346	0.335	-0.727	-0.864	0.916	0.379	-0.177	-0.010	-0.000	-0.061	-0.104	0.110	-0.111	0.635
YPL131W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.852	NaN	NaN	-0.821	0.635
YPL132W	-0.414	1.155	0.695	0.185	-0.460	-2.191	-0.383	0.305	NaN	-0.306	NaN	NaN	0.074	0.520
YPL133C	0.095	1.069	0.228	0.450	0.329	-0.580	0.053	0.062	-0.440	0.082	0.380	0.178	-0.158	0.278
YPL134C	0.587	-0.708	-0.218	0.413	0.234	0.195	1.214	0.535	NaN	-0.026	NaN	NaN	-0.819	-0.687
YPL135W	0.290	-0.394	0.099	0.124	-0.736	0.458	-0.449	0.318	-0.000	-0.242	-0.387	-0.334	0.866	0.355
YPL136W	-0.081	2.843	-0.226	0.025	0.599	-1.354	0.813	0.738	-0.000	-0.255	0.305	0.173	-0.316	-0.086
YPL137C	-0.085	2.259	-0.410	-0.096	0.566	-1.100	0.670	0.838	-0.000	-0.136	-0.055	0.184	0.101	-0.069
YPL138C	-0.327	0.217	-0.523	0.073	0.503	-0.240	0.035	-0.590	0.041	-0.719	-0.348	-0.065	0.357	-0.447
YPL139C	-0.423	0.728	-0.063	-0.104	-0.104	-0.922	-0.081	0.509	-0.000	0.507	0.362	0.712	-0.119	0.632
YPL140C	NaN	NaN	-0.142	-0.484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL141C	0.780	1.157	0.028	0.101	-0.044	-0.234	0.110	0.032	NaN	0.024	NaN	NaN	1.447	-0.587
YPL142C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	NaN	NaN	NaN	NaN	NaN
YPL143W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.362	NaN	NaN	NaN	NaN
YPL144W	-0.428	-0.774	NaN	NaN	-0.558	-0.604	NaN	NaN	-0.000	0.346	-0.008	-0.084	-0.374	-1.309
YPL145C	-0.161	0.425	-0.294	0.242	1.214	-0.721	0.031	-0.163	-0.000	0.487	-0.269	-0.305	-0.530	-0.264
YPL146C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.190	0.213	-0.139	-0.144	-0.328
YPL147W	0.602	-0.311	0.001	-0.155	-0.811	0.361	-0.249	-0.254	-0.000	-0.522	NaN	NaN	-0.874	-1.239
YPL148C	0.137	2.482	0.126	-0.028	-0.141	-2.823	0.599	0.254	NaN	-0.119	NaN	NaN	-0.021	0.294
YPL149W	-0.374	-0.563	1.495	0.908	-0.452	-0.168	-0.662	0.242	NaN	0.247	NaN	NaN	1.050	1.336
YPL150W	NaN	NaN	0.728	0.145	NaN	NaN	0.511	-0.684	NaN	0.625	NaN	NaN	NaN	NaN
YPL151C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.168	NaN	NaN	-0.358	-1.087
YPL152W	0.122	-0.401	-0.066	0.013	NaN	NaN	NaN	NaN	-0.000	-0.772	-0.535	-0.469	-0.380	-1.272
YPL153C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.058	0.556	-0.478	-0.637	-0.141	-0.336
YPL154C	0.056	-1.426	-0.192	0.204	-0.724	-0.077	0.407	-0.209	-0.292	-0.504	0.139	0.327	0.354	-0.135
YPL155C	-0.393	-0.140	0.117	0.275	-0.953	-0.394	-0.896	0.390	0.078	-0.216	0.170	-0.063	-0.151	-0.043
YPL156C	-0.336	-0.527	0.220	0.352	-1.523	-0.581	0.912	0.987	NaN	-0.107	NaN	NaN	0.697	0.372
YPL157W	-0.326	-0.524	-0.582	-1.258	-0.054	-0.902	0.410	-0.317	NaN	0.188	NaN	NaN	0.159	0.401
YPL158C	0.334	0.769	-0.104	-0.012	0.635	0.017	-0.343	0.197	NaN	0.362	NaN	NaN	-0.227	0.016
YPL159C	-0.819	-0.147	0.562	0.284	0.115	-0.346	-0.165	-0.057	-0.000	-0.869	0.406	0.521	-0.611	-0.824
YPL160W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.112	NaN	NaN	0.986	0.372
YPL161C	-0.534	1.394	0.134	-0.231	-0.594	-2.509	-0.012	0.537	-0.000	0.354	-0.075	0.280	0.553	0.255
YPL162C	-0.081	0.690	-0.534	-0.050	0.337	-0.099	-0.207	0.022	-0.000	0.112	-0.349	-0.550	0.179	-0.309
YPL163C	-0.429	-0.428	0.068	0.294	0.338	0.034	-0.670	-0.792	-0.168	-0.512	0.223	0.101	0.159	-0.529
