ORF	hom | growth (relative abundance in pooled culture) | time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	hom | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [14 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015	het | growth (relative abundance in pooled culture) | sodium chloride [0.5 M], time [21 generations], microgravity [unknown] | Nislow C~Hammond TG, 2015
YJR109C	0.732	0.461	0.044	-0.395	0.999	1.001	-0.013	0.485	-0.000	0.132	0.037	0.114	-0.500	-0.075
YJR110W	0.309	0.150	-0.145	0.363	-0.332	0.080	-0.069	0.159	-0.000	-0.242	-0.460	-0.454	-0.166	-0.078
YJR111C	0.183	-0.335	-0.435	-0.146	-0.709	1.200	0.368	0.220	-0.000	0.002	0.058	0.042	0.257	0.113
YJR112W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.008	-0.054	-0.133	-0.172	-0.461
YJR113C	-0.228	1.414	0.040	-0.764	0.271	-2.896	0.450	-0.087	-0.000	1.334	0.334	0.222	0.903	0.274
YJR115W	-0.527	-0.508	-0.065	-0.018	-0.542	0.310	-0.258	-0.203	-0.000	0.427	-0.215	-0.533	0.322	-0.993
YJR116W	0.173	-0.679	-0.259	0.248	-0.073	0.479	0.319	-0.156	-0.000	-0.016	-0.310	-0.365	0.192	0.076
YJR117W	-0.010	-0.392	-0.089	0.171	-0.047	0.464	0.417	0.014	-0.154	1.021	-0.458	0.064	0.297	-0.357
YJR118C	-0.276	2.003	0.090	-0.492	-0.678	-3.569	0.231	-0.442	-0.000	-0.659	0.546	0.478	0.253	-0.258
YJR119C	0.031	-0.276	-0.125	0.415	-0.447	-0.406	-0.217	0.400	-0.000	0.492	-0.384	-0.274	0.006	-0.502
YJR120W	0.485	0.453	0.669	-0.109	0.700	-1.464	0.421	0.153	-0.000	-0.316	0.032	0.079	0.187	0.003
YJR121W	-0.351	-0.085	-0.385	-0.771	0.272	-1.912	0.494	-0.490	-0.000	0.375	-2.012	-3.579	0.171	-0.628
YJR122W	-1.303	0.221	0.267	-0.151	-0.050	-1.483	0.448	-0.040	-0.000	-0.259	-0.108	-0.020	-0.279	-0.266
YJR123W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.210	-1.400	-0.767	-1.170	0.744	-0.017
YJR124C	1.069	0.712	0.038	-0.232	0.641	0.641	-0.022	0.246	-0.000	-0.387	-0.594	-0.692	0.207	-0.421
YJR125C	0.179	0.314	-0.213	-0.128	0.186	-0.462	-0.102	0.444	-0.242	-0.103	-0.351	-0.420	0.420	0.011
YJR126C	0.207	0.516	-0.024	0.291	0.467	-0.054	-0.421	-0.172	-0.000	-0.185	-0.459	-0.159	-0.547	-0.102
YJR127C	0.178	0.051	0.725	1.051	0.072	0.107	0.096	-0.107	-0.000	0.902	-0.278	-0.130	0.408	-0.419
YJR128W	0.381	-0.162	-0.415	-0.120	-0.318	0.602	-0.135	-0.122	-0.000	0.158	-0.307	-0.429	0.412	-0.215
YJR129C	-0.238	0.505	0.184	0.054	-0.805	0.182	0.625	0.148	-0.000	0.293	-0.061	-0.063	-0.896	-0.950
YJR130C	0.457	0.355	-0.423	0.097	0.095	-0.031	0.971	0.924	-0.103	0.287	-0.028	0.130	0.111	-0.413
YJR131W	0.312	-0.867	0.256	0.255	0.315	0.638	-0.361	-0.181	-0.000	0.247	0.388	0.385	0.387	0.202
YJR133W	0.081	-0.148	0.225	-0.023	0.006	-0.047	-0.355	-0.135	0.055	-0.168	-0.576	-0.605	-0.324	-0.133
YJR134C	0.365	0.019	-0.356	-0.220	-0.093	0.783	0.201	0.146	-0.000	0.184	0.206	0.028	0.218	-0.129
YJR135C	0.467	-0.319	-0.673	-0.159	-0.249	0.440	0.454	-0.060	0.778	0.190	1.151	0.890	-1.227	-1.085
YJR137C	0.049	-0.894	-0.240	0.273	-0.464	-0.238	0.433	0.400	-0.000	0.286	0.323	0.135	-0.533	-0.336
YJR139C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.466	0.412	0.162	0.277	0.449
YJR140C	0.349	-1.970	0.190	0.054	-0.868	1.544	NaN	NaN	-0.000	-0.261	-0.169	-0.337	-0.036	-0.062
YJR141W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.056	-0.034	-0.145	0.163	-0.366
YJR142W	0.191	0.254	0.111	0.186	-0.477	-0.039	-0.265	0.195	-0.000	0.210	-0.169	-0.064	0.459	-0.338
YJR144W	-0.412	1.137	0.593	0.509	0.278	-1.270	0.766	0.462	-0.023	0.241	0.400	-0.085	-0.828	-0.824
YJR145C	-0.725	-0.231	-0.634	-0.898	0.258	-1.996	-0.349	-0.641	-0.000	0.247	0.154	0.273	0.080	-0.251
YJR146W	0.400	0.218	-0.200	0.578	-0.370	0.558	-0.137	0.044	-0.000	0.047	-0.444	-0.796	0.151	-0.306
YJR147W	0.017	0.370	0.396	0.086	0.007	-0.553	-0.182	0.057	-0.000	-0.601	-0.894	1.228	-0.210	0.220
YJR148W	0.602	0.376	0.131	0.080	-0.499	0.348	0.110	0.059	0.248	0.466	0.297	0.082	-0.251	-0.024
YJR149W	0.289	-0.044	-0.282	-0.140	0.036	0.027	0.606	0.151	-0.000	-0.141	0.011	-0.005	0.055	-0.201
YJR150C	0.421	0.010	-0.004	0.083	-0.068	0.264	-0.413	-0.105	-0.000	0.202	-0.207	-0.250	-0.729	-0.354
YJR152W	0.003	-0.049	0.477	-0.164	1.050	0.705	-0.005	0.214	0.082	0.042	-0.501	-0.405	0.527	0.520
YJR153W	-0.450	-0.703	0.277	0.483	0.166	-0.219	0.066	-0.107	-0.000	-0.464	0.137	0.202	0.281	-0.038
YJR154W	-0.332	-0.580	0.636	0.482	-0.014	-0.025	0.035	-0.467	-0.180	0.456	-0.656	-0.293	-0.284	0.896
YKL001C	1.200	0.922	-0.045	0.113	0.350	0.663	-0.017	0.220	-0.000	0.522	0.871	0.759	-0.849	-0.438
YKL002W	-0.541	-0.727	-0.515	-0.376	-0.929	-0.668	NaN	NaN	NaN	0.524	NaN	NaN	-0.611	0.211
YKL003C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.408	NaN	NaN	-0.340	-0.619
YKL004W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.163	-0.031	-0.289	-0.856	-0.955
YKL005C	0.145	-0.175	0.143	0.101	-0.170	0.200	-0.324	-0.086	0.026	-0.361	0.343	-0.009	-0.014	0.443
YKL006C-A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.469	-0.023	0.112	-0.227	-0.170
YKL006W	-0.426	-1.814	-0.950	-1.281	0.278	-1.404	-0.650	-1.169	-0.143	1.012	-0.234	-0.647	-0.189	-0.188
YKL007W	-0.591	-0.578	0.771	0.054	-0.205	-0.318	-0.743	-0.539	NaN	-0.249	NaN	NaN	0.768	1.983
YKL008C	-0.047	0.220	0.067	0.223	0.377	0.659	0.200	-0.380	NaN	0.513	NaN	NaN	-0.845	-1.017
YKL009W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.054	-0.666	-0.233	-0.274	0.167	-0.778
YKL010C	0.379	-1.436	-0.017	0.087	0.095	-0.209	0.107	0.065	-0.000	-0.107	0.083	-0.004	0.143	-0.102
YKL011C	-0.867	-0.759	-0.554	-0.497	1.213	0.916	-0.516	-0.514	-0.000	0.597	-0.290	-0.137	0.190	-0.037
YKL012W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.781	-0.430	0.092	0.129	-0.161
YKL013C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.417	-0.526	-0.604	-0.661	0.185
YKL014C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.079	-0.468	-0.291	0.048	-0.566
YKL015W	-0.292	-0.242	-0.351	-0.130	1.262	0.347	0.237	0.068	-0.107	0.417	0.011	0.114	-0.124	0.307
YKL016C	-0.359	0.084	NaN	NaN	-1.696	-1.849	-0.186	-0.808	1.078	-1.116	NaN	NaN	2.058	-0.367
YKL017C	0.058	-0.190	-0.304	-0.281	-0.094	0.919	-0.591	-0.272	-0.000	0.070	0.303	-0.247	0.233	0.226
YKL018W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.611	0.518	1.568	-0.445	-0.671
YKL019W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.337	0.111	0.398	-0.315	0.004
YKL020C	NaN	NaN	-0.007	-0.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL021C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.103	0.368	-0.003	0.048	-0.128	0.434
YKL022C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.542	NaN	NaN	-0.225	-0.043
YKL023W	0.067	-1.190	0.135	0.108	-0.498	0.239	-0.053	0.410	-0.000	0.125	-0.227	-0.216	-0.212	0.444
YKL024C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.007	0.291	-0.173	0.424	0.238
YKL025C	-0.559	0.128	-0.140	0.017	-0.113	0.424	-0.257	0.340	-0.000	-0.520	-0.077	0.494	0.010	0.578
YKL026C	-0.104	-1.043	0.064	-0.330	-0.225	0.527	-0.343	-0.260	-0.000	-0.634	0.467	0.623	-0.473	-0.124
YKL027W	-0.732	-0.848	0.336	-0.740	NaN	NaN	0.285	0.550	-0.000	-0.753	0.126	0.271	0.697	-1.087
YKL028W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.024	0.101	-0.065	-0.061	-0.189	0.011
YKL029C	0.045	-0.980	0.077	-0.188	1.159	1.855	-0.626	-0.402	-0.104	-0.206	0.006	-0.016	0.164	0.050
YKL030W	-0.451	0.477	0.509	0.668	-0.009	0.498	-0.783	-0.787	-0.000	-0.196	-0.570	-0.558	-0.374	-0.850
YKL031W	0.044	-0.185	-0.718	-0.246	0.823	-0.001	0.189	0.501	-0.000	NaN	-0.503	-0.158	NaN	NaN
YKL032C	-0.579	0.436	-0.529	-0.359	0.092	-0.038	-0.168	0.492	NaN	0.325	NaN	NaN	0.456	0.887
YKL033W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.065	-0.125	0.043	-0.232	-0.239	-1.645
YKL033W-A	0.396	0.017	-0.642	-0.244	0.942	0.435	-0.245	0.433	-0.000	0.095	-0.150	-0.465	0.258	-0.295
YKL034W	0.704	0.624	0.279	0.387	-0.288	0.317	-0.504	-0.279	NaN	0.257	NaN	NaN	0.012	-0.308
YKL035W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.631	NaN	NaN	-0.526	-0.365
YKL036C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.542	0.215	0.138	0.588	0.571
YKL037W	NaN	NaN	NaN	NaN	0.037	-1.193	0.757	0.695	-0.000	0.521	0.067	0.080	-0.055	-0.019
YKL038W	-0.511	0.269	-0.121	-0.445	-0.125	-0.027	0.085	0.331	-0.000	0.110	-1.247	-0.618	0.083	0.303
YKL039W	-0.858	-0.577	0.709	0.750	-1.059	-0.720	-1.657	-0.932	-0.000	-0.031	NaN	NaN	0.453	-0.102
YKL040C	0.009	-0.683	0.988	0.833	0.971	0.642	-0.200	-0.051	-0.000	0.009	-0.207	-0.174	-0.114	-0.089
YKL041W	-0.030	-0.818	-0.096	-0.200	NaN	NaN	NaN	NaN	-0.000	-0.753	-0.345	-0.365	1.041	1.635
YKL042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317	NaN	NaN	0.439	0.548
YKL043W	0.069	-0.418	-0.426	-0.157	0.773	-0.350	0.564	0.216	0.150	0.237	0.373	0.267	-0.445	-0.242
YKL044W	0.882	0.172	-0.236	-0.141	-0.854	0.207	-0.224	-0.109	NaN	NaN	NaN	NaN	NaN	NaN
YKL045W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.232	-0.446	-0.635	-0.089	-0.246	0.136
YKL046C	0.244	1.208	-0.472	-0.232	0.306	-0.661	-0.040	0.263	-0.000	-0.199	0.266	0.171	0.131	-0.194
YKL047W	-0.479	-0.585	0.270	0.335	0.433	0.645	-0.310	0.872	NaN	0.075	-1.868	2.045	0.316	0.627
YKL048C	-1.260	-1.262	NaN	NaN	-0.907	-0.809	NaN	NaN	-0.000	0.451	-0.521	-0.234	0.221	0.061
YKL049C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.758	NaN	NaN	-0.867	-0.245
YKL050C	0.479	-0.688	-0.439	-0.261	-0.277	0.767	0.220	-0.073	-0.117	0.239	NaN	NaN	0.669	0.099
YKL051W	-0.390	-0.053	-0.268	-0.062	-0.114	0.246	-0.170	0.194	NaN	-0.202	NaN	NaN	0.054	0.677
YKL052C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.572	0.180	-0.141	-0.254	0.050	0.028
YKL053C-A	-0.310	0.351	1.175	0.295	-0.694	-2.264	-0.598	0.460	NaN	-0.043	NaN	NaN	0.057	-0.672
YKL053W	-0.014	-0.649	-0.329	0.187	-0.293	0.740	0.018	-0.078	-0.000	0.121	-0.137	-0.443	0.292	-0.294
YKL054C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.100	-0.739	0.737	0.294	-0.153	-1.343
YKL055C	0.270	1.352	0.447	0.057	0.321	-2.327	0.643	0.064	-0.000	-0.507	0.262	0.386	0.029	0.121
YKL056C	-0.447	-0.112	-0.576	-0.983	0.681	-1.237	-0.246	-0.483	0.229	-0.025	-0.089	-0.149	0.120	0.271
YKL057C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.675	NaN	NaN	-0.795	0.239
YKL058W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.597	NaN	NaN	0.935	0.722
YKL059C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.311	NaN	NaN	-0.210	-0.227
YKL060C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.215	0.417	0.252	0.461	0.107
YKL061W	0.276	-0.141	0.186	-0.079	-0.533	-0.056	-0.348	0.209	-0.000	0.268	0.490	0.382	0.141	-0.135
YKL062W	-0.431	-1.247	0.724	0.192	-0.901	-0.339	-1.144	-1.131	NaN	-1.753	NaN	NaN	-0.736	-1.213
YKL063C	0.327	-0.138	-0.058	-0.010	-0.307	0.707	-0.506	-0.026	NaN	0.442	NaN	NaN	0.315	-0.365
YKL064W	0.184	-0.416	-0.181	-0.061	1.268	1.314	0.529	-0.180	NaN	0.919	NaN	NaN	-0.769	-1.312
YKL065C	-0.076	0.305	0.039	0.128	0.436	0.698	0.514	0.851	NaN	-0.051	NaN	NaN	1.012	0.050
YKL066W	-0.433	0.979	-0.122	0.104	0.211	-0.615	0.267	0.541	NaN	0.358	NaN	NaN	-0.095	-1.687
YKL067W	-0.016	0.474	0.428	0.600	-0.283	0.170	-0.226	0.034	-0.090	0.873	0.284	0.421	0.186	-1.028
YKL068W	0.482	-0.149	-0.297	0.010	-0.697	-0.452	-0.005	0.289	NaN	0.185	NaN	NaN	-0.281	0.050
YKL069W	-0.666	-0.954	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	NaN	0.184	-0.623	NaN	NaN
YKL070W	0.181	-0.078	-0.007	0.195	-0.825	-0.183	-0.732	-0.143	-0.000	1.291	-0.202	-0.337	-0.058	0.510
YKL071W	0.438	-0.446	-0.446	-0.057	0.183	0.161	0.336	0.073	-0.058	-0.482	0.485	0.329	-0.157	-0.070
YKL072W	0.583	-0.815	-0.005	0.159	0.304	1.505	-0.435	-0.291	-0.072	0.427	-0.070	-0.100	0.177	-0.165
YKL073W	0.145	-0.240	-0.323	-0.262	0.432	-0.920	-0.382	-0.190	NaN	NaN	NaN	NaN	NaN	NaN
YKL074C	-0.530	-1.251	0.336	0.091	-1.747	-1.063	-0.952	-0.610	-0.000	0.984	-0.082	-0.003	1.050	0.805
YKL075C	0.427	0.259	-0.156	-0.156	-0.967	-0.217	-0.878	-0.320	-0.000	-0.852	0.416	-0.151	-1.408	0.050
YKL076C	0.058	-1.584	0.033	-0.710	-0.784	0.806	0.174	-0.622	-0.000	-0.109	-0.186	-0.208	-0.860	0.355
YKL077W	-0.787	1.473	-0.041	-0.125	0.111	-1.157	-0.745	-0.372	-0.000	-0.306	-0.395	0.056	0.079	0.050
YKL078W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.014	0.532	-0.073	0.062	-0.654	0.548
YKL079W	-1.677	-0.375	-0.648	-0.735	0.852	0.400	0.202	-0.122	-0.000	0.902	0.373	0.076	-0.303	-0.195
YKL080W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.080	-0.098	-0.099	-0.157	0.017	0.279
YKL081W	0.025	-1.306	0.722	0.507	NaN	NaN	NaN	NaN	NaN	-0.168	NaN	NaN	0.527	0.150
YKL082C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.089	-0.237	-0.364	0.266	0.364
YKL083W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317	NaN	NaN	-0.803	-0.654
YKL084W	-0.011	0.346	0.201	0.154	-0.762	-0.661	-0.414	-0.031	-0.015	-0.069	-0.033	-0.032	0.434	0.024
YKL085W	0.007	0.736	-0.271	-0.373	0.602	-0.062	0.360	0.346	NaN	-0.313	NaN	NaN	-0.988	-0.517
YKL086W	-0.250	0.053	-0.372	-0.071	0.633	-0.005	0.098	-0.378	0.044	-0.289	0.117	0.093	-0.714	-0.480
YKL087C	0.940	1.886	-0.046	-0.275	0.421	-0.557	0.754	0.998	NaN	NaN	NaN	NaN	NaN	NaN
YKL088W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.247	NaN	NaN	0.131	0.692
YKL089W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.096	-0.471	-0.020	-0.151	0.390
YKL090W	0.639	0.917	-0.310	-0.424	0.277	0.929	0.566	0.159	NaN	-0.310	NaN	NaN	-0.584	-0.950
YKL091C	0.286	-0.794	-0.432	-0.647	0.999	1.168	-0.258	-0.128	NaN	0.247	NaN	NaN	0.397	-1.415
YKL092C	0.131	1.110	-0.770	-0.729	1.019	0.402	0.259	0.282	-0.000	0.353	-0.092	-0.360	0.043	0.076
YKL093W	1.176	1.047	-0.301	-0.075	0.892	0.505	0.208	-0.269	0.048	0.054	0.139	0.281	0.081	0.154
YKL094W	0.425	0.467	0.099	0.152	-0.734	0.287	0.246	0.204	0.160	0.957	0.360	0.012	-0.083	0.032
YKL095W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.168	-0.602	-0.401	-0.281	-0.950
YKL096W	-0.527	-0.458	0.835	0.523	-0.627	-0.040	-0.935	-0.334	NaN	0.265	NaN	NaN	0.227	1.159
YKL096W-A	-0.086	0.598	0.137	-0.085	0.308	0.750	0.287	-0.678	NaN	NaN	NaN	NaN	NaN	NaN
YKL097C	1.617	1.476	-0.313	-0.809	-0.712	0.867	-0.226	0.118	0.070	-0.049	1.040	0.470	-0.104	0.004
YKL098W	0.673	-0.130	-0.177	0.037	NaN	NaN	NaN	NaN	-0.000	-0.529	0.529	0.206	-0.430	-0.302
YKL099C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.146	0.051	0.092	-0.086	0.136
YKL100C	0.082	-0.550	0.043	0.006	-0.119	0.563	-0.507	-0.189	-0.000	-0.860	-0.129	-0.574	-0.149	0.139
YKL101W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.408	-0.482	-0.372	NaN	NaN
YKL102C	-0.478	-0.603	0.976	0.754	-1.147	-0.700	-0.656	-0.162	NaN	-0.016	NaN	NaN	0.215	0.787
YKL103C	0.073	0.015	0.015	-0.190	0.747	0.485	0.524	0.296	-0.000	-0.168	0.074	-0.128	0.067	-0.029
YKL104C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.180	0.003	0.224	-1.058	0.050
YKL105C	0.398	-0.192	0.165	-0.128	-0.555	0.826	0.071	0.053	0.134	-0.385	0.161	0.296	-0.325	-1.115
YKL106W	-0.348	0.636	0.369	0.175	0.446	-0.010	-0.876	0.204	-0.000	0.009	0.052	0.392	-0.132	-0.181
YKL107W	0.622	0.743	0.117	0.096	0.393	0.312	-0.228	0.054	0.026	-0.059	-0.151	-0.325	-0.174	0.138
YKL108W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.210	NaN	NaN	-0.151	0.635
YKL109W	0.190	1.547	-0.245	-0.687	0.828	0.063	0.262	1.105	-0.000	-0.031	-0.037	-0.034	0.243	0.287
YKL110C	-0.303	0.489	-0.664	-0.827	-0.313	-2.123	-0.003	-0.774	-0.000	0.355	-0.369	-0.204	-0.763	-0.322
YKL111C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.306	NaN	NaN	-1.232	-0.239
YKL112W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.284	NaN	NaN	-0.814	-0.153
YKL113C	-0.097	-0.624	-0.547	-1.184	0.123	0.192	0.062	-0.703	NaN	0.690	NaN	NaN	-0.584	-0.950
YKL114C	0.291	-0.283	-0.180	-0.244	-1.401	-1.136	-0.408	-1.295	NaN	-0.431	NaN	NaN	-0.134	-0.545
YKL115C	-0.382	-0.467	0.702	-0.417	-0.687	-0.679	NaN	NaN	-0.000	-1.137	0.621	1.091	0.508	-0.666
YKL116C	-0.306	0.127	0.060	-0.060	-0.119	-0.598	0.249	-0.098	0.097	-0.168	0.375	0.005	-0.198	-0.258
YKL117W	0.313	0.267	0.068	-0.362	0.606	0.390	0.242	-0.955	-0.000	-0.098	-0.231	-0.446	-0.070	-0.033
YKL118W	NaN	NaN	NaN	NaN	-0.713	-0.713	NaN	NaN	-0.000	-0.031	-0.350	-0.442	0.304	0.150
YKL119C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.041	NaN	NaN	0.496	0.635
YKL120W	-0.012	0.011	0.124	0.012	-0.870	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	0.112	0.805
YKL121W	0.340	-0.634	-1.235	-1.301	0.182	-0.095	-0.052	0.297	-0.000	0.538	-0.090	-0.051	0.158	0.582
YKL122C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.168	-0.107	-0.172	-0.348	0.050
YKL123W	-0.123	0.709	0.187	0.464	-0.060	-0.113	-0.009	-0.080	-0.000	-0.654	-0.565	-0.534	-0.562	-0.533
YKL124W	0.236	-0.763	1.031	0.588	0.040	0.334	0.193	0.185	-0.000	-0.397	0.333	-0.210	-0.184	-0.069
YKL125W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.505	0.015	0.217	0.437	0.154
YKL126W	NaN	NaN	NaN	NaN	0.190	-1.943	-0.576	-1.079	-0.000	0.366	0.232	0.330	-0.426	-0.623
YKL127W	0.142	-0.586	-0.967	-0.549	0.572	0.451	0.056	-0.189	NaN	0.154	NaN	NaN	-0.351	-0.545
YKL128C	0.227	-0.258	0.436	0.371	0.774	0.634	-0.223	-0.066	-0.000	-0.295	0.063	0.251	0.085	0.213
YKL129C	-0.702	-0.708	0.362	0.463	0.010	0.546	-0.910	-0.455	-0.000	0.180	0.073	0.048	0.065	0.173
YKL130C	0.441	-0.341	-0.499	-0.311	0.660	1.075	-0.063	0.178	-0.026	-0.531	-0.043	-0.096	-0.173	-0.242
YKL131W	0.346	0.830	-0.041	-0.302	1.070	0.209	0.047	-0.064	NaN	NaN	NaN	NaN	NaN	NaN
YKL132C	0.787	0.783	-0.175	-0.423	-0.380	-0.439	-0.018	0.143	0.104	0.226	-0.038	-0.130	0.343	0.445
YKL133C	-0.211	-0.542	0.140	0.353	-0.690	-0.357	-0.461	-0.217	NaN	-0.391	NaN	NaN	0.444	0.166
YKL134C	NaN	NaN	NaN	NaN	NaN	NaN	-0.298	-0.370	NaN	-0.053	NaN	NaN	-0.262	0.387
YKL135C	0.250	-1.991	-0.122	0.120	NaN	NaN	-0.090	-1.384	NaN	0.040	NaN	NaN	0.112	-0.654
YKL136W	0.426	-1.340	-0.610	-0.222	-0.538	1.835	-0.194	0.002	-0.000	0.362	-0.606	-0.549	0.160	-0.050
YKL137W	0.249	-0.067	0.725	0.475	-0.356	-0.369	-0.064	0.360	NaN	NaN	NaN	NaN	NaN	NaN
YKL138C	-0.127	0.743	0.338	-0.114	0.291	-1.423	0.441	0.026	-0.000	0.142	-0.495	-0.398	0.047	-0.338
YKL139W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.061	-0.377	0.131	0.237	0.664	0.773
YKL140W	-0.020	-0.476	0.361	0.248	0.018	-0.173	-0.911	-0.180	NaN	-0.251	NaN	NaN	0.749	1.465
YKL141W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	0.070	0.237	0.579	0.420	-0.428
YKL142W	0.719	0.430	0.082	0.064	0.587	0.479	-0.171	-0.162	NaN	-0.422	NaN	NaN	0.425	-0.124
YKL143W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.065	-0.754	-0.387	-0.071	0.287
YKL144C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000	-0.048	0.119	-0.084	-0.125	-0.017
YKL145W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.057	0.213	0.502	0.381	0.263	-0.318
YKL146W	0.289	0.087	-0.140	-0.081	-0.446	0.301	-0.115	-0.098	-0.419	0.133	-0.352	-0.140	0.348	-0.138
YKL147C	0.418	0.515	-0.212	-0.035	0.192	0.056	0.156	0.001	0.135	0.110	0.086	0.161	0.121	0.104
YKL148C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.261	NaN	NaN	0.077	-0.172
YKL149C	0.016	-0.907	0.063	-0.195	-0.330	-0.840	-0.672	-1.070	-0.000	-0.699	-0.090	0.072	-0.046	0.308
YKL150W	1.025	0.663	-0.455	-0.211	1.192	1.625	0.364	-0.027	0.554	1.054	0.552	0.702	-0.079	-0.149
YKL151C	0.114	-0.611	-0.041	0.184	-0.131	1.207	-0.053	0.153	-0.084	0.535	0.001	-0.032	-0.423	-0.163
