ORF	hom | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015
YGL069C	NaN	-0.070
YGL070C	NaN	1.831
YGL071W	-2.534	1.405
YGL072C	1.876	3.153
YGL073W	NaN	0.019
YGL074C	NaN	-0.356
YGL075C	NaN	0.163
YGL076C	1.811	0.080
YGL077C	1.621	-0.008
YGL078C	2.292	0.132
YGL079W	-1.124	0.346
YGL080W	0.437	-0.339
YGL081W	0.531	1.636
YGL082W	0.183	-0.040
YGL083W	0.119	-0.005
YGL084C	-11.040	-0.073
YGL085W	0.625	0.044
YGL086W	-0.303	-0.242
YGL087C	-2.031	-0.578
YGL088W	0.949	0.794
YGL089C	-0.048	-0.464
YGL090W	-0.071	0.027
YGL091C	NaN	-0.060
YGL092W	NaN	-2.705
YGL093W	NaN	2.569
YGL094C	0.312	0.685
YGL095C	-14.159	-0.030
YGL096W	0.284	0.495
YGL097W	NaN	-0.584
YGL098W	NaN	0.415
YGL099W	NaN	1.721
YGL101W	-0.694	NaN
YGL102C	NaN	0.229
YGL103W	NaN	0.867
YGL104C	1.218	NaN
YGL105W	5.986	0.259
YGL107C	2.305	-0.002
YGL108C	-0.002	0.492
YGL109W	-0.250	-1.841
YGL110C	0.651	0.078
YGL111W	NaN	0.291
YGL112C	NaN	-11.902
YGL113W	NaN	-2.905
YGL114W	-0.290	0.056
YGL115W	1.688	0.411
YGL116W	NaN	-6.592
YGL117W	0.428	-0.506
YGL118C	0.273	-0.029
YGL120C	NaN	0.032
YGL121C	0.482	-0.035
YGL122C	NaN	-0.082
YGL123W	NaN	-0.844
YGL124C	-4.022	0.054
YGL125W	-0.072	0.014
YGL126W	-0.876	-0.119
YGL127C	-3.559	-0.071
YGL128C	NaN	-1.319
YGL129C	4.156	NaN
YGL130W	NaN	0.024
YGL131C	0.174	0.439
YGL132W	0.786	-0.184
YGL133W	0.356	0.154
YGL135W	2.257	-0.153
YGL136C	1.343	-1.216
YGL137W	NaN	0.535
YGL138C	-0.245	0.292
YGL139W	0.025	0.004
YGL140C	0.063	-2.215
YGL141W	0.491	-0.112
YGL142C	NaN	-0.562
YGL143C	1.682	-1.447
YGL144C	-0.074	0.665
YGL145W	NaN	-2.261
YGL146C	-0.292	0.259
YGL147C	0.306	0.145
YGL148W	-2.528	0.408
YGL149W	0.268	0.371
YGL150C	NaN	1.728
YGL151W	-0.826	0.019
YGL152C	0.272	-0.019
YGL153W	0.042	-0.255
YGL154C	0.002	-0.023
YGL155W	NaN	0.070
YGL156W	-0.056	-0.686
YGL157W	0.000	0.125
YGL158W	-0.101	0.856
YGL159W	-0.371	-0.400
YGL160W	0.004	0.030
YGL161C	0.278	-0.017
YGL162W	0.164	0.529
YGL163C	-0.826	-0.237
YGL164C	0.023	-0.154
YGL165C	-0.125	NaN
YGL166W	-0.131	-0.179
YGL167C	-15.715	-4.933
YGL168W	-15.339	-6.866
YGL169W	NaN	2.059
YGL170C	0.519	0.402
YGL171W	NaN	-0.008
YGL172W	NaN	-1.212
YGL173C	NaN	-0.992
YGL174W	NaN	-0.040
YGL175C	0.558	-0.016
YGL176C	0.742	-1.362
YGL177W	-0.067	0.444
YGL179C	0.101	0.346
YGL180W	-0.056	0.233
YGL181W	-0.400	-0.589
YGL194C	0.010	-0.069
YGL195W	3.061	NaN
YGL196W	0.128	-0.148
YGL197W	-2.103	0.442
YGL198W	0.232	-0.236
YGL199C	0.026	-0.133
YGL200C	0.151	0.349
YGL201C	NaN	0.348
YGL202W	0.325	NaN
YGL203C	-4.259	1.203
YGL205W	0.059	0.551
YGL206C	NaN	-8.392
YGL207W	NaN	0.020
YGL208W	0.624	0.015
YGL209W	0.045	-1.690
YGL210W	-0.264	-0.473
YGL211W	0.441	0.201
YGL212W	-13.019	-0.003
YGL213C	-0.679	0.347
YGL214W	-0.873	0.684
YGL215W	1.785	0.643
YGL216W	-0.005	0.109
YGL217C	0.209	-0.005
YGL218W	6.662	0.158
YGL219C	1.876	0.133
YGL220W	-0.057	0.489
YGL221C	0.023	0.238
YGL222C	0.294	1.038
YGL223C	NaN	0.587
YGL224C	0.332	NaN
YGL225W	NaN	0.140
YGL226C-A	-1.510	0.464
YGL226W	0.233	0.381
YGL227W	2.332	0.130
YGL228W	0.776	-2.590
YGL229C	0.397	1.242
YGL230C	0.509	-0.644
YGL231C	-0.577	0.201
YGL232W	0.704	2.840
YGL233W	NaN	0.193
YGL235W	0.109	0.004
YGL236C	NaN	0.170
YGL237C	1.011	NaN
YGL238W	NaN	0.615
YGL239C	NaN	0.506
YGL240W	-0.990	-0.067
YGL241W	0.317	0.334
YGL242C	-0.054	0.715
YGL243W	-0.609	-0.215
YGL244W	1.966	-0.241
YGL245W	NaN	0.309
YGL246C	NaN	0.640
YGL247W	NaN	-0.011
YGL248W	0.587	-0.972
YGL249W	0.630	0.040
YGL250W	-0.844	0.479
YGL251C	NaN	0.511
YGL252C	-0.045	-9.646
YGL253W	-3.632	0.069
YGL254W	0.157	0.763
YGL255W	0.152	0.411
YGL256W	0.560	0.492
YGL257C	0.300	0.276
YGL258W	0.184	0.519
YGL259W	0.904	0.540
YGL260W	0.727	0.812
YGL261C	1.040	1.483
YGL262W	0.896	0.860
YGL263W	0.797	1.037
YGR001C	-2.339	-0.032
YGR002C	NaN	0.176
YGR003W	0.085	-0.116
YGR004W	0.135	0.789
YGR005C	NaN	-0.248
YGR006W	NaN	-0.461
YGR007W	-0.021	0.479
YGR008C	0.062	0.387
YGR009C	NaN	0.158
YGR010W	0.334	0.476
YGR011W	-0.061	0.014
YGR012W	0.079	-0.198
YGR013W	NaN	-0.074
YGR014W	-0.049	0.069
YGR015C	0.322	0.391
YGR016W	NaN	0.263
YGR017W	-0.504	-0.590
YGR018C	-0.848	-0.124
YGR019W	0.044	-0.063
YGR020C	-12.222	-2.398
YGR021W	0.308	-0.290
YGR022C	-0.517	0.166
YGR023W	0.019	0.519
YGR024C	NaN	-0.021
YGR025W	-0.114	-0.208
YGR026W	0.384	-0.143
YGR027C	-0.850	1.015
YGR028W	0.160	0.038
YGR029W	NaN	0.361
YGR030C	NaN	0.324
YGR031W	0.337	0.239
YGR032W	-0.031	0.063
YGR033C	-0.136	-0.189
YGR034W	1.388	2.381
YGR035C	-0.032	0.042
YGR036C	NaN	0.145
YGR037C	-11.584	NaN
YGR038W	0.356	0.283
YGR039W	0.435	0.741
YGR040W	-0.303	-0.979
YGR041W	-0.193	-0.060
YGR042W	-0.012	-0.064
YGR043C	0.701	-0.440
YGR044C	0.202	-0.032
YGR045C	-0.261	0.460
YGR046W	NaN	-0.438
YGR047C	NaN	0.500
YGR048W	NaN	-2.951
YGR049W	0.415	0.450
YGR050C	0.016	-5.618
YGR051C	-0.057	0.250
YGR052W	0.140	0.264
YGR053C	-0.036	0.407
YGR054W	0.761	0.200
YGR055W	0.013	0.150
YGR056W	-0.155	2.399
YGR057C	3.002	1.398
YGR058W	-1.883	0.287
YGR059W	0.156	0.066
YGR060W	NaN	-0.089
YGR061C	NaN	-0.256
YGR062C	1.930	NaN
YGR063C	-1.341	0.018
YGR064W	-1.095	0.420
YGR065C	NaN	0.196
YGR066C	-0.027	1.188
YGR067C	-0.001	0.586
YGR068C	-0.386	0.313
YGR069W	-0.060	-0.200
YGR070W	0.053	-0.578
YGR071C	1.238	0.447
YGR072W	0.696	0.032
YGR073C	NaN	0.162
YGR074W	NaN	0.078
YGR075C	NaN	-0.965
YGR076C	1.301	-0.097
YGR077C	0.313	0.234
YGR078C	NaN	0.062
YGR079W	0.295	0.250
YGR080W	-0.122	-0.002
YGR081C	4.723	0.648
YGR082W	NaN	-0.083
YGR083C	NaN	2.100
YGR084C	0.828	0.064
YGR085C	2.410	0.409
YGR086C	-2.149	0.143
YGR087C	-0.063	0.168
YGR088W	-0.549	-1.874
YGR089W	-2.403	-0.457
YGR090W	NaN	0.041
YGR091W	NaN	0.614
YGR092W	-2.016	0.026
YGR093W	0.005	-0.455
YGR094W	NaN	0.646
YGR095C	NaN	6.988
YGR096W	0.216	0.959
YGR097W	-0.342	0.138
YGR098C	NaN	0.796
YGR099W	NaN	0.203
YGR100W	-0.652	0.010
YGR101W	1.633	0.121
YGR102C	6.672	-0.660
YGR103W	NaN	-0.054
YGR104C	-8.899	-1.002
YGR105W	-11.529	-2.091
YGR106C	-9.629	-9.737
YGR107W	-0.976	-1.402
YGR108W	-0.010	-1.384
YGR109C	-0.125	0.150
YGR110W	-0.065	NaN
YGR111W	0.437	0.090
YGR112W	0.885	-0.167
YGR113W	NaN	0.016
YGR114C	NaN	-3.454
YGR115C	NaN	-7.598
YGR116W	NaN	-7.511
YGR117C	0.077	-0.076
YGR118W	0.721	1.544
YGR119C	NaN	-1.757
YGR120C	NaN	0.249
YGR121C	-0.067	-0.147
YGR122C-A	-0.387	-0.130
YGR122W	-7.198	-1.273
YGR123C	-0.563	0.033
YGR124W	-0.019	0.340
YGR125W	0.023	-0.780
YGR126W	-0.580	-0.854
YGR127W	-0.007	-0.403
YGR128C	NaN	0.333
YGR129W	-0.268	-0.625
YGR130C	-0.658	-0.514
YGR131W	0.157	1.305
YGR132C	0.518	0.431
YGR133W	0.578	0.028
YGR134W	0.062	0.027
YGR135W	-1.071	-1.677
YGR136W	-0.031	-0.115
YGR137W	-0.254	0.321
YGR138C	0.034	-0.381
YGR139W	-0.601	-0.181
YGR140W	NaN	0.008
YGR141W	-0.050	0.023
YGR142W	-0.849	0.119
YGR143W	0.971	-0.011
YGR144W	0.443	0.398
YGR145W	NaN	0.001
YGR146C	-1.019	-0.159
YGR147C	NaN	-0.558
YGR148C	1.354	0.704
YGR149W	-0.218	-0.220
YGR150C	4.143	0.196
YGR151C	0.034	0.034
YGR152C	-1.333	-0.050
YGR153W	-0.182	-0.654
YGR154C	0.244	-0.736
YGR155W	0.550	0.043
YGR156W	NaN	-0.038
YGR157W	-0.287	-1.162
YGR158C	NaN	7.707
YGR159C	0.786	2.508
YGR160W	2.060	0.579
YGR161C	0.056	-0.037
YGR162W	1.645	-3.461
YGR163W	1.694	1.158
YGR164W	-0.878	0.049
YGR165W	1.756	1.170
YGR166W	-6.727	-0.463
YGR167W	-13.989	-0.676
YGR168C	-0.032	-0.399
YGR169C	0.099	0.406
YGR170W	0.599	0.600
YGR171C	1.075	0.144
YGR172C	NaN	1.917
YGR173W	-0.056	-0.076
YGR174C	0.937	0.570
YGR175C	NaN	0.540
YGR176W	-0.089	0.232
YGR177C	-0.478	-0.091
YGR178C	0.339	0.769
YGR179C	NaN	0.115
YGR180C	NaN	0.050
YGR181W	-0.114	-0.024
YGR182C	0.055	-0.049
YGR183C	0.380	0.515
YGR184C	-0.095	-1.154
YGR185C	NaN	-0.048
YGR186W	NaN	-0.669
YGR187C	1.286	-0.106
YGR188C	NaN	1.821
YGR189C	-0.151	-0.038
YGR190C	NaN	0.044
YGR191W	NaN	-0.036
YGR192C	1.998	1.191
YGR193C	0.319	-0.133
YGR194C	-0.329	-0.643
YGR195W	NaN	2.653
YGR196C	-0.891	-0.671
YGR197C	-1.484	0.112
YGR198W	NaN	-7.501
YGR199W	-1.495	-0.514
YGR200C	1.641	0.569
YGR201C	-0.447	0.195
YGR202C	0.867	1.754
YGR203W	-0.490	0.146
YGR204W	NaN	0.145
YGR205W	-0.144	-0.244
YGR206W	-5.542	-0.829
YGR207C	-0.081	-0.508
YGR208W	0.512	-0.035
YGR209C	-0.024	2.217
YGR210C	-0.590	0.062
YGR211W	NaN	-1.836
YGR212W	-0.038	0.282
YGR213C	-0.126	-0.083
YGR214W	-3.358	0.591
YGR215W	4.275	0.561
YGR216C	NaN	0.010
YGR217W	0.385	NaN
YGR218W	NaN	-0.157
YGR219W	4.455	0.213
YGR220C	4.304	0.029
YGR221C	-0.028	0.125
YGR222W	2.234	0.051
YGR223C	0.451	2.614
YGR224W	0.281	0.021
YGR225W	-0.551	0.038
YGR226C	0.486	0.161
YGR227W	-2.781	0.055
YGR228W	-2.142	-0.170
YGR229C	-9.962	-0.472
YGR230W	0.461	NaN
YGR231C	0.337	0.032
YGR232W	-0.232	0.021
YGR233C	-0.613	-0.087
YGR234W	-0.185	-0.580
YGR235C	-0.010	0.100
YGR236C	-0.012	0.043
YGR237C	-0.018	-0.103
YGR238C	-0.261	-1.570
YGR239C	-0.054	0.047
YGR240C	NaN	-0.133
YGR241C	-2.164	-0.788
YGR242W	-1.776	-0.073
YGR243W	0.051	0.322
YGR244C	0.334	NaN
YGR245C	NaN	0.531
YGR246C	NaN	0.666
YGR247W	-0.625	0.239
YGR248W	0.367	NaN
YGR249W	0.039	0.122
YGR250C	0.021	0.132
YGR251W	NaN	0.286
YGR252W	0.882	-2.281
YGR253C	NaN	-0.009
YGR254W	0.299	-0.025
YGR255C	2.970	-3.568
YGR256W	0.052	-0.025
YGR257C	0.157	0.460
YGR258C	0.253	-0.167
YGR259C	0.144	1.018
YGR260W	-0.082	0.390
YGR261C	-10.348	-1.183
YGR262C	0.194	0.569
YGR263C	0.567	0.077
YGR264C	NaN	0.220
YGR265W	NaN	-0.350
YGR266W	0.130	0.999
YGR267C	NaN	-0.013
YGR268C	0.736	0.173
YGR269W	0.363	-0.000
YGR270W	-0.413	-0.808
YGR271C-A	1.437	0.292
YGR271W	0.175	1.208
YGR273C	0.619	0.191
YGR274C	NaN	0.314
YGR275W	-0.022	0.836
YGR276C	0.815	0.642
YGR277C	NaN	-0.493
YGR278W	NaN	0.462
YGR279C	0.294	0.736
YGR280C	NaN	-0.037
YGR281W	-1.243	-0.255
YGR282C	0.931	-0.004
YGR283C	0.822	0.020
YGR284C	0.687	0.047
YGR285C	-12.922	0.172
YGR286C	0.543	0.358
YGR287C	0.055	-0.053
YGR288W	0.423	-0.005
YGR289C	2.250	3.827
YGR290W	0.753	-0.459
YGR291C	1.021	0.213
YGR292W	0.211	0.808
YGR295C	0.961	1.734
YHL002W	-3.810	-0.831
YHL003C	-0.235	-0.125
YHL005C	0.968	0.517
YHL006C	-0.287	0.263
YHL007C	-1.473	0.631
YHL008C	-0.223	0.455
YHL009C	-4.620	-0.098
YHL010C	-0.098	0.134
YHL011C	-1.305	-0.816
YHL012W	-0.314	-0.157
YHL013C	-1.097	-0.090
YHL014C	0.376	0.277
YHL015W	NaN	-0.205
YHL016C	0.209	0.914
YHL017W	-0.327	-0.017
YHL019C	-0.576	0.237
YHL020C	-2.496	0.226
YHL021C	0.179	-0.105
YHL022C	-0.054	0.001
YHL023C	-1.872	0.056
YHL024W	-0.122	-0.370
YHL025W	0.430	-1.209
YHL026C	-0.734	-0.370
YHL027W	-6.057	-4.059
YHL028W	-0.426	0.495
YHL029C	-2.711	-2.508
YHL030W	0.318	-0.084
YHL031C	NaN	-0.335
YHL032C	0.478	0.235
YHL033C	-3.051	-0.044
YHL034C	0.551	-6.396
YHL035C	0.234	-0.041
YHL036W	0.046	-0.480
YHL037C	0.013	0.832
YHL038C	2.287	0.115
YHL039W	0.438	0.144
YHL040C	0.119	1.135
YHL041W	0.050	0.923
YHL042W	0.233	0.404
YHL043W	0.252	0.328
YHL044W	-0.719	0.294
YHL045W	1.058	0.389
YHL046C	0.383	0.331
YHL047C	0.565	0.570
YHR001W-A	-0.409	-0.873
YHR003C	0.082	-0.662
YHR004C	-2.633	-2.709
YHR005C	NaN	-0.516
YHR005C-A	NaN	-0.039
YHR006W	0.189	-0.241
YHR007C	NaN	-0.142
YHR008C	4.989	0.046
YHR009C	-0.404	-3.550
YHR010W	-4.633	-2.918
YHR011W	1.738	-11.018
YHR012W	-14.519	-1.057
YHR013C	1.885	0.071
YHR014W	0.080	-0.100
YHR015W	-0.420	-0.018
YHR016C	-0.466	0.014
YHR017W	0.317	1.109
YHR018C	0.073	0.240
YHR019C	NaN	0.504
YHR020W	NaN	-0.654
YHR021C	NaN	2.327
YHR021W-A	-0.003	0.128
YHR022C	-0.710	0.171
YHR023W	NaN	-0.006
YHR024C	NaN	2.669
YHR025W	NaN	-0.606
YHR026W	-9.019	-3.541
YHR028C	-0.177	-2.056
YHR029C	-0.503	-0.331
YHR030C	-2.097	0.171
YHR031C	0.814	0.698
YHR032W	-0.567	-0.805
YHR033W	-0.169	0.035
YHR034C	0.367	1.286
YHR035W	0.253	-16.627
YHR036W	NaN	0.177
YHR037W	0.071	-0.673
YHR038W	3.158	1.984
YHR039C	-0.108	0.038
YHR039C-A	-10.652	-2.219
YHR041C	-9.368	-0.143
YHR042W	3.228	-0.111
YHR043C	0.310	-0.097
YHR044C	0.782	0.295
YHR045W	-1.927	-0.139
YHR046C	-0.006	-0.192
YHR047C	0.141	0.042
YHR048W	0.576	0.293
YHR049C-A	0.476	0.746
YHR049W	-0.987	-1.460
YHR050W	NaN	2.212
YHR051W	2.020	0.028
YHR057C	0.164	0.503
YHR058C	NaN	0.060
YHR059W	-10.000	0.974
YHR060W	NaN	0.998
YHR061C	0.614	0.920
YHR062C	NaN	-3.278
YHR064C	-4.205	-1.711
YHR065C	NaN	-0.306
YHR066W	1.858	1.686
YHR067W	-0.045	0.455
YHR068W	NaN	-0.008
YHR069C	NaN	7.467
YHR070W	NaN	2.509
YHR072W	NaN	0.042
YHR073W	-6.625	-3.660
YHR074W	NaN	0.053
YHR075C	0.559	-0.843
YHR076W	0.291	-0.259
YHR077C	1.032	0.903
YHR078W	0.409	0.270
YHR079C	0.441	-0.533
YHR080C	0.332	-1.753
YHR081W	2.208	-0.320
YHR082C	0.260	-0.137
YHR083W	NaN	0.313
YHR084W	NaN	-0.506
YHR085W	NaN	0.835
YHR086W	0.393	1.230
YHR087W	-0.837	0.141
YHR091C	2.592	-0.048
YHR092C	-1.022	-1.152
YHR093W	0.459	-0.259
YHR094C	0.425	-0.042
YHR095W	-0.049	-0.464
YHR096C	0.127	-0.035
YHR097C	0.016	-0.162
YHR100C	4.348	0.799
YHR101C	NaN	-0.443
YHR103W	-0.738	-4.046
YHR104W	-3.328	-0.025
YHR105W	-0.560	0.380
YHR106W	0.052	0.186
YHR107C	NaN	-33.253
YHR108W	-3.007	0.544
YHR109W	-0.038	0.300
YHR110W	0.015	-0.064
YHR111W	0.045	0.028
YHR112C	0.005	0.347
YHR113W	0.183	-0.032
YHR114W	-0.074	-0.560
YHR115C	-0.536	-0.576
YHR116W	1.509	-0.027
YHR117W	-0.188	0.032
YHR118C	NaN	0.561
YHR120W	7.805	-0.012
YHR121W	-0.351	0.253
YHR122W	NaN	0.272
YHR123W	0.418	0.156
YHR124W	0.220	-0.027
YHR125W	-0.065	0.487
YHR126C	0.105	-0.049
YHR127W	0.236	-0.877
YHR129C	-0.702	-0.046
YHR130C	-0.086	0.014
YHR131C	-0.106	-0.024
YHR132C	0.693	1.095
YHR132W-A	-0.453	-0.299
YHR133C	0.416	-0.209
YHR134W	0.171	0.030
YHR135C	1.034	2.789
YHR136C	-0.205	-1.533
YHR137W	-0.012	0.426
YHR138C	-0.055	0.523
YHR139C	-0.218	0.914
YHR139C-A	-0.003	-3.671
YHR140W	0.264	-2.070
YHR142W	-0.278	-0.133
YHR143W	0.189	0.180
YHR143W-A	NaN	-10.249
YHR146W	0.051	2.980
YHR147C	3.594	-0.010
YHR148W	NaN	1.524
YHR150W	-0.251	0.080
YHR151C	0.786	0.467
YHR152W	0.044	-0.011
YHR153C	0.041	-1.454
YHR154W	-0.554	-0.083
YHR155W	-2.018	0.673
YHR156C	-0.001	-5.174
YHR157W	0.250	-0.003
YHR158C	-0.596	0.133
YHR159W	0.177	0.420
YHR160C	0.426	-0.035
YHR161C	1.014	0.220
YHR162W	0.643	0.434
YHR163W	0.116	0.584
YHR164C	NaN	-0.093
YHR166C	NaN	-1.584
YHR167W	0.048	0.621
YHR168W	4.292	0.761
YHR170W	NaN	1.404
YHR171W	-0.435	-0.303
YHR172W	NaN	-1.557
YHR176W	-0.265	0.251
YHR177W	-0.090	-0.391
YHR178W	1.634	0.074
YHR179W	0.666	1.157
YHR180W	0.213	-0.177
YHR181W	-0.105	1.093
YHR182W	-0.300	0.469
YHR183W	8.769	0.061
YHR184W	0.190	-0.129
YHR185C	-0.382	0.150
YHR186C	NaN	1.783
YHR188C	NaN	0.739
YHR189W	2.179	-0.054
YHR190W	NaN	0.388
YHR191C	-0.853	-0.186
YHR193C	0.426	0.080
YHR194W	1.955	-0.105
YHR195W	0.317	-0.090
YHR196W	NaN	1.494
YHR198C	0.274	0.660
YHR199C	0.001	-0.005
YHR200W	-0.930	-0.338
YHR202W	-0.464	0.084
YHR203C	0.694	2.774
YHR204W	-5.350	-0.075
YHR206W	-0.265	3.194
YHR207C	-2.303	0.838
YHR209W	0.637	0.164
YHR210C	0.798	0.037
YIL001W	-2.304	NaN
YIL002C	-0.063	0.015
YIL003W	NaN	0.724
YIL004C	3.735	-2.219
YIL005W	-3.218	1.042
YIL006W	0.105	0.864
YIL007C	-0.236	-0.051
YIL008W	NaN	0.783
YIL009C-A	0.308	-1.106
YIL009W	0.353	-0.921
YIL010W	-0.379	-0.579
YIL011W	-0.065	0.312
YIL012W	-0.004	1.030
YIL013C	-0.300	0.190
YIL014C-A	4.103	0.983
YIL014W	-0.496	-0.206
YIL015W	-2.406	-0.169
YIL016W	-2.526	-6.540
YIL017C	-1.015	0.271
YIL018W	5.115	0.579
YIL019W	NaN	-0.032
YIL020C	0.355	0.154
YIL021W	NaN	-8.308
YIL022W	NaN	0.463
YIL023C	0.011	0.692
YIL024C	-1.141	0.407
YIL025C	0.262	-0.072
YIL026C	NaN	-1.700
YIL027C	-0.605	-0.134
YIL028W	-1.740	0.408
YIL029C	-6.835	0.514
YIL030C	-1.045	-1.115
YIL031W	NaN	0.174
YIL032C	-0.525	1.008
YIL033C	NaN	-0.025
YIL034C	NaN	0.396
YIL035C	1.673	1.215
YIL036W	-13.197	-0.281
YIL037C	-0.585	0.146
YIL038C	-4.893	-4.294
YIL039W	NaN	0.737
YIL040W	NaN	-1.042
YIL041W	-5.780	-0.506
YIL042C	-0.117	0.875
YIL043C	1.058	0.703
YIL044C	-1.465	0.744
YIL045W	-0.011	-0.015
YIL046W	NaN	-5.557
YIL047C	4.920	0.411
YIL048W	NaN	-5.623
YIL049W	NaN	-0.019
YIL050W	-1.197	1.784
YIL051C	NaN	0.005
YIL052C	-0.451	-2.134
YIL053W	-4.661	-0.073
YIL054W	0.283	0.579
YIL055C	0.043	-0.235
YIL056W	-0.742	-0.013
YIL057C	0.260	0.087
YIL058W	0.018	-0.031
YIL059C	-0.283	0.275
YIL060W	6.978	-0.035
YIL061C	NaN	-0.819
YIL062C	NaN	-1.124
YIL063C	0.575	0.124
YIL064W	-2.908	-8.312
YIL065C	-6.506	-0.135
YIL066C	-0.059	-0.004
YIL067C	-13.764	-0.013
YIL068C	NaN	1.628
YIL069C	1.007	2.804
YIL070C	0.782	0.773
YIL071C	-1.038	0.031
YIL072W	-0.063	-1.038
YIL073C	-2.384	-2.217
YIL074C	-0.086	-1.466
YIL075C	NaN	0.013
YIL076W	-2.154	-0.621
YIL077C	-6.800	-7.944
YIL078W	NaN	0.030
YIL079C	0.753	1.255
YIL083C	-0.589	0.015
YIL084C	0.009	0.884
YIL085C	0.019	0.259
YIL086C	-0.062	-0.090
YIL087C	-1.631	-16.396
YIL088C	-0.042	-0.611
YIL089W	-0.259	0.062
YIL090W	0.687	0.495
YIL091C	NaN	-0.140
YIL092W	-0.826	0.031
YIL093C	2.153	0.363
YIL094C	-0.051	0.282
YIL095W	-1.516	0.065
YIL096C	0.093	0.453
YIL097W	NaN	0.444
YIL098C	-2.831	0.522
YIL099W	0.308	0.114
YIL100W	1.274	0.697
YIL101C	0.127	0.308
YIL102C	0.078	-0.038
YIL103W	NaN	-0.003
YIL104C	NaN	-0.315
YIL105C	-2.804	-1.390
YIL106W	NaN	-0.027
YIL107C	-0.392	0.994
YIL108W	0.214	-0.772
YIL109C	NaN	-2.568
YIL110W	-3.677	-8.137
YIL111W	0.785	0.385
YIL112W	0.958	0.842
YIL113W	0.022	-0.019
YIL114C	-0.055	0.949
YIL115C	NaN	-0.018
YIL116W	-0.381	0.267
YIL117C	0.017	0.418
YIL118W	NaN	0.932
YIL119C	0.654	-0.030
YIL120W	-0.169	-0.649
YIL121W	0.311	-0.434
YIL122W	NaN	0.374
YIL123W	0.230	0.179
YIL124W	0.883	0.317
YIL125W	1.803	1.165
YIL126W	NaN	-4.484
YIL128W	NaN	1.317
YIL129C	NaN	0.908
YIL130W	-0.124	-1.347
YIL131C	0.030	0.611
YIL132C	0.050	-0.156
YIL133C	-1.925	0.114
YIL134W	0.019	0.548
YIL135C	0.066	0.498
YIL136W	-0.008	-0.547
YIL137C	-0.672	0.727
YIL138C	-0.093	-0.117
YIL139C	-0.050	0.793
YIL140W	-0.425	0.398
YIL141W	-0.456	0.226
YIL142W	NaN	0.506
YIL143C	NaN	-0.001
YIL144W	NaN	0.097
YIL145C	-0.222	-0.022
YIL146C	-1.768	-0.003
YIL147C	NaN	0.438
YIL148W	0.318	4.239
YIL149C	-0.895	-0.602
YIL150C	NaN	0.821
YIL152W	0.034	-2.995
YIL153W	-2.044	1.050
YIL154C	-9.781	-0.703
YIL155C	-0.011	0.175
YIL156W	0.240	0.734
YIL157C	0.446	0.077
YIL158W	-1.991	NaN
YIL159W	0.724	0.084
YIL160C	-0.004	-0.089
YIL161W	-0.026	0.154
YIL162W	-0.011	-1.380
YIL163C	0.449	0.205
YIL164C	0.262	-0.743
YIL165C	0.292	0.479
YIL166C	-0.135	0.120
YIL170W	0.063	1.286
YIL173W	-0.001	-2.103
YIR001C	-0.006	-0.013
YIR002C	0.292	-0.569
YIR003W	-0.197	0.067
YIR004W	0.094	0.528
YIR005W	-6.775	-0.011
YIR006C	NaN	0.110
YIR007W	-0.608	-0.443
YIR008C	NaN	-0.064
YIR009W	-1.857	-0.000
YIR010W	NaN	-0.054
YIR011C	NaN	-0.685
YIR012W	NaN	0.120
YIR013C	-0.089	-0.060
YIR014W	0.058	0.020
YIR015W	NaN	-0.094
YIR016W	0.056	0.294
YIR017C	-0.007	0.418
YIR018W	0.059	-0.746
YIR019C	0.008	-0.777
YIR020C	-0.015	-0.275
YIR021W	1.921	0.027
YIR022W	NaN	-0.124
YIR023W	-0.066	-0.042
YIR024C	1.863	-0.071
YIR025W	0.201	0.401
YIR026C	1.207	0.013
YIR027C	0.510	-0.021
YIR028W	0.224	-1.499
YIR029W	-0.028	0.001
YIR030C	0.009	-0.301
YIR031C	0.429	-0.042
YIR032C	0.273	0.608
YIR033W	-0.814	0.238
YIR034C	NaN	-0.002
YIR035C	0.561	-0.083
YIR036C	0.267	-0.542
YIR037W	0.903	0.114
YIR038C	0.605	0.066
YIR039C	0.101	0.169
YIR042C	0.611	0.507
YJL001W	NaN	0.604
YJL002C	1.551	-0.145
YJL003W	2.417	0.050
YJL004C	-12.067	0.101
YJL005W	-0.017	-2.859
YJL006C	NaN	0.414
YJL007C	0.003	1.477
YJL009W	NaN	2.379
YJL010C	NaN	0.829
YJL011C	NaN	-1.878
YJL012C	1.973	1.618
YJL013C	-0.383	-0.446
YJL014W	NaN	2.315
YJL015C	NaN	0.284
YJL016W	-0.140	0.537
YJL019W	NaN	-0.027
YJL020C	-0.752	0.840
YJL022W	1.804	0.198
YJL023C	1.485	0.127
YJL024C	-11.426	-0.452
YJL025W	-0.016	-0.049
YJL026W	NaN	-0.873
YJL027C	0.204	0.463
YJL028W	-0.328	0.154
YJL029C	-5.514	0.742
YJL030W	0.890	0.056
YJL031C	NaN	-0.496
YJL032W	NaN	-0.782
YJL033W	NaN	-0.845
YJL034W	NaN	0.224
YJL035C	NaN	0.013
YJL036W	-0.008	0.143
YJL037W	-0.066	-0.316
