ORF	hap a | growth (culture turbidity) | standard | SC | Kuroda K~Avalos J, 2019	hap a | growth (culture turbidity) | isobutanol [1.4%] | SC | Kuroda K~Avalos J, 2019
YJL117W	4.693	0.911
YPL219W	3.800	0.910
YHR079C	4.713	0.910
YNR063W	5.372	0.908
YER005W	3.099	0.908
YLR25TW	4.171	0.906
YPL206C	4.544	0.906
YGR108W	4.236	0.906
YER067W	4.086	0.905
YGR212W	4.132	0.904
YPL177C	5.392	0.904
YEL008W	5.191	0.903
YDR399W	3.648	0.903
YLR381W	4.506	0.901
YJR055W	2.236	0.901
YLR225C	4.861	0.899
YML058W	3.783	0.899
YGR235C	5.063	0.898
YLR284C	4.884	0.898
YHL026C	4.927	0.897
YDR533C	5.291	0.897
YPL187W	4.728	0.895
YNL085W	4.001	0.895
YHL007C	2.675	0.894
YER185W	6.071	0.893
YHL009C	3.768	0.893
YEL062W	3.527	0.893
YDR430C	4.361	0.893
YGL228W	2.597	0.892
YGR123C	4.899	0.890
YKR045C	5.022	0.889
YIL100W	4.566	0.889
YDR458C	3.578	0.888
YKL146W	4.161	0.887
YPL227C	3.245	0.887
YLR387C	3.987	0.886
YLR279W	4.325	0.885
YLR296W	4.355	0.885
YLR311C	4.672	0.884
YEL040W	4.574	0.884
YJR010W	5.043	0.884
YNL008C	4.901	0.883
YGR031W	5.449	0.882
YKL166C	3.625	0.882
YKL128C	3.441	0.882
YJR040W	4.002	0.881
YLR285W	4.910	0.881
YPL181W	4.903	0.881
YJR056C	3.346	0.881
YDL184C	4.387	0.881
YMR124W	3.823	0.881
YGL121C	5.375	0.880
YPL269W	4.547	0.880
YOR212W	4.982	0.880
YKR009C	4.220	0.879
YPL156C	4.037	0.878
YGL253W	5.186	0.878
YGR008C	3.182	0.878
YGR202C	3.718	0.878
YML099C	5.397	0.876
YGL146C	4.472	0.876
YCR031C	4.468	0.874
YMR102C	4.467	0.874
YGL175C	3.346	0.874
YAL064C-A	4.328	0.874
YLR412W	4.010	0.873
YER071C	4.356	0.872
YGR033C	5.134	0.872
YDR123C	4.818	0.871
YNR007C	4.990	0.870
YML053C	4.263	0.870
YNR025C	4.971	0.869
YLR395C	3.421	0.868
YMR114C	4.672	0.868
YMR057C	5.190	0.867
YIL025C	4.148	0.867
YNL127W	2.988	0.866
YLR280C	3.958	0.866
YPL267W	3.861	0.865
YER039C	4.330	0.865
YLR388W	4.457	0.864
YKR060W	5.136	0.864
YOL075C	4.512	0.864
YEL009C	4.866	0.863
YHL044W	4.068	0.863
YNR049C	5.504	0.863
YPL200W	3.570	0.862
YHL034C	5.106	0.862
YLR262C-A	4.843	0.862
YGL013C	5.359	0.861
YER134C	5.148	0.861
YDL155W	4.461	0.861
YGL251C	3.576	0.859
YJR050W	3.976	0.859
YIL164C	3.683	0.859
YLR361C	3.810	0.859
YFR024C-A	4.616	0.854
YIL120W	4.633	0.858
YIL085C	3.878	0.858
YPL196W	4.109	0.857
YDR391C	3.290	0.856
YMR175W	5.276	0.856
YPL202C	4.477	0.856
YML087C	4.706	0.855
YFL055W	4.899	0.854
YKL147C	4.508	0.854
YGR070W	4.396	0.854
YER034W	4.283	0.854
YFR026C	3.812	0.853
YMR053C	5.357	0.853
YDR420W	3.190	0.853
YJL152W	5.286	0.853
YCR006C	4.932	0.852
YKR061W	5.251	0.852
YCL013W	5.629	0.852
YLR232W	4.510	0.850
YJR054W	3.864	0.850
YDR461W	4.268	0.848
YNR012W	5.450	0.848
YLR297W	4.621	0.848
YLR236C	4.917	0.848
YLR287C	4.941	0.847
YER065C	4.329	0.846
YPL184C	5.612	0.846
YGL149W	4.939	0.846
YCR105W	4.916	0.846
YHL019C	3.603	0.846
YNR040W	5.265	0.846
YER001W	3.026	0.846
YML123C	4.549	0.845
YDR522C	4.275	0.845
YIL059C	4.042	0.844
YGL139W	4.054	0.843
YGR207C	4.505	0.843
YGR066C	3.802	0.843
YOR192C	5.086	0.843
YER056C-A	4.034	0.842
YGL144C	3.844	0.842
YMR137C	4.785	0.841
YMR120C	4.566	0.841
YLL039C	5.682	0.841
YLR283W	4.900	0.838
YDR517W	4.068	0.838
YER060W	3.979	0.837
YJL016W	4.562	0.830
YML109W	4.181	0.836
YIL024C	4.529	0.836
YKR014C	4.777	0.836
YDL174C	4.147	0.835
YGL010W	4.864	0.834
YHR139C-A	4.458	0.833
YNL020C	4.595	0.832
YLR446W	4.743	0.832
YKR047W	5.197	0.832
YGR201C	4.369	0.831
YML102W	5.299	0.831
YEL010W	4.783	0.831
YKL161C	2.776	0.830
YJR019C	4.680	0.830
YKR052C	3.990	0.829
YER164W	4.778	0.829
YGL085W	4.512	0.828
YOR252W	5.374	0.828
YJR037W	5.124	0.828
YFR012W	4.434	0.828
YOR202W	5.093	0.828
YPL092W	4.711	0.828
YGL138C	2.996	0.827
YGL180W	3.756	0.827
YML056C	3.732	0.827
YGR228W	5.878	0.826
YFR018C	5.028	0.826
YGL062W	4.373	0.826
YGR085C	4.275	0.825
YFL020C	4.767	0.825
YHR103W	4.861	0.824
YPL178W	5.273	0.824
YBR187W	4.552	0.823
YLR227C	5.008	0.822
YGR037C	4.444	0.822
YEL047C	5.045	0.822
YDL170W	4.146	0.822
YMR105C	3.753	0.822
YGR080W	4.830	0.822
YJR014W	5.523	0.821
YML103C	5.120	0.821
YGL049C	4.838	0.820
YGL195W	4.026	0.819
YPL224C	4.852	0.819
YNR030W	4.470	0.819
YNR059W	5.383	0.819
YNR024W	4.966	0.819
YDR451C	3.978	0.818
YIL157C	4.468	0.818
YLR307W	5.090	0.817
YKR044W	5.076	0.817
YOR011W	4.494	0.817
YER052C	3.648	0.817
YBL103C	4.524	0.817
YKR057W	5.184	0.816
YPL165C	4.312	0.816
YGL009C	4.123	0.816
YGR049W	5.908	0.816
YGR039W	5.502	0.815
YBR149W	4.538	0.814
YDR112W	4.406	0.813
YML089C	5.475	0.813
YKR030W	5.419	0.813
YFR016C	4.520	0.813
YKL100C	4.354	0.812
YFR009W	4.854	0.812
YPL185W	3.401	0.812
YFL053W	4.386	0.812
YJL201W	4.912	0.811
YGL002W	4.628	0.811
YOR092W	4.900	0.810
YJL197W	5.135	0.808
YER051W	3.735	0.808
YDR401W	3.733	0.808
YFR021W	3.956	0.808
YML101C-A	5.490	0.808
YJL142C	4.651	0.807
YNR001C	4.742	0.807
YJR154W	5.774	0.807
YKR051W	3.929	0.806
YJR058C	3.960	0.806
YFL054C	4.242	0.806
YPL103C	4.014	0.803
YLR281C	4.667	0.803
YMR317W	5.525	0.803
YNR048W	5.346	0.802
YDR043C	5.161	0.802
YDL214C	5.237	0.801
YDR134C	5.202	0.801
YKR016W	4.095	0.801
YMR319C	5.115	0.801
YDL081C	0.463	NaN
YBR168W	0.396	NaN
YDL082W	0.380	NaN
YHR134W	0.361	NaN
YDR332W	0.316	NaN
YDR378C	0.316	NaN
YDR260C	0.297	NaN
YKL054C	0.291	NaN
YPL234C	0.290	NaN
YLR318W	0.285	NaN
YCL058C	0.279	NaN
YPL268W	0.246	NaN
YLR148W	0.245	NaN
YLR420W	0.236	NaN
YNL003C	0.235	NaN
YPL042C	0.210	NaN
YDR382W	0.208	NaN
YOR330C	0.205	NaN
YBR189W	0.193	NaN
YEL001C	0.188	NaN
YDR364C	0.180	NaN
YJL188C	0.176	NaN
YGR104C	0.171	NaN
YDL203C	0.156	NaN
YGR155W	0.155	NaN
YDR261C	0.149	NaN
YGL219C	0.145	NaN
YGL135W	0.139	NaN
YDL068W	0.138	NaN
YGR092W	0.137	NaN
YER086W	0.135	NaN
YIL134W	0.134	NaN
YKL020C	0.123	NaN
YEL036C	0.122	NaN
YHR081W	0.119	NaN
YPR092W	0.117	NaN
YDL013W	0.112	NaN
YDR377W	0.110	NaN
YKL143W	0.105	NaN
YLL027W	0.105	NaN
YPL271W	0.102	NaN
YER014C-A	0.096	NaN
YBR035C	0.094	NaN
YBR132C	0.090	NaN
YDR159W	0.089	NaN
YOR295W	0.084	NaN
YLR403W	0.079	NaN
YDR295C	0.077	NaN
YBL025W	0.076	NaN
YDR296W	0.073	NaN
YLR312W-A	0.071	NaN
YJL175W	0.071	NaN
YCR063W	0.070	NaN
YJL075C	0.068	NaN
YJR074W	0.067	NaN
YDR300C	0.066	NaN
YPR043W	0.063	NaN
YBL033C	0.062	NaN
YGR262C	0.062	NaN
YHR021C	0.058	NaN
YBL079W	0.058	NaN
YDL151C	0.049	NaN
YPL205C	0.049	NaN
YGL246C	0.048	NaN
YHR100C	0.047	NaN
YHR051W	0.046	NaN
YKL055C	0.041	NaN
YDR298C	0.041	NaN
YJL184W	0.040	NaN
YIL040W	0.032	NaN
YML115C	0.031	NaN
YNL097C	0.031	NaN
YOL143C	0.031	NaN
YLR226W	0.025	NaN
YNL225C	0.025	NaN
YBR097W	0.024	NaN
YKL073W	0.022	NaN
YKL080W	0.022	NaN
YHR120W	0.022	NaN
YEL045C	0.021	NaN
YPR095C	0.020	NaN
YLR193C	0.020	NaN
YDR322W	0.020	NaN
YDR140W	0.019	NaN
YNL140C	0.019	NaN
YGR240C	0.017	NaN
YER070W	0.016	NaN
YPL031C	0.016	NaN
YGR244C	0.015	NaN
YHR121W	0.015	NaN
YBR267W	0.014	NaN
YLR322W	0.014	NaN
YKL155C	0.014	NaN
YDL062W	0.014	NaN
YNR052C	0.013	NaN
YPR093C	0.013	NaN
YKL053C-A	0.013	NaN
YGR243W	0.011	NaN
YDL202W	0.009	NaN
YKR028W	0.007	NaN
YGL070C	0.006	NaN
YDR257C	0.006	NaN
YGL095C	0.006	NaN
YPL272C	0.004	NaN
YPL132W	0.003	NaN
YPR098C	0.003	NaN
YPR096C	0.003	NaN
YDR138W	0.003	NaN
YHR010W	0.002	NaN
YKR029C	0.001	NaN
YHR129C	0.000	NaN
YPR024W	0.000	NaN
YGR006W	0.000	NaN
YKR039W	0.000	NaN
YPR099C	0.000	NaN
YPR100W	0.000	NaN
YDR258C	0.000	NaN
YJL140W	0.000	NaN
YGR020C	0.000	NaN
YDR334W	0.000	NaN
YMR125W	0.000	NaN
YDR532C	0.000	NaN
YPL148C	0.000	NaN
YDR253C	0.000	NaN
YDR264C	0.000	NaN
YDR445C	0.000	NaN
YDR248C	0.000	NaN
YDR250C	0.000	NaN
YKL011C	0.000	NaN
YDR259C	0.000	NaN
YJR090C	0.000	NaN
YDR249C	0.000	NaN
YKL006W	0.000	NaN
YKL017C	0.000	NaN
YDR245W	0.000	NaN
YPR101W	0.000	NaN
YBR112C	0.000	NaN
YKL009W	0.000	NaN
YDR251W	0.000	NaN
YBL100C	0.000	NaN
YBL099W	0.000	NaN
YDR244W	0.000	NaN
YNL139C	0.000	NaN
YJR066W	0.000	NaN
YDR247W	0.000	NaN
YHR011W	0.000	NaN
YDL115C	0.000	NaN
YLR369W	0.000	NaN
YDR252W	0.000	NaN
YDR277C	0.000	NaN
YNL133C	0.000	NaN
YCR084C	0.000	NaN
YFR031C-A	0.000	NaN
YCR047C	0.000	NaN
YPR116W	0.000	NaN
YGL223C	0.000	NaN
YKL023W	0.000	NaN
YFR019W	0.000	NaN
YGL240W	0.000	NaN
YDR276C	0.000	NaN
YDR470C	0.000	NaN
YDR336W	0.000	NaN
YGL038C	0.000	NaN
YGR106C	0.000	NaN
YKR094C	0.000	NaN
YER017C	0.000	NaN
YPL262W	0.000	NaN
YEL029C	0.000	NaN
YDR281C	0.000	NaN
YJL042W	0.000	NaN
YPL050C	0.000	NaN
YHR073W	0.000	NaN
YDR337W	0.000	NaN
YGR160W	0.000	NaN
YOL086C	0.000	NaN
YHL005C	0.000	NaN
YBL045C	0.000	NaN
YPR131C	0.000	NaN
YDR270W	0.000	NaN
YPL059W	0.000	NaN
YKR095W	0.000	NaN
YDR268W	0.000	NaN
YML112W	0.000	NaN
YPL069C	0.000	NaN
YDR282C	0.000	NaN
YDL033C	0.000	NaN
YGL206C	0.000	NaN
YDR283C	0.000	NaN
YDR284C	0.000	NaN
YDL032W	0.000	NaN
YHR171W	0.000	NaN
YOL148C	0.000	NaN
YGR255C	0.000	NaN
YBR021W	0.000	NaN
YKL139W	0.000	NaN
YPR072W	0.000	NaN
YOR323C	0.000	NaN
YGR271C-A	0.000	NaN
YDR256C	0.000	NaN
YDR174W	0.000	NaN
YHR013C	0.000	NaN
YKL106W	0.000	NaN
YHR109W	0.000	NaN
YKL194C	0.000	NaN
YDR265W	0.000	NaN
YHL020C	0.000	NaN
YEL046C	0.000	NaN
YKL002W	0.000	NaN
YGR063C	0.000	NaN
YBL058W	0.000	NaN
YHR060W	0.000	NaN
YJR139C	0.000	NaN
YPR067W	0.000	NaN
YPR097W	0.000	NaN
YDR432W	0.000	NaN
