ORF	hom | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	hom | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase I [10 generations] | Novo M~Gonzalez R, 2013	het | growth (relative abundance in pooled culture) | synthetic must, Phase II [10 generations] | Novo M~Gonzalez R, 2013
YBR300C	1.478	-0.908	1.068	0.152
YBR301W	-0.116	-1.189	-1.054	1.278
YCL001W	0.136	0.772	-0.393	-0.686
YCL001W-A	1.741	-1.338	2.033	-2.728
YCL001W-B	-0.305	-0.040	0.036	0.286
YCL002C	-0.148	-0.076	0.182	0.002
YCL004W	NaN	NaN	-0.554	-0.832
YCL005W	-0.092	-1.129	0.473	-0.465
YCL005W-A	-0.198	0.239	0.010	-0.010
YCL006C	-0.159	-0.217	-0.032	-0.077
YCL007C	0.098	0.739	0.476	0.795
YCL008C	0.697	-0.590	0.396	0.917
YCL009C	0.874	0.442	0.147	1.426
YCL010C	-1.474	0.265	-1.556	-1.991
YCL011C	-0.729	-1.669	0.180	-0.220
YCL012C	0.186	0.525	0.322	0.877
YCL013W	0.229	0.316	-0.392	0.545
YCL014W	0.188	0.384	-0.276	-0.199
YCL016C	-0.014	2.814	0.219	-1.636
YCL017C	NaN	NaN	-1.790	-0.566
YCL021W-A	0.474	1.321	0.855	3.053
YCL022C	-0.340	0.212	0.056	0.972
YCL023C	0.128	-0.424	-0.155	-0.862
YCL024W	-0.338	-1.118	0.145	-0.144
YCL025C	-0.112	-1.355	-0.738	-0.908
YCL026C	0.373	0.544	-0.066	0.353
YCL026C-A	-0.551	-1.650	0.348	1.952
YCL026C-B	0.214	-0.507	-0.015	-1.431
YCL027W	0.536	0.402	-0.762	-0.618
YCL028W	-0.117	-0.974	-1.057	-3.168
YCL029C	-0.122	-0.336	-0.611	0.597
YCL030C	-0.390	-0.417	-1.526	-0.923
YCL031C	NaN	NaN	0.152	0.061
YCL032W	0.306	-0.164	-1.076	-1.451
YCL033C	0.599	0.435	-0.011	-0.471
YCL034W	-0.207	-0.112	-0.897	-1.044
YCL035C	0.053	0.886	-0.923	0.732
YCL036W	0.344	-0.038	-0.583	-0.438
YCL037C	0.363	1.126	1.760	1.430
YCL038C	0.212	-1.992	-0.017	-0.805
YCL039W	0.014	-1.987	-0.373	-0.069
YCL040W	-0.045	0.334	0.758	1.695
YCL041C	NaN	NaN	-1.324	0.884
YCL042W	0.069	0.215	-0.879	0.451
YCL043C	NaN	NaN	-0.082	0.289
YCL044C	0.369	0.171	-0.209	-0.050
YCL045C	-0.652	-1.267	0.000	-0.924
YCL046W	-0.558	-0.155	-1.081	0.804
YCL047C	0.040	-0.253	0.125	0.880
YCL048W	-0.214	-0.667	-0.601	0.699
YCL049C	-0.091	-0.435	-1.522	0.087
YCL050C	0.510	0.331	1.060	0.897
YCL051W	-0.133	0.830	-0.302	0.608
YCL052C	NaN	NaN	0.340	-0.275
YCL053C	NaN	NaN	0.973	1.467
YCL054W	NaN	NaN	-0.881	1.027
YCL055W	-0.293	-0.481	-0.895	-1.344
YCL056C	-0.264	-0.859	-0.929	-1.138
YCL057C-A	-0.232	0.365	0.250	0.522
YCL057W	-0.416	-1.598	-0.462	0.070
YCL058C	-0.258	0.572	0.024	1.112
YCL059C	NaN	NaN	0.197	-0.768
YCL061C	-0.545	-0.914	-0.139	0.456
YCL063W	-0.181	-0.235	-0.679	0.283
YCL064C	0.680	0.429	-0.730	-1.800
YCL069W	-0.053	-0.078	-0.078	-0.080
YCL074W	0.232	0.128	-0.191	0.409
YCL075W	0.208	-0.124	0.375	-1.004
YCL076W	0.470	0.022	0.133	0.123
YCR001W	-0.122	-0.224	-0.294	1.011
YCR002C	0.536	0.614	-0.978	1.335
YCR003W	1.274	2.744	0.240	1.072
YCR004C	-0.546	-1.090	-1.325	0.244
YCR005C	-0.152	-0.191	-0.516	1.147
YCR006C	0.176	0.311	2.321	0.627
YCR007C	-0.249	-0.219	-0.374	0.566
YCR008W	-1.398	0.417	-1.577	-0.926
YCR009C	1.111	-1.041	-1.872	-0.320
YCR010C	-0.427	-0.371	-1.348	-1.299
YCR011C	0.173	-1.976	-0.531	-1.295
YCR012W	NaN	NaN	0.106	0.650
YCR013C	NaN	NaN	-0.576	-0.308
YCR014C	0.081	0.117	-0.659	-0.975
YCR015C	-0.183	-0.888	-0.142	-1.087
YCR016W	-0.591	-1.258	-1.260	-0.229
YCR017C	0.063	-1.449	-1.368	0.979
YCR019W	0.759	-0.349	-1.075	0.797
YCR020C	-0.319	0.357	-0.746	0.484
YCR020C-A	0.595	1.644	0.147	2.510
YCR020W-B	-1.102	1.412	1.920	-1.982
YCR021C	0.136	-0.476	-0.363	0.851
YCR022C	0.138	-0.254	-1.068	0.292
YCR023C	-0.220	-1.512	-1.302	-1.424
YCR024C	0.907	1.002	1.683	-1.822
YCR024C-A	1.327	-1.478	1.972	0.285
YCR024C-B	0.056	0.078	0.045	-0.290
YCR025C	0.984	-2.339	1.146	-2.989
YCR026C	0.588	-0.880	0.833	-0.855
YCR027C	1.431	-1.297	1.197	-0.584
YCR028C	0.163	1.710	1.499	-3.105
YCR028C-A	0.718	2.667	0.444	2.113
YCR030C	0.018	0.760	-0.237	1.811
YCR031C	-0.562	-0.153	0.753	-2.045
YCR032W	0.542	0.761	0.382	1.470
YCR033W	0.977	2.023	0.151	1.128
YCR034W	0.410	2.954	1.332	-0.161
YCR035C	NaN	NaN	1.235	-1.207
YCR036W	1.435	-0.498	1.320	0.599
YCR037C	0.094	1.429	2.656	-1.942
YCR043C	-0.276	-0.493	1.664	-0.813
YCR044C	-0.133	0.962	1.494	-1.758
YCR045C	0.986	-1.176	1.181	-2.846
YCR046C	-0.154	1.102	0.033	1.634
YCR047C	0.273	1.570	0.268	1.286
YCR048W	-0.077	0.670	0.371	1.845
YCR049C	1.250	-0.660	2.023	-1.345
YCR050C	1.369	-1.750	1.686	-2.085
YCR051W	1.412	-1.239	2.073	-1.487
YCR052W	NaN	NaN	3.139	0.362
YCR053W	-1.245	0.800	0.209	0.149
YCR054C	NaN	NaN	-0.102	1.251
YCR057C	NaN	NaN	0.459	1.013
YCR059C	1.335	-0.854	2.483	-1.924
YCR060W	0.395	-0.296	1.594	0.602
YCR061W	-0.051	-0.223	-0.200	0.492
YCR063W	-0.328	1.920	1.833	-1.898
YCR064C	-0.028	0.266	-0.358	1.903
YCR065W	0.486	1.140	0.923	0.126
YCR066W	0.519	0.609	2.011	0.106
YCR067C	-0.144	1.127	0.029	1.770
YCR068W	1.459	-1.682	1.876	-1.822
YCR069W	-0.178	0.046	0.533	2.311
YCR071C	0.130	0.628	1.507	0.650
YCR072C	NaN	NaN	0.307	0.797
YCR073C	0.022	0.391	0.232	1.122
YCR073W-A	-0.467	-0.272	1.996	-0.474
YCR075C	-0.203	-0.433	0.057	2.143
YCR075W-A	-0.318	0.372	0.274	0.386
YCR076C	-0.361	-3.580	1.585	-3.626
YCR077C	-0.129	-0.700	2.322	-0.663
YCR079W	0.197	-0.310	0.809	-1.534
YCR081W	1.433	-1.485	1.626	-0.648
YCR082W	-0.871	0.384	1.562	-0.215
YCR083W	0.121	-0.647	-0.056	1.287
YCR084C	1.894	1.475	0.230	1.362
YCR085W	1.446	-0.623	2.096	-2.336
YCR086W	1.701	0.938	2.666	-2.133
YCR087C-A	0.732	-0.732	0.909	-0.441
YCR087W	1.104	-0.861	1.590	-1.842
YCR088W	-0.298	-2.977	0.027	2.287
YCR089W	-0.052	0.999	0.063	0.138
YCR090C	-0.030	-0.986	-0.000	0.481
YCR091W	0.012	-0.050	-0.090	0.460
YCR092C	0.107	0.384	0.197	0.883
YCR093W	NaN	NaN	-0.861	-1.581
YCR094W	1.049	0.815	0.111	0.136
YCR095C	0.364	1.666	0.977	0.932
YCR095W-A	-0.147	0.497	0.012	0.417
YCR098C	-0.087	-0.177	-0.159	0.640
YCR099C	-0.311	-0.947	-0.094	0.361
YCR100C	-0.016	-0.682	0.116	0.580
YCR101C	0.101	-1.021	-0.199	-0.849
YCR102C	-0.252	0.579	-0.392	0.976
YCR102W-A	-0.517	-0.726	-0.507	1.449
YCR105W	0.143	-0.387	-0.212	1.060
YCR106W	-0.217	-0.014	0.084	-0.158
YCR107W	0.110	-0.060	0.321	0.342
YDL001W	-0.120	0.557	-0.107	1.816
YDL002C	-0.232	0.795	-0.868	1.217
YDL003W	NaN	NaN	-0.010	1.327
YDL004W	NaN	NaN	0.029	0.866
YDL005C	0.035	0.125	0.926	2.828
YDL006W	-0.002	0.889	-0.311	1.273
YDL007W	NaN	NaN	0.544	2.469
YDL008W	NaN	NaN	0.470	2.452
YDL009C	-0.188	-0.656	-0.228	1.713
YDL010W	-0.077	-0.145	0.090	1.229
YDL011C	0.143	1.099	0.368	2.203
YDL012C	0.258	-0.466	-0.498	2.164
YDL013W	0.127	1.462	0.174	2.650
YDL014W	NaN	NaN	0.225	1.662
YDL015C	NaN	NaN	0.645	1.324
YDL016C	NaN	NaN	-0.196	0.685
YDL017W	NaN	NaN	0.018	0.760
YDL018C	-0.473	-0.099	-0.040	1.560
YDL019C	-0.150	0.086	0.568	1.154
YDL020C	-0.044	0.016	0.813	1.791
YDL021W	-1.161	-0.023	0.592	0.950
YDL022W	-1.253	0.854	-0.135	1.312
YDL023C	-1.657	0.602	-0.538	1.634
YDL024C	0.559	1.001	0.108	1.770
YDL025C	1.222	-0.421	-0.149	-0.181
YDL026W	-0.005	-0.470	-0.072	-0.334
YDL027C	-0.024	0.165	0.035	1.384
YDL028C	NaN	NaN	0.114	1.706
YDL029W	NaN	NaN	0.625	1.728
YDL030W	NaN	NaN	-0.199	0.985
YDL031W	NaN	NaN	0.263	0.345
YDL032W	0.147	1.475	-0.125	0.040
YDL033C	-0.163	-0.948	-0.483	1.719
YDL034W	-0.141	-0.650	0.376	1.232
YDL035C	-0.003	0.459	0.027	0.678
YDL036C	-0.376	-0.594	0.075	0.511
YDL037C	2.462	-0.514	0.209	1.097
YDL039C	0.102	0.507	0.723	1.177
YDL040C	-1.108	0.905	0.622	1.654
YDL041W	-0.928	0.776	0.412	1.782
YDL042C	0.017	0.117	0.136	0.323
YDL043C	NaN	NaN	1.045	1.170
YDL044C	1.291	2.062	0.935	1.723
YDL045C	NaN	NaN	-0.001	0.609
YDL045W-A	0.142	0.993	0.155	0.826
YDL046W	-0.335	-0.618	-0.265	1.962
YDL047W	-0.116	0.809	2.302	0.941
YDL048C	0.728	0.831	0.584	0.394
YDL049C	1.286	0.766	0.191	0.941
YDL050C	-0.079	0.894	0.335	1.897
YDL051W	0.484	0.497	0.598	2.165
YDL052C	0.355	1.260	-0.022	0.965
YDL053C	0.291	-0.579	0.845	1.827
YDL054C	0.138	-0.433	0.808	2.488
YDL055C	NaN	NaN	-0.389	0.069
YDL056W	1.647	2.134	0.657	2.195
YDL057W	0.101	0.032	-0.017	0.366
YDL058W	NaN	NaN	-1.037	-0.425
YDL059C	-0.595	-0.239	0.416	2.788
YDL060W	NaN	NaN	-0.041	1.582
YDL061C	-0.492	1.688	0.061	0.699
YDL062W	-0.063	0.639	-0.297	1.606
YDL063C	0.020	0.481	0.155	0.954
YDL064W	NaN	NaN	0.284	1.501
YDL065C	0.985	0.919	0.528	1.475
YDL066W	-0.018	0.140	-0.059	0.485
YDL067C	0.114	1.664	-0.293	1.175
YDL068W	0.818	2.238	0.214	1.164
YDL069C	0.316	0.541	0.058	0.336
YDL070W	-0.473	-0.573	0.167	2.278
YDL071C	-0.311	0.497	-0.376	0.517
YDL072C	-3.000	-0.222	-0.254	1.049
YDL073W	0.761	0.141	-0.337	0.224
YDL074C	0.000	0.373	0.072	-0.059
YDL075W	-0.018	1.343	-0.024	0.412
YDL076C	0.901	0.721	0.448	1.315
YDL077C	0.327	0.896	0.239	0.338
YDL078C	0.116	0.180	0.050	0.742
YDL079C	-0.158	0.593	-0.451	1.126
YDL080C	0.228	-0.134	0.707	0.692
YDL081C	-0.698	1.312	-0.108	1.871
YDL082W	0.178	0.638	-0.012	2.391
YDL083C	0.020	0.384	-0.043	-0.011
YDL084W	NaN	NaN	-0.081	0.349
YDL085C-A	-0.153	-0.181	0.128	-0.531
YDL085W	-0.033	-0.042	-0.102	1.278
YDL086W	-0.431	0.583	0.802	0.537
YDL087C	NaN	NaN	0.076	1.036
YDL088C	0.748	0.924	0.237	2.584
YDL089W	0.855	0.394	-0.124	0.950
YDL090C	-0.014	0.042	0.287	0.713
YDL091C	0.463	0.406	0.076	2.478
YDL092W	NaN	NaN	-0.139	1.197
YDL093W	-0.181	0.191	1.176	1.500
YDL094C	1.334	1.462	-0.000	1.363
YDL095W	0.784	0.853	-0.655	1.754
YDL096C	2.321	0.578	-0.368	0.330
YDL097C	NaN	NaN	1.739	1.865
YDL098C	NaN	NaN	-1.025	1.250
YDL099W	-0.336	-0.204	0.246	-0.345
YDL100C	0.947	1.373	0.238	-0.780
YDL101C	-0.058	0.677	-0.445	-0.951
YDL102W	NaN	NaN	-0.931	-0.089
YDL103C	NaN	NaN	-0.058	0.304
YDL104C	0.136	0.837	-0.219	-1.242
YDL105W	NaN	NaN	0.091	-0.311
YDL106C	3.222	4.568	0.165	0.205
YDL107W	-0.094	0.792	-0.240	0.811
YDL108W	NaN	NaN	0.150	0.942
YDL109C	0.064	-0.754	0.851	-0.781
YDL110C	-0.095	-0.677	-1.038	0.812
YDL111C	NaN	NaN	-0.541	0.747
YDL112W	0.023	-0.244	-0.600	0.514
YDL113C	0.089	-0.922	-0.372	0.875
YDL114W	-0.030	-0.040	-0.060	2.701
YDL115C	-0.018	1.953	-0.468	-1.757
YDL116W	0.032	0.335	0.006	-0.745
YDL117W	-0.415	0.606	-0.014	0.775
YDL118W	-0.579	1.158	-0.484	-0.017
YDL119C	-0.651	-0.583	0.199	1.147
YDL120W	NaN	NaN	0.009	-0.705
YDL121C	0.204	1.332	-0.196	-0.276
YDL122W	-0.382	-0.322	-0.328	0.337
YDL123W	0.006	-0.078	0.258	0.583
YDL124W	-0.142	-0.799	-0.521	0.547
YDL125C	-0.218	-0.319	-0.174	-1.143
YDL126C	NaN	NaN	-0.617	0.498
YDL127W	-0.042	-0.667	-0.066	0.061
YDL128W	-0.091	0.314	0.065	0.779
YDL129W	-0.286	0.453	0.241	0.008
YDL130W	0.544	-0.741	-0.707	0.026
YDL130W-A	-0.322	-0.075	0.237	1.287
YDL131W	-0.319	-1.275	-0.603	0.826
YDL132W	NaN	NaN	0.966	-0.933
YDL133C-A	0.007	-0.482	0.701	1.698
YDL133W	1.053	0.268	-0.411	0.065
YDL134C	-1.555	0.365	-1.590	0.783
YDL135C	-0.237	-0.533	-0.275	0.014
YDL136W	0.370	-1.048	-0.821	-0.772
YDL137W	-0.553	0.356	-0.458	-1.170
YDL138W	-0.428	-1.820	-0.531	1.118
YDL139C	NaN	NaN	-0.428	-0.914
YDL140C	NaN	NaN	-0.266	0.573
YDL141W	NaN	NaN	-0.244	0.150
YDL142C	0.207	0.268	0.096	0.176
YDL143W	NaN	NaN	-0.224	1.744
YDL144C	0.039	-1.171	-0.784	0.136
YDL145C	NaN	NaN	0.181	0.811
YDL146W	0.452	-1.339	0.392	-0.214
YDL147W	NaN	NaN	1.021	1.388
YDL148C	NaN	NaN	-0.124	0.677
YDL149W	-0.589	-2.537	-0.140	-1.159
YDL150W	NaN	NaN	-0.127	0.428
YDL151C	-0.200	2.089	0.125	1.477
YDL152W	NaN	NaN	0.378	0.767
YDL153C	NaN	NaN	-0.006	-1.669
YDL154W	-0.275	-0.048	-0.108	1.734
YDL155W	0.072	-1.028	-0.663	-1.034
YDL156W	-0.139	-0.393	-0.575	0.827
YDL157C	-0.135	-0.318	-0.353	-0.038
YDL158C	-0.021	0.181	-0.024	-0.199
YDL159W	0.260	0.755	-0.128	0.461
YDL159W-A	-1.291	-0.679	-0.606	0.269
YDL160C	0.178	2.489	-0.457	0.226
YDL160C-A	-0.294	0.407	-0.108	0.562
YDL161W	-0.195	-0.684	-0.007	0.176
YDL162C	-0.049	-0.586	-0.228	0.411
YDL163W	NaN	NaN	0.565	0.356
YDL164C	NaN	NaN	0.337	0.908
YDL165W	NaN	NaN	-0.618	-0.933
YDL166C	NaN	NaN	0.319	0.891
YDL167C	0.560	-1.604	0.227	0.934
YDL168W	-0.042	-0.631	-0.286	0.018
YDL169C	-0.216	-0.317	-0.350	0.903
YDL170W	-0.275	-0.389	-0.232	1.289
YDL171C	-0.448	-0.847	-0.076	-2.053
YDL172C	-1.097	1.568	-0.156	1.942
YDL173W	-2.090	2.466	-0.360	0.055
YDL174C	-0.131	0.230	0.139	1.641
YDL175C	-0.527	-0.427	-0.957	-0.129
YDL176W	-0.008	0.597	-0.012	0.842
YDL177C	-0.163	0.888	-0.708	1.821
YDL178W	-0.309	-1.193	-0.429	0.188
YDL179W	-0.990	-0.301	-0.346	0.983
YDL180W	-0.123	-0.766	0.183	0.618
YDL181W	0.140	0.322	-0.470	1.399
YDL182W	-0.648	-1.581	-0.879	0.861
YDL183C	0.179	0.693	-0.084	0.433
YDL184C	-0.177	-0.584	0.898	1.777
YDL185W	0.085	0.512	-0.548	0.899
YDL186W	-0.171	-1.596	0.266	1.143
YDL187C	-0.213	-0.673	0.482	1.271
YDL188C	-0.584	0.280	-0.477	0.696
YDL189W	0.668	0.419	0.213	0.711
YDL190C	0.697	-0.782	1.950	2.053
YDL191W	-0.552	2.173	0.414	4.536
YDL192W	1.400	1.788	-0.602	-0.287
YDL193W	NaN	NaN	0.199	3.206
YDL194W	-1.094	-0.870	-1.076	0.339
YDL195W	NaN	NaN	-0.034	0.172
YDL196W	NaN	NaN	0.934	0.795
YDL197C	-0.209	-1.264	0.002	0.233
YDL198C	1.918	1.813	0.091	1.817
YDL199C	-0.148	0.382	0.610	1.541
YDL200C	0.676	-0.308	-0.218	1.052
YDL201W	-0.723	-0.064	-0.198	1.808
YDL202W	-1.257	-0.137	0.187	1.923
YDL203C	-0.311	-0.112	-0.645	0.816
YDL204W	0.223	-0.768	-0.505	-0.070
YDL205C	NaN	NaN	2.474	0.016
YDL206W	-0.474	-1.235	-0.402	-0.209
YDL207W	NaN	NaN	0.281	0.372
YDL208W	NaN	NaN	0.006	0.701
YDL209C	NaN	NaN	-0.342	0.171
YDL210W	-0.148	-0.957	-0.323	1.859
YDL211C	-0.071	0.196	0.449	0.864
YDL212W	NaN	NaN	-0.168	1.243
YDL213C	-0.083	-0.983	-0.601	-0.454
YDL214C	-0.003	-0.375	0.288	-1.103
YDL215C	-0.093	0.164	0.107	-0.176
YDL216C	0.301	0.024	0.290	0.843
YDL217C	NaN	NaN	-0.019	0.695
YDL218W	-0.050	-1.370	0.389	0.443
YDL219W	0.019	-0.509	-0.243	1.126
YDL220C	NaN	NaN	0.017	0.493
YDL221W	NaN	NaN	-0.362	0.661
YDL222C	-0.128	0.384	-0.185	1.094
YDL223C	0.161	0.114	0.162	0.424
YDL224C	0.060	-2.154	1.187	0.980
YDL225W	1.713	1.691	0.256	0.338
YDL226C	2.427	2.619	-0.508	1.485
YDL227C	0.067	0.281	0.140	0.424
YDL229W	-0.254	0.421	0.445	1.200
YDL230W	-0.215	-0.602	1.069	1.203
YDL231C	0.007	-1.223	0.055	1.171
YDL232W	-0.110	0.417	-0.295	-0.064
YDL233W	-0.169	-0.248	0.237	1.399
YDL234C	0.048	-0.382	0.452	0.539
YDL235C	NaN	NaN	-0.335	1.313
YDL236W	-0.347	0.122	-0.201	0.902
YDL237W	-0.557	-0.959	-0.362	0.607
YDL238C	-0.188	-0.321	0.029	-0.016
YDL239C	-0.174	-0.188	-0.489	-0.661
YDL240W	0.045	0.133	-0.578	-0.212
YDL241W	-0.034	-0.448	-0.417	-1.192
YDL242W	-0.082	-0.150	-0.141	0.227
YDL243C	-0.082	-0.009	0.061	1.993
YDR001C	0.292	-0.606	-0.183	0.562
YDR002W	NaN	NaN	0.237	0.681
YDR003W	0.134	-0.233	0.102	-1.067
YDR003W-A	0.362	0.739	0.182	1.441
YDR004W	-0.262	0.283	-0.129	0.066
YDR005C	-1.347	-1.127	0.012	0.696
YDR006C	-0.015	-0.918	-0.184	-1.146
YDR007W	0.682	1.481	-0.223	2.331
YDR008C	1.141	1.226	0.006	2.180
YDR009W	-0.368	-0.825	0.182	0.573
YDR010C	-0.369	-0.326	-0.160	0.778
YDR011W	-0.856	0.285	-1.188	0.800
YDR013W	NaN	NaN	-0.546	0.025
YDR014W	-0.548	-0.193	-0.328	0.400
YDR015C	-0.160	0.242	-0.338	-0.144
YDR016C	NaN	NaN	0.250	0.689
YDR017C	-0.267	0.048	0.686	1.154
YDR018C	-0.125	-0.986	0.738	2.542
YDR019C	-0.239	-0.605	0.032	2.139
YDR020C	-3.822	0.443	-1.426	1.383
YDR021W	NaN	NaN	-0.835	0.283
YDR022C	-0.345	-0.445	-0.185	0.671
YDR023W	NaN	NaN	-0.813	-0.012
YDR024W	-0.191	-2.549	-0.153	-3.257
YDR025W	0.118	-0.471	-0.171	-0.429
YDR026C	-0.008	-0.929	0.110	0.562
YDR027C	0.038	-0.035	0.052	-0.119
YDR028C	0.037	0.571	0.077	1.061
YDR029W	-0.265	0.154	-0.386	0.337
YDR030C	-0.023	-0.257	0.298	0.334
YDR031W	-0.067	-0.221	0.045	-1.163
YDR032C	-0.281	-0.486	0.915	3.400
YDR033W	-0.290	0.562	1.009	4.412
YDR034C	-2.725	-0.666	0.047	0.787
YDR034C-A	0.194	0.373	0.105	0.684
YDR034W-B	0.100	0.053	-0.256	0.540
YDR035W	0.023	-0.915	-0.311	0.161
YDR036C	-0.189	-0.132	0.100	0.731
YDR037W	NaN	NaN	-0.580	-1.135
YDR041W	NaN	NaN	-0.457	0.714
YDR042C	-0.064	-0.324	-0.501	1.869
YDR043C	-0.971	-1.550	-1.161	1.200
YDR044W	NaN	NaN	-0.011	0.636
YDR045C	NaN	NaN	0.164	0.842
YDR046C	-0.055	-0.991	0.033	0.114
YDR047W	NaN	NaN	-0.466	1.445
YDR048C	-0.548	0.015	-0.468	1.065
YDR049W	1.007	0.736	-0.207	-0.113
YDR050C	NaN	NaN	0.365	1.576
YDR051C	0.097	-0.925	-0.237	0.233
YDR052C	NaN	NaN	-0.203	0.345
YDR053W	NaN	NaN	-0.680	2.091
YDR054C	NaN	NaN	0.672	0.003
YDR055W	-0.498	0.170	-0.014	0.849
YDR056C	-0.244	-0.783	-0.214	2.846
YDR057W	0.387	-1.674	-0.266	0.296
YDR058C	1.062	1.067	0.482	0.156
YDR059C	0.111	-0.182	-0.013	-0.621
YDR060W	NaN	NaN	-0.806	-1.076
YDR061W	-0.203	-0.545	0.669	0.854
YDR062W	NaN	NaN	-0.333	3.841
YDR063W	-0.266	-1.103	-0.341	-0.138
YDR064W	NaN	NaN	0.013	0.461
YDR065W	1.642	1.486	-1.522	-0.387
YDR066C	-0.126	-0.663	0.072	0.108
YDR067C	0.725	0.854	-3.138	-1.876
YDR068W	0.392	0.050	0.495	0.830
YDR069C	0.055	0.098	-0.890	-0.702
YDR070C	-0.020	-1.686	-0.604	0.654
YDR071C	1.618	-0.301	0.112	1.551
YDR072C	-0.866	-1.915	-0.629	1.400
YDR073W	0.238	-2.128	-0.202	-0.334
YDR074W	0.124	-0.005	-0.243	1.115
YDR075W	0.171	-0.025	0.671	0.295
YDR076W	0.073	0.547	-0.103	0.329
YDR077W	-0.134	-1.418	1.811	2.428
YDR078C	0.209	0.603	-0.179	0.552
YDR079C-A	-0.061	1.941	0.171	-0.182
YDR079W	0.151	0.522	-0.226	1.222
YDR080W	0.571	-0.266	0.222	2.208
YDR081C	NaN	NaN	-0.708	-0.099
YDR082W	NaN	NaN	0.416	-0.019
YDR083W	-0.613	-0.199	0.234	0.744
YDR084C	-0.312	-1.648	-0.817	-0.774
YDR085C	-0.025	-0.627	-0.209	1.278
YDR086C	NaN	NaN	0.125	0.445
YDR087C	NaN	NaN	-0.849	1.628
YDR088C	NaN	NaN	-0.012	0.570
YDR089W	-0.023	-0.848	0.398	0.708
YDR090C	1.073	0.545	0.044	0.462
YDR091C	NaN	NaN	0.571	-0.767
YDR092W	0.223	0.770	-0.005	0.871
YDR093W	0.209	0.611	-0.087	1.147
YDR094W	0.060	-1.040	0.374	1.052
YDR095C	0.040	-0.406	-0.336	1.355
YDR096W	0.116	0.632	0.472	1.187
YDR097C	0.004	0.580	-0.056	0.926
YDR098C	-0.043	-0.779	-0.421	0.334
YDR099W	-0.854	-1.669	-0.353	-0.343
YDR100W	0.379	0.240	0.348	0.802
YDR101C	0.034	-0.556	0.550	1.373
YDR102C	-0.188	-0.669	-0.076	0.104
YDR103W	0.023	0.317	-0.379	0.336
YDR104C	-0.153	0.024	-0.091	0.054
YDR105C	0.369	0.273	-0.294	0.701
YDR107C	-0.119	-0.961	-0.000	0.619
YDR108W	-0.003	-0.180	0.278	1.236
YDR109C	-0.064	0.169	0.139	-0.463
YDR110W	-0.287	0.439	-0.683	0.199
YDR111C	-0.011	-1.378	0.555	2.537
YDR112W	-0.154	-0.326	-0.373	-0.260
YDR113C	NaN	NaN	0.730	0.232
YDR114C	-0.060	0.724	-1.246	0.450
YDR115W	-0.557	-0.650	-0.792	1.743
YDR116C	0.783	0.852	0.256	1.252
YDR117C	-0.257	-0.269	0.151	1.135
YDR118W	NaN	NaN	-0.396	1.535
YDR119W	0.085	-0.900	0.088	0.666
YDR120C	-1.681	-2.026	-0.035	0.863
YDR121W	-0.281	-1.278	0.402	1.077
YDR122W	-0.146	-0.559	0.539	0.918
YDR123C	-3.414	-0.986	-0.366	0.260
YDR124W	-0.126	1.081	0.017	0.431
YDR125C	-0.163	-2.411	0.713	-0.449
YDR126W	0.057	0.202	0.531	1.344
YDR127W	-0.098	0.632	0.363	2.163
YDR128W	-0.011	0.211	0.029	0.384
YDR129C	-0.016	2.261	0.262	0.238
YDR130C	-0.098	-0.836	-0.074	1.536
YDR131C	-0.168	-0.196	0.062	0.245
YDR132C	-0.292	-0.939	-0.316	1.571
YDR133C	0.213	-1.219	0.603	0.566
YDR134C	0.000	-0.825	0.078	1.219
YDR135C	0.041	-0.248	-1.116	0.733
YDR136C	1.528	0.539	-0.254	0.076
YDR137W	1.866	0.462	-0.148	0.532
YDR138W	-0.118	0.947	-0.186	-0.843
YDR139C	0.026	-0.412	0.590	0.979
YDR140W	-0.454	2.175	-0.553	0.502
YDR141C	NaN	NaN	-0.269	0.256
YDR142C	0.103	-0.042	-0.024	0.528
YDR143C	-0.172	0.403	0.563	0.612
YDR144C	-0.079	-0.037	0.145	2.082
YDR145W	NaN	NaN	0.307	1.023
YDR146C	0.232	1.485	0.252	0.661
YDR147W	0.059	0.416	0.134	0.687
YDR148C	-0.520	-0.322	-0.067	0.171
YDR149C	-0.098	-0.168	-0.129	2.037
YDR150W	0.059	-0.477	-0.251	0.770
YDR151C	0.352	1.204	0.289	1.834
YDR152W	-0.166	-0.872	-0.580	2.509
YDR153C	-0.193	-1.850	0.192	-0.218
YDR154C	0.210	-1.037	0.547	1.222
YDR155C	0.199	-0.160	0.359	0.403
YDR156W	-0.204	1.318	-0.215	0.541
YDR157W	0.308	-0.387	0.045	0.453
YDR158W	-0.614	0.462	-0.146	0.057
YDR159W	-0.423	1.950	-0.413	2.307
YDR160W	NaN	NaN	-0.281	1.797
YDR161W	-0.449	-1.914	-1.018	2.767
YDR162C	1.224	1.223	1.244	2.259
YDR163W	0.033	0.448	0.849	0.825
YDR164C	NaN	NaN	0.031	1.440
YDR165W	-0.361	0.138	0.373	1.185
YDR166C	NaN	NaN	0.150	1.394
YDR167W	NaN	NaN	0.493	2.699
YDR168W	NaN	NaN	0.335	1.361
