ORF	het | growth (relative abundance in pooled culture) | glucose limitation, chemostat (glucose [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | phosphorus limitation, chemostat (phosphorus(.) [unknown], culture dilution rate [0.1/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.2/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | nitrogen limitation, chemostat (ammonium [unknown], culture dilution rate [0.3/h]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, chemostat (culture dilution rate [0.3/h], minimal complete [standard]) | Pir P~Oliver SG, 2012	het | growth (relative abundance in pooled culture) | synthetic complete, turbidostat (minimal complete [standard]) | Pir P~Oliver SG, 2012
YBR166C	-0.000	-0.001	-0.002	-0.001	-0.000	0.001	0.010
YBR167C	0.001	0.001	0.000	0.004	0.001	0.001	-0.002
YBR168W	-0.001	0.000	-0.002	0.000	-0.000	0.000	0.001
YBR169C	0.000	0.001	-0.002	0.000	0.000	-0.000	-0.001
YBR170C	0.002	0.002	-0.000	0.002	0.001	-0.001	-0.003
YBR171W	0.000	0.001	-0.001	0.001	0.000	0.000	-0.001
YBR172C	0.003	0.002	0.001	0.003	-0.000	0.001	0.000
YBR173C	-0.001	0.002	-0.002	-0.001	-0.004	-0.003	-0.014
YBR174C	0.002	0.002	0.001	0.005	-0.002	0.001	-0.003
YBR175W	-0.002	-0.000	-0.005	-0.004	0.001	0.001	-0.005
YBR176W	-0.000	0.000	-0.001	0.002	-0.000	0.001	-0.002
YBR177C	0.001	0.001	0.001	0.002	-0.001	-0.000	0.002
YBR178W	-0.002	-0.002	-0.004	-0.007	-0.000	-0.000	-0.005
YBR179C	0.002	0.001	-0.000	0.004	0.000	-0.000	-0.004
YBR180W	0.000	0.001	-0.001	0.001	0.000	-0.001	-0.004
YBR181C	0.002	-0.002	0.001	0.006	-0.003	-0.000	-0.009
YBR182C	-0.001	0.000	-0.001	-0.000	0.001	0.000	-0.005
YBR183W	0.002	0.001	0.000	0.002	-0.001	0.000	0.004
YBR184W	0.002	0.001	-0.001	0.006	-0.000	-0.000	-0.000
YBR185C	-0.007	-0.007	-0.013	0.004	0.007	0.000	-0.002
YBR186W	0.002	0.002	0.001	0.005	-0.000	0.000	-0.003
YBR187W	-0.002	-0.001	0.001	-0.003	0.002	-0.004	-0.010
YBR188C	-0.000	0.000	-0.000	0.001	-0.000	-0.000	0.001
YBR189W	0.000	-0.000	0.001	-0.001	0.000	-0.001	-0.015
YBR190W	0.002	-0.001	0.002	0.001	-0.004	-0.010	-0.020
YBR191W	0.003	-0.001	-0.000	0.001	-0.001	-0.010	-0.027
YBR192W	-0.002	-0.000	-0.000	-0.003	0.001	0.001	0.006
YBR193C	NaN	-0.002	-0.002	NaN	0.003	-0.003	-0.008
YBR194W	-0.001	0.001	-0.001	0.001	-0.001	-0.001	-0.001
YBR195C	0.000	0.001	0.001	0.003	-0.000	0.000	-0.002
YBR196C	-0.000	0.000	-0.001	-0.001	0.001	0.003	0.004
YBR197C	-0.001	0.001	-0.001	0.000	0.001	-0.000	-0.003
YBR198C	-0.005	0.001	-0.006	-0.000	-0.006	0.000	-0.001
YBR199W	-0.000	0.001	-0.001	0.001	-0.001	0.001	-0.001
YBR200W	0.002	0.002	-0.003	0.000	0.001	0.001	-0.003
YBR201W	0.000	-0.001	-0.000	0.002	0.002	-0.001	-0.003
YBR202W	0.003	0.002	0.001	0.011	-0.002	-0.000	0.002
YBR203W	-0.001	0.000	-0.001	-0.000	-0.001	-0.000	0.008
YBR204C	0.002	0.002	-0.000	0.003	-0.000	0.001	-0.000
YBR205W	0.000	0.001	-0.001	0.001	-0.001	0.000	0.001
YBR206W	0.001	0.002	0.000	0.003	0.001	-0.000	0.006
YBR207W	-0.001	-0.001	-0.004	-0.006	0.000	-0.000	0.006
YBR208C	-0.000	-0.001	-0.005	-0.004	-0.001	-0.003	-0.006
YBR209W	0.002	0.001	0.001	0.002	-0.002	0.002	0.009
YBR210W	-0.001	0.000	-0.001	-0.001	-0.000	-0.000	0.006
YBR211C	0.001	0.001	-0.000	0.002	-0.000	-0.000	0.001
YBR212W	0.001	0.001	0.001	0.001	0.001	-0.001	0.004
YBR214W	-0.001	0.001	-0.001	0.002	0.000	0.002	-0.001
YBR215W	-0.000	-0.000	-0.000	0.005	0.006	-0.002	0.010
YBR216C	0.002	0.001	0.000	0.003	0.000	0.001	-0.001
YBR217W	0.002	0.002	-0.000	0.003	0.001	0.001	0.002
YBR218C	-0.000	0.001	-0.001	-0.003	-0.000	-0.001	0.004
YBR219C	0.003	0.001	0.001	0.001	0.000	-0.001	0.002
YBR220C	0.001	-0.000	-0.001	0.002	-0.002	-0.000	0.002
YBR221C	0.000	-0.005	-0.003	NaN	0.001	-0.000	0.007
YBR222C	0.001	-0.000	-0.002	0.001	-0.001	0.000	0.000
YBR223C	0.002	0.002	0.001	0.008	0.001	-0.000	-0.002
YBR224W	0.005	0.001	0.002	0.006	-0.002	0.002	0.008
YBR225W	-0.001	-0.000	-0.003	-0.003	0.000	0.002	0.010
YBR226C	0.002	0.000	-0.002	0.002	-0.001	0.001	0.004
YBR227C	-0.001	-0.001	-0.004	-0.004	0.001	0.000	0.004
YBR228W	-0.001	0.000	-0.000	0.001	0.001	0.001	-0.003
YBR229C	0.002	0.002	0.001	0.004	0.001	0.000	0.001
YBR230C	-0.000	0.001	-0.002	-0.000	0.001	0.001	-0.006
YBR231C	0.001	0.000	0.003	-0.002	-0.000	0.001	0.004
YBR232C	0.001	0.002	-0.001	0.002	-0.000	0.002	-0.004
YBR233W	0.001	0.002	-0.000	0.000	-0.000	-0.000	0.003
YBR234C	0.002	0.001	-0.001	0.001	0.000	0.000	-0.001
YBR235W	0.000	0.002	-0.001	0.001	-0.000	0.001	-0.007
YBR236C	-0.000	0.002	0.001	0.004	-0.000	-0.001	0.002
YBR237W	0.001	0.001	0.001	0.002	-0.000	-0.000	0.002
YBR238C	0.002	0.000	0.002	0.011	0.002	0.001	-0.006
YBR239C	-0.000	0.001	0.000	0.002	0.001	0.001	0.000
YBR240C	0.003	0.001	0.002	0.006	-0.000	0.001	0.000
YBR241C	0.001	0.002	0.001	0.004	-0.001	0.001	0.005
YBR242W	0.001	0.001	0.001	0.003	0.001	-0.000	0.002
YBR243C	0.000	-0.000	0.000	-0.000	-0.001	-0.002	0.002
YBR244W	0.002	0.001	0.000	-0.002	-0.000	0.000	-0.001
YBR245C	0.003	0.003	-0.000	0.006	-0.001	-0.000	0.002
YBR246W	0.001	0.002	-0.002	0.002	0.001	0.000	0.003
YBR247C	-0.001	0.001	-0.000	0.001	0.000	0.001	-0.001
YBR248C	0.003	-0.001	0.002	0.006	0.002	-0.001	0.005
YBR249C	-0.002	-0.005	-0.003	0.001	-0.002	0.000	0.002
YBR250W	-0.000	0.000	-0.000	0.002	0.001	0.001	-0.004
YBR251W	-0.001	-0.000	-0.001	-0.000	-0.000	-0.001	-0.002
YBR252W	0.001	0.001	0.001	0.001	0.001	-0.000	0.003
YBR253W	-0.001	-0.000	-0.001	-0.001	0.001	0.001	-0.005
YBR254C	-0.001	-0.003	0.001	-0.001	0.000	-0.003	-0.002
YBR255W	0.001	0.000	-0.000	0.001	-0.001	0.001	-0.001
YBR256C	-0.000	0.001	-0.001	0.001	-0.000	-0.000	0.002
YBR257W	-0.002	0.000	-0.003	-0.002	-0.003	0.000	-0.002
YBR258C	0.001	0.002	0.000	0.004	0.001	0.000	-0.005
YBR259W	-0.001	-0.000	-0.002	0.000	0.000	0.001	-0.000
YBR260C	0.001	0.001	0.001	0.003	0.001	-0.000	-0.002
YBR261C	-0.000	0.001	-0.000	0.001	-0.001	-0.000	-0.000
YBR262C	-0.000	0.001	-0.001	0.001	0.001	-0.001	-0.006
YBR263W	0.004	0.002	0.001	0.008	-0.001	0.001	-0.002
YBR264C	0.003	0.001	0.002	0.005	0.001	0.001	0.003
YBR265W	0.003	-0.000	-0.000	0.001	-0.001	-0.001	-0.002
YBR266C	-0.003	-0.001	-0.003	-0.004	-0.002	-0.000	-0.000
YBR267W	0.002	0.002	-0.000	0.001	0.000	-0.000	0.002
YBR268W	0.000	0.000	-0.001	0.002	0.000	-0.001	0.002
YBR269C	0.001	0.001	0.001	-0.000	0.001	0.000	0.002
YBR270C	0.002	0.001	0.002	0.006	-0.000	0.001	-0.003
YBR271W	-0.008	-0.002	0.004	0.003	-0.001	0.001	-0.007
YBR272C	0.002	-0.001	0.000	0.004	0.003	0.001	-0.008
YBR273C	-0.001	0.001	-0.002	-0.001	0.001	0.001	-0.003
YBR275C	-0.001	-0.000	-0.002	-0.000	0.004	-0.000	0.002
YBR276C	-0.000	0.000	0.001	0.001	0.001	-0.000	-0.002
YBR277C	NaN	0.000	0.002	NaN	0.000	-0.000	-0.008
YBR278W	-0.007	0.000	0.003	-0.006	-0.004	-0.002	-0.018
YBR279W	-0.004	-0.002	-0.004	-0.012	-0.003	-0.003	-0.018
YBR280C	-0.001	0.000	-0.001	0.000	-0.000	0.001	-0.003
YBR281C	-0.008	-0.000	0.002	-0.007	-0.002	-0.003	-0.019
YBR282W	-0.007	-0.000	0.004	-0.004	0.003	-0.002	-0.017
YBR283C	-0.008	-0.002	0.004	-0.008	-0.003	-0.003	-0.025
YBR284W	-0.008	-0.000	0.002	-0.005	-0.001	-0.001	-0.017
YBR285W	-0.007	-0.001	0.001	-0.006	-0.001	-0.001	-0.012
YBR286W	-0.006	0.001	0.001	-0.005	-0.001	-0.002	-0.015
YBR287W	0.001	-0.000	-0.000	0.002	0.001	0.003	-0.002
YBR288C	-0.004	-0.001	-0.002	-0.003	-0.000	-0.008	-0.011
YBR289W	-0.006	-0.008	-0.012	-0.017	-0.000	-0.000	0.002
YBR290W	-0.007	-0.001	0.001	-0.006	-0.001	0.003	-0.008
YBR291C	-0.007	0.000	0.002	-0.003	-0.001	-0.001	-0.015
YBR292C	-0.005	0.001	0.002	-0.005	0.000	-0.001	-0.013
YBR293W	-0.006	-0.000	0.004	-0.006	-0.002	0.000	-0.010
YBR294W	-0.002	-0.000	-0.001	0.001	-0.000	-0.002	-0.004
YBR295W	-0.005	-0.000	0.005	-0.004	-0.000	-0.001	-0.021
YBR296C	-0.006	-0.000	0.003	0.000	-0.002	0.001	-0.017
YBR297W	-0.005	0.001	0.004	-0.006	-0.002	-0.000	-0.019
YBR298C	-0.007	-0.000	0.005	0.001	-0.001	-0.001	-0.019
YBR300C	-0.004	-0.001	0.002	-0.001	-0.001	0.000	-0.022
YBR301W	-0.000	0.001	0.001	0.001	-0.000	0.001	-0.001
YCL001W	-0.004	-0.004	-0.006	-0.005	-0.001	-0.002	-0.002
YCL001W-A	-0.005	0.001	0.004	-0.006	-0.002	-0.000	-0.016
YCL002C	0.001	-0.000	-0.001	0.002	0.001	0.000	0.002
YCL004W	-0.000	-0.001	-0.002	-0.002	0.001	-0.001	0.002
YCL005W	-0.001	0.001	0.003	0.003	-0.002	0.002	0.015
YCL006C	0.003	0.002	-0.002	-0.000	0.001	0.000	0.003
YCL007C	0.001	0.001	0.001	0.002	0.000	0.000	0.002
YCL008C	0.001	0.000	-0.001	0.001	0.001	-0.000	0.009
YCL009C	-0.001	0.000	0.001	-0.000	-0.001	0.001	0.009
YCL010C	-0.002	0.001	-0.001	0.002	-0.001	-0.001	0.000
YCL011C	0.002	0.001	0.001	0.004	-0.001	0.001	0.004
YCL014W	0.002	0.002	0.001	0.004	-0.001	-0.000	0.005
YCL013W	-0.003	-0.001	-0.003	-0.001	-0.001	-0.001	0.005
YCL016C	0.002	0.002	0.001	0.004	0.000	-0.000	0.004
YCL017C	-0.001	-0.001	-0.003	-0.009	-0.004	-0.001	0.006
YCL022C	0.000	-0.001	-0.005	-0.002	0.001	-0.002	-0.000
YCL023C	0.002	0.001	0.001	0.002	0.001	0.000	0.001
YCL024W	-0.003	-0.003	-0.006	-0.004	0.000	-0.003	-0.001
YCL025C	0.000	-0.002	-0.003	0.001	0.001	-0.001	0.007
YCL026C	NaN	-0.004	NaN	NaN	0.002	-0.000	0.004
YCL026C-A	NaN	NaN	0.002	0.001	0.001	0.001	-0.012
YCL027W	-0.004	-0.004	-0.007	-0.009	0.001	-0.001	0.003
YCL028W	-0.001	-0.001	-0.004	-0.003	-0.001	0.000	0.004
YCL029C	-0.005	-0.002	-0.004	-0.005	0.004	-0.001	0.006
YCL030C	-0.004	-0.003	-0.006	-0.006	-0.001	-0.002	0.001
YCL032W	-0.001	-0.005	-0.009	-0.012	0.001	-0.001	-0.001
YCL033C	-0.005	-0.004	-0.005	-0.006	-0.001	-0.003	0.001
YCL034W	NaN	-0.008	NaN	NaN	0.003	-0.002	-0.001
YCL035C	0.002	0.000	-0.002	0.001	0.000	0.001	0.001
YCL036W	0.001	-0.002	0.003	-0.011	0.001	-0.003	-0.023
YCL037C	0.004	-0.011	-0.009	-0.003	-0.004	-0.001	-0.010
YCL038C	0.001	0.001	0.001	0.004	0.001	0.002	0.001
YCL039W	-0.004	-0.001	-0.005	-0.003	0.002	-0.000	0.001
YCL040W	0.004	0.002	0.002	0.002	-0.002	0.000	0.000
YCL041C	-0.001	-0.005	-0.004	-0.002	0.000	-0.001	-0.001
YCL042W	-0.004	-0.003	-0.007	-0.005	-0.001	-0.001	0.002
YCL043C	-0.005	-0.007	-0.008	-0.013	0.001	-0.003	-0.003
YCL044C	-0.004	-0.002	-0.007	-0.006	-0.000	-0.002	0.001
YCL045C	-0.003	-0.003	-0.007	-0.006	-0.001	-0.001	-0.000
YCL046W	-0.004	-0.003	-0.007	-0.006	-0.001	-0.003	-0.005
YCL047C	0.000	0.001	-0.001	0.001	-0.000	-0.000	-0.004
YCL048W	-0.002	-0.002	-0.005	-0.004	-0.000	-0.001	0.001
YCL049C	-0.003	-0.004	-0.007	-0.007	0.001	-0.003	-0.002
YCL050C	NaN	-0.004	NaN	NaN	0.004	0.000	0.001
YCL051W	-0.003	0.001	-0.003	-0.004	-0.001	-0.002	-0.001
YCL052C	-0.005	-0.002	-0.002	-0.004	-0.000	-0.000	-0.003
YCL053C	0.002	0.001	0.000	0.002	-0.001	-0.001	-0.008
YCL054W	-0.004	-0.003	-0.006	-0.005	-0.001	-0.003	-0.005
YCL055W	-0.002	-0.002	-0.005	-0.009	-0.001	-0.001	-0.001
YCL056C	-0.004	-0.003	-0.006	-0.004	-0.001	-0.002	-0.001
YCL057W	-0.002	-0.002	-0.006	-0.004	0.001	-0.001	-0.001
YCL058C	0.001	0.001	-0.002	0.001	-0.001	0.000	0.000
YCL059C	0.003	0.001	0.001	0.002	0.002	0.002	-0.002
YCL061C	-0.000	-0.000	-0.002	0.001	0.001	-0.001	-0.002
YCL063W	-0.004	-0.003	-0.007	-0.007	-0.000	-0.002	-0.003
YCL064C	-0.003	-0.002	-0.006	-0.005	0.000	-0.001	-0.002
YCL069W	-0.001	-0.000	-0.003	0.000	-0.000	-0.001	-0.003
YCL074W	-0.001	0.000	-0.002	0.003	-0.000	-0.002	-0.003
YCL075W	-0.001	-0.000	-0.002	0.001	0.000	0.001	-0.003
YCL076W	0.001	0.001	-0.001	0.001	-0.001	-0.001	-0.002
YCR001W	-0.002	-0.002	-0.005	-0.002	-0.001	-0.001	-0.001
YCR002C	-0.005	-0.003	-0.006	-0.004	-0.001	-0.003	0.000
YCR003W	0.000	0.001	-0.000	0.003	0.000	-0.000	-0.005
YCR004C	-0.003	-0.001	-0.005	-0.002	-0.001	-0.002	-0.001
YCR005C	-0.004	-0.003	-0.005	-0.006	-0.001	-0.001	-0.000
YCR006C	-0.010	-0.010	-0.004	-0.025	-0.002	-0.014	-0.047
YCR007C	-0.002	-0.004	-0.005	-0.007	-0.006	-0.001	-0.002
YCR008W	-0.003	-0.004	-0.009	-0.003	-0.001	0.001	0.002
YCR009C	-0.005	-0.007	-0.007	-0.006	-0.001	-0.003	-0.003
YCR010C	-0.004	-0.003	-0.006	-0.005	-0.001	-0.002	-0.001
YCR011C	-0.002	-0.004	-0.006	-0.009	-0.000	-0.003	-0.002
YCR012W	-0.001	-0.002	-0.003	-0.002	0.001	0.000	-0.003
YCR013C	-0.001	-0.002	-0.003	-0.001	-0.000	0.001	-0.001
YCR014C	-0.002	-0.001	-0.006	-0.005	0.001	-0.001	0.006
YCR015C	-0.012	-0.004	-0.013	-0.007	0.004	-0.001	-0.001
YCR016W	-0.004	-0.002	-0.005	-0.006	-0.000	-0.001	0.001
YCR017C	-0.000	-0.001	-0.002	-0.006	0.001	-0.001	-0.004
YCR019W	-0.002	-0.003	-0.006	-0.008	0.001	-0.001	-0.001
YCR020C	-0.003	-0.002	-0.005	-0.007	-0.001	-0.001	0.002
YCR020C-A	-0.002	-0.003	-0.003	-0.002	-0.001	-0.001	0.002
YCR020W-B	-0.009	-0.001	0.006	-0.011	-0.001	0.000	-0.017
YCR021C	-0.003	-0.002	-0.004	-0.003	0.001	0.000	-0.004
YCR022C	-0.003	-0.002	-0.006	-0.005	-0.001	-0.002	-0.004
YCR023C	-0.002	-0.002	-0.005	-0.006	-0.001	-0.000	-0.001
YCR024C	-0.007	0.000	0.004	-0.008	-0.001	-0.001	-0.014
YCR024C-A	-0.007	0.000	0.005	-0.002	-0.001	-0.000	-0.020
YCR025C	-0.006	0.000	0.005	-0.006	-0.001	-0.000	-0.014
YCR026C	-0.008	-0.001	0.006	-0.005	0.000	-0.002	-0.017
YCR027C	-0.006	-0.001	0.003	-0.003	0.000	-0.000	-0.015
YCR028C	-0.008	-0.001	0.004	-0.008	-0.001	0.003	-0.016
YCR028C-A	0.001	0.001	0.000	0.003	-0.000	0.000	-0.001
YCR030C	-0.001	0.000	0.002	0.001	-0.001	0.003	0.001
YCR031C	-0.009	-0.001	0.003	-0.007	-0.001	-0.001	-0.010
YCR032W	-0.001	-0.000	0.002	0.002	0.000	0.001	-0.002
YCR033W	-0.003	-0.008	-0.010	-0.001	-0.001	-0.010	-0.009
YCR034W	-0.008	0.001	0.002	-0.004	-0.001	0.002	-0.005
YCR035C	-0.007	0.000	0.003	-0.004	-0.002	0.001	-0.013
YCR036W	-0.011	-0.002	0.000	-0.002	-0.008	-0.006	-0.018
YCR037C	-0.008	-0.000	0.005	-0.006	-0.002	-0.001	-0.020
YCR043C	-0.010	-0.001	0.002	-0.006	-0.000	-0.001	-0.016
YCR044C	-0.007	-0.000	0.005	-0.008	-0.002	-0.001	-0.014
YCR045C	-0.007	-0.000	0.005	-0.005	-0.004	-0.002	-0.016
YCR046C	-0.001	-0.001	0.001	-0.001	0.000	0.000	0.005
YCR047C	-0.001	-0.001	0.001	0.002	-0.000	0.002	-0.002
YCR048W	-0.000	0.001	0.003	0.001	-0.001	0.001	-0.004
YCR049C	-0.005	0.002	0.005	-0.007	-0.003	-0.000	-0.017
YCR050C	-0.008	0.000	0.004	-0.005	-0.001	-0.001	-0.020
YCR051W	-0.006	0.001	0.004	-0.003	-0.002	0.000	-0.016
YCR052W	-0.013	-0.015	0.001	-0.029	-0.000	0.002	-0.011
YCR053W	-0.001	0.000	0.002	0.001	-0.002	0.000	-0.000
YCR054C	-0.000	0.001	0.003	-0.001	0.001	0.001	-0.002
YCR057C	-0.001	0.001	-0.000	0.000	-0.000	0.003	0.005
YCR059C	-0.007	-0.000	0.005	-0.011	-0.002	-0.000	-0.015
YCR060W	-0.001	0.001	-0.001	-0.002	0.001	-0.000	-0.005
YCR061W	0.001	0.001	-0.001	0.001	0.001	-0.000	-0.000
YCR063W	-0.006	-0.000	0.001	-0.006	-0.002	-0.000	-0.014
YCR064C	0.001	0.001	-0.001	0.002	0.001	0.001	-0.002
YCR065W	-0.010	-0.003	-0.000	-0.015	-0.002	-0.004	-0.023
YCR066W	-0.007	-0.001	0.003	-0.006	-0.001	-0.002	-0.017
YCR067C	-0.000	-0.001	-0.002	-0.001	0.001	0.001	-0.005
YCR068W	-0.007	-0.000	0.001	-0.005	-0.001	-0.000	-0.016
YCR069W	0.000	-0.001	-0.002	-0.003	0.000	-0.000	-0.001
YCR071C	-0.005	0.000	0.002	-0.007	-0.003	-0.001	-0.015
YCR072C	0.004	0.002	0.005	0.001	0.001	-0.003	0.004
YCR073C	0.005	0.003	0.002	0.010	0.002	0.000	0.003
YCR073W-A	-0.003	-0.000	0.004	-0.003	-0.001	-0.004	-0.004
YCR075C	0.000	0.001	-0.001	0.000	-0.000	0.000	-0.003
YCR076C	-0.007	-0.000	0.002	-0.007	-0.002	-0.001	-0.016
YCR077C	-0.004	0.001	0.005	-0.012	0.002	0.005	-0.020
YCR079W	-0.007	0.000	0.004	-0.009	-0.003	0.003	-0.013
YCR081W	-0.004	0.001	0.003	-0.002	0.002	0.002	-0.015
YCR082W	-0.008	-0.001	0.004	-0.008	-0.001	0.001	-0.012
YCR083W	0.000	0.000	0.000	0.005	0.001	0.000	-0.004
YCR084C	0.001	0.004	0.003	0.005	-0.001	-0.011	-0.014
YCR085W	-0.006	-0.000	0.002	-0.007	-0.002	-0.002	-0.018
YCR086W	-0.010	-0.003	0.002	-0.013	-0.000	0.001	-0.012
YCR087C-A	-0.007	-0.000	0.003	-0.003	-0.002	-0.001	-0.014
YCR087W	-0.005	-0.001	-0.002	-0.013	-0.001	-0.005	-0.023
YCR088W	0.002	0.001	0.001	0.004	-0.000	0.001	-0.002
YCR089W	-0.000	-0.001	-0.002	-0.001	0.002	0.003	0.004
YCR090C	0.000	0.000	0.002	0.004	0.000	0.003	0.006
YCR091W	-0.001	0.002	-0.000	0.002	-0.000	-0.000	-0.006
YCR092C	0.003	0.001	-0.000	0.002	-0.001	-0.000	-0.006
YCR093W	-0.004	-0.005	-0.003	-0.005	-0.002	0.005	-0.000
YCR094W	0.002	0.002	0.001	0.005	0.000	-0.000	-0.006
YCR095C	0.002	0.003	0.000	0.003	0.001	0.001	-0.004
YCR098C	0.000	0.001	-0.001	0.001	0.001	0.001	-0.008
YCR099C	-0.001	0.001	-0.002	-0.001	0.001	0.001	-0.008
YCR100C	-0.001	0.000	-0.002	-0.001	0.001	0.001	-0.007
YCR101C	-0.001	0.001	-0.001	0.001	-0.001	0.002	-0.007
YCR102C	0.001	0.000	-0.001	0.002	0.003	0.001	-0.008
YCR102W-A	-0.001	0.000	-0.002	0.001	0.000	0.000	-0.007
YCR105W	0.000	0.001	-0.001	0.001	0.000	-0.000	-0.006
YCR106W	0.001	0.001	-0.001	0.001	0.000	-0.000	-0.006
YCR107W	0.003	0.002	0.001	0.009	-0.000	0.001	0.000
YDL001W	0.002	0.001	0.001	0.003	0.000	-0.000	-0.007
YDL002C	0.003	-0.000	0.000	0.006	-0.000	-0.007	-0.004
YDL003W	-0.008	-0.003	NaN	0.000	0.004	0.001	-0.001
YDL004W	-0.002	0.001	0.001	-0.001	0.000	-0.000	-0.005
YDL005C	0.003	-0.000	0.002	0.002	-0.001	-0.002	0.001
YDL006W	-0.002	-0.002	-0.004	0.002	-0.000	-0.000	0.002
YDL007W	-0.000	0.004	0.001	0.004	-0.001	-0.002	-0.009
YDL008W	0.002	0.001	0.002	0.005	-0.002	-0.000	-0.004
YDL009C	-0.001	0.001	-0.002	-0.002	0.001	0.001	-0.000
YDL010W	0.001	0.000	-0.003	0.001	-0.001	0.000	0.001
YDL011C	-0.000	-0.001	-0.002	0.002	-0.002	0.000	0.010
YDL012C	0.000	0.001	-0.001	0.001	0.000	0.001	-0.002
YDL013W	0.003	0.001	0.003	-0.001	-0.002	0.003	0.002
YDL014W	-0.000	-0.001	0.000	-0.000	-0.001	0.000	-0.006
YDL015C	0.002	0.001	-0.003	0.003	0.001	-0.001	0.002
YDL016C	0.002	-0.000	-0.000	0.002	-0.000	-0.001	0.004
YDL017W	0.001	-0.000	-0.001	0.001	0.000	0.000	-0.001
YDL018C	-0.000	-0.000	-0.001	0.001	0.000	-0.000	-0.000
YDL019C	-0.001	0.000	-0.002	0.004	-0.001	0.001	0.000
YDL020C	0.000	0.001	-0.002	0.001	-0.000	-0.004	-0.004
YDL021W	0.001	0.000	-0.001	0.001	0.000	-0.000	0.003
YDL022W	0.004	0.001	0.004	-0.003	-0.001	-0.001	0.001
YDL023C	0.001	0.001	-0.000	0.001	0.001	-0.001	-0.003
YDL024C	0.001	0.001	-0.000	0.003	-0.000	-0.001	-0.003
YDL025C	-0.000	0.002	0.001	0.004	0.000	0.001	-0.003
YDL027C	NaN	-0.005	NaN	NaN	0.004	0.001	-0.001
YDL028C	-0.000	0.000	-0.001	0.002	-0.001	0.001	-0.001
YDL029W	0.001	0.001	-0.000	0.001	-0.001	0.000	-0.000
YDL030W	-0.001	-0.001	-0.001	0.001	0.001	0.000	-0.002
YDL031W	0.002	-0.000	0.001	-0.001	-0.001	-0.001	-0.003
YDL032W	-0.000	0.001	0.001	0.002	-0.001	0.001	0.004
YDL033C	-0.000	0.000	-0.001	0.001	-0.000	0.000	-0.003
YDL034W	0.000	0.003	0.001	-0.003	-0.001	-0.005	-0.024
YDL035C	0.001	-0.001	-0.002	0.002	-0.000	-0.000	-0.004
YDL037C	0.005	0.002	0.002	-0.000	-0.000	-0.000	-0.003
YDL039C	-0.002	-0.002	-0.001	0.002	0.002	-0.001	0.006
YDL040C	0.004	0.002	0.000	0.004	-0.001	-0.001	-0.002
YDL041W	NaN	-0.009	NaN	NaN	0.005	-0.003	-0.006
YDL042C	-0.008	NaN	-0.010	-0.009	0.001	-0.001	-0.007
YDL043C	0.004	0.000	0.005	-0.007	-0.002	-0.005	-0.027
YDL044C	0.001	0.001	0.000	0.000	-0.000	-0.000	0.005
YDL045C	0.001	0.001	0.001	0.003	0.000	-0.001	-0.004
YDL045W-A	-0.000	-0.001	-0.003	0.006	0.001	-0.001	0.013
YDL046W	-0.001	-0.001	-0.001	-0.001	0.000	-0.000	0.002
YDL047W	0.004	0.005	-0.001	0.004	-0.004	0.005	0.006
YDL048C	0.001	0.001	0.002	0.005	-0.002	-0.000	-0.000
YDL049C	-0.000	0.001	0.001	0.002	0.001	-0.000	-0.003
YDL050C	-0.002	0.000	0.000	0.002	0.001	0.000	0.003
YDL051W	-0.001	0.001	-0.000	0.002	0.000	-0.001	0.001
YDL052C	NaN	-0.005	-0.018	NaN	0.006	-0.001	0.000
YDL053C	0.002	0.002	0.003	0.006	-0.001	0.002	0.004
YDL054C	0.000	0.001	0.001	0.003	-0.000	-0.000	-0.002
YDL055C	-0.000	0.002	0.002	0.003	0.002	0.002	0.004
YDL056W	0.001	0.000	-0.001	0.004	0.000	0.000	-0.001
YDL057W	-0.002	0.003	-0.001	0.004	0.001	-0.000	-0.007
YDL058W	0.001	0.002	0.002	0.004	-0.001	0.002	0.001
YDL059C	0.002	0.001	0.004	0.005	-0.000	0.002	0.005
YDL060W	-0.000	0.001	0.001	0.002	0.000	-0.001	-0.002
YDL061C	-0.000	0.000	-0.001	-0.001	0.000	-0.004	-0.015
YDL062W	-0.001	0.000	0.000	0.001	-0.002	-0.001	0.001
YDL063C	-0.001	0.000	0.001	0.002	-0.001	-0.001	0.002
YDL064W	0.001	0.001	0.001	0.005	-0.001	-0.001	-0.000
YDL065C	0.001	0.001	-0.001	-0.000	0.001	-0.001	-0.000
YDL066W	0.000	0.000	0.000	0.003	0.001	-0.000	0.005
YDL067C	0.001	0.002	0.003	0.003	-0.001	-0.002	-0.002
YDL068W	0.000	0.001	-0.000	0.001	0.000	0.001	0.005
YDL070W	0.001	0.002	0.000	0.001	-0.000	-0.000	0.000
YDL071C	0.001	0.001	0.000	0.004	-0.003	-0.002	0.008
