ORF	Gene	strain	CPT	T/C
YGR174C	CBP4	34804	3711	1.086
YGL234W	"ADE5,7"	34601	3712	1.087
YCR036W	RBK1	35765	3713	1.087
YOR125C	CAT5	32381	3714	1.087
YPR129W	SCD6	35544	3715	1.087
YDR049W		33985	3716	1.087
YBR207W	FTH1	33347	3717	1.087
YDR496C	PUF6	34330	3718	1.087
YPL061W	ALD6	32767	3719	1.087
YGR177C	ATF2	34807	3720	1.088
YFR039C		36975	3721	1.088
YIL054W		31447	3722	1.088
YLR445W		36049	3723	1.088
YPL057C	SUR1	32771	3724	1.088
YPR160W	GPH1	35575	3725	1.088
YPR078C		37152	3726	1.088
YNL073W	MSK1	37220	3727	1.088
YOR058C	ASE1	31834	3728	1.088
YKL208W	CBT1	35058	3729	1.088
YOR276W	CAF20	37334	3730	1.088
YGL260W		34627	3731	1.089
YDL025C		33721	3732	1.089
YHR158C	KEL1	32852	3733	1.089
YGR042W		34672	3734	1.089
YNR031C	SSK2	35406	3735	1.089
YOR106W	VAM3	32362	3736	1.089
YDL048C	STP4	33745	3737	1.089
YLR247C		35156	3738	1.089
YKL091C		34940	3739	1.089
YLR032W	RAD5	36430	3740	1.089
YJL189W	RPL39	37018	3741	1.09
YML081W		30489	3742	1.09
YPR021C	AGC1	37400	3743	1.09
YDR084C	TVP23	34019	3744	1.09
YBR037C	SCO1	33174	3745	1.09
YMR191W		37314	3746	1.09
YGL077C	HNM1	34444	3747	1.09
YKR003W	OSH6	35074	3748	1.09
YNR063W		36090	3749	1.09
YHR207C	SET5	32901	3750	1.09
YKR028W	SAP190	37045	3751	1.09
YGR273C		37292	3752	1.09
YOR105W		32361	3753	1.091
YHL024W	RIM4	36408	3754	1.091
YOR007C	SGT2	31783	3755	1.091
YHR034C		30997	3756	1.091
YHR082C	KSP1	31910	3757	1.091
YGR096W	TPC1	34726	3758	1.091
YNL224C		31988	3759	1.091
YKL215C		37038	3760	1.091
YKL160W	ELF1	35010	3761	1.091
YIL039W		31432	3762	1.091
YGL028C	SCW11	34396	3763	1.091
YKL047W		34896	3764	1.091
YOR065W	CYT1	31841	3765	1.091
YOL042W	NGL1	31733	3766	1.091
YIL069C	RPS24B	31462	3767	1.092
YFL020C	PAU5	35639	3768	1.092
YBR062C		33199	3769	1.092
YDR116C	MRPL1	34050	3770	1.092
YLR200W	YKE2	34149	3771	1.092
YAL058W	CNE1	30349	3772	1.092
YHR143W	DSE2	32836	3773	1.092
YDR097C	MSH6	34032	3774	1.092
YJL024C	APS3	36792	3775	1.092
YNL041C	COG6	35366	3776	1.092
YER166W	DNF1	36162	3777	1.092
YNL047C		37372	3778	1.093
YDL133C-A	RPL41B	36964	3779	1.093
YKL214C	YRA2	35064	3780	1.093
YJR113C	RSM7	36918	3781	1.093
YIL038C	NOT3	31431	3782	1.093
YGR068C		34698	3783	1.093
YDL137W	ARF2	33835	3784	1.093
YIR021W	MRS1	35956	3785	1.093
YLR420W	URA4	34081	3786	1.093
YDL162C		33860	3787	1.093
YLR313C	SPH1	35222	3788	1.093
YOL138C		36288	3789	1.093
YBR090C-A		33229	3790	1.093
YLR395C	COX8	35304	3791	1.093
YFL007W	BLM3	37275	3792	1.093
YDR285W	ZIP1	33644	3793	1.094
YLR398C	SKI2	35307	3794	1.094
YDL130W-A	STF1	35823	3795	1.094
YPR147C		35562	3796	1.094
YER056C-A	RPL34A	30192	3797	1.094
YDR026C		33965	3798	1.094
YNL180C	RHO5	32032	3799	1.094
YPR039W		35458	3800	1.094
YCL022C		36874	3801	1.094
YKR045C		35116	3802	1.094
YCL061C	MRC1	33468	3803	1.095
YIR020C		35954	3804	1.095
YLR297W		35207	3805	1.095
YDR204W	COQ4	33563	3806	1.095
YOL136C	PFK27	36286	3807	1.095
YOR251C		32507	3808	1.095
YOR245C	DGA1	32501	3809	1.095
YLR128W		34085	3810	1.095
YDR420W	HKR1	34256	3811	1.095
YKL109W	HAP4	34959	3812	1.096
YMR067C		36200	3813	1.096
YNL077W	APJ1	32999	3814	1.096
YDR234W	LYS4	33593	3815	1.096
YNL300W		36470	3816	1.096
YGL014W	PUF4	34382	3817	1.096
YER103W	SSA4	36101	3818	1.096
YER178W	PDA1	36174	3819	1.096
YGL004C	RPN14	34372	3820	1.096
YKL102C		34952	3821	1.096
YGR012W		34642	3822	1.096
YDL086W		33783	3823	1.096
YHR112C		31940	3824	1.096
YPL009C		32819	3825	1.097
YGR261C	APL6	35913	3826	1.097
YDR072C	IPT1	34007	3827	1.097
YOL113W	SKM1	36263	3828	1.097
YOL020W	TAT2	31711	3829	1.097
YDR059C	UBC5	33994	3830	1.097
YBR251W	MRPS5	33391	3831	1.097
YDR108W	GSG1	34042	3832	1.097
YIL066C	RNR3	31459	3833	1.097
YPL161C	BEM4	32091	3834	1.097
YIL053W	RHR2	31446	3835	1.098
YPL222W		31070	3836	1.098
YPL192C	PRM3	31100	3837	1.098
YDR370C		34206	3838	1.098
YHR009C		36606	3839	1.098
YLR284C	ECI1	35193	3840	1.098
YGL219C	MDM34	36976	3841	1.098
YGL085W		34452	3842	1.098
YNR060W	FRE4	36087	3843	1.098
YDL130W	RPP1B	33827	3844	1.098
YNR062C		36089	3845	1.099
YKR080W	MTD1	35996	3846	1.099
YKL156W	RPS27A	35006	3847	1.099
YNL053W	MSG5	37373	3848	1.1
YOL088C	MPD2	36238	3849	1.1
YDR319C		33678	3850	1.1
YIR020W-B		35955	3851	1.101
YNL121C	TOM70	37244	3852	1.101
YCR087W		35806	3853	1.101
YOR189W	IES4	32445	3854	1.101
YCL001W-A		35749	3855	1.101
YFL013C	IES1	37279	3856	1.101
YDR421W	ARO80	34257	3857	1.101
YPR051W	MAK3	35470	3858	1.101
YPL111W	CAR1	32141	3859	1.101
YLR294C		35204	3860	1.101
YHR067W	RMD12	36615	3861	1.101
YDR450W	RPS18A	34284	3862	1.102
YIL124W	AYR1	32283	3863	1.102
YPR083W	MDM36	37401	3864	1.102
YJR150C	DAN1	36940	3865	1.102
YKL217W	JEN1	35067	3866	1.102
YIL102C		32261	3867	1.102
YGR279C	SCW4	35931	3868	1.102
YMR086W		36221	3869	1.102
YBR291C	CTP1	35739	3870	1.102
YGR269W		35921	3871	1.102
YNL055C	POR1	37374	3872	1.102
YOR290C	SNF2	31586	3873	1.102
YGR202C	PCT1	34832	3874	1.103
YGL141W	HUL5	34508	3875	1.103
YLR324W		35233	3876	1.103
YOR363C	PIP2	31660	3877	1.103
YLR111W		32722	3878	1.103
YKL129C	MYO3	34979	3879	1.103
YGL067W	NPY1	34434	3880	1.103
YKL074C	MUD2	34923	3881	1.103
YIR030C	DCG1	37304	3882	1.103
YLR257W		35166	3883	1.104
YDL174C	DLD1	33872	3884	1.104
YJL209W	CBP1	31216	3885	1.104
YMR089C	YTA12	36224	3886	1.104
YIR017C	MET28	35951	3887	1.104
YKL206C		35056	3888	1.104
YLR028C	ADE16	31583	3889	1.104
YDR541C		35836	3890	1.104
YER028C	MIG3	30160	3891	1.104
YPR145W	ASN1	35560	3892	1.104
YKL103C	LAP4	34953	3893	1.104
YGR226C		35879	3894	1.104
YGL050W		34418	3895	1.105
YOR283W		32539	3896	1.105
YBL002W	HTB2	33026	3897	1.105
YDL135C	RDI1	33833	3898	1.105
YMR055C	BUB2	36189	3899	1.105
YOL122C	SMF1	36272	3900	1.105
YIL060W		31453	3901	1.105
YPR053C		35472	3902	1.105
YPR052C	NHP6A	35471	3903	1.105
YOL018C	TLG2	31709	3904	1.105
YKL117W	SBA1	34967	3905	1.106
YDL018C	ERP3	33714	3906	1.106
YLR385C		35294	3907	1.107
YFR043C		35857	3908	1.107
YCR025C		35754	3909	1.107
YCR003W	MRPL32	33483	3910	1.107
YOL087C		36237	3911	1.107
YDR279W		33638	3912	1.107
YGL218W		34584	3913	1.107
YKL044W		34893	3914	1.108
YKL127W	PGM1	34977	3915	1.108
YNR070W	PDR18	36229	3916	1.108
YCR051W		35775	3917	1.108
YML055W	SPC2	30516	3918	1.108
YLR435W	TSR2	36038	3919	1.108
YPR042C	PUF2	35461	3920	1.108
YJL183W	MNN11	31242	3921	1.108
YGR081C		34711	3922	1.108
YGR183C	QCR9	34813	3923	1.109
YGR259C		35911	3924	1.109
YIL135C	VHS2	32294	3925	1.109
YOR349W	CIN1	31646	3926	1.109
YDR066C		34001	3927	1.109
YKL098W		34948	3928	1.109
YPR170C		35585	3929	1.11
YGR058W		34688	3930	1.11
YCR066W	RAD18	35787	3931	1.11
YFR048W	RMD8	35862	3932	1.111
YNL315C	ATP11	37387	3933	1.111
YOL036W		31727	3934	1.111
YPR087W	VPS69	35504	3935	1.111
YOR307C	SLY41	31604	3936	1.111
YGR112W	SHY1	34742	3937	1.111
YDR419W	RAD30	34255	3938	1.111
YML010C-B		36066	3939	1.112
YOR184W	SER1	32440	3940	1.112
YGL080W		34447	3941	1.112
YGL115W	SNF4	34482	3942	1.112
YPL158C		37394	3943	1.112
YJR094W-A	RPL43B	36906	3944	1.112
YMR193W	MRPL24	30778	3945	1.112
YNR042W		35417	3946	1.112
YNL170W		32041	3947	1.113
YIL138C	TPM2	32297	3948	1.113
YMR054W	STV1	36188	3949	1.113
YER091C-A		35841	3950	1.113
YDR326C		37257	3951	1.114
YDR230W		33589	3952	1.114
YKR049C		35120	3953	1.114
YKR048C	NAP1	35119	3954	1.114
YJL022W		36790	3955	1.114
YLL044W		36424	3956	1.114
YDR090C		34025	3957	1.114
YPR007C	SPO69	37136	3958	1.114
YGR051C		34681	3959	1.115
YOR284W	HUA2	32540	3960	1.115
YLR350W	ORM2	35259	3961	1.115
YNL198C		32014	3962	1.115
YJL129C	TRK1	37000	3963	1.115
YPR127W		35542	3964	1.116
YMR306W	FKS3	36450	3965	1.116
YDR020C		33959	3966	1.116
YOL037C		31728	3967	1.117
YKR007W		35078	3968	1.117
YNL109W		37381	3969	1.117
YOL153C		37133	3970	1.117
YBR201W	DER1	33341	3971	1.117
YKL207W		35057	3972	1.118
YOR061W	CKA2	31837	3973	1.118
YKR006C	MRPL13	35077	3974	1.118
YDR194C	MSS116	33553	3975	1.118
YMR092C	AIP1	36227	3976	1.119
YDR440W	DOT1	34276	3977	1.119
YBR078W	ECM33	33215	3978	1.119
YNR029C		35404	3979	1.119
YIL121W	QDR2	32280	3980	1.119
YMR035W	IMP2	30611	3981	1.119
YHR111W	UBA4	31939	3982	1.119
YIL156W	UBP7	32315	3983	1.12
YPR031W	NTO1	37146	3984	1.12
YOL096C	COQ3	36246	3985	1.12
YKR064W		35135	3986	1.12
YDR156W	RPA14	33514	3987	1.12
YLR006C	SSK1	31561	3988	1.12
YIL137C		32296	3989	1.121
YGR270W	YTA7	35922	3990	1.121
YHR136C	SPL2	31964	3991	1.121
YGR055W	MUP1	34685	3992	1.122
YPR027C		35446	3993	1.122
YAR014C	BUD14	30413	3994	1.122
YGL220W		34586	3995	1.122
YMR116C	ASC1	36556	3996	1.122
YDL176W		33874	3997	1.122
YCR068W	CVT17	35789	3998	1.122
YPR106W	ISR1	35522	3999	1.122
YKL073W	LHS1	34922	4000	1.123
YOR179C		32435	4001	1.123
YLR287C-A	RPS30A	35197	4002	1.123
YNR072W	HXT17	36231	4003	1.123
YLR326W		35235	4004	1.124
YGR163W	GTR2	34793	4005	1.124
YKR056W	TRM2	35127	4006	1.124
YGL226W		34593	4007	1.124
YBL039C	URA7	33065	4008	1.125
YAL012W	CYS3	36865	4009	1.125
YKL142W	MRP8	34992	4010	1.125
YOR200W		32456	4011	1.125
YDL081C	RPP1A	33778	4012	1.125
YCR046C	IMG1	37183	4013	1.125
YDL009C		33705	4014	1.125
YKL176C	LST4	35026	4015	1.126
YPR046W	MCM16	35465	4016	1.126
YJL080C	SCP160	31343	4017	1.126
YHR100C		31928	4018	1.126
YDR512C	EMI1	37266	4019	1.126
YPR032W	SRO7	35451	4020	1.127
YGR110W		36993	4021	1.127
YGR064W		34694	4022	1.127
YPL086C	ELP3	32742	4023	1.127
YCR031C	RPS14A	35760	4024	1.128
YKR053C	YSR3	37054	4025	1.128
YOR014W	RTS1	31790	4026	1.128
YDR100W	TVP15	34035	4027	1.129
YLL018C-A	COX19	36022	4028	1.129
YDR136C	VPS61	34070	4029	1.129
YPR057W	BRR1	35476	4030	1.129
YNL024C		35350	4031	1.129
YDL002C	NHP10	33698	4032	1.129
YHR147C	MRPL6	32841	4033	1.129
YIL036W	CST6	31429	4034	1.13
YKL093W	MBR1	34942	4035	1.13
YNL284C	MRPL10	37386	4036	1.131
YMR194W	RPL36A	30779	4037	1.131
YMR075W	RCO1	36209	4038	1.131
YGR039W		34669	4039	1.131
YKL081W	TEF4	34930	4040	1.132
YNL089C		37378	4041	1.132
YOL080C	REX4	31771	4042	1.132
YGL202W	ARO8	34569	4043	1.132
YDR315C	IPK1	33674	4044	1.132
YMR275C	BUL1	30861	4045	1.133
YKL200C		35050	4046	1.133
YPL132W	COX11	36479	4047	1.133
YBL006C		33032	4048	1.133
YDL062W		33759	4049	1.133
YML128C	MSC1	36529	4050	1.134
YPR093C		35510	4051	1.134
YMR138W	CIN4	36744	4052	1.135
YLR388W	RPS29A	35297	4053	1.135
YIL067C		31460	4054	1.135
YJL172W	CPS1	37013	4055	1.135
YER167W	BCK2	36163	4056	1.136
YPL174C	NIP100	32078	4057	1.136
YNR025C		35400	4058	1.136
YFR032C-A	RPL29	35846	4059	1.136
YOR183W	FYV12	32439	4060	1.137
YLL007C		36641	4061	1.137
YGL237C	HAP2	34604	4062	1.137
YPL183W-A	GON5	36763	4063	1.138
YCR026C		35755	4064	1.138
YLR292C	SEC72	35202	4065	1.138
YBR268W	MRPL37	33408	4066	1.138
YDL192W	ARF1	33890	4067	1.138
YBR238C		33378	4068	1.138
YGR192C	TDH3	34822	4069	1.138
YPL102C		32151	4070	1.138
YPR098C		35515	4071	1.138
YLR460C		36063	4072	1.138
YDR358W	GGA1	34195	4073	1.138
YER077C		36391	4074	1.138
YGR066C		34696	4075	1.138
YDL035C	GPR1	33731	4076	1.139
YGR008C	STF2	34638	4077	1.139
YFR044C		35858	4078	1.14
YPR020W	ATP20	35439	4079	1.14
YFR057W		35871	4080	1.14
YOL121C	RPS19A	36271	4081	1.14
YEL054C	RPL12A	30295	4082	1.14
YAL066W		30340	4083	1.141
YKL205W	LOS1	35055	4084	1.141
YLR329W	REC102	35238	4085	1.141
YJL023C	PET130	36791	4086	1.141
YDR096W	GIS1	34031	4087	1.141
YMR126C	DLT1	36567	4088	1.141
YKR099W	BAS1	36015	4089	1.141
YKR027W		37044	4090	1.141
YIL116W	HIS5	32275	4091	1.142
YNR057C	BIO4	36084	4092	1.143
YLR264W	RPS28B	35173	4093	1.143
YEL031W	SPF1	30272	4094	1.143
YGL258W	VEL1	34625	4095	1.143
YIL093C	RSM25	31484	4096	1.144
YPL183W-A	GON5	37395	4097	1.144
YLR131C	ACE2	34088	4098	1.144
YBR267W		33407	4099	1.144
YOR322C		31619	4100	1.144
YER058W	PET117	30194	4101	1.144
YDR305C	HNT2	33664	4102	1.144
YLR327C		35236	4103	1.144
YBL042C	FUI1	33068	4104	1.145
YGR093W		36991	4105	1.145
YGR228W		35881	4106	1.145
YGL057C		34424	4107	1.145
YPR009W	SUT2	35428	4108	1.145
YDR080W	VPS41	34015	4109	1.146
YER040W	GLN3	30173	4110	1.146
YFR031C-A	RPL2A	35712	4111	1.147
YOR182C	RPS30B	32438	4112	1.147
YEL033W		30274	4113	1.147
YGR027C	RPS25A	34657	4114	1.147
YJR121W	ATP2	36924	4115	1.148
YCR024C-A	PMP1	35753	4116	1.149
YGL215W	CLG1	34581	4117	1.149
YDL065C	PEX19	33762	4118	1.15
YPL101W	ELP4	32150	4119	1.15
YBL038W	MRPL16	33064	4120	1.15
YDL069C	CBS1	33766	4121	1.151
YML014W	TRM9	30559	4122	1.151
YGR257C		37288	4123	1.151
YPR097W		35514	4124	1.152
YIL087C		31478	4125	1.152
YKR047W		35118	4126	1.152
YLR418C	CDC73	35326	4127	1.153
YNR012W	URK1	35387	4128	1.153
YOL150C		36659	4129	1.154
YHR021W-A	ECM12	35947	4130	1.155
YLR331C	JIP3	35240	4131	1.156
YBR007C		33142	4132	1.156
YPR015C		35434	4133	1.157
YKL146W	AVT3	34996	4134	1.157
YIL057C		31450	4135	1.157
YDR231C	COX20	33590	4136	1.157
YPL214C	THI6	31078	4137	1.157
YKL116C	PRR1	34966	4138	1.157
YIL148W	RPL40A	32307	4139	1.157
YGL031C	RPL24A	34399	4140	1.158
YKL031W		34880	4141	1.158
YPL193W	RSA1	31099	4142	1.158
YGL015C		34383	4143	1.158
YDL173W		33871	4144	1.159
YDL074C	BRE1	33771	4145	1.159
YDR140W		34074	4146	1.159
YDL040C	NAT1	33736	4147	1.16
YNR032W	PPG1	35407	4148	1.16
YDR070C		34005	4149	1.161
YOR308C	SNU66	31605	4150	1.161
YBR036C	CSG2	33173	4151	1.161
YBL090W	MRP21	33116	4152	1.161
YOR309C		31606	4153	1.161
YPL187W	MF(ALPHA)1	32065	4154	1.163
YKL136W		34986	4155	1.163
YGL060W	PSC2	34427	4156	1.163
YNL204C	SPS18	32008	4157	1.163
YIL064W		31457	4158	1.164
YGR040W	KSS1	36981	4159	1.164
YDR241W	BUD26	33600	4160	1.164
YNR020C		35395	4161	1.164
YGR286C	BIO2	35938	4162	1.164
YOL033W	MSE1	31724	4163	1.165
YPR006C	ICL2	35425	4164	1.165
YNL315C	ATP11	37319	4165	1.165
YPL261C		31032	4166	1.166
YGR227W	DIE2	35880	4167	1.166
YGR057C	LST7	34687	4168	1.166
YKL138C	MRPL31	34988	4169	1.167
YAL054C	ACS1	36868	4170	1.167
YOL155C		37322	4171	1.168
YDR494W	RSM28	34328	4172	1.168
YKL110C	KTI12	34960	4173	1.168
YHR203C	RPS4B	32897	4174	1.169
YDL056W	MBP1	33753	4175	1.17
YNL148C	ALF1	32064	4176	1.17
YDL160C	DHH1	33858	4177	1.17
YDR442W		34278	4178	1.171
YOR234C	RPL33B	32490	4179	1.171
YDR125C	ECM18	34059	4180	1.172
YLR110C	CCW12	37107	4181	1.173
YPL055C	LGE1	32773	4182	1.173
YDR158W	HOM2	33516	4183	1.173
YIL133C	RPL16A	32292	4184	1.173
YDR089W		34024	4185	1.173
YEL013W	VAC8	30253	4186	1.173
YAL026C	DRS2	30382	4187	1.174
YKL149C	DBR1	34999	4188	1.174
YNL025C	SSN8	35351	4189	1.174
YDR414C	ERD1	34250	4190	1.174
YOL095C	HMI1	36245	4191	1.175
YHR168W		36417	4192	1.175
YEL066W	HPA3	30308	4193	1.175
YOR127W	RGA1	32383	4194	1.175
YNL184C		32028	4195	1.178
YPR099C		35516	4196	1.178
YOR330C	MIP1	31627	4197	1.178
YDL001W	RMD1	33697	4198	1.179
YDL077C	VAM6	33774	4199	1.179
YMR156C	TPP1	30738	4200	1.179
YKL222C		35071	4201	1.18
YBR015C	MNN2	33152	4202	1.18
YDR462W	MRPL28	34296	4203	1.18
YGR263C		35915	4204	1.181
YPR054W	SMK1	35473	4205	1.182
YDR178W	SDH4	33536	4206	1.182
YKL032C	IXR1	34881	4207	1.182
YKL007W	CAP1	34856	4208	1.182
YOL027C	MDM38	31718	4209	1.183
YPL178W	CBC2	32074	4210	1.183
YGL072C		34439	4211	1.183
YPR084W		35501	4212	1.184
YDL142C	CRD1	33840	4213	1.185
YDR079W	PET100	34014	4214	1.186
YBR025C		33162	4215	1.187
YNR041C	COQ2	35416	4216	1.187
YBR039W	ATP3	33176	4217	1.187
YAL039C	CYC3	30367	4218	1.187
YBL007C	SLA1	33033	4219	1.188
YGL005C	COG7	34373	4220	1.189
YPR049C	CVT9	35468	4221	1.189
YPR050C		37149	4222	1.19
YML047C	PRM6	36729	4223	1.19
YKR085C	MRPL20	37102	4224	1.19
YPL225W		31067	4225	1.191
YGL027C	CWH41	34395	4226	1.191
YGR220C	MRPL9	35873	4227	1.191
YDR507C	GIN4	34341	4228	1.191
YGR078C	PAC10	34708	4229	1.192
YHR011W	DIA4	30974	4230	1.192
YGR034W	RPL26B	34664	4231	1.193
YDL067C	COX9	33764	4232	1.193
YKL137W		34987	4233	1.193
YKR074W		35990	4234	1.193
YER122C	GLO3	36121	4235	1.193
YLR184W		34133	4236	1.193
YDR115W		34049	4237	1.194
YLR262C	YPT6	35171	4238	1.195
YIL110W		32269	4239	1.195
YLR069C	MEF1	32680	4240	1.196
YOR078W	BUD21	31854	4241	1.197
YDR393W	SHE9	34229	4242	1.197
YPR022C		37142	4243	1.197
YNL322C	KRE1	31122	4244	1.198
YDR538W	PAD1	35833	4245	1.198
YOL152W	FRE7	37321	4246	1.199
YGR229C	SMI1	35882	4247	1.2
YKR050W	TRK2	35121	4248	1.201
YJL211C		31215	4249	1.202
YNL229C	URE2	31983	4250	1.204
YPL227C	ALG5	31065	4251	1.204
YGR104C	SRB5	34734	4252	1.204
YFR040W	SAP155	35854	4253	1.204
YFR056C		35870	4254	1.205
YBR277C		35725	4255	1.205
YFL016C	MDJ1	37280	4256	1.207
YLR439W	MRPL4	37109	4257	1.207
YNL329C	PEX6	31115	4258	1.207
YCR024C		35752	4259	1.207
YDR372C	VPS74	34208	4260	1.21
YBL080C	PET112	33106	4261	1.21
YIR005W	IST3	32341	4262	1.21
YKR092C	SRP40	36008	4263	1.21
YOL006C	TOP1	31697	4264	1.21
YKR057W	RPS21A	35128	4265	1.211
YJL102W	MEF2	31321	4266	1.215
YAL020C	ATS1	30388	4267	1.216
YOR209C	NPT1	32465	4268	1.216
YOR158W	PET123	32414	4269	1.217
YER110C	KAP123	36108	4270	1.218
YHR041C	SRB2	36611	4271	1.218
YGR037C	ACB1	34667	4272	1.219
YIL015C-A		31407	4273	1.22
YKR043C		35114	4274	1.221
YER061C	CEM1	30198	4275	1.221
YPL180W		32072	4276	1.222
YNL091W	NST1	37231	4277	1.222
YGR225W	AMA1	35878	4278	1.223
YGR062C	COX18	34692	4279	1.223
YOR305W		31602	4280	1.224
YGR148C	RPL24B	34778	4281	1.226
YMR098C		36538	4282	1.226
YNL107W	YAF9	37240	4283	1.227
YGR056W	RSC1	34686	4284	1.228
YNL177C	MRPL22	32035	4285	1.228
YMR064W	AEP1	36197	4286	1.228
YDR375C	BCS1	34211	4287	1.229
YGR007W	MUQ1	34637	4288	1.229
YIL009C-A	EST3	35950	4289	1.229
YER139C		36137	4290	1.232
YPR067W	ISA2	37151	4291	1.232
YNL252C	MRPL17	36465	4292	1.232
YPL078C	ATP4	37343	4293	1.234
YDR268W	MSW1	33627	4294	1.234
YCL063W	VAC17	33470	4295	1.236
YLL027W	ISA1	31515	4296	1.236
YFL012W		37278	4297	1.239
YDR347W	MRP1	34184	4298	1.24
YHL031C	GOS1	30932	4299	1.242
YDL063C		33760	4300	1.242
YGL003C	CDH1	34371	4301	1.242
YPL098C		32154	4302	1.243
YKL135C	APL2	34985	4303	1.244
YMR286W	MRPL33	30872	4304	1.244
YLR261C	VPS63	35170	4305	1.245
YJR144W	MGM101	36937	4306	1.248
YDR519W	FPR2	34353	4307	1.249
YDR101C	ARX1	34036	4308	1.249
YBR084C-A	RPL19A	37156	4309	1.25
YDR405W	MRP20	34241	4310	1.251
YGL107C	RMD9	34474	4311	1.251
YML124C	TUB3	36525	4312	1.255
YER017C	AFG3	30148	4313	1.259
YOL039W	RPP2A	31730	4314	1.259
YHR091C	MSR1	31919	4315	1.261
YKL016C	ATP7	34865	4316	1.261
YEL061C	CIN8	30303	4317	1.262
YML095C-A		36493	4318	1.265
YMR293C		30880	4319	1.267
YNR045W	PET494	35420	4320	1.267
YML016C	PPZ1	30557	4321	1.269
YGR118W	RPS23A	34748	4322	1.269
YNL215W	IES2	31997	4323	1.269
YPR044C		35463	4324	1.269
YMR216C	SKY1	30802	4325	1.271
YDR471W	RPL27B	34305	4326	1.272
YNL081C	SWS2	32995	4327	1.274
YDR237W	MRPL7	33596	4328	1.274
YPL148C	PPT2	36760	4329	1.275
YGR171C	MSM1	34801	4330	1.279
YGR150C		34780	4331	1.28
YJR122W	CAF17	36925	4332	1.282
YKL053W		34902	4333	1.283
YMR267W	PPA2	30853	4334	1.284
YNR037C	RSM19	35412	4335	1.286
YOR211C	MGM1	32467	4336	1.288
YGR219W		35872	4337	1.288
YMR193C-A		30780	4338	1.289
YGL078C	DBP3	34445	4339	1.293
YGL211W		34577	4340	1.297
YJL180C	ATP12	31245	4341	1.297
YGR076C	MRPL25	34706	4342	1.298
YKL194C	MST1	37032	4343	1.303
YMR072W	ABF2	36205	4344	1.307
YJL096W	MRPL49	31327	4345	1.307
YOL041C	NOP12	31732	4346	1.31
YEL050C	RML2	30291	4347	1.31
YDR065W		34000	4348	1.31
YPR018W	RLF2	35437	4349	1.314
YMR287C	MSU1	30873	4350	1.317
YLR260W	LCB5	35169	4351	1.319
YMR228W	MTF1	30814	4352	1.323
YDR417C		37258	4353	1.323
YGR215W	RSM27	34845	4354	1.323
YCL062W		33469	4355	1.327
YBR168W		37166	4356	1.33
YNR036C		35411	4357	1.335
YGR200C	ELP2	34830	4358	1.337
YPL241C	CIN2	31051	4359	1.34
YNR058W	BIO3	36085	4360	1.342
YBL045C	COR1	33071	4361	1.344
YMR233W	TRI1	30819	4362	1.345
YGR101W	PCP1	34731	4363	1.347
YDR137W	RGP1	34071	4364	1.347
YKL148C	SDH1	34998	4365	1.355
YMR166C		30749	4366	1.359
YPR166C	MRP2	35581	4367	1.362
YPL118W	MRP51	32134	4368	1.364
YLR039C	RIC1	36437	4369	1.367
YLR382C	NAM2	36715	4370	1.371
YLR149C		34106	4371	1.38
YGR102C		34732	4372	1.386
YGL064C	MRH4	34431	4373	1.387
YDR337W	MRPS28	33696	4374	1.39
YLR288C	MEC3	35198	4375	1.391
YCR071C	IMG2	35791	4376	1.395
YLR239C	LIP2	35148	4377	1.397
YPR119W	CLB2	35534	4378	1.399
YMR282C	AEP2	30868	4379	1.42
YDR509W		34343	4380	1.421
YNR059W	MNT4	36086	4381	1.431
YPR100W	MRPL51	35517	4382	1.449
YNL069C	RPL16B	37376	4383	1.461
YDR114C		34048	4384	1.486
YNL005C	MRP7	35333	4385	1.491
YDR175C	RSM24	33533	4386	1.497
YMR097C	MTG1	36537	4387	1.498
YPR024W	YME1	37144	4388	1.498
YLL033W	GON2	31521	4389	1.532
YOR205C		32461	4390	1.541
YDR332W		33691	4391	1.556
YOR001W	RRP6	31777	4392	1.624
YLR192C	HCR1	36704	4393	1.661
YLR270W	DCS1	35179	4394	1.7
YGL129C	RSM23	34496	4395	1.715
YER014C-A	BUD25	30145		
YER044C	ERG28	30177		
YER054C	GIP2	30189		
YER068W	MOT2	30207		
YER070W	RNR1	30210
YEL027W	CUP5	30268
YEL029C	BUD16	30270
YEL045C		30286
YEL046C	GLY1	30287
YEL051W	VMA8	30292
YER004W		30325
YAL044C	GCV3	30361
YAL035W	FUN12	30371
YAL013W	DEP1	30395
YAL010C	MDM10	30398
YML063W	RPS1B	30507
YML056C	IMD4	30515
YML050W		30521
YML024W	RPS17A	30549
YML008C	ERG6	30568
YMR002W		30577
YMR014W	BUD22	30589
YMR021C	MAC1	30596
YMR024W	MRPL3	30599
YMR032W	HOF1	30608
YMR041C		30617
YMR165C	SMP2	30748
YMR202W	ERG2	30788
YMR205C	PFK2	30791
YMR224C	MRE11	30810
YMR266W	RSN1	30852
YMR269W		30855
YMR307W	GAS1	30897
YHR010W	RPL27A	30973
YHR021C	RPS27B	30984
YHR038W	FIL1	31001
YPL271W	ATP15	31021
YPL260W		31031
YPL254W	HFI1	31038
YPL234C	TFP3	31058
YPL213W	LEA1	31079
YPL188W	POS5	31104
YNL297C	MON2	31148
YNL280C	ERG24	31164
YNL277W	MET2	31167
YNL246W	VPS75	31198
YJL188C	BUD19	31237
