ORF	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [50 uM] | Choi J~O'Shea EK, 2017	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [1 mM] | Choi J~O'Shea EK, 2017
YNL199C	1.529	0.037
YNL200C	0.022	0.021
YNL201C	1.438	0.138
YNL202W	0.027	0.195
YNL203C	-0.108	-0.055
YNL204C	-0.372	0.005
YNL205C	-0.526	0.030
YNL206C	0.903	0.076
YNL208W	-0.171	-0.123
YNL209W	-0.790	0.172
YNL212W	-0.160	0.353
YNL213C	0.561	0.092
YNL214W	1.672	0.024
YNL215W	-0.985	-0.842
YNL217W	0.229	0.147
YNL218W	0.265	0.010
YNL219C	0.697	-0.204
YNL220W	-0.177	0.695
YNL223W	-0.189	0.094
YNL224C	-0.500	-0.066
YNL226W	-0.728	-0.426
YNL227C	-0.351	-0.197
YNL228W	0.167	-0.218
YNL229C	1.383	0.742
YNL230C	-0.598	0.174
YNL231C	-1.116	0.088
YNL233W	-0.139	-0.147
YNL234W	0.056	-0.066
YNL235C	0.632	-0.314
YNL236W	0.128	0.043
YNL237W	-0.154	-0.203
YNL238W	0.542	-0.019
YNL239W	-0.227	-0.109
YNL241C	1.763	0.266
YNL242W	-0.870	0.015
YNL246W	-0.182	-0.507
YNL248C	-0.480	-0.244
YNL249C	-0.452	-0.045
YNL250W	-0.750	NaN
YNL252C	0.544	-0.031
YNL253W	-0.463	0.095
YNL254C	-0.014	0.097
YNL255C	-0.718	-0.081
YNL257C	0.468	-0.077
YNL265C	0.371	0.106
YNL266W	-0.561	-0.057
YNL268W	0.158	0.028
YNL270C	-0.426	0.028
YNL271C	-0.153	0.124
YNL273W	-0.408	0.049
YNL274C	0.405	-0.047
YNL275W	-0.335	0.030
YNL276C	-0.291	0.088
YNL277W	-0.693	0.197
YNL277W-A	-0.249	0.040
YNL278W	-0.704	-0.097
YNL279W	0.171	0.050
YNL280C	NaN	0.771
YNL281W	-0.510	-0.006
YNL283C	0.079	0.222
YNL284C	0.452	0.072
YNL285W	-0.113	-0.008
YNL286W	-0.060	0.440
YNL288W	0.444	-0.103
YNL289W	-0.726	-0.015
YNL291C	-0.532	0.058
YNL292W	-0.113	0.041
YNL293W	0.021	0.169
YNL294C	-0.997	0.028
YNL295W	0.560	-0.049
YNL297C	-0.498	0.131
YNL298W	-0.575	NaN
YNL299W	-0.307	0.033
YNL300W	1.014	-0.074
YNL301C	-1.846	-0.243
YNL302C	-0.988	-0.131
YNL303W	0.429	0.134
YNL304W	0.667	0.164
YNL305C	-0.682	0.164
YNL307C	-1.106	-0.351
YNL309W	0.696	0.073
YNL311C	1.041	0.306
YNL314W	-0.145	0.097
YNL315C	0.977	0.432
YNL316C	0.042	-0.187
YNL318C	0.097	0.009
YNL319W	-0.099	-0.097
YNL320W	-0.957	-0.013
YNL321W	0.316	0.189
YNL322C	0.530	-0.217
YNL323W	-0.211	0.102
YNL324W	0.538	0.175
YNL325C	0.216	0.367
YNL327W	1.618	-0.061
YNL328C	-0.584	0.043
YNL329C	1.777	0.044
YNL330C	-0.079	0.115
YNL332W	-1.381	-0.096
YNL334C	-0.405	0.131
YNL335W	0.069	0.015
YNL336W	-0.129	0.125
YNL339C	-0.025	0.222
YNR001C	1.432	0.140
YNR002C	-1.067	-0.133
YNR004W	-1.296	-0.223
YNR005C	0.834	-0.466
YNR006W	-0.274	-0.685
YNR007C	0.356	0.040
YNR008W	-0.200	0.005
YNR009W	-0.698	0.075
YNR012W	-0.048	0.080
YNR013C	0.056	0.158
YNR014W	-0.273	0.172
YNR015W	0.598	0.115
YNR018W	0.213	0.083
YNR019W	0.139	0.043
YNR020C	1.339	0.161
YNR021W	-0.411	0.032
YNR022C	-1.162	-0.452
YNR024W	-0.344	1.011
YNR025C	-1.426	NaN
YNR027W	-0.341	0.094
YNR028W	-0.130	0.078
YNR029C	-0.072	0.036
YNR030W	1.141	0.081
YNR031C	0.609	-0.021
YNR032C-A	-0.055	-0.024
YNR032W	0.920	0.306
YNR033W	-0.121	0.238
YNR034W	-0.088	0.140
YNR036C	0.738	-0.069
YNR037C	0.661	0.020
YNR039C	0.339	-0.004
YNR040W	0.377	-0.037
YNR041C	0.701	0.080
YNR042W	0.038	0.114
YNR045W	0.779	0.034
YNR047W	-0.225	0.600
YNR048W	-0.044	0.218
YNR049C	0.207	0.121
YNR051C	1.154	-0.014
YNR052C	0.587	1.034
YNR055C	-0.414	-0.030
YNR056C	0.249	0.188
YNR057C	0.232	0.084
YNR058W	-0.174	0.193
YNR059W	-0.922	0.046
YNR060W	-0.112	0.009
YNR061C	0.029	0.086
YNR062C	-0.867	-0.022
YNR063W	0.016	0.089
YNR064C	-0.720	0.058
YNR065C	0.049	0.030
YNR066C	0.307	0.115
YNR067C	0.088	0.095
YNR069C	-0.170	-0.036
YNR070W	0.063	0.150
YNR072W	0.425	-0.035
YNR073C	0.162	0.102
YNR074C	0.028	0.251
YNR075W	0.140	0.418
YOL001W	2.688	7.438
YOL002C	0.231	0.736
YOL004W	1.053	0.107
YOL006C	-1.178	0.124
YOL007C	-0.325	0.209
YOL008W	0.541	0.089
YOL009C	0.084	0.266
YOL011W	-0.560	0.080
YOL012C	0.639	0.001
YOL013C	-0.428	-0.019
YOL013W-A	0.080	0.113
YOL013W-B	-0.170	0.025
YOL014W	-0.231	0.119
YOL015W	-0.098	0.023
YOL016C	-0.119	-0.026
YOL017W	0.002	0.155
YOL018C	1.200	0.287
YOL019W	-0.140	0.006
YOL019W-A	-0.367	0.110
YOL020W	0.108	-0.108
YOL024W	0.172	-0.020
YOL025W	0.291	0.057
YOL027C	1.362	-0.106
YOL028C	0.176	0.071
YOL029C	-0.003	-0.022
YOL030W	0.031	-0.148
YOL031C	0.220	-0.039
YOL032W	-0.507	0.008
YOL033W	0.374	0.022
YOL035C	0.422	-0.048
YOL036W	0.268	0.040
YOL037C	0.418	-0.085
YOL038C-A	-0.052	0.228
YOL039W	0.455	-0.363
YOL042W	-0.445	-0.129
YOL043C	-0.619	-0.137
YOL044W	0.960	-0.113
YOL045W	-1.014	-0.066
YOL046C	-1.300	0.049
YOL047C	-0.271	-0.187
YOL048C	0.064	0.030
YOL050C	0.255	-0.131
YOL051W	0.118	-0.034
YOL052C-A	-0.758	-0.042
YOL053W	0.035	0.010
YOL054W	0.123	-0.089
YOL055C	-0.458	-0.193
YOL056W	0.439	-0.126
YOL057W	-0.532	0.004
YOL059W	1.312	0.400
YOL060C	-0.101	0.142
YOL061W	1.050	0.018
YOL062C	-0.358	0.131
YOL063C	0.047	0.389
YOL064C	1.103	0.076
YOL065C	-0.027	-0.015
YOL067C	0.344	NaN
YOL068C	1.234	-0.122
YOL070C	-0.405	-0.095
YOL071W	-0.020	-0.012
YOL072W	-0.182	1.224
YOL073C	0.054	-0.004
YOL075C	-0.553	-0.118
YOL076W	-0.398	-0.581
YOL077W-A	-0.113	0.135
YOL080C	-0.784	-0.192
YOL081W	0.574	0.014
YOL082W	-0.122	0.037
YOL083W	-0.595	-0.096
YOL085C	0.033	-0.055
YOL086W-A	-0.270	0.026
YOL087C	-0.166	0.042
YOL088C	-0.058	0.092
YOL089C	0.547	0.090
YOL091W	-0.226	-0.219
YOL093W	-3.322	-0.533
YOL095C	0.223	-0.024
YOL096C	0.945	0.009
YOL097W-A	-1.617	-0.173
YOL098C	-0.340	-0.010
YOL099C	0.150	0.118
YOL100W	0.336	0.038
YOL101C	-0.628	-0.002
YOL103W	-1.198	-0.058
YOL104C	-1.225	-0.150
YOL105C	-0.417	-0.022
YOL106W	0.244	-0.002
YOL107W	0.082	-0.098
YOL108C	-0.152	NaN
YOL109W	-0.583	0.153
YOL110W	NaN	-0.115
YOL111C	-0.203	-0.017
YOL112W	0.147	-0.064
YOL113W	-0.053	-0.156
YOL114C	0.046	0.011
YOL115W	0.137	-0.067
YOL116W	0.156	0.047
YOL117W	0.244	-0.040
YOL118C	0.100	-0.085
YOL119C	-1.186	-0.183
YOL121C	0.235	-0.067
YOL122C	0.696	-0.096
YOL124C	0.348	-0.028
YOL125W	0.010	0.025
YOL126C	-0.328	0.031
YOL128C	-0.498	0.024
YOL129W	0.404	-0.150
YOL131W	0.239	-0.026
YOL132W	0.041	-0.030
YOL136C	0.578	-0.125
YOL137W	-0.298	-0.121
YOL138C	0.731	-0.252
YOL141W	-0.353	-0.011
YOL145C	-2.020	NaN
YOL147C	0.299	-0.068
YOL150C	0.218	0.095
YOL151W	-0.243	0.216
YOL152W	-0.658	0.197
YOL153C	-0.083	0.019
YOL154W	0.006	0.023
YOL155C	-0.022	0.133
YOL158C	-0.863	-0.155
YOL159C	-0.122	-0.095
YOL159C-A	-0.152	-0.003
YOL160W	0.325	0.001
YOL162W	-1.255	0.027
YOL163W	-0.001	-0.027
YOL164W	-0.084	0.012
YOL164W-A	-0.414	-0.047
YOR001W	-0.576	-0.385
YOR002W	1.503	-0.255
YOR003W	-0.182	-0.165
YOR005C	-0.802	-0.206
YOR006C	0.691	-0.166
YOR007C	-0.199	-0.044
YOR008C	1.476	-0.076
YOR008C-A	-0.030	-0.248
YOR009W	0.092	0.025
YOR010C	-1.058	-0.249
YOR011W	0.044	0.043
YOR012W	-0.500	-0.015
YOR013W	0.021	-0.019
YOR014W	1.492	0.171
YOR015W	0.063	-0.172
YOR016C	-0.192	-0.043
YOR017W	0.237	-0.065
YOR018W	-0.189	-0.152
YOR019W	-0.364	0.150
YOR020W-A	-0.321	0.025
YOR021C	-0.189	-0.065
YOR023C	0.157	0.111
YOR025W	-1.479	-0.120
YOR026W	NaN	0.099
YOR027W	-1.234	0.099
YOR029W	-0.079	0.037
YOR030W	-0.907	0.039
YOR032C	-0.349	0.264
YOR034C-A	-0.920	-0.229
YOR035C	0.205	-0.531
YOR036W	0.021	0.128
YOR037W	0.115	0.069
YOR038C	0.336	0.560
YOR039W	0.157	-0.073
YOR040W	-0.022	0.013
YOR041C	0.881	0.028
YOR042W	0.836	0.033
YOR043W	-1.489	-0.194
YOR044W	-0.264	0.125
YOR045W	-0.033	-0.073
YOR047C	-0.277	0.041
YOR049C	0.224	0.050
YOR050C	-0.052	0.010
YOR051C	0.619	-0.026
YOR052C	0.216	0.063
YOR053W	0.150	0.110
YOR054C	0.251	0.091
YOR059C	0.195	0.035
YOR061W	0.927	0.233
YOR062C	-0.039	0.109
YOR064C	-0.372	0.068
YOR065W	0.600	0.093
YOR066W	0.222	0.095
YOR067C	1.421	-0.189
YOR068C	-0.381	-0.453
YOR069W	1.592	-0.039
YOR070C	1.395	0.655
YOR072W	-1.059	-0.113
YOR073W	0.077	0.059
YOR076C	-0.555	-0.016
YOR079C	-0.437	0.119
YOR080W	0.294	-0.176
YOR081C	0.046	0.083
YOR082C	-0.723	-0.090
YOR083W	-1.749	-0.187
YOR084W	-0.072	0.002
YOR085W	1.381	-0.128
YOR086C	-0.103	0.088
YOR087W	-0.310	0.030
YOR090C	0.556	-0.078
YOR091W	-0.313	-0.074
YOR092W	-0.235	0.017
YOR093C	-0.262	0.041
YOR094W	-0.445	-0.099
YOR096W	-2.334	-0.419
YOR097C	-1.023	-0.246
YOR099W	-0.356	-0.098
YOR100C	-0.172	0.195
YOR101W	-0.140	0.121
YOR104W	0.197	0.177
YOR105W	-0.261	0.140
YOR106W	0.203	0.513
YOR107W	-0.118	0.101
YOR108W	0.236	0.308
YOR109W	0.670	0.028
YOR110W	0.449	0.050
YOR111W	0.183	0.368
YOR112W	0.417	0.216
YOR113W	-2.435	-0.367
YOR114W	-0.666	0.159
YOR115C	0.576	0.217
YOR118W	-0.289	0.086
YOR120W	0.011	0.290
YOR121C	0.520	0.257
YOR123C	0.290	0.217
YOR124C	1.146	0.365
YOR125C	0.996	0.211
YOR126C	-0.529	0.396
YOR127W	-0.155	0.213
YOR128C	0.102	-0.073
YOR129C	-0.564	0.149
YOR131C	-0.050	0.275
YOR132W	0.212	-0.078
YOR133W	-0.256	0.269
YOR134W	-0.238	0.264
YOR136W	1.343	0.796
YOR137C	-0.046	0.400
YOR138C	-1.659	-0.503
YOR139C	0.223	-0.371
YOR140W	0.180	-0.277
YOR141C	-2.622	-0.660
YOR142W	-0.356	-0.147
YOR144C	-0.418	-0.386
YOR145C	0.227	0.218
YOR152C	-0.003	-0.286
YOR153W	-0.463	-0.288
YOR154W	0.080	-0.065
YOR155C	0.108	-0.110
YOR156C	0.416	-0.099
YOR158W	0.300	-0.154
YOR161C	0.121	-0.178
YOR161C-C	0.221	0.062
YOR162C	0.203	-0.159
YOR163W	-0.230	-0.032
YOR164C	-0.717	-0.323
YOR165W	-1.610	NaN
YOR166C	0.361	-0.144
YOR167C	0.046	-0.170
YOR170W	-0.781	-0.146
YOR171C	-0.187	-0.285
YOR172W	-0.683	-0.320
YOR173W	0.685	-0.285
YOR178C	-0.778	-0.298
YOR179C	-0.521	-0.093
YOR180C	0.079	-0.021
YOR182C	0.357	-0.345
YOR183W	0.333	-0.405
YOR185C	0.007	-0.198
YOR186W	-0.261	-0.064
YOR187W	1.984	2.535
YOR189W	0.183	-0.355
YOR190W	0.266	-0.065
YOR191W	0.279	-0.051
YOR192C	-0.326	-0.223
YOR193W	-0.345	-0.079
YOR195W	0.171	-0.125
YOR196C	0.604	-0.078
YOR197W	-0.290	0.006
YOR199W	1.101	0.716
YOR200W	1.503	2.420
YOR201C	0.790	-0.124
YOR202W	0.044	NaN
YOR205C	0.748	-0.034
YOR208W	0.120	0.194
YOR209C	0.021	0.205
YOR211C	0.730	-0.058
YOR213C	-0.031	0.177
YOR214C	-0.054	0.104
YOR215C	-0.199	0.093
YOR216C	0.559	0.288
YOR218C	0.341	NaN
YOR219C	0.364	0.116
YOR220W	0.289	0.019
YOR221C	-2.231	0.095
YOR222W	0.267	0.078
YOR223W	0.588	0.343
YOR225W	0.130	0.312
YOR226C	1.357	0.217
YOR227W	-0.098	0.108
YOR228C	0.103	0.055
YOR229W	-0.008	0.161
YOR230W	-0.649	0.056
YOR231W	-0.377	0.202
YOR233W	0.301	0.343
YOR234C	-0.754	-0.239
YOR235W	-0.486	0.028
YOR237W	0.296	0.233
YOR238W	0.140	0.382
YOR239W	0.053	0.240
YOR241W	0.900	-0.032
YOR242C	0.400	0.619
YOR243C	1.129	0.286
YOR245C	0.263	0.245
YOR246C	0.794	0.758
YOR247W	-0.317	0.113
YOR248W	-0.385	0.224
YOR251C	0.603	0.263
YOR252W	-0.092	0.192
YOR253W	-0.490	0.299
YOR255W	-0.049	0.455
YOR258W	-1.461	-0.516
YOR263C	-0.014	0.471
YOR264W	-0.112	0.301
YOR265W	0.176	0.050
YOR266W	-0.168	0.134
YOR267C	-0.086	-0.056
YOR268C	0.493	0.087
YOR269W	-0.247	-0.052
YOR270C	NaN	-0.227
YOR271C	-0.289	0.185
YOR273C	0.051	0.366
YOR274W	0.112	-0.104
YOR275C	-0.705	-0.051
YOR276W	0.233	-0.122
YOR277C	0.357	0.399
YOR279C	0.902	0.281
YOR280C	-0.132	0.326
YOR283W	-1.682	-0.070
YOR284W	-0.207	0.157
YOR285W	-0.414	0.283
YOR286W	0.103	0.212
YOR288C	1.234	-0.121
YOR289W	-0.244	-0.041
YOR291W	-0.406	-0.316
YOR292C	0.320	-0.168
YOR293C-A	-0.321	-0.028
YOR293W	-1.352	-0.019
YOR296W	0.366	-0.042
YOR297C	0.454	-0.088
YOR298C-A	NaN	0.067
YOR298W	-0.654	-0.045
YOR299W	-1.443	-0.208
YOR300W	NaN	0.150
YOR301W	0.317	-0.126
YOR302W	NaN	-0.112
YOR303W	NaN	-0.075
YOR304C-A	-0.323	-0.155
YOR304W	0.044	-0.535
YOR305W	0.679	-0.017
YOR306C	-0.063	0.015
YOR307C	0.013	0.027
YOR308C	-0.053	-0.061
YOR309C	-2.808	-0.402
YOR311C	0.479	-0.009
YOR313C	-0.202	-0.071
YOR314W	-0.095	-0.042
YOR315W	0.222	-0.139
YOR316C	-0.288	0.006
YOR316C-A	-0.040	0.085
YOR317W	-0.234	-0.021
YOR318C	-0.048	0.028
YOR320C	0.294	-0.058
YOR321W	0.077	-0.004
YOR322C	1.683	0.787
YOR325W	-1.332	NaN
YOR327C	0.348	0.023
YOR328W	-0.872	-0.027
YOR330C	0.873	-0.033
YOR332W	0.409	0.032
YOR333C	0.136	0.233
YOR334W	0.461	0.069
YOR337W	0.437	-0.070
YOR338W	-1.069	-0.126
YOR339C	-0.183	-0.165
YOR342C	-0.624	-0.015
YOR343C	0.816	-0.122
YOR344C	-0.370	0.148
YOR345C	0.160	-0.017
YOR346W	-0.902	0.040
YOR347C	-0.538	0.037
YOR348C	0.060	0.006
YOR349W	-0.044	0.009
YOR350C	0.489	0.034
YOR351C	-0.334	-0.136
YOR352W	-0.104	0.067
YOR354C	0.281	-0.028
YOR355W	0.787	-0.165
YOR356W	-0.140	-0.007
YOR357C	1.393	-0.136
YOR358W	0.557	-0.218
YOR360C	-0.555	0.107
YOR363C	-0.091	0.100
YOR364W	-0.396	0.176
YOR365C	-0.056	-0.100
YOR366W	0.282	-0.005
YOR367W	0.070	0.002
YOR368W	-0.132	-0.057
YOR371C	-0.426	-0.059
YOR374W	-0.096	0.069
YOR375C	1.665	0.195
YOR376W	-0.035	0.135
YOR376W-A	0.045	0.071
YOR377W	0.112	0.050
YOR378W	0.117	0.367
YOR379C	-0.194	-0.088
YOR380W	-0.052	0.185
YOR381W	-0.990	-0.031
YOR382W	-0.209	-0.019
YOR383C	-0.071	0.151
YOR384W	0.006	0.182
YOR385W	-1.548	-0.208
YOR386W	-0.896	-0.060
YPL001W	0.064	-0.028
YPL002C	0.160	-0.618
YPL003W	0.127	0.071
YPL004C	-0.841	0.054
YPL005W	0.986	0.135
YPL008W	0.908	0.095
YPL009C	1.211	0.162
YPL013C	1.203	0.061
YPL014W	-0.636	-0.083
YPL015C	-0.121	0.064
YPL017C	-0.436	-0.070
YPL019C	0.013	-0.082
YPL021W	0.116	0.015
YPL022W	-0.258	-0.048
YPL023C	-0.103	-0.006
YPL024W	0.249	-0.177
YPL025C	-0.153	0.035
YPL026C	-0.881	-0.035
YPL027W	-0.280	-0.057
YPL029W	0.870	-0.018
YPL030W	0.217	0.048
YPL031C	2.827	7.460
YPL032C	-0.604	-0.224
YPL033C	-0.756	-0.094
YPL034W	0.036	-0.061
YPL035C	-0.301	0.037
YPL036W	-0.284	-0.036
YPL037C	-1.366	-0.080
YPL038W	-0.696	-0.123
YPL038W-A	-1.235	-0.098
YPL039W	-0.302	-0.068
YPL040C	0.216	-0.028
YPL041C	-0.391	-0.230
YPL046C	-0.721	-0.061
YPL047W	0.085	-0.400
YPL048W	-0.131	0.038
YPL049C	0.068	-0.331
YPL050C	-1.788	-0.216
YPL051W	-1.147	0.163
YPL052W	-0.827	0.103
YPL053C	-0.144	-0.016
YPL054W	-0.647	-0.204
YPL055C	-0.499	0.714
YPL056C	0.895	-0.049
YPL057C	0.835	-0.103
YPL058C	-0.393	0.018
YPL060W	0.085	-0.113
YPL061W	1.049	-0.004
YPL062W	1.299	0.143
YPL064C	-0.839	-0.020
YPL065W	0.142	-0.642
YPL066W	-0.681	-0.126
YPL067C	-0.679	0.239
YPL068C	0.449	0.321
YPL069C	0.462	0.341
YPL070W	0.747	0.210
YPL072W	-0.587	0.221
YPL073C	-0.409	0.284
YPL074W	-0.164	0.275
YPL077C	-1.000	0.022
YPL078C	0.014	0.193
YPL080C	-0.770	-0.432
YPL081W	0.387	0.162
YPL084W	-2.536	-0.769
YPL086C	-0.031	0.007
YPL087W	0.142	0.217
YPL088W	-0.606	0.264
YPL089C	-0.065	0.059
YPL091W	-0.440	0.151
YPL092W	-0.389	-0.103
YPL095C	-0.528	-0.274
YPL096C-A	0.105	0.088
YPL096W	-0.160	-0.055
YPL097W	0.829	-0.139
YPL098C	0.425	-0.094
YPL099C	-0.339	-0.195
YPL100W	1.051	0.135
YPL101W	-0.093	0.025
YPL102C	-0.633	0.036
YPL103C	-0.497	0.100
YPL104W	-0.094	0.088
YPL105C	-0.198	0.170
YPL106C	1.006	-0.027
YPL107W	-0.461	0.094
YPL108W	0.140	-0.070
YPL109C	-0.306	0.059
YPL110C	-0.388	0.127
YPL111W	0.076	0.121
YPL112C	1.579	0.049
YPL113C	-0.296	0.085
YPL114W	-0.094	0.121
YPL115C	-0.283	-0.008
YPL116W	-0.085	0.077
YPL118W	0.997	-0.099
YPL119C	-0.034	0.135
YPL119C-A	-0.614	0.067
YPL120W	1.678	-0.091
YPL121C	-0.146	-0.096
YPL123C	0.165	0.245
YPL125W	-0.272	0.075
YPL127C	-0.928	-0.020
YPL130W	-0.450	0.135
YPL132W	0.495	-0.212
YPL133C	0.058	0.073
YPL134C	-1.637	-0.182
YPL135W	1.767	0.174
YPL136W	-0.214	0.084
YPL137C	-0.417	-0.060
YPL138C	-0.533	0.354
YPL139C	-0.523	0.342
YPL140C	-0.567	0.074
YPL141C	0.300	0.029
YPL144W	0.368	-0.262
YPL145C	-0.397	0.122
YPL147W	-0.353	0.043
YPL148C	0.009	0.007
YPL149W	0.173	0.084
YPL150W	0.411	0.108
YPL152W	0.774	-0.264
YPL152W-A	-0.009	0.044
YPL154C	0.061	0.031
YPL155C	-0.508	0.025
YPL156C	-0.164	0.030
YPL157W	0.868	-0.163
YPL159C	0.265	0.150
YPL161C	-0.757	0.178
YPL162C	-0.353	0.052
YPL163C	-0.008	0.105
YPL165C	-0.140	0.172
YPL166W	-0.377	0.102
YPL167C	-0.220	0.061
YPL168W	-0.127	-0.005
YPL170W	-0.340	0.012
YPL171C	-0.266	0.065
YPL173W	0.763	-0.012
YPL174C	1.027	-0.072
YPL176C	1.511	0.012
YPL177C	0.559	0.035
YPL179W	0.942	1.098
YPL180W	-2.038	NaN
YPL181W	-0.332	0.106
YPL182C	-0.234	0.054
YPL183C	0.271	-0.373
YPL183W-A	0.659	NaN
YPL184C	0.165	0.143
YPL185W	-0.078	0.040
YPL186C	-0.397	-0.070
YPL187W	-0.231	0.079
YPL189C-A	-0.077	0.045
YPL189W	NaN	0.074
YPL191C	-0.277	0.036
YPL192C	-0.386	0.034
YPL193W	-1.901	0.110
YPL194W	-0.299	0.009
YPL195W	0.194	-0.078
YPL196W	-1.603	0.072
YPL197C	-0.495	-0.043
YPL198W	-0.808	-0.086
YPL199C	-0.011	0.073
YPL200W	-0.047	0.003
YPL201C	0.130	0.040
YPL202C	0.030	0.040
YPL203W	-0.782	0.042
YPL205C	1.726	-0.045
YPL206C	-0.137	0.004
YPL207W	-0.267	-0.127
YPL208W	0.081	0.076
YPL212C	-0.345	-0.005
YPL213W	0.280	-0.052
YPL214C	0.006	0.010
YPL215W	0.106	0.001
YPL216W	-0.046	-0.129
YPL219W	-0.024	-0.061
YPL220W	-0.438	0.040
YPL221W	0.228	-0.044
YPL222W	0.199	-0.143
YPL224C	0.242	0.123
YPL225W	-0.942	-0.025
YPL226W	1.376	-0.140
YPL227C	1.203	-0.081
YPL229W	0.341	0.023
YPL230W	-0.667	0.160
YPL232W	-0.696	0.175
YPL236C	0.033	0.201
YPL238C	NaN	-0.235
YPL239W	0.009	0.213
YPL240C	-0.016	0.412
YPL241C	-0.466	0.054
YPL244C	-0.154	0.094
YPL246C	0.656	-0.113
YPL247C	-0.443	-0.013
YPL248C	-0.665	-0.025
YPL249C	-0.282	0.028
YPL249C-A	-3.363	-0.250
YPL250C	-0.123	-0.149
YPL253C	0.061	0.167
YPL257W	0.295	0.304
YPL258C	-0.292	0.106
YPL259C	1.044	-0.284
YPL260W	-0.235	0.149
YPL261C	-0.539	0.067
YPL262W	1.074	0.107
YPL263C	-0.171	-0.013
YPL264C	-0.256	-0.042
YPL265W	0.148	0.055
YPL267W	-0.413	-0.119
YPL268W	0.307	-0.178
YPL269W	-0.838	-0.032
YPL270W	0.208	0.261
YPL271W	1.148	0.469
YPL272C	0.024	0.046
YPL273W	0.039	0.008
YPL274W	-0.085	-0.045
YPL277C	-0.090	0.011
YPR001W	-0.568	-0.127
YPR003C	0.129	0.075
YPR004C	-0.327	0.179
YPR005C	-0.087	0.043
YPR006C	-0.185	0.179
YPR007C	0.121	4.467
YPR008W	0.077	0.106
YPR009W	-0.001	0.087
YPR011C	-0.008	-0.004
YPR012W	0.248	0.098
YPR013C	0.083	0.113
YPR014C	-0.497	0.081
YPR015C	-0.104	0.081
YPR017C	-0.196	0.060
YPR018W	0.673	-0.064
YPR020W	0.530	0.186
YPR021C	-0.239	0.108
YPR022C	0.911	1.036
YPR023C	0.054	-0.106
YPR024W	0.767	-0.018
YPR026W	0.340	NaN
YPR027C	-0.363	0.082
YPR028W	-0.150	0.098
YPR029C	1.163	-0.019
YPR030W	-0.229	-0.010
YPR031W	0.143	NaN
YPR032W	-0.792	-0.122
YPR037C	-0.133	0.132
YPR038W	-0.377	-0.017
YPR039W	-0.493	-0.028
YPR040W	0.303	0.310
YPR042C	0.314	0.014
YPR043W	-1.766	-0.182
YPR044C	-3.735	-0.594
YPR045C	-3.515	-0.577
YPR046W	0.226	-0.197
YPR047W	0.632	-0.164
YPR049C	-1.368	-0.199
YPR050C	-1.303	NaN
YPR051W	-2.453	-0.168
YPR052C	-0.236	0.095
YPR053C	-0.244	-0.024
YPR054W	-0.406	-0.120
YPR057W	0.768	-0.095
YPR058W	-1.003	0.006
YPR059C	-0.842	-0.003
YPR060C	-1.369	-0.149
YPR061C	-0.021	-0.061
YPR062W	0.174	-0.089
YPR063C	-0.057	-0.075
YPR064W	0.295	0.471
YPR065W	0.551	-0.287
YPR066W	1.491	0.194
YPR068C	-0.091	-0.031
YPR070W	-0.035	-0.612
YPR071W	0.181	-0.025
YPR072W	0.352	-0.169
YPR073C	-0.801	-0.028
YPR074C	-1.197	0.054
YPR075C	0.084	0.041
YPR076W	0.083	-0.007
YPR077C	0.157	0.053
YPR078C	0.339	NaN
YPR079W	-0.403	0.052
YPR083W	-0.136	0.018
YPR084W	1.037	0.238
YPR087W	0.985	-0.033
YPR089W	0.223	-0.030
YPR091C	0.837	-0.221
YPR092W	1.301	-0.158
YPR093C	-0.701	-0.062
YPR095C	-0.314	0.042
YPR096C	-0.053	0.078
YPR097W	0.366	0.104
YPR098C	-0.004	0.056
YPR099C	0.475	0.517
YPR100W	0.798	-0.077
YPR101W	-1.429	-0.420
YPR106W	-0.516	0.385
YPR108W-A	-0.695	-0.101
YPR109W	0.085	0.102
YPR111W	-0.341	0.052
YPR114W	-1.554	-0.097
YPR115W	-0.402	0.073
YPR116W	0.624	0.127
YPR117W	0.048	0.215
YPR118W	-0.413	-0.016
YPR119W	0.397	0.058
YPR122W	-0.192	0.086
YPR123C	-1.862	NaN
YPR125W	-0.314	0.079
YPR126C	-0.228	0.145
YPR127W	0.094	0.152
YPR128C	-0.712	-0.018
YPR129W	0.946	0.136
YPR130C	0.515	0.228
YPR131C	-1.382	-0.501
YPR133W-A	0.295	0.196
YPR134W	0.519	0.052
YPR135W	1.026	0.027
YPR138C	0.562	0.178
YPR140W	-0.603	0.107
YPR141C	NaN	0.075
YPR142C	-0.300	0.137
YPR145W	-0.215	-0.104
YPR146C	-0.289	0.141
YPR147C	-0.202	0.095
YPR148C	0.279	0.149
YPR149W	0.173	0.249
YPR150W	0.161	0.040
YPR151C	0.536	0.133
YPR152C	0.107	0.008
YPR153W	-1.860	NaN
YPR154W	-0.171	0.159
YPR155C	-0.617	-0.052
YPR156C	-0.182	0.164
YPR157W	-0.027	0.071
YPR158W	-0.732	0.111
YPR159C-A	-0.930	-0.091
YPR160W	0.477	0.221
YPR163C	-0.125	0.147
YPR164W	0.694	0.112
YPR166C	-0.286	-0.066
YPR167C	0.011	-0.256
YPR170C	-0.946	-0.213
YPR171W	-0.172	-0.171
YPR172W	-0.947	-0.168
