orf	hap a | cell conductivity | electric field [300 kHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013	hap a | cell conductivity | electric field [10 MHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013
YGR188C	-0.1139	-0.7024
YGR189C	0.088	-0.2155
YGR192C	0.0529	0.3487
YGR193C	0.1552	0.3079
YGR194C	-0.3642	0.0936
YGR196C	0.3278	0.0549
YGR199W	0.1067	-0.0695
YGR200C	-0.111	-0.5399
YGR201C	-0.3228	0.2952
YGR202C	-0.3194	0.3005
YGR203W	0.4876	0.1504
YGR204W	0.2177	-0.3959
YGR205W	0.1769	0.1967
YGR206W	-0.0925	-0.2178
YGR207C	0.2094	-0.0141
YGR208W	0.0826	-0.0516
YGR209C	-0.459	0.1233
YGR210C	0.5293	0.0809
YGR212W	0.0688	0.1514
YGR213C	0.021	0.0195
YGR214W	0.9018	-0.4139
YGR215W	0.0448	-0.5419
YGR220C	0.1959	-0.4077
YGR221C	0.2964	-0.1105
YGR223C	0.0259	-0.5029
YGR224W	0.3484	0.7139
YGR225W	-0.1934	-0.0301
YGR226C	0.202	-0.0615
YGR227W	-0.5819	0.5114
YGR228W	-0.4708	0.924
YGR229C	0.0055	0.0545
YGR230W	0.2846	-0.0778
YGR231C	0.5247	0.2503
YGR232W	0.0761	0.0196
YGR233C	0.3039	0.325
YGR234W	-0.3068	-0.0981
YGR235C	0.4218	-0.08
YGR236C	-0.0627	0.0153
YGR237C	0.1961	0.1723
YGR238C	0.8207	0.6234
YGR239C	0.2955	0.1058
YGR240C	1.376	-1.0517
YGR241C	0.0834	0.1031
YGR242W	-0.5324	0.3086
YGR243W	0.1622	0.0389
YGR244C	0.2304	0.6342
YGR247W	0.6623	0.1725
YGR249W	0.5186	0.0579
YGR250C	0.2745	0.006
YGR254W	0.3235	-0.0109
YGR256W	-0.1442	0.137
YGR258C	-0.0878	-0.0269
YGR259C	0.2891	0.1224
YGR260W	0.0973	0.0768
YGR261C	0.3576	-0.0591
YGR263C	0.4515	0.6649
YGR266W	0.1811	0.1761
YGR268C	0.5662	0.2917
YGR270W	0.1712	-0.0392
YGR271W	0.1731	-0.0452
YGR273C	1.1259	-0.2227
YGR275W	-0.0113	0.4322
YGR276C	0.0849	0.1171
YGR279C	-0.2313	0.2497
YGR281W	0.1782	0.1207
YGR282C	-0.1202	0.0306
YGR283C	-0.0041	-0.1761
YGR284C	0.0866	0.1549
YGR285C	0.2963	-0.0984
YGR286C	0.3439	0.0142
YGR287C	-0.0372	-0.0731
YGR288W	-0.1944	0.008
YGR289C	0.2361	0.2937
YGR290W	0.0059	0.1293
YGR291C	-0.1673	0.2031
YGR292W	-0.0756	-0.0075
YGR295C	-0.4411	-0.034
YHL002W	0.0524	-0.0994
YHL003C	-0.031	-0.0179
YHL005C	0.2852	-0.1024
YHL006C	0.6166	0.1598
YHL007C	0.3423	-0.1938
YHL008C	0.093	0.5133
YHL009C	0.2893	-0.2104
YHL010C	0.3508	-0.1588
YHL011C	-0.6027	-1.7058
YHL012W	0.2555	0.0025
YHL013C	0.2857	-0.1278
YHL014C	0.3972	-0.1223
YHL016C	-0.0139	0.1249
YHL017W	0.0679	0.0902
YHL019C	0.2761	-0.1116
YHL020C	-0.2197	-0.3021
YHL021C	1.5179	0.1316
YHL022C	0.3606	-0.0037
YHL023C	0.622	-0.5863
YHL024W	0.3091	-0.2865
YHL026C	0.334	-0.1192
YHL027W	1.7322	0.6699
YHL028W	0.4577	0.1152
YHL029C	0.1071	0.105
YHL030W	0.756	0.4654
YHL031C	-0.2681	-0.3943
YHL032C	-0.1369	-0.169
YHL033C	0.9864	-0.4254
YHL034C	0.0894	-0.3044
YHL035C	0.4148	0.003
YHL036W	0.4876	0.0093
YHL037C	1.3367	0.1447
YHL038C	0.1754	-0.634
YHL039W	0.2844	-0.0914
YHL040C	0.5135	-0.1283
YHL041W	0.0973	0.1375
YHL042W	0.5768	-0.0016
YHL043W	0.4764	0.2338
YHL044W		-0.0992
YHL045W	0.0605	0.3177
YHL046C	0.515	-0.049
YHL047C	0.705	0.4962
YHR001W-A	0.1877	-0.1303
YHR003C	-0.088	-0.0045
YHR004C	0.5498	-1.8678
YHR005C	-0.2667	-0.041
YHR006W	-0.7117	-0.0505
YHR009C	-0.2626	-0.031
YHR011W	3.7369	-0.3646
YHR012W	-0.0422	0.1329
YHR014W	0.3537	-0.0724
YHR015W	0.5847	0.3355
YHR016C	0.3508	-0.1242
YHR017W	-0.2729	0.4288
YHR018C	0.6655	-0.0988
YHR021W-A	-0.2095	-0.05
YHR022C	-0.0467	0.4198
YHR025W	-0.0694	0.2019
YHR028C	-0.1066	0.0935
YHR029C	-0.0818	0.0523
YHR030C	0.3013	0.0403
YHR031C	0.0668	0.0385
YHR032W	0.1399	-0.1799
YHR033W	0.2423	-0.3141
YHR034C	0.5157	-0.4408
YHR035W	0.3084	-0.0769
YHR037W	-0.2044	0.0673
YHR038W	0.1758	-0.3735
YHR039C	0.488	0.7526
YHR041C	0.3021	-0.3333
YHR043C	-0.2416	-0.1701
YHR044C	-0.4634	0.3
YHR045W	-0.0317	0.1505
YHR046C	0.1032	0.0305
YHR047C	-0.2734	0.2378
YHR049C-A	-0.2593	-0.0252
YHR049W	0.5352	0.2668
YHR057C	0.4276	-0.0551
YHR059W	0.471	0.0718
YHR061C	-0.0875	0.0583
YHR064C	0.3537	
YHR066W	0.3102	-0.1131
YHR067W	0.4234	-0.6142
YHR073W	0.1069	0.1942
YHR075C	0.255	0.4203
YHR076W	0.0868	0.3404
YHR077C	0.0286	0.6665
YHR078W	0.8533	0.2919
YHR079C	-0.4862	-0.1713
YHR079C-A	-0.033	0.4002
YHR080C	-0.419	0.1077
YHR081W	-0.4039	-0.6436
YHR082C	0.3588	-0.0136
YHR086W	-0.013	0.0539
YHR087W	0.3255	-0.1515
YHR092C	-0.0909	0.0511
YHR093W	0.164	-0.0598
YHR094C	-0.6914	-0.0021
YHR095W	0.226	-0.1311
YHR096C	0.2839	0.5786
YHR097C	-0.3981	-0.2349
YHR100C	0.1109	-0.0913
YHR103W	1.3191	0.4049
YHR104W	-0.5525	0.3948
YHR105W	0.084	0.0094
YHR106W	0.7534	0.6325
YHR108W	-0.1398	0.0552
YHR109W	0.0019	0.0413
YHR110W	0.1886	0.0012
YHR111W	0.3564	0.2031
YHR112C	0.5258	0.6174
YHR113W	-0.0535	0.0159
YHR114W	-0.242	-0.392
YHR115C	-0.1444	0.0101
YHR116W	-0.5308	-0.2994
YHR117W	-0.2571	-0.3615
YHR121W	-0.1402	-0.1283
YHR123W	0.1227	-0.0834
YHR124W	-0.0697	0.2894
YHR125W	0.2921	-0.1345
YHR126C	0.4101	0.2958
YHR127W	0.0273	0.246
YHR129C	0.6522	-0.0883
YHR130C	0.588	0.0732
YHR131C	0.2505	0.1245
YHR132C	0.0521	-0.4167
YHR132W-A	0.4119	-0.0399
YHR133C	-0.3352	0.1934
YHR134W	0.4936	-0.034
YHR135C	-0.2504	-0.144
YHR136C	0.9075	0.2821
YHR137W	0.4244	-0.0433
YHR138C	-0.6968	-0.2635
YHR139C	0.0502	0.0116
YHR139C-A	0.5034	0.011
YHR140W	-0.2807	0.0147
YHR142W	0.3953	0.094
YHR143W	-0.8885	0.0954
YHR146W	0.1656	0.0506
YHR147C	0.3508	-0.1087
YHR150W	-0.0101	0.4136
YHR151C	-0.189	-0.3465
YHR152W	1.2005	0.2031
YHR153C	-0.2436	0.2103
YHR154W	0.264	0.2608
YHR155W	0.097	-0.0979
YHR156C	0.4072	0.2278
YHR157W	-0.009	0.4185
YHR158C	2.4092	1.2612
YHR159W		-0.1242
YHR160C	0.3499	0.1853
YHR161C	0.2659	0.229
YHR162W	0.1	-0.0903
YHR163W	0.1288	0.0601
YHR167W	0.9323	-0.2079
YHR168W	0.3298	-0.2355
YHR171W	0.4184	0.1217
YHR176W	0.2264	0.0421
YHR177W	-0.2254	0.3349
YHR178W	0.3202	
YHR179W	0.1477	0.1615
YHR180W	-0.0832	0.0363
YHR181W	0.4656	-0.2584
YHR182W	0.2243	-0.2628
YHR183W	0.396	-0.0945
YHR184W	-0.2258	0.0206
YHR185C		-0.0866
YHR189W	0.4243	-0.8657
YHR191C	0.5017	0.118
YHR193C	0.6903	1.0956
YHR194W	0.7148	-0.4391
YHR195W	0.3457	0.3107
YHR198C	0.414	0.316
YHR199C	-0.5705	0.1523
YHR200W	0.2094	0.683
YHR202W	0.8884	0.8865
YHR203C	0.3146	-0.3472
YHR204W	0.1749	0.0482
YHR206W	0.0548	-0.0925
YHR207C	0.2673	0.0515
YHR209W	-0.1323	0.1162
YHR210C	1.2661	0.8925
YIL001W	-0.2357	0.1314
YIL002C	0.1559	0.0372
YIL005W	1.0448	0.1132
YIL006W	1.2494	0.339
YIL007C	1.3335	0.2742
YIL008W	0.7649	-0.5334
YIL009C-A	0.4378	0.1204
YIL009W	1.0518	1.0966
YIL010W	0.3452	0.2404
YIL011W	0.779	1.1213
YIL012W	1.3415	1.0229
YIL013C	0.1655	0.1865
YIL014C-A	0.2831	0.1028
YIL014W	2.3097	1.3358
YIL015W	-0.2868	0.2111
YIL016W	-0.2471	0.0324
YIL017C	0.0972	-0.1626
YIL020C	0.0484	0.1174
YIL023C	0.213	-0.1459
YIL024C	0.123	0.1573
YIL025C	0.3942	0.2305
YIL027C	0.3302	0.5597
YIL028W	1.2931	0.2019
YIL029C	0.7474	0.2534
YIL030C	0.0794	0.2748
YIL032C	0.3348	0.2474
YIL034C	-0.3654	-0.2963
YIL035C		-0.1084
YIL036W	1.4212	-0.7176
YIL037C	0.9584	0.4086
YIL038C	0.1524	-0.2121
YIL039W	0.5392	-0.1438
YIL040W	-0.1321	-0.1594
YIL041W	1.5073	-0.1106
YIL042C	0.6833	0.2661
YIL043C	-0.0729	0.2638
YIL044C	1.0088	0.0677
YIL045W	0.5944	0.0339
YIL047C	0.7382	0.7577
YIL049W	0.323	
YIL050W	0.9872	0.5449
YIL052C	-0.7863	-1.2706
YIL053W	0.5933	0.5847
YIL054W	0.4596	0.107
YIL055C	0.3393	0.1455
YIL056W	0.2149	-0.0832
YIL057C	0.1394	0.1774
YIL058W	0.2495	-0.0738
YIL059C	0.1355	-0.0054
YIL060W	0.2404	0.2094
YIL064W	0.724	0.2368
YIL065C	0.7577	-0.0327
YIL066C	0.9147	0.7469
YIL067C	0.4186	0.018
YIL069C	-0.3596	0.7734
YIL070C	-0.1147	0.2003
YIL071C	0.5003	0.1057
YIL072W	0.3408	-0.0087
YIL073C	0.7478	0.1157
YIL074C	-0.2513	-0.0509
YIL076W	2.0539	-1.4767
YIL077C	0.5829	0.4319
YIL079C	0.0889	-0.2565
YIL084C	1.2195	1.1002
YIL085C	-0.0682	-0.1699
YIL086C	0.249	0.0869
YIL087C	0.0784	0.0357
YIL088C	0.0705	0.3465
YIL089W	-0.0357	0.115
YIL090W	0.8289	0.5199
YIL092W	0.8317	0.42090000000000005
YIL093C	0.713	1.0678
YIL094C	-0.232	0.5117
YIL095W	0.2917	-0.0686
YIL096C	-0.0568	-0.1916
YIL097W	0.5815	0.339
YIL099W	0.4871	-0.0506
YIL100W	0.5743	0.5827
YIL101C	0.9148	0.2053
YIL102C	0.0888	-0.06
YIL103W	0.2025	0.3744
YIL105C	0.0729	-0.0459
YIL107C	0.6858	0.2747
YIL108W	-0.0902	0.0844
YIL110W	0.3636	
YIL111W	0.0758	0.1067
YIL112W	0.0597	0.2795
YIL113W	-0.0797	0.0318
YIL114C	-0.0157	0.1225
YIL116W	1.3077	0.4095
YIL117C	0.4003	0.2009
YIL119C	0.7945	0.3775
YIL120W	-0.2177	0.4022
YIL121W	0.561	0.3866
YIL122W	-0.0583	0.3118
YIL123W	0.3347	0.1438
YIL124W	0.0481	0.5407
YIL125W	0.7356	0.3806
YIL128W	0.138	-0.65
YIL130W	-0.4302	0.3668
YIL131C	-0.0138	-0.4737
YIL132C	0.0732	-0.1078
YIL133C	0.1807	1.0034
YIL134W	0.3426	-0.2865
YIL135C	0.2377	-0.0099
YIL136W	-0.0628	0.1125
YIL137C	0.4438	0.1421
YIL138C	-0.0679	-0.0036
YIL139C	0.8174	0.1961
YIL140W	0.0942	-0.3688
YIL141W	0.323	-0.1224
YIL145C	1.8164	0.8502
YIL146C	-0.0963	-0.1538
YIL148W	0.5167	-0.0919
YIL149C	0.1656	0.068
YIL152W	-0.2678	-0.1819
YIL153W	-0.4631	0.3365
YIL154C	1.003	0.7422
YIL155C	0.9673	1.003
YIL156W	0.1283	0.0436
YIL157C	0.7236	1.1952
YIL158W	0.2556	-0.0701
YIL159W	1.2372	0.4125
YIL160C	1.1338	0.4725
YIL161W	0.0235	0.067
YIL162W	0.4412	-0.2403
YIL163C	0.1612	-0.1359
YIL164C	-0.0361	-0.1514
YIL165C	0.1443	0.0388
YIL166C	0.2336	0.0841
YIL173W	-0.1165	-0.0969
YIR001C	0.1546	0.0618
YIR002C	1.0698	0.4303
YIR003W	-0.0271	-0.3409
YIR004W	-0.3571	-0.1427
YIR005W	0.2272	-0.5145
YIR007W	-0.2738	-0.1539
YIR009W	0.9514	0.0511
YIR013C	0.0856	0.3845
YIR014W	0.5128	0.0111
YIR016W	1.1305	-0.1083
YIR017C	0.5487	0.1918
YIR018W	-0.1854	0.1119
YIR019C	-0.9689	-0.2278
YIR020C	0.5685	0.7573
YIR020W-A	0.5387	-0.145
YIR021W	0.2242	-0.2154
YIR023W	0.3507	
YIR024C	0.0348	0.1818
YIR025W	0.2012	-0.2403
YIR027C	-0.0697	0.2351
YIR028W	0.9066	-0.0244
YIR029W	0.2697	-0.0898
YIR030C	0.0317	0.1493
YIR031C	0.446	0.3305
YIR032C	0.0656	-0.001
YIR033W	0.3178	-0.4062
YIR034C	0.2699	0.1038
YIR035C	-0.2383	-0.1316
YIR036C	-0.3803	0.0649
YIR037W	-0.1447	0.0943
YIR038C	0.1165	0.0431
YIR039C	0.9931	0.2425
YIR042C	-0.541	-0.252
YJL007C	0.2942	-0.0086
YJL016W	0.49970000000000003	0.08654999999999999
YJL020C	0.5125	0.0358
YJL022W	0.7555	-0.5396
YJL023C	0.3064	-1.0554
YJL024C	0.2369	-0.0868
YJL027C	0.2633	-0.3965
YJL029C	0.0501	-0.3206
YJL030W	-0.0485	0.0927
YJL036W	0.1189	-0.4411
YJL037W	0.2483	-0.0191
YJL038C	-0.1598	0.1783
YJL042W	0.6608	-0.0933
YJL043W	0.0551	-0.0938
YJL044C	-0.1112	0.0316
YJL045W	-0.1602	-0.0053
YJL046W	-0.0001	-0.2151
YJL047C	0.3011	0.0755
YJL048C	-0.3006	-0.0156
YJL051W	-1.3711	-0.9885
YJL052W	0.1258	-0.3892
YJL053W	-0.4209	-0.2339
YJL055W	-0.4901	-0.0064
YJL056C	0.1798	-0.1044
YJL057C	0.3214	-0.1126
YJL058C	0.2975	0.0885
YJL059W	0.3537	-0.1163
YJL060W	-0.1962	0.0892
YJL062W	-0.532	-1.9316
YJL063C	0.1016	-0.9206
YJL064W	0.1049	-0.1219
YJL065C	0.5871	-0.2209
YJL066C	0.008	0.0579
YJL067W	0.1905	0.4772
YJL068C	0.4158	0.3718
YJL070C	0.2896	0.242
YJL071W	0.0005	0.0396
YJL073W	0.2421	0.1017
YJL077C	0.6031	0.2506
YJL078C	0.1148	-0.1241
YJL079C	-0.1276	0.269
YJL080C	0.0393	1.2209
YJL082W	0.1213	0.2064
YJL083W	0.0509	0.5218
YJL084C	0.0748	0.2418
YJL088W	-0.3042	-0.6506
YJL089W	-0.1676	-0.2213
YJL092W	0.9757	-0.0572
YJL093C	0.1525	0.3083
YJL094C	0.2704	-0.1505
YJL095W	0.1041	-0.161
YJL096W	1.6083	-0.7418
YJL098W	-0.2268	-0.0943
YJL099W	-0.233	0.5229
YJL100W	0.0117	0.1404
YJL101C	0.2059	-0.0899
YJL102W	0.0674	-0.3251
YJL103C	0.2369	-0.1066
YJL105W	-0.2134	0.0191
YJL106W	-0.1085	0.0322
YJL107C	0.385	-0.191
YJL108C	0.4023	-0.1673
YJL110C	0.2276	0.1532
YJL112W	-0.2008	0.0442
YJL115W	-0.1982	-0.3511
YJL116C	0.0006	-0.1021
YJL117W		-0.1302
YJL118W	-0.6046	-0.1335
YJL119C	0.4215	0.0948
YJL120W	0.5241	-0.4745
YJL121C	0.4975	-0.1494
YJL122W	0.0191	-0.0595
YJL123C	-0.2997	0.385
YJL124C	0.4689	-0.279
YJL126W	0.2948	-0.0772
YJL128C	0.1767	0.599
YJL129C	0.537	-0.15005000000000002
YJL130C	0.2493	-0.0086
YJL131C	0.4568	0.0368
YJL132W	0.3059	0.09
YJL133W	0.4605	0.372
YJL134W	-0.4356	-0.2277
YJL135W	-0.1823	0.2968
YJL136C	0.2213	0.0736
YJL137C	0.1136	0.0628
YJL138C	-0.4588	0.1696
YJL139C	0.2732	-0.4497
YJL140W	-0.1385	-0.6473
YJL141C	0.3201	0.6194
YJL142C	0.4072	-0.0271
YJL144W	0.1544	-0.0141
YJL145W	0.5839	0.0979
YJL146W	-0.227	0.0724
YJL147C	0.1353	0.0455
YJL148W	0.5881	-0.4301
YJL149W	-0.0181	0.67
YJL150W	0.2634	0.2504
YJL151C	-0.13245	0.11155
YJL152W	0.2942	0.0465
YJL153C	0.2312	-0.0216
YJL154C	0.2483	-0.6555
YJL155C	-0.2011	0.1609
YJL157C	-0.0138	-0.106
YJL158C	-0.5108	-0.1233
YJL159W	0.2463	0.3626
YJL160C	0.2332	-0.1555
YJL161W	0.3131	-0.028950000000000004
YJL162C	-0.3514	0.1516
YJL163C	0.47755000000000003	0.0013999999999999985
YJL164C	0.9668	0.2434
YJL165C	-0.07375	-0.3215
YJL166W	0.8587	-0.8974
YJL168C	0.2901	0.1273
YJL169W	0.7171	0.103
YJL170C	0.5006	0.6599
YJL171C	-0.1112	0.1422
YJL172W	0.04865	0.16545
YJL175W	0.7496	0.3519
YJL176C	-2.1835	-1.5117
YJL177W	-0.019	-0.161
YJL178C	0.0327	0.0909
YJL179W	-0.122	0.6595
YJL180C	0.5995	-0.0936
YJL181W	-0.3645	-0.1176
YJL182C	0.1911	-0.0317
YJL183W	-0.2411	0.1187
YJL185C	0.1157	-0.0808
YJL186W	0.1074	0.0142
YJL187C	-0.3357	-0.4049
YJL188C	1.6944	-1.4077
YJL189W	0.9215	-1.40875
YJL190C	0.4139	-0.0945
YJL191W	0.2233	-0.17765
YJL192C	0.3716	0.0776
YJL193W	0.323	-0.1239
YJL196C	-0.15375	0.10604999999999999
YJL197W	0.4547	-0.3022
YJL198W	-0.8676	0.0366
YJL199C	0.1595	0.196
YJL200C	0.50495	0.19375
YJL201W	-0.1528	-0.2169
YJL204C	2.8727	0.1288
YJL205C	-0.0299	0.222
YJL206C	0.52445	0.24
YJL207C	0.1451	-0.1042
YJL208C	0.3401	0.0458
YJL209W	0.1063	-0.4906
YJL210W	-0.2331	-0.2136
YJL211C	-0.3271	-0.0778
YJL212C	0.3771	0.0532
YJL213W	0.1965	0.0076
YJL214W	-0.0279	0.0273
YJL215C	-0.5176	-0.3031
YJL216C	-0.2422	0.1164
YJL217W	-0.2677	0.1145
YJL218W	-0.1223	0.3214
YJR001W	-0.3506	-0.1621
YJR003C	-0.2368	-0.1301
YJR005W	0.5395	0.1097
YJR008W	-0.0793	-0.0381
YJR009C	-0.4287	-0.0799
YJR010C-A	0.2789	-0.0984
YJR010W	-0.3511	-0.2725
YJR011C	0.8384	-0.1456
YJR014W	0.1327	-0.4771
YJR015W	-0.5293	0.0869
YJR018W	0.1975	-0.0724
YJR019C	0.3651	-0.071
YJR020W	0.1999	-0.0888
YJR021C	0.3	0.205
YJR024C	0.335	-0.0555
YJR025C	0.1712	-0.1687
YJR031C	-0.1795	0.1146
YJR033C	-0.1425	-0.2092
YJR034W	0.3536	-0.0923
YJR035W	0.3946	-0.0904
YJR036C	0.0938	-0.121
YJR037W	-0.1086	0.3063
YJR038C	0.3537	
YJR039W	-0.328	0.2559
YJR040W	-0.2274	-0.1792
YJR043C	0.044	0.0624
YJR044C	0.2582	0.2785
YJR048W	0.2556	0.0436
YJR049C	-0.1397	0.1374
YJR050W	1.4194	1.0517
YJR051W	-0.0223	-0.1621
YJR052W	0.3924	0.309
YJR053W	-0.2711	-0.021
YJR054W	-0.0838	0.4687
YJR055W	0.22970000000000002	-0.5096
YJR056C	1.1207	1.1394
YJR058C	0.0084	-0.137
YJR059W	0.4535	-0.3197
YJR060W	1.1204	1.1041
YJR061W	-0.0207	0.0196
YJR062C	-0.4611	0.2103
YJR063W	1.01	-1.0902
YJR066W	0.061	0.1337
YJR069C	0.6291	0.1464
YJR070C	-0.5216	-0.0049
YJR073C	-0.2734	-0.4201
YJR074W	0.3507	-0.1473
YJR075W	-0.4324	-0.0265
YJR077C	0.3176	-0.1146
YJR078W	0.4061	-0.0436
YJR079W	0.7637	-0.1322
YJR080C	-0.3298	-0.2019
YJR082C	0.4964	0.0222
YJR083C	-0.5195	0.3196
YJR084W	0.1173	0.0945
YJR087W	0.3063	0.1258
YJR088C	-0.3213	0.749
YJR090C	0.1406	
YJR091C	0.2361	-0.0614
YJR092W	-0.5103	-0.4689
YJR094C	0.113	-0.2524
YJR094W-A	-0.128	-0.3126
YJR095W	-0.3502	-0.2922
YJR096W	0.0445	0.1123
YJR097W	0.2918	-0.2153
YJR098C	0.2786	-0.0263
YJR099W	0.0559	0.1
YJR100C	-0.0045	-0.0759
YJR102C	1.4749	-0.3714
YJR103W	-0.5341	0.0612
YJR104C	0.3397	-0.1193
YJR105W	1.3963	-0.121
YJR106W	0.1892	0.0541
YJR107W	0.4706	0.0959
YJR108W	0.7495	-0.2432
YJR109C	0.2582	-0.108
YJR110W	-0.121	-0.0196
YJR111C	0.2469	0.1131
YJR115W	0.2537	-0.0317
YJR116W	-0.3001	0.2129
YJR117W	0.383	-0.097
YJR118C	0.8947	-0.4337
YJR119C	-0.0481	0.1843
YJR120W	-0.2728	0.4697
YJR122W	0.674	-0.2998
YJR124C	0.1026	-0.179
YJR126C	0.533	0.0467
YJR127C	0.0993	-0.3268
YJR128W	-0.3239	-0.0417
YJR129C	1.2276	0.2994
YJR130C	-0.0313	0.2857
YJR131W	0.2857	0.1336
YJR133W	0.1918	-0.2155
YJR134C	-0.0191	0.0053
YJR135C	0.6426	0.572
YJR137C	0.8038	0.179
YJR139C	0.0244	0.2342
YJR140C	-0.4131	-0.1593
YJR142W	0.0375	-0.0385
YJR144W	0.3579	-1.1713
YJR145C		-0.1024
YJR146W	-0.5736	0.472
YJR147W	0.1338	0.7071
YJR148W	-0.3204	0.0911
YJR149W	-0.0841	0.1383
YJR150C	0.1445	-0.0187
YJR151W-A	0.3201	
YJR152W	-0.3102	-0.4664
YJR153W	-0.4707	0.034
YJR154W	0.378	0.4092
YKL001C	0.1474	0.0203
YKL002W	-0.3244	-0.2829
YKL003C	0.334	-0.1311
YKL005C	-0.1088	-0.0272
YKL006W	0.5716	-0.2032
YKL007W	-0.1672	-0.3673
YKL008C	0.6321	-0.0447
YKL009W	0.1358	-0.8019
YKL010C	-0.2166	-0.0775
YKL011C	0.2714	-0.1751
YKL015W	0.0369	-0.4015
YKL017C	-0.2466	-0.0424
YKL020C	-0.0635	0.1282
YKL023W	0.0075	0.2422
YKL025C	0.1154	0.1862
YKL026C		-0.1592
YKL027W	0.0534	0.0093
YKL029C	-0.044	-0.1311
YKL030W	0.2071	-0.0165
YKL031W	0.6636	0.1824
YKL032C	0.3945	-0.1599
YKL033W-A	0.5685	0.24
YKL034W	0.0881	-0.1095
YKL038W	-0.0455	0.6421
YKL039W	-0.2929	-0.1803
YKL040C	0.1132	-0.2951
YKL041W	0.7642	-0.6956
YKL043W	0.1123	0.092
YKL044W	-0.1524	0.1083
YKL046C	0.6324	-0.7951
YKL047W	-0.3434	0.2247
YKL048C	-0.2356	-1.542
YKL050C	-0.2895	-0.0513
YKL051W	1.2704	0.3385
YKL053C-A	-0.3055	-0.3841
YKL053W	-0.5262	0.2703
YKL054C	-0.54	0.2297
YKL055C	0.5449	-0.3015
YKL056C	0.5212	-0.0979
YKL057C	0.1494	-0.3932
YKL061W	0.097	-0.0158
YKL062W	0.381	0.2361
YKL063C	-0.0643	0.0428
YKL064W	-0.3448	0.1394
YKL065C	0.3676	
YKL066W	0.0424	-0.1531
YKL067W	0.0115	-0.1139
YKL068W	0.3055	0.6972
YKL069W	0.1024	0.0563
YKL070W	0.0989	0.2774
YKL071W	0.5993	0.2005
YKL072W	-0.0157	0.2033
YKL073W	0.279	-0.3341
YKL074C	0.3117	-0.4645
YKL075C	0.3572	0.1517
YKL076C	0.197	-0.1176
YKL077W	0.1786	-0.1613
YKL079W	0.722	-0.0861
YKL081W	-0.2883	-0.153
YKL084W	0.1707	0.0147
YKL085W	0.0935	-0.0389
YKL086W	0.0658	0.0683
YKL087C	0.2574	-0.1813
YKL090W	0.2432	0.154
YKL091C	0.1662	0.0186
YKL092C	0.3007	-0.3205
YKL093W	0.2318	0.022
YKL094W	0.1808	0.0137
YKL096W	-0.0713	-0.1135
YKL096W-A	0.2408	-0.0451
YKL097C	-0.5704	-0.0651
YKL098W	0.3253	-0.2001
YKL100C	0.2019	-0.0716
YKL101W	0.5852	0.3036
YKL102C	0.0903	-0.0358
YKL103C	-0.1533	0.1136
YKL105C	0.2594	0.1576
YKL106W	0.3066	0.637
YKL107W	0.5186	0.1925
YKL109W	0.1793	1.3106
YKL110C	-0.1424	-0.2886
YKL113C	0.0634	-0.2773
YKL114C	-0.4162	0.0808
YKL115C	0.4324	0.4423
YKL116C	-0.0194	-0.1012
YKL117W	0.043	0.1274
YKL118W		-0.1084
YKL120W	0.1902	-0.2178
YKL121W	0.1108	0.4765
YKL123W	-0.1818	-0.0221
YKL124W	0.0067	-0.1701
YKL126W	-0.1518	-1.013
YKL127W	0.1197	0.2833
YKL128C	0.3855	-0.0071
YKL129C	0.1619	0.1026
YKL130C	0.4051	-0.0083
YKL131W	0.338	0.1437
YKL132C	-0.4573	-0.067
YKL133C	-0.0086	-0.0095
YKL134C	0.254	-0.4261
YKL135C	0.3828	-0.0108
YKL136W	0.5722	-0.0141
YKL137W	0.4315	-0.0074
YKL139W	0.2209	0.1562
YKL140W	0.3812	0.3179
YKL142W	0.2685	0.2171
YKL143W	1.1909	-1.4508
YKL146W	-0.1379	-0.0045
YKL147C	0.4912	-0.0882
YKL148C	0.5484	0.2436
YKL149C	0.2971	0.2574
YKL150W	0.8223	0.5261
YKL151C	0.1679	-0.0306
YKL156W	0.225	-0.0826
YKL157W	-0.1231	-0.05915
YKL159C	0.3552	-0.1236
YKL160W	-0.2314	-0.4216
YKL161C	0.323	-0.0963
YKL162C	0.4076	0.6368
YKL162C-A	-0.1785	0.1068
YKL163W	1.0307	0.2544
YKL164C	0.0391	0.2035
YKL166C	0.2561	-0.0483
YKL167C	0.5221	0.7341
YKL168C	0.687	0.2164
YKL169C	0.9763	-0.8238
YKL170W	0.2245	-1.1691
YKL171W	0.8273	-0.5939
YKL174C	0.5001	0.5976
YKL175W	0.3537	-0.1084
YKL176C	0.1287	-0.073
YKL177W	0.0199	0.0375
YKL178C	0.2684	0.0482
YKL179C	-0.7105	0.3304
YKL183W	0.274	0.3426
YKL184W	0.4133	0.1303
YKL185W	-0.1808	-0.2712
YKL187C	0.5263	-0.0708
YKL190W	0.2339	-0.0637
YKL191W	0.0243	-0.0576
YKL194C	0.5948	-0.824
YKL197C	-0.1071	-0.1415
YKL198C	-0.3987	-0.05315
YKL201C	0.2422	-0.173
YKL202W	-0.149	0.4583
YKL204W	0.3819	0.3497
YKL205W	0.7371	0.1226
YKL206C	0.7501	0.4235
YKL207W	0.0509	0.0783
