ORF	hap alpha | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017	hap a | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017
YGL087C	-0.495	0.187
YCR059C	0.001	-0.309
YDR092W	0.230	-0.538
YKL116C	-0.155	-0.153
YLL017W	-0.282	-0.025
YDR438W	-0.123	-0.184
YDR317W	-0.106	-0.199
YOR001W	-1.108	0.802
YGR106C	-0.471	0.167
YPR073C	-0.281	-0.023
YIL117C	-0.274	-0.029
YJL193W	-0.412	0.109
YGL177W	0.230	-0.532
YFL055W	-0.203	-0.099
YPR192W	0.038	-0.340
YER116C	0.311	-0.612
YDR093W	-0.159	-0.142
YDR222W	0.031	-0.330
YLR260W	0.342	-0.640
YOR198C	-0.149	NaN
YGL147C	-0.051	-0.247
YIR014W	-0.004	-0.294
YNL095C	0.088	-0.386
YGR045C	0.042	-0.339
YNL314W	-0.160	-0.138
YJL145W	-0.365	0.068
YHR171W	-0.369	0.074
YLR210W	-0.227	-0.068
YGR042W	-0.056	-0.238
YDR451C	-0.245	-0.049
YGR232W	-0.055	-0.239
YIL036W	-0.310	0.017
YCR051W	-0.339	0.046
YLR460C	-0.020	-0.273
YDL026W	-0.126	-0.166
YGL041C	0.121	-0.412
YOL162W	-0.257	-0.034
YBR267W	-0.121	-0.170
YPR093C	-0.195	-0.096
YOL053W	-0.224	-0.067
YLR073C	-0.272	-0.018
YKL185W	-0.163	-0.127
YPL168W	0.247	-0.535
YCR015C	-0.024	-0.264
YOR007C	-0.376	0.088
YHR159W	-0.362	0.075
YMR253C	-0.764	0.477
YDR465C	-0.047	-0.239
YNL021W	-0.336	0.051
YLR173W	-0.448	0.164
YIR042C	-0.268	-0.017
YER068C-A	-0.142	NaN
YNR069C	0.007	-0.291
YDR481C	-0.288	0.004
YPL271W	-2.094	1.811
YKL127W	0.114	-0.397
YCR073C	-0.358	0.075
YOR349W	0.142	-0.425
YCR016W	-0.141	-0.141
YGR151C	-0.558	0.276
YDR158W	-0.380	0.098
YDR402C	-0.256	-0.026
YKL114C	NaN	-0.140
YLR283W	-0.145	-0.135
YNL205C	-0.136	-0.144
YLR415C	-0.017	-0.262
YHL043W	-0.290	0.011
YNL233W	-0.235	-0.044
YJL098W	-0.427	0.149
YPL224C	-0.227	-0.050
YLR121C	-0.099	-0.178
YGR109C	-0.096	-0.180
YGR290W	0.088	-0.363
YER034W	-0.023	-0.252
YOL020W	0.052	-0.326
YFR021W	-0.111	-0.162
YDR121W	-0.269	-0.004
YKL106W	-0.536	0.264
YLR416C	-0.339	0.067
YBR051W	-0.135	-0.137
YDR019C	-0.235	-0.035
YDR119W	-0.357	0.087
YKL117W	0.061	-0.331
YGR281W	-0.171	-0.098
YJL110C	0.092	-0.361
YJR038C	-0.045	-0.224
YLR021W	0.095	-0.363
YDL138W	-0.088	-0.180
YOR027W	0.419	-0.686
YHL022C	0.002	-0.268
YNL024C	0.074	-0.339
YHR073W	-0.207	-0.058
YKL163W	-0.097	-0.167
YMR278W	0.580	-0.845
YJL158C	-0.120	-0.144
YDR476C	-0.656	0.392
YLR011W	-0.286	0.022
YLR090W	-0.325	0.061
YMR196W	0.205	-0.467
YOR382W	-0.061	-0.202
YDR318W	-0.079	-0.183
YLR178C	0.020	-0.282
YMR250W	-0.447	0.187
YAR047C	-0.166	-0.093
YHR139C-A	-0.146	-0.114
YAR030C	0.126	-0.386
YBR258C	-0.093	-0.166
YDR338C	0.038	-0.296
YPL087W	0.269	-0.526
YOL083W	0.087	-0.343
YFL051C	0.050	-0.307
YNL339C	-0.612	0.356
YDR242W	0.006	-0.262
YIR024C	-0.102	-0.153
YHR204W	-0.415	0.159
YLR092W	-0.127	-0.128
YLR050C	-0.287	0.032
YGR050C	-0.103	-0.151
YJL107C	0.091	-0.344
YNL285W	0.140	-0.393
YDR157W	-0.093	-0.160
YLL016W	-0.027	-0.226
YMR326C	-0.179	-0.073
YBR010W	0.026	-0.278
YDL129W	NaN	-0.126
YOR338W	-0.525	0.274
YKR067W	-0.066	-0.186
YMR160W	-0.015	-0.235
YLR399C	NaN	-0.125
YFL026W	-0.125	NaN
YGR283C	0.056	-0.305
YOR140W	0.498	-0.746
YJL059W	-0.420	0.171
YMR124W	0.328	-0.575
YGR197C	0.075	-0.321
YIL018W	NaN	-0.123
YML020W	-0.551	0.305
YNL108C	-0.167	-0.079
YDL183C	-0.247	0.002
YBR172C	-0.110	-0.135
YBR111C	-0.122	NaN
YJR061W	-0.072	-0.172
YBR032W	0.513	-0.756
YDL034W	-0.323	0.081
YHR138C	-0.396	0.155
YOR009W	-0.398	0.157
YOR241W	0.100	-0.341
YDR090C	-0.235	-0.005
YOR385W	-0.013	-0.227
YLR279W	-0.389	0.151
YHR049C-A	-0.508	0.271
YFL001W	0.071	-0.308
YCR069W	-0.169	-0.068
YBL079W	-0.847	0.610
YDR541C	0.070	-0.307
YML054C	0.103	-0.338
YOR034C	-0.477	0.242
YOL085C	-0.169	-0.065
YLR318W	-0.424	0.191
YGR169C	0.127	-0.361
YFR057W	-0.200	-0.033
YPR147C	-0.136	-0.096
YPL141C	-0.214	-0.018
YJL084C	-0.089	-0.142
YIL146C	-0.237	0.005
YER066C-A	0.230	-0.462
YMR286W	-0.667	0.435
YAR002W	-0.062	-0.169
YIL017C	0.358	-0.587
YOR364W	-0.616	0.386
YDL050C	-0.088	-0.142
YDR202C	0.358	-0.588
YDR111C	-0.003	-0.225
YLR231C	-0.065	-0.164
YHL029C	0.009	-0.237
YGR214W	0.254	-0.482
YPR131C	1.431	-1.658
YOR313C	0.121	-0.347
YMR071C	-0.073	-0.152
YPL136W	0.080	-0.304
YDR501W	-0.293	0.068
YCR100C	-0.410	0.187
YPR155C	-0.299	0.075
YMR304C-A	-0.239	0.017
YGL026C	-0.088	-0.134
YMR173W-A	0.119	-0.341
YKL215C	-0.312	0.091
YDL198C	-1.066	0.845
YJL150W	0.011	-0.232
YMR082C	-0.191	-0.029
YNL058C	-0.093	-0.127
YEL006W	-0.207	-0.012
YGR077C	0.043	-0.262
YDL187C	-0.046	-0.173
YLR109W	-0.119	-0.099
YNL257C	0.129	-0.346
YOR006C	-0.244	0.027
YMR009W	-0.217	-0.000
YOR253W	-0.071	-0.145
YMR058W	-0.154	-0.061
YDL154W	-0.307	0.092
YIL137C	-0.099	-0.116
YGR180C	NaN	-0.107
YIL168W	0.113	-0.328
YHL037C	-0.552	0.337
YDL090C	-0.107	NaN
YHR210C	0.005	-0.219
YPR117W	-0.211	-0.000
YGL013C	0.097	-0.308
YLR233C	0.064	-0.275
YER066W	-0.135	-0.076
YKL113C	-0.153	-0.057
YIL152W	-0.211	0.001
YBR069C	0.062	-0.272
YNL066W	-0.371	0.161
YBR006W	0.123	-0.332
YDL024C	-0.106	-0.103
YHR130C	-0.530	0.321
YDR446W	-0.018	-0.191
YMR104C	0.233	-0.441
YLR255C	-0.320	0.113
YDR161W	-0.268	0.061
YDR260C	-0.733	0.526
YGL010W	-0.044	-0.162
YDR492W	0.007	-0.212
YLR135W	-0.461	0.255
YGR081C	-0.311	0.107
YDR146C	0.438	-0.643
YOR094W	-0.028	-0.175
YPL196W	0.167	-0.370
YNL336W	-0.252	0.050
YER162C	0.263	-0.465
YJL142C	-0.121	-0.080
YBR090C	-0.064	-0.137
YBR058C	-0.422	0.221
YGL209W	-0.089	-0.112
YBR020W	-0.914	0.714
YNL179C	-0.426	0.227
YLL028W	-0.180	-0.018
YPL265W	0.102	-0.298
YLR328W	-0.084	-0.113
YBR161W	-0.385	0.189
YPR083W	0.341	-0.537
YPR011C	0.201	-0.397
YGR121C	-0.044	-0.152
YJR019C	-0.277	0.082
YFL011W	0.159	-0.353
YER042W	-0.125	-0.069
YGL229C	-0.140	-0.054
YER106W	-0.202	0.008
YHL016C	-0.095	-0.099
YOR104W	-0.131	-0.062
YKL096W	-0.152	-0.042
YKL132C	-0.009	-0.183
YLR284C	0.140	-0.333
YBL055C	-0.124	-0.068
YLR273C	-0.227	0.035
YOR082C	-0.121	-0.070
YBR223C	0.363	-0.553
YGL156W	-0.160	-0.030
YOR300W	-0.231	0.041
YCL022C	-0.136	-0.054
YKL150W	-0.139	-0.051
YBR216C	-0.196	0.006
YPR122W	0.305	-0.494
YBR277C	-0.170	-0.020
YIR017C	0.089	-0.278
YGL115W	0.126	-0.314
YPR027C	0.329	-0.516
YJR036C	0.017	-0.203
YDL237W	0.061	-0.246
YBR028C	0.020	-0.205
YGL259W	-0.203	0.018
YGR238C	-0.032	-0.153
YIL164C	0.070	-0.254
YPR114W	0.068	-0.252
YMR103C	-0.442	0.259
YHL009C	0.006	-0.189
YLR326W	-0.250	0.068
YNL231C	0.104	-0.286
YDR506C	0.174	-0.356
YGL164C	-0.091	-0.091
YMR190C	NaN	-0.090
YFL019C	-0.135	-0.046
YDR147W	-0.074	-0.106
YKR060W	-0.071	-0.109
YLR327C	-0.158	-0.022
YPL195W	0.186	-0.365
YOR178C	-0.043	-0.135
YCR004C	-0.128	-0.050
YKR046C	-0.292	0.113
YBR082C	-0.412	0.234
YDR522C	-0.553	0.376
YBR272C	-0.238	0.061
YPR148C	0.006	-0.182
YNL116W	-0.188	0.012
YDL046W	-0.119	-0.055
YLR058C	-0.065	-0.109
YER113C	0.127	-0.301
YIL100W	-0.073	-0.101
YDR169C	0.326	-0.499
YJR074W	-0.004	-0.169
YBR232C	-0.006	-0.167
YIR020W-A	-0.051	-0.120
YPL229W	-0.097	-0.073
YPR158W	0.056	-0.227
YCL029C	0.135	-0.304
YDL082W	-0.249	0.080
YFL040W	-0.115	-0.052
YKL128C	-0.039	-0.128
YJR026W	0.005	-0.171
YPR061C	0.112	-0.278
YCL049C	0.194	-0.359
YPL140C	0.033	-0.197
YER037W	-0.034	-0.128
YOR343C	-0.078	-0.084
YDL009C	-0.188	0.025
YOL068C	-0.152	-0.011
YML034W	0.092	-0.157
YOR152C	0.058	-0.220
YML070W	0.053	-0.214
YBR293W	-0.149	-0.012
YKR084C	-0.091	-0.070
YFL054C	-0.115	-0.045
YPL035C	-0.025	-0.135
YEL046C	-0.427	0.267
YHR094C	-0.155	-0.005
YGR117C	-0.103	-0.057
YDR135C	0.173	-0.333
YJR040W	-0.777	0.619
YML107C	-0.169	0.012
YLR214W	-0.086	-0.071
YPR121W	0.479	-0.637
YJR078W	0.094	-0.251
YEL028W	-0.079	-0.078
YKR075C	0.198	-0.354
YDR494W	0.058	-0.214
YLR349W	0.365	-0.521
YCR010C	0.131	-0.287
YDR124W	0.399	-0.554
YML066C	-0.141	-0.015
YLL015W	0.216	-0.371
YGL023C	-0.186	0.032
YPR185W	-0.306	0.153
YNL338W	-0.146	-0.007
YGL176C	0.206	-0.358
YML051W	-0.539	0.388
YCR087W	0.372	-0.523
YOL079W	-0.389	0.238
YMR210W	-0.026	-0.124
YDR001C	0.274	-0.425
YPL072W	NaN	-0.075
YHR039C-A	-0.851	0.701
YNL023C	0.131	-0.281
YOR374W	-0.014	-0.136
YDR523C	-0.137	-0.012
YER109C	0.249	-0.399
YFR039C	-0.333	0.184
YPR127W	0.165	-0.313
YER091C-A	0.131	-0.279
YNR007C	0.704	-0.850
YEL001C	-0.235	0.088
YGR111W	-0.213	0.068
YPR126C	0.087	-0.233
YNL218W	-0.146	0.001
YPR106W	0.048	-0.193
YBR151W	-0.113	-0.031
YJR146W	-0.006	-0.138
YPR042C	0.034	-0.177
YGR286C	-0.162	0.020
YBL042C	-0.267	0.124
YMR280C	0.218	-0.359
YMR107W	0.210	-0.351
YFR046C	-0.014	-0.127
YNR055C	-0.083	-0.057
YGR203W	0.086	-0.226
YJR147W	0.121	-0.260
YGR236C	-0.058	-0.081
YPR077C	-0.116	-0.022
YPR064W	0.057	-0.196
YOR316C	-0.179	0.040
YCR049C	-0.115	-0.024
YPR040W	0.084	-0.222
YOR346W	-0.225	0.088
YNL065W	-0.186	0.049
YLR312C	0.056	-0.193
YLR070C	0.239	-0.376
YFL041W	-0.207	0.071
YFL050C	0.095	-0.232
YKL023W	0.120	-0.256
YMR285C	0.618	-0.753
YFL028C	-0.083	-0.052
YLR394W	-0.184	0.049
YNL180C	0.372	-0.507
YDR430C	-0.059	-0.076
YML076C	-0.299	0.164
YMR222C	-0.108	-0.026
YDL222C	-0.531	0.398
YGR107W	-0.243	0.110
YIL042C	-0.013	-0.117
YOR118W	-0.070	-0.061
YOR377W	-0.192	0.061
YJL057C	-0.759	0.629
YER158C	-0.211	0.081
YDR426C	-0.056	-0.074
YIL145C	0.105	-0.234
YKL102C	-0.154	0.028
YOL015W	-0.061	-0.065
YLR122C	-0.055	-0.070
YGR049W	0.001	-0.126
YML068W	-0.320	0.195
YMR015C	-0.339	0.215
YDL218W	-0.103	-0.020
YLR235C	-0.030	-0.093
YKL048C	-0.759	0.636
YJL108C	0.104	-0.227
YKR015C	-0.442	0.320
YMR233W	0.213	-0.335
YGR043C	-0.054	-0.068
YER124C	-0.001	-0.120
YDL056W	-0.097	-0.024
YDL062W	0.271	-0.392
YDR214W	-0.045	-0.075
YOR161C	-0.217	0.098
YNL034W	-0.067	-0.053
YDL167C	0.430	-0.549
YOR040W	-0.244	0.125
YGL063W	-0.145	0.028
YIR032C	-0.413	0.296
YCR066W	NaN	-0.058
YPR004C	0.399	-0.515
YEL030W	-0.195	0.080
YOR133W	-0.368	0.253
YGR152C	-0.129	0.014
YGR177C	0.242	-0.358
YGL050W	0.142	-0.257
YPL123C	0.166	-0.280
YHL023C	-0.146	0.033
YLR209C	0.127	-0.239
YJR142W	-0.213	0.100
YER101C	-0.096	-0.016
YAR015W	0.146	-0.258
YIL040W	-0.213	0.101
YDR066C	0.204	-0.314
YKL103C	-0.325	0.215
YCL030C	-0.055	NaN
YDR131C	-0.063	-0.046
YBR133C	-0.055	NaN
YBR178W	0.413	-0.522
YOR053W	0.258	-0.367
YGL020C	-1.068	0.959
YOR012W	0.003	-0.111
YDL109C	-0.208	0.100
YPR195C	0.013	-0.120
YOR097C	-0.180	0.073
YIL050W	0.022	-0.129
YMR299C	0.568	-0.674
YBL066C	NaN	-0.053
YLR405W	-0.072	-0.033
YGL216W	-0.107	0.003
YPL144W	0.300	-0.404
YOR013W	-0.000	-0.104
YDR067C	-0.005	-0.098
YLR053C	-0.133	0.030
YER183C	0.128	-0.231
YOR291W	-0.025	-0.077
YKR003W	0.031	-0.133
YHR111W	-0.100	-0.000
YOL090W	NaN	-0.050
YDR428C	0.224	-0.323
YNL194C	-0.112	0.014
YDR258C	0.093	-0.191
YBR148W	0.030	-0.127
YKR005C	0.130	-0.228
YMR158C-A	-0.146	0.048
YPL099C	-0.326	0.229
YER173W	0.309	-0.406
YKR012C	-0.015	-0.082
YLR077W	-0.159	0.063
YNR073C	0.108	-0.203
YOR216C	-0.181	0.086
YDR055W	0.293	-0.388
YOR017W	0.204	-0.299
YBR042C	-0.040	-0.055
YIL092W	-0.011	-0.083
YER163C	0.233	-0.327
YKL211C	0.143	-0.236
YGL234W	0.117	-0.210
YFR025C	-0.079	-0.014
YDR530C	-0.106	0.013
YGL004C	0.346	-0.438
YGR131W	0.246	-0.337
YKL068W	-0.393	0.303
YLR307W	-0.203	0.113
YKL176C	-0.130	0.040
YOR322C	0.207	-0.296
YDR403W	0.120	-0.208
YLR387C	0.214	-0.302
YDR285W	-0.147	0.060
YCR098C	-0.430	0.344
YPR089W	0.454	-0.246
YPL040C	0.095	-0.180
YLR287C	0.183	-0.266
YML005W	0.431	-0.513
YKL201C	-0.086	0.036
YBR210W	0.031	-0.113
YBR205W	-0.044	-0.037
YCL056C	0.320	-0.400
YCL009C	-0.029	-0.051
YOL037C	0.072	-0.151
YHR155W	0.024	-0.103
YEL010W	0.263	-0.342
YBR067C	0.153	-0.232
YOL089C	0.063	-0.141
YDL089W	-0.234	0.156
YGR108W	0.233	-0.310
YDR519W	0.026	-0.103
YAL014C	0.218	-0.296
YDL119C	0.099	-0.176
YDL094C	-0.361	0.284
YDL118W	-0.279	0.202
YGL153W	0.427	-0.504
YNL193W	0.144	-0.219
YLR194C	-0.212	0.137
YNL139C	NaN	-0.037
YLR019W	0.074	-0.148
YDR336W	0.415	-0.488
YOR120W	0.084	-0.156
YLR020C	-0.039	-0.033
YNL278W	0.117	-0.188
YMR152W	-0.068	-0.004
YGL257C	-0.402	0.331
YIR035C	-0.083	0.012
YNL133C	-0.533	0.463
YCR021C	0.338	-0.407
YPL074W	-0.120	0.051
YKR026C	0.439	-0.507
YPL214C	-0.240	0.173
YNL175C	-0.260	0.194
YGL085W	-0.056	-0.010
YKR095W	0.190	-0.256
YER139C	0.272	-0.338
YNR014W	-0.512	0.447
YKL084W	0.345	-0.410
YPR125W	-0.130	0.066
YER035W	-0.082	0.018
YPL187W	-0.260	0.197
YDR462W	-0.032	NaN
YMR119W-A	0.076	-0.139
YHR109W	-0.318	0.255
YOL047C	-0.205	0.144
YCR037C	-0.163	0.102
YHL030W	-0.227	0.166
YML007W	-0.229	0.168
YOR252W	0.161	-0.222
YBR199W	0.146	-0.206
YOR092W	-0.216	0.156
YNL035C	0.142	-0.203
YGL195W	-0.281	0.221
YBR218C	0.014	-0.073
YBR239C	-0.026	-0.032
YMR106C	0.330	-0.387
YPL105C	-0.089	0.032
YLR014C	-0.308	0.252
YML108W	-0.305	0.249
YCR019W	-0.065	0.009
YOL029C	0.259	-0.315
YIL074C	-0.169	0.114
YMR132C	0.328	-0.382
YDR132C	0.153	-0.207
YDR395W	0.011	-0.064
YDR420W	-0.122	0.068
YML011C	0.077	-0.131
YKL015W	-0.019	-0.034
YLR281C	0.183	-0.237
YPL116W	-0.237	0.184
YOR384W	0.322	-0.375
YNL237W	-0.025	-0.027
YDR536W	NaN	-0.026
YEL065W	-0.516	0.468
YKR080W	-0.108	0.060
YER090W	-0.086	0.038
YJR054W	-0.277	0.230
YAR050W	-0.015	-0.031
YBR113W	0.315	-0.359
YJR096W	0.113	-0.156
YAL034C	-0.120	0.077
YJL089W	0.002	-0.044
YAL046C	-0.279	0.237
YPR095C	-0.149	0.107
YOR105W	-0.084	0.042
YKL079W	0.266	-0.307
YJL058C	-0.154	0.114
YDR078C	-0.093	0.055
YLR329W	0.038	-0.077
YJR128W	0.085	-0.123
YDR345C	0.215	-0.253
YEL020C	0.463	-0.501
YBR195C	0.071	-0.108
YMR153W	0.427	-0.462
YLR079W	-0.300	0.266
YOR225W	-0.249	0.216
YNL334C	0.048	-0.082
YBR292C	-0.139	0.106
YFL010C	0.188	-0.222
YBR027C	0.125	-0.158
YHR006W	-0.017	-0.016
YBR021W	-0.344	0.312
YGR134W	-0.151	0.119
YIL135C	0.443	-0.475
YGL221C	-0.286	0.255
YGL222C	-0.236	0.205
YGR086C	0.075	-0.106
YGR014W	0.026	-0.057
YPL098C	-0.253	0.222
YER062C	-0.097	0.067
YLR390W-A	-0.071	1.317
YGR010W	-0.336	0.306
YPR097W	-0.356	0.327
YBL075C	0.071	-0.099
YOR222W	-0.078	0.052
YJL093C	-0.311	0.285
YPL052W	-0.523	0.497
YBR016W	0.021	-0.046
YPL045W	NaN	-0.012
YER170W	0.559	-0.583
YLR448W	-0.083	0.059
YDR056C	-0.006	-0.017
YLR381W	0.068	-0.091
YNL330C	NaN	-0.012
YER030W	0.233	-0.256
YLL013C	-0.255	0.232
YER166W	0.724	-0.747
YPR043W	-0.641	0.618
YNR056C	-0.181	0.158
YDR503C	0.020	-0.040
YPR037C	0.135	-0.155
YLR288C	-0.119	0.098
YKR102W	-0.218	0.197
YOR355W	-0.112	0.092
YMR300C	1.101	-1.120
YHR104W	0.538	-0.557
YOL106W	-0.825	0.807
YLR016C	-0.050	0.032
YER132C	0.056	-0.073
YJR033C	0.288	-0.304
YOR015W	0.152	-0.168
YOR180C	0.239	-0.254
YER049W	-0.060	0.045
YPR049C	0.389	-0.403
YGR032W	0.059	-0.073
YPR138C	0.228	-0.242
YJR103W	0.182	-0.196
YCR061W	0.229	0.176
YKR010C	-0.246	0.232
YOL084W	-0.018	0.004
YLL032C	0.000	-0.013
YGL232W	0.052	-0.065
YER002W	-0.344	0.332
YGR104C	0.708	-0.719
YOL155C	0.152	-0.162
YNL031C	0.220	-0.230
YJL100W	0.213	-0.223
YOL088C	-0.240	0.230
YMR201C	0.039	-0.047
YGL253W	-0.303	0.296
YNR058W	-0.330	0.324
YDL234C	0.052	-0.058
YIL149C	-0.068	0.062
YER188W	0.326	-0.331
YER045C	-0.122	0.117
YCR090C	-0.214	0.209
YBR096W	-0.002	NaN
YDL219W	-0.136	0.132
YOR163W	0.119	-0.122
YBL054W	0.183	-0.186
YIL028W	-0.106	0.104
YJL144W	0.415	-0.418
YJL159W	-0.239	0.237
YER057C	-0.163	0.162
YMR010W	-1.136	1.136
YHL028W	-0.087	0.087
YJL117W	0.138	-0.138
YHR057C	-0.111	0.112
YPL177C	0.617	-0.616
YBL060W	0.448	-0.446
YOR079C	-0.188	0.190
YKR058W	0.125	-0.124
YDL074C	0.043	-0.042
YOR112W	-0.193	0.194
YGR012W	0.079	-0.077
YDR248C	-0.086	0.088
YML124C	0.379	-0.377
YDR512C	0.539	-0.536
YOR049C	0.010	-0.008
YLR334C	0.097	-0.093
YPL147W	-0.124	0.128
YIR038C	0.024	-0.020
YMR087W	-0.261	0.266
YIL064W	0.114	-0.108
YNL303W	-0.254	0.260
YMR002W	-0.124	0.131
YGL159W	-0.060	0.068
YBR187W	-0.189	0.197
YDR320C	-0.328	0.336
YDL115C	0.236	-0.228
YKL156W	0.278	-0.269
YJL187C	-0.164	0.172
YHR032W	0.192	-0.183
YIL170W	0.208	-0.199
YDL233W	0.165	-0.155
YMR040W	0.202	-0.190
YBR288C	-0.268	0.280
YKL161C	0.008	0.005
YHR106W	0.256	-0.244
YPR118W	-0.039	0.052
YDR142C	0.221	-0.208
YNL286W	0.333	-0.319
YBR056W	-0.018	0.032
YNL211C	-0.098	0.114
YOL042W	-0.028	0.044
YCR087C-A	-0.197	0.213
YLR271W	0.042	-0.026
YDR374C	-0.076	0.093
YBR242W	-0.208	0.224
YHL007C	0.008	NaN
YJL162C	-0.013	0.030
YMR246W	-0.202	0.219
YOR215C	0.425	-0.408
YJL077C	0.233	-0.215
YBR271W	-0.102	0.120
YBR101C	0.010	NaN
YLR247C	-0.433	0.452
YNL093W	0.238	-0.218
YDR436W	-0.073	0.093
YML113W	0.430	-0.410
YGR209C	-0.091	0.111
YDR488C	0.076	-0.055
YHL012W	-0.185	0.209
YNL068C	0.217	-0.192
YGR193C	0.352	-0.327
YCL004W	0.013	NaN
YPL086C	NaN	0.013
YHR182W	-0.328	0.356
YOR324C	-0.093	0.121
YER046W-A	-0.247	0.275
YDR220C	0.305	-0.277
YDL019C	0.038	-0.009
YLR037C	0.462	-0.433
YBR165W	-0.074	0.104
YNL166C	0.010	0.021
YLR445W	0.168	-0.136
YMR135C	0.424	-0.392
YPR115W	0.289	-0.257
YML118W	0.334	-0.302
YPL176C	0.399	-0.367
YMR169C	0.165	-0.133
YIL055C	0.414	-0.381
YLR065C	-0.155	0.188
YJL099W	0.146	-0.112
YML123C	-0.091	0.126
YIR043C	-0.186	0.220
YKL061W	0.030	0.006
YOR248W	0.104	-0.067
YGL089C	0.309	-0.272
YDR061W	-0.194	0.233
YBR274W	0.019	0.020
YLL006W	0.424	-0.385
YIL014W	NaN	0.020
YOR342C	0.376	-0.336
YOR183W	-0.371	0.411
YMR133W	0.336	-0.293
YFL063W	0.324	-0.282
YPL163C	0.510	-0.467
YDL049C	0.086	-0.043
YDL169C	-0.063	0.106
YER096W	-0.058	0.101
YBR270C	-0.108	0.151
YKR029C	0.030	0.015
YNL141W	-0.259	0.304
YBL051C	-0.050	0.096
YMR273C	0.068	-0.022
YJL112W	0.286	-0.239
YLR068W	-0.127	0.174
YJL196C	-0.074	0.121
YJL141C	0.122	-0.073
YNL321W	0.279	-0.230
YPR058W	-0.022	0.072
YBR280C	0.070	-0.020
YNL177C	-1.378	1.428
YDL216C	0.149	-0.098
YMR086C-A	-0.240	0.291
YPR059C	-0.052	0.104
YLR406C	0.067	-0.015
YDR102C	0.237	-0.185
YHR150W	-0.207	0.259
YFR036W	0.433	-0.379
YBR177C	0.293	-0.240
YIL058W	0.147	-0.093
YOR199W	0.244	-0.190
YDL230W	0.137	-0.083
YPR002W	-0.046	0.102
YCL069W	-0.248	0.304
YFR030W	-0.112	0.168
YCR027C	-0.194	0.251
YPL095C	-0.138	0.195
YGL132W	-0.305	0.363
YFR056C	0.173	-0.115
YER135C	0.089	-0.030
YHR061C	0.143	-0.085
YAL023C	0.091	-0.032
YBR099C	0.086	-0.028
YOR185C	0.087	-0.028
YGR001C	-0.027	0.086
YHL026C	0.032	0.027
YMR219W	0.139	-0.080
YPL199C	0.190	-0.130
YMR320W	0.291	-0.232
YML056C	-0.100	0.160
YGR105W	NaN	0.030
YLL051C	0.033	0.028
YLR185W	-0.311	0.371
YMR237W	0.239	-0.178
YDR538W	0.184	-0.121
YHR209W	0.211	-0.149
YDR134C	0.528	-0.465
YLR227C	-0.169	0.231
YPL009C	0.094	-0.032
YDR046C	0.053	0.010
YFL056C	0.077	-0.014
YOL096C	NaN	0.032
YBR041W	0.085	-0.021
YOR069W	-0.247	0.312
YGL205W	-0.720	0.785
YPL272C	0.063	0.002
YMR287C	-0.567	0.633
YER108C	0.070	-0.004
YER051W	-0.192	0.259
YPL008W	0.440	-0.372
YHR103W	0.183	-0.115
YJR020W	-0.511	0.579
YPR047W	0.538	-0.468
YOL159C	0.036	0.034
YHR125W	-0.250	0.320
YHR185C	0.377	-0.307
YNL279W	-0.484	0.555
YPL014W	0.180	-0.108
YPL182C	0.353	-0.281
YIL096C	0.064	0.008
YKL017C	0.033	0.039
YJL140W	NaN	0.036
YNL301C	0.120	-0.045
YBR285W	0.071	0.004
YPR067W	NaN	0.038
YDL125C	0.007	0.070
YKL202W	0.441	-0.364
YGL114W	-0.105	0.183
YNL254C	0.149	-0.072
YOL032W	-0.282	0.359
YOR359W	0.581	-0.504
YOR202W	-0.020	0.099
YLL025W	0.014	0.064
YGL077C	0.054	0.026
YOR051C	-0.021	0.100
YBL064C	0.243	-0.163
YLR389C	0.143	-0.060
YPR076W	0.036	0.047
YPR160W	0.172	-0.090
YGR092W	0.379	-0.296
YDL211C	0.074	0.009
YDL021W	-0.470	0.554
YOR213C	0.255	-0.172
YIL121W	-0.481	0.565
YJR154W	0.292	-0.208
YCL050C	-0.018	0.104
YMR279C	0.231	-0.146
YNL143C	-0.045	0.131
YNL295W	0.176	-0.089
YER047C	-0.035	0.122
YNL134C	0.072	0.016
YBR297W	0.110	-0.022
YGR213C	-0.502	0.590
YBR089C-A	0.116	-0.028
YBR250W	0.068	0.021
YNL227C	0.146	-0.057
YBR188C	0.066	0.023
YGR021W	0.206	-0.117
YBR134W	0.280	-0.190
YKR033C	0.059	0.031
YJL092W	-0.227	0.318
YMR178W	0.211	-0.119
YMR174C	0.111	-0.019
YDL121C	-0.340	0.432
YJL073W	0.525	-0.433
YER007C-A	-0.628	0.720
YKR069W	-0.258	0.351
YIL052C	-0.792	0.887
YIL102C	NaN	0.048
YMR017W	0.118	-0.022
YDL052C	-0.011	0.108
YBR244W	0.083	0.014
YJL022W	NaN	0.049
YNR057C	-0.151	0.249
YER186C	-0.311	0.409
YLR286C	0.178	-0.080
YFL012W	0.607	-0.509
YIR013C	-0.001	0.100
YPL047W	0.076	0.023
YPL097W	NaN	0.050
YHL006C	0.080	0.019
YGL090W	0.433	-0.334
YKL142W	0.353	-0.254
YJL151C	-0.074	0.174
YNL191W	0.016	0.084
YGL165C	-0.056	0.156
