ORF	hap a | growth (AUC) | standard | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [50 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [150 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004
YCL027W	0.986	-2.494	-2.113
YCL028W	1.035	-1.857	-1.651
YCL029C	-2.238	3.349	1.375
YCL030C	0.780	-1.456	-0.510
YCL032W	-0.337	0.694	-0.820
YCL033C	-0.479	1.330	-0.103
YCL034W	-0.219	-0.883	-0.781
YCL036W	-0.185	1.551	-0.308
YCL037C	0.780	-3.427	-5.400
YCL039W	-0.845	0.628	2.139
YCL040W	0.145	-0.835	0.351
YCL042W	0.089	0.441	0.907
YCL044C	1.159	-1.057	0.575
YCL045C	0.726	-0.686	0.486
YCL046W	0.088	-0.634	0.224
YCL047C	0.717	-2.033	-1.744
YCL048W	0.740	-0.760	0.183
YCL049C	-1.210	1.065	1.327
YCL050C	-0.741	1.692	0.340
YCL051W	1.680	-1.642	-0.237
YCL055W	0.992	-1.159	-0.832
YCL056C	-0.649	1.893	0.630
YCL057W	0.505	-0.143	0.286
YCL061C	-0.664	-3.487	-7.265
YCL063W	0.438	-0.656	-1.109
YCL064C	1.063	-1.821	-2.079
YCL069W	-0.783	0.496	1.083
YCR001W	-0.163	-0.328	0.156
YCR002C	-1.154	-3.772	-7.275
YCR003W	-1.198	2.044	3.447
YCR004C	-1.147	2.427	4.364
YCR005C	-0.442	0.576	1.007
YCR006C	-0.757	-0.176	0.549
YCR007C	0.545	-0.312	0.316
YCR008W	-1.483	1.116	-0.997
YCR009C	-2.555	3.315	2.613
YCR010C	0.178	-0.078	-0.305
YCR011C	0.374	-0.187	0.081
YCR014C	-0.028	-2.373	-1.257
YCR015C	-0.689	1.180	2.013
YCR016W	0.272	-0.767	0.205
YCR017C	0.068	0.330	0.149
YCR019W	1.582	-1.726	-2.114
YCR020C	1.026	-1.060	-1.636
YCR020C-A	0.162	-0.547	-0.226
YCR021C	0.473	-0.794	-0.414
YCR022C	0.264	-0.776	-0.535
YCR023C	0.624	-1.144	-1.035
YLR420W	1.174	-1.060	-1.594
YLR451W	-6.366	4.448	3.299
YLR126C	1.167	-1.673	-0.046
YLR128W	-1.556	1.013	-0.046
YLR130C	-1.450	1.522	1.322
YLR131C	0.670	-1.215	-0.604
YLR133W	2.002	-2.247	-2.551
YLR134W	1.871	-1.787	-0.514
YLR135W	-0.020	-0.492	-0.250
YLR136C	-0.457	0.334	0.652
YLR137W	0.526	-0.716	-0.841
YLR138W	-0.185	0.218	1.038
YLR139C	-2.176	0.816	2.125
YLR142W	-0.934	-0.194	-1.429
YLR143W	-0.015	-1.318	-1.022
YLR144C	-1.106	0.314	-0.734
YMR074C	2.551	-2.919	-2.650
YLR149C	0.309	2.965	0.176
YLR150W	-1.566	2.074	-1.523
YLR151C	-0.698	2.795	2.236
YLR152C	-1.701	4.171	3.373
YLR154C	-0.963	4.287	2.963
YLR164W	-2.061	4.114	3.480
YLR165C	-1.200	3.073	2.299
YLR168C	-3.521	2.765	2.423
YLR169W	-0.745	2.748	1.353
YLR170C	-0.850	3.015	3.103
YLR171W	0.941	-0.159	-0.669
YLR172C	-0.039	0.216	0.153
YLR173W	0.611	2.081	0.007
YLR174W	-0.409	1.395	0.327
YLR176C	-0.940	5.236	4.229
YLR177W	-1.157	0.466	-3.797
YLR178C	-0.635	2.306	2.096
YLR179C	-0.191	0.342	0.064
YLR180W	-3.085	1.149	-0.099
YLR181C	-0.640	0.653	0.142
YLR182W	-9.605	-2.299	0.012
YLR183C	-1.137	0.820	0.957
YLR184W	-2.558	4.708	5.035
YLR185W	-1.843	5.587	2.383
YLR187W	-0.186	-0.040	0.797
YLR188W	-0.966	1.395	0.184
YLR189C	-0.175	0.284	-0.312
YLR190W	-2.282	-0.132	-2.517
YLR191W	-1.525	4.095	1.240
YLR193C	-14.518	23.367	36.092
YLR194C	0.690	-0.330	-0.896
YLR199C	-1.832	1.895	0.096
YLR200W	-1.508	-1.523	-7.456
YLR201C	-4.097	2.768	2.954
YLR202C	-3.099	1.022	1.111
YLR203C	-1.387	1.909	1.192
YLR204W	-2.595	5.573	5.774
YLR205C	-0.105	2.384	0.366
YLR206W	0.256	0.725	-0.002
YLR207W	-1.419	1.791	2.539
YLR209C	-0.114	1.333	-0.042
YLR210W	0.700	-0.881	-1.098
YLR211C	1.119	-1.003	-0.917
YLR213C	0.373	-1.073	-0.562
YLR214W	0.289	0.036	0.369
YLR216C	0.864	-1.407	-1.371
YLR217W	1.739	-2.836	-3.231
YLR218C	1.853	-0.227	-2.234
YLR219W	1.060	1.378	-0.072
YLR220W	0.253	1.429	0.300
YLR221C	0.438	0.709	-0.169
YLR224W	1.423	-1.588	-3.417
YLR225C	0.602	-0.246	-0.144
YLR227C	0.891	-1.205	-0.391
YKL001C	0.387	-1.308	-1.841
YKL002W	-1.218	-0.189	-2.514
YKL003C	-2.155	2.151	4.915
YKL006W	-4.400	6.363	4.557
YKL007W	2.340	-2.416	-0.496
YKL008C	2.410	-0.694	-2.666
YKL009W	-7.762	6.432	6.817
YKL010C	0.950	1.243	-0.279
YKL011C	-2.198	-0.168	-1.140
YKL015W	0.020	-0.698	-0.300
YKL016C	-7.434	5.924	4.701
YKL017C	0.447	-1.689	-0.034
YKL020C	1.408	-1.256	-1.147
YKL023W	-1.340	1.798	-0.573
YKL025C	0.901	-1.377	-1.118
YKL026C	1.412	-3.140	-1.969
YKL027W	0.404	-1.680	-1.350
YKL029C	2.328	0.522	-1.815
YKL031W	-0.080	-0.820	-1.691
YKL032C	-1.573	-3.916	-6.661
YKL034W	0.731	0.022	-0.260
YKL037W	0.103	0.699	-0.522
YKL038W	0.499	0.852	0.689
YKL039W	-0.342	-0.268	0.919
YKL040C	0.095	-0.665	-0.723
YKL041W	0.266	-1.566	-4.739
YKL043W	0.541	-0.697	-0.792
YKL044W	-0.084	-0.150	-0.050
YKL046C	1.677	-2.330	-2.810
YKL047W	1.389	-0.513	-1.715
YKL048C	-4.956	-1.326	-3.126
YKL050C	-0.561	1.214	-0.160
YKL051W	-0.473	1.122	1.013
YKL053W	-2.618	6.042	1.986
YKL054C	-7.072	-6.698	-2.517
YKL055C	-4.581	5.020	3.246
YKL056C	0.444	-2.369	-0.799
YKL057C	-7.941	3.060	-0.725
YKL061W	-0.229	-1.010	-0.742
YKL062W	1.624	-1.764	-3.491
YKL063C	-0.566	1.293	0.396
YKL064W	-2.373	2.626	1.905
YKL065C	-3.184	4.289	3.268
YKL066W	-1.588	3.868	2.615
YKL067W	-0.656	2.056	0.874
YKL068W	0.135	1.098	1.116
YKL069W	-2.022	3.657	2.685
YKL070W	-0.574	1.417	1.276
YKL071W	-2.065	3.358	2.851
YKL072W	-0.624	0.663	0.597
YKL073W	-6.593	12.193	10.396
YKL074C	0.204	-1.733	-6.357
YKL075C	-0.460	0.647	-1.594
YKL076C	-1.292	2.991	0.559
YKL077W	-2.866	3.512	3.307
YKL079W	-2.100	1.440	1.329
YKL080W	-6.365	5.678	-1.200
YKL081W	-3.735	6.775	6.018
YKL084W	-1.542	3.473	2.992
YKL085W	-2.197	3.559	2.668
YKL086W	-1.760	3.741	2.496
YKL087C	-4.980	5.838	4.885
YKL090W	1.094	-0.630	-0.128
YKL091C	-1.155	2.910	1.516
YKL092C	-1.255	1.478	0.860
YKL093W	-1.338	2.379	1.204
YKL094W	-1.001	1.044	-0.207
YKL096W	-0.684	1.996	1.628
YKL097C	-0.943	1.958	2.442
YKL098W	-1.888	3.074	1.172
YKL100C	-1.332	2.793	2.524
YKL101W	-1.469	2.052	0.551
YKL102C	-1.943	1.845	0.752
YKL103C	-2.003	4.326	4.121
YKL105C	0.842	-0.871	-0.965
YKL106W	0.538	-0.887	-1.254
YKL107W	-2.707	4.255	2.998
YKL109W	-3.536	0.685	0.849
YKL110C	-2.240	2.847	2.685
YKL113C	-2.927	2.018	-0.181
YKL114C	-2.349	4.143	2.651
YKL116C	-1.687	0.781	0.089
YKL117W	-1.903	2.375	0.594
YKL118W	-5.750	3.909	-1.647
YKL119C	-4.897	4.554	-1.846
YKL120W	-0.519	-0.689	-1.339
YKL121W	-1.414	1.763	-0.286
YKL123W	0.361	0.069	-0.363
YKL124W	-0.200	1.246	1.055
YKL126W	-0.537	2.076	1.714
YKL127W	-1.247	1.632	1.059
YKL128C	-0.006	1.001	0.318
YKL129C	-0.800	0.844	0.324
YKL130C	-0.407	1.285	0.177
YKL131W	-2.402	3.556	2.653
YKL132C	-0.275	0.470	0.733
YKL133C	-1.258	2.502	2.903
YKL134C	-9.287	15.813	7.760
YKL135C	1.747	-1.372	-3.287
YKL136W	-1.573	4.535	0.879
YKL137W	-0.646	2.098	1.483
YKL138C	-1.949	3.023	0.824
YKL140W	-0.740	0.962	-0.796
YKL142W	-1.923	2.783	1.365
YKL143W	-9.900	16.113	13.089
YKL146W	-0.566	1.827	1.573
YKL147C	-0.965	2.805	2.178
YKL148C	-1.203	1.279	0.037
YKL149C	-1.648	1.908	0.510
YKL150W	-0.161	0.512	-1.368
YKL151C	0.155	1.338	-0.049
YPR151C	0.243	-0.365	-2.065
YKL156W	-0.192	1.048	-0.656
YKL157W	-0.843	2.254	0.693
YKL159C	-1.075	1.372	-0.247
YKL160W	-2.296	3.542	-0.580
YKL161C	-0.268	0.715	-0.375
YKL162C	-1.293	2.270	2.340
YKL163W	-1.873	3.287	2.827
YKL164C	-0.319	1.504	0.490
YKL166C	-1.261	1.865	0.411
YKL167C	-0.096	-0.540	-0.838
YKL168C	-0.471	2.193	2.103
YKL169C	-7.214	1.668	0.413
YKL170W	-3.377	6.380	6.579
YKL171W	-0.629	1.618	0.164
YKL174C	-1.912	2.366	0.916
YKL175W	-1.301	2.385	0.569
YKL176C	-3.824	0.478	-5.769
YKL177W	0.093	0.372	0.143
YKL178C	-1.643	1.768	-0.034
YKL179C	-1.227	2.027	0.719
YKL183W	0.220	-1.070	-1.850
YKL184W	-9.061	5.510	4.259
YKL185W	-0.433	-1.318	-1.765
YKL187C	-1.305	1.048	-0.366
YKL188C	-0.208	0.036	1.686
YKL190W	-3.049	2.125	-0.160
YGR027C	-4.782	4.940	2.403
YGR031W	-0.920	0.218	-0.616
YGR033C	-0.216	0.115	0.015
YGR034W	-1.347	0.210	0.550
YGR035C	-0.172	-1.058	-1.702
YGR036C	-14.062	14.675	20.823
YGR037C	0.078	-0.498	-1.090
YGR039W	1.888	-1.302	-0.444
YGR041W	-0.419	0.289	0.178
YGR042W	-0.868	-0.042	-0.083
YGR043C	-1.191	1.411	0.999
YGR044C	-6.530	12.969	10.804
YGR045C	-1.057	-0.339	-1.330
YGR049W	-0.871	-0.530	-1.117
YGR051C	1.176	-1.266	-0.752
YGR052W	0.032	-0.161	0.149
YGR054W	-0.776	1.711	0.390
YGR055W	-5.987	-7.231	-3.589
YGR056W	-0.182	1.370	-2.958
YGR057C	-9.101	4.346	-0.222
YGR058W	-3.532	4.478	2.014
YGR059W	-0.774	1.274	0.278
YGR061C	0.833	-0.599	-0.856
YGR062C	-4.678	3.266	3.262
YGR064W	-12.843	5.795	3.271
YGR066C	-0.124	0.234	0.145
YGR067C	-3.849	4.906	3.317
YGR068C	-1.537	1.108	-0.454
YGR069W	-0.525	0.008	0.521
YGR070W	-3.896	6.235	2.366
YGR071C	-0.107	1.864	2.129
YGR072W	-1.292	1.114	0.014
YGR076C	-7.714	0.306	2.604
YGR077C	-1.340	0.563	-1.838
YGR078C	-6.680	-3.172	-2.337
YGR079W	-4.715	7.486	5.043
YGR080W	0.760	-1.080	-1.981
YGR081C	-0.894	1.053	1.187
YGR084C	-2.545	2.585	1.776
YGR085C	-7.002	6.576	4.706
YGR087C	-1.761	1.104	1.806
YGR088W	0.693	-1.428	-1.663
YGR096W	1.557	-1.795	-1.715
YGR097W	0.055	0.752	1.433
YGR100W	-0.076	1.459	1.018
YGR101W	-6.701	10.355	8.738
YGR102C	-3.263	-0.272	3.457
YGR104C	-12.291	-1.502	2.697
YGR105W	-7.902	3.575	0.609
YGR107W	0.202	0.557	0.974
YGR108W	-1.393	-0.783	0.003
YGR109C	0.404	-0.794	-0.741
YGR111W	-1.959	2.711	1.122
YGR112W	-5.296	2.260	2.005
YGR118W	-4.079	5.217	4.753
YGR121C	-1.516	1.857	0.852
YGR122W	-3.305	0.318	-0.252
YOR097C	-0.398	0.761	-0.107
YOR099W	-0.268	-0.603	-1.864
YOR100C	-0.619	2.143	0.595
YOR101W	-0.130	-0.519	-0.744
YOR104W	-1.243	1.250	-0.020
YOR105W	-3.645	3.891	2.471
YOR106W	-3.254	2.805	-0.613
YOR107W	-1.502	1.183	0.354
YOR108W	0.128	-0.042	-0.899
YOR109W	2.706	-3.096	-5.982
YOR111W	0.144	0.490	-0.660
YOR112W	-0.181	0.875	1.098
YOR113W	-1.775	1.497	0.494
YOR114W	-0.321	0.336	0.881
YOR115C	-1.083	0.659	0.297
YOR118W	-0.978	1.355	1.303
YOR120W	-1.764	0.765	0.469
YOR121C	-2.605	2.622	2.807
YOR123C	-2.766	2.649	1.047
YOR124C	-4.130	-0.087	-3.132
YOR125C	-5.046	4.935	3.246
YOR126C	0.038	-0.052	0.590
YOR127W	-2.122	2.184	0.677
YOR129C	-1.660	1.547	1.479
YOR130C	-2.905	3.171	3.009
YOR131C	-1.138	0.857	1.138
YOR132W	-0.871	0.568	1.749
YOR133W	-1.425	0.560	0.486
YOR134W	-1.007	1.511	1.592
YOR135C	-2.215	0.840	1.026
YOR136W	-0.558	0.456	0.799
YOR137C	0.200	-1.683	-1.159
YOR138C	2.377	-1.484	-2.965
YOR139C	-1.275	2.447	1.307
YOR140W	1.392	-0.434	-0.793
YOR141C	-3.451	-0.902	-5.840
YOR142W	-0.334	1.909	1.026
YOR144C	0.618	-0.321	-1.492
YOR152C	0.004	0.046	-1.429
YOR153W	1.484	-0.247	-0.427
YOR154W	1.340	-0.738	-0.958
YOR155C	0.331	-0.363	-1.017
YOR156C	1.793	-2.526	-2.834
YOR161C	0.946	0.180	-0.635
YOR162C	1.442	-0.469	-1.552
YOR163W	-0.864	0.665	0.777
YOR164C	-1.231	2.960	-0.019
YOR165W	1.852	-1.234	-0.934
YOR166C	0.510	-0.136	-0.363
YOR167C	0.651	0.132	1.029
YOR170W	-0.243	1.075	1.125
YOR171C	1.315	-1.201	-3.061
YOR172W	1.064	-0.173	0.047
YOR173W	-0.440	0.944	0.310
YOR175C	2.131	-2.078	-2.324
YOR177C	2.158	-1.137	-1.259
YOR178C	0.622	-0.982	-0.523
YOR182C	-1.534	3.011	0.375
YOR183W	-1.596	2.341	-0.142
YOR184W	-0.496	0.185	-1.407
YOR185C	-0.486	0.840	0.717
YOR186W	1.029	-0.150	0.547
YOR187W	-0.208	0.304	2.680
YOR188W	-0.328	1.216	1.068
YOR189W	-0.093	0.056	-1.210
YOR190W	-0.176	1.225	0.398
YOR191W	0.055	1.023	-0.223
YOR192C	0.530	1.933	-0.035
YOR193W	-1.138	1.999	1.297
YOR195W	1.304	-1.153	-0.116
YOR196C	-0.107	0.594	0.146
YOR197W	0.534	0.243	0.824
YOR198C	-0.858	-1.076	-4.668
YOR199W	-0.437	-0.215	2.766
YOR200W	-2.816	0.086	-0.371
YOR201C	0.253	0.839	2.242
YOR202W	0.428	0.250	-0.071
YOR205C	-2.321	3.437	4.717
YOR208W	0.692	-0.596	-0.500
YOR209C	-1.352	1.996	2.360
YOR211C	-3.216	0.351	-0.881
YOR212W	1.923	-1.808	-1.113
YOR213C	0.845	-0.713	-0.318
YOR214C	1.067	-0.696	-0.363
YOR215C	0.171	0.594	1.171
YOR216C	0.892	-0.705	-3.029
YOR219C	-0.130	-0.133	0.880
YOR220W	0.246	-0.095	-0.092
YOR221C	-5.674	5.321	4.441
YOR222W	0.123	0.172	0.352
YOR223W	-0.231	1.170	0.766
YOR225W	1.844	-1.479	-1.225
YOR226C	-1.431	1.282	0.363
YOR227W	1.104	-0.234	-0.328
YOR228C	-0.211	0.272	-0.270
YOR229W	-0.384	-0.318	0.162
YOR230W	0.967	-0.522	0.644
YOR231W	0.170	-0.102	0.092
YOR233W	-1.056	0.848	0.101
YOR234C	-0.076	0.824	1.396
YOR235W	-2.470	5.337	5.751
YOR237W	-0.160	0.306	-0.009
YOR238W	3.260	-3.616	-2.946
YOR239W	1.675	-1.071	-0.361
YOR241W	-6.257	5.864	7.798
YOR242C	1.397	-1.323	-0.950
YOR243C	-2.989	2.017	0.528
YOR245C	1.323	-1.173	-0.512
YOR246C	1.363	-2.137	-0.226
YOR247W	0.542	-0.481	-0.454
YOR248W	1.522	-0.961	-0.282
YOR251C	-1.697	1.576	0.475
YOR252W	0.077	0.104	0.681
YOR253W	2.077	-2.510	-2.219
YOR255W	1.231	0.143	0.748
YOR258W	-0.197	-0.117	-3.683
YOR263C	-0.738	1.403	1.435
YOR264W	-0.375	-0.833	0.010
YOR277C	-1.203	2.476	2.602
YOR279C	-0.981	1.475	0.627
YOR280C	-1.426	0.298	1.114
YOR283W	-1.415	2.017	1.636
YOR284W	-0.771	1.375	0.715
YOR285W	-1.601	0.824	1.859
YOR286W	-4.380	4.514	2.483
YOR288C	0.106	0.957	0.552
YJL218W	-0.032	0.371	-0.100
YJL217W	-0.835	1.525	1.154
YJL216C	-1.135	2.024	1.153
YJL215C	0.610	-0.121	-0.788
YJL214W	-1.794	2.983	2.222
YJL212C	-0.611	1.643	1.623
YJL210W	0.022	-1.377	-2.147
YJL211C	0.600	-0.555	-1.758
YJL209W	-1.700	1.527	1.957
YJL208C	0.967	-0.863	-0.389
YJL207C	1.519	-1.840	-1.965
YJL206C	0.328	0.792	0.632
YJL205C	-2.242	4.544	4.128
YJL204C	-0.653	-0.916	-4.507
YJL201W	0.916	0.046	0.232
YJL200C	-0.774	1.195	1.307
YJL199C	-3.758	3.583	3.087
YJL198W	-0.485	0.304	-0.199
YJL197W	-2.802	2.827	1.529
YJL196C	-0.770	1.509	1.468
YJL193W	-1.691	3.301	3.069
YJL192C	2.274	-1.277	-0.811
YJL191W	0.434	0.866	1.112
YJL190C	0.033	0.845	-0.222
YJL189W	-13.854	21.078	20.767
YJL188C	-14.054	16.985	13.922
YJL187C	-2.059	2.933	0.653
YJL186W	-0.680	0.280	-0.244
YJL185C	-0.151	0.334	-0.535
YJL183W	-1.413	2.730	-1.148
YJL181W	0.101	0.308	0.669
YJL182C	-0.044	0.993	-0.136
YJL180C	-9.227	9.138	2.319
YJL179W	-0.909	-0.915	-5.485
YJL178C	1.084	-0.107	-2.230
YJL176C	-17.127	NaN	NaN
YJL172W	1.415	-1.859	-1.323
YJL171C	1.632	-1.059	-0.781
YJL170C	-0.142	0.230	0.436
YJL169W	-1.325	1.385	0.366
YJL168C	-1.037	1.966	0.922
YJL166W	-2.102	2.415	1.879
YJL165C	-1.137	1.572	0.308
YJL164C	-1.294	1.678	0.491
YJL163C	-0.103	1.224	1.095
YJL162C	1.153	-1.527	-1.515
YJL161W	-0.445	0.740	1.082
YJL159W	-0.750	1.772	-0.104
YJL158C	-1.041	2.424	0.535
YJL157C	-2.415	3.579	1.900
YJL155C	-2.210	2.278	-1.078
YJL154C	1.591	-1.244	-1.144
YJL153C	-2.237	2.501	1.620
YJL152W	-3.071	1.256	0.664
YJL151C	-1.604	2.241	1.279
YJL150W	-0.333	0.243	-1.127
YJL149W	0.009	-0.177	-1.031
YJL148W	0.904	-0.607	-1.105
YJL147C	0.388	-0.190	-0.376
YJL146W	-1.631	4.007	3.020
YJL145W	-1.292	1.514	0.281
YJL144W	-1.278	2.413	-0.039
YJL142C	0.635	0.102	-1.180
YJL140W	-10.885	-2.946	1.292
YJL139C	1.001	0.116	0.362
YJL138C	-1.078	2.811	0.953
YJL135W	-1.531	2.159	1.289
YJL134W	-5.286	5.609	4.530
YJL133W	-0.991	0.899	-0.748
YJL132W	0.140	0.059	-0.682
YJL131C	0.041	2.106	1.206
YJL130C	-0.610	1.130	-0.608
YJL129C	-1.457	2.316	1.175
YLR324W	-3.217	2.299	0.191
YLR325C	-1.183	2.464	0.735
YLR326W	-0.416	1.877	0.978
YLR327C	-2.135	1.918	0.666
YLR328W	-2.022	2.586	1.562
YLR329W	-0.094	0.609	-1.543
YLR330W	-4.491	3.264	-2.493
YLR331C	-1.794	3.006	1.407
YLR332W	0.043	0.567	-0.676
YLR333C	0.614	0.030	-0.951
YLR335W	-1.768	0.466	-1.050
YLR341W	-2.454	4.172	1.973
YLR342W	-0.222	0.992	0.727
YLR344W	-2.267	3.741	2.567
YLR345W	-2.200	4.273	3.027
YLR348C	-1.701	2.999	1.459
YLR349W	-3.117	4.509	2.496
YLR350W	-4.055	5.238	4.334
YLR351C	-1.232	2.129	1.310
YLR352W	0.601	0.155	-0.574
YLR353W	2.616	-3.679	-3.348
YLR354C	1.135	-2.434	-1.696
YLR356W	2.148	-3.098	-1.687
YLR357W	-1.698	-3.451	-5.402
YLR360W	3.108	-4.880	-3.156
YLR362W	2.411	-3.694	-1.872
YLR363C	0.844	-2.082	-1.044
YLR364W	1.264	-2.108	-1.958
YLR365W	2.210	-3.148	-1.793
YLR366W	2.166	-3.053	-2.678
YLR367W	3.737	-4.760	-3.466
YLR368W	-1.983	-6.556	-5.688
YLR371W	2.653	-4.527	-3.186
YLR372W	-5.545	2.494	-3.160
YLR373C	-7.930	0.767	-1.427
YLR374C	0.199	-1.621	-1.734
YLR375W	2.191	-4.821	-3.491
YLR376C	0.023	-1.423	-1.188
YLR377C	-0.030	-1.166	-0.435
YLR380W	2.188	-3.353	-1.450
YLR381W	0.828	-2.170	-0.519
YLR384C	0.893	-4.094	-3.157
YLR385C	2.731	-3.075	-2.440
YLR386W	2.243	-3.759	-2.837
YLR387C	3.092	-5.477	-3.539
YLR388W	-2.565	3.163	5.261
YLR390W	-0.028	-2.322	-0.786
YLR392C	0.018	-0.853	0.018
YLR393W	-1.416	-1.489	-2.330
YLR395C	2.195	-3.489	-0.860
YLR398C	0.980	-5.067	-4.347
YLR400W	1.717	-3.246	-1.134
YLR401C	0.809	-1.871	-1.781
YLR402W	0.997	-1.096	-0.573
YLR404W	4.118	-5.198	-3.955
YLR405W	3.918	-4.884	-4.033
YLR407W	1.154	-2.812	-3.763
YLR408C	2.362	-3.874	-2.784
YLR410W	1.998	-3.110	-1.886
YLR412W	0.304	-3.199	-1.993
YLR413W	2.771	-3.847	-2.374
YLR414C	-5.365	3.147	0.094
YLR415C	0.181	-2.387	-1.368
YLR416C	2.672	-4.116	-2.978
YLR417W	2.789	-5.614	-6.509
YLR418C	-2.182	-5.074	-7.364
YLR421C	4.331	-5.611	-4.221
YLR228C	3.608	-4.833	-2.842
YLR231C	1.224	-4.026	-2.442
YLR232W	3.078	-5.667	-4.302
YLR233C	-14.571	25.563	10.138
YLR234W	-0.443	-13.388	-9.150
YLR235C	-1.247	-12.583	-8.346
YLR236C	0.160	-1.604	-0.164
YLR238W	1.920	-4.288	-3.122
YLR239C	-6.804	2.923	5.004
YLR241W	4.305	-6.551	-4.885
YLR242C	-7.824	11.086	12.787
YLR247C	4.819	-5.891	-5.447
YLR248W	1.801	-3.202	-2.958
YLR250W	0.791	-2.937	-0.999
YLR251W	1.877	-3.768	-2.887
YLR252W	0.846	-2.353	-1.197
YLR253W	2.459	-3.108	-2.102
YLR254C	-0.928	0.961	0.063
YLR255C	1.880	-3.485	-1.456
YLR257W	4.012	-5.997	-4.711
YLR258W	1.823	-3.169	-2.759
YLR260W	-0.740	-0.623	1.476
YLR261C	4.106	-6.743	-6.806
YLR262C	3.920	-5.371	-6.187
YLR263W	4.078	-5.980	-5.497
YLR264W	1.653	-2.101	0.029
YLR265C	2.728	-4.583	-3.334
YLR266C	-0.308	-2.719	-4.737
YLR267W	1.338	-3.603	-3.343
YLR268W	-1.841	-11.990	-7.752
YLR269C	2.626	-4.680	-6.488
YLR270W	-3.708	4.304	5.199
YLR271W	2.550	-4.764	-4.521
YLR273C	4.238	-6.907	-6.388
YLR278C	3.550	-5.231	-3.786
YLR279W	4.582	-5.986	-4.773
YLR280C	5.271	-6.842	-7.045
YLR281C	1.834	-3.338	-2.858
YLR282C	3.506	-6.498	-5.290
YLR283W	1.070	-2.021	-2.011
YLR284C	1.488	-3.128	-2.756
YLR285W	2.608	-4.467	-3.848
YLR287C	3.719	-5.948	-5.714
YLR287C-A	1.411	-2.563	-1.230
YLR288C	-4.696	-4.246	-2.387
YLR289W	3.124	-5.631	-5.743
YLR290C	3.821	-5.117	-5.411
YLR292C	1.141	-2.516	-6.279
YLR294C	-1.377	0.653	0.208
YLR295C	-0.044	-1.610	-4.962
YLR296W	-0.976	0.482	0.396
YLR297W	1.179	-1.978	-1.777
YLR299W	-1.323	0.180	0.187
YLR300W	0.275	-1.151	-0.653
YLR303W	-0.363	-0.802	-0.147
YLR304C	0.940	-1.794	-1.120
YLR306W	-1.514	1.486	1.357
YLR307W	2.183	-2.691	-2.796
YLR308W	3.256	-4.920	-3.571
YLR309C	1.051	-0.647	-2.261
YLR311C	1.404	-2.135	-1.314
YLR312C	-0.051	-1.058	-1.403
YLR312W-A	-3.577	2.485	5.513
YLR313C	-0.228	0.883	-0.359
YLR315W	0.114	-0.878	-0.627
YLR318W	-1.712	1.185	0.481
YLR319C	1.351	-2.210	-2.333
YLR320W	-7.660	-6.094	-1.934
YLR322W	-1.280	0.234	-7.638
YDR147W	2.545	-3.335	-3.825
YDR148C	1.900	-3.360	-4.281
YDR149C	-1.124	0.961	0.384
YDR150W	-1.539	1.438	1.116
YDR151C	-2.120	1.655	-1.453
YDR152W	-1.281	-1.568	-1.332
YDR153C	2.151	-3.491	-3.117
YDR154C	0.053	-1.599	-1.494
YDR155C	1.153	-1.676	-2.083
YDR156W	-1.044	1.125	-0.232
YDR157W	1.474	-3.592	-4.293
YDR158W	0.964	-8.943	-10.541
YDR159W	-5.824	7.925	4.458
YDR161W	-0.300	0.704	-0.367
YDR162C	1.212	-7.574	-10.312
YDR163W	-0.767	-0.104	0.036
YDR165W	-1.002	0.250	0.831
YDR169C	0.289	-1.408	-1.869
YDR171W	-0.879	-0.823	-0.140
YDR173C	0.399	-0.678	-1.980
YDR175C	0.568	0.056	1.799
YDR176W	-6.492	3.468	0.206
YDR178W	2.978	-3.888	-3.226
YDR179C	1.842	-1.868	-1.458
YDR179W-A	4.419	-4.885	-3.879
YDR181C	2.160	-2.606	-2.798
YDR183W	0.721	-1.152	-1.797
YDR184C	-0.219	0.071	-0.321
YDR185C	-0.660	0.239	0.133
YDR186C	-1.099	1.722	0.320
YDR191W	-0.494	-0.643	-0.192
YDR192C	1.034	-1.388	-2.034
YDR193W	1.159	-1.892	-1.402
YDR194C	-0.215	0.212	2.266
YDR195W	-5.810	-0.765	-3.068
YDR197W	-4.431	3.001	2.746
YDR198C	3.315	-4.591	-4.221
YDR199W	2.893	-2.766	-2.378
YDR200C	-5.293	5.314	2.950
YDR203W	0.586	-0.857	-1.735
YDR204W	-4.582	3.381	1.750
YDR206W	-0.844	0.088	0.717
YDR207C	-7.743	-0.211	-1.708
YDR209C	-3.422	3.538	1.749
YDR210W	0.975	-0.843	-1.177
YDR213W	1.121	-2.137	-0.972
YDR214W	1.343	-2.034	-1.982
YDR215C	1.911	-2.429	-2.437
YDR216W	3.201	-4.387	-4.804
YDR217C	0.558	-6.368	-7.173
YDR218C	1.445	-1.169	-1.627
YDR219C	-0.805	-0.652	-0.643
YDR220C	1.944	-2.392	-1.977
YDR221W	-0.604	-1.421	-1.753
YDR222W	1.141	-1.251	-2.027
YDR223W	3.436	-5.830	-4.909
YDR225W	0.564	-0.886	-1.022
YDR226W	-9.509	5.793	2.733
