orf	hap a | growth (colony size) | thiamethoxam [10 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Actara | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | acetamiprid [15 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Mospilan | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | N-methylpyrrolidin-2-one [0.9% v/v], dimethyl sulfoxide [0.8% v/v] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Confidor | YPD | Mattiazzi Usaj M~Petrovic U, 2014
YGL176C	0.026000000000000002	0.034	-0.6829999999999999	0.129	-0.317	0.524
YGL177W	0.222	0.254	0.861	0.064	0.06	0.684
YGL179C	0.354	-0.387	0.031	-0.146	0.009000000000000001	0.294
YGL180W	0.48200000000000004	0.379	-0.823	-0.315	-0.028999999999999998	0.11800000000000001
YGL181W	-0.016	-2.075	0.542	-0.313	-0.305	0.223
YGL194C	-0.20600000000000002	-0.376	-1.7530000000000001	-0.12	-0.318	-0.14300000000000002
YGL195W	-0.29	1.5330000000000001	-0.09	-0.018000000000000002	-0.302	0.755
YGL196W	-0.6509999999999999	0.444	0.212	-1.3769999999999998	-0.045	0.244
YGL197W	0.03	-0.115	0.828	-0.12300000000000001	-0.52	0.691
YGL198W	-0.015	-0.035	0.6629999999999999	-0.084	-0.113	0.20800000000000002
YGL199C	0.233	0.139	0.125	-1.54	0.24100000000000002	0.175
YGL202W	0.006999999999999999	0.047	0.258	0.312	-0.028999999999999998	-0.285
YGL203C	-0.36700000000000005	-0.33299999999999996	0.413	0.126	-0.051	-0.152
YGL205W	-0.38799999999999996	0.655	-0.69	-0.513	0.32799999999999996	-0.28300000000000003
YGL208W	-0.41600000000000004	0.457	-0.039	-1.9269999999999998	0.342	0.061
YGL209W	-0.555	0.121	-0.196	-0.565	0.326	-0.113
YGL210W	-0.43799999999999994	0.688	-0.7290000000000001	-0.513	0.008	-0.33
YGL211W	-0.068	-1.1420000000000001	-1.229	-0.15	0.39	-0.017
YGL212W	0.115	-0.268	-5.352	-1.8319999999999999	0.436	-0.107
YGL213C	-0.16899999999999998	-0.677	-0.001	-0.376	0.299	-0.632
YGL214W	0.021	-0.359	-0.488	0.16699999999999998	0.303	0.628
YGL215W	-0.085	-0.098	-0.599	-0.397	0.071	-0.27399999999999997
YGL216W	0.161	0.044000000000000004	-0.122	0.153	0.157	0.162
YGL217C	0.049	0.139	0.17	0.584	-0.005	0.261
YGL218W	-0.945	-2.428	-0.953	1.386	0.059000000000000004	-0.087
YGL219C	0.13699999999999998	-2.983	-0.777	0.36700000000000005	0.078	-1.4
YGL221C	-0.204	0.616	-0.237	-0.071	0.248	-0.63
YGL222C	-0.387	-0.665	-0.345	0.401	0.28300000000000003	0.287
YGL224C	-0.419	-0.067	0.33	0.325	0.257	-0.43799999999999994
YGL226C-A	0.304	0.415	0.019	-0.019	0.135	-0.273
YGL226W	0.096	-0.087	-0.395	-0.2	0.126	-0.521
YGL227W	0.6859999999999999	0.531	-0.043	0.096	0.145	-0.09300000000000001
YGL228W	0.39399999999999996	-0.436	0.674	0.7609999999999999	-0.14	-0.462
YGL229C	0.177	0.57	-0.9440000000000001	0.12300000000000001	-0.09300000000000001	0.5
YGL230C	-0.281	-0.021	-0.43799999999999994	-0.485	0.111	0.066
YGL231C	0.03	0.489	-0.5770000000000001	-0.109	0.099	0.121
YGL232W	0.122	-0.461	-0.4	0.004	-0.3	-0.096
YGL234W	0.063	0.043	-2.6689999999999996	-0.6459999999999999	0.807	0.6659999999999999
YGL235W	-0.498	0.727	-0.6	-0.38799999999999996	0.455	-0.585
YGL236C	-0.581	0.344	-0.301	-0.17	-0.051	0.062
YGL237C	0.025	1.093	-0.569	-0.86	0.623	-0.47600000000000003
YGL241W	-0.536	0.326	-0.09	-0.22	-0.175	-0.159
YGL242C	0.18	0.573	0.5489999999999999	-0.067	0.175	0.073
YGL243W	0.146	-1.359	-1.163	0.077	0.217	0.5710000000000001
YGL244W	-0.021	-0.29600000000000004	-0.826	0.298	-0.988	-0.33899999999999997
YGL248W	0.415	-0.904	-1.2790000000000001	-0.209	0.046	-1.171
YGL249W	-0.191	-0.242	0.006999999999999999	-0.057	-0.405	
YGL250W	-0.425	0.39299999999999996	0.11800000000000001	0.036000000000000004	0.105	-0.205
YGL251C	0.264	0.068	-0.301	-0.23800000000000002	-0.257	0.13
YGL252C	-0.375	0.20800000000000002	-0.94	-0.441	-0.34299999999999997	-1.146
YGL253W	-0.335	0.524	0.255	-0.1	0.256	0.616
YGL254W	-0.31	0.7170000000000001	-1.008	-0.615	0.332	-0.531
YGL255W	-0.634	0.547	-0.40700000000000003	-1.244	-0.08900000000000001	-0.067
YGL256W	0.166	-0.9209999999999999	0.009000000000000001	-0.735	-0.021	0.44799999999999995
YGL257C	0.006999999999999999	-0.293	0.129	-0.33	0.009000000000000001	
YGL258W	0.406	0.557	0.086	-0.204	0.061	0.161
YGL259W	0.461	-0.133	-0.235	-0.78	-0.335	0.078
YGL260W	-0.428	-0.6	0.051	-0.102	0.017	-0.18100000000000002
YGL261C	-0.47700000000000004	0.157	-0.872	-0.711	0.17300000000000001	-0.78
YGL262W	-0.327	0.451	-0.728	-0.449	0.425	0.42
YGL263W	-0.14800000000000002	-0.5539999999999999	-0.47	-0.33799999999999997	-0.4	0.32799999999999996
YGR001C	-0.28600000000000003	0.336	0.696	-0.155	-0.249	0.253
YGR003W	-0.366	0.304	-0.139	-0.109	-0.18100000000000002	0.243
YGR004W	-0.295	-0.021	0.484	-0.094	0.051	-0.214
YGR007W	0.21	0.687	-1.357	-0.5820000000000001	0.16	-0.034
YGR008C	0.401	0.684	0.276	-0.157	0.081	0.044000000000000004
YGR010W	-0.132	0.8390000000000001	-0.425	-0.773	0.308	0.341
YGR011W	0.242	0.914	-0.49	-0.667	0.35	0.122
YGR012W	-0.086	-0.042	0.563	-0.212	-0.071	0.33899999999999997
YGR014W	0.192	-0.02	-1.524	-0.021	-0.057999999999999996	0.276
YGR015C	-0.011000000000000001	-0.45	-0.27699999999999997	-0.591	-0.003	-0.061
YGR016W	-0.43200000000000005	0.233	-0.68	-0.594	0.588	-0.2
YGR017W	-0.024	-0.092	-0.552	-0.8420000000000001	0.179	0.40299999999999997
YGR018C	-0.519	0.6609999999999999	-1.197	-0.9059999999999999	-0.005	0.318
YGR019W	-0.302	0.653	-1.194	-0.915	0.33	-0.084
YGR021W	0.262	-0.195	-0.134	-0.373	-0.128	0.315
YGR022C	0.307	0.266	-0.518	-0.8290000000000001	0.5720000000000001	0.83
YGR023W	-0.442	0.021	-0.22399999999999998	-0.823	0.457	-0.055999999999999994
YGR025W	0.226	0.287	-0.18	-0.431	0.077	0.623
YGR026W	0.355	0.263	0.41	-0.161	0.028999999999999998	-0.13
YGR027C	-0.6679999999999999	0.149	0.281	-0.386	-0.084	0.289
YGR028W	0.34600000000000003	0.501	-0.38	-0.9390000000000001	0.401	-0.57
YGR031W	-0.36200000000000004	0.358	-0.096	-0.631	-0.146	-0.172
YGR032W	0.55	0.37200000000000005	-0.758	-1.739	0.392	0.38799999999999996
YGR033C	-0.555	0.03	-0.603	-0.7120000000000001	-0.59	-0.282
YGR034W	-0.027999999999999997	0.7979999999999999	-0.667	-0.774	0.43799999999999994	0.644
YGR035C	0.11800000000000001	0.434	-0.802	-1.186	0.08199999999999999	-0.35700000000000004
YGR037C	-0.069	-0.102	-0.263	0.01	-0.195	0.29100000000000004
YGR038W	0.23399999999999999	0.275	-0.055999999999999994	-1.669	0.305	-0.069
YGR039W	0.29	-0.7170000000000001	-0.27699999999999997	-0.67	0.391	-0.239
YGR040W	-0.633	0.301	-0.24	-2.19	0.191	-0.11599999999999999
YGR041W	-0.293	-0.019	0.358	0.046	-0.07400000000000001	0.111
YGR042W	-0.424	0.01	-0.07200000000000001	-0.122	-0.045	-0.344
YGR043C	0.46799999999999997	1.093	-0.45	-0.285	0.303	-0.083
YGR044C	0.003	0.332	0.23	-0.486	-0.258	0.205
YGR045C	-0.439	0.491	-0.7020000000000001	-0.763	-0.54	-0.34
YGR049W	0.39799999999999996	-0.493	-0.371	0.036000000000000004	0.41600000000000004	0.154
YGR050C	0.085	-0.23600000000000002	-0.23	-0.873	0.43799999999999994	-0.331
YGR051C	0.33799999999999997	0.883	-0.802	-5.416	0.22	-0.111
YGR052W	0.23600000000000002	0.055	-0.14800000000000002	-0.603	0.423	0.139
YGR053C	0.152	-0.29600000000000004	0.037000000000000005	0.326	0.192	0.18100000000000002
YGR054W	0.18899999999999997	-0.142	0.972	0.22399999999999998	-0.024	-0.45
YGR055W	-0.428	-0.4	-0.312	0.07200000000000001	-0.032	-0.871
YGR058W	-0.106	-0.305	-3.2680000000000002	0.14300000000000002	0.20800000000000002	-0.784
YGR059W	-0.28	-0.203	-1.973	-2.456	0.29	-0.13699999999999998
YGR061C	-0.2	-0.073	-0.299	-0.9570000000000001	0.54	0.319
YGR066C	0.099	0.348	-0.135	0.07	0.34700000000000003	-0.55
YGR067C	-0.237	-0.649	-0.111	-1.614	-0.062	-0.061
YGR068C	-0.6609999999999999	-0.025	-0.9129999999999999	-1.226	0.395	0.205
YGR069W	-0.389	0.486	-0.055999999999999994	0.36200000000000004	0.2	0.253
YGR070W	-0.33299999999999996	0.064	-0.9490000000000001	-0.20600000000000002	0.24600000000000002	-1.089
YGR071C	0.519	-0.389	-0.446	0.767	0.444	-0.602
YGR072W	0.39799999999999996	0.281	-0.165	-0.14300000000000002	0.478	-0.8590000000000001
YGR077C	-0.741	-0.24600000000000002	-0.33799999999999997	-1.605	0.318	-0.746
YGR078C	0.231	1.093	-0.9890000000000001	-0.135	0.155	0.124
YGR079W	0.018000000000000002	0.063	-0.551	-0.389	0.45899999999999996	0.16
YGR080W	-0.287	0.17	-3.128	-0.389	0.05	0.11800000000000001
YGR081C	-0.759	0.39899999999999997	-0.68	-0.067	0.713	0.805
YGR084C	-0.49200000000000005	-0.012	-0.22899999999999998	-0.7829999999999999	-0.225	-1.709
YGR085C	-0.379	-0.345	-0.821	-0.066	0.747	0.693
YGR086C	-0.45799999999999996	0.521	-1.5919999999999999	-0.6459999999999999	0.47600000000000003	-1.014
YGR087C	-0.493	0.826	-0.526	-0.613	-0.21899999999999997	-0.7909999999999999
YGR088W	-0.601	0.35200000000000004	-0.49700000000000005	-0.7609999999999999	0.45899999999999996	-0.138
YGR089W	-0.166	0.046	-1.111	-0.88	0.467	-1.05
YGR092W	0.327	0.48	-1.847	-1.038	-0.213	-2.8310000000000004
YGR093W	0.221	0.121	-0.161	-0.43700000000000006	0.247	0.547
YGR096W	0.258	0.302	-0.603	-0.084	0.21600000000000003	0.429
YGR097W	-0.11900000000000001	0.44299999999999995	-2.878	-0.963	-0.063	
YGR100W	-0.616	0.654	-0.934	-0.879	0.225	-0.625
YGR101W	0.8809999999999999	1.093	1.868	-2.909	0.584	0.126
YGR105W	-0.499	1.093	-5.247000000000001	-1.35	-0.36	-1.8219999999999998
YGR106C	-0.48700000000000004	-0.295	-0.292	-0.27699999999999997	0.237	0.319
YGR107W	-0.34700000000000003	0.249	-1.1179999999999999	-2.295	0.004	-0.33399999999999996
YGR108W	-0.669	-0.401	-0.321	-0.768	-0.204	-0.26899999999999996
YGR109C	0.499	0.852	0.068	-0.8340000000000001	0.539	-0.134
YGR110W	0.133	0.257	-1.14	-1.723	0.45799999999999996	-0.523
YGR111W	0.292	1.056	0.20199999999999999	-0.128	0.303	0.606
YGR117C	-0.054000000000000006	-0.040999999999999995	-0.505	-0.499	0.28600000000000003	0.28
YGR118W	-0.889	0.282	-0.318	-0.18	-0.045	0.344
YGR121C	-0.358	-0.366	-0.631	-0.159	0.102	-0.316
YGR122C-A	0.217	0.011000000000000001	-0.044000000000000004	0.479	-0.44	0.146
YGR122W	-0.363	-0.098	-1.525	-1.2429999999999999	0.1	-0.05
YGR123C	-0.552	-0.102	0.22699999999999998	-0.18899999999999997	-0.266	-0.071
YGR124W	-0.406	0.055	-0.039	-0.261	0.037000000000000005	-0.066
YGR125W	0.409	0.41700000000000004	-0.452	-0.537	0.239	0.327
YGR126W	-0.53	-0.106	0.065	-0.139	0.213	0.287
YGR127W	-0.529	-0.207	-0.19699999999999998	-0.19899999999999998	-0.22	0.267
YGR129W	0.248	0.386	0.569	-0.11699999999999999	0.055999999999999994	0.013999999999999999
YGR130C	0.115	-0.2	0.479	-0.261	-0.23199999999999998	0.392
YGR131W	0.348	0.19	0.028999999999999998	-0.37200000000000005	0.27699999999999997	-0.081
YGR132C	0.158	0.098	-0.71	-0.03	-0.064	0.152
YGR133W	0.11	-0.47100000000000003	0.22699999999999998	-0.12300000000000001	-0.17300000000000001	0.254
YGR134W	-0.6679999999999999	0.9259999999999999	-0.47100000000000003	-0.39399999999999996	0.18100000000000002	-0.43700000000000006
YGR135W	-0.691	-0.409	-0.040999999999999995	-0.08800000000000001	0.038	-0.392
YGR136W	-0.499	-0.059000000000000004	-0.036000000000000004	-0.079	-0.168	0.006
YGR137W	-0.45799999999999996	-0.484	0.07400000000000001	-0.25	-0.075	-0.31
YGR138C	-0.20800000000000002	-0.489	-0.26	-0.16399999999999998	-0.105	0.272
YGR139W	0.019	-0.196	-0.217	-0.16	-0.08199999999999999	-0.043
YGR141W	0.162	0.591	-0.49	-0.873	0.293	-0.5479999999999999
YGR142W	0.188	0.812	-0.363	-0.077	0.03	0.374
YGR143W	0.1	-0.053	0.618	0.39799999999999996	-0.099	0.4
YGR144W	0.215	-0.10800000000000001	-0.33799999999999997	-0.263	-0.33899999999999997	0.185
YGR146C	0.251	0.193	0.038	-0.23	-0.302	0.14300000000000002
YGR148C	-0.21	0.10800000000000001	-0.456	0.076	-0.45399999999999996	0.419
YGR149W	-0.584	-0.382	-0.7140000000000001	-0.16	-0.037000000000000005	0.305
YGR151C	-0.5589999999999999	0.124	0.33399999999999996	-0.846	0.073	0.193
YGR152C	-0.386	0.015	-0.6920000000000001	-0.345	-0.040999999999999995	0.185
YGR153W	-0.46799999999999997	0.006999999999999999	-0.48100000000000004	-0.332	0.055999999999999994	0.584
YGR154C	-0.737	-0.263	-0.632	-0.122	-0.366	0.222
YGR157W	0.012	0.155	-0.879	-0.455	-0.243	-0.552
YGR161C	-0.09300000000000001	-2.614	0.174	-0.221	-0.391	-0.037000000000000005
YGR163W	0.039	0.055	-0.081	-0.23600000000000002	0.369	0.18100000000000002
YGR164W	0.10099999999999999	0.7240000000000001	-0.028999999999999998	0.094	-0.11599999999999999	
YGR166W	-0.37200000000000005	0.024	0.371	-0.152	-0.012	-0.23399999999999999
YGR168C	-0.248	-1.3030000000000002	0.409	0.24600000000000002	-0.002	0.261
YGR169C	-0.321	0.573	-0.091	-0.29100000000000004	0.16399999999999998	-0.07200000000000001
YGR170W	-0.349	-2.187	0.109	0.129	-0.185	-0.33399999999999996
YGR173W	0.584	0.488	0.174	0.29600000000000004	-0.109	0.111
YGR174C	0.222	-0.457	-0.252	-0.301	-0.19899999999999998	-0.8490000000000001
YGR176W	0.16699999999999998	0.565	-0.003	0.27399999999999997	0.255	0.102
YGR177C	0.273	0.239	0.179	0.085	-0.275	0.636
YGR178C	-0.109	-0.066	-0.36	-0.25	-0.124	0.264
YGR181W	-0.031	0.49700000000000005	-0.083	-0.43799999999999994	0.292	-0.092
YGR182C	0.209	0.261	-0.379	-0.611	0.349	-0.321
YGR183C	-0.435	0.086	0.696	0.122	0.54	0.006
YGR184C	-0.048	-0.136	0.345	0.52	0.125	0.18100000000000002
YGR187C	-0.282	0.36700000000000005	-0.47600000000000003	-0.45799999999999996	0.541	-0.012
YGR188C	-0.22	-2.477	-4.412	-1.527	-0.401	-1.3419999999999999
YGR189C	-0.19699999999999998	0.19699999999999998	-0.021	-0.214	0.134	0.129
YGR192C	-0.23600000000000002	-2.1790000000000003	0.755	-0.043	-0.059000000000000004	-0.162
YGR193C	0.42700000000000005	-2.385	0.237	0.021	-0.268	-0.48100000000000004
YGR194C	-0.047	-0.311	-0.138	0.406	-0.252	-0.257
YGR196C	-0.043	0.055999999999999994	-0.07200000000000001	0.129	-0.16699999999999998	0.015
YGR197C	-0.009000000000000001	0.042	0.209	-0.10099999999999999	0.489	0.21899999999999997
YGR199W	0.262	0.623	0.004	-0.081	0.366	-0.08800000000000001
YGR200C	-0.852	0.972	0.133	-0.395	-0.319	-0.568
YGR201C	0.16899999999999998	0.536	0.5589999999999999	0.374	0.327	0.34700000000000003
YGR202C	0.418	0.205	0.155	0.059000000000000004	0.16	-0.273
YGR203W	0.237	0.431	0.177	0.373	0.1	0.073
YGR205W	-0.303	0.79	0.23199999999999998	0.179	0.008	-0.133
YGR206W	-0.161	-0.285	-0.5539999999999999	0.028999999999999998	-0.006999999999999999	-0.146
YGR207C	-0.462	0.307	-0.542	-0.982	-0.24	0.10400000000000001
YGR208W	0.327	0.08800000000000001	0.254	0.094	-0.15	0.34
YGR209C	0.023	0.5870000000000001	0.239	-1.364	0.08199999999999999	0.33
YGR210C	0.266	0.315	-0.429	-0.305	0.201	0.086
YGR212W	0.188	0.057	-0.09699999999999999	0.235	0.3	-0.159
YGR213C	0.11800000000000001	0.166	0.073	-0.322	0.11699999999999999	-0.159
YGR214W	0.146	0.7859999999999999	0.61	-1.2770000000000001	0.552	0.7609999999999999
YGR217W	0.142	0.405	-0.504	-0.038	0.07200000000000001	-0.14800000000000002
YGR221C	0.15	-1.032	-0.479	-0.762	0.226	0.225
YGR223C	0.055	0.26	-0.534	-0.7	-0.294	-0.794
YGR224W	-0.757	-0.597	-0.507	-0.611	0.066	-0.12300000000000001
YGR225W	-0.4	0.552	-0.569	-0.772	0.29100000000000004	0.067
YGR226C	-0.441	0.706	-0.68	-0.11699999999999999	0.165	0.20600000000000002
YGR227W	-0.02	0.247	-0.248	0.002	-0.065	0.046
YGR228W	0.321	-0.005	-0.556	0.091	0.207	0.17
YGR229C	0.28	-0.473	-0.35	-0.539	0.789	-1.084
YGR230W	-0.18	0.14800000000000002	0.502	0.20800000000000002	0.502	-0.084
YGR231C	-0.11699999999999999	0.623	-0.281	-0.461	0.188	-0.113
YGR232W	0.122	0.342	0.24	0.302	0.597	-0.026000000000000002
YGR233C	0.139	0.032	0.044000000000000004	-0.03	0.077	-0.10300000000000001
YGR234W	-0.43700000000000006	0.052000000000000005	0.191	0.10099999999999999	-0.016	0.18899999999999997
YGR235C	-0.244	0.18	-0.076	0.255	0.28300000000000003	0.31
YGR236C	0.27899999999999997	-0.183	0.183	-0.222	0.162	-0.145
YGR237C	0.261	0.21600000000000003	0.35700000000000004	0.18899999999999997	0.213	0.192
YGR238C	0.275	0.165	-0.49200000000000005	-0.149	0.345	0.21
YGR239C	-0.235	-2.201	-0.337	0.18	0.45899999999999996	1.163
YGR241C	0.136	-0.561	0.20199999999999999	0.39799999999999996	-0.01	0.081
YGR242W	-0.024	-0.588	-1.075	-0.821	0.312	-0.059000000000000004
YGR243W	-0.006	-0.515	0.375	-0.146	-0.022000000000000002	-0.182
YGR244C	-0.6409999999999999	0.052000000000000005	-0.223	-0.657	0.349	-0.099
YGR247W	-0.33899999999999997	0.258	-0.5820000000000001	-0.943	0.175	0.039
YGR248W	-0.278	0.568	-0.795	-1.048	0.599	-0.141
YGR249W	0.207	-1.002	-0.048	-0.096	-0.10800000000000001	-0.10800000000000001
YGR250C	0.22899999999999998	0.34	-0.607	-2.405	0.537	-0.18100000000000002
YGR254W	-0.31	-0.184	0.13699999999999998	-1.6880000000000002	-0.39799999999999996	-0.035
YGR255C	-0.49700000000000005	-0.445	-1.831	-2.158	0.152	-0.122
YGR256W	-0.204	0.616	-0.34600000000000003	-1.006	0.601	-0.19
YGR259C	-0.126	0.044000000000000004	0.054000000000000006	0.531	-0.128	0.09699999999999999
YGR260W	0.048	-0.807	-0.053	-0.203	0.49700000000000005	0.018000000000000002
YGR261C	0.142	1.3430000000000002	-0.016	-0.48100000000000004	-0.326	0.025
YGR263C	0.271	0.5479999999999999	-0.316	-0.489	0.013000000000000001	0.021
YGR266W	-0.156	0.537	0.716	-0.515	0.126	0.054000000000000006
YGR268C	-0.763	0.311	0.171	-0.157	0.139	0.066
YGR269W	-0.355	0.09699999999999999	-0.27699999999999997	-0.677	0.597	-0.6990000000000001
YGR270W	-0.515	0.525	-1.739	-0.968	-2.984	-2.093
YGR271C-A	0.265	0.22399999999999998	0.888	0.06	-0.62	0.321
YGR271W	0.315	0.10400000000000001	0.359	0.39899999999999997	-0.321	0.297
YGR273C	-0.262	0.205	-0.25	-0.467	-0.386	0.228
YGR275W	0.276	0.6659999999999999	-0.21	0.11199999999999999	0.113	0.295
YGR276C	-0.04	0.08800000000000001	-0.124	-0.039	-0.267	-0.032
YGR279C	0.209	0.72	0.5920000000000001	-0.012	0.105	0.29600000000000004
YGR281W	0.003	0.745	0.43700000000000006	-0.21	0.002	-0.063
YGR282C	-0.106	-2.611	-1.905	-0.09699999999999999	-0.243	-0.527
YGR283C	0.231	0.892	0.365	0.445	0.226	0.6779999999999999
YGR284C	0.223	0.228	0.596	0.22699999999999998	0.5760000000000001	0.076
YGR286C	0.299	0.425	-0.897	-0.6	-0.054000000000000006	-0.327
YGR287C	0.21100000000000002	0.402	-0.6859999999999999	-0.48	0.193	0.046
YGR288W	-0.38799999999999996	0.129	0.051	-0.266	0.009000000000000001	0.059000000000000004
YGR289C	0.157	0.508	-0.11900000000000001	-0.14300000000000002	-0.035	0.28600000000000003
YGR290W	-0.345	0.209	0.067	-0.485	0.16399999999999998	0.022000000000000002
YGR291C	0.091	-0.302	0.385	0.08199999999999999	0.105	0.33399999999999996
YGR292W	0.23800000000000002	-0.034	0.626	0.13699999999999998	-0.07200000000000001	0.256
YGR295C	0.111	0.256	-0.105	-0.151	-0.172	0.115
YHL002W	0.29100000000000004	0.033	-0.375	-0.251	0.065	0.11199999999999999
YHL003C	-0.56	0.512	-0.37799999999999995	-0.723	-0.011000000000000001	-0.978
YHL005C	0.308	0.165	-0.061	-0.314	-0.16	-0.249
YHL006C	-0.2	0.6409999999999999	-0.18600000000000003	-0.992	-0.106	0.004
YHL007C	-0.073	0.044000000000000004	-0.67	-0.929	0.512	-0.943
YHL008C	0.055999999999999994	0.43200000000000005	-0.10099999999999999	0.053	0.47100000000000003	-0.518
YHL009C	0.133	-1.058	-0.385	-0.6709999999999999	0.653	-0.348
YHL010C	0.023	-0.287	-0.299	-0.96	0.294	0.44799999999999995
YHL012W	0.341	0.369	-0.5579999999999999	-1.1	0.156	-0.405
YHL013C	-0.687	0.17300000000000001	-0.282	-0.758	-0.22	0.063
YHL014C	-0.51	0.231	0.198	-0.6459999999999999	-0.247	-0.081
YHL016C	-0.19699999999999998	-0.19899999999999998	-0.574	-0.705	0.04	-0.28800000000000003
YHL017W	-0.594	0.24	-0.727	-1.3019999999999998	0.348	0.013999999999999999
YHL019C	0.313	0.52	-0.35700000000000004	-0.701	0.5429999999999999	0.13
YHL020C	-0.066	-1.825	0.335	0.051	-0.28	0.157
YHL021C	0.271	0.373	-0.6759999999999999	-0.562	0.485	-0.172
YHL022C	0.16399999999999998	-0.6859999999999999	-1.485	-0.5710000000000001	0.7090000000000001	-0.376
YHL023C	0.284	0.355	-0.276	-1.278	0.613	-0.215
YHL024W	0.21100000000000002	0.452	0.175	-0.565	0.38	-0.051
YHL025W	-0.741	-1.8869999999999998	-4.281000000000001	-1.05	-2.316	-1.835
YHL026C	-0.61	0.319	-0.34700000000000003	-0.767	0.03	0.172
YHL027W	0.591	-0.154	-1.837	-0.7559999999999999	0.373	-0.10300000000000001
YHL028W	-0.34600000000000003	0.22	-0.435	-0.818	0.09300000000000001	-0.009000000000000001
YHL029C	-0.6629999999999999	0.693	-1.71	-2.971	-0.09699999999999999	0.5529999999999999
YHL030W	0.35200000000000004	0.5329999999999999	-0.252	-0.317	0.006999999999999999	-0.12300000000000001
YHL031C	0.22899999999999998	-2.7230000000000003	-0.021	-0.5479999999999999	-1.071	-0.501
YHL032C	0.084	0.377	0.001	-0.33899999999999997	0.409	-0.257
YHL033C	0.147	0.301	0.32	-0.39799999999999996	0.688	0.281
YHL034C	0.29100000000000004	-0.769	-0.316	-0.528	0.221	0.37799999999999995
YHL035C	0.228	0.523	-0.318	-0.802	0.602	0.121
YHL036W	0.14	-0.8029999999999999	-0.409	-0.6509999999999999	-0.057999999999999996	0.08
YHL037C	0.113	0.34700000000000003	-0.706	-0.43	0.644	0.168
YHL039W	0.46399999999999997	0.434	-0.606	-0.085	0.146	0.147
YHL040C	-0.215	0.052000000000000005	-1.3230000000000002	-1.246	0.16699999999999998	-0.29100000000000004
YHL041W	-0.42100000000000004	0.29600000000000004	-0.6679999999999999	-0.28600000000000003	0.24600000000000002	-0.221
YHL042W	-0.6940000000000001	0.239	-0.377	-0.975	0.213	0.128
YHL043W	0.401	0.5770000000000001	0.095	-0.607	0.03	0.081
YHL044W	0.069	-0.156	-0.285	-0.379	0.532	0.667
YHL045W	0.19399999999999998	0.217	-0.177	-0.8059999999999999	0.552	-0.17600000000000002
YHL046C	0.11599999999999999	-0.23600000000000002	-0.184	-0.838	0.585	0.075
YHL047C	0.155	-0.9179999999999999	-0.37799999999999995	-0.7709999999999999	0.635	-0.043
YHR001W-A	0.057999999999999996	0.46799999999999997	-0.036000000000000004	-0.244	0.423	-0.179
YHR003C	-0.478	1.2	-0.11199999999999999	-0.027000000000000003	-0.042	0.21100000000000002
YHR004C	-0.384	0.166	-1.015	-0.956	0.386	-0.083
YHR005C	0.002	0.18	-0.41100000000000003	-1.015	0.314	-0.601
YHR006W	-0.078	0.614	0.28800000000000003	-0.5	-0.135	-0.263
YHR008C	-0.245	-0.18100000000000002	0.722	-0.602	-0.25	-0.25
YHR009C	0.297	0.33399999999999996	-0.055999999999999994	0.455	0.122	
YHR012W	-0.344	-0.218	-1.163	-1.202	0.028999999999999998	0.14400000000000002
YHR014W	0.10300000000000001	-0.155	0.011000000000000001	0.165	0.027999999999999997	0.121
YHR015W	0.298	0.316	-0.133	-1.351	-0.043	0.14400000000000002
YHR016C	0.22899999999999998	-0.539	0.909	-1.262	-0.03	-0.5589999999999999
YHR017W	-0.17800000000000002	0.52	-0.061	-0.317	0.016	0.124
YHR018C	0.244	-0.94	0.156	-0.225	0.047	0.042
YHR021C	-0.45899999999999996	0.228	-0.9359999999999999	-0.524	0.251	0.568
YHR021W-A	0.19	-0.325	-1.725	0.177	0.162	0.28
YHR022C	-0.76	0.377	1.041	-1.04	0.41700000000000004	-0.195
YHR025W	0.16399999999999998	-2.279	-0.126	-0.09	-0.203	0.13699999999999998
YHR028C	0.248	0.618	-0.13699999999999998	-1.6580000000000001	0.22699999999999998	-0.153
YHR029C	-0.13	0.013999999999999999	0.302	0.406	-0.157	-0.078
YHR030C	-0.02	0.364	-5.77	-2.187	0.16699999999999998	-2.1959999999999997
YHR031C	0.20199999999999999	0.09300000000000001	0.419	-0.7859999999999999	0.264	-0.309
YHR032W	0.267	0.045	0.09699999999999999	-0.25	0.012	-0.045
YHR033W	0.266	0.8809999999999999	-1.069	-0.917	0.413	-0.053
YHR034C	-0.7090000000000001	-1.239	0.17800000000000002	0.253	0.225	0.114
YHR035W	0.055	0.03	-0.141	-0.276	-0.038	-0.11199999999999999
YHR037W	-0.10099999999999999	0.74	-1.615	-1.255	0.34299999999999997	-0.41200000000000003
