orf	hap a | growth (colony size) | thiamethoxam [10 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Actara | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | acetamiprid [15 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Mospilan | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | N-methylpyrrolidin-2-one [0.9% v/v], dimethyl sulfoxide [0.8% v/v] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Confidor | YPD | Mattiazzi Usaj M~Petrovic U, 2014
YKL123W	-0.135	0.998	-0.29100000000000004	0.036000000000000004	0.027999999999999997	-0.161
YKL124W	-0.262	0.55	0.11199999999999999	-0.45299999999999996	0.141	0.13
YKL127W	-0.035	0.39299999999999996	-0.154	-0.317	0.514	0.32
YKL128C	0.15	0.073	-1.3940000000000001	0.03	0.337	-0.083
YKL129C	-0.033	0.163	-0.087	-0.509	0.24100000000000002	0.016
YKL130C	-0.001	-0.126	-0.203	-0.212	0.425	0.025
YKL131W	-0.12300000000000001	0.091	-0.193	-0.235	0.153	-0.07200000000000001
YKL132C	-0.03	-0.203	-0.223	-0.032	-0.006999999999999999	0.228
YKL133C	-0.281	-2.546	-0.368	-0.10099999999999999	-0.017	-0.079
YKL136W	0.22899999999999998	-0.354	0.094	-0.005	-0.14	-0.512
YKL137W	-0.39299999999999996	-2.358	0.261	-0.198	0.092	0.39299999999999996
YKL139W	0.635	0.6559999999999999	-0.126	-0.11199999999999999	-2.0580000000000003	-3.804
YKL140W	-0.132	-1.561	-0.37799999999999995	0.057	0.040999999999999995	-0.006999999999999999
YKL142W	-0.059000000000000004	0.099	-0.055999999999999994	0.081	0.09	-0.039
YKL146W	0.055	-0.12300000000000001	-0.17800000000000002	-0.191	0.385	0.254
YKL147C	0.102	0.39799999999999996	-0.662	0.040999999999999995	1.057	-0.044000000000000004
YKL148C	0.09300000000000001	-2.4090000000000003	-0.11199999999999999	-0.179	0.24100000000000002	-0.524
YKL149C	-0.016	-0.235	0.794	-0.003	0.28600000000000003	-0.136
YKL150W	0.14400000000000002	0.175	0.078	-0.152	0.295	-0.262
YKL151C	-0.124	-0.078	-1.944	-0.61	0.172	
YKL156W	0.501	0.127	0.139	0.049	0.136	0.222
YKL157W	0.28350000000000003	0.07499999999999998	-0.10649999999999998	-0.015499999999999986	0.1845	0.22699999999999998
YKL159C	0.078	0.375	0.018000000000000002	-0.455	0.39899999999999997	-0.40299999999999997
YKL160W	-0.02	0.6559999999999999	0.278	0.042	0.386	-0.127
YKL161C	0.12	-0.21600000000000003	0.349	0.095	0.233	-0.012
YKL162C	0.11699999999999999	-0.004	0.191	-0.057999999999999996	0.345	-0.124
YKL163W	-0.657	-2.635	0.016	-0.35	-0.114	-0.057999999999999996
YKL164C	0.102	-0.163	-0.14800000000000002	-0.10800000000000001	-0.04	-0.14800000000000002
YKL166C	-0.021	0.23199999999999998	0.708	0.107	-0.23800000000000002	-0.066
YKL167C	-0.215	-2.237	-0.7240000000000001	0.047	-0.021	-0.054000000000000006
YKL168C	0.589	0.24600000000000002	-0.08	-0.042	-0.172	-0.28
YKL171W	0.121	0.7829999999999999	-0.153	-0.9940000000000001	0.276	-0.132
YKL174C	0.195	0.161	0.606	0.20199999999999999	0.152	0.23
YKL175W	0.39899999999999997	-2.682	0.73	-0.47600000000000003	0.171	0.5670000000000001
YKL176C	0.168	-0.14	0.32899999999999996	-0.052000000000000005	0.078	-1.429
YKL177W	-0.594	-0.38299999999999995	0.225	-0.127	0.128	0.062
YKL178C	0.013000000000000001	0.055	-0.341	-0.042	0.204	-0.135
YKL179C	0.001	-2.521	0.51	0.017	0.162	-0.09
YKL183W	-0.195	-2.292	0.45399999999999996	-0.012	-0.055	-0.231
YKL184W	-0.151	-0.28	0.175	0.022000000000000002	-0.019	0.037000000000000005
YKL185W	-0.26899999999999996	0.565	-0.43200000000000005	-0.204	0.149	0.171
YKL187C	-0.14	-2.095	0.441	0.036000000000000004	0.036000000000000004	0.14300000000000002
YKL188C	0.156	0.6559999999999999	0.026000000000000002	0.305	0.413	0.37799999999999995
YKL190W	0.302	0.6559999999999999	0.065	0.309	0.48200000000000004	-0.34
YKL191W	0.6659999999999999	3.218	-0.01	0.501	0.598	0.276
YKL197C	0.21	3.858	0.16399999999999998	0.544	0.551	-0.14300000000000002
YKL198C	-0.35350000000000004	2.5515	0.5545	0.13649999999999998	0.471	-0.302
YKL201C	0.275	2.4375	-0.09400000000000003	0.295	0.736	0.024999999999999994
YKL202W	-0.106	1.661	0.284	0.016	0.722	
YKL204W	-0.131	0.6559999999999999	-0.613	1.107	-0.09699999999999999	-1.455
YKL205W	0.138	3.1239999999999997	0.391	0.397	0.41	-0.281
YKL206C	-0.013000000000000001	0.6559999999999999	-0.136	0.002	0.24	-0.284
YKL207W	0.013999999999999999	0.015	-0.113	-0.146	0.025	-0.026000000000000002
YKL208W	-1.111	0.6559999999999999	-0.252	-0.34700000000000003	-0.055	-0.892
YKL211C	-0.33	-3.633	0.131	-0.551	0.29600000000000004	-1.071
YKL212W	0.23399999999999999	0.6559999999999999	-0.032	-4.863	0.042	-0.342
YKL213C	1.072	-0.04	-0.276	-0.009000000000000001	0.14	-0.040999999999999995
YKL214C	-0.023	0.752	0.195	-0.605	0.313	-0.14800000000000002
YKL215C	-0.11800000000000001	0.06	-0.332	-0.41	0.36200000000000004	-0.018000000000000002
YKL216W	-0.019	0.102	-0.295	-0.39799999999999996	0.527	-0.603
YKL217W	-0.336	-0.146	0.337	-0.52	0.29100000000000004	-0.069
YKL218C	-0.14800000000000002	0.213	0.541	-0.205	0.156	0.10400000000000001
YKL220C	-0.021	0.8240000000000001	0.28	-0.225	0.19399999999999998	-0.057999999999999996
YKL221W	0.055999999999999994	0.777	-0.055	-0.45899999999999996	0.298	-0.415
YKL222C	-0.145	0.579	-0.27899999999999997	-0.42100000000000004	0.326	-0.165
YKR001C	0.434	-3.767	-0.078	-2.218	-1.181	-4.547
YKR003W	0.527	-0.064	0.08800000000000001	-0.502	0.344	-0.385
YKR005C	0.09	-2.177	0.9690000000000001	-0.025	0.132	-0.08
YKR007W	0.024	0.01	0.235	-0.185	0.316	0.145
YKR009C	0.13699999999999998	0.15	-0.1	-1.05	0.245	-0.479
YKR010C	-0.081	-0.064	-0.027000000000000003	-0.47600000000000003	0.324	-0.09
YKR011C	0.049	0.45	0.332	-0.376	0.275	-0.449
YKR012C	0.27	-0.324	0.42700000000000005	-0.502	0.183	-0.379
YKR013W	0.177	-0.41200000000000003	-0.32	-0.23199999999999998	0.027999999999999997	-0.10300000000000001
YKR014C	-0.033	0.275	0.395	-0.366	0.237	0.687
YKR015C	0.139	0.532	0.32799999999999996	0.013999999999999999	0.067	-0.172
YKR016W	-0.031	-0.21899999999999997	0.261	-0.107	0.06	-0.293
YKR017C	-0.064	-0.767	0.371	-0.21899999999999997	0.136	-0.068
YKR018C	0.057999999999999996	-0.182	-0.059000000000000004	-0.405	0.293	-0.14800000000000002
YKR019C	-0.004	-3.1710000000000003	-0.133	-1.171	0.209	-1.056
YKR020W	-0.151	-2.865	0.294	-0.534	-0.564	-0.602
YKR021W	0.114	0.273	-0.685	-0.256	0.379	0.215
YKR023W	0.06	-0.355	-0.23399999999999999	-0.252	0.027000000000000003	0.061
YKR024C	0.08800000000000001	0.6559999999999999	0.126	0.064	0.564	0.16
YKR026C	-0.18100000000000002	3.403	-0.324	-0.03	0.017	-0.26
YKR027W	0.055	0.927	-0.009000000000000001	-0.11199999999999999	0.628	0.135
YKR028W	-0.195	0.201	-0.111	-0.389	0.26899999999999996	-1.745
YKR029C	-0.18	-0.228	0.37200000000000005	-0.203	0.391	-2.121
YKR030W	-0.18600000000000003	0.516	0.107	-0.215	0.46299999999999997	0.14300000000000002
YKR031C	-0.006	0.182	-1.909	-0.075	0.243	0.287
YKR032W	0.044000000000000004	0.45799999999999996	-0.131	-0.327	0.297	0.22
YKR033C	0.055	0.47100000000000003	-0.449	-0.871	0.278	-0.386
YKR034W	0.147	-0.047	0.6659999999999999	-0.371	0.35600000000000004	-0.171
YKR035C	-0.008	-0.076	-0.022000000000000002	0.009000000000000001	0.086	-0.067
YKR035W-A	0.278	-0.237	-0.419	-0.322	0.17300000000000001	-0.06
YKR036C	0.204	0.434	-0.124	-0.134	0.451	0.363
YKR039W	0.026000000000000002	-0.11699999999999999	0.08199999999999999	-0.08199999999999999	0.387	-0.114
YKR040C	-0.113	-0.147	0.268	-0.509	0.309	0.33
YKR041W	-0.028999999999999998	0.6559999999999999	-0.256	0.07	0.601	0.057
YKR042W	0.349	0.004	0.14300000000000002	-0.192	0.672	-0.21899999999999997
YKR043C	0.044000000000000004	-0.348	-0.02	-0.408	0.405	0.127
YKR044W	0.17800000000000002	-0.442	0.778	-0.152	0.114	-0.451
YKR045C	-0.298	0.307	-0.242	0.044000000000000004	0.23199999999999998	0.24600000000000002
YKR046C	-0.18100000000000002	-0.009000000000000001	0.737	-0.608	0.19399999999999998	-0.611
YKR047W	-0.18899999999999997	-0.368	0.73	0.113	-0.044000000000000004	
YKR048C	0.157	-0.6509999999999999	-1.77	0.19699999999999998	-0.139	0.33899999999999997
YKR049C	-0.242	0.3	0.124	0.23199999999999998	0.001	0.272
YKR050W	0.037000000000000005	0.843	0.691	-1.256	0.34	-0.146
YKR051W	-1.2209999999999999	-2.7760000000000002	-1.483	-0.23800000000000002	-0.031	-0.259
YKR052C	-0.763	0.883	-0.39399999999999996	-0.337	0.08800000000000001	0.196
YKR053C	0.38299999999999995	0.47100000000000003	-1.534	-0.48	-0.061	-0.757
YKR054C	-0.581	-2.468	1.0270000000000001	-0.052000000000000005	-0.011000000000000001	-0.138
YKR055W	0.245	-2.086	0.514	-0.774	0.306	-1.768
YKR056W	0.136	0.6559999999999999	0.256	0.008	0.08800000000000001	-0.311
YKR057W	-0.047	0.6559999999999999	-0.9620000000000001	0.08	0.33399999999999996	-0.325
YKR058W	-0.134	0.657	-0.065	-0.637	0.20800000000000002	-0.313
YKR059W	-0.201	-0.37799999999999995	-0.129	-0.153	-0.336	-0.614
YKR060W	0.191	1.785	0.695	-0.039	0.775	0.182
YKR061W	0.491	0.6559999999999999	-0.17300000000000001	0.382	0.5479999999999999	-0.011000000000000001
YKR064W	0.182	1.932	-0.7879999999999999	-0.003	0.207	-0.444
YKR065C	-1.006	1.665	0.195	-0.177	0.78	-0.193
YKR066C	0.322	1.72	0.424	-0.035	0.461	0.061
YKR067W	-0.853	0.6559999999999999	0.01	0.32799999999999996	0.642	-0.271
YKR069W	-0.113	0.6559999999999999	-5.1579999999999995	0.489	0.311	0.114
YKR070W	0.07400000000000001	4.279	-0.789	0.027000000000000003	0.698	-0.547
YKR072C	0.025	0.6559999999999999	-1.2	0.525	0.5760000000000001	-0.215
YKR074W	0.187	0.6559999999999999	-0.591	0.217	0.677	0.062
YKR076W	-0.025	1.544	-0.23600000000000002	-0.057999999999999996	0.574	-0.43200000000000005
YKR077W	-0.331	0.387	0.685	0.195	0.10400000000000001	0.012
YKR078W	-0.109	-0.28	-0.384	0.067	0.045	-0.151
YKR080W	0.316	-0.24600000000000002	-0.113	-0.125	0.38799999999999996	-0.218
YKR082W	0.272	0.9620000000000001	-0.574	0.308	0.22699999999999998	-1.337
YKR084C	-0.642	-1.686	-0.278	-0.024	0.069	-0.16399999999999998
YKR087C	-0.129	-2.642	-0.687	0.105	0.124	-0.07
YKR088C	0.397	0.297	-0.493	-0.308	0.39299999999999996	-0.19
YKR089C	0.009000000000000001	0.18899999999999997	-0.006	-0.6579999999999999	0.33	-0.096
YKR090W	0.129	-1.911	0.41700000000000004	-0.032	-0.042	-0.10800000000000001
YKR091W	-0.532	0.073	-0.076	-0.539	0.25	0.29600000000000004
YKR092C	0.385	2.935	0.168	0.076	0.359	-0.184
YKR093W	-0.081	0.872	0.726	-0.413	0.312	-0.7659999999999999
YKR094C	0.162	-2.296	-0.215	-0.252	0.10099999999999999	0.47700000000000004
YKR095W	0.18100000000000002	-0.073	0.7979999999999999	-0.512	0.18600000000000003	-0.105
YKR096W	-0.33299999999999996	0.109	0.14400000000000002	-0.34299999999999997	0.251	-0.375
YKR097W	0.16399999999999998	0.036000000000000004	-0.451	-0.591	0.488	-0.271
YKR098C	0.08	0.217	0.153	-0.349	0.289	0.009000000000000001
YKR099W	0.038	0.441	-0.187	-0.013999999999999999	0.507	0.2
YKR100C	-0.057999999999999996	-0.16899999999999998	-0.08	-0.29100000000000004	0.06	-0.046
YKR101W	-0.022000000000000002	0.09699999999999999	0.23800000000000002	-0.055	0.032	-0.005
YKR102W	0.17300000000000001	0.113	-0.08800000000000001	-0.85	0.315	-0.027000000000000003
YKR103W	-0.428	0.344	0.114	-0.307	0.11599999999999999	0.057999999999999996
YKR104W	-0.09300000000000001	0.21	-1.056	-1.845	0.23399999999999999	
YKR105C	-0.185	-0.49200000000000005	0.7559999999999999	-0.075	-0.026000000000000002	-0.17800000000000002
YKR106W	-0.095	0.46799999999999997	-0.19699999999999998	-0.247	0.28600000000000003	-0.107
YLL001W	0.09300000000000001	-2.476	0.297	0.073	0.013000000000000001	-0.094
YLL002W	0.006999999999999999	0.618	0.001	-0.098	-0.266	-1.443
YLL005C	0.12300000000000001	0.177	0.26	-0.159	0.384	0.111
YLL006W	0.059000000000000004	0.6559999999999999	-0.06	2.511	-0.49	-0.063
YLL007C	-0.20199999999999999	0.447	-0.10400000000000001	-0.218	0.235	0.364
YLL009C	0.18	0.6559999999999999	-0.308	2.265	2.864	-0.044000000000000004
YLL010C	1.005	-0.113	-0.076	-0.021	0.40700000000000003	-0.062
YLL012W	0.07200000000000001	-0.096	-0.28600000000000003	-0.06	0.102	0.14800000000000002
YLL013C	0.11800000000000001	0.35700000000000004	-0.996	-0.439	0.142	-0.095
YLL014W	0.317	0.034	-0.321	-0.11	0.11599999999999999	0.066
YLL015W	-0.146	-0.215	-0.6940000000000001	-0.005	0.115	0.006999999999999999
YLL016W	-0.033	-1.77	-0.7	-0.006999999999999999	0.115	0.085
YLL017W	1.061	-2.206	0.011000000000000001	-0.009000000000000001	0.077	0.08199999999999999
YLL019C	1.1079999999999999	0.23	-0.457	-0.513	0.136	0.085
YLL020C	0.153	-0.37200000000000005	-0.539	-0.359	0.335	-0.645
YLL021W	0.326	-0.7190000000000001	-0.513	0.013000000000000001	0.247	-0.516
YLL023C	0.473	0.113	-0.9109999999999999	-0.345	0.446	-0.013000000000000001
YLL024C	0.019	-0.40399999999999997	-0.7490000000000001	-0.231	0.456	-0.33799999999999997
YLL025W	-0.204	-0.141	0.601	-0.512	0.34600000000000003	-0.213
YLL026W	1.133	-2.479	-1.053	-0.597	-0.273	0.023
YLL028W	0.018000000000000002	-0.46399999999999997	-0.976	-1.598	0.24600000000000002	-0.6729999999999999
YLL029W	-0.02	0.6559999999999999	0.19699999999999998	-0.16699999999999998	0.371	-0.62
YLL032C	0.053	-0.013999999999999999	-0.627	-0.07	0.35700000000000004	
YLL038C	0.008	0.387	-0.055999999999999994	-0.425	0.47	-0.212
YLL039C	-0.532	-2.6889999999999996	-0.425	-0.34600000000000003	0.512	0.023
YLL040C	-0.10099999999999999	-0.94	-0.001	-0.151	0.022000000000000002	-0.054000000000000006
YLL041C	-0.273	-1.649	-0.6509999999999999	0.345	0.002	-0.596
YLL042C	0.045	-0.006	-0.08900000000000001	-0.473	0.213	-0.275
YLL043W	0.11699999999999999	0.158	0.079	0.031	0.03	-0.013000000000000001
YLL044W	-0.013999999999999999	0.33399999999999996	0.024	-0.379	0.018000000000000002	-0.14800000000000002
YLL045C	-0.122	-0.436	-0.019	0.102	-0.031	0.359
YLL046C	0.10800000000000001	-0.019	-0.21	-5.279	0.069	0.161
YLL047W	-0.321	0.382	-0.644	-1.45	0.191	0.2
YLL048C	0.087	-1.989	-0.505	-0.594	-0.265	-0.052000000000000005
YLL049W	-0.835	-0.228	0.203	0.092	-0.092	-0.6559999999999999
YLL051C	-1.163	0.262	-0.42	-0.294	0.24600000000000002	0.155
YLL052C	-0.8270000000000001	0.19	0.259	-2.18	0.217	-0.358
YLL053C	0.457	0.298	-0.963	-0.675	0.293	0.19
YLL054C	0.20800000000000002	0.255	-0.46299999999999997	-0.5710000000000001	0.268	0.14400000000000002
YLL055W	0.16399999999999998	0.036000000000000004	-0.436	-0.636	0.434	0.049
YLL056C	0.198	-0.08199999999999999	-0.077	-1.0590000000000002	0.145	-0.28
YLL057C	-0.27899999999999997	-2.237	-0.32799999999999996	-0.16899999999999998	0.2	0.057
YLL058W	-0.024	-0.002	0.10800000000000001	-0.31	-0.23800000000000002	-0.193
YLL059C	-0.09699999999999999	-1.4069999999999998	-0.419	-0.613	-0.16699999999999998	0.434
YLL060C	-0.39899999999999997	-1.659	0.177	0.174	-0.046	-0.18
YLL061W	0.7140000000000001	-0.23	-0.35100000000000003	-0.20800000000000002	0.23600000000000002	-0.096
YLL062C	-1.1520000000000001	0.21100000000000002	-0.061	0.18100000000000002	0.36	-0.124
YLL063C	-0.845	-0.221	-0.27399999999999997	-0.342	0.021	-0.16
YLR001C	0.139	0.631	-1.083	-4.994	0.564	-0.261
YLR003C	-0.535	0.385	-0.196	-5.112	0.406	-0.41600000000000004
YLR004C	0.24	-0.081	-0.345	-0.345	-0.10800000000000001	0.0
YLR006C	-0.066	-2.4619999999999997	0.027000000000000003	0.295	0.021	-0.722
YLR011W	-0.233	0.35	0.667	0.251	0.303	-0.27699999999999997
YLR012C	0.078	0.512	-0.034	0.21600000000000003	-0.213	0.111
YLR013W	0.043	0.294	0.027999999999999997	-0.158	-0.271	0.385
YLR014C	0.21899999999999997	0.38	0.154	-0.752	0.29	0.107
YLR015W	0.22699999999999998	-0.17	-0.16	-0.43799999999999994	-0.1	-0.584
YLR016C	-0.782	0.061	0.324	0.127	-0.33799999999999997	-0.031
YLR017W	0.431	-0.01	-0.098	-0.716	0.222	-0.049
YLR018C	-0.654	-0.171	-0.389	0.08	0.361	0.126
YLR019W	-0.873	-0.325	0.024	0.048	0.467	-0.052000000000000005
YLR020C	0.096	-0.321	0.067	-2.5660000000000003	0.28	-0.483
YLR021W	0.006999999999999999	0.095	0.201	-5.118	0.25	-0.865
YLR023C	-0.049	-0.12	-0.18	-0.473	-0.299	0.631
YLR024C	-0.081	0.772	-2.5069999999999997	-1.371	-0.055	-0.251
YLR028C	0.16	-0.34299999999999997	-3.928	-0.308	-0.226	-0.32799999999999996
YLR030W	0.159	0.7509999999999999	-0.019	-0.03	-0.061	-0.16
YLR031W	0.272	-0.575	-0.21899999999999997	-0.578	-0.039	0.34600000000000003
YLR032W	0.054000000000000006	0.40299999999999997	0.375	-0.9109999999999999	0.08199999999999999	-0.773
YLR034C	-0.513	0.034	0.531	-0.42700000000000005	0.349	-0.29100000000000004
YLR035C	0.019	-2.234	0.14800000000000002	-0.064	0.7390000000000001	
YLR036C	0.14300000000000002	0.381	-0.48100000000000004	-0.371	0.355	0.017
YLR037C	0.136	0.348	0.183	-1.43	0.272	-0.106
YLR038C	-0.441	0.7509999999999999	-0.09	-0.15	0.7170000000000001	0.759
YLR039C	-0.22399999999999998	-0.193	-0.184	-5.093	-3.748	-5.268
YLR040C	0.08199999999999999	0.644	-0.39	-1.536	0.013000000000000001	-0.033
YLR041W	0.389	-2.468	-3.295	-0.191	-0.21899999999999997	-0.053
YLR042C	-0.545	0.18600000000000003	0.168	-0.917	0.127	0.37
YLR043C	0.256	0.636	-0.122	0.28800000000000003	-0.195	0.257
YLR044C	-0.023	-0.322	-0.293	-0.125	-0.09	-0.325
YLR046C	-0.695	-0.439	-0.426	-0.218	0.075	0.021
YLR047C	-0.254	0.541	0.298	-1.6540000000000001	0.139	-0.643
YLR048W	-0.435	-1.54	0.297	0.7959999999999999	-0.5820000000000001	-0.033
YLR049C	0.044000000000000004	-0.19699999999999998	-0.036000000000000004	-0.5529999999999999	-0.222	0.5489999999999999
YLR050C	0.08	0.622	0.19899999999999998	0.365	-0.21100000000000002	0.47
YLR053C	0.073	0.436	-1.324	-0.195	0.042	0.23399999999999999
YLR054C	0.125	0.677	0.409	-1.236	-0.046	0.325
YLR055C	0.062	0.7509999999999999	-0.9490000000000001	-0.413	-0.28600000000000003	-0.852
YLR056W	0.17	-1.089	-0.38	-4.675	-0.027000000000000003	-0.9690000000000001
YLR057W	-0.48	-1.696	0.722	-0.762	-0.20600000000000002	-0.184
YLR058C	-0.6729999999999999	-0.214	-0.23	-2.101	-0.397	-0.09300000000000001
YLR059C	3.4360000000000004	0.243	-0.28300000000000003	-2.765	0.235	0.256
YLR061W	-0.602	0.7509999999999999	-0.299	-3.9819999999999998	-0.053	0.532
YLR062C	0.04	0.7509999999999999	-0.114	-1.69	0.152	0.289
YLR063W	0.084	-2.4459999999999997	-0.705	-0.672	-0.293	0.149
YLR064W	0.174	0.264	-0.059000000000000004	-1.494	-0.10300000000000001	-0.6920000000000001
YLR065C	0.139	-0.31	-5.1979999999999995	-0.18899999999999997	0.11699999999999999	0.915
YLR070C	-0.177	0.7509999999999999	-6.106	-0.353	-0.268	-0.259
YLR072W	0.32	0.125	-0.34600000000000003	-0.9620000000000001	-0.225	1.056
YLR073C	0.243	0.008	-0.575	-1.053	-0.012	0.196
YLR077W	-0.28600000000000003	0.5329999999999999	-0.616	0.17600000000000002	0.21100000000000002	-0.17600000000000002
YLR079W	0.552	0.7509999999999999	-0.526	-0.9990000000000001	-0.34600000000000003	-0.552
YLR080W	-0.604	0.419	0.259	0.212	0.125	0.33399999999999996
YLR081W	-0.537	0.10800000000000001	-0.255	-5.086	-0.061	-0.48700000000000004
YLR082C	0.474	-0.264	0.24600000000000002	0.033	0.015	-0.505
YLR083C	0.006	-0.22699999999999998	-0.39799999999999996	-0.478	-0.185	0.2
YLR084C	0.22899999999999998	-0.27399999999999997	0.245	-0.882	-0.382	0.185
YLR085C	-0.262	-0.201	0.268	0.27699999999999997	-4.845	-5.195
YLR087C	0.387	-0.512	-0.75	-0.379	-0.259	-0.379
YLR089C	0.204	-0.193	-0.188	-0.318	0.218	0.40299999999999997
YLR090W	0.315	-2.031	-1.131	0.201	-0.079	-0.081
YLR091W	0.514	-0.131	-0.64	-2.158	-0.191	0.081
YLR092W	-0.855	-0.083	-0.42200000000000004	-1.3330000000000002	0.242	0.612
YLR093C	0.142	-1.8259999999999998	-0.151	0.019	0.11599999999999999	-0.126
YLR094C	-0.473	0.7509999999999999	-0.474	-1.206	0.07200000000000001	0.166
YLR095C	-0.27	0.213	-0.35200000000000004	-1.175	0.39399999999999996	-1.452
YLR096W	-0.033	0.7509999999999999	-0.48	-0.479	-0.23	-0.364
YLR097C	-0.047	0.105	-0.365	-0.21600000000000003	-0.075	0.099
YLR098C	-0.42100000000000004	0.226	-0.141	-5.263	-0.431	-0.602
YLR099C	-0.14300000000000002	1.712	-0.213	-2.698	0.162	-0.314
YLR102C	0.015	-0.628	-1.162	0.263	-0.20199999999999999	-0.065
YLR104W	0.17600000000000002	-2.4290000000000003	-0.142	0.33	0.084	0.23800000000000002
YLR107W	-1.255	0.46299999999999997	0.161	-0.31	0.44299999999999995	0.18100000000000002
YLR108C	-0.35200000000000004	-2.281	0.379	0.215	0.133	-0.27
YLR109W	0.409	-0.247	-1.212	-0.61	0.20600000000000002	-0.27699999999999997
YLR110C	0.5720000000000001	0.39299999999999996	0.26	-0.281	-0.297	-0.015
YLR111W	0.221	-2.27	0.361	0.306	0.33	0.466
YLR112W	-0.619	-0.106	0.3	-0.24	-0.239	-0.292
YLR113W	-0.037000000000000005	0.134	-0.29	0.067	0.24100000000000002	-1.238
YLR114C	-0.35	0.7509999999999999	-0.01	0.07200000000000001	-0.192	0.755
YLR118C	-0.051	0.852	-0.33299999999999996	-0.23600000000000002	-0.1	0.184
YLR119W	0.203	-0.5920000000000001	-0.7709999999999999	-0.7240000000000001	-0.203	-0.255
YLR120C	-0.44299999999999995	-1.919	-0.076	0.11800000000000001	-0.087	-0.040999999999999995
YLR121C	-0.7290000000000001	0.325	0.069	-0.535	0.201	-0.184
YLR122C	0.382	-1.8869999999999998	-0.271	-0.376	0.165	0.271
YLR123C	-0.466	-0.156	-0.365	-0.127	0.265	0.046
YLR124W	-0.7809999999999999	-2.69	0.036000000000000004	-0.524	0.244	-0.21
YLR125W	0.08	0.161	0.09300000000000001	0.025	0.311	-0.135
YLR126C	-0.171	0.9109999999999999	-0.193	0.28600000000000003	0.22899999999999998	-0.331
YLR128W	0.031	-2.011	0.061	-0.244	0.307	0.272
YLR130C	0.17300000000000001	0.423	-0.3	0.153	-0.27	0.682
YLR131C	0.311	-0.055	-0.129	-0.013000000000000001	-0.102	0.38
YLR133W	0.265	-0.087	0.107	-0.486	-0.273	-0.325
YLR134W	0.235	0.789	-0.414	-0.89	0.07400000000000001	0.24
YLR135W	-0.207	0.405	-0.95	0.024	-0.031	0.213
YLR136C	-0.07200000000000001	0.3	-1.268	-0.382	-0.006	0.023
YLR137W	0.17600000000000002	-0.485	-0.392	-0.10400000000000001	0.22	-0.281
YLR138W	0.255	-0.028999999999999998	-0.457	-5.343	0.243	
YLR142W	-0.722	-0.08199999999999999	0.034	0.059000000000000004	-0.111	-0.006
YLR143W	-0.81	0.575	0.069	0.094	-0.18899999999999997	0.046
YLR144C	0.196	-0.128	0.052000000000000005	-0.11599999999999999	-0.064	0.05
YLR146C	0.07200000000000001	0.261	0.05	-1.3719999999999999	0.145	-0.19399999999999998
YLR149C	-0.096	0.163	-1.0490000000000002	0.107	-0.225	-0.115
YLR150W	0.115	-0.159	0.392	-0.5329999999999999	-0.39899999999999997	-0.653
YLR151C	0.16399999999999998	0.302	-0.136	0.23600000000000002	-0.3	-0.254
YLR152C	-0.266	0.7509999999999999	-0.087	-0.08	-0.141	0.349
YLR154C	0.41	0.662	-1.7180000000000002	-0.665	0.071	-0.41200000000000003
YLR164W	0.541	0.044000000000000004	-0.048	-0.605	-0.106	-0.465
YLR165C	0.5	-0.37	-0.077	-0.8079999999999999	-0.069	0.17600000000000002
YLR168C	-1.0490000000000002	0.3	-0.45899999999999996	0.098	0.008	0.021
YLR169W	-0.11900000000000001	-0.027000000000000003	0.061	-1.15	0.091	0.154
YLR170C	0.099	-0.589	-0.038	-0.835	0.037000000000000005	-0.363
YLR171W	-0.085	-0.15	0.33399999999999996	-0.905	-0.27399999999999997	0.447
YLR172C	-0.297	0.7509999999999999	0.39399999999999996	-0.244	-0.244	-0.221
YLR173W	1.113	0.41	-0.046	-0.502	-0.261	-0.243
YLR174W	0.155	-1.643	0.065	-0.67	-0.251	-0.7509999999999999
YLR176C	0.35600000000000004	0.7509999999999999	-0.052000000000000005	-0.135	-0.401	-0.214
YLR177W	-0.264	0.064	-0.495	-0.39	-0.322	-0.157
YLR178C	0.524	0.384	0.233	0.33399999999999996	-0.205	-0.14800000000000002
YLR179C	-0.423	-0.371	0.409	-0.282	-0.45	0.275
YLR180W	-0.493	0.145	0.087	-0.326	0.191	0.317
YLR181C	-0.049	-0.31	0.195	-0.867	0.345	0.252
YLR182W	0.001	-1.555	-0.9570000000000001	0.322	-3.3689999999999998	-3.384
YLR183C	-0.023	-0.061	-0.255	-0.425	-0.409	0.048
YLR184W	-0.22	1.4709999999999999	-0.48	-0.146	0.262	
YLR185W	0.105	1.367	-0.231	0.431	0.151	0.217
YLR187W	0.055	-0.11900000000000001	-0.574	0.282	-0.187	0.085
YLR188W	0.298	-0.40399999999999997	0.28600000000000003	-0.583	-0.313	-0.252
YLR189C	-0.353	0.07200000000000001	-0.309	-1.686	-0.079	0.085
YLR190W	-0.124	0.602	-0.769	-1.692	-0.128	-0.955
