ORF	hap a | growth (colony volume) | expression of the phospholipase A2 Atx [GAL] | Mattiazzi M~Petrovic U, 2010	hap a | growth (colony size) | expression of the phospholipase A2 Atx [GAL] | Mattiazzi M~Petrovic U, 2010
YPL177C	0.493	NaN
YPL179W	0.440	NaN
YPL181W	0.571	NaN
YPL182C	0.705	NaN
YPL183C	0.611	NaN
YPL184C	0.483	NaN
YPL185W	1.266	NaN
YPL186C	0.945	-3.000
YPL187W	0.640	NaN
YPL189W	0.537	NaN
YPL191C	0.895	NaN
YPL192C	1.056	NaN
YPL194W	1.016	NaN
YPL195W	0.792	NaN
YPL196W	0.942	NaN
YPL197C	0.761	NaN
YPL198W	0.657	NaN
YPL199C	0.851	NaN
YPL200W	0.671	NaN
YPL201C	0.785	NaN
YPL202C	0.799	NaN
YPL203W	1.080	NaN
YPL205C	0.867	NaN
YPL206C	0.826	NaN
YPL207W	0.910	NaN
YPL208W	0.902	NaN
YPL212C	0.972	NaN
YPL213W	0.875	NaN
YPL214C	0.599	NaN
YPL216W	0.652	NaN
YPL219W	0.615	NaN
YPL220W	0.522	NaN
YPL221W	0.872	NaN
YPL222W	0.901	NaN
YPL223C	0.999	NaN
YPL224C	0.673	NaN
YPL225W	1.124	NaN
YPL226W	0.976	NaN
YPL227C	0.888	NaN
YPL229W	0.918	NaN
YPL230W	1.200	NaN
YPL232W	0.756	NaN
YPL236C	1.007	NaN
YPL239W	2.361	NaN
YPL240C	0.977	NaN
YPL241C	0.829	NaN
YPL244C	0.902	NaN
YPL245W	1.422	NaN
YPL246C	0.998	NaN
YPL247C	1.370	NaN
YPL249C	0.950	-1.000
YPL250C	0.444	NaN
YPL253C	0.851	NaN
YPL256C	1.111	NaN
YPL257W	0.900	NaN
YPL258C	0.687	NaN
YPL259C	1.019	NaN
YPL260W	1.026	NaN
YPL261C	0.752	NaN
YPL262W	1.062	NaN
YPL263C	0.900	NaN
YPL264C	0.916	NaN
YPL265W	1.193	NaN
YPL267W	0.853	NaN
YPL269W	0.997	NaN
YPL270W	0.868	NaN
YPL272C	0.885	NaN
YPL273W	1.430	NaN
YPL274W	0.929	NaN
YPR001W	0.744	NaN
YPR002W	0.817	NaN
YPR003C	1.034	NaN
YPR004C	0.956	NaN
YPR005C	0.912	NaN
YPR006C	0.930	NaN
YPR007C	1.241	NaN
YPR008W	0.803	NaN
YPR009W	0.971	NaN
YPR011C	0.934	NaN
YPR012W	1.574	NaN
YPR013C	1.483	NaN
YPR014C	1.056	NaN
YPR015C	0.906	NaN
YPR017C	1.132	NaN
YPR018W	0.610	-3.000
YPR020W	1.037	NaN
YPR021C	0.863	NaN
YPR022C	0.698	NaN
YPR023C	0.849	NaN
YPR026W	0.995	NaN
YPR027C	0.945	NaN
YPR028W	1.611	NaN
YPR029C	0.929	NaN
YPR030W	0.758	NaN
YPR031W	1.110	NaN
YPR032W	0.747	-3.000
YPR037C	1.027	NaN
YPR038W	1.075	NaN
YPR039W	1.636	NaN
YPR040W	1.248	NaN
YPR042C	0.877	NaN
YPR045C	0.141	NaN
YPR046W	0.731	NaN
YPR050C	1.071	NaN
YPR051W	1.155	NaN
YPR052C	1.016	NaN
YPR053C	0.808	NaN
YPR054W	1.363	NaN
YPR057W	1.295	NaN
YPR058W	0.992	NaN
YPR059C	0.872	NaN
YPR060C	1.104	-3.000
YPR061C	0.806	NaN
YPR062W	1.002	NaN
YPR063C	1.123	NaN
YPR064W	1.315	NaN
YPR065W	0.987	NaN
YPR066W	0.564	NaN
YPR068C	1.072	NaN
YPR069C	0.751	-3.000
YPR070W	0.271	NaN
YPR071W	0.989	NaN
YPR073C	1.335	NaN
YPR074C	0.801	NaN
YPR075C	0.926	-2.000
YPR076W	0.825	NaN
YPR077C	1.340	NaN
YPR078C	0.775	NaN
YPR079W	1.243	NaN
YPR083W	0.732	NaN
YPR089W	0.788	NaN
YPR091C	0.855	NaN
YPR092W	0.982	NaN
YPR093C	1.542	NaN
YPR095C	0.946	NaN
YPR096C	0.937	NaN
YPR097W	0.807	NaN
YPR098C	1.097	NaN
YPR106W	0.783	NaN
YPR109W	0.857	NaN
YPR111W	0.882	NaN
YPR114W	1.217	NaN
YPR115W	1.113	NaN
YPR117W	0.868	NaN
YPR118W	0.817	NaN
YPR119W	1.119	NaN
YPR120C	1.848	NaN
YPR121W	1.455	NaN
YPR122W	1.290	NaN
YPR125W	0.906	NaN
YPR126C	0.676	NaN
YPR127W	1.071	NaN
YPR128C	0.922	NaN
YPR129W	0.774	NaN
YPR130C	0.799	NaN
YPR132W	0.987	-1.000
YPR134W	NaN	-1.000
YPR135W	1.176	NaN
YPR138C	0.935	NaN
YPR140W	0.991	-3.000
YPR141C	1.362	NaN
YPR145W	1.016	NaN
YPR146C	0.566	NaN
YPR147C	1.073	NaN
YPR148C	0.957	NaN
YPR149W	0.888	NaN
YPR150W	1.557	NaN
YPR151C	0.828	NaN
YPR152C	0.822	NaN
YPR153W	1.346	NaN
YPR154W	1.076	NaN
YPR155C	0.986	-1.000
YPR156C	0.784	NaN
YPR157W	0.539	NaN
YPR158W	0.932	NaN
YPR160W	0.849	NaN
YPR164W	0.488	NaN
YPR167C	1.370	NaN
YPR170C	0.838	NaN
YPR171W	1.121	NaN
YPR172W	1.096	-3.000
YPR173C	0.181	NaN
YPR174C	1.416	NaN
YPR179C	0.507	NaN
YPR184W	1.190	NaN
YPR185W	0.876	NaN
YPR188C	1.240	NaN
YPR189W	0.820	NaN
YPR192W	1.030	NaN
YPR193C	1.337	NaN
YPR194C	0.845	NaN
YPR195C	0.984	NaN
YPR196W	1.048	NaN
YPR197C	1.720	NaN
YPR198W	1.086	NaN
YPR199C	0.752	NaN
YPR200C	0.947	NaN
YPR201W	1.381	NaN
