orf	gene	5-fluorouracil_19.2_1	5-fluorouracil_19.2_2	5-fluorouracil_19.2_3	5-fluorouracil_19.2_4	5-fluorouracil_19.2_5	5-fluorouracil_38.5_1	5-fluorouracil_38.5_2	5-fluorouracil_4.8_1	5-fluorouracil_76.9_1	5-fluorouracil_76.9_2	5-fluorouracil_9.6_1	alverine-citrate_500_1	alverine-citrate_500_2	alverine-citrate_500_3	alverine-citrate_500_4	atorvastatin_125_1	atorvastatin_125_2	atorvastatin_62.5_1	atorvastatin_62.5_2	atorvastatin_62.5_3	cisplatin_125_1	cisplatin_125_2	cisplatin_125_3	cisplatin_31.25_1	cisplatin_31.25_2	cisplatin_62.5_1	cisplatin_62.5_2	dyclonine_250_1	dyclonine_500_1	dyclonine_500_2	dyclonine_500_3	dyclonine_500_4	fenpropimorph_1.17_1	fenpropimorph_2.34_1	fenpropimorph_2.34_2	fenpropimorph_4.69_1	fenpropimorph_4.69_2	fluconazole_130.6_1	fluconazole_130.6_2	fluconazole_16.3_1	fluconazole_32.6_1	fluconazole_32.6_2	fluconazole_65.3_1	fluconazole_65.3_2	lovastatin_154.5_1	lovastatin_154.5_2	lovastatin_154.5_3	lovastatin_77.2_1	methotrexate_125_1	methotrexate_125_2	methotrexate_125_3	methotrexate_250_1	methotrexate_250_2	methotrexate_250_3	methotrexate_250_4	methotrexate_250_5	methotrexate_250_6	methotrexate_250_7	methotrexate_250_8	methotrexate_250_9	methotrexate_500_1	miconazole_0.025_1	miconazole_0.025_2	miconazole_0.05_1	miconazole_0.05_2	miconazole_0.05_3	miconazole_0.05_4	miconazole_0.1_1	miconazole_0.1_2	miconazole_0.2_1	miconazole_0.2_2
YBR178W	YBR178W	6.970948	10.87575	7.388063	10.89594	11.736695	10.560694	10.747721	11.468111	11.800977	11.778498	10.545781	8.969449	10.380523	11.427887	11.167024	9.214981	9.883984	9.639925	8.783454	10.61103	11.336897	11.594994	11.729507	11.062869	11.393172	11.670691	9.899323	11.473203	10.583322	8.61879	9.435504	11.654525	11.750627	4.543837	11.622678	0	8.369694	9.892189	10.757526	9.308982	10.967116	8.213508	0	11.245511	10.302418	6.66695	11.755577	11.766884	7.275239	9.748889	10.998135	9.512613	11.801803	9.151919	8.78975	7.279461	11.399443	9.520171	11.79608	11.779424	9.749982	11.782934	9.670465	11.797109	11.804064	11.573498	11.556319	11.76664	10.611535	11.704055	11.245682
YBR184W	YBR184W	6.96063	7.136275	7.303634	7.882219	5.851147	7.359671	4.489065	7.6982	7.970677	7.915976	8.077116	6.066607	6.401198	8.16648	8.128074	5.361026	7.937784	6.48875	8.085527	7.284121	8.141327	7.404158	3.858378	8.135623	8.009942	7.990285	7.42449	7.018957	7.600362	7.988546	7.330197	7.940791	8.031838	7.843608	8.010593	6.756378	7.939716	7.669941	8.004941	7.691986	7.937822	8.091015	6.007832	5.199477	6.433175	6.854324	8.122802	7.922063	6.311985	6.932842	7.605505	7.088433	5.563168	8.117664	8.084601	8.154997	5.709314	8.06497	7.169411	6.513745	6.996778	7.068665	7.667648	7.346968	6.456032	6.965564	7.72878	7.360345	8.041304	6.980973	7.335995
YBR187W	YBR187W	9.901591	9.774382	7.842414	6.926887	6.877945	6.773025	5.417819	9.738602	6.017367	8.297041	6.643814	8.377227	0	5.149062	0	9.876607	12.049488	9.571208	8.956167	9.40687	9.70494	5.565951	8.099235	4.025123	7.293309	9.178893	9.411361	8.827465	6.689598	1.862752	8.75978	8.178916	5.200982	30.952863	4.012619	30.69525	45.145267	36.573857	24.070607	8.040604	9.887325	9.424382	36.549528	9.607431	6.147741	4.502735	5.04963	2.180091	9.681558	9.590693	9.529934	9.505627	9.658144	9.470407	8.043479	3.023016	9.207319	8.709742	9.806752	9.83382	0	6.782066	9.441286	7.301892	2.621755	9.318326	9.824682	8.290736	6.945062	31.486583	24.523901
YBR190W	YBR190W	1.699974	1.101545	1.213813	5.52416	3.469386	5.90586	7.772346	4.110939	6.546121	5.988885	0.794316	6.6892	7.428729	5.428299	6.15538	2.037898	0	4.784921	7.082361	7.26058	3.465635	7.572492	5.356251	3.324476	7.703725	5.969829	6.312553	4.81416	7.454545	7.734633	6.049813	3.196747	7.212778	6.973891	7.268537	2.504488	7.178108	5.104542	3.850615	0.872532	7.77814	7.671142	7.65204	0	4.979624	7.081641	1.896976	7.200331	7.734974	7.62887	6.157428	4.325258	7.19805	7.387577	6.179573	2.678534	7.163561	6.534102	7.407148	3.568399	7.666331	6.762464	4.868413	4.979084	6.888341	4.708738	7.646602	5.224358	7.754682	5.314933	3.969749
YBR197C	YBR197C	8.770511	5.993777	5.359313	9.530079	5.49023	9.333958	7.267668	9.480711	8.862657	9.195119	9.387138	5.869076	7.765326	9.182199	9.207254	8.43161	9.268243	8.910457	8.987486	9.531737	9.385573	8.503647	8.396648	9.324714	6.006595	8.922016	6.982558	7.570454	9.507515	7.145643	7.910239	7.914232	1.641647	2.552008	6.723074	8.202058	8.412832	8.895926	5.826399	3.72679	8.702126	4.516886	6.827682	37.101286	3.09314	9.032757	9.219474	9.451312	6.756923	7.965653	9.531765	9.52818	7.478641	9.513537	9.177634	8.986544	7.454553	9.523492	7.721519	9.141838	8.859174	8.538237	9.329086	8.307817	7.694298	9.531511	9.498992	9.52545	9.390248	0.850032	2.972592
YBR204C	YBR204C	9.545005	9.483033	9.342023	7.909322	9.557983	8.767909	8.872574	5.933396	6.621578	4.589294	8.820309	9.589483	9.073395	7.468982	9.583437	9.301639	9.015345	5.931802	9.558202	9.448883	8.467623	8.972682	6.400809	9.291711	9.548769	6.554108	8.723862	8.372071	9.583359	6.718616	9.254066	5.667477	7.579076	3.644264	6.704897	5.976674	13.993487	7.245397	8.918977	8.725021	4.942957	9.58626	28.171528	0.568636	9.452816	1.750326	8.439807	5.068829	9.603707	7.007335	9.515636	6.906849	9.489837	9.382275	9.372703	7.638259	9.443801	8.743275	6.133896	9.379055	7.742922	9.56566	9.593098	9.614404	9.605322	8.108533	8.990562	9.135036	0	9.065917	9.107943
YBR206W	YBR206W	7.658302	9.306834	8.995739	8.45656	9.398953	8.948763	9.335414	7.825799	7.999691	6.853681	9.369115	4.4328	9.370769	9.04493	9.400498	5.117305	8.679088	9.395278	8.203067	7.669978	9.182824	9.399158	7.891923	7.419694	7.610357	9.398212	7.945875	8.893364	9.375396	7.487429	9.285097	9.112672	3.187066	8.310863	1.733994	10.788703	2.66845	13.015987	7.157591	8.906074	9.365815	9.391262	3.646211	3.575578	5.185442	8.591724	7.918394	8.62874	2.972392	8.086603	8.645331	7.704965	9.179271	8.26354	6.387897	9.382547	9.133191	7.067025	8.29439	6.784306	9.28261	9.300468	9.303203	9.396004	8.582994	8.924834	5.568566	9.399696	9.036347	6.420155	5.953114
YBR209W	YBR209W	9.633195	9.372247	8.974435	9.420369	9.179778	3.389967	1.657367	9.504305	8.689103	7.938861	9.68267	9.580186	9.219583	5.86883	8.306059	9.654866	8.821041	8.740672	9.526453	9.474632	9.563651	8.214948	8.934433	7.965447	5.357665	1.513633	7.628181	8.981464	9.453509	7.02368	9.431463	8.909624	1.99741	4.732853	9.135002	9.3164	7.07727	6.067496	8.470856	7.367298	8.97583	9.216504	10.516169	21.998747	4.271313	5.440649	8.993768	9.24441	9.680516	9.66013	8.634352	4.251931	9.674879	9.066322	9.626615	3.611621	9.645819	9.660035	9.464976	9.508966	9.649407	8.93426	9.545986	9.00616	9.670874	9.672622	9.574999	9.632453	9.51017	3.238818	4.223581
YBR216C	YBR216C	5.336875	10.844886	10.444076	12.09706	11.833158	10.984933	12.250829	11.120522	9.228744	9.147475	11.65765	12.309009	12.135771	12.24625	12.3135	8.79713	12.316013	10.52936	12.316729	12.317297	10.978697	12.285265	12.202013	9.923775	10.330655	12.267672	8.663636	8.576223	12.16	12.269441	10.737088	12.214182	12.027171	4.707494	5.162591	6.544181	0	11.849143	12.12958	9.471564	11.510122	10.362541	7.347077	3.091612	6.741412	8.444786	11.877979	12.308719	11.913388	12.314868	9.333757	11.472919	9.98551	12.009089	11.001161	11.440264	9.639458	11.92767	9.486633	12.083459	9.473974	11.928676	7.006201	12.126174	12.294162	12.275068	11.605235	12.316749	9.559661	6.980275	5.002751
YBR219C	YBR219C	7.798369	5.826023	4.03574	8.167294	9.475767	7.426757	0	6.725768	7.411378	7.418911	9.47447	5.077842	5.102575	7.785803	7.97602	9.467588	6.182435	9.384912	9.051758	6.709585	7.432165	9.286112	8.049901	9.474698	9.199545	8.383326	9.319496	7.897775	9.459304	7.442097	8.768399	9.272002	6.859093	4.806409	8.869407	5.124311	9.208546	18.500919	2.696553	9.319453	9.471359	8.493268	3.539821	6.321191	0.43777	8.904187	8.850974	7.723212	7.913308	8.591817	9.470785	8.938802	3.11113	7.476629	8.898823	9.108341	5.023352	9.259935	9.384636	8.335422	6.086883	9.408722	7.733004	9.158143	9.31983	8.963305	8.582457	8.423093	7.824846	3.307038	3.4206
YBR220C	YBR220C	8.484346	8.951915	9.775684	9.694201	9.677651	1.88387	5.900786	9.191306	2.86113	8.651679	7.756344	9.76076	9.586409	7.712991	7.580268	9.182032	6.872486	9.772936	9.779744	9.282864	8.892345	9.254567	8.79809	7.758429	9.681732	9.77148	8.956372	8.97305	2.743407	7.219776	9.605026	9.758583	2.260527	3.481974	9.21993	8.626561	9.725505	3.799125	0	5.996527	9.319449	8.081875	1.871682	16.673015	4.941321	7.57574	8.85537	8.989741	9.473215	9.782737	9.771462	9.745939	9.696517	7.56585	8.218381	7.690675	9.7114	7.694462	9.764068	9.227266	9.782762	8.846711	9.777903	5.078135	9.411317	9.653619	9.781661	9.583985	6.620951	5.216214	2.549922
YBR224W	YBR224W	9.201593	8.621784	8.929461	8.095896	3.734761	3.881209	5.699369	8.961113	5.030315	7.40673	9.278349	9.034806	2.866566	4.446425	8.049713	8.646679	8.546055	9.353202	7.975219	8.277173	9.11964	8.969985	4.48602	8.564302	8.873479	9.249107	9.352759	9.327716	8.780399	6.44663	9.353495	8.517325	6.897578	7.313839	8.915058	7.294652	8.391723	6.485398	9.324751	9.175191	8.370203	9.068108	0	2.227499	9.114817	6.717571	9.28908	8.891902	8.967556	9.352304	8.451662	8.06923	8.305	7.846669	0.826943	9.230602	8.357743	2.655952	1.764119	9.28117	9.169839	9.327798	9.328501	7.237343	8.988373	9.089534	9.248065	8.386213	8.046778	8.863608	9.06992
YBR225W	YBR225W	5.924854	8.490345	7.792587	11.178715	11.277746	10.108342	8.110257	11.234346	11.00929	10.963995	10.187961	9.808781	10.846953	10.543924	10.846119	8.978413	10.462282	11.269825	9.912973	10.815404	11.322297	10.955634	10.333062	10.879639	10.879346	10.282556	10.941488	11.300388	11.259954	11.250443	10.237732	11.2783	11.211528	10.93333	11.235753	11.173174	11.322054	11.072426	10.253821	9.616827	10.465045	8.335958	10.174983	0	7.706023	9.842909	11.075661	11.214279	11.224847	11.148507	11.252083	11.055093	10.937008	11.321783	10.697591	9.800203	10.442193	11.199999	11.259543	11.071546	11.32616	10.039438	10.242654	10.812745	11.05678	11.219213	10.999151	11.32084	8.37259	11.33144	11.270226
YBR226C	YBR226C	9.309717	9.107588	9.444705	8.462607	9.018538	5.217269	5.554027	8.209243	6.613017	7.374429	8.165581	6.488276	6.846607	6.754925	8.651237	8.93099	9.361552	6.33669	4.558107	9.396199	9.251351	9.478232	5.446047	9.282091	8.909905	9.262756	9.450191	5.360444	7.576268	7.589132	7.625071	4.084006	7.081442	5.57661	8.414935	9.321336	8.197795	8.410991	5.178455	7.543566	8.919696	9.39268	9.164511	55.450507	9.424052	7.901693	9.411654	9.459601	7.701899	6.665821	9.298998	9.313048	8.070823	4.137405	7.732929	9.384434	8.661625	8.466932	9.385838	8.634693	6.561052	9.359242	8.525293	8.946385	8.050858	8.832997	8.915698	9.111728	5.782329	8.959048	9.058858
YBR230C	YBR230C	8.739656	8.787264	7.701422	7.259569	8.720802	8.068884	8.532959	9.236103	7.909588	8.36596	9.108949	7.270538	8.530652	9.253284	9.107571	9.086167	9.138505	8.471676	6.134037	8.993976	4.747889	8.567028	4.283152	7.615825	5.240853	9.197919	8.893024	7.727369	7.256622	8.429832	8.093474	9.259876	8.69147	7.011381	9.103736	18.380228	8.899783	6.868911	6.281882	9.188449	9.027088	9.255847	8.92857	6.416147	8.68145	5.677037	7.256605	9.254424	8.496173	7.841508	9.19828	9.223613	8.489627	8.525883	8.679853	9.254713	8.436522	9.159783	9.256582	6.655188	9.074948	8.750245	9.226419	8.982951	9.200539	9.170257	8.897813	9.259917	8.367871	8.536787	7.019411
YBR232C	YBR232C	8.980885	8.464695	9.221076	8.880023	8.873291	3.548719	9.372045	9.231752	4.125777	3.661802	9.39464	8.526045	8.553976	7.19347	9.400565	6.942765	9.245213	5.515116	8.639121	6.3544	7.719222	9.374751	9.238578	8.632373	6.536186	8.249417	8.891453	3.887019	9.143182	3.918628	6.362764	9.365636	8.30785	9.329744	7.701877	9.353583	8.689913	17.893687	12.383813	9.12693	2.729977	9.398021	13.636889	63.117775	9.141192	9.259813	9.745779	6.139462	8.889222	8.958266	9.386365	7.356278	8.134089	9.215896	7.677644	7.853906	8.649207	8.712239	9.326638	9.320161	7.982913	9.276299	9.350403	6.85259	8.523933	9.370391	3.59573	9.305569	3.656466	0.501474	0.490523
YBR235W	YBR235W	10.323268	10.597271	10.585959	10.605028	9.834393	10.605104	10.063208	9.641079	10.601346	10.604511	8.948883	8.932735	8.639151	10.597313	9.365455	9.571192	9.081623	9.227324	10.51475	10.10365	10.250012	10.244066	0.62056	7.922028	10.224902	10.43589	10.533088	8.018564	9.86813	10.599258	6.065939	9.5277	10.566263	10.604475	4.602384	10.536539	7.635156	10.603727	10.600674	10.388709	10.493314	10.602708	10.590945	4.152869	10.259717	10.014866	8.77347	8.588099	9.091137	10.591162	10.598001	9.878192	7.235414	8.968698	7.554175	10.483517	8.238841	7.97491	6.552436	8.970139	10.024289	9.893793	10.604747	10.561151	10.578311	7.772336	10.54467	6.891559	10.597139	10.446581	10.591957
YBR238C	YBR238C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR239C	YBR239C	7.216715	8.547556	6.754763	6.982615	9.157183	5.675891	8.262776	8.915406	6.167563	9.218607	9.236186	9.019535	8.033135	8.293515	9.354634	4.672391	8.94436	8.990615	9.228141	8.996378	8.681846	8.931703	9.334768	6.998839	8.876689	9.351266	9.418043	9.41342	8.673775	7.496665	8.235068	9.283457	5.017739	8.030582	6.367345	9.310729	9.037807	6.958432	9.42082	7.736136	9.331172	6.688242	2.746485	4.720515	9.028319	8.788944	7.472699	9.15624	8.557605	8.689512	9.4108	8.941561	9.089654	9.420539	7.871809	7.002208	9.054191	8.563629	8.348998	8.893816	8.26091	9.412158	8.358009	6.056961	9.419399	9.360156	7.060487	9.379019	7.255882	1.835638	0.320678
YBR241C	YBR241C	9.340095	8.412171	9.510963	0	0.779156	1.370796	5.197099	9.540306	7.257945	4.611489	9.394615	9.542659	8.933016	9.561526	6.086376	6.120718	9.473664	7.699773	6.772992	9.490775	9.296883	9.255425	7.359429	9.106337	8.059338	9.097886	9.515865	9.428303	9.513574	9.562425	9.287243	8.913209	1.53399	1.930278	1.454087	2.628185	0.713395	26.837703	19.813753	9.566899	9.427309	8.920049	8.057026	0.303607	9.550127	9.207147	8.47296	9.567582	9.399331	8.488632	7.696385	6.396486	8.854824	8.1017	3.71052	9.314949	8.468621	1.940954	1.159247	9.093627	9.242429	9.543149	9.514844	5.077256	8.486555	9.30159	9.56554	9.425942	9.192951	1.853178	1.410477
YBR242W	YBR242W	9.907158	9.151723	9.820374	8.632485	9.846156	5.783683	3.816629	8.425722	3.836602	5.442928	8.091438	9.002568	9.560042	9.192356	9.900666	9.890979	9.310304	9.898167	9.635053	8.602982	8.603322	4.953325	7.31222	2.799659	9.042475	7.733485	8.923452	9.891522	9.857039	8.322265	9.357722	5.750962	6.940507	7.356838	5.67624	0.871372	4.712813	4.230036	8.916747	8.020691	9.701625	9.787017	7.51602	6.9416	5.325035	8.709682	6.291073	8.973728	9.700977	9.449455	9.831078	8.929495	8.422913	9.755939	6.841261	7.651877	8.080361	8.189662	5.274493	7.195193	7.938616	9.485429	8.660976	8.792575	7.201027	9.672343	9.873114	9.106226	9.564819	1.928078	0
YBR246W	YBR246W	5.568407	2.038002	3.673748	0.164579	9.60706	0.620979	6.782654	9.654099	0.269153	4.838473	9.63783	9.367316	9.234498	9.455748	9.561333	8.898446	9.424081	3.041605	8.732209	9.606711	9.020299	8.363601	9.718017	0.9102	9.671301	8.146014	3.448553	9.23265	9.647739	7.225025	8.609271	8.349119	3.08925	7.662393	0.788791	0	9.148346	5.502336	2.957589	9.512434	9.487119	8.759796	5.607536	1.396589	8.878805	6.542189	0.316811	9.622818	9.540414	9.403539	9.71703	7.592943	9.563895	9.466425	9.283562	3.874901	9.368861	9.385529	7.903305	9.466416	8.871046	9.615307	9.585218	5.149836	9.386479	9.627192	9.70616	9.504566	6.526585	8.449868	7.30842
YBR250W	YBR250W	6.270367	6.837144	8.798896	10.277205	4.651216	2.00613	6.200299	10.621495	7.776	10.417506	10.818161	9.801435	7.495986	10.491237	10.85565	10.997268	6.488067	10.228064	10.961012	10.853844	9.889754	9.827766	10.854457	10.972824	9.285768	2.466417	10.899686	9.357354	10.30371	9.805005	10.852986	10.933046	5.527959	10.994893	9.148799	10.596567	7.368568	0	6.646587	5.342137	10.989282	9.035359	11.948173	10.286401	8.799317	10.565425	10.636772	9.490583	10.808148	8.677303	10.987238	8.994909	10.882956	9.784719	10.996858	10.854698	10.997287	10.803812	6.617208	10.918842	10.295524	10.995224	10.935399	7.163918	10.983737	10.996112	10.971206	10.808062	9.448572	6.717036	6.617454
YBR255W	YBR255W	7.046648	6.3131	0.576466	11.121283	10.632954	10.227661	5.519516	5.742311	6.170697	8.243446	11.106985	11.137444	8.907017	5.685261	8.720074	8.733165	9.800361	10.700614	9.046752	9.770715	10.639761	10.566813	9.959227	9.538164	5.27357	0	11.131113	9.559461	10.92558	0	7.836714	9.945821	11.142808	8.557043	11.089838	10.377275	7.264087	27.106403	12.539732	11.042894	10.215406	9.118399	15.88986	3.427717	7.521751	10.676214	11.148672	11.092326	10.920775	10.630201	8.69608	7.778967	8.30457	9.532336	9.671368	7.475316	10.14978	8.869871	11.092145	10.103664	19.606824	9.561597	10.455328	9.047098	8.605405	8.259176	10.985376	9.233236	11.137279	11.052554	10.821757
YBR259W	YBR259W	9.33623	7.348878	7.909621	9.118503	6.422411	8.326451	8.861596	9.362483	8.385132	9.372242	9.362732	8.923054	7.982792	9.300905	8.350658	6.252668	5.166578	8.936949	8.326386	8.006766	9.369328	7.761369	8.940538	7.498396	1.378892	9.189004	8.939163	8.958935	9.336268	5.880026	9.356305	8.303668	0.721052	7.096673	3.791232	18.477538	6.148754	8.946556	8.825924	7.869907	9.005653	9.286547	2.460251	7.109582	8.596639	4.97048	9.322422	9.375505	9.364411	9.372114	9.353688	9.372153	6.972376	9.287736	5.660009	9.143587	8.740418	5.946392	5.640336	8.741162	7.219151	8.744605	9.367944	7.996579	9.167622	9.099837	8.851826	9.211474	9.371096	7.996033	7.112114
YBR261C	YBR261C	7.638711	8.288887	8.109275	3.922889	7.07793	5.466634	10.041778	9.935182	6.649936	7.716437	10.444351	6.962955	8.878151	10.234281	10.491772	2.106605	7.629773	10.511443	9.847661	10.173379	10.048784	10.375852	10.220525	9.541256	10.349927	9.593965	10.420014	8.189561	9.760783	10.025184	10.48669	5.793229	8.540564	10.510558	3.973612	1.798578	9.388197	0	7.116368	7.352789	10.247508	10.508405	7.609606	6.591655	9.836084	8.240515	8.444875	5.660459	10.140069	10.1615	10.044402	9.634376	4.624437	8.286531	8.175719	6.357436	4.999036	7.661809	2.153832	10.237553	10.149811	10.502105	10.100278	5.658949	3.282214	10.424825	10.510723	10.501998	9.180471	6.090391	8.258271
YBR262C	YBR262C	5.760416	10.254853	6.004575	12.29452	11.299194	10.368625	12.283193	12.326069	12.275471	12.323627	10.025914	11.407524	12.300874	12.140436	11.871444	12.02159	8.103605	11.09133	12.090697	12.273597	12.31095	12.325171	10.398743	12.324913	12.235165	12.325605	11.854226	12.121828	11.786002	12.201882	11.764354	12.324345	11.159441	11.148836	12.288597	10.461238	12.004212	0	7.275525	10.703187	11.697807	10.007776	0	11.63626	9.530143	9.928717	12.301916	12.314784	12.325611	12.152502	12.287901	5.404713	11.439269	12.304716	11.842412	10.924425	12.259138	11.890294	12.306166	12.303575	12.140541	12.042278	9.119586	12.074874	12.310186	12.273303	11.351667	12.240279	9.557805	11.594531	12.208979
YBR266C	YBR266C	8.562433	8.534028	8.505265	7.943062	8.078246	8.411102	7.639729	5.956741	8.551256	8.434793	6.718278	8.297412	1.318812	6.395269	5.420896	7.243903	5.594425	7.461647	8.085817	6.861776	8.528178	7.077354	5.899676	6.464684	1.577605	8.282087	4.043449	7.585219	7.471789	2.62238	8.189541	8.054302	8.459069	8.503602	8.450887	6.86064	0.875683	4.86602	7.240011	6.621639	8.233598	7.487243	6.366952	6.97354	4.982726	7.886087	8.203381	7.668817	8.143226	6.931352	5.117457	7.493003	6.774046	6.458596	5.122712	7.102859	6.0719	5.851589	7.775554	5.857473	8.476583	6.527251	7.243441	8.553053	7.377552	6.421165	7.912232	7.343466	6.445899	7.708421	8.389197
YBR267W	YBR267W	7.670327	7.688109	7.788875	7.813367	6.297533	7.427465	7.794631	4.981494	7.433852	7.660235	6.483923	6.784748	5.618218	7.433975	7.743261	6.7495	6.411824	7.339056	7.217233	7.674536	5.776471	7.009747	5.557858	7.718455	6.346721	4.917324	7.29353	7.756074	7.803126	7.525337	7.81515	6.085934	6.48679	6.755842	7.487204	7.48519	7.596646	7.484039	6.598335	7.825223	7.420405	7.801901	5.326833	4.467624	7.802555	7.203741	7.539502	7.661679	6.996226	6.605922	6.101843	5.9052	7.790342	7.816566	6.251986	7.826576	7.826745	5.989804	7.678193	4.319981	7.528689	6.296759	7.817596	7.590164	7.784958	6.030894	7.534034	6.153751	7.754149	7.767663	7.796273
YBR269C	YBR269C	9.273821	8.916229	9.398141	5.792452	8.122716	2.431024	1.800005	8.765278	3.314286	5.376446	9.389457	9.082159	9.123485	9.273591	5.970936	9.517162	9.451317	7.922498	9.345474	9.200668	9.305285	1.983076	9.109007	9.246499	7.372895	8.829169	8.835774	8.908455	9.132168	9.289377	9.257088	9.474129	6.798063	8.620625	8.99849	8.22554	8.673237	8.926391	9.505769	8.380449	6.773509	9.486742	3.133108	8.931807	9.21825	6.61965	7.695795	6.588952	9.361657	8.153069	9.247315	7.60291	9.291696	9.47207	9.092491	4.509509	9.354597	7.684346	5.04055	8.571303	1.25751	9.512648	3.416187	9.451132	6.518448	9.370032	0.617033	9.516955	7.241809	8.730933	8.997819
YBR270C	YBR270C	6.192724	2.949848	3.209299	3.690775	8.348862	0	7.119103	9.953187	2.024582	4.273176	10.123322	8.411702	9.371855	9.502107	3.015478	10.069375	10.124724	9.278851	9.965991	8.356671	9.931601	9.876088	10.105469	9.288546	9.852577	9.399704	8.963891	9.716665	8.141044	7.709285	10.019026	7.936927	2.797766	9.223625	8.583028	9.064552	8.663164	8.088524	10.108822	10.050915	7.522784	7.141045	84.952228	0	9.472767	7.040558	2.209866	9.335198	8.704049	1.862685	10.118572	5.074461	10.045272	9.188264	9.924802	8.746754	9.72238	9.489547	4.942823	10.124047	65.524702	9.863292	10.038139	5.692893	7.571688	10.110556	8.671819	9.517472	9.875953	2.215405	6.045562
YBR271W	YBR271W	11.39595	10.686764	11.469859	11.322111	11.447389	11.433499	8.727927	11.473386	11.264249	9.60998	9.282981	0.840994	11.301897	11.377467	11.255205	11.416401	11.462394	11.289214	9.953912	10.851266	10.229267	11.443541	11.475077	11.454263	8.497958	10.880475	11.092676	11.467365	6.264541	6.412594	0.568955	8.417593	11.209696	11.478479	11.489014	4.648465	0	0	0	10.568555	11.047375	11.482888	11.366425	9.718697	9.273077	5.745488	11.343487	11.114288	6.90325	10.593457	10.380303	5.969317	8.304066	11.489328	10.190381	10.986855	7.79958	10.800034	11.403444	11.079978	8.879996	11.32815	11.35008	11.010741	11.064485	7.136853	10.543537	7.127563	10.558285	11.133734	11.065129
YBR273C	YBR273C	10.471849	12.564839	12.562841	9.016409	12.512738	0	12.411761	6.195297	7.939811	10.057067	11.662602	11.75558	8.566847	12.407255	12.545507	11.729764	9.116636	12.002823	12.547125	11.612641	12.361597	11.929739	12.18467	12.548977	12.519824	12.457709	12.247242	10.667785	12.554451	11.13359	12.101215	12.454563	12.564629	12.564935	11.826493	12.548684	8.248226	12.053847	9.450087	12.334338	10.845028	12.46073	18.702925	10.508651	9.78105	9.120419	12.400639	12.534625	9.203475	11.627749	6.77141	11.667257	10.168416	10.035261	11.586905	12.564502	10.63729	12.213978	7.658274	12.3991	12.499277	9.19697	12.516591	9.200039	12.386361	9.295423	11.019886	7.71274	11.539734	12.522658	12.039449
YBR277C	YBR277C	13.339731	12.950301	13.575917	13.346505	12.858804	12.975056	9.907456	13.422804	12.958738	13.622288	10.414291	4.802541	13.596872	13.722535	13.381215	9.381628	11.932598	11.977446	13.738901	9.733296	10.20335	13.590936	12.210922	11.18158	13.744817	9.078389	12.139473	13.720088	12.085023	13.751754	12.974016	13.093256	12.447088	13.459034	12.966365	5.439886	0	13.70161	13.683158	13.627437	13.208515	13.709017	6.80364	12.898152	0	0	8.833457	13.682881	13.721317	8.868391	13.012973	13.732612	13.389732	5.526103	13.726699	7.299564	13.295913	13.747392	13.498494	13.110682	13.637735	12.947835	13.340853	13.656041	12.60549	8.207939	13.410472	10.356463	11.95151	12.92879	11.91016
YBR280C	YBR280C	4.122705	9.72347	10.922959	8.315185	10.481737	7.368851	12.810301	12.25347	8.540388	5.785549	12.589298	12.685853	12.145044	12.523662	10.361832	12.831632	11.209186	11.160819	12.293076	9.592279	11.614069	12.377181	12.830945	12.491856	10.677676	10.948759	12.698312	12.450544	12.760275	10.756448	11.892016	12.733942	12.257472	12.700336	11.846791	5.889399	12.002365	12.080735	12.815923	12.788206	4.661941	8.531818	21.798856	36.853935	12.220035	12.495655	8.702145	12.423627	11.594086	10.442248	12.828734	11.997416	12.271634	11.18571	11.161192	12.797862	11.484037	12.289863	10.864173	12.473425	7.793764	10.241691	12.738143	12.633592	11.453386	12.665736	6.110012	12.576421	10.430045	4.664266	8.023046
YBR281C	YBR281C	8.776904	6.497046	3.773138	9.669513	9.443611	9.557616	9.462006	8.101787	7.693666	7.765661	9.2923	9.421045	9.603487	2.678852	8.024274	8.78849	20.210836	6.153249	7.323249	8.321817	9.620038	8.20076	8.941583	9.517229	9.588399	7.702311	9.672595	7.78396	9.519412	0.829419	9.683803	8.819975	8.322649	6.831229	3.009888	5.925097	4.250669	10.051102	1.535486	7.374256	1.8305	4.013557	0	0.697307	110.051552	20.856195	29.851706	6.059491	8.169478	9.648606	8.213808	0	7.436991	5.706294	8.232742	9.444472	6.848728	8.634176	9.674241	6.645093	6.143596	9.230353	8.909565	8.727539	7.899288	6.676304	8.806388	5.694339	8.780501	0.921011	4.126834
