orf	gene	cisplatin_125_1	cisplatin_125_2	cisplatin_125_3	cisplatin_250_1	cisplatin_250_2	cisplatin_500_1	cisplatin_500_2	cisplatin_66_1	cisplatin_66_2
YBR064W	YBR064W	2.75302	7.896726	7.455702	7.688234	6.968947	7.923235	7.292137	7.27566	8.07051
YBR065C	ECM2	7.412549	7.188655	7.239297	7.366388	6.798028	7.372528	7.17192	7.223249	7.340661
YBR066C	NRG2	7.545389	7.503451	7.640144	7.544923	7.48174	7.672955	7.642948	7.694166	7.600873
YBR067C	TIP1	7.524591	-0.932049	7.502541	7.707944	6.104514	5.753864	7.086704	5.84363	7.82168
YBR068C	BAP2	6.933341	7.426429	7.317524	6.862124	6.320942	7.440708	7.494177	7.220246	7.245903
YBR069C	TAT1	3.086988	10.971239	7.190358	4.028948	6.60945	3.113862	2.183595	5.229908	-1.107029
YBR070C	YBR070C	0	0	0	0	0	0	0	0	0
YBR071W	YBR071W	7.808651	7.589755	7.920875	15.57066	8.459984	5.429712	8.405843	5.564243	8.494232
YBR072W	HSP26	5.513959	7.664088	8.019401	7.573162	8.123139	6.849938	8.118957	8.125491	7.341702
YBR073W	RDH54	5.945889	3.936186	7.560041	6.875145	0.342271	9.509724	7.42142	-0.66616	12.588384
YBR074W	YBR074W	7.726097	8.191087	8.33994	7.915403	1.979288	8.508814	8.171219	8.50583	8.50446
YBR075W	YBR075W	10.494568	10.517904	10.504642	10.549184	10.550374	10.422727	10.535898	10.154184	10.305015
YBR076W	ECM8	7.046371	6.369593	8.707513	8.57842	8.70636	8.647902	7.140672	8.249741	8.01201
YBR077C	YBR077C	7.58986	7.643724	6.816006	7.633086	2.12655	7.684416	1.778696	1.615958	3.809724
YBR078W	ECM33	4.343349	7.203285	7.361975	2.844387	2.445978	7.374332	2.795784	6.501734	5.358862
YBR079C	RPG1	0	0	0	0	0	0	0	0	0
YBR080C	SEC18	0	0	0	0	0	0	0	0	0
YBR081C	SPT7	0	0	0	0	0	0	0	0	0
YBR082C	UBC4	0	0	0	0	0	0	0	0	0
YBR083W	TEC1	7.854352	8.705877	9.063457	8.338943	8.583545	8.276325	8.878138	8.994541	8.837999
YBR084C-A	RPL19A	8.708926	8.258091	8.663685	8.588676	8.681347	8.710203	8.675999	8.711229	8.348994
YBR084W	MIS1	5.452793	8.603357	10.399021	7.175987	9.569348	4.548663	6.730348	7.7253	8.562795
YBR085W	AAC3	0	0	0	0	0	0	0	0	0
YBR086C	IST2	0	0	0	0	0	0	0	0	0
YBR087W	RFC5	0	0	0	0	0	0	0	0	0
YBR088C	POL30	0	0	0	0	0	0	0	0	0
YBR089W	YBR089W	0	0	0	0	0	0	0	0	0
YBR090C	YBR090C	6.746453	5.781801	10.238961	5.148378	8.985526	9.258298	2.484576	8.803679	8.310395
YBR090C-A		5.433161	5.6704	9.686714	3.912932	8.057348	9.117732	6.560494	7.623318	7.235935
YBR091C	MRS5	0	0	0	0	0	0	0	0	0
YBR092C	PHO3	6.996119	7.765843	9.93759	4.612944	9.053773	8.240447	6.740639	7.134584	6.390257
YBR093C	PHO5	8.098563	8.254371	9.049166	4.133898	8.054253	7.492286	7.882974	7.975393	5.784888
YBR094W	YBR094W	8.083801	9.413874	9.411973	4.717346	9.030028	6.853525	9.264001	9.390453	9.092116
YBR095C	YBR095C	0	0	0	0	0	0	0	0	0
YBR096W	YBR096W	0	0	0	0	0	0	0	0	0
YBR097W	VPS15	0	0	0	0	0	0	0	0	0
YBR098W	MMS4	2.529566	0.967851	5.886846	34.390084	20.252097	39.892911	35.302178	24.681042	39.818679
YBR099C	YBR099C	11.53424	13.243017	25.521215	10.316192	30.733422	151.160095	5.88801	102.247852	92.375791
YBR100W	YBR100W	9.008545	6.920833	3.641772	9.818923	3.92103	0.337119	8.908053	2.519526	6.391239
YBR101C	YBR101C	9.86543	9.603993	9.575322	6.352447	9.776813	4.134958	7.363779	8.054259	9.651289
YBR102C	EXO84	0	0	0	0	0	0	0	0	0
YBR103W	SIF2	9.376621	9.277835	9.466685	8.818663	9.434411	8.745908	9.447788	7.898387	8.327449
YBR104W	YMC2	8.768941	6.665089	8.328034	8.367532	8.668568	5.482859	9.322309	8.740445	7.781856
YBR105C	VID24	8.310136	7.715055	8.82487	7.208664	6.758611	6.258772	6.082986	8.665246	6.758203
YBR106W	PHO88	5.241619	5.468859	7.322285	7.245193	6.564558	6.692391	5.830633	7.350358	5.329951
YBR107C	IML3	7.150575	9.274128	9.642619	8.363016	8.70693	9.665858	9.305232	9.40882	9.42937
YBR108W	YBR108W	10.882071	9.535028	11.220225	7.344011	7.420219	6.372741	9.569817	8.1924	9.318235
YBR109C	CMD1	0	0	0	0	0	0	0	0	0
YBR110W	ALG1	0	0	0	0	0	0	0	0	0
YBR111C	YSA1	7.095738	8.054835	8.609722	7.486721	7.809845	7.301988	8.051095	8.876121	8.077919
YBR112C	CYC8	8.410146	8.839698	8.941437	8.786884	8.371299	8.493298	9.002098	8.693385	8.765952
YBR113W	YBR113W	6.918416	6.836387	8.89975	4.174382	8.058586	5.986217	2.365226	6.932229	4.351089
YBR114W	RAD16	7.726866	8.375623	8.451535	8.5156	7.398329	8.158014	8.485232	8.169335	8.500973
YBR115C	LYS2	0	0	0	0	0	0	0	0	0
YBR116C	YBR116C	5.024052	4.768296	9.315953	2.616137	5.311409	6.425235	5.900588	8.561118	6.837009
YBR117C	TKL2	0	0	0	0	0	0	0	0	0
YBR118W	TEF2	0	0	0	0	0	0	0	0	0
YBR119W	MUD1	6.190021	7.241189	8.03054	3.941342	8.369932	3.538736	11.431498	5.105416	2.766328
YBR120C	CBP6	9.229989	4.971611	10.048766	0.922183	0.176236	3.142004	9.318445	-7.21708	6.318328
YBR121C	GRS1	0	0	0	0	0	0	0	0	0
YBR122C	MRPL36	0	0	0	0	0	0	0	0	0
YBR123C	TFC1	0	0	0	0	0	0	0	0	0
YBR124W	YBR124W	0	0	0	0	0	0	0	0	0
YBR125C	PTC4	9.34083	8.912247	9.202009	9.460342	8.97224	8.869093	9.497034	8.685458	7.705945
YBR126C	TPS1	7.522269	7.360403	8.47855	7.92819	7.523386	7.316876	7.823024	8.267876	5.160323
YBR127C	VMA2	7.576294	8.168453	9.452033	8.491761	8.361185	9.021875	9.152916	9.411395	7.788499
YBR128C	APG14	7.84285	8.314331	8.298982	8.981747	8.42128	4.092282	4.997865	6.617852	8.983431
YBR129C	OPY1	8.286643	7.501059	9.030499	7.200049	8.639686	8.731613	8.93313	8.448052	7.912249
YBR130C	SHE3	6.786177	9.574505	9.685721	6.495735	8.058206	9.350102	8.955394	8.364799	9.56313
YBR131W	CCZ1	7.686618	8.076778	8.84919	8.536984	8.597208	8.397988	4.86192	6.970284	8.85795
YBR132C	AGP2	9.813516	11.605694	11.868674	11.063176	11.50651	11.054622	11.495299	10.826713	10.137495
YBR133C	HSL7	7.008875	9.176794	9.439237	9.44276	9.38036	9.000551	5.969936	9.46582	5.507446
YBR134W	YBR134W	8.025399	7.966051	8.041315	7.87598	8.001683	8.005387	5.236599	4.99692	1.178127
YBR135W	CKS1	0	0	0	0	0	0	0	0	0
YBR136W	MEC1	0	0	0	0	0	0	0	0	0
YBR137W	YBR137W	8.657813	7.861648	9.028448	8.468683	7.702275	7.623304	8.395079	8.318305	7.978787
YBR138C	HDR1	8.880689	8.664968	8.887326	8.617699	8.836198	8.060935	8.967442	8.803438	8.933718
YBR139W	YBR139W	7.513331	7.866873	8.587379	6.73837	7.089862	7.260558	8.119764	8.343344	8.147448
YBR140C	IRA1	0	0	0	0	0	0	0	0	0
YBR141C	YBR141C	10.528447	10.466136	10.503574	2.532972	9.773309	4.908388	9.902739	9.417403	9.255125
YBR142W	MAK5	0	0	0	0	0	0	0	0	0
YBR143C	SUP45	0	0	0	0	0	0	0	0	0
YBR144C	YBR144C	7.288321	7.293044	7.390642	6.716642	7.219493	7.257033	7.273843	7.362491	7.142085
YBR145W	ADH5	6.786383	6.871987	7.356623	6.480407	6.573916	6.603416	7.112098	6.879262	6.887197
YBR146W	MRPS9	8.469167	8.479133	8.451738	7.720235	8.496777	8.263062	8.332121	8.263869	8.482417
YBR147W	YBR147W	6.296975	6.404977	6.69866	6.176421	6.155859	6.28505	6.339975	6.449335	6.509651
YBR148W	YSW1	8.681152	8.830919	8.664144	8.831582	8.80994	8.766925	8.102836	8.413654	8.787988
YBR149W	ARA1	9.351936	9.401932	9.392605	9.382224	9.393641	9.346893	9.368088	9.004923	9.396874
YBR150C	TBS1	7.573147	8.083885	8.925389	8.95259	6.409485	5.121273	8.170946	8.790525	7.251234
YBR151W	APD1	9.390947	9.069846	9.544711	7.555066	7.549372	5.77769	9.43295	7.828036	8.296314
YBR152W	SPP381	0	0	0	0	0	0	0	0	0
YBR153W	RIB7	0	0	0	0	0	0	0	0	0
YBR154C	RPB5	0	0	0	0	0	0	0	0	0
YBR155W	CNS1	0	0	0	0	0	0	0	0	0
YBR156C	SLI15	8.551502	8.490362	8.618571	7.160716	8.584555	7.368441	8.625663	7.702955	7.496491
YBR157C	ICS2	7.309569	6.354951	8.877017	5.470932	7.171615	6.789462	8.499558	8.3364	8.018371
YBR158W	CST13	9.616086	9.44674	9.11573	9.436018	9.526446	9.304184	7.142211	9.108179	9.666743
YBR159W	YBR159W	7.412757	8.165036	7.951676	9.302773	8.96984	7.790905	7.319861	7.579561	4.185704
YBR160W	CDC28	0	0	0	0	0	0	0	0	0
YBR161W	YBR161W	7.328125	7.265973	9.501907	5.69505	6.035189	6.82014	7.334878	6.419997	7.291959
YBR162C	TOS1	8.03599	5.783336	9.156878	9.312791	9.529894	9.58547	5.543057	7.543224	9.60366
YBR162W-A	YSY6	6.447755	8.097036	7.73642	6.640041	2.999747	5.297536	8.895859	5.839481	6.414315
YBR163W	DEM1	7.834936	7.996653	8.769236	8.21772	8.062229	8.038835	8.664536	7.829785	7.881417
YBR164C	ARL1	8.037249	9.297688	9.382583	8.403379	8.002449	8.570441	8.686715	7.744685	7.214518
YBR165W	UBS1	0	0	0	0	0	0	0	0	0
YBR166C	TYR1	8.113719	8.371352	8.973422	8.795743	8.539151	8.646598	8.885368	8.697804	8.400097
YBR167C	POP7	0	0	0	0	0	0	0	0	0
YBR168W	YBR168W	7.056626	7.208903	8.174068	7.542184	7.66662	6.974969	7.384258	7.587956	7.34239
YBR169C	SSE2	8.105552	9.784346	9.439485	4.440034	5.179187	7.691981	5.202227	9.714544	8.862556
YBR170C	NPL4	0	0	0	0	0	0	0	0	0
YBR171W	SEC66	3.488485	5.434729	7.229361	6.759463	2.568667	3.746789	5.80958	7.509225	6.067132
YBR172C	SMY2	6.576246	7.521531	9.860207	4.893853	5.942019	3.768914	5.278754	6.837877	7.097544
YBR173C	UMP1	7.216658	9.454807	8.874315	7.488248	9.407514	1.78269	4.877791	7.832913	6.094716
YBR174C	YBR174C	0.031835	5.330211	7.447252	5.586294	2.256138	5.209232	0.980738	0.14121	6.763407
YBR175W	YBR175W	7.390684	1.487569	6.377036	6.731051	10.959633	4.978775	1.832961	7.27574	3.295255
YBR176W	ECM31	3.786381	9.971079	10.130848	10.441171	10.744807	9.828744	9.861554	2.172655	7.872231
YBR177C	EHT1	9.534743	9.531493	9.432736	9.232288	9.318938	8.177326	9.294648	8.831912	9.450147
YBR178W	YBR178W	7.580829	7.707562	7.718143	7.737363	7.632629	7.676065	7.231333	7.759415	7.759086
YBR179C	FZO1	6.301592	7.415348	7.141351	6.426102	6.627325	7.22322	7.004998	7.836584	6.909166
YBR180W	DTR1	9.057815	8.75832	9.139282	9.030032	9.134298	8.969993	8.385855	9.184944	5.32896
YBR181C	RPS6B	6.110175	6.550421	7.619744	6.517512	6.439207	7.434674	7.659694	6.326106	5.428897
YBR182C	SMP1	9.332248	9.338628	9.333339	9.220283	9.136254	3.224229	5.45667	8.996599	7.871679
YBR183W	YPC1	8.595471	8.976459	8.638392	9.198078	7.007343	9.384141	6.656541	1.531089	8.166611
YBR184W	YBR184W	8.444461	8.976547	8.781651	9.187922	9.207231	7.239711	9.211627	9.234654	9.075269
YBR185C	MBA1	9.243488	9.123328	9.368385	4.313981	8.790538	9.30446	8.566072	9.357505	7.828662
YBR186W	PCH2	6.361356	7.599406	9.538028	0.302513	8.499671	9.061708	8.630925	8.765274	9.43695
YBR187W	YBR187W	8.225314	8.753482	8.070888	8.731076	8.770693	8.317955	8.84861	7.188367	8.837384
YBR188C	NTC20	8.307797	8.725648	8.768707	8.180587	8.442867	5.586196	7.14185	8.764376	8.693567
YBR189W	RPS9B	7.801635	7.822953	8.475757	8.498113	7.81254	7.96015	8.336384	8.597752	7.919945
YBR190W	YBR190W	0	0	0	0	0	0	0	0	0
YBR191W	RPL21A	8.189336	7.681824	8.346033	8.163888	7.512848	8.181803	8.039238	8.336501	7.322954
YBR192W	RIM2	0	0	0	0	0	0	0	0	0
YBR193C	MED8	0	0	0	0	0	0	0	0	0
YBR194W	YBR194W	8.014989	7.808283	8.391318	7.739576	7.694339	7.4829	8.106007	8.23275	7.533408
YBR195C	MSI1	8.171467	1.494059	7.941922	3.155246	0.956197	0.205835	0.285038	32.30859	3.497857
YBR196C	PGI1	0	0	0	0	0	0	0	0	0
YBR197C	YBR197C	7.397161	8.458267	7.159846	8.509258	7.308223	7.419611	8.361986	3.588917	8.684348
YBR198C	TAF90	0	0	0	0	0	0	0	0	0
YBR199W	KTR4	9.202566	9.687008	9.616927	6.958594	9.03217	4.966714	7.863607	7.752291	7.768058
YBR200W	BEM1	6.868977	7.216955	8.188192	7.518936	7.64754	7.255053	7.546873	7.976324	6.919475
YBR201W	DER1	7.190212	8.302575	10.797702	10.857238	10.922967	10.814839	10.093442	11.026985	10.964425
YBR202W	CDC47	0	0	0	0	0	0	0	0	0
YBR203W	YBR203W	8.703084	9.213463	6.646286	9.098275	1.468917	9.437881	2.735544	7.636484	9.438756
YBR204C	YBR204C	8.04689	8.172484	8.9669	8.975914	8.799303	7.255269	8.635165	8.738401	6.965093
YBR205W	KTR3	9.526125	9.412074	9.508776	9.200193	8.805951	8.978099	7.895919	9.428612	9.370067
YBR206W	YBR206W	8.706174	8.514381	8.690594	8.688146	8.395435	8.422224	8.293982	6.429085	8.631637
YBR207W	FTH1	8.365883	8.280127	8.346249	8.294458	7.839686	8.160054	8.330767	8.2174	7.932394
YBR208C	"DUR1,2"	6.522844	7.898957	9.19681	7.355048	1.995771	9.1401	24.38205	65.034334	2.028021
YBR209W	YBR209W	0	0	0	0	0	0	0	0	0
YBR210W	YBR210W	9.172414	8.992187	8.997623	8.085702	9.02353	6.791653	8.828289	9.170521	8.535139
YBR211C	AME1	0	0	0	0	0	0	0	0	0
YBR212W	NGR1	8.724329	5.945393	8.724391	8.401187	7.297727	6.435758	8.346371	7.507213	8.651267
YBR213W	MET8	7.391687	8.194245	8.145152	8.126086	8.108291	8.168289	6.960861	7.93473	7.527743
YBR214W	SDS24	8.524681	9.348391	9.504279	8.652717	9.625	9.688709	9.693267	9.355161	9.424969
YBR215W	HPC2	9.574772	5.638248	7.567491	8.002998	9.617944	7.788538	29.009365	5.13359	25.188056
YBR216C	YBR216C	8.787475	9.588493	8.254746	7.12608	9.639534	7.081855	9.681358	3.411751	3.581183
YBR217W	APG12	5.267305	5.595709	10.799789	6.99881	10.786573	10.599691	10.677197	10.331205	10.631092
YBR218C	PYC2	8.59125	8.594032	8.751502	8.533891	8.632294	8.68777	8.64852	8.598247	8.487182
YBR219C	YBR219C	8.877692	1.580661	8.443859	8.681899	8.544816	8.925641	8.023424	6.32235	7.228011
YBR220C	YBR220C	8.763046	8.752015	8.673179	8.760923	8.697592	8.351106	8.223836	3.49589	7.986204
YBR221C	PDB1	7.488529	7.456679	7.656917	7.676365	7.723967	4.895534	7.369715	7.635509	7.717995
YBR222C	FAT2	9.514304	8.951649	9.635071	9.15189	9.509815	7.352866	8.779852	9.516051	9.250695
YBR223C	YBR223C	8.264607	5.334415	9.460747	4.594339	9.461284	9.130764	9.303419	4.722403	7.421834
YBR224W	YBR224W	8.763687	8.789754	8.757317	8.138787	8.824748	5.660631	8.850605	8.641203	8.85804
YBR225W	YBR225W	5.902466	8.645517	8.912622	6.008862	5.203462	8.746054	7.243305	7.828014	7.681406
YBR226C	YBR226C	8.965768	8.964419	8.588167	8.292746	8.692825	8.981734	7.796293	7.497089	1.164714
YBR227C	MCX1	6.348837	6.563597	9.215439	7.170159	8.611761	2.083106	8.063364	8.033835	7.677128
YBR228W	SLX1	9.447388	6.535838	9.171914	6.146817	7.472479	1.77303	2.047435	8.277799	7.034398
YBR229C	ROT2	6.593278	8.947456	8.949511	5.786252	7.493957	5.516015	4.251473	5.726616	8.623492
YBR230C	YBR230C	7.979143	10.360277	10.240308	6.743233	10.235283	8.711503	4.820995	3.577955	4.497793
YBR231C	AOR1	2.626735	2.54884	6.15592	2.851488	2.663555	2.3117	2.936215	3.049812	2.714743
YBR232C	YBR232C	8.402062	8.418721	9.082275	7.531547	7.981656	8.59854	7.022814	7.623104	7.65335
YBR233W	PBP2	7.502468	8.154039	8.781732	6.81739	8.922104	8.195788	8.970214	8.851551	8.835386
YBR234C	ARC40	0	0	0	0	0	0	0	0	0
YBR235W	YBR235W	8.334704	8.178679	9.637353	6.478366	7.542875	26.113352	4.879656	7.9465	3.325794
YBR236C	ABD1	0	0	0	0	0	0	0	0	0
YBR237W	PRP5	0	0	0	0	0	0	0	0	0
YBR238C	YBR238C	4.146462	8.758485	8.076137	9.230984	7.363129	9.251558	1.514162	8.689022	8.655233
YBR239C	YBR239C	9.308129	9.265662	9.323662	6.554002	7.270819	8.443651	9.234038	9.267956	7.551364
YBR240C	THI2	8.970253	8.736668	9.258795	8.943293	9.568122	9.426265	2.755496	7.719926	8.746829
YBR241C	YBR241C	8.366587	8.087915	10.29401	8.071789	10.226162	10.045528	10.340537	10.266392	9.387179
YBR242W	YBR242W	6.188931	4.662739	9.793343	6.135673	9.151902	9.968291	5.198324	1.831243	-0.588695
YBR243C	ALG7	0	0	0	0	0	0	0	0	0
YBR244W	GPX2	2.715969	2.819341	7.723398	-0.333703	4.294492	8.591949	1.575854	6.188417	6.905496
YBR245C	ISW1	8.543065	8.087208	9.297764	9.265671	9.295648	9.252318	1.484611	8.645501	8.494674
YBR246W	YBR246W	7.667947	6.23112	7.682291	7.680326	7.625274	7.34419	7.507982	7.3422	6.601978
YBR247C	ENP1	0	0	0	0	0	0	0	0	0
YBR248C	HIS7	7.171829	7.672564	7.998055	8.219703	8.228967	7.856508	8.283364	7.929771	5.846544
YBR249C	ARO4	8.407249	2.124295	9.348048	9.290337	8.149814	9.272356	6.710168	8.161369	9.377065
YBR250W	YBR250W	9.671547	8.953412	9.646352	6.615257	4.929206	7.646734	7.707664	6.156789	9.497296
YBR251W	MRPS5	7.260607	7.012763	7.603835	7.259226	7.173686	7.310317	7.395523	7.776296	6.812887
YBR252W	DUT1	0	0	0	0	0	0	0	0	0
YBR253W	SRB6	0	0	0	0	0	0	0	0	0
YBR254C	TRS20	0	0	0	0	0	0	0	0	0
YBR255W	YBR255W	8.403226	4.961937	8.304754	8.260249	8.656857	7.589727	8.16035	7.670359	8.243464
YBR256C	RIB5	0	0	0	0	0	0	0	0	0
YBR257W	POP4	0	0	0	0	0	0	0	0	0
YBR258C	YBR258C	9.981224	10.069306	9.839246	8.748288	10.092118	7.942637	10.005549	8.740974	9.604676
YBR259W	YBR259W	8.336155	9.113508	9.03265	6.360618	9.430682	8.689921	6.011708	8.388274	9.467472
YBR260C	RGD1	9.005236	9.22064	9.302685	6.578226	8.414738	7.760618	3.614457	8.626412	9.289257
YBR261C	YBR261C	7.750587	7.897717	7.772982	7.575784	5.792191	5.492152	3.162295	2.568632	7.249864
YBR262C	YBR262C	8.534539	10.348069	11.046573	10.96613	10.138946	10.555902	7.867327	7.35017	5.224325
YBR263W	SHM1	7.18682	7.125167	7.208025	7.172455	7.200331	7.199179	7.196543	6.675856	7.178162
YBR264C	YPT10	8.660709	6.539853	7.669426	8.351889	0.396445	8.837331	8.72665	6.363398	7.190467
YBR265W	TSC10	0	0	0	0	0	0	0	0	0
YBR266C	YBR266C	7.732322	8.217646	8.490933	8.02627	7.882536	8.048379	8.575466	8.722795	7.712723
YBR267W	YBR267W	6.612733	7.572694	7.730115	7.161845	7.007808	7.411259	7.579385	7.881796	7.363382
YBR268W	MRPL37	7.910144	7.965131	8.523615	8.164957	8.27329	7.829806	8.337551	8.593447	7.860151
YBR269C	YBR269C	7.748214	7.518454	8.093247	7.659705	6.791901	5.572614	7.888654	7.74099	7.052053
YBR270C	YBR270C	7.778684	7.812233	7.692611	5.199449	7.614195	7.076669	6.783213	7.748367	6.960974
YBR271W	YBR271W	8.2549	8.462758	8.328782	7.745268	8.123639	8.252022	8.47236	8.420606	7.723123
YBR272C	HSM3	9.208864	4.409368	9.017068	9.264166	9.263479	3.270843	9.167923	9.240039	8.577731
YBR273C	YBR273C	9.871052	9.692326	8.543376	9.309596	8.275024	9.802103	10.304743	10.383794	9.63195
YBR274W	CHK1	0	0	0	0	0	0	0	0	0
YBR275C	RIF1	7.354517	7.411095	7.558514	7.642056	7.048712	7.560128	6.81802	6.369371	7.176057
YBR276C	PPS1	9.993581	9.554286	10.005743	9.946222	5.996638	9.883211	9.314136	5.879706	1.292805
YBR277C	YBR277C	6.240858	7.672616	7.89017	7.600694	7.861294	6.21694	6.665953	7.721537	6.845633
YBR278W	DPB3	6.038303	3.684719	7.587915	6.352367	7.807373	7.727845	7.398135	3.241739	7.766827
YBR279W	PAF1	8.903953	9.053733	8.938254	8.9011	9.037592	9.01105	9.082434	9.057101	8.911958
YBR280C	YBR280C	7.178596	10.692119	10.155324	6.134019	8.706877	9.824037	10.591687	7.585179	10.693231
YBR281C	YBR281C	7.157066	7.54471	9.604263	5.374714	6.436663	5.821773	6.591063	8.511591	7.879319
YBR282W	MRPL27	8.346212	8.291898	8.573731	8.496727	8.62921	8.237268	8.480773	8.597491	8.260153
YBR283C	SSH1	7.672752	7.873981	5.642991	4.342299	8.313595	7.471579	8.255879	8.269452	7.821855
YBR284W	YBR284W	7.493768	7.834617	9.238278	6.287555	6.363446	7.688114	6.631118	8.871702	7.654988
YBR285W	YBR285W	7.495245	7.469959	7.708809	7.690324	7.620613	7.669606	7.782552	7.784087	7.490664
YBR286W	APE3	9.571946	8.954432	9.858915	6.646435	6.726896	6.184484	5.157321	6.869795	9.419121
YBR287W	YBR287W	9.296464	9.219677	9.327784	9.318222	9.265296	9.141567	8.73515	7.750823	8.460815
YBR288C	APM3	7.60752	7.257146	7.426818	7.444209	7.263201	7.103181	7.52304	7.494169	7.585006
YBR289W	SNF5	7.20502	7.779398	8.42876	7.737297	7.287572	7.54232	7.769903	8.010804	7.97336
YBR290W	BSD2	6.17858	7.600838	10.067129	4.338909	3.119814	6.02018	7.455187	7.946902	6.645945
YBR291C	CTP1	8.126028	9.091298	9.14429	9.028937	8.99355	4.923608	9.247978	7.801087	8.480829
YBR292C	YBR292C	8.044534	7.970111	10.057187	2.833451	1.09355	1.049034	1.361692	6.558519	8.766307
YBR293W	YBR293W	7.766563	9.637605	9.625017	7.896553	8.135098	8.684071	8.796127	9.164198	5.851688
YBR294W	SUL1	10.581121	10.444381	10.45752	3.100696	3.529017	6.774808	4.482347	5.188589	6.795354
YBR295W	PCA1	8.083798	6.436562	9.125527	5.957394	6.618024	6.462378	6.694389	5.954721	8.822665
YBR296C	PHO89	8.479549	7.852112	9.523792	9.611031	6.635195	5.088593	1.626012	5.505853	6.364051
YBR297W	MAL33	9.272468	9.261541	9.273435	7.61332	9.04529	8.48195	7.42734	9.087222	9.106246
YBR298C	MAL31	9.842377	9.691784	9.816664	9.805378	8.736179	9.816678	8.616033	5.309471	7.00676
YBR299W	MAL32	10.004334	10.216948	10.103484	9.092717	10.205193	9.017948	10.076199	10.045625	9.342246
YBR300C	YBR300C	9.383763	8.685612	9.80208	8.902928	8.622331	6.586986	9.478086	9.670541	9.774763
YBR301W	DAN3	9.424343	9.483942	9.727908	9.44734	5.893703	9.58394	5.782463	9.626285	9.111817
YCL001W	RER1	8.678396	9.699029	10.087198	9.843892	9.844869	9.049417	6.010653	10.038893	8.967293
YCL001W-A	YCL001W-A	3.105046	8.541137	8.75447	8.525562	8.78212	8.684122	0.423353	8.752553	8.56003
YCL002C	YCL002C	8.849761	11.178093	11.2231	7.111439	6.616636	7.44013	9.514831	10.166101	9.345985
YCL003W		0	0	0	0	0	0	0	0	0
YCL004W	PGS1	0	0	0	0	0	0	0	0	0
YCL005W	YCL005W	7.631604	4.23489	7.688348	7.486697	7.043947	5.132605	22.614793	5.208088	7.895064
YCL006C		8.502741	7.640688	9.430463	6.550924	6.92393	6.88914	7.622303	7.26295	7.823621
YCL007C	CWH36	7.199416	7.316418	8.207665	7.596067	7.592413	7.338211	7.795778	8.131998	8.103801
YCL008C	STP22	8.518188	7.730505	7.519035	6.675466	8.325599	8.725431	6.234008	6.712274	8.78327
YCL009C	ILV6	8.455614	8.551057	10.073235	4.686848	5.401842	7.551744	7.306991	7.597642	6.84549
YCL010C	SGF29	3.551424	6.141194	3.164886	1.778681	7.912216	1.863727	36.835442	15.288246	8.146151
YCL011C	GBP2	7.612058	8.510852	8.813955	5.129051	7.825279	7.320715	7.888667	6.837941	6.632594
YCL012W	YCL012W	8.95035	9.139874	9.43646	5.701004	7.396486	7.236827	8.691325	6.804726	7.8816
YCL013W		9.253949	8.052031	9.386833	7.658326	7.881792	6.348561	8.460828	8.561887	8.330104
YCL014W	BUD3	7.26582	8.13111	9.808026	6.256673	7.423451	9.028733	9.484293	6.729386	7.265361
YCL016C	DCC1	6.295616	6.336318	6.997062	6.53299	6.43735	6.306691	6.698817	7.236639	6.119726
YCL017C	NFS1	0	0	0	0	0	0	0	0	0
YCL022C	YCL022C	9.260363	9.25601	9.21624	8.259349	9.16898	7.908296	8.492775	9.282054	9.118431
YCL023C	YCL023C	8.895562	8.32554	9.375157	6.315151	6.64442	7.810268	8.517449	7.232828	7.648389
YCL024W	KCC4	8.938597	9.805462	9.713263	9.820678	9.200139	6.261206	9.845849	5.599599	6.602373
YCL025C	AGP1	8.102364	8.245571	8.55057	8.52851	8.511677	8.335715	8.337783	8.179895	8.562856
YCL026C		10.135536	9.463245	9.689362	9.72478	9.934722	10.150847	8.927589	9.956254	10.00519
YCL026C-A	FRM2	8.367849	9.217576	9.688902	8.831026	9.427952	9.359597	9.733079	8.917164	9.852898
YCL027W	FUS1	5.944329	9.292593	9.654031	2.752837	8.833973	7.045148	9.572248	6.986093	5.993985
YCL028W	RNQ1	-2.910221	5.017587	10.188878	-5.540115	-0.677706	-2.865688	7.594368	1.363043	6.332626
YCL029C	BIK1	8.475138	8.066569	8.616725	8.218452	7.937629	3.027819	8.212974	8.35286	8.382031
YCL030C	HIS4	9.25242	8.356369	8.484338	9.734138	9.117944	9.716778	8.214055	9.676768	9.611445
YCL031C	RRP7	0	0	0	0	0	0	0	0	0
YCL032W	STE50	10.06801	10.063926	9.811812	9.64202	9.654158	9.208082	9.314475	9.397726	10.016732
YCL033C	YCL033C	8.786777	8.972812	8.881174	9.018648	8.476632	8.776955	8.269177	8.596157	8.6326
YCL034W	YCL034W	10.454935	10.537255	10.534578	9.834284	10.402127	10.04143	10.53639	10.495149	10.051864
YCL035C	GRX1	6.896695	7.140705	9.605223	4.836883	5.549766	4.964411	5.844426	7.91253	7.790758
YCL036W	YCL036W	8.720881	8.651177	8.039671	8.852717	8.362467	8.799329	8.41846	7.374011	8.431301
YCL037C	SRO9	5.956341	6.447494	7.535742	5.781431	4.702575	7.558478	5.319413	7.985238	4.393559
YCL038C	AUT4	8.358486	8.441868	9.219811	7.242191	8.080197	7.565435	8.586015	8.438987	7.097245
