ORF	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008
YGL040C	-0.776	-0.036	NaN	NaN	NaN	NaN
YGL041C	NaN	NaN	NaN	NaN	NaN	NaN
YGL042C	NaN	NaN	0.098	0.966	NaN	NaN
YGL043W	NaN	NaN	-0.725	1.000	NaN	NaN
YGL044C	0.500	0.013	NaN	NaN	NaN	NaN
YGL045W	NaN	NaN	1.144	1.575	0.510	NaN
YGL046W	NaN	NaN	-0.013	-0.319	NaN	NaN
YGL047W	4.824	1.918	NaN	NaN	NaN	NaN
YGL048C	4.388	-0.153	NaN	NaN	NaN	NaN
YGL049C	NaN	NaN	-0.311	-0.581	NaN	NaN
YGL050W	NaN	NaN	-0.270	-0.069	NaN	NaN
YGL051W	NaN	NaN	-0.887	-0.487	NaN	NaN
YGL053W	NaN	NaN	-1.043	-0.371	NaN	NaN
YGL054C	NaN	NaN	-1.236	-0.603	NaN	NaN
YGL055W	NaN	NaN	NaN	NaN	NaN	NaN
YGL056C	NaN	NaN	-1.122	-1.515	NaN	NaN
YGL057C	NaN	NaN	-0.442	0.287	NaN	NaN
YGL058W	NaN	NaN	NaN	NaN	NaN	NaN
YGL059W	NaN	NaN	-1.262	-0.823	NaN	NaN
YGL060W	NaN	NaN	-1.179	0.088	NaN	NaN
YGL061C	1.572	-0.215	NaN	NaN	NaN	NaN
YGL062W	NaN	NaN	-0.361	-0.969	NaN	NaN
YGL063W	NaN	NaN	0.439	0.330	0.543	NaN
YGL064C	NaN	NaN	4.537	-1.691	1.730	NaN
YGL065C	-0.997	-0.213	NaN	NaN	NaN	NaN
YGL066W	NaN	NaN	-0.641	3.064	NaN	NaN
YGL067W	NaN	NaN	-1.336	-0.399	NaN	NaN
YGL068W	0.420	0.735	NaN	NaN	NaN	NaN
YGL069C	1.979	0.213	NaN	NaN	NaN	NaN
YGL070C	NaN	NaN	NaN	NaN	NaN	NaN
YGL071W	NaN	NaN	-0.472	-0.576	NaN	1.176
YGL072C	NaN	NaN	-0.994	-3.050	NaN	NaN
YGL073W	1.286	0.172	NaN	NaN	NaN	NaN
YGL074C	0.099	1.223	NaN	NaN	NaN	NaN
YGL075C	NaN	NaN	NaN	NaN	NaN	NaN
YGL076C	NaN	NaN	NaN	NaN	NaN	NaN
YGL077C	NaN	NaN	0.097	-2.046	NaN	NaN
YGL078C	NaN	NaN	NaN	NaN	NaN	NaN
YGL079W	NaN	NaN	-0.646	-0.256	NaN	NaN
YGL080W	NaN	NaN	-0.198	-0.062	NaN	NaN
YGL081W	NaN	NaN	1.085	0.892	NaN	NaN
YGL082W	NaN	NaN	0.315	0.525	NaN	NaN
YGL083W	NaN	NaN	-1.423	-0.362	NaN	NaN
YGL084C	NaN	NaN	-0.001	0.731	NaN	NaN
YGL085W	NaN	NaN	-0.270	-0.140	NaN	NaN
YGL086W	NaN	NaN	-0.354	-0.817	NaN	NaN
YGL087C	NaN	NaN	-0.053	2.059	0.899	0.948
YGL088W	NaN	NaN	NaN	NaN	NaN	NaN
YGL089C	NaN	NaN	-0.996	-1.153	NaN	NaN
YGL090W	NaN	NaN	-1.303	-0.910	NaN	NaN
YGL091C	-0.482	-1.111	NaN	NaN	NaN	NaN
YGL092W	-2.003	-0.710	NaN	NaN	NaN	NaN
YGL093W	NaN	NaN	NaN	NaN	NaN	NaN
YGL094C	NaN	NaN	-0.175	-1.415	0.717	NaN
YGL095C	NaN	NaN	NaN	NaN	NaN	NaN
YGL096W	NaN	NaN	-0.526	-0.233	NaN	NaN
YGL097W	-1.206	-0.610	NaN	NaN	NaN	NaN
YGL098W	0.899	-0.002	NaN	NaN	NaN	NaN
YGL099W	NaN	NaN	NaN	NaN	NaN	NaN
YGL101W	NaN	NaN	-1.235	-0.644	NaN	NaN
YGL102C	-1.685	-1.775	NaN	NaN	NaN	NaN
YGL103W	-1.765	-1.166	NaN	NaN	NaN	NaN
YGL104C	NaN	NaN	NaN	NaN	NaN	NaN
YGL105W	NaN	NaN	NaN	NaN	NaN	NaN
YGL107C	NaN	NaN	NaN	NaN	1.298	NaN
YGL108C	NaN	NaN	-0.487	-0.747	NaN	NaN
YGL109W	NaN	NaN	0.396	0.094	NaN	NaN
YGL110C	NaN	NaN	-1.808	-1.256	NaN	NaN
YGL111W	0.180	-0.246	NaN	NaN	NaN	NaN
YGL112C	-3.181	-0.598	NaN	NaN	NaN	NaN
YGL113W	-4.017	0.690	NaN	NaN	NaN	NaN
YGL114W	NaN	NaN	-0.352	-0.712	NaN	NaN
YGL115W	NaN	NaN	NaN	NaN	NaN	NaN
YGL116W	NaN	NaN	NaN	NaN	NaN	NaN
YGL117W	NaN	NaN	1.777	0.433	NaN	NaN
YGL118C	NaN	NaN	NaN	NaN	NaN	NaN
YGL120C	-0.835	1.147	NaN	NaN	0.963	NaN
YGL121C	NaN	NaN	-0.585	-0.804	NaN	NaN
YGL122C	-0.853	1.019	NaN	NaN	NaN	NaN
YGL123W	-4.726	-2.699	NaN	NaN	NaN	NaN
YGL124C	NaN	NaN	-1.066	-1.194	NaN	NaN
YGL125W	NaN	NaN	-0.628	-0.616	NaN	NaN
YGL126W	NaN	NaN	1.902	-0.238	NaN	NaN
YGL127C	NaN	NaN	0.167	1.223	NaN	0.737
YGL128C	0.582	0.481	NaN	NaN	NaN	NaN
YGL129C	NaN	NaN	1.985	0.214	0.930	NaN
YGL130W	4.464	0.744	NaN	NaN	NaN	0.539
YGL131C	NaN	NaN	-0.342	-2.025	NaN	NaN
YGL132W	NaN	NaN	0.394	-0.353	NaN	NaN
YGL133W	NaN	NaN	-1.022	-0.742	NaN	NaN
YGL135W	NaN	NaN	NaN	NaN	NaN	NaN
YGL136C	NaN	NaN	1.402	0.779	NaN	NaN
YGL137W	0.839	0.164	NaN	NaN	NaN	NaN
YGL138C	NaN	NaN	2.054	0.766	NaN	NaN
YGL139W	NaN	NaN	-1.209	-1.417	NaN	NaN
YGL140C	NaN	NaN	-1.043	-1.200	NaN	NaN
YGL141W	NaN	NaN	-0.743	-0.978	NaN	NaN
YGL142C	0.150	0.077	NaN	NaN	NaN	NaN
YGL143C	NaN	NaN	3.638	-1.549	0.962	NaN
YGL144C	NaN	NaN	-1.973	-1.026	NaN	NaN
YGL145W	1.220	0.704	NaN	NaN	NaN	NaN
YGL146C	NaN	NaN	-1.042	-0.335	NaN	NaN
YGL147C	NaN	NaN	-2.612	-2.043	NaN	NaN
YGL148W	NaN	NaN	3.338	-0.410	0.608	NaN
YGL149W	NaN	NaN	-1.354	-0.784	NaN	NaN
YGL150C	0.646	0.292	NaN	NaN	NaN	NaN
YGL151W	NaN	NaN	-0.559	0.444	NaN	NaN
YGL152C	NaN	NaN	0.325	-0.571	NaN	NaN
YGL153W	NaN	NaN	2.044	-0.005	NaN	NaN
YGL154C	NaN	NaN	0.934	1.096	NaN	NaN
YGL155W	0.818	0.274	NaN	NaN	NaN	NaN
YGL156W	NaN	NaN	-0.334	-0.400	NaN	NaN
YGL157W	NaN	NaN	0.756	1.073	NaN	NaN
YGL158W	NaN	NaN	0.881	0.818	NaN	NaN
YGL159W	NaN	NaN	-0.606	-0.563	NaN	NaN
YGL160W	NaN	NaN	0.429	0.428	NaN	NaN
YGL161C	NaN	NaN	-0.730	-0.441	NaN	NaN
YGL162W	NaN	NaN	0.434	-0.763	NaN	NaN
YGL163C	NaN	NaN	NaN	NaN	0.722	2.382
YGL164C	NaN	NaN	0.192	0.605	NaN	NaN
YGL165C	NaN	NaN	-0.838	-0.419	NaN	NaN
YGL166W	NaN	NaN	0.294	0.396	NaN	NaN
YGL167C	NaN	NaN	1.276	1.187	NaN	NaN
YGL168W	NaN	NaN	0.517	1.224	NaN	NaN
YGL169W	-5.814	-1.158	NaN	NaN	NaN	NaN
YGL170C	NaN	NaN	-0.357	0.373	NaN	NaN
YGL171W	1.853	-0.139	NaN	NaN	NaN	NaN
YGL172W	-1.179	-1.209	NaN	NaN	NaN	NaN
YGL175C	NaN	NaN	NaN	NaN	NaN	NaN
YGL176C	NaN	NaN	0.126	-0.371	NaN	NaN
YGL177W	NaN	NaN	-0.555	-0.324	NaN	NaN
YGL179C	NaN	NaN	-1.673	-0.930	NaN	NaN
YGL180W	NaN	NaN	-0.338	-0.085	NaN	NaN
YGL181W	NaN	NaN	0.580	-0.597	NaN	NaN
YGL194C	NaN	NaN	0.383	-1.442	0.651	NaN
YGL195W	NaN	NaN	NaN	NaN	NaN	NaN
YGL196W	NaN	NaN	-1.734	-1.963	NaN	NaN
YGL197W	NaN	NaN	NaN	NaN	NaN	NaN
YGL198W	NaN	NaN	-1.044	-1.004	NaN	NaN
YGL199C	NaN	NaN	0.455	-0.304	NaN	NaN
YGL200C	NaN	NaN	NaN	NaN	NaN	NaN
YGL201C	-1.922	-0.268	NaN	NaN	NaN	NaN
YGL202W	NaN	NaN	-0.618	0.248	NaN	NaN
YGL203C	NaN	NaN	-1.169	-1.849	NaN	NaN
YGL205W	NaN	NaN	-0.521	-0.403	NaN	NaN
YGL206C	NaN	NaN	NaN	NaN	NaN	NaN
YGL207W	-1.325	-0.918	NaN	NaN	NaN	NaN
YGL208W	NaN	NaN	-0.691	-1.725	NaN	NaN
YGL209W	NaN	NaN	0.151	-0.596	NaN	NaN
YGL210W	NaN	NaN	-0.406	-0.501	NaN	NaN
YGL211W	NaN	NaN	NaN	NaN	NaN	NaN
YGL212W	NaN	NaN	-0.331	-0.220	NaN	NaN
YGL213C	NaN	NaN	-0.116	-1.405	NaN	NaN
YGL214W	NaN	NaN	0.322	-1.342	NaN	NaN
YGL215W	NaN	NaN	-1.328	-2.116	NaN	NaN
YGL216W	NaN	NaN	0.947	0.536	NaN	NaN
YGL217C	NaN	NaN	-0.857	-0.680	NaN	NaN
YGL218W	NaN	NaN	NaN	NaN	0.704	NaN
YGL219C	NaN	NaN	3.934	0.267	NaN	NaN
YGL220W	NaN	NaN	-0.929	-1.168	0.570	NaN
YGL221C	NaN	NaN	0.183	-0.302	NaN	NaN
YGL222C	NaN	NaN	-0.042	-0.199	NaN	NaN
YGL223C	NaN	NaN	NaN	NaN	NaN	NaN
YGL224C	NaN	NaN	-0.826	-0.765	NaN	NaN
YGL225W	0.758	0.827	NaN	NaN	NaN	NaN
YGL226C-A	NaN	NaN	0.376	-0.559	NaN	NaN
YGL226W	NaN	NaN	-1.918	-0.700	NaN	NaN
YGL227W	NaN	NaN	0.287	-1.937	0.865	NaN
YGL228W	NaN	NaN	-1.103	0.623	NaN	NaN
YGL229C	NaN	NaN	NaN	NaN	NaN	NaN
YGL230C	NaN	NaN	-1.111	-0.629	NaN	NaN
YGL231C	NaN	NaN	-1.157	-0.468	NaN	0.546
YGL232W	NaN	NaN	2.278	0.317	0.661	NaN
YGL233W	1.096	-1.471	NaN	NaN	NaN	NaN
YGL234W	NaN	NaN	0.098	-0.519	NaN	NaN
YGL235W	NaN	NaN	-0.745	-1.094	NaN	NaN
YGL236C	NaN	NaN	-0.010	-1.281	NaN	NaN
YGL237C	NaN	NaN	2.673	0.688	NaN	NaN
YGL238W	0.102	-0.645	NaN	NaN	NaN	NaN
YGL239C	0.877	-1.191	NaN	NaN	NaN	NaN
YGL240W	NaN	NaN	NaN	NaN	0.693	NaN
YGL241W	NaN	NaN	-2.104	-0.554	NaN	NaN
YGL242C	NaN	NaN	-1.289	-1.292	NaN	NaN
YGL243W	NaN	NaN	-0.528	-0.847	NaN	NaN
YGL244W	NaN	NaN	NaN	NaN	NaN	NaN
YGL245W	2.280	-0.238	NaN	NaN	NaN	NaN
YGL246C	NaN	NaN	NaN	NaN	NaN	NaN
YGL247W	0.631	-0.917	NaN	NaN	NaN	NaN
YGL248W	NaN	NaN	-0.441	-0.351	NaN	NaN
YGL249W	NaN	NaN	-1.676	-0.683	NaN	NaN
YGL250W	NaN	NaN	0.049	-2.402	NaN	NaN
YGL251C	NaN	NaN	NaN	NaN	NaN	NaN
YGL252C	NaN	NaN	0.231	0.948	0.712	NaN
YGL253W	NaN	NaN	-1.379	-0.965	NaN	NaN
YGL254W	NaN	NaN	-0.753	-1.690	NaN	NaN
YGL255W	NaN	NaN	-1.227	-0.921	NaN	NaN
YGL256W	NaN	NaN	-0.395	-0.907	NaN	NaN
YGL257C	NaN	NaN	0.004	0.308	NaN	NaN
YGL258W	NaN	NaN	0.184	0.358	NaN	NaN
YGL259W	NaN	NaN	0.505	0.396	NaN	NaN
YGL260W	NaN	NaN	0.263	-0.429	NaN	NaN
YGL261C	NaN	NaN	0.540	0.821	NaN	NaN
YGL262W	NaN	NaN	0.968	-0.100	NaN	NaN
YGL263W	NaN	NaN	-0.020	-1.422	NaN	NaN
YGR001C	NaN	NaN	0.596	0.496	NaN	NaN
YGR002C	0.109	0.781	NaN	NaN	NaN	NaN
YGR003W	NaN	NaN	0.053	-0.148	NaN	NaN
YGR004W	NaN	NaN	NaN	NaN	NaN	NaN
YGR005C	0.698	1.173	NaN	NaN	NaN	NaN
YGR006W	NaN	NaN	NaN	NaN	NaN	NaN
YGR007W	NaN	NaN	-0.102	-0.364	NaN	NaN
YGR008C	NaN	NaN	-0.224	0.267	NaN	NaN
YGR009C	-0.805	-0.709	NaN	NaN	NaN	NaN
YGR010W	NaN	NaN	NaN	NaN	NaN	NaN
YGR011W	NaN	NaN	-0.617	-1.085	NaN	NaN
YGR012W	NaN	NaN	-1.299	-0.162	NaN	NaN
YGR013W	-0.584	-1.237	NaN	NaN	NaN	NaN
YGR014W	NaN	NaN	NaN	NaN	NaN	NaN
YGR015C	NaN	NaN	-0.962	-0.647	NaN	NaN
YGR016W	NaN	NaN	NaN	NaN	NaN	NaN
YGR017W	NaN	NaN	-0.707	-0.659	NaN	NaN
YGR018C	NaN	NaN	-0.763	-0.474	NaN	NaN
YGR019W	NaN	NaN	NaN	NaN	NaN	NaN
YGR020C	NaN	NaN	NaN	NaN	NaN	NaN
YGR021W	NaN	NaN	NaN	NaN	NaN	NaN
YGR022C	NaN	NaN	-0.341	-0.255	NaN	NaN
YGR023W	NaN	NaN	1.506	1.717	NaN	NaN
YGR024C	0.909	0.198	NaN	NaN	NaN	NaN
YGR025W	NaN	NaN	-0.173	0.003	NaN	NaN
YGR026W	NaN	NaN	-1.178	-0.571	NaN	NaN
YGR027C	NaN	NaN	-1.085	-0.353	NaN	NaN
YGR028W	NaN	NaN	-1.118	-0.822	NaN	NaN
YGR029W	0.367	-0.718	NaN	NaN	NaN	NaN
YGR030C	-0.509	-0.297	NaN	NaN	NaN	NaN
YGR031W	NaN	NaN	-0.468	-0.356	NaN	NaN
YGR032W	NaN	NaN	-0.151	0.908	NaN	NaN
YGR033C	NaN	NaN	-1.171	-0.735	NaN	NaN
YGR034W	NaN	NaN	-1.109	-1.460	NaN	NaN
YGR035C	NaN	NaN	-0.716	-0.024	NaN	NaN
YGR036C	NaN	NaN	NaN	NaN	NaN	NaN
YGR037C	NaN	NaN	NaN	NaN	NaN	NaN
YGR038W	NaN	NaN	1.611	-0.024	NaN	NaN
YGR039W	NaN	NaN	-0.758	-0.524	NaN	NaN
YGR040W	NaN	NaN	-0.557	0.021	NaN	NaN
YGR041W	NaN	NaN	-0.248	0.435	NaN	NaN
YGR042W	NaN	NaN	-0.766	-0.037	NaN	NaN
YGR043C	NaN	NaN	-0.713	-0.481	NaN	NaN
YGR044C	NaN	NaN	-0.679	-0.610	NaN	NaN
YGR045C	NaN	NaN	-0.800	-0.559	NaN	NaN
YGR046W	NaN	NaN	NaN	NaN	NaN	NaN
YGR047C	-1.472	-0.274	NaN	NaN	NaN	NaN
YGR048W	-0.891	0.114	NaN	NaN	NaN	NaN
YGR049W	NaN	NaN	-0.062	-0.240	NaN	NaN
YGR050C	NaN	NaN	-0.408	-0.561	NaN	NaN
YGR051C	NaN	NaN	-2.129	-2.122	NaN	NaN
YGR052W	NaN	NaN	-0.599	0.320	NaN	NaN
YGR053C	NaN	NaN	-0.567	-0.555	NaN	NaN
YGR054W	NaN	NaN	-0.955	-1.217	NaN	NaN
YGR055W	NaN	NaN	-0.262	-0.856	NaN	NaN
YGR056W	NaN	NaN	NaN	NaN	NaN	NaN
YGR057C	NaN	NaN	-1.592	-2.299	NaN	NaN
YGR058W	NaN	NaN	-0.941	0.473	NaN	NaN
YGR059W	NaN	NaN	-1.327	-1.459	NaN	NaN
YGR060W	-0.431	-0.733	NaN	NaN	NaN	NaN
YGR061C	NaN	NaN	-1.059	-0.948	NaN	NaN
YGR062C	NaN	NaN	6.392	-1.569	NaN	NaN
YGR063C	NaN	NaN	1.810	-2.677	1.007	NaN
YGR064W	NaN	NaN	3.550	-2.775	0.906	NaN
YGR065C	NaN	NaN	NaN	NaN	NaN	NaN
YGR066C	NaN	NaN	-1.205	-0.553	NaN	NaN
YGR067C	NaN	NaN	-0.163	-0.048	NaN	NaN
YGR068C	NaN	NaN	-0.772	-1.000	NaN	NaN
YGR069W	NaN	NaN	-0.914	-1.321	NaN	NaN
YGR070W	NaN	NaN	NaN	NaN	NaN	NaN
YGR071C	NaN	NaN	-0.681	-0.376	NaN	NaN
YGR072W	NaN	NaN	-0.901	-2.280	NaN	NaN
YGR073C	-0.558	-0.705	NaN	NaN	NaN	NaN
YGR074W	0.249	-0.727	NaN	NaN	NaN	NaN
YGR075C	-0.229	0.050	NaN	NaN	NaN	NaN
YGR076C	NaN	NaN	2.024	-1.982	1.341	NaN
YGR077C	NaN	NaN	0.177	-0.770	0.535	NaN
YGR078C	NaN	NaN	-0.622	-0.560	NaN	NaN
YGR079W	NaN	NaN	-0.483	-0.124	NaN	NaN
YGR080W	NaN	NaN	-0.573	0.114	NaN	NaN
YGR081C	NaN	NaN	-2.485	-1.923	NaN	NaN
YGR082W	0.711	-0.626	NaN	NaN	NaN	NaN
YGR083C	0.396	-0.534	NaN	NaN	NaN	NaN
YGR084C	NaN	NaN	-0.741	-0.494	NaN	NaN
YGR085C	NaN	NaN	NaN	NaN	NaN	NaN
YGR086C	NaN	NaN	0.189	-0.243	NaN	NaN
YGR087C	NaN	NaN	-0.357	-0.624	NaN	NaN
YGR088W	NaN	NaN	0.003	-0.374	NaN	NaN
YGR089W	NaN	NaN	0.321	-1.240	NaN	NaN
YGR090W	0.401	-1.106	NaN	NaN	NaN	NaN
YGR091W	-1.457	-1.543	NaN	NaN	NaN	NaN
YGR092W	NaN	NaN	4.999	4.783	0.562	NaN
YGR093W	NaN	NaN	-0.394	0.188	NaN	NaN
YGR094W	-0.403	-0.703	NaN	NaN	NaN	NaN
YGR095C	-4.501	-1.994	NaN	NaN	NaN	NaN
YGR096W	NaN	NaN	-0.910	-0.629	NaN	NaN
YGR097W	NaN	NaN	-0.260	2.516	NaN	NaN
YGR098C	-0.990	0.777	NaN	NaN	NaN	NaN
YGR099W	NaN	NaN	NaN	NaN	NaN	NaN
YGR100W	NaN	NaN	-0.590	0.287	NaN	NaN
YGR101W	NaN	NaN	NaN	NaN	NaN	NaN
YGR102C	NaN	NaN	5.160	-1.090	1.903	NaN
YGR103W	0.158	1.768	NaN	NaN	NaN	NaN
YGR104C	NaN	NaN	NaN	NaN	NaN	NaN
YGR105W	NaN	NaN	NaN	NaN	NaN	NaN
YGR106C	NaN	NaN	-0.466	1.325	NaN	NaN
YGR107W	NaN	NaN	-0.881	-0.652	NaN	NaN
YGR108W	NaN	NaN	-1.079	-0.986	NaN	NaN
YGR109C	NaN	NaN	-0.484	-0.668	NaN	NaN
YGR110W	NaN	NaN	-0.318	-0.383	NaN	NaN
YGR111W	NaN	NaN	-0.460	-0.857	NaN	NaN
YGR112W	NaN	NaN	NaN	NaN	1.357	NaN
YGR113W	-0.479	-0.778	NaN	NaN	NaN	NaN
YGR114C	-1.289	-1.393	NaN	NaN	NaN	NaN
YGR115C	2.837	2.282	NaN	NaN	NaN	NaN
YGR116W	-1.658	-1.455	NaN	NaN	NaN	NaN
YGR117C	NaN	NaN	NaN	NaN	NaN	NaN
YGR118W	NaN	NaN	-2.866	-3.157	NaN	NaN
YGR119C	-1.336	-0.510	NaN	NaN	NaN	NaN
YGR120C	0.985	0.132	NaN	NaN	NaN	NaN
YGR121C	NaN	NaN	-1.336	-0.784	NaN	NaN
YGR122C-A	NaN	NaN	-0.173	-0.018	NaN	NaN
YGR122W	NaN	NaN	-0.224	0.552	NaN	NaN
YGR123C	NaN	NaN	-0.330	-1.072	NaN	NaN
YGR124W	NaN	NaN	-0.531	-1.519	NaN	NaN
YGR125W	NaN	NaN	-0.876	-1.009	NaN	NaN
YGR126W	NaN	NaN	-0.833	-1.020	NaN	NaN
YGR127W	NaN	NaN	-0.379	-1.256	NaN	NaN
YGR128C	-2.355	-0.458	NaN	NaN	NaN	NaN
YGR129W	NaN	NaN	-0.298	-1.257	NaN	NaN
YGR130C	NaN	NaN	0.292	-0.365	NaN	NaN
YGR131W	NaN	NaN	-1.901	-0.450	NaN	NaN
YGR132C	NaN	NaN	1.088	-1.172	NaN	NaN
YGR133W	NaN	NaN	2.923	-1.256	NaN	NaN
YGR134W	NaN	NaN	0.087	-0.373	NaN	NaN
YGR135W	NaN	NaN	0.370	0.873	0.920	NaN
YGR136W	NaN	NaN	-0.245	-0.555	NaN	NaN
YGR137W	NaN	NaN	-3.350	-1.173	NaN	NaN
YGR138C	NaN	NaN	0.147	-0.619	NaN	NaN
YGR139W	NaN	NaN	-0.730	-0.566	NaN	NaN
YGR140W	1.061	-0.990	NaN	NaN	NaN	NaN
YGR141W	NaN	NaN	-1.364	-1.353	NaN	NaN
YGR142W	NaN	NaN	-0.265	-0.787	NaN	NaN
YGR143W	NaN	NaN	0.309	0.266	NaN	NaN
YGR144W	NaN	NaN	-1.410	-2.330	NaN	NaN
YGR145W	-2.710	-1.379	NaN	NaN	NaN	NaN
YGR146C	NaN	NaN	-0.896	-1.384	NaN	NaN
YGR147C	0.057	-0.462	NaN	NaN	NaN	NaN
YGR148C	NaN	NaN	-0.707	-0.835	NaN	NaN
YGR149W	NaN	NaN	-1.095	-1.126	NaN	NaN
YGR150C	NaN	NaN	7.225	-0.788	1.956	NaN
YGR151C	NaN	NaN	1.495	0.059	NaN	NaN
YGR152C	NaN	NaN	-0.580	-0.476	NaN	NaN
YGR153W	NaN	NaN	-0.893	-0.186	NaN	NaN
YGR154C	NaN	NaN	-0.064	0.209	NaN	NaN
YGR155W	NaN	NaN	NaN	NaN	NaN	0.773
YGR156W	-0.339	-0.578	NaN	NaN	NaN	NaN
YGR157W	NaN	NaN	-0.034	-0.245	NaN	NaN
YGR158C	-4.158	-1.100	NaN	NaN	NaN	NaN
YGR159C	NaN	NaN	NaN	NaN	NaN	NaN
YGR160W	NaN	NaN	NaN	NaN	NaN	NaN
YGR161C	NaN	NaN	-1.155	-1.236	NaN	NaN
YGR162W	NaN	NaN	-0.627	-1.353	NaN	NaN
YGR163W	NaN	NaN	-1.412	-1.163	NaN	NaN
YGR164W	NaN	NaN	1.711	0.722	NaN	NaN
YGR165W	NaN	NaN	NaN	NaN	NaN	NaN
YGR166W	NaN	NaN	1.035	0.678	NaN	NaN
YGR167W	NaN	NaN	2.596	1.897	NaN	NaN
YGR168C	NaN	NaN	-1.589	-1.312	NaN	NaN
YGR169C	NaN	NaN	-0.276	0.627	NaN	NaN
YGR170W	NaN	NaN	-1.124	-1.517	NaN	NaN
YGR171C	NaN	NaN	4.807	-1.585	1.861	NaN
YGR172C	0.620	0.591	NaN	NaN	NaN	NaN
YGR173W	NaN	NaN	0.006	-0.390	NaN	NaN
YGR174C	NaN	NaN	3.203	-0.217	0.961	NaN
YGR175C	-0.379	-0.714	NaN	NaN	NaN	NaN
YGR176W	NaN	NaN	-0.987	-0.652	NaN	NaN
YGR177C	NaN	NaN	-1.559	-1.245	NaN	NaN
YGR178C	NaN	NaN	0.046	-2.321	NaN	NaN
YGR179C	NaN	NaN	NaN	NaN	NaN	NaN
YGR180C	NaN	NaN	NaN	NaN	NaN	NaN
YGR181W	NaN	NaN	3.243	-0.511	NaN	NaN
YGR182C	NaN	NaN	4.988	-0.373	0.600	NaN
YGR183C	NaN	NaN	12.393	0.934	1.046	NaN
YGR184C	NaN	NaN	NaN	NaN	NaN	NaN
YGR185C	0.243	0.306	NaN	NaN	NaN	NaN
YGR186W	NaN	NaN	NaN	NaN	NaN	NaN
YGR187C	NaN	NaN	0.415	-0.783	NaN	NaN
YGR188C	NaN	NaN	NaN	NaN	NaN	NaN
YGR189C	NaN	NaN	-0.235	0.143	NaN	NaN
YGR190C	0.445	-0.429	NaN	NaN	NaN	NaN
YGR191W	-0.270	-0.607	NaN	NaN	NaN	NaN
YGR192C	NaN	NaN	-1.058	-0.517	NaN	NaN
YGR193C	NaN	NaN	0.729	0.668	NaN	NaN
YGR194C	NaN	NaN	-1.383	-1.137	NaN	NaN
YGR195W	0.816	-0.776	NaN	NaN	NaN	NaN
YGR196C	NaN	NaN	-1.510	-0.391	NaN	NaN
YGR197C	NaN	NaN	-0.056	-0.227	NaN	NaN
YGR198W	-1.066	-0.463	NaN	NaN	NaN	NaN
YGR199W	NaN	NaN	-1.241	-0.898	NaN	NaN
YGR200C	NaN	NaN	NaN	NaN	NaN	NaN
YGR201C	NaN	NaN	-0.172	0.046	NaN	0.634
YGR202C	NaN	NaN	-0.629	-1.478	NaN	NaN
YGR203W	NaN	NaN	-0.380	0.445	NaN	NaN
YGR204W	NaN	NaN	NaN	NaN	NaN	NaN
YGR205W	NaN	NaN	-1.114	-0.742	NaN	NaN
YGR206W	NaN	NaN	-0.852	-0.792	NaN	NaN
YGR207C	NaN	NaN	-0.043	-0.473	NaN	NaN
YGR208W	NaN	NaN	-0.446	0.188	0.712	NaN
YGR209C	NaN	NaN	0.264	-0.289	NaN	NaN
YGR210C	NaN	NaN	-1.150	-1.137	NaN	0.522
YGR211W	1.187	2.755	NaN	NaN	0.572	NaN
YGR212W	NaN	NaN	0.066	-0.380	NaN	NaN
YGR213C	NaN	NaN	-1.418	-1.592	NaN	NaN
YGR214W	NaN	NaN	-1.833	-2.030	NaN	NaN
YGR215W	NaN	NaN	2.530	-0.317	1.665	NaN
YGR216C	0.921	-0.001	NaN	NaN	NaN	NaN
YGR217W	NaN	NaN	-0.750	-0.455	NaN	NaN
YGR218W	1.227	0.079	NaN	NaN	NaN	NaN
YGR219W	NaN	NaN	3.696	-1.772	1.966	NaN
YGR220C	NaN	NaN	4.447	-0.159	1.126	NaN
YGR221C	NaN	NaN	0.588	1.165	NaN	NaN
YGR222W	NaN	NaN	6.296	-0.059	1.161	NaN
YGR223C	NaN	NaN	0.841	1.263	NaN	NaN
YGR224W	NaN	NaN	0.900	0.853	NaN	NaN
YGR225W	NaN	NaN	NaN	NaN	NaN	NaN
YGR226C	NaN	NaN	-0.472	-0.408	NaN	NaN
YGR227W	NaN	NaN	-0.080	-0.188	NaN	NaN
YGR228W	NaN	NaN	-0.477	0.454	NaN	NaN
YGR229C	NaN	NaN	-0.321	2.296	NaN	NaN
YGR230W	NaN	NaN	1.173	0.652	NaN	NaN
