ORF	hap alpha | cell death | phosphate starvation [unknown] | Gresham D~Botstein D, 2011	hap alpha | cell death | leucine starvation [unknown] | Gresham D~Botstein D, 2011
YIL155C	0.003	0.032
YIL156W	0.003	0.041
YIL157C	0.007	0.055
YIL158W	-0.001	0.013
YIL159W	0.002	0.031
YIL160C	0.002	0.026
YIL161W	0.001	0.019
YIL162W	0.002	0.025
YIL163C	0.002	0.027
YIL164C	0.004	0.025
YIL165C	0.001	0.026
YIL166C	0.002	0.028
YIL173W	0.002	0.032
YIR001C	0.003	0.029
YIR002C	0.001	0.003
YIR003W	0.003	0.028
YIR004W	0.000	0.050
YIR005W	0.002	0.040
YIR007W	0.012	0.032
YIR009W	0.000	0.052
YIR013C	0.002	0.029
YIR014W	0.003	0.035
YIR016W	0.002	0.028
YIR017C	0.003	0.047
YIR018W	0.002	0.029
YIR019C	0.002	0.023
YIR020C	0.002	0.028
YIR020W-A	0.003	0.021
YIR021W	0.005	0.070
YIR023W	0.001	0.028
YIR024C	0.002	0.030
YIR025W	0.002	0.032
YIR026C	0.003	0.038
YIR027C	0.002	0.028
YIR028W	0.002	0.028
YIR029W	0.002	0.028
YIR030C	0.002	0.032
YIR031C	0.002	0.032
YIR032C	0.002	0.026
YIR033W	0.004	0.045
YIR034C	0.002	0.028
YIR035C	0.002	0.031
YIR036C	0.002	0.033
YIR038C	0.002	0.032
YIR039C	0.002	0.031
YIR042C	0.002	0.033
YJL003W	0.004	0.015
YJL013C	0.002	0.030
YJL016W	0.001	0.030
YJL020C	0.003	0.027
YJL022W	0.000	0.056
YJL023C	0.001	0.055
YJL024C	0.004	0.031
YJL027C	0.003	0.031
YJL030W	0.003	0.028
YJL036W	0.006	0.025
YJL037W	0.003	0.027
YJL038C	0.002	0.033
YJL042W	0.003	0.031
YJL043W	0.002	0.029
YJL044C	0.002	0.028
YJL045W	0.000	0.031
YJL046W	0.007	0.069
YJL047C	0.002	0.020
YJL048C	0.003	0.029
YJL049W	0.002	0.034
YJL051W	0.002	0.026
YJL052W	0.005	0.040
YJL053W	0.003	0.022
YJL055W	0.002	0.028
YJL056C	0.001	0.027
YJL057C	0.001	0.025
YJL058C	0.002	0.028
YJL060W	0.002	0.024
YJL062W	0.008	0.022
YJL063C	0.005	0.038
YJL064W	0.002	0.017
YJL065C	0.003	0.018
YJL066C	0.002	0.029
YJL067W	0.002	0.030
YJL068C	0.002	0.029
YJL070C	0.002	0.032
YJL071W	0.006	0.010
YJL073W	0.002	0.028
YJL075C	0.012	0.015
YJL077C	0.003	0.023
YJL078C	0.002	0.029
YJL079C	0.002	0.030
YJL080C	0.009	0.072
YJL082W	0.002	0.032
YJL083W	0.002	0.031
YJL084C	0.002	0.033
YJL092W	0.002	0.033
YJL093C	0.001	0.035
YJL094C	0.003	0.035
YJL095W	0.005	0.152
YJL096W	0.005	0.061
YJL098W	0.003	0.024
YJL099W	0.002	0.034
YJL100W	0.002	0.032
YJL101C	0.004	0.048
YJL102W	0.005	0.094
YJL103C	0.004	0.035
YJL106W	0.002	0.031
YJL107C	0.002	0.031
YJL108C	0.002	0.030
YJL110C	0.003	0.035
YJL112W	0.002	0.028
YJL115W	0.002	0.030
YJL116C	0.002	0.030
YJL117W	0.014	0.037
YJL118W	0.003	0.032
YJL119C	0.003	0.034
YJL120W	0.001	0.064
YJL122W	0.003	0.031
YJL123C	0.001	0.057
YJL124C	0.028	NaN
YJL126W	0.002	0.030
YJL128C	0.001	0.030
YJL129C	0.002	0.026
YJL130C	0.000	0.029
YJL131C	0.003	0.031
YJL132W	0.002	0.028
YJL133W	-0.001	0.016
YJL134W	0.000	0.033
YJL135W	0.001	0.032
YJL136C	0.037	0.051
YJL137C	0.002	0.020
YJL138C	0.005	0.051
YJL139C	0.001	0.015
YJL141C	-0.002	0.020
YJL142C	0.002	0.031
YJL144W	0.001	0.025
YJL145W	0.000	0.027
YJL146W	0.000	0.026
YJL147C	0.000	0.016
YJL148W	-0.001	0.034
YJL149W	0.003	0.029
YJL150W	0.000	0.023
YJL151C	0.003	0.014
YJL152W	0.001	0.017
YJL153C	0.004	0.044
YJL154C	0.004	0.025
YJL155C	0.001	0.029
YJL157C	-0.000	0.021
YJL158C	0.001	0.038
YJL159W	-0.002	0.015
YJL160C	0.001	0.026
YJL162C	-0.001	0.015
YJL163C	0.001	0.030
YJL164C	0.002	0.063
YJL165C	0.000	0.009
YJL168C	0.002	0.036
YJL169W	-0.000	0.036
YJL170C	0.002	0.032
YJL171C	0.000	0.020
YJL172W	0.002	0.016
YJL175W	0.001	0.046
YJL176C	0.014	NaN
YJL177W	0.001	0.028
YJL178C	0.003	0.041
YJL179W	0.007	0.046
YJL180C	0.005	0.031
YJL181W	0.002	0.032
YJL183W	0.003	0.052
YJL184W	0.006	NaN
YJL185C	0.001	0.030
YJL186W	-0.001	0.020
YJL187C	0.000	0.016
YJL188C	0.006	0.075
YJL189W	0.009	0.059
YJL190C	0.004	0.041
YJL191W	0.002	0.032
YJL193W	0.000	0.045
YJL196C	0.001	0.019
YJL197W	0.001	0.037
YJL198W	0.000	0.031
YJL199C	-0.002	0.052
YJL200C	0.002	0.025
YJL201W	0.003	0.045
YJL204C	0.003	0.060
YJL206C	0.002	0.028
YJL207C	0.000	0.038
YJL208C	0.001	0.016
YJL209W	0.004	0.045
YJL210W	-0.000	0.016
YJL211C	0.004	0.021
YJL212C	0.001	0.034
YJL213W	0.000	0.020
YJL214W	0.002	0.024
YJL215C	0.002	0.028
YJL216C	0.002	0.030
YJL217W	0.001	0.024
YJL218W	-0.000	0.024
YJR001W	0.003	0.031
YJR003C	0.002	0.029
YJR004C	0.003	0.031
YJR005W	0.002	0.030
YJR009C	0.002	0.029
YJR010C-A	0.002	0.010
YJR010W	0.003	0.068
YJR011C	0.003	0.023
YJR014W	0.002	0.031
YJR015W	0.000	0.044
YJR018W	0.008	0.059
YJR019C	0.001	0.036
YJR020W	0.002	0.030
YJR021C	0.002	0.023
YJR024C	0.002	0.059
YJR025C	0.002	0.031
YJR031C	0.002	0.031
YJR032W	0.003	0.025
YJR033C	0.001	0.056
YJR035W	0.002	0.030
YJR036C	0.002	0.032
YJR037W	0.002	0.030
YJR038C	0.002	0.033
YJR039W	0.002	0.025
YJR040W	0.001	0.023
YJR043C	0.003	0.024
YJR044C	0.006	0.011
YJR047C	0.002	0.032
YJR048W	0.000	0.061
YJR049C	0.003	0.020
YJR050W	0.005	0.029
YJR051W	0.002	0.031
YJR052W	0.003	0.001
YJR053W	0.002	0.026
YJR054W	0.003	0.032
YJR055W	0.007	0.030
YJR056C	0.002	0.004
YJR058C	0.002	0.027
YJR059W	0.003	0.031
YJR060W	0.008	0.032
YJR061W	0.002	0.031
YJR062C	0.002	0.032
YJR063W	0.005	0.046
YJR066W	0.002	0.003
YJR073C	0.011	0.001
YJR074W	0.007	0.040
YJR075W	0.002	0.065
YJR077C	0.006	0.040
YJR078W	-0.001	0.031
YJR079W	0.003	0.036
YJR080C	0.002	0.029
YJR082C	0.003	0.035
YJR083C	0.002	0.031
YJR084W	0.003	0.040
YJR087W	0.002	0.029
YJR088C	0.000	0.019
YJR092W	0.001	0.019
YJR094C	0.003	0.030
YJR095W	0.002	0.029
YJR096W	0.002	0.028
YJR097W	0.002	0.041
YJR098C	0.003	0.030
YJR099W	0.002	0.035
YJR100C	0.002	0.031
YJR102C	0.006	0.015
YJR105W	0.014	0.010
YJR107W	0.002	0.032
YJR108W	0.002	0.030
YJR109C	0.005	NaN
YJR110W	0.001	0.007
YJR111C	0.004	0.029
YJR113C	0.004	0.049
YJR115W	0.003	0.010
YJR116W	0.002	0.029
YJR117W	0.003	0.038
YJR118C	0.002	0.017
YJR119C	0.002	0.025
YJR121W	0.008	0.034
YJR122W	0.010	NaN
YJR124C	0.003	0.029
YJR125C	-0.000	0.026
YJR126C	0.005	0.031
YJR127C	0.002	0.048
YJR128W	0.003	0.042
YJR129C	0.000	0.039
YJR130C	0.002	0.026
YJR133W	0.001	0.033
YJR134C	0.002	0.035
YJR135C	0.002	0.029
YJR137C	0.004	0.069
YJR140C	0.001	0.043
YJR142W	0.002	0.025
YJR145C	0.003	0.041
YJR146W	0.002	0.030
YJR147W	0.004	0.033
YJR148W	0.003	0.049
YJR149W	0.002	0.025
YJR150C	0.002	0.028
YJR152W	0.002	0.030
YJR153W	0.002	0.028
YJR154W	0.002	0.029
YJR159W	0.003	0.016
YKL001C	0.004	0.058
YKL002W	0.017	0.045
YKL003C	0.005	0.065
YKL005C	0.001	0.032
YKL006W	0.004	0.062
YKL007W	0.002	0.023
YKL008C	0.002	0.032
YKL010C	0.001	0.064
YKL011C	0.005	0.036
YKL015W	0.002	0.026
YKL016C	0.004	0.113
YKL017C	0.002	0.029
YKL020C	0.002	0.032
YKL023W	0.002	0.031
YKL025C	0.005	0.021
YKL026C	0.001	0.026
YKL027W	0.004	0.030
YKL029C	0.001	0.038
YKL030W	0.001	0.026
YKL031W	0.003	0.032
YKL032C	0.003	0.021
YKL033W-A	0.002	0.025
YKL034W	0.004	0.016
YKL037W	0.004	0.018
YKL038W	0.003	0.026
YKL039W	0.002	0.033
YKL040C	0.010	NaN
YKL041W	0.020	0.039
YKL043W	0.002	0.030
YKL044W	0.003	0.032
YKL046C	0.003	0.031
YKL047W	0.002	0.030
YKL048C	0.001	0.029
YKL050C	0.002	0.028
YKL051W	0.002	0.026
YKL053C-A	0.003	0.026
YKL053W	0.011	0.035
YKL054C	0.020	0.012
YKL055C	0.006	0.055
YKL056C	0.002	0.032
YKL057C	0.011	0.057
YKL061W	0.002	0.046
YKL062W	0.003	0.033
YKL063C	0.003	0.031
YKL064W	0.002	0.036
YKL065C	0.003	0.035
YKL066W	0.002	0.029
YKL067W	0.002	0.030
YKL068W	0.002	0.024
YKL069W	0.009	0.026
YKL070W	0.002	0.032
YKL071W	0.002	0.026
YKL072W	0.002	0.032
YKL073W	0.004	0.018
YKL074C	0.002	0.021
YKL075C	0.002	0.025
YKL076C	0.002	0.027
YKL077W	0.004	0.038
YKL079W	0.002	0.029
YKL081W	0.002	0.027
YKL084W	0.002	0.022
YKL085W	0.003	0.021
YKL086W	0.002	0.034
YKL087C	0.006	0.067
YKL090W	NaN	0.032
YKL091C	0.002	0.027
YKL092C	0.003	0.032
YKL096W	0.002	0.026
YKL096W-A	0.001	0.030
YKL097C	0.001	0.029
YKL098W	0.004	0.035
YKL100C	0.002	0.032
YKL101W	0.002	0.033
YKL102C	0.002	0.030
YKL103C	0.002	0.031
YKL106W	0.003	0.041
YKL107W	0.002	0.031
YKL109W	0.006	0.066
YKL110C	0.002	0.026
YKL113C	0.002	0.014
YKL115C	0.005	0.035
YKL116C	0.003	0.035
YKL117W	0.002	0.031
YKL120W	0.002	0.054
YKL121W	0.003	0.030
YKL127W	0.002	0.031
YKL128C	0.002	0.029
YKL130C	0.002	0.032
YKL131W	0.004	0.031
YKL132C	0.002	0.032
YKL133C	0.002	0.033
YKL134C	0.003	0.035
YKL136W	0.003	0.040
YKL137W	0.003	0.028
YKL138C	0.006	0.089
YKL139W	0.009	0.034
YKL140W	0.003	0.032
YKL142W	0.003	0.037
YKL143W	0.002	0.030
YKL146W	0.002	0.022
YKL149C	0.007	0.026
YKL150W	0.002	0.029
YKL151C	0.002	0.021
YKL155C	0.004	0.054
YKL156W	0.001	0.047
YKL157W	0.002	0.024
YKL159C	0.002	0.036
YKL160W	0.001	0.030
YKL161C	0.001	0.032
YKL162C	0.003	0.027
YKL162C-A	0.002	0.037
YKL163W	0.002	0.031
YKL164C	0.002	0.031
YKL166C	0.001	0.030
YKL167C	0.003	0.026
YKL168C	0.002	0.032
YKL169C	0.003	0.032
YKL170W	0.004	0.105
YKL171W	0.001	0.025
YKL174C	0.002	0.028
YKL175W	0.003	0.026
YKL176C	0.005	0.014
YKL177W	0.002	0.039
YKL178C	0.003	0.055
YKL179C	0.002	0.038
YKL183W	0.002	0.028
YKL184W	0.002	0.038
YKL185W	0.004	0.037
YKL187C	0.002	0.027
YKL188C	0.002	0.033
YKL190W	0.001	0.038
YKL191W	0.002	0.039
YKL194C	0.005	0.045
YKL197C	0.005	0.017
YKL198C	0.002	0.031
YKL201C	0.001	0.028
YKL202W	0.002	0.035
YKL204W	0.025	0.032
YKL205W	0.002	0.086
YKL206C	-0.001	0.041
YKL207W	0.001	0.021
YKL208W	0.004	0.068
YKL211C	0.002	NaN
YKL212W	0.006	0.046
YKL213C	0.026	0.088
YKL214C	0.002	0.034
YKL215C	0.001	0.024
YKL217W	0.002	0.034
YKL218C	0.002	0.034
YKL220C	-0.001	0.018
YKL222C	0.000	0.022
YKR001C	0.010	0.026
YKR003W	-0.002	NaN
YKR005C	0.001	0.022
YKR006C	0.008	0.055
YKR007W	0.003	0.016
YKR009C	0.002	0.031
YKR010C	0.001	0.036
YKR011C	0.002	0.031
YKR012C	0.002	0.034
YKR013W	0.000	0.016
YKR014C	0.002	0.033
YKR015C	0.002	0.031
YKR016W	0.005	0.042
YKR017C	0.002	0.022
YKR018C	-0.000	0.036
YKR019C	0.000	0.016
YKR021W	0.001	0.020
YKR023W	0.000	0.031
YKR024C	0.004	0.057
YKR026C	0.001	0.065
YKR027W	0.002	0.028
YKR028W	0.004	0.010
YKR029C	0.003	0.032
YKR030W	0.002	0.031
YKR031C	0.004	0.026
YKR032W	0.002	0.030
YKR033C	0.002	0.032
YKR034W	0.003	0.030
YKR035C	0.014	0.026
YKR035W-A	0.012	0.025
YKR036C	0.002	0.030
YKR039W	0.001	0.032
YKR040C	-0.001	0.032
YKR042W	0.001	0.053
YKR043C	0.002	0.030
YKR044W	0.003	0.036
YKR045C	-0.001	0.031
YKR046C	0.003	0.034
YKR047W	0.002	0.019
YKR048C	0.002	0.016
YKR049C	0.001	0.022
YKR050W	0.003	0.030
YKR051W	0.003	0.023
YKR052C	0.002	0.024
YKR053C	0.001	0.029
YKR054C	0.003	0.028
YKR055W	0.002	0.028
YKR056W	0.002	0.019
YKR057W	0.002	0.025
YKR058W	0.002	0.030
YKR059W	0.002	0.027
YKR061W	0.003	0.027
YKR065C	0.004	0.031
YKR066C	0.002	0.027
YKR067W	0.003	0.033
YKR069W	0.003	0.063
YKR070W	0.002	0.014
YKR072C	0.002	0.029
YKR073C	0.001	0.027
YKR074W	0.003	0.019
YKR075C	0.002	0.033
YKR076W	0.002	0.030
YKR077W	0.002	0.025
YKR078W	0.002	0.032
YKR080W	0.002	0.029
YKR082W	0.007	0.036
YKR085C	0.004	0.082
YKR087C	0.002	0.021
YKR088C	0.002	0.028
YKR089C	0.002	0.026
YKR090W	0.001	0.027
YKR091W	0.001	0.031
YKR092C	0.000	0.028
YKR093W	-0.001	0.042
YKR094C	0.004	0.042
YKR095W	0.004	0.014
YKR096W	0.001	0.027
YKR097W	0.004	0.027
YKR099W	0.000	0.011
YKR100C	0.002	0.009
YKR102W	0.002	0.026
YKR103W	0.000	0.017
YKR104W	0.002	0.027
YKR105C	0.002	0.029
YKR106W	0.002	0.028
YLL001W	0.002	0.024
YLL002W	0.004	0.018
YLL005C	0.003	0.030
YLL006W	0.016	0.029
YLL007C	0.003	0.109
YLL009C	0.005	0.053
YLL010C	0.000	0.016
YLL012W	0.003	0.029
YLL013C	0.001	0.018
YLL014W	0.002	0.024
YLL015W	0.003	0.031
YLL018C	0.003	NaN
YLL018C-A	0.005	0.053
YLL019C	0.012	0.029
YLL020C	0.007	0.027
YLL021W	0.002	0.027
YLL023C	0.003	0.032
YLL024C	0.003	0.035
YLL025W	0.002	0.026
YLL026W	0.001	0.058
YLL027W	0.009	NaN
YLL028W	0.002	0.033
YLL029W	0.002	0.015
YLL030C	0.002	0.025
YLL032C	-0.000	0.058
YLL033W	0.005	0.091
YLL038C	0.002	0.024
YLL039C	0.006	0.032
YLL040C	0.004	0.026
YLL041C	0.006	0.005
YLL042C	0.009	0.179
YLL043W	0.017	0.059
YLL044W	0.002	0.027
YLL045C	0.002	0.020
YLL046C	0.002	0.026
YLL047W	0.002	0.024
YLL048C	0.002	0.026
YLL049W	0.003	0.030
YLL052C	0.002	0.029
YLL053C	0.002	0.029
YLL054C	0.003	0.030
YLL055W	0.002	0.046
YLL056C	0.002	0.024
YLL057C	0.002	0.028
YLL058W	0.002	0.031
YLL059C	0.002	0.031
YLL060C	0.001	0.031
YLL061W	0.002	0.032
YLL062C	0.002	0.029
YLL063C	0.002	0.030
YLR001C	0.003	0.032
YLR003C	0.001	0.037
YLR004C	0.002	0.029
YLR006C	0.001	0.028
YLR011W	0.002	0.025
YLR012C	0.002	0.028
YLR013W	0.003	0.028
YLR014C	0.002	0.021
YLR015W	0.004	0.024
YLR016C	0.002	0.027
YLR017W	0.002	0.034
YLR018C	0.005	0.035
YLR019W	0.001	0.031
YLR020C	0.003	0.029
YLR021W	0.008	0.040
YLR023C	0.001	0.051
YLR025W	0.014	0.024
YLR028C	0.002	0.032
YLR030W	0.002	0.035
YLR031W	0.001	0.042
YLR032W	0.002	0.022
YLR034C	0.003	0.030
YLR035C	0.002	0.031
YLR036C	0.003	0.031
YLR037C	0.002	0.030
YLR038C	0.006	0.055
YLR039C	0.002	0.036
YLR040C	0.002	0.038
YLR041W	0.003	0.036
YLR042C	0.003	0.029
YLR043C	0.003	0.028
YLR044C	0.005	0.080
YLR046C	0.003	0.032
YLR047C	0.003	0.027
YLR048W	0.002	0.025
YLR049C	0.001	0.018
YLR050C	0.002	0.033
YLR052W	0.009	0.029
YLR053C	0.002	0.027
YLR054C	0.002	0.028
YLR055C	0.006	0.072
YLR056W	0.001	0.048
YLR057W	0.003	0.029
YLR058C	-0.002	0.050
YLR059C	0.003	0.032
YLR061W	0.002	0.027
YLR062C	0.051	0.106
YLR063W	0.003	0.027
YLR064W	0.001	0.020
YLR065C	0.004	0.024
YLR066W	0.001	0.066
YLR067C	0.005	0.054
YLR068W	0.002	0.027
YLR069C	0.005	0.068
YLR070C	0.004	0.107
YLR072W	0.002	0.026
YLR073C	0.003	0.025
YLR074C	0.003	0.026
YLR077W	0.003	0.041
YLR079W	0.004	0.032
YLR080W	0.002	0.029
YLR081W	0.002	0.027
YLR082C	0.001	0.083
YLR085C	0.004	0.026
YLR089C	0.005	0.018
YLR090W	0.002	0.026
YLR091W	0.005	0.040
YLR092W	0.003	0.029
YLR093C	0.002	0.034
YLR094C	0.002	0.023
YLR095C	0.005	0.029
YLR096W	0.003	0.038
YLR097C	0.003	0.031
YLR098C	0.002	0.029
YLR099C	0.002	0.027
YLR102C	0.003	0.026
YLR104W	0.002	0.036
YLR106C	-0.000	0.059
YLR107W	0.001	0.027
YLR108C	0.002	0.034
YLR109W	0.003	0.029
YLR110C	0.001	0.022
YLR111W	0.002	0.021
YLR112W	0.001	0.054
YLR113W	0.004	0.029
YLR114C	0.002	0.013
YLR118C	0.001	0.034
YLR119W	0.006	0.017
YLR121C	0.003	0.028
YLR122C	0.002	0.026
YLR123C	0.002	0.026
YLR124W	0.002	0.030
YLR125W	0.006	0.046
YLR126C	0.003	0.019
YLR128W	0.002	0.028
YLR130C	0.008	0.032
YLR131C	0.002	0.034
YLR133W	0.003	0.031
YLR135W	0.002	0.032
YLR136C	0.001	0.031
YLR137W	0.003	0.030
YLR138W	0.003	0.025
YLR139C	0.005	0.136
YLR142W	0.003	0.026
YLR143W	0.002	0.034
YLR144C	0.002	0.035
YLR146C	0.005	0.035
YLR148W	0.017	0.006
YLR149C	0.002	0.026
YLR150W	0.003	0.020
YLR151C	0.002	0.032
YLR152C	0.002	0.029
YLR154C	0.002	0.029
YLR164W	0.003	0.030
YLR165C	0.002	0.031
YLR168C	0.003	0.023
YLR169W	0.003	0.041
YLR170C	0.002	0.049
YLR171W	0.003	0.049
YLR172C	0.000	0.038
YLR173W	0.002	0.030
YLR174W	0.003	0.030
YLR176C	0.002	0.026
YLR177W	0.003	0.032
YLR178C	0.002	0.028
YLR179C	0.003	0.033
YLR180W	0.004	0.037
YLR181C	0.005	0.016
YLR182W	0.006	0.025
YLR183C	0.001	0.021
YLR184W	0.001	0.033
YLR185W	0.003	0.020
YLR187W	0.001	0.031
YLR188W	0.003	0.030
YLR189C	0.002	0.031
YLR190W	0.003	0.030
YLR191W	0.004	0.010
YLR192C	0.004	0.042
YLR193C	0.002	0.037
YLR194C	0.001	0.024
YLR199C	0.003	0.031
YLR200W	0.007	0.055
YLR201C	0.006	0.068
YLR202C	0.006	0.068
YLR203C	0.005	0.067
YLR204W	0.005	0.040
YLR205C	0.002	0.029
YLR206W	0.003	0.023
YLR207W	0.001	0.031
YLR209C	0.002	0.020
YLR210W	0.002	0.028
YLR211C	0.003	0.038
YLR213C	0.003	0.030
YLR214W	0.002	0.031
YLR216C	0.003	0.024
YLR217W	0.003	0.026
YLR218C	0.004	0.036
YLR219W	0.003	0.029
YLR220W	0.003	0.036
YLR221C	0.003	0.026
YLR224W	0.005	0.043
YLR225C	0.003	0.031
YLR226W	0.020	NaN
YLR227C	0.002	0.027
YLR228C	0.001	0.029
YLR231C	0.003	0.030
YLR232W	0.004	0.028
YLR233C	0.003	0.027
YLR234W	0.002	0.029
YLR236C	0.003	0.029
YLR237W	0.002	0.032
YLR238W	0.001	0.024
YLR239C	0.007	0.058
YLR241W	0.002	0.033
YLR242C	0.007	0.013
YLR246W	0.001	0.036
YLR247C	0.003	0.039
YLR250W	0.002	0.029
YLR252W	0.005	0.035
YLR253W	0.002	0.032
YLR254C	0.003	0.028
YLR255C	0.002	0.027
YLR257W	0.001	NaN
YLR258W	0.002	0.029
YLR260W	0.004	0.066
YLR261C	0.002	0.037
YLR262C	0.003	0.038
YLR262C-A	0.000	0.011
YLR263W	0.002	0.031
YLR264W	0.002	0.027
YLR265C	0.002	0.036
YLR266C	0.003	0.022
YLR267W	0.001	0.045
YLR268W	0.010	0.046
YLR269C	0.004	0.021
YLR270W	0.007	0.112
YLR271W	0.004	0.033
YLR273C	0.002	NaN
YLR278C	0.002	0.030
YLR279W	0.002	0.036
YLR280C	0.005	0.030
YLR281C	0.003	0.030
YLR282C	0.003	0.026
YLR283W	0.003	0.028
YLR284C	0.002	0.025
YLR285W	0.003	0.029
YLR286C	0.018	0.026
YLR287C	0.002	0.031
YLR287C-A	0.002	0.032
YLR288C	0.003	0.029
YLR289W	0.003	0.037
YLR290C	0.003	0.028
YLR292C	0.005	0.047
YLR296W	0.002	0.031
YLR297W	0.003	0.032
YLR300W	0.006	0.035
YLR303W	0.003	0.041
YLR306W	0.001	0.031
YLR307W	0.002	0.029
YLR309C	0.002	0.029
YLR311C	0.002	0.026
YLR312C	0.003	0.025
YLR312W-A	0.005	0.061
YLR313C	0.002	0.029
YLR315W	0.003	0.046
YLR318W	0.002	0.024
YLR319C	0.002	0.029
YLR322W	0.009	0.051
YLR324W	0.002	0.032
YLR326W	0.002	0.028
YLR328W	0.002	0.029
YLR329W	0.002	0.029
YLR330W	0.003	0.102
YLR331C	0.002	0.043
YLR332W	0.002	0.042
YLR334C	0.002	0.030
YLR335W	0.003	0.032
YLR338W	0.009	0.046
YLR341W	0.003	0.040
YLR342W	0.003	0.017
YLR343W	0.006	0.025
YLR344W	0.002	0.028
YLR345W	0.003	0.028
YLR346C	-0.000	0.016
YLR348C	0.002	0.029
YLR349W	0.003	0.031
YLR350W	0.001	0.037
YLR351C	0.002	0.026
YLR352W	0.010	0.026
YLR353W	-0.001	0.033
YLR354C	0.002	0.026
YLR357W	0.006	0.036
YLR358C	0.007	0.030
YLR360W	0.008	0.023
YLR361C	0.001	0.020
YLR362W	0.007	0.077
YLR363C	0.002	0.025
YLR364W	0.002	0.030
YLR365W	0.002	0.027
YLR366W	0.002	0.029
YLR367W	0.002	0.032
YLR368W	0.005	0.043
YLR369W	0.006	0.013
YLR370C	0.003	0.017
YLR372W	0.005	0.003
YLR373C	0.001	0.036
YLR374C	0.002	0.019
YLR375W	0.003	0.024
YLR376C	0.002	0.005
YLR377C	0.003	0.021
YLR380W	0.002	0.031
YLR381W	0.003	0.028
YLR382C	0.006	0.106
YLR384C	0.002	0.022
YLR385C	0.001	0.029
YLR386W	0.013	0.030
YLR389C	0.001	0.035
YLR390W	0.002	0.033
YLR390W-A	0.003	0.023
YLR394W	0.002	0.028
YLR395C	0.002	0.034
YLR398C	0.001	0.033
YLR399C	0.010	0.025
YLR401C	0.002	0.033
YLR402W	0.002	0.031
YLR403W	0.003	0.019
YLR404W	0.003	0.030
YLR405W	0.003	0.030
YLR406C	0.002	0.024
YLR407W	-0.000	0.026
YLR408C	0.003	0.035
YLR410W	0.002	0.047
YLR412W	0.002	0.027
YLR413W	0.002	0.030
YLR414C	0.002	0.030
YLR415C	0.002	0.029
YLR416C	0.002	0.027
YLR417W	0.008	0.017
YLR418C	0.004	0.038
YLR420W	0.002	0.021
YLR421C	0.003	0.025
YLR422W	-0.000	0.014
YLR423C	0.008	0.048
YLR425W	0.003	0.028
YLR426W	0.002	0.032
YLR427W	0.002	0.042
YLR428C	0.002	0.030
YLR429W	0.002	0.026
YLR431C	0.000	0.020
YLR432W	0.003	0.020
YLR433C	0.002	0.030
YLR434C	0.002	0.019
YLR435W	0.004	0.038
YLR436C	0.003	0.043
YLR437C	0.001	0.028
YLR438W	0.000	0.016
YLR439W	0.004	0.084
YLR442C	-0.002	0.047
YLR443W	0.001	0.031
YLR444C	0.001	0.033
YLR445W	0.002	0.028
YLR446W	0.001	0.027
YLR447C	0.049	0.062
YLR448W	0.002	0.038
YLR449W	0.003	0.026
YLR450W	0.002	0.025
YLR451W	0.003	0.010
YLR452C	0.002	0.031
YLR453C	0.002	0.031
YLR454W	0.002	0.028
YLR455W	0.001	0.043
YLR456W	0.002	0.026
YLR460C	0.001	0.024
YLR461W	0.003	0.032
YML001W	0.040	0.020
YML002W	0.002	0.025
YML003W	0.003	0.028
YML004C	0.003	0.029
YML006C	-0.002	0.013
YML007W	0.002	0.041
YML009C	0.002	0.025
YML009C-A	0.002	0.023
YML009W-B	0.005	0.065
YML011C	0.001	0.029
YML012C-A	0.002	0.040
YML012W	0.003	0.030
YML013W	0.003	0.011
YML014W	0.005	0.035
YML016C	0.003	0.088
YML017W	0.004	0.010
YML018C	0.002	0.024
YML019W	0.001	0.027
YML020W	0.003	0.031
YML021C	0.001	0.019
YML024W	0.004	0.017
YML026C	0.002	0.028
YML027W	0.003	0.027
YML028W	0.001	0.034
YML029W	0.001	0.042
YML030W	0.004	0.035
YML032C	0.003	0.024
YML034C-A	0.002	0.028
YML034W	0.002	0.024
YML035C	0.002	0.040
YML036W	0.003	0.025
YML037C	0.002	0.036
YML038C	0.002	0.025
YML041C	-0.002	0.019
YML042W	-0.001	0.002
YML047C	0.002	0.034
YML047W-A	0.005	0.024
YML050W	0.002	0.028
YML051W	0.002	0.032
YML052W	-0.000	0.014
YML053C	0.002	0.031
YML055W	0.001	0.022
YML057C-A	0.002	0.035
YML057W	0.002	0.037
YML058W	0.002	0.030
YML059C	0.003	0.044
YML060W	-0.004	0.030
YML061C	0.005	0.117
YML062C	0.006	0.022
YML063W	0.002	0.030
YML066C	0.003	0.030
YML067C	0.002	0.026
YML068W	0.002	0.030
YML070W	0.003	0.032
YML071C	0.003	0.043
YML072C	0.002	0.027
YML073C	0.001	0.039
YML074C	0.002	0.030
YML075C	0.002	0.021
YML078W	0.003	0.046
YML080W	0.002	0.035
YML081C-A	0.005	0.036
YML081W	0.002	0.049
YML083C	0.002	0.032
YML084W	0.002	0.036
YML086C	0.001	0.019
YML087C	0.005	0.078
YML088W	0.002	0.035
YML089C	0.002	0.037
YML090W	0.003	0.037
YML094C-A	0.006	0.043
YML094W	0.006	0.052
YML095C	0.002	0.035
YML096W	0.002	0.030
YML097C	0.008	0.032
YML099C	0.002	0.027
YML099W-A	0.002	0.032
YML100W	0.003	0.029
