ORF	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YGR217W	-0.630	-1.430
YGR219W	-0.430	-0.740
YGR220C	2.010	2.300
YGR221C	-0.790	-0.910
YGR222W	-0.620	-0.810
YGR223C	2.240	-1.280
YGR224W	-0.290	-0.210
YGR225W	0.190	0.420
YGR226C	-1.020	-1.460
YGR227W	0.770	0.270
YGR228W	-0.510	-0.530
YGR229C	0.120	1.770
YGR230W	0.330	-0.420
YGR231C	0.980	1.350
YGR232W	-0.710	-0.310
YGR233C	-1.350	-2.460
YGR234W	0.280	0.140
YGR235C	1.110	1.260
YGR236C	0.420	0.520
YGR237C	2.980	1.000
YGR238C	0.050	1.150
YGR239C	-0.760	0.050
YGR240C	NaN	NaN
YGR241C	0.280	0.150
YGR242W	0.600	1.040
YGR243W	0.480	0.360
YGR244C	0.110	-0.410
YGR247W	-1.210	-0.880
YGR248W	-0.600	-0.210
YGR249W	-0.300	-0.650
YGR250C	-0.770	-0.670
YGR252W	1.690	-2.710
YGR254W	-0.640	-0.700
YGR255C	0.590	4.160
YGR256W	-0.880	-0.510
YGR257C	-0.900	-1.060
YGR258C	1.120	1.200
YGR259C	0.350	0.850
YGR260W	0.360	1.150
YGR261C	-2.960	0.510
YGR262C	NaN	NaN
YGR263C	0.180	0.130
YGR266W	0.280	0.730
YGR268C	0.270	0.110
YGR269W	1.080	1.350
YGR270W	2.510	4.990
YGR271W	0.450	1.310
YGR271C-A	NaN	NaN
YGR273C	0.020	-0.110
YGR275W	-0.010	-0.690
YGR276C	-0.030	0.080
YGR279C	-0.190	-1.940
YGR281W	-0.450	-0.690
YGR282C	1.400	1.450
YGR283C	1.140	2.850
YGR284C	-0.460	2.210
YGR285C	NaN	NaN
YGR286C	0.670	0.770
YGR287C	-0.430	-0.820
YGR288W	0.480	0.970
YGR289C	-0.230	-0.390
YGR290W	0.010	0.780
YGR291C	-0.750	-0.790
YGR292W	0.820	-0.290
YGR295C	0.930	1.150
YHL002W	0.090	-0.800
YHL003C	0.920	-0.930
YHL005C	-3.050	-3.590
YHL006C	0.920	0.700
YHL007C	1.450	0.730
YHL008C	-0.170	-0.140
YHL009C	-0.380	-1.090
YHL010C	-0.670	-0.930
YHL011C	-2.110	-0.200
YHL012W	-0.170	0.130
YHL013C	2.730	0.320
YHL014C	0.090	0.290
YHL016C	0.190	0.730
YHL017W	0.270	-0.170
YHL019C	2.770	1.020
YHL020C	4.130	-0.250
YHL021C	-0.850	-0.930
YHL022C	1.340	1.420
YHL023C	-3.360	0.710
YHL024W	0.780	1.220
YHL025W	0.760	0.700
YHL026C	-1.020	-1.260
YHL027W	2.180	0.470
YHL028W	0.040	0.240
YHL029C	-1.040	2.370
YHL030W	0.490	-0.290
YHL031C	-2.650	0.350
YHL032C	-0.540	-0.370
YHL033C	3.030	4.990
YHL034C	-0.770	-0.170
YHL035C	-1.700	-2.180
YHL036W	-1.580	-1.820
YHL037C	-2.030	-1.760
YHL038C	-0.160	-0.190
YHL039W	0.080	-0.320
YHL040C	-1.710	-1.530
YHL041W	-0.450	-0.500
YHL042W	-0.620	-0.290
YHL043W	-0.520	0.020
YHL044W	-0.770	-0.560
YHL045W	-0.260	-0.190
YHL046C	-1.080	-0.360
YHL047C	0.850	1.720
YHR001W-A	0.640	0.680
YHR003C	1.860	3.040
YHR004C	0.870	-0.460
YHR005C	-1.280	-1.850
YHR006W	-0.860	-1.590
YHR008C	-1.000	-1.310
YHR009C	0.990	1.510
YHR010W	NaN	NaN
YHR011W	1.130	8.070
YHR012W	-3.430	-0.820
YHR013C	-1.890	3.150
YHR014W	1.050	1.170
YHR015W	-0.520	-0.730
YHR016C	0.850	1.200
YHR017W	1.340	1.160
YHR018C	0.020	-0.780
YHR021C	-0.830	1.410
YHR021W-A	-0.290	-0.370
YHR022C	-0.980	-0.900
YHR025W	-2.010	0.810
YHR026W	-6.080	2.270
YHR028C	0.330	0.080
YHR029C	-0.690	-1.050
YHR030C	2.780	3.610
YHR031C	1.180	0.280
YHR032W	-0.100	0.600
YHR033W	0.430	0.720
YHR034C	2.770	3.380
YHR035W	0.710	0.490
YHR037W	1.580	1.520
YHR038W	-0.230	0.580
YHR039C	-1.760	-0.630
YHR039C-A	NaN	NaN
YHR041C	4.030	4.760
YHR044C	0.760	0.350
YHR045W	0.360	0.990
YHR046C	-0.640	-0.680
YHR047C	1.430	1.140
YHR048W	-0.660	-1.460
YHR049C-A	0.150	-0.910
YHR049W	-0.590	-1.100
YHR050W	0.490	0.740
YHR051W	1.530	0.230
YHR057C	1.110	1.000
YHR059W	-0.540	-0.560
YHR060W	-6.390	0.990
YHR061C	0.740	0.690
YHR064C	6.040	4.590
YHR066W	0.140	-0.790
YHR067W	-0.500	-0.510
YHR073W	-1.680	-0.690
YHR075C	0.860	0.410
YHR076W	-0.590	-0.250
YHR077C	-0.040	0.550
YHR078W	-1.660	-1.270
YHR079C	0.810	0.480
YHR079C-A	-0.920	-0.960
YHR080C	1.150	0.600
YHR081W	-1.490	-0.460
YHR082C	-0.300	1.210
YHR086W	0.070	-0.150
YHR087W	-1.030	1.150
YHR091C	1.720	0.650
YHR092C	1.480	0.720
YHR093W	0.740	-0.150
YHR094C	0.760	0.600
YHR095W	0.120	-0.040
YHR096C	-0.760	-1.200
YHR097C	-0.470	-1.110
YHR100C	0.500	0.740
YHR103W	0.020	-0.030
YHR104W	-0.120	-0.410
YHR105W	-0.630	0.570
YHR106W	0.230	-0.140
YHR108W	-2.240	1.370
YHR109W	-0.360	-0.570
YHR110W	0.620	0.570
YHR111W	2.710	4.690
YHR112C	-0.480	-0.850
YHR113W	0.890	-0.300
YHR114W	0.020	-2.120
YHR115C	-0.680	-1.600
YHR116W	-0.340	0.190
YHR117W	-0.560	-0.910
YHR120W	-1.860	-1.780
YHR121W	-1.890	-2.150
YHR123W	-0.850	-0.690
YHR124W	-0.840	-0.660
YHR125W	-1.180	-1.700
YHR126C	0.170	-0.260
YHR127W	-0.990	-1.250
YHR129C	0.100	0.460
YHR130C	0.390	0.230
YHR131C	-1.460	-1.660
YHR132C	-0.890	1.570
YHR132W-A	0.100	1.060
YHR133C	-0.890	0.220
YHR134W	1.170	2.160
YHR135C	0.230	-0.040
YHR136C	-1.500	-2.320
YHR137W	-0.670	-1.170
YHR138C	-0.860	-1.450
YHR139C	-1.070	-1.210
YHR139C-A	-1.500	-1.980
YHR140W	-0.730	-1.110
YHR142W	1.400	1.020
YHR143W	0.550	0.390
YHR146W	-0.760	-1.180
YHR147C	0.060	-0.150
YHR150W	0.510	0.800
YHR151C	1.440	-0.030
YHR152W	-0.230	-0.370
YHR153C	-1.660	-1.520
YHR154W	2.120	1.700
YHR155W	-1.510	-1.290
YHR156C	-1.140	-1.100
YHR157W	-0.290	-0.010
YHR158C	-0.190	0.140
YHR159W	0.410	0.460
YHR160C	-0.140	0.070
YHR161C	-0.150	-0.020
YHR162W	1.540	0.090
YHR163W	0.510	0.470
YHR167W	0.740	1.090
YHR168W	2.150	0.650
YHR171W	2.260	-2.330
YHR176W	0.060	0.430
YHR177W	1.260	-0.140
YHR178W	0.720	-0.150
YHR179W	-0.100	0.210
YHR180W	-1.480	-1.800
YHR181W	0.270	0.700
YHR182W	-1.330	-1.430
YHR183W	-0.550	-0.510
YHR184W	-0.750	-0.750
YHR185C	-1.890	-2.680
YHR189W	0.590	0.590
YHR191C	3.030	1.540
YHR193C	0.520	-0.740
YHR194W	-0.090	0.600
YHR195W	0.660	0.370
YHR198C	0.510	1.240
YHR199C	0.080	-0.180
YHR200W	2.090	-1.390
YHR202W	1.000	0.380
YHR203C	NaN	NaN
YHR204W	-0.440	0.280
YHR206W	-1.480	-0.700
YHR207C	-0.540	0.950
YHR209W	-0.800	-0.800
YHR210C	-0.160	-0.100
YIL001W	-0.700	-0.890
YIL002C	-0.180	0.490
YIL005W	1.270	2.560
YIL006W	-1.300	0.050
YIL007C	-1.160	-0.300
YIL008W	0.810	2.800
YIL009C-A	1.360	1.640
YIL009W	0.510	-1.580
YIL010W	1.050	1.280
YIL011W	0.720	-1.170
YIL012W	0.760	-0.440
YIL013C	0.290	0.960
YIL014C-A	-0.310	-0.460
YIL014W	0.070	0.810
YIL015W	-0.760	-0.530
YIL016W	-0.830	-0.270
YIL017C	-1.400	1.820
YIL018W	NaN	NaN
YIL020C	0.180	1.660
YIL023C	-0.780	-1.260
YIL024C	-0.670	-1.350
YIL025C	-0.980	-1.910
YIL027C	-0.230	-0.910
YIL028W	-1.340	-0.530
YIL029C	0.730	1.220
YIL030C	-0.570	-0.730
YIL032C	1.340	1.110
YIL034C	4.030	-0.780
YIL035C	1.560	1.740
YIL036W	0.160	1.010
YIL037C	-0.690	-0.990
YIL038C	-0.010	0.490
YIL039W	-1.100	-1.290
YIL040W	4.880	5.590
YIL041W	-0.980	-0.300
YIL042C	0.890	1.610
YIL043C	1.320	0.940
YIL044C	-2.710	-0.440
YIL045W	0.240	0.520
YIL047C	0.140	-0.280
YIL049W	0.530	-1.750
YIL050W	3.080	2.190
YIL052C	0.310	1.780
YIL053W	0.230	-0.840
YIL054W	0.070	-1.480
YIL055C	-0.730	-1.080
YIL056W	-1.180	-1.520
YIL057C	0.490	0.160
YIL058W	1.220	1.530
YIL059C	0.510	0.400
YIL060W	0.480	0.680
YIL064W	-1.110	-0.630
YIL065C	-0.300	0.090
YIL066C	0.150	-0.510
YIL067C	-0.020	0.190
YIL069C	3.430	2.360
YIL070C	-0.080	-0.980
YIL071C	0.130	-1.060
YIL072W	-0.350	-0.640
YIL073C	-1.890	-1.170
YIL074C	-1.160	-1.040
YIL076W	-2.970	4.210
YIL077C	1.010	1.110
YIL079C	1.550	0.380
YIL084C	1.640	0.190
YIL085C	-1.060	-0.950
YIL086C	-1.040	-1.680
YIL087C	0.320	0.970
YIL088C	-0.120	0.200
YIL089W	-0.310	-0.300
YIL090W	-0.610	3.080
YIL092W	1.150	0.730
YIL093C	0.700	-1.260
YIL094C	-0.450	-0.460
YIL095W	0.400	0.180
YIL096C	-0.670	-0.790
YIL097W	-0.830	1.440
YIL098C	-0.140	1.080
YIL099W	0.030	-0.400
YIL100W	-1.110	-2.000
YIL101C	0.500	-0.460
YIL102C	-0.500	-1.160
YIL103W	-1.090	-0.470
YIL105C	0.150	-1.950
YIL107C	-0.170	-0.420
YIL108W	-1.800	-2.330
YIL110W	5.450	3.410
YIL111W	-0.350	-1.060
YIL112W	-0.650	-1.790
YIL113W	-1.070	-1.810
YIL114C	-1.090	-1.490
YIL116W	0.300	-0.850
YIL117C	-0.300	-0.830
YIL119C	0.810	0.230
YIL120W	0.090	-0.420
YIL121W	-0.260	-2.160
YIL122W	1.830	-0.120
YIL123W	-0.790	-1.040
YIL124W	-0.570	-1.270
YIL125W	-0.470	-1.990
YIL128W	-0.450	1.950
YIL130W	-2.100	-1.940
YIL131C	-0.720	-1.440
YIL132C	-0.200	-0.680
YIL133C	4.480	3.400
YIL134W	1.360	-1.300
YIL135C	0.320	-0.400
YIL136W	-0.560	-0.420
YIL137C	-0.360	0.230
YIL138C	0.180	0.180
YIL139C	-0.160	-0.200
YIL140W	-0.900	-1.530
YIL141W	-0.260	-0.600
YIL145C	-0.300	-0.260
YIL146C	-2.650	-2.490
YIL148W	-0.960	-0.260
YIL149C	0.230	-0.200
YIL152W	0.240	0.540
YIL153W	0.780	-0.580
YIL154C	1.650	-0.800
YIL155C	0.600	0.780
YIL156W	1.140	0.030
YIL157C	0.400	-1.030
YIL158W	0.330	0.490
YIL159W	1.240	-0.630
YIL160C	-0.370	-0.800
YIL161W	-1.010	-1.490
YIL162W	-0.260	-0.660
YIL163C	0.550	0.360
YIL164C	-0.290	0.010
YIL165C	-0.780	-0.490
YIL166C	0.350	0.940
YIL167W	0.960	1.510
YIL168W	2.170	3.060
YIL170W	0.690	1.090
YIL173W	-0.460	-0.380
YIR001C	1.230	1.580
YIR002C	0.100	0.500
YIR003W	-1.500	-1.740
YIR004W	0.490	0.640
YIR005W	3.250	7.270
YIR007W	0.990	0.230
YIR009W	0.180	-1.550
YIR013C	0.470	1.110
YIR014W	0.230	0.340
YIR016W	1.710	3.540
YIR017C	0.280	-0.740
YIR018W	-0.220	-0.300
YIR019C	1.700	0.740
YIR020C	0.050	-0.220
YIR020W-A	0.450	1.440
YIR021W	NaN	NaN
YIR023W	2.070	1.600
YIR024C	0.730	1.310
YIR025W	0.840	0.720
YIR026C	NaN	NaN
YIR027C	0.660	1.100
YIR028W	-0.290	0.100
YIR029W	0.310	0.350
YIR030C	-0.110	0.230
YIR031C	-0.840	-1.040
YIR032C	-0.170	-0.020
YIR033W	2.000	1.830
YIR034C	-1.150	-1.360
YIR035C	-0.350	-0.640
YIR036C	-0.170	-0.480
YIR037W	0.090	0.170
YIR038C	-0.050	0.180
YIR039C	0.420	1.020
YIR042C	0.300	0.020
YIR043C	0.320	0.590
YIR044C	-0.480	0.220
YJL003W	2.630	3.280
YJL004C	-1.800	0.960
YJL006C	1.520	2.850
YJL007C	0.230	0.850
YJL012C	-1.400	1.280
YJL013C	-0.670	-0.780
YJL016W	-0.325	-0.955
YJL020C	1.715	1.680
YJL022W	0.870	0.870
YJL023C	0.670	-0.710
YJL024C	-3.430	-1.310
YJL027C	-1.390	-1.590
YJL028W	-1.670	-1.630
YJL029C	0.920	-0.280
YJL030W	-1.680	-1.780
YJL036W	1.420	-2.170
YJL037W	-0.890	-0.950
YJL038C	0.210	0.400
YJL042W	-0.520	-0.680
YJL043W	-0.370	-0.920
YJL044C	-0.570	-0.600
YJL045W	0.570	0.480
YJL046W	-1.280	0.300
YJL047C	4.520	3.870
YJL048C	-0.450	-0.760
YJL049W	-0.420	-0.950
YJL051W	-1.380	-1.610
YJL052W	-0.210	0.160
YJL053W	-2.990	-3.270
YJL055W	-1.130	-0.750
YJL056C	-1.770	-2.060
YJL057C	0.530	0.580
YJL058C	-0.130	0.290
YJL059W	-0.050	0.350
YJL060W	-0.440	0.060
YJL062W	5.820	1.860
YJL063C	NaN	NaN
YJL064W	0.090	-0.840
YJL065C	1.110	0.910
YJL066C	-0.030	0.020
YJL067W	0.070	-0.020
YJL068C	-0.650	-1.020
YJL070C	0.600	-0.310
YJL071W	-0.990	-1.790
YJL073W	-1.010	-1.360
YJL075C	NaN	NaN
YJL077C	-0.180	-0.420
YJL078C	1.210	1.500
YJL079C	0.690	1.280
YJL080C	6.310	1.280
YJL082W	0.100	2.340
YJL083W	0.680	1.470
YJL084C	1.280	1.640
YJL088W	-0.620	-0.940
YJL089W	-1.320	-1.420
YJL092W	0.750	0.630
YJL093C	-1.830	-2.050
YJL094C	-3.020	1.370
YJL095W	-0.230	-0.920
YJL096W	0.180	-0.350
YJL098W	-1.410	-1.390
YJL099W	-0.800	-1.620
YJL100W	-0.340	0.230
YJL101C	-1.360	-0.810
YJL102W	1.400	0.580
YJL103C	-0.480	-1.210
YJL105W	-0.800	-0.890
YJL106W	1.170	1.510
YJL107C	0.890	1.360
YJL108C	-0.120	-0.010
YJL110C	0.830	2.270
YJL112W	1.360	1.760
YJL115W	1.170	1.360
YJL116C	0.010	0.130
YJL117W	-0.610	-0.620
YJL118W	-1.650	-1.740
YJL119C	-0.230	-0.430
YJL120W	1.030	1.370
YJL121C	-0.730	3.590
YJL122W	-0.050	-1.150
YJL123C	2.960	5.530
YJL124C	0.170	4.400
YJL126W	-0.340	0.000
YJL127C	3.700	6.070
YJL128C	-0.960	0.660
YJL129C	5.270	10.575
YJL130C	-0.940	-0.310
YJL131C	0.230	-0.890
YJL132W	-1.270	-1.320
YJL133W	-1.350	-1.300
YJL134W	-2.510	-2.760
YJL135W	-1.290	-1.550
YJL136C	-0.930	-0.170
YJL137C	1.210	-0.860
YJL138C	0.220	0.160
YJL139C	1.810	0.630
YJL140W	NaN	NaN
YJL141C	-0.220	0.660
YJL142C	0.410	0.980
YJL144W	0.360	0.870
YJL145W	-0.210	-0.220
YJL146W	0.110	0.300
YJL147C	-0.430	-0.760
YJL148W	2.840	2.280
YJL149W	-0.600	-0.500
YJL150W	-1.850	-0.990
YJL151C	-1.260	-1.175
YJL152W	-1.000	-1.130
YJL153C	-0.410	-0.290
YJL154C	-3.600	-2.020
YJL155C	-0.020	-0.810
YJL157C	-1.220	-1.330
YJL158C	-0.390	-0.660
YJL159W	-0.400	-0.580
YJL160C	0.080	1.050
YJL161W	-0.445	-0.375
YJL162C	-2.100	-2.070
YJL163C	-1.005	0.085
YJL164C	0.030	1.690
YJL165C	0.315	-0.240
YJL166W	-0.480	0.630
YJL168C	0.960	2.190
YJL169W	0.180	1.160
YJL170C	0.830	0.160
YJL171C	-1.080	-1.350
YJL172W	0.010	-0.675
YJL175W	NaN	NaN
YJL176C	NaN	NaN
YJL177W	3.470	3.030
YJL178C	1.860	-2.000
YJL179W	3.970	0.380
YJL180C	0.230	1.050
YJL181W	-1.180	-1.160
YJL182C	-1.380	-0.940
YJL183W	1.950	-1.150
YJL184W	NaN	NaN
YJL185C	-0.010	-0.350
YJL186W	0.210	0.370
YJL187C	-0.700	-0.810
YJL188C	NaN	NaN
YJL189W	NaN	NaN
YJL190C	-0.180	0.440
YJL191W	-0.715	-0.565
YJL192C	0.500	0.780
YJL193W	-1.240	-1.420
YJL196C	0.285	0.375
YJL197W	-0.390	-0.800
YJL198W	-2.060	-2.360
YJL199C	-0.140	-0.210
YJL200C	0.180	0.930
YJL201W	-0.070	0.090
YJL204C	-1.300	5.840
YJL205C	-0.500	0.430
YJL206C	0.460	1.470
YJL207C	-2.410	0.310
YJL208C	0.160	0.860
YJL209W	-1.540	-1.680
YJL210W	-0.500	1.020
YJL211C	1.340	3.540
YJL212C	-1.460	-1.140
YJL213W	-0.970	-0.140
YJL214W	-1.280	-1.370
YJL215C	-0.010	0.850
YJL216C	-0.430	0.130
YJL217W	0.160	0.770
YJL218W	0.180	0.250
YJR001W	-0.500	-1.300
YJR003C	-1.140	-1.310
YJR004C	1.625	1.425
YJR005W	-0.870	0.050
YJR008W	-1.220	-1.540
YJR009C	-0.400	-0.560
YJR010C-A	-1.020	-1.630
YJR010W	0.060	-0.730
YJR011C	2.160	-1.260
YJR014W	1.820	3.620
YJR015W	NaN	NaN
YJR018W	-1.760	3.400
YJR019C	1.290	1.330
YJR020W	1.290	1.920
YJR021C	0.040	0.100
YJR024C	0.140	0.610
YJR025C	1.760	-1.410
YJR026W	-1.360	-1.010
YJR030C	-0.140	0.010
YJR031C	-0.960	-1.200
YJR032W	0.540	1.560
YJR033C	-3.820	5.870
YJR034W	-0.240	0.430
YJR035W	0.780	0.200
YJR036C	1.180	0.940
YJR037W	1.220	1.400
YJR038C	-0.050	-0.180
YJR039W	-0.720	0.100
YJR040W	-3.580	3.250
YJR043C	1.870	1.670
YJR044C	-1.500	-0.520
YJR047C	-0.250	-1.160
YJR048W	0.270	-0.800
YJR049C	-0.610	-1.680
YJR050W	2.760	1.460
YJR051W	0.940	-0.310
YJR052W	0.480	-0.640
YJR053W	0.130	-0.020
YJR054W	1.920	-0.190
YJR055W	3.240	2.460
YJR056C	0.440	-1.180
YJR058C	-0.980	-0.270
YJR059W	-2.710	-1.390
YJR060W	-0.060	0.380
YJR061W	-0.520	-1.660
YJR062C	-0.290	-1.260
YJR063W	0.380	-1.950
YJR066W	-0.360	-1.340
YJR069C	0.640	0.310
YJR070C	1.740	2.870
YJR073C	-1.990	-2.360
YJR074W	2.600	-0.620
YJR075W	3.980	4.340
YJR077C	0.310	-1.020
YJR078W	-0.780	-1.700
YJR079W	0.430	0.240
YJR080C	0.720	1.220
YJR082C	-0.340	-1.590
YJR083C	-0.040	-0.090
YJR084W	0.860	0.610
YJR087W	-1.550	-2.390
YJR088C	-0.440	-0.850
YJR090C	-2.690	4.370
YJR091C	0.670	0.100
YJR092W	-0.420	-1.290
YJR094C	-0.330	-0.620
YJR094W-A	1.310	0.390
YJR095W	-0.250	-0.610
YJR096W	-1.070	-1.680
YJR097W	-1.440	-1.010
YJR098C	-0.530	-1.110
YJR099W	-0.700	-0.910
YJR100C	-0.980	-1.210
YJR102C	-2.510	0.900
YJR103W	-1.250	-1.620
YJR104C	-0.570	1.150
YJR105W	2.690	0.630
YJR106W	0.560	-0.050
YJR107W	-0.430	-0.580
YJR108W	-1.870	-1.440
YJR109C	-1.450	-1.270
YJR110W	-1.000	-1.960
YJR111C	-0.770	-1.670
YJR113C	2.310	1.750
YJR115W	-2.250	-2.380
YJR116W	-0.660	-1.320
YJR117W	-1.350	-2.040
YJR118C	-1.550	-3.320
YJR119C	-0.540	-1.670
YJR120W	-0.240	-0.040
YJR121W	0.260	-0.020
YJR122W	-0.320	-0.600
YJR124C	-0.950	-1.240
YJR125C	0.000	1.860
YJR126C	-0.500	-0.600
YJR127C	-2.110	-2.110
YJR128W	-1.520	-1.730
YJR129C	0.450	0.650
YJR130C	-0.480	-0.990
YJR131W	-0.720	0.040
YJR133W	-0.420	-1.200
YJR134C	0.380	-0.630
YJR135C	0.290	0.130
YJR137C	1.330	-0.370
YJR139C	4.470	3.820
YJR140C	0.590	-1.460
YJR142W	-1.530	-2.220
YJR144W	1.055	1.280
YJR145C	NaN	NaN
YJR146W	-0.660	-0.720
YJR147W	0.280	0.420
YJR148W	0.040	0.560
YJR149W	-0.120	-0.220
YJR150C	0.590	0.880
YJR152W	1.870	1.230
YJR153W	-0.190	-0.240
YJR154W	0.920	0.920
YKL001C	0.180	-0.250
YKL002W	-1.710	3.690
YKL003C	-0.620	-1.170
YKL005C	-0.620	-0.500
YKL006W	0.360	0.190
YKL007W	2.860	0.640
YKL008C	1.440	0.830
YKL009W	1.340	1.550
YKL010C	0.700	0.550
YKL011C	2.350	2.120
YKL015W	0.210	0.530
YKL016C	NaN	NaN
YKL017C	-0.210	0.200
YKL020C	-2.100	-1.770
YKL023W	-1.260	0.170
YKL025C	-1.020	-0.320
YKL026C	-0.270	0.010
YKL027W	0.760	2.310
YKL029C	0.820	-0.110
YKL030W	1.540	1.100
YKL031W	1.230	1.090
YKL032C	0.520	-1.920
YKL033W-A	-0.330	-0.220
YKL034W	-0.400	1.140
YKL037W	-0.120	-0.030
YKL038W	-0.060	-0.420
YKL039W	0.340	-0.240
YKL040C	-1.000	-0.640
YKL041W	-0.700	4.870
YKL043W	-0.990	-0.970
YKL044W	-0.570	-0.710
YKL046C	0.290	-0.100
YKL047W	-1.190	-0.790
YKL048C	1.910	1.730
YKL050C	-0.180	-0.890
YKL051W	-0.030	-0.320
YKL053C-A	-1.740	-2.420
YKL053W	0.420	-0.250
YKL054C	NaN	NaN
YKL055C	-1.340	-2.180
YKL056C	1.290	2.510
YKL057C	2.530	3.680
YKL061W	-1.100	-1.330
YKL062W	-0.350	-0.750
YKL063C	-1.130	-0.970
YKL064W	1.300	2.110
YKL065C	-1.130	-0.670
YKL066W	-0.720	-0.710
YKL067W	-0.710	-0.690
YKL068W	-0.640	-0.460
YKL069W	-0.610	-0.870
YKL070W	-0.460	-0.920
YKL071W	0.220	0.300
YKL072W	-0.460	-0.700
YKL073W	-0.020	-1.070
YKL074C	2.060	1.790
YKL075C	1.420	0.490
YKL076C	1.800	0.700
YKL077W	-1.690	0.010
YKL079W	-1.120	-1.080
YKL080W	-6.570	0.140
YKL081W	-4.250	-0.500
YKL084W	-0.620	-0.270
YKL085W	-0.980	-1.080
YKL086W	-0.470	-0.470
YKL087C	-0.700	-0.650
YKL090W	1.020	0.380
YKL091C	0.880	0.810
YKL092C	0.360	0.360
YKL093W	0.470	1.180
YKL094W	0.320	0.390
YKL096W	-0.050	-0.600
YKL096W-A	-1.660	-1.370
YKL097C	-2.000	-2.240
YKL098W	1.190	-1.370
YKL100C	-0.450	-1.170
YKL101W	-1.920	-2.740
YKL102C	-1.190	-1.540
YKL103C	-0.910	-1.340
YKL105C	-0.930	-1.510
YKL106W	0.750	-0.140
YKL107W	0.660	0.560
YKL109W	-0.200	0.890
YKL110C	2.270	3.090
YKL113C	-1.120	-1.670
YKL114C	0.030	-0.300
YKL115C	-0.560	0.180
YKL116C	-0.290	-0.910
YKL117W	0.040	-0.490
YKL118W	-6.160	3.100
YKL119C	-6.500	-1.600
YKL120W	-1.000	-1.400
YKL121W	1.090	2.510
YKL123W	-0.040	-0.740
YKL124W	-0.420	-1.060
YKL126W	5.590	3.760
YKL127W	1.680	1.860
YKL128C	1.400	1.260
YKL129C	0.100	-0.510
YKL130C	-0.410	-0.440
YKL131W	-1.410	-1.670
YKL132C	-1.320	-1.430
YKL133C	0.360	0.040
YKL134C	-0.780	-1.620
YKL135C	-5.150	1.130
YKL136W	-3.670	2.490
YKL137W	2.420	2.650
YKL138C	-0.530	-0.690
YKL139W	3.960	0.760
YKL140W	2.170	2.460
YKL142W	0.860	1.570
YKL143W	NaN	NaN
YKL146W	-0.530	-0.480
YKL147C	-0.330	-0.990
YKL148C	0.010	-0.090
YKL149C	2.120	1.680
YKL150W	-0.400	-0.660
YKL151C	1.590	1.580
YKL155C	1.620	2.820
YKL156W	0.930	2.100
YKL157W	0.330	0.710
YKL159C	-0.540	-0.100
YKL160W	-1.020	-0.570
YKL161C	1.310	1.820
YKL162C	-0.190	0.030
YKL162C-A	-0.530	-0.700
YKL163W	-0.840	-0.750
YKL164C	-0.560	-0.450
YKL166C	-0.620	-1.340
YKL167C	0.690	0.300
YKL168C	-1.790	-2.230
YKL169C	0.410	-0.360
YKL170W	-1.770	-2.660
YKL171W	-0.530	-0.960
YKL174C	-1.430	0.780
YKL175W	0.270	0.170
YKL176C	8.100	-0.400
YKL177W	-0.430	-0.810
YKL178C	-0.240	0.110
YKL179C	-0.610	0.170
YKL183W	0.230	0.560
YKL184W	-1.020	-0.870
YKL185W	-1.760	-0.960
YKL187C	0.410	1.040
YKL188C	0.840	0.270
YKL190W	-1.290	-0.500
YKL191W	0.230	0.500
YKL194C	2.035	0.585
YKL197C	0.510	2.310
YKL198C	-0.490	-0.655
YKL201C	0.925	0.115
YKL202W	-0.920	-1.840
YKL204W	-0.090	-2.590
YKL205W	1.630	2.450
YKL206C	-0.090	-0.080
YKL207W	0.170	-0.090
YKL208W	2.640	2.400
YKL211C	-2.900	-0.800
YKL212W	-2.590	0.730
YKL213C	0.310	1.240
YKL214C	-0.400	-0.630
YKL215C	-0.160	-0.530
YKL216W	-1.100	-0.260
YKL217W	-0.780	-0.720
YKL218C	0.180	0.410
YKL220C	0.180	0.290
YKL221W	-0.800	-1.060
YKL222C	-1.250	-0.750
YKR001C	-1.020	5.850
YKR003W	-0.410	-0.830
YKR005C	-1.520	-2.130
YKR006C	-1.010	-1.300
YKR007W	1.060	-0.320
YKR009C	-2.080	-2.170
YKR010C	-0.010	1.490
YKR011C	-0.290	-1.460
YKR012C	-0.200	-1.110
YKR013W	-0.330	-0.890
YKR014C	-1.170	-0.430
YKR015C	-0.780	-0.880
YKR016W	0.510	0.170
YKR017C	-0.180	-0.100
YKR018C	-0.250	-0.520
YKR019C	-0.150	0.870
YKR020W	0.560	3.010
YKR021W	-3.210	-2.600
YKR023W	-1.170	-0.180
YKR024C	NaN	NaN
YKR026C	0.690	0.290
YKR027W	-0.620	0.020
YKR028W	1.940	-0.100
YKR029C	0.250	-0.160
YKR030W	2.150	3.480
YKR031C	1.170	-0.660
YKR032W	3.190	-0.670
YKR033C	2.210	-1.320
YKR034W	2.720	-1.400
YKR035C	-0.600	5.100
YKR035W-A	-0.700	4.030
YKR036C	-0.870	-1.270
YKR039W	-0.740	-1.690
YKR040C	0.670	-0.220
YKR041W	0.640	0.280
YKR042W	2.610	1.360
