ORF	hap a | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011
YAL058W	0.181	-0.086	-0.108	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL059W	-0.072	-0.131	-0.104	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL060W	-0.053	-0.008	-0.004	-0.008	0.028	0.022	0.009	-0.036	-0.101	0.079	-0.014	0.015	0.010	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL061W	-0.048	-0.017	-0.012	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL062W	-0.014	0.007	0.012	-0.012	-0.050	-0.076	0.011	-0.089	-0.103	0.286	-0.006	0.004	0.004	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL064C-A	-0.006	-0.047	-0.000	0.024	0.079	0.014	-0.007	0.011	0.031	0.008	-0.052	0.007	-0.026	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL065C	-0.039	-0.034	-0.032	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL066W	-0.038	-0.011	0.003	0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL067C	0.066	0.012	0.004	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL067W-A	0.322	-0.022	-0.009	-0.004	-0.056	0.176	0.032	0.038	0.105	-0.162	-0.015	-0.021	0.041	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAL068C	-0.021	-0.014	0.000	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR002C-A	-0.056	0.019	0.001	0.007	0.146	0.007	-0.016	0.069	0.144	-0.060	-0.041	0.003	-0.050	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR002W	0.030	-0.076	-0.023	0.054	-0.015	0.016	0.012	0.079	0.077	0.113	-0.079	0.014	0.004	0.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR003W	-0.099	-0.085	-0.008	0.181	0.003	-0.065	-0.050	-0.014	0.278	0.181	-0.094	-0.031	0.015	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR007C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.220	0.049	0.003	0.070	0.069	0.108	0.003	0.016	0.001	0.021	0.040	-0.007	0.041	0.012
YAR008W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.099	0.107	0.067	0.037	0.041	0.114	0.029	0.004	0.128	-0.047	0.069	0.025	-0.005	0.013
YAR014C	-0.042	-0.050	-0.075	0.004	0.025	0.058	-0.025	0.014	-0.065	0.040	-0.103	-0.038	-0.020	0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR018C	-0.136	-0.055	-0.049	0.018	0.050	0.036	-0.023	0.034	-0.054	0.076	-0.104	-0.026	-0.028	-0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR019C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.067	0.064	0.026	0.069	0.080	0.107	0.043	0.041	0.186	0.023	0.014	0.041	0.017	0.033
YAR020C	-0.162	-0.052	-0.041	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR023C	-0.190	-0.058	-0.026	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR027W	-0.146	-0.060	0.002	0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR028W	0.014	-0.053	-0.016	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR029W	-0.070	0.183	0.019	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR030C	-0.168	-0.026	-0.016	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR031W	0.083	-0.024	-0.007	0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR035C-A	-0.031	-0.034	-0.003	-0.001	-0.106	-0.038	-0.015	-0.039	0.050	-0.033	0.026	-0.028	0.021	0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR035W	-0.168	-0.039	-0.019	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR037W	-0.169	-0.025	-0.002	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR040C	-0.126	0.085	0.004	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR042W	-0.019	-0.009	-0.016	-0.013	-0.022	0.031	-0.009	0.149	0.080	0.003	-0.004	0.012	-0.004	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR043C	-0.094	0.023	0.031	0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR044W	-0.055	0.001	-0.026	0.051	-0.027	0.043	-0.029	0.207	0.017	0.085	-0.062	0.006	-0.017	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR047C	-0.083	-0.047	-0.027	-0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR050W	-0.057	0.006	0.009	-0.017	-0.009	-0.042	-0.004	0.031	0.076	-0.063	-0.000	0.007	-0.018	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL001C	-0.014	-0.014	-0.010	0.018	0.024	0.036	0.006	0.050	-0.056	0.033	-0.042	-0.002	-0.030	0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL002W	-0.098	0.054	0.108	-0.037	0.034	-0.118	0.074	-0.115	-0.305	-0.134	0.077	0.083	0.283	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL003C	-0.049	0.010	0.007	0.006	0.056	0.001	-0.002	0.042	0.226	-0.018	0.056	0.006	-0.054	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL004W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.118	-0.015	-0.013	0.010	-0.014	0.038	0.025	0.039	0.019	0.095	-0.024	0.026	0.015	0.030
YBL005W	0.146	-0.018	0.007	0.028	0.059	0.057	0.025	0.061	0.153	-0.003	0.003	0.040	-0.041	0.106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL006C	-0.107	-0.089	0.041	0.007	0.034	0.127	0.082	0.040	-0.147	0.153	0.003	0.050	-0.021	0.046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL007C	0.935	-0.086	-0.131	-0.090	-0.067	-0.205	-0.123	0.101	0.142	-0.108	-0.239	-0.050	-0.140	0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL008W	0.034	-0.014	0.004	-0.046	-0.053	0.069	-0.036	0.021	0.223	-0.058	-0.159	-0.032	0.192	0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL008W-A	0.127	-0.029	0.018	-0.075	0.004	-0.085	-0.010	-0.074	0.180	-0.030	0.052	-0.045	0.012	0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL009W	0.136	-0.008	-0.010	-0.050	-0.055	0.058	-0.008	0.018	0.023	-0.066	-0.041	-0.009	-0.089	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL010C	0.075	-0.003	-0.017	-0.061	-0.105	0.019	0.003	0.023	-0.067	-0.010	-0.141	0.007	-0.093	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL011W	-0.001	0.009	0.017	-0.024	-0.073	-0.059	0.016	0.048	0.130	0.062	-0.122	0.027	-0.111	0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL012C	-0.141	-0.028	0.061	-0.050	-0.094	-0.273	-0.021	-0.143	-0.181	-0.136	-0.121	-0.049	-0.048	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL013W	-0.054	0.041	0.035	-0.032	-0.076	0.005	0.016	-0.047	-0.205	0.115	-0.117	-0.009	-0.106	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL014C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.075	0.060	0.092	0.005	0.032	-0.119	-0.034	-0.167	-0.177	-0.239	0.055	-0.022	0.122	0.013
YBL015W	-0.040	-0.040	-0.009	-0.083	-0.037	-0.019	-0.018	-0.050	-0.200	0.074	-0.113	-0.022	-0.107	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL016W	-0.055	-0.020	0.002	-0.070	-0.058	0.035	-0.036	0.051	0.149	-0.078	-0.033	-0.028	-0.131	-0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL017C	0.203	0.219	0.074	-0.003	0.018	-0.030	-0.012	0.352	0.291	-0.168	-0.096	0.019	-0.108	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL018C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.167	-0.031	-0.023	0.007	-0.047	0.040	0.023	0.033	-0.117	0.062	-0.023	0.016	0.013	0.037
YBL019W	-0.014	0.126	0.041	-0.028	0.017	0.051	0.014	0.144	0.385	-0.158	-0.082	0.032	-0.080	0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL020W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.223	0.022	-0.008	0.022	0.004	0.103	0.037	0.045	0.048	0.126	0.018	0.033	0.316	0.056
YBL021C	-0.050	0.154	0.099	-0.021	0.048	-0.033	0.062	-0.101	-0.241	0.335	0.042	0.026	0.144	0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL022C	-0.105	0.069	0.092	-0.075	0.023	-0.245	0.055	-0.174	-0.056	-0.161	0.089	-0.019	0.077	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL023C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.180	-0.062	-0.055	-0.030	-0.049	-0.003	-0.009	-0.012	-0.056	0.091	-0.045	-0.015	-0.009	0.021
YBL024W	0.049	0.479	0.087	-0.020	0.223	0.060	0.149	-0.022	-0.271	-0.219	0.273	0.131	-0.102	0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL025W	0.087	-0.159	-0.153	-0.028	-0.035	0.057	-0.114	0.051	-0.406	-0.128	-0.174	-0.020	-0.081	-0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL026W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.216	-0.056	0.026	0.019	-0.024	-0.055	-0.011	0.010	-0.004	-0.073	0.034	0.017	0.036	0.048
YBL027W	-0.078	-0.242	-0.197	-0.027	-0.004	-0.111	-0.086	-0.082	-0.159	0.006	-0.243	-0.057	-0.080	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL028C	-0.094	-0.014	-0.000	0.035	-0.022	0.052	0.003	0.023	0.097	-0.058	-0.153	0.000	-0.106	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL029C-A	0.016	-0.026	0.014	-0.023	0.094	0.068	-0.009	0.007	0.053	-0.078	0.312	-0.029	0.019	0.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL029W	-0.051	-0.023	0.021	-0.033	-0.052	0.037	0.027	0.018	0.113	-0.036	-0.124	0.032	-0.072	0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL030C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.105	0.015	0.014	0.024	-0.036	0.108	0.020	0.017	-0.141	0.023	0.012	0.009	0.011	0.015
YBL031W	-0.049	-0.032	-0.004	-0.026	0.005	-0.014	0.017	0.038	0.114	0.024	-0.143	0.032	-0.082	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL032W	-0.062	0.066	0.028	-0.023	-0.019	0.067	0.018	0.129	0.137	0.006	-0.113	0.026	-0.062	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL033C	0.037	-0.091	-0.042	0.014	-0.062	0.239	0.036	0.142	-0.092	-0.042	-0.030	0.056	0.002	-0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL034C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.096	0.007	0.004	0.011	0.002	0.097	0.016	0.031	-0.006	0.050	-0.009	0.013	0.025	0.021
YBL035C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.084	-0.007	-0.012	0.002	-0.024	0.047	0.006	0.030	-0.091	0.042	-0.025	0.012	0.029	0.016
YBL036C	-0.076	-0.042	-0.023	-0.034	-0.028	0.097	0.009	0.047	0.103	-0.119	-0.167	0.018	-0.108	-0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL037W	-0.015	-0.003	-0.005	0.002	0.027	0.058	-0.007	0.040	0.245	-0.032	0.040	0.015	0.041	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL038W	-0.010	0.016	-0.006	0.004	0.050	0.082	-0.015	0.051	0.212	-0.050	-0.014	0.026	-0.025	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL039C	0.072	0.007	0.011	0.046	0.012	0.082	0.054	0.104	0.088	-0.081	0.050	0.083	0.022	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL039W-A	-0.033	-0.015	0.026	0.011	0.167	0.008	0.010	-0.023	0.060	-0.049	0.060	-0.024	0.010	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL040C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.116	0.020	0.010	0.019	-0.005	0.086	0.009	0.021	-0.047	-0.005	-0.001	0.013	0.029	0.017
YBL041W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.024	-0.077	-0.060	-0.016	-0.041	-0.023	-0.031	-0.021	-0.134	0.029	-0.101	-0.027	0.023	-0.011
YBL042C	-0.022	-0.019	-0.016	-0.016	-0.008	0.046	-0.017	-0.003	-0.107	-0.002	0.012	0.003	0.071	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL043W	-0.024	0.025	-0.000	0.004	0.036	0.041	0.002	0.019	0.267	-0.059	0.037	0.009	-0.013	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL044W	-0.095	-0.030	0.062	-0.062	0.013	-0.258	0.021	-0.165	-0.085	-0.108	0.003	-0.003	0.064	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL045C	-0.177	0.038	0.078	-0.036	0.045	-0.240	0.028	-0.180	-0.209	-0.110	0.054	0.002	0.072	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL046W	-0.031	0.050	0.039	0.035	0.080	0.083	0.045	0.050	0.322	0.016	0.047	0.046	-0.024	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL047C	0.298	0.074	0.002	0.010	0.074	-0.033	-0.010	0.079	0.439	0.063	0.015	0.033	-0.024	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL048W	-0.073	-0.003	0.001	-0.025	0.095	0.114	0.011	0.034	0.248	-0.058	-0.000	0.014	-0.023	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL049W	-0.064	-0.015	0.006	-0.046	0.007	0.086	-0.007	0.018	0.177	-0.037	-0.035	0.024	-0.043	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL050W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.061	-0.043	-0.011	-0.045	-0.035	-0.057	-0.019	-0.029	-0.130	0.052	-0.032	-0.035	0.028	-0.006
YBL051C	-0.078	-0.168	-0.142	0.002	0.085	0.091	-0.112	0.098	0.234	-0.056	-0.055	-0.036	-0.031	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL052C	-0.039	-0.026	-0.039	-0.019	0.004	0.079	-0.005	0.057	0.169	-0.031	0.054	0.017	-0.043	-0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL053W	-0.071	-0.015	-0.012	-0.013	-0.011	0.079	0.001	0.038	0.149	-0.070	-0.007	0.025	-0.044	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL054W	-0.095	-0.040	-0.026	-0.033	-0.001	0.024	0.006	-0.038	0.121	-0.062	0.000	-0.004	-0.064	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL055C	-0.065	-0.020	-0.022	-0.032	-0.008	0.052	0.001	-0.019	0.045	-0.074	0.002	0.001	-0.059	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL056W	-0.082	-0.018	-0.019	-0.030	0.033	0.081	-0.020	-0.008	0.162	-0.071	0.016	0.002	-0.047	-0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL057C	0.031	-0.010	-0.005	0.003	0.575	0.065	0.003	0.007	0.173	-0.018	0.466	0.014	-0.031	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL058W	0.037	-0.202	-0.125	0.002	0.075	-0.108	-0.084	0.159	-0.088	0.036	-0.122	-0.045	-0.033	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL059W	-0.052	0.018	0.033	-0.007	0.060	-0.147	0.027	-0.028	0.037	0.140	0.029	0.010	0.030	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL060W	-0.040	-0.001	-0.013	-0.011	0.073	0.056	0.007	0.010	0.169	-0.020	-0.002	0.008	0.018	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL061C	-0.004	0.002	-0.020	-0.005	0.099	0.091	0.015	0.037	0.290	-0.128	0.023	0.021	0.009	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL062W	-0.027	0.004	-0.024	-0.006	0.034	0.074	0.008	0.020	0.283	-0.126	0.001	0.024	-0.024	0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL063W	0.043	0.032	0.003	0.013	0.116	0.050	0.015	0.064	0.280	-0.012	0.040	0.031	-0.003	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL064C	-0.018	0.020	0.009	-0.019	0.349	0.036	0.038	0.009	0.216	0.051	0.215	0.029	-0.026	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL065W	-0.051	0.053	0.013	-0.014	0.040	0.035	0.025	-0.032	-0.252	-0.014	0.077	0.014	-0.020	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
