ORF	hap a | mitotic recombination (frequency of Rad52 foci) | standard [standard] | Styles EB~Andrews BJ, 2016	hap a | mitotic recombination (frequency of Rad52 foci) | phleomycin [2.5 ng/uL] | Styles EB~Andrews BJ, 2016
YOL141W	-0.898	0.947
YOL147C	-0.678	0.604
YOL150C	0.131	1.395
YOL151W	1.564	0.462
YOL152W	1.006	-0.052
YOL153C	-0.549	-1.775
YOL155C	0.601	0.827
YOL158C	-0.643	-0.471
YOL159C	0.772	2.423
YOL160W	0.263	-0.278
YOL162W	0.191	2.009
YOL163W	0.254	-0.535
YOR001W	2.662	1.483
YOR002W	-0.188	-0.868
YOR003W	0.098	0.912
YOR005C	-0.246	0.914
YOR006C	0.297	1.959
YOR007C	-0.551	0.282
YOR008C	0.517	1.421
YOR008C-A	-0.056	-0.980
YOR009W	-0.725	0.461
YOR010C	0.636	-0.417
YOR011W	-0.557	0.265
YOR012W	-1.024	-0.858
YOR013W	-0.618	-0.229
YOR014W	7.846	3.422
YOR015W	0.133	0.911
YOR016C	0.746	1.262
YOR017W	0.194	-0.907
YOR018W	-0.424	-1.410
YOR019W	0.177	0.038
YOR021C	-0.728	-1.063
YOR022C	-0.666	-0.605
YOR023C	-0.567	-1.691
YOR024W	1.320	1.832
YOR025W	4.846	1.678
YOR026W	0.556	-2.584
YOR027W	-1.175	-1.388
YOR028C	0.096	1.242
YOR029W	-0.657	-0.385
YOR030W	-0.200	0.488
YOR031W	-0.070	-0.168
YOR032C	0.102	-1.514
YOR033C	0.616	0.942
YOR034C	-0.180	0.721
YOR035C	2.478	5.438
YOR037W	-0.160	-0.227
YOR038C	-1.419	-1.772
YOR039W	1.912	0.683
YOR040W	0.493	-0.443
YOR041C	-0.726	-1.222
YOR042W	-1.009	-2.278
YOR043W	-0.324	1.043
YOR044W	-0.530	0.921
YOR045W	0.323	0.272
YOR047C	-0.233	-1.251
YOR049C	0.255	0.604
YOR050C	-0.697	-0.896
YOR051C	-0.547	0.048
YOR052C	-0.551	-1.302
YOR053W	0.439	-0.372
YOR054C	0.674	1.847
YOR055W	-1.094	-1.233
YOR058C	1.211	2.520
YOR059C	-0.783	0.322
YOR061W	0.130	-0.333
YOR062C	0.991	0.870
YOR064C	0.088	0.118
YOR065W	-0.287	-0.202
YOR066W	1.853	0.131
YOR067C	0.723	1.627
YOR068C	-1.208	0.890
YOR069W	-0.310	-0.562
YOR070C	-0.081	0.849
YOR071C	-0.787	-2.812
YOR072W	-0.860	-0.872
YOR076C	-1.205	-1.062
YOR078W	2.215	0.216
YOR079C	-1.028	-0.909
YOR080W	6.079	2.838
YOR081C	-1.288	0.107
YOR082C	1.906	3.043
YOR083W	-0.021	0.401
YOR084W	-0.738	-0.607
YOR085W	0.557	1.013
YOR086C	-0.246	0.521
YOR087W	-0.220	-0.247
YOR088W	-0.267	-0.342
YOR089C	-1.090	1.090
YOR090C	-1.387	-2.750
YOR091W	-1.127	-0.263
YOR092W	0.491	0.396
YOR093C	-0.091	-0.592
YOR094W	0.183	-0.674
YOR097C	-0.229	-0.608
YOR099W	-0.978	-1.855
YOR100C	-0.313	0.082
YOR101W	0.537	NaN
YOR104W	0.106	1.117
YOR105W	0.608	1.692
YOR106W	-1.027	1.619
YOR107W	-0.778	-1.308
YOR108W	-0.763	-2.614
YOR109W	1.378	4.000
YOR111W	1.255	-1.943
YOR112W	-0.491	-0.969
YOR113W	1.945	3.028
YOR114W	-1.417	-0.545
YOR115C	-0.083	0.302
YOR118W	0.369	-0.256
YOR120W	0.197	0.023
YOR121C	0.629	1.475
YOR123C	5.655	4.221
YOR124C	1.327	2.822
YOR125C	0.117	-1.625
YOR126C	-0.261	-0.321
YOR127W	0.152	-0.326
YOR128C	0.000	NaN
YOR129C	-1.082	-1.170
YOR131C	-0.068	-0.183
YOR132W	-0.074	0.184
YOR133W	-0.087	-1.214
YOR134W	0.525	-0.354
YOR135C	0.213	0.340
YOR136W	0.180	0.346
YOR137C	-0.271	0.028
YOR138C	0.146	-0.575
YOR139C	1.762	3.130
YOR140W	-0.665	-1.698
YOR141C	1.071	1.935
YOR142W	-0.397	-0.969
YOR144C	9.304	6.079
YOR152C	0.429	-0.998
YOR153W	0.045	-0.130
YOR154W	-0.372	-0.627
YOR155C	0.880	1.076
YOR156C	2.831	0.083
YOR158W	-0.704	-0.223
YOR161C	-1.035	0.026
YOR162C	1.191	1.725
YOR163W	0.455	1.083
YOR164C	0.470	1.825
YOR165W	0.391	1.890
YOR166C	-0.268	-1.199
YOR167C	-0.376	-0.375
YOR170W	0.135	0.456
YOR171C	0.573	0.528
YOR172W	0.345	-1.547
YOR173W	0.008	0.035
YOR175C	0.167	2.504
YOR177C	-0.330	0.176
YOR178C	-0.348	0.192
YOR179C	-0.230	-0.188
YOR180C	0.478	1.478
YOR182C	-0.926	1.627
YOR183W	-1.292	-0.443
YOR184W	0.062	NaN
YOR185C	0.104	-0.005
YOR186W	0.449	1.292
YOR188W	0.034	-0.534
YOR189W	0.972	-1.160
YOR190W	-0.090	-0.103
YOR191W	0.667	-0.086
YOR192C	0.085	0.987
YOR193W	-0.405	-0.950
YOR195W	-1.057	-0.918
YOR196C	41.143	-1.141
YOR197W	0.199	-0.443
YOR202W	0.065	0.117
YOR208W	-0.470	-1.064
YOR209C	1.076	2.235
YOR212W	NaN	15.278
YOR213C	0.577	0.197
YOR214C	0.710	-0.817
YOR215C	-0.214	-1.107
YOR216C	0.389	-0.952
YOR219C	-0.496	-0.379
YOR220W	0.671	1.806
YOR221C	27.134	11.637
YOR222W	0.088	-0.945
YOR223W	0.322	-0.449
YOR225W	0.707	-0.217
YOR226C	-0.156	0.016
YOR227W	-0.659	-0.499
YOR228C	-0.340	-0.814
YOR229W	-0.837	-1.469
YOR230W	0.763	-0.286
YOR231W	-0.367	-0.493
YOR233W	-0.503	-0.043
YOR234C	-0.141	-1.144
YOR235W	-0.692	0.295
YOR237W	-0.551	0.015
YOR238W	0.136	0.107
YOR239W	0.114	12.855
YOR240W	0.314	0.914
YOR242C	-0.083	-0.183
YOR243C	1.209	1.040
YOR245C	0.234	0.619
YOR246C	-1.564	-1.761
YOR247W	0.587	0.574
YOR248W	-0.193	-1.416
YOR251C	-0.574	-1.080
YOR252W	1.616	0.178
YOR253W	-0.087	1.385
YOR255W	-0.336	-0.327
YOR263C	0.873	0.387
YOR264W	0.853	-0.524
YOR265W	-0.387	-0.326
YOR266W	-0.474	0.770
YOR267C	-0.632	-0.362
YOR268C	0.472	1.775
YOR269W	-0.427	1.281
YOR270C	0.287	2.115
YOR271C	-0.693	-0.292
YOR273C	0.904	1.718
YOR274W	-0.023	-0.510
YOR275C	-0.853	-0.506
YOR276W	0.228	0.208
YOR277C	0.248	-0.538
YOR279C	1.384	-0.312
YOR280C	0.015	1.257
YOR283W	-0.070	-0.117
YOR284W	-0.223	-0.093
YOR285W	0.067	1.196
YOR286W	0.210	-0.246
YOR288C	-0.462	-0.098
YOR289W	0.111	-1.005
YOR291W	1.333	-1.216
YOR292C	-0.437	-0.349
YOR293W	-2.446	-1.161
YOR296W	0.029	1.156
YOR297C	0.832	-0.619
YOR298C-A	-0.098	1.222
YOR298W	0.272	-0.200
YOR299W	-0.284	-0.682
YOR300W	-0.133	-0.799
YOR301W	-0.345	-0.810
YOR302W	-1.319	0.111
YOR303W	2.794	2.611
YOR304C-A	0.596	-0.489
YOR304W	-0.757	-0.757
YOR306C	-0.571	-1.281
YOR307C	0.138	0.257
YOR308C	0.359	-0.648
YOR309C	-0.026	0.370
YOR311C	-0.452	-0.956
YOR312C	0.180	1.781
YOR313C	0.333	-0.755
YOR314W	-0.131	-0.606
YOR315W	-0.050	-0.022
YOR316C	-0.408	-1.163
YOR317W	0.448	0.280
YOR318C	-0.357	-0.155
YOR320C	-0.469	-1.300
YOR321W	0.487	2.214
YOR322C	-0.945	-0.470
YOR324C	-0.369	-1.007
YOR325W	1.092	1.352
YOR327C	0.631	-0.720
YOR328W	-0.484	-0.827
YOR333C	0.306	1.438
YOR334W	0.861	1.418
YOR337W	-0.116	-1.152
YOR338W	-0.705	0.770
YOR339C	0.467	1.606
YOR342C	0.771	-0.268
YOR343C	-0.347	-0.568
YOR344C	0.674	0.763
YOR345C	0.469	1.685
YOR346W	-0.087	0.195
YOR347C	0.725	0.369
YOR348C	1.245	15.453
YOR349W	-0.400	-1.280
YOR350C	0.864	0.557
YOR351C	0.355	-0.259
YOR352W	-0.301	-0.594
YOR354C	-0.946	-0.967
YOR355W	3.998	2.794
YOR356W	-0.200	0.717
YOR357C	0.135	0.191
YOR358W	-1.920	-1.703
YOR359W	-0.781	-0.476
YOR360C	-0.732	-0.352
YOR363C	-0.097	0.031
YOR364W	0.758	0.681
YOR365C	-0.094	-0.775
YOR366W	-0.350	-1.705
YOR367W	1.222	0.394
YOR368W	3.149	3.493
YOR371C	0.078	-0.025
YOR374W	-0.132	0.920
YOR375C	-0.487	-0.461
YOR376W	-0.075	-0.104
YOR377W	-0.626	-0.476
YOR378W	0.407	19.159
YOR379C	0.666	-0.375
YOR380W	-0.426	-0.782
YOR381W	-0.300	-0.238
YOR382W	0.452	2.173
YOR383C	-0.239	-0.137
YOR384W	-0.433	-0.335
YOR385W	0.337	0.736
YOR386W	-0.444	-1.101
YPL001W	-0.135	-0.590
YPL003W	0.567	-0.302
YPL004C	0.399	0.171
YPL008W	1.950	1.699
YPL009C	-0.439	1.781
YPL014W	0.546	-1.236
YPL015C	0.442	0.546
YPL017C	-0.913	-0.225
YPL018W	-0.130	-0.211
YPL019C	-0.274	-0.298
YPL021W	-0.409	0.149
YPL022W	0.134	0.727
YPL023C	-1.451	1.215
YPL024W	2.356	1.210
YPL025C	-0.946	1.172
YPL026C	0.140	0.295
YPL027W	0.362	-0.279
YPL030W	-0.580	0.107
YPL032C	0.407	0.127
YPL033C	1.099	2.289
YPL034W	-0.984	-1.328
YPL035C	-0.438	0.513
YPL036W	1.137	1.767
YPL037C	0.603	-0.612
YPL038W	-0.376	0.616
YPL039W	0.141	-0.505
YPL041C	0.554	-0.564
YPL046C	0.106	0.163
YPL047W	0.448	-0.004
YPL048W	-0.160	-0.960
YPL051W	-0.830	-0.241
YPL052W	0.253	-0.722
YPL053C	-0.286	0.428
YPL054W	0.370	0.949
YPL055C	5.506	8.841
YPL056C	-1.826	-2.428
YPL057C	0.401	0.310
YPL058C	-1.383	-0.187
YPL060W	-0.172	-1.303
YPL061W	-1.108	-0.881
YPL062W	-1.318	-0.249
YPL064C	1.010	1.643
YPL066W	0.453	-0.294
YPL067C	0.315	-0.208
YPL068C	-0.986	-0.949
YPL069C	-2.449	NaN
YPL070W	0.409	-0.176
YPL071C	-0.556	-1.557
YPL072W	0.543	2.124
YPL073C	0.764	-0.019
YPL074W	-0.265	-0.131
YPL079W	0.878	2.364
YPL080C	0.959	1.491
YPL081W	-0.373	-1.023
YPL086C	-1.361	-0.481
YPL087W	-1.170	-0.566
YPL088W	1.304	-0.804
YPL089C	-0.909	-0.624
YPL090C	0.093	1.579
YPL091W	-0.661	-1.200
YPL092W	0.259	0.672
YPL095C	0.421	0.280
YPL096W	0.972	1.012
YPL098C	1.610	1.946
YPL099C	0.618	-0.250
YPL100W	-0.110	-0.044
YPL101W	-1.126	2.944
YPL102C	-1.587	6.896
YPL103C	0.108	-0.565
YPL105C	0.184	-0.315
YPL106C	1.257	1.844
YPL107W	1.350	0.328
YPL108W	1.083	2.110
YPL109C	0.474	1.079
YPL110C	-0.593	-0.524
YPL111W	-0.851	0.374
YPL112C	-0.418	0.000
YPL113C	-0.817	-1.984
YPL114W	0.201	-0.095
YPL115C	-0.469	-0.058
YPL116W	0.373	-0.143
YPL119C	0.862	2.308
YPL120W	0.002	-0.285
YPL121C	-0.322	-0.949
YPL123C	0.678	0.152
YPL125W	-0.549	1.637
YPL127C	0.255	1.312
YPL130W	0.406	2.908
YPL133C	1.320	0.232
YPL134C	0.185	0.716
YPL135W	-0.160	-0.771
YPL136W	-0.237	1.305
YPL137C	-0.890	-0.593
YPL138C	0.220	-1.016
YPL139C	0.692	1.495
YPL140C	-0.400	-0.238
YPL141C	0.987	1.698
YPL144W	-1.019	0.481
YPL145C	-0.039	1.189
YPL147W	-0.857	0.731
YPL149W	-0.020	1.452
YPL150W	-1.286	0.155
YPL152W	1.147	-0.105
YPL154C	-0.362	0.689
YPL155C	0.207	-0.124
YPL156C	-0.504	-0.394
YPL157W	0.622	0.993
YPL158C	0.014	-0.126
YPL159C	-0.339	-1.007
YPL161C	3.793	6.718
YPL162C	-0.906	-1.253
YPL163C	-0.006	-1.871
YPL164C	-0.587	-0.251
YPL165C	0.480	0.609
YPL166W	1.398	2.707
YPL167C	0.083	1.317
YPL168W	-0.896	0.117
YPL170W	0.952	0.271
YPL171C	-0.013	0.878
YPL172C	0.199	-0.549
YPL174C	-0.275	-0.818
YPL176C	0.722	0.102
YPL177C	-0.441	-0.862
YPL178W	0.768	0.308
YPL179W	-0.598	-0.389
YPL180W	5.940	6.913
YPL181W	0.166	2.720
YPL182C	1.175	1.070
YPL183C	-0.660	0.125
YPL183W-A	1.084	1.461
YPL184C	0.546	0.817
YPL185W	0.525	1.131
YPL186C	0.536	0.315
YPL187W	-0.819	-0.684
YPL189W	-0.506	-0.602
YPL191C	-0.660	-1.013
YPL192C	-0.647	-0.496
YPL194W	3.399	2.757
YPL195W	-0.152	-0.950
YPL196W	0.140	0.525
YPL197C	-0.902	0.268
YPL198W	0.375	0.318
YPL199C	-0.152	-0.036
YPL200W	-0.244	-1.360
YPL201C	0.119	-1.232
YPL202C	0.288	1.731
YPL203W	-0.869	-2.027
YPL205C	-0.947	-2.817
YPL206C	-0.596	-1.397
YPL207W	0.237	-0.842
YPL208W	0.418	0.783
YPL212C	0.546	0.188
YPL213W	5.588	3.017
YPL214C	-0.020	0.449
YPL216W	-0.165	1.263
YPL219W	0.647	1.692
YPL220W	0.357	-0.940
YPL221W	0.309	1.086
YPL222W	-0.223	-1.420
YPL223C	-0.389	-1.307
YPL224C	1.311	0.359
YPL225W	-0.839	-0.710
YPL226W	-0.610	1.867
YPL227C	-0.469	-0.885
YPL229W	-0.333	-1.791
YPL230W	0.298	-0.103
YPL232W	0.547	0.844
YPL236C	-0.578	0.089
YPL239W	1.333	2.006
YPL240C	0.309	-0.460
YPL241C	-0.039	-1.167
YPL244C	-1.434	-2.200
YPL245W	-0.435	-1.343
YPL246C	0.687	-0.109
YPL247C	0.926	0.533
YPL248C	0.726	0.546
YPL249C	-0.588	0.448
YPL250C	-0.217	0.087
YPL253C	0.110	0.891
YPL256C	0.638	0.538
YPL257W	0.221	-0.342
YPL258C	0.344	-0.420
YPL259C	-0.336	0.262
YPL260W	0.211	-2.115
YPL261C	1.250	0.025
YPL262W	0.426	0.943
YPL263C	0.184	-0.252
YPL264C	0.727	0.417
YPL265W	-0.468	-0.098
YPL267W	0.034	0.676
YPL269W	-0.171	-0.152
YPL270W	-0.309	-0.559
YPL272C	-0.569	-0.440
YPL273W	-1.092	-0.399
YPL274W	-0.478	-0.290
YPR001W	0.079	-1.821
YPR002W	0.010	-0.245
YPR003C	0.196	0.797
YPR004C	-0.506	0.641
YPR005C	-0.592	0.255
YPR006C	-0.977	-1.315
YPR007C	0.461	-0.132
YPR008W	0.136	0.158
YPR009W	-0.348	-0.635
YPR011C	-0.084	-1.080
YPR012W	0.022	-1.397
YPR013C	0.131	0.758
YPR014C	-1.194	-2.592
YPR015C	-0.604	-0.632
YPR017C	-0.849	-1.425
YPR018W	5.159	2.120
YPR020W	1.155	0.398
YPR021C	0.391	1.546
YPR022C	-1.006	-1.208
YPR023C	-0.628	-2.389
YPR024W	2.210	3.315
YPR026W	-0.161	-0.541
YPR027C	-0.465	0.632
YPR028W	-0.569	-0.543
YPR029C	-0.558	0.370
YPR030W	-0.002	-0.214
YPR031W	-0.410	-0.212
YPR032W	-0.057	0.811
YPR037C	-0.256	-0.645
YPR038W	-0.692	-1.437
YPR039W	-0.642	-0.741
YPR040W	-2.520	-3.574
YPR042C	-0.012	-0.751
YPR043W	-2.447	0.538
YPR044C	1.967	1.224
YPR045C	2.567	0.841
YPR046W	0.692	0.462
YPR050C	-1.172	-1.102
YPR051W	-2.425	-1.726
YPR052C	-0.844	-1.384
YPR053C	-0.017	-0.540
YPR054W	-0.413	0.170
YPR057W	0.018	0.170
YPR058W	-0.191	0.002
YPR059C	0.416	0.502
YPR060C	1.212	NaN
YPR061C	0.172	-1.343
YPR062W	-1.320	-2.587
YPR063C	-0.594	-1.503
YPR064W	-0.673	0.237
YPR065W	-0.579	-0.225
YPR066W	3.542	1.598
YPR068C	0.426	-0.437
YPR069C	1.814	0.143
YPR070W	5.758	12.306
YPR071W	-0.649	-0.394
YPR073C	-0.120	-0.546
YPR074C	1.452	1.546
YPR075C	-1.272	-0.236
YPR076W	-0.175	-0.221
YPR077C	-0.018	0.172
YPR078C	1.020	0.145
YPR079W	0.025	1.053
YPR083W	-1.064	-1.976
YPR084W	1.277	4.104
YPR089W	-0.292	-1.698
YPR090W	0.772	0.616
YPR091C	0.124	0.528
YPR092W	0.218	-0.166
YPR093C	-1.291	-0.748
YPR095C	-2.052	-1.795
YPR096C	-0.077	0.862
YPR097W	-0.246	-0.492
YPR098C	-0.976	-0.214
YPR106W	0.606	1.288
YPR109W	-0.056	0.525
YPR111W	-0.529	-2.200
YPR114W	0.921	1.256
YPR115W	-1.436	0.795
YPR117W	0.533	0.570
YPR118W	0.393	1.261
YPR119W	-0.173	0.102
YPR120C	14.660	11.301
YPR121W	-0.365	-0.783
YPR122W	-0.113	-0.409
YPR123C	-0.404	0.237
YPR125W	-0.040	0.492
YPR126C	-0.452	2.504
YPR127W	1.017	0.963
YPR128C	0.131	1.875
YPR129W	-1.238	-1.152
YPR130C	-0.280	0.560
YPR132W	0.142	0.466
YPR134W	0.431	1.972
YPR135W	15.430	8.764
YPR138C	1.642	-0.174
YPR140W	0.003	-0.570
YPR141C	2.089	0.662
YPR145W	0.109	0.269
YPR146C	-1.824	-1.487
YPR147C	-0.136	-0.004
YPR148C	-0.411	-0.116
YPR149W	0.110	-0.195
YPR150W	-0.269	-1.424
YPR151C	-0.298	-0.240
YPR152C	-0.923	-2.362
YPR153W	-0.945	-1.106
YPR154W	0.191	-0.213
YPR155C	0.231	0.741
YPR156C	-0.620	-0.648
YPR157W	0.369	-0.456
YPR158W	0.502	-0.239
YPR160W	-0.086	0.033
YPR164W	15.456	9.845
YPR167C	0.174	0.171
YPR170C	0.145	0.360
YPR171W	0.279	-0.417
YPR172W	1.095	2.558
YPR173C	0.864	-1.343
YPR174C	-0.165	-0.553
YPR179C	0.840	0.919
YPR184W	0.202	0.020
YPR185W	-0.887	0.895
YPR188C	-0.597	-0.932
YPR189W	-0.615	1.172
YPR191W	0.514	0.187
YPR192W	0.104	-0.373
YPR193C	-0.449	0.222
YPR194C	-0.522	0.043
YPR195C	-0.067	0.226
YPR196W	-0.341	-0.943
YPR197C	1.156	1.253
YPR198W	-0.601	-0.667
YPR199C	-0.952	0.325
YPR200C	0.554	0.564
YPR201W	0.747	1.285
