ORF	chronological life span;standard
YNL218W	1.004
YDL109C	1.004
YNL198C	1.004
YNL220W	1.004
YNL045W	1.004
YOL115W	1.004
YBR121C	1.004
YMR154C	1.004
YKR033C	1.004
YHR021C	1.004
YHR182W	1.004
YKL063C	1.004
YDR420W	1.004
YLR303W	1.004
YER034W	1.004
YGL021W	1.004
YPL208W	1.004
YPR076W	1.004
YPR038W	1.004
YEL005C	1.004
YMR153C-A	1.004
YCR092C	1.004
YIL009C-A	1.004
YLR369W	1.004
YIL071C	1.004
YOR010C	1.004
YMR141C	1.004
YGL031C	1.004
YGR242W	1.004
YJR070C	1.004
YKL086W	1.004
YGR087C	1.004
YFR014C	1.004
YPL088W	1.004
YLR253W	1.004
YKR031C	1.004
YDL010W	1.004
YML056C	1.004
YLR164W	1.004
YLR118C	1.004
YOR291W	1.004
YKR053C	1.004
YKL064W	1.004
YDR441C	1.004
YMR289W	1.004
YFL051C	1.004
YNR002C	1.004
YLR236C	1.004
YBR259W	1.004
YPL030W	1.004
YGL063W	1.004
YGR224W	1.004
YBR159W	1.004
YJR066W	1.004
YPR171W	1.004
YKL100C	1.004
YER019C-A	1.004
YBR241C	1.004
YBR013C	1.004
YOR328W	1.004
YDR534C	1.004
YDR241W	1.004
YJL158C	1.004
YJR119C	1.004
YOR338W	1.004
YJR004C	1.004
YOL053C-A	1.004
YGR199W	1.004
YFR034C	1.004
YMR063W	1.004
YGR066C	1.004
YKL051W	1.004
YPL166W	1.004
YLR225C	1.004
YGL260W	1.004
YER150W	1.004
YHL012W	1.004
YDR221W	1.004
YGL015C	1.004
YNL130C	1.004
YIL073C	1.004
YGL010W	1.004
YIR002C	1.004
YJR096W	1.004
YIL053W	1.004
YOL084W	1.004
YPR053C	1.004
YOL030W	1.004
YDR423C	1.004
YBL037W	1.004
YPR089W	1.004
YKL094W	1.004
YOR234C	1.004
YBR194W	1.004
YBR204C	1.004
YDR078C	1.004
YPR092W	1.004
YGR040W	1.004
YFL034C-A	1.004
YJR036C	1.004
YCR014C	1.004
YPR046W	1.004
YKL162C-A	1.004
YGL228W	1.004
YFR036W	1.004
YHR008C	1.004
YKR103W	1.004
YBR035C	1.004
YAR035W	1.004
YCR089W	1.004
YBL024W	1.004
YDR142C	1.004
YDL179W	1.004
YPL194W	1.004
YPL163C	1.004
YDL091C	1.004
YAR040C	1.004
YOR026W	1.004
YPL114W	1.004
YDR239C	1.004
YPR095C	1.004
YBR051W	1.004
YIL138C	1.004
YBR141C	1.004
YGR238C	1.004
YBR144C	1.004
YDL081C	1.004
YNL101W	1.004
YLR288C	1.004
YKL073W	1.004
YKL198C	1.004
YOR035C	1.004
YBR108W	1.004
YJL150W	1.004
YLR107W	1.004
YKR045C	1.004
YJL134W	1.004
YGR039W	1.004
YNL085W	1.004
YJL123C	1.004
YNL336W	1.004
YGL121C	1.004
YLR111W	1.004
YBL066C	1.004
YOL028C	1.004
YOR007C	1.004
YDR250C	1.004
YDL040C	1.004
YLR121C	1.004
YCL022C	1.004
YMR129W	1.004
YPL167C	1.004
YOL131W	1.004
YER163C	1.004
YOL062C	1.004
YGL060W	1.004
YGR283C	1.004
YKR100C	1.005
YDR050C	1.005
YDR066C	1.005
YFL012W	1.005
YLR017W	1.005
YLR057W	1.005
YOR021C	1.005
YLR219W	1.005
YLR299W	1.005
YIL074C	1.005
YCR045C	1.005
YAL022C	1.005
YFL056C	1.005
YNR032W	1.005
YFL031W	1.005
YBL086C	1.005
YDL078C	1.005
YIL103W	1.005
YMR269W	1.005
YBR161W	1.005
YOL116W	1.005
YKL215C	1.005
YNR058W	1.005
YHR104W	1.005
YNL315C	1.005
YFR032C	1.005
YBR008C	1.005
YER080W	1.005
YPR061C	1.005
YPR007C	1.005
YOR186W	1.005
YDR030C	1.005
YLR318W	1.005
YMR193C-A	1.005
YLR381W	1.005
YDR519W	1.005
YJL059W	1.005
YBR032W	1.005
YMR096W	1.005
YBR113W	1.005
YHR106W	1.005
YNL077W	1.005
YGR206W	1.005
YGR089W	1.005
YBL057C	1.005
YER028C	1.005
YDL080C	1.005
YCR015C	1.005
YLR415C	1.005
YBL016W	1.005
YFL052W	1.005
YCR037C	1.005
YKR098C	1.005
YBL046W	1.005
YLR328W	1.005
YIL025C	1.005
YNL239W	1.005
YGR169C	1.005
YLR138W	1.005
YDR403W	1.005
YDR490C	1.005
YDR371W	1.005
YHR021W-A	1.005
YOR298W	1.005
YHL036W	1.005
YDR129C	1.005
YDR139C	1.005
YPL081W	1.005
YGR051C	1.005
YOR085W	1.005
YHL032C	1.005
YDR467C	1.005
YDR374C	1.005
YOR240W	1.005
YDR229W	1.005
YDR144C	1.005
YOR041C	1.005
YPR093C	1.005
YMR318C	1.005
YLR345W	1.005
YBR170C	1.005
YNL322C	1.005
YMR205C	1.005
YBR158W	1.005
YER005W	1.005
YKR018C	1.005
YGL017W	1.005
YOL007C	1.005
YGR042W	1.005
YIL058W	1.005
YJR039W	1.005
YMR052W	1.005
YPL091W	1.005
YDL178W	1.005
YNR004W	1.005
YDR285W	1.005
YDR297W	1.005
YNL339C	1.005
YOR024W	1.005
YGR130C	1.005
YDR046C	1.005
YHR057C	1.005
YKL017C	1.005
YPR111W	1.005
YCR026C	1.005
YLR238W	1.005
YCR106W	1.005
YDR131C	1.005
YGR205W	1.005
YER109C	1.005
YPR097W	1.005
YIR042C	1.005
YGL064C	1.005
YHR115C	1.005
YGL056C	1.005
YLR461W	1.005
YDL236W	1.005
YKL075C	1.005
YBR271W	1.005
YNL153C	1.005
YKL174C	1.005
YDL033C	1.005
YGL226C-A	1.005
YJL148W	1.005
YKR078W	1.005
YGL023C	1.005
YIL037C	1.005
YIL149C	1.005
YOR366W	1.005
YOR344C	1.005
YKR064W	1.005
YOR216C	1.005
YNL335W	1.005
YNL106C	1.005
YDR100W	1.005
YCR098C	1.005
YOL016C	1.005
YHR202W	1.005
YBR168W	1.005
YLR436C	1.005
YPL107W	1.005
YJR148W	1.005
YOR019W	1.005
YIL050W	1.005
YER046W	1.005
YER173W	1.005
YGL175C	1.005
YPL221W	1.005
YLR391W	1.006
YDR248C	1.006
YKR019C	1.006
YOR301W	1.006
YGR154C	1.006
YKR027W	1.006
YNL084C	1.006
YFL010W-A	1.006
YGR032W	1.006
YBR006W	1.006
YHR016C	1.006
YDR497C	1.006
YPL038W	1.006
YEL067C	1.006
YHR096C	1.006
YJR014W	1.006
YMR316C-B	1.006
YDR466W	1.006
YDR517W	1.006
YOL056W	1.006
YLR412W	1.006
YMR118C	1.006
YDL113C	1.006
YJR019C	1.006
YLR344W	1.006
YNR033W	1.006
YGL194C	1.006
YJL124C	1.006
YDR084C	1.006
YDL009C	1.006
YDR184C	1.006
YGR052W	1.006
YBR225W	1.006
YDR256C	1.006
YFL042C	1.006
YGL003C	1.006
YIL153W	1.006
YBR272C	1.006
YDR425W	1.006
YNR056C	1.006
YMR156C	1.006
YLR180W	1.006
YDL099W	1.006
YER060W	1.006
YMR030W	1.006
YMR086C-A	1.006
YDR099W	1.006
YMR303C	1.006
YER142C	1.006
YAL016W	1.006
YIL148W	1.006
YNL023C	1.006
YLR282C	1.006
YCL027W	1.006
YLL028W	1.006
YPR148C	1.006
YPR198W	1.006
YBR001C	1.006
YOR008C	1.006
YCR043C	1.006
YNL135C	1.006
YIL079C	1.006
YLR168C	1.006
YKL175W	1.006
YBR056W	1.006
YBR005W	1.006
YDR305C	1.006
YBR249C	1.006
YBR041W	1.006
YGL109W	1.006
YBL051C	1.006
YHR001W-A	1.006
YIR013C	1.006
YJR154W	1.006
YGR250C	1.006
YJR129C	1.006
YFR053C	1.006
YBR084C-A	1.006
YBR199W	1.006
YOR082C	1.006
YNL129W	1.006
YPL027W	1.006
YBL060W	1.006
YEL014C	1.006
YAL036C	1.006
YBR156C	1.006
YNR069C	1.006
YPL170W	1.006
YAL066W	1.006
YOR163W	1.006
YDR528W	1.006
YIR029W	1.006
YJL110C	1.006
YCR030C	1.006
YNL203C	1.006
YDR029W	1.006
YDR452W	1.006
YIL113W	1.006
YPR011C	1.006
YJR097W	1.006
YIL016W	1.006
YFL049W	1.006
YBR226C	1.006
YBR291C	1.006
YEL049W	1.006
YJL045W	1.006
YOL025W	1.006
YNL276C	1.006
YML041C	1.006
YJL089W	1.006
YJL198W	1.006
YNL067W	1.006
YPL215W	1.006
YIR020C	1.006
YKL029C	1.006
YDR486C	1.006
YDR278C	1.006
YPL274W	1.006
YBL068W	1.006
YPL198W	1.006
YCR032W	1.006
YOL151W	1.006
YBR172C	1.006
YPR037C	1.006
YER132C	1.006
YBR219C	1.006
YDL089W	1.006
YJR082C	1.006
YLR294C	1.006
YKL136W	1.006
YKR009C	1.007
YKR061W	1.007
YNL192W	1.007
YOR080W	1.007
YJL065C	1.007
YMR254C	1.007
YIL163C	1.007
YKL120W	1.007
YAR002C-A	1.007
YOR242C	1.007
YIL054W	1.007
YER007W	1.007
YJR095W	1.007
YBR186W	1.007
YAL067C	1.007
YOR120W	1.007
YOL122C	1.007
YKR029C	1.007
YLR142W	1.007
YJL187C	1.007
YBR178W	1.007
YER131W	1.007
YML113W	1.007
YKL168C	1.007
YGR168C	1.007
YNL236W	1.007
YNR075W	1.007
YBR285W	1.007
YOR318C	1.007
YMR282C	1.007
YJL183W	1.007
YIL133C	1.007
YNR055C	1.007
YCR022C	1.007
YLL010C	1.007
YDL191W	1.007
YGL131C	1.007
YKR011C	1.007
YJL064W	1.007
YPR008W	1.007
YGL088W	1.007
YLR327C	1.007
YLR210W	1.007
YHR111W	1.007
YJR048W	1.007
YBR177C	1.007
YNL254C	1.007
YCR024C-A	1.007
YLR349W	1.007
YKL214C	1.007
YJL149W	1.007
YNL028W	1.007
YLR194C	1.007
YKL071W	1.007
YAL058W	1.007
YDR271C	1.007
YOL068C	1.007
YLR429W	1.007
YOR064C	1.007
YKR060W	1.007
YBR071W	1.007
YFL013C	1.007
YJR152W	1.007
YKL117W	1.007
YDR092W	1.007
YMR181C	1.007
YFL003C	1.007
YAR042W	1.007
YER060W-A	1.007
YDL170W	1.007
YOL075C	1.007
YFR055W	1.007
YCR010C	1.007
YDL188C	1.007
YNL016W	1.007
YOR231W	1.007
YIR019C	1.007
YOL128C	1.007
YHL044W	1.007
YDR242W	1.007
YBR027C	1.007
YKR102W	1.007
YOR289W	1.007
YKL197C	1.007
YLR006C	1.007
YMR166C	1.007
YBR090C	1.007
YNL257C	1.007
YLR326W	1.007
YBR015C	1.007
YIL028W	1.007
YML048W-A	1.007
YMR066W	1.007
YOR079C	1.007
YER166W	1.007
YJL186W	1.007
YHR132W-A	1.007
YCL009C	1.007
YKL202W	1.007
YPR069C	1.007
YOL059W	1.007
YOR235W	1.007
YJL196C	1.007
YNL204C	1.007
YHL024W	1.007
YBR139W	1.007
YNR063W	1.007
YGR207C	1.007
YIL112W	1.007
YBR206W	1.007
YKL177W	1.007
YKR007W	1.008
YKR052C	1.008
YOL124C	1.008
YNL275W	1.008
YIL130W	1.008
YER077C	1.008
YMR057C	1.008
YHR078W	1.008
YLR350W	1.008
YPR090W	1.008
YHL008C	1.008
YGR240C	1.008
YJL017W	1.008
YGL039W	1.008
YMR010W	1.008
YEL065W	1.008
YIR031C	1.008
YDR401W	1.008
YNL249C	1.008
YDL213C	1.008
YKL020C	1.008
YKL067W	1.008
YPR193C	1.008
YBL042C	1.008
YLR227C	1.008
YNL090W	1.008
YKR012C	1.008
YNL044W	1.008
YPL068C	1.008
YLR023C	1.008
YEL016C	1.008
YGR149W	1.008
YER007C-A	1.008
YGR125W	1.008
YHR140W	1.008
YDR153C	1.008
YOL155C	1.008
YLR214W	1.008
YOL055C	1.008
YKL103C	1.008
YLR428C	1.008
YDR433W	1.008
YPR021C	1.008
YML102W	1.008
YBR099C	1.008
YML035C-A	1.008
YGL256W	1.008
YBR031W	1.008
YKL191W	1.008
YLR143W	1.008
YDR105C	1.008
YLR304C	1.008
YOR097C	1.008
YJR060W	1.008
YDR509W	1.008
YKL025C	1.008
YLR313C	1.008
YHL010C	1.008
YDL214C	1.008
YHL043W	1.008
YNL217W	1.008
YDL241W	1.008
YNL005C	1.008
YKL130C	1.008
YMR160W	1.008
YDL048C	1.008
YNL206C	1.008
YCL038C	1.008
YAL019W	1.008
YFR010W	1.008
YMR003W	1.008
YBL032W	1.008
YOR321W	1.008
YML101C	1.008
YML036W	1.008
YHR114W	1.008
YBR258C	1.008
YJR032W	1.008
YNL200C	1.008
YPL127C	1.009
YFR032C-A	1.009
YDR481C	1.009
YLR311C	1.009
YOR016C	1.009
YBR279W	1.009
YPR130C	1.009
YPR179C	1.009
YEL017C-A	1.009
YML042W	1.009
YBR269C	1.009
YAR020C	1.009
YNL009W	1.009
YHR028C	1.009
YDL037C	1.009
YOR367W	1.009
YPL079W	1.009
YER063W	1.009
YDR265W	1.009
YJL075C	1.009
YIL088C	1.009
YLR289W	1.009
YDR518W	1.009
YHR199C	1.009
YML100W	1.009
YLR395C	1.009
YBR299W	1.009
YIL101C	1.009
YNL030W	1.009
YLR287C	1.009
YLR170C	1.009
YMR186W	1.009
YOL052C	1.009
YCL037C	1.009
YNR031C	1.009
YOR107W	1.009
YKL005C	1.009
YDL129W	1.009
YBL047C	1.009
YCR069W	1.009
YCR085W	1.009
YCL049C	1.009
YDL075W	1.009
YOL117W	1.009
YGR148C	1.009
YDR530C	1.009
YJL191W	1.009
YLR342W	1.009
YOR325W	1.009
YDL175C	1.009
YDL176W	1.009
YKR030W	1.009
YDR283C	1.009
YER031C	1.009
YNL083W	1.009
YJL106W	1.009
YDR520C	1.009
YMR225C	1.009
YLR446W	1.009
YPL244C	1.009
YFR013W	1.009
YMR315W	1.009
YJL082W	1.009
YBL099W	1.009
YLR178C	1.009
YML116W	1.009
YMR004W	1.009
YGL170C	1.009
YBL017C	1.009
YDR500C	1.009
YLR367W	1.009
YFL013W-A	1.009
YLR312C	1.009
YIL114C	1.009
YLR165C	1.009
YKR032W	1.009
YDL053C	1.009
YNL190W	1.009
YMR075C-A	1.009
YJL145W	1.009
YBR245C	1.009
YLR410W	1.009
YLR432W	1.010
YLR250W	1.010
YBL010C	1.010
YOR351C	1.010
YBR276C	1.010
YOL045W	1.010
YLR065C	1.010
YNL187W	1.010
YJL142C	1.010
YPL064C	1.010
YML074C	1.010
YJL165C	1.010
YCL010C	1.010
YHL022C	1.010
YER130C	1.010
YNL141W	1.010
YIR016W	1.010
YMR274C	1.010
YLR211C	1.010
YPR018W	1.010
YKL124W	1.010
YJR125C	1.010
YGR058W	1.010
YNL043C	1.010
YOR162C	1.010
YDR077W	1.010
YJR062C	1.010
YBL009W	1.010
YHR207C	1.010
YJR010C-A	1.010
YAL059W	1.010
YLR365W	1.010
YHR180W	1.010
YGR117C	1.010
YKL217W	1.010
YIL066C	1.010
YMR244W	1.010
YOR337W	1.010
YOR279C	1.010
YLR346C	1.010
YGR210C	1.010
YNL255C	1.010
YOR014W	1.010
YBR232C	1.010
YDR193W	1.010
YGL253W	1.010
YOR175C	1.010
YIL131C	1.010
YPL073C	1.010
YBR290W	1.010
YBR188C	1.010
YDR281C	1.010
YCL051W	1.010
YAR029W	1.010
YJL136C	1.010
YJL128C	1.010
YEL048C	1.010
YIL096C	1.010
YLR262C-A	1.010
YGL202W	1.010
YDR485C	1.010
YFR009W	1.010
YOR306C	1.010
YIL166C	1.010
YMR031W-A	1.010
YML037C	1.011
YKL056C	1.011
YOL039W	1.011
YDL216C	1.011
YJL006C	1.011
YLR366W	1.011
YDL063C	1.011
YCL032W	1.011
YGL101W	1.011
YPR023C	1.011
YER070W	1.011
YGR176W	1.011
YLR260W	1.011
YBR093C	1.011
YLL045C	1.011
YLR281C	1.011
YGR214W	1.011
YMR266W	1.011
YGR085C	1.011
YOR193W	1.011
YDR326C	1.011
YDL135C	1.011
YGL036W	1.011
YOR167C	1.011
YLR126C	1.011
YJL181W	1.011
YMR187C	1.011
YFR026C	1.011
YER128W	1.011
YIL029C	1.011
YOR308C	1.011
YOL015W	1.011
YJR094C	1.011
YDR463W	1.011
YLR185W	1.011
YOR028C	1.011
YOR227W	1.011
YCR023C	1.011
YMR102C	1.011
YCL061C	1.011
YPL219W	1.011
YLR207W	1.011
YIL008W	1.011
YIL107C	1.011
YDR480W	1.011
YLR435W	1.012
YNL089C	1.012
YPR170C	1.012
YER078C	1.012
YEL001C	1.012
YOR345C	1.012
YMR223W	1.012
YPR151C	1.012
YPR194C	1.012
YLL047W	1.012
YKL030W	1.012
YML062C	1.012
YGR028W	1.012
YGL045W	1.012
YMR062C	1.012
YMR292W	1.012
YNL012W	1.012
YGR050C	1.012
YLR451W	1.012
YHR032W	1.012
YHR045W	1.012
YKL166C	1.012
YLR217W	1.012
YBR048W	1.012
YMR207C	1.012
YGL029W	1.012
YAL051W	1.012
YAL026C	1.012
YNR059W	1.012
YLR112W	1.012
YLL030C	1.012
YCR082W	1.012
YJL108C	1.012
YNL167C	1.012
YNL199C	1.012
YBR014C	1.012
YML005W	1.012
YNL127W	1.012
YBR082C	1.012
YAL058C-A	1.012
YER143W	1.012
YLR136C	1.012
YLR228C	1.012
YFL048C	1.013
YLR373C	1.013
YER187W	1.013
YLR221C	1.013
YNL109W	1.013
YAL023C	1.013
YPL236C	1.013
YDL061C	1.013
YOR229W	1.013
YAL011W	1.013
YLL051C	1.013
YGR236C	1.013
YOR139C	1.013
YMR255W	1.013
YDR007W	1.013
YDR448W	1.013
YLR020C	1.013
YJR094W-A	1.013
YNL205C	1.013
YLR284C	1.013
YKL149C	1.013
YLR338W	1.013
YNL289W	1.013
YJL048C	1.013
YLR341W	1.013
YGR041W	1.013
YIR026C	1.013
YNL304W	1.013
YML075C	1.013
YPL179W	1.013
YGL096W	1.013
YML109W	1.013
YDL136W	1.014
YCR050C	1.014
YBL082C	1.014
YIL089W	1.014
YBR021W	1.014
YLR113W	1.014
YLR003C	1.014
YBL063W	1.014
YGR008C	1.014
YOR246C	1.014
YDR504C	1.014
YGL070C	1.014
YER108C	1.014
YDR457W	1.014
YNL046W	1.014
YML108W	1.014
YDL082W	1.014
YFL034W	1.014
YCR095C	1.014
YJL066C	1.014
YNL246W	1.014
YLR213C	1.014
YDR128W	1.014
YLR278C	1.014
YLR206W	1.014
YDR334W	1.014
YGL007W	1.014
YNL183C	1.014
YNL191W	1.014
YML102C-A	1.014
YER181C	1.014
YLR325C	1.014
YPL119C	1.014
YHR086W	1.014
YGL078C	1.015
YLR374C	1.015
YDR101C	1.015
YNL032W	1.015
YOL064C	1.015
YBR222C	1.015
YLR094C	1.015
YPL049C	1.015
YBR227C	1.015
YDL187C	1.015
YOR375C	1.015
YPL247C	1.016
YHR066W	1.016
YLR448W	1.016
YER035W	1.016
YBL094C	1.016
YOR275C	1.016
YBR266C	1.016
YGR263C	1.016
YOL006C	1.016
YBL083C	1.016
YLR449W	1.016
YGL160W	1.016
YGR282C	1.016
YKL156W	1.016
YAL040C	1.016
YFR044C	1.016
YHL029C	1.017
YIL165C	1.017
YAL017W	1.017
YOL012C	1.017
YIL164C	1.017
YDR483W	1.017
YDL070W	1.017
YMR075W	1.017
YOR023C	1.017
YNL099C	1.017
YCR031C	1.017
YKL062W	1.017
YNL056W	1.017
YIL158W	1.017
YDR503C	1.018
YDR471W	1.018
YGL034C	1.018
YLR441C	1.018
YDR522C	1.018
YHR167W	1.018
YJR073C	1.018
YLR287-A	1.018
YGR122W	1.018
YOL110W	1.018
YDL232W	1.018
YML016C	1.019
YGR081C	1.019
YER164W	1.019
YGR071C	1.019
YGL211W	1.019
YFR008W	1.019
YHR123W	1.019
YLR085C	1.019
YGL133W	1.019
YPL047W	1.019
YIL132C	1.019
YNL294C	1.020
YDR447C	1.020
YOR371C	1.020
YMR021C	1.020
YDR126W	1.020
YDR360W	1.020
YKL074C	1.020
YKL176C	1.020
YOL041C	1.021
YBR114W	1.021
YLR018C	1.021
YGR022C	1.021
YMR191W	1.021
YNL069C	1.021
YPL177C	1.021
YNL095C	1.021
YLR388W	1.021
YCR079W	1.021
YCL039W	1.021
YAL027W	1.021
YMR015C	1.022
YIL042C	1.022
YML111W	1.022
YDL112W	1.022
YLR434C	1.022
YBR083W	1.022
YDR450W	1.022
YIL152W	1.023
YNL096C	1.023
YNL302C	1.023
YJR063W	1.023
YOL105C	1.023
YGL046W	1.023
YIL092W	1.023
YBR157C	1.023
YDR176W	1.023
YMR221C	1.023
YLR110C	1.023
YBL087C	1.023
YJR107W	1.024
YBR231C	1.024
YOR030W	1.024
YPR070W	1.024
YIL038C	1.025
YGR057C	1.025
YBR223C	1.025
YLR019W	1.025
YDR051C	1.025
YML021C	1.026
YOR109W	1.026
YPL059W	1.026
YBR181C	1.027
YML095C-A	1.027
YER177W	1.027
YNR047W	1.027
YHR121W	1.027
YOR083W	1.028
YDR307W	1.028
YOR135C	1.028
YLR264W	1.028
YDL026W	1.029
YHR081W	1.029
YIL077C	1.029
YGL035C	1.029
YDR024W	1.029
YNL147W	1.030
YKL081W	1.030
YDR156W	1.030
YIL065C	1.031
YHL006C	1.031
YJL105W	1.031
YKR057W	1.032
YHR203C	1.033
YER074W	1.034
YML026C	1.035
YHR161C	1.036
YJL141C	1.036
YJL094C	1.037
YNL111C	1.038
YDR083W	1.042
YMR230W	1.042
YML008C	1.043
YNL065W	1.044
YPL226W	1.045
YLR134W	1.053
YJL204C	1.062
YPL062W	1.099
YPL061W	1.109
