orf	hom | growth (pooled culture) | macbecin II [200-400 uM], temperature [30 C] | YPD + DMSO | McClellan AJ~Frydman J, 2007	hom | growth (pooled culture) | macbecin II [200-400 uM], temperature [37 C] | YPD + DMSO | McClellan AJ~Frydman J, 2007
YPR098C	1.236	1.027
YPR106W	1.686	2.652
YPR109W	1.172	1.059
YPR111W	1.114	1.3094
YPR114W	1.1	1.3111
YPR115W	1.232	1.035
YPR117W	1.232	1.0116
YPR118W	1.136	1.1026
YPR119W	1.144	0.36944
YPR120C	1.118	2.049
YPR121W	1.096	0.95719
YPR122W	1.15	0.9445
YPR126C	1.16	0.96104
YPR127W	1.12	0.90315
YPR128C	1.134	0.90626
YPR129W	1.296	1.6459
YPR130C	1.516	1.0861
YPR138C	1.028	0.94227
YPR140W	0.984	0.88914
YPR145W	1.174	1.034
YPR146C	1.112	0.79077
YPR147C	1.098	0.96152
YPR149W	0.95	1.0262
YPR150W	1.014	0.92979
YPR151C	1.236	1.1283
YPR152C	1.2	0.92246
YPR153W	1.25	1.0229
YPR154W	1.102	1.0873
YPR155C	1.186	0.85724
YPR156C	1.188	1.1916
YPR157W	1.22	1.2147
YPR158W	1.09	1.1104
YPR160W	1.06	0.86307
YPR166C	2.182	3.4583
YPR167C	0.962	0.75441
YPR170C	1.154	
YPR171W	1.206	1.0416
YPR172W	1.18	0.97898
YPR173C	0.826	0.73949
YPR174C	1.104	1.1752
YPR179C	0.69	0.697
YPR184W	1.088	0.67925
YPR185W	1.128	1.0103
YPR188C	1.218	1.1673
YPR189W	1.264	0.67982
YPR192W	1.104	1.0573
YPR193C	1.138	1.2958
YPR194C	1.202	1.0447
YPR195C	1.126	1.0984
YPR196W	1.09	1.1611
YPR197C	0.958	0.73813
YPR198W	0.902	0.91227
YPR199C	1.024	1.0401
YPR200C	0.944	1.2024
YPR201W	1.026	1.104
YAL001C		1.1963
YAL009W		1.4998
YAL019W		1.0161
YAL020C		2.1467
YAL021C		0.61074
YAL034C		1.2127
YAR002W		2.2467
YAR018C		1.1303
YBL039C		2.3473
YBL042C		0.75291
YBL079W		0.50037
YBR037C		1.3175
YBR039W		3.4893
YBR069C		0.91645
YBR084C-A		2.4484
YBR133C		2.9813
YBR144C		0.96
YBR173C		1.6898
YBR181C		3.4423
YBR208C		0.73903
YBR221C		1.7793
YBR231C		2.0329
YBR251W		6.3759
YBR267W		0.75261
YBR268W		5.0607
YBR277C		2.9828
YBR278W		3.2103
YBR283C		2.5933
YCL037C		2.5015
YCL058C		2.5391
YCR003W		10.374
YCR027C		1.4236
YCR036W		0.78831
YCR046C		2.8234
YCR051W		2.9721
YCR065W		0.69253
YCR071C		6.359
YCR086W		2.5943
YCR087C-A		1.1823
YDL033C		3.2432
YDL037C		1.6327
YDL041W		1.4226
YDL056W		8.9923
YDL061C		3.2221
YDL062W		1.9429
YDL063C		1.9645
YDL068W		2.4622
YDL074C		1.6063
YDL082W		2.4028
YDL089W		0.87196
YDL101C		1.5317
YDL118W		0.63095
YDL119C		0.77583
YDL130W		2.3512
YDL136W		0.62976
YDL160C		1.5866
YDL198C		4.8381
YDL202W		4.5838
YDR004W		1.6994
YDR024W		5.1955
YDR028C		1.0914
YDR048C		1.0544
YDR049W		0.66026
YDR067C		1.1338
YDR075W		0.60411
YDR076W		2.3824
YDR079W		1.5421
YDR083W		2.4691
YDR086C		1.0361
YDR114C		8.709
YDR115W		6.2406
YDR121W		3.7314
YDR125C		2.0339
YDR126W		0.86887
YDR140W		2.8216
YDR142C		0.86446
YDR149C		0.57746
YDR175C		5.8624
YDR194C		4.783
YDR200C		4.6942
YDR204W		2.0731
YDR231C		1.9066
YDR237W		5.1948
YDR241W		4.5559
YDR298C		6.083
YDR318W		0.78035
YDR332W		5.589
YDR334W		2.5245
YDR335W		0.43586
YDR337W		3.5817
YDR347W		4.9679
YDR360W		1.3728
YDR363W-A		0.65756
YDR372C		2.9685
YDR385W		1.8482
YDR405W		3.6778
YDR417C		3.79
YDR428C		1.1593
YDR450W		4.1989
YDR471W		1.3017
YDR485C		1.7564
YDR509W		4.1748
YEL033W		2.1951
YEL050C		2.9625
YEL054C		2.1354
YEL061C		4.1425
YER016W		4.2314
YER017C		3.7584
YER019W		0.50374
YER028C		4.4392
YER040W		4.3876
YER056C-A		2.6332
YER061C		1.1743
YER074W		1.1086
YER087W		5.4587
YER090W		1.0026
YER095W		6.1566
YER110C		1.2888
YER111C		6.6273
YER116C		12.454
YER117W		1.6629
YER122C		3.2352
YER153C		1.8
YER154W		5.1344
YER178W		1.1917
YFL018C		1.6296
YFL025C		0.39917
YGL003C		0.93997
YGL007W		3.0251
YGL031C		1.4458
YGL042C		0.84185
YGL043W		0.83614
YGL045W		0.4411
YGL064C		6.0956
YGL078C		1.7139
YGL088W		4.4234
YGL147C		1.5743
YGL163C		3.77
YGL211W		3.4416
YGL223C		2.0095
YGL244W		6.3241
YGR056W		0.68937
YGR063C		0.5377
YGR081C		1.1127
YGR085C		2.3015
YGR101W		4.856
YGR118W		3.896
YGR147C		2.3262
YGR159C		2.7401
YGR165W		9.5944
YGR200C		3.3401
YGR215W		3.5137
YGR219W		5.5127
YGR252W		0.71545
YGR255C		1.5184
YGR257C		2.473
YGR269W		1.198
YHL020C		1.6105
YHL033C		2.0381
YHR013C		1.8265
YHR034C		3.0334
YHR051W		1.9769
YHR066W		2.728
YHR067W		2.7904
YHR091C		4.6079
YHR111W		1.5836
YHR154W		1.5127
YHR168W		4.1136
YHR176W		1.1796
YHR178W		1.6186
YHR200W		1.3994
YHR203C		3.5576
YIL017C		0.63386
YIL037C		1.1959
YIL041W		0.34377
YIL053W		0.39587
YIL060W		3.9056
YIL062C		1.4512
YIL063C		1.1159
YIL070C		4.0672
YIL075C		1.3346
YIL091C		1.585
YIL093C		3.8289
YIL103W		1.9433
YIL110W		1.7478
YIL133C		2.4038
YIL148W		1.1349
YJL046W		1.0928
YJL047C		1.7884
YJL059W		0.92874
YJL080C		8.3346
YJL092W		2.5629
YJL096W		4.4428
YJL102W		5.0399
YJL124C		0.87463
YJL136C		4.1434
YJL180C		2.3472
YJR010C-A		1.0943
YJR018W		1.3259
YJR034W		1.6838
YJR105W		1.7803
YJR113C		4.6182
YJR145C		2.6264
YKL002W		0.65796
YKL016C		2.7976
YKL048C		2.8095
YKL053C-A		1.0352
YKL073W		3.9018
YKL082C		0.99805
YKL126W		0.28011
YKL138C		3.739
YKL148C		1.1675
YKL212W		0.26675
YKL216W		1.6647
YKR057W		2.452
YKR085C		4.6391
YKR092C		4.4919
YLL033W		19.079
YLL044W		2.1963
YLL045C		3.3714
YLR025W		0.25873
YLR048W		3.8724
YLR061W		2.3086
YLR067C		1.452
YLR068W		5.3526
YLR069C		8.1611
YLR079W		3.6956
YLR085C		2.0888
YLR091W		5.1074
YLR110C		0.25612
YLR111W		0.25794
YLR139C		3.4224
YLR184W		7.356
YLR185W		2.634
YLR190W		0.91827
YLR193C		1.9874
YLR375W		0.83841
YLR384C		2.7878
YLR388W		3.5272
YLR426W		3.244
YLR441C		3.1634
YLR448W		4.0169
YML006C		0.92209
YML009W-B		19.168
YML014W		1.866
YML026C		2.5624
YML041C		1.3007
YML061C		11.244
YML073C		0.63933
YML123C		1.0936
YML124C		0.81335
YML128C		2.9171
YMR031W-A		0.81605
YMR035W		1.4214
YMR063W		0.37814
YMR064W		2.4847
YMR072W		2.5983
YMR075C-A		2.9336
YMR080C		1.4264
YMR089C		6.8347
YMR123W		0.79844
YMR143W		9.3214
YMR193C-A		1.4319
YMR193W		4.9828
YMR216C		1.4528
YMR218C		0.80979
YMR219W		3.2175
YMR228W		6.3921
YMR242C		0.64938
YMR245W		0.81079
YMR263W		0.84795
YMR267W		3.9475
YMR269W		5.1227
YMR282C		4.3024
YMR287C		8.2155
YMR304W		1.5668
YMR312W		1.7709
YMR315W		1.4694
YNL005C		3.6525
YNL072W		2.9198
YNL073W		7.1608
YNL081C		3.5767
YNL096C		2.7958
YNL097C		1.6352
YNL099C		0.86778
YNL102W		1.1778
YNL107W		1.2637
YNL121C		2.4375
YNL136W		0.79488
YNL137C		1.6381
YNL177C		5.1512
YNL223W		1.1695
YNL226W		2.1369
YNL227C		1.4696
YNL229C		0.64928
YNL232W		1.6778
YNL248C		5.6795
YNL250W		4.3622
YNL284C		3.3453
YNL314W		0.62732
YNL315C		3.7345
YNR036C		4.0595
YOL001W		0.84626
YOL006C		1.4639
YOL008W		3.0383
YOL020W		1.5406
YOL041C		1.9094
YOL050C		0.27511
YOL064C		2.3097
YOL081W		0.68982
YOL095C		4.9902
YOL114C		1.1978
YOR060C		0.89484
YOR078W		3.0943
YOR104W		3.5539
YOR141C		1.9021
YOR182C		2.8985
YOR183W		2.5062
YOR198C		0.60894
YOR200W		4.5916
YOR201C		8.5612
YOR205C		3.6685
YOR211C		2.5013
YOR234C		1.6263
YOR295W		3.9705
YOR305W		7.4558
YOR309C		4.5376
YOR332W		0.8602
YOR360C		0.52757
YOR366W		1.0796
YPL002C		0.22166
YPL005W		6.8934
YPL008W		2.2326
YPL029W		3.6625
YPL061W		1.3546
YPL062W		2.1262
YPL068C		1.7021
YPL086C		1.9964
YPL098C		1.2545
YPL102C		2.1034
YPL118W		4.8247
YPL125W		4.6579
YPL148C		3.1417
YPL160W		1.8348
YPL174C		0.94115
YPL178W		0.72194
YPL183W-A		2.5712
YPL204W		1.2148
YPL205C		2.1255
YPL208W		5.0187
YPL226W		1.0426
YPL237W		1.1002
YPL239W		5.4324
YPL241C		1.5669
YPL242C		1.3187
YPL265W		0.87624
YPR044C		3.0668
YPR057W		2.0743
YPR099C		3.3276
YPR100W		4.4588
YPR116W		5.3745
