ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [24 h] | Lis M~Bobek LA, 2009	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [48 h] | Lis M~Bobek LA, 2009
YHL040C	-0.238	-0.321
YHL041W	-0.054	0.470
YHL042W	0.112	0.314
YHL043W	-0.215	0.038
YHL044W	-0.152	1.154
YHL045W	0.623	0.057
YHL046C	-0.049	-0.010
YHL047C	-0.311	-0.308
YHR001W-A	-0.483	-0.473
YHR003C	-0.505	0.415
YHR004C	0.140	-0.075
YHR006W	-0.188	-0.079
YHR008C	0.024	-0.123
YHR009C	-0.237	-0.172
YHR010W	0.176	0.044
YHR011W	0.155	-0.660
YHR012W	-0.686	-0.487
YHR013C	0.013	0.213
YHR014W	-0.002	-0.059
YHR015W	0.110	0.058
YHR016C	0.465	0.220
YHR017W	0.211	0.100
YHR018C	0.210	0.228
YHR021C	-2.602	-3.763
YHR021W-A	0.279	0.185
YHR022C	0.165	-0.601
YHR026W	0.531	-0.003
YHR028C	0.173	-0.140
YHR029C	0.091	-0.033
YHR030C	0.289	0.316
YHR031C	-0.086	-0.125
YHR032W	0.490	0.512
YHR033W	-0.021	0.174
YHR034C	0.277	0.224
YHR035W	0.040	0.202
YHR037W	0.515	0.136
YHR038W	0.089	-0.576
YHR039C	0.160	0.016
YHR039C-B	-0.444	-0.223
YHR041C	-0.094	-0.116
YHR043C	0.162	0.252
YHR044C	-0.077	0.209
YHR045W	0.431	0.194
YHR046C	0.965	0.810
YHR047C	0.238	0.073
YHR048W	0.071	0.023
YHR049C-A	-0.062	0.118
YHR049W	0.344	0.242
YHR050W	0.070	-0.038
YHR051W	-0.591	1.354
YHR057C	0.017	-0.061
YHR059W	-0.227	0.164
YHR060W	-0.378	-0.604
YHR061C	0.171	-0.222
YHR064C	0.296	0.321
YHR066W	0.124	-0.381
YHR067W	-0.158	-0.877
YHR073W	0.293	0.035
YHR075C	-0.024	0.431
YHR076W	-0.580	-0.330
YHR077C	0.109	0.821
YHR078W	-0.817	-0.424
YHR079C	0.000	-0.402
YHR079C-B	0.256	0.191
YHR080C	0.266	-0.039
YHR081W	-0.566	0.030
YHR082C	-1.108	-1.028
YHR086W	0.595	0.564
YHR087W	-0.215	-0.239
YHR091C	0.127	0.436
YHR092C	0.004	-0.598
YHR093W	-0.253	-0.080
YHR094C	0.166	0.501
YHR095W	0.067	-0.143
YHR096C	0.051	0.405
YHR097C	0.051	0.023
YHR100C	-0.144	-0.394
YHR103W	0.053	-0.091
YHR104W	0.251	0.693
YHR105W	-0.098	0.065
YHR106W	-0.197	-0.045
YHR108W	-0.239	0.125
YHR109W	0.063	0.196
YHR110W	0.275	-0.230
YHR111W	-0.521	-0.314
YHR112C	0.183	0.023
YHR113W	0.111	0.269
YHR114W	0.122	0.892
YHR115C	0.018	-0.585
YHR116W	-0.206	0.208
YHR117W	0.318	0.246
YHR121W	0.285	0.287
YHR123W	-0.122	-0.059
YHR124W	-0.095	-0.099
YHR125W	0.099	0.344
YHR126C	-0.059	0.079
YHR127W	0.055	0.151
YHR129C	0.014	-0.066
YHR130C	0.470	0.479
YHR131C	0.208	0.568
YHR132C	0.054	0.097
YHR132W-A	0.288	-0.070
YHR133C	-0.510	-0.461
YHR134W	0.181	-0.427
YHR135C	-0.291	-0.200
YHR136C	-0.004	-0.609
YHR137W	0.666	-0.059
YHR138C	0.030	0.060
YHR139C	0.435	0.138
YHR139C-A	-0.148	0.329
YHR140W	0.476	0.232
YHR142W	0.774	0.648
YHR143W	0.047	-0.032
YHR146W	-0.143	-0.207
YHR147C	0.058	-0.613
YHR150W	0.557	-0.015
YHR151C	0.493	-0.257
YHR152W	0.358	0.208
YHR153C	0.744	0.275
YHR154W	-0.342	-1.123
YHR155W	0.388	0.541
YHR156C	-0.104	-0.105
YHR157W	0.148	0.122
YHR158C	-0.303	-0.043
YHR159W	-0.057	-0.346
YHR160C	0.340	-0.724
YHR161C	0.061	0.650
YHR162W	-0.138	-0.022
YHR163W	0.222	0.255
YHR167W	0.039	0.014
YHR168W	0.249	-0.229
YHR171W	0.557	-0.388
YHR176W	0.409	0.096
YHR177W	-0.137	-0.165
YHR178W	-0.099	0.057
YHR179W	-0.143	-1.590
YHR180W	0.072	0.124
YHR181W	0.084	0.165
YHR182W	-0.127	-0.811
YHR183W	0.269	0.135
YHR184W	0.125	0.267
YHR185C	0.278	-0.254
YHR189W	0.124	-0.365
YHR191C	0.520	0.053
YHR193C	0.129	-0.506
YHR194W	-0.556	0.257
YHR195W	0.311	-0.267
YHR198C	0.026	-0.165
YHR199C	0.159	0.339
YHR200W	0.262	-0.423
YHR202W	0.405	0.058
YHR203C	0.034	-0.349
YHR204W	-0.101	-0.149
YHR206W	-0.207	0.078
YHR207C	-0.539	-0.913
YHR209W	0.034	-0.132
YHR210C	0.118	0.222
YIL001W	0.198	0.808
YIL002C	-0.060	-0.177
YIL005W	-0.501	-1.085
YIL006W	0.164	-0.078
YIL007C	-0.057	0.094
YIL008W	-0.256	-0.116
YIL009C-A	-0.417	-0.243
YIL009W	0.166	-0.462
YIL010W	-0.063	0.280
YIL011W	-0.080	0.412
YIL012W	0.461	-0.093
YIL013C	-0.093	0.226
YIL014W	0.592	0.286
YIL015C-A	0.364	0.294
YIL015W	0.303	0.436
YIL016W	0.042	0.769
YIL017C	0.098	0.602
YIL018W	-0.081	-0.603
YIL020C	-0.076	0.476
YIL023C	0.368	1.112
YIL024C	0.083	0.105
YIL025C	0.450	0.167
YIL027C	0.420	-0.237
YIL028W	0.315	0.740
YIL029C	-0.359	1.041
YIL030C	-0.579	0.602
YIL032C	-0.316	0.150
YIL034C	0.424	0.543
YIL035C	-0.677	-0.526
YIL036W	-0.122	0.282
YIL037C	-0.032	0.439
YIL038C	-0.450	-0.743
YIL040W	-0.059	-0.055
YIL041W	0.099	0.347
YIL042C	0.419	0.160
YIL043C	1.006	1.235
YIL044C	-0.059	-1.563
YIL045W	0.307	0.568
YIL049W	0.055	-0.003
YIL050W	-0.009	0.422
YIL052C	0.303	0.561
YIL053W	0.083	0.451
YIL054W	0.069	0.206
YIL055C	0.144	0.444
YIL056W	-0.220	-0.169
YIL057C	0.092	0.659
YIL058W	-0.281	-0.453
YIL059C	0.182	0.108
YIL060W	-0.024	0.365
YIL064W	0.097	0.566
YIL065C	0.005	1.121
YIL066C	0.233	0.535
YIL067C	-0.954	-2.263
YIL069C	0.172	0.958
YIL070C	-0.066	-0.200
YIL071C	0.102	0.108
YIL072W	-0.044	0.181
YIL073C	0.465	1.036
YIL074C	0.224	0.257
YIL076W	-0.019	0.578
YIL077C	0.174	1.020
YIL079C	0.268	0.062
YIL084C	0.331	0.649
YIL085C	0.198	0.261
YIL086C	0.314	0.246
YIL087C	0.110	0.576
YIL088C	-0.328	0.267
YIL089W	0.030	0.293
YIL090W	0.567	0.828
YIL092W	0.043	-0.055
YIL093C	-0.150	-0.565
YIL094C	0.453	0.061
YIL095W	0.194	0.715
YIL096C	0.242	0.505
YIL098C	-0.082	0.854
YIL099W	0.116	-0.337
YIL100W	0.255	-0.015
YIL101C	0.371	0.776
YIL102C	0.630	0.111
YIL105C	0.148	-0.270
YIL107C	0.347	1.344
YIL108W	-0.105	0.208
YIL110W	-0.707	-1.240
YIL111W	0.030	0.573
YIL112W	-0.315	0.334
YIL113W	0.011	0.406
YIL114C	-0.175	-0.205
YIL116W	0.080	0.250
YIL117C	-0.122	0.053
YIL119C	0.384	0.026
YIL120W	0.178	0.300
YIL121W	0.286	0.423
YIL122W	-0.101	-0.361
YIL123W	1.101	1.123
YIL124W	0.249	0.671
YIL125W	0.167	1.501
YIL128W	-0.014	0.173
YIL130W	0.218	0.431
YIL131C	0.138	0.076
YIL132C	-0.105	-0.121
YIL133C	0.189	0.689
YIL134W	-0.294	-0.039
YIL135C	0.499	0.533
YIL136W	0.641	0.597
YIL137C	0.163	0.489
YIL138C	0.139	0.151
YIL139C	0.311	0.247
YIL140W	0.059	-0.392
YIL141W	-0.035	0.067
YIL145C	-0.173	0.089
YIL146C	-0.013	0.669
YIL148W	-1.658	-3.461
YIL149C	-0.021	0.057
YIL152W	-0.106	-0.133
YIL153W	0.575	1.918
YIL154C	0.373	-0.058
YIL155C	-0.295	-0.347
YIL156W	-0.415	-0.032
YIL157C	-0.044	-0.261
YIL158W	0.290	0.427
YIL159W	0.650	0.496
YIL160C	0.779	0.948
YIL161W	0.065	0.655
YIL162W	0.142	0.017
YIL163C	0.379	0.265
YIL164C	0.017	-0.059
YIL165C	0.082	0.634
YIL166C	-0.035	-0.026
YIL167W	0.045	0.113
YIL168W	-0.145	-0.069
YIL170W	-0.078	0.075
YIL173W	-0.041	0.133
YIR001C	0.131	-0.427
YIR002C	-0.019	0.061
YIR003W	0.024	0.243
YIR004W	0.036	0.540
YIR005W	-0.405	0.048
YIR007W	0.327	0.043
YIR009W	-0.278	-0.138
YIR013C	-0.092	0.049
YIR014W	0.075	0.363
YIR016W	0.082	0.350
YIR017C	0.786	0.160
YIR018W	0.211	-0.093
YIR019C	0.112	-0.265
YIR020C	0.451	0.150
YIR020W-B	0.131	-0.229
YIR021W	-0.493	-0.381
YIR023W	0.420	0.915
YIR024C	0.207	0.130
YIR025W	0.388	0.257
YIR026C	0.105	-0.034
YIR027C	0.167	0.402
YIR028W	0.170	-0.061
YIR029W	0.267	0.003
YIR030C	0.639	0.142
YIR031C	-0.277	0.242
YIR032C	0.319	0.079
YIR033W	-0.138	0.416
YIR035C	0.331	-0.147
YIR036C	0.398	-0.182
YIR037W	-0.290	-0.549
YIR038C	-0.041	-0.090
YIR039C	0.130	-0.081
YIR042C	0.445	0.055
YIR043C	-0.249	0.102
YIR044C	0.379	-0.132
YJL003W	0.042	-0.462
YJL004C	0.266	-0.237
YJL006C	-0.113	-0.036
YJL007C	0.020	-0.054
YJL012C	0.783	0.764
YJL013C	-0.328	0.343
YJL016W	0.059	0.736
YJL017W	0.065	1.195
YJL020C	0.315	0.473
YJL022W	-0.051	-0.504
YJL023C	-0.130	-0.237
YJL024C	-0.458	-1.364
YJL027C	-0.258	0.265
YJL028W	-0.240	0.132
YJL029C	-0.222	-0.320
YJL030W	-0.092	-0.451
YJL036W	0.262	-0.510
YJL037W	-0.073	-0.021
YJL042W	0.045	0.309
YJL043W	0.109	0.445
YJL044C	-0.029	-0.024
YJL045W	0.010	0.251
YJL046W	0.015	0.148
YJL047C	-0.346	-0.635
YJL048C	0.062	-0.043
YJL049W	-0.185	0.354
YJL051W	0.133	0.634
YJL052W	0.257	-0.222
YJL053W	-0.336	-0.264
YJL055W	-0.108	0.308
YJL056C	-0.412	-0.455
YJL057C	0.089	0.062
YJL058C	-0.578	-0.115
YJL059W	0.085	0.301
YJL060W	0.045	0.419
YJL062W	-0.407	-0.442
YJL063C	-0.620	0.247
YJL064W	0.253	0.726
YJL065C	0.229	0.426
YJL066C	0.023	-0.116
YJL067W	-0.195	0.237
YJL068C	-0.570	0.109
YJL070C	-0.233	-0.016
YJL071W	-0.442	-0.091
YJL073W	0.209	-1.396
YJL075C	-0.344	-0.265
YJL077C	-0.692	-0.347
YJL078C	0.221	-0.033
YJL079C	-0.253	0.019
YJL080C	0.176	0.062
YJL082W	-0.177	0.040
YJL083W	0.005	0.077
YJL084C	-0.137	-0.301
YJL089W	-0.011	-0.169
YJL092W	-0.171	-0.200
YJL093C	0.184	0.095
YJL094C	-1.285	-1.445
YJL095W	0.379	0.625
YJL096W	0.373	-0.211
YJL098W	-0.020	0.641
YJL099W	0.272	0.050
YJL100W	0.475	0.116
YJL101C	0.365	-0.934
YJL102W	0.800	-0.625
YJL103C	0.275	0.091
YJL105W	0.123	-0.096
YJL106W	-0.111	0.143
YJL107C	-0.209	0.168
YJL108C	0.620	0.589
YJL110C	0.110	1.354
YJL112W	-0.200	0.196
YJL115W	0.055	0.320
YJL116C	0.340	0.486
YJL117W	1.283	0.237
YJL118W	-0.042	0.181
YJL119C	-0.268	-0.459
YJL120W	-0.335	-0.451
YJL121C	-0.975	-1.636
YJL122W	0.128	0.301
YJL123C	-0.078	-0.150
YJL124C	-0.686	-1.578
YJL126W	0.363	0.165
YJL127C	0.138	-0.044
YJL128C	0.157	0.240
YJL129C	0.175	0.222
YJL130C	0.228	0.868
YJL131C	-0.280	-0.060
YJL132W	-0.022	0.265
YJL133W	-0.186	0.341
YJL134W	-0.253	0.536
YJL135W	-0.097	0.613
YJL136C	-1.123	-1.049
YJL137C	-0.064	0.388
YJL139C	-0.086	0.248
YJL140W	-0.097	-0.056
YJL141C	-0.001	0.113
YJL142C	0.205	0.133
YJL144W	0.264	-0.525
YJL145W	0.595	0.394
YJL146W	0.524	-0.047
YJL147C	0.136	-0.322
YJL148W	-0.194	-0.392
YJL149W	-0.091	0.690
YJL150W	-0.062	0.794
YJL151C	-0.059	-0.081
YJL152W	0.198	-0.298
YJL153C	0.275	0.081
YJL154C	-0.189	-0.352
YJL155C	0.303	-1.745
YJL157C	-0.166	0.104
YJL158C	0.047	-0.429
YJL159W	-0.033	-0.285
YJL160C	0.335	0.429
YJL161W	0.097	0.057
YJL162C	0.083	0.473
YJL163C	0.015	-0.064
YJL164C	-0.144	0.336
YJL165C	0.388	0.216
YJL166W	-0.091	0.164
YJL168C	-0.298	-0.837
YJL169W	-0.755	-0.881
YJL170C	0.276	0.339
YJL171C	-0.294	0.185
YJL172W	0.171	0.243
YJL175W	0.153	-0.120
YJL176C	-0.257	0.016
YJL177W	0.021	-0.140
YJL178C	0.198	-0.161
YJL179W	-0.239	-0.609
YJL180C	-0.524	-0.356
YJL181W	0.274	0.196
YJL182C	0.078	-0.038
YJL183W	0.162	-0.339
YJL185C	0.491	-0.277
YJL186W	-0.008	0.386
YJL187C	-0.337	-0.124
YJL188C	0.095	0.001
YJL189W	0.160	0.030
YJL190C	-0.206	-0.179
YJL191W	0.116	0.049
YJL192C	-0.402	-1.752
YJL193W	-0.501	-1.580
YJL196C	0.101	0.085
YJL197W	0.561	-0.080
YJL198W	0.098	0.282
YJL199C	0.280	-0.093
YJL200C	0.040	-0.009
YJL204C	-0.722	-2.415
YJL206C	0.353	0.218
YJL206C-A	0.429	0.009
YJL207C	0.105	-0.397
YJL208C	-0.768	-0.190
YJL209W	-0.896	-0.323
YJL210W	0.419	-0.176
YJL211C	0.128	0.196
YJL212C	-0.178	-0.393
YJL213W	0.153	-0.043
YJL214W	-0.009	-0.226
YJL215C	0.145	0.961
YJL216C	-0.340	-0.322
YJL217W	-0.180	-0.575
YJL218W	-0.457	-0.282
YJR001W	0.276	0.022
YJR003C	-0.146	0.092
YJR004C	0.443	-0.104
YJR005W	0.337	0.094
YJR008W	-0.206	-0.014
YJR009C	-0.209	1.210
YJR010C-A	0.040	0.084
YJR010W	0.062	0.069
YJR011C	0.130	0.225
YJR014W	0.093	1.262
YJR015W	-0.160	-0.145
YJR018W	0.329	0.035
YJR019C	-0.035	0.297
YJR020W	-0.391	-0.128
YJR021C	-0.211	0.414
YJR024C	0.165	0.456
YJR025C	0.469	0.416
YJR026W	-0.031	-0.446
YJR030C	0.242	0.165
YJR031C	-0.163	0.416
YJR032W	-0.125	-0.347
YJR033C	-0.281	-0.010
YJR034W	0.430	0.549
YJR035W	-0.065	0.094
YJR036C	0.078	0.025
YJR037W	-0.181	0.508
YJR038C	0.355	0.226
YJR039W	0.628	0.116
YJR040W	-1.250	-2.199
YJR043C	0.286	0.191
YJR044C	-0.155	-0.766
YJR047C	-0.073	0.125
YJR048W	0.055	0.272
YJR049C	0.127	0.131
YJR050W	-0.230	-0.190
YJR051W	-0.291	-0.120
YJR052W	0.600	0.291
YJR053W	0.111	-0.104
YJR054W	-0.299	-1.737
YJR055W	-0.374	-0.291
YJR056C	-0.279	1.864
YJR058C	0.410	-0.041
YJR059W	0.330	-0.459
YJR060W	0.133	0.137
YJR061W	0.240	-0.165
YJR062C	0.048	-0.118
YJR063W	0.085	0.319
YJR066W	0.248	0.423
YJR069C	-0.606	-0.167
YJR070C	0.322	-0.145
YJR073C	-0.210	-0.954
YJR074W	-1.486	-1.975
YJR075W	-1.472	-1.470
YJR077C	-0.061	0.015
YJR078W	-0.176	0.119
YJR079W	0.363	0.604
YJR080C	0.351	-0.092
YJR082C	-0.313	-0.439
YJR083C	0.570	0.704
YJR084W	0.111	0.154
YJR087W	-0.023	-0.780
YJR088C	-0.087	-0.245
YJR090C	-0.190	-0.512
YJR091C	0.299	0.500
YJR092W	-0.767	-0.223
YJR094C	-0.135	-0.197
YJR094W-A	-0.060	0.586
YJR095W	0.526	0.405
YJR096W	0.051	0.030
YJR097W	0.021	0.191
YJR098C	0.161	0.230
YJR099W	-0.064	0.271
YJR100C	0.214	0.431
YJR102C	-3.666	-4.532
YJR103W	0.337	0.279
YJR105W	0.338	0.250
YJR106W	0.178	-0.017
YJR107W	0.460	0.337
YJR108W	0.127	0.047
YJR109C	0.054	0.238
YJR110W	-0.375	-0.431
YJR111C	-0.458	-1.670
YJR113C	0.259	0.838
YJR115W	0.333	0.092
YJR116W	-0.047	0.224
YJR117W	0.052	0.005
YJR118C	-0.429	-0.008
YJR119C	0.220	-0.007
YJR120W	-0.103	-0.372
YJR121W	0.248	-0.256
YJR124C	0.082	0.057
YJR125C	0.087	0.707
YJR126C	0.119	0.126
YJR127C	-0.037	0.482
YJR128W	0.013	0.276
YJR129C	-0.649	-1.309
YJR130C	-0.480	-0.123
YJR131W	-0.215	0.160
YJR133W	-0.266	0.152
YJR134C	0.083	0.409
YJR135C	-0.034	-0.263
YJR137C	0.116	0.365
YJR140C	-0.394	-0.235
YJR142W	-0.010	-1.267
YJR144W	-0.212	-0.107
YJR145C	-0.005	0.341
YJR146W	-0.068	-0.148
YJR147W	0.662	0.178
YJR148W	0.572	0.395
YJR149W	0.047	0.214
YJR150C	0.141	0.017
YJR152W	0.442	0.157
YJR153W	0.042	0.134
YJR154W	0.452	0.017
YKL001C	-0.133	0.063
YKL002W	-0.270	0.243
YKL003C	0.047	-0.493
YKL005C	0.432	0.370
YKL006W	0.361	0.531
YKL007W	0.008	0.327
YKL008C	0.251	0.254
YKL009W	0.046	0.226
YKL010C	0.232	0.449
YKL011C	0.199	0.176
YKL015W	-0.182	-0.104
YKL016C	0.484	-0.285
YKL017C	0.122	0.118
YKL020C	0.267	0.459
YKL023W	-0.685	-1.525
YKL025C	-0.091	0.113
YKL026C	-0.753	0.338
YKL027W	-0.052	0.927
YKL029C	0.360	0.208
YKL030W	-0.187	0.440
YKL031W	0.186	0.124
YKL032C	-0.288	-0.744
YKL033W-A	0.027	-0.499
YKL034W	0.341	0.509
YKL037W	-0.508	-0.330
YKL038W	0.245	0.358
YKL039W	-0.046	-0.327
YKL040C	-0.133	0.521
YKL041W	-0.746	0.436
YKL043W	-0.087	-0.204
YKL044W	-0.606	0.640
YKL046C	0.180	1.124
YKL047W	0.055	-0.319
YKL048C	0.995	0.244
YKL050C	0.334	0.202
YKL051W	-0.325	0.127
YKL053C-A	-0.230	-0.400
YKL053W	-0.111	-1.532
YKL054C	0.138	0.357
YKL055C	-0.355	-0.727
YKL056C	-0.468	0.146
YKL057C	-0.346	-0.180
YKL061W	-0.239	-0.333
YKL062W	0.226	-0.169
YKL063C	-0.297	-0.184
YKL064W	-0.424	-0.269
YKL065C	0.392	0.441
YKL066W	0.206	0.003
YKL067W	-0.098	0.153
YKL068W	0.330	-0.050
YKL069W	0.029	0.152
YKL070W	-0.229	0.071
YKL071W	0.148	0.018
YKL072W	-0.167	0.469
YKL073W	-0.143	-0.339
YKL074C	-0.496	0.068
YKL075C	-0.340	-0.384
YKL076C	-0.207	-0.584
YKL077W	0.063	-0.350
YKL079W	-0.168	-0.406
YKL080W	-0.286	-0.329
YKL081W	-0.382	0.025
YKL084W	-0.181	-0.094
YKL085W	0.063	0.005
YKL086W	0.710	0.447
YKL087C	-0.381	-0.218
YKL090W	0.255	0.455
YKL091C	0.007	0.124
YKL092C	-0.477	-1.008
YKL093W	0.083	0.319
YKL094W	-0.157	0.392
YKL096W	0.192	0.110
YKL096W-A	0.503	-0.174
YKL097C	-0.226	0.629
YKL098W	0.317	0.254
YKL100C	-0.294	-0.156
YKL101W	-0.023	-1.046
YKL102C	-0.245	-0.099
YKL103C	0.101	0.201
YKL105C	-0.028	0.191
YKL106W	-0.366	0.210
YKL107W	0.085	-0.400
YKL109W	-0.786	-0.375
YKL110C	-1.003	-1.753
YKL113C	0.172	-0.194
YKL114C	-0.313	-0.266
YKL115C	-0.728	-0.447
YKL116C	-0.051	-0.312
YKL117W	0.513	0.249
YKL118W	-0.315	-0.477
YKL119C	-0.002	0.347
YKL120W	-0.196	0.198
YKL121W	-0.371	0.523
YKL123W	-0.289	0.290
YKL124W	-0.474	0.292
YKL126W	-0.122	0.070
YKL127W	-0.057	-0.077
YKL128C	0.379	0.083
YKL129C	0.069	0.270
YKL130C	-0.050	0.263
YKL131W	-0.848	-0.100
YKL132C	-0.411	0.002
YKL133C	0.316	-0.031
YKL134C	1.077	0.488
YKL135C	0.182	-0.381
YKL136W	0.015	-0.741
YKL137W	-0.427	-0.206
YKL138C	-0.206	-0.227
YKL139W	-0.306	-0.184
YKL140W	-0.817	0.021
YKL142W	0.352	0.373
YKL143W	-0.595	-1.515
YKL146W	-0.108	0.305
YKL147C	0.244	0.524
YKL148C	-0.076	-0.902
YKL149C	-0.410	0.087
YKL150W	0.340	-0.486
YKL151C	0.038	0.561
YKL155C	-0.078	-0.466
YKL156W	-0.463	-0.178
YKL157W	-0.003	0.222
YKL158W	-0.246	-0.131
YKL159C	0.407	-0.072
YKL160W	-0.761	0.557
YKL161C	0.006	0.084
YKL162C	-0.031	0.194
YKL162C-A	0.043	0.067
YKL163W	0.353	0.353
YKL164C	0.051	0.092
YKL166C	0.188	0.504
YKL167C	-0.479	-0.087
YKL168C	0.121	-0.575
YKL169C	-0.162	-0.021
YKL170W	-0.149	-0.203
YKL171W	-0.081	0.295
YKL174C	0.318	-0.480
YKL175W	0.112	0.291
YKL176C	1.730	0.502
YKL179C	-0.235	-0.354
YKL183W	-0.701	0.350
YKL184W	0.213	0.696
YKL185W	0.064	0.257
YKL188C	0.007	0.242
YKL190W	-1.378	-1.594
YKL191W	-0.093	-0.023
YKL197C	0.331	-0.021
YKL198C	-0.722	-0.145
YKL199C	0.106	0.142
YKL201C	-0.259	0.135
YKL202W	0.056	0.453
YKL205W	-0.164	0.416
YKL206C	0.370	0.039
YKL207W	-0.188	-0.548
YKL208W	-0.380	-0.054
YKL212W	0.020	-0.055
YKL213C	-0.171	-0.441
YKL214C	0.402	0.356
YKL215C	0.269	0.248
YKL216W	-0.223	0.125
YKL217W	-0.132	0.074
YKL218C	-0.204	0.168
YKL220C	-0.319	0.245
YKL221W	0.275	-0.068
YKL222C	-0.198	0.070
YKR003W	0.146	0.397
YKR005C	0.013	0.396
YKR006C	-0.694	-1.099
YKR007W	0.382	0.264
YKR009C	0.073	-0.257
YKR010C	0.120	0.563
YKR011C	-0.013	0.190
YKR012C	-0.065	0.254
YKR013W	-0.242	0.597
YKR014C	-0.170	0.008
YKR015C	0.072	0.195
YKR016W	-0.022	0.183
YKR017C	0.136	0.211
YKR018C	0.223	0.173
YKR019C	-0.345	-0.201
YKR020W	-0.579	-0.316
YKR021W	0.136	0.047
YKR023W	0.290	-0.264
YKR024C	-0.257	0.305
YKR026C	0.260	0.580
YKR027W	0.021	0.369
YKR028W	0.333	-0.931
YKR029C	0.066	-0.043
YKR030W	0.283	0.390
YKR031C	0.444	-0.069
YKR032W	0.248	0.375
YKR033C	-0.438	0.235
YKR034W	-0.256	-0.068
YKR035C	-0.181	-0.760
YKR035W-A	-0.349	-0.434
YKR036C	0.228	-0.047
YKR039W	0.032	-0.135
YKR040C	0.019	0.271
YKR041W	0.966	0.928
YKR042W	0.579	1.380
YKR043C	0.105	0.110
YKR044W	0.304	0.161
YKR045C	0.383	0.823
YKR046C	-0.165	0.095
YKR047W	0.199	0.821
YKR048C	-0.179	1.345
YKR049C	-0.297	-0.155
YKR050W	-0.190	0.059
YKR051W	0.276	0.042
YKR052C	-0.571	0.025
YKR053C	-0.071	0.286
YKR054C	0.240	-0.169
YKR055W	0.113	-0.058
YKR056W	0.595	0.256
YKR057W	-1.068	-0.076
YKR058W	0.259	0.404
YKR059W	-0.407	0.375
YKR060W	0.166	0.129
YKR061W	-0.468	-0.204
YKR064W	-0.398	-0.051
YKR065C	0.139	0.411
YKR066C	0.393	-0.556
YKR067W	0.202	-0.333
YKR069W	0.044	-0.091
YKR070W	-0.137	0.194
YKR072C	0.008	-0.073
YKR073C	0.043	-0.182
YKR074W	-0.666	-0.603
YKR075C	0.443	-0.025
YKR076W	0.139	0.033
YKR077W	0.469	-0.041
YKR078W	-0.278	-0.494
YKR080W	-0.121	-0.127
YKR082W	0.431	0.010
YKR084C	0.134	-0.684
YKR085C	-0.518	0.084
YKR087C	0.211	0.154
YKR088C	-0.011	0.438
YKR089C	0.006	0.177
YKR090W	0.123	0.003
YKR091W	0.245	0.358
YKR092C	-0.531	-0.295
YKR093W	0.104	0.156
YKR094C	-0.442	-0.058
YKR095W	0.086	0.173
YKR096W	0.006	0.269
YKR097W	0.077	-0.038
YKR098C	-0.414	0.072
YKR099W	0.053	-0.540
YKR100C	-0.314	-0.341
YKR101W	0.343	0.260
YKR102W	-0.284	0.239
YKR103W	-0.132	0.108
YKR104W	-0.101	0.272
YKR105C	-0.177	0.085
YKR106W	0.186	-0.050
YLL001W	0.641	0.448
YLL002W	0.304	0.224
YLL005C	0.346	0.178
YLL006W	-0.215	0.366
YLL007C	0.040	0.437
YLL009C	-0.463	0.496
YLL010C	-0.381	0.197
YLL012W	0.357	0.432
YLL013C	-0.293	-0.489
YLL014W	-0.222	-0.366
YLL015W	0.242	0.627
YLL016W	-0.047	-0.257
YLL017W	-0.049	0.121
YLL018C-A	-0.314	0.097
YLL019C	0.066	0.347
YLL020C	0.026	0.175
YLL021W	0.046	-0.927
YLL023C	0.078	-0.030
YLL024C	0.444	0.167
YLL025W	0.221	-0.046
YLL026W	-0.037	0.038
YLL027W	-0.383	-0.053
YLL028W	0.582	0.675
YLL029W	-0.295	-0.339
YLL030C	0.293	0.444
YLL032C	0.403	-0.231
YLL033W	0.402	-0.325
YLL038C	0.206	0.409
YLL039C	0.434	0.880
YLL040C	-0.362	-0.968
YLL041C	-0.092	-0.273
YLL042C	-0.253	0.160
YLL043W	-0.133	0.005
YLL044W	-0.022	0.938
YLL045C	0.177	0.029
YLL046C	-0.201	0.323
YLL047W	0.579	0.272
YLL048C	0.308	0.015
YLL049W	0.246	0.217
YLL051C	-0.129	0.277
YLL052C	-0.070	0.307
YLL053C	0.128	0.337
YLL054C	0.463	0.504
YLL055W	-0.046	-0.278
YLL056C	-0.111	0.077
YLL057C	0.247	0.210
YLL058W	0.099	0.319
YLL059C	-0.807	-0.156
YLL060C	-0.439	0.274
YLL061W	0.135	0.221
YLL062C	0.055	0.182
YLL063C	-0.071	0.115
YLR001C	-0.234	0.208
YLR003C	-0.127	-0.032
YLR004C	0.073	-0.042
YLR006C	0.275	0.279
YLR011W	-0.165	-0.101
YLR012C	-0.084	0.013
YLR013W	0.146	-0.161
YLR014C	0.296	-0.434
YLR015W	-0.345	-0.055
YLR016C	-0.115	0.144
YLR017W	0.359	0.364
YLR018C	0.519	1.231
YLR019W	-1.070	0.049
YLR020C	0.013	-0.096
YLR021W	0.327	0.530
YLR023C	0.495	0.045
YLR024C	0.200	0.476
YLR025W	-2.939	-4.149
YLR028C	0.081	0.093
YLR030W	0.490	0.097
YLR031W	0.104	0.154
YLR032W	0.105	-0.137
YLR034C	0.624	0.086
YLR035C	0.195	0.066
YLR036C	0.331	0.288
