orf	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YGL101W	3.0	3.0	3.0
YGL104C	3.0	3.0	3.0
YGL105W	3.0	3.0	3.0
YGL107C	1.0	1.0	1.0
YGL108C	3.0	3.0	3.0
YGL109W	3.0	3.0	3.0
YGL110C	3.0	3.0	3.0
YGL114W	3.0	3.0	3.0
YGL115W	1.0	1.0	2.0
YGL117W	3.0	3.0	3.0
YGL118C	3.0	3.0	3.0
YGL121C	3.0	3.0	3.0
YGL124C	3.0	3.0	3.0
YGL126W	3.0	3.0	3.0
YGL127C	3.0	2.0	3.0
YGL129C	1.0	1.0	1.0
YGL131C	3.0	3.0	3.0
YGL132W	3.0	3.0	3.0
YGL133W	3.0	3.0	3.0
YGL135W	1.0	1.0	1.0
YGL136C	3.0	3.0	3.0
YGL138C	3.0	3.0	3.0
YGL139W	3.0	3.0	3.0
YGL140C	3.0	3.0	3.0
YGL141W	3.0	3.0	3.0
YGL143C	1.0	1.0	1.0
YGL144C	3.0	3.0	3.0
YGL146C	3.0	3.0	3.0
YGL147C	3.0	3.0	3.0
YGL148W	3.0	3.0	3.0
YGL149W	3.0	3.0	3.0
YGL151W	3.0	3.0	3.0
YGL152C	1.0	1.0	3.0
YGL153W	1.0	1.0	3.0
YGL154C	3.0	3.0	3.0
YGL156W	3.0	3.0	3.0
YGL157W	3.0	3.0	3.0
YGL158W	3.0	3.0	3.0
YGL159W	3.0	3.0	3.0
YGL160W	3.0	3.0	3.0
YGL161C	3.0	3.0	3.0
YGL162W	3.0	3.0	3.0
YGL163C	3.0	3.0	3.0
YGL164C	3.0	3.0	3.0
YGL165C	1.0	1.0	1.0
YGL166W	3.0	3.0	3.0
YGL167C	1.0	1.0	1.0
YGL168W	3.0	3.0	2.5
YGL170C	3.0	3.0	3.0
YGL173C	3.0	1.0	2.0
YGL174W	3.0	3.0	3.0
YGL175C	3.0	3.0	3.0
YGL176C	3.0	3.0	3.0
YGL177W	3.0	3.0	3.0
YGL179C	3.0	3.0	3.0
YGL180W	3.0	3.0	3.0
YGL181W	3.0	3.0	3.0
YGL194C	3.0	3.0	3.0
YGL195W	3.0	3.0	3.0
YGL196W	3.0	3.0	3.0
YGL197W	3.0	2.0	2.5
YGL198W	3.0	2.0	3.0
YGL199C	3.0	3.0	3.0
YGL200C	3.0	3.0	3.0
YGL202W	3.0	3.0	3.0
YGL203C	2.0	2.0	3.0
YGL205W	1.0	1.0	3.0
YGL206C	1.0	1.0	1.0
YGL208W	3.0	3.0	3.0
YGL209W	3.0	3.0	3.0
YGL210W	3.0	3.0	3.0
YGL211W	1.0	2.0	3.0
YGL212W	3.0	2.0	3.0
YGL213C	3.0	3.0	3.0
YGL214W	3.0	3.0	3.0
YGL215W	3.0	2.0	3.0
YGL216W	3.0	3.0	3.0
YGL217C	3.0	3.0	3.0
YGL218W	3.0	2.0	2.0
YGL219C	3.0	3.0	3.0
YGL220W	3.0	3.0	3.0
YGL221C	3.0	3.0	3.0
YGL222C	3.0	3.0	3.0
YGL223C	3.0	3.0	3.0
YGL224C	3.0	3.0	3.0
YGL226C-A	3.0	3.0	3.0
YGL226W	3.0	3.0	3.0
YGL227W	3.0	3.0	3.0
YGL228W	3.0	3.0	3.0
YGL229C	3.0	3.0	3.0
YGL230C	3.0	3.0	3.0
YGL231C	3.0	3.0	3.0
YGL232W	3.0	3.0	3.0
YGL234W	3.0	3.0	3.0
YGL235W	3.0	3.0	3.0
YGL236C	3.0	3.0	3.0
YGL237C	1.0	1.0	2.0
YGL240W	1.0	1.0	1.0
YGL241W	3.0	3.0	3.0
YGL242C	3.0	3.0	3.0
YGL243W	3.0	3.0	3.0
YGL244W	1.0	1.0	1.0
YGL246C	1.0	1.0	1.0
YGL248W	3.0	3.0	3.0
YGL249W	3.0	3.0	3.0
YGL250W	3.0	3.0	3.0
YGL251C	2.0	3.0	2.5
YGL252C	3.0	3.0	3.0
YGL253W	3.0	3.0	3.0
YGL254W	3.0	3.0	3.0
YGL255W	3.0	3.0	3.0
YGL256W	3.0	3.0	3.0
YGL257C	3.0	3.0	3.0
YGL258W	3.0	3.0	3.0
YGL259W	3.0	3.0	3.0
YGL260W	3.0	3.0	3.0
YGL261C	3.0	3.0	3.0
YGL262W	3.0	3.0	3.0
YGL263W	3.0	3.0	3.0
YGR001C	3.0	3.0	3.0
YGR003W	3.0	3.0	3.0
YGR004W	3.0	3.0	3.0
YGR006W	1.0	1.0	1.0
YGR007W	3.0	3.0	3.0
YGR008C	3.0	3.0	3.0
YGR010W	3.0	3.0	3.0
YGR011W	3.0	3.0	3.0
YGR012W	3.0	3.0	3.0
YGR014W	3.0	3.0	3.0
YGR015C	3.0	3.0	3.0
YGR016W	3.0	3.0	3.0
YGR017W	3.0	3.0	3.0
YGR018C	3.0	3.0	3.0
YGR019W	3.0	3.0	3.0
YGR020C	1.0	1.0	1.0
YGR021W	3.0	3.0	3.0
YGR022C	3.0	3.0	3.0
YGR023W	3.0	3.0	3.0
YGR025W	3.0	3.0	3.0
YGR026W	3.0	3.0	3.0
YGR027C	3.0	3.0	3.0
YGR028W	3.0	3.0	3.0
YGR031W	3.0	3.0	3.0
YGR032W	3.0	3.0	3.0
YGR033C	3.0	3.0	3.0
YGR034W	3.0	3.0	3.0
YGR035C	3.0	3.0	3.0
YGR036C	1.0	1.0	1.0
YGR037C	3.0	3.0	3.0
YGR038W	3.0	3.0	3.0
YGR039W	3.0	3.0	3.0
YGR040W	3.0	3.0	3.0
YGR041W	3.0	3.0	3.0
YGR042W	3.0	3.0	3.0
YGR043C	3.0	3.0	3.0
YGR044C	3.0	3.0	3.0
YGR045C	3.0	3.0	3.0
YGR049W	3.0	3.0	3.0
YGR050C	3.0	3.0	3.0
YGR051C	3.0	3.0	3.0
YGR052W	3.0	3.0	3.0
YGR053C	3.0	3.0	3.0
YGR054W	3.0	3.0	3.0
YGR055W	3.0	3.0	3.0
YGR056W	3.0	1.0	3.0
YGR057C	3.0	3.0	3.0
YGR058W	3.0	3.0	3.0
YGR059W	3.0	3.0	3.0
YGR061C	3.0	3.0	3.0
YGR062C	1.0	1.0	2.0
YGR063C	3.0	3.0	3.0
YGR064W	3.0	3.0	3.0
YGR066C	3.0	3.0	3.0
YGR067C	3.0	3.0	3.0
YGR068C	3.0	3.0	3.0
YGR069W	3.0	3.0	3.0
YGR070W	3.0	3.0	3.0
YGR071C	3.0	3.0	3.0
YGR072W	3.0	2.0	3.0
YGR076C	1.0	1.0	2.0
YGR077C	1.0	1.0	3.0
YGR078C	3.0	2.0	3.0
YGR079W	3.0	3.0	3.0
YGR080W	3.0	3.0	3.0
YGR081C	3.0	3.0	3.0
YGR084C	3.0	3.0	3.0
YGR085C	3.0	3.0	3.0
YGR086C	3.0	3.0	3.0
YGR087C	3.0	3.0	3.0
YGR088W	3.0	3.0	3.0
YGR089W	3.0	3.0	3.0
YGR092W	3.0	3.0	3.0
YGR093W	3.0	3.0	3.0
YGR096W	3.0	3.0	3.0
YGR097W	3.0	3.0	3.0
YGR100W	3.0	3.0	3.0
YGR101W	1.0	1.0	1.0
YGR102C	1.0	1.0	2.0
YGR104C	1.0	1.0	1.0
YGR105W	1.0	1.0	2.0
YGR106C	3.0	3.0	3.0
YGR107W	3.0	3.0	3.0
YGR108W	3.0	3.0	3.0
YGR109C	3.0	3.0	3.0
YGR110W	3.0	3.0	3.0
YGR111W	3.0	3.0	3.0
YGR112W	1.0	1.0	2.0
YGR117C	3.0	3.0	3.0
YGR118W	3.0	3.0	3.0
YGR121C	3.0	3.0	3.0
YGR122C-A	3.0	3.0	3.0
YGR122W	3.0	3.0	3.0
YGR123C	3.0	3.0	3.0
YGR124W	3.0	3.0	3.0
YGR125W	3.0	3.0	3.0
YGR126W	3.0	3.0	3.0
YGR127W	3.0	3.0	3.0
YGR129W	3.0	3.0	3.0
YGR130C	3.0	3.0	3.0
YGR131W	3.0	3.0	3.0
YGR132C	3.0	3.0	3.0
YGR133W	1.0	1.0	3.0
YGR134W	3.0	3.0	3.0
YGR135W	3.0	1.0	3.0
YGR136W	3.0	3.0	3.0
YGR137W	3.0	3.0	3.0
YGR138C	3.0	3.0	3.0
YGR139W	3.0	3.0	3.0
YGR141W	3.0	3.0	3.0
YGR142W	3.0	3.0	3.0
YGR143W	3.0	3.0	3.0
YGR144W	3.0	3.0	3.0
YGR146C	3.0	3.0	3.0
YGR148C	3.0	3.0	3.0
YGR149W	3.0	3.0	3.0
YGR150C	1.0	1.0	2.0
YGR151C	3.0	3.0	3.0
YGR152C	3.0	3.0	3.0
YGR153W	3.0	3.0	3.0
YGR154C	3.0	3.0	3.0
YGR155W	3.0	2.0	2.0
YGR157W	3.0	3.0	3.0
YGR159C	3.0	3.0	3.0
YGR160W	3.0	3.0	3.0
YGR161C	3.0	3.0	3.0
YGR162W	3.0	3.0	3.0
YGR163W	3.0	3.0	3.0
YGR164W	3.0	3.0	3.0
YGR165W	1.0	1.0	1.0
YGR166W	3.0	3.0	3.0
YGR167W	1.0	1.0	2.0
YGR168C	3.0	3.0	3.0
YGR169C	3.0	3.0	3.0
YGR170W	3.0	3.0	3.0
YGR171C	1.0	1.0	2.0
YGR173W	3.0	3.0	3.0
YGR174C	1.0	1.0	2.0
YGR176W	3.0	3.0	3.0
YGR177C	3.0	3.0	3.0
YGR178C	3.0	3.0	3.0
YGR180C	1.0	1.0	2.0
YGR181W	3.0	3.0	3.0
YGR182C	3.0	3.0	3.0
YGR183C	1.0	1.0	1.0
YGR184C	3.0	3.0	3.0
YGR187C	3.0	3.0	3.0
YGR188C	3.0	3.0	3.0
YGR189C	3.0	3.0	3.0
YGR192C	3.0	3.0	3.0
YGR193C	3.0	3.0	3.0
YGR194C	3.0	3.0	3.0
YGR196C	3.0	3.0	3.0
YGR197C	3.0	3.0	3.0
YGR199W	3.0	3.0	3.0
YGR200C	3.0	3.0	3.0
YGR201C	3.0	3.0	3.0
YGR202C	3.0	3.0	3.0
YGR203W	3.0	3.0	3.0
YGR204W	3.0	3.0	3.0
YGR205W	3.0	3.0	3.0
YGR206W	3.0	3.0	3.0
YGR207C	3.0	3.0	3.0
YGR208W	3.0	3.0	3.0
YGR209C	3.0	3.0	3.0
YGR210C	3.0	3.0	3.0
YGR212W	3.0	3.0	3.0
YGR213C	3.0	3.0	3.0
YGR214W	3.0	3.0	3.0
YGR215W	1.0	1.0	2.0
YGR217W	3.0	2.0	3.0
YGR219W	1.0	1.0	1.0
YGR220C	1.0	1.0	1.0
YGR221C	3.0	3.0	3.0
YGR222W	1.0	1.0	1.0
YGR223C	3.0	3.0	3.0
YGR224W	3.0	3.0	3.0
YGR225W	3.0	3.0	3.0
YGR226C	3.0	3.0	3.0
YGR227W	3.0	3.0	3.0
YGR228W	3.0	3.0	3.0
YGR229C	2.0	2.0	3.0
YGR230W	3.0	3.0	3.0
YGR231C	3.0	3.0	3.0
YGR232W	3.0	3.0	3.0
YGR233C	3.0	3.0	2.5
YGR234W	3.0	3.0	3.0
YGR235C	3.0	3.0	3.0
YGR236C	3.0	3.0	3.0
YGR237C	3.0	3.0	3.0
YGR238C	3.0	3.0	3.0
YGR239C	3.0	3.0	3.0
YGR240C	1.0	1.0	1.0
YGR241C	3.0	3.0	3.0
YGR242W	3.0	3.0	3.0
YGR243W	1.0	1.0	1.0
YGR244C	1.0	1.0	3.0
YGR247W	3.0	3.0	3.0
YGR248W	3.0	3.0	3.0
YGR249W	3.0	3.0	3.0
YGR250C	3.0	3.0	3.0
YGR252W	3.0	1.0	2.5
YGR254W	3.0	3.0	3.0
YGR255C	1.0	1.0	1.0
YGR256W	3.0	3.0	3.0
YGR257C	1.0	1.0	1.0
YGR258C	3.0	3.0	3.0
YGR259C	3.0	3.0	3.0
YGR260W	3.0	2.0	3.0
YGR261C	3.0	3.0	3.0
YGR262C	3.0	2.0	2.0
YGR263C	3.0	3.0	3.0
YGR266W	3.0	3.0	3.0
YGR268C	3.0	3.0	3.0
YGR269W	3.0	3.0	3.0
YGR270W	3.0	3.0	3.0
YGR271C-A	3.0	3.0	3.0
YGR271W	3.0	3.0	3.0
YGR273C	3.0	3.0	3.0
YGR275W	3.0	3.0	3.0
YGR276C	3.0	3.0	3.0
YGR279C	3.0	3.0	3.0
YGR281W	3.0	3.0	3.0
YGR282C	3.0	3.0	3.0
YGR283C	3.0	3.0	3.0
YGR284C	3.0	3.0	3.0
YGR285C	3.0	3.0	3.0
YGR286C	3.0	3.0	3.0
YGR287C	3.0	3.0	3.0
YGR288W	3.0	3.0	3.0
YGR289C	3.0	3.0	3.0
YGR290W	3.0	3.0	3.0
YGR291C	3.0	3.0	3.0
YGR292W	3.0	3.0	3.0
YGR295C	3.0	3.0	3.0
YHL002W	3.0	3.0	3.0
YHL003C	3.0	3.0	3.0
YHL005C	3.0	3.0	2.5
YHL006C	3.0	3.0	3.0
YHL007C	3.0	3.0	3.0
YHL008C	3.0	3.0	3.0
YHL009C	3.0	3.0	3.0
YHL010C	3.0	3.0	3.0
YHL011C	3.0	3.0	3.0
YHL012W	3.0	3.0	3.0
YHL013C	3.0	3.0	3.0
YHL014C	3.0	3.0	3.0
YHL016C	3.0	3.0	3.0
YHL017W	3.0	3.0	3.0
YHL019C	3.0	3.0	3.0
YHL020C	3.0	3.0	3.0
YHL021C	3.0	3.0	3.0
YHL022C	3.0	3.0	3.0
YHL023C	3.0	3.0	3.0
YHL024W	3.0	3.0	3.0
YHL025W	3.0	3.0	3.0
YHL026C	3.0	3.0	3.0
YHL027W	3.0	3.0	3.0
YHL028W	3.0	3.0	3.0
YHL029C	3.0	3.0	3.0
YHL030W	3.0	3.0	3.0
YHL031C	3.0	3.0	3.0
YHL032C	3.0	3.0	3.0
YHL033C	3.0	3.0	3.0
YHL034C	3.0	3.0	3.0
YHL035C	3.0	3.0	3.0
YHL036W	3.0	3.0	3.0
YHL037C	3.0	3.0	3.0
YHL038C	1.0	1.0	2.0
YHL039W	3.0	3.0	3.0
YHL040C	3.0	2.0	3.0
YHL041W	3.0	3.0	3.0
YHL042W	3.0	3.0	3.0
YHL043W	3.0	3.0	3.0
YHL044W	3.0	2.0	3.0
YHL045W	3.0	3.0	3.0
YHL046C	3.0	3.0	3.0
YHL047C	3.0	3.0	3.0
YHR001W-A	3.0	3.0	3.0
YHR003C	3.0	3.0	3.0
YHR004C	1.0	1.0	2.5
YHR005C	3.0	3.0	3.0
YHR006W	1.0	1.0	1.0
YHR008C	3.0	3.0	3.0
YHR009C	1.0	1.0	1.0
YHR011W	1.0	1.0	2.0
YHR012W	3.0	3.0	3.0
YHR013C	3.0	3.0	3.0
YHR014W	3.0	3.0	3.0
YHR015W	3.0	3.0	3.0
YHR016C	3.0	3.0	3.0
YHR017W	3.0	3.0	3.0
YHR018C	3.0	3.0	3.0
YHR021C	3.0	3.0	3.0
YHR021W-A	3.0	3.0	3.0
YHR022C	3.0	3.0	3.0
YHR025W	3.0	3.0	3.0
YHR026W	1.0	1.0	2.0
YHR028C	3.0	3.0	3.0
YHR029C	3.0	3.0	3.0
YHR030C	2.0	2.0	3.0
YHR031C	3.0	3.0	3.0
YHR032W	3.0	3.0	3.0
YHR033W	3.0	3.0	3.0
YHR035W	3.0	3.0	3.0
YHR037W	3.0	3.0	3.0
YHR038W	1.0	1.0	1.0
YHR039C	3.0	3.0	3.0
YHR039C-A	1.0	1.0	2.0
YHR041C	1.0	2.0	3.0
YHR043C	3.0	3.0	3.0
YHR044C	3.0	3.0	3.0
YHR045W	3.0	3.0	3.0
YHR046C	3.0	3.0	3.0
YHR047C	3.0	3.0	3.0
YHR048W	3.0	3.0	3.0
YHR049C-A	3.0	3.0	3.0
YHR049W	3.0	3.0	3.0
YHR050W	3.0	3.0	3.0
YHR051W	1.0	1.0	2.0
YHR057C	3.0	3.0	3.0
YHR059W	3.0	2.0	2.5
YHR060W	1.0	1.0	2.0
YHR061C	3.0	3.0	3.0
YHR064C	3.0	3.0	3.0
YHR066W	3.0	3.0	3.0
YHR067W	1.0	1.0	2.0
YHR073W	3.0	3.0	3.0
YHR075C	2.0	1.0	3.0
YHR076W	3.0	3.0	3.0
YHR077C	3.0	3.0	3.0
YHR078W	3.0	3.0	3.0
YHR079C	3.0	3.0	3.0
YHR079C-A	3.0	3.0	3.0
YHR080C	3.0	3.0	3.0
YHR081W	3.0	3.0	3.0
YHR082C	3.0	3.0	3.0
YHR086W	3.0	3.0	3.0
YHR087W	3.0	3.0	3.0
YHR091C	1.0	1.0	2.0
YHR092C	3.0	3.0	3.0
YHR093W	3.0	3.0	3.0
YHR094C	3.0	3.0	3.0
YHR095W	3.0	3.0	3.0
YHR097C	3.0	3.0	3.0
YHR100C	3.0	3.0	2.5
YHR103W	3.0	3.0	3.0
YHR104W	3.0	3.0	3.0
YHR105W	3.0	3.0	3.0
YHR106W	3.0	3.0	3.0
YHR108W	3.0	3.0	3.0
YHR109W	3.0	3.0	3.0
YHR110W	3.0	3.0	3.0
YHR111W	3.0	3.0	3.0
YHR112C	3.0	3.0	3.0
YHR113W	3.0	3.0	3.0
YHR114W	3.0	3.0	3.0
YHR115C	3.0	4.0	3.0
YHR116W	3.0	3.0	2.5
YHR117W	3.0	3.0	3.0
YHR120W	1.0	1.0	2.0
YHR121W	3.0	3.0	3.0
YHR123W	3.0	3.0	3.0
YHR124W	3.0	3.0	3.0
YHR125W	3.0	3.0	3.0
YHR126C	3.0	3.0	3.0
YHR127W	3.0	3.0	3.0
YHR129C	2.0	2.0	3.0
YHR130C	3.0	3.0	3.0
YHR131C	3.0	3.0	3.0
YHR132C	3.0	3.0	3.0
YHR132W-A	3.0	3.0	3.0
YHR133C	3.0	3.0	3.0
YHR134W	3.0	3.0	3.0
YHR135C	3.0	3.0	3.0
YHR136C	3.0	3.0	3.0
YHR137W	3.0	3.0	3.0
YHR138C	3.0	3.0	3.0
YHR139C	3.0	3.0	3.0
YHR139C-A	3.0	3.0	3.0
YHR140W	3.0	3.0	3.0
YHR142W	3.0	3.0	3.0
YHR143W	3.0	3.0	3.0
YHR146W	3.0	3.0	3.0
YHR147C	1.0	1.0	2.0
YHR150W	3.0	3.0	3.0
YHR151C	3.0	3.0	3.0
YHR152W	3.0	3.0	3.0
YHR153C	3.0	3.0	3.0
YHR154W	3.0	3.0	3.0
YHR155W	3.0	3.0	3.0
YHR156C	3.0	3.0	3.0
YHR157W	3.0	3.0	3.0
YHR158C	3.0	3.0	3.0
YHR159W	3.0	3.0	3.0
YHR160C	2.0	2.0	3.0
YHR161C	3.0	3.0	3.0
YHR162W	3.0	3.0	3.0
YHR163W	3.0	3.0	3.0
YHR167W	3.0	3.0	3.0
YHR168W	1.0	1.0	1.0
YHR171W	3.0	3.0	3.0
YHR176W	3.0	3.0	3.0
YHR177W	3.0	3.0	3.0
YHR178W	3.0	3.0	3.0
YHR179W	3.0	3.0	3.0
YHR180W	3.0	3.0	3.0
YHR181W	3.0	3.0	3.0
YHR182W	3.0	3.0	3.0
YHR183W	3.0	3.0	3.0
YHR184W	3.0	3.0	3.0
YHR185C	3.0	3.0	3.0
YHR189W	3.0	3.0	3.0
YHR191C	3.0	3.0	3.0
YHR193C	3.0	3.0	3.0
YHR194W	1.0	3.0	2.0
YHR195W	3.0	3.0	3.0
YHR198C	3.0	3.0	3.0
YHR199C	3.0	3.0	3.0
YHR200W	3.0	3.0	3.0
YHR202W	3.0	3.0	3.0
YHR203C	3.0	3.0	3.0
YHR204W	3.0	3.0	3.0
YHR206W	3.0	3.0	3.0
YHR207C	3.0	3.0	3.0
YHR209W	3.0	3.0	3.0
YHR210C	3.0	3.0	3.0
YIL001W	3.0	3.0	3.0
YIL002C	3.0	3.0	3.0
YIL005W	3.0	3.0	3.0
YIL006W	3.0	3.0	3.0
YIL007C	3.0	3.0	3.0
YIL008W	3.0	2.0	3.0
YIL009C-A	1.0	1.0	1.0
YIL009W	3.0	3.0	3.0
YIL010W	3.0	3.0	3.0
YIL011W	3.0	3.0	3.0
YIL012W	3.0	3.0	3.0
YIL013C	3.0	3.0	3.0
YIL014C-A	3.0	3.0	3.0
YIL014W	3.0	3.0	3.0
YIL015W	3.0	3.0	3.0
YIL016W	3.0	3.0	3.0
YIL017C	3.0	3.0	3.0
YIL018W	3.0	2.0	3.0
YIL020C	3.0	3.0	3.0
YIL023C	3.0	3.0	3.0
YIL024C	3.0	3.0	3.0
YIL025C	3.0	3.0	3.0
YIL027C	3.0	3.0	3.0
YIL028W	3.0	3.0	3.0
YIL029C	3.0	4.0	3.0
YIL030C	3.0	3.0	3.0
YIL032C	3.0	3.0	3.0
YIL034C	3.0	3.0	3.0
YIL035C	3.0	3.0	3.0
YIL036W	3.0	3.0	3.0
YIL037C	3.0	3.0	3.0
YIL038C	3.0	3.0	3.0
YIL039W	1.0	1.0	1.0
YIL040W	3.0	3.0	3.0
YIL041W	3.0	3.0	3.0
YIL042C	3.0	3.0	3.0
YIL043C	3.0	3.0	3.0
YIL044C	3.0	3.0	3.0
YIL045W	3.0	3.0	3.0
YIL047C	3.0	3.0	3.0
YIL049W	3.0	3.0	3.0
YIL050W	3.0	3.0	3.0
YIL052C	2.0	2.0	3.0
YIL053W	3.0	3.0	3.0
YIL054W	3.0	3.0	3.0
YIL055C	3.0	3.0	3.0
YIL056W	3.0	3.0	3.0
YIL057C	3.0	3.0	3.0
YIL058W	3.0	3.0	3.0
YIL059C	3.0	3.0	3.0
YIL060W	3.0	3.0	3.0
YIL064W	3.0	3.0	3.0
YIL065C	3.0	3.0	3.0
YIL066C	3.0	3.0	3.0
YIL067C	3.0	3.0	3.0
YIL069C	3.0	3.0	3.0
YIL070C	3.0	3.0	3.0
YIL071C	3.0	3.0	3.0
YIL072W	3.0	3.0	3.0
YIL073C	3.0	3.0	3.0
YIL074C	3.0	3.0	3.0
YIL076W	3.0	3.0	2.5
YIL077C	3.0	3.0	3.0
YIL079C	3.0	3.0	3.0
YIL084C	3.0	3.0	3.0
YIL085C	3.0	3.0	3.0
YIL086C	3.0	3.0	3.0
YIL087C	3.0	3.0	3.0
YIL088C	3.0	3.0	3.0
YIL089W	3.0	3.0	3.0
YIL090W	1.0	1.0	1.0
YIL092W	3.0	3.0	3.0
YIL093C	3.0	3.0	3.0
YIL094C	3.0	3.0	3.0
YIL095W	3.0	3.0	3.0
YIL096C	3.0	3.0	3.0
YIL097W	3.0	3.0	3.0
YIL098C	3.0	3.0	3.0
YIL099W	3.0	3.0	3.0
YIL100W	3.0	3.0	3.0
YIL101C	3.0	3.0	3.0
YIL102C	2.0	2.0	3.0
YIL103W	3.0	3.0	3.0
YIL105C	3.0	3.0	3.0
YIL107C	3.0	3.0	3.0
YIL108W	3.0	3.0	3.0
YIL110W	3.0	3.0	3.0
YIL111W	1.0	1.0	1.0
YIL112W	3.0	3.0	3.0
YIL113W	3.0	3.0	3.0
YIL114C	3.0	3.0	3.0
YIL116W	3.0	3.0	3.0
YIL117C	3.0	3.0	3.0
YIL119C	3.0	3.0	3.0
YIL120W	3.0	3.0	3.0
YIL121W	3.0	3.0	3.0
YIL122W	3.0	3.0	3.0
YIL123W	3.0	3.0	3.0
YIL124W	3.0	3.0	3.0
YIL125W	1.0	1.0	2.0
YIL128W	3.0	3.0	2.5
YIL130W	3.0	3.0	3.0
YIL131C	3.0	3.0	3.0
YIL132C	3.0	3.0	3.0
YIL133C	3.0	3.0	3.0
YIL134W	3.0	3.0	3.0
YIL135C	3.0	3.0	3.0
YIL136W	3.0	3.0	3.0
YIL137C	3.0	3.0	3.0
YIL138C	3.0	3.0	3.0
YIL139C	3.0	3.0	3.0
YIL140W	3.0	3.0	3.0
YIL141W	3.0	3.0	3.0
YIL145C	3.0	3.0	3.0
YIL146C	3.0	3.0	3.0
YIL148W	3.0	3.0	3.0
YIL149C	3.0	3.0	3.0
YIL152W	3.0	3.0	3.0
YIL153W	3.0	2.0	2.5
YIL154C	3.0	3.0	3.0
YIL155C	3.0	3.0	3.0
YIL156W	3.0	3.0	3.0
YIL157C	1.0	1.0	2.0
YIL158W	3.0	3.0	3.0
YIL159W	3.0	3.0	3.0
YIL160C	1.0	2.0	3.0
YIL161W	3.0	3.0	3.0
YIL162W	3.0	3.0	3.0
YIL163C	3.0	3.0	3.0
YIL164C	3.0	3.0	3.0
YIL165C	3.0	4.0	3.0
YIL166C	3.0	3.0	3.0
YIL173W	3.0	3.0	3.0
YIR001C	3.0	3.0	3.0
YIR002C	3.0	3.0	3.0
YIR003W	3.0	3.0	3.0
YIR004W	2.0	2.0	3.0
YIR005W	3.0	3.0	3.0
YIR007W	3.0	3.0	3.0
YIR009W	3.0	3.0	3.0
YIR013C	3.0	3.0	3.0
YIR014W	3.0	3.0	3.0
YIR016W	3.0	3.0	3.0
YIR017C	3.0	3.0	3.0
YIR018W	3.0	3.0	3.0
YIR019C	3.0	3.0	3.0
YIR020C	3.0	3.0	3.0
YIR020W-A	3.0	3.0	3.0
YIR021W	1.0	1.0	1.0
YIR023W	3.0	3.0	3.0
YIR024C	3.0	3.0	3.0
YIR025W	3.0	3.0	3.0
YIR026C	3.0	3.0	3.0
YIR027C	3.0	3.0	3.0
YIR028W	3.0	3.0	3.0
YIR029W	3.0	3.0	3.0
YIR030C	3.0	3.0	3.0
YIR031C	3.0	3.0	3.0
YIR032C	3.0	3.0	3.0
YIR033W	3.0	3.0	3.0
YIR034C	3.0	3.0	3.0
YIR035C	3.0	3.0	3.0
YIR036C	3.0	3.0	3.0
YIR037W	3.0	3.0	3.0
YIR038C	3.0	3.0	3.0
YIR039C	3.0	3.0	3.0
YIR042C	3.0	3.0	3.0
YJL003W	1.0	1.0	1.0
YJL004C	3.0	3.0	3.0
YJL006C	3.0	3.0	3.0
YJL007C	3.0	3.0	3.0
YJL012C	3.0	3.0	3.0
YJL013C	3.0	3.0	3.0
YJL016W	3.0	3.0	3.0
YJL020C	3.0	3.0	3.0
YJL022W	3.0	3.0	3.0
YJL023C	3.0	3.0	3.0
YJL024C	3.0	3.0	3.0
YJL027C	3.0	3.0	3.0
YJL028W	3.0	3.0	3.0
YJL029C	3.0	3.0	3.0
YJL030W	3.0	3.0	3.0
YJL036W	3.0	3.0	3.0
YJL037W	3.0	3.0	3.0
YJL038C	3.0	3.0	3.0
YJL042W	3.0	3.0	3.0
YJL043W	3.0	3.0	3.0
YJL044C	3.0	3.0	3.0
YJL045W	3.0	3.0	3.0
YJL046W	1.0	1.0	2.0
YJL047C	3.0	3.0	3.0
YJL048C	3.0	3.0	3.0
YJL049W	3.0	3.0	3.0
YJL051W	3.0	3.0	3.0
YJL052W	3.0	3.0	3.0
YJL053W	3.0	3.0	3.0
YJL055W	3.0	3.0	3.0
YJL056C	3.0	3.0	2.5
YJL057C	3.0	3.0	3.0
YJL058C	3.0	3.0	3.0
YJL059W	3.0	3.0	3.0
YJL060W	3.0	3.0	3.0
YJL062W	3.0	3.0	3.0
YJL063C	1.0	1.0	1.0
YJL064W	3.0	3.0	3.0
YJL065C	3.0	3.0	3.0
YJL066C	3.0	3.0	3.0
YJL067W	3.0	3.0	3.0
YJL068C	3.0	3.0	3.0
YJL070C	3.0	3.0	3.0
YJL071W	3.0	3.0	3.0
YJL073W	3.0	3.0	3.0
YJL075C	1.0	2.0	2.0
YJL077C	3.0	3.0	3.0
YJL078C	3.0	3.0	3.0
YJL079C	3.0	3.0	2.0
YJL080C	1.0	1.0	1.0
YJL082W	3.0	3.0	3.0
YJL083W	3.0	3.0	3.0
YJL084C	3.0	3.0	3.0
YJL088W	3.0	3.0	3.0
