ORF	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YML062C	3.000	3.000	3.000
YGR249W	3.000	3.000	3.000
YIR033W	3.000	3.000	3.000
YOR211C	1.000	1.000	2.000
YJR144W	3.000	3.000	3.000
YNL218W	3.000	3.000	3.000
YDL200C	3.000	3.000	3.000
YJL042W	3.000	3.000	3.000
YDR296W	1.000	1.000	1.000
YLL062C	3.000	3.000	3.000
YNL291C	3.000	3.000	3.000
YLR332W	3.000	3.000	3.000
YGL035C	3.000	3.000	3.000
YGL209W	3.000	3.000	3.000
YER028C	3.000	3.000	3.000
YMR036C	3.000	3.000	3.000
YOR330C	1.000	1.000	2.000
YHR015W	3.000	3.000	3.000
YJR077C	3.000	1.000	2.500
YBR084W	3.000	3.000	2.000
YDR144C	3.000	3.000	3.000
YOR231W	3.000	3.000	3.000
YPL140C	3.000	3.000	3.000
YNL076W	3.000	3.000	3.000
YNL085W	3.000	3.000	3.000
YPR188C	3.000	3.000	3.000
YNL074C	3.000	3.000	3.000
YMR167W	3.000	3.000	3.000
YLR035C	3.000	3.000	3.000
YPL164C	3.000	3.000	3.000
YKR095W	3.000	3.000	3.000
YIL149C	3.000	3.000	3.000
YNL117W	3.000	1.000	3.000
YLL006W	3.000	3.000	3.000
YLL061W	3.000	3.000	3.000
YLR190W	3.000	3.000	3.000
YPR164W	3.000	3.000	3.000
YGL087C	3.000	3.000	3.000
YLR320W	3.000	3.000	3.000
YBR098W	3.000	3.000	3.000
YMR177W	3.000	3.000	3.000
YPL224C	3.000	3.000	3.000
YIR025W	3.000	3.000	3.000
YOR350C	3.000	3.000	2.500
YHR204W	3.000	3.000	3.000
YER001W	3.000	3.000	3.000
YDR245W	3.000	3.000	3.000
YJL183W	3.000	3.000	3.000
YBR015C	3.000	3.000	3.000
YKL201C	3.000	3.000	3.000
YJL186W	3.000	3.000	3.000
YPL050C	3.000	3.000	3.000
YKL064W	3.000	3.000	3.000
YJR131W	3.000	3.000	3.000
YGL257C	3.000	3.000	3.000
YIL014W	3.000	3.000	3.000
YNR059W	3.000	3.000	3.000
YOR274W	3.000	3.000	3.000
YJR074W	3.000	3.000	3.000
YBL049W	3.000	3.000	3.000
YGL124C	3.000	3.000	3.000
YNL297C	3.000	3.000	3.000
YER068W	3.000	3.000	3.000
YMR070W	1.000	1.000	1.000
YNL249C	3.000	3.000	3.000
YOR177C	3.000	3.000	3.000
YOR288C	3.000	3.000	3.000
YOL088C	3.000	3.000	3.000
YIR002C	3.000	3.000	3.000
YJL066C	3.000	3.000	3.000
YCL061C	3.000	3.000	3.000
YMR224C	3.000	3.000	3.000
YGL143C	1.000	1.000	1.000
YDR033W	3.000	3.000	3.000
YGL064C	3.000	3.000	3.000
YDL079C	3.000	3.000	3.000
YPR079W	3.000	3.000	3.000
YOR201C	3.000	3.000	3.000
YGL136C	3.000	3.000	3.000
YDR347W	1.000	1.000	2.000
YDL045W-A	1.000	1.000	1.000
YGR084C	3.000	3.000	3.000
YKL003C	1.000	1.000	2.000
YPR166C	3.000	3.000	3.000
YDR405W	1.000	1.000	1.000
YBL090W	1.000	1.000	1.000
YKL167C	3.000	2.000	2.000
YPL118W	1.000	1.000	1.000
YNL005C	1.000	1.000	1.000
YKL142W	3.000	3.000	3.000
YDR116C	3.000	3.000	2.000
YNL284C	1.000	1.000	1.000
YDL202W	3.000	3.000	3.000
YKR006C	1.000	1.000	2.000
YLR312W-A	1.000	1.000	1.000
YBL038W	1.000	1.000	1.000
YNL252C	1.000	1.000	1.000
YNL185C	1.000	1.000	1.000
YKR085C	1.000	1.000	1.000
YNL177C	1.000	1.000	1.000
YOR150W	1.000	1.000	1.000
YMR193W	1.000	1.000	2.000
YGR076C	1.000	1.000	2.000
YBR282W	1.000	1.000	1.000
YDR462W	1.000	1.000	1.000
YMR024W	3.000	3.000	3.000
YKL138C	1.000	1.000	2.000
YCR003W	1.000	1.000	2.000
YMR286W	1.000	1.000	2.000
YDR322W	1.000	1.000	2.000
YBR268W	1.000	1.000	2.000
YKL170W	1.000	1.000	2.000
YML009C	3.000	3.000	3.000
YLR439W	1.000	1.000	1.000
YPL173W	1.000	1.000	2.000
YMR225C	3.000	3.000	3.000
YJL096W	1.000	1.000	2.000
YNR022C	3.000	3.000	3.000
YPR100W	1.000	1.000	1.000
YHR147C	1.000	1.000	2.000
YDR237W	1.000	1.000	1.000
YJL063C	1.000	1.000	1.000
YGR220C	1.000	1.000	1.000
YPL013C	1.000	1.000	1.000
YMR188C	1.000	1.000	1.000
YDR337W	1.000	1.000	1.000
YGR165W	1.000	1.000	1.000
YBR251W	1.000	1.000	2.000
YMR158W	1.000	1.000	1.000
YBR146W	1.000	1.000	1.000
YIR021W	1.000	1.000	1.000
YOR334W	1.000	1.000	3.000
YJL133W	3.000	4.000	3.000
YKR052C	3.000	3.000	3.000
YKL009W	3.000	3.000	2.500
YOR188W	3.000	3.000	3.000
YGR014W	3.000	3.000	3.000
YNL293W	3.000	3.000	3.000
YOL112W	3.000	3.000	3.000
YML128C	3.000	3.000	3.000
YDR205W	3.000	3.000	3.000
YLR219W	3.000	3.000	3.000
YOR354C	3.000	3.000	3.000
YHR039C	3.000	3.000	3.000
YPL104W	1.000	1.000	2.000
YOL033W	1.000	1.000	2.000
YPR047W	1.000	1.000	1.000
YLR168C	3.000	3.000	3.000
YNL053W	3.000	3.000	3.000
YHR120W	1.000	1.000	2.000
YOL090W	3.000	3.000	3.000
YCR092C	3.000	3.000	3.000
YFL003C	3.000	3.000	3.000
YDL154W	3.000	3.000	3.000
YDR097C	3.000	3.000	3.000
YBR195C	3.000	3.000	3.000
YNL073W	1.000	1.000	1.000
YIR009W	3.000	3.000	3.000
YGR171C	1.000	1.000	2.000
YOL116W	3.000	3.000	3.000
YMR037C	3.000	3.000	3.000
YKL062W	3.000	3.000	3.000
YDR335W	3.000	3.000	3.000
YNR049C	3.000	3.000	3.000
YGR028W	3.000	3.000	3.000
YHR091C	1.000	1.000	2.000
YMR023C	3.000	3.000	3.000
YMR164C	3.000	3.000	3.000
YDR194C	1.000	1.000	2.000
YPR134W	3.000	3.000	3.000
YDL107W	1.000	1.000	1.000
YLR203C	1.000	1.000	2.000
YKL194C	1.000	1.000	1.000
YGL051W	3.000	3.000	3.000
YMR287C	1.000	1.000	2.000
YDR268W	3.000	3.000	3.000
YPL097W	1.000	1.000	1.000
YGL036W	3.000	3.000	3.000
YKR080W	3.000	3.000	3.000
YMR228W	1.000	1.000	2.000
YDL044C	1.000	1.000	1.000
YMR097C	1.000	1.000	2.000
YHR168W	1.000	1.000	1.000
YDR277C	3.000	3.000	3.000
YGR023W	3.000	3.000	3.000
YGR257C	1.000	1.000	1.000
YGL236C	3.000	3.000	3.000
YNL063W	3.000	3.000	3.000
YDR140W	3.000	3.000	2.500
YMR100W	2.000	2.000	3.000
YIR019C	3.000	3.000	3.000
YBR119W	3.000	3.000	3.000
YKL074C	3.000	3.000	3.000
YPL070W	3.000	3.000	3.000
YBR057C	3.000	3.000	3.000
YOR298W	3.000	3.000	3.000
YGR055W	3.000	3.000	3.000
YHL036W	3.000	3.000	3.000
YGR007W	3.000	3.000	3.000
YDR386W	3.000	3.000	3.000
YMR004W	3.000	3.000	3.000
YER042W	3.000	3.000	3.000
YKL129C	3.000	3.000	3.000
YAL029C	3.000	3.000	3.000
YMR109W	3.000	3.000	3.000
YML117W	3.000	3.000	3.000
YLR382C	1.000	1.000	1.000
YMR080C	3.000	3.000	3.000
YHR086W	3.000	3.000	3.000
YKR048C	3.000	3.000	3.000
YIL007C	3.000	3.000	3.000
YGR232W	3.000	3.000	3.000
YDL040C	3.000	3.000	3.000
YPR131C	2.000	2.000	3.000
YMR069W	3.000	3.000	3.000
YOR253W	3.000	3.000	3.000
YDR162C	1.000	1.000	2.000
YPR155C	3.000	3.000	3.000
YJL116C	2.000	1.000	3.000
YPR149W	3.000	3.000	3.000
YBL024W	3.000	3.000	3.000
YPL006W	3.000	3.000	3.000
YNL119W	3.000	3.000	3.000
YGL211W	1.000	2.000	3.000
YMR145C	3.000	3.000	3.000
YDL085W	1.000	1.000	1.000
YML120C	1.000	1.000	2.000
YOL104C	3.000	3.000	3.000
YLR254C	3.000	3.000	3.000
YHR124W	3.000	3.000	3.000
YLR265C	3.000	3.000	3.000
YHR004C	1.000	1.000	2.500
YPL226W	3.000	3.000	3.000
YOR156C	3.000	3.000	3.000
YKR103W	3.000	3.000	3.000
YKL040C	1.000	2.000	2.000
YDR176W	3.000	1.000	3.000
YOL042W	3.000	3.000	3.000
YMR285C	3.000	3.000	3.000
YML118W	3.000	3.000	3.000
YBR212W	3.000	3.000	3.000
YLR138W	3.000	3.000	3.000
YDL002C	3.000	3.000	3.000
YPR052C	3.000	3.000	3.000
YDR456W	3.000	3.000	3.000
YGL221C	3.000	3.000	3.000
YPL174C	2.000	1.000	3.000
YNL078W	3.000	3.000	3.000
YIL164C	3.000	3.000	3.000
YJL126W	3.000	3.000	3.000
YLR351C	3.000	3.000	3.000
YDR383C	3.000	3.000	3.000
YLR315W	3.000	3.000	3.000
YLR328W	3.000	3.000	3.000
YGR010W	3.000	3.000	3.000
YHR077C	3.000	3.000	3.000
YLR363C	3.000	3.000	3.000
YGR089W	3.000	3.000	3.000
YLR285W	3.000	3.000	3.000
YOL041C	3.000	3.000	3.000
YNL175C	3.000	3.000	3.000
YER002W	3.000	3.000	3.000
YDL213C	3.000	2.000	3.000
YIL038C	3.000	3.000	3.000
YPR072W	1.000	1.000	2.000
YDL046W	3.000	3.000	3.000
YDR432W	2.000	1.000	2.500
YBR170C	2.000	2.000	3.000
YMR091C	3.000	2.000	3.000
YCR026C	3.000	3.000	3.000
YEL016C	3.000	3.000	3.000
YNL183C	3.000	3.000	3.000
YEL062W	3.000	3.000	3.000
YOR209C	3.000	3.000	3.000
YGL067W	3.000	3.000	3.000
YDR043C	3.000	3.000	3.000
YBR066C	3.000	3.000	3.000
YNL129W	3.000	3.000	3.000
YDL167C	3.000	3.000	3.000
YHR133C	3.000	3.000	3.000
YGR159C	3.000	3.000	3.000
YNL091W	3.000	3.000	3.000
YJR062C	3.000	3.000	3.000
YBR188C	3.000	3.000	3.000
YML059C	3.000	3.000	3.000
YAL015C	3.000	3.000	3.000
YOL043C	3.000	3.000	3.000
YDR001C	3.000	3.000	3.000
YBR001C	3.000	3.000	3.000
YPR031W	3.000	3.000	3.000
YJL208C	3.000	3.000	3.000
YDR150W	3.000	3.000	3.000
YKL068W	3.000	3.000	3.000
YKL057C	3.000	3.000	3.000
YKR082W	3.000	3.000	3.000
YBL079W	3.000	3.000	2.500
YML103C	3.000	3.000	3.000
YLR335W	3.000	3.000	3.000
YDR192C	3.000	3.000	3.000
YMR153W	3.000	3.000	3.000
YAR002W	3.000	3.000	3.000
YDL116W	3.000	3.000	3.000
YGL151W	3.000	3.000	3.000
YHR195W	3.000	3.000	3.000
YLR093C	3.000	3.000	3.000
YKL120W	3.000	3.000	3.000
YAL051W	1.000	1.000	3.000
YKL055C	1.000	1.000	2.000
YPL052W	3.000	3.000	3.000
YNL099C	3.000	3.000	3.000
YGL038C	1.000	1.000	1.000
YKL134C	1.000	1.000	2.000
YPL134C	3.000	3.000	3.000
YOR222W	3.000	3.000	3.000
YML060W	3.000	3.000	3.000
YIL136W	3.000	3.000	3.000
YKR087C	3.000	3.000	3.000
YDR316W	3.000	3.000	3.000
YHL020C	3.000	3.000	3.000
YJR073C	3.000	3.000	3.000
YJL212C	1.000	2.000	3.000
YPR194C	3.000	3.000	3.000
YBR129C	3.000	3.000	3.000
YPR075C	3.000	3.000	3.000
YGR038W	3.000	3.000	3.000
YLR350W	3.000	3.000	3.000
YOR130C	3.000	3.000	3.000
YAR042W	3.000	3.000	3.000
YDL019C	2.000	2.000	3.000
YHR073W	3.000	3.000	3.000
YKR003W	3.000	3.000	3.000
YJR051W	3.000	3.000	3.000
YOR085W	3.000	3.000	3.000
YDL232W	3.000	3.000	3.000
YGL226C-A	3.000	3.000	3.000
YML019W	3.000	3.000	3.000
YOR255W	3.000	3.000	3.000
YLR054C	3.000	3.000	3.000
YER154W	1.000	1.000	1.000
YPL196W	3.000	3.000	3.000
YHR179W	3.000	3.000	3.000
YPL171C	3.000	3.000	3.000
YDR071C	3.000	3.000	3.000
YOR269W	3.000	3.000	3.000
YGR078C	3.000	2.000	3.000
YDR488C	3.000	3.000	3.000
YER007W	3.000	3.000	3.000
YDR538W	3.000	3.000	3.000
YBR279W	1.000	1.000	1.000
YMR174C	3.000	3.000	3.000
YDR251W	3.000	3.000	3.000
YGL094C	3.000	3.000	3.000
YKL025C	3.000	3.000	3.000
YIL145C	3.000	3.000	3.000
YOL115W	3.000	2.000	3.000
YCR077C	3.000	3.000	3.000
YEL049W	3.000	3.000	3.000
YLR461W	3.000	3.000	3.000
YFL020C	3.000	3.000	3.000
YAR020C	3.000	3.000	3.000
YNL015W	3.000	3.000	3.000
YGR178C	3.000	3.000	3.000
YBR233W	3.000	3.000	3.000
YDL053C	3.000	3.000	3.000
YJL128C	3.000	3.000	3.000
YBR295W	3.000	3.000	3.000
YLR151C	3.000	3.000	3.000
YBR186W	3.000	3.000	3.000
YIL071C	3.000	3.000	3.000
YKR097W	1.000	1.000	2.000
YNL289W	3.000	2.000	3.000
YDL127W	3.000	3.000	3.000
YER059W	3.000	3.000	3.000
YIL050W	3.000	3.000	3.000
YPL219W	3.000	3.000	3.000
YDL179W	3.000	3.000	3.000
YGR101W	1.000	1.000	1.000
YBR222C	3.000	3.000	3.000
YGR202C	3.000	3.000	3.000
YER178W	3.000	3.000	3.000
YBR221C	3.000	3.000	3.000
YLR044C	3.000	3.000	3.000
YLR134W	3.000	3.000	3.000
YGR087C	3.000	3.000	3.000
YGL248W	3.000	3.000	3.000
YOR360C	1.000	1.000	1.000
YPR002W	3.000	3.000	3.000
YGL013C	3.000	3.000	3.000
YOR328W	3.000	3.000	3.000
YIL013C	3.000	3.000	3.000
YPL058C	3.000	3.000	3.000
YDR406W	3.000	3.000	3.000
YNL231C	3.000	3.000	3.000
YNL264C	3.000	3.000	3.000
YBL005W	3.000	3.000	3.000
YOR153W	3.000	3.000	3.000
YLR266C	3.000	3.000	3.000
YGR193C	3.000	3.000	3.000
YBR035C	3.000	3.000	3.000
YER149C	3.000	3.000	3.000
YBL017C	3.000	3.000	3.000
YOR036W	1.000	1.000	1.000
YLR148W	1.000	1.000	2.000
YPL154C	3.000	3.000	3.000
YMR231W	1.000	1.000	2.000
YDR323C	1.000	1.000	1.000
YJL053W	3.000	3.000	3.000
YCR044C	1.000	1.000	1.000
YFR023W	3.000	3.000	3.000
YKR046C	3.000	3.000	3.000
YDR079W	1.000	1.000	1.000
YMR257C	1.000	1.000	2.000
YBL080C	1.000	1.000	1.000
YER058W	1.000	1.000	1.000
YER153C	3.000	3.000	3.000
YOR158W	1.000	1.000	2.000
YOR017W	3.000	3.000	3.000
YJL023C	3.000	3.000	3.000
YCR020C	3.000	3.000	3.000
YJR034W	3.000	3.000	3.000
YPL159C	3.000	3.000	3.000
YLR067C	1.000	1.000	2.000
YNR045W	1.000	1.000	1.000
YGR222W	1.000	1.000	1.000
YNL003C	3.000	3.000	3.000
YKL197C	1.000	1.000	3.000
YDR265W	1.000	1.000	3.000
YOL147C	1.000	2.000	3.000
YMR026C	1.000	1.000	3.000
YLR191W	1.000	1.000	3.000
YGL153W	1.000	1.000	3.000
YOL044W	1.000	1.000	3.000
YNL214W	1.000	1.000	3.000
YHR160C	2.000	2.000	3.000
YDL065C	1.000	2.000	3.000
YJL210W	3.000	3.000	3.000
YGR239C	3.000	3.000	3.000
YAL055W	3.000	1.000	3.000
YPL112C	3.000	3.000	3.000
YOR193W	3.000	3.000	3.000
YHR150W	3.000	3.000	3.000
YDR479C	3.000	3.000	3.000
YDR329C	1.000	1.000	3.000
YLR324W	3.000	3.000	3.000
YGR004W	3.000	3.000	3.000
YBR168W	3.000	3.000	3.000
YGR133W	1.000	1.000	3.000
YDR244W	1.000	1.000	1.000
YNL329C	2.000	2.000	3.000
YDR142C	1.000	2.000	3.000
YGR077C	1.000	1.000	3.000
YNL326C	3.000	3.000	3.000
YJL179W	3.000	3.000	3.000
YGR240C	1.000	1.000	1.000
YMR205C	3.000	3.000	3.000
YIL107C	3.000	3.000	3.000
YOL136C	3.000	3.000	3.000
YHR185C	3.000	3.000	3.000
YGL025C	3.000	3.000	2.000
YKL127W	3.000	3.000	3.000
YMR105C	3.000	3.000	3.000
YJR153W	3.000	3.000	2.500
YNL316C	3.000	3.000	3.000
YGR132C	3.000	3.000	3.000
YGR231C	3.000	3.000	3.000
YKL043W	3.000	3.000	3.000
YDR281C	3.000	3.000	3.000
YOL084W	3.000	3.000	3.000
YER037W	3.000	3.000	3.000
YDL236W	3.000	3.000	3.000
YDL106C	3.000	3.000	2.000
YNL097C	3.000	3.000	3.000
YBR092C	3.000	3.000	3.000
YFR034C	3.000	3.000	2.000
YBR093C	3.000	3.000	3.000
YDR481C	3.000	3.000	3.000
YOL001W	3.000	1.000	2.500
YGR233C	3.000	3.000	2.500
YML123C	3.000	3.000	2.000
YPL031C	1.000	1.000	1.000
YJL117W	3.000	3.000	2.000
YCR037C	3.000	3.000	3.000
YBR106W	3.000	3.000	3.000
YBR296C	3.000	3.000	3.000
YJL198W	3.000	3.000	3.000
YNR013C	3.000	3.000	3.000
YOR386W	3.000	3.000	3.000
YDR313C	3.000	3.000	3.000
YGL023C	3.000	3.000	3.000
YER053C	3.000	3.000	3.000
YML061C	1.000	1.000	2.000
YLR273C	3.000	3.000	3.000
YIL045W	3.000	3.000	3.000
YHR034W	3.000	3.000	3.000
YGR086C	3.000	3.000	3.000
YBL022C	3.000	2.000	3.000
YOR104W	3.000	3.000	3.000
YPR154W	3.000	3.000	3.000
YBL051C	3.000	3.000	3.000
YOR363C	1.000	1.000	3.000
YKL164C	3.000	3.000	3.000
YKL163W	3.000	3.000	3.000
YDR490C	3.000	3.000	3.000
YOL100W	3.000	3.000	3.000
YDR466W	3.000	3.000	3.000
YMR123W	3.000	3.000	3.000
YMR008C	3.000	3.000	3.000
YMR006C	3.000	3.000	3.000
YOL011W	3.000	3.000	3.000
YPL268W	1.000	1.000	1.000
YDR501W	3.000	3.000	3.000
YDR183W	3.000	3.000	3.000
YPL036W	3.000	3.000	3.000
YGL006W	3.000	3.000	3.000
YER132C	3.000	3.000	3.000
YCR024C-A	3.000	3.000	3.000
YEL017C-A	3.000	3.000	3.000
YDR276C	2.000	2.000	3.000
YGL167C	1.000	1.000	1.000
YNL082W	3.000	3.000	3.000
YDL095W	3.000	3.000	2.500
YAL023C	3.000	3.000	3.000
YOR321W	3.000	3.000	3.000
YDL093W	1.000	1.000	1.000
YGR199W	3.000	3.000	3.000
YKL128C	3.000	3.000	3.000
YGL037C	3.000	3.000	3.000
YPL096W	3.000	3.000	3.000
YLR209C	3.000	3.000	3.000
YOR161C	3.000	3.000	3.000
YOR266W	3.000	3.000	3.000
YBR022W	3.000	3.000	3.000
YIL122W	3.000	3.000	3.000
YJR043C	3.000	3.000	3.000
YCR014C	3.000	3.000	3.000
YMR129W	3.000	3.000	3.000
YLR018C	3.000	3.000	3.000
YNR052C	3.000	2.000	3.000
YNL055C	3.000	3.000	3.000
YIL114C	3.000	3.000	3.000
YPL188W	1.000	1.000	2.000
YIL160C	1.000	2.000	3.000
YGL205W	1.000	1.000	3.000
YHR026W	1.000	1.000	2.000
YMR267W	1.000	1.000	2.000
YHR075C	2.000	1.000	3.000
YNR032W	3.000	3.000	3.000
YDL134C	3.000	3.000	3.000
YDL188C	3.000	3.000	3.000
YDR075W	3.000	3.000	3.000
YDR435C	3.000	3.000	3.000
YOL141W	3.000	3.000	3.000
YDR452W	3.000	3.000	3.000
YPL179W	3.000	3.000	3.000
YLR014C	3.000	2.000	3.000
YBR276C	3.000	3.000	3.000
YGR123C	3.000	3.000	3.000
YPL148C	1.000	1.000	1.000
YML016C	3.000	3.000	3.000
YDR436W	3.000	3.000	3.000
YEL060C	3.000	3.000	3.000
YMR297W	3.000	3.000	3.000
YCL057W	3.000	3.000	3.000
YGR135W	3.000	1.000	3.000
YIL095W	3.000	3.000	3.000
YNL279W	3.000	3.000	3.000
YJL108C	3.000	3.000	3.000
YIL037C	3.000	3.000	3.000
YPL192C	3.000	3.000	3.000
YPL156C	3.000	3.000	3.000
YIL117C	3.000	3.000	3.000
YML047C	3.000	3.000	3.000
YDL039C	2.000	2.000	2.000
YGL053W	3.000	3.000	3.000
YAR031W	3.000	3.000	3.000
YDR300C	3.000	3.000	3.000
YOR323C	3.000	3.000	3.000
YMR302C	3.000	3.000	3.000
YGR006W	1.000	1.000	1.000
YKL116C	3.000	3.000	3.000
YDL214C	3.000	3.000	3.000
YHL011C	3.000	3.000	3.000
YBL068W	3.000	3.000	3.000
YOL061W	3.000	3.000	3.000
YBL064C	3.000	3.000	3.000
YJL079C	3.000	3.000	2.000
YKR013W	3.000	3.000	3.000
YJL078C	3.000	3.000	3.000
YGR170W	3.000	3.000	3.000
YOL054W	3.000	3.000	3.000
YAL017W	3.000	3.000	3.000
YOL045W	3.000	3.000	3.000
YMR137C	3.000	3.000	3.000
YDR505C	3.000	3.000	3.000
YML017W	3.000	3.000	3.000
YLL010C	3.000	3.000	3.000
YLR019W	3.000	3.000	3.000
YDR055W	3.000	3.000	3.000
YDR032C	3.000	3.000	3.000
YKL076C	3.000	3.000	3.000
YNL201C	3.000	3.000	3.000
YLR376C	3.000	3.000	3.000
YDL006W	1.000	2.000	2.000
YER089C	3.000	3.000	3.000
YBL056W	3.000	3.000	3.000
YBR125C	3.000	3.000	3.000
YOR090C	3.000	3.000	3.000
YHR076W	3.000	3.000	3.000
YHR189W	3.000	3.000	3.000
YBL057C	1.000	1.000	1.000
YKL198C	3.000	3.000	3.000
YJR059W	3.000	2.000	3.000
YKL039W	3.000	3.000	3.000
YDL230W	3.000	3.000	3.000
YOR208W	3.000	3.000	3.000
YER075C	3.000	3.000	3.000
YKR093W	3.000	3.000	3.000
YNL016W	3.000	3.000	3.000
YPR042C	3.000	3.000	3.000
YLL013C	3.000	3.000	3.000
YGL014W	3.000	3.000	3.000
YDR496C	2.000	2.000	3.000
YPL212C	3.000	3.000	3.000
YGL063W	3.000	3.000	3.000
YNL292W	3.000	3.000	3.000
YLR165C	3.000	3.000	3.000
YGR169C	3.000	3.000	3.000
YOR243C	3.000	3.000	3.000
YLR142W	3.000	3.000	3.000
YHR037W	3.000	3.000	3.000
YKL015W	2.000	2.000	3.000
YOR348C	3.000	3.000	3.000
YPL147W	2.000	3.000	3.000
YKL188C	2.000	3.000	3.000
YKR090W	3.000	3.000	3.000
YGL062W	3.000	3.000	3.000
YBR218C	3.000	3.000	3.000
YOR347C	3.000	3.000	3.000
YHR001W-A	3.000	3.000	3.000
YPR191W	1.000	1.000	2.000
YFR033C	3.000	3.000	3.000
YDR529C	1.000	1.000	1.000
YJL166W	3.000	3.000	3.000
YGR183C	1.000	1.000	1.000
YIL120W	3.000	3.000	3.000
YIL121W	3.000	3.000	3.000
YBR043C	3.000	3.000	3.000
YLR204W	1.000	1.000	1.000
YDL104C	3.000	3.000	3.000
YMR022W	3.000	3.000	3.000
YPL022W	3.000	3.000	3.000
YML095C	3.000	3.000	3.000
YMR201C	1.000	1.000	1.000
YBR114W	3.000	3.000	3.000
YOR368W	3.000	3.000	3.000
YCR066W	3.000	3.000	3.000
YGR258C	3.000	3.000	3.000
YEL037C	3.000	3.000	3.000
YER173W	3.000	3.000	3.000
YJR035W	3.000	3.000	3.000
YKL113C	3.000	3.000	3.000
YDR030C	3.000	3.000	3.000
YDR419W	3.000	3.000	3.000
YER162C	3.000	3.000	3.000
YLR032W	3.000	3.000	3.000
YNL250W	3.000	3.000	3.000
YER095W	3.000	3.000	3.000
YML032C	3.000	3.000	3.000
YGL163C	3.000	3.000	3.000
YDR076W	3.000	3.000	3.000
YDR004W	3.000	3.000	3.000
YDL059C	3.000	3.000	3.000
YGL058W	3.000	3.000	2.000
YDR014W	3.000	3.000	3.000
YJR052W	3.000	3.000	3.000
YDR217C	3.000	3.000	3.000
YGL246C	1.000	1.000	1.000
YDL090C	2.000	2.000	3.000
YOR101W	3.000	3.000	3.000
YNL098C	3.000	3.000	2.000
YJR033C	3.000	3.000	3.000
YDR202C	3.000	3.000	2.500
YOR301W	3.000	3.000	3.000
YLR084C	3.000	3.000	3.000
YPL246C	3.000	3.000	3.000
YIL137C	3.000	3.000	3.000
YOR252W	3.000	3.000	3.000
YKL056C	3.000	3.000	3.000
YER007C-A	3.000	3.000	3.000
YJR014W	3.000	3.000	3.000
YOR091W	3.000	3.000	3.000
YDR117C	3.000	3.000	3.000
YLR262C-A	3.000	3.000	3.000
YLR327C	3.000	3.000	3.000
YAL036C	3.000	3.000	3.000
YGR173W	3.000	3.000	3.000
YCR036W	3.000	3.000	3.000
YOR265W	3.000	3.000	3.000
YDL189W	3.000	3.000	3.000
YMR274C	3.000	3.000	3.000
YGL158W	3.000	3.000	3.000
YLR248W	3.000	3.000	3.000
YKL159C	3.000	3.000	3.000
YMR075W	3.000	3.000	3.000
YBR005W	3.000	3.000	3.000
YDR003W	3.000	3.000	3.000
YGL071W	1.000	1.000	2.000
YJL204C	3.000	2.000	3.000
YBR073W	3.000	3.000	3.000
YDL135C	3.000	3.000	3.000
YOR380W	3.000	3.000	3.000
YCR106W	3.000	3.000	3.000
YPL133C	3.000	3.000	3.000
YLR329W	3.000	3.000	3.000
YHR157W	3.000	3.000	3.000
YJR021C	3.000	3.000	3.000
YMR133W	3.000	3.000	3.000
YPR007C	3.000	3.000	3.000
YLR263W	3.000	3.000	3.000
YDR195W	2.000	2.000	2.000
YDR028C	3.000	3.000	3.000
YBR050C	3.000	3.000	3.000
YLR387C	3.000	3.000	3.000
YBR267W	3.000	3.000	2.500
YCL001W	3.000	3.000	3.000
YOR346W	3.000	3.000	3.000
YPL167C	3.000	3.000	3.000
YIL139C	3.000	3.000	3.000
YLR059C	3.000	3.000	3.000
YLR107W	3.000	3.000	3.000
YOL080C	3.000	3.000	3.000
YOR279C	1.000	1.000	1.000
YBR052C	3.000	3.000	3.000
YLR176C	3.000	3.000	3.000
YOR127W	1.000	1.000	2.000
YDR379W	3.000	3.000	3.000
YBR260C	3.000	3.000	3.000
YFL047W	3.000	3.000	3.000
YMR182C	3.000	3.000	3.000
YDR137W	3.000	3.000	3.000
YOR107W	3.000	3.000	3.000
YKL038W	3.000	3.000	3.000
YDL138W	3.000	3.000	3.000
YCR027C	3.000	3.000	3.000
YNL090W	3.000	3.000	3.000
YKR055W	3.000	3.000	3.000
YNL180C	1.000	1.000	1.000
YIL053W	3.000	3.000	3.000
YBL033C	1.000	1.000	1.000
YOL143C	1.000	1.000	1.000
YLR039C	3.000	3.000	3.000
YBR275C	3.000	3.000	3.000
YLR453C	3.000	3.000	3.000
YCR028C-A	1.000	1.000	1.000
YHL027W	3.000	3.000	3.000
YMR139W	3.000	3.000	3.000
YMR154C	3.000	3.000	3.000
YFL033C	1.000	1.000	2.000
YOR275C	3.000	3.000	3.000
YNL294C	3.000	3.000	3.000
YHL024W	3.000	3.000	3.000
YGL045W	3.000	3.000	3.000
YMR063W	3.000	3.000	2.500
YEL024W	3.000	1.000	1.000
YOR191W	3.000	3.000	3.000
YMR283C	3.000	3.000	3.000
YPR018W	3.000	3.000	3.000
YPL089C	3.000	3.000	3.000
YNL139C	1.000	1.000	2.000
